[00:00.000 --> 00:19.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:06:23.000 --> 01:06:24.000]  Clone.
[01:06:24.000 --> 01:06:32.000]  Hitler took the guns, Stalin took the guns, Mao took the guns, and El Castro took the guns.
[01:06:32.000 --> 01:06:35.000]  You though Chavez took the guns.
[01:06:35.000 --> 01:06:41.000]  1776 will commence again if you try to take our firearms.
[01:06:41.000 --> 01:06:46.000]  The Republic will rise again when you attempt to take our guns.
[01:06:46.000 --> 01:06:57.000]  I am sworn upon the author of God, eternal hostility against every form of tyranny over the mind of man.
[01:06:57.000 --> 01:07:07.000]  The answer to 1984 is 1776. You're listening to the Alex Jones Show.
[01:07:07.000 --> 01:07:11.000]  Welcome back to the Alex Jones Show. I'm David Knight in Austin, taking your calls.
[01:07:11.000 --> 01:07:16.000]  And just before the top of the hour, we had a caller they called in talking about impeachment.
[01:07:16.000 --> 01:07:23.000]  I went to this editorial board from USA Today saying that Obama has done the right thing the wrong way.
[01:07:23.000 --> 01:07:26.000]  I don't think he did the right thing, but he certainly did it the wrong way.
[01:07:26.000 --> 01:07:30.000]  They said what he has done amounts to executive overreach.
[01:07:30.000 --> 01:07:39.000]  And as Rand Paul has pointed out, 22 times Obama said he did not have the power to just bypass Congress.
[01:07:39.000 --> 01:07:48.000]  Here's one of the times that he actually said it at La Raza, the group that has made the race the basis for immigration policy,
[01:07:48.000 --> 01:07:51.000]  doing things to favor the Hispanic race. Here's what he told them.
[01:07:51.000 --> 01:07:58.000]  Believe me, the idea of doing things on my own is very tempting.
[01:07:58.000 --> 01:08:05.000]  I promise you, not just on immigration reform.
[01:08:05.000 --> 01:08:18.000]  But that's not how our system works. That's not how our democracy functions.
[01:08:18.000 --> 01:08:21.000]  That's not how our Constitution is written.
[01:08:21.000 --> 01:08:24.000]  There you go. And he says it's very tempting on a number of things.
[01:08:24.000 --> 01:08:32.000]  And of course, he's already signaled that on a number of things on something that is also going to have major transformational effects on our country
[01:08:32.000 --> 01:08:36.000]  in terms of climate change regulation. And that's essentially going to be cap and trade.
[01:08:36.000 --> 01:08:41.000]  It's going to be shutting down energy plants. It's going to be a massive restructuring.
[01:08:41.000 --> 01:08:44.000]  I would say a gutting of our economy.
[01:08:44.000 --> 01:08:50.000]  He says he's going to move along with that regardless of what the Congress does, regardless of their new majority.
[01:08:50.000 --> 01:08:53.000]  He doesn't think they can stop him. I don't think they will.
[01:08:53.000 --> 01:08:56.000]  Let's go back to JPM Minnesota. You want to make a comment about impeachment,
[01:08:56.000 --> 01:09:01.000]  because of course, Pat Buchanan says what Obama has done is an impeachable offense, but we shouldn't impeach him.
[01:09:01.000 --> 01:09:05.000]  Go ahead, JPM.
[01:09:05.000 --> 01:09:09.000]  Yeah, I was just listening to old Bola there. It just makes me want to puke.
[01:09:09.000 --> 01:09:12.000]  But hey, thanks for coming back to me, David.
[01:09:12.000 --> 01:09:20.000]  You know, I was talking about impeachment and Buchanan says that we shouldn't do it because not people don't support it.
[01:09:20.000 --> 01:09:26.000]  That might be true, but that's only because the whole topic has been censored in the media.
[01:09:26.000 --> 01:09:30.000]  There's been no discussion of impeachment. And there absolutely needs to be.
[01:09:30.000 --> 01:09:38.000]  But you listen to all our talking heads, even the supposed conservative ones, and they all say the same thing.
[01:09:38.000 --> 01:09:42.000]  They'll mention the word impeachment and just say we're not even going there.
[01:09:42.000 --> 01:09:49.000]  It's like you listen to Rush, Hannity, all of them. It's like they're parroting a talking point.
[01:09:49.000 --> 01:09:53.000]  We should ask that Mad...
[01:09:53.000 --> 01:09:58.000]  Well, the mainstream conservative political pundits are essentially giving them cover.
[01:09:58.000 --> 01:10:03.000]  Gone home on vacation, they knew this was coming. They didn't come up with a plan for it.
[01:10:03.000 --> 01:10:08.000]  All they did when they came back after the election was pass the Keystone Pipeline for the ninth time.
[01:10:08.000 --> 01:10:13.000]  Then they head home and then the talking heads in the media basically give them cover.
[01:10:13.000 --> 01:10:18.000]  Buchanan had a very harsh assessment and factual assessment of what Obama has done.
[01:10:18.000 --> 01:10:22.000]  It says it's impeachable, but let's not impeach him. Then you have the weekly standard come out and say,
[01:10:22.000 --> 01:10:27.000]  you know what we need to do? We just need to vote to censor him. That doesn't mean anything.
[01:10:27.000 --> 01:10:31.000]  And then many of them just say, no, just give them a pass. We're not going to do anything.
[01:10:31.000 --> 01:10:37.000]  I mean, you've got some politicians, some of the GOP at the lower level who are talking tough,
[01:10:37.000 --> 01:10:44.000]  but even if they make a movement to do impeachment, they're not going to be supported by the GOP leadership.
[01:10:44.000 --> 01:10:50.000]  And so that brings up a question. What do you think, JP? I think that when you allow a crime to occur,
[01:10:50.000 --> 01:10:55.000]  I think you become an accessory to that crime when you help to cover it up and to give the criminal protection.
[01:10:55.000 --> 01:10:57.000]  Do you believe that?
[01:10:57.000 --> 01:11:06.000]  I do. But the thing is, politically, if we take action now and try and reverse what he's done,
[01:11:06.000 --> 01:11:21.000]  that's going to be really bad for the Republicans. But I'm far more concerned about the dangers of what that can lead to.
[01:11:21.000 --> 01:11:26.000]  That's far more dangerous than the threat that the illegals here pose to us.
[01:11:26.000 --> 01:11:33.000]  So I say we welcome all the illegals based on, you know, we just accept what this president has done,
[01:11:33.000 --> 01:11:37.000]  and we move on with it, we welcome them, we quit talking about deporting them,
[01:11:37.000 --> 01:11:40.000]  and we start talking about deporting Ebola.
[01:11:40.000 --> 01:11:46.000]  Yes, exactly. I think that's the key. It's far more important what happens in this country.
[01:11:46.000 --> 01:11:51.000]  It's far more important the legal precedents that are being set in our Constitution.
[01:11:51.000 --> 01:11:54.000]  That is far more important than the GOP's little political careers.
[01:11:54.000 --> 01:12:01.000]  And if they cared about this country more than they care about their political careers, they would do the right thing.
[01:12:01.000 --> 01:12:05.000]  And what they do when they say that they're not going to, it's the right thing to impeach them,
[01:12:05.000 --> 01:12:09.000]  but we're not going to do it because the voters will be angry with us in the next election,
[01:12:09.000 --> 01:12:14.000]  what they're essentially saying is that they have no character, they have no leadership ability.
[01:12:14.000 --> 01:12:20.000]  They're simply political whores who want to stay in office forever and collect all the cash and benefits.
[01:12:20.000 --> 01:12:23.000]  And that's what the GOP is really about.
[01:12:23.000 --> 01:12:26.000]  Let's take a quick look. Thank you, JPM Minnesota.
[01:12:26.000 --> 01:12:31.000]  Let's take a quick look again at this, the changing rules for illegal immigrants,
[01:12:31.000 --> 01:12:36.000]  as reported by the Washington Examiner, the new Department of Homeland Security rules
[01:12:36.000 --> 01:12:42.000]  under policies for the apprehension, detention, and removal of undocumented immigrants,
[01:12:42.000 --> 01:12:47.000]  says that they're not really concerned about people that are committing offenses like drunk drivers
[01:12:47.000 --> 01:12:53.000]  or sex abusers or drug dealers or gun offenders.
[01:12:53.000 --> 01:12:57.000]  Anybody that's doing that, that's not really a top priority for them to deport.
[01:12:57.000 --> 01:13:02.000]  And they point out in this article that an illegal immigrant could spend up to one year in prison
[01:13:02.000 --> 01:13:07.000]  for a violent crime and still not be a top removal priority for the Obama administration.
[01:13:07.000 --> 01:13:15.000]  They don't even want to deport criminals. Of course, it's a criminal action to violate our immigration policies.
[01:13:15.000 --> 01:13:22.000]  But we can't deport them for that, but we can't even deport them for violent crime, for sex abuse, for drunk driving.
[01:13:22.000 --> 01:13:24.000]  Nothing gets them out of here.
[01:13:24.000 --> 01:13:33.000]  John Bowne had a report about someone who was murdered in Oregon by a guy who repeatedly had had contact with the authorities
[01:13:33.000 --> 01:13:38.000]  and repeatedly was given a pass to stay in this country. Here's that report.
[01:14:03.000 --> 01:14:08.000]  Bermudez-Aranes went back to the store. He allegedly refused orders to drop a knife in his possession,
[01:14:08.000 --> 01:14:11.000]  prompting police to open fire on him, killing him dead.
[01:14:11.000 --> 01:14:17.000]  Bermudez-Aranes' family is also puzzled as to why he might have carried out the violent attack,
[01:14:17.000 --> 01:14:24.000]  as he reportedly did not have mental health issues, used drugs or drink, and was not involved in gang activity.
[01:14:24.000 --> 01:14:29.000]  Yesterday, investigators revealed Bermudez-Aranes was likely living in the U.S. illegally,
[01:14:29.000 --> 01:14:33.000]  though he'd worked in the country since at least the year 2000.
[01:14:33.000 --> 01:14:39.000]  During a previous run-in with the law, he had given police a variation of his name, Honantino Bermudez.
[01:14:39.000 --> 01:14:44.000]  Police say there is no connection between Moore and his assailant and that the attack appeared to be random.
[01:14:44.000 --> 01:14:47.000]  Moore was a college student majoring in business management.
[01:14:47.000 --> 01:14:52.000]  He was also a resident advisor and linebacker with the Linfield Wildcats,
[01:14:52.000 --> 01:14:58.000]  which just proceeded to the NCAA Division III playoffs after a shutout victory on Saturday.
[01:14:58.000 --> 01:15:05.000]  Man of character, extremely talented. Three factors that are really hard to find when we're recruiting guys.
[01:15:05.000 --> 01:15:11.000]  And every coach that we have on our staff fell in love with Parker and admitted we met him.
[01:15:11.000 --> 01:15:15.000]  An investigation into the incident is still ongoing.
[01:15:15.000 --> 01:15:21.000]  It is not clear if Bermudez-Aranes had ever come into contact with federal immigration agencies.
[01:15:21.000 --> 01:15:25.000]  In fact, we're just beginning to recognize how much pain there is.
[01:15:25.000 --> 01:15:28.000]  www.infowars.com
[01:15:31.000 --> 01:15:39.000]  Okay, that was John Bowen's report on yet another murder by someone who's had multiple contacts with the government.
[01:15:39.000 --> 01:15:43.000]  Multiple criminal contacts with the government yet was never deported.
[01:15:43.000 --> 01:15:49.000]  And ultimately it wound up with the death of an American football player, college student in Oregon.
[01:15:49.000 --> 01:15:51.000]  We're going to be right back with your calls.
[01:15:51.000 --> 01:15:57.000]  We're going to take Michelle in Florida, Marion in Michigan, and another Michelle, Michael, rather than Michael in Florida and Michelle.
[01:15:57.000 --> 01:16:22.000]  Stay with us, we'll be right back.
[01:16:27.000 --> 01:16:29.000]  We now have the synergistic solution.
[01:16:29.000 --> 01:16:33.000]  DNA Force, just one of the key compounds.
[01:16:33.000 --> 01:16:40.000]  BioPQQ is backed by major clinical studies and over 175 PubMed listed published studies.
[01:16:40.000 --> 01:16:43.000]  You want the best that's out there at the lowest price anywhere?
[01:16:43.000 --> 01:16:48.000]  The ultimate value, cutting edge trailblazing game changer that also supports the InfoWars.
[01:16:48.000 --> 01:16:56.000]  Secure your DNA Force today at infowarslife.com or call toll-free 888-253-3139.
[01:16:56.000 --> 01:16:59.000]  DNA Force from InfoWarslife.
[01:17:26.000 --> 01:17:28.000]  We're going to be right back with your calls.
[01:17:57.000 --> 01:18:00.000]  Another major health threat.
[01:18:00.000 --> 01:18:05.000]  This one in Toledo, Ohio where everybody in the entire city has been told not to drink the water.
[01:18:05.000 --> 01:18:08.000]  Ohio's governor declaring a state of emergency.
[01:18:08.000 --> 01:18:15.000]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:18:15.000 --> 01:18:18.000]  If there's a water emergency, will you be prepared?
[01:18:18.000 --> 01:18:21.000]  Panicked residents forming long lines throughout the day.
[01:18:21.000 --> 01:18:26.000]  We're here at a supermarket in Toledo, you can see the shelves empty where water once was.
[01:18:26.000 --> 01:18:32.000]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:18:32.000 --> 01:18:35.000]  Water which will not be available at your local grocery store.
[01:18:35.000 --> 01:18:38.000]  There's a mad dash on right now to stock up on supplies.
[01:18:38.000 --> 01:18:46.000]  The Pro Pure Pro 1 G2.0 water filtration system is a must have for every modern independently minded household.
[01:18:46.000 --> 01:18:49.000]  Protect your family's safety during an emergency.
[01:18:49.000 --> 01:18:56.000]  Go to infowarsstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system.
[01:18:56.000 --> 01:19:25.000]  Or call 188-253-3139.
[01:19:26.000 --> 01:19:33.000]  The average person's life is filled with unexpected challenges.
[01:19:33.000 --> 01:19:40.000]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:19:40.000 --> 01:19:49.000]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:19:49.000 --> 01:19:59.000]  Supercharge and conquer your world at infowarslife.com or call 188-253-3139.
[01:20:20.000 --> 01:20:28.000]  It's Alex Jones coming to you live from the front lines of the Info War.
[01:20:28.000 --> 01:20:30.000]  Welcome back to the Alex Jones Show.
[01:20:30.000 --> 01:20:32.000]  This is Monday, November 23rd, 2014.
[01:20:32.000 --> 01:20:35.000]  I'm David Knight, your host here in Austin.
[01:20:35.000 --> 01:20:39.000]  We're going to be going to our reporters in Ferguson, Missouri at the bottom of the hour.
[01:20:39.000 --> 01:20:41.000]  But before we do, I've got a couple more phone calls to take.
[01:20:41.000 --> 01:20:45.000]  We've got Marlon and Michigan about Amnesty, also Michelle.
[01:20:45.000 --> 01:20:49.000]  And then we're going to go to Michael in Florida, Ferguson. I'm going to try to fit everybody in.
[01:20:49.000 --> 01:20:53.000]  Of course, there's a couple of articles that you will want to check out on infowars.com.
[01:20:53.000 --> 01:20:54.000]  There's an excellent article.
[01:20:54.000 --> 01:20:58.000]  You sold out our nation, a scathing letter to President Obama.
[01:20:58.000 --> 01:21:02.000]  What he actually said to the citizens of this great nation, says the letter,
[01:21:02.000 --> 01:21:06.000]  is that you are an imperial king and you don't care what we, the people, want.
[01:21:06.000 --> 01:21:12.000]  And of course, the fallout isn't just from the editorial board, let's say, of the USA Today,
[01:21:12.000 --> 01:21:16.000]  saying that what he has done amounts to executive overreach.
[01:21:16.000 --> 01:21:18.000]  And if the Democrats want to have their way on immigration issues,
[01:21:18.000 --> 01:21:20.000]  they should win more congressional elections.
[01:21:20.000 --> 01:21:23.000]  We've also got Saturday Night Live spoofing the president.
[01:21:23.000 --> 01:21:30.000]  They took the idea of a schoolhouse rock where they talk about how a bill becomes law.
[01:21:30.000 --> 01:21:32.000]  And kind of guy dressed up like a bill.
[01:21:32.000 --> 01:21:34.000]  And if you're watching this, you can see the picture here.
[01:21:34.000 --> 01:21:37.000]  He actually kicks the congressional bill down the hill.
[01:21:37.000 --> 01:21:42.000]  And he got standing next to him a thing that looks like a bill that says executive order.
[01:21:42.000 --> 01:21:46.000]  And the guy's just kicking back, smoking a cigarette like, this is fine.
[01:21:46.000 --> 01:21:51.000]  And he says, the guy in the middle talks about what's actually in the executive order.
[01:21:51.000 --> 01:21:52.000]  And the executive order says, what?
[01:21:52.000 --> 01:21:56.000]  And he actually pulls his head back in and looks in his armpit and goes, oh, that's terrible.
[01:21:56.000 --> 01:21:57.000]  I can't believe that.
[01:21:57.000 --> 01:22:02.000]  But anyway, the congressional bill continually works its way back up the steps
[01:22:02.000 --> 01:22:04.000]  and the president continually kicks it down.
[01:22:04.000 --> 01:22:14.000]  In other words, his contempt for the rule of law and the constitutional process is blatantly obvious to everybody.
[01:22:14.000 --> 01:22:16.000]  Even Saturday Night Live is making an issue out of it.
[01:22:16.000 --> 01:22:22.000]  And of course, we've got another article where Kurt Nemo breaks the economics of it down for us.
[01:22:22.000 --> 01:22:23.000]  It's up on infowars.com.
[01:22:23.000 --> 01:22:26.000]  Obama's executive action will finish off America.
[01:22:26.000 --> 01:22:31.000]  He says Obama's unconstitutional executive action to shield millions of undocumented immigrants,
[01:22:31.000 --> 01:22:36.000]  who at times puts it as a brazen effort to further impoverish the American middle class
[01:22:36.000 --> 01:22:38.000]  and convert the country into a third world wasteland.
[01:22:38.000 --> 01:22:39.000]  He has several sources here.
[01:22:39.000 --> 01:22:43.000]  One of these is Neil Monroe's article on the Daily Caller from Thursday,
[01:22:43.000 --> 01:22:48.000]  talking about how illegals will receive huge payments throughout the entitlement system.
[01:22:48.000 --> 01:22:53.000]  He points out that 47% of legal and illegal immigrants coming into this country and their children
[01:22:53.000 --> 01:22:57.000]  are classified as living at the poverty line or below the poverty line,
[01:22:57.000 --> 01:23:01.000]  which means that when they file their income tax payments, they will be eligible.
[01:23:01.000 --> 01:23:10.000]  He says a family of two kids and an income of $20,000 would receive $14,500 and earned income tax credits.
[01:23:10.000 --> 01:23:11.000]  There you go.
[01:23:11.000 --> 01:23:12.000]  But it's not even there.
[01:23:12.000 --> 01:23:17.000]  That's not even the biggest part of the Cloward and Piven strategy.
[01:23:17.000 --> 01:23:20.000]  And many people don't understand what Cloward and Piven is.
[01:23:20.000 --> 01:23:23.000]  There are a couple of sociologists who were socialists.
[01:23:23.000 --> 01:23:27.000]  They wanted to tear this country down so they could rebuild their socialist utopia.
[01:23:27.000 --> 01:23:32.000]  The same way that you see the character in Captain America, the most recent one,
[01:23:32.000 --> 01:23:37.000]  the Winter Soldier, say, we have to destroy America and then rebuild it the way we want it done.
[01:23:37.000 --> 01:23:42.000]  That was what Cloward and Piven as social engineers suggested back in the 1960s.
[01:23:42.000 --> 01:23:50.000]  And the way they said to do it was to create a massive entitlement state that could no longer be supported.
[01:23:50.000 --> 01:23:56.000]  And that's one way that it's going to happen, but the bigger way that it's going to happen is with local taxes.
[01:23:56.000 --> 01:24:03.000]  About 80% of your taxes are going to go to pay for schools for building new schools,
[01:24:03.000 --> 01:24:11.000]  as this is rapidly ramping up, as we're importing everyone from any place in the world that wants to come live here in America.
[01:24:11.000 --> 01:24:13.000]  How are you going to pay for that?
[01:24:13.000 --> 01:24:20.000]  These are massive unfunded liabilities and some of the states that have the biggest unfunded liabilities,
[01:24:20.000 --> 01:24:28.000]  the biggest walls of debt, as they put it, are the ones who are the most supportive of giving out more free benefits
[01:24:28.000 --> 01:24:34.000]  to people that want to move into this country to get the free benefits at the expense of the middle class
[01:24:34.000 --> 01:24:38.000]  and at the expense of the jobs for blue collar workers.
[01:24:38.000 --> 01:24:43.000]  Now, earlier this year, Bloomberg was talking about California's $600 billion sinkhole.
[01:24:43.000 --> 01:24:50.000]  We had the San Jose Mercury talking about California's wall of debt as only a slice of its liability problem.
[01:24:50.000 --> 01:24:57.000]  And yet, just before the election, California was launching a student loan program for illegals.
[01:24:57.000 --> 01:25:02.000]  So it doesn't matter how far in debt they are, they're still going to go farther and farther in debt.
[01:25:02.000 --> 01:25:08.000]  Of course, you're going to be paying for that predominantly out of your homeowner's taxes.
[01:25:08.000 --> 01:25:14.000]  You're not going to your property taxes, you will never own your home.
[01:25:14.000 --> 01:25:22.000]  And in many ways, I guess you could kind of sum this up, the Hispanics saying Mikasa Sukasa,
[01:25:22.000 --> 01:25:28.000]  in other words, my house is your house, it's offering of hospitality, but this is really the other way around.
[01:25:28.000 --> 01:25:32.000]  This is them saying your house is my house.
[01:25:32.000 --> 01:25:39.000]  They're saying, I don't care that you have a home, I'm going to move in and put myself in as a dependent upon you.
[01:25:39.000 --> 01:25:46.000]  You're going to provide education, health care, scholarships, in-state tuition, you name it.
[01:25:46.000 --> 01:25:49.000]  That's going to be provided and there is nothing you can do about it.
[01:25:49.000 --> 01:25:51.000]  I'm making a demand, I want that.
[01:25:51.000 --> 01:26:00.000]  And regardless of what American citizens say at the ballot, they're going to put that in with their little emperor, Obama.
[01:26:00.000 --> 01:26:02.000]  Let's go to your calls now and get your comments.
[01:26:02.000 --> 01:26:06.000]  Let's go to Marlin and Michigan. Marlin, you had something you wanted to say about Amnesty. Go ahead.
[01:26:06.000 --> 01:26:08.000]  Hey, how are you doing, David?
[01:26:08.000 --> 01:26:16.000]  I want to say this one thing, man, is just that I feel like the Republican Party won't do anything.
[01:26:16.000 --> 01:26:25.000]  I mean, I saw two things that happened right after his speech. I mean, during his speech, he felt to me, it felt like he was very confident that no impeachment was coming.
[01:26:25.000 --> 01:26:33.000]  And then that Friday, it was two things that was just like, I haven't really heard nobody talk about it was the fact that all of a sudden Lois Lerner e-mails got found.
[01:26:33.000 --> 01:26:38.000]  And then the other thing was the Benghazi report comes out and there was no crime.
[01:26:38.000 --> 01:26:46.000]  And my thing is, I feel like there's been a deal that's been struck basically saying, hey, they won't impeach him.
[01:26:46.000 --> 01:26:51.000]  They're going to give him cover. And then they revealed this stuff here. Everything went into the road.
[01:26:51.000 --> 01:26:58.000]  I think the only thing that's left, possibly, is that CIA torture report and possibly hanging him and Bush.
[01:26:58.000 --> 01:27:00.000]  But I doubt that even does anything.
[01:27:00.000 --> 01:27:02.000]  That won't go anywhere.
[01:27:02.000 --> 01:27:13.000]  They've had a back and forth. Diane Feinstein got into a personal spat with the CIA because they tapped her lines and her staffer's lines.
[01:27:13.000 --> 01:27:21.000]  But beyond that, the guy who's going to take over the chairmanship of that, Burr from North Carolina, loves the NSA.
[01:27:21.000 --> 01:27:26.000]  He's said that there should never be any public hearings about what the NSA does.
[01:27:26.000 --> 01:27:32.000]  He's going to give them a blank check as well as the CIA. That report is never going to see the light of day.
[01:27:32.000 --> 01:27:38.000]  Mark Udall, who did not win reelection from Colorado, was very angry about that.
[01:27:38.000 --> 01:27:46.000]  He's on that Senate Intelligence Committee. He threatened to read the unredacted report into the Senate record, into the congressional record.
[01:27:46.000 --> 01:27:51.000]  Whether or not he will do that remains to be seen. I wish he would. We need to see that.
[01:27:51.000 --> 01:27:56.000]  But we're certainly not going to see it from the Republicans. They love the police state, the security state.
[01:27:56.000 --> 01:28:04.000]  They love the perpetual wars. And of course, it is something that would embarrass the Bush administration if they were to read this torture report.
[01:28:04.000 --> 01:28:10.000]  So yeah, we're not going to see that. We're not going to see them take any action because they don't want to see these reforms happen.
[01:28:10.000 --> 01:28:16.000]  And of course, when you look at what happened with Benghazi as well as with the IRS, weren't those the articles of impeachment against Richard Nixon,
[01:28:16.000 --> 01:28:21.000]  that he was using the IRS against his enemies, and yet they've used it to a far greater extent than Nixon ever imagined.
[01:28:21.000 --> 01:28:28.000]  And of course, there's the issue of the covert wars, and we've seen that happening over and over again in the Obama administration.
[01:28:28.000 --> 01:28:34.000]  The corruption that Obama has owned is now being owned by the Republicans.
[01:28:34.000 --> 01:28:41.000]  His refusal to fire staff when they did the wrong thing shows that he approves of his staff who broke the law.
[01:28:41.000 --> 01:28:53.000]  The GOP's refusal to take action when Obama and his staff do the wrong thing shows that the GOP also approves of that and has become an accomplice and accessory to the crimes.
[01:28:53.000 --> 01:29:12.000]  Stay with us. We're going to be right back with our reporters from Ferguson. I'll take a couple more of your calls. We'll be right back.
[01:29:24.000 --> 01:29:34.000]  InfoWarsLife.com is very excited to announce our biggest run yet of Silver Bullet colloidal silver exclusively available at InfoWarsLife.com.
[01:29:34.000 --> 01:29:41.000]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting edge technique that is free of toxic artificial additives.
[01:29:41.000 --> 01:29:51.000]  Now more than ever, it's important to stock up on high quality Silver Bullet from InfoWarsLife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[01:29:51.000 --> 01:29:59.000]  Secure your Silver Bullet today at InfoWarsLife.com or by calling toll-free 888-253-3139.
[01:29:59.000 --> 01:30:06.000]  When I first got online and I seen the price of the X2 and the DNA force, I was a little hesitant but I pulled the trigger on it.
[01:30:06.000 --> 01:30:10.000]  It has changed my life. I've been taking it for about 24 days now, counting the weight, staying in shape.
[01:30:10.000 --> 01:30:14.000]  InfoWarsLife.com, you've heard the callers of the show.
[01:30:14.000 --> 01:30:23.000]  Several months back, I started taking your nascent iodine and your super meal. Prior to this, I was barely walking. Now I'm able to function as a human again.
[01:30:23.000 --> 01:30:33.000]  Whether it's survival shield nascent iodine or DNA force, super male vitality, super female vitality, lung cleanse, fluoride shield, oxy powder,
[01:30:33.000 --> 01:30:41.000]  I believe that all of these products will blow you away like they've done the thousands of other customers that have visited InfoWarsLife.com.
[01:30:41.000 --> 01:30:47.000]  There's two just amazing what it's able to do to actually detoxing the body. It's great stuff.
[01:30:47.000 --> 01:30:51.000]  If I'm going to promote something, it's got to be something I personally use and that I believe in.
[01:30:51.000 --> 01:31:20.000]  Check out InfoWarsLife.com today and the entire line of groundbreaking, cutting edge, hard core products.
[01:31:21.000 --> 01:31:40.000]  InfoWarsLife is filled with unexpected challenges. Unlock the energy it takes to defeat these daily beasts with super male or super female vitality,
[01:31:40.000 --> 01:31:50.000]  specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:31:50.000 --> 01:31:58.000]  Supercharge and conquer your world at InfoWarsLife.com or call 188-253-3139.
[01:32:20.000 --> 01:32:26.000]  Jones is the wildly popular conspiracy theory. A popular conspiracy theory talk show called InfoWars.
[01:32:26.000 --> 01:32:30.000]  Alex Jones is now in an Austin jail. These people are assaulting us.
[01:32:30.000 --> 01:32:39.000]  targeting of patriots engaged. They are never going to stop. They're never going to deviate from their programs until we stop them.
[01:32:39.000 --> 01:32:54.000]  You've got to set your eye on the enemy. Not worry about what propaganda they put out.
[01:32:54.000 --> 01:33:10.000]  Electrally, it's for God you can fail it.
[01:33:10.000 --> 01:33:25.000]  Hello, this is Hank Hill and I'm telling you what, you need to listen to Alex Jones.
[01:33:25.000 --> 01:33:43.000]  Welcome back to the Alex Jones Show. I'm David Knight. My apologies to the callers who called in to talk about Obama's amnesty program.
[01:33:43.000 --> 01:33:52.000]  We're going to move on to Ferguson. We're going to go to our reporters in Ferguson in just a moment and we'll take Michael and Florida's call about Ferguson as a lead in.
[01:33:52.000 --> 01:33:57.000]  Before we do, this hour of the Alex Jones Show is brought to you by Silver Bullet.
[01:33:57.000 --> 01:34:07.000]  It's back now even though it's in limited supply. Once that runs out, it's going to take us about six weeks to get more of it in because it is a very difficult thing to make in these kinds of high concentrations.
[01:34:07.000 --> 01:34:15.000]  It's concentrated to 30 parts per million. It's in a pure base of deionized water. It's free of toxic artificial additives.
[01:34:15.000 --> 01:34:22.000]  There's never been a more important time to have a powerful and clean form of colloidal silver within reach for you and your family.
[01:34:22.000 --> 01:34:30.000]  Go to infowarslife.com to order your Silver Bullet now or call 1-888-253-3139.
[01:34:30.000 --> 01:34:39.000]  That's 888-253-3139. It could run out very soon. Like I said, it's going to be a long time. This is cold and flu season.
[01:34:39.000 --> 01:34:41.000]  Now is a good time to get Silver Bullet.
[01:34:41.000 --> 01:34:48.000]  Let's go to Michael in Florida. Michael, you wanted to talk about Ferguson. We're going to go to our reporters in Ferguson in just a moment. What was your comment?
[01:34:48.000 --> 01:34:58.000]  Well, I wanted to say racial barriers should have been torn down. That way, it wouldn't be a useful weapon for the establishment.
[01:34:58.000 --> 01:35:11.000]  But Obama warned us in the fiscal speech of 2011 that he was going to remove different fundings from the people and give it to the military and science.
[01:35:11.000 --> 01:35:19.000]  And then a couple years back, when he was talking about the fiscal cliff, that was kind of our warning before destruction kind of.
[01:35:19.000 --> 01:35:32.000]  But we haven't seen any decline, have we, in the spending for the military industrial complex, even though we seem to be talking about a decline.
[01:35:32.000 --> 01:35:40.000]  Of course, we see the federal deficit just exploding. It's now over $17 trillion. We're closing in now on $18 trillion.
[01:35:40.000 --> 01:35:52.000]  But at some point, there's going to be a massive implosion of our economy. And of course, we can see that starting to begin right now as Obama is also revving up the new Cold War.
[01:35:52.000 --> 01:35:58.000]  We see, as I pointed out earlier, that Russia and China are going around the dollar and directly dealing with each other.
[01:35:58.000 --> 01:36:07.000]  And once they do that, once that's established by Brazil, Russia, India, China, the BRICS, once they establish that and move around the petrodollar,
[01:36:07.000 --> 01:36:17.000]  that's going to have tremendous economic consequences for us as it will with the blanket amnesty, the millions of people that have been brought in as part of an entitlement program.
[01:36:17.000 --> 01:36:25.000]  And then Obama is going to do more. He's going to shut down our energy usage in the name of climate change regulation.
[01:36:25.000 --> 01:36:27.000]  Was there anything else you wanted to say about Ferguson, Michael?
[01:36:27.000 --> 01:36:38.000]  Yeah, I wanted to say basically what they're doing is they're gearing up because you remember Obama's mentor, he said he needed a big crisis.
[01:36:38.000 --> 01:36:50.000]  Basically, he's building up a crisis baton to pass on to the next person. But like you said about solutions earlier, I think the Info War is the solution.
[01:36:50.000 --> 01:37:03.000]  And that we should bring lawsuits and investigations and vote on, hey, let's investigate these corrupt officials instead of allowing them to continue to doing a bad job in America.
