[00:00:00.891 --> 00:00:02.612]  We're live, October 31st.
[00:50:35.832 --> 00:50:40.235]  And that's why they don't want us discussing the fact that throughout history,
[00:50:41.820 --> 00:50:45.001]  Vietnam War started with a false flag.
[00:50:45.001 --> 00:50:48.623]  World War II started with a false flag.
[00:50:48.623 --> 00:50:49.703]  Look it up.
[00:50:49.703 --> 00:50:55.025]  Hitler attacked his own radio station, military radio station, on the border with Poland.
[00:50:55.025 --> 00:50:57.006]  Operation Gliwice.
[00:50:57.006 --> 00:50:58.687]  And that's how World War II started.
[00:50:58.687 --> 00:51:00.407]  Gulf of Tonkin is how we got into Vietnam.
[00:51:00.407 --> 00:51:01.668]  Our ships were not attacked.
[00:51:01.668 --> 00:51:03.949]  Declassified 2004, it was staged.
[00:51:03.949 --> 00:51:08.110]  So, you should always look at things and find out if you're being lied to or it's staged.
[00:51:08.110 --> 00:51:09.611]  Because most of the time, it is.
[00:51:12.506 --> 00:51:14.533]  Most of the time it is.
[00:51:14.533 --> 00:51:18.767]  And they just want you so stupid you're not looking for that.
[00:51:18.767 --> 00:51:19.048]  Okay.
[00:51:20.555 --> 00:51:22.116]  Let's go ahead and go to the new trailer.
[00:51:22.116 --> 00:51:26.938]  There's a second trailer out now for what premieres tomorrow night on Fox Nation.
[00:51:26.938 --> 00:51:28.159]  And I'm not promoting Fox.
[00:51:28.159 --> 00:51:30.360]  I don't have shares in Fox.
[00:51:30.360 --> 00:51:32.662]  I turned down a job at Fox many years ago.
[00:51:32.662 --> 00:51:35.163]  I don't like most of Fox News, but I love Tucker Carlson.
[00:51:35.163 --> 00:51:38.205]  And the fact that he's able to produce things like this is great.
[00:51:38.205 --> 00:51:39.085]  And we should support it.
[00:51:39.085 --> 00:51:40.446]  We should promote it.
[00:51:40.446 --> 00:51:49.551]  And I am definitely going to go watch it tomorrow night because I am a subscriber to it because of Tucker being on there and all the other great documentaries that are available there.
[00:51:50.191 --> 00:51:52.615]  On the green fraud and the great reset.
[00:51:52.615 --> 00:51:53.496]  Not just Tucker's work.
[00:51:53.496 --> 00:51:55.338]  There's a lot of really great work.
[00:51:55.338 --> 00:51:57.702]  Clint Eastwood's doing stuff on Fox Nation.
[00:51:57.702 --> 00:51:58.343]  So, here it is.
[00:52:00.151 --> 00:52:05.232]  Tucker Carlson has spent the last couple of months working on a project that we are finally ready to roll out.
[00:52:05.232 --> 00:52:09.853]  For a full week, we're going to get to the bottom of what really happened on January 6th.
[00:52:09.853 --> 00:52:13.253]  There's been an unprecedented level of propaganda about that day.
[00:52:13.253 --> 00:52:14.894]  We think we've found the truth.
[00:52:14.894 --> 00:52:19.615]  We've got a multi-part series on our Tucker Carlson Originals called Patriot Purge.
[00:52:19.615 --> 00:52:20.615]  That's on Fox Nation.
[00:52:20.615 --> 00:52:25.756]  Our other Fox Nation show, Tucker Carlson Today, is going to feature episodes with interviews tying it all together.
[00:52:25.756 --> 00:52:26.876]  Here's an exclusive first look.
[00:52:36.297 --> 00:52:39.019]  What exactly happened on January 6th?
[00:52:39.019 --> 00:52:44.802]  How much of what we were told about that day is a lie?
[00:52:44.802 --> 00:52:54.929]  If that was an insurrection, it was the most poorly conducted insurrection ever.
[00:52:54.929 --> 00:52:58.611]  Patriot Purge, all next week, exclusively on Fox Nation.
[00:53:01.135 --> 00:53:10.383]  So, bigger than this documentary that we contributed to and that we gave Tucker footage for, I'm going to leave it at that, but it's powerful, okay?
[00:53:10.383 --> 00:53:12.605]  You're going to see it tomorrow, I'm going to leave it at that.
[00:53:12.605 --> 00:53:17.489]  And then, obviously, it'll be a week-long event here at InfoWars, because we're all on the same team, posing false flags.
[00:53:17.489 --> 00:53:26.617]  We'll be playing clips of it, we'll be analyzing it, we'll be talking about it starting Tuesday morning with Harrison Smith and American Journal, and then my show and then Owen's show, The War Room.
[00:53:27.723 --> 00:53:34.028]  Because the Democrats are in a panic as their false flag events are being exposed.
[00:53:34.028 --> 00:53:34.688]  Everywhere.
[00:53:34.688 --> 00:53:41.153]  Once you start watching, all you do is start catching them.
[00:53:41.153 --> 00:53:42.674]  And even Jim Acosta played a clip from it.
[00:53:42.674 --> 00:53:45.797]  It's like, how dare Tucker say the government's targeting American people?
[00:53:45.797 --> 00:53:48.579]  And he shows footage of Ashley Babbitt being executed.
[00:53:48.579 --> 00:53:51.441]  The footage our crew member shot.
[00:53:54.423 --> 00:53:58.067]  So this is powerful and this is what we need to expect here.
[00:53:58.067 --> 00:53:59.388]  This is what I've told Glenn Beck.
[00:53:59.388 --> 00:54:00.489]  It's what I've told everybody.
[00:54:00.489 --> 00:54:01.550]  And Glenn Beck's listening.
[00:54:01.550 --> 00:54:01.971]  That's good.
[00:54:01.971 --> 00:54:04.653]  Glenn's doing a good job these days.
[00:54:04.653 --> 00:54:05.734]  I'm out there judging him.
[00:54:05.734 --> 00:54:09.098]  He's always done a lot of great work.
[00:54:09.098 --> 00:54:11.600]  We had some run-ins, but he gets we're all in this together now.
[00:54:12.441 --> 00:54:14.942]  And so does Tucker and so does almost everybody.
[00:54:14.942 --> 00:54:18.202]  I'm not in competition with Tucker Carlson or Glenn Beck.
[00:54:18.202 --> 00:54:26.284]  They're both better talk show hosts and probably at the end of the day smarter than I am when it comes to actual news analysis.
[00:54:26.284 --> 00:54:33.366]  But when it comes to firing people up and fighting tyranny and not backing down and having the Holy Spirit, I got more of it.
[00:54:33.366 --> 00:54:34.446]  And I'm not trying to brag.
[00:54:34.446 --> 00:54:36.107]  It's all glory to God.
[00:54:36.107 --> 00:54:39.947]  But I'm here to get people fired up and to take action.
[00:54:39.947 --> 00:54:41.528]  I've told you this for 20 plus years.
[00:54:42.551 --> 00:54:47.180]  Because the first five, six years I didn't understand my calling as I was being pushed by God to do this.
[00:54:47.180 --> 00:54:48.202]  But about 20 years ago...
[00:54:49.611 --> 00:54:51.292]  It was just like a voice in my head almost.
[00:54:51.292 --> 00:54:55.775]  It was so strong and dreams and you are going to lay the path.
[00:54:55.775 --> 00:54:58.717]  You're going to be like the archetype.
[00:54:58.717 --> 00:55:04.521]  I'm not comparing myself to a prophet, but to like a John the Baptist in the wilderness.
[00:55:04.521 --> 00:55:06.783]  And I never compared myself to that.
[00:55:06.783 --> 00:55:14.568]  But then seven years ago, there was big Democratic Party strategy documents came out and they said, Jones is the John the Baptist of the Tea Party.
[00:55:14.568 --> 00:55:19.351]  And he's the main engine, our computer studies and our analysis has shown he's got to be stopped.
[00:55:20.131 --> 00:55:29.319]  Because he's out there energizing and preparing the way and preparing the ground troops for whoever wants to actually be a populist and fight the globalist agenda.
[00:55:29.319 --> 00:55:34.783]  Because they knew there'd be resistance, but they thought, well, it'll be sporadic and people won't know what they're doing.
[00:55:34.783 --> 00:55:43.890]  But because you as listeners and viewers, who are just as important as I am, supported this show and got behind us and spread the word in the last 28 years.
[00:55:43.890 --> 00:55:45.751]  Some of you have been listening that long.
[00:55:45.751 --> 00:55:46.512]  You did all this.
[00:55:46.972 --> 00:55:55.134]  And I only tell you that, I know you don't want credit, you want to stop tyranny, and you're just like me, but listen.
[00:55:55.134 --> 00:55:56.495]  We're now the light of the world.
[00:55:56.495 --> 00:56:09.398]  This fight against the New World Order, the fight against the Great Reset, as bad as America is, and as fallen as America is, and as corrupt and out of control as we are sometimes, we're still the best hope this planet's got.
[00:56:09.398 --> 00:56:15.800]  And so that's why I thank you all for your support and keeping us on air, because this is an incredibly historic time to be alive right now.
[00:56:15.800 --> 00:56:16.060]  Okay.
[00:56:17.148 --> 00:56:18.469]  And I use that as a political analogy.
[00:56:18.469 --> 00:56:19.609]  I'm not comparing myself to John the Baptist.
[00:56:19.609 --> 00:56:27.153]  I'm saying, if our political movement is to defeat the satanic New World Order and the rest of it, is I've been the mad prophet out in the wilderness.
[00:56:27.153 --> 00:56:31.295]  And that basically now is the spin they've engaged in.
[00:56:31.295 --> 00:56:33.276]  Because that's how they see it as well.
[00:56:33.276 --> 00:56:35.057]  Because that's really archetypally what it is.
[00:56:35.999 --> 00:56:36.980]  Okay, we're going to go to break.
[00:56:36.980 --> 00:56:40.062]  I'm going to come back with a Jim Acosta desperation.
[00:56:40.062 --> 00:56:51.651]  When you hear him talking, it's Jeff Zucker, it's AT&T, it's the desperate, evil, globalist corporations that thought they had America defeated but are just now realizing that they have awakened the sleeping giant.
[00:56:51.651 --> 00:56:52.472]  That is coming up.
[00:56:52.472 --> 00:56:55.314]  And separately, I want to thank all the listeners and viewers for your support.
[00:56:55.314 --> 00:56:57.035]  You're getting great products at the same time.
[00:56:57.035 --> 00:56:59.918]  We need a major war chest to do a lot of new projects we're launching.
[00:57:00.498 --> 00:57:05.221]  And we've got Black Friday comes early, that we launch for the first two weeks of every November.
[00:57:05.221 --> 00:57:08.302]  We've launched it early this year, the supply chain breakdowns.
[00:57:08.302 --> 00:57:11.464]  Every product we sell, we have in stock.
[00:57:11.464 --> 00:57:12.544]  Unlike a lot of folks.
[00:57:12.544 --> 00:57:18.247]  And we have amazing supplements, amazing high-quality storable foods, water filtration, air filtration, it's all there.
[00:57:18.247 --> 00:57:19.268]  Store-wide free shipping.
[00:57:20.680 --> 00:57:21.921]  Double Patreon points.
[00:57:21.921 --> 00:57:23.302]  Brain Force Plus.
[00:57:23.302 --> 00:57:25.163]  Back in stock, sold out for eight months.
[00:57:25.163 --> 00:57:26.924]  The Great Nootropic.
[00:57:26.924 --> 00:57:27.224]  50% off.
[00:57:27.224 --> 00:57:33.648]  Ultimate Bone Broth with the Chaga Mushroom and the Bee Pollen and the Turmeric and all of it.
[00:57:33.648 --> 00:57:34.428]  It is over the top.
[00:57:34.428 --> 00:57:35.469]  An incredible product.
[00:57:35.469 --> 00:57:37.490]  Back in stock, discounted with free shipping.
[00:57:37.490 --> 00:57:38.931]  Ultra 12, 60% off.
[00:57:38.931 --> 00:57:41.412]  And the list goes on and on.
[00:57:41.412 --> 00:57:43.814]  It's we the people funding this operation.
[00:57:43.814 --> 00:57:45.295]  So thank you for keeping us on the air.
[00:57:45.295 --> 00:57:45.715]  We'll be back.
[00:57:49.962 --> 00:57:55.344]  It was almost 15 years ago that I released my seminal film, In Game Blueprint for Global Enslavement.
[00:57:55.344 --> 00:58:08.309]  And in that documentary, I predicted the globalists would establish world government by releasing a virus, demanding that there be worldwide lockdowns, and then triggering a collapse of our industrial society.
[00:58:08.309 --> 00:58:09.029]  And now they've done it.
[00:58:10.054 --> 00:58:11.114]  How did I know they would do it?
[00:58:11.114 --> 00:58:17.757]  Because they wrote books and white papers, and many of their own reports and internal meetings were leaked.
[00:58:17.757 --> 00:58:27.820]  You see, then I was tracking the Bilderberg Group, whose head at the time was Klaus Schwab, and our sources inside were confirming to us that they were indeed planning to launch this Great Reset.
[00:58:27.820 --> 00:58:29.201]  Well, we're now living in it.
[00:58:29.201 --> 00:58:37.284]  The purposeful collapse of the Third World and the First World, not attached to the tyrannical corporate world government, the total censorship, no due process,
[00:58:38.144 --> 00:58:40.688]  The globalists are bombarding us with propaganda.
[00:58:53.627 --> 00:58:58.870]  And with spiritual warfare and with poisons and chemicals added to the foods, it's all come out.
[00:58:58.870 --> 00:59:06.313]  And they're doing that not because we're weak, but because we're made in the image of God, the Creator, and we are powerful.
[00:59:06.313 --> 00:59:09.555]  And the social engineers fear that so much.
[00:59:09.555 --> 00:59:15.298]  So that's why I repeat that famous internet saying that nobody knows who first came up with, but boy, is it true.
[00:59:17.205 --> 00:59:23.010]  The propaganda would not be necessary if the situation was hopeless.
[00:59:23.010 --> 00:59:35.240]  They need all their propaganda and all their lies and all their evil and all their cultural death because they know we are strong and they know in the end they signed on the god of this world who is a loser.
[00:59:35.780 --> 00:59:39.741]  And that's why it's so important that everybody keep Infowars in the air now more than ever.
[00:59:39.741 --> 00:59:45.383]  Because even if you don't believe in God, what the globalists are manifesting and setting up is satanic.
[00:59:45.383 --> 00:59:51.084]  And we are opposing the One World Government and the Mark of the Beast they just announced.
[00:59:51.084 --> 00:59:56.966]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:07.398 --> 01:00:23.426]  You know, Trump did a great interview with Fox News.
[01:00:23.426 --> 01:00:33.251]  And that judge, the whole thing was excellent until he promoted the damn vaccines again, but at least he said you should be made to take it.
[01:00:33.251 --> 01:00:33.812]  He means well.
[01:00:35.103 --> 01:00:37.989]  But regardless, he's getting good Republicans elected.
[01:00:37.989 --> 01:00:39.973]  Some of them aren't perfect, but it's better than Democrats.
[01:00:40.874 --> 01:00:42.995]  I can tell you that.
[01:00:42.995 --> 01:01:09.749]  I want to get into Acosta, who normally doesn't rate our coverage, but because he is a mouthpiece, because what he says is written by the establishment for him to read off a teleprompter, because he's the mouth or the ass of the devil, we will definitely be getting to that coming up next segment.
[01:01:11.698 --> 01:01:14.079]  But listen, evil always targets the youth.
[01:01:14.079 --> 01:01:15.580]  They always target the children.
[01:01:15.580 --> 01:01:18.681]  They always target the babies and the unborn.
[01:01:18.681 --> 01:01:22.783]  And so we accepted killing babies before they're born, so why not kill them after?
[01:01:22.783 --> 01:01:24.504]  And so now they're coming with an experimental shot.
[01:01:24.504 --> 01:01:36.930]  I got a stack of news on that coming up after I cover the ACOSTA news, where it is erasing children's immune systems and making them sick.
[01:01:38.795 --> 01:01:45.284]  In the quote studies they've done since they quote authorized the emergency use.
[01:01:45.284 --> 01:01:49.590]  And so that's coming up.
[01:01:49.590 --> 01:01:54.837]  But if you think forced inoculations is as bad as it's going to get.
[01:01:57.059 --> 01:02:06.882]  They are now coming out with a big push from the Davos Group for nanoparticles that will, quote, fill up your body and then transmit back whether you like it or not.
[01:02:06.882 --> 01:02:08.383]  That's why this is a revolution.
[01:02:08.383 --> 01:02:12.104]  The globalists are just doing what they're doing.
[01:02:12.104 --> 01:02:13.984]  They're just attacking.
[01:02:13.984 --> 01:02:20.567]  And so, oh, you think they just wanted to spray skin-penetrating particles into caves with COVID-19 in China?
[01:02:20.567 --> 01:02:22.687]  You think Fauci wanted to stop there?
[01:02:22.687 --> 01:02:24.708]  The Davos Group is now announcing
[01:02:25.779 --> 01:02:26.654]  That they're going to do this.
[01:02:28.348 --> 01:02:34.393]  Through the federal regulators of all the major nations to quote protect the food by contaminating it.
[01:02:34.393 --> 01:02:38.516]  So Gregory shot a very quick but important emergency report.
[01:02:38.516 --> 01:02:43.319]  Nanoparticles contaminate entire food supply under guise of food safety.
[01:02:43.319 --> 01:02:50.425]  The report is at man.video in the Gregory section and this is the next shoe to drop that's actually starting now.
[01:02:50.425 --> 01:02:54.648]  So while you're worried about forced inoculations, they're just going to bomb your whole food supply with it.
[01:02:54.648 --> 01:02:57.490]  So here's this report and we'll be right back on the other side.
[01:03:05.015 --> 01:03:15.730]  Scientists have been designing ways to put their so-called vaccines in the food supply, and it seems they may have created an avenue to begin this.
[01:03:15.730 --> 01:03:21.117]  Brought to you by the American Chemical Society and four scientists from Communist China,
[01:03:21.824 --> 01:03:28.569]  Functional hybrid micro nano entities are being implemented to promote food safety.
[01:03:28.569 --> 01:03:38.057]  To detect hazardous substances in agricultural food products, they are putting in experimental hazardous substances.
[01:03:38.057 --> 01:03:46.083]  Molecular imprinting polymers integrated with quantum dots installs a surveillance platform into your food and body.
[01:03:47.165 --> 01:03:57.368]  Molecular imprinting polymers integrated with upconversion luminescent nanoparticles conducts chemical analysis of your food and body.
[01:03:57.368 --> 01:04:11.213]  Upconversion luminescent nanoparticles combined with metal organic frameworks are tunable porous metals that have the power to regulate the dispensing of nutrition to comply with international mandates.
[01:04:12.367 --> 01:04:19.515]  Magnetic Metal Organic Frameworks are metal frameworks designed for targeting drug delivery.
[01:04:19.515 --> 01:04:26.222]  Magnetic Covalent Organic Frameworks are used for sensing food in the human body.
[01:04:26.222 --> 01:04:33.170]  And Covalent Organic Frameworks doped with quantum dots are used for detection of insecticides.
[01:04:34.170 --> 01:04:45.340]  If they wanted to regulate healthy food, they would promote organic growing, not inject a cocktail of metallic nanotech into the entire food supply.
[01:04:45.340 --> 01:04:47.442]  For InfoWars.com, this is Greg Reese.
[01:04:59.688 --> 01:05:13.074]  If you're ruthless megacorporations who've taken over almost every government on earth and who are trying to destroy the middle class in any form of upward mobility, you've got to divide and conquer the public so they don't know they're being targeted.
[01:05:13.074 --> 01:05:21.017]  And that's why the Fortune 100 have wrapped themselves in the name of LBGT and African-American rights and all the rest of it all over the world.
[01:05:21.617 --> 01:05:34.114]  That's now their corporate face while they run slave camps in Africa and communist China and many other areas while they undermine our basic liberties here and spy on us through the big tech that the central banks and others own.
[01:05:34.114 --> 01:05:36.757]  So this is a criminal takeover and when you look at the new
[01:05:37.638 --> 01:05:38.939]  It's super class.
[01:05:38.939 --> 01:05:40.080]  It's the politicians.
[01:05:40.080 --> 01:05:42.282]  It's the corporate media.
[01:05:42.282 --> 01:05:43.003]  It's the police.
[01:05:43.003 --> 01:05:43.863]  It's the bureaucrats.
[01:05:43.863 --> 01:05:46.386]  It's members of Congress and their staff and their families.
[01:05:46.386 --> 01:05:47.727]  It's the White House.
[01:05:47.727 --> 01:05:56.474]  Hell, it's postal workers who were all exempt from the poison shots, but not the general public and everybody else through corporate rule.
[01:05:56.474 --> 01:05:58.416]  So this is the true discrimination that's going on.
[01:06:02.276 --> 01:06:05.218]  Coming to you from deep in the heart of Texas.
[01:06:05.218 --> 01:06:14.485]  Broadcasting worldwide.
[01:06:14.485 --> 01:06:19.488]  If you are receiving this transmission, you are the resistance.
[01:06:19.488 --> 01:06:26.433]  Live from the InfoWars.com studios, it's Alex Jones.
[01:06:26.433 --> 01:06:28.795]  Revolution in their hearts.
[01:06:28.795 --> 01:06:30.396]  The children start to march.
[01:06:34.893 --> 01:06:41.400]  Here we are into our number two as we broadcast worldwide.
[01:06:41.400 --> 01:06:51.671]  Okay, so, as I said earlier, the deep state globalist combine that's occupied this country, that's been selling us out and dividing us and conquering us and running us in the ground.
[01:06:53.444 --> 01:07:04.851]  They have had a conniption fit since last Wednesday when Tucker Carlson put out the first trailer for his new documentary three-part mini-series, The Plot Against the People.
[01:07:04.851 --> 01:07:06.852]  And that's what this is.
[01:07:06.852 --> 01:07:08.833]  The plot against the people.
[01:07:08.833 --> 01:07:10.714]  And the alarm that we've all been raising here.
[01:07:10.714 --> 01:07:17.418]  Well, Jim Acosta, Mr. Fake News himself, I mean, if you had to emblematically define fake news, it'd be Jim Acosta.
[01:07:18.348 --> 01:07:24.013]  He had to define just being creepy and somebody you wouldn't let near your children.
[01:07:24.013 --> 01:07:32.662]  That's the other CNN host over there that gatekeeps us and tells us what our speech should be and what should be on air and what shouldn't be.
[01:07:32.662 --> 01:07:34.203]  Oh, the guy with the lowest ratings on cable TV?
[01:07:34.203 --> 01:07:36.786]  The guy with 50,000 viewers?
[01:07:36.786 --> 01:07:39.348]  You know his name!
[01:07:39.348 --> 01:07:42.091]  Brian... no, no, no, no, no, Stelter!
[01:07:44.053 --> 01:07:45.093]  So here's all the headlines.
[01:07:45.093 --> 01:07:46.233]  Who needs Alex Jones?
[01:07:46.233 --> 01:07:47.054]  Tucker Carlson.
[01:07:47.054 --> 01:07:48.654]  Upcoming special coming January 6th.
[01:07:48.654 --> 01:07:49.694]  Attack false flag.
[01:07:49.694 --> 01:07:50.174]  Tross.
[01:07:50.174 --> 01:07:50.634]  Outrage.
[01:07:50.634 --> 01:07:51.835]  London Independent.
[01:07:51.835 --> 01:07:52.975]  And it goes on and on.
[01:07:52.975 --> 01:07:53.555]  ABC.
[01:07:53.555 --> 01:07:54.195]  NBC.
[01:07:54.195 --> 01:07:54.455]  Every.
[01:07:54.455 --> 01:07:56.556]  I mean, local newspapers.
[01:07:56.556 --> 01:07:58.436]  Everything.
[01:07:58.436 --> 01:08:06.298]  And then when the Lincoln Project with the Democrats gets caught staging a false flag with a fake white supremacist, why they come on and are the experts that respond to it on CNN.
[01:08:06.298 --> 01:08:08.258]  I mean, that's gaslighting to the next level.
[01:08:10.305 --> 01:08:16.727]  So they're so scared of us thinking who's actually behind a lot of the violence when it's been them over and over again.
[01:08:16.727 --> 01:08:19.228]  So I thought, this is a seven and a half minute clip.
[01:08:19.228 --> 01:08:27.631]  It was hard for me to watch this morning, but let's go over it in this segment and the next and let's just stop and start it and just analyze some of the lies.
[01:08:27.631 --> 01:08:31.532]  Because if I tried to analyze them all, we could teach a college course on this.
[01:08:31.532 --> 01:08:33.853]  He's reading off a teleprompt.
[01:08:33.853 --> 01:08:36.214]  Got it right up there by his face.
[01:08:36.214 --> 01:08:37.214]  Jeff Zucker wrote this.
[01:08:38.536 --> 01:08:43.944]  Or the CEO, his boss at AT&T that says, quote, white people are the problem.
[01:08:43.944 --> 01:08:46.567]  Re-educate them in re-education programs.
[01:08:46.567 --> 01:08:48.550]  Being white genetically is evil.
[01:08:48.550 --> 01:08:48.730]  So.
[01:08:49.731 --> 01:09:04.502]  These are the folks telling you that they're protecting you from white supremacists when they're just trying to brand any opposition to foreign corporations, looting the country, devaluing the dollar, locking us in our houses, starving the third world to death.
[01:09:04.502 --> 01:09:09.446]  Well, if that's white supremacist, I mean, that's what I see as supremacist.
[01:09:09.446 --> 01:09:10.447]  It's not white supremacist.
[01:09:10.447 --> 01:09:13.329]  It's a bunch of megacorporations engaging in depopulation.
[01:09:14.591 --> 01:09:20.754]  And if fighting eugenics and racism and all that is Nazi, well then I guess I am.
[01:09:20.754 --> 01:09:38.504]  Ellen Acosta also attacks Senator Ted Cruz with like a five second clip of him explaining parents did a Nazi salute to say sarcastically, like Monty Python or the Blues Brothers or anybody, we support masks and forced inoculations and lockdowns.
[01:09:38.504 --> 01:09:39.165]  Heil Hitler!
[01:09:40.663 --> 01:09:43.445]  You know, like, this is what Hitler would do?
[01:09:43.445 --> 01:09:45.026]  It doesn't mean you're for Hitler?
[01:09:45.026 --> 01:09:48.168]  When Charlie Chaplin posed as Hitler?
[01:09:48.168 --> 01:09:52.991]  Oh, but see, only the left can do a Hitler joke, you see.
[01:09:52.991 --> 01:10:02.658]  Parents can't come and say, oh, I love what the school board's doing, shutting down our free speech, teaching pedophile, drag queen story time, and teaching that white people are inherently evil.
[01:10:02.658 --> 01:10:07.521]  I mean, teaching people a race is inherently bad, that's what Hitler did, so what do they say?
[01:10:07.521 --> 01:10:08.342]  Heil Hitler!
[01:10:09.377 --> 01:10:13.258]  They'll probably edit me out saying that and say, look Jones just howled Hitler!
[01:10:13.258 --> 01:10:15.259]  Because they're deceiving everyone.
[01:10:15.259 --> 01:10:22.182]  I'm saying that I'm repeating what people have said to be sarcastic as satire.
[01:10:22.182 --> 01:10:24.222]  But they don't care.
[01:10:24.222 --> 01:10:33.346]  They don't care because they love deception and all they've got left is deception because they've been caught in deception so many times.
[01:10:33.346 --> 01:10:33.986]  This guy right here.
[01:10:35.479 --> 01:10:36.260]  That's all he knows.
[01:10:36.260 --> 01:10:41.982]  And so he can just keep playing scams and tricks because that's the team he's on.
[01:10:41.982 --> 01:10:44.744]  So now Ted Cruz thinks Nazis are okay.
[01:10:44.744 --> 01:10:49.366]  No, Ted Cruz said angry, frustrated parents are like, how Hitler?
[01:10:49.366 --> 01:10:50.307]  I love the tyranny.
[01:10:50.307 --> 01:10:53.488]  That means they don't like the tyranny.
[01:10:53.488 --> 01:10:56.250]  You know, like Disney back in World War II had Daffy Duck.
[01:10:57.113 --> 01:10:59.575]  That was not Daffy Duck.
[01:10:59.575 --> 01:11:03.397]  Daffy Duck is the one with Warner Brothers.
[01:11:03.397 --> 01:11:07.240]  Donald Duck doing Howl Hitler and making fun of Hitler.
[01:11:07.240 --> 01:11:09.181]  Was Daffy Duck actually for Hitler?
[01:11:09.181 --> 01:11:10.122]  No.
[01:11:10.122 --> 01:11:16.706]  So again, this is how they try to deceive their viewers and their listeners.
[01:11:16.706 --> 01:11:18.547]  So, let's go ahead and start.
[01:11:18.547 --> 01:11:20.689]  Here is Acosta, Acosting the Truth.
[01:11:21.510 --> 01:11:24.851]  Tucker Carlson is releasing his big blockbuster movie on Monday.
[01:11:24.851 --> 01:11:29.912]  While the kids have been calling for a sequel to Dune, Tucker thought they said Loon.
[01:11:29.912 --> 01:11:32.012]  As in, crazy as a loon.
[01:11:32.012 --> 01:11:33.612]  Alright, pause there.
[01:11:33.612 --> 01:11:35.113]  As in, crazy in a loon.
[01:11:35.113 --> 01:11:39.033]  Oh, you're gonna call us conspiracy theorists and crazy and white supremacists.
[01:11:39.033 --> 01:11:41.494]  No facts, no evidence, no proof.
[01:11:41.494 --> 01:11:44.014]  Just... Loon attacks!
[01:11:44.014 --> 01:11:45.495]  Conspiracy theorists!
[01:11:45.495 --> 01:11:46.455]  White supremacists!
[01:11:46.455 --> 01:11:47.255]  I mean, you're about to hear it.
[01:11:47.255 --> 01:11:47.555]  Here it is.
[01:11:49.548 --> 01:11:51.590]  The domestic war on terror is here.
[01:11:51.590 --> 01:11:57.194]  It's coming after half of the country.
[01:11:57.194 --> 01:12:00.777]  They've begun to fight a new enemy in a new war on terror.
[01:12:00.777 --> 01:12:07.683]  False flags have happened in this country.
[01:12:07.683 --> 01:12:11.166]  One of which may have been January 6th.
[01:12:11.166 --> 01:12:12.467]  No Zendaya?
[01:12:12.467 --> 01:12:12.707]  Darn.
[01:12:13.365 --> 01:12:15.987]  But it is about global domination, I guess, in Tucker's eyes.
[01:12:15.987 --> 01:12:20.189]  And yes, Tucker sees himself as kind of a Timothee Chalamet-style messiah.
[01:12:20.189 --> 01:12:26.613]  But the comparisons end there, as Tucker attempts to whitewash the white supremacists at the Capitol on January 6th.
[01:12:26.613 --> 01:12:27.994]  And it gets more sinister than that.
[01:12:27.994 --> 01:12:34.218]  Tucker is peddling some deeply dangerous propaganda that the insurrection was actually a false flag operation.
[01:12:34.218 --> 01:12:36.039]  He has floated this before.
[01:12:36.039 --> 01:12:39.301]  It's a ridiculous conspiracy theory that the government was really behind it.
[01:12:40.942 --> 01:12:46.224]  It's a ridiculous conspiracy theory that the government was involved.
[01:12:46.224 --> 01:12:54.568]  Just like it's been involved in many other big events and been caught doing it.
[01:12:54.568 --> 01:12:56.909]  I mean, again, all he uses is hyperbole.
[01:12:56.909 --> 01:12:59.790]  All he uses is words like stupid, dumb.
[01:13:01.320 --> 01:13:03.841]  Conspiracy theorists, white supremacists.
[01:13:03.841 --> 01:13:05.102]  That's all he's got.
[01:13:05.102 --> 01:13:11.485]  Even though Tucker hasn't even aired this yet, but I can tell you it presents the names of the FBI agents, their informants.
[01:13:11.485 --> 01:13:15.027]  It's already all come out, but it's going to be put together in a very professional format.
[01:13:15.027 --> 01:13:20.290]  CNN paying the main antifa leader who was trying to get the crowd to burn the building down.
[01:13:20.290 --> 01:13:22.291]  Acosta knows that's going to come out.
[01:13:22.291 --> 01:13:25.233]  So he's doing damage control so you won't go watch it.
[01:13:25.233 --> 01:13:25.553]  Here it is.
[01:13:27.210 --> 01:13:31.972]  But there are plot holes big enough for Alex Jones to drive a monster truck through.
[01:13:31.972 --> 01:13:36.853]  Now, as for flags, there were plenty of Trump flags and Confederate flags on display at the insurrection.
[01:13:36.853 --> 01:13:37.994]  Tell us your pause again.
[01:13:37.994 --> 01:13:39.714]  Yeah, nothing wrong with the Confederate flag.
[01:13:39.714 --> 01:13:46.536]  It's a symbol of Southern heritage, and it's a battle flag, and you guys are the ones that say it's racist when it's not, but I was there.
[01:13:46.536 --> 01:13:51.018]  There might have been one rebel flag for every thousand American flags.
[01:13:51.798 --> 01:13:58.384]  So you're now demonizing a million people that contested an election because there was a few Johnny Reb flags there.
[01:13:58.384 --> 01:14:01.667]  That's all he's got to claim this was a giant white supremacist event.
[01:14:01.667 --> 01:14:02.748]  Let's continue.
[01:14:02.748 --> 01:14:11.116]  Former Republican Congressman Demar Riggleman, who is working for the January 6th committee, has said at least seven white nationalist groups were involved in the rioting.
