[00:00.000 --> 00:24.000]  This is an emergency transmission from FEMA Region 6 in Occupied, North America.
[02:16:17.000 --> 02:16:23.000]  They hold the big meetings that honcho the other Fortune 100 to do as they order.
[02:16:23.000 --> 02:16:37.000]  And they fly in the planes with narcotics. They've all been caught. Wells Fargo, Wacovia, Warren Buffett, tax exempt, biggest beneficiary of banker bailouts, all giving money to take your guns.
[02:16:37.000 --> 02:16:47.000]  The Bill and Melinda Gates Foundation has given billions to take your guns. They're giving hundreds of millions this year so far to take your guns while they all have bodyguards.
[02:16:47.000 --> 02:16:50.000]  They are usurper conquerors.
[02:16:50.000 --> 02:16:52.000]  Man.
[02:16:52.000 --> 02:16:55.000]  They are our conquerors. We are being conquered.
[02:16:55.000 --> 02:17:03.000]  What King George III couldn't do, these guys are doing.
[02:17:03.000 --> 02:17:05.000]  Also, hello?
[02:17:05.000 --> 02:17:06.000]  Yes, sir.
[02:17:06.000 --> 02:17:14.000]  Also, I was looking at the genocide that happened in Rwanda. You think something like that could happen in America?
[02:17:14.000 --> 02:17:24.000]  Exactly. That's why they don't want the general public having guns because they can do whatever they want. And yes, the UN funded the genocide in Rwanda against the Christians and killed 400,000 to 500,000 of them.
[02:17:24.000 --> 02:17:33.000]  And then the UN posed like the savior when it was videotaped and photographed and came out in court that the UN ran the whole slaughter operation one year after taking the guns.
[02:17:33.000 --> 02:17:38.000]  The Christians owned most of the property. They were a minority of black people because they didn't kill each other. They were loving.
[02:17:38.000 --> 02:17:50.000]  They gave the animist and others jobs, the occultist jobs, and the occultist who were like 75% of the population were given UN weapons and the UN came in and redistributed wealth, created class envy.
[02:17:50.000 --> 02:18:01.000]  Listen, the Amish in places in South America, two different countries, are less than 2% of the population. They produce almost all the food in whatever country they're in when it's a small country.
[02:18:01.000 --> 02:18:13.000]  And there's been moves to kick them out of different areas of South America, but the governments won't let them because there's so much class envy and the communists want the Amish out who don't do anything but grow all the food.
[02:18:13.000 --> 02:18:27.000]  That's the same thing. In Rwanda, the Christians ran everything because they weren't cutthroat scum. And you know what? They murdered them. They murdered them. They murdered them. The UN again murdered all the Christians because they hate Christians. Go ahead.
[02:18:27.000 --> 02:18:33.000]  And I wanted to bring another topic. May I?
[02:18:33.000 --> 02:18:34.000]  Yes, sir. Go ahead.
[02:18:34.000 --> 02:18:48.000]  Donald Trump. I know in the past you said that if he's for real, I don't know if he's for real. I don't know if I could trust him. Kind of like when Obama came in, he promised change and never happened because I usually vote libertarian.
[02:18:48.000 --> 02:18:49.000]  Sure.
[02:18:49.000 --> 02:18:53.000]  But do you think Donald Trump is for real or?
[02:18:53.000 --> 02:19:04.000]  I didn't think he was for real, but he's doing so much good with what he's saying and is acting more like he actually wants to be president that he may try to double cross the establishment.
[02:19:04.000 --> 02:19:14.000]  But he's made money with the establishments. I don't know the letting. And if he is for real, he better watch his six. That said, he does make most of his money off a booming economy.
[02:19:14.000 --> 02:19:25.000]  And he is somebody that does employ a lot of Americans. So I just don't think he wants to see America go under. He sees how big it could be if he helped rescue the country and turn things around.
[02:19:25.000 --> 02:19:36.000]  And he said a lot of the right things on inoculations, on open borders, on ISIS, on taxes. I mean, Donald Trump is night and day compared to Hillary Clinton.
[02:19:36.000 --> 02:19:45.000]  If he implements one-third of what he says he'll do, I would vote for him. He may double crosses. That's between him and God if he does that.
[02:19:45.000 --> 02:19:48.000]  But what do you think about Trump?
[02:19:48.000 --> 02:19:53.000]  I just don't trust him. It sounds good, but I don't know if I could trust him.
[02:19:53.000 --> 02:20:07.000]  Listen, he said he loves Hillary Clinton. I don't know why, I just like her. Well, something's wrong with him.
[02:20:23.000 --> 02:20:37.000]  This is Dan Pillar. Do you owe the IRS money you can't pay? Are tax debts crippling you? I've defended people from the IRS for over 30 years.
[02:20:37.000 --> 02:20:44.000]  I've helped thousands and I can help you too. I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[02:20:44.000 --> 02:20:52.000]  Call 800-34-NO-TAX to finally get free of IRS debt. With the IRS's new programs, there's never been a better time to solve your problem.
[02:20:52.000 --> 02:21:18.000]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpillar.com.
[02:21:22.000 --> 02:21:34.000]  We've all heard the news stories, another shooting, and they're getting worse.
[02:21:34.000 --> 02:21:43.000]  That's why Infidel Body Armor introduces Infidel Fridays, exclusive 24-hour insider deals to save you money and possibly save your life.
[02:21:43.000 --> 02:21:52.000]  Make it a favorite when you log on to infidelbodyarmor.com. Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[02:21:52.000 --> 02:21:59.000]  That's infidelbodyarmor.com. Infidel Body Armor. Just won't quit.
[02:21:59.000 --> 02:22:15.000]  Young people are supposed to be full of energy and recover quickly from exercise. Their age should give them a grade to Danish to feeling good all the time. However, young people of today are dealing with the same nutrient deficient food as everyone else in America, so it does not matter whether you are 15 or 85.
[02:22:15.000 --> 02:22:20.000]  If your biochemistry is off, you cannot feel your best. Listen to the real world results of James.
[02:22:20.000 --> 02:22:37.000]  My name is James Ashley. I'm 25 years old. At the end of a tiring work shift, I used to not do much around the house. Since I started taking the new technology-enhanced one-world-way, after work, I have so much energy when I get home that I'm able to take long walks, do chores, and even honey-to-do lists from the wife.
[02:22:37.000 --> 02:22:49.000]  It's plenty enough energy to get things done around the house and time to settle down before bedtime. This way protein gives me an outstanding amount of long-lasting, feel-good energy. I'm astonished of how great this product makes me feel.
[02:22:49.000 --> 02:22:58.000]  Call 888-988-3325 or visit 1worldway.com. That's 1world. W-H-E-Y.com.
[02:23:20.000 --> 02:23:36.000]  It can cost you thousands. But there's a better way to protect your home. Simply Safe Home Security. Simply Safe has no contracts. None. You'll get award-winning 24-7 protection. Security professionals watching over your home, ready to instantly send police to the rescue.
[02:23:36.000 --> 02:23:56.000]  For just $14.99 per month, that's less than half what most companies charge. Protect your home the smart way. Visit simplysafedefense.com today for an exclusive 10% offer and get a free keychain remote worth $25. Only when you go to simplysafedefense.com. Simplysafedefense.com.
[02:24:06.000 --> 02:24:09.000]  Welcome.
[02:24:13.000 --> 02:24:16.000]  Ira Hayes.
[02:24:16.000 --> 02:24:19.000]  Ira Hayes.
[02:24:19.000 --> 02:24:30.820]  Call him drunk and Ira Hayes. He won't answer anymore. Not the whiskey drink in India.
[02:24:30.820 --> 02:24:35.700]  sometimes is because I am we're witnessing the total dismantlement the free market and
[02:24:35.700 --> 02:24:42.120]  prosperity the blowing of all of our power systems and industry we're watching a globalist
[02:24:42.120 --> 02:24:46.620]  corporate military takeover and I say the military is waking up because they're trying
[02:24:46.620 --> 02:24:49.780]  to get them prepared to go after the American people so of course they've woken up some
[02:24:49.780 --> 02:24:56.460]  but if we don't do anything and get vocal the troops will be purged and in the process
[02:24:56.460 --> 02:25:02.220]  they will hire people that will take part in this takeover and the biggest problem is
[02:25:02.220 --> 02:25:08.540]  also a positive in a way we have such prosperity we have the poorest American the poorest
[02:25:08.540 --> 02:25:17.020]  western has more food more entertainment more shelter than kings had a thousand years ago
[02:25:17.020 --> 02:25:23.700]  then kings had 500 years ago the fantastical things we get to do there's so much good in
[02:25:23.700 --> 02:25:29.700]  the world that our ancestors fought to develop of every race color and creed humans from
[02:25:29.700 --> 02:25:35.220]  all parts of the world have contributed to the amazing fantastical magical world we live
[02:25:35.220 --> 02:25:40.420]  in so the world is beautiful the world is great the world is good there's just bad
[02:25:40.420 --> 02:25:49.260]  at the top of it trying to now devolve humanity and take control and so we have to really
[02:25:49.260 --> 02:25:53.140]  get through our heads how bad the situation is and I know most of you know that we got
[02:25:53.140 --> 02:25:57.360]  a caller out here about to go to wretchen new york saying time for taking for talking
[02:25:57.360 --> 02:26:04.100]  is over action needed but what is the action people always say I should take action what
[02:26:04.100 --> 02:26:11.500]  is the action banner hangs pirate radio running for office bullhorning people shooing people
[02:26:11.500 --> 02:26:18.140]  getting aggressive not complying supporting good people not supporting bad people I mean
[02:26:18.140 --> 02:26:23.260]  just living your life to realize there's a war going on a covert cold war that's getting
[02:26:23.260 --> 02:26:29.780]  hot and not being intimidated not hiding and getting a bunch of guns ready I would get
[02:26:29.780 --> 02:26:33.180]  guns ready and I would get food ready and I get water ready and I get ready for an organized
[02:26:33.180 --> 02:26:40.460]  collapse we're fighting on how that happened but that's a defense move I'd be 90% offense
[02:26:40.460 --> 02:26:44.420]  we need to be in the info war they want to shut our speech down for a reason we are hurting
[02:26:44.420 --> 02:26:50.380]  these people because they're so ridiculously bad rich in New York thanks for calling you're
[02:26:50.380 --> 02:26:55.620]  on the air worldwide yeah I like how you doing well I guess you kind of answered my question
[02:26:55.620 --> 02:27:00.540]  in a way but also I mean come on these these guys are making their own laws I mean the
[02:27:00.540 --> 02:27:05.220]  laws are for us they're not for them to follow I know but they're going to misrepresent it
[02:27:05.220 --> 02:27:10.060]  if we start breaking their phony laws to go after them we have to first educate the public
[02:27:10.060 --> 02:27:14.740]  that the president's even a puppet if the president got hurt it make him a martyr we
[02:27:14.740 --> 02:27:19.340]  got to identify George Soros the globalist we've got to identify Al Gore we've got to
[02:27:19.340 --> 02:27:22.780]  identify the people that are actually running the show do you see what I'm saying and then
[02:27:22.780 --> 02:27:29.140]  we've got to politically annihilate them go ahead well that makes sense um but I was thinking
[02:27:29.140 --> 02:27:35.700]  of a you know a citizen response team so when you have a problem just get enough people
[02:27:35.700 --> 02:27:40.580]  to show up and uh like the electric sample the bunnies the bunny wrench a perfect example
[02:27:40.580 --> 02:27:44.540]  of that you know you had people come together stand in there and uh and they succeeded and
[02:27:44.540 --> 02:27:47.660]  we were on the front lines of that we were on the front lines the feds aiming guns at
[02:27:47.660 --> 02:27:52.260]  the people at my reporters saying we will shoot you if you cross we had the order that they
[02:27:52.260 --> 02:27:56.060]  were supposed to release the cattle they weren't we marched over they backed off and retreated
[02:27:56.060 --> 02:28:00.340]  and they hated it and they said we were terrorist and they said they were going to get us but
[02:28:00.340 --> 02:28:06.740]  Harry Reid's retiring isn't he yes he is well Alex I just think that like if something
[02:28:06.740 --> 02:28:10.620]  happens like what happens over in Europe and these Muslims come in and think they're going
[02:28:10.620 --> 02:28:14.500]  to pull that crap over yet they're going to be in for a very rude awakening I know but
[02:28:14.500 --> 02:28:18.740]  they're going to have Homeland Security probably persecute non-radical Muslims blow up a mosque
[02:28:18.740 --> 02:28:23.860]  full of them and blame the patriots then guilting us to submitting to them see we're running
[02:28:23.860 --> 02:28:29.900]  we're up against a very dirty opponent here so every move that people at a grassroots
[02:28:29.900 --> 02:28:34.820]  think might work is not going to do well let them pull a lexington or a concord shoot up
[02:28:34.820 --> 02:28:39.260]  a bunch of patriots first and believe me they're they're itching for a fight let them strike
[02:28:39.260 --> 02:28:44.340]  first people go how dare you say let them strike first believe me letting them strike
[02:28:44.340 --> 02:28:50.060]  us first even letting them arrest a bunch of people and start persecution is going to absolutely
[02:28:50.060 --> 02:28:55.300]  green light people in the military and the government to go on the offense and our people
[02:28:55.300 --> 02:29:01.140]  are everywhere believe me our people have kept their mouths shut they're embedded in everything
[02:29:01.140 --> 02:29:06.660]  they don't follow orders there are no cells we have we follow bill of rights the constitution
[02:29:06.660 --> 02:29:11.420]  we are america we are everywhere and the new order knows it that's why they're scared to
[02:29:11.420 --> 02:29:14.900]  blow up a federal building and blame it on us they know we're going to be there minute
[02:29:14.900 --> 02:29:19.780]  one exposing their false flag there isn't a lot they can pull right now because we are
[02:29:19.780 --> 02:29:25.660]  just got them in check at every level i just got chills because i didn't hide we are in
[02:29:25.660 --> 02:29:30.260]  a savage death battle with these people and i'm telling you the things we don't understand
[02:29:30.260 --> 02:29:34.740]  they're shutting down they are shutting down our education shutting down our health shutting
[02:29:34.740 --> 02:29:40.260]  down our power plants trying to shut down our farms but america is so strong we're still
[02:29:40.260 --> 02:29:44.820]  starting to pull through it it's the cultural brainwashing that's the real rod it's all
[02:29:44.820 --> 02:29:49.580]  of the decadence that they're spewing on our young people that is their only hope we're
[02:29:49.580 --> 02:30:00.140]  on the march the empires on the run alex jones and the gcn radio network
[02:30:00.140 --> 02:30:03.820]  what exactly is political correctness and why is it being pushed on the american public
[02:30:03.820 --> 02:30:08.220]  well political correctness is simply a form of psychological manipulation the government
[02:30:08.220 --> 02:30:12.460]  uses to control public opinion by controlling your opinions the establishment gets you to
[02:30:12.460 --> 02:30:16.940]  not only agree with their agenda but to also ensure that your government created viewpoint
[02:30:16.940 --> 02:30:20.820]  also influences others in ripple effect and this is how the power elite and the government
[02:30:20.820 --> 02:30:25.580]  stay in power they use psychological manipulation to turn the public into obedient sheeple and
[02:30:25.580 --> 02:30:30.100]  over time we lose our ability to distinguish reality from deception but how does political
[02:30:30.100 --> 02:30:34.340]  correctness and other deliberate deceptions work well first the establishment saturates
[02:30:34.340 --> 02:30:39.020]  mass media with their agenda they're trying to push until it invades every aspect of popular
[02:30:39.020 --> 02:30:43.700]  culture and is accepted as truth such as global warming for example then the establishment
[02:30:43.700 --> 02:30:47.980]  suppresses any counter arguments to their agenda by calling critics kooky nut jobs
[02:30:47.980 --> 02:30:52.460]  racist or in the case of man made climate change climate deniers you can learn more
[02:30:52.460 --> 02:30:56.660]  about this tyranny over the minds of men at info wars dot com prison planet dot tv and
[02:30:56.660 --> 02:31:01.140]  our youtube channel resistance news this is kit annuals reporting when cells become toxic
[02:31:01.140 --> 02:31:06.420]  they die early and aging sets in no one has put together a formula that focuses directly
[02:31:06.420 --> 02:31:11.900]  on brain health nerve growth factors and optimizing your cellular energy at the same time just
[02:31:11.900 --> 02:31:17.700]  one of the key compounds bio pqq is backed by major clinical studies you want the best
[02:31:17.700 --> 02:31:22.100]  that's out there at the lowest price anywhere we now have the synergistic solution secure
[02:31:22.100 --> 02:31:30.300]  your dna force today at info wars life dot com or call toll free 888253 3139 brain force
[02:31:30.300 --> 02:31:33.700]  is here ladies and gentlemen i've been on this the last few months you probably notice
[02:31:33.700 --> 02:31:38.260]  i've been more focused less brain fog more energy and it's because a brain force there's
[02:31:38.260 --> 02:31:42.020]  always hidden additives in your food even organic food has hidden additives staring at the computer
[02:31:42.020 --> 02:31:45.900]  all day working doing good you're still damaging your brain ultimately we've all been dumbed
[02:31:45.900 --> 02:31:49.620]  down to some degree it doesn't have stimulus it doesn't have garbage in it it has natural
[02:31:49.620 --> 02:31:54.420]  things that do it clean you will find a brain force and other game changing products at
[02:31:54.420 --> 02:32:01.860]  info wars life dot com or call 888253 3139 alex jones here info wars store dot com is now
[02:32:01.860 --> 02:32:06.740]  partnering with the top of the line storeable food company my patriot supply to bring you
[02:32:06.740 --> 02:32:13.060]  the highest quality freshest longest lasting most affordable storeable foods private labeled
[02:32:13.060 --> 02:32:17.700]  from info wars select dot com at the lowest price you're going to find anywhere the globalist
[02:32:17.700 --> 02:32:22.980]  want us dependent we need to be self sufficient and if you don't have high quality long lasting
[02:32:22.980 --> 02:32:27.460]  storeable foods i believe you're making a huge mistake my goal is to find the best deals
[02:32:27.460 --> 02:32:33.620]  and bring it to you now is the time to take action and to secure your pantry for any emergency
[02:32:33.620 --> 02:32:37.700]  you can buy all the great my patriot supply products at info wars store dot com they're the
[02:32:37.700 --> 02:32:43.620]  exact same products inside info wars select dot com visit info wars select dot com or info wars
[02:32:43.620 --> 02:32:50.020]  store dot com today to check out the amazing deals for yourself secure you and your families needs
[02:32:50.020 --> 02:32:57.780]  today at info wars store dot com with info wars select that's info wars select dot com or 888253
[02:32:57.780 --> 02:33:10.580]  3139 a decision is being made by the president and the joint chiefs in the war room with the
[02:33:10.580 --> 02:33:16.900]  pentagon and when they realized there was no possibility of recalling the wing there will be
[02:33:16.900 --> 02:33:24.100]  only one course of action over total commitment mandry you recall what clemen so one said about
[02:33:24.100 --> 02:33:30.740]  war and now i didn't think i knew was that he said war was too important to be left to the
[02:33:30.740 --> 02:33:39.860]  generals when he said that 50 years ago he might have been right but today war is too important
[02:33:39.860 --> 02:33:47.940]  to be left to politicians they have neither the time the training or the inclination for strategic
[02:33:47.940 --> 02:33:55.940]  thought resistance to tyrants is obedience to god it's alex jones
[02:33:55.940 --> 02:34:13.060]  and the russians are preparing their nuclear forces for nuclear war that's been announced
[02:34:13.060 --> 02:34:18.500]  yesterday in russia with emergency meetings nuclear weapons are being moved by nato up to
[02:34:18.500 --> 02:34:23.860]  their border as soros commands for right wing fascist forces and the ongoing proxy war with
[02:34:23.860 --> 02:34:32.340]  us special forces advising and commanding ukrainian forces battling obviously on the
[02:34:32.340 --> 02:34:39.460]  borders of russia right now the psychos that hate our guns hate our bibles also hate russia
[02:34:40.420 --> 02:34:45.220]  and they hate christians and russia has had an orthodox revival
[02:34:45.220 --> 02:34:53.780]  and the word is it's not propaganda putin is basically an admitted christian but actually
[02:34:54.340 --> 02:35:00.740]  follows different religious leaders and believes that this could be the end of the world and it's
[02:35:00.740 --> 02:35:06.740]  not like with the radical islamists just wanting to make the end of the world happen putin is now
[02:35:06.740 --> 02:35:10.180]  becoming concerned that this could be the start of what causes the end of the world
[02:35:10.180 --> 02:35:16.420]  because if you look at the elites we have running things they are psychotic they are mentally ill
[02:35:16.420 --> 02:35:21.700]  they are very dangerous a caller asked from new york what rich a very good question what is your
[02:35:21.700 --> 02:35:27.540]  line in the sand how do you take the gloves off without giving the enemy something that
[02:35:28.100 --> 02:35:35.700]  allows them to demonize the liberty movement you don't follow what george soros is saying
[02:35:35.700 --> 02:35:41.300]  which revolution equals walk up to a cop walking out of a gas station and shoot him in the head
[02:35:42.020 --> 02:35:42.980]  or shoot him in the back
[02:35:47.300 --> 02:35:49.140]  that's what is pushed by the left
[02:35:52.100 --> 02:35:55.620]  because that's just going to destroy the local police departments make them fall apart during
[02:35:55.620 --> 02:35:56.180]  the takeover
[02:35:58.900 --> 02:36:02.180]  now if the local police want to be federalized during a civil war and want to try to stop you
[02:36:02.180 --> 02:36:06.820]  and drag you off to a femacamp they'll just hand you over to the army truck you know sorry for them
[02:36:06.820 --> 02:36:09.620]  you got to make that decision what you're going to do at that time it's not going to be pretty
[02:36:10.180 --> 02:36:13.220]  and they're not going to be a lot of cops out on the highway in about three or four days after
[02:36:13.220 --> 02:36:18.020]  that starts doing that anymore and i wish to god we could get the word out to stop this from
[02:36:18.020 --> 02:36:22.260]  happening but let me tell you that's the plan is to start a civil war between the patriots and
[02:36:22.260 --> 02:36:27.700]  the police and then let them get chewed up in a fight with us they want to use the police as their
[02:36:27.700 --> 02:36:33.540]  little paramilitary militia in the takedown of this country so we better be going to the police
[02:36:33.540 --> 02:36:39.620]  station going to the sheriff's department it should be raining dvds and films and information
[02:36:39.620 --> 02:36:45.540]  and new american magazine and my show and my interviews they should be knee deep in it and by
[02:36:45.540 --> 02:36:50.740]  the way they are knee deep in it we need to hammer them with the truth so hard that when the southern
[02:36:50.740 --> 02:36:56.100]  private law center walks in and says everything we've told them out of their own mouths the cops go
[02:36:56.100 --> 02:37:03.780]  wow these patriots know what they're talking about i keep going back to this because remember
[02:37:03.780 --> 02:37:08.980]  those democratic fundraiser letters even fox news covered three years ago where they said don't worry
[02:37:08.980 --> 02:37:13.460]  that we're down on the polls there's going to be terror attacks by the tea party like oklahoma city
[02:37:14.020 --> 02:37:19.140]  and they're going to be very unpopular now it's been three years they haven't pulled that off yet
[02:37:19.860 --> 02:37:24.820]  but let me tell you who's prime suspects when it happens who stands to gain who's got a history of
[02:37:24.820 --> 02:37:28.180]  it you think they're going to have al-qaeda launched nerve gas attacks that kill thousands
[02:37:28.180 --> 02:37:35.300]  and blame Assad and they won't do something to us they hate us way more than Assad use your head
[02:37:35.300 --> 02:37:43.700]  people this is so obvious and you know i people ask how i keep my energy up because when i'm off
[02:37:43.700 --> 02:37:46.900]  here i'm not like this i was just talking to buckley and Anthony back there doing work and they
[02:37:46.900 --> 02:37:50.580]  said man you're bouncing off the walls or in the brakes you had too much coffee today and i said no
[02:37:50.580 --> 02:37:56.580]  no i realize how much power good people have i realize what i've been able to do in 20 years and
[02:37:56.580 --> 02:38:03.620]  i'm nobody i realize what you can do i don't want these people to win you walk into a super bowl
[02:38:03.620 --> 02:38:06.820]  game where everybody's got money on the table and all the men are standing up during the key
[02:38:06.820 --> 02:38:12.660]  plays one come on come on don't lose oh oh yeah you know i don't do that for that this is america
[02:38:12.660 --> 02:38:20.180]  this is our children this is forced inoculation people this is world government they're inoculating
[02:38:20.180 --> 02:38:26.340]  what is it eight different countries in latin america with shots right now we know are linked to
[02:38:26.340 --> 02:38:34.580]  autoimmune disorders neurological disorders and infertility i get savagely angry thinking about
[02:38:34.580 --> 02:38:41.220]  all those young women being sterilized people call me crazed because of that it makes me physically
[02:38:41.220 --> 02:38:46.900]  ill to then see mecha and la raza race baiting and brainwashing hispanics and others when they
[02:38:46.900 --> 02:38:52.260]  know full well at the top it's a eugenics operation to have hispanics in their clutches to absolutely
[02:38:52.260 --> 02:39:01.300]  jack the living daylights out of them oh yeah the latest article oh another girls in the hospital
[02:39:01.300 --> 02:39:05.220]  paralyze it for a flu shot and the doctors say we don't know what did it the family claims that
[02:39:05.220 --> 02:39:18.020]  happened but the insert says it can paralyze you but the media acts like we don't know
[02:39:21.700 --> 02:39:28.980]  it's sick it's freakish it's disgusting it's ridiculous bill gates is calling for socialism
[02:39:28.980 --> 02:39:34.820]  let me cover this and i'm going to your calls steven and others robert reich and all these other
[02:39:34.820 --> 02:39:40.580]  disgusting pieces of trash they've never worked a day in their lives bill gates was given microsoft
[02:39:40.580 --> 02:39:46.100]  by ibm all was set up his dad was the head of plant parenthood army intelligence i mean it's a total
[02:39:46.100 --> 02:39:50.260]  cut out it's all fake i know people inside i'm gonna leave it at that i told you about this
[02:39:50.260 --> 02:39:55.540]  years ago it's now admitted he's a tax exempt little bastard he's a front man he's a corporate head
[02:39:55.540 --> 02:40:02.180]  he's a nobody he built nothing he is nothing remember his wife last year was in germany
[02:40:02.180 --> 02:40:05.860]  gave a speech he said those of you claiming we're running a secret eugenics operation
[02:40:05.860 --> 02:40:10.660]  and all this you better stop it or people are gonna die and folks went what does she mean by
[02:40:10.660 --> 02:40:14.900]  people are gonna die like if they don't carry out their operations they're gonna die no she was
[02:40:14.900 --> 02:40:22.580]  threatening me she was threatening those of us that know why do you think people know all this
[02:40:22.580 --> 02:40:27.540]  about bill gates now and his secret meetings on population control because we've blown their
[02:40:27.540 --> 02:40:33.540]  operation wide open because we don't care we'll go up against them i hate bill gates i hate him
[02:40:35.140 --> 02:40:36.020]  it's a murderer
[02:40:39.620 --> 02:40:43.460]  i'm not shutting up i'm not backing down i'm on a collision course
[02:40:43.460 --> 02:40:51.460]  fill your hands scum i'm not gonna sit here and watch you murder everybody
[02:40:52.500 --> 02:40:58.260]  his vaccines all over the world everywhere from africa to pakistan they give girls those shots
[02:40:58.260 --> 02:41:02.500]  they give boys those shots massive numbers get paralyzed mainstream news and they go
[02:41:02.500 --> 02:41:08.420]  we don't know it's not polio they're just paralyzed yes it's polio my grandmother got polio three
[02:41:08.420 --> 02:41:19.300]  weeks after she took the shots in the middle of the 1950s she's been an excruciating pain ever since
[02:41:19.300 --> 02:41:28.100]  she's 90 years old scumbags so i see dr sock get up there and others on video and joke about you
[02:41:28.100 --> 02:41:32.660]  know it had cancer viruses in an sv-40 over 100 million americans got cancer because of it but
[02:41:32.660 --> 02:41:39.940]  we just sat around and jumped because there were too many people anyways i mean you know you think
[02:41:39.940 --> 02:41:44.100]  some skeleton you know i don't like halloween you hang some skeleton outside your door and he
[02:41:45.140 --> 02:41:50.820]  goes you know it's scary these little old men like bill gates and melinda gates and warren buffett i
[02:41:50.820 --> 02:41:59.060]  know full well who they are sick savage evil people people go well there aren't too many people
[02:41:59.060 --> 02:42:03.540]  in latin america alexandria africa and you know it's always liberals you know you say you don't
[02:42:03.540 --> 02:42:07.940]  want open borders or to pay for these people but why do you want them here well here's the difference
[02:42:07.940 --> 02:42:11.780]  i'm not going to let them be used as weapons against me i'm not going to sit there and watch
[02:42:11.780 --> 02:42:16.260]  them as a brainwashed horde come here and vote take my guns i'm going to do my best to educate
[02:42:16.260 --> 02:42:22.580]  them in the form of but i'm not going to shine on to sterilizing them isn't it sick and by the way
[02:42:22.580 --> 02:42:27.140]  i'll tell these so-called liberals i go you know you want my guns because you want to conquer me too
[02:42:27.140 --> 02:42:31.780]  you have a will to dominate a will to conquer you hate your fellow man do you think i'm going
[02:42:31.780 --> 02:42:36.340]  to get on board some things thinking i'm going to covertly act like a liberal and get off on
[02:42:36.340 --> 02:42:41.540]  killing all the blacks 52 percent of them before they're born and kill the mexicans and kill all
[02:42:41.540 --> 02:42:46.820]  these africans and kill all these people because i'm quote white when you're targeting white people
[02:42:46.820 --> 02:42:52.340]  just as much you're playing everybody off against each other so the ruling class can play god you
[02:42:52.340 --> 02:42:57.940]  people are sick you just want to kill people and you think it's cute you're imagining you're part of
[02:42:57.940 --> 02:43:04.660]  some winning team because you're a eugenicist and you think you're going to get into the valhalla
[02:43:04.660 --> 02:43:09.700]  you think you're going to elysium you think you're going to the next level that the elite aren't
[02:43:09.700 --> 02:43:15.780]  going to totally screw you over as well what is your problem idiot you don't understand that when
[02:43:15.780 --> 02:43:21.620]  you engage in evil it comes back on you you really think you're on a winning team you really think
[02:43:21.620 --> 02:43:25.620]  the devil is going to deliver to you and your family in the end
[02:43:28.660 --> 02:43:34.580]  prosperity would deliver god would deliver freedom would deliver more than the devil whatever
[02:43:34.580 --> 02:43:41.220]  deliver you idiot the devil gives you what god already gave you and then twist it and puts
[02:43:41.220 --> 02:43:48.180]  a back door in it and gives it to you to bring you down the devil doesn't give you the power
[02:43:48.180 --> 02:43:56.020]  or the devil has stolen the world and distorted it and he can only give you poison everything
[02:43:56.020 --> 02:44:02.580]  the devil gives you is bad and if you don't believe in the devil fine but what puts women in cages
[02:44:03.780 --> 02:44:09.220]  as missile shields against the russians evil what sells baby body parts evil what tries to
[02:44:09.220 --> 02:44:14.260]  dump people down and teaches them five plus five plus five doesn't equal 15 that was common core last
[02:44:14.260 --> 02:44:22.020]  week national curriculum that five plus five plus five equals 15 is the wrong answer that is the
[02:44:22.020 --> 02:44:28.980]  essence of evil jacking with people's brains turning them into mentally ill basket cases
[02:44:28.980 --> 02:44:35.460]  i'm now running into college students that are mentally ill basket cases sputtering political
[02:44:35.460 --> 02:44:39.700]  correctness out of their mouths they don't know science they don't know literature they don't know
[02:44:39.700 --> 02:44:46.900]  know anything they just know how to act intellectual also run into these men all the time that if
[02:44:46.900 --> 02:44:50.020]  they're big and strong they start to fight with you and as soon as you're ready to fight them
[02:44:50.020 --> 02:44:54.980]  they back off because they didn't want to actually get in a fight they wanted to imagine they were
[02:44:54.980 --> 02:45:02.100]  tough like it was a video game and have a simulated fight with somebody and while all these video
[02:45:02.100 --> 02:45:07.460]  games like battlefront the force awakens all the rest of stuff all my son's friends he's 13
[02:45:07.460 --> 02:45:11.460]  wanted to play this with him and i went and i said let's let's let's listen to these gamers play this
[02:45:11.460 --> 02:45:16.100]  now let's hear these ads and i go watch i want you to report on this and it's all about be a leader
[02:45:16.100 --> 02:45:22.260]  lead the battles fight the enemies you can be a soldier you can you can go to foreign galaxies
[02:45:22.260 --> 02:45:26.340]  you can be a winner and all that's what i'm getting out of seniors i go what are they telling you
[02:45:26.340 --> 02:45:33.140]  and he goes this was this weekend it was like it was friday friday night he goes they're telling
[02:45:33.140 --> 02:45:37.140]  me to live in an artificial reality where i'll never actually develop myself and we're all
[02:45:37.140 --> 02:45:42.100]  also be conditioned engaging in simulated killings uh and i'll also have my psych psychological
[02:45:42.100 --> 02:45:45.940]  activities tracked everything else because he listens to the show but he obviously knows it
[02:45:45.940 --> 02:45:50.740]  all smarter than i am definitely but all dad said that he really is better than me in many ways
[02:45:50.740 --> 02:45:55.620]  too smart actually uh and frighteningly smart and i said that's right said do you really want to
