[00:00.000 --> 00:08.800]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[59:25.160 --> 59:28.160]  Tim Geithner, Bernanke, they're arsonists.
[59:28.160 --> 59:30.160]  They're asking for more matches, and the Congress is saying,
[59:30.160 --> 59:32.160]  who do we make the checkout to?
[59:32.160 --> 59:34.160]  Today seems like nobody does care.
[59:34.160 --> 59:39.160]  And right now in Washington, D.C., we have seen a fall of the Republic.
[59:39.160 --> 59:44.160]  Get your copy of Fall of the Republic on DVD at infowars.com.
[59:44.160 --> 59:49.160]  We're watching online right now in super high quality at prisonplanet.tv.
[59:51.160 --> 59:55.160]  Coast to coast, direct from Austin.
[59:55.160 --> 59:59.160]  You're listening to the Alex Jones Broadcasting Network.
[59:59.160 --> 1:00:05.160]  Well, you're an intelligent lady. You're a constitutionalist.
[1:00:05.160 --> 1:00:08.160]  People are really resonating with your message.
[1:00:08.160 --> 1:00:11.160]  And I just want to say again, regardless of you win or not,
[1:00:11.160 --> 1:00:14.160]  we all win because you've now injected real issues,
[1:00:14.160 --> 1:00:18.160]  and we're now growing the grassroots across the country,
[1:00:18.160 --> 1:00:20.160]  just like with what happened with Ron Paul.
[1:00:20.160 --> 1:00:23.160]  It is essential, though, that people support you.
[1:00:23.160 --> 1:00:26.160]  They put your yard signs up, that they call local radio,
[1:00:26.160 --> 1:00:29.160]  that they call below and say put you in the next debate,
[1:00:29.160 --> 1:00:33.160]  that they donate on your website or sign up at your Facebook
[1:00:33.160 --> 1:00:36.160]  or get your email and text message alerts.
[1:00:36.160 --> 1:00:38.160]  It is essential.
[1:00:38.160 --> 1:00:42.160]  And it's just the political will of getting involved will lead us to victory.
[1:00:42.160 --> 1:00:46.160]  We know the path of standing up for freedom will win
[1:00:46.160 --> 1:00:51.160]  if people just keep going, keep coming and never back off and never stop.
[1:00:51.160 --> 1:00:55.160]  In the last three, four minutes we've got left,
[1:00:55.160 --> 1:00:58.160]  Deborah Medina, other issues, other points you'd like to make
[1:00:58.160 --> 1:01:00.160]  to this worldwide audience.
[1:01:00.160 --> 1:01:02.160]  Well, I think I've got to pick up with where you're going.
[1:01:02.160 --> 1:01:05.160]  You're absolutely right, Alex. This is pedal to the metal.
[1:01:05.160 --> 1:01:08.160]  The only poll that counts is March the 2nd.
[1:01:08.160 --> 1:01:10.160]  That is Texas Independence Day.
[1:01:10.160 --> 1:01:12.160]  The dominoes are falling our way.
[1:01:12.160 --> 1:01:17.160]  If you ever thought that there was a time when your vote counted,
[1:01:17.160 --> 1:01:19.160]  it is now.
[1:01:19.160 --> 1:01:22.160]  You've got to get out. You've got to do all you can
[1:01:22.160 --> 1:01:26.160]  to raise the identity of this campaign
[1:01:26.160 --> 1:01:30.160]  to help people know that there is someone carrying the voice of the people.
[1:01:30.160 --> 1:01:33.160]  I am just that vessel carrying that message.
[1:01:33.160 --> 1:01:36.160]  I'm honored to do it for Texas. I'm going to fight really hard,
[1:01:36.160 --> 1:01:38.160]  but we have got to have your help.
[1:01:38.160 --> 1:01:40.160]  We can win this race.
[1:01:40.160 --> 1:01:42.160]  Don't let up. Don't back off.
[1:01:42.160 --> 1:01:44.160]  This is a sprint to the finish.
[1:01:44.160 --> 1:01:48.160]  We're going to push really hard through till 7.01 p.m. on March 2nd
[1:01:48.160 --> 1:01:51.160]  and not let up a second before then.
[1:01:51.160 --> 1:01:53.160]  MedinaforTexas.com.
[1:01:53.160 --> 1:01:55.160]  Help us that way. Get out.
[1:01:55.160 --> 1:01:57.160]  Knock on doors. Let your neighbors know.
[1:01:57.160 --> 1:02:01.160]  Ask them to vote and then make sure that they go vote.
[1:02:01.160 --> 1:02:03.160]  So many people say, oh, yeah, I'm all about that.
[1:02:03.160 --> 1:02:05.160]  And then they get busy and they don't vote.
[1:02:05.160 --> 1:02:08.160]  Early voting starts in February.
[1:02:08.160 --> 1:02:12.160]  Very important that we turn out and vote at the polls.
[1:02:12.160 --> 1:02:17.160]  Don't be discouraged by any negative media reports that you might see.
[1:02:17.160 --> 1:02:20.160]  I think we kind of took everybody by surprise last night.
[1:02:20.160 --> 1:02:24.160]  I expect in the next 48 to 72 hours they'll get their act together
[1:02:24.160 --> 1:02:27.160]  and they'll start putting the negative spin on this
[1:02:27.160 --> 1:02:30.160]  and trying to marginalize the campaign
[1:02:30.160 --> 1:02:33.160]  and, again, say we're not going to have an impact on this race.
[1:02:33.160 --> 1:02:35.160]  Boy, we're going to have an impact.
[1:02:35.160 --> 1:02:37.160]  And we saw that last night. There was a period,
[1:02:37.160 --> 1:02:39.160]  and I know we've got a lot of problems with Google,
[1:02:39.160 --> 1:02:43.160]  but there was a period last night that we were the number one search on Google
[1:02:43.160 --> 1:02:46.160]  and for several hours we were the number three search on Google.
[1:02:46.160 --> 1:02:50.160]  It went through not just Texas, but the country, like a firestorm.
[1:02:50.160 --> 1:02:53.160]  We can win this, but it means all of us have got to dig in
[1:02:53.160 --> 1:02:56.160]  till March 2nd and work hard.
[1:02:56.160 --> 1:03:00.160]  The people know we're being looted and being robbed.
[1:03:00.160 --> 1:03:03.160]  30-plus states are moving to declare sovereignty.
[1:03:03.160 --> 1:03:05.160]  The media spends that and says it's secession.
[1:03:05.160 --> 1:03:07.160]  No, the states created the federal government.
[1:03:07.160 --> 1:03:11.160]  They're saying, no, the federal government's controlled by offshore banks.
[1:03:11.160 --> 1:03:12.160]  That's now public.
[1:03:12.160 --> 1:03:16.160]  The state is on the verge of being indicted.
[1:03:16.160 --> 1:03:20.160]  We now have this individual at the White House.
[1:03:20.160 --> 1:03:26.160]  Harvard Professor Cass Sunstein is now the head of federal regulation
[1:03:26.160 --> 1:03:30.160]  saying that he wants to ban free speech and the Second Amendment.
[1:03:30.160 --> 1:03:35.160]  I mean, he's actually saying it on video, on television,
[1:03:35.160 --> 1:03:39.160]  and that he's the next guy set to be the next Supreme Court justice.
[1:03:39.160 --> 1:03:42.160]  This country's in deep trouble. These people aren't playing games.
[1:03:42.160 --> 1:03:44.160]  It's what caused the battle at the Alamo.
[1:03:44.160 --> 1:03:48.160]  They're essentially declaring the Constitution null and void.
[1:03:48.160 --> 1:03:51.160]  We've got to rule a law here. We're just going to ignore it.
[1:03:51.160 --> 1:03:53.160]  We ignore it. We ignore it. We ignore it.
[1:03:53.160 --> 1:03:56.160]  That's when Travis Duralon in the sand said,
[1:03:56.160 --> 1:03:57.160]  we're not ignoring this.
[1:03:57.160 --> 1:04:02.160]  You're not going to toss out the Constitution and name yourself dictator.
[1:04:02.160 --> 1:04:04.160]  That's what's happening here. People see it.
[1:04:04.160 --> 1:04:10.160]  We will either fight today at the ballot box, or our children will shed blood
[1:04:10.160 --> 1:04:13.160]  to regain the freedoms that we've lost.
[1:04:13.160 --> 1:04:15.160]  I think we know that. I think all of Texas knows that.
[1:04:15.160 --> 1:04:17.160]  Now's the time to dig in.
[1:04:17.160 --> 1:04:19.160]  And again, let's go.
[1:04:19.160 --> 1:04:22.160]  You're just saying when everybody already knows, finally you're saying,
[1:04:22.160 --> 1:04:25.160]  and I hear all these people calling into talk radio saying,
[1:04:25.160 --> 1:04:28.160]  I want Medina. These other people are fakes.
[1:04:28.160 --> 1:04:31.160]  I'm hearing Democrats say I want Medina, not some establishment Democrat,
[1:04:31.160 --> 1:04:35.160]  who's an Obamanoid. People know the two big parties are a fraud.
[1:04:35.160 --> 1:04:39.160]  They know that you're, you know, cut out a Ron Paul cloth
[1:04:39.160 --> 1:04:42.160]  and that you're the real deal. We need to make you governor.
[1:04:42.160 --> 1:04:46.160]  And we need to certainly try as hard as we can because regardless,
[1:04:46.160 --> 1:04:49.160]  we win in the info war by doing it.
[1:04:49.160 --> 1:04:52.160]  I talk about my neighbors, a bunch of yuppies who don't usually care
[1:04:52.160 --> 1:04:54.160]  about what's happening. I talk to them now.
[1:04:54.160 --> 1:04:56.160]  They're all waking up and freaking out.
[1:04:56.160 --> 1:04:59.160]  Deborah Medina, we salute you and we thank you for your great work.
[1:04:59.160 --> 1:05:01.160]  Let me say bye to you during the break.
[1:05:01.160 --> 1:05:06.160]  One major world crisis away from having a totalitarian type of system.
[1:05:06.160 --> 1:05:09.160]  The main event is the wholesale destruction of the world.
[1:05:09.160 --> 1:05:14.160]  The push for every nation on the globe to identify and number all of its citizens.
[1:05:14.160 --> 1:05:19.160]  Friends, I hope that you will order Shadow Government from infowars.com.
[1:05:19.160 --> 1:05:21.160]  We also have some specials when you get some of our other films.
[1:05:21.160 --> 1:05:23.160]  Half price when you order Shadow Government.
[1:05:23.160 --> 1:05:27.160]  A new level in production quality and in information
[1:05:27.160 --> 1:05:33.160]  that poses how a casual society surveillance beast grid of total control
[1:05:33.160 --> 1:05:35.160]  is being put into place.
[1:05:35.160 --> 1:05:38.160]  This film needs to be seen. Everybody needs to get it.
[1:05:38.160 --> 1:05:41.160]  So order yours today. Show it to your friends, your family, your church,
[1:05:41.160 --> 1:05:44.160]  your neighbors, your boss, your employees.
[1:05:44.160 --> 1:05:46.160]  Shadow Government, ladies and gentlemen,
[1:05:46.160 --> 1:05:49.160]  get your copy at infowars.com today.
[1:05:49.160 --> 1:05:52.160]  Shadow Government. It gives big brother a black eye.
[1:05:52.160 --> 1:05:56.160]  Available at infowars.com or by calling toll free.
[1:05:56.160 --> 1:05:59.160]  Call today at 253-3139.
[1:06:26.160 --> 1:06:33.160]  I was talking to Birgitta Jones-Dottier leading the charge
[1:06:33.160 --> 1:06:36.160]  to beat the banks in Iceland, not tooting my horn.
[1:06:36.160 --> 1:06:39.160]  An example of what you the activists have done.
[1:06:39.160 --> 1:06:42.160]  A few months ago she got a copy of the Obama deception
[1:06:42.160 --> 1:06:46.160]  and she already knew a lot, but that helped give her even more info.
[1:06:46.160 --> 1:06:50.160]  And so another example of how the Obama deception, fall of the Republic,
[1:06:50.160 --> 1:06:54.160]  the type of effect these films are having all over the world.
[1:06:54.160 --> 1:06:57.160]  Every few days I get newspapers calling up saying,
[1:06:57.160 --> 1:07:00.160]  these films have been seen tens of millions of times for free online.
[1:07:00.160 --> 1:07:03.160]  How much money are you making on those free views?
[1:07:03.160 --> 1:07:06.160]  And I say nothing. I don't want money. I want freedom.
[1:07:06.160 --> 1:07:10.160]  I see every person we wake up like a diamond in my hand.
[1:07:10.160 --> 1:07:13.160]  I'm into defeating tyranny.
[1:07:13.160 --> 1:07:16.160]  I mean, again, it's a hierarchy of needs.
[1:07:16.160 --> 1:07:18.160]  I own stuff, but stuff doesn't own me.
[1:07:18.160 --> 1:07:20.160]  I'm into truth and justice and liberty.
[1:07:20.160 --> 1:07:23.160]  I know that's not corny. I know that's real.
[1:07:23.160 --> 1:07:27.160]  I want my children to live in a free society, my son and my daughters.
[1:07:27.160 --> 1:07:31.160]  I want my grandchildren who aren't even born yet to live in a free society.
[1:07:31.160 --> 1:07:35.160]  They won't even be able to have children under the one child policy.
[1:07:35.160 --> 1:07:38.160]  Give the globalist are successful.
[1:07:38.160 --> 1:07:41.160]  Now Catherine Austin Fitz has an amazing bio.
[1:07:41.160 --> 1:07:47.160]  She has managed more than 25 billion of transactions and invested today
[1:07:47.160 --> 1:07:51.160]  in his let-a-portfolio strategy for 300 billion of financial assets and liabilities.
[1:07:51.160 --> 1:07:55.160]  She was also the number two person at the Department of Housing,
[1:07:55.160 --> 1:08:02.160]  Assistant Secretary of Housing and the Commissioner of the First Bush Administration.
[1:08:02.160 --> 1:08:05.160]  And it just goes on and on and on the things that she's done.
[1:08:05.160 --> 1:08:07.160]  Again, Assistant Secretary of Housing, Federal Housing Commissioner,
[1:08:07.160 --> 1:08:12.160]  and the First Bush Administration of President Hamilton Securities Group,
[1:08:12.160 --> 1:08:16.160]  Washington, D.C. Investment Bank, super high-powered lady in the system
[1:08:16.160 --> 1:08:18.160]  coming out and exposing it.
[1:08:18.160 --> 1:08:23.160]  She talked about the crimes committed by Geithner and other people.
[1:08:23.160 --> 1:08:27.160]  And you have Geithner at the New York Fed that runs policy for the Fed.
[1:08:27.160 --> 1:08:32.160]  You have Paulson at the time at Treasury, the former head of Goldman Sachs,
[1:08:32.160 --> 1:08:36.160]  Geithner formerly of Goldman Sachs, giving themselves 100 cents on the dollar
[1:08:36.160 --> 1:08:42.160]  for made-up derivatives they made that the public had no, you know,
[1:08:42.160 --> 1:08:45.160]  contractual agreement to pay for to them.
[1:08:45.160 --> 1:08:48.160]  You have them also ordering AIG to make it secret.
[1:08:48.160 --> 1:08:50.160]  And now that's continued on.
[1:08:50.160 --> 1:08:54.160]  And that clearly, according to Judge Napolitano and many others, is a federal crime.
[1:08:54.160 --> 1:08:57.160]  But somebody who really understands this is Catherine Austin-Fitts.
[1:08:57.160 --> 1:09:00.160]  So we're going to talk about Bankster Gate or Banker Gate.
[1:09:00.160 --> 1:09:03.160]  I don't want to call it just Timmy Geithner Gate, tiny Timgate,
[1:09:03.160 --> 1:09:05.160]  because he's just one of these people.
[1:09:05.160 --> 1:09:07.160]  It goes to Larry Summers.
[1:09:07.160 --> 1:09:09.160]  It goes to Robert Rubin.
[1:09:09.160 --> 1:09:10.160]  It goes to Ben Bernanke.
[1:09:10.160 --> 1:09:13.160]  It goes to everybody that got rid of the Glass-Steagall Act.
[1:09:13.160 --> 1:09:16.160]  Joining us is a true bona fide expert in all of this.
[1:09:16.160 --> 1:09:18.160]  Catherine Austin-Fitts, great to have you on with us.
[1:09:18.160 --> 1:09:23.160]  Alex, it's always an absolute privilege and a pleasure.
[1:09:23.160 --> 1:09:24.160]  What are we thinking?
[1:09:24.160 --> 1:09:30.160]  You know what I would love to tell everybody about is how important this Geithner story is.
[1:09:30.160 --> 1:09:34.160]  You know, it kind of seems like a big sort of inside baseball squabble,
[1:09:34.160 --> 1:09:38.160]  but I really want everyone to understand what's at the heart of this.
[1:09:38.160 --> 1:09:43.160]  Now, just, and I want to use the metaphor, let's pretend you have a neighbor.
[1:09:43.160 --> 1:09:46.160]  And every time, whenever you and your wife go to buy a car,
[1:09:46.160 --> 1:09:51.160]  you have to pay 5% to get a loan, but he can get a loan for 0 or 1%.
[1:09:51.160 --> 1:09:55.160]  And then when you get a mortgage, you have to pay, you know, 8 to 10%,
[1:09:55.160 --> 1:09:58.160]  but he can get a mortgage for 0 or 1%.
[1:09:58.160 --> 1:10:04.160]  And then when he starts a business, he can get special loans from the local municipality for 0%.
[1:10:04.160 --> 1:10:08.160]  And then you have to, you know, use your savings or borrow your money or take another loan on your house.
[1:10:08.160 --> 1:10:11.160]  Well, it doesn't take long to figure that he's going to, you know,
[1:10:11.160 --> 1:10:15.160]  if this keeps going on, he's going to be able to buy up everything in town, right?
[1:10:15.160 --> 1:10:16.160]  Yes.
[1:10:16.160 --> 1:10:20.160]  And that's what this is about is we've got two classes of players.
[1:10:20.160 --> 1:10:26.160]  We've got a Federal Reserve Bank that's saying we reserve the right to provide low cost,
[1:10:26.160 --> 1:10:30.160]  if not free, cost of capital and even now give, you know,
[1:10:30.160 --> 1:10:35.160]  so instead of him borrowing money at 1%, they just give him the money
[1:10:35.160 --> 1:10:39.160]  so he can buy, you know, all the houses up in the neighborhood.
[1:10:39.160 --> 1:10:42.160]  And what we're talking is a backdoor financial mechanism
[1:10:42.160 --> 1:10:47.160]  that allows a small group of people to basically buy up and take control of everything
[1:10:47.160 --> 1:10:51.160]  because they have, you know, low cost to free money,
[1:10:51.160 --> 1:10:56.160]  whereas everybody else has to pay, you know, market rate, you know,
[1:10:56.160 --> 1:11:01.160]  or a much higher rate, number one, but number two, if let's say he gets in trouble,
[1:11:01.160 --> 1:11:05.160]  he gets bailed out, you get in trouble, you lose your house, you lose your car,
[1:11:05.160 --> 1:11:06.160]  you lose your family.
[1:11:06.160 --> 1:11:12.160]  And so we're talking about a society that is turning into it, you know,
[1:11:12.160 --> 1:11:17.160]  two societies and two economies and one is getting rigged money.
[1:11:17.160 --> 1:11:21.160]  And that's what this is about because if you've got a secretary of the Treasury
[1:11:21.160 --> 1:11:25.160]  who's basically trying to rig things, not for the people who are productive,
[1:11:25.160 --> 1:11:28.160]  not for the people who are making our economy strong,
[1:11:28.160 --> 1:11:32.160]  not for the people who are creating jobs, but the people who are the best dirty players,
[1:11:32.160 --> 1:11:37.160]  then, you know, it's for a financial person, this can go no place good.
[1:11:37.160 --> 1:11:42.160]  It can never work because instead of allocating capital based to, you know,
[1:11:42.160 --> 1:11:47.160]  who's productive, we're allocating capital to who's the best dirty player
[1:11:47.160 --> 1:11:52.160]  with the most inside pull, you know, it's kind of devolved into, you know,
[1:11:52.160 --> 1:11:56.160]  the schoolyard in Lord of the Rings or something.
[1:11:56.160 --> 1:12:01.160]  I mean, we're in the, you know, animal farm.
[1:12:01.160 --> 1:12:05.160]  This is the financial version of animal farm and that's what this is about
[1:12:05.160 --> 1:12:10.160]  because we've seen, you know, since the beginning of the republic
[1:12:10.160 --> 1:12:14.160]  till two years ago, in all the wars, Alex, in all the programs,
[1:12:14.160 --> 1:12:17.160]  in all the government ways, in all the government spending,
[1:12:17.160 --> 1:12:23.160]  we build up 12 trillion dollars of debt and then in a year and a half,
[1:12:23.160 --> 1:12:27.160]  this administration has lent or given as a gift,
[1:12:27.160 --> 1:12:32.160]  12 trillion dollars to Wall Street and the financial firms
[1:12:32.160 --> 1:12:37.160]  and that is, can you imagine, that is amount equivalent to all the money
[1:12:37.160 --> 1:12:40.160]  we've ever borrowed since the beginning of the republic.
[1:12:40.160 --> 1:12:42.160]  It's incredible.
[1:12:42.160 --> 1:12:45.160]  It's a financial coup d'etat and that's what it's about
[1:12:45.160 --> 1:12:51.160]  and the power of this thing is, are we going to create a level playing field
[1:12:51.160 --> 1:12:54.160]  or are we not because if we're going to rig,
[1:12:54.160 --> 1:12:57.160]  if we've got a secretary of the treasury who's going to rig the game,
[1:12:57.160 --> 1:13:02.160]  you know, invisible secretive ways and one of the magical things here is,
[1:13:02.160 --> 1:13:07.160]  and I've got to give him a lot of credit, is Bloomberg has brought a lawsuit.
[1:13:07.160 --> 1:13:11.160]  They won in the first round in August for Freedom of Information Act
[1:13:11.160 --> 1:13:18.160]  against the Federal Reserve, brought a lawsuit and won in the first round in August
[1:13:18.160 --> 1:13:22.160]  and the Fed has now appealed, it's in the court of appeals and the Fed is saying,
[1:13:22.160 --> 1:13:27.160]  we need the ability to lend an insider group of firms,
[1:13:27.160 --> 1:13:31.160]  I mean, two trillion dollars, which is part of the 12 trillion,
[1:13:31.160 --> 1:13:34.160]  and not tell you who got it and on what terms
[1:13:34.160 --> 1:13:38.160]  and we don't have to provide that under Freedom of Information Law.
[1:13:38.160 --> 1:13:41.160]  It's just, it's an arrogance which takes your breath away.
[1:13:41.160 --> 1:13:46.160]  And they're setting the precedent to do even more in the future
[1:13:46.160 --> 1:13:50.160]  and you talk about a rig game where they get the free money and now it's just given to them,
[1:13:50.160 --> 1:13:56.160]  they then use that money as weapons to buy off states, buy media, buy infrastructure,
[1:13:56.160 --> 1:14:00.160]  blow out third world countries, now blow out first world nations
[1:14:00.160 --> 1:14:04.160]  and they have their people in both parties, as you know,
[1:14:04.160 --> 1:14:09.160]  in all the major regulatory positions and I think that's why they're so arrogant now
[1:14:09.160 --> 1:14:12.160]  is they're going for broke, the big question is,
[1:14:12.160 --> 1:14:16.160]  and I want to get into how we can push to get Geithner indicted
[1:14:16.160 --> 1:14:18.160]  or a special prosecutor or something like that,
[1:14:18.160 --> 1:14:22.160]  but the big question is where are they headed if we don't stop them
[1:14:22.160 --> 1:14:26.160]  because they have the incentive to shut off money to Main Street
[1:14:26.160 --> 1:14:30.160]  so it's destitute so they can come in and buy it up for pennies on the dollar.
[1:14:30.160 --> 1:14:35.160]  Right, and that's what they're doing. The reports now, if you look at the commercial real estate market
[1:14:35.160 --> 1:14:40.160]  and we haven't begin to see all the falls in the commercial real estate market,
[1:14:40.160 --> 1:14:45.160]  they're talking about buying things at 50% or less of the market height
[1:14:45.160 --> 1:14:48.160]  and this is what I saw as assistant secretary of housing.
[1:14:48.160 --> 1:14:53.160]  I came in as assistant secretary of housing in 1989 and at the time FHA
[1:14:53.160 --> 1:14:56.160]  was the largest property owner because of our foreclosures
[1:14:56.160 --> 1:15:02.160]  and then the RTC got created to handle the dispositions of the SNL
[1:15:02.160 --> 1:15:08.160]  and we started to auction off where my secretary was on the board of the RTC
[1:15:08.160 --> 1:15:12.160]  and so I was involved and we were taking in massive amounts of property
[1:15:12.160 --> 1:15:15.160]  and the fraud, Alex, was off the charts.
[1:15:15.160 --> 1:15:19.160]  You get a portfolio that says there are 10 mortgages on this block in Detroit
[1:15:19.160 --> 1:15:22.160]  and you'd go there and there were no houses there,
[1:15:22.160 --> 1:15:27.160]  so the fraud was off the charts, but what happened is when the first bid came in
[1:15:27.160 --> 1:15:31.160]  no one knew if the bid would work and I looked at the first three bids
[1:15:31.160 --> 1:15:36.160]  and I said, oh my God, the people buying this are buying at 10 cents on the dollar
[1:15:36.160 --> 1:15:42.160]  what their syndicate sold two years ago for 200% of market value.
[1:15:42.160 --> 1:15:47.160]  So it was a pump and dump and they were going to triple quadruple the money
[1:15:47.160 --> 1:15:49.160]  they've made selling out at the high.
[1:15:49.160 --> 1:15:52.160]  So this is a scam.
[1:16:01.160 --> 1:16:04.160]  Hello, this is Alex Jones with some important questions.
[1:16:04.160 --> 1:16:07.160]  If you're going into a battle and they give you a rifle and a sidearm,
[1:16:07.160 --> 1:16:09.160]  how much ammunition do you want?
[1:16:09.160 --> 1:16:14.160]  My answer would be all I can get in the battle for freedom and the lives of your loved ones.
[1:16:14.160 --> 1:16:16.160]  Food is your only ammunition.
[1:16:16.160 --> 1:16:20.160]  How much do you want? When do you want it? Now or after the battle starts?
[1:16:20.160 --> 1:16:24.160]  When will you need it? Can you buy it without proper identification?
[1:16:24.160 --> 1:16:27.160]  Will there be any food? Will it make your children sick?
[1:16:27.160 --> 1:16:29.160]  If there's a quarantine and you can't feed yourself,
[1:16:29.160 --> 1:16:32.160]  will you go to the gathering center and be immunized?
[1:16:32.160 --> 1:16:35.160]  You wipe out all these problems if you have a good food supply.
[1:16:35.160 --> 1:16:39.160]  Food is your ammunition to fight for your freedom and your life.
[1:16:39.160 --> 1:16:41.160]  How much will you need? We don't know.
[1:16:41.160 --> 1:16:43.160]  How much do you want? All you can get.
[1:16:43.160 --> 1:16:47.160]  I'm Alex Jones. I want all of you good guys to live to fight another day.
[1:16:47.160 --> 1:16:55.160]  Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[1:16:55.160 --> 1:17:21.160]  Again, that number, 1-800-409-5633.
[1:17:25.160 --> 1:17:32.160]  I'm Alex Jones. I want all of you good guys to live to fight another day.
[1:17:56.160 --> 1:18:04.160]  This is Alex Jones and I want to tell you about the Acola Blue Atmospheric Water Generator
[1:18:04.160 --> 1:18:07.160]  that produces pure drinking water right from the humidity in the air.
[1:18:07.160 --> 1:18:09.160]  No, this isn't science fiction. It's very real.
[1:18:09.160 --> 1:18:13.160]  I know because I use one every day in my own home and it's available right now to you.
[1:18:13.160 --> 1:18:16.160]  Because you know exactly where your water comes from with Acola Blue,
[1:18:16.160 --> 1:18:20.160]  you'll know what's in your cup. Clean, great tasting water without all the pollutants.
[1:18:20.160 --> 1:18:24.160]  Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator
[1:18:24.160 --> 1:18:26.160]  for your home or business.
[1:18:26.160 --> 1:18:31.160]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day.
[1:18:31.160 --> 1:18:36.160]  The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[1:18:36.160 --> 1:18:40.160]  This system is free of chemicals and uses a multi-stage filtration system,
[1:18:40.160 --> 1:18:44.160]  including reverse osmosis, carbon filters, and ultraviolet lights.
[1:18:44.160 --> 1:18:50.160]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[1:18:50.160 --> 1:18:59.160]  That's 1-800-691-6043. Or visit Acola Blue on the web at www.ecoloblue.com today.
[1:19:20.160 --> 1:19:24.160]  Number 3. In some areas of the country, the power grid is dangerously overloaded.
[1:19:24.160 --> 1:19:28.160]  And now, new socialist legislation is only compounding the problem.
[1:19:28.160 --> 1:19:31.160]  Number 4. Dangerous weather is always a threat to local grids.
[1:19:31.160 --> 1:19:35.160]  Every year, thousands of families lose their power from weather-related onages.
[1:19:35.160 --> 1:19:40.160]  Number 5. A solar power generator provides powerful backup insurance and peace of mind.
[1:19:40.160 --> 1:19:45.160]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[1:19:45.160 --> 1:19:51.160]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[1:19:51.160 --> 1:20:17.160]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:20:17.160 --> 1:20:23.160]  Obviously, ladies and gentlemen, they're trying to ram through government health care.
[1:20:23.160 --> 1:20:30.160]  The Democrats have now actually read it and discovered it's another bailout, another scan of the insurance companies owned by the banks.
[1:20:30.160 --> 1:20:33.160]  I want to get Catherine Austin-Fitt's take on that.
[1:20:33.160 --> 1:20:39.160]  Also, they're now reporting hundreds of thousands dead in Haiti from the earthquake.
[1:20:39.160 --> 1:20:45.160]  Hundreds of thousands dead. I mean, they're talking about all Americans being naked-body scanned and recorded.
[1:20:45.160 --> 1:20:48.160]  All courthouses having naked-body scanners. They're going in all over the country.
[1:20:48.160 --> 1:20:52.160]  I found out two years ago, a year and a half ago, Denver already had it.
[1:20:52.160 --> 1:20:55.160]  I'm kind of all over the map here. It's just crazy.
[1:20:55.160 --> 1:21:01.160]  Earthquakes kill hundreds of thousands, but we've all got to go through naked-body scanners because somebody might blow an airplane up.
[1:21:01.160 --> 1:21:04.160]  Oh, men and women are fighting in France.
[1:21:04.160 --> 1:21:07.160]  150-plus people kill each other a year.
[1:21:07.160 --> 1:21:11.160]  Let's ban arguing or ban marriage outright.
[1:21:11.160 --> 1:21:14.160]  That's the mindset of these tyrants and how they're selling us on tyranny.
[1:21:14.160 --> 1:21:17.160]  They could care less about you and your safety.
[1:21:17.160 --> 1:21:22.160]  I've got a law enforcement article here where SWAT says options for multiple shooter tactics.
[1:21:22.160 --> 1:21:26.160]  It says we've got to get rid of possecom and taught us and put the army on the streets.
[1:21:26.160 --> 1:21:28.160]  Catherine, I'm all over the map here. It's just...
[1:21:28.160 --> 1:21:30.160]  No, no, no, no. You know, because you're dealing...
[1:21:30.160 --> 1:21:33.160]  You know, you see the...it's like the Pillsbury Doughboy.
[1:21:33.160 --> 1:21:35.160]  You squeeze one place, it pops out another.
[1:21:35.160 --> 1:21:38.160]  And what you're seeing is the lockdown across the board.
[1:21:38.160 --> 1:21:42.160]  And it's, you know, it's coming in on...in every direction.
[1:21:42.160 --> 1:21:47.160]  And, you know, whether it's the economic insanity and sort of the two-class system
[1:21:47.160 --> 1:21:53.160]  or it's the...you know, what they're doing is they're rolling out all sorts of different controls
[1:21:53.160 --> 1:21:59.160]  because they know when people figure out that our retirement system has been basically moved off shore
[1:21:59.160 --> 1:22:04.160]  and now there's nothing to, you know, to keep the commitments, people are going to get upset.
[1:22:04.160 --> 1:22:09.160]  And by that time, they plan to have the food system and the healthcare system
[1:22:09.160 --> 1:22:12.160]  and all these different systems under lockdown.
[1:22:12.160 --> 1:22:15.160]  To me, one of the scariest ones you haven't brought up yet, Alex,
[1:22:15.160 --> 1:22:20.160]  is the idea of sending over a million Americans around to collect all sorts of data on all of us.
[1:22:20.160 --> 1:22:28.160]  I'm sure you've had...have you ever had Edwin Black on the show to describe how the Nazis put together their original databases?
[1:22:28.160 --> 1:22:30.160]  Yes, he wrote the book on IBM.
[1:22:30.160 --> 1:22:31.160]  Right.
[1:22:31.160 --> 1:22:37.160]  And yes, the census people are now telling people to tell them about their stocks and bonds
