[00:00:01.000 --> 00:00:16.000]  Intro
[02:18:25.140 --> 02:18:29.140]  Imagine being like an Alex Jones or those guys who've been awake for like decades.
[02:18:29.140 --> 02:18:33.140]  Alex Jones called this years ago, years ago.
[02:18:33.140 --> 02:18:36.140]  Alex Jones never bought the Russia hoax, not for a second.
[02:18:37.140 --> 02:18:40.140]  You are one of the great thinkers of this.
[02:18:40.140 --> 02:18:42.140]  You are a martyr to the First Amendment.
[02:18:42.140 --> 02:18:45.140]  The government fears Alex Jones.
[02:18:45.140 --> 02:18:50.140]  That's why the globalists hate me, is because I'm exposing their corporate worldwide tyranny.
[02:18:52.140 --> 02:18:56.140]  InfowarsStore.com
[02:18:58.140 --> 02:19:03.140]  Hydrofluorosilicic acid is the third most deadly acid on earth.
[02:19:03.140 --> 02:19:06.140]  And they've got our children drinking that.
[02:19:06.140 --> 02:19:09.140]  This is a psychotic death cult, period.
[02:19:09.140 --> 02:19:10.140]  Case closed.
[02:19:10.140 --> 02:19:12.140]  Out to get you and your family.
[02:19:12.140 --> 02:19:17.140]  We sell the Alexa Pure Breeze made by the My Patriot Supply Ready Hour group.
[02:19:17.140 --> 02:19:20.140]  It's been around about 15 years, became the biggest company in the last six.
[02:19:20.140 --> 02:19:26.140]  They went out, hired engineers, reverse engineered the fancy best water filter system out there that sells for twice the price.
[02:19:26.140 --> 02:19:29.140]  And they made it as good in all the studies.
[02:19:29.140 --> 02:19:33.140]  It reduces things to non-detectable levels, thousands of chemicals.
[02:19:33.140 --> 02:19:37.140]  But you can go pay two or three times, there's four or five other filters out there that are just as good.
[02:19:37.140 --> 02:19:42.140]  We sell the very best highest grade water filtration system for half the price of the leading competitor.
[02:19:42.140 --> 02:19:48.140]  And the media says we're bad and a cult for telling you you should filter your water.
[02:19:48.140 --> 02:19:49.140]  You should also filter your shower water.
[02:19:49.140 --> 02:19:51.140]  That's another way you absorb this crap.
[02:19:51.140 --> 02:19:52.140]  But I'm done talking about that.
[02:19:52.140 --> 02:19:55.140]  The point is you get the filters at m4store.com.
[02:19:55.140 --> 02:19:56.140]  They're discounted right now.
[02:19:56.140 --> 02:19:58.140]  Finally back in stock.
[02:19:58.140 --> 02:20:03.140]  Leading a frontal assault on the lies of the New World Order.
[02:20:03.140 --> 02:20:06.140]  It's Alex Jones.
[02:20:06.460 --> 02:20:33.179]  And I'm telling you, Joe Biden's got a big problem on his hand.
[02:20:33.179 --> 02:20:39.300]  No, it's not his criminally acting as an unregistered foreign agent in the White House and as vice
[02:20:39.300 --> 02:20:40.300]  president.
[02:20:40.300 --> 02:20:47.339]  No, it's not his son, Hunter, and all of his crime, corruption and assorted activity.
[02:20:47.339 --> 02:20:52.220]  No, it's actually Robert F. Kennedy Jr.
[02:20:52.220 --> 02:21:00.099]  And you know, he's kind of been more of a activist than a politician in recent years.
[02:21:00.099 --> 02:21:06.460]  So it's hard to really get a feel for what his political savvy might be, what his political
[02:21:06.460 --> 02:21:07.460]  savvy might look like.
[02:21:07.460 --> 02:21:08.460]  We're getting it.
[02:21:08.460 --> 02:21:10.099]  I'm starting to see it now.
[02:21:10.099 --> 02:21:16.859]  This man is extremely politically savvy, and he gets it because I mean, I'm not talking
[02:21:16.859 --> 02:21:17.859]  to RFK.
[02:21:17.859 --> 02:21:21.220]  I don't I don't know anybody working on his campaign, at least that I know of.
[02:21:21.220 --> 02:21:24.019]  I do know some people that are friends with him.
[02:21:24.019 --> 02:21:26.660]  But what have I been saying this week?
[02:21:26.660 --> 02:21:31.660]  I said RFK needs to press the gas and he needs to be doing something every day.
[02:21:31.660 --> 02:21:35.300]  That's the only way he can properly apply pressure to Joe Biden.
[02:21:35.300 --> 02:21:37.939]  They're going to cover up all the Biden crimes, folks, believe me.
[02:21:37.939 --> 02:21:38.939]  I get it.
[02:21:38.939 --> 02:21:40.419]  The House Oversight Committee is exposing it.
[02:21:40.419 --> 02:21:41.500]  You're going to see a lot more.
[02:21:41.500 --> 02:21:42.539]  It's all cut and dry.
[02:21:42.539 --> 02:21:43.539]  It's all there for the public.
[02:21:43.539 --> 02:21:45.380]  Joe Biden, unregistered foreign agent.
[02:21:45.380 --> 02:21:47.380]  I mean, it's just it's all there.
[02:21:47.380 --> 02:21:51.099]  Hunter Biden, the tax evasion, again, unregistered foreign agent.
[02:21:51.099 --> 02:21:53.460]  So that's all there.
[02:21:53.460 --> 02:21:57.580]  The Democrats, the Bidens still own the Justice Department.
[02:21:57.580 --> 02:21:58.740]  So nothing's going to come of that.
[02:21:58.740 --> 02:21:59.740]  We'll see all the crimes.
[02:21:59.740 --> 02:22:02.900]  It'll all be exposed and then we'll be shocked that nothing gets done.
[02:22:02.900 --> 02:22:09.220]  No, the real way to apply pressure to Joe Biden is what RFK Jr. is doing, and that's interviews
[02:22:09.220 --> 02:22:11.900]  every day, campaigns every day.
[02:22:11.900 --> 02:22:16.500]  Make yourself in the public available to the public every day for multiple hours just to
[02:22:16.500 --> 02:22:24.419]  show how Joe Biden is a non-existent factor.
[02:22:24.419 --> 02:22:26.580]  And the media was already complaining about it.
[02:22:26.580 --> 02:22:29.720]  Hey, why don't we get a press conference?
[02:22:29.720 --> 02:22:30.720]  And so then what did they do?
[02:22:30.720 --> 02:22:34.580]  They had the scripted fake press conference.
[02:22:34.580 --> 02:22:35.580]  Just yesterday.
[02:22:35.580 --> 02:22:36.580]  So here's RFK.
[02:22:36.580 --> 02:22:38.900]  This is this is I'm telling you, this is just winning stuff.
[02:22:38.900 --> 02:22:39.900]  This is.
[02:22:39.900 --> 02:22:44.900]  Again, I don't want to say it perfectly parallels what Donald Trump was doing on the Republican
[02:22:44.900 --> 02:22:48.820]  side of the aisle in 2016, but there are a lot of similarities.
[02:22:48.820 --> 02:22:57.419]  So here is RFK Jr. on with Kim Iverson, another great alternative press member, RFK Jr. exposes
[02:22:57.419 --> 02:23:03.339]  climate scam, says WEF and Bill Gates exploiting issues to clamp down totalitarian controls
[02:23:03.339 --> 02:23:05.419]  on society.
[02:23:05.419 --> 02:23:10.199]  Where do you stand on climate policies that are being enacted right now?
[02:23:10.199 --> 02:23:14.339]  There is a difference between environmentalism and climate change.
[02:23:14.339 --> 02:23:20.380]  Where do you stand on all of that and what types of policies do you support?
[02:23:20.380 --> 02:23:27.400]  The climate climate issues and pollution issues are being exploited by, you know, the World
[02:23:27.400 --> 02:23:33.720]  Economic Forum and Bill Gates and all of these big, you know, mega billionaires.
[02:23:33.720 --> 02:23:40.220]  The same way that COVID was exploited to use it as an excuse to clamp down top down totalitarian
[02:23:40.220 --> 02:23:47.560]  controls on society and to and then to give us engineering solutions.
[02:23:47.560 --> 02:23:52.080]  And if you look closely, as it turns out, the guys who are promoting those engineering
[02:23:52.080 --> 02:23:57.000]  solutions are the people who own the IPs, the patents for those solutions.
[02:23:57.000 --> 02:24:00.039]  Oh, it's a way, you know, it's there.
[02:24:00.039 --> 02:24:01.039]  It's being used.
[02:24:01.039 --> 02:24:06.839]  They've given climate chaos a bad name, you know, because people now see that it's just
[02:24:06.839 --> 02:24:12.900]  another crisis that's being used to streamline the wealth of the poor and to, you know, to
[02:24:12.900 --> 02:24:14.900]  enrich billionaires.
[02:24:14.900 --> 02:24:22.259]  And, you know, I for 40 years have had the same policy on climate and engineering.
[02:24:22.259 --> 02:24:28.019]  You can go check my speeches from the 1980s and I've said the most important solution
[02:24:28.019 --> 02:24:33.580]  for environmental issues, not top down controls, is free market capitalism.
[02:24:34.580 --> 02:24:39.820]  And by that, and what we have in this country now is not free market capitalism, it's corporate
[02:24:39.820 --> 02:24:41.820]  crony capitalism.
[02:24:41.820 --> 02:24:47.880]  It's capital, it's cushy kind of socialism for the rich and a brutal, barbaric, merciless
[02:24:47.880 --> 02:24:50.400]  capitalism for the poor.
[02:24:50.400 --> 02:24:58.439]  In farm, the free, a true free market promotes efficiency and efficiency means the elimination
[02:24:58.439 --> 02:25:01.900]  of waste and pollution is waste.
[02:25:01.900 --> 02:25:09.900]  In a true free market, you can't, a true free market would require us to properly value
[02:25:09.900 --> 02:25:14.539]  our natural resources and it's the undervaluation of those resources that caused us to use
[02:25:14.539 --> 02:25:16.419]  them wastefully.
[02:25:16.419 --> 02:25:20.419]  In a true free market, you can't make yourself rich without making your neighbors rich and
[02:25:20.419 --> 02:25:21.900]  without enriching your community.
[02:25:21.900 --> 02:25:27.179]  But what polluters do is they make themselves rich by making everybody else poor.
[02:25:27.179 --> 02:25:31.460]  They raise standards of living for themselves by lowering quality of life for the rest of
[02:25:32.019 --> 02:25:35.820]  the world and they do that by escaping the discipline of the free market.
[02:25:35.820 --> 02:25:42.140]  You show me a polluter, I'll show you a subsidy, I'll show you a fat cat using political clout
[02:25:42.140 --> 02:25:45.980]  to escape the discipline of the free market and force the public to pay its production
[02:25:45.980 --> 02:25:46.980]  costs.
[02:25:46.980 --> 02:25:54.419]  So, you know, in terms of carbon industry, all of the things that people are trying to
[02:25:54.419 --> 02:26:03.460]  do to promote, to end carbon, we should be doing anyway because, you know, carbon means
[02:26:03.460 --> 02:26:06.500]  cutting down all of the mountains in West Virginia.
[02:26:06.500 --> 02:26:12.859]  It means, you know, we polluted 2,200 miles of rivers and streams in Eastern Kentucky
[02:26:12.859 --> 02:26:15.900]  and West Virginia.
[02:26:15.900 --> 02:26:21.339]  Every freshwater fish in America now has mercury in its flesh on coal-burning power plants.
[02:26:21.339 --> 02:26:25.220]  That is a theft from the public.
[02:26:25.220 --> 02:26:29.740]  The waterways and lakes on the Appalachian, on the high Appalachian, every one of them
[02:26:29.740 --> 02:26:32.980]  is now sterilized from acid rain.
[02:26:32.980 --> 02:26:38.500]  We need to be reducing, whether you believe in climate change or not, carbon-based climate
[02:26:38.500 --> 02:26:43.460]  change, we need to be reducing our dependence on carbon.
[02:26:43.460 --> 02:26:48.779]  Carbon receives globally about $5.2 trillion in subsidies a year.
[02:26:48.779 --> 02:26:55.740]  If you end those subsidies, carbon cannot compete against more efficient and cleaner
[02:26:55.740 --> 02:26:58.060]  energy sources and that's what we should be doing.
[02:26:58.060 --> 02:27:05.179]  We should be ending subsidies for the carbon industry and we should be using true free
[02:27:05.179 --> 02:27:10.179]  market capitalism and finding the most efficient source of energy.
[02:27:10.179 --> 02:27:11.740]  Here we go.
[02:27:11.740 --> 02:27:13.660]  It's on.
[02:27:13.660 --> 02:27:14.660]  It's on.
[02:27:14.660 --> 02:27:18.699]  Now, Kim Iverson, I don't know if I would say she's left-wing or right-wing.
[02:27:18.699 --> 02:27:21.619]  She's really just right down the middle, I would say.
[02:27:21.619 --> 02:27:23.779]  She just tries to do fair and balanced reporting.
[02:27:24.980 --> 02:27:30.460]  But what I find funny is people that do fair and balanced reporting get called
[02:27:30.460 --> 02:27:33.660]  right-wing and conservative now just because everybody knows liberals and
[02:27:33.660 --> 02:27:37.340]  Democrats lie. So anybody that's honest and tells the truth is just considered
[02:27:37.340 --> 02:27:40.660]  right-wing conservative whether they are or not. And so that's probably how
[02:27:40.660 --> 02:27:45.100]  they're gonna paint RFK now. Because what are you gonna do? You can't stop him.
[02:27:45.100 --> 02:27:49.220]  He's not gonna stop campaigning. He's not gonna stop doing interviews. He's not
[02:27:49.220 --> 02:27:52.980]  gonna stop running for president. They'd love that. So what I mean are they
[02:27:52.980 --> 02:27:56.060]  gonna kill him? Is the CIA gonna kill a third member of the Kennedy family?
[02:27:56.060 --> 02:28:02.100]  I mean that'd be something. No I don't see that happening either. I think that
[02:28:02.100 --> 02:28:07.340]  they're gonna have to do something to label him a right-winger. They might
[02:28:07.340 --> 02:28:11.820]  even call him a MAGA. I'm serious. These people are so out of control. And now
[02:28:11.820 --> 02:28:17.380]  RFK Jr. is applying so much pressure to the Joe Biden campaign. This is
[02:28:17.380 --> 02:28:21.859]  unstoppable. Folks I'm telling you right now Kennedy
[02:28:21.859 --> 02:28:26.820]  is polling at about 20% on the Democrat side. If that number gets to 25 or 30
[02:28:26.820 --> 02:28:32.380]  percent this is this they're not gonna be able to put this genie back in the
[02:28:32.380 --> 02:28:37.140]  bottle. Joe Biden already got away with not running a presidential campaign but
[02:28:37.140 --> 02:28:40.260]  that was against Donald Trump. So the Democrats accepted it. They hated Donald
[02:28:40.260 --> 02:28:43.900]  Trump so much they would sacrifice their own mother to get Donald Trump out of
[02:28:43.900 --> 02:28:48.100]  their way. But with RFK this is a different scenario. If Biden does not
[02:28:48.220 --> 02:28:52.580]  campaign, which we know he's not gonna do, how are they going to steal this
[02:28:52.580 --> 02:28:56.980]  nomination? It's gonna be so obvious.
[02:28:57.460 --> 02:29:02.619]  Just weeks ago I warned the world that the globalists were gonna move against
[02:29:02.619 --> 02:29:05.779]  Tucker Carlson and take him off the air. People said no way he's the most powerful
[02:29:05.779 --> 02:29:09.260]  that ever happened. They've got quadrillions of stolen money. They only
[02:29:09.260 --> 02:29:12.100]  had Tucker Carlson on the air because they believe they can control him. But as soon
[02:29:12.100 --> 02:29:15.580]  as they figured out they couldn't he was taken off the air. It's the same thing
[02:29:15.580 --> 02:29:20.619]  with Infowars. But Infowars is not owned by Fox or controlled by George Soros or
[02:29:20.619 --> 02:29:25.660]  owned by Spotify like Joe Rogan. We are only beholden to our viewers and our
[02:29:25.660 --> 02:29:30.340]  listeners. And when you support us we're unstoppable. I'm not underwritten by
[02:29:30.340 --> 02:29:36.619]  Rupert Murdoch or by George Soros. I'm underwritten by you, which is we the
[02:29:36.619 --> 02:29:39.619]  people. So I want to thank you for your support and encourage viewers and listeners to
[02:29:39.619 --> 02:29:44.580]  understand. Please don't take Infowars for granted. We're barely hanging on. We
[02:29:44.580 --> 02:29:47.980]  need your word of mouth, your prayer, your financial support. We're all getting great
[02:29:47.980 --> 02:29:51.300]  products at the same time at Infowarsstore.com. So don't procrastinate.
[02:29:51.300 --> 02:29:54.859]  Go to Infowarsstore.com. Get amazing products that keep us on the air and
[02:29:54.859 --> 02:30:00.460]  never submit to these tyrants. In the early 1900s certain companies were
[02:30:00.460 --> 02:30:05.779]  off-gassing highly toxic fluoride gases into the atmosphere. The surrounding
[02:30:05.779 --> 02:30:11.460]  communities began to get sick. Laws were enacted to compel these corporations to
[02:30:11.460 --> 02:30:16.539]  install scrubbers to convert these gases into fluorosilicic acid. Still
[02:30:16.539 --> 02:30:21.820]  highly toxic but containable. Now these companies had a stockpile of this poison
[02:30:21.820 --> 02:30:25.939]  and there was no affordable way to dispose of it. Lucky for them one of their
[02:30:25.939 --> 02:30:29.820]  major stockholders was also the Secretary of the Treasury who was
[02:30:29.820 --> 02:30:34.820]  responsible for the Public Health Service at the time. And by 1950 the US
[02:30:34.820 --> 02:30:39.580]  government began buying this toxic untreated industrial waste product and
[02:30:39.699 --> 02:30:44.180]  dumping it into our drinking water. Reputable studies show that it's causing
[02:30:44.180 --> 02:30:49.859]  various cancers and other disease. With the Alexa Pure Pro you can have clean
[02:30:49.859 --> 02:30:55.140]  drinking water and a remedy to this madness. Available now at Infowarsstore.com
[02:30:55.140 --> 02:31:02.420]  I talk a lot about the great successes Infowars has had. I don't
[02:31:02.420 --> 02:31:06.699]  think anybody can deny it. And it is because of listeners and viewers
[02:31:06.699 --> 02:31:10.779]  supporting us. When we talk about the crew at Infowars, people behind the scenes,
[02:31:10.779 --> 02:31:17.300]  the researchers, the writers, they really have been the MVPs in this fight. And we
[02:31:17.300 --> 02:31:20.980]  look at Harrison Smith and Owen Schroer and the hard work they engage in every
[02:31:20.980 --> 02:31:26.380]  day, five, six, seven days a week. It's really just incredible. So for myself
[02:31:26.380 --> 02:31:30.340]  and the whole Infowars crew I thank you for your past support. And I want to encourage you
[02:31:30.340 --> 02:31:35.420]  now to realize that Infowars cannot stay on air if you do not support us. I know
[02:31:35.420 --> 02:31:38.460]  you spread the word. I know you pray for us. That's wonderful. Keep doing it. But
[02:31:38.460 --> 02:31:42.980]  most viewers and listeners never go to Infowarsstore.com and you never buy
[02:31:42.980 --> 02:31:46.420]  great products that enrich and empower your life all at the same time keep us on
[02:31:46.420 --> 02:31:50.060]  air. I know that less than 1% of our listeners actually go buy products at
[02:31:50.060 --> 02:31:54.580]  Infowarsstore.com. If just 1% more of you took action and went to Infowarsstore.com
[02:31:54.580 --> 02:31:58.300]  our funding problems will be over. Please take action now. Ladies and
[02:31:58.300 --> 02:32:02.460]  gentlemen, this book, The Great Reset and War for the World, is a historic book that
[02:32:02.460 --> 02:32:06.340]  documents the globalists in their own words plan for our future. That is a
[02:32:06.340 --> 02:32:10.220]  hellish future. Now you'll always, while they still allow books I guess they're
[02:32:10.220 --> 02:32:13.380]  starting to ban them, be able to get an unsigned copy of The Great Reset and War
[02:32:13.380 --> 02:32:17.859]  for the World at bookstores, Amazon or Infowarsstore.com. But you will never be
[02:32:17.859 --> 02:32:22.180]  able to get another signed copy of the book after the signed copies we got run
[02:32:22.180 --> 02:32:26.260]  out. And there's about a thousand left of them right now. So get your copy of The
[02:32:26.260 --> 02:32:30.420]  Great Reset and the War for the World a signed copy at Infowarsstore.com. And
[02:32:30.660 --> 02:32:34.619]  there is a markup there because this is a fundraiser to keep us on the air. So
[02:32:34.619 --> 02:32:37.660]  you won't just have this historic memento and this powerful book. You'll
[02:32:37.660 --> 02:32:41.260]  also know that you help keep Infowars on the air. I want to thank those of you
[02:32:41.260 --> 02:32:44.619]  that have gotten signed copies of the book or unsigned copies. But I want to
[02:32:44.619 --> 02:32:49.300]  encourage all of you who haven't yet to go to Infowarsstore.com and get a signed
[02:32:49.300 --> 02:32:53.500]  copy and buy a couple of unsigned copies and donate to the library or give them to
[02:32:53.500 --> 02:32:57.020]  the local school. This is an Infowar. I'm counting on you and thank you for your
[02:32:57.020 --> 02:32:57.460]  support.
[02:32:58.619 --> 02:33:04.980]  Leading a frontal assault on the lies of the New World Order. It's Alex Jones.
[02:33:06.400 --> 02:33:21.400]  You are listening to an InfoWars.com Frontline Report. If you are receiving this transmission,
[02:33:21.400 --> 02:33:27.400]  you are the resistance. And now, your host, Owen Troyer.
[02:33:27.400 --> 02:33:35.039]  You ever try to campaign as a Democrat? Ever wonder what's that like? Here's a little taste
[02:33:35.039 --> 02:33:38.039]  of it. Here's what it might be like in Clip 11.
[02:33:38.039 --> 02:33:45.039]  Hello, who is this? My name is Richard Lee, and I'm running for
[02:33:45.039 --> 02:33:49.039]  City Council, so I just wanted to introduce myself.
[02:33:49.039 --> 02:33:53.039]  Excuse me? My name is Richard Lee, and I'm running for
[02:33:53.039 --> 02:33:59.039]  City Council, so I just wanted to say hello. Are you a Democrat?
[02:33:59.039 --> 02:34:03.039]  Yeah. Then leave.
[02:34:03.039 --> 02:34:10.039]  Thank you. Yeah.
[02:34:10.039 --> 02:34:15.039]  Do you think Elon Musk can build a spaceship large enough to fit every liberal progressive
[02:34:15.039 --> 02:34:20.039]  Democrat on it and blast it to Mars? We want it to arrive safely.
[02:34:20.039 --> 02:34:24.039]  You know, they hate Earth so much, it's all going to burn up and be, you know, basically
[02:34:24.039 --> 02:34:28.039]  a rock, just completely burned to a crisp, they say, in, what, ten years now?
[02:34:28.039 --> 02:34:32.039]  Do we have ten years left? Five years? Who knows? Or maybe it's already there.
[02:34:32.039 --> 02:34:37.039]  So they should all just go to Mars. Do you think Elon Musk can build a spaceship big enough for that?
[02:34:37.039 --> 02:34:42.039]  That'd be a good use of his time, I think, and all the public money he gets.
[02:34:42.039 --> 02:34:48.039]  So, yeah, folks, the whole facade that the Democrat Party is popular at all
[02:34:48.039 --> 02:34:53.039]  is really, really starting to wane.
[02:34:53.039 --> 02:34:58.039]  It continues, though, with Tucker Carlson. And guys, will you bring me that New York
[02:34:58.039 --> 02:35:03.039]  Times tweet? Because this is so key. I want to get into the latest here with Tucker Carlson.
[02:35:03.039 --> 02:35:10.039]  But let me just go back to a big story from yesterday.
[02:35:10.039 --> 02:35:16.039]  And it's still big today. U.S. Army PSYOP expert.
[02:35:16.039 --> 02:35:21.039]  Fox News fired Tucker Carlson to maintain semi-lobotomized,
[02:35:21.039 --> 02:35:26.039]  quasi-retarded population. That's an exact quote.
[02:35:26.039 --> 02:35:31.039]  That's not paraphrasing. That's your exact quote.
[02:35:31.039 --> 02:35:36.039]  But what does that really mean?
[02:35:36.039 --> 02:35:41.039]  What is this Army PSYOP expert really saying?
[02:35:41.039 --> 02:35:46.039]  The mainstream media is meant to make you uninformed,
[02:35:46.039 --> 02:35:51.039]  keep you ignorant, and have you passionate about things
[02:35:51.039 --> 02:35:56.039]  that do not matter. And while I can relate and forgive,
[02:35:56.039 --> 02:36:01.039]  for example, you have the NFL draft going on right now,
[02:36:01.039 --> 02:36:06.039]  which, by the way, you know that whole joke about football being gay?
[02:36:06.039 --> 02:36:11.039]  There is nothing gayer in football than the NFL draft.
[02:36:11.039 --> 02:36:16.039]  There is nothing gayer. Now it's like a weird fashion show and some weird fan fest.
[02:36:17.039 --> 02:36:22.039]  But here's why I'm saying this.
[02:36:22.039 --> 02:36:27.039]  I don't even get mad at a football fan that puts on a ridiculous outfit
[02:36:27.039 --> 02:36:32.039]  to go to a draft party, or the football fan that does the body paint
[02:36:32.039 --> 02:36:37.039]  and screams for their team for three hours on Sunday.
[02:36:37.039 --> 02:36:42.039]  It's fun. You're a fan. Maybe your dad was a fan too and took you all the games.
[02:36:42.039 --> 02:36:47.039]  I'm not even mad. The point is that, use this as an analogy.
[02:36:50.310 --> 02:36:54.310]  An NFL football fan that goes to the games every Sunday,
[02:36:54.310 --> 02:36:58.310]  does three hours of tailgating, watches all the news on your football team,
[02:36:58.310 --> 02:37:00.310]  follows all the talk shows on your football team,
[02:37:00.310 --> 02:37:05.310]  and it's that somehow becomes connected to your reality,
[02:37:05.310 --> 02:37:10.310]  and your prosperity, and your future, and your emotions, and your state of mind.
[02:37:10.310 --> 02:37:16.310]  When really at the end of the day, it has absolutely no meaning whatsoever.
[02:37:16.310 --> 02:37:19.310]  It's a child's game.
[02:37:21.550 --> 02:37:30.550]  Can you imagine how many football fans out there with that passion if they applied that to things that actually mattered?
[02:37:30.550 --> 02:37:33.550]  But that wouldn't be fun, that wouldn't be easy, so they don't do it.
[02:37:33.550 --> 02:37:39.550]  But that's what I'm talking about. That's your semi-lobotomized, quasi-retarded population.
[02:37:39.550 --> 02:37:48.550]  Again, I'm not insulting you if you're a football fan, but if you are that football fan and you don't even have a clue what's going on in the world,
[02:37:48.550 --> 02:37:57.550]  then you are that semi-lobotomized, quasi-retarded member of the population that the Army PSYOP expert is talking about.
[02:37:57.550 --> 02:38:03.550]  That's you. And you have every right to be that person. That's where the establishment wants you.
[02:38:03.550 --> 02:38:06.550]  That's where your government wants you.
[02:38:06.500 --> 02:38:14.940]  So, they don't want you to know that the vaccines are dangerous, could cause autism, potentially
[02:38:14.940 --> 02:38:15.980]  kill you.
[02:38:15.980 --> 02:38:19.180]  They want you to be retarded and uninformed.
[02:38:19.180 --> 02:38:22.740]  They don't want you to know about Seymour Hersh breaking the news that we all already
[02:38:22.740 --> 02:38:26.900]  knew that Joe Biden blew up the Nord Stream 2 pipeline, a total act of terror.
[02:38:27.140 --> 02:38:33.580]  They don't want you to know about Anthony Fauci funding the Wuhan lab, the gain of function
[02:38:33.580 --> 02:38:36.380]  research, lying about it under oath.
[02:38:36.380 --> 02:38:41.840]  They want you uninformed, semi-lobotomized, and say, what is the lobotomized thing?
[02:38:41.840 --> 02:38:48.199]  So the retarded thing is, you can't think, you can't even find information, you don't
[02:38:48.199 --> 02:38:56.840]  even know what's going on, and then the lobotomized thing is, even if you get to see it, you now
[02:38:56.840 --> 02:39:01.439]  can't even properly respond to it because you've been lobotomized.
[02:39:01.439 --> 02:39:06.080]  Like for example, you see a Tucker Carlson show, oh, he's a racist bigot.
[02:39:06.080 --> 02:39:12.599]  You can't even consume or respond to what he's saying.
[02:39:12.599 --> 02:39:15.880]  But what is the takeaway here that he says?
[02:39:15.880 --> 02:39:24.720]  And it's not just Tucker Carlson, quite frankly, it's many others like Alex Jones and Infowars.
[02:39:24.720 --> 02:39:26.720]  What does Tucker Carlson do?
[02:39:26.720 --> 02:39:32.720]  What does Alex Jones do that really changes the world?
[02:39:32.720 --> 02:39:35.380]  It's not just the news coverage.
[02:39:35.380 --> 02:39:39.920]  It's not just what they talk about or even how they say it.
[02:39:39.920 --> 02:39:44.980]  It's the fact that they make you think.
[02:39:44.980 --> 02:39:52.439]  They don't make you feel, you might feel something, but they make you think.
[02:39:52.439 --> 02:39:57.279]  And then once you think, you might get curious.
[02:39:57.279 --> 02:40:02.080]  And then if you get curious, you might become resourceful.
[02:40:02.080 --> 02:40:07.800]  And then if you get resourceful, you might start to do some research and become informed.
[02:40:07.800 --> 02:40:14.560]  And then if you're informed, all of a sudden, the establishment propaganda and control doesn't
[02:40:14.560 --> 02:40:16.279]  work on you.
[02:40:16.400 --> 02:40:21.400]  That's why they had to censor Alex Jones.
[02:40:21.400 --> 02:40:24.400]  That's why they had to fire Tucker Carlson.
[02:40:24.400 --> 02:40:28.400]  That's why the U.S. Army PSYOPs expert says
[02:40:28.400 --> 02:40:33.400]  the establishment wants a semi-lobotomized, quasi-retarded population.
[02:40:33.400 --> 02:40:35.400]  They don't want you thinking for yourself.
[02:40:35.400 --> 02:40:37.400]  They don't want you researching for yourself.
[02:40:37.400 --> 02:40:39.400]  They don't want you to be resourceful.
[02:40:39.400 --> 02:40:43.400]  They want you to take whatever it is they regurgitate to you,
[02:40:44.400 --> 02:40:47.400]  accept it as truth, and then move on, paint your body,
[02:40:47.400 --> 02:40:50.400]  and go to your favorite football team game.
[02:40:50.400 --> 02:40:54.400]  Meanwhile, you're having everything stolen from you
[02:40:54.400 --> 02:40:57.400]  in the past, present, and future.
[02:40:57.400 --> 02:41:00.400]  But you're a semi-lobotomized, quasi-retarded member of the population,
[02:41:00.400 --> 02:41:02.400]  so you don't even know what's going on.
[02:41:02.400 --> 02:41:07.400]  You're essentially a dodo bird getting eaten up for sport.
[02:41:07.400 --> 02:41:11.400]  Now, the New York Times with this today.
[02:41:11.400 --> 02:41:13.400]  This is hilarious.
[02:41:13.400 --> 02:41:15.400]  They are obsessed.
[02:41:15.400 --> 02:41:17.400]  So it just shows you that they...
[02:41:17.400 --> 02:41:19.400]  Now, remember this.
[02:41:19.400 --> 02:41:24.400]  Monday and Tuesday, what was the response from the haters in the media?
[02:41:24.400 --> 02:41:28.400]  What was the response from the tyrants, the authoritarians, the leftists in the media?
[02:41:28.400 --> 02:41:31.400]  They were all celebrating, it's over for Tucker.
[02:41:31.400 --> 02:41:35.400]  They were holding his beheaded head up, bleeding out from the neck.
[02:41:35.400 --> 02:41:36.400]  They were scalping him.
[02:41:36.400 --> 02:41:38.400]  They were celebrating it.
[02:41:38.400 --> 02:41:41.400]  Kat Abou, whose job it is to follow Tucker Carlson,
[02:41:41.400 --> 02:41:43.400]  thought she was finally over her job, but not so fast, Kat.
[02:41:43.400 --> 02:41:45.400]  I think you're still going to be employed.
[02:41:45.400 --> 02:41:49.400]  You can still watch Tucker Carlson for work and hate him so much.
[02:41:49.400 --> 02:41:50.400]  But remember, that's what they were doing.
[02:41:50.400 --> 02:41:51.400]  They were celebrating.
[02:41:51.400 --> 02:41:52.400]  It's over for Tucker.
[02:41:52.400 --> 02:41:53.400]  We got him off the air.
[02:41:53.400 --> 02:41:55.400]  Yeah, pop the champagne, blow up the confetti.
[02:41:55.400 --> 02:41:56.400]  We've done it.
[02:41:56.400 --> 02:41:58.400]  Yay, it's here.
[02:41:58.400 --> 02:41:59.400]  And then what happens?
[02:41:59.400 --> 02:42:01.400]  Tucker Carlson does a two-and-a-half-minute video on Twitter
[02:42:01.400 --> 02:42:02.400]  that gets 70 million views.
[02:42:02.400 --> 02:42:04.400]  Oh!
[02:42:04.400 --> 02:42:06.400]  And so now they're back at the attack.
