[00:00.000 --> 00:24.280]  Infowars, tomorrow's news today.
[02:07:04.380 --> 02:07:07.380]  and knocks on your door and wants to abuse you,
[02:07:07.380 --> 02:07:08.380]  you really can't believe it.
[02:07:08.380 --> 02:07:10.380]  You can't even believe it's going on.
[02:07:10.380 --> 02:07:13.380]  And that's why the COVID phenomenon was such a major awakening moment
[02:07:13.380 --> 02:07:15.380]  because now here they are, making you wear a mask,
[02:07:15.380 --> 02:07:18.380]  making your kids wear a mask, making you take this injection,
[02:07:18.380 --> 02:07:20.380]  making your kids take this injection, shutting down your business.
[02:07:20.380 --> 02:07:22.380]  So it was like, that was the first time for a lot of people
[02:07:22.380 --> 02:07:23.380]  that tyranny came to your front door.
[02:07:23.380 --> 02:07:27.380]  But for you, it went well beyond that with the political persecution.
[02:07:27.380 --> 02:07:32.380]  So what warning would you give Americans watching this happen to Trump,
[02:07:32.380 --> 02:07:36.380]  even if they hate Trump, watching this political persecution happening to Trump,
[02:07:36.380 --> 02:07:39.380]  what warning do you think they need to have
[02:07:39.380 --> 02:07:43.380]  thinking that this is just Donald Trump that this is going to happen to?
[02:07:43.380 --> 02:07:45.380]  Thank you so much for the question.
[02:07:45.380 --> 02:07:48.380]  So I've been an experienced emergency physician for more than 20 years
[02:07:48.380 --> 02:07:50.380]  when SARS-2 came to America.
[02:07:50.380 --> 02:07:54.380]  I want to remind people, I'm not sure you know even Owen, I'm also an attorney.
[02:07:54.380 --> 02:07:56.380]  So I was looking at what was going on.
[02:07:56.380 --> 02:07:58.380]  It was very clear to me that we had a medical issue,
[02:07:58.380 --> 02:08:01.380]  which we doctors could have handled, but we had a legal crisis,
[02:08:01.380 --> 02:08:04.380]  a constitutional crisis, and this is what I started speaking out against.
[02:08:04.380 --> 02:08:07.380]  Really, as early as April 2020,
[02:08:07.380 --> 02:08:09.380]  I do think I'm a little bit different than the average physician
[02:08:09.380 --> 02:08:12.380]  because I really saw the legal threat very, very early.
[02:08:12.380 --> 02:08:15.380]  It makes no difference if you like Trump, dislike Trump.
[02:08:15.380 --> 02:08:19.380]  We have a situation where Trump, as a potential defendant,
[02:08:19.380 --> 02:08:22.380]  was investigated by the federal government.
[02:08:22.380 --> 02:08:26.380]  I think it was like 2016 or 2000, whatever that was, 2015, 2016.
[02:08:26.380 --> 02:08:29.380]  The federal government, who was itching to get Trump,
[02:08:29.380 --> 02:08:32.380]  refused to indict because there simply isn't the evidence there.
[02:08:32.380 --> 02:08:40.380]  Then a person who is a known liar, a perjury, Michael Cohen, implicates Trump,
[02:08:40.380 --> 02:08:44.380]  and now the state of New York has picked this up in an effort to derail Trump.
[02:08:44.380 --> 02:08:46.380]  So how bizarre is that?
[02:08:46.380 --> 02:08:49.380]  Let's say you're a hardcore, you hate Trump.
[02:08:49.380 --> 02:08:52.380]  Do you really think that we should live in a country
[02:08:52.380 --> 02:08:54.380]  where the federal government says, hey, this isn't a thing?
[02:08:54.380 --> 02:08:57.380]  Five years later, the person runs for office,
[02:08:57.380 --> 02:09:00.380]  and then the state says this is the thing and we're going to go after it.
[02:09:00.380 --> 02:09:03.380]  This is incredibly dangerous from a legal perspective.
[02:09:03.380 --> 02:09:12.380]  I saw a lot of tyranny in the medical system that came into focus in 2020,
[02:09:12.380 --> 02:09:15.380]  but we would never have been able to have had the medical tyranny
[02:09:15.380 --> 02:09:17.380]  that we've been experiencing in the last three years.
[02:09:17.380 --> 02:09:21.380]  If it hadn't been built up to really, it started slowly in the 80s and 90s,
[02:09:21.380 --> 02:09:23.380]  and it just took tremendous,
[02:09:23.380 --> 02:09:28.380]  went a tremendous speed of the medical tyranny starting really in 2008 with Obamacare.
[02:09:28.380 --> 02:09:35.380]  So understand that when you see somebody like a former president being indicted,
[02:09:35.380 --> 02:09:39.380]  that's really the last or second to last step in collapse,
[02:09:39.380 --> 02:09:41.380]  in that case, of the judicial system.
[02:09:41.380 --> 02:09:44.380]  Medical tyranny was only possible in 2020,
[02:09:44.380 --> 02:09:50.380]  but it was a last step in about a 30-year process of medical tyranny being institutionalized.
[02:09:50.380 --> 02:09:53.380]  Well, and it just became so normalized, too,
[02:09:53.380 --> 02:09:56.380]  where a lot of people, when they look at it from a different perspective,
[02:09:56.380 --> 02:10:01.380]  like one way to get people to understand the vaccine tyranny
[02:10:01.380 --> 02:10:07.380]  is when they see the images of the baby with 76 vaccines throughout their body
[02:10:07.380 --> 02:10:13.380]  or the list of all the injections they get before they even turn one year old,
[02:10:13.380 --> 02:10:15.380]  but they're not really thinking about it in time.
[02:10:15.380 --> 02:10:17.380]  They're under the fear.
[02:10:17.380 --> 02:10:19.380]  They're just in the moment with all the emotions,
[02:10:19.380 --> 02:10:21.380]  and they're told, you need to get all these vaccines
[02:10:21.380 --> 02:10:23.380]  or your baby's going to die from all these different diseases,
[02:10:23.380 --> 02:10:24.380]  and everybody does it.
[02:10:24.380 --> 02:10:25.380]  It's perfectly safe.
[02:10:25.380 --> 02:10:29.380]  And so it just feels routine, part of the procedure,
[02:10:29.380 --> 02:10:32.380]  but then when you kind of step back after it and you look at the,
[02:10:32.380 --> 02:10:34.380]  oh, wait, wow, 76 injections?
[02:10:34.380 --> 02:10:39.380]  Oh, wow, my baby weighs eight pounds or whatever,
[02:10:39.380 --> 02:10:43.380]  and I put in a pound of liquids, foreign fluids, into their bodies before they even turn one?
[02:10:43.380 --> 02:10:47.380]  That's the kind of stuff where it's like, whoa, actually, what is this?
[02:10:47.380 --> 02:10:50.380]  Is that the type of medical tyranny you're talking about, the slow creep?
[02:10:50.380 --> 02:10:51.380]  Yes.
[02:10:51.380 --> 02:10:53.380]  Yeah, for sure it's a slow creep.
[02:10:53.380 --> 02:10:54.380]  I don't know if it's true or false,
[02:10:54.380 --> 02:10:59.380]  but there's that old story about you drop a frog into boiling water and he jumps out right away,
[02:10:59.380 --> 02:11:01.380]  but if you put him into water and you heat it up,
[02:11:01.380 --> 02:11:04.380]  degree by degree by degree, he stays in until he's boiled.
[02:11:04.380 --> 02:11:06.380]  It's exactly like that.
[02:11:06.380 --> 02:11:10.380]  There's been this creeping tyranny really across our entire society,
[02:11:10.380 --> 02:11:15.380]  and it just became so obvious after 2020 that doctors like myself had to step out and point it out.
[02:11:15.380 --> 02:11:19.380]  You know, ER doctors are essentially like MacGyvers.
[02:11:19.380 --> 02:11:20.380]  We find solutions.
[02:11:20.380 --> 02:11:25.380]  I've really spent the last couple of years figuring out what is the solution for the average American,
[02:11:25.380 --> 02:11:28.380]  because you're right, the average American really doesn't know what to believe.
[02:11:28.380 --> 02:11:30.380]  They're being pummeled with misinformation and tyranny all around them,
[02:11:30.380 --> 02:11:32.380]  incrementally, right?
[02:11:32.380 --> 02:11:33.380]  So they need better sources.
[02:11:33.380 --> 02:11:35.380]  Infowars does that.
[02:11:35.380 --> 02:11:36.380]  Bull Care does that.
[02:11:36.380 --> 02:11:38.380]  So we need to keep sounding the alarm.
[02:11:38.380 --> 02:11:46.380]  But if the question is if there's an actual crisis now, it's a four alarm crisis, five alarm crisis.
[02:11:46.380 --> 02:11:51.380]  I like to say that I think Americans would have recognized economic tyranny.
[02:11:51.380 --> 02:11:53.380]  We've been kind of warned about that.
[02:11:53.380 --> 02:11:59.380]  You know, communist nations like in the past that would do poorly because of the money,
[02:11:59.380 --> 02:12:04.380]  and then we knew about religious tyranny like Venezuela, Cuba, et cetera.
[02:12:04.380 --> 02:12:07.380]  I think we were ill-prepared for medical tyranny.
[02:12:07.380 --> 02:12:14.380]  Well, it turns out of all the ways in which tyranny can enter a nation, medical is actually the fastest.
[02:12:14.380 --> 02:12:15.380]  We saw a complete collapse.
[02:12:15.380 --> 02:12:19.380]  If you look back on history, this is actually a comment.
[02:12:19.380 --> 02:12:20.380]  This is a trick they do all the time.
[02:12:20.380 --> 02:12:25.380]  I like to reference people to the French Revolution, Robespierre, reign of terror.
[02:12:25.380 --> 02:12:26.380]  They had a committee on public safety,
[02:12:27.380 --> 02:12:30.380]  and the committee on public safety basically did away with people's civil rights.
[02:12:30.380 --> 02:12:33.380]  And they could only do that because people are so afraid.
[02:12:33.380 --> 02:12:37.380]  So be forewarned that medical tyranny is really just the gateway drug into tyranny,
[02:12:37.380 --> 02:12:42.380]  and it was much more effective and much more rapid than religious tyranny and economic tyranny.
[02:12:42.380 --> 02:12:45.380]  Don't be lulled because you think it's medical or doctor.
[02:12:45.380 --> 02:12:48.380]  It's simply the gateway drug to tyranny.
[02:12:48.380 --> 02:12:54.380]  Well, and look at what suffering came to people that didn't take the vaccine.
[02:12:54.380 --> 02:12:56.380]  A lot of people lost their jobs.
[02:12:56.380 --> 02:13:00.380]  When the shutdowns happened, a lot of people lost their businesses.
[02:13:00.380 --> 02:13:04.380]  People removed from the military, kicked out of their schools.
[02:13:04.380 --> 02:13:08.380]  I mean, like you said, it happened in the blink of an eye, and it was fear.
[02:13:08.380 --> 02:13:11.380]  Fear was the launch platform.
[02:13:11.380 --> 02:13:15.380]  I wrote an article early on, right, April 2020,
[02:13:15.380 --> 02:13:22.380]  and I said, you know, a thief, a mugger, a thief can rob you in the middle of the day, right?
[02:13:22.380 --> 02:13:24.380]  They, you know, put a gun, give you money, et cetera.
[02:13:24.380 --> 02:13:30.380]  Or he can just kind of do a stealth maneuver when you're not looking, like an embezzler, for example.
[02:13:30.380 --> 02:13:32.380]  That's what we're in the middle of.
[02:13:32.380 --> 02:13:38.380]  We are in the middle of losing our freedoms incrementally because it's been advertised as something different.
[02:13:38.380 --> 02:13:42.380]  For example, digital currency, that's where we're kind of going.
[02:13:42.380 --> 02:13:45.380]  And people are being sold the myth, well, not the myth.
[02:13:45.380 --> 02:13:48.380]  They're being sold part of the truth, which is, hey, this would be super convenient.
[02:13:48.380 --> 02:13:52.380]  I mean, who wouldn't think it's convenient, you know, to just pay with digital currency?
[02:13:52.380 --> 02:13:57.380]  But they're not being told the other part of it, which is you can be completely controlled
[02:13:57.380 --> 02:14:00.380]  if another entity controls all the money that you possess, right?
[02:14:00.380 --> 02:14:04.380]  So the media is out there explaining part of the story, not the other part.
[02:14:04.380 --> 02:14:07.380]  This is very biased. It's called omission bias.
[02:14:07.380 --> 02:14:13.380]  It's when media or other people tell you truth, but only a half truth, and then you miss the whole thing.
[02:14:13.380 --> 02:14:15.380]  That's what happened during COVID.
[02:14:15.380 --> 02:14:19.380]  We were told things that were kind of half true and partial truths.
[02:14:19.380 --> 02:14:23.380]  And, you know, but the good news, I don't like people to get too depressed.
[02:14:23.380 --> 02:14:25.380]  The good news is there really are people fighting back.
[02:14:25.380 --> 02:14:28.380]  In my area of medical, there really are people fighting back, and we are going to bring you the truth.
[02:14:28.380 --> 02:14:30.380]  And there is a way forward.
[02:14:30.380 --> 02:14:34.380]  Now, what is that fight looking like right now?
[02:14:34.380 --> 02:14:39.380]  Because sadly, the exposure is not where it needs to be.
[02:14:39.380 --> 02:14:41.380]  Listen, we have an uphill battle.
[02:14:41.380 --> 02:14:45.380]  The left, it's not classic liberals. It's leftists, Marxists.
[02:14:45.380 --> 02:14:48.380]  They control the levers of most power in our nation, right?
[02:14:48.380 --> 02:14:52.380]  They certainly control the media. They control academia.
[02:14:52.380 --> 02:14:55.380]  But there's a lot of things the average person can do to fight back.
[02:14:55.380 --> 02:15:00.380]  For one, you have to put your money into businesses that align with your values.
[02:15:00.380 --> 02:15:04.380]  So public square, you know, is one that's kind of putting forth all the businesses.
[02:15:04.380 --> 02:15:08.380]  Infowars, you have to support the media people who are telling you the truth.
[02:15:08.380 --> 02:15:12.380]  You have to not support, in my lane, you have to not support medical Marxism.
[02:15:12.380 --> 02:15:17.380]  I talk about this a lot, that what we have in America is medical Marxism,
[02:15:17.380 --> 02:15:19.380]  which is simply going to be Marxism.
[02:15:19.380 --> 02:15:26.380]  And what I mean by that is every month, most Americans pay a lot of money to an insurance company.
[02:15:26.380 --> 02:15:29.380]  Either they're paying it themselves if they're self-insured,
[02:15:29.380 --> 02:15:32.380]  or they're paying it partially with their employer, and the employer is paying it.
[02:15:32.380 --> 02:15:33.380]  But we spend a lot of money.
[02:15:33.380 --> 02:15:38.380]  In fact, the average family of four spends $2,000 every month to an insurance company.
[02:15:38.380 --> 02:15:45.380]  The insurance company then controls the narrative about they do lobbying, they do investing with that money.
[02:15:45.380 --> 02:15:48.380]  All right, we're up against a break. Let's pick this up from the beginning.
[02:15:48.380 --> 02:15:54.380]  Medical Marxism with Dr. Simone Gold right here on the Alex Jones Show. Don't go anywhere.
[02:15:57.380 --> 02:16:02.380]  We now have three new game-changing products that are in stock at a full-worth store.
[02:16:03.380 --> 02:16:07.380]  And one of our best selling products sold out for over a year that's now back in stock.
[02:16:07.380 --> 02:16:10.380]  Our Prebiotic does any introduction.
[02:16:10.380 --> 02:16:13.380]  There's such amazing things for your gut flora, your overall health.
[02:16:13.380 --> 02:16:16.380]  What it does is essential. Go read about it at info.store.com.
[02:16:16.380 --> 02:16:20.380]  And now, the fourth toothpaste designed by my dad, the last two were big hits.
[02:16:20.380 --> 02:16:22.380]  This one is really special.
[02:16:22.380 --> 02:16:28.380]  It's turmeric concentrate with a bunch of other essential oils and so much more to take your mouth's health to the next level.
[02:16:28.380 --> 02:16:36.380]  We also have high-quality ashwagandha root for your libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill.
[02:16:36.380 --> 02:16:40.380]  And we have ashwagandha root gummies as well. Very strong, very powerful.
[02:16:40.380 --> 02:16:43.380]  Now in stock at info.store.com.
[02:16:43.380 --> 02:16:48.380]  Go there, experience these great products and others and fund the info war.
[02:16:48.380 --> 02:16:50.380]  The only way we fail is not taking action.
[02:16:50.380 --> 02:16:51.380]  God bless you.
[02:16:51.380 --> 02:16:56.380]  Now please visit info.store.com and experience these powerful products for yourself.
[02:16:58.380 --> 02:17:02.380]  Thousands of former Nazis went to work for the United States government.
[02:17:02.380 --> 02:17:06.380]  A flying disk has been found and is now in the possession of the army.
[02:17:06.380 --> 02:17:08.380]  Here is a bulletin from CBS News.
[02:17:08.380 --> 02:17:10.380]  President Kennedy has been shot.
[02:17:10.380 --> 02:17:14.380]  This is a different kind of war.
[02:17:14.380 --> 02:17:18.380]  The USS Liberty had just been attacked by Israeli jets and competitors.
[02:17:18.380 --> 02:17:22.380]  The CIA could manipulate the news in the United States.
[02:17:22.380 --> 02:17:26.380]  They took the babies out of incubators and left the children to die on the cold spot.
[02:17:26.380 --> 02:17:30.380]  It was almost as if it were a plan in full. It just tanked him.
[02:17:30.380 --> 02:17:32.380]  We need to go into the Capitol.
[02:17:34.380 --> 02:17:36.380]  You will always have conspiracy theories.
[02:17:36.380 --> 02:17:38.380]  They are nothing but distractions.
[02:17:38.380 --> 02:17:40.380]  You guys censored Harvard educated doctors.
[02:17:40.380 --> 02:17:42.380]  You silenced those voices.
[02:17:42.380 --> 02:17:46.380]  What we want to do in Davos is push the reset button.
[02:17:46.380 --> 02:17:53.380]  As soon as we start exposing the great reset, the sooner these globalists start going to prison.
[02:17:57.380 --> 02:18:10.380]  Right now, I am not talking to the viewers and listeners that have gone to mfullwarestore.com and gotten the great products that enrich your life, that empower your immune system and your body, and keep us on air.
[02:18:10.380 --> 02:18:18.380]  I am humbly, hand in hand, talking to the viewers and listeners that have tuned in, many of you for years, and never gone to mfullwarestore.com.
[02:18:19.380 --> 02:18:27.380]  We know the vast, vast, vast, vast majority of you never actually go to mfullwarestore.com and never experience these great products and never find the operation.
[02:18:27.380 --> 02:18:32.380]  Sure, you share a link, you share an article, you tell folks about the show, that's great and I thank you.
[02:18:32.380 --> 02:18:34.380]  But we need funds to operate.
[02:18:34.380 --> 02:18:42.380]  Plus, we've got really great products that do amazing things for people like our CBD oil and our fizzy magnesium and our sleep aid and our nitric oxide and our Real Red Pill Plus.
[02:18:42.380 --> 02:18:44.380]  All of these are really great products.
[02:18:44.380 --> 02:18:45.380]  They keep us on air.
[02:18:45.380 --> 02:18:47.380]  Plus, you're missing out on having these products.
[02:18:47.380 --> 02:18:56.380]  So get off the bench, get in the game, step to the plate and go to mfullwarestore.com right now and get these great mfullwarestore products at mfullwarestore.com.
[02:18:58.380 --> 02:19:05.380]  Ladies and gentlemen, this book, The Great Reset in the World for the World, is a historic book that documents the globalist in their own words,
[02:19:05.380 --> 02:19:08.380]  plan for our future that is a hellish future.
[02:19:08.380 --> 02:19:16.380]  Now you'll always, while they still allow books I guess, they're starting to ban them, be able to get an unsigned copy of The Great Reset in the World for the World at bookstores, Amazon or mfullwarestore.com.
[02:19:17.380 --> 02:19:23.380]  But you will never be able to get another signed copy of the book after the signed copies we got run out.
[02:19:23.380 --> 02:19:25.380]  And there's about a thousand left of them right now.
[02:19:25.380 --> 02:19:31.380]  So get your copy of The Great Reset and The War for the World, a signed copy at mfullwarestore.com.
[02:19:31.380 --> 02:19:35.380]  And there is a markup there because this is a fundraiser to keep us on the air.
[02:19:35.380 --> 02:19:38.380]  So you won't just have this historic memento and this powerful book.
[02:19:38.380 --> 02:19:41.380]  You'll also know that you help keep mfullwares on the air.
[02:19:41.380 --> 02:19:45.380]  I'm going to thank those of you that have gotten signed copies of the book or unsigned copies.
[02:19:45.380 --> 02:19:55.380]  I want to encourage all of you who haven't yet to go to mfullwaresstore.com and get a signed copy and buy a couple of unsigned copies and donate it to the library or give them to the local school.
[02:19:55.380 --> 02:19:58.380]  This is an mfullware, I'm counting on you and thank you for your support.
[02:19:58.380 --> 02:20:05.380]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:15.380 --> 02:20:26.380]  Dr. Simone Gold is our guest doctor, lawyer, warrior and she was just getting into the phenomenon.
[02:20:26.380 --> 02:20:29.380]  Let's start over from the beginning. You were cut off by the break.
[02:20:29.380 --> 02:20:33.380]  Medical Marxism with Dr. Simone Gold, go ahead.
[02:20:33.380 --> 02:20:39.380]  Thank you so much and I realize that this is not a subject most people know about so let me explain.
[02:20:39.380 --> 02:20:41.380]  First of all, we are on the side of humans.
[02:20:41.380 --> 02:20:44.380]  I got into this fight because they really wanted to kill people.
[02:20:44.380 --> 02:20:53.380]  I was working in the emergency departments and they were telling me not to use safe medications that save people's lives and they tried to fire me because of that and I became a whistleblower.
[02:20:53.380 --> 02:20:54.380]  That's why I'm here.
[02:20:54.380 --> 02:20:58.380]  Everything that has happened to me in the last three years is because I stood up for human rights.
[02:20:58.380 --> 02:21:01.380]  I was listening to Alex and we are really the pro-human side.
[02:21:01.380 --> 02:21:02.380]  They are really anti-human.
[02:21:02.380 --> 02:21:08.380]  So how does this relate to the average person sitting at home in their car when I talk about medical Marxism?
[02:21:08.380 --> 02:21:09.380]  What is that?
[02:21:09.380 --> 02:21:12.380]  We have an industry in America that we call healthcare.
[02:21:12.380 --> 02:21:16.380]  Healthcare is 20% of our GDP.
[02:21:16.380 --> 02:21:18.380]  So consider that for a moment.
[02:21:18.380 --> 02:21:20.380]  Defense is about 4% of our GDP.
[02:21:20.380 --> 02:21:22.380]  So healthcare is about 20%.
[02:21:22.380 --> 02:21:24.380]  It's 19 to be specific.
[02:21:24.380 --> 02:21:29.380]  So whatever is going on with healthcare is going to dominate and control our whole nation.
[02:21:29.380 --> 02:21:34.380]  That's why we have to get a grip on it and that's why medical Marxism needs to concern you.
[02:21:34.380 --> 02:21:36.380]  You might say, what do I mean by that?
[02:21:37.380 --> 02:21:43.380]  I mean there's kind of a socialized system that's kind of the administrative state or the government
[02:21:43.380 --> 02:21:48.380]  that is controlling everything that has to do with medical care, doctors, nurses, hospitals, all of that.
[02:21:48.380 --> 02:21:50.380]  And you might say, how is this being funded?
[02:21:50.380 --> 02:21:55.380]  And I hate to tell you, but you, the average American is funding the system.
[02:21:55.380 --> 02:22:00.380]  It might be even Owen or Alex that's funding it by mistake because you don't know.
[02:22:00.380 --> 02:22:03.380]  When you pay insurance premiums every month,
[02:22:03.380 --> 02:22:08.380]  you are literally funding the system that is restricting your medical freedom.
[02:22:08.380 --> 02:22:11.380]  For example, Medicare, for example.
[02:22:11.380 --> 02:22:17.380]  Medicare during the COVID years had policies in place that were lethal to Medicare recipients.
[02:22:17.380 --> 02:22:19.380]  You thought something was wrong, you're right.
[02:22:19.380 --> 02:22:26.380]  I was a board certified ER doctor for more than 20 years and I'm telling you, it stinks that they were killing people.
[02:22:26.380 --> 02:22:31.380]  They had Medicare policies that would pay more money if you took a lethal medicine remdesivir
[02:22:31.380 --> 02:22:34.380]  and not if you took a life-saving medicine ivermectin.
[02:22:34.380 --> 02:22:40.380]  So when I say that there are insurance companies and government interest and payer interest in controlling your health,
[02:22:40.380 --> 02:22:42.380]  that's what I mean.
[02:22:42.380 --> 02:22:48.380]  So there is no medical freedom if you have an insurance company because they dictate the terms to the hospital and the doctors.
[02:22:48.380 --> 02:22:52.380]  In addition, your premiums are going to support the system.
[02:22:52.380 --> 02:22:57.380]  Your premiums is why our health expenses are 19.7% of our GDP.
[02:22:57.380 --> 02:22:59.380]  Turns out there's an amazing solution.
[02:22:59.380 --> 02:23:04.380]  You can safely step away from the insurance model, which is funding the medical Marxism.
[02:23:04.380 --> 02:23:07.380]  I actually stepped away 10 years ago.
[02:23:07.380 --> 02:23:15.380]  So the average person is spending $24,000 a year in premiums that they think are premiums that are getting them access to healthcare,
[02:23:15.380 --> 02:23:19.380]  but in fact those premiums are being used to oppress us as people.
[02:23:19.380 --> 02:23:23.380]  And I'm urging everyone who's listening to please step outside the insurance model.
[02:23:23.380 --> 02:23:32.380]  One solution is to come to goldcare.com and we will teach you exactly how to safely leave the medical Marxist insurance industry behind.
[02:23:32.380 --> 02:23:37.380]  If we don't leave it behind, all the patriots in this nation don't leave the insurance model behind.
[02:23:37.380 --> 02:23:39.380]  We have lost the war.
[02:23:39.380 --> 02:23:41.380]  It doesn't even matter all the other issues.
[02:23:42.380 --> 02:23:46.380]  Well, this is why Obamacare was so key for their authoritarianism,
[02:23:46.380 --> 02:23:52.380]  because they wanted to make that the permanent infrastructure that you could not escape and they would have full control over.
[02:23:52.380 --> 02:23:55.380]  Correct. I'm so glad you said that.
[02:23:55.380 --> 02:24:01.380]  So Obama nearly succeeded in moving us entirely to a socialist system without you noticing it,
[02:24:01.380 --> 02:24:05.380]  because what he did with Obamacare is he took control of 20% of the economy.
[02:24:05.380 --> 02:24:10.380]  So if you control that 20%, the rest is just going to fall and it's just going to be socialism.
[02:24:10.380 --> 02:24:15.380]  So what happened when Trump came into office is he halted the enforcement of Obamacare.
[02:24:15.380 --> 02:24:18.380]  So you don't have to pay any attention to it now.
[02:24:18.380 --> 02:24:22.380]  Because of that, there's an opening, there's a way in that doesn't involve the insurance industry,
[02:24:22.380 --> 02:24:24.380]  where you use something that's biblically based.
[02:24:24.380 --> 02:24:29.380]  We have a biblically based model of healthcare cost sharing that keeps you safe,
[02:24:29.380 --> 02:24:35.380]  that keeps your family protected, that gives you a safety net if you have an accident or some very expensive situation.
[02:24:35.380 --> 02:24:41.380]  And it's entirely outside the insurance model, which is not only very expensive, very expensive,
[02:24:41.380 --> 02:24:43.380]  it is costing you medical freedom.
[02:24:43.380 --> 02:24:46.380]  If you've got an insurance plan, you can't decide who you want to go to,
[02:24:46.380 --> 02:24:48.380]  can't decide which hospital or doctor you prefer.
[02:24:48.380 --> 02:24:57.380]  And three is contributing or causing the government to be able to control our money to a very large extent.
[02:24:57.380 --> 02:25:00.380]  You need to enter the insurance model for all of those reasons.
[02:25:00.380 --> 02:25:06.380]  Can you give somebody like a practical example of this,
[02:25:06.380 --> 02:25:09.380]  or something that they can sink their teeth into to make it easier to understand?
[02:25:09.380 --> 02:25:13.380]  Because this is truly a scary concept, but unless you can actually understand it
[02:25:13.380 --> 02:25:19.380]  and see maybe a real life example, they might not understand why this is so scary.
[02:25:19.380 --> 02:25:22.380]  Thank you so much for the question. It's hard. I talk very conceptually.
[02:25:22.380 --> 02:25:23.380]  Let's give you a real world example.
[02:25:23.380 --> 02:25:27.380]  This is somebody who just switched over to our solution, which is GoldCare.
[02:25:27.380 --> 02:25:30.380]  So this person had been working for 15 to 20 years for university.
[02:25:30.380 --> 02:25:35.380]  She has a good position there. She got Kaiser insurance with her employer,
[02:25:35.380 --> 02:25:40.380]  and that was $1,950 every single month, and she paid about half of that,
[02:25:40.380 --> 02:25:42.380]  and the employer paid about half of that.
[02:25:42.380 --> 02:25:46.380]  She was very, very scared, like most people are, to leave that insurance model.
[02:25:46.380 --> 02:25:49.380]  That's what we've been raised on. It's like mother's milk to us.
[02:25:49.380 --> 02:25:51.380]  We think, oh, my God, I can't go without health insurance.
[02:25:51.380 --> 02:25:54.380]  But I said, if you're going to come to work for GoldCare, you can't have insurance.
[02:25:54.380 --> 02:25:55.380]  It's completely inconsistent.
[02:25:55.380 --> 02:25:57.380]  So she took the leap. She jumped. She came over to GoldCare.
[02:25:57.380 --> 02:26:01.380]  How does it work? We give you access to honorable, ethical doctors,
[02:26:01.380 --> 02:26:08.380]  and we have created a healthcare, or we partnered with a healthcare cost-sharing ministry.
[02:26:08.380 --> 02:26:11.380]  Healthcare cost-sharing ministries are the future.
[02:26:11.380 --> 02:26:16.380]  Just as it says in the Bible, you shall carry and lift up each other's burdens.
[02:26:16.380 --> 02:26:18.380]  That's what a healthcare cost-sharing ministry is.
[02:26:18.380 --> 02:26:24.380]  In the 1980s, there was an Amish pastor or farmer, and he had huge medical bills for an accident.
[02:26:24.380 --> 02:26:29.380]  The community got together and shared his bills because the Amish do not believe in health insurance,
[02:26:29.380 --> 02:26:32.380]  and generally they don't need it. But his was very expensive.
[02:26:32.380 --> 02:26:34.380]  The community got together. They paid his bills.
[02:26:34.380 --> 02:26:38.380]  And the industry of healthcare cost-sharing ministries was born.
[02:26:38.380 --> 02:26:40.380]  Obama tried to get rid of it with Obamacare, but he couldn't.
[02:26:40.380 --> 02:26:42.380]  It was grandfathered in. It's completely legal.
[02:26:42.380 --> 02:26:47.380]  So this is a legal entity that's been around for 40 years, and we're bringing it to the masses.
[02:26:47.380 --> 02:26:55.380]  GoldCare.com, you have access to doctors like myself who are truth tellers,
[02:26:55.380 --> 02:27:02.380]  and you have a safety net that you pay for about half the price of your insurance premiums,
[02:27:02.380 --> 02:27:07.380]  and you have complete flexibility to choose whoever you want to see.
[02:27:07.380 --> 02:27:11.380]  Now, I understand why you have been so politically persecuted, because I will tell you,
[02:27:11.380 --> 02:27:15.380]  folks, the first people they go after are the solutionaries.
[02:27:15.380 --> 02:27:18.380]  That's why they go after Donald Trump, that's why they go after Alex Jones,
[02:27:18.380 --> 02:27:21.380]  that's why they go after Simone Gold, because they want to go after the people
[02:27:21.380 --> 02:27:27.380]  that are providing solutions and alternative options to the tyranny, and that's what you've done.
[02:27:27.380 --> 02:27:31.380]  And so they want to intimidate you and try to shut you down. It hasn't worked. Here you are.
[02:27:31.380 --> 02:27:35.380]  May I share something? This sounds so kind of radical, and it's really not.
[02:27:35.380 --> 02:27:38.380]  It's essentially like self-pay. I really want to invite you, Owen,
[02:27:38.380 --> 02:27:44.380]  because you do your listeners a tremendous service. I'd like to show you the model yourself.
[02:27:44.380 --> 02:27:47.380]  I'd love you to consider switching. You will then become such an advocate,
[02:27:47.380 --> 02:27:50.380]  because you have so much more medical freedom yourself.
[02:27:50.380 --> 02:27:53.380]  You'll be able to see whichever doctor you like. You'll be safe in case there's a big accident,
[02:27:53.380 --> 02:27:59.380]  because the group will share your cost if there is. The average person who's spending $24,000
[02:27:59.380 --> 02:28:04.380]  would finally propel the person on my team who made the leap, who got over her fear,
[02:28:04.380 --> 02:28:10.380]  was I said, you know what, you spent a quarter million dollars with the health insurance company
[02:28:10.380 --> 02:28:14.380]  over ten years, and you got essentially no value, and that quarter million dollars
[02:28:14.380 --> 02:28:17.380]  was being used by the industry to oppress your medical freedom.
