[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:13:52.718 --> 02:13:55.638]  What this is, is the end of globalization.
[02:13:55.638 --> 02:14:02.900]  For five to ten years, I've been saying that the so-called notion of globalization is artificial and not real.
[02:14:02.900 --> 02:14:07.021]  Because what was happening is the big banks on Wall Street were in fact
[02:14:07.521 --> 02:14:08.462]  We're good to go.
[02:14:26.144 --> 02:14:27.085]  They're very safe.
[02:14:27.085 --> 02:14:35.551]  So Americans should understand your local regional banks are fine because of the reserve currencies that were mandated after 2008.
[02:14:35.551 --> 02:14:49.621]  What happened is the Goldman Sachs, the Morgan Stanley's, the big unfortunate banks and the corrupt ones now had to put in their own tentacles into the different countries as opposed to going through Britain.
[02:14:50.473 --> 02:15:02.739]  Our country did not in any way anticipate that this was happening, despite the fact that I would write repeatedly, both in Cyber Command, Cyber Warfare, and the Netforce series by Tom Clancy.
[02:15:02.739 --> 02:15:09.002]  I wrote about it in Op Center when Spain broke out and Barcelona broke away from Spain.
[02:15:09.002 --> 02:15:16.105]  I kept saying it for five years on the Alex Jones Show, that this was the beginning of the end of Europe, because Europe
[02:15:16.565 --> 02:15:20.670]  It's an artificial construct that has no basis for solidity.
[02:15:20.670 --> 02:15:25.977]  It's different national characters, 28 to 29, with one currency.
[02:15:25.977 --> 02:15:33.286]  The difference is the United States has one currency for 52 states and we're unified because it's a republic.
[02:15:33.846 --> 02:15:42.953]  There may be attempts at a secession, like Texas or others, but I don't think it will be successful as opposed to devolution of power.
[02:15:42.953 --> 02:15:54.441]  So what I've really been talking about, and Alex really pointed this out over the years, is not that the globalists were increasing, it's that we have a devolution of power going on all over the world.
[02:15:54.941 --> 02:16:01.305]  Including the Chinese who have the centralized power but are fighting their own corruption in the local areas.
[02:16:01.305 --> 02:16:02.845]  The Yuan is going down.
[02:16:02.845 --> 02:16:04.987]  China will not do well in this.
[02:16:04.987 --> 02:16:12.311]  They will try to attempt to make the Yuan a currency that's an alternate to the American currency of the British Pound.
[02:16:12.311 --> 02:16:13.451]  That will not happen.
[02:16:13.451 --> 02:16:15.692]  The Pound will still remain strong.
[02:16:15.692 --> 02:16:20.355]  The Euro will fall repeatedly because France has a very low growth rate.
[02:16:20.815 --> 02:16:26.501]  And it had before France even attempted to stop the Brexit, it already had riots.
[02:16:26.501 --> 02:16:30.105]  What's the calculus on bringing in all the refugees?
[02:16:30.105 --> 02:16:31.687]  Five million from the Middle East?
[02:16:31.687 --> 02:16:34.830]  It's gotta be hundreds of thousands if not millions here that are covering it up.
[02:16:34.830 --> 02:16:39.996]  What is the whole point of bringing in people unskilled, 22% that have TB?
[02:16:39.996 --> 02:16:41.057]  I mean this sounds like treason.
[02:16:42.478 --> 02:16:51.963]  The way I looked at it and the way I said it on your show many years ago was that this was Putin's revenge on the takedown of the Soviet Union.
[02:16:51.963 --> 02:16:56.005]  When I listened to Putin many years ago, he's a very clever man.
[02:16:56.005 --> 02:17:02.609]  He said, imagine what countries are like when you liberate 20 million people and they have no country, i.e.
[02:17:02.609 --> 02:17:06.431]  addressing me and others who are involved in the takedown of the Soviet Union.
[02:17:06.431 --> 02:17:08.632]  And I realized that he would, in fact,
[02:17:09.471 --> 02:17:20.059]  Get into the Syrian war to create this conflagration, support Bashar Assad with Iran, and then allow all of these young men to transfer over into Turkey.
[02:17:20.059 --> 02:17:26.905]  Sure, and of course, he came out yesterday, Putin, and said this reminds him of the fall of the Soviet Union.
[02:17:26.905 --> 02:17:27.825]  Oh, I didn't know that.
[02:17:27.825 --> 02:17:32.169]  You see, I had anticipated it, and I warned our people, but again, they didn't listen.
[02:17:32.854 --> 02:17:40.018]  Again, our people, you know, this is the point why you are important and why the American public has come to listen to you.
[02:17:40.018 --> 02:17:43.140]  We've talked about this for years beforehand.
[02:17:43.140 --> 02:17:46.602]  I knew our government was not qualified to answer this.
[02:17:46.602 --> 02:17:53.926]  I knew our government was not even capable of anticipating any of these problems and gaming them out.
[02:17:53.926 --> 02:17:59.248]  Unlike the Nixon administration, whatever you could say for Nixon, right or wrong, the man was brilliant.
[02:17:59.248 --> 02:18:01.890]  He knew exactly how to game out the Chinese,
[02:18:02.418 --> 02:18:03.419]  I don't think so.
[02:18:20.137 --> 02:18:24.201]  Well, in effect, Alex, there is no more sovereignty, and they have no power.
[02:18:24.201 --> 02:18:30.587]  What you saw Obama doing was to really, again, basically self-destruct.
[02:18:30.587 --> 02:18:38.434]  He self-destructed with Osama bin Laden nonsense, which didn't exist, the shooting, with Sandy Hook, a false flag, with another false flag.
[02:18:38.434 --> 02:18:41.997]  So he will be known as the sociopath that he is.
[02:18:41.997 --> 02:18:43.659]  I said it from the day he came in.
[02:18:44.219 --> 02:18:55.251]  He was a CIA recruit, a complete sociopath, whose only advantage was... Hey, we know current FBI agents that have investigated Sandy Hook and think it's a hoax.
[02:18:55.251 --> 02:18:56.472]  I mean, it's incredible.
[02:18:56.472 --> 02:18:57.393]  I'm not going to get into it.
[02:18:57.393 --> 02:19:06.302]  Not only that, the question is, what do we do when we know that our government is tyrannical and is capable of killing us and shooting us?
[02:19:06.855 --> 02:19:08.376]  It's not just FEMA.
[02:19:08.376 --> 02:19:12.717]  The question is, really, when will we protest, and how will that protest?
[02:19:12.717 --> 02:19:16.339]  But isn't it clear that it's a criminal element inside our government?
[02:19:16.339 --> 02:19:18.120]  Well, the government is criminal.
[02:19:18.120 --> 02:19:21.421]  I mean, how do you allow our government to attack
[02:19:22.085 --> 02:19:37.595]  The Twin Towers when you have the CIA, the DIA, the military intelligence, you have the soldiers, you have the police, you have Homeland Security, you have the wasp-trained Mueller who says, oh no, we didn't know about it, and the FBI, the most
[02:19:38.315 --> 02:19:40.598]  And why are they allowing the Islamic invasion?
[02:19:40.598 --> 02:19:43.320]  Just so they can have more terror attacks and get more funding?
[02:19:43.320 --> 02:19:45.703]  I'm going to ask you that when we come back.
[02:19:45.703 --> 02:19:47.024]  Our Steve Pachinix, our guest, analyzing the Brexit.
[02:20:00.097 --> 02:20:04.920]  KatiArmor.com is your one-stop shop for the highest quality body armor, period.
[02:20:04.920 --> 02:20:08.982]  With packages starting at $169.99 and free shipping on every order.
[02:20:08.982 --> 02:20:10.702]  Why would you go anywhere else?
[02:20:10.702 --> 02:20:15.365]  Kati offers rifle threat rated armor up to level 4 and now introducing Trauma Pads.
[02:20:15.365 --> 02:20:19.627]  Go to KatiArmor.com and get your body armor today while you still can.
[02:20:19.627 --> 02:20:24.309]  Mention this ad and receive a free water filter for a limited time with any body armor package.
[02:20:24.309 --> 02:20:25.730]  Go to KatiArmor.com.
[02:20:25.730 --> 02:20:27.851]  That's K-A-T-I-Armor.com.
[02:20:27.851 --> 02:20:28.852]  Come and take it.
[02:20:30.012 --> 02:20:31.413]  You know about RVs.
[02:20:31.413 --> 02:20:32.873]  You've heard about bunkers.
[02:20:32.873 --> 02:20:35.615]  But surviving is not recreation.
[02:20:35.615 --> 02:20:38.376]  And man wasn't made to live underground.
[02:20:38.376 --> 02:20:40.517]  Introducing Survivalist Camps.
[02:20:40.517 --> 02:20:49.221]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[02:20:49.221 --> 02:20:52.203]  Go to survivalistcamps.com to learn more.
[02:20:52.203 --> 02:20:54.544]  That's survivalistcamps.com.
[02:20:54.544 --> 02:20:57.125]  Providing your basic needs to survive.
[02:20:57.125 --> 02:20:58.446]  survivalistcamps.com
[02:20:59.824 --> 02:21:09.948]  Here's Dr. Paul Meyer, Christian psychiatrist, author of 85 books, and founder of the national chain, Meyer Clinics, to tell you about two Your Health liquid vitamins.
[02:21:09.948 --> 02:21:15.070]  I've been taking these every day for over a decade now, and I try to encourage every one of my clients
[02:21:15.410 --> 02:21:15.810]  I think so.
[02:21:39.420 --> 02:21:41.242]  To Your Health is delicious!
[02:21:41.242 --> 02:21:42.863]  Find out more today.
[02:21:42.863 --> 02:21:45.225]  Call us 800-801-3459 or visit online at mytoyourhealth.com.
[02:21:45.225 --> 02:21:48.388]  Use the coupon code RADIO15 for a 15% discount on your order.
[02:21:48.388 --> 02:21:50.790]  That's mytoyourhealth.com.
[02:21:59.329 --> 02:22:03.610]  Paid non-attorney spokesperson, Bar Justice is responsible for the content of this ad.
[02:22:03.610 --> 02:22:06.851]  Attention all women who have been diagnosed with ovarian cancer.
[02:22:06.851 --> 02:22:20.776]  In February and May 2016, Johnson & Johnson Baby Powder was ordered to pay $72 million and $55 million by two juries to two women who contracted ovarian cancer after years of using the talcum baby powder product.
[02:22:21.016 --> 02:22:29.982]  Multiple studies show that women who have long-term use of talcum powder in products such as baby powder for feminine hygiene can increase the risk of contracting ovarian cancer.
[02:22:29.982 --> 02:22:38.127]  If you or a family member have been diagnosed with ovarian cancer and used talcum powder prior to the diagnosis, call Talcum Baby Powder Alert today.
[02:22:38.127 --> 02:22:40.829]  You may be entitled to substantial compensation.
[02:22:40.829 --> 02:22:44.572]  The consultation is free and you'll pay nothing unless you receive a settlement.
[02:22:44.572 --> 02:22:50.896]  So if you or a loved one used talcum baby powder products before being diagnosed with or died from ovarian cancer,
[02:22:51.096 --> 02:22:53.137]  Make this important free call today.
[02:22:53.137 --> 02:22:53.598]  Call 1-800-588-7342.
[02:22:53.598 --> 02:22:53.878]  1-800-588-7342.
[02:22:53.878 --> 02:22:59.021]  This is Alex Jones.
[02:22:59.021 --> 02:23:03.224]  Thousands of people seeking home security get ripped off every day.
[02:23:03.224 --> 02:23:09.808]  The security industry uses hordes of salesmen to scare you into signing long-term contracts with no way out.
[02:23:09.808 --> 02:23:12.610]  Protect your family the right way with SimpliSafe.
[02:23:12.870 --> 02:23:22.259]  SimpliSafe has no long-term contracts, no hidden fees, 24-7 monitoring, and it's just $14.99 a month, three times less than most other security companies.
[02:23:22.259 --> 02:23:26.524]  Visit SimpliSafeDefense.com to get 10% off for listening to my show.
[02:23:26.524 --> 02:23:27.825]  SimpliSafeDefense.com.
[02:23:28.886 --> 02:23:33.630]  The best-kept secret in the firearms business is CDNNsports.com.
[02:23:33.630 --> 02:23:37.873]  CDNN Sports is the largest firearms liquidator in the U.S.
[02:23:37.873 --> 02:23:42.877]  We've got optics, accessories, gun parts, magazines, ammunition, and more.
[02:23:42.877 --> 02:23:46.760]  Sign up for our email specials today for the best gun deals, period.
[02:23:46.760 --> 02:23:50.904]  You will also be entered to win a Winchester 101 Field Shotgun.
[02:23:50.904 --> 02:23:54.607]  Go to CharlieDeltaNovemberNovemberSports.com.
[02:23:54.607 --> 02:23:56.608]  That's CDNNsports.com.
[02:24:14.392 --> 02:24:15.754]  Final segment with our guest.
[02:24:15.754 --> 02:24:17.135]  I was going to take calls the next segment.
[02:24:17.135 --> 02:24:17.756]  You know what I forgot?
[02:24:17.756 --> 02:24:24.042]  We've got a reporter down in the valley where they're admittedly bringing in illegal aliens and putting them on buses.
[02:24:24.042 --> 02:24:25.183]  Now we broke that two years ago.
[02:24:25.183 --> 02:24:26.645]  Nobody else covered it.
[02:24:26.645 --> 02:24:27.386]  And that's a big deal.
[02:24:27.386 --> 02:24:28.347]  It shows the lawlessness.
[02:24:28.347 --> 02:24:30.169]  But now it's on ABC News.
[02:24:30.169 --> 02:24:31.950]  So we thought we'd go back down there and show folks.
[02:24:32.682 --> 02:24:35.844]  So, Jakari Jackson, Don Salazar and others joining us.
[02:24:35.844 --> 02:24:39.185]  Caught red-handed, Border Patrol paying to ship illegals deep in the United States.
[02:24:39.185 --> 02:24:40.406]  This is the lawlessness.
[02:24:40.406 --> 02:24:44.808]  Look at the Sunday Express headline, European Superstate to be unveiled.
[02:24:44.808 --> 02:24:49.930]  EU, we told you this last week, EU nations to be, quote, morphed into one post-Brexit.
[02:24:49.930 --> 02:24:51.831]  So you don't have an excuse to leave now.
[02:24:51.831 --> 02:24:52.832]  We'll fix that problem.
[02:24:53.712 --> 02:24:57.053]  So this shows the incredible totalitarian nature.
[02:24:57.053 --> 02:25:01.274]  And obviously this will just accelerate people wanting to leave even more.
[02:25:01.274 --> 02:25:03.195]  But what is it about tyrants, Dr. Pucinich?
[02:25:03.195 --> 02:25:04.395]  They just don't get it.
[02:25:04.395 --> 02:25:10.877]  It's like Catalonia or Catalan, one of the only prosperous areas in Spain, its own culture.
[02:25:10.877 --> 02:25:13.758]  97% of people voted to leave.
[02:25:13.758 --> 02:25:14.958]  Madrid said you can't.
[02:25:14.958 --> 02:25:16.218]  They just said we'll do whatever we want.
[02:25:16.218 --> 02:25:18.179]  I mean, how do you stop 90%?
[02:25:18.179 --> 02:25:20.680]  You can't control 90% and make them do what you want.
[02:25:20.680 --> 02:25:21.540]  You can only kill them.
[02:25:25.276 --> 02:25:35.327]  Yeah, the reason I knew Catalonia would break away from Madrid, number one, Madrid is an artificial construct created by Francis II, a French king.
[02:25:35.327 --> 02:25:36.428]  There is no Spain.
[02:25:36.428 --> 02:25:42.075]  It's really Valencia, Basque, Barcelona, as you know, and I wrote about Catalan breaking away.
[02:25:42.771 --> 02:25:51.794]  The problem in Spain will be that it had a civil war during the 30s, millions died, and it could have another civil war, because the Catalans are not Spanish.
[02:25:51.794 --> 02:25:58.197]  They will fight if they have to, and Madrid doesn't have a national force that can really counteract it.
[02:25:58.197 --> 02:26:04.799]  What happens to tyrants is they see the, you know, power corrupts and absolute power corrupts absolutely.
[02:26:04.799 --> 02:26:09.661]  But in that premise, what people don't realize, it's the beginning of the end of the tyrant.
[02:26:10.203 --> 02:26:22.852]  The minute the tyrant exercises that kind of absolute power like Obama's doing, like those henchmen around him, then it becomes the end of their dynasty and then the end of their tenure.
[02:26:22.852 --> 02:26:23.732]  What happens?
[02:26:23.732 --> 02:26:33.439]  Putin understands very well in the history of the Romanovs and the Tsars and Stalin, the only way the tyrants leave is through assassination or death.
[02:26:33.439 --> 02:26:34.940]  There is no other way.
[02:26:34.940 --> 02:26:39.603]  In the United States, we either assassinate our presidents, which we've done with LBJ,
[02:26:40.444 --> 02:26:51.439]  We had shootings, which we did with JFK, and we warned LBJ not to continue, and we told Reagan that he has a problem, and then we went on and so forth.
[02:26:51.439 --> 02:26:54.544]  Things just don't happen by chance or accident.
[02:26:55.114 --> 02:26:57.115]  Now we have a corrupt government.
[02:26:57.115 --> 02:26:58.696]  We have an inept government.
[02:26:58.696 --> 02:27:03.159]  That's worse, because corruption may be needed in order to get systems going.
[02:27:03.159 --> 02:27:05.180]  It's just a degree of corruption.
[02:27:05.180 --> 02:27:17.687]  But when you have incompetence to the top, Susan Rice, Samantha Power, the Ben Rhodes, all those people who really have no idea what they're doing, and they stood in one of those think tanks, it's time to get rid of all of them.
[02:27:19.491 --> 02:27:37.295]  You know, attempt to come into the presidency is far more important than people realize, not only because he said the system is rigged, but he clearly articulated in words what you have been doing, what I have been doing, and many millions of others have said we're disgusted with the rigged system.
[02:27:37.295 --> 02:27:39.535]  Nevertheless, the rigged system continues.
[02:27:39.535 --> 02:27:43.296]  If Hillary comes in, my suspicion is there will be violence.
[02:27:44.208 --> 02:27:58.020]  I, you know, I can't proffer it, but they know, the people who are listening to me, that they were more than effective in handing me subpoenas, or when they felt I was out of control, they sent helicopters above my house.
[02:27:58.604 --> 02:27:59.745]  To give me a warning.
[02:27:59.745 --> 02:28:07.210]  Now, I don't have a problem fighting again for my nation and our republic because I had to fight overseas.
[02:28:07.210 --> 02:28:10.072]  But I call on our military to wake up.
[02:28:10.072 --> 02:28:14.916]  I call on our generals to stop worrying about their pensions and their liability.
[02:28:14.916 --> 02:28:20.440]  Right now, we have more generals who are on pension than active duty military officers.
[02:28:20.440 --> 02:28:21.381]  And that's a crime.
[02:28:21.961 --> 02:28:26.164]  And instead, we don't have an army that really is loyal to the Republic.
[02:28:26.164 --> 02:28:30.666]  What the Republic did and Obama did was a very shrewd and clever element.
[02:28:30.666 --> 02:28:41.833]  They create strategic tension all over the world so that our military is deployed, not because they have to fight for the Republic, but it's a way of getting rid of our military domestically.
[02:28:41.833 --> 02:28:44.615]  So we're in 786 bases.
[02:28:44.615 --> 02:28:46.956]  Then you asked, why are these false flags occurring?
[02:28:47.529 --> 02:29:01.939]  You hit it on the head repeatedly when you said it was to round up our ammunition and guns, but there's a more serious reason and a more perfidious reason that I have maintained throughout, and that is what I wrote in the State of Emergency.
[02:29:01.939 --> 02:29:08.923]  Our government can no longer justify its existence without creating strategic tension within our country.
[02:29:08.923 --> 02:29:09.544]  In other words,
[02:29:10.004 --> 02:29:14.009]  The federal government, sui generis, has no legitimacy.
[02:29:14.009 --> 02:29:18.695]  It has to create strategic tension so that it can mandate its federal troops.
[02:29:18.695 --> 02:29:21.799]  Sure, it has to make itself the hero and violate jurisdictions.
[02:29:21.799 --> 02:29:28.787]  If you could do like four more minutes on the other side, I want to ask you, not as a pop psychiatrist, but also a medical doctor, Harvard and MIT trained,
[02:29:29.548 --> 02:29:35.914]  I want to ask you just briefly about a Merkel, about an Obama, about, I mean, who these people are, why they're so dishonorable.
[02:29:35.914 --> 02:29:38.876]  Why, I mean, the most scummiest people get in power.
[02:29:38.876 --> 02:29:39.937]  Stay right there, Dr. Petranek.
[02:29:39.937 --> 02:29:40.838]  I'm Alex Jones.
[02:29:40.838 --> 02:29:49.266]  And then Jakari Jackson, Don Salazar, and other reporters in the Valley, where the UN is ordering and directing unnamed migrants to just be let in.
[02:29:49.266 --> 02:29:50.647]  We're on the march.
[02:29:50.647 --> 02:29:53.189]  The empire's on the run.
[02:29:53.189 --> 02:29:55.872]  Alex Jones and the GCN Radio Network.
[02:29:59.023 --> 02:29:59.618]  No problem.
[02:30:00.478 --> 02:30:03.560]  Finally, the mainstream media is reporting on what we broke two years ago.
[02:30:03.560 --> 02:30:04.101]  The U.S.
[02:30:04.101 --> 02:30:11.526]  Customs and Border Patrol, under pressure from the Obama administration, is purchasing bus tickets for illegals to ship them deeper into the country at taxpayers' expense.
[02:30:11.526 --> 02:30:23.455]  Local news station KRGV is now covering how the McAllen, Texas bus station is used as a transit hub for illegals Obama is bringing into the country, which Infowars.com exclusively broke in 2014 when no one else dared to report on it.
[02:30:23.455 --> 02:30:28.158]  KRGV has revealed that over 100 illegals a day are being dropped off at the McAllen station.
[02:30:28.158 --> 02:30:28.358]  And, in 2014,
[02:30:29.719 --> 02:30:35.904]  InfoWars reported on how the Obama administration was ordering the Border Patrol to release illegals they've apprehended after crossing the border.
[02:30:35.904 --> 02:30:44.932]  But, as part of their release, the illegals are transported to the McAllen bus station by Border Patrol agents, who then buy them tickets to go wherever they want to go in the U.S.
[02:30:44.932 --> 02:30:48.776]  So, for example, if the illegals have relatives in Boston, that's where they get to go.
[02:30:48.776 --> 02:30:51.918]  And taxpayers are paying for this illegal smuggling operation.
[02:30:51.918 --> 02:30:55.802]  To find out more about Obama's lawlessness, visit InfoWars.com.
[02:30:55.802 --> 02:30:57.103]  This is Kit Daniels reporting.
[02:30:59.853 --> 02:31:03.054]  A clean, toxic-free body is the foundation of true health.
[02:31:03.054 --> 02:31:05.414]  Deep Cleanze by Infowarslife.com.
[02:31:05.414 --> 02:31:12.416]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:31:12.416 --> 02:31:17.737]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[02:31:17.737 --> 02:31:26.719]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[02:31:27.159 --> 02:31:36.046]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:31:36.046 --> 02:31:43.131]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spike Georex herbal processing technique.
[02:31:43.131 --> 02:31:48.515]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you the best.
[02:31:48.775 --> 02:31:54.398]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[02:31:54.398 --> 02:31:59.780]  That's InfoWarsLife.com or call 888-253-3139.
[02:31:59.780 --> 02:32:00.700]  Shower filters.
[02:32:00.700 --> 02:32:02.421]  We're introducing the best yet.
[02:32:02.421 --> 02:32:06.503]  The brand new ProPure ProMax high-performance shower filter.
[02:32:06.503 --> 02:32:11.305]  It removes and reduces over 200 contaminants while preserving a strong powerful flow.
[02:32:11.305 --> 02:32:13.466]  This new four-stage filtration process
[02:32:13.626 --> 02:32:18.373]  It helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[02:32:18.373 --> 02:32:29.148]  You can find more details on this amazing new filter and free shipping at InfoWarsStore.com or call 888-253-3139 to order your ProMax shower filter from ProPure today!
[02:32:29.548 --> 02:32:33.030]  When cells become toxic, they die early and aging sets in.
[02:32:33.030 --> 02:32:41.293]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:32:41.293 --> 02:32:46.695]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:32:46.695 --> 02:32:49.236]  You want the best that's out there at the lowest price anywhere?
[02:32:49.236 --> 02:32:51.337]  We now have the synergistic solution.
[02:32:51.337 --> 02:32:55.539]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:33:13.206 --> 02:33:19.491]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:33:36.710 --> 02:33:37.731]  Welcome back.
[02:33:37.731 --> 02:33:43.998]  Jakari Jackson and others are getting in place down in South Texas in McAllen, where the UN's running the illegal alien invasion.
[02:33:43.998 --> 02:33:45.379]  They're actually selling the news.
[02:33:45.379 --> 02:33:50.324]  The UN advised us, the UN comes in, they're illegal, and then we just put them on buses and ship them wherever they want.
[02:33:51.164 --> 02:34:01.669]  But when I came in from Isla Mujeres, took my children fishing for five, six days, they interrogated every one of them and asked them, what'd you buy, what'd you do, where'd you go?
[02:34:01.669 --> 02:34:03.189]  And the guy knew full well who I was.
[02:34:03.189 --> 02:34:08.572]  Had a big X on my little, you know, computer printout when I went through that first.
[02:34:08.572 --> 02:34:12.854]  And as it does every time, and I got to be interrogated.
[02:34:12.854 --> 02:34:15.215]  But if I didn't wear a burka over my head, there wouldn't be any problem.
[02:34:16.363 --> 02:34:25.933]  And again, I'm not here to start some war with the Muslims, but if I could point out they've got rights I don't have, and that this whole thing's security theater, maybe I could get my freedoms back.
[02:34:25.933 --> 02:34:34.122]  Because all I see with this police state is domesticating me, that I have no rights, I have no freedoms, and I need to worship some all-powerful centralized government.
[02:34:35.387 --> 02:34:44.779]  And that's why I'm trying to get people self-sufficient, I'm trying to get folks to take action, and get involved in their communities, to take back our nation by being productive, by being honorable.
[02:34:44.779 --> 02:34:47.342]  Now, we're going to go to our reporters here in a few minutes, but Dr. Pachinik...
[02:34:48.571 --> 02:34:52.074]  Again, you're not just a pop psychologist, you're not just a psychiatrist.
[02:34:52.074 --> 02:34:55.297]  Harvard-trained, MIT, politics, you name it.
[02:34:55.297 --> 02:35:01.582]  I'm going to go over your whole pedigree for listeners, but it's very extensive, obviously, and they can't stand the fact you come on the show.
[02:35:01.582 --> 02:35:05.906]  I've been visited by the government about it, you've been visited, and then people say, well, why don't you tell us all about it?
[02:35:05.906 --> 02:35:09.809]  Well, you did put the subpoena online and talk about it and go through it all.
[02:35:09.809 --> 02:35:12.131]  I just sit there and just leave it where it's at.
[02:35:12.671 --> 02:35:16.052]  And just laugh at people, basically, because all I'm doing is basic good stuff.
[02:35:16.052 --> 02:35:16.632]  I'm a good guy.
[02:35:16.632 --> 02:35:19.853]  And, you know, trying to save this country, because I live here.
[02:35:19.853 --> 02:35:20.593]  My kids live here.
[02:35:20.593 --> 02:35:22.593]  And, you know, my ancestors lived here.
[02:35:22.593 --> 02:35:26.374]  And I just really, you know, don't have it out for the average person.
[02:35:26.374 --> 02:35:28.735]  I just want to have a free nation.
[02:35:28.735 --> 02:35:33.516]  But look at the psychology of the sycophants, the Obamas, the Hillarys, and others.
[02:35:33.516 --> 02:35:36.617]  I mean, they just want to mount America's head on the wall.
[02:35:36.617 --> 02:35:37.977]  They really are after the bitter clingers.
[02:35:37.977 --> 02:35:40.618]  They really hate people that are independent.
[02:35:41.278 --> 02:35:42.479]  Of any race, color, or creed.
[02:35:42.479 --> 02:35:58.985]  I mean, they really do want to physically dominate what was Americana, even though that's what ends up generating the power of the nation that these parasites basically control and siphon off of and ride to global control.
[02:35:58.985 --> 02:36:05.047]  So I don't understand the schizophrenic behavior or the self-destructive behavior of them just seeming like they're out to get us.
[02:36:05.047 --> 02:36:07.648]  I mean, they even say they are when their internal memos come out.
[02:36:08.708 --> 02:36:09.649]  A, is that correct?
[02:36:09.649 --> 02:36:18.892]  In just a few minutes on the psychology of these people, as somebody that wrote the book on State Department psychological operations, who helped get the Camp David Accord done, and so much more.
[02:36:18.892 --> 02:36:22.433]  I mean, you really are somebody that actually knows what's going on, not pop garbage.
[02:36:22.433 --> 02:36:24.894]  So, just a brief synopsis of these people.
[02:36:25.851 --> 02:36:27.611]  Well, number one, they're not crazy.
[02:36:27.611 --> 02:36:30.832]  But let's get it very clear, and your audience has to understand it.
[02:36:30.832 --> 02:36:32.132]  They're not schizophrenic.
[02:36:32.132 --> 02:36:33.932]  There's nothing psychotic about them.
[02:36:33.932 --> 02:36:38.073]  These are very willful, determined sociopaths.
[02:36:38.073 --> 02:36:44.974]  Sociopaths meaning that, by definition, they grew up not caring about guilt, responsibility, or accountability.
[02:36:44.974 --> 02:36:48.635]  So once you have that dynamic in there, you have entitlement.
[02:36:48.635 --> 02:36:52.396]  Once you have entitlement, that means that you should be voting for me.
[02:36:52.396 --> 02:36:53.576]  Then you go to pandering.
[02:36:54.556 --> 02:36:59.917]  Most, like Obama and Hillary and Bill Clinton, all have the same dynamics.
[02:36:59.917 --> 02:37:09.520]  Sociopathy, lies of their histories, lies about their own self-identity, and basically they pander for favors.
[02:37:09.520 --> 02:37:15.581]  In turn, a system like the CIA or intelligence system can recruit them very quickly.
[02:37:15.581 --> 02:37:22.203]  When they're young, it was done with Obama because he was black, his mother was an operative, his grandfather was, his grandmother.
[02:37:22.723 --> 02:37:45.589]  And the same thing with Bill Clinton and Mena and throughout his own history when he had to go to Oxford and stroke Talbot was his roommate who was classical CIA from Yale who cleaned up all the junk that Bill Clinton did and the same thing with Hillary who has her own sexual problems, has a history of lesbianism, has a history of entitlement, corruption and ineptness.
[02:37:45.589 --> 02:37:47.249]  Once you have that dynamic
[02:37:47.990 --> 02:37:57.485]  The ability of the power of the state through covert action is very easy to manipulate these people and bring in the necessary money.
[02:37:59.898 --> 02:38:05.461]  Say what we want you to do, do what we want you to do, and if you don't, we'll get rid of you.
[02:38:05.461 --> 02:38:12.885]  But the only way they're terminated is the same way Putin understood about the Romanovs, about Tsar Nicholas, and about Stalin.
[02:38:12.885 --> 02:38:14.786]  They die or they leave office.
[02:38:14.786 --> 02:38:18.729]  They cannot be, uh, they will not resign on their own.
[02:38:18.729 --> 02:38:26.813]  Obama is not crazy, he's not sick, he's inept, he's arrogant, he's entitled, he's a sociopath, but there's nothing crazy about him.
[02:38:26.813 --> 02:38:27.834]  He's not very bright.
[02:38:28.414 --> 02:38:43.120]  The fact that he went to Occidental College, where all of my ex-CIA operatives teach, and the fact he did not go to Columbia, went to Harvard on affirmative action means that he was there because he's black, and he can articulate all kinds of nonsense.
[02:38:43.120 --> 02:38:44.600]  Same thing with Bill Clinton.
[02:38:44.600 --> 02:38:51.183]  Never showed up at Oxford, was in Moscow, worked for the agency, reported to guys who were in the agency.
[02:38:51.383 --> 02:38:58.045]  Sure, so let me ask you this in closing, and I want to have you back up on this whole history sometime, because it's intriguing, and I know what you're giving us is unfiltered, you know, from your own research.
