[00:00.000 --> 00:26.060]  Alright.
[2:13:53.100 --> 2:13:59.020]  as a white person uh by say the globalist or the establishment but also by immigrants by
[2:13:59.020 --> 2:14:06.300]  migrant uh by refugees and migrants and etc our identity is forced upon us in this time
[2:14:06.300 --> 2:14:10.380]  but we need to recognize that the globalists want to make everything not identify with the
[2:14:10.380 --> 2:14:15.500]  ideology of freedom and americana that could unify us they want to make it racially based
[2:14:15.500 --> 2:14:20.140]  force whites into a race-based system and and and and then have that war in that fissure and
[2:14:20.140 --> 2:14:24.380]  that's how i see you playing in as the other side of the left trying to make it race-based
[2:14:24.380 --> 2:14:28.780]  and now you're saying okay it is race-based which things have always been tribal and race-based
[2:14:28.780 --> 2:14:33.820]  and so under christianity we would transcend that model so i'm in i'm in a debate about those two
[2:14:33.820 --> 2:14:38.460]  models i think it's okay to have that discussion and it's not good to say that whites are inherently
[2:14:38.460 --> 2:14:45.340]  bad while the left pushes a race-based system you are correct about that i'm saying you how
[2:14:45.340 --> 2:14:51.660]  did you come upon your ideas your system who you are and what you're pushing for right first real
[2:14:51.660 --> 2:14:59.420]  quick if we as white people unilaterally disarm we will be crushed in this upcoming world we need
[2:14:59.420 --> 2:15:04.380]  to be proud of ourselves we need to fight back we need to be tough guys and this is something
[2:15:04.380 --> 2:15:08.620]  that you should get because one thing that i really like about you despite my criticisms
[2:15:08.620 --> 2:15:13.980]  is that you are a bold tough man's man and that's a good thing the white race needs to be like this
[2:15:13.980 --> 2:15:19.020]  we need to stop apologizing for ourselves we need to stop just you know beating around the
[2:15:19.020 --> 2:15:24.060]  bush on issues and we need to be proud of who we are and fight for who we are but in terms of how
[2:15:24.060 --> 2:15:31.500]  i came to these ideas uh look uh i i come from a great background i had a wonderful childhood
[2:15:31.500 --> 2:15:36.860]  i have wonderful parents i could have just gone in and become a lawyer and made a lot of money
[2:15:37.660 --> 2:15:41.820]  but i wanted to talk about that when we come back because because of like four of the five
[2:15:41.820 --> 2:15:46.460]  united right rallies we're all former democrats that's why i'm suspicious i want to talk about
[2:15:46.460 --> 2:15:57.580]  your roots your ethos when we come back maybe not today maybe not tomorrow but soon you'll
[2:15:57.580 --> 2:16:03.660]  need a plan and place to survive forget bunkers you're not a live underground gopher you need
[2:16:03.660 --> 2:16:08.860]  survivalist camps the ultimate fully functional off the grid mobile survival bug outhouse that's
[2:16:08.860 --> 2:16:14.860]  well equipped and custom built to outlast any other rv or trailer bold statement you bit see
[2:16:14.860 --> 2:16:20.940]  him now at survivalist camps dot com that's survivalist camps dot com trust your family survival
[2:16:20.940 --> 2:16:27.260]  to survivalist camps dot com hunters anglers campers and survivalists get back to nature
[2:16:27.260 --> 2:16:32.380]  expand your horizons with the highest quality most versatile unique sling shots and sling bows on
[2:16:32.380 --> 2:16:38.300]  the market at sling bow dot com sling bow products are compact and models start from just 1798
[2:16:38.300 --> 2:16:42.940]  they're perfect for your bug out bag or storing in your vehicle give yourself and your loved ones
[2:16:42.940 --> 2:16:48.540]  the excitement and tradition of sling bow a new frontier in archery and truly modern twist on this
[2:16:48.540 --> 2:16:54.860]  primitive survival tool feel the thrill only at sling bow dot com finally there's a way for you
[2:16:54.860 --> 2:17:00.860]  to get into the blockchain the hottest financial sector without all the speculation no enjoy a 27
[2:17:00.860 --> 2:17:05.660]  percent annualized payment each month without the ups and downs of bitcoin seen on programs broadcast
[2:17:05.660 --> 2:17:10.380]  on fox business news blockchain data centers offer an equipment leasing program in the explosive
[2:17:10.380 --> 2:17:15.420]  digital asset marketplace inspired by entrepreneurs who sold picks and shovels during the gold rush
[2:17:15.420 --> 2:17:19.980]  the money is in the mining equipment used to manufacture dozens of critical digital assets
[2:17:19.980 --> 2:17:24.940]  non-security ipo or note blockchain data centers have approved and turnkey equipment sale lease
[2:17:24.940 --> 2:17:30.940]  back program with a 27 percent annualized lease payment deposited into your bank account each
[2:17:30.940 --> 2:17:39.980]  month don't miss this one stake your claim today call 800 600 3388 that's 800 600 3388 these valuable
[2:17:39.980 --> 2:17:47.820]  lease contracts won't last long call now 800 600 3388 800 600 3388 equipment offer poses a financial
[2:17:47.820 --> 2:17:50.940]  risk to owners consult with financial professionals before purchasing not an offer to buy or sell
[2:17:50.940 --> 2:17:58.220]  the security which requires an offering document i keep my eye on the news all the time but i miss
[2:17:58.220 --> 2:18:09.740]  the fact that in late 2019 just about two weeks ago the cdc and the fda approved live ebola vaccine
[2:18:10.540 --> 2:18:17.580]  to be given inside the united states and it is an experimental vaccine it is live it's not even
[2:18:17.580 --> 2:18:24.300]  attenuated they've just genetically modified it so it's supposedly not lethal same stuff they did
[2:18:24.300 --> 2:18:31.500]  with the garter cell vaccine that's admittedly killed in me so many this is just crazy and the
[2:18:31.500 --> 2:18:36.620]  congos had the biggest outbreaks of ebola ever since they started giving the vaccine there in
[2:18:36.620 --> 2:18:42.380]  the last few years oh and of course opened the borders up here and letting people in unvetted
[2:18:42.380 --> 2:18:48.220]  the democrats distribute across the country you cannot make up the magnitude of this insanity
[2:18:48.220 --> 2:18:56.380]  and it is an attempted ebola assault on america this is the new world order knock on wood i am not
[2:18:56.380 --> 2:19:02.220]  tempting fate but everybody around the office especially folks that have worked there a long
[2:19:02.220 --> 2:19:09.020]  time have noticed that i really don't ever get sick now again i might get sick tomorrow because i
[2:19:09.020 --> 2:19:13.580]  just made that statement i'm not tempting fate i'll say that again because i am superstitious
[2:19:13.580 --> 2:19:18.140]  when it comes down to that i'm very thankful for the good lord for the constitution i've been given
[2:19:19.020 --> 2:19:25.500]  but up until about eight nine years ago when i started taking x2 and the products in force
[2:19:25.500 --> 2:19:31.260]  life i i still got sick every couple years and you know i still get sore throats from allergies
[2:19:31.260 --> 2:19:37.580]  and pollen and things like that but now that i religiously take the products to them for
[2:19:37.580 --> 2:19:43.180]  worse life with the highest quality supplements you're gonna find out there i just never get a fever
[2:19:43.180 --> 2:19:51.420]  anymore it's probably been three four years since i've had a fever it's just crazy so i
[2:19:51.420 --> 2:20:17.420]  chalk up genetics and the great products you're listening to the alex jones show
[2:20:17.420 --> 2:20:22.220]  remember the violence launched against nationalist christians the right wing trump supporters
[2:20:23.180 --> 2:20:28.620]  korean visiting wearing trump pass getting beat up in dc it's because you're all nazis if you
[2:20:28.620 --> 2:20:33.500]  support trump but they trained everybody by showing richard spencer saying he's a nazi
[2:20:33.500 --> 2:20:37.420]  and then saying it's okay to punch a nazi and then once that was okay well it's okay to attack
[2:20:37.420 --> 2:20:46.460]  everybody else that's how this brainwashing works here's that famous clip it's uh pepe's become kind
[2:20:46.460 --> 2:21:02.700]  of a symbol okay so richard spencer's here with us and it's interesting to actually talk to him
[2:21:02.700 --> 2:21:07.580]  himself and hear things from his view so let's get into your ethos and the fact that you know i've
[2:21:07.580 --> 2:21:13.260]  got some of the background here it's classic you know cutout type deal and and i can't prove that
[2:21:13.260 --> 2:21:17.900]  but then you guys have to unite the right rally we're sorosins and all these people there's this
[2:21:17.900 --> 2:21:24.460]  big clash and then out of that they blame trump and then most of the leadership of it were like
[2:21:24.460 --> 2:21:28.860]  i've had some imams some of your buddies like well it is true a year ago i was supporting obama but
[2:21:28.860 --> 2:21:33.820]  not now or yes i supported hillary two years ago but now i agree with richard spencer and we're
[2:21:33.820 --> 2:21:39.260]  and it just looks like the left creating a group to then identify with trump to say oh look he's a
[2:21:39.260 --> 2:21:45.020]  white nationalist so there's a rena mob out there saying that and doing that i mean i'm not saying
[2:21:45.020 --> 2:21:48.060]  there aren't real white nationalists or white supremacists out there but it seems like the
[2:21:48.060 --> 2:21:52.460]  media and the left and their attempt to say whites are inherently bad and and do all this
[2:21:52.460 --> 2:21:57.740]  crazy racist stuff is to create this dialectic where you take the problems and you collide them
[2:21:57.740 --> 2:22:04.460]  together to create the synthesis what do you think's really going on here and i mean who are you
[2:22:04.460 --> 2:22:13.180]  really first off i did not organize the charlottesville rally i was invited to speak at it and i was a
[2:22:13.180 --> 2:22:22.460]  top build guest etc but in terms of what went wrong in charlottesville we need to look directly at
[2:22:22.460 --> 2:22:29.340]  the city of charlottesville and the state of virginia that brought in militarized police police
[2:22:29.340 --> 2:22:38.300]  that were pushing me around at lee park and then they allowed chaos to ensue the fact is i
[2:22:38.860 --> 2:22:45.020]  yes whenever there's a protest some kind of you know vista cuffs is is possible but there was
[2:22:45.020 --> 2:22:51.420]  absolutely no reason for downtown white foot downtown charlottesville to descend into absolute
[2:22:51.420 --> 2:22:58.460]  chaos that was terrible you need to look there i don't know about george soros sending in people
[2:22:58.460 --> 2:23:04.780]  in terms of my own personal background i've never been a democrat i have i voted for john
[2:23:04.780 --> 2:23:11.340]  carrey in 2004 for reasons that i might very well vote for a democrat again in 2020 supporting
[2:23:11.340 --> 2:23:17.100]  obama working for obama a year before he organizes this rally charlottesville well he
[2:23:18.060 --> 2:23:24.060]  he seems to have a lot of ideas rattling around in his head i don't know if he knows who he is
[2:23:24.060 --> 2:23:29.100]  uh but i can only support obama one year and then the next thing and you're organizing a
[2:23:29.100 --> 2:23:35.020]  white nationalist event i mean it's not terribly it's not terribly uh unusual for people particularly
[2:23:35.020 --> 2:23:39.180]  young people to kind of go off in different directions but i can't i'm not in touch with
[2:23:39.180 --> 2:23:42.940]  him i can't speak to him did you know the southern prairie law center was running the elaheem city
[2:23:42.940 --> 2:23:48.380]  facility white supremacist compound where mcvay was and all that that came out in court uh i did
[2:23:48.380 --> 2:23:55.100]  not know that uh i i would not be surprised uh that there are dirty tricks and false opposition
[2:23:55.100 --> 2:24:01.180]  like that created uh the fact is that is not who i am period okay well let's get an opportunity to
[2:24:01.180 --> 2:24:05.260]  say you are go back to your your beginnings or ethos and what what made you become this person
[2:24:05.260 --> 2:24:12.300]  now that the media's chosen is kind of the new david duke right uh i think that you and i might
[2:24:12.300 --> 2:24:18.460]  have similar origins in the sense that at a young age as we were becoming adults we realized that
[2:24:18.460 --> 2:24:25.900]  there was something wrong with the world and we were looking for a way to articulate it uh you
[2:24:25.900 --> 2:24:32.940]  went into a world which i i don't of looking at globalist and conspiracies and false opposition
[2:24:32.940 --> 2:24:38.620]  and all of that kind of thing and i think there's actually a lot of truth to uh what you say uh
[2:24:38.620 --> 2:24:45.900]  there's a lot of untruth too but that's all right um i wanted to understand why my people in our
[2:24:45.900 --> 2:24:54.220]  civilization have been so demoralized why we are not able to stick up for ourselves and our people
[2:24:54.220 --> 2:25:01.100]  and think about our future why we are so eager to unilaterally disarm why we have this black
[2:25:01.100 --> 2:25:08.220]  cloud hanging over our heads whether it's slavery or the holocaust or or so on and it's preventing
[2:25:08.220 --> 2:25:15.660]  us from acting on our own interest from being great from going to the stars uh to put it most
[2:25:15.660 --> 2:25:23.180]  vividly uh and i wanted to understand that that guilt complex that is always weighing us down
[2:25:24.140 --> 2:25:29.420]  i i don't know what it is about me but i don't like to keep my head down i always like to be out
[2:25:29.420 --> 2:25:36.540]  in front i like to be bold and i was i was willing at a young age to talk about these issues
[2:25:36.540 --> 2:25:42.060]  openly even if it brought controversy uh to go back a little bit earlier when you showed that
[2:25:42.620 --> 2:25:49.100]  image of me getting punched uh and you were saying oh they were creating a dialectic well
[2:25:49.100 --> 2:25:57.740]  the fact is donald trump created a dialectic donald trump was calling upon race even if he
[2:25:57.740 --> 2:26:05.180]  wouldn't use that word specifically because he he told us directly particularly the r and c that i
[2:26:05.180 --> 2:26:11.660]  am your man i am going to stick up from americans americans have dreams to immigration is out of
[2:26:11.660 --> 2:26:18.780]  control i'm i'm gonna i'm gonna be your guy this was implicitly it was explicitly nationalist and
[2:26:18.780 --> 2:26:25.340]  let's be frank it was an implicitly racialist because america has been a white country for
[2:26:26.380 --> 2:26:31.900]  its entire political history that's what donald trump was about he was actually calling upon
[2:26:31.900 --> 2:26:38.060]  these energies in a way that no other republican would he was calling for unity and saying those
[2:26:38.060 --> 2:26:42.940]  that want to divide us and say america is bad or wrong and it's okay for america to exist and
[2:26:43.660 --> 2:26:49.660]  all of our traditions are good and we celebrate those but it was a very unification uh you know
[2:26:49.660 --> 2:26:55.740]  event as well i mean he was up there at the r n c with a rainbow flag but he also went and march
[2:26:55.740 --> 2:27:00.300]  in pro-life events something no republicans done he's trying to i mean he really seems pragmatically
[2:27:00.300 --> 2:27:05.980]  trying to be a unifier but also stand up for human life uh and and get the irs off churches backs
[2:27:05.980 --> 2:27:09.740]  because they have no place you know being there under the first amendment i mean i i just don't
[2:27:09.740 --> 2:27:16.620]  that's i think what you were massively divided uh at the united states of 1950 could have been
[2:27:16.620 --> 2:27:21.740]  unified in a kind of nationalist message and we were to a very large degree fighting the cold war
[2:27:21.740 --> 2:27:28.540]  we are polarized and we are polarized down racial lines to a very large degree and it's not just
[2:27:28.540 --> 2:27:36.060]  even a matter of polarization of a or b the country is fragmenting into small communities that don't
[2:27:36.060 --> 2:27:41.340]  cross that and so like a vaccine of racism they have the left being totally racist and it's wrong
[2:27:41.340 --> 2:27:47.100]  and needs to be decried but that's meant to have the autoimmune response of whites aligning upon
[2:27:47.100 --> 2:27:53.580]  race just like a warden controls a prison through race that's all but we're gonna have to accept
[2:27:53.580 --> 2:27:58.460]  this reality we're not gonna come up with some nice republican conservative leader who's gonna
[2:27:58.460 --> 2:28:04.060]  unite the country that that is more ridiculous than any you know outlandish thing i've ever
[2:28:04.060 --> 2:28:07.500]  said i don't know i don't know i mean quote minorities are huge listeners and supporters of
[2:28:07.500 --> 2:28:10.940]  this show and i run into them and they get what's going on and they want the american dream they
[2:28:10.940 --> 2:28:19.340]  don't care what color they are i'm sure you can find individuals like that but the general
[2:28:20.620 --> 2:28:26.060]  indians indians indians that are citizens are like a highest level of trump supporter i just
[2:28:26.060 --> 2:28:31.180]  don't i just don't i'm not buying what you're saying i see the media trying it and i see you
[2:28:31.180 --> 2:28:34.460]  as playing the part on the other side of you don't know but let's come back longer segments right
[2:28:34.460 --> 2:28:37.500]  ahead i'll try to give you the floor for at least five minutes at the start and see what you have
[2:28:37.500 --> 2:28:41.580]  to say because i appreciate your courage coming on the show but this is what's happening we're
[2:28:41.580 --> 2:28:47.500]  being told it's a reality be racial and then it's not about ideas anymore that define us it's all
[2:28:47.500 --> 2:28:53.980]  about race that define us and then the globalists have won but you'll see what happens if you're
[2:28:53.980 --> 2:28:59.580]  trying to quit drinking or doing too many drugs listen to me you don't know me and we'll never
[2:28:59.580 --> 2:29:05.500]  meet i had a problem like you once i drank and used to party a little too much till it got out of
[2:29:05.500 --> 2:29:12.460]  control and almost ruined my life i realized i needed help to fix my problem before it totally
[2:29:12.460 --> 2:29:18.780]  destroyed me if you've tried to fix your drinking and drug problem and you know you can't do it alone
[2:29:18.780 --> 2:29:24.620]  you need to call the national treatment advisors they'll immerse you into a 30-day program to
[2:29:24.620 --> 2:29:30.460]  replace your old habits with new habits and totally change your life and if you have ppo
[2:29:30.460 --> 2:29:36.140]  private health insurance the entire program may be covered fix your problem right now before it
[2:29:36.140 --> 2:29:52.780]  gets any worse get clean call now and learn more 800 506 6740 800 506 6740 that's 800 506 6740
[2:29:55.260 --> 2:30:02.220]  it's either happened to every person listening or it's happened to someone you know everybody
[2:30:02.220 --> 2:30:09.180]  is well aware of the fact that most people that end up getting the flu have taken the flu vaccine
[2:30:09.180 --> 2:30:17.660]  right before they get it and they get the worst case of the flu of their life but still by concentration
[2:30:17.660 --> 2:30:24.220]  camp victims they line up at the different pharmacies and clinics to get the injections it
[2:30:24.220 --> 2:30:28.940]  doesn't matter that studies mainline government studies in canada in europe show that when you
[2:30:28.940 --> 2:30:34.380]  take the flu vaccine it doubles your chances of getting the flu the next season by lowering your
[2:30:34.380 --> 2:30:40.460]  immunity it goes on and on or the fact that the governments have never guessed the next year's
[2:30:40.460 --> 2:30:47.820]  mutation at the flu vaccine has never ever even worked but how do you prop up a hoax you keep the
[2:30:47.820 --> 2:30:53.260]  giant hoax going no wonder we've got one of the worst flu seasons on record happening right now
[2:30:53.260 --> 2:30:59.340]  you want to break some globalist ribs you want to crush some skulls politically you want to
[2:30:59.340 --> 2:31:04.540]  drive ice picks through their eyeballs spiritually there's nowhere you can spend money there's
[2:31:04.540 --> 2:31:11.660]  nowhere you can place your bet in a fight where it's going to have more power per dollar your bang
[2:31:11.660 --> 2:31:18.780]  for your buck here gets you great products at great prices that literally fund the system
[2:31:18.780 --> 2:31:23.500]  where the spirit of resistance lives to drive it home to the enemy and so it's very simple if you
[2:31:23.500 --> 2:31:28.700]  don't want to be slaves and you want to see the fight taken to the enemy which god wants to see
[2:31:28.700 --> 2:31:34.860]  you see we have to make the effort 110 god will finish the move and i know i need to stay in the
[2:31:34.860 --> 2:31:40.060]  fight in the attack attack attack i want to attack i want to go after the globalist and just believe
[2:31:40.060 --> 2:31:43.580]  me ladies and gentlemen that if you want somebody to commit to you and your family to fight for all
[2:31:43.580 --> 2:31:48.140]  of our futures together you've got to guarantee you keep me in the game i'm gonna bust my ass with
[2:31:48.140 --> 2:31:52.860]  everything i got for us for myself my family for your family because we're in this together info
[2:31:52.860 --> 2:32:00.060]  or store dot com info or store dot com we have a new product and we got several thousand of these
[2:32:00.060 --> 2:32:03.900]  in and they're going to sell out in a few days at the rate we're selling them want to thank the
[2:32:03.900 --> 2:32:09.580]  listeners for getting it but this really is a game changing toothpaste and it doesn't compete
[2:32:10.220 --> 2:32:15.020]  with super blue that's four to five a colloidal silver and iodine and fluoride free the adult
[2:32:15.020 --> 2:32:19.820]  or the children's these are both excellent toothpaste concentrates that don't have fillers
[2:32:19.820 --> 2:32:25.740]  people love it this is a whitening toothpaste that also has the above sea coral calcium that
[2:32:25.740 --> 2:32:32.860]  also cleans but also re mineralizes the teeth then it has the patented silver salt silver in
[2:32:32.860 --> 2:32:37.420]  it to knock out the bacteria that cause ginsivitis this is all proven you can make claims with this
[2:32:37.420 --> 2:32:43.420]  but i have to tell you no one has a toothpaste this good for knocking out the bacteria the viruses
[2:32:43.420 --> 2:32:49.740]  uh and cleaning the teeth in a healthy way that doesn't strip away the enamel so we're really proud
[2:32:49.740 --> 2:32:54.380]  of it it funds the operation info or store dot com that's why we're still on air thanks to you
[2:32:57.660 --> 2:33:00.380]  you're listening to the alex jones show
[2:33:00.380 --> 2:33:11.340]  so
[2:33:16.060 --> 2:33:23.820]  waging war on corruption it's alex jones coming to you live from the front lines of the info war
[2:33:23.820 --> 2:33:31.420]  war anybody that studied the british great game in india another divide and conquer
[2:33:32.060 --> 2:33:39.340]  stratagems knows that globalists promote getting rid of any nation's indigenous culture
[2:33:39.340 --> 2:33:46.540]  and replacing it with the plastic corporate system of control and then they push racial unity but
[2:33:46.540 --> 2:33:52.780]  then exploit that and create more division and tribalism and so i know that the american system
[2:33:52.780 --> 2:33:59.180]  and the christian system that actually stops slavery worldwide and reform things is the antidote
[2:33:59.180 --> 2:34:06.780]  to that so the globalists are trying to destroy that ethos and get europeans to abandon that so
[2:34:06.780 --> 2:34:12.140]  that we don't have a unified system a pro-human operating system but a globalist operating
[2:34:12.140 --> 2:34:18.380]  system a post-human operating system and then the wars that's that and then the cultural clash
[2:34:18.380 --> 2:34:23.820]  that's going to come out of this the globalists will end up on top at the end of it it doesn't mean
[2:34:23.820 --> 2:34:26.940]  that the racial-based politics aren't real things happening it doesn't mean you couldn't
[2:34:26.940 --> 2:34:31.980]  organize yourself into a racial unit against that and that's one way to defend against it
[2:34:31.980 --> 2:34:37.180]  i'm trying to stop the whole thing for the future of humanity period and i see the democrats again
[2:34:37.180 --> 2:34:43.020]  invoking total racial war and saying whites are inherently bad because the obvious move is going to
[2:34:43.020 --> 2:34:49.020]  be racial division forcing people into those groups and then the collapse of what was western
[2:34:49.020 --> 2:34:55.020]  civilization and so obviously the west was manipulated to totally open up with its ethos
[2:34:55.020 --> 2:35:01.020]  to then destroy that plan and so i'm all for shutting down the borders and until the brainwashing
[2:35:01.020 --> 2:35:07.020]  stops getting people to be pro-america pro-western or or they can't come in that's my measure to
[2:35:07.020 --> 2:35:13.020]  stop going into full-scale race war which the globalists want but then we've got Richard Spencer
[2:35:13.020 --> 2:35:19.020]  here who the media has chosen to kind of be the new david duke uh and uh and and so he's got a lot
[2:35:19.020 --> 2:35:23.020]  of followers and is in the media a lot and so i thought we'd get him on the show to have a real
[2:35:23.020 --> 2:35:28.220]  discussion i also invite the racist black and hispanic groups on uh but the brown berets won't
[2:35:28.220 --> 2:35:32.220]  come on they're all funded by the ford foundation the black racists the groups really won't come on
[2:35:32.220 --> 2:35:38.220]  the show maybe we should get quant lx on from houston or something maybe he'll come on but uh
[2:35:38.220 --> 2:35:42.220]  this is all the same stuff over and over again but but spencer i've talked enough we got eight
[2:35:42.220 --> 2:35:48.220]  minutes to break go ahead and uh give us your spiel well well let's talk a little bit about
[2:35:48.220 --> 2:35:56.220]  what the globalists want and the kind of human being they want to inhabit this planet um you've
[2:35:56.220 --> 2:36:01.220]  talked a little bit before about divide and conquer they want to inspire racialism and so on
[2:36:01.220 --> 2:36:09.220]  um i i don't think we actually have to look too far to understand what globalists want because we
[2:36:09.220 --> 2:36:17.220]  see it every day they want an undifferentiated mass of humanity uh that all on a planetary scale
[2:36:17.220 --> 2:36:25.220]  all eating mcdonald's and shopping and charging things on credit and all thinking exactly the same way
[2:36:25.220 --> 2:36:35.220]  i agree actually it gets even worse they want that version of globalism that is not what i want
[2:36:35.220 --> 2:36:43.220]  i want you could call civilizatialism or identitarianism or racialism in the sense that we have real
[2:36:43.220 --> 2:36:51.220]  we have real unified cultures that that have a that are part of an historical tradition and can look
[2:36:51.220 --> 2:36:59.220]  to a future that is connected to their past i don't want to turn the planet into a giant shopping mall
[2:36:59.220 --> 2:37:07.220]  i want europeans to be european to pursue our path i want africans to be african i want indians to
[2:37:07.220 --> 2:37:15.220]  be indian i want them to rediscover themselves that is what i am about that being said there is a element
[2:37:15.220 --> 2:37:21.220]  of globalism to this the fast the fact is uh through the internet i mean we could go back to the 19th
[2:37:21.220 --> 2:37:29.220]  century and talk about trains and the telegraph we have developed wider conscious uh a wider consciousness
[2:37:29.220 --> 2:37:36.220]  than just our little tribe uh or even our nation states we care about what's happening on the other side
[2:37:36.220 --> 2:37:41.220]  of the world i mean let's say it is they can continue let's say it is and then you can continue the christian
[2:37:41.220 --> 2:37:47.220]  western ethos was the white man's burden to build a civilization to develop technology to go into all
[2:37:47.220 --> 2:37:53.220]  these countries and really not exploit people empower them build them up give them science those populations
[2:37:53.220 --> 2:37:59.220]  explode then the modern corporation technocrats turn against that exploit the third world racially
[2:37:59.220 --> 2:38:05.220]  turn them against the christian ethos erase the christian ethos and then bring the whole thing down and
[2:38:05.220 --> 2:38:12.020]  so uh the white man's christian quote burden of expansionism did empower in many ways the third world
[2:38:12.020 --> 2:38:17.220]  that explode their populations but now that's being used as a weapon against what's left of the west
[2:38:17.220 --> 2:38:25.220]  what the globalist want is a kind of secular grotesque version of christianity in the sense
[2:38:25.220 --> 2:38:33.220]  of a universalist individualist mass of consumers there are people on the left there are people
[2:38:33.220 --> 2:38:39.460]  on the right who instinctively reject that and want something different i think to a large degree
[2:38:39.460 --> 2:38:44.100]  that was what the trump movement was about even though it's it's obviously been betrayed and is
[2:38:44.100 --> 2:38:50.100]  and is useless now that's what i'm about that's what actually some people on the left are about even
[2:38:50.100 --> 2:38:56.580]  if they oppose me and are against me they actually are motivated by those kinds of instincts and
[2:38:56.580 --> 2:39:05.700]  emotions there is a a revolt against globalism in this form of a of a secularized undifferentiated
[2:39:05.700 --> 2:39:12.100]  mass and there is an attempt to to create civilizations that are connected to their past
[2:39:12.100 --> 2:39:18.260]  and have a future but the only thing i would add is that this isn't going to be about
[2:39:19.060 --> 2:39:24.980]  getting away from the world or just you know bunkering down in a little nation state we do
[2:39:24.980 --> 2:39:30.260]  have a globalist consciousness at this point even you do everyone who rages against globalist
[2:39:30.260 --> 2:39:34.180]  does we care about what's happening on the other side of the world we find that we have a tremendous
[2:39:34.180 --> 2:39:41.380]  amount of common ground with people like us around the planet so we've we've got to get away kind of
[2:39:41.380 --> 2:39:49.460]  from the nationalist globe globalist divide and move towards a a synthesis of of a civilizational
[2:39:49.460 --> 2:39:57.460]  racial consciousness and that is how the world is breaking down there are major fissures in this
[2:39:57.460 --> 2:40:03.140]  economically globalized world and those are on the basis of civilization and race and culture
[2:40:03.140 --> 2:40:10.100]  in the deepest sense of the word now richard you know at the highest levels of the global system
[2:40:10.100 --> 2:40:17.540]  they're actually very very racist um and and but it's scientific how they go and they study each
[2:40:17.540 --> 2:40:20.820]  group and only want the smartest from each group and then that's the excuse to recruit all the
[2:40:20.820 --> 2:40:27.300]  scientists for this project of further dumbing people down in things so they can just accelerate
[2:40:27.300 --> 2:40:31.780]  this program get rid of the bad sons to make sure there's not a challenge to the hegemonic
[2:40:32.900 --> 2:40:39.460]  system of the technocrats but globalization or us being global in our thought are international
[2:40:39.460 --> 2:40:45.380]  citizens that's not the globalist the globalist are corporate technocrats that want to enslave
[2:40:45.380 --> 2:40:51.060]  humanity destroy the nation state and kill all cultures and have one unified monotheistic uh
[2:40:51.060 --> 2:40:55.140]  stinking you know corporate thing that you were just talking about okay with creatures like
[2:40:55.140 --> 2:41:00.340]  michael moore inhabiting it so so so that's not what i'm saying when i say i oppose globalist
[2:41:00.340 --> 2:41:08.660]  i'm saying i oppose that authoritarian planetary corporate rule i do too absolutely and but it's
[2:41:08.660 --> 2:41:16.100]  we need to think in these big terms uh that that is basically what i'm putting forth in as a challenge
[2:41:16.100 --> 2:41:21.620]  we need to think geopolitically we need to think about the future of the planet environmentally
[2:41:21.620 --> 2:41:31.060]  and we need to understand ourselves as europeans as a broader people on this planet with a particular
[2:41:31.060 --> 2:41:38.580]  destiny and a particular charge well there's no doubt that the closest thing to hitler is ms
[2:41:38.580 --> 2:41:46.100]  nbc i mean that's just but but from the position that that you say that white people what well but
[2:41:46.100 --> 2:41:54.180]  let me explain that ms nbc has the purest hitler message i've ever seen it's just from the perspective
[2:41:54.180 --> 2:42:00.020]  that whites are bad instead of other groups are bad from from an arian or uh nordic perspective
[2:42:00.020 --> 2:42:06.740]  i mean you you tune into that man it's it's socialist it's it's anti-white uh it it's it's
[2:42:06.740 --> 2:42:14.660]  it's it's hitler but from the other perspective uh and surely i mean you see that uh i i i i i
[2:42:14.660 --> 2:42:20.100]  i i kind of get what you're saying i i think that's a bit over the top so do you like to say it
[2:42:20.100 --> 2:42:28.500]  like that what do you like hitler uh hitler is just a man from history a a major figure like
[2:42:28.500 --> 2:42:37.300]  napoleon or jingus kahn he's uh we need to understand where we are right now and what our our consciousness
[2:42:37.300 --> 2:42:41.060]  and also our challenge is going to be very different than the challenge those that don't know history
[2:42:41.060 --> 2:42:45.380]  you're doomed to repeat it and history doesn't ride great it does repeat well let's talk about
[2:42:45.380 --> 2:42:55.780]  hitler the real hitler on the other side stay with us i've got to really hand it to the listeners
[2:42:55.780 --> 2:43:02.500]  and viewers who enforce your support and your help in rebooting americana is a challenge to the
[2:43:02.500 --> 2:43:08.100]  globalist system of corporate tyranny has really caught hold not just here in the u.s. worldwide
[2:43:08.100 --> 2:43:14.660]  and president trump's fearlessness when it comes to promoting americana and basic liberty is amazing
[2:43:14.660 --> 2:43:20.740]  as well he's still lacking on the big tech censorship taking action against that in some other areas
[2:43:20.740 --> 2:43:25.860]  but trying to end the wars boosting our economy speaking out against communist china trump's been
[2:43:25.860 --> 2:43:32.180]  doing an amazing job but now more than ever we really have to realize that we're being targeted
[2:43:32.180 --> 2:43:38.580]  because we are effective and the globalists are beginning to lose their war against humanity in a
[2:43:38.580 --> 2:43:42.900]  big way and so we're going to see some major fireworks out of them but it's critical to not
[2:43:42.900 --> 2:43:48.740]  let ourselves get down when we see all the poison they spray at us that's an attempt to demoralize
[2:43:48.740 --> 2:43:56.900]  us we've got to remember that and stay focused and stay happy hey you there we have a problem
