[00:00.000 --> 00:23.160]  Infowars, tomorrow's news today.
[49:36.360 --> 49:42.000]  And when we identified that they'd formally worked for President Obama's campaign and
[49:42.000 --> 49:48.080]  reelection campaign, they spun it that, yes, we were formerly Obama campaign staffers,
[49:48.080 --> 49:55.240]  but now we really are angry at the Democrats and now we really are white nationalists.
[49:55.240 --> 49:59.920]  So as punishment for exposing the fact that George Soros was directly connected to funding
[49:59.920 --> 50:03.920]  those groups, I was sued in Virginia and the case is ongoing.
[50:03.920 --> 50:10.580]  It goes to a jury trial coming up next summer for the crime of asking that question and
[50:10.580 --> 50:14.280]  pointing out that many of these people were known Democrat Party operatives.
[50:14.280 --> 50:16.580]  But they didn't sue me directly for that.
[50:16.580 --> 50:21.880]  They falsely claimed that I said that another man who took photos of the woman that died
[50:21.880 --> 50:23.020]  had killed her.
[50:23.020 --> 50:25.500]  I said no such thing.
[50:25.500 --> 50:29.420]  But despite that, it goes forward to a jury.
[50:29.420 --> 50:34.660]  I could sit here and rattle off hundreds of examples of Democrats staged and leftists
[50:34.660 --> 50:40.320]  staged false flags, not just in America, but in Europe, in Australia, in the UK, in Canada.
[50:40.320 --> 50:42.880]  This is their bread and butter.
[50:42.880 --> 50:47.000]  And so, of course, when we've caught Jussie Smollett staging an attack on himself and
[50:47.000 --> 50:52.000]  Bubba Wallace and they caught the leftist Jewish man attacking Jewish cemeteries and
[50:52.000 --> 50:55.840]  blaming it on Trump, I mean, the list goes on and on and on.
[50:55.840 --> 51:00.600]  And it's being encouraged by the corporate establishment that wants to divide and conquer
[51:00.600 --> 51:06.600]  America and have us all at each other's throats in a civil war, too, instead of taking control
[51:06.600 --> 51:11.080]  of our country from the multinational corporations that have hijacked the nation and they're
[51:11.080 --> 51:17.040]  using the hysteria around COVID-19 to bring in a form of digital martial law.
[51:17.040 --> 51:24.160]  So yet again, Infowars is vindicated in pointing out that a large portion of the people claiming
[51:24.160 --> 51:28.400]  they're white supremacists at every event I've ever covered turn out to be connected
[51:28.400 --> 51:32.680]  to the ADL, the Southern Poverty Law Center, the Democratic Party, and other organizations.
[51:32.680 --> 51:35.360]  And it's come out over and over again.
[51:35.360 --> 51:37.220]  That's why they're so upset.
[51:37.220 --> 51:41.540]  Back in 1995, it came out in federal court documents from federal informants that the
[51:41.540 --> 51:47.160]  Southern Poverty Law Center ran Elohim City, the white supremacist command base, and knew
[51:47.160 --> 51:51.620]  the bombing was about to take place and did not alert federal authorities.
[51:51.620 --> 51:54.980]  And then when federal informants told the truth about this, the feds tried to put them
[51:54.980 --> 51:55.980]  in jail.
[51:55.980 --> 51:58.420]  And who was in charge of all that back at the time?
[51:58.420 --> 52:00.980]  But of course, the current attorney general.
[52:00.980 --> 52:05.020]  So they are trying to start a war against the American people.
[52:05.020 --> 52:08.020]  They're trying to launch a plot against the Republic.
[52:08.020 --> 52:13.260]  And in closing, that's why the corporate media and the Democratic Party are so angry at Tucker
[52:13.260 --> 52:18.840]  Carlson right now with his new three-part series that starts airing next Monday on November
[52:18.840 --> 52:21.160]  1st, The Plot Against the People.
[52:21.160 --> 52:25.700]  Because Tucker has the federal documents, the court documents, the witnesses, and all
[52:25.700 --> 52:31.780]  the video, much of it that we actually got, proving that federal provocateurs were there
[52:31.780 --> 52:37.700]  trying to lead the million-plus peaceful protesters into the Capitol so that they could
[52:37.700 --> 52:41.960]  demonize the American people as this new terror threat.
[52:41.960 --> 52:45.840]  This is why they're so hysterically angry at Infowars.
[52:45.840 --> 52:49.620]  This is why they're so out of their minds when it comes to Tucker Carlson.
[52:49.620 --> 52:54.020]  Because if the public starts investigating these white supremacist attacks and other
[52:54.020 --> 53:00.060]  provocateur events and continues to prove and discover that it's the deep state Democrats
[53:00.060 --> 53:03.600]  and some of the Republicans aiding them, it's game over for the New World Order.
[53:03.600 --> 53:06.940]  If they're able to trigger a civil war between black and white, they win.
[53:06.940 --> 53:09.960]  But if we wake up and come together, it's game over for them.
[53:09.960 --> 53:15.400]  The most powerful card that the globalist social engineers have, their ace of spades,
[53:15.400 --> 53:17.920]  is the false flag event.
[53:17.920 --> 53:20.300]  It's how they launched the Iraq war.
[53:20.300 --> 53:23.800]  It's how they were able to set up the Patriot Act in this country.
[53:23.800 --> 53:27.360]  And it's how they are now trying to brand anybody that questions elections, anybody
[53:27.360 --> 53:32.260]  that questions lockdowns, anybody that questions vaccine passports as terrorists so they can
[53:32.260 --> 53:37.760]  bring in a real corporate fascist model in this country under the United Nations and
[53:37.760 --> 53:38.760]  the Great Reset.
[53:38.760 --> 53:43.440]  It's not just America, but the entire world that's at a crossroads right now.
[53:43.440 --> 53:48.860]  And if we help the general public have an epiphany or an awakening to these dirty tricks
[53:48.860 --> 53:53.080]  that the deep state plays and pulls, they're going to fail.
[53:53.080 --> 53:55.440]  But if we don't expose it, they're going to win.
[53:55.480 --> 54:00.320]  Thank God citizen journalists on the ground and on Twitter and Facebook and other places
[54:00.320 --> 54:06.040]  saw what was happening, did the investigation, and quickly, within hours, exposed these jokers.
[54:06.040 --> 54:11.840]  And again, that's the power of the people, spreading the word but always being ever watchful.
[54:11.840 --> 54:13.200]  You are the Paul Revere.
[54:13.200 --> 54:18.060]  No matter what color you are, no matter what your sex is, no matter where you live, if
[54:18.060 --> 54:22.540]  you love justice and freedom and you love God, you're on the good guy's team.
[54:22.540 --> 54:26.500]  And if you're against the globalists and their tyranny, well, again, God is definitely
[54:26.500 --> 54:28.860]  watching and very, very proud of you.
[54:28.860 --> 54:32.580]  So again, I'm very, very excited and blessed that this information is coming out.
[54:32.580 --> 54:33.580]  We're all blessed.
[54:33.580 --> 54:38.380]  And so let's just keep our eyes peeled and watch our six because major stuff is already
[54:38.380 --> 54:40.420]  going down and it's only going to get a lot crazier.
[54:52.540 --> 55:09.140]  The domestic war on terror is here, is coming after half of the country.
[55:09.140 --> 55:12.780]  The helicopters have left Afghanistan and now they've landed here at home.
[55:12.780 --> 55:19.260]  And the left is hunting the right, staking them in Guantanamo Bay for American citizens,
[55:19.260 --> 55:20.980]  leaving them there to rot.
[55:20.980 --> 55:24.020]  We are dealing with an insurgency in the United States.
[55:24.020 --> 55:28.700]  Terrorism for white supremacy is the most lethal threat to the homeless.
[55:28.700 --> 55:30.700]  I've been told that I'm a white nationalist.
[55:30.700 --> 55:31.700]  Me!
[55:31.700 --> 55:32.700]  FBI!
[55:32.700 --> 55:33.700]  Put all of your hands up!
[55:33.700 --> 55:40.900]  They've begun to fight a new enemy in a new war on terror, not al-Qaeda, white supremacy.
[55:40.900 --> 55:50.380]  False flags have happened in this country, one of which may have been January 6th.
[55:50.380 --> 56:00.780]  Truth is marching on.
[56:00.780 --> 56:04.620]  It comes at the end of October every year and only runs for two weeks.
[56:04.620 --> 56:10.780]  It's what I call the Black Friday comes early super blowout sale with store-wide free shipping,
[56:10.780 --> 56:15.060]  double Patriot points and up to 60% off on our best selling products.
[56:15.060 --> 56:19.860]  Brain Force Plus sold out for almost eight months, back in stock 50% off.
[56:19.860 --> 56:25.780]  Ultimate Bone Broth Plus, it's even better than last formula with Chaga mushrooms and
[56:25.780 --> 56:27.060]  turmeric and just everything.
[56:27.060 --> 56:28.060]  It's so good.
[56:28.060 --> 56:30.900]  It's now available again, 20% off.
[56:30.900 --> 56:32.780]  Ultra 12, 60% off.
[56:32.780 --> 56:34.580]  Alpha Power, 40% off.
[56:34.580 --> 56:36.060]  Knockout, 50% off.
[56:36.060 --> 56:37.460]  Living Defense, 50% off.
[56:37.460 --> 56:39.820]  Pure Turmeric Extract Bodies, 40% off.
[56:39.820 --> 56:44.700]  Activated Charcoal Toothpaste and Mouthwash, 50% off and it goes on and on and on.
[56:44.700 --> 56:46.700]  Storable Foods, 10% off.
[56:46.700 --> 56:48.540]  Last time of the year that deal's happening.
[56:48.540 --> 56:52.300]  It's all available now at infowarsstore.com.
[56:52.300 --> 56:55.180]  The Black Friday sale comes early.
[56:55.180 --> 56:59.100]  It's going right now for the next two weeks and it supports the info war.
[56:59.100 --> 57:01.420]  Take action now and get prepared.
[57:01.420 --> 57:05.140]  And we are back, ladies and gentlemen, what you just saw with Tucker Carlson and myself
[57:05.140 --> 57:06.500]  is so important.
[57:06.500 --> 57:11.500]  Tucker Carlson and Alex Jones have been vindicated by the Democrats being caught in the act of
[57:11.500 --> 57:15.140]  staging a racial false flag in Virginia.
[57:15.140 --> 57:17.900]  This is so huge and they're trying to censor the truth of this.
[57:18.060 --> 57:22.180]  So let's cram it down their dirty race-baiting throats.
[57:22.180 --> 57:27.100]  Get the report at Bandot Video and share it and share this live feed as well and share
[57:27.100 --> 57:28.780]  the archive of this feed.
[57:28.780 --> 57:30.420]  That's how you override them.
[57:30.420 --> 57:33.900]  There's the actual headline of the video, Alex Jones and Tucker Carlson vindicated after
[57:33.900 --> 57:37.780]  Democrats caught staging false flag in Virginia.
[57:37.780 --> 57:39.780]  Unbelievable information.
[57:39.780 --> 57:46.900]  Now joining us is the Vatican expert, best-selling author, Vatican insider, highest levels of
[57:46.900 --> 57:51.780]  the P2 Lodge insider who defected out of it more than 15 years ago.
[57:51.780 --> 57:55.140]  And I remember reading some of his books and hearing them 15 years ago and knowing most
[57:55.140 --> 57:58.040]  of it was accurate, but some of it was above my knowledge.
[57:58.040 --> 58:03.100]  And years later, he was totally vindicated in just everything he said about there'll
[58:03.100 --> 58:05.820]  be a Vatican takeover by the Jesuits.
[58:05.820 --> 58:09.860]  It's going to be this Pope who it was, and then they're going to still have another Pope
[58:09.860 --> 58:10.860]  at the same time.
[58:10.860 --> 58:13.060]  They're going to bring in a one world religion and all of it.
[58:13.060 --> 58:19.100]  So we saw the G20 at the Vatican in the last few days going on today, and he's got his
[58:19.100 --> 58:20.420]  big contacts in Italy.
[58:20.420 --> 58:22.220]  He lived in Italy till just the last few years.
[58:22.220 --> 58:24.980]  In fact, I've been there reporting with him in Italy and Rome.
[58:24.980 --> 58:28.820]  He had to leave because he's been politically targeted just like we're now being targeted
[58:28.820 --> 58:29.820]  here.
[58:29.820 --> 58:33.240]  So Leo Zagami, I'm going to try to really give you the floor here to go over the huge
[58:33.240 --> 58:37.660]  data dump you've got because this is like the Bilderberg group on steroids, but they're
[58:37.660 --> 58:39.420]  now externalizing the method.
[58:39.420 --> 58:41.860]  This is just a incredible time to be alive.
[58:41.860 --> 58:44.060]  Leo Zagami of leozagami.com.
[58:44.060 --> 58:46.980]  Thank you so much for joining us on Saturday evening.
[58:46.980 --> 58:48.340]  Thank you for having me on.
[58:48.340 --> 58:53.820]  And it was definitely an historical day in Rome at the Lenovo, this building, which is
[58:53.820 --> 59:01.540]  based in the area of Roma, which was built once upon a time by Benito Mussolini.
[59:01.540 --> 59:07.240]  And in this building, the G20 with all the powerful leaders of the world met to get there.
[59:07.240 --> 59:13.560]  Of course, we had some notorious absence from China, and I will be talking about why
[59:13.560 --> 59:17.040]  China wasn't there, also Russia.
[59:17.040 --> 59:22.720]  But at the same time, we had all these world leaders, of course, meeting for the last time
[59:22.720 --> 59:26.360]  with Angela Merkel, who is on her way out.
[59:26.360 --> 59:32.200]  And then we had, of course, the usual rubbish from all these people talking about climate
[59:32.200 --> 59:38.760]  change and trying to find solutions, but they really didn't find anything consistent.
[59:38.760 --> 59:45.480]  At the same time, we have a lot of protests going on in Italy.
[59:45.480 --> 59:50.680]  In Rome, they actually limited the protest only to the communists, so only people with
[59:50.680 --> 59:57.360]  communist flags who are protesting for nonsense were allowed, while Milan at the same time
[59:57.360 --> 01:00:03.640]  still now we have protests that have been going on for weeks and weeks regarding the
[01:00:03.640 --> 01:00:09.440]  imposition of, the very stringent imposition of the vaccine passport for all workers in
[01:00:09.440 --> 01:00:10.520]  Italy.
[01:00:10.520 --> 01:00:14.840]  So there was, of course, this meeting, and the first thing was that we all noticed was
[01:00:14.840 --> 01:00:15.840]  Joe Biden.
[01:00:15.840 --> 01:00:22.900]  Joe Biden, who got lost, he was wandering around at one point amongst the world leaders.
[01:00:22.900 --> 01:00:30.820]  He turned to, also from the line, then he turned to, you can actually see it a little
[01:00:30.820 --> 01:00:36.740]  bit there, but it's quite incredible how Joe Biden constantly gets lost.
[01:00:36.740 --> 01:00:43.380]  And he then talked with Erdogan, he treated Erdogan like a great friend.
[01:00:43.380 --> 01:00:48.520]  And of course, yesterday we had the meeting with Pope Francis, a meeting that for him
[01:00:48.520 --> 01:00:51.100]  was very important.
[01:00:51.100 --> 01:00:54.940]  When he came out of the meeting, the first thing he said, oh, the Pope told me I'm a
[01:00:54.940 --> 01:00:59.620]  good Catholic, but we didn't discuss abortion.
[01:00:59.620 --> 01:01:03.460]  Of course, we all know that he did discuss abortion.
[01:01:03.460 --> 01:01:09.380]  Some media outlets eventually said that they hinted on the subject.
[01:01:09.380 --> 01:01:17.700]  But the fact is that neither him or Nancy Pelosi, who claimed to be very good Catholics,
[01:01:17.700 --> 01:01:19.700]  are good Catholics.
[01:01:19.700 --> 01:01:24.380]  And he can now receive communion, yes, he can continue to receive communion.
[01:01:24.380 --> 01:01:32.700]  The Pope blessed him, gave him a copy also of Fratelli tutti, the Masonic encyclical.
[01:01:32.700 --> 01:01:40.580]  So the Pope basically has completely forgotten about this support for abortion that continues
[01:01:40.580 --> 01:01:49.360]  to go on from the left, which is absolutely crazy to think that the Catholic can support
[01:01:49.360 --> 01:01:55.660]  something and then even be blessed by the Pope and claim that he can still receive communion
[01:01:55.660 --> 01:02:01.040]  when he's endorsing such murderous activity.
[01:02:01.040 --> 01:02:07.160]  Because of course, we know that abortion is a human sacrifice and a murderous activity.
[01:02:07.160 --> 01:02:08.160]  That's what it is.
[01:02:08.160 --> 01:02:10.420]  Let's not fool ourselves.
[01:02:10.420 --> 01:02:17.360]  On top of that, we have, of course, a lot, like I said, a lot of protests in Italy.
[01:02:17.360 --> 01:02:24.600]  But we have the absence today of the G20 of Xi Jinping, the Chinese president.
[01:02:24.600 --> 01:02:28.720]  And this is very important that we discuss the reason why he's not there.
[01:02:28.720 --> 01:02:35.080]  Because for 21 months, Xi Jinping has not got out of China.
[01:02:35.080 --> 01:02:38.960]  He didn't go out of China in any way.
[01:02:38.960 --> 01:02:42.000]  He has been staying firmly in China.
[01:02:42.000 --> 01:02:47.600]  He actually almost doesn't think that the G20 nations are good enough for him.
[01:02:47.600 --> 01:02:48.600]  That's the real reason.
[01:02:48.600 --> 01:02:56.840]  He's actually making a show out of it, a standoff by not showing up in Rome.
[01:02:56.840 --> 01:03:03.720]  He's claiming, some of the people close to him claim that he didn't want to go back in
[01:03:03.720 --> 01:03:08.880]  China and go through the quarantine, that all the Chinese people have to go through
[01:03:08.880 --> 01:03:11.000]  when they come back from abroad.
[01:03:11.000 --> 01:03:13.960]  But that's, of course, an excuse.
[01:03:13.960 --> 01:03:21.560]  The real reason why Xi Jinping is not going is because at the moment he is in a position
[01:03:21.560 --> 01:03:23.800]  of dominance.
[01:03:23.800 --> 01:03:29.960]  And there is also this whole thing going on with Joe Biden trying to talk with him.
[01:03:29.960 --> 01:03:35.740]  Joe Biden claimed that he will have a virtual meeting before the end of the year with Xi
[01:03:35.740 --> 01:03:36.740]  Jinping.
[01:03:36.740 --> 01:03:39.960]  So there's also that going on.
[01:03:39.960 --> 01:03:46.600]  But we have to understand that at the moment, of course, Taiwan is under the threat of China.
[01:03:46.600 --> 01:03:55.160]  China is working very much on having a firm grip on this new world order and building
[01:03:55.160 --> 01:03:56.160]  their image.
[01:03:56.160 --> 01:04:01.080]  But at the same time, Xi Jinping is not going out of China because he doesn't really need
[01:04:01.080 --> 01:04:02.400]  to go out of China.
[01:04:02.400 --> 01:04:09.240]  They are all going also to the Glasgow gathering on climate change.
[01:04:09.240 --> 01:04:16.560]  But also we know that China is not very strong in taking stringent measures to fight the
[01:04:16.560 --> 01:04:17.720]  climate change.
[01:04:17.720 --> 01:04:22.600]  They are the number one polluters in any case.
[01:04:22.600 --> 01:04:29.420]  But what's happening in China is also that Xi Jinping fears, fears for his own even political
[01:04:29.420 --> 01:04:34.340]  future and he doesn't want to leave China at this moment of time, in which there is
[01:04:34.340 --> 01:04:37.300]  a big energy crisis.
[01:04:37.300 --> 01:04:41.420]  There is no diesel being pumped into the cars.
[01:04:41.420 --> 01:04:42.980]  You can't find any diesel.
[01:04:42.980 --> 01:04:48.260]  There is a lot of energy crisis going on in China.
[01:04:48.260 --> 01:04:52.820]  So China is having their own internal problems.
[01:04:52.820 --> 01:04:59.040]  But at the same time, they still have this strength towards the United States of America.
[01:04:59.040 --> 01:05:01.560]  They want to be in a position of strength.
[01:05:01.560 --> 01:05:03.320]  And then we have Russia.
[01:05:03.320 --> 01:05:04.840]  Vladimir Putin wasn't there.
[01:05:04.840 --> 01:05:08.560]  I think maybe his foreign minister was there.
[01:05:08.560 --> 01:05:17.320]  Vladimir Putin is another person that is now going to blackmail the whole of the EU using
[01:05:17.320 --> 01:05:27.180]  his gas, because suddenly today we start having hints that the energy crisis with gas in Europe
[01:05:27.180 --> 01:05:34.300]  is going to grow and that Russia is going to use the gas and the natural reserves of
[01:05:34.300 --> 01:05:41.340]  gas that they of course give to the rest of Europe, because Europe doesn't have many natural
[01:05:41.340 --> 01:05:42.340]  resources.
[01:05:42.340 --> 01:05:48.580]  So they really lean a lot towards Russia for warming themselves up in the wind.
[01:05:48.580 --> 01:05:53.220]  And Leo, I want to continue going down that line with you and your briefing on G20, because
[01:05:53.220 --> 01:05:56.900]  this is, again, the minions of the globalists that run the planet and these different power
[01:05:56.940 --> 01:05:57.940]  fissures are important.
[01:05:57.940 --> 01:06:03.180]  But since you mentioned abortion and depopulation, as you know, Mao Zedong was put into power
[01:06:03.180 --> 01:06:07.460]  by the CIA and OSS MI6 in 49.
[01:06:07.460 --> 01:06:08.460]  That's now declassified.
[01:06:08.460 --> 01:06:13.540]  John Birch Society said that back in the late fifties, they've been proven right.
[01:06:13.540 --> 01:06:17.020]  But now Xi Jinping has broken with the globalists.
[01:06:17.020 --> 01:06:18.020]  I'm not defending him.
[01:06:18.020 --> 01:06:19.020]  I'm not saying he's good now.
[01:06:19.020 --> 01:06:21.460]  He's just at least at one level broken with them.
[01:06:21.460 --> 01:06:25.540]  He's now saying three child policy, paying people to have three children.
[01:06:25.580 --> 01:06:30.380]  He's now promoting masculine men, outlawing sissy men, saying that America is poisoned
[01:06:30.380 --> 01:06:31.580]  and evil.
[01:06:31.580 --> 01:06:33.220]  Putin says that we're anti-Christ now.
[01:06:33.220 --> 01:06:34.260]  We should get Jesus.
[01:06:34.260 --> 01:06:38.300]  So Russia is saying we need Jesus and that America is now satanic.
[01:06:38.300 --> 01:06:44.020]  You've got China that's godless, but saying we're rejecting the globalist depopulation
[01:06:44.020 --> 01:06:46.300]  pedophile agenda.
[01:06:46.300 --> 01:06:49.900]  So here's my question, because you have a lot of inside sources and you're also really
[01:06:49.900 --> 01:06:52.620]  smart and do a lot of research.
[01:06:52.620 --> 01:07:00.980]  Are those, is the splintering or the rift between the Chai Coms and the globalists real
[01:07:00.980 --> 01:07:01.980]  or what's really going on?
[01:07:01.980 --> 01:07:06.700]  Because we know the Putin Russian split with the globalists is real, right?
[01:07:06.700 --> 01:07:10.100]  No, I think that is all staged.
[01:07:10.100 --> 01:07:13.100]  Russia and China are in bed together.
[01:07:13.100 --> 01:07:18.820]  Also military since the time they were both communist countries, because as you know,
[01:07:18.820 --> 01:07:23.100]  the Soviet Union was the past of Vladimir Putin.
[01:07:23.100 --> 01:07:24.100]  Leo, start over.
[01:07:24.100 --> 01:07:26.660]  You misunderstood because I'm talking fast trying to get this out.
[01:07:26.660 --> 01:07:31.180]  I know that Russia is fighting with the globalists and is its own power block.
[01:07:31.180 --> 01:07:36.620]  I'm saying China has acted like it's with the globalists, but it looks like it's totally
[01:07:36.620 --> 01:07:37.620]  breaking away.
[01:07:37.620 --> 01:07:39.340]  What's really going on?
[01:07:39.340 --> 01:07:45.380]  What's really going on is that China is actually showing that they don't need the rest of the
[01:07:45.380 --> 01:07:52.060]  world by not going to Rome and participating to this charade of the G20 or being there
[01:07:52.060 --> 01:07:57.460]  in presence in Glasgow for the climate summit and all that BS.
[01:07:57.460 --> 01:07:58.940]  I mean, I agree there.
[01:07:58.940 --> 01:07:59.940]  Exactly.
[01:07:59.940 --> 01:08:01.460]  They're not just saying we're going to have three children.
[01:08:01.460 --> 01:08:03.500]  They're saying we're not going to cut carbon for another 10 years.
[01:08:03.500 --> 01:08:05.180]  They just pledged it.
[01:08:05.180 --> 01:08:06.180]  Of course.
[01:08:06.180 --> 01:08:11.980]  And then you have really nailed it down when it comes down to their will to build up again
[01:08:11.980 --> 01:08:13.460]  a brilliant society.
[01:08:13.460 --> 01:08:19.220]  They have the big problem that for decades they prohibited more than one child for each
[01:08:19.220 --> 01:08:21.000]  family unit.
[01:08:21.000 --> 01:08:28.020]  And this until 2015, they created an enormous problem by doing that because now they don't
[01:08:28.020 --> 01:08:32.500]  actually have enough women for the male population.
[01:08:32.500 --> 01:08:40.420]  There is like a disproportionate, they screwed up with the natural levels of what, you know,
[01:08:40.420 --> 01:08:43.940]  the balance that you have between men and women in a race.
[01:08:43.940 --> 01:08:46.920]  And they have basically screwed it up.
[01:08:46.920 --> 01:08:55.560]  So now they are encouraging desperately Chinese to procreate, but it's maybe a bit late.
[01:08:55.560 --> 01:08:57.380]  They need manpower.
[01:08:57.380 --> 01:09:02.860]  They need manpower for their military, for their industries.
[01:09:02.860 --> 01:09:07.380]  But they seem to have now a crisis in that sector.
[01:09:08.380 --> 01:09:17.400]  Because a lot of the men following the Western trends, they have gone a little bit too feminine.
[01:09:17.400 --> 01:09:27.260]  So that's why then China has suddenly censored all these artists, like musical groups, actors
[01:09:27.260 --> 01:09:31.020]  that propose the Western way.
[01:09:31.020 --> 01:09:39.660]  And they are pushing instead for free child policy becoming law and maintaining, of course,
[01:09:39.660 --> 01:09:41.340]  their grip on society.
[01:09:41.340 --> 01:09:45.020]  They are doing all this by imposition.
[01:09:45.020 --> 01:09:46.020]  Sure.
[01:09:46.020 --> 01:09:48.660]  So I wanted to see if you agreed that that's going on.
[01:09:48.660 --> 01:09:50.300]  It clearly is.
[01:09:50.300 --> 01:09:55.460]  What does that signify for the Anglo-American Vatican Combine?
[01:09:55.460 --> 01:09:58.100]  How is Henry Kissinger's New World Order doing then?
[01:09:58.180 --> 01:10:05.780]  Well, Kissinger, as you know, was the gatekeeper of the opening of China to the rest of the
[01:10:05.780 --> 01:10:15.660]  world in the 70s, as well as George H. Bush with Barbara Bush.
[01:10:15.660 --> 01:10:21.000]  They were in Beijing for a long time before he became head of the CIA.
[01:10:21.000 --> 01:10:24.100]  And then they opened up China to the rest of the world.
[01:10:24.100 --> 01:10:29.700]  But you have to understand that China is linked to the Vatican, is linked to the Jesuits.
[01:10:29.700 --> 01:10:36.340]  And this link with the Jesuits is much more than a link only with Catholicism, but is
[01:10:36.340 --> 01:10:40.100]  a link with what we call here the deep state.
[01:10:40.100 --> 01:10:46.200]  People like Joe Biden, people like Nancy Pelosi, and all the peoples in San Francisco where,
[01:10:46.200 --> 01:10:52.500]  by the way, there is also the main lodge of Chinese Freemasonry because they have also
[01:10:52.500 --> 01:10:58.180]  their own brand of Chinese Freemasonry, which is very strong and which has one of the most
[01:10:58.180 --> 01:11:01.180]  important lodges in San Francisco.
[01:11:01.180 --> 01:11:08.540]  And most of their members are connected with the Democratic Party here in the U.S.
[01:11:08.540 --> 01:11:17.140]  So you have this situation going on whereby Kissinger, of course, is still a trendsetter.
[01:11:17.140 --> 01:11:23.200]  And when the people in Silicon Valley need to do something in China, often they go directly
[01:11:23.200 --> 01:11:25.700]  to him to have some connections.
[01:11:25.700 --> 01:11:26.700]  Exactly.
[01:11:26.700 --> 01:11:30.460]  So he's the wise man that Xi Jinping brags, control America, that Xi Jinping thinks he's
[01:11:30.460 --> 01:11:35.040]  still in control of that Warren Buffett and Charlie Munger also brag about.
[01:11:35.040 --> 01:11:38.880]  So we have Charlie Munger and Buffett saying we need to live under a Chinese dictatorship.
[01:11:38.880 --> 01:11:44.420]  I'm saying with the China file worship of the CFR going on, is the New World Order model
[01:11:44.420 --> 01:11:49.380]  of Kissinger still dominant or is Russia getting out of the New World Order causing
[01:11:49.380 --> 01:11:50.380]  them a big problem?
[01:11:50.380 --> 01:11:54.040]  And how do you see the globalist trying to counter that now that it looks like China
[01:11:54.040 --> 01:11:56.140]  is starting to pull out as well?
[01:11:56.140 --> 01:12:05.560]  Well, Russia has a problem now with the bacteriological warfare that China started with this virus
[01:12:05.560 --> 01:12:09.980]  because it's a bacteriological warfare attack on the rest of the world.
[01:12:09.980 --> 01:12:14.100]  And it seems like Russia is having a problem with that.
[01:12:14.100 --> 01:12:19.420]  However, I want to go back to the fact that China and Russia have always had very strong
[01:12:19.420 --> 01:12:20.900]  relationship.
[01:12:20.900 --> 01:12:30.780]  And recently they have also showed that their military, their naval military are doing exercises
[01:12:30.780 --> 01:12:31.780]  together.
[01:12:31.780 --> 01:12:36.460]  They are basically in the South Pacific and whatnot.
[01:12:36.460 --> 01:12:40.980]  So it means that they are still very strongly connected.
[01:12:40.980 --> 01:12:48.420]  I think that China, Russia, and the Vatican are working together and that is going to
[01:12:48.420 --> 01:12:52.340]  become more clear in the coming years.
[01:12:52.340 --> 01:13:01.060]  But there is a link, unfortunately, between, within the power structure in Russia and the
[01:13:01.060 --> 01:13:02.060]  Vatican.
[01:13:02.060 --> 01:13:08.740]  However, fortunately, there is also Kirill, the patriarch of the Orthodox Church that
[01:13:08.740 --> 01:13:14.100]  is still not bowing down completely to this one world religion project.
[01:13:14.100 --> 01:13:19.580]  That's why he has not yet gone to Astana to meet the Pope, which was supposed to happen
[01:13:19.580 --> 01:13:21.140]  this year.
[01:13:21.140 --> 01:13:29.300]  I still have some hope because Kirill is the one who has been very critic about the vaccine
[01:13:29.300 --> 01:13:33.060]  passports, even before they were created as vaccine passports.
[01:13:33.060 --> 01:13:41.100]  He's being really critical of all these modern IDs, digital IDs.
[01:13:41.100 --> 01:13:50.140]  There was a big criticism by the Orthodox Church in 2019 when they started to implement
[01:13:50.140 --> 01:13:55.180]  this pin number for pensioners and so on.
[01:13:55.180 --> 01:14:02.980]  So I mean, I think that in Russia we have fortunately still a very strong Orthodox Church.
[01:14:02.980 --> 01:14:05.620]  That has a very strong Christian belief.
[01:14:05.620 --> 01:14:06.940]  I totally agree with you.
[01:14:06.940 --> 01:14:11.600]  So I mean, I've heard the right wing propaganda in the last 20 years that Putin's not really
[01:14:11.600 --> 01:14:12.600]  a Christian.
[01:14:12.600 --> 01:14:13.600]  It's all fake.
[01:14:13.600 --> 01:14:17.680]  But Christ said, you judge a tree by its fruits and I'm not lionizing Putin, but my God, he's
[01:14:17.680 --> 01:14:21.380]  probably the greatest Christian leader in the world right now.
[01:14:21.380 --> 01:14:22.500]  It's not the Pope.
[01:14:22.500 --> 01:14:24.060]  It's not Billy Graham Jr.
[01:14:24.060 --> 01:14:26.180]  I mean, I got to say.
[01:14:26.180 --> 01:14:30.700]  We have to be a little bit careful there, Alex, because I think that Vladimir Putin
[01:14:30.700 --> 01:14:40.820]  knows also that he can still rely on some of his old alliances when he was still involved
[01:14:40.820 --> 01:14:41.820]  with the Soviet Union.
[01:14:41.820 --> 01:14:44.820]  Like I said, I'm not lionizing Putin.
[01:14:44.820 --> 01:14:49.720]  I'm saying for what he says and paying Russians to have children and supporting Christianity
[01:14:49.720 --> 01:14:54.020]  and saying we need Jesus and saying America needs Christ, as he said last month, I go
[01:14:54.020 --> 01:14:55.900]  all people's actions.
[01:14:55.900 --> 01:15:00.900]  And all I'm saying is who else is doing more for Christianity than Vladimir Putin?
[01:15:00.900 --> 01:15:08.260]  I think that the key person behind Vladimir Putin for preserving such values is Kirill,
