[00:00.000 --> 00:18.600]  son
[2:06:57.500 --> 2:07:00.820]  visit and what you vote on, it'll be what we want to give you.
[2:07:00.820 --> 2:07:03.780]  And so Google had all this on the shelf, it was being looked at.
[2:07:03.780 --> 2:07:08.820]  I think when Hillary lost, they got scared and accelerated the authoritarian plan.
[2:07:08.820 --> 2:07:11.620]  They were worried their own engineers and people would get upset because there was the
[2:07:11.620 --> 2:07:18.540]  old other maxim of not just organize the world's information to control it, but to also do no
[2:07:18.540 --> 2:07:22.740]  evil or Google, you know, don't be evil.
[2:07:22.740 --> 2:07:29.540]  Well, I mean now Google's real logo or real definition or real catchphrase should be one
[2:07:29.540 --> 2:07:32.660]  ring to rule them all and in the darkness bind them.
[2:07:32.660 --> 2:07:37.740]  So Zach, you're on a roll here and once we have that video of Schmidt will play it coming
[2:07:37.740 --> 2:07:41.940]  up, but put it on screen and you got it ready, thanks.
[2:07:41.940 --> 2:07:42.940]  Please continue.
[2:07:42.940 --> 2:07:47.900]  Yeah, so if someone to say that, you know, Eric Schmidt said this, they would think you're
[2:07:47.900 --> 2:07:53.500]  absolutely crazy, but the thing is, is that we've got proof that he actually said this
[2:07:53.500 --> 2:07:59.220]  and so you have to just watch this video to believe that he's actually saying this.
[2:07:59.220 --> 2:08:04.260]  And by the way, for the crew, as information accelerates, I've gotten really OCD about
[2:08:04.260 --> 2:08:05.260]  info.
[2:08:05.260 --> 2:08:08.460]  Two minutes ago during break, you said, hey, go to my Twitter and grab the clip.
[2:08:08.460 --> 2:08:11.420]  They got it in a minute and a half and I'm already like, where's the clip?
[2:08:11.420 --> 2:08:13.780]  Give me the clip right now.
[2:08:13.780 --> 2:08:15.380]  Actually, there's in my ear.
[2:08:15.380 --> 2:08:16.460]  I couldn't hear what they were saying.
[2:08:16.460 --> 2:08:17.460]  So we've got the clip.
[2:08:17.460 --> 2:08:22.500]  Here's the here's the here's the big spider at the bottom of the Google alphabet.
[2:08:22.500 --> 2:08:26.380]  Well, some of our petia is just a puppet like an angler fish puts a little light out there
[2:08:26.380 --> 2:08:27.380]  out front.
[2:08:27.380 --> 2:08:28.380]  Here he is.
[2:08:28.380 --> 2:08:33.700]  And one of my questions leading to is help us understand where's the future of search
[2:08:33.700 --> 2:08:34.700]  going?
[2:08:34.700 --> 2:08:38.260]  Well, when you use Google, do you get more than one answer?
[2:08:38.260 --> 2:08:39.260]  Of course you do.
[2:08:39.260 --> 2:08:40.260]  Yeah, of course.
[2:08:40.260 --> 2:08:43.260]  Well, that's a bug.
[2:08:43.260 --> 2:08:48.940]  We have more bugs per second in the world because we should be able to give you the
[2:08:48.940 --> 2:08:51.460]  right answer just once.
[2:08:51.460 --> 2:08:53.220]  We should know what you meant.
[2:08:53.220 --> 2:08:54.220]  You should look for information.
[2:08:54.220 --> 2:08:55.220]  We should give it exactly right.
[2:08:55.220 --> 2:08:59.420]  And we should give it to you in your language and we should and we should never be wrong.
[2:08:59.420 --> 2:09:02.060]  OK, I've never seen that.
[2:09:02.060 --> 2:09:03.460]  It's incredibly profound.
[2:09:03.460 --> 2:09:06.540]  I knew he's made statements like it, but to see it back it up again.
[2:09:06.540 --> 2:09:09.060]  I am that actually made me dizzy.
[2:09:09.060 --> 2:09:11.660]  He's saying we're not going to give you choice.
[2:09:11.660 --> 2:09:13.580]  We're going to decide what you want.
[2:09:13.580 --> 2:09:16.140]  And now I can't search a Breitbart headline.
[2:09:16.140 --> 2:09:19.340]  I can't search an Enforce headline with exact headlines.
[2:09:19.340 --> 2:09:25.980]  They won't come up on news, on web, on and now Facebook blurs my face out, tells people
[2:09:25.980 --> 2:09:28.540]  you'll be banned unless it's negative.
[2:09:28.540 --> 2:09:33.460]  So everyone is now sarcastically going, look at this scum, look at this filth, this bastard.
[2:09:33.460 --> 2:09:35.500]  He exposed Epstein 10 years ago.
[2:09:35.500 --> 2:09:40.140]  So there's some sarcasm going on as why they don't like memes because the AI can't understand
[2:09:40.140 --> 2:09:41.140]  it.
[2:09:41.140 --> 2:09:42.140]  But don't worry.
[2:09:42.140 --> 2:09:43.140]  They've got humans looking over your shoulders.
[2:09:43.140 --> 2:09:44.980]  So Zach Voorhees, what an incredible clip.
[2:09:44.980 --> 2:09:46.580]  Yeah, what an incredible clip.
[2:09:46.580 --> 2:09:50.780]  And the fact that a lot of people, can we just play that clip again?
[2:09:50.780 --> 2:09:51.780]  Play it again.
[2:09:51.780 --> 2:09:53.780]  Because it's a lot to digest.
[2:09:53.780 --> 2:09:54.780]  Here it is.
[2:09:54.780 --> 2:09:55.780]  Play it again.
[2:09:55.780 --> 2:10:01.580]  And what my question is leading to is help us understand where's the future of search
[2:10:01.580 --> 2:10:02.580]  going.
[2:10:02.580 --> 2:10:06.300]  Well, when you use Google, do you get more than one answer?
[2:10:06.300 --> 2:10:07.300]  Of course you do.
[2:10:07.300 --> 2:10:08.300]  Yeah, of course.
[2:10:08.300 --> 2:10:11.140]  Well, that's a bug.
[2:10:11.140 --> 2:10:15.420]  We have more bugs per second in the world.
[2:10:15.420 --> 2:10:19.420]  But we should be able to give you the right answer just once.
[2:10:19.420 --> 2:10:21.180]  We should know what you meant.
[2:10:21.180 --> 2:10:22.180]  You should look for information.
[2:10:22.180 --> 2:10:23.180]  We should give it exactly right.
[2:10:23.180 --> 2:10:26.020]  And we should give it to you in your language.
[2:10:26.020 --> 2:10:28.460]  And we should never be wrong.
[2:10:28.460 --> 2:10:29.460]  You should be God.
[2:10:29.460 --> 2:10:31.060]  So let me throw this out at you.
[2:10:31.060 --> 2:10:34.980]  That's like saying, when you turn your radio on, you should get one song, one channel,
[2:10:34.980 --> 2:10:38.500]  all the time because we know what you need and we're never wrong.
[2:10:38.500 --> 2:10:42.460]  Well, the whole world's about differentiating and change and finding new things and going
[2:10:42.460 --> 2:10:43.460]  through things.
[2:10:43.460 --> 2:10:45.580]  So you talk about the ultimate safe space.
[2:10:45.580 --> 2:10:47.380]  We give you the perfect answer always.
[2:10:47.380 --> 2:10:49.580]  Well, there is no perfect answer unless you're God.
[2:10:49.580 --> 2:10:50.940]  So they're saying we're going to play God.
[2:10:50.940 --> 2:10:54.500]  Or it's like saying, when you go out to find your girlfriend or your wife or your husband,
[2:10:54.500 --> 2:10:55.900]  we're just going to tell you who it is.
[2:10:55.900 --> 2:10:57.980]  It's a programmed robot.
[2:10:57.980 --> 2:10:59.340]  This sounds like hell.
[2:10:59.340 --> 2:11:02.420]  This is like the ultimate authoritarian statement of no choice.
[2:11:02.420 --> 2:11:03.420]  Right.
[2:11:03.420 --> 2:11:07.260]  And the thing is, is that when he says, we're going to give the right answer, like, what
[2:11:07.260 --> 2:11:08.580]  does he mean by the right answer?
[2:11:08.580 --> 2:11:12.580]  Like, who makes that decision about what's right or not?
[2:11:12.580 --> 2:11:19.220]  You know, is there a bunch of social engineers that are trying to define what's right?
[2:11:19.220 --> 2:11:24.780]  And therefore, that one right answer is according to their definition of what's right.
[2:11:24.780 --> 2:11:29.100]  So he just told us as a cult leader what his ultimate end game is and now they're trying
[2:11:29.100 --> 2:11:30.100]  it.
[2:11:30.100 --> 2:11:31.100]  Yeah.
[2:11:31.100 --> 2:11:33.940]  And the thing is, is that when he mentioned this, it's like Google's mission statement
[2:11:33.940 --> 2:11:39.260]  to organize the world's information and make it universally accessible and useful was
[2:11:39.260 --> 2:11:41.900]  in total contradiction to what he said on that Charlie Rose show.
[2:11:41.900 --> 2:11:44.900]  And so they're saying both things at the same time.
[2:11:44.900 --> 2:11:45.900]  Okay.
[2:11:45.900 --> 2:11:51.060]  And, you know, how are you organizing the world's information making it, you know, accessible
[2:11:51.060 --> 2:11:55.700]  if you're only returning one search result?
[2:11:55.700 --> 2:11:57.780]  One ring to find them.
[2:11:57.780 --> 2:12:00.540]  One ring to find them and then in the darkness behind them.
[2:12:00.540 --> 2:12:01.540]  Yeah.
[2:12:01.540 --> 2:12:04.140]  He gets everybody to come to him for the power he's giving.
[2:12:04.140 --> 2:12:05.500]  That's literally Lord of the Rings.
[2:12:05.500 --> 2:12:06.500]  They all join it.
[2:12:06.500 --> 2:12:08.780]  And then, oh, by the way, you're all my slaves now.
[2:12:08.780 --> 2:12:11.300]  There's one answer.
[2:12:11.300 --> 2:12:13.540]  We have the definition of the devil right there.
[2:12:13.540 --> 2:12:17.740]  I mean, that is like to take free will to take, take the colleges.
[2:12:17.740 --> 2:12:19.500]  Oh, the place of ultimate learning.
[2:12:19.500 --> 2:12:21.100]  Any idea can be said here.
[2:12:21.100 --> 2:12:27.740]  Now the most orthodox, controlled, insane mother and father is bad, expressed on Facebook
[2:12:27.740 --> 2:12:32.580]  where the Republicans can't buy an ad saying, we're reaching out to strong women.
[2:12:32.580 --> 2:12:34.340]  We believe in women.
[2:12:34.340 --> 2:12:37.860]  Now the very liberal ethos is Martin Luther King.
[2:12:37.860 --> 2:12:38.860]  They're putting down.
[2:12:38.860 --> 2:12:41.740]  They are attacking the original liberal ethos.
[2:12:41.740 --> 2:12:46.060]  Well, the thing is, is that I think that there's a misconception that the left is actually
[2:12:46.060 --> 2:12:47.060]  liberal.
[2:12:47.060 --> 2:12:52.180]  I consider myself a liberal, but liberal seems to be a conservative value now because like
[2:12:52.180 --> 2:12:57.020]  I grew up in the 1990s, I believe on judging people by the content of their character and
[2:12:57.020 --> 2:12:59.260]  not the color of their skin.
[2:12:59.260 --> 2:13:04.580]  But now like with safe spaces and this like new segregation that's moving in and demonizing
[2:13:04.580 --> 2:13:08.700]  one race for, you know, the white race for all the different problems.
[2:13:08.700 --> 2:13:12.300]  I have a stack right here of the news today saying whites are inherently evil.
[2:13:12.300 --> 2:13:13.300]  That is hilarious.
[2:13:13.300 --> 2:13:15.580]  And to say a group is evil because of what color they are.
[2:13:15.580 --> 2:13:16.580]  Yeah.
[2:13:16.580 --> 2:13:21.260]  I mean, it's, it's like pre-World War two Germany, you know, and it's ramping up.
[2:13:21.260 --> 2:13:23.620]  And they're like, oh, this is liberalism.
[2:13:23.620 --> 2:13:24.820]  I'm like, what?
[2:13:24.820 --> 2:13:29.380]  This is like, like, you know, the demonization of whites constantly through the New York
[2:13:29.380 --> 2:13:31.260]  Times that represents liberalism.
[2:13:31.260 --> 2:13:32.620]  I don't think so.
[2:13:32.620 --> 2:13:36.980]  Liberalism means we don't judge people by their, you know, immutable characteristics.
[2:13:36.980 --> 2:13:39.340]  We judge them by what's in their head.
[2:13:39.340 --> 2:13:42.220]  And we treat everyone equally under a liberal society.
[2:13:42.220 --> 2:13:46.140]  And the left has completely abandoned that and replaced it with progressivism.
[2:13:46.140 --> 2:13:49.420]  So they believe racial fascism will win.
[2:13:49.420 --> 2:13:50.420]  Yeah.
[2:13:50.420 --> 2:13:52.820]  I mean, they are, they call us Nazis all day.
[2:13:52.820 --> 2:13:54.740]  They are literally funded.
[2:13:54.740 --> 2:13:56.460]  Their main funder is a Nazi collaborator.
[2:13:56.460 --> 2:13:57.460]  Yeah.
[2:13:57.460 --> 2:13:58.460]  You can't make this show.
[2:13:58.460 --> 2:13:59.460]  Yeah.
[2:13:59.460 --> 2:14:01.100]  George Soros, you know, and there's, there's, there's videos of him.
[2:14:01.100 --> 2:14:06.900]  I've seen two videos now where he's talking about the exhilaration that he had.
[2:14:06.900 --> 2:14:10.060]  He's sending Jews off to concentration camps.
[2:14:10.060 --> 2:14:17.300]  And what's really ironic is that if we criticize George Soros, then they call us anti-Semites.
[2:14:17.300 --> 2:14:21.020]  And it's like, we're not criticizing him because, you know, he is.
[2:14:21.020 --> 2:14:22.020]  We're criticizing him.
[2:14:22.020 --> 2:14:23.500]  He's a damn Nazi collaborator.
[2:14:23.500 --> 2:14:24.500]  Yeah.
[2:14:24.500 --> 2:14:25.500]  Exactly.
[2:14:25.500 --> 2:14:26.500]  You know.
[2:14:26.500 --> 2:14:29.380]  But see, it's that death of logic.
[2:14:29.380 --> 2:14:30.380]  It's really sad.
[2:14:30.380 --> 2:14:31.860]  I got a lot.
[2:14:31.860 --> 2:14:34.020]  I want to have you the floor because I'm going to tell you, you're smart, man.
[2:14:34.020 --> 2:14:38.180]  You're, I mean, I want to get into whatever you want to cover like inside of Google without
[2:14:38.180 --> 2:14:41.220]  breaking into the rules and where you think things are going, what you think Trump should
[2:14:41.220 --> 2:14:43.580]  do, what you've gone through since you did this.
[2:14:43.580 --> 2:14:47.780]  And as you and others have told me, there's a big resistance inside all these big tech
[2:14:47.780 --> 2:14:50.140]  by classical liberals that just believe in freedom.
[2:14:50.140 --> 2:14:51.140]  Yeah.
[2:14:51.140 --> 2:14:52.140]  And this isn't freedom.
[2:14:52.140 --> 2:14:53.140]  This isn't freedom.
[2:14:53.140 --> 2:14:56.460]  I mean, America is the most liberal country ever, folks.
[2:14:56.460 --> 2:14:58.420]  And Prager University has an excellent four minute video.
[2:14:58.420 --> 2:14:59.420]  We ought to air tomorrow.
[2:14:59.420 --> 2:15:00.420]  We don't have time.
[2:15:00.420 --> 2:15:01.420]  Everybody should Google it.
[2:15:01.420 --> 2:15:02.420]  We'll get to that.
[2:15:02.420 --> 2:15:05.220]  I mean, it is still bad, but on as bad as Google, they're getting worse.
[2:15:05.220 --> 2:15:07.580]  I guess dog, dog, go or duck, duck, go or whatever it is.
[2:15:07.580 --> 2:15:08.580]  Yeah.
[2:15:08.580 --> 2:15:09.580]  That and start page.
[2:15:09.580 --> 2:15:10.580]  Start page is good.
[2:15:10.580 --> 2:15:11.820]  So just look up Prager University.
[2:15:11.820 --> 2:15:17.940]  I think the headline is leftist or not liberals.
[2:15:17.940 --> 2:15:19.580]  I think it's the name of the video.
[2:15:19.580 --> 2:15:20.580]  And it's totally true.
[2:15:20.580 --> 2:15:24.940]  I've talked about it a hundred times, but the left means something totally different
[2:15:24.940 --> 2:15:25.940]  than liberal.
[2:15:25.940 --> 2:15:26.940]  Yeah.
[2:15:26.940 --> 2:15:27.940]  They totally different.
[2:15:27.940 --> 2:15:30.780]  They were liberals and then they got off the train as soon as they were able to win
[2:15:30.780 --> 2:15:33.620]  the culture war.
[2:15:33.620 --> 2:15:34.620]  And now they're just fascist.
[2:15:34.620 --> 2:15:39.540]  I mean, corporate total dominance with the government, right?
[2:15:39.540 --> 2:15:44.220]  And imagine that the Antifa, the anti-fascists are fighting people and not the big tech
[2:15:44.220 --> 2:15:45.220]  fascists.
[2:15:45.220 --> 2:15:46.220]  It's incredible.
[2:15:46.220 --> 2:15:49.220]  We'll be right back with our special guest, Jack Voorhees.
[2:15:49.220 --> 2:16:02.620]  We'll be right back with our special guest, Jack Voorhees.
[2:16:02.620 --> 2:16:29.620]  We'll be right back with our special guest, Jack Voorhees.
[2:16:29.620 --> 2:16:58.620]  We'll be right back with our special guest, Jack Voorhees.
[2:16:58.620 --> 2:17:23.620]  We'll be right back with our special guest, Jack Voorhees.
[2:17:23.620 --> 2:17:52.260]  We'll be right back.
[2:17:54.620 --> 2:18:23.420]  We'll be right back with our special guest, Jack Voorhees.
[2:18:23.420 --> 2:18:53.220]  We'll be right back with our special guest, Jack Voorhees.
[2:18:53.220 --> 2:18:54.220]  That's okay.
[2:18:54.220 --> 2:18:55.220]  Thanks for the support.
[2:18:55.220 --> 2:19:00.820]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble
[2:19:00.820 --> 2:19:05.220]  in the future, it'd be the farmers that were close to the ground, close to reality, who
[2:19:05.220 --> 2:19:08.100]  actually worked for a living that would end up saving the nation.
[2:19:08.100 --> 2:19:12.820]  And today, the Communist Chinese have banned all U.S. farming goods a week ago.
[2:19:12.820 --> 2:19:17.660]  And we've seen massive increases in polls support for the president and what he's doing
[2:19:17.660 --> 2:19:21.660]  in this trade war once China put pressure on our farmers.
[2:19:21.660 --> 2:19:22.660]  That's beautiful.
[2:19:22.660 --> 2:19:26.180]  Americans aren't going to be bullied and we aren't going to back down.
[2:19:26.180 --> 2:19:30.220]  So to the walking cruises and the Hillary Clinton's, the world that want to intimidate
[2:19:30.220 --> 2:19:33.500]  people and tell us to back down, we're never going to give up.
[2:19:33.500 --> 2:19:38.900]  And all you've done is a wake up the human spirit and the human spirit lives at infowars.com
[2:19:38.900 --> 2:19:39.900]  and newswars.com.
[2:19:39.900 --> 2:19:45.100]  And I'm asking listeners, whatever you do, spread those links because we are the light,
[2:19:45.100 --> 2:19:46.100]  the dark of the night.
[2:19:46.100 --> 2:19:47.100]  We are the resistance.
[2:19:47.100 --> 2:19:58.620]  We are 1776 worldwide.
[2:19:58.620 --> 2:20:26.460]  We are listening to the Alex Jones show.
[2:20:26.460 --> 2:20:28.500]  All right, Zach Voorhees is here with us.
[2:20:28.500 --> 2:20:33.580]  We're having amazing discussions during the breaks and he was talking about his mission
[2:20:33.580 --> 2:20:38.660]  and the fact that, you know, you've got these other Google engineers that are being put
[2:20:38.660 --> 2:20:39.660]  on administrative leave.
[2:20:39.660 --> 2:20:40.660]  They're coming after folks.
[2:20:40.660 --> 2:20:44.100]  I want you to recap what you've gone through, where you are with Google right now.
[2:20:44.100 --> 2:20:47.380]  And you were saying that it didn't matter that Google is trying to block you in cyberspace
[2:20:47.380 --> 2:20:49.700]  and trying to block these videos, these articles.
[2:20:49.700 --> 2:20:52.180]  And Drudge Report has been linking to them, DrudgeReport.com.
[2:20:52.180 --> 2:20:53.980]  But you've been doing a lot of radio and TV interviews.
[2:20:53.980 --> 2:20:54.980]  You came here.
[2:20:54.980 --> 2:20:59.420]  You came here to do a mission to just briefly describe what you did at Google, why you decided
[2:20:59.420 --> 2:21:02.020]  to do this again for new viewers and new listeners.
[2:21:02.020 --> 2:21:03.220]  And this is really a mission.
[2:21:03.220 --> 2:21:04.660]  I mean, they're stealing our birthright.
[2:21:04.660 --> 2:21:06.580]  They're stealing our telecommunications.
[2:21:06.580 --> 2:21:08.100]  They're in live time.
[2:21:08.100 --> 2:21:14.820]  I just had Carpe Donktym on Facebook isn't letting people on WhatsApp share memeworld.com,
[2:21:14.820 --> 2:21:16.100]  which just a side of memes.
[2:21:16.100 --> 2:21:19.100]  I mean, it's expanding to everybody.
[2:21:19.100 --> 2:21:22.620]  These blacklist Twitter is now blocking memeworld.com.
[2:21:22.620 --> 2:21:25.300]  I mean, they are so afraid of this.
[2:21:25.300 --> 2:21:26.860]  This is so dangerous.
[2:21:26.860 --> 2:21:27.860]  Please continue.
[2:21:27.860 --> 2:21:31.660]  Can I just kind of talk about what you just said with the memeworlds being blocked?
[2:21:31.660 --> 2:21:34.420]  Now, a lot of people are like, what the heck is going on?
[2:21:34.420 --> 2:21:37.540]  And I want to give some comfort, OK?
[2:21:37.540 --> 2:21:41.180]  Remember what happened with the music industry and MP3s and how...
[2:21:41.180 --> 2:21:42.180]  Napster.
[2:21:42.180 --> 2:21:43.180]  Yeah.
[2:21:43.180 --> 2:21:46.500]  And what happened right before the music industry collapsed?
[2:21:46.500 --> 2:21:49.460]  They started suing everyone, all right?
[2:21:49.460 --> 2:21:51.540]  That was downloading, you know, MP3s.
[2:21:51.540 --> 2:21:55.220]  And they tried to stem the loss and everything got really scary.
[2:21:55.220 --> 2:21:57.180]  We're like, what's happening with all of our civil rights?
[2:21:57.180 --> 2:22:02.180]  How are they able to just like go in and just like grab all of our metadata about the things
[2:22:02.180 --> 2:22:04.980]  that we're downloading?
[2:22:04.980 --> 2:22:08.660]  And it looked like we were like heading towards totalitarianism based off of MP3s and then
[2:22:08.660 --> 2:22:10.860]  all of a sudden the industry just collapsed, right?
[2:22:10.860 --> 2:22:17.700]  And so I've heard this thing that at the very end, the last refuge of scoundrels is running
[2:22:17.700 --> 2:22:18.740]  to the law.
[2:22:18.740 --> 2:22:21.500]  And so I think that what's happening is that we're at the end.
[2:22:21.500 --> 2:22:26.300]  At the very end of this like of this thing, and the all I want, that's one of my list
[2:22:26.300 --> 2:22:32.220]  of things I wrote down this morning when I remembered, oh, he's here, is how do we fight
[2:22:32.220 --> 2:22:33.220]  back?
[2:22:33.220 --> 2:22:34.220]  Yeah.
[2:22:34.220 --> 2:22:35.700]  So and then gut level up.
[2:22:35.700 --> 2:22:37.940]  What do you think their Achilles heels are?
[2:22:37.940 --> 2:22:44.660]  So I actually want to recommend a book called SJW is Always Lie by Vox Day.
[2:22:44.660 --> 2:22:45.660]  Yeah.
[2:22:45.660 --> 2:22:49.180]  That's the only book that I would recommend that someone would read if they're going to
[2:22:49.180 --> 2:22:52.020]  plug it, but we do sell it at infomercial.com.
[2:22:52.020 --> 2:22:54.180]  That's one of the few books I've read the last year, I've been so busy.
[2:22:54.180 --> 2:22:55.180]  Yeah.
[2:22:55.180 --> 2:22:56.180]  They always lie.
[2:22:56.180 --> 2:22:57.180]  They always lie.
[2:22:57.180 --> 2:23:00.100]  And the thing is, is that people that aren't familiar with the tactics, you know, because
[2:23:00.100 --> 2:23:01.460]  this is, this is weaponized.
[2:23:01.460 --> 2:23:03.060]  They don't understand what's going on.
[2:23:03.060 --> 2:23:05.860]  And so they're likely to make a bunch of mistakes.
[2:23:05.860 --> 2:23:10.500]  They think that they just capitulate and like apologize, then it's just going to go away.
[2:23:10.500 --> 2:23:13.820]  Oh no, a few years ago, I'm like, well, I'm not really saying that about Sandy Hook.
[2:23:13.820 --> 2:23:17.140]  But if you say I'm hurting you and sending people to your house, I never did that.
[2:23:17.140 --> 2:23:20.140]  I apologize, that's when they just full metal attacked.
[2:23:20.140 --> 2:23:21.140]  Yeah.
[2:23:21.140 --> 2:23:22.140]  They double down.
[2:23:22.140 --> 2:23:24.500]  And the thing is, is that they're going to pray to apology around and say, well, you
[2:23:24.500 --> 2:23:28.660]  know, he admits to this, that he's like X, Y or Z bad person.
[2:23:28.660 --> 2:23:30.940]  And then they're going to use that and they're going to pray it around.
[2:23:30.940 --> 2:23:34.220]  And this is not something that people like understand intuitively.
[2:23:34.220 --> 2:23:40.780]  And so the thing is, is that, you know, get this book SJW is Always Lie by Vox Day and
[2:23:40.780 --> 2:23:41.780]  read it.
[2:23:41.780 --> 2:23:45.220]  It's a fascinating read and it goes by really quickly.
[2:23:45.220 --> 2:23:49.380]  And it's kind of a funny title, but it the point is, stop capitulating, stop kissing
[2:23:49.380 --> 2:23:50.380]  their ass.
[2:23:50.380 --> 2:23:51.380]  Yes, exactly.
[2:23:51.380 --> 2:23:52.380]  Exactly.
[2:23:52.380 --> 2:23:55.340]  Because I knew that the political structure, but I'm like, oh, the families, I didn't really
[2:23:55.340 --> 2:23:56.340]  do this.
[2:23:56.340 --> 2:23:58.860]  But if this is really happening, I'm sorry.
[2:23:58.860 --> 2:24:03.700]  And then they just all go out with talking points and then just attack, attack, attack,
[2:24:03.700 --> 2:24:04.700]  attack, attack.
[2:24:04.700 --> 2:24:05.700]  Yeah.
[2:24:05.700 --> 2:24:09.940]  So I followed this book basically as a tactical operation manual on how I was going to leak
[2:24:09.940 --> 2:24:10.940]  this information.
[2:24:10.940 --> 2:24:12.900]  So, but let's go back.
[2:24:12.900 --> 2:24:14.620]  What exactly did I do at YouTube?
[2:24:14.620 --> 2:24:19.580]  Um, what I did at YouTube was I was a senior software engineer and I let's get you with
[2:24:19.580 --> 2:24:20.580]  Vox Day tomorrow.
[2:24:20.580 --> 2:24:21.580]  You're still here tomorrow.
[2:24:21.580 --> 2:24:22.580]  I am still here tomorrow.
[2:24:22.580 --> 2:24:23.780]  Can we get Vox Day on with him tomorrow?
[2:24:23.780 --> 2:24:24.780]  Great.
[2:24:24.780 --> 2:24:25.780]  Awesome.
[2:24:25.780 --> 2:24:26.780]  Yeah.
[2:24:26.780 --> 2:24:27.780]  It's wonderful.
[2:24:27.780 --> 2:24:28.780]  Keep going.
[2:24:28.780 --> 2:24:29.780]  I apologize.
[2:24:29.780 --> 2:24:32.780]  So, um, if anyone turns on like the television or, you know, pay a playstation for Xbox or
[2:24:32.780 --> 2:24:37.300]  Nintendo Switch and they see the embedded version of YouTube playing on their television,
[2:24:37.300 --> 2:24:39.140]  that's the app that I was working on.
[2:24:39.140 --> 2:24:47.220]  And at the, when I left YouTube, when I resigned, um, that app constituted 10% of YouTube's
[2:24:47.220 --> 2:24:48.220]  entire traffic.
[2:24:48.220 --> 2:24:49.220]  Wow.
[2:24:49.220 --> 2:24:50.220]  So, yeah.
[2:24:50.220 --> 2:24:51.220]  Well, sure.
[2:24:51.220 --> 2:24:52.220]  Because I had other big engineers on.
[2:24:52.220 --> 2:24:56.220]  They call a singer and they go, oh, no, uh, no, Zach's the big, big kahuna, like you
[2:24:56.220 --> 2:24:58.780]  are the biggest person to defect from Google.
[2:24:58.780 --> 2:24:59.780]  Yeah.
[2:24:59.780 --> 2:25:00.780]  I am.
[2:25:00.780 --> 2:25:05.300]  And, um, and so, um, that was my role at Google.
[2:25:05.300 --> 2:25:10.820]  I've been at Google for, um, eight years and, um, and then the last three, that's when
[2:25:10.820 --> 2:25:13.780]  everything was turning into clown world.
[2:25:13.780 --> 2:25:20.020]  And so, um, I decided that, uh, that, you know, understanding how the Marxists left
[2:25:20.020 --> 2:25:25.620]  works, I realized that they don't even understand that what they're doing is appalling and reprehensible.
[2:25:25.620 --> 2:25:30.260]  And as a result, they just left all of their documents about what they were going to do,
[2:25:30.260 --> 2:25:36.980]  all their plans available on the internal public internet that any full-time employee
[2:25:36.980 --> 2:25:39.620]  could, um, to, to get.
[2:25:39.620 --> 2:25:41.260]  So I want to give you an example, actually.
[2:25:41.260 --> 2:25:47.220]  There's a video of Susan actually admitting everything that they're going to do.
[2:25:47.220 --> 2:25:53.020]  And this happened, I believe, in 2017 at the Summer Stream event for all the employees
[2:25:53.020 --> 2:25:54.020]  of YouTube.
[2:25:54.020 --> 2:25:55.020]  Can we roll that?
[2:25:55.020 --> 2:25:56.020]  Yeah.
[2:25:56.020 --> 2:25:57.020]  Let's go ahead and roll that.
[2:25:57.020 --> 2:26:02.940]  Or we can cliffhanger it and, uh, come back.
[2:26:02.940 --> 2:26:07.140]  This is a hard area, um, you know, a year ago, we didn't have the term fake news.
[2:26:07.140 --> 2:26:08.540]  Now everything is fake about fake news.
[2:26:08.540 --> 2:26:09.940]  We hear about it every single day.
[2:26:09.940 --> 2:26:14.580]  Um, it's had a lot of, um, concerns about how it affected the election, how it affects
[2:26:14.580 --> 2:26:15.580]  politics.
[2:26:15.580 --> 2:26:16.940]  Um, news is important to us.
[2:26:16.940 --> 2:26:19.020]  We are a platform with global distribution.
[2:26:19.020 --> 2:26:22.060]  Um, we talked about the number of users that are coming to us.
[2:26:22.060 --> 2:26:25.740]  We have some responsibility to make sure that we are delivering the news when something
[2:26:25.740 --> 2:26:27.140]  important happens in the world.
[2:26:27.140 --> 2:26:30.300]  When there's a crisis, um, we think people could benefit from this news.
[2:26:30.300 --> 2:26:32.620]  So news has always been important to YouTube.
[2:26:32.620 --> 2:26:36.980]  Um, we also see people in locations like Syria where their traditional news organizations
[2:26:36.980 --> 2:26:42.060]  can't get to, um, and people are talking about, um, citizen journalism, um, coming out of
[2:26:42.060 --> 2:26:43.060]  Syria.
[2:26:43.060 --> 2:26:44.660]  So what are we doing?
[2:26:44.660 --> 2:26:49.300]  Um, basically, this sounds easy, but it's really hard to do.
[2:26:49.300 --> 2:26:50.780]  We're pushing down the fake news.
[2:26:50.780 --> 2:26:51.780]  We're demoting it.
[2:26:51.780 --> 2:26:55.100]  Um, and we are increasing the authoritative news and promoting it.
[2:26:55.100 --> 2:26:56.540]  Um, how do we do that?
[2:26:56.540 --> 2:26:57.740]  Um, we have a whole system.
[2:26:57.740 --> 2:27:02.100]  We came up with trashy news where we have real classifiers, we identify it, we look
[2:27:02.100 --> 2:27:07.980]  for salacious for clickbait content that isn't, um, that we don't think is, is, uh, you know,
[2:27:07.980 --> 2:27:09.340]  the authoritative news.
[2:27:09.340 --> 2:27:12.140]  It's just kind of encouraging people to look at, but it's not true.
