[00:00:14.235 --> 00:00:15.837]  ReadyReserveFoods.com.
[00:47:56.995 --> 00:47:59.698]  That was all just announced this Friday.
[00:48:00.416 --> 00:48:07.357]  But the guy that they were going to give the job to resigned with a blunt letter to Homeland Security Secretary Janet Napolitano.
[00:48:07.357 --> 00:48:09.458]  We're going to get into that big time coming up.
[00:48:09.458 --> 00:48:12.558]  Rod Beckstrom said, no, this is against the Constitution and Bill of Rights.
[00:48:12.558 --> 00:48:13.998]  I'm not going to spy on everybody.
[00:48:13.998 --> 00:48:15.479]  And they're already doing that.
[00:48:15.479 --> 00:48:21.200]  And that's why when Obama tells you at the end of his speech, don't worry, we're not going to surveil the American public.
[00:48:21.200 --> 00:48:23.140]  Everyone's going to have their privacy.
[00:48:23.140 --> 00:48:25.160]  You don't have your privacy right now.
[00:48:25.160 --> 00:48:29.481]  Everything you do on your internet and your cell phone right now, folk,
[00:48:30.582 --> 00:48:33.344]  Yeah, I'm sorry.
[00:48:33.344 --> 00:48:43.392]  I know you've got another caller, so I'm going to try to make this real quick.
[00:48:43.392 --> 00:48:46.935]  I just had a little point about the chemtrails to think about.
[00:48:46.935 --> 00:48:48.976]  I've been studying it for about a year.
[00:48:48.976 --> 00:48:57.964]  And if you look at the Globalist's own documents and the government patents, they say in them that they're putting reflectivity materials up there in the upper levels of the atmosphere.
[00:48:58.644 --> 00:49:02.045]  To reflect the heat and whether global warming is true or not.
[00:49:02.045 --> 00:49:04.586]  Apparently they believe that it is true.
[00:49:04.586 --> 00:49:07.187]  They're putting it up there and my idea that kind of goes like this.
[00:49:07.187 --> 00:49:11.949]  George Bush comes into office and he is against global warming.
[00:49:11.949 --> 00:49:16.450]  He says it doesn't exist because he's got friends, the oil buddies that are into it.
[00:49:16.450 --> 00:49:21.472]  So he has a private meeting with them and they decide through NATO to spray all the nations.
[00:49:22.732 --> 00:49:27.893]  You see, here's what I've got to disagree with you, Ken, and I thank you for the call.
[00:49:27.893 --> 00:49:37.996]  Just because they admit, and they do admit, the Obama administration has come out and said, oh, to combat global warming, we may shoot pollutants into the upper atmosphere to reflect the sun's rays.
[00:49:37.996 --> 00:49:39.296]  That's not what it's for.
[00:49:39.296 --> 00:49:39.496]  Okay?
[00:49:39.496 --> 00:49:41.516]  It's not to combat global warming.
[00:49:41.516 --> 00:49:49.078]  Surely it is reflecting the sun's rays, giving us less vitamin D, less sunlight, the essence of life on all of Earth.
[00:49:49.787 --> 00:49:50.227]  We're good to go!
[00:50:10.709 --> 00:50:21.052]  And that, you know, the same things we hear from the CFR on this from the 90s into the 2000s into a report last year is exactly what this administration is now parroting.
[00:50:21.052 --> 00:50:25.213]  Should let you know that this has nothing to do with global warming.
[00:50:25.213 --> 00:50:28.314]  This has to do with the illusion that you need to pay a carbon tax.
[00:50:28.314 --> 00:50:28.574]  Okay?
[00:50:28.574 --> 00:50:30.554]  And that's spinning out of control.
[00:50:30.554 --> 00:50:32.795]  Nancy Pelosi over in China just this week
[00:50:33.703 --> 00:50:43.087]  Let me read you the quote, and it was all about climate change because everybody on Earth has to do their part, and you're going to pay your carbon tax, and what do you think the emission standards mean?
[00:50:43.087 --> 00:50:51.111]  I had somebody call into my show on Thursday or Friday from Harley-Davidson saying, you know, every Harley-Davidson on the road is now street illegal.
[00:50:51.866 --> 00:50:59.030]  And it will cost literally, you know, thousands if not tens of thousands to fix that and it's not cost effective for the bikes.
[00:50:59.030 --> 00:50:59.710]  So what are they going to do?
[00:50:59.710 --> 00:51:02.152]  Put Harley Davidson and others out of business?
[00:51:02.152 --> 00:51:02.972]  It's out of control.
[00:51:02.972 --> 00:51:06.074]  Pelosi said, we have so much room for improvement.
[00:51:06.074 --> 00:51:11.957]  Every aspect of our lives must be subjugated to inventory.
[00:51:11.957 --> 00:51:17.860]  Meanwhile, in this speech, Barack Obama says that all of our medical records are going to be digitized.
[00:51:18.817 --> 00:51:24.800]  That's what this smart grid he talks about, this Satan grid, is for.
[00:51:24.800 --> 00:51:33.185]  It's to track, trace, and database us further, but really build the infrastructure so that human beings' eyes are on a lot more of this data.
[00:51:33.185 --> 00:51:36.606]  See, right now, they take it all, and we're going to represent that in a minute.
[00:51:36.606 --> 00:51:38.907]  It came out on Keith Olbermann.
[00:51:38.907 --> 00:51:44.270]  The court case, which is still being heard, is Hepting vs. AT&T.
[00:51:44.270 --> 00:51:45.111]  Hepting vs. AT&T.
[00:51:46.434 --> 00:51:47.434]  Yes, how are you doing, Jason?
[00:52:13.635 --> 00:52:22.782]  Yeah, you know, and this is kind of in harmony with what Alex called in about the control freakishness of the police officers.
[00:52:22.782 --> 00:52:34.751]  I was just looking at an article in the newspaper and it was talking about the astronomical numbers of police officers who were actually killing each other via friendly fire.
[00:52:34.751 --> 00:52:36.852]  That's what they call it.
[00:52:36.852 --> 00:52:41.876]  And Alex had talked about this about three or four years ago, but I guess now it's just starting.
[00:52:42.358 --> 00:52:50.588]  You know, with the Internet, you know, the exposure starting to make a lot of the newspapers, particularly in New York.
[00:52:50.588 --> 00:52:52.931]  I mean, they've had a rash of police officers
[00:52:54.835 --> 00:53:14.783]  Well, that happens a lot in New York because there's an extent, whenever you have a big city like New York or Los Angeles or, you know, even Austin, Texas, you're going to have a certain amount of corruption and cops that think they are above the law, they're going to help with the drug running, they're going to help with the kickbacks, and when one lone cop says, hey, I'm going to blow the whistle, they blow the back of his head off.
[00:53:14.783 --> 00:53:18.324]  Yeah, as a matter of fact, let me ask you this.
[00:53:20.962 --> 00:53:31.585]  The Boston Herald newspaper, the mayor of Boston, said no to the issuance of M-16s to all the police officers there.
[00:53:31.585 --> 00:53:42.808]  And he's saying that he doesn't think it's a good idea, and I agree with him because officers can't control shooting their normal firearms there.
[00:53:43.288 --> 00:53:45.209]  Why would you want to take and put an M-16?
[00:53:45.209 --> 00:53:51.233]  Meanwhile, many of them are already being outfitted in Boston in the subway stations at the train stations.
[00:53:51.233 --> 00:53:58.417]  We had another caller this week complaining about that and saying he couldn't believe how much it had been militarized since he'd been to New York.
[00:53:58.417 --> 00:54:01.839]  Remember, he didn't have this right after 9-11 like we did in New York.
[00:54:01.839 --> 00:54:06.082]  It's been incremental and he said, you know, it got worse and worse and worse and now it's just unbelievable.
[00:54:06.082 --> 00:54:09.004]  It is literally cops in black uniforms with
[00:54:10.104 --> 00:54:11.245]  Machine guns!
[00:54:11.245 --> 00:54:12.105]  Automatic weapons!
[00:54:12.105 --> 00:54:13.326]  I thank you for the call, Rodney.
[00:54:13.326 --> 00:54:25.693]  And before I forget, about three hours ago, when I was driving down East Ben White Boulevard, there must have been some training exercise going down, but there were six Black Hawk helicopters riding pretty low.
[00:54:25.693 --> 00:54:31.256]  I mean, enough so, not only did I notice them, but they were low enough where it was maybe two, three hundred feet in the air.
[00:54:31.256 --> 00:54:34.037]  And I know, oh, it doesn't exist, Jason!
[00:54:34.037 --> 00:54:35.898]  They told me black helicopters don't exist!
[00:54:35.898 --> 00:54:36.919]  Then they admit to them.
[00:54:36.919 --> 00:54:38.540]  Now they just don't exist when I see them.
[00:54:39.056 --> 00:54:45.301]  See, they could be running a training exercise and they do exist, but when I talk about them, black helicopters, they don't exist.
[00:54:45.301 --> 00:54:50.265]  I must have had some kind of schizophrenic paranoia trip when I was driving down the highway.
[00:54:50.265 --> 00:54:57.391]  But I'm sure if there was anybody out there today, remember about 150, I saw these going right over 290, 71 there.
[00:54:57.391 --> 00:55:01.134]  You couldn't miss it, it was over before the Montopolis and Burleson road exits.
[00:55:02.156 --> 00:55:04.897]  And it was just unbelievable to me!
[00:55:04.897 --> 00:55:07.479]  I'm thinking to myself, well is this a military training exercise?
[00:55:07.479 --> 00:55:11.821]  I kept watching them as they went, looked like they were lowering down and maybe circling.
[00:55:11.821 --> 00:55:12.921]  I don't know.
[00:55:12.921 --> 00:55:21.106]  But I'm just not comfortable with cops in black uniforms and automatic weapons and black helicopters, you know, flying around the area.
[00:55:21.106 --> 00:55:27.149]  It looks a little too much like the Eminem video, Mosh, of a complete and total police state here at home for my liking.
[00:55:27.149 --> 00:55:28.970]  Let's go to Issa in New York City.
[00:55:28.970 --> 00:55:29.650]  Issa, you're on the line.
[00:55:30.706 --> 00:55:33.607]  Y'all Burmese, we love you in New York City, man.
[00:55:33.607 --> 00:55:37.028]  I think you're the best thing to slice bread straight up.
[00:55:37.028 --> 00:55:38.748]  My girlfriend loves you more than AJ.
[00:55:38.748 --> 00:55:40.908]  I'm a big AJ fan now.
[00:55:40.908 --> 00:55:42.269]  And y'all, man, we just love y'all.
[00:55:42.269 --> 00:55:43.749]  I wanted to tell you a story.
[00:55:43.749 --> 00:55:45.490]  My friend was walking home from the bar.
[00:55:45.490 --> 00:55:49.531]  His girlfriend didn't know he was a plainclothes.
[00:55:49.531 --> 00:55:54.872]  I guess I'll... Issa, I want to take your call, but you're breaking up too much, man.
[00:55:54.872 --> 00:55:56.552]  It sounded like a good one.
[00:55:56.552 --> 00:55:58.533]  Talking about something with plainclothes officers.
[00:55:58.533 --> 00:55:59.313]  That's about all I could...
[00:56:00.433 --> 00:56:04.438]  Here, coming up in the next hour, we're going to play this other clip.
[00:56:04.438 --> 00:56:05.339]  Again, out of Austin.
[00:56:05.339 --> 00:56:06.381]  This is making national news.
[00:56:06.381 --> 00:56:07.001]  Of this woman.
[00:56:07.001 --> 00:56:09.625]  Well, she just can't afford health insurance for her kids anymore.
[00:56:09.625 --> 00:56:10.826]  She's a realtor.
[00:56:10.826 --> 00:56:12.388]  Things aren't selling.
[00:56:12.388 --> 00:56:13.890]  She's living in one of her homes.
[00:56:13.890 --> 00:56:15.592]  One of the ones she's trying to sell.
[00:56:15.592 --> 00:56:18.336]  And she just had to give up the medical benefits for the children.
[00:56:19.062 --> 00:56:19.863]  Well, what happens?
[00:56:19.863 --> 00:56:20.784]  Don't worry!
[00:56:20.784 --> 00:56:25.450]  It's the government medical vans with funky colors on the outside to help!
[00:56:25.450 --> 00:56:28.413]  And this is where you're going to have your mobile vaccination center.
[00:56:28.413 --> 00:56:30.796]  This is where they're going to put your children on Ritalin.
[00:56:30.796 --> 00:56:34.741]  This is where they're going to really drug the masses as they can't pay for it.
[00:56:34.921 --> 00:56:45.728]  And they'll act like, oh, we're helping you, there'll be a big drive out there, you're gonna wanna go, just like you're gonna wanna go to the FEMA camps because they're gonna have nice little play centers and a baseball field.
[00:56:45.728 --> 00:56:49.430]  And it's gonna be a place where they give you food and rations and coddle you.
[00:56:49.430 --> 00:56:51.512]  Oh, so lovely.
[00:56:51.512 --> 00:56:53.173]  But it's disgusting and sick!
[00:56:53.173 --> 00:56:53.953]  That's what it is!
[00:56:53.953 --> 00:56:58.016]  It's getting Americans and the world to accept less and less.
[00:56:58.016 --> 00:56:59.717]  And you know, we had this story last week.
[00:56:59.717 --> 00:57:01.338]  Lower CO2 emissions
[00:57:02.353 --> 00:57:05.174]  Actually happening because of the bad economy, and that's a good thing.
[00:57:05.174 --> 00:57:08.256]  Mother Earth is safer now that the economy is bad.
[00:57:08.256 --> 00:57:09.276]  And that's what they want you to do.
[00:57:09.276 --> 00:57:11.477]  They want you to feel guilt.
[00:57:11.477 --> 00:57:16.259]  Feel guilt for driving a car, having a barbecue, owning a big home.
[00:57:17.378 --> 00:57:19.619]  You know, I mean, having children.
[00:57:19.619 --> 00:57:20.239]  That's a big one.
[00:57:20.239 --> 00:57:21.099]  Having children.
[00:57:21.099 --> 00:57:23.859]  They don't want you to have two or three or four kids.
[00:57:23.859 --> 00:57:27.900]  One-child policies in China are right up their alleys.
[00:57:27.900 --> 00:57:29.201]  They love it.
[00:57:29.201 --> 00:57:30.141]  They love it.
[00:57:30.141 --> 00:57:32.141]  And now they're going to track and trace everything you do.
[00:57:32.141 --> 00:57:38.603]  It's going to be a lot easier for them to implement such policies.
[00:57:38.603 --> 00:57:40.383]  Alright, so Rod Beckstrom.
[00:57:40.383 --> 00:57:43.104]  He resigns about two months ago.
[00:57:43.104 --> 00:57:43.884]  This is on March 6th.
[00:57:45.302 --> 00:57:46.822]  As the Cyber Security Chief.
[00:57:46.822 --> 00:57:51.363]  He was probably the guy that they were going to go to as the coordinator in this new organization.
[00:57:51.363 --> 00:57:51.884]  Let me read this.
[00:57:51.884 --> 00:57:54.704]  It's off MSNBC.
[00:57:54.704 --> 00:58:06.287]  In a blunt letter to Homeland Security Secretary Janet Napolitano, Beckstrom complained about a shortage of money for the center and a clash over whether the National Security Agency should control cyber efforts.
[00:58:07.646 --> 00:58:14.895]  The role of the NSA in protecting domestic computer networks has triggered debate, particularly among privacy and civil liberties groups.
[00:58:14.895 --> 00:58:16.197]  We'll be back after this.
[00:58:16.197 --> 00:58:17.638]  It's the Alex Jones Show.
[00:58:17.638 --> 00:58:18.960]  I'm Jason Burma, sitting in.
[00:58:18.960 --> 00:58:21.143]  PrisonPlanet.tv, InfoWars.com.
[00:58:23.590 --> 00:58:27.693]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:27.693 --> 00:58:33.698]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:33.698 --> 00:58:39.763]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:39.763 --> 00:58:45.108]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:45.108 --> 00:58:47.730]  The place to go to is GCNlive.com.
[00:58:47.730 --> 00:58:51.233]  Again, that's GCNlive.com, application, Flycast.
[00:58:52.580 --> 00:59:01.906]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:59:01.906 --> 00:59:02.707]  This capitalism?
[00:59:02.707 --> 00:59:08.991]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:59:08.991 --> 00:59:09.772]  Hi, Ted Anderson.
[00:59:09.772 --> 00:59:12.934]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:59:12.934 --> 00:59:13.874]  Call for your copy 800-686-2237.
[00:59:13.874 --> 00:59:14.935]  It's time to understand the system.
[00:59:14.935 --> 00:59:15.575]  Call 800-686-2237.
[00:59:15.575 --> 00:59:15.856]  That's 800-686-2237.
[00:59:22.961 --> 00:59:30.149]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[00:59:30.149 --> 00:59:34.714]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[00:59:34.714 --> 00:59:39.800]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[00:59:40.300 --> 00:59:47.842]  Using plasma pH drops is one of the best ways to make your water alkaline to help you get rid of acid and regain your health and energy.
[00:59:47.842 --> 00:59:53.224]  Simply put, 10 drops per liter of water you drink to raise the pH to the ultimate level.
[00:59:53.224 --> 00:59:58.645]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[00:59:59.065 --> 01:00:04.849]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:00:04.849 --> 01:00:10.814]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:00:10.814 --> 01:00:13.596]  That's A-L-K-A Vision dot com.
[01:00:13.596 --> 01:00:14.337]  Or by calling 269-216-9767.
[01:00:14.337 --> 01:00:14.797]  269-216-9767 today.
[01:00:14.797 --> 01:00:16.999]  Thank you for listening to GCN.
[01:00:30.860 --> 01:00:32.922]  Jay Austin, it's 5 o'clock.
[01:00:55.203 --> 01:01:02.348]  As the United States responds to North Korea's continued nuclear defiance, analysts warn that the case of two imprisoned American journalists may limit U.S.
[01:01:02.348 --> 01:01:02.988]  options.
[01:01:02.988 --> 01:01:07.871]  The two women are set to go to trial this week on charges that could land them in a North Korean labor camp.
[01:01:07.871 --> 01:01:12.354]  A South Korean professor says it leaves Washington with, quote, very little maneuvering room.
[01:01:13.112 --> 01:01:21.980]  As he arrives in Beijing for two days of talks with Chinese leaders, Treasury Secretary Timothy Geithner isn't losing track of the status of General Motors and its possible bankruptcy filing tomorrow.
[01:01:21.980 --> 01:01:30.628]  Geithner has been in frequent contact with the head of the administration's auto task force and economic aid, Lawrence Summers, who's been providing updates on the weekend talks with GM.
[01:01:30.628 --> 01:01:32.610]  This is IRN USA Radio News.
[01:01:33.874 --> 01:01:35.234]  Well, my name is Michael Delosier.
[01:01:35.234 --> 01:01:36.675]  We live in West Georgia.
[01:01:36.675 --> 01:01:40.136]  I've been with Andy Willoughby's Three-Step Plan for the past three months.
[01:01:40.136 --> 01:01:45.998]  I love that Andy Willoughby's Three-Step Plan has some credibility because I find that people are asking me, how can I get there?
[01:01:45.998 --> 01:01:53.840]  I thought, well, wow, if all these people want to actually build a business and they're all coming into Andy Willoughby's Three-Step Plan, I thought, well, this is really great!
[01:01:53.840 --> 01:01:54.320]  I gotta do it!
[01:01:54.360 --> 01:01:54.900]  Let's do it!
[01:01:54.900 --> 01:01:56.961]  And the Lord blessed it, and it's just been wonderful.
[01:01:56.961 --> 01:02:00.403]  With Andy Willoughby's Three-Step Plan, I make a friend and a business partner.
[01:02:00.403 --> 01:02:07.387]  I want to build a business that I can minister to my family, and I can minister to others, and have some flexibility to go on mission trips.
[01:02:07.387 --> 01:02:10.489]  It's just a great program, and it's really been a blessing to me.
[01:02:10.489 --> 01:02:11.549]  It's been fun.
[01:02:11.549 --> 01:02:12.490]  It's brilliant.
[01:02:12.490 --> 01:02:15.611]  The way it's all put together is especially with the credibility there.
[01:02:15.611 --> 01:02:20.674]  If you enjoy people and giving people an opportunity to change their life, then why wouldn't you like this?
[01:02:21.074 --> 01:02:22.777]  Hi, how in the world are you anyway?
[01:02:22.777 --> 01:02:23.719]  I'm Andy Willoughby.
[01:02:23.719 --> 01:02:26.203]  Go to 3stepplan.com or call 800-480-2102 800-480-2102
[01:02:33.948 --> 01:02:38.031]  Israel is training for possible war at a time of rising tensions with Iran.
[01:02:38.031 --> 01:02:43.695]  Soldiers, emergency crews, and civilians are taking part in the biggest civil defense drill in Israel's history.
[01:02:43.695 --> 01:02:55.364]  The five-day drill will include simulated rocket attacks on Israeli cities, air raid sirens are to sound across the country on Tuesday, and for the first time, all Israeli civilians will simultaneously be required to practice taking cover.
[01:02:55.364 --> 01:03:00.007]  Israel believes Iran is developing nuclear weapons and has not ruled out a military strike.
[01:03:00.007 --> 01:03:02.049]  Iran says its nuclear program is peaceful.
[01:03:02.449 --> 01:03:07.050]  Israeli leaders have played down any connection between recent tensions and this week's exercise.
[01:03:07.050 --> 01:03:15.572]  Defense officials say the exercises are designed to implement lessons learned from the 2006 war with Hezbollah when thousands of rockets were fired at Israel.
[01:03:15.572 --> 01:03:20.093]  A Kansas doctor who is at the center of the nation's abortion debate has been shot and killed at church.
[01:03:20.093 --> 01:03:23.874]  Dr. George Tiller was gunned down as he walked into the Wichita church Sunday morning.
[01:03:23.874 --> 01:03:28.435]  Tiller was shot once before in 1993 outside his clinic by a pro-life advocate.
[01:03:28.655 --> 01:03:33.956]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:33.956 --> 01:03:38.777]  With a word about Israel, here's best-selling author and Bible teacher, Kay Arthur.
[01:03:38.777 --> 01:03:50.080]  If you could only visit one country, one nation on the face of this earth, it should be Israel, because then you'll never be the same.
[01:03:50.080 --> 01:03:53.541]  To start planning your trip to Israel today, call 1-888-77-ISRAEL or visit www.goisrael.com.
[01:04:04.266 --> 01:04:13.693]  The parents of a construction worker killed in a New York City crane collapse a year ago are traveling from Kosovo to mourn their son at the place where he died.
[01:04:13.693 --> 01:04:23.161]  Ramadan Kurjang and Donald Leo were killed last May 30th when the top part of a 200-foot crane crashed down on a Manhattan residential neighborhood.
[01:04:23.161 --> 01:04:28.125]  The accident followed a March 15, 2008 crane collapse that killed seven people.
[01:04:28.948 --> 01:04:31.369]  Susan Cardin is the Kurtzog attorney.
[01:04:31.369 --> 01:04:35.889]  Ramadan was one of eight brothers and two sisters in a very large family.
[01:04:35.889 --> 01:04:38.570]  He was the only one that came to the United States.
[01:04:38.570 --> 01:04:39.390]  It was his dream.
[01:04:39.390 --> 01:04:42.851]  He came here in 2006, started working as a construction worker.
[01:04:42.851 --> 01:04:46.692]  He was in front of the, on the ground when this happened.
[01:04:46.692 --> 01:04:54.513]  A Pakistan Army official says the country is in control of the largest town in the Swat Valley, though some pockets of resistance remain.
[01:04:54.513 --> 01:04:58.534]  The military launched a major offensive targeting Taliban forces in the region a month ago.
[01:04:59.392 --> 01:05:04.694]  Major General Arthur Abbas says relief supplies have reached the area hardest hit by the fighting.
[01:05:04.694 --> 01:05:12.397]  A team of 21 doctors with sufficient medicines have reached Mangora for re-establishing the civil hospital.
[01:05:12.397 --> 01:05:20.381]  And one of John Travolta's co-stars says the actor is still struggling to cope with the loss of his son six months after the teen's death.
[01:05:20.381 --> 01:05:22.041]  This is actor Denzel Washington.
[01:05:22.041 --> 01:05:25.042]  I talked with John two and a half weeks ago.
[01:05:27.214 --> 01:05:29.356]  You know, needless to say, he's struggling.
[01:05:29.356 --> 01:05:32.778]  I'm Jody Jordan for IRN USA Radio News.
[01:05:32.778 --> 01:05:41.485]  Of the three million plus edible food plants that grow on Earth, no other single plant can compare with the nutritional value of the powder, seeds, and oil of the hemp plant.
[01:05:41.485 --> 01:05:47.470]  At HempUSA.org, we ship worldwide these nutritional products with free shipping to the US and Canada.
[01:05:47.470 --> 01:05:54.015]  At HempUSA.org, we want to educate our listeners that edible hemp is not marijuana and is certified THC-free.
[01:05:54.562 --> 01:05:57.966]  Our powder is 50% protein and does not contain gluten.
[01:05:57.966 --> 01:06:00.408]  Gluten impairs the cells from absorbing nutrients.
[01:06:00.408 --> 01:06:07.015]  This nutrient-dense food can be stored up to five years when vacuum-packed and is priced affordably to be used as a storable food.
[01:06:07.015 --> 01:06:10.539]  HempUSA.org is a bulk shipper starting with five pounds and up.
[01:06:10.539 --> 01:06:14.403]  To allow this food to work for you, call 908-691-2608 or go to HempUSA.org and order today.
[01:06:17.566 --> 01:06:20.727]  The body will react and heal itself given the proper nutrition.
[01:06:20.727 --> 01:06:22.928]  This superfood will be your greatest asset.
[01:06:22.928 --> 01:06:26.589]  So try it today, store it today, and change your life.
[01:06:26.589 --> 01:06:32.711]  Call 908-691-2608 or order from hempusa.org.
[01:06:32.711 --> 01:06:42.674]  Prepare yourself for a talk radio experience like no other.
[01:06:42.674 --> 01:06:43.975]  He stands for truth.
[01:06:45.393 --> 01:06:48.618]  He stands for justice.
[01:06:48.618 --> 01:06:51.062]  He stands for what's right.
[01:06:51.062 --> 01:06:54.367]  This is the Alex Jones Show.
[01:06:54.367 --> 01:06:56.169]  Call Alex now, toll free.
[01:06:57.226 --> 01:07:02.730]  At 877-590-5525.
[01:07:02.730 --> 01:07:08.194]  Now live from Austin, Texas, here's Alex Jones.
[01:07:08.194 --> 01:07:09.014]  We are back.
[01:07:09.014 --> 01:07:11.496]  Alex Jones taking some much deserved time off.
[01:07:11.496 --> 01:07:12.857]  I am Jason Burmas sitting in.
[01:07:12.857 --> 01:07:21.483]  We're talking cyber security as a coordinator and new agency is announced as they really try to deal the death blow.
[01:07:22.143 --> 01:07:26.927]  To the free internet, what has really enriched our lives over the past 10 to 15 years.
[01:07:26.927 --> 01:07:29.549]  They want to kill, they want to cut its throat, they want to bleed it out.
[01:07:29.549 --> 01:07:36.014]  And they want to resurrect it in their image of a complete cashless society control grid.
[01:07:36.014 --> 01:07:38.535]  Their smart grid, if you will.
[01:07:38.535 --> 01:07:45.761]  That's why the census workers are GPSing everybody's home in this country 40 feet to their doorstep.
[01:07:46.101 --> 01:07:46.983]  It's a reality.
[01:07:46.983 --> 01:07:48.566]  We need to own up to that.
[01:07:48.566 --> 01:07:54.217]  That's why he openly stated that all of your medical records will be digitized.
[01:07:54.887 --> 01:07:59.210]  That's why he invoked the threat of Al-Qaeda on the Internet and the cyber attacks!
[01:07:59.210 --> 01:08:01.812]  That's why you're hearing all this hacker talk.
[01:08:01.812 --> 01:08:15.801]  That's why hacktivists and alternative media are in the new domestic extremism lexicons out of the DHS, which is being swallowed up and amalgamated into the National Security Agency.
[01:08:15.801 --> 01:08:17.822]  And to a large extent, it already had been.
[01:08:17.822 --> 01:08:20.724]  They just felt like they needed more and more bureaucracies.
[01:08:21.457 --> 01:08:23.798]  So that they could suck you into the system.
[01:08:23.798 --> 01:08:27.020]  Okay, and now they're just announcing it's part of the national security apparatus.
[01:08:27.020 --> 01:08:28.341]  No kidding.
[01:08:28.341 --> 01:08:34.565]  All the while they are indoctrinating the youth into City Year and AmeriCorps and I am change.
[01:08:34.565 --> 01:08:39.468]  Yeah, I'm gonna be like Gandhi and Mother Teresa.
[01:08:39.468 --> 01:08:46.112]  But it'll be in a military formation and I'll wear a fascist jacket with the colors of red, white and black.
[01:08:46.112 --> 01:08:47.853]  Give me a break.
[01:08:47.853 --> 01:08:48.153]  And again,
[01:08:49.510 --> 01:09:01.494]  The first cyber security chief just resigned a few months ago with his concerns particularly among privacy and civil liberty groups who oppose giving such control to US spying agencies.
[01:09:01.494 --> 01:09:08.156]  However, intelligence officials argue that they must be involved in order to defend the country and its networks adequately.
[01:09:08.156 --> 01:09:11.097]  Folks, we're playing the clip right now, okay?
[01:09:11.097 --> 01:09:15.578]  They track, trace, and database everything you do with your cell phone and everything you do on the internet.
[01:09:15.578 --> 01:09:18.779]  That's every search you've ever done, every webpage you've ever visited.
[01:09:19.378 --> 01:09:21.762]  And it's right here on Olbermann.
[01:09:21.762 --> 01:09:24.025]  And let me read you a little backup before we go to the clip.
[01:09:24.025 --> 01:09:28.812]  Because the judges still have not even ruled on this yet.
[01:09:28.812 --> 01:09:29.453]  Okay?
[01:09:29.453 --> 01:09:30.214]  Let me repeat that.
[01:09:30.214 --> 01:09:31.996]  The judges still haven't even ruled on this.
[01:09:31.996 --> 01:09:33.719]  Well, when was it filed?
[01:09:33.719 --> 01:09:34.400]  January 2006.
[01:09:36.471 --> 01:09:46.655]  This was Hepti vs. AT&T, a United States class action lawsuit by the Electronic Frontier Foundation against the telecommunications company AT&T.
[01:09:46.655 --> 01:09:49.016]  But AT&T is just the tip of the iceberg.
[01:09:49.016 --> 01:09:52.937]  It's basically every telecom company that's major in this country.
[01:09:52.937 --> 01:09:53.418]  More than 99% of them.
[01:09:54.618 --> 01:10:14.384]  Uh, in which EFF alleges that AT&T permitted and assisted the National Security Agency in unlawfully monitoring the communications of the United States, including AT&T customers, businesses, and third parties whose communications were routed through AT&T's network, as well as voice over IP telephone calls routed via the internet.
[01:10:14.384 --> 01:10:22.906]  So to an extent, all of your phone conversations, all of your text messages, and again, everything you've ever done on the net!
[01:10:23.453 --> 01:10:32.286]  The case is separate from, but related to, the NSA warrantless surveillance controversy in which the federal government agency bypassed the courts to monitor U.S.
[01:10:32.286 --> 01:10:33.728]  phone calls without warrants.
[01:10:33.728 --> 01:10:37.514]  Hepting vs. AT&T does not include the federal government as a party.
[01:10:38.573 --> 01:10:49.964]  Now let me just say that the reason that this was thrown out initially and is now in appellate court is because the Bush administration illegally granted themselves retroactive immunity.
[01:10:49.964 --> 01:10:51.265]  Say it with me now.
[01:10:51.265 --> 01:10:52.806]  Retroactive immunity.
[01:10:52.806 --> 01:10:59.673]  That means you can't prosecute me for all the crimes I've done and I made it into law because I'm your Lord God, the government.
[01:11:00.197 --> 01:11:01.598]  That's what they did.
[01:11:01.598 --> 01:11:10.525]  In July 2006, the United States District Court for the Northern District of California, in which the suit was filed, rejected a federal government motion to dismiss the case.
[01:11:10.525 --> 01:11:14.468]  The motion to dismiss, which invoked the state's secret privilege.
[01:11:14.468 --> 01:11:15.809]  See, they tried to get rid of it.
[01:11:15.809 --> 01:11:18.972]  They said, because of state secrets, this has to go.
