[00:00:04.776 --> 00:00:06.758]  Worldwide transmission.
[00:52:29.201 --> 00:52:40.459]  Now this may be one of the biggest threats we now face, as the risk of a deadly virus escaping one of these laboratories and starting a global pandemic, well it is a clear and present danger.
[00:52:41.553 --> 00:52:43.494]  Weaponized airborne Ebola.
[00:52:43.494 --> 00:52:50.477]  Super weaponized viruses and bacteria that kill over 90%.
[00:52:50.477 --> 00:52:54.039]  9 out of 10 people on your street dead.
[00:52:54.039 --> 00:53:07.906]  The National Research Council, which is an arm of the National Academy of Sciences, released a report concerning potential hazardous risk associated with the new multi-million dollar infectious disease research lab
[00:53:08.086 --> 00:53:10.547]  Currently under construction in Kansas.
[00:53:10.547 --> 00:53:14.467]  It's located only 120 miles west of Kansas City.
[00:53:14.467 --> 00:53:17.768]  It's called the National Bio and Agro Defense Facility.
[00:53:17.768 --> 00:53:33.952]  And even though it's a level 4 biolab, which is the highest secured rating issued by the CDC, the expert panel found that there is nearly a 70% chance that a disease will escape the laboratory during its planned 50-year operational lifespan.
[00:53:34.492 --> 00:53:36.113]  And it went on to say that the U.S.
[00:53:36.113 --> 00:53:45.056]  Department of Homeland Security has not adequately gauged the potential risk of a dangerous airborne pathogen escaping the compound.
[00:53:45.056 --> 00:53:58.140]  There are bio, what they call bioweapons, that are in unsecured, well, moderately secured environments, like in Galveston, Texas, and the CDC even went to one of these facilities in Kansas.
[00:53:58.960 --> 00:54:02.043]  And they're not nearly as safe as they would hope.
[00:54:02.043 --> 00:54:08.828]  And they even said, the CDC even said the one in Kansas has a 70% chance of some dangerous virus getting released.
[00:54:08.828 --> 00:54:12.051]  I mean, what are the bylaws in keeping them safe?
[00:54:12.051 --> 00:54:17.175]  I don't think there's anything even designated to making sure that they're safe.
[00:54:17.175 --> 00:54:21.198]  It's that gray area of the world that nobody really thinks about, but is.
[00:54:22.639 --> 00:54:26.683]  So you think it's a clear and present danger that we should try to prepare for or something like that?
[00:54:26.683 --> 00:54:30.087]  I think everybody should always be prepared for anything.
[00:54:30.087 --> 00:54:33.250]  You know, it's like hope for the best, prepare for the worst.
[00:54:33.250 --> 00:54:37.394]  Can you imagine the awakening that's going to happen if they release those bioweapons?
[00:54:37.394 --> 00:54:38.776]  After we've warned people so much?
[00:54:38.776 --> 00:54:43.661]  God Almighty, I hope the next phases of what we've broken down don't happen.
[00:54:43.661 --> 00:54:45.383]  God Almighty, I hope they don't.
[00:54:46.445 --> 00:54:49.630]  But I know one thing, I'm sure selfish, I've sure gotten my family ready.
[00:54:49.630 --> 00:54:59.206]  Do you think it's wise for people that collect food and they have stockpiles of food and stuff like that just in case of emergency and have a place to go just in case something like this were to happen?
[00:54:59.206 --> 00:55:00.408]  I don't have anything stockpiled.
[00:55:01.055 --> 00:55:03.016]  I'm all about having weapons.
[00:55:03.016 --> 00:55:06.698]  I'm all about getting as much ammunition as you can get.
[00:55:06.698 --> 00:55:07.739]  Everybody's going to get crazy.
[00:55:07.739 --> 00:55:11.481]  They're going to want to get their hands on whatever sources are available.
[00:55:11.481 --> 00:55:14.122]  Food, water, natural resources.
[00:55:14.122 --> 00:55:17.664]  Anything to keep the normalcy of life continuing.
[00:55:17.664 --> 00:55:19.525]  That's why I'm out here on the streets.
[00:55:19.525 --> 00:55:21.666]  I want to learn some street smarts.
[00:55:21.666 --> 00:55:25.988]  If it goes down, I want to be able to find a way around it.
[00:55:25.988 --> 00:55:27.009]  Let me tell you something.
[00:55:27.757 --> 00:55:33.285]  Once something like that goes down, the people in the high-rise apartments and stuff, they're not going to know what to do.
[00:55:33.285 --> 00:55:35.128]  It's the people with street smarts that are going to do the work.
[00:55:35.128 --> 00:55:36.630]  They won't be able to survive.
[00:55:36.630 --> 00:55:43.299]  Just making sure that you have the resources that you need because when the world gets chaotic, everybody loses their minds.
[00:55:43.817 --> 00:55:46.098]  Let me put this in layman terms.
[00:55:46.098 --> 00:56:04.406]  A level four bioweapons lab should be three floors under the ground, barbed wire fences, minefields, and machine guns, and a system that if the superb germs get out, they pull a lever, alarms go off, and the whole place goes up in flames.
[00:56:05.455 --> 00:56:18.688]  But instead, the global elite are storing it in level 2 facilities, like the University of Texas at Galveston, behind a glass door with a swipe guard, right there in Petri dishes.
[00:56:18.688 --> 00:56:25.655]  And they're doing this so that when they release it to massively reduce population, they can claim it was an accident.
[00:56:26.135 --> 00:56:30.657]  Now you notice in this report that we also get into biological weapons.
[00:56:30.657 --> 00:56:40.760]  There are hundreds of facilities now in the United States, 36 that are level 4 bioweapons labs, including the University of Texas at Galveston, that are in level 2 facilities.
[00:56:40.760 --> 00:56:42.681]  And Darren McBrain just went over that information.
[00:56:42.901 --> 00:56:51.848]  Now I hope and pray that our source is incorrect about a covert nuclear waste dump hidden in the hill country outside Austin, Texas.
[00:56:51.848 --> 00:57:02.357]  But this fits into what we've seen all over the United States from reactor programs in the 50s, 60s, and 70s where they would just bury it in caves or under warehouses.
[00:57:02.737 --> 00:57:06.499]  This is a huge story, so it's up to the media to investigate this.
[00:57:06.499 --> 00:57:15.703]  The fact that so many Austinites, where I live, and we're broadcasting worldwide right now, don't even know that the University of Texas has all these secret nuclear reactors.
[00:57:15.703 --> 00:57:24.647]  And I call them secret because they admit that they exist, but imply and act like you're some type of kook if you talk about them or ask questions.
[00:57:24.647 --> 00:57:26.348]  So, we all live here.
[00:57:27.421 --> 00:57:28.402]  We have children here.
[00:57:28.402 --> 00:57:30.844]  We have children across this country and the world.
[00:57:30.844 --> 00:57:35.868]  And it's time we recognize that nuclear energy is not as clean as they claimed it was.
[00:57:35.868 --> 00:57:37.009]  Just look at Fukushima.
[00:57:37.009 --> 00:57:38.571]  Just look at Chernobyl.
[00:57:38.571 --> 00:57:39.892]  We'll be right back.
[00:57:39.892 --> 00:57:41.233]  Stay with us.
[00:57:41.233 --> 00:57:43.275]  The second hour is straight ahead.
[00:57:50.948 --> 00:57:56.469]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:57:56.469 --> 00:57:58.870]  Start purifying your water with ProPure.
[00:57:58.870 --> 00:58:07.972]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:58:07.972 --> 00:58:11.412]  Its filters are silver impregnated to prevent bacterial growth.
[00:58:11.412 --> 00:58:13.113]  There's no priming required.
[00:58:13.113 --> 00:58:15.373]  It's NSF-42 certified.
[00:58:15.373 --> 00:58:17.874]  Optional fluoride filters can reduce fluoride up to 95%.
[00:58:18.954 --> 00:58:20.475]  Easy to set up and use.
[00:58:20.475 --> 00:58:21.896]  Doesn't require electricity.
[00:58:21.896 --> 00:58:25.058]  Purify water from lakes, streams, ponds, and wells.
[00:58:25.058 --> 00:58:28.440]  This filter system leaves in beneficial minerals, which is key.
[00:58:28.440 --> 00:58:32.582]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:58:32.582 --> 00:58:35.324]  ProPure is the best gravity-fed filter out there.
[00:58:35.324 --> 00:58:36.885]  It's what my family uses.
[00:58:36.885 --> 00:58:40.207]  Infowars.com already has the lowest price on ProPure.
[00:58:40.207 --> 00:58:45.470]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:58:46.010 --> 00:58:49.654]  You can also call to order 888-253-3139.
[00:58:49.654 --> 00:58:52.056]  Hi, this is Alex Jones.
[00:58:52.056 --> 00:58:57.661]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:58:57.661 --> 00:59:02.666]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:59:02.666 --> 00:59:07.711]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:59:08.231 --> 00:59:13.456]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:59:13.456 --> 00:59:20.583]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:59:20.583 --> 00:59:21.704]  And here's the best part.
[00:59:21.704 --> 00:59:28.071]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:59:28.371 --> 00:59:31.552]  So visit them today at survivalseedbank.com.
[00:59:31.552 --> 00:59:33.773]  That's survivalseedbank.com.
[00:59:33.773 --> 00:59:34.574]  Or give them a call at 877-327-0365.
[00:59:34.574 --> 00:59:34.874]  That's 877-327-0365.
[00:59:34.874 --> 00:59:38.355]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:59:38.355 --> 00:59:40.096]  This is Alex Jones for survivalseedbank.com.
[00:59:51.929 --> 00:59:54.770]  Coast to Coast, direct from Austin.
[00:59:54.770 --> 00:59:58.852]  You're listening to the Alex Jones Broadcasting Network.
[00:59:58.852 --> 01:00:11.097]  I like me some Daft Punk.
[01:00:11.097 --> 01:00:11.997]  There's a good part right here.
[01:00:21.812 --> 01:00:30.041]  Hello, it's the extremist, the evil conspiracy theorist that doesn't believe known liars that have been caught lying thousands of times.
[01:00:30.041 --> 01:00:43.235]  I'm very thankful that you've joined us on this June 17th, 2012 worldwide transmission for human liberty in defense of freedom and resistance to tyranny and oppressive pot-bellied scumbags of every formation.
[01:00:44.841 --> 01:00:46.162]  They're good pot bellies, by the way.
[01:00:46.162 --> 01:00:49.083]  Just the globalists happen to be pot bellies generally, so we throw that in.
[01:00:49.083 --> 01:00:50.944]  I mean, I'm kind of small pot belly myself.
[01:00:50.944 --> 01:00:52.645]  I mean, no attack on pot bellies.
[01:00:52.645 --> 01:00:59.288]  I mean, I attack folks with mustaches, just noticing all the police have mustaches, but I'm not saying it's bad to have a mustache.
[01:00:59.288 --> 01:01:02.149]  I happen to have one as well, just you can't see it.
[01:01:02.149 --> 01:01:04.750]  All right, another lame attempt at humor.
[01:01:04.750 --> 01:01:13.915]  We are taping this Friday here on the Time Space Continuum, and you are listening on Sunday, and so am I, on my trusty free iPhone app.
[01:01:15.677 --> 01:01:17.458]  Oh yeah.
[01:01:17.458 --> 01:01:19.519]  And we've got quite a bit coming up for you.
[01:01:19.519 --> 01:01:23.661]  Big interview I did this week with Jesse Ventura, former Minnesota governor.
[01:01:23.661 --> 01:01:24.741]  That's coming up.
[01:01:24.741 --> 01:01:33.005]  And then we're going to talk about the transhumanist and the Russian government and the UN telling us that humanity as we know it is over.
[01:01:33.005 --> 01:01:39.728]  That is coming up as well at the end of this worldwide transmission.
[01:01:39.728 --> 01:01:43.770]  And we have also done a lot of other exciting things in the fight against tyranny because I'm only alive once.
[01:01:44.230 --> 01:01:48.952]  Every day I get up at about 6 a.m., sometimes earlier, and I think, they could kill me any time.
[01:01:48.952 --> 01:01:57.055]  I better really do a good job today, and of course I don't most of the time, but I mean, we're only alive once, and we're fighting a bunch of scum, and I want to defeat them.
[01:01:57.055 --> 01:01:58.275]  I believe in humanity.
[01:01:58.275 --> 01:02:00.296]  We've got a good chance to defeat these people.
[01:02:00.296 --> 01:02:03.417]  We've launched planetinfowars.com, the social network.
[01:02:05.762 --> 01:02:07.864]  Hundreds of thousands of people visited every day.
[01:02:07.864 --> 01:02:18.271]  21,000 people have actually joined it and created profiles, written articles, posted incredible art, poetry, meet-up groups, dating, liberty lovers on there.
[01:02:18.271 --> 01:02:26.276]  So please be sure and check out planetinfowars.com today or this evening because that's what it's all about.
[01:02:26.276 --> 01:02:29.739]  You know, we had a little social network and it failed because it was just a plug-in.
[01:02:29.739 --> 01:02:31.720]  It had like 30-something thousand members, I don't know, 40,000 members.
[01:02:33.021 --> 01:02:37.742]  And I've run into so many people that met each other, got married, had children, loved liberty together.
[01:02:37.742 --> 01:02:46.024]  So that's a small part of what it's about, but that's one of the main drivers, because I do believe in matchmaking, people that love freedom and getting them together.
[01:02:46.024 --> 01:02:48.345]  So be sure and check out planetinfowars.com.
[01:02:48.345 --> 01:02:51.206]  Again, we're going to go to break and give you
[01:02:52.813 --> 01:02:57.417]  Three different segments of the hour interview with former Minnesota Governor Jesse Ventura.
[01:02:57.417 --> 01:03:01.961]  The system is demonizing the fact that his TV show probably won't air.
[01:03:01.961 --> 01:03:04.143]  The fact that a lot of stuff's been censored.
[01:03:04.143 --> 01:03:11.509]  The fact that he is suing that Navy SEAL guy for claiming he punched him out as part of a swift boating operation.
[01:03:11.509 --> 01:03:13.270]  That is all coming up with Jesse Ventura.
[01:03:13.270 --> 01:03:15.132]  Then the larger transhumanist agenda.
[01:03:16.940 --> 01:03:18.101]  But we're all in this together.
[01:03:18.101 --> 01:03:21.725]  You know, the globalists believe they're God because they understand the human life cycle.
[01:03:21.725 --> 01:03:25.609]  They studied humans and thought they're aliens and decided to manipulate us.
[01:03:25.609 --> 01:03:29.833]  But in doing that, they manipulate themselves because it's all blowback.
[01:03:29.833 --> 01:03:36.820]  As much as they try to stay separate from us, they're still part of us, even if they are the cancerous part that acts in a psychopathic fashion.
[01:03:36.820 --> 01:03:39.362]  So that is the bottom line on that front.
[01:03:40.103 --> 01:03:42.324]  I also want to add I couldn't do this without the listeners.
[01:03:42.324 --> 01:03:45.826]  I couldn't do this radio show without the great team and the folks.
[01:03:45.826 --> 01:03:59.413]  It's Friday night and we're just now recording this for Sunday and Chris Alanese is going to be late in the evening not seeing his wife and children to get this edited and packaged for you on Sunday.
[01:03:59.413 --> 01:04:05.817]  So I want to give a wink and a nod and a curtsy like I gave Lord Monckton when he was here.
[01:04:05.817 --> 01:04:07.478]  Chris, did I not give him a full curtsy?
[01:04:08.138 --> 01:04:09.499]  Even though men aren't supposed to do that.
[01:04:09.499 --> 01:04:12.562]  It was very obnoxious and funny, and he laughed a lot about it.
[01:04:12.562 --> 01:04:14.964]  Very fun to desecrate royalty.
[01:04:14.964 --> 01:04:17.326]  He's a good guy, but he understood the joke.
[01:04:17.326 --> 01:04:19.388]  Of course, I'm not celebrating the Diamond Jubilee.
[01:04:19.388 --> 01:04:22.250]  I'm just going to be honest with everybody here right now.
[01:04:22.250 --> 01:04:22.851]  But that's it.
[01:04:22.851 --> 01:04:26.894]  We're going to come back with Jesse Ventura and the Transhumanist 2045.
[01:04:26.894 --> 01:04:28.455]  It's all coming up.
[01:04:28.455 --> 01:04:33.099]  Onward and beyond, or in through and beyond, as they say in the film, Black Hole.
[01:04:33.900 --> 01:04:37.102]  Again, I'm Alex Jones reporting from the front lines of the Infowar.
[01:04:37.102 --> 01:04:42.484]  A free human that wished for liberty and prosperity and decency and transparency.
[01:04:42.484 --> 01:04:45.166]  One who believed in honor and all that is good.
[01:04:45.166 --> 01:04:47.387]  One who sought to defend innocence.
[01:04:47.387 --> 01:04:48.988]  In essence, an enemy of the state.
[01:04:48.988 --> 01:04:52.049]  An enemy of the New World Order.
[01:04:52.049 --> 01:04:53.610]  All truth lovers, stay tuned.
[01:04:53.610 --> 01:04:55.831]  Globalist goes straight to hell.
[01:04:55.831 --> 01:04:56.472]  We'll be back.
[01:04:56.472 --> 01:04:57.012]  Stay with us.
[01:05:01.075 --> 01:05:05.499]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:05:05.499 --> 01:05:09.642]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:05:09.642 --> 01:05:13.665]  Every day, we document the attempts to take control of our lives.
[01:05:13.665 --> 01:05:15.867]  But there's one thing we can all control.
[01:05:15.867 --> 01:05:17.468]  Your greatest dependency.
[01:05:17.468 --> 01:05:18.209]  Food.
[01:05:18.209 --> 01:05:25.815]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:05:25.815 --> 01:05:28.357]  This food is nutrient-dense and tastes great.
[01:05:28.357 --> 01:05:29.298]  It's simple to make.
[01:05:29.298 --> 01:05:29.658]  Portable.
[01:05:29.898 --> 01:05:32.379]  And has a shelf life of up to 25 years.
[01:05:32.379 --> 01:05:36.241]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:05:36.241 --> 01:05:41.063]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:05:41.063 --> 01:05:44.985]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:05:44.985 --> 01:05:50.808]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:05:50.808 --> 01:05:52.389]  Don't let this offer pass you by.
[01:05:52.389 --> 01:05:54.389]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:05:57.771 --> 01:06:02.298]  More the best, for less guaranteed.
[01:06:02.298 --> 01:06:08.947]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:06:08.947 --> 01:06:11.931]  It's Alex Jones and the GCN Radio Network.
[01:06:16.038 --> 01:06:17.559]  Well, time flies.
[01:06:17.559 --> 01:06:24.144]  It's hard to believe that I've known Jesse Ventura like six, seven, almost, it's over seven years now.
[01:06:24.144 --> 01:06:27.767]  We were just talking during the break, his dog's eight years old now.
[01:06:27.767 --> 01:06:31.250]  I'm the same age, his age in dog years.
[01:06:31.250 --> 01:06:34.352]  My children are shooting up like weeds.
[01:06:34.352 --> 01:06:36.253]  Life is certainly short.
[01:06:37.134 --> 01:06:41.561]  And Jesse Ventura is back from Mexico in another great book.
[01:06:41.561 --> 01:06:44.405]  He told me the name of the book about a year ago when I started writing it.
[01:06:44.405 --> 01:06:45.987]  And boy, it's perfect timing right now.
[01:06:45.987 --> 01:06:48.110]  People are really sick of both parties.
[01:06:48.110 --> 01:06:51.214]  Democrips and Reblublicans.
[01:06:51.214 --> 01:06:52.776]  No more gangs in government.
[01:06:53.720 --> 01:06:56.862]  It's already racing up the New York Times bestseller list.
[01:06:56.862 --> 01:06:58.944]  All his books have been New York Times bestsellers.
[01:06:58.944 --> 01:07:00.845]  I think one of them was even a number one.
[01:07:00.845 --> 01:07:02.246]  He can correct me if I'm wrong.
[01:07:02.246 --> 01:07:04.868]  We've got the book at Infowars.com.
[01:07:04.868 --> 01:07:12.334]  Discounted with his other great books, American Conspiracies and 63 Documents the Government Doesn't Want You to Read.
[01:07:12.334 --> 01:07:15.376]  All at Infowars.com and bookstores everywhere.
[01:07:16.176 --> 01:07:19.377]  Again, Governor, we've got the waterfront to cover here.
[01:07:19.377 --> 01:07:27.440]  TSA, Nanny State, weaponized drones, your lawsuit against the Navy SEAL that lied about you and why you went ahead with that.
[01:07:27.440 --> 01:07:28.480]  All of it is coming up.
[01:07:28.480 --> 01:07:30.841]  Rand Paul, there's so many issues.
[01:07:30.841 --> 01:07:33.302]  But let's get into your new book.
[01:07:33.302 --> 01:07:34.982]  I think it's one of your best.
[01:07:34.982 --> 01:07:36.743]  Where did you come up with the name?
[01:07:36.743 --> 01:07:40.404]  And for folks that, you know, are listening right now, what does the book break down?
[01:07:41.244 --> 01:07:43.966]  Well, the name, I don't recall who it was.
[01:07:43.966 --> 01:07:50.190]  It might have been Senator Dean Barclay, who I appointed to fill the Wellstone seat after Senator Wellstone died.
[01:07:50.190 --> 01:07:52.491]  It may have come from him or whatever.
[01:07:52.491 --> 01:08:00.697]  But somebody at some point in my life, within the last decade, referred to the two parties as the Democrats and the Republicans.
[01:08:01.497 --> 01:08:10.103]  And I thought it was so perfect because when you look, okay, let's go to the Crips and the Bloods, the two street gangs that we use their names.
[01:08:10.103 --> 01:08:12.385]  Well, the Crips' colors are blue.
[01:08:13.374 --> 01:08:15.416]  Well, what's a Democratic state?
[01:08:15.416 --> 01:08:17.198]  It's a blue state, right?
[01:08:17.198 --> 01:08:19.760]  The Bloods, naturally, their color is red.
[01:08:19.760 --> 01:08:23.584]  Republicans, what's a Republican state?
[01:08:23.584 --> 01:08:24.745]  Red state.
[01:08:24.745 --> 01:08:29.049]  So they even use the same color code as the street gangs.
[01:08:29.049 --> 01:08:35.595]  And I'd like to tell people, these two parties are even more dangerous than the street gangs are.
[01:08:35.595 --> 01:08:37.137]  Because the Crips and the Bloods,
[01:08:37.797 --> 01:08:40.841]  Only occupy small little areas of the U.S.
[01:08:40.841 --> 01:08:43.945]  where they can be dangerous, the gangs.
[01:08:43.945 --> 01:08:48.291]  The Republicans and the Democrats affect each and every one of us every day.
[01:08:48.291 --> 01:08:53.697]  Every American is affected by these two gangs, the Democrats and the Republicans.
[01:08:54.638 --> 01:09:10.065]  And so I wrote the book because I wanted to expose how horrible it is in light of the Supreme Court's decision that money is free speech and that corporations have the same rights as an individual.
[01:09:10.065 --> 01:09:12.126]  It's now completely out of hand, Alex.
[01:09:12.806 --> 01:09:24.069]  These corporations are funneling so many millions of dollars into these campaigns, and these two parties have created a system that is based completely on bribery.
[01:09:24.069 --> 01:09:27.309]  If you bribe them, you will get what you want.
[01:09:27.309 --> 01:09:29.990]  If you don't, well, you're just out of luck then.
[01:09:29.990 --> 01:09:38.792]  Now, what troubles me a great deal is that if we commit a bribe offense in the private sector, you go to jail.
[01:09:38.792 --> 01:09:42.013]  And yet our whole political system is based upon bribery.
[01:09:43.110 --> 01:09:46.153]  And, you know, and money is free speech?
[01:09:46.153 --> 01:09:56.644]  Well, I'd love to see the next bank robber, when he goes to trial, say, well, Your Honor, I was simply exercising my right of free speech.
[01:09:56.644 --> 01:10:00.568]  Because, after all, our Supreme Court said that money is free speech.
[01:10:01.468 --> 01:10:21.124]  And so, clearly our courts are failing us, the Democrats and Republicans, the legislative branch is failing us, the president and the executive branch is failing us, and the fourth branch, the unwritten branch of government, the media, is failing us.
[01:10:21.124 --> 01:10:21.544]  Why?
[01:10:21.544 --> 01:10:26.088]  Because the media—it was interesting, I saw Dan Rather on the other day.
[01:10:26.748 --> 01:10:36.734]  And if you'll recall, he got fired because he reported on George Bush's, uh, George Bush the Kid, his service record.
[01:10:36.734 --> 01:10:42.737]  Well, every bit of it was true, and Dan Rather got fired for telling the truth.
[01:10:42.737 --> 01:10:49.021]  And the other thing the point Rather made was, back then there were probably 40 media outlets
[01:10:50.163 --> 01:10:51.904]  Giving us information?
[01:10:51.904 --> 01:10:59.286]  Today you're down to about four corporations that control all the media in the United States.
[01:10:59.286 --> 01:11:01.187]  And, uh, that's dangerous.
[01:11:01.187 --> 01:11:05.488]  Because they're control- the corporate- and that's the definition of fascism!
[01:11:06.613 --> 01:11:09.415]  The corporations are controlling our government.
[01:11:09.415 --> 01:11:11.257]  They're controlling our media.
[01:11:11.257 --> 01:11:20.905]  If you read the works of General Smedley Butler, the two-time Congressional Medal of Honor winner, the most decorated Marine in history, he died in the 40s.
[01:11:20.905 --> 01:11:27.170]  Smedley Butler said, I didn't fight for the American people, I fought for the United Fruit Corporation.
[01:11:27.170 --> 01:11:32.494]  When they didn't get cooperation in South and Central America, they sent in the Marines to get it.
[01:11:33.610 --> 01:11:37.195]  And that's what your book breaks down, and you're right.
[01:11:37.195 --> 01:11:41.301]  I mean, the Christian Bloods might kill 500 people or less a year.
[01:11:41.301 --> 01:11:43.163]  I was looking up some of the crime statistics.
[01:11:43.163 --> 01:11:48.250]  It was more than 1,000 a year or so during the peak in the mid and late 1980s.
[01:11:48.250 --> 01:11:49.732]  The gangs that run our country...
[01:11:50.653 --> 01:12:02.481]  Are militarizing the police, federalizing and torturing people, passing the NDAA saying they'll kill citizens when they want, saying they'll kill US citizens with weaponized drones inside the US.
[01:12:02.481 --> 01:12:04.663]  They're taxing the daylights out of us.
[01:12:04.663 --> 01:12:08.265]  They're spying on us without warrants and just admitting it.
[01:12:08.385 --> 01:12:18.010]  Bill Gates is coming out with bracelets for students that will determine emotional cognitive response, tracking their waves, their brainwaves.
[01:12:18.010 --> 01:12:21.131]  I mean, this is like a science fiction nightmare.
[01:12:21.131 --> 01:12:27.054]  And the Democrats and Republicans got caught insider trading, as you know, Governor.
[01:12:27.054 --> 01:12:28.735]  And they said, oh, it's legal for us.
[01:12:29.435 --> 01:12:35.278]  And then you've got Legrand over in the IMF saying she's exempt from taxes, but Greece needs to pay more.
[01:12:35.278 --> 01:12:38.620]  I mean, we've got a criminal class running wild.
[01:12:38.620 --> 01:12:39.741]  How do we reverse it?
[01:12:39.741 --> 01:12:41.122]  I know the book addresses that.
[01:12:41.122 --> 01:12:43.043]  What's your ideas to stop these people?
[01:12:43.043 --> 01:12:54.069]  Well, the first thing we could do, the most important thing for anyone that wants to strike out as a patriot against where our government's going today, stop voting for them.
[01:12:55.723 --> 01:12:57.184]  That's the simple thing you can do.
[01:12:57.184 --> 01:12:59.945]  Quit voting for Democrats and Republicans.
[01:12:59.945 --> 01:13:06.129]  I am going to fully endorse my former colleague, Governor Gary Johnson of New Mexico.
[01:13:06.129 --> 01:13:07.250]  He's a terrific man.
[01:13:07.250 --> 01:13:10.792]  He has the endorsement of the Libertarian Party.
[01:13:10.792 --> 01:13:12.533]  And he will get my vote.
[01:13:12.533 --> 01:13:14.794]  I will campaign relentlessly for him.
[01:13:15.314 --> 01:13:19.815]  Because Ron Paul apparently is going to end it at the end of the Republican Convention.
[01:13:19.815 --> 01:13:23.516]  I don't hear any word at all that he's going to go independent at all.
[01:13:23.516 --> 01:13:26.417]  The Libertarians made their move already.
[01:13:26.417 --> 01:13:29.598]  And so I will support Governor Johnson completely.
[01:13:29.598 --> 01:13:37.420]  He's quit the Republican Party because they wouldn't even allow him to debate or even participate because he wasn't the chosen one.
[01:13:37.420 --> 01:13:40.701]  And let me add, for people before they realize something,
[01:13:41.521 --> 01:13:41.722]  Yes.
[01:13:41.722 --> 01:13:42.883]  Giant billboards!
[01:13:42.883 --> 01:13:44.504]  Giant, giant... Yeah, yeah, giant billboards too.
[01:14:12.226 --> 01:14:15.709]  The Republican, all this debate was baloney.
[01:14:15.709 --> 01:14:21.655]  Always remember this, you don't pick your president, the two gangs do.
[01:14:21.655 --> 01:14:30.224]  You'll get a gang member from one side and a gang member from the other side, and then you're expected to choose which one of those gang members you want to be the president.
[01:14:30.224 --> 01:14:31.405]  And they are a gang.
[01:14:31.405 --> 01:14:35.409]  Now change that and vote for Governor Johnson to be our next president.
[01:14:36.397 --> 01:14:46.942]  Governor Ventura, I think this is an excellent idea that you have to really try to brand things as the Republicans being the Bloods and the Democrats being the Crips.
[01:14:46.942 --> 01:14:57.906]  It's really starting to get political traction out there, and I think that's why you told me off-air you're running into a lot of censorship, you're having your interviews cut short or canceled.
[01:14:57.906 --> 01:15:00.827]  We're going to talk about that, but since we got into the 2012 race,
[01:15:02.288 --> 01:15:06.494]  Ron Paul is not as hardcore on a lot of issues now.
[01:15:06.494 --> 01:15:09.137]  Rand came out and endorsed Mitt Romney.
[01:15:09.137 --> 01:15:15.105]  His father did not endorse in the presidential election, of course, McCain.
[01:15:15.105 --> 01:15:16.727]  This is a big departure.
[01:15:16.727 --> 01:15:19.030]  People are upset about that.
[01:15:19.030 --> 01:15:19.891]  What's your take on it?
[01:15:22.971 --> 01:15:26.832]  I mean, Ron Paul hasn't officially left the race.
[01:15:26.832 --> 01:15:29.272]  They haven't even had their convention yet.
[01:15:29.272 --> 01:15:33.713]  So my view is that, you know, the Tea Party's phony.
[01:15:33.713 --> 01:15:35.574]  I cover that in this book.
[01:15:35.574 --> 01:15:38.454]  You know, they've been taken over by the Koch brothers.
[01:15:38.454 --> 01:15:44.675]  What maybe started off as a good idea, then you ended up with Glenn Beck, Sarah Palin, and all them.
[01:15:44.675 --> 01:15:48.396]  The same as the Wall Street movement is trying to be co-op by the Democrats.
[01:16:01.641 --> 01:16:08.284]  When you're out on the road, the last place you want to be is on the road.
[01:16:08.284 --> 01:16:13.426]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:16:13.426 --> 01:16:15.307]  There's a place down in Tennessee
[01:16:17.486 --> 01:16:28.587]  When they make blue diamond gusset jeans They sew pride in every stitch Guarantee you love the way they fit
[01:16:40.309 --> 01:16:42.450]  We turned jeans inside out.
[01:16:42.450 --> 01:16:44.230]  Diamond Gusset Jeans.
[01:16:44.230 --> 01:16:47.111]  Made in the USA with unparalleled quality.
