[00:00:00.394 --> 00:00:00.857]  We've got it!
[00:44:37.627 --> 00:44:42.491]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[00:44:42.491 --> 00:44:44.473]  You just can't afford to ignore this.
[00:44:44.473 --> 00:44:50.118]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[00:44:50.118 --> 00:44:51.640]  Don't let this offer pass you by.
[00:44:51.640 --> 00:44:53.681]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:44:53.681 --> 00:44:54.943]  More the best, for less guaranteed.
[00:44:59.947 --> 00:45:05.451]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:45:05.451 --> 00:45:07.853]  Start purifying your water with ProPure.
[00:45:07.853 --> 00:45:16.959]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:45:16.959 --> 00:45:20.422]  Its filters are silver impregnated to prevent bacterial growth.
[00:45:20.422 --> 00:45:22.103]  There's no priming required.
[00:45:22.103 --> 00:45:24.385]  It's NSF-42 certified.
[00:45:24.385 --> 00:45:26.866]  Optional fluoride filters can reduce fluoride up to 95%.
[00:45:27.927 --> 00:45:29.448]  Easy to set up and use.
[00:45:29.448 --> 00:45:30.869]  Doesn't require electricity.
[00:45:30.869 --> 00:45:34.031]  Purify water from lakes, streams, ponds, and wells.
[00:45:34.031 --> 00:45:37.433]  This filter system leaves in beneficial minerals, which is key.
[00:45:37.433 --> 00:45:39.334]  Save money by not buying bottled water.
[00:45:39.334 --> 00:45:41.555]  And avoid BPA that leaches from the plastic.
[00:45:41.555 --> 00:45:44.297]  ProPure is the best gravity-fed filter out there.
[00:45:44.297 --> 00:45:45.878]  It's what my family uses.
[00:45:45.878 --> 00:45:49.200]  Infowars.com already has the lowest price on ProPure.
[00:45:49.200 --> 00:45:54.443]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:45:55.023 --> 00:46:00.167]  You can also call to order 888-253-3139.
[00:46:00.167 --> 00:46:06.811]  When you're out on the road, the last place you want to be is on the road.
[00:46:06.811 --> 00:46:11.954]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:46:11.954 --> 00:46:20.680]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:46:20.680 --> 00:46:23.002]  They sew pride in every stitch.
[00:46:24.738 --> 00:46:27.015]  Guarantee you love the way they fit.
[00:46:29.179 --> 00:46:40.984]  We turn jeans inside out.
[00:46:40.984 --> 00:46:42.765]  Diamond Gusset Jeans.
[00:46:42.765 --> 00:46:45.646]  Made in the USA with unparalleled quality.
[00:46:45.646 --> 00:46:49.888]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[00:46:49.888 --> 00:46:52.269]  So you can ride all day with confidence.
[00:46:52.269 --> 00:46:54.970]  Order yours at gusset.com.
[00:46:54.970 --> 00:46:56.571]  Diamond Gusset Jeans.
[00:46:56.571 --> 00:46:57.351]  Got it.
[00:46:57.351 --> 00:46:58.152]  Others don't.
[00:47:01.348 --> 00:47:04.952]  Coast to coast, direct from Austin.
[00:47:04.952 --> 00:47:08.275]  You're listening to the Alex Jones Broadcasting Network.
[00:47:08.275 --> 00:47:18.565]  Big Brother.
[00:47:18.565 --> 00:47:21.348]  Mainstream media.
[00:47:21.348 --> 00:47:23.930]  Government cover-ups.
[00:47:23.930 --> 00:47:24.871]  You want answers?
[00:47:25.854 --> 00:47:27.757]  Well, so does he.
[00:47:27.757 --> 00:47:34.068]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:47:37.447 --> 00:47:38.708]  All right.
[00:47:38.708 --> 00:47:39.408]  We are back live.
[00:47:39.408 --> 00:47:43.791]  I'm going to go to your calls now, right into the next hour, and a ton of other news items.
[00:47:43.791 --> 00:47:52.356]  But record numbers of Russians, Chinese nationals, Syrians, Israelis, at this Bilderberg Group meeting.
[00:47:52.356 --> 00:47:53.436]  Unprecedented.
[00:47:53.436 --> 00:47:55.618]  And that means invasions all over the place.
[00:47:56.670 --> 00:48:02.316]  And again, foreign mega-banks, Rothschilds, Rockefellers, who are now openly merging their dynasties.
[00:48:02.316 --> 00:48:04.077]  Rockefellers have always been their front.
[00:48:04.077 --> 00:48:06.500]  Just as I told you, Google was NSA, now it's admitted.
[00:48:06.500 --> 00:48:09.443]  Folks, this is real, okay?
[00:48:09.443 --> 00:48:17.971]  They are, again, hopping mad that Bilderberg's been blown wide open and is in hundreds of publications in the US, hundreds and hundreds overseas.
[00:48:18.712 --> 00:48:20.413]  Dozens of big papers.
[00:48:20.413 --> 00:48:25.594]  And I want to commend DrudgeReport.com for helping break the Berlin Wall of the blackout.
[00:48:25.594 --> 00:48:29.255]  The Washington Times was the first mainstream publication to do it this week.
[00:48:29.255 --> 00:48:31.976]  The London Guardian as well.
[00:48:31.976 --> 00:48:33.016]  WorldNetDaily.
[00:48:33.016 --> 00:48:34.937]  WND.com.
[00:48:34.937 --> 00:48:36.497]  Of course, so many others.
[00:48:36.497 --> 00:48:39.818]  Bizarrely, Glenn Beck's people came out and made jokes about it.
[00:48:39.818 --> 00:48:41.819]  I guess because they support Huntsman, who was also there.
[00:48:43.397 --> 00:48:51.722]  And bizarrely, Tucker Carlson, who top Republicans believe is a Democratic operative, I've been told that by high-level sources, the Daily Caller was out there saying it didn't exist.
[00:48:51.722 --> 00:49:00.828]  So very bizarre to have the London Guardian reporting on it very seriously, Washington Times, Drudge Report, and then Libertarian groups supposedly running around saying it doesn't exist.
[00:49:02.589 --> 00:49:11.612]  Very bizarre, but I guess that's because one of the founders of a lot of the online banking systems is there and wants to kind of co-opt the libertarian movement, Mr. Thiel.
[00:49:11.612 --> 00:49:24.276]  Okay, without further ado, we've got a lot of other news coming up, but right now let's go to Toby in Pennsylvania, Mark Sholiak, Rick, Vinnie, and others.
[00:49:24.276 --> 00:49:25.377]  Toby, you're on the air.
[00:49:25.377 --> 00:49:25.737]  Welcome.
[00:49:25.737 --> 00:49:28.038]  Were you at Bilderberg 2012, my friend?
[00:49:28.038 --> 00:49:29.978]  Yes, I was.
[00:49:29.978 --> 00:49:30.899]  What did you make of it?
[00:49:30.899 --> 00:49:31.699]  Give us your report.
[00:49:32.430 --> 00:49:34.172]  Oh no, I thought it was great.
[00:49:34.172 --> 00:49:34.913]  You were great.
[00:49:34.913 --> 00:49:41.800]  And I was there at the time when the sprinklers went off and you went over to the police.
[00:49:41.800 --> 00:49:43.461]  Oh yeah, they turned the sprinklers on.
[00:49:43.461 --> 00:49:44.302]  That was pretty funny.
[00:49:44.302 --> 00:49:45.223]  They turned them on?
[00:49:45.223 --> 00:49:46.384]  Or is that a timed thing?
[00:49:46.384 --> 00:49:46.845]  What do you think?
[00:49:48.604 --> 00:49:49.164]  I don't know.
[00:49:49.164 --> 00:49:50.104]  The world will never know.
[00:49:50.104 --> 00:50:00.407]  I only focus on what I can document, but I should add, again, most people that were there only came through for a day, and we had up to 600 people at one time.
[00:50:00.407 --> 00:50:05.068]  It had to be 2,000, 3,000 people that were there over the five days.
[00:50:05.068 --> 00:50:06.748]  It was incredible.
[00:50:06.748 --> 00:50:17.011]  And another thing, today I was there for a couple of hours from 10 to 12, and a jogger happened to be running by while the one protester was protesting.
[00:50:18.328 --> 00:50:20.330]  As he ran by, he called him a crackpot.
[00:50:20.330 --> 00:50:22.552]  And that just turned into a big thing.
[00:50:22.552 --> 00:50:24.054]  I mean, he came back.
[00:50:24.054 --> 00:50:26.016]  The protester said something to him.
[00:50:26.016 --> 00:50:30.981]  He came back and he was like in that protester's face, like ready to fight him.
[00:50:30.981 --> 00:50:33.464]  There are a lot of people that work for the system.
[00:50:33.464 --> 00:50:34.845]  There's a lot of people who work for the system.
[00:50:34.845 --> 00:50:38.268]  They think they're part of it and they get off on the shadow power.
[00:50:38.268 --> 00:50:39.229]  It's like the Marines.
[00:50:40.322 --> 00:50:51.025]  Well, one of the biggest groups of listeners we have on average, but the diplomatic security detail they had in plain clothes, who flipped us off four years ago and all that, they were laughing at us.
[00:50:51.025 --> 00:50:51.565]  It was funny.
[00:50:51.565 --> 00:50:52.725]  They were coming out in the crowd.
[00:50:52.725 --> 00:50:56.446]  They'd say, oh, I'm a big fan, then grab my hand and try to crush it.
[00:50:56.446 --> 00:50:58.307]  And we're just stirring up trouble.
[00:50:58.307 --> 00:50:59.787]  It was really sad.
[00:50:59.787 --> 00:51:00.868]  It was really, really sad.
[00:51:00.868 --> 00:51:02.148]  But yeah, I mean, people that...
[00:51:02.987 --> 00:51:03.967]  Cuddle up to tyranny.
[00:51:03.967 --> 00:51:05.288]  They got plenty of them in North Korea.
[00:51:05.288 --> 00:51:05.868]  They're very sad.
[00:51:05.868 --> 00:51:07.948]  I appreciate, I appreciate your call.
[00:51:07.948 --> 00:51:10.969]  I gotta say though, the best police I've ever seen.
[00:51:10.969 --> 00:51:12.189]  And then I learned why later.
[00:51:12.189 --> 00:51:13.689]  They're listeners.
[00:51:13.689 --> 00:51:14.430]  But they would tell me.
[00:51:14.430 --> 00:51:16.550]  In fact, some of this on live stream video.
[00:51:16.550 --> 00:51:17.510]  You know, we're streaming out there.
[00:51:17.510 --> 00:51:23.532]  They go, in fact, some of the head guys, one captain's like, look, we're getting watched by that live video camera across the street with audio.
[00:51:23.532 --> 00:51:28.633]  I'm gonna get in a lot of trouble if, if I don't keep you guys out of the street.
[00:51:29.952 --> 00:51:33.433]  And plus, you don't want to get run over, so I get their whole point.
[00:51:33.433 --> 00:51:43.535]  And overall, again, some of the protesters who were younger, some of the younger cops were bugging their eyes out and everything, and there was a few arguments there.
[00:51:43.535 --> 00:51:44.735]  But that's just what happens.
[00:51:44.735 --> 00:51:53.697]  Because the cops are hearing us bullhorn the Bilderberg Group, calling them scum for days, and the more younger and more unsophisticated cops thought we were talking about them.
[00:51:53.697 --> 00:51:55.518]  But overall, it was a big victory.
[00:51:56.277 --> 00:51:57.338]  Let's go to another call here.
[00:51:57.338 --> 00:51:59.580]  It's a microcosm of the world.
[00:51:59.580 --> 00:52:01.922]  I mean, in fact, if I told you all the cop stories, you wouldn't believe them.
[00:52:01.922 --> 00:52:03.203]  It was amazing.
[00:52:03.203 --> 00:52:05.765]  Basically, the whole SWAT team are daily listeners.
[00:52:05.765 --> 00:52:08.407]  Let's talk to Mark in Virginia.
[00:52:08.407 --> 00:52:08.787]  Go ahead.
[00:52:08.787 --> 00:52:11.009]  You're on the air, Mark.
[00:52:11.009 --> 00:52:12.030]  Hey, Alex.
[00:52:12.030 --> 00:52:14.011]  I got to meet you yesterday.
[00:52:14.011 --> 00:52:16.333]  It was great.
[00:52:16.333 --> 00:52:19.035]  The whole thing was just fantastic.
[00:52:19.035 --> 00:52:20.737]  I talked to somebody who was there last year.
[00:52:20.737 --> 00:52:23.159]  They said you had about 10 times as many people this year.
[00:52:24.637 --> 00:52:27.179]  And also, they erected a fence this year, last year.
[00:52:27.179 --> 00:52:28.219]  I guess there was no fence.
[00:52:28.219 --> 00:52:29.860]  Is that right?
[00:52:29.860 --> 00:52:33.563]  Yeah, because it's on a big piece of property, usually 200, 300 yards from the road.
[00:52:33.563 --> 00:52:36.825]  There's only one spot that's close to the road.
[00:52:36.825 --> 00:52:41.088]  And that happens to be where the conference wing is, so we can bullhorn them perfectly there.
[00:52:41.088 --> 00:52:43.369]  And Kissinger came out and was real mad this year.
[00:52:43.369 --> 00:52:45.851]  I mean, we non-stop ruin their entire conference.
[00:52:46.471 --> 00:52:48.933]  I mean, believe me, the windows were shaking.
[00:52:48.933 --> 00:52:52.837]  Had you ever heard anything as loud as 20 bullhorns going at once in unison?
[00:52:52.837 --> 00:52:54.458]  It was amazing.
[00:52:54.458 --> 00:53:03.647]  I'm uploading video right now entitled Bilderberg 2012 or Bilderberg protest 2012 approaching the storm.
[00:53:03.647 --> 00:53:06.329]  And that's what it was like for me when I first came in yesterday.
[00:53:06.329 --> 00:53:09.392]  I walked, you know, it's about a quarter mile walk.
[00:53:09.392 --> 00:53:10.794]  You can hear it a quarter mile away?
[00:53:10.794 --> 00:53:12.215]  Definitely.
[00:53:14.991 --> 00:53:22.715]  I mean describe that for people that were there because it was actually I only get a migraine headache about once a year and it's usually when I bike ride when there's heavy pollen and I get it.
[00:53:22.715 --> 00:53:23.795]  I had migraines.
[00:53:23.795 --> 00:53:28.938]  You saw I had to lay down to make the migraine go away because it was so loud.
[00:53:28.938 --> 00:53:29.899]  I was giving me migraines.
[00:53:29.899 --> 00:53:32.240]  I mean my ears are ringing right now.
[00:53:32.240 --> 00:53:34.741]  The entire crew's ears are ringing.
[00:53:34.741 --> 00:53:35.281]  I believe that.
[00:53:35.281 --> 00:53:36.122]  I get migraines too.
[00:53:36.122 --> 00:53:37.263]  I know what that's like.
[00:53:37.263 --> 00:53:41.845]  But yeah, I couldn't stay around there for too long either.
[00:53:42.660 --> 00:53:44.361]  I just had to go back where it was more peaceful.
[00:53:44.361 --> 00:53:45.441]  I actually got my guitar.
[00:53:45.441 --> 00:53:46.501]  I was playing at the other end.
[00:53:46.501 --> 00:53:48.362]  That was insane.
[00:53:48.362 --> 00:53:52.863]  The London Guardian described it as that testosterone-fueled rage.
[00:53:52.863 --> 00:53:55.404]  I mean, it was... This is... I love hippies.
[00:53:55.404 --> 00:53:55.964]  They're good folks.
[00:53:55.964 --> 00:54:05.867]  There were some of them there, but this was how the Patriots... This is how the gun-toting, John Deere hat-wearing, anti-New World Order... I mean, look out world when the Patriots start protesting.
[00:54:05.867 --> 00:54:08.488]  This was insane.
[00:54:08.488 --> 00:54:09.728]  This was insane.
[00:54:09.728 --> 00:54:11.409]  I'm sorry, what were you saying?
[00:54:12.369 --> 00:54:14.130]  This was the spirit of 1776.
[00:54:14.130 --> 00:54:18.251]  It was like you were just routing the royalists.
[00:54:18.251 --> 00:54:19.031]  It was just awesome.
[00:54:19.031 --> 00:54:20.412]  It was incredible.
[00:54:20.412 --> 00:54:21.452]  God bless you, my friend.
[00:54:21.452 --> 00:54:22.753]  Amazing talking to you.
[00:54:22.753 --> 00:54:24.493]  Network, Richard's gone.
[00:54:24.493 --> 00:54:26.314]  I don't know how to work all this fancy equipment.
[00:54:26.314 --> 00:54:27.734]  Can somebody boost my audio a little bit?
[00:54:27.734 --> 00:54:28.735]  I can barely hear the callers.
[00:54:28.735 --> 00:54:30.615]  Of course, it's probably because I'm deaf.
[00:54:30.615 --> 00:54:32.736]  It's probably because I'm deaf.
[00:54:32.736 --> 00:54:34.016]  Aaron, have you ever heard anything this loud?
[00:54:34.016 --> 00:54:35.297]  No, it was incredible.
[00:54:35.297 --> 00:54:36.057]  You're going to be on later.
[00:54:36.057 --> 00:54:37.998]  I want you to write a note and talk about that.
[00:54:37.998 --> 00:54:39.999]  It was just amazing.
[00:54:39.999 --> 00:54:40.579]  That's probably it.
[00:54:40.579 --> 00:54:41.199]  I'm probably dead.
[00:54:46.118 --> 00:54:50.120]  I'm doing this via... Okay, thank you.
[00:54:50.120 --> 00:54:53.502]  Let's go ahead and go to Sholayak in Pennsylvania.
[00:54:53.502 --> 00:54:54.562]  I met this guy.
[00:54:54.562 --> 00:54:57.283]  Sholayak, what'd you think of it?
[00:54:57.283 --> 00:55:03.826]  Alex, I can only, like last night, you know, during the day it was just electric.
[00:55:03.826 --> 00:55:06.288]  There was so much excitement.
[00:55:06.288 --> 00:55:15.332]  You know, after it broke down last night, I went out with, and hung out with, you know, what appeared to be like complete strangers.
[00:55:16.099 --> 00:55:20.481]  Because we're all focused on what the real problems are in this world.
[00:55:20.481 --> 00:55:21.321]  We know it.
[00:55:21.321 --> 00:55:30.165]  It just really felt like I was looking at these people and I'm like, why is it that I feel like just so at home and like these people like I've known them my whole life?
[00:55:30.165 --> 00:55:30.885]  And I think that's
[00:55:31.545 --> 00:55:38.109]  No, I was almost, in fact, I kept getting tears in my eyes talking to people.
[00:55:38.109 --> 00:55:43.033]  I mean, you talk about real brotherly love, black, white, Hispanic, you name it.
[00:55:43.033 --> 00:55:45.014]  I mean, this was America.
[00:55:45.014 --> 00:55:47.336]  This is what the global estate.
[00:55:47.336 --> 00:55:50.518]  This is the crucifix that can bring them down.
[00:55:50.518 --> 00:55:51.198]  This is it.
[00:55:51.198 --> 00:55:52.359]  This is America.
[00:55:52.359 --> 00:55:53.640]  This is 1776.
[00:55:53.640 --> 00:55:54.881]  I can't describe it.
[00:55:54.881 --> 00:55:56.041]  It was so incredible.
[00:55:56.041 --> 00:56:00.985]  I mean, you go to some establishment socialist thing or something, there's a bunch of angry weirdos.
[00:56:04.818 --> 00:56:06.179]  Founding father stuff.
[00:56:06.179 --> 00:56:09.181]  I mean, am I hyping that or is that what it was?
[00:56:09.181 --> 00:56:11.962]  No, I mean, it was, uh, I was like yesterday.
[00:56:11.962 --> 00:56:13.703]  I mean, I got some lower back issues.
[00:56:13.703 --> 00:56:17.886]  So, um, I was debating on whether to come back last night after I went up to the roadhouse.
[00:56:18.604 --> 00:56:20.445]  Yeah, we were hanging out at the Texas Roadhouse.
[00:56:39.844 --> 00:56:44.907]  I was thinking about stuff that was going on, like tears came to my eyes, too, because I just got so inspired.
[00:56:44.907 --> 00:56:49.210]  Like, how could I even, you know, think about going and not coming back that night?
[00:56:49.210 --> 00:56:55.934]  Just talking to you and talking to everybody there, feeling that, you know, that want for freedom.
[00:56:56.661 --> 00:57:01.242]  The black, white, Asian, the guy from Germany... Well, I'll tell you what it is.
[00:57:01.242 --> 00:57:04.423]  The universe bends towards... I agree.
[00:57:04.423 --> 00:57:07.563]  I mean, the universe bends towards liberty and justice.
[00:57:07.563 --> 00:57:10.004]  And the Bilderberg Group, folks, and God bless you, my friend.
[00:57:10.004 --> 00:57:11.244]  It was good seeing you in Virginia.
[00:57:11.244 --> 00:57:14.405]  The Bilderberg Group openly wants to shut down the world economy.
[00:57:14.405 --> 00:57:18.305]  Carbon taxes, post-industrial world, one-child policies.
[00:57:18.305 --> 00:57:20.106]  These are total tyrants.
[00:57:20.106 --> 00:57:22.826]  They now have announced our military works for the UN.
[00:57:22.826 --> 00:57:23.726]  This is the group.
[00:57:23.726 --> 00:57:24.807]  This is the enemy.
[00:57:24.807 --> 00:57:26.067]  This is the corporate takeover.
[00:57:26.627 --> 00:57:29.370]  It's not the Chinese, it's not the Russians, it's the foreign bankers.
[00:57:29.370 --> 00:57:31.213]  They have already conquered this country.
[00:57:31.213 --> 00:57:32.594]  We've got to get it back.
[00:57:32.594 --> 00:57:35.458]  We'll be right back on the other side of this quick break.
[00:57:35.458 --> 00:57:37.661]  Lord willing, worldwide transmission.
[00:57:37.661 --> 00:57:38.462]  The answer to 1984 is 1776!
[00:57:52.552 --> 00:58:00.679]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:58:00.679 --> 00:58:04.742]  Alex and his staff have used these pure soap products for years.
[00:58:04.742 --> 00:58:12.049]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:58:12.049 --> 00:58:14.871]  See them on the web at 5starsoap.com.
[00:58:15.071 --> 00:58:19.914]  Or call 800-340-7091 for a free catalog.
[00:58:19.914 --> 00:58:25.837]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:58:25.837 --> 00:58:31.260]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:58:31.260 --> 00:58:33.241]  This is an amazing deal.
[00:58:33.241 --> 00:58:38.464]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:58:38.464 --> 00:58:41.626]  See them on the web at 5starsoap.com or call
[00:58:41.986 --> 00:58:50.194]  800-340-7091 for a free catalog.
[00:58:50.194 --> 00:58:54.558]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:58:54.558 --> 00:58:58.581]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:58:58.581 --> 00:59:02.625]  Every day, we document the attempts to take control of our lives.
[00:59:02.625 --> 00:59:04.827]  But there's one thing we can all control.
[00:59:04.827 --> 00:59:06.128]  Your greatest dependency, food.
[00:59:07.069 --> 00:59:14.593]  E-Foods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs or MSG.
[00:59:14.593 --> 00:59:17.134]  This food is nutrient dense and tastes great.
[00:59:17.134 --> 00:59:21.076]  It's simple to make, portable and has a shelf life of up to 25 years.
[00:59:21.076 --> 00:59:24.638]  Now with E-Foods Direct you'll get the most affordable, best tasting food you can buy.
[00:59:24.918 --> 00:59:27.559]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[00:59:27.559 --> 00:59:28.840]  Don't let this offer pass you by.
[00:59:28.840 --> 00:59:30.501]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:59:30.501 --> 00:59:31.721]  More the best, for less guaranteed.
[00:59:51.317 --> 00:59:54.898]  Coast to coast, direct from Austin.
[00:59:54.898 --> 01:00:01.981]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.981 --> 01:00:08.604]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.604 --> 01:00:11.585]  It's Alex Jones and the GCN Radio Network.
[01:00:19.517 --> 01:00:31.668]  I've probably only gone through a third of the data breaking news from moles, eyewitness reports, what I saw with my own two eyeballs coming up, photos of Henry Kissinger, now up at Infowars.com.
[01:00:31.668 --> 01:00:35.512]  We're going to be breaking all that down, but let's continue with your calls.
[01:00:35.512 --> 01:00:43.039]  Now we're going to take three or four more calls from people that were at Bilderberg, and then it's going to be a free-for-all, as our friend Ted Nugent would say, coming up.
[01:00:45.113 --> 01:00:57.457]  After this break, and again I will give the toll-free number out at that point, but right now let's go to Rick in Tampa and then Vinnie in Virginia.
[01:00:57.457 --> 01:00:59.258]  But of course they've all been in Virginia.
[01:00:59.258 --> 01:01:03.739]  I guess Rick normally lives in Tampa, but he was at the Bilderberg Group meeting covering it.
[01:01:03.739 --> 01:01:05.200]  What did you think of what you saw, Rick?
[01:01:06.340 --> 01:01:08.141]  I thought it was really fantastic, Alex.
[01:01:08.141 --> 01:01:13.803]  I want to thank you for the invitation to come up and join you there.
[01:01:13.803 --> 01:01:18.045]  I brought a couple of my friends with me that I had the opportunity to wake up.
[01:01:18.045 --> 01:01:24.287]  Thanks to you and a lot of the other people that are working so hard to make this patriot movement happen.
[01:01:24.287 --> 01:01:25.808]  All of us are ex-Naval officers.
[01:01:27.426 --> 01:01:30.770]  We have multiple advanced degrees.
[01:01:30.770 --> 01:01:34.154]  We've been CEOs of probably about 30 different companies.
[01:01:34.154 --> 01:01:36.417]  And I've been involved with a lot of the business side.
[01:01:46.638 --> 01:01:47.499]  Yes, thank you very much.
[01:01:47.499 --> 01:01:51.261]  It was great meeting Skelton and his group.
[01:01:51.261 --> 01:01:53.263]  It's wonderful to meet people from all over the world.
[01:01:53.263 --> 01:01:59.007]  This was so fantastic about this coalescing of like-minded spirits.
[01:01:59.007 --> 01:01:59.507]  It was great.
[01:02:00.034 --> 01:02:21.628]  But I had dinner with Stuart Rhodes, and one of the things I wanted to sort of shout out, if I can just take a second, one of the things that our constitutional officers, whether they be military, police, sheriffs, whatever, that have taken the same oath that we have to defend the Constitution against those enemies, foreign and domestic, as well as to not follow
[01:02:22.617 --> 01:02:25.039]  Unconstitutional or unlawful orders.
[01:02:25.039 --> 01:02:30.642]  And I asked Stuart, I said, if it's possible, we might be able to take that to the next step.
[01:02:30.642 --> 01:02:43.451]  Where, if you're given an unlawful order, or an unconstitutional order, are we able to not just simply step back from that order and say, no sir, I refuse to accept that order because it is unconstitutional.
[01:02:43.451 --> 01:02:48.654]  Is it possible to turn around and then arrest them for giving us that order?
[01:02:49.769 --> 01:02:52.271]  I want to hear what you have to say, but do me a favor.
[01:02:52.271 --> 01:02:53.993]  Turn the radio off.
[01:02:53.993 --> 01:02:58.756]  Okay.
[01:02:58.756 --> 01:02:59.977]  Turn it off.
[01:02:59.977 --> 01:03:00.758]  Thank you.
[01:03:00.758 --> 01:03:03.260]  Go ahead.
[01:03:03.260 --> 01:03:13.768]  What he said was that, he said, in fact there is a precedent in the UCNJ and military law in order to stop massacres and other kinds of abuses.
[01:03:14.275 --> 01:03:20.637]  It was actually done at My Lai in Vietnam, where Lieutenant Calley was machine gunning the innocent women and children.
[01:03:20.637 --> 01:03:30.101]  And one of the chief warrant officers turned his machine gun on the squad and said, the next man that pulls a trigger, I will shoot you.
[01:03:30.101 --> 01:03:42.846]  And in fact, he radioed the huge gunships that were circling above My Lai and ordered them, under his command, to fire on our American soldiers if they proceeded with this massacre.
[01:03:42.846 --> 01:03:43.466]  So he said, yes,
[01:03:43.959 --> 01:03:45.339]  There's precedent for this.
[01:03:45.339 --> 01:03:55.222]  There's actually precedent he believes in the civil law in order for us to stop unlawful actions by the superior officers that might give them.
[01:03:55.222 --> 01:04:01.503]  I think that this is a very interesting point that all of the constitutional officers need to consider.
[01:04:01.503 --> 01:04:05.864]  It's not just about backing away and not participating.
[01:04:05.864 --> 01:04:09.785]  It's actually turning it around and saying there will be consequences
[01:04:11.005 --> 01:04:11.845]  Well, that's right.
[01:04:11.845 --> 01:04:25.268]  As you know, and I want to hold you over the break, I want you to continue your points, but as you know, under common law, under common sense, this is why Texas, where I live, has a law, if you're driving by and see a car wreck and you're one of the first and others aren't rendering aid already, you've got to render aid.
[01:04:25.268 --> 01:04:27.148]  I like the Good Samaritan laws.
[01:04:27.148 --> 01:04:35.809]  In fact, you are compelled, if I see somebody being attacked by five thugs, it's not because I'm a tough guy that I'm going to go up and defend her.
[01:04:35.809 --> 01:04:37.550]  I cannot help it.
[01:04:37.550 --> 01:04:38.750]  And this idea that
[01:04:39.850 --> 01:04:44.215]  If you see crime going on against the public, you just recuse yourself.
[01:04:44.215 --> 01:04:45.958]  That's not enough.
[01:04:45.958 --> 01:04:49.041]  In fact, the minimum is that you resist it.
[01:04:49.041 --> 01:04:54.908]  And as you said with those gunships calling them in, you have a right to resist people who are outside their common law arrest powers.
[01:04:54.908 --> 01:04:56.450]  That's all police have.
[01:04:56.450 --> 01:04:58.352]  We just constitute them with special training.
[01:04:59.013 --> 01:05:03.558]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:03.558 --> 01:05:04.479]  Number one.
[01:05:04.479 --> 01:05:07.903]  New climate legislation could easily double or triple your electric bill.
[01:05:07.903 --> 01:05:08.764]  Number two.
[01:05:08.764 --> 01:05:13.669]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:13.669 --> 01:05:14.410]  It's true.
[01:05:14.410 --> 01:05:18.955]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:19.275 --> 01:05:20.096]  Number 3.
[01:05:20.096 --> 01:05:23.678]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:23.678 --> 01:05:27.601]  And now, new socialist legislation is only compounding the problem.
[01:05:27.601 --> 01:05:28.382]  Number 4.
[01:05:28.382 --> 01:05:31.144]  Dangerous weather is always a threat to local grids.
[01:05:31.144 --> 01:05:34.487]  Every year, thousands of families lose their power from weather-related outages.
[01:05:34.827 --> 01:05:39.768]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:39.768 --> 01:05:44.809]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:44.809 --> 01:05:48.990]  You can get more information at www.mysolarbackup.com.
[01:05:48.990 --> 01:05:50.770]  That's mysolarbackup.com.
[01:05:50.770 --> 01:05:55.371]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:06:00.632 --> 01:06:18.916]  From the front lines of the Information War, it's Alex Jones.
[01:06:18.916 --> 01:06:21.117]  Welcome to the Info War.
[01:06:21.117 --> 01:06:24.838]  I'm Alex Jones coming to you from the road, blasting out on the AM and FM dial.
