[00:00.000 --> 00:10.000]  When I grow up, I want to be a rock star!
[01:07:08.000 --> 01:07:13.000]  Eventually, the drug cartels began policing the streets.
[01:07:13.000 --> 01:07:17.000]  And with over 60,000 murders a year,
[01:07:17.000 --> 01:07:20.000]  a young Brazilian man has less chance of survival
[01:07:20.000 --> 01:07:23.000]  than a soldier in an active war zone.
[01:07:23.000 --> 01:07:28.000]  This paved the way for former Army Captain Yair Bolsonaro
[01:07:28.000 --> 01:07:32.000]  to win the presidency in a historical landslide victory.
[01:07:32.000 --> 01:07:38.000]  On January 1st, Bolsonaro was sworn in as president and he said,
[01:07:38.000 --> 01:07:43.000]  I stand before the whole nation on this day, the day when people began
[01:07:43.000 --> 01:07:46.000]  to liberate themselves from socialism.
[01:07:46.000 --> 01:07:50.000]  It is urgent that we end the ideology that defends bandits
[01:07:50.000 --> 01:07:52.000]  and criminalizes policemen.
[01:07:52.000 --> 01:07:55.000]  Our concern will be for the safety of the good people,
[01:07:55.000 --> 01:08:00.000]  the guarantee of the right of property and legitimate self-defense.
[01:08:00.000 --> 01:08:04.000]  Immediately upon being sworn in, they passed a bill
[01:08:04.000 --> 01:08:10.000]  to provide police and soldiers freedom from prosecution while on active duty.
[01:08:10.000 --> 01:08:15.000]  They announced a plan for jail reform that will isolate the cartel leaders,
[01:08:15.000 --> 01:08:21.000]  separate the gangs, and terminate the use of mobile phones within the jail.
[01:08:21.000 --> 01:08:26.000]  Immediately following this, the gang struck out against the new government.
[01:08:26.000 --> 01:08:31.000]  The Brazilian cartels burned and bombed dozens of public targets,
[01:08:31.000 --> 01:08:36.000]  including buildings, bridges, buses, and banks.
[01:08:36.000 --> 01:08:41.000]  Bolsonaro responded by sending 300 soldiers into the favelas
[01:08:41.000 --> 01:08:47.000]  to root out and attack the cartels, and he is sending in more.
[01:08:47.000 --> 01:08:51.000]  Days before he was elected, Bolsonaro said,
[01:08:51.000 --> 01:08:55.000]  there will be no shortage of places to send criminals.
[01:08:55.000 --> 01:08:57.000]  We'll dig graves.
[01:08:57.000 --> 01:09:03.000]  It appears as if Brazil is about to wage war against the drug cartels
[01:09:03.000 --> 01:09:07.000]  and allow law-abiding citizens to own firearms.
[01:09:07.000 --> 01:09:13.000]  Apparently, it is not politically correct to fight violent crime with violence.
[01:09:13.000 --> 01:09:18.000]  And so the mainstream media continues to demonize Bolsonaro.
[01:09:18.000 --> 01:09:21.000]  It will be interesting to see how things unfold.
[01:09:21.000 --> 01:09:28.000]  This is Greg Ries for NewsWars.com.
[01:09:28.000 --> 01:09:31.000]  Waging war on corruption.
[01:09:31.000 --> 01:09:39.000]  It's Alex Jones coming to you live from the front lines of the Info War.
[01:09:39.000 --> 01:09:43.000]  All right, everybody knows that when people get into Russiagate,
[01:09:43.000 --> 01:09:49.000]  that I flip out and get angry because it's a hoax, it's a lie, it's a fraud.
[01:09:49.000 --> 01:09:53.000]  This credit the 2016 election.
[01:09:53.000 --> 01:09:57.000]  But if you focus on the stories around Russiagate and what it covers up for,
[01:09:57.000 --> 01:10:02.000]  the illegal spying on candidate Trump, nominee Trump,
[01:10:02.000 --> 01:10:07.000]  President-elect Trump, President Trump, and the perjury to Congress,
[01:10:07.000 --> 01:10:13.000]  the perjury to the American people, then it's powerful.
[01:10:13.000 --> 01:10:17.000]  So to walk through this, we heard that Robert Mueller III
[01:10:17.000 --> 01:10:20.000]  was going to end his investigation a year ago and then six months ago
[01:10:20.000 --> 01:10:22.000]  and then a month ago.
[01:10:22.000 --> 01:10:24.000]  It's been extended six months.
[01:10:24.000 --> 01:10:26.000]  And there's no Russiagate found.
[01:10:26.000 --> 01:10:29.000]  They've harassed all these Trump associates and found a few tax returns
[01:10:29.000 --> 01:10:31.000]  or taxi cab company issues.
[01:10:31.000 --> 01:10:34.000]  None of it connected to Trump.
[01:10:34.000 --> 01:10:36.000]  The New York Times had to spin it because they know it's coming out,
[01:10:36.000 --> 01:10:39.000]  that McCabe is under criminal investigation.
[01:10:39.000 --> 01:10:41.000]  Grand juries are convened to indict him.
[01:10:41.000 --> 01:10:44.000]  That isn't like when it's on some message board and QAnon says it.
[01:10:44.000 --> 01:10:47.000]  It's in the Associated Press and Washington Post.
[01:10:47.000 --> 01:10:49.000]  I showed it last hour. It's no attention.
[01:10:49.000 --> 01:10:53.000]  There are criminal investigations of the entire cabal.
[01:10:53.000 --> 01:10:57.000]  Hillary Clinton, Comey, Robert Mueller, all of them,
[01:10:57.000 --> 01:11:03.000]  because they're the ones with uranium and deals in line to Congress.
[01:11:03.000 --> 01:11:07.000]  But when you pull back from the lies, they're just mind-blowing.
[01:11:07.000 --> 01:11:10.000]  And so we have this attempt at coup,
[01:11:10.000 --> 01:11:15.000]  going against the president with rogue FBI agents,
[01:11:15.000 --> 01:11:18.000]  with their insurance policy,
[01:11:18.000 --> 01:11:22.000]  and the news and the corporate media spins it
[01:11:22.000 --> 01:11:25.000]  that, oh, look, Trump was under criminal investigation.
[01:11:25.000 --> 01:11:26.000]  Yeah, we knew that.
[01:11:26.000 --> 01:11:27.000]  They lied.
[01:11:27.000 --> 01:11:29.000]  He was under espionage investigation and they covered it up.
[01:11:29.000 --> 01:11:32.000]  They lied to Congress and they admit nothing was there.
[01:11:32.000 --> 01:11:35.000]  Well, yes, because they were covering up their criminal investigations
[01:11:35.000 --> 01:11:37.000]  during the campaign of spying.
[01:11:37.000 --> 01:11:39.000]  They were covering up their investigations in case he got in
[01:11:39.000 --> 01:11:41.000]  because they were in bed with the Russians,
[01:11:41.000 --> 01:11:43.000]  with uranium one and more.
[01:11:43.000 --> 01:11:47.000]  And so Roger Stone joins us to not defend himself.
[01:11:47.000 --> 01:11:49.000]  Everybody knows Roger Stone is not a Russian agent.
[01:11:49.000 --> 01:11:50.000]  There's no Russian connection.
[01:11:50.000 --> 01:11:53.000]  But to get into the meat and potatoes of this
[01:11:53.000 --> 01:11:58.000]  and how big this is and how crazy it's gotten,
[01:11:58.000 --> 01:12:01.000]  and now we've both got reporters calling us,
[01:12:01.000 --> 01:12:04.000]  asking about Alex Jones and RT and Alex Jones
[01:12:04.000 --> 01:12:07.000]  and Internet Research Group or whatever it's called,
[01:12:07.000 --> 01:12:10.000]  saying, well, it's known Jones got money from RT
[01:12:10.000 --> 01:12:14.000]  and these things, zero, none, ever, total lie.
[01:12:14.000 --> 01:12:18.000]  And so they do this over and over again.
[01:12:18.000 --> 01:12:20.000]  And then I actually Googled it and found all the old articles
[01:12:20.000 --> 01:12:22.000]  from a couple of years ago where they said,
[01:12:22.000 --> 01:12:25.000]  info wars and Breitbart under investigation
[01:12:25.000 --> 01:12:27.000]  of being Russian agents.
[01:12:27.000 --> 01:12:32.000]  But they use that to fund the media matters
[01:12:32.000 --> 01:12:36.000]  and these groups that get money to put out lies
[01:12:36.000 --> 01:12:38.000]  and lawsuits against us.
[01:12:38.000 --> 01:12:41.000]  Because once they say we're under investigation as Russians,
[01:12:41.000 --> 01:12:45.000]  that triggers what I just showed,
[01:12:45.000 --> 01:12:48.000]  the executive orders that Obama signed
[01:12:48.000 --> 01:12:50.000]  before he left office,
[01:12:50.000 --> 01:12:56.000]  triggering the CIA and FBI groups that Obama set up
[01:12:56.000 --> 01:12:57.000]  to come after us.
[01:12:57.000 --> 01:13:00.000]  So this is just astounding that this is happening.
[01:13:00.000 --> 01:13:04.000]  It was info wars back in early May 2017
[01:13:04.000 --> 01:13:06.000]  and specifically said, deep state pushes kill against Trump
[01:13:06.000 --> 01:13:09.000]  over Comey firing using rogue FBI agents.
[01:13:09.000 --> 01:13:12.000]  It's now all confirmed, Roger Stone.
[01:13:12.000 --> 01:13:19.000]  I mean, this is sensational, the crimes they've committed.
[01:13:19.000 --> 01:13:21.000]  We're, you know, we've reached the end of this rabbit hole,
[01:13:21.000 --> 01:13:22.000]  the end of the trail.
[01:13:22.000 --> 01:13:25.000]  There's a stunning new development.
[01:13:25.000 --> 01:13:27.000]  And it boggles the mind.
[01:13:27.000 --> 01:13:29.000]  I mean, what we now know is pretty clear,
[01:13:29.000 --> 01:13:31.000]  page one of the New York Times,
[01:13:31.000 --> 01:13:35.000]  which is immediately after Donald Trump justifiably fired
[01:13:35.000 --> 01:13:38.000]  rogue FBI director James Comey,
[01:13:38.000 --> 01:13:41.000]  who kept referring to it as his FBI,
[01:13:41.000 --> 01:13:44.000]  as opposed to the taxpayers FBI,
[01:13:44.000 --> 01:13:47.000]  the American People's FBI.
[01:13:47.000 --> 01:13:52.000]  That department began an espionage investigation
[01:13:52.000 --> 01:13:55.000]  into Donald Trump as to whether he was working for the Russians,
[01:13:55.000 --> 01:13:57.000]  which is, of course, laughable.
[01:13:57.000 --> 01:14:00.000]  But the worst part, Alex, is that investigation
[01:14:00.000 --> 01:14:03.000]  is still open today, open and active,
[01:14:03.000 --> 01:14:07.000]  which means Deputy Attorney General Rod Rosenstein
[01:14:07.000 --> 01:14:10.000]  and FBI Director Christopher Wray,
[01:14:10.000 --> 01:14:13.000]  who is a swamp creature, if there ever was one,
[01:14:13.000 --> 01:14:16.000]  both lied under oath to the Congress
[01:14:16.000 --> 01:14:18.000]  and lied to the president's face
[01:14:18.000 --> 01:14:21.000]  about whether he was under investigation.
[01:14:21.000 --> 01:14:26.000]  So while Adam Schiff is out falsely accusing me of perjury,
[01:14:26.000 --> 01:14:30.000]  here you have actual perjury by two of the highest officials
[01:14:30.000 --> 01:14:34.000]  in our federal law enforcement apparatus.
[01:14:34.000 --> 01:14:37.000]  And the question is, will anyone hold them responsible?
[01:14:37.000 --> 01:14:39.000]  Will they be prostituted?
[01:14:39.000 --> 01:14:41.000]  In the question of Mr. Rosenstein,
[01:14:41.000 --> 01:14:43.000]  he's announced his investigation.
[01:14:43.000 --> 01:14:45.000]  That's because he knew this story was coming.
[01:14:45.000 --> 01:14:47.000]  But will Mr. Wray be fired?
[01:14:47.000 --> 01:14:51.000]  Because he should be fired.
[01:14:51.000 --> 01:14:52.000]  Roger, we come back.
[01:14:52.000 --> 01:14:53.000]  I want to walk through this
[01:14:53.000 --> 01:14:57.000]  because the Russia investigation's meant to suck air out of the room.
[01:14:57.000 --> 01:15:00.000]  We want Americans coming back.
[01:15:00.000 --> 01:15:03.000]  They want to claim that Americans running their country is foreign
[01:15:03.000 --> 01:15:05.000]  when the globalists are the people that hate America.
[01:15:05.000 --> 01:15:07.000]  And we're all sick of it.
[01:15:07.000 --> 01:15:08.000]  We know it's a lie.
[01:15:08.000 --> 01:15:10.000]  But again, it's been the umbrella
[01:15:10.000 --> 01:15:13.000]  to run all these criminal investigations.
[01:15:13.000 --> 01:15:15.000]  We need to talk about when we come back,
[01:15:15.000 --> 01:15:17.000]  what does President Trump need to do now?
[01:15:17.000 --> 01:15:19.000]  Because he has the proof.
[01:15:19.000 --> 01:15:21.000]  He knows they all lied to him.
[01:15:21.000 --> 01:15:22.000]  They lied to Congress.
[01:15:22.000 --> 01:15:25.000]  What does he do when we come back?
[01:15:25.000 --> 01:15:27.000]  And that means callers.
[01:15:27.000 --> 01:15:29.000]  Once this video isn't live,
[01:15:29.000 --> 01:15:30.000]  once we're not live today,
[01:15:30.000 --> 01:15:32.000]  we'll archive this to infowars.com,
[01:15:32.000 --> 01:15:33.000]  newswords.com.
[01:15:33.000 --> 01:15:36.000]  Send the video URL to Congress.
[01:15:36.000 --> 01:15:37.000]  Send it to the local talk show host,
[01:15:37.000 --> 01:15:38.000]  send it to the whitehouse.gov.
[01:15:38.000 --> 01:15:40.000]  Because the president and others get it.
[01:15:40.000 --> 01:15:41.000]  They know what's going on.
[01:15:41.000 --> 01:15:44.000]  And they listen to Roger Stone and others.
[01:15:44.000 --> 01:15:46.000]  That's why they took us off YouTube and Facebook and everywhere.
[01:15:46.000 --> 01:15:49.000]  They don't want people seeing or hearing this
[01:15:49.000 --> 01:15:52.000]  because we're actually doing our homework.
[01:16:20.000 --> 01:16:22.000]  With our powerhouse formula,
[01:16:22.000 --> 01:16:26.000]  HAPPIES can be an important part of your daily supplement routine.
[01:16:26.000 --> 01:16:29.000]  With poor diet and the constant on and off of your work life,
[01:16:29.000 --> 01:16:32.000]  it's more important than ever to support your body
[01:16:32.000 --> 01:16:34.000]  in the fight against stress.
[01:16:34.000 --> 01:16:36.000]  With powerful ingredients combined
[01:16:36.000 --> 01:16:39.000]  to help support the mind and body,
[01:16:39.000 --> 01:16:41.000]  HAPPIES helps support during stress,
[01:16:41.000 --> 01:16:43.000]  promotes overall well-being,
[01:16:43.000 --> 01:16:45.000]  and helps support your mood.
[01:16:45.000 --> 01:16:47.000]  Don't let your life bogged down.
[01:16:47.000 --> 01:16:50.000]  Help your body overcome the effects of daily stress
[01:16:50.000 --> 01:17:19.000]  and pressure today.
[01:17:21.000 --> 01:17:23.000]  Built with more than seven different superfoods
[01:17:23.000 --> 01:17:25.000]  and crucial compounds,
[01:17:25.000 --> 01:17:28.000]  Ultimate Bone Broth will help support your healthy muscles,
[01:17:28.000 --> 01:17:30.000]  digestion, tendons and ligaments,
[01:17:30.000 --> 01:17:33.000]  while also supporting your body's fight against free radicals.
[01:17:33.000 --> 01:17:36.000]  This incredible chicken bone broth formula
[01:17:36.000 --> 01:17:38.000]  contains time-tested ingredients,
[01:17:38.000 --> 01:17:39.000]  such as turmeric root,
[01:17:39.000 --> 01:17:40.000]  chaga mushroom,
[01:17:40.000 --> 01:17:41.000]  goji berry powder,
[01:17:41.000 --> 01:17:42.000]  bee pollen,
[01:17:42.000 --> 01:17:45.000]  and alfalfa herb powder to support your body.
[01:17:45.000 --> 01:17:49.000]  It's time to experience what Ultimate Bone Broth can do for you.
[01:17:49.000 --> 01:17:51.000]  Get a bottle of the all-new version
[01:17:51.000 --> 01:17:53.000]  of a fan-favorite product today
[01:17:53.000 --> 01:18:19.000]  at infowarstore.com.
[01:18:24.000 --> 01:18:26.000]  To generate the world's finest coffee bean,
[01:18:26.000 --> 01:18:27.000]  carefully harvested,
[01:18:27.000 --> 01:18:29.000]  and free of toxic chemicals
[01:18:29.000 --> 01:18:31.000]  used in big agricultural productions,
[01:18:31.000 --> 01:18:33.000]  Patriot Blend coffees have a smooth,
[01:18:33.000 --> 01:18:35.000]  bold flavor with great depth
[01:18:35.000 --> 01:18:37.000]  to give you just what you need in the morning.
[01:18:37.000 --> 01:18:40.000]  You can even choose to start your morning healthier
[01:18:40.000 --> 01:18:42.000]  with the immune support blend,
[01:18:42.000 --> 01:18:44.000]  infused with a powerful blend
[01:18:44.000 --> 01:18:46.000]  to support your immune response and stamina.
[01:18:46.000 --> 01:18:48.000]  It's time to take care of your morning routine.
[01:18:48.000 --> 01:18:50.000]  Get a bag of Patriot Blend coffee
[01:18:50.000 --> 01:18:51.000]  to support the show
[01:18:51.000 --> 01:18:53.000]  by enhancing your morning routine
[01:18:53.000 --> 01:19:22.000]  at infowarstore.com.
[01:19:24.000 --> 01:19:26.000]  This new product is going to end up being
[01:19:26.000 --> 01:19:28.000]  the number one best-selling product
[01:19:28.000 --> 01:19:29.000]  at infowarslife.com,
[01:19:29.000 --> 01:19:30.000]  because it works so well.
[01:19:30.000 --> 01:19:32.000]  This is a gift you want to give yourself,
[01:19:32.000 --> 01:19:33.000]  and then rest assured,
[01:19:33.000 --> 01:19:34.000]  you're finding the info war,
[01:19:34.000 --> 01:19:36.000]  so it's a total absolute
[01:19:36.000 --> 01:19:38.000]  sure win, no lose equation.
[01:19:38.000 --> 01:19:40.000]  Try alpha power,
[01:19:40.000 --> 01:19:41.000]  exclusively available
[01:19:41.000 --> 01:19:43.000]  at infowarslife.com for yourself.
[01:19:43.000 --> 01:19:44.000]  Ladies and gentlemen,
[01:19:44.000 --> 01:19:45.000]  it's non-GMO.
[01:19:45.000 --> 01:19:46.000]  It's for your brain,
[01:19:46.000 --> 01:19:47.000]  it's for sports,
[01:19:47.000 --> 01:19:48.000]  it's for activities,
[01:19:48.000 --> 01:19:49.000]  and it's made in the USA.
[01:19:49.000 --> 01:19:50.000]  Get your alpha power today
[01:19:50.000 --> 01:19:52.000]  at infowarslife.com.
[01:19:52.000 --> 01:19:54.000]  Everybody needs to try
[01:19:54.000 --> 01:20:23.000]  alpha power today.
[01:20:24.000 --> 01:20:32.000]  And it's all over,
[01:20:32.000 --> 01:20:33.000]  honey,
[01:20:33.000 --> 01:20:36.000]  a new soldier.
[01:20:36.000 --> 01:20:38.000]  It's all over,
[01:20:38.000 --> 01:20:39.000]  honey,
[01:20:39.000 --> 01:20:49.000]  a new soldier.
[01:20:49.000 --> 01:20:50.000]  Roger Stone,
[01:20:50.000 --> 01:20:51.000]  we were talking last night
[01:20:51.000 --> 01:20:52.000]  and this morning,
[01:20:52.000 --> 01:20:55.000]  former chief of 5s and the president,
[01:20:55.000 --> 01:20:57.000]  about how you're the chief target
[01:20:57.000 --> 01:20:58.000]  in all this,
[01:20:58.000 --> 01:20:59.000]  and how nothing
[01:20:59.000 --> 01:21:01.000]  they put in the news is true.
[01:21:01.000 --> 01:21:02.000]  None of it's reality base.
[01:21:02.000 --> 01:21:03.000]  Now they've moved on
[01:21:03.000 --> 01:21:05.000]  to myself and others,
[01:21:05.000 --> 01:21:07.000]  and it's surreal.
[01:21:07.000 --> 01:21:08.000]  It doesn't even make you angry,
[01:21:08.000 --> 01:21:10.000]  it makes you like nauseous,
[01:21:10.000 --> 01:21:12.000]  like you're living in a twilight zone world
[01:21:12.000 --> 01:21:14.000]  and the traders that hate the country
[01:21:14.000 --> 01:21:15.000]  are saying you're a trader
[01:21:15.000 --> 01:21:16.000]  and then seeing in the headlines
[01:21:16.000 --> 01:21:19.000]  the New York Times headlines today.
[01:21:19.000 --> 01:21:21.000]  Trump concealed meetings with Putin
[01:21:21.000 --> 01:21:23.000]  and you read the article,
[01:21:23.000 --> 01:21:24.000]  he goes, actually he did
[01:21:24.000 --> 01:21:25.000]  and it's quite normal
[01:21:25.000 --> 01:21:27.000]  for the president to ask for the notes
[01:21:27.000 --> 01:21:30.000]  and there's nothing even there.
[01:21:30.000 --> 01:21:31.000]  It's totally insane
[01:21:31.000 --> 01:21:32.000]  and you've got the president,
[01:21:32.000 --> 01:21:33.000]  even on Fox,
[01:21:33.000 --> 01:21:34.000]  I know this is making a turn
[01:21:34.000 --> 01:21:35.000]  against him right now,
[01:21:35.000 --> 01:21:37.000]  which shows they're making their move,
[01:21:37.000 --> 01:21:38.000]  they're all neocons,
[01:21:38.000 --> 01:21:39.000]  except for a few people.
[01:21:39.000 --> 01:21:40.000]  I talked to high level folks
[01:21:40.000 --> 01:21:41.000]  at Fox just last week,
[01:21:41.000 --> 01:21:42.000]  they say, oh yeah,
[01:21:42.000 --> 01:21:43.000]  they're gunning for Carlson,
[01:21:43.000 --> 01:21:44.000]  they're gunning for Hannity,
[01:21:44.000 --> 01:21:46.000]  Ingram, anybody that actually
[01:21:46.000 --> 01:21:47.000]  isn't a trader.
[01:21:47.000 --> 01:21:50.000]  And they just put this crap up there,
[01:21:50.000 --> 01:21:54.000]  this fake news is so intentional.
[01:21:54.000 --> 01:21:56.000]  You know, Alex, from the beginning,
[01:21:56.000 --> 01:21:58.000]  they have used a strategy
[01:21:58.000 --> 01:22:00.000]  of misdirection and distraction
[01:22:00.000 --> 01:22:03.000]  and it is both offensive and defensive.
[01:22:03.000 --> 01:22:05.000]  First of all, of course,
[01:22:05.000 --> 01:22:06.000]  they need to cover up
[01:22:06.000 --> 01:22:08.000]  the egregious treasonous crimes
[01:22:08.000 --> 01:22:10.000]  of the Clinton Obama regimes
[01:22:10.000 --> 01:22:12.000]  in which Mr. Mueller himself
[01:22:12.000 --> 01:22:14.000]  is deeply complicit since
[01:22:14.000 --> 01:22:16.000]  he is the person who schlepped
[01:22:16.000 --> 01:22:19.000]  the uranium samples to Stockholm
[01:22:19.000 --> 01:22:21.000]  for the Russians to inspect
[01:22:21.000 --> 01:22:23.000]  before they closed the largest
[01:22:23.000 --> 01:22:25.000]  treasonous financial crime
[01:22:25.000 --> 01:22:27.000]  in American history,
[01:22:27.000 --> 01:22:29.000]  the sale of uranium one.
[01:22:29.000 --> 01:22:32.000]  And then offensively,
[01:22:32.000 --> 01:22:34.000]  to distract us from the fact
[01:22:34.000 --> 01:22:37.000]  that they used illicit,
[01:22:37.000 --> 01:22:39.000]  unconstitutional,
[01:22:39.000 --> 01:22:41.000]  and illegal FISA warrants
[01:22:41.000 --> 01:22:44.000]  as a rationale to spy
[01:22:44.000 --> 01:22:46.000]  on Donald Trump's top advisors.
[01:22:46.000 --> 01:22:48.000]  I was together with you
[01:22:48.000 --> 01:22:51.000]  in Washington, D.C. for the president's inauguration
[01:22:51.000 --> 01:22:54.000]  on January 20th, 2017
[01:22:54.000 --> 01:22:56.000]  when we both read a front page story
[01:22:56.000 --> 01:22:58.000]  that said I was among
[01:22:58.000 --> 01:23:00.000]  three Trump advisors
[01:23:00.000 --> 01:23:02.000]  who were under surveillance
[01:23:02.000 --> 01:23:04.000]  during the presidential campaign.
[01:23:04.000 --> 01:23:06.000]  You could have knocked me over with a feather
[01:23:06.000 --> 01:23:08.000]  because there is no probable cause for that.
[01:23:08.000 --> 01:23:11.000]  No, don't say communications with WikiLeaks
[01:23:11.000 --> 01:23:13.000]  because A, WikiLeaks isn't
[01:23:13.000 --> 01:23:14.000]  a Russian asset.
[01:23:14.000 --> 01:23:16.000]  And B, I had no communications with them
[01:23:16.000 --> 01:23:18.000]  other than the benign communications
[01:23:18.000 --> 01:23:20.000]  I've already publicly disclosed.
[01:23:20.000 --> 01:23:23.000]  So this is both an offensive
[01:23:23.000 --> 01:23:25.000]  and defensive move, and now,
[01:23:25.000 --> 01:23:28.000]  as you pointed out, this story in CNN,
[01:23:28.000 --> 01:23:31.000]  Trump concealed the contents of his meetings.
[01:23:31.000 --> 01:23:33.000]  The president is entitled to conduct
[01:23:33.000 --> 01:23:36.000]  foreign policy negotiations in private.
[01:23:36.000 --> 01:23:38.000]  We would get nothing done if we tried
[01:23:38.000 --> 01:23:40.000]  to negotiate every agreement
[01:23:40.000 --> 01:23:42.000]  with the foreign nation in public.
[01:23:42.000 --> 01:23:44.000]  Plus, he's surrounded by moles
[01:23:44.000 --> 01:23:46.000]  that lie about everything he says,
[01:23:46.000 --> 01:23:48.000]  but then they admit actually all presidents do this
[01:23:48.000 --> 01:23:50.000]  so they can have canon conversations,
[01:23:50.000 --> 01:23:54.000]  but they spend that like, look, we caught him here again.
[01:23:54.000 --> 01:23:58.000]  Well, and we've seen definitively
[01:23:58.000 --> 01:24:01.000]  how communications by telephone
[01:24:01.000 --> 01:24:03.000]  between the president and other foreign leaders
[01:24:03.000 --> 01:24:06.000]  end up on the front page of the New York Times.
[01:24:06.000 --> 01:24:08.000]  Now, who would be recording those?
[01:24:08.000 --> 01:24:10.000]  Who would be eavesdropping on the president
[01:24:10.000 --> 01:24:13.000]  in the United States? Who would have the capability,
[01:24:13.000 --> 01:24:15.000]  the technical capability to do that?
[01:24:15.000 --> 01:24:17.000]  Only the deep state,
[01:24:17.000 --> 01:24:20.000]  only that presidents own intelligence operations.
[01:24:20.000 --> 01:24:23.000]  And we're entering a realm now
[01:24:23.000 --> 01:24:25.000]  that is really extraordinary,
[01:24:25.000 --> 01:24:28.000]  where truth and facts and evidence
[01:24:28.000 --> 01:24:30.000]  and proof no longer matter.
[01:24:30.000 --> 01:24:32.000]  Because the public doesn't have a memory.
[01:24:32.000 --> 01:24:34.000]  All their psych warfare chiefs say
[01:24:34.000 --> 01:24:37.000]  the public literally has a seven second attention span.
[01:24:37.000 --> 01:24:39.000]  And like, people aren't people anymore.
[01:24:39.000 --> 01:24:41.000]  I actually almost know what I know,
[01:24:41.000 --> 01:24:43.000]  but I don't even remember anything.
[01:24:43.000 --> 01:24:45.000]  It's like zombies everywhere.
[01:24:45.000 --> 01:24:47.000]  Actually, this is getting to me, Roger.
[01:24:47.000 --> 01:24:50.000]  No one, I love you so much because you have a long memory.
[01:24:50.000 --> 01:24:52.000]  Like, you have a better memory than I do.
[01:24:52.000 --> 01:24:54.000]  I love talking to you because you remember stuff.
[01:24:54.000 --> 01:24:56.000]  Everyone I know has no memory now.
[01:24:56.000 --> 01:24:59.000]  I'm actually, I'm getting really freaked out.
[01:24:59.000 --> 01:25:01.000]  Well, in fact, Info Wars,
[01:25:01.000 --> 01:25:03.000]  the first media outlet in the country
[01:25:03.000 --> 01:25:06.000]  to explain the significance of the FISA warrants
[01:25:06.000 --> 01:25:08.000]  and why they were the centerpiece
[01:25:08.000 --> 01:25:12.000]  of the egregious treasonous crimes
[01:25:12.000 --> 01:25:14.000]  of the Obama administration
[01:25:14.000 --> 01:25:17.000]  and an illicit effort to take down Donald Trump.
[01:25:17.000 --> 01:25:19.000]  When I wrote my book,
[01:25:19.000 --> 01:25:21.000]  Making of the President 2016,
[01:25:21.000 --> 01:25:23.000]  and there's a lot in there about the role
[01:25:23.000 --> 01:25:26.000]  that Info War played in Donald Trump's nomination,
[01:25:26.000 --> 01:25:29.000]  which is absolutely key for people to understand.
[01:25:29.000 --> 01:25:32.000]  That's why they're trying to take us off the internet right now.
[01:25:32.000 --> 01:25:35.000]  That's precisely why we've been targeted.
[01:25:35.000 --> 01:25:37.000]  But the two things that I said in that book,
[01:25:37.000 --> 01:25:39.000]  in which I turned out to be wrong,
[01:25:39.000 --> 01:25:43.000]  was they completely underestimated Donald Trump.
[01:25:43.000 --> 01:25:44.000]  That's not true.
[01:25:44.000 --> 01:25:46.000]  They actually were worried about his winning.
[01:25:46.000 --> 01:25:48.000]  That's why Peter Stroke and others
[01:25:48.000 --> 01:25:51.000]  spoke about the insurance policy and this effort
[01:25:51.000 --> 01:25:54.000]  to not only surveil the Trump campaign,
[01:25:54.000 --> 01:25:57.000]  but then to use the FBI
[01:25:57.000 --> 01:26:00.000]  to infiltrate Donald Trump's campaign
[01:26:00.000 --> 01:26:04.000]  in order to plant evidence of faux Russian collusion
[01:26:04.000 --> 01:26:07.000]  in case they needed to find it later.
[01:26:07.000 --> 01:26:12.000]  The FBI asset going to George Papadopoulos,
[01:26:12.000 --> 01:26:15.000]  the FBI asset going to Carter Page,
[01:26:15.000 --> 01:26:19.000]  the FBI informant they sent to see me in May of 2016.
[01:26:19.000 --> 01:26:22.000]  Two months before the FBI admits...
[01:26:22.000 --> 01:26:24.000]  Everyone viewing and listening,
[01:26:24.000 --> 01:26:26.000]  literally everyone knows it's a load of crap.
[01:26:26.000 --> 01:26:29.000]  Let's talk about the new developments
[01:26:29.000 --> 01:26:31.000]  within partying themselves to Congress,
[01:26:31.000 --> 01:26:34.000]  how they're making... how it's an active FBI coup
[01:26:34.000 --> 01:26:36.000]  against the president, how that's...
[01:26:36.000 --> 01:26:37.000]  that's banana republic.
[01:26:37.000 --> 01:26:39.000]  I mean, what does the president need to do?
[01:26:39.000 --> 01:26:40.000]  We know.
[01:26:40.000 --> 01:26:43.000]  We've said that before, but not the 55 trillion times
[01:26:43.000 --> 01:26:45.000]  you've pointed out that they're lying about you.
[01:26:45.000 --> 01:26:46.000]  We get that, Roger.
[01:26:46.000 --> 01:26:48.000]  For people to tune in and listen to you,
[01:26:48.000 --> 01:26:50.000]  you've got to give them the rest of the story
[01:26:50.000 --> 01:26:52.000]  about what the president needs to do.
[01:26:52.000 --> 01:26:54.000]  Special counsels right now
[01:26:54.000 --> 01:26:57.000]  puts it on Uranium One, puts it on Mueller.
[01:26:57.000 --> 01:26:59.000]  When the public hears he's been on tarmacs
[01:26:59.000 --> 01:27:01.000]  with giving him Uranium in Russia.
[01:27:01.000 --> 01:27:02.000]  It's over.
[01:27:02.000 --> 01:27:03.000]  So why?
[01:27:03.000 --> 01:27:05.000]  Because he's so good on so many levels,
[01:27:05.000 --> 01:27:07.000]  but why doesn't he declassify the illegal spying
