[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[1:24:54.000 --> 1:24:57.000]  I just thought all I know is, you know, what's going on right here.
[1:24:57.000 --> 1:24:58.000]  All right.
[1:24:58.000 --> 1:25:01.000]  Well, we're praying for everybody down there, but we've got our own problems.
[1:25:01.000 --> 1:25:04.000]  It just started spreading here and it's in San Antonio.
[1:25:04.000 --> 1:25:06.000]  It's in suburbs of Austin.
[1:25:06.000 --> 1:25:07.000]  It's in Kansas.
[1:25:07.000 --> 1:25:08.000]  It's in Canada.
[1:25:08.000 --> 1:25:09.000]  It's in New York.
[1:25:09.000 --> 1:25:12.000]  So I hope this thing isn't as deadly.
[1:25:12.000 --> 1:25:14.000]  Next question.
[1:25:14.000 --> 1:25:15.000]  68 deaths as of this morning.
[1:25:15.000 --> 1:25:19.000]  That's what I saw this morning early and then it stayed at that number.
[1:25:19.000 --> 1:25:22.000]  68 deaths and just like the last day.
[1:25:22.000 --> 1:25:28.000]  Now we've got Mexican doctors in the BBC reporting 200 plus deaths.
[1:25:28.000 --> 1:25:31.000]  What are you hearing on that front?
[1:25:31.000 --> 1:25:32.000]  I don't know.
[1:25:32.000 --> 1:25:37.000]  It's like about 60, but it's really hard to say because it's really not very good record
[1:25:37.000 --> 1:25:41.000]  keeping here, especially in the smaller towns.
[1:25:41.000 --> 1:25:44.000]  You know, or someone could just die and not even go to the hospital.
[1:25:44.000 --> 1:25:45.000]  Okay.
[1:25:45.000 --> 1:25:46.000]  Thank you.
[1:25:46.000 --> 1:25:47.000]  Absolutely.
[1:25:47.000 --> 1:25:49.000]  Well, do me a favor.
[1:25:49.000 --> 1:25:53.000]  I'll be live tomorrow, four to six PM central standard time.
[1:25:53.000 --> 1:25:59.000]  We will go directly to you and anybody else from Mexico City, anybody from San Antonio,
[1:25:59.000 --> 1:26:04.000]  anybody, we just had a caller who can see the lights of the sports stadium at the suburb
[1:26:04.000 --> 1:26:08.000]  of the town in San Antonio that they're shutting down the school.
[1:26:08.000 --> 1:26:09.000]  I've got the AP on that.
[1:26:09.000 --> 1:26:12.000]  So please call me tomorrow.
[1:26:12.000 --> 1:26:13.000]  I'll be giving the number out.
[1:26:13.000 --> 1:26:14.000]  We'll be live four to six PM.
[1:26:14.000 --> 1:26:15.000]  Okay.
[1:26:15.000 --> 1:26:16.000]  All right.
[1:26:16.000 --> 1:26:17.000]  Okay.
[1:26:17.000 --> 1:26:18.000]  Thank you, sir.
[1:26:18.000 --> 1:26:19.000]  Thank you so much.
[1:26:19.000 --> 1:26:20.000]  Okay.
[1:26:20.000 --> 1:26:21.000]  I'm going to blitz through calls now.
[1:26:21.000 --> 1:26:23.000]  We have another call from Mexico.
[1:26:23.000 --> 1:26:24.000]  Okay.
[1:26:24.000 --> 1:26:25.000]  Wiley in Mexico.
[1:26:25.000 --> 1:26:26.000]  Go ahead.
[1:26:26.000 --> 1:26:27.000]  You're on the air.
[1:26:27.000 --> 1:26:28.000]  Wiley.
[1:26:28.000 --> 1:26:29.000]  Hi.
[1:26:29.000 --> 1:26:33.000]  I think this is overblown about this.
[1:26:33.000 --> 1:26:40.000]  I don't think it's as bad as what everybody's trying to make it out to be.
[1:26:40.000 --> 1:26:41.000]  We hope you're right.
[1:26:41.000 --> 1:26:42.000]  Tell us.
[1:26:42.000 --> 1:26:43.000]  Okay.
[1:26:43.000 --> 1:26:49.000]  So you're down in the south easterly area there by the Caribbean.
[1:26:49.000 --> 1:26:51.000]  So you're about 800 miles away.
[1:26:51.000 --> 1:26:52.000]  Yes, ma'am.
[1:26:52.000 --> 1:26:53.000]  Go ahead.
[1:26:53.000 --> 1:26:54.000]  Tell us what's happening.
[1:26:54.000 --> 1:26:58.000]  No, we've just got back from Mexico City.
[1:26:58.000 --> 1:27:03.000]  So it's not walking down in this area in any case.
[1:27:03.000 --> 1:27:06.000]  And people seem pretty healthy to people in Mexico City.
[1:27:06.000 --> 1:27:11.000]  So they're wearing masks, but everybody you talk to, it seems to be fine.
[1:27:11.000 --> 1:27:12.000]  Good.
[1:27:12.000 --> 1:27:13.000]  Good.
[1:27:13.000 --> 1:27:17.000]  That kind of contradicts the last report from the hospital, but you would see sick people
[1:27:17.000 --> 1:27:18.000]  in hospital.
[1:27:18.000 --> 1:27:19.000]  Okay.
[1:27:19.000 --> 1:27:21.000]  How long ago were you in Mexico City?
[1:27:21.000 --> 1:27:24.000]  Yesterday, the day before, the day before.
[1:27:24.000 --> 1:27:25.000]  Okay.
[1:27:25.000 --> 1:27:28.000]  Great.
[1:27:28.000 --> 1:27:31.000]  Tell us what you saw.
[1:27:31.000 --> 1:27:32.000]  Yeah.
[1:27:32.000 --> 1:27:37.000]  Basically, there's a lot of, like everybody's saying, there's a lot of soldiers out.
[1:27:37.000 --> 1:27:39.000]  There's a lot of soldiers in Mexico anyway.
[1:27:39.000 --> 1:27:45.000]  So, you know, maybe if they're all in one area more so than they usually are, which would
[1:27:45.000 --> 1:27:47.000]  probably be, you know, in the downtown center.
[1:27:47.000 --> 1:27:48.000]  Yeah.
[1:27:48.000 --> 1:27:49.000]  I'm her husband.
[1:27:49.000 --> 1:27:50.000]  There's soldiers all over Mexico.
[1:27:50.000 --> 1:27:56.000]  I mean, if you go down toward the Guatemalan Mexican border, you'll see blackwater gringos
[1:27:56.000 --> 1:27:57.000]  down there.
[1:27:57.000 --> 1:28:00.000]  So, I mean, it just depends on what part you're in.
[1:28:00.000 --> 1:28:02.000]  There's soldiers all over.
[1:28:02.000 --> 1:28:03.000]  Sure.
[1:28:03.000 --> 1:28:05.000]  I know it's really tough down there by the Guatemalan border.
[1:28:05.000 --> 1:28:07.000]  I was just down there.
[1:28:07.000 --> 1:28:14.000]  So specifically, the reason we're talking about soldiers is they're saying it's a civil emergency.
[1:28:14.000 --> 1:28:17.640]  They're declaring emergency powers.
[1:28:17.640 --> 1:28:23.000]  So that's the issue that we're, and either way you cut it, I agree with you.
[1:28:23.000 --> 1:28:24.500]  They are hyping this.
[1:28:24.500 --> 1:28:28.800]  We hope it's just hype and that there's nothing behind it.
[1:28:28.800 --> 1:28:33.360]  And this certainly is a way for the government to grandstand, and a lot of Mexicans are complaining
[1:28:33.360 --> 1:28:37.840]  that the Mexican media and the U.S. media are overhyping this.
[1:28:37.840 --> 1:28:42.240]  Why do you think that is happening?
[1:28:42.240 --> 1:28:48.240]  I don't know why it's happening, but I agree with everyone else in that respect then, because
[1:28:48.240 --> 1:28:50.240]  it is being overhyped.
[1:28:50.240 --> 1:28:55.240]  We're not seeing anybody or meeting anybody, and we have other families there that's sick.
[1:28:55.240 --> 1:28:58.240]  It's just everybody's wearing stuff for precautions.
[1:28:58.240 --> 1:29:05.240]  The pharmacies are selling vitamin C and pushing vitamin C for also precaution, I guess, but
[1:29:05.240 --> 1:29:06.240]  people don't seem to be sick.
[1:29:06.240 --> 1:29:09.240]  As far as their soldiers go, most of them are friendly.
[1:29:09.240 --> 1:29:14.240]  It's the same thing that we see pretty much every day, but I think they're trying to make
[1:29:14.240 --> 1:29:19.240]  Mexico look bad in a lot of different ways recently, and I don't know why, just like
[1:29:19.240 --> 1:29:20.240]  the drug thing.
[1:29:20.240 --> 1:29:23.240]  I mean, we don't have issues.
[1:29:23.240 --> 1:29:26.240]  We're never getting hijacked or carjacked or shot at.
[1:29:26.240 --> 1:29:29.240]  We've never seen anything like that here.
[1:29:29.240 --> 1:29:30.240]  Okay.
[1:29:30.240 --> 1:29:36.240]  Anything else you'd like to add as Americans living in Mexico?
[1:29:36.240 --> 1:29:37.240]  It's safe.
[1:29:37.240 --> 1:29:38.240]  Come on down.
[1:29:38.240 --> 1:29:39.240]  Okay.
[1:29:39.240 --> 1:29:40.240]  Thank you so much.
[1:29:40.240 --> 1:29:42.240]  I envy you down there by the Caribbean.
[1:29:42.240 --> 1:29:43.240]  A good scuba diving.
[1:29:43.240 --> 1:29:44.240]  Okay.
[1:29:44.240 --> 1:29:45.240]  Let's go to Kevin in Canada.
[1:29:45.240 --> 1:29:46.240]  Thanks for holding Kevin.
[1:29:46.240 --> 1:29:47.240]  You're on the air.
[1:29:47.240 --> 1:29:48.240]  Hello there, Alex.
[1:29:48.240 --> 1:29:49.240]  Hi.
[1:29:49.240 --> 1:29:50.240]  Yeah.
[1:29:50.240 --> 1:29:53.240]  Here in North Bay, we got a bunch of Mexican exchange students in there.
[1:29:53.240 --> 1:29:55.240]  There were, but I would come back from the college.
[1:29:55.240 --> 1:29:59.240]  I'd always been on the transit bus, and I got to know a couple of them, so I wouldn't ask
[1:29:59.240 --> 1:30:03.240]  them when I went and talked with a couple of them earlier today, and I know they hang out
[1:30:03.240 --> 1:30:06.240]  here in North Bay, and they're telling them that they were getting ready to go back to
[1:30:06.240 --> 1:30:10.240]  Mexico next month after their school year is done here, but a couple of them were telling
[1:30:10.240 --> 1:30:14.240]  me that their parents have been telling them to stay in Canada a little bit longer.
[1:30:14.240 --> 1:30:16.240]  I don't know why, but that's what they were telling.
[1:30:16.240 --> 1:30:18.240]  I speak Spanish, by the way.
[1:30:18.240 --> 1:30:19.240]  Yeah.
[1:30:19.240 --> 1:30:22.240]  Well, I mean, we just heard how great things are, and I know in areas of Yucatan, that's
[1:30:22.240 --> 1:30:23.240]  the kind of the resort area.
[1:30:23.240 --> 1:30:24.240]  It's nice.
[1:30:24.240 --> 1:30:31.240]  They were telling us that Mexico City was kind of great, but no, I mean, things are deteriorating,
[1:30:31.240 --> 1:30:38.240]  and there are a lot of folks dead, and the issue is flu killed 40 million people in 1918,
[1:30:38.240 --> 1:30:43.240]  and it killed a couple million more in an outbreak a few decades later, and then we have governments
[1:30:43.240 --> 1:30:49.240]  hyping at the very governments that stage terror attacks and are eugenicists, and Dr. Pionka
[1:30:49.240 --> 1:30:55.240]  and biology departments, and I run into others that are involved in weapons labs who are part
[1:30:55.240 --> 1:31:00.240]  of the eugenics movement who are celebrating and waiting for airborne Ebola, kind of the
[1:31:00.240 --> 1:31:05.240]  Twelve Monkeys crew, and so that's why we're watching this and looking at this, and I'm
[1:31:05.240 --> 1:31:09.240]  in Texas, and they've got, they're shutting schools down south of me and got people locked
[1:31:09.240 --> 1:31:16.240]  up in their houses that have this, and if folks start dying from this bird flu in the
[1:31:16.240 --> 1:31:22.240]  United States or Canada, and it's in Canada, as you know, or in Kansas, we got a problem.
[1:31:22.240 --> 1:31:28.240]  Because that means it's been spread by design, again, 95% of the time or more, because it
[1:31:28.240 --> 1:31:33.240]  mutates if it naturally spreads from body to body, because there's so many different
[1:31:33.240 --> 1:31:36.240]  mutations happening as the virus replicates.
[1:31:36.240 --> 1:31:41.240]  Well, and these kids that are here in North Bay, these are rich kids that are here in
[1:31:41.240 --> 1:31:47.240]  North Bay, their parents are cops, lawyers, drug dealers also, so when they've got the
[1:31:47.240 --> 1:31:51.240]  rich parents telling their kids to stay up here in Canada, I think there may be something
[1:31:51.240 --> 1:31:56.240]  down there that, maybe a lot worse than what the lady was telling us, because again, she's
[1:31:56.240 --> 1:32:02.240]  in Yucatan, so that means that she's, yeah, yeah, I was in, I mean, I'm agreeing with
[1:32:02.240 --> 1:32:08.240]  you, I was in Yucatan, which is one of the better places in Mexico, three months ago,
[1:32:08.240 --> 1:32:11.240]  in January, so yeah, three months ago, it was bad.
[1:32:11.240 --> 1:32:16.240]  The shops were shut down, they weren't letting people fish, they said, oh yeah, I was like,
[1:32:16.240 --> 1:32:19.240]  I was here a few years ago, so I was down there scuba diving, and took five days off
[1:32:19.240 --> 1:32:20.240]  with the family.
[1:32:20.240 --> 1:32:25.240]  I was like, this was, and also down in Central America, I was, this was really busy before,
[1:32:25.240 --> 1:32:30.240]  goes to Mayan places, and they don't let the locals fish anymore under UN rules, you know,
[1:32:30.240 --> 1:32:34.240]  the big trawlers can come fishing, but little boats aren't allowed to go out and fish, I
[1:32:34.240 --> 1:32:40.240]  mean, it's, it's, it was bad, and the tourist places were almost bankrupt, and, I mean,
[1:32:40.240 --> 1:32:43.240]  that place is in deep trouble, I appreciate your call, sir.
[1:32:43.240 --> 1:32:47.240]  Let's go to Chuck in North Carolina, Chuck, you're on the air.
[1:32:47.240 --> 1:32:55.240]  Hey, Alex, I just want to encourage you to put all of your efforts towards the bird flu
[1:32:55.240 --> 1:32:59.240]  film, maybe you can be mixed in with the chem trails or something like that, but I really
[1:32:59.240 --> 1:33:04.240]  think it's urgent, I called in Burmese, told him the same thing about two and a half weeks
[1:33:04.240 --> 1:33:06.240]  ago, something is brewing.
[1:33:06.240 --> 1:33:11.240]  Oh yeah, I mean, look, look, I just showed a newscast where they said Saddam is going
[1:33:11.240 --> 1:33:16.240]  to attack America through al-Qaeda, and this was right before 9-11 with these fake newscasts
[1:33:16.240 --> 1:33:17.240]  they showed at the feds.
[1:33:17.240 --> 1:33:22.240]  This is brainwashing video for federal employees and local police, and notice how the whole
[1:33:22.240 --> 1:33:26.240]  script they were showing fit in with what they really did a few months later with the
[1:33:26.240 --> 1:33:28.240]  anthrax, trying to blame it on Saddam in 9-11.
[1:33:28.240 --> 1:33:33.240]  I mean, these people never stop, and I'm telling you, they got in their cards, like I said
[1:33:33.240 --> 1:33:38.240]  a month ago and two weeks ago and last week, in their cards, this is my, exactly what I
[1:33:38.240 --> 1:33:42.240]  said, I said they got a bird flu, they got an attack on Iran, they got a nuke, they got
[1:33:42.240 --> 1:33:44.240]  a financial collapse.
[1:33:44.240 --> 1:33:49.240]  They got Pakistan, that's in their cards.
[1:33:49.240 --> 1:33:53.240]  They got these cards, and I know they're going to play cards.
[1:33:53.240 --> 1:33:59.240]  And then I saw Fox News Friday morning saying that al-Qaeda stole a nuke out of Pakistan
[1:33:59.240 --> 1:34:03.240]  with no evidence, and the reporter didn't say, what's your proof?
[1:34:03.240 --> 1:34:06.240]  This would be, and then it wasn't top story, they just slip it out.
[1:34:06.240 --> 1:34:11.240]  So, man, they are, look, their agenda for world government, world bank, none of this
[1:34:11.240 --> 1:34:16.240]  is going to work if they don't have big crises so they can pose as the saviors.
[1:34:16.240 --> 1:34:20.240]  And whenever government's getting trouble, they stage crises, and even if this is a
[1:34:20.240 --> 1:34:24.240]  naturally occurring flu, the way they're hyping it, they're using it to pose as the
[1:34:24.240 --> 1:34:29.240]  saviors, centralized control, and then you've got it mutating with pig, bird, and human
[1:34:29.240 --> 1:34:34.240]  from Asia and Europe and North America in one spot, very suspicious.
[1:34:34.240 --> 1:34:36.240]  Anything else?
[1:34:36.240 --> 1:34:41.240]  Exactly, you know, right after the Tea Party, they're a big success.
[1:34:41.240 --> 1:34:43.240]  Right as Mexico is on the verge of revolution.
[1:34:43.240 --> 1:34:46.240]  Right as Rampal's beer is about to come out.
[1:34:46.240 --> 1:34:47.240]  What is it?
[1:34:47.240 --> 1:34:48.240]  $1,207?
[1:34:48.240 --> 1:34:51.240]  It's got 86 sponsors to audit the Fed.
[1:34:51.240 --> 1:34:55.240]  Come on, I mean, this is the big event to cover up everything.
[1:34:55.240 --> 1:34:58.240]  This is Monica and Wendy, or maybe worse.
[1:34:58.240 --> 1:35:00.240]  God, I hope not, man.
[1:35:00.240 --> 1:35:02.240]  I'm right here in Texas.
[1:35:02.240 --> 1:35:04.240]  I mean, this is basically Mexico.
[1:35:04.240 --> 1:35:06.240]  That's right for Alex.
[1:35:06.240 --> 1:35:09.240]  Thank you for doing what you're doing tonight, working on Saturday.
[1:35:09.240 --> 1:35:11.240]  I worked seven days a week, too.
[1:35:11.240 --> 1:35:12.240]  We appreciate it.
[1:35:12.240 --> 1:35:13.240]  We love you.
[1:35:13.240 --> 1:35:14.240]  Hey, thank you.
[1:35:14.240 --> 1:35:15.240]  Hey, listen, don't thank me.
[1:35:15.240 --> 1:35:17.240]  Wild horses couldn't pull me away from this.
[1:35:17.240 --> 1:35:21.240]  I mean, you figure out the government's run by eugenics criminals who've done thousands
[1:35:21.240 --> 1:35:26.240]  of chemical, biological, radiological, Tesla, American people admittedly killing us in many
[1:35:26.240 --> 1:35:27.240]  cases.
[1:35:27.240 --> 1:35:28.240]  They staged terror attacks.
[1:35:28.240 --> 1:35:29.240]  That's declassified.
[1:35:29.240 --> 1:35:30.240]  They're criminals.
[1:35:30.240 --> 1:35:32.240]  Foreign banks are bankrupting my children's futures.
[1:35:32.240 --> 1:35:34.240]  Of course, I'm going to be down here.
[1:35:34.240 --> 1:35:37.240]  I'm going to be down here at the show working on the next film.
[1:35:37.240 --> 1:35:41.240]  Got a little surprise film coming out that I'll announce in one week that will be available
[1:35:41.240 --> 1:35:42.240]  in one week.
[1:35:42.240 --> 1:35:45.240]  A little surprise, a little emergency transmission.
[1:35:45.240 --> 1:35:50.240]  And then I've got just a lot more coming up.
[1:35:50.240 --> 1:35:54.240]  Another Obama film, September 1st, and a lot more.
[1:35:54.240 --> 1:35:56.240]  And don't forget to support us, folks.
[1:35:56.240 --> 1:35:57.240]  This costs a lot of money to do this.
[1:35:57.240 --> 1:36:01.240]  Please purchase some of the books, videos, t-shirts, information at infowars.com.
[1:36:01.240 --> 1:36:03.240]  Now is the time to wake people up.
[1:36:03.240 --> 1:36:06.240]  I want to recap everything at the end of the show.
[1:36:06.240 --> 1:36:11.240]  I want to leave here about 10, 15 central and then back into retransmission.
[1:36:11.240 --> 1:36:15.240]  But let's run through more of your calls.
[1:36:15.240 --> 1:36:19.680]  I'm going to recap all the top news and the latest info for everybody that just joined
[1:36:19.680 --> 1:36:21.240]  us in the special transmission.
[1:36:21.240 --> 1:36:30.240]  It's 9.36 and 27 seconds, 9.36 and 29 seconds central standard time on the 25th.
[1:36:30.240 --> 1:36:33.240]  Saturday, the 25th day of April, 2009.
[1:36:33.240 --> 1:36:35.240]  Let's go to Julian in Indiana.
[1:36:35.240 --> 1:36:38.240]  Julian, you are on the air.
[1:36:38.240 --> 1:36:39.240]  Hey, what's up, Alex?
[1:36:39.240 --> 1:36:40.240]  How are you doing?
[1:36:40.240 --> 1:36:41.240]  Good.
[1:36:41.240 --> 1:36:42.240]  Good to have you here with us.
[1:36:42.240 --> 1:36:43.240]  Thank you for your voice.
[1:36:43.240 --> 1:36:47.240]  I've been waiting for a while, but what I have to tell you is important.
[1:36:47.240 --> 1:36:50.240]  My friends and I listen to you all the time.
[1:36:50.240 --> 1:36:54.240]  They used to be sort of in the paradigm.
[1:36:54.240 --> 1:36:58.240]  I've helped them sort of break out by being patient with them.
[1:36:58.240 --> 1:37:02.240]  They helped me, too, by being patient with me and waking them up.
[1:37:02.240 --> 1:37:03.240]  Can you speak up?
[1:37:03.240 --> 1:37:04.240]  Yeah, I'm sorry.
[1:37:04.240 --> 1:37:05.240]  I can.
[1:37:05.240 --> 1:37:06.240]  I'm a soft-spoken dude.
[1:37:06.240 --> 1:37:07.240]  Oh, no, no.
[1:37:07.240 --> 1:37:08.240]  That's okay.
[1:37:08.240 --> 1:37:09.240]  Maybe it's my system.
[1:37:09.240 --> 1:37:10.240]  But just go ahead.
[1:37:10.240 --> 1:37:13.240]  So you've changed people's paradigm, but go ahead.
[1:37:13.240 --> 1:37:14.240]  Oh, yeah.
[1:37:14.240 --> 1:37:15.240]  Oh, yeah.
[1:37:15.240 --> 1:37:16.240]  And they're changing people's paradigms, too.
[1:37:16.240 --> 1:37:17.240]  The point is, they're going to hear this later.
[1:37:17.240 --> 1:37:19.240]  We're going to go over to their house, chill, listen to this.
[1:37:19.240 --> 1:37:24.240]  What I want to tell you is that my sister told me about them putting bird flu in the
[1:37:24.240 --> 1:37:26.240]  vaccine last summer.
[1:37:26.240 --> 1:37:30.240]  She has a friend, sort of a spiritual guide, who told her this.
[1:37:30.240 --> 1:37:34.240]  And then it came out that Baxter, you know, you know what happened.
[1:37:34.240 --> 1:37:36.240]  That Baxter was putting the flu vaccine.
[1:37:36.240 --> 1:37:39.240]  They got busted in 18 different countries doing this.
[1:37:39.240 --> 1:37:43.240]  But, you know, there's been no justice for that.
[1:37:43.240 --> 1:37:49.240]  But she has told me about an exercise on the 29th of this month, which is the day after
[1:37:49.240 --> 1:37:50.240]  my birthday.
[1:37:50.240 --> 1:37:53.240]  And it's supposed to take place in Akron, Ohio.
[1:37:53.240 --> 1:37:56.240]  FEMA exercise for my baby bird flu.
[1:37:56.240 --> 1:37:57.240]  Do you know about this?
[1:37:57.240 --> 1:37:58.240]  Yes.
[1:37:58.240 --> 1:37:59.240]  Yes.
[1:37:59.240 --> 1:38:00.240]  There's a whole bunch.
[1:38:00.240 --> 1:38:01.240]  It's top off 2009.
[1:38:01.240 --> 1:38:09.240]  And Glenn Beck saying, where's the FEMA camps in top offs since 2000 and dark winter exercises?
[1:38:09.240 --> 1:38:12.240]  This is an AP Reuters everywhere.
[1:38:12.240 --> 1:38:17.240]  They practice putting people in sports stadiums and then taking them to FEMA camps from there.
[1:38:17.240 --> 1:38:20.240]  And it's in the New York Times, the Washington Post, but Beck won't touch that.
[1:38:20.240 --> 1:38:23.240]  He goes out instead and finds a fake FEMA camp.
[1:38:23.240 --> 1:38:25.240]  As I said, he would do.
[1:38:25.240 --> 1:38:27.240]  He's a total chill.
[1:38:27.240 --> 1:38:28.240]  We know.
[1:38:28.240 --> 1:38:30.240]  Well, and again, I don't get off on bashing him.
[1:38:30.240 --> 1:38:33.240]  The issue is he is a Benedict Arnold deceiver.
[1:38:33.240 --> 1:38:37.240]  I don't really attack Limbaugh or Hannity or any of these other fakes.
[1:38:37.240 --> 1:38:38.240]  They've always been fakes.
[1:38:38.240 --> 1:38:41.240]  Beck is out there acting like he's one of us.
[1:38:41.240 --> 1:38:43.240]  You know, like what he was saying, I'm going to expose the camps.
[1:38:43.240 --> 1:38:44.240]  I think they're real.
[1:38:44.240 --> 1:38:47.240]  And I see people like Alex, don't bash Beck.
[1:38:47.240 --> 1:38:49.240]  You're just jealous of how big he is.
[1:38:49.240 --> 1:38:50.240]  He's going to expose the camps.
[1:38:50.240 --> 1:38:53.240]  And I said, watch, he's going to debunk them.
[1:38:53.240 --> 1:38:57.240]  And you know, this is about my kids not dying of stage bird flu.
[1:38:57.240 --> 1:39:01.240]  It isn't about me caring about Glenn Beck, the pumpkin head on Fox News.
[1:39:01.240 --> 1:39:03.240]  I'm way past all that crap, folks.
[1:39:03.240 --> 1:39:04.240]  I don't care about it.
[1:39:04.240 --> 1:39:05.240]  Go ahead.
[1:39:05.240 --> 1:39:06.240]  I hear you, man.
[1:39:06.240 --> 1:39:07.240]  I hear you.
[1:39:07.240 --> 1:39:12.240]  What I wanted to talk about was possible cures for if this were to happen.
[1:39:12.240 --> 1:39:14.240]  And it is happening with swine.
[1:39:14.240 --> 1:39:19.240]  They've documented different classes of mushrooms and elderberry concentrates that are documented to work.
[1:39:19.240 --> 1:39:20.240]  Okay.
[1:39:20.240 --> 1:39:26.240]  Also, just being my sister told me she sent me this email about a company called Natural Solutions,
[1:39:26.240 --> 1:39:32.240]  and it is called Miracle Mineral Solution.
[1:39:32.240 --> 1:39:34.240]  Have you heard of that?
[1:39:34.240 --> 1:39:36.240]  Heard of what again?
[1:39:36.240 --> 1:39:39.240]  It's called MMS, Miracle Mineral Solution.
[1:39:39.240 --> 1:39:46.240]  I know that a lot of us are mineral deficient and that a really good mineral supplement is good.
[1:39:46.240 --> 1:39:48.240]  But listen, I appreciate your call.
[1:39:48.240 --> 1:39:54.240]  Jaron, who's into herbs and stuff, said his wife or girlfriend just sent this, excuse me.
[1:39:54.240 --> 1:39:57.240]  It says, yeah, I've heard of this.
[1:39:57.240 --> 1:40:02.240]  Yeah, the last great plague of 1664, 1665 cover all of Europe.
[1:40:02.240 --> 1:40:05.240]  It's the vinegar of four thieves.
[1:40:05.240 --> 1:40:07.240]  No greater joy ministries.
[1:40:07.240 --> 1:40:08.240]  I've heard of that.
[1:40:08.240 --> 1:40:10.240]  I've heard that on screen if we can, or if we can't don't worry about it.
[1:40:10.240 --> 1:40:12.240]  We've got one guy doing the job with three people in there,
[1:40:12.240 --> 1:40:15.240]  and usually the three people are doing the job of five people.
[1:40:15.240 --> 1:40:16.240]  Let's go to Mark in Oregon.
[1:40:16.240 --> 1:40:17.240]  Mark here on the air.
[1:40:17.240 --> 1:40:18.240]  Go ahead.
[1:40:18.240 --> 1:40:19.240]  Hello, Alex.
[1:40:19.240 --> 1:40:20.240]  How are you doing?
[1:40:20.240 --> 1:40:21.240]  Good, sir.
[1:40:21.240 --> 1:40:22.240]  Hi, Alex.
[1:40:22.240 --> 1:40:23.240]  Just a couple of things here.
[1:40:23.240 --> 1:40:32.240]  First one, you know that they're combining a type of human virus, bird flu virus, as well as your swine flu virus.
[1:40:32.240 --> 1:40:33.240]  Oh, yeah.
[1:40:33.240 --> 1:40:35.240]  I mean, it's basic.
[1:40:35.240 --> 1:40:37.240]  No, I have Reuters and AP admitting that.
[1:40:37.240 --> 1:40:39.240]  If I haven't made that clear, let me make it clear.
[1:40:39.240 --> 1:40:43.240]  This is a super engineered virus, 95%.
[1:40:43.240 --> 1:40:44.240]  And that's conservative.
[1:40:44.240 --> 1:40:46.240]  I mean, I should say 99.9.
[1:40:46.240 --> 1:40:47.240]  This is staged.
[1:40:47.240 --> 1:40:48.240]  There's no doubt.
[1:40:48.240 --> 1:40:53.240]  The question is, is it a trial balloon to fair monger and set up their infrastructure,
[1:40:53.240 --> 1:41:00.240]  or to give the Mexican government cover to play the savior and to sell a bunch of Tama flu for Obama's people and Bush's people in Rumsfeld and on the stock?
[1:41:00.240 --> 1:41:02.240]  Or is this the big one?
[1:41:02.240 --> 1:41:03.240]  Go ahead.
[1:41:03.240 --> 1:41:11.240]  Well, I said the beta test on top of all of that, you know how they roll their accomplishments into one move is a good test.
[1:41:11.240 --> 1:41:12.240]  No, no, exactly.
[1:41:12.240 --> 1:41:18.240]  I've always said, and I know you're a longtime listener, that they're going to have lots of little beta tests before the big one.
[1:41:18.240 --> 1:41:22.240]  Well, maybe they won't need many beta tests.
[1:41:22.240 --> 1:41:32.240]  Alex, as far as they've gotten along here, they probably go back through history and they analyzed from the historical record how people reacted to pandemic situations.
[1:41:32.240 --> 1:41:40.240]  From the beginning to the end of them, you know, I'm sure they've got their satanic means down to a science at this point.
[1:41:40.240 --> 1:41:56.240]  But Alex, I mainly called in today to really ask you to please investigate, you know, through the internet, whatever medical sources you may have, the effectiveness of essential oil of oregano.
[1:41:56.240 --> 1:42:04.240]  Okay, I've used it now for more than 15 years, I've helped numerous people with numerous maladies with it.
[1:42:04.240 --> 1:42:05.240]  No, no, I know.
[1:42:05.240 --> 1:42:06.240]  I mean, that's another thing.
[1:42:06.240 --> 1:42:09.240]  Oil of oregano, incredible antiviral properties.
[1:42:09.240 --> 1:42:11.240]  But I don't want to say any of this is a cure.
[1:42:11.240 --> 1:42:24.240]  You know, the biggest thing is if flu is actually killing people around you, don't get fear mongered and run out and take their vaccine because it last six years in a row that they haven't gotten it right for what the real, you know, for the flu of that year.
[1:42:24.240 --> 1:42:26.240]  They guessed the mutation.
[1:42:26.240 --> 1:42:34.240]  And I'm just saying, if it really is breaking out, don't think if you got oil of oregano and garlic and a few other things that it's going to make you invincible or make your baby invincible.
[1:42:34.240 --> 1:42:42.240]  You know, stay away from people if it turns out to be a real pandemic and turns out to be some new superflu.
[1:42:42.240 --> 1:42:45.240]  It's a preventative.
[1:42:45.240 --> 1:42:51.240]  It will boost the immune system to the point where I doubt very seriously that anybody is going to get it.
[1:42:51.240 --> 1:42:57.240]  Okay, now as a curative, it is just as effective on all flu viruses from everything I've seen.
[1:42:57.240 --> 1:43:01.240]  Now, when I called you, I don't know, it's been six weeks or more.
[1:43:01.240 --> 1:43:10.240]  I mentioned to you that on Steve Quill's radio show, when Steve was still on shortwave about two and a half, three months ago now, Hawke did the guest toast on that show one day.
