[00:00.000 --> 00:08.880]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:02:01.960 --> 02:02:03.960]  I'm sure she's well.
[02:02:03.960 --> 02:02:09.960]  Listen, I'm not somebody that grovels at the foot of the security services because traditionally they become corrupt.
[02:02:09.960 --> 02:02:13.960]  They're part of the apparatus of control. But the good news is they're so awake.
[02:02:13.960 --> 02:02:18.960]  We had Secret Service agents. We could have got this on video, but I don't get them in trouble.
[02:02:18.960 --> 02:02:26.960]  I mean, the ones at checkpoints, the ones in the suits and ties, everywhere, absolutely like thumbs up, their fists in the air.
[02:02:26.960 --> 02:02:32.960]  They loved us in Cleveland. And I know David Knight ran to some of them as well. They're at the DNC.
[02:02:32.960 --> 02:02:41.960]  I mean, they absolutely, they're around that criminal and they know just how bad she is and how un-American she is and how bad she treats everybody like horsemen or like dog crap.
[02:02:41.960 --> 02:02:45.960]  I mean, she treats people bad. She is an evil, horrible person.
[02:02:45.960 --> 02:02:51.960]  And look, none of us are perfect in high stress jobs. We all have problems. We all say things that are wrong, but we apologize. We're nice. We care.
[02:02:51.960 --> 02:02:59.960]  She doesn't give tips. You don't look her in the eyes. She is a horrible person. Anything else, Jay?
[02:02:59.960 --> 02:03:04.960]  I know that's that. Just thanks for being there and telling us how it is.
[02:03:04.960 --> 02:03:07.960]  Brother, thank you for being there.
[02:03:07.960 --> 02:03:15.960]  I mean, I mean, to me, it's just so over the top now that we're like talking to brain damaged zombies that aren't awake yet that it's just actually freaks me out.
[02:03:15.960 --> 02:03:24.960]  I mean, it's just bizarre. You know, I thought I'd be happy to see Donald Trump quoting me almost every day. I thought I'd be happy.
[02:03:24.960 --> 02:03:31.960]  And now it just adds a whole other level of responsibility. It's just, it's just, is this the matrix or something? Is this even real?
[02:03:31.960 --> 02:03:35.960]  Am I in some computer simulation? I mean, what?
[02:03:35.960 --> 02:03:40.960]  But you know what? I'm in this position because I'm not a narcissist. People look at how I act.
[02:03:40.960 --> 02:03:48.960]  And I talk about myself a lot because I can only express to people what I'm feeling to try to give my perspective from, like, hey, this is what I'm seeing in my brain.
[02:03:48.960 --> 02:03:57.960]  I see some chubby, you know, half ugly guy that's burned out and just sees common sense and doesn't want to be a slave and has an instinct to not roll over.
[02:03:57.960 --> 02:04:03.960]  And I'm just desperate thinking, my God, what happened to humanity if I'm one of the most prominent people fighting this?
[02:04:03.960 --> 02:04:11.960]  But the globalists see something else and they see a spark of fire that can set larger fires around the world of those that aren't out to get humanity.
[02:04:11.960 --> 02:04:17.960]  And look, the good news is my fire has already spread. Your fire is already spreading. We're all in this together.
[02:04:17.960 --> 02:04:31.960]  But I don't even know where I'm going with all this. It's just mind blowing to see most men think it's not their job to get involved.
[02:04:31.960 --> 02:04:37.960]  Most men think that why should they do anything? They don't have an effect anyways.
[02:04:37.960 --> 02:04:41.960]  You don't have an effect because you act like that and you let the most evil come into that vacuum.
[02:04:41.960 --> 02:04:46.960]  But getting back to narcissism, some of the people think I'm narcissistic because I'm so aggressive and confident.
[02:04:46.960 --> 02:04:49.960]  And it's the opposite. I'm not a narcissist.
[02:04:49.960 --> 02:04:57.960]  But then I see the globalists. They're beyond that. They're like power tripping demons. They're megalomaniacs.
[02:04:57.960 --> 02:05:07.960]  50 former national security strategist came out against Donald Trump Monday saying Trump is not qualified to be president and commander in chief.
[02:05:07.960 --> 02:05:12.960]  They're convinced that in the Oval Office he would be the most reckless president in American history.
[02:05:12.960 --> 02:05:18.960]  Well, Donald Trump blasted the rhinos who attacked him saying they are the ones who allowed for the rise of ISIS.
[02:05:18.960 --> 02:05:26.960]  Trump's epic response reads, the names on this letter are the ones the American people should look to for answers on why the world is such a mess.
[02:05:26.960 --> 02:05:34.960]  And we thank them for coming forward so everyone in the country knows who deserves the blame for making the world such a dangerous place.
[02:05:34.960 --> 02:05:39.960]  They are nothing more than the failed Washington elite looking to hold on to their power.
[02:05:39.960 --> 02:05:42.960]  And it's time they are held accountable for their actions.
[02:05:42.960 --> 02:05:49.960]  No longer will crooked Hillary Clinton and the other disasters in Washington get rich at our expense.
[02:05:49.960 --> 02:05:58.960]  Mega. Leigh Ann MacCate reporting for info wars.com.
[02:05:58.960 --> 02:06:03.960]  Not a group you develop living defense for us. It took you over a year to do it. Why is this so good?
[02:06:03.960 --> 02:06:08.960]  Because people are actually waking up to the problem that pretty much scares me the most.
[02:06:08.960 --> 02:06:13.960]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[02:06:13.960 --> 02:06:25.960]  But right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism right now with all the refugees spreading disease around.
[02:06:25.960 --> 02:06:29.960]  We have biological warfare going on everywhere. These are all parasites.
[02:06:29.960 --> 02:06:31.960]  Tell us about all the stuff I said. There's so many things that are in it.
[02:06:31.960 --> 02:06:39.960]  You have the neem in there. You have the organic clove bud, the organic wormwood. I recommend doing a parasite cleanse at least twice a year.
[02:06:39.960 --> 02:06:43.960]  All right, well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday.
[02:06:43.960 --> 02:06:48.960]  Living Defense, infowarslife.com. And folks, you can't lose. It's full of stuff that's great for your body, period.
[02:06:48.960 --> 02:06:54.960]  And you support the broadcast, infowarslife.com. Thank you, Dr. Group, from the Global Healing Center.
[02:06:54.960 --> 02:07:09.960]  Thank you so much for all your work, sir, on this great product.
[02:07:24.960 --> 02:07:29.960]  Blackouts. Intensifying civil unrest. You're not going to have to suffer through it like the rest of the sheep.
[02:07:29.960 --> 02:07:36.960]  And here's the best news if you want to get one this week. Solutions from Science has a big sale on their fast charge solar generators.
[02:07:36.960 --> 02:07:43.960]  And they're giving away a couple thousand dollars worth of off the grid gear in addition to the low price for infowars listeners.
[02:07:43.960 --> 02:07:48.960]  So it's a good time to check it out. Go to gridwars.com. That's gridwars.com.
[02:07:48.960 --> 02:07:52.960]  It's a great opportunity to generate maximum electricity with minimum money.
[02:07:52.960 --> 02:07:59.960]  Go to gridwars.com. That's gridwars.com.
[02:07:59.960 --> 02:08:19.960]  Music
[02:08:19.960 --> 02:08:28.960]  He aligns himself with the truth and it's time for you to choose a side. You're listening to Alex Jones.
[02:08:28.960 --> 02:08:33.960]  Music
[02:08:33.960 --> 02:08:37.960]  We are back live coming up in the next segment. I'm going to start getting to these Putin clips.
[02:08:37.960 --> 02:08:43.960]  Again, the media the first day or so ignored this.
[02:08:43.960 --> 02:08:47.960]  They didn't give it too much coverage back when he pointed out that Hillary was the founder of ISIS.
[02:08:47.960 --> 02:08:50.960]  Now he's saying Obama and Hillary are the founders of it.
[02:08:50.960 --> 02:09:00.960]  We actually have a clip we're importing into the computer right now of Hillary back in 2010 saying the US government founded Al Qaeda.
[02:09:00.960 --> 02:09:08.960]  Well, Hillary was the head of the State Department that brought in the Wahhabist Al Qaeda to take over Libya, to take over Egypt and take over Syria.
[02:09:08.960 --> 02:09:12.960]  So she is the modern founder of the Islamic State. She was presiding.
[02:09:12.960 --> 02:09:18.960]  Kind of like they'll talk about, you know, the British Prime Minister who helped found Israel saying, you know, he's like co-founder of it or something.
[02:09:18.960 --> 02:09:24.960]  Or they'll talk about how Lawrence of Arabia helped co-found Saudi Arabia.
[02:09:24.960 --> 02:09:33.960]  She presided over it and so did Obama and so did the mainstream media. You're all co-founders of it.
[02:09:33.960 --> 02:09:38.960]  By the way, we have finally dug up the clips where I was saying that years ago because it's true.
[02:09:38.960 --> 02:09:45.960]  It's great to know that Trump understands what's happening, but they try to misrepresent it all. Here is Trump.
[02:09:45.960 --> 02:09:53.960]  Then Obama came in and normally you want to clean up. He made a bigger mess out of it. He made such a mess.
[02:09:53.960 --> 02:09:59.960]  And then you had Hillary with Libya. So sad.
[02:09:59.960 --> 02:10:07.960]  In fact, in many respects, you know, they honor President Obama.
[02:10:07.960 --> 02:10:17.960]  ISIS is honoring President Obama. He is the founder of ISIS. He's the founder of ISIS.
[02:10:17.960 --> 02:10:23.960]  He's the founder. He founded ISIS.
[02:10:23.960 --> 02:10:35.960]  And I would say the co-founder would be crooked Hillary Clinton. Co-founder, crooked Hillary Clinton.
[02:10:35.960 --> 02:10:41.960]  Ladies and gentlemen, that is pure statesmanship, pure leadership. We have been captured by globalists that have it totally over on us.
[02:10:41.960 --> 02:10:47.960]  And because they did such outrageous things, they think we won't expose it because it sounds crazy to say what they've done.
[02:10:47.960 --> 02:10:52.960]  But the head of defense intelligence, the former chairman of the Joint Chiefs, Dempsey, all of them have come out and said this.
[02:10:52.960 --> 02:10:56.960]  We have senators saying it years ago.
[02:10:56.960 --> 02:11:01.960]  All Trump did on the Second Amendment was basically say for my cold dead hands in a very watered down way.
[02:11:01.960 --> 02:11:06.960]  Well, I guess if they ignore everything and try to get rid of it, I guess it goes back to the Second Amendment.
[02:11:06.960 --> 02:11:13.960]  Oh my gosh, it's the worst thing we ever heard. Meanwhile, crooked Hillary, during the break, I was watching her on CNN.
[02:11:13.960 --> 02:11:21.960]  She's giving a speech on economics. And I heard her say how dare Donald Trump say he helps the U.S. lead in economics.
[02:11:21.960 --> 02:11:24.960]  Why we did. Trump never said he was leading us in economics.
[02:11:24.960 --> 02:11:28.960]  Trump said that he would help us lead in economics.
[02:11:28.960 --> 02:11:32.960]  This woman literally sold us out to China, you name it, on trade deals.
[02:11:32.960 --> 02:11:35.960]  So let's see whatever crooked Hillary's talking about right now.
[02:11:35.960 --> 02:11:39.960]  The founder, the co-founder of ISIS, we now take you to her live speech.
[02:11:39.960 --> 02:11:43.960]  Again, this is crooked Hillary.
[02:11:43.960 --> 02:11:45.960]  This isn't America anymore, and that's just wrong.
[02:11:45.960 --> 02:11:51.960]  So we created a website, HillaryClin.com, make it here.
[02:11:51.960 --> 02:12:03.960]  On it, we list 100 places across the United States that are already producing similar goods.
[02:12:03.960 --> 02:12:11.960]  Now, one positive thing Trump could do to make America great again is actually make great things in America again.
[02:12:11.960 --> 02:12:21.960]  So, now let's look at the second question. Which candidate will fight for fairness? And this is an urgent need.
[02:12:21.960 --> 02:12:25.960]  We need to grow the economy, we need to make it fairer.
[02:12:25.960 --> 02:12:30.960]  The price is not rising fast enough, and it is certainly not lifting all boats.
[02:12:30.960 --> 02:12:35.960]  Since the crash, too many of the gains have gone to the top 1%.
[02:12:35.960 --> 02:12:45.960]  The rules and incentives in our system reward corporations for putting short-term stock prices above long-term investors.
[02:12:45.960 --> 02:12:51.960]  With the Clintons, the major megabanks in the 1990s got rid of Glass-Steagall.
[02:12:51.960 --> 02:12:59.960]  They are the ones with Larry Summers that made it where they could sell the same house to upwards of 100 different mortgage companies
[02:12:59.960 --> 02:13:06.960]  and then screw the investors over later with these different derivatives.
[02:13:06.960 --> 02:13:09.960]  She keeps going. Trump wants to cut corporate taxes.
[02:13:09.960 --> 02:13:15.960]  The megacorporations want to make you invest in China and India and other places because they control those governments
[02:13:15.960 --> 02:13:20.960]  and want to make you go through their investment systems, even get into the country.
[02:13:20.960 --> 02:13:28.960]  They want to make it cost prohibitive to operate here because they've got the third world sewn up and the rare earth minerals to construct it all.
[02:13:28.960 --> 02:13:35.960]  This is globalism, a global rigged, crony capitalist system, a fraud.
[02:13:35.960 --> 02:13:41.960]  He says, we've got the highest corporate tax in the world, 50%.
[02:13:41.960 --> 02:13:44.960]  We're going to lower that down to 10%.
[02:13:44.960 --> 02:13:47.960]  The Chinese are at 15, it's below them.
[02:13:47.960 --> 02:13:51.960]  They're still going to pay taxes, they're just going to come here.
[02:13:51.960 --> 02:13:53.960]  They pay nothing now.
[02:13:53.960 --> 02:13:58.960]  Google pays 3%, Apple pays zero.
[02:13:58.960 --> 02:14:03.960]  Microsoft, close to zero corporate tax, they wrote it.
[02:14:03.960 --> 02:14:13.960]  The Warren Buffets, the Bill Gates, who are the biggest contributors to the Democratic Party after Goldman Sachs,
[02:14:13.960 --> 02:14:17.960]  who are the biggest contributors to get your guns, the biggest contributors for open borders,
[02:14:17.960 --> 02:14:20.960]  and no one even knows they run the Democratic Party.
[02:14:20.960 --> 02:14:26.960]  They wrote the laws in the 90s to exempt themselves and they get up on TV and go,
[02:14:26.960 --> 02:14:31.960]  my secretary pays more than I do, I want to change those laws.
[02:14:31.960 --> 02:14:34.960]  I'm Warren Buffett.
[02:14:34.960 --> 02:14:42.960]  Then you watch the end of the ABC This Week Show on Sunday and it says underwritten by Berkshire Hathaway paying for that
[02:14:42.960 --> 02:14:46.960]  to get higher taxes raised in the middle class because wait for it.
[02:14:46.960 --> 02:14:54.960]  Warren Buffett, 20 years running, is the number one recipient of corporate welfare and bailouts.
[02:14:54.960 --> 02:14:56.960]  Google it.
[02:14:56.960 --> 02:15:01.960]  Warren Buffett, biggest recipient of bailouts.
[02:15:01.960 --> 02:15:03.960]  He promoted.
[02:15:03.960 --> 02:15:09.960]  He is a giant fraud robbing poor people, robbing the middle class of jobs,
[02:15:09.960 --> 02:15:20.960]  sucking off the government. He sucked hundreds of billions of dollars into his company in just the last year alone.
[02:15:20.960 --> 02:15:31.960]  You go back to 2008, he got 400 plus billion for his company in one year.
[02:15:31.960 --> 02:15:41.960]  And they see a rich guy not preying on poor people like Trump who will actually turn the economy on and they are flipping out.
[02:15:41.960 --> 02:15:44.960]  Let me tell you, you get Donald Trump in there and they don't stop his agenda.
[02:15:44.960 --> 02:15:46.960]  We're going to have 10% growth rates.
[02:15:46.960 --> 02:15:48.960]  You want a job, you got one.
[02:15:48.960 --> 02:15:53.960]  You want money to get a new car, never even been in this workforce, you're going to get it.
[02:15:53.960 --> 02:15:59.960]  With all our computers and factories and systems, you just cut the price of electricity.
[02:15:59.960 --> 02:16:01.960]  The economy is going to roar.
[02:16:01.960 --> 02:16:03.960]  This is a fact.
[02:16:03.960 --> 02:16:07.960]  The biggest problem the Federal Reserve used to have back in the 90s and 2000s was where the economy is overheating.
[02:16:07.960 --> 02:16:09.960]  We got to raise taxes. It's growing too fast.
[02:16:09.960 --> 02:16:12.960]  What they mean is little people are becoming independent.
[02:16:12.960 --> 02:16:14.960]  Little people are becoming successful.
[02:16:14.960 --> 02:16:17.960]  Little people are becoming wealthy.
[02:16:17.960 --> 02:16:23.960]  We can't have that because the globalists can't compete with the real capitalist system because they work too damn good.
[02:16:23.960 --> 02:16:27.960]  They give you too many choices.
[02:16:27.960 --> 02:16:32.960]  She makes me so mad.
[02:16:32.960 --> 02:16:37.960]  She makes me so angry.
[02:16:37.960 --> 02:16:47.960]  Donald Trump wants to cut our corporate tax, the highest in the world, lobbied for by the Billa Melinda Gates Foundation.
[02:16:47.960 --> 02:16:50.960]  You know who's lobbying every year to stop that tax from getting lowered?
[02:16:50.960 --> 02:17:00.960]  They keep saying we've got the votes in the House and Senate to have a lower corporate tax to bring back hundreds of billions of dollars a year in investment.
[02:17:00.960 --> 02:17:10.960]  If you try to actually manufacture things in this country, it is almost impossible to be successful unless you're really good at marketing that was made in America.
[02:17:10.960 --> 02:17:15.960]  And the fact that people are willing to pay more for it is the only reason you can do it and God bless them.
[02:17:15.960 --> 02:17:19.960]  It already all be gone for people like that.
[02:17:19.960 --> 02:17:24.960]  And she prays on people's economic ignorance. It makes me so angry.
[02:17:24.960 --> 02:17:33.960]  If Trump cuts the corporate income tax, we're going to see a boom, the likes of which we've not seen in 50 years.
[02:17:33.960 --> 02:17:40.960]  If he cuts taxes on poor people in middle class, oh my gosh, tax receipts are going to double.
[02:17:40.960 --> 02:17:50.960]  Believe me, I thought of you. Kennedy cut taxes in the largest demographic by 50 percent. Other demographics 30 and 35 percent.
[02:17:50.960 --> 02:17:55.960]  Tax receipts doubled within one year. Look it up. It's a fact.
[02:17:55.960 --> 02:17:58.960]  You know, why wouldn't the IRS want double the money?
[02:17:58.960 --> 02:18:05.960]  They want to control it. They want to make you poor. They don't want you wealthy. They don't want you independent.
[02:18:05.960 --> 02:18:09.960]  They don't want you self-sufficient. They don't want you to be able to operate.
[02:18:09.960 --> 02:18:14.960]  Let's go to the Dan Bongino clip as we go out to break here. This is where he's tearing up Don Lemon.
[02:18:14.960 --> 02:18:18.960]  Very, very powerful. In fact, I'll skip this network break. It's so important. I'll get into my Russia report.
[02:18:18.960 --> 02:18:27.960]  But here it is with Don Bongino, former top secret service agent of Patriot, who's told me on air, Alex, it's worse than what you're even saying.
[02:18:27.960 --> 02:18:32.960]  I go, well, how bad is he? I can't tell you. Just know this. You're dead on.
[02:18:32.960 --> 02:18:34.960]  Here's the clip.
[02:18:34.960 --> 02:18:40.960]  Okay, let's play it. Hillary wants to abolish, essentially abolish the Second Amendment.
[02:18:40.960 --> 02:18:50.960]  By the way, and if she gets to pick her judges, nothing you can do, folks.
[02:18:50.960 --> 02:18:55.960]  Although the Second Amendment people, maybe there is. I don't know.
[02:18:55.960 --> 02:19:02.960]  Okay, explain to us people who don't understand and that you want to laugh at what he meant by that.
[02:19:02.960 --> 02:19:07.960]  Don, the man, I think we all know, is running for President of the United States.
[02:19:07.960 --> 02:19:13.960]  He probably has some data that one issue voters, a lot of one issue voters, vote on the Second Amendment issue.
[02:19:13.960 --> 02:19:20.960]  It's clear he's trying to motivate people to go out and vote based on the potential for an open Supreme Court seat.
[02:19:20.960 --> 02:19:28.960]  How that's clear to you, that was some kind of call to an open revolution and to start firing your weapons at public officials.
[02:19:28.960 --> 02:19:33.960]  I'm going to start this over. It's so important. Back at the beginning. Exactly. This has got trained as a top-secret service agent
[02:19:33.960 --> 02:19:41.960]  who ran the far end details where the POTUS is posing on the greatest threat to assess real threats and to assess psychology.
[02:19:41.960 --> 02:19:46.960]  It's totally clear he's saying America's on the line. They're going to get the judges. We're totally screwed.
[02:19:46.960 --> 02:19:52.960]  They admit they want to ban guns all over the newspapers. Hillary admits it. Her own people admit it.
[02:19:52.960 --> 02:19:57.960]  Barring this election, we're going to have to really get serious to save it.
[02:19:57.960 --> 02:20:02.960]  It's clearly a motivation to go vote. It's not a call to arms. Everybody knows it.
[02:20:02.960 --> 02:20:06.960]  And here's Bongino just cutting through the crap.
[02:20:06.960 --> 02:20:13.960]  Okay, explain to us people who don't understand and that you want to laugh at what he meant by that.
[02:20:13.960 --> 02:20:18.960]  Don, the man I think we all know is running for President of the United States.
[02:20:18.960 --> 02:20:24.960]  He probably has some data that one issue voters, a lot of one issue voters vote on the Second Amendment issue.
[02:20:24.960 --> 02:20:30.960]  It's clear he's trying to motivate people to go out and vote based on the potential for an open Supreme Court seat.
[02:20:30.960 --> 02:20:40.960]  How that's clear to you, that was some kind of call to an open revolution and to start firing your weapons at public officials is utter absurdity.
[02:20:40.960 --> 02:20:43.960]  No one said that, Dan. No one said that. No one said that.
[02:20:43.960 --> 02:20:49.960]  So no one said that, Dan. And if you wanted people to go out and vote, why not just say go out and vote?
[02:20:49.960 --> 02:20:51.960]  The Supreme Court depends on it.
[02:20:51.960 --> 02:20:57.960]  The Second Amendment depends on it. Why say something like that if that's not what he meant.
[02:20:57.960 --> 02:21:04.960]  As someone who's running for leader of the free world, shouldn't he be as clear in his words as free world jackass?
[02:21:04.960 --> 02:21:11.960]  Don, I'll answer that question. Listen, we can disagree about how imprudent he worded that.
[02:21:11.960 --> 02:21:21.960]  But to suggest that he was calling to violence means to me that you came into this with the idea that Donald Trump was calling to violence. Let me make the case afterwards.
[02:21:21.960 --> 02:21:28.960]  You didn't come into this with a clear and open mind. Listen, I endorse Cruz in the primary campaign. I'm not a Trump surrogate. I'm supporting him.
[02:21:28.960 --> 02:21:33.960]  Dan, what you're saying right now makes no sense. I'm sitting at home. I'm watching Donald Trump.
[02:21:33.960 --> 02:21:41.960]  Yeah, I have two ears and I have two eyes and I can see the reaction of the people behind me. And we're not stupid.
[02:21:41.960 --> 02:21:49.960]  Every single person you have on this panel who are very smart people, David Gergen, who's respected, hang on. Will you let me finish, Dan?
[02:21:49.960 --> 02:21:59.960]  David Gergen, who's respected by people on both sides, by Republicans and by Democrats who've worked for Republicans and Democrats, who has worked for a president who's had an assassination attempt,
[02:21:59.960 --> 02:22:09.960]  who's lived through presidents who've been assassinated, knew exactly what Donald Trump is saying. And we're supposed to be stupid enough not to understand that and to believe the spin coming from the surrogates
[02:22:09.960 --> 02:22:12.960]  and for people like you. You should be ashamed of yourself.
[02:22:12.960 --> 02:22:14.960]  It doesn't make any sense.
[02:22:14.960 --> 02:22:19.960]  Frankly, I'm ashamed that you're talking to me as if I'm a child when 12 years of my life-
[02:22:19.960 --> 02:22:27.960]  No, you're treating me as a child because you're telling me what I'm supposed to hear and you're sitting here on television lying to the American people.
[02:22:27.960 --> 02:22:34.960]  You don't know crap about this, Don. You're a TV guy. I was a secret service agent. Now, cut off my mic. Do what you want.
[02:22:34.960 --> 02:22:39.960]  I'm not going to cut off your mic. I'm going to tell you that you're sitting here and you're lying to the American people.
[02:22:39.960 --> 02:22:43.960]  You're lying to the American people and you know that you're lying to the American people.
[02:22:43.960 --> 02:22:53.960]  Okay, now, that's people that are desperate. If I was Trump, I would just say, obviously, I'm not calling for violence.
[02:22:53.960 --> 02:23:01.960]  I'm saying there's big stakes here and if they're coming for your guns, so it's over unless we fight back at that point.
[02:23:01.960 --> 02:23:05.960]  So let's not go there. I mean, that's what everybody says. That's what I said on. Here's Morgan.
[02:23:05.960 --> 02:23:12.960]  Look, 1776 will commence again. He's trying to take the firearms. You know that. We know that. Back off, bastard.
[02:23:12.960 --> 02:23:15.960]  Quit acting like you don't want our guns. Be honest.
[02:23:15.960 --> 02:23:20.960]  Put Charlton Heston said, from my cold, dead hands.
[02:23:20.960 --> 02:23:29.960]  Think about that. If they come to take the guns from my cold, dead hands, that's not illegal. That's not sedition.
[02:23:29.960 --> 02:23:35.960]  From my cold, dead hands.
[02:23:35.960 --> 02:23:39.960]  That's all he's saying.
[02:23:39.960 --> 02:23:44.960]  He's not calling for it. It's obviously coming jackass.
[02:23:44.960 --> 02:23:51.960]  You're in such a cult that you say in college exams and college entrance and high school and middle school and elementary entrance.
[02:23:51.960 --> 02:23:58.960]  Don't say mother and father on the frickin' form. Mother and father ain't allowed with you fruits.
[02:23:58.960 --> 02:24:03.960]  Because you want to run everything, you godforsaken tyrants.
[02:24:03.960 --> 02:24:12.960]  You social engineer bastards. You're so weak, you want to run everybody else's lives because the real men don't want to run other people's lives.
[02:24:12.960 --> 02:24:14.960]  That's our problem. That's our defect.
[02:24:14.960 --> 02:24:27.960]  Is that we don't stand up and run our own lives. We let you run them and it's not happening anymore.
[02:24:27.960 --> 02:24:35.960]  What rights won't we give up? Is there any line in the sand for anybody where this corporate world government will be resisted?
[02:24:35.960 --> 02:24:41.960]  I'm not trying to start people up to violence. The pen is mightier than the sword. We're having major inroads. That's why they want to censor us.
[02:24:41.960 --> 02:24:46.960]  The globalists are trying everything they can to shut down free speech on this planet right now.
[02:24:46.960 --> 02:24:56.960]  They're funding every fascistic, murderous, crazy, monotheistic, anti-woman, nutcase move they can.
[02:24:56.960 --> 02:25:08.960]  The globalists want authoritarianism. They want totalitarianism. They want oligarchy. They want command and control. They want centralization. They're bad people.
[02:25:08.960 --> 02:25:15.960]  In fact, can we get the full test and cold dead hand speech? It's on a play when he says, you know, they say they want to restrict our guns.
[02:25:15.960 --> 02:25:19.960]  They say they want to pick our guns. Older than I say from my cold dead hands.
[02:25:19.960 --> 02:25:29.960]  Unactive defiance. You have bodyguards. You have protection. Paid for. You have jumbo jets. You have red carpets. You tell Africans they can't have cars. They can't have air conditioning.
[02:25:29.960 --> 02:25:35.960]  You tell us it's bad for us to have money, but you're filthy, frickin' rich. You have pieces of crap.
[02:25:35.960 --> 02:25:46.960]  It's the ultimate elitism wrapped up in all this fake, moralizing trash.
[02:25:46.960 --> 02:25:58.960]  And I'll tell you why. The globalists are not elites. Real elites that aren't on this planet and running anything at this day.
[02:25:58.960 --> 02:26:08.960]  Would have been in ancient times seen as the obvious leaders.
[02:26:08.960 --> 02:26:16.960]  But in modern times, a bunch of scum get together and organize themselves to go fool the masses to follow failure.
[02:26:16.960 --> 02:26:25.960]  Because they can't compete with success. I don't care how much money or power you give a hunchback crone like Hillary with a diseased brain.
[02:26:25.960 --> 02:26:34.960]  She hated other beautiful women when she was young. She hated success when she was young. She hated goodness when she was young. That's why she wanted power.
[02:26:34.960 --> 02:26:42.960]  And she won't rest till everything beautiful is extinguished and until she's squatting on it.
[02:26:42.960 --> 02:26:51.960]  She wants to squat on a dead America in a puddle of her piss. And she won't rest until she's done that.
[02:26:51.960 --> 02:27:04.960]  And I'm sorry to talk like that, but I've got a big vocabulary, but I'm sorry. Sometimes the vulgoth, the vulgar, the barbarian way is the way to say it.
[02:27:04.960 --> 02:27:18.960]  And look at you, New World Order, despite unlimited trillions of money, despite all your garbage and all your pretty faces and all your teleprompters, independent grassroots media is kicking your teeth in.
[02:27:18.960 --> 02:27:27.960]  We haven't even gotten started yet. I want to say something. I'm a lover. And that's why I'm a fighter.
[02:27:27.960 --> 02:27:36.960]  And I love my family and I love justice so much. I'm willing to do whatever it takes to stop you. And I hate your stinking guts.
[02:27:36.960 --> 02:27:43.960]  I can smell you from a thousand miles away and you smell like failure. You smell like hell.
[02:27:43.960 --> 02:27:48.960]  And I want to thank the God of the universe that I'm not with these people.
[02:27:48.960 --> 02:27:57.960]  I get tears in my eyes to God, but I'm thankful every day that I don't come from filth like you that want to trample on humanity.
[02:27:57.960 --> 02:28:02.960]  Thank God I'm not a degenerate, filthy vampire like you.
[02:28:02.960 --> 02:28:12.960]  And I guess in the final equation, as upset as I get watching you hurt the innocent, that's what matters, is that you'll never, never defeat the human spirit.
[02:28:12.960 --> 02:28:24.960]  You'll never defeat God. You'll never win. Never, never, ever, never.
[02:28:24.960 --> 02:28:31.960]  And the spirit of humanity is rising and it is going to defeat you. You think you're strong. You think you're scary.
[02:28:31.960 --> 02:28:38.960]  You try to mimic what you can only imagine in your mind is God's wrath and God's wrath coming for you.
[02:28:38.960 --> 02:28:42.960]  And you deserve everything that happens to you, trash.
[02:28:42.960 --> 02:28:47.960]  I want you to know something, Hillary Clinton and Obama and George Soros and the Globals, the New World Order.
[02:28:47.960 --> 02:28:59.960]  We've had our reporters question you in New York, out on the street with Lord Rothschild, toddling along, looking like some reanimated dog crap.
[02:28:59.960 --> 02:29:05.960]  And I've seen how you are already defeated. You're dead. And I don't mean we're going to kill you.
[02:29:05.960 --> 02:29:15.960]  I mean, you know what I mean. You're dead as a doornail, dead as a rotting corpse at the bottom of the Atlantic Ocean.
[02:29:15.960 --> 02:29:19.960]  So here's the big news flash and let me give it to everybody as we go to break.
[02:29:19.960 --> 02:29:23.960]  The reason the enemy's so mad is he knows he's a loser.
[02:29:23.960 --> 02:29:32.960]  The reason they want to tear everything up and crap all of everything is they know they already failed and they know they're ugly losers.
[02:29:32.960 --> 02:29:39.960]  But God gave us free will in this animating contest and this is where we get tested.
[02:29:39.960 --> 02:29:45.960]  So rejoice to God Almighty for this animating contest of liberty.
[02:29:45.960 --> 02:29:51.960]  We're on the march. The Empire's on the run.
[02:29:51.960 --> 02:29:58.960]  Alex Jones and the GCN Radio Network.
[02:29:58.960 --> 02:30:06.960]  In 2016, the American education system has gone from Blacks-only dorms at Harvard to this article.
[02:30:06.960 --> 02:30:10.960]  Illinois College defends Blacks-only course offerings.
[02:30:10.960 --> 02:30:17.960]  And Illinois College has restricted certain sections of a mandatory introductory course to Black students only.
[02:30:17.960 --> 02:30:27.960]  Marine Valley Community College maintains that the state-sponsored segregated classes are intended to help students feel more, quote, comfortable.
[02:30:27.960 --> 02:30:34.960]  The spokeswoman also noted that it offers courses specifically for veterans and older students.
[02:30:34.960 --> 02:30:43.960]  The recent Supreme Court ruling in Fisher versus the University of Texas, number 14981, essentially legalized racial discrimination,
[02:30:43.960 --> 02:30:47.960]  hearkening back to the days of Plessy versus Ferguson.
[02:30:47.960 --> 02:30:52.960]  Yet another example of how progressives are actually regressing in the name of diversity.
