[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[2:34:53.740 --> 2:34:55.740]  if it's hating a marriage
[2:34:55.740 --> 2:34:57.740]  tearing down the flags and all that
[2:34:57.740 --> 2:34:59.740]  most, not all, not all, not all, not all, not all
[2:34:59.740 --> 2:35:02.740]  but most black people now on the side of evil
[2:35:02.740 --> 2:35:03.740]  rather than good
[2:35:03.740 --> 2:35:05.740]  it wasn't like that when I was born
[2:35:05.740 --> 2:35:08.740]  James not criticized China with 3 million Muslims
[2:35:08.740 --> 2:35:09.740]  and death camps
[2:35:09.740 --> 2:35:11.740]  a million Christians and Buddhists and death camps
[2:35:11.740 --> 2:35:12.740]  on record
[2:35:12.740 --> 2:35:13.740]  he won't say a word about that
[2:35:13.740 --> 2:35:16.740]  but he says America sucks
[2:35:16.740 --> 2:35:19.740]  yeah, Christianity is the most
[2:35:19.740 --> 2:35:21.740]  hated religion on this side of heaven
[2:35:21.740 --> 2:35:24.740]  and number one the blacks hate it
[2:35:24.740 --> 2:35:27.740]  because they've been told that it's the white man religion
[2:35:27.740 --> 2:35:29.740]  so because they hate white people
[2:35:29.740 --> 2:35:30.740]  they hate Christianity
[2:35:30.740 --> 2:35:32.740]  and I see that happening more and more
[2:35:32.740 --> 2:35:34.740]  in this country right now
[2:35:34.740 --> 2:35:36.740]  and you see around the world
[2:35:36.740 --> 2:35:38.740]  Christians are under attack
[2:35:38.740 --> 2:35:40.740]  and there's no discussion about it
[2:35:40.740 --> 2:35:42.740]  because it's the white man religion
[2:35:42.740 --> 2:35:45.740]  it's not true but that's what the people have been told
[2:35:45.740 --> 2:35:48.740]  that's why white Americans gotta start speaking up
[2:35:48.740 --> 2:35:49.740]  before it's too late
[2:35:49.740 --> 2:35:52.740]  if ever there were a time to speak up
[2:35:52.740 --> 2:35:53.740]  it's now
[2:35:53.740 --> 2:35:57.740]  look how they're doing this with the so-called Chinese virus thing
[2:35:57.740 --> 2:36:00.740]  this thing is not as bad as they're pretending
[2:36:00.740 --> 2:36:02.740]  but what the Democrats have realized
[2:36:02.740 --> 2:36:03.740]  and the right or Republicans
[2:36:03.740 --> 2:36:05.740]  is that they can control the people
[2:36:05.740 --> 2:36:07.740]  they can put a mask on
[2:36:07.740 --> 2:36:10.740]  they can make you stay home for months
[2:36:10.740 --> 2:36:11.740]  and lose your businesses
[2:36:11.740 --> 2:36:13.740]  and have to depend on the government
[2:36:13.740 --> 2:36:16.740]  they can tell you when and when not to
[2:36:16.740 --> 2:36:19.740]  they can teach you you're not essential
[2:36:19.740 --> 2:36:20.740]  all the big corporations are
[2:36:20.740 --> 2:36:21.740]  it's not about racism
[2:36:21.740 --> 2:36:23.740]  or inequity or a new class
[2:36:23.740 --> 2:36:25.740]  all these big companies are essential
[2:36:25.740 --> 2:36:26.740]  but we're not
[2:36:26.740 --> 2:36:27.740]  right
[2:36:27.740 --> 2:36:30.740]  and our business are probably more essential than theirs
[2:36:30.740 --> 2:36:32.740]  because we are small businesses
[2:36:32.740 --> 2:36:34.740]  and small businesses are very valuable
[2:36:34.740 --> 2:36:36.740]  to the communities
[2:36:36.740 --> 2:36:37.740]  to the neighborhoods
[2:36:37.740 --> 2:36:39.740]  and they don't want that around Alice
[2:36:39.740 --> 2:36:41.740]  they want to control us
[2:36:41.740 --> 2:36:44.740]  this is about getting President Trump out of the White House
[2:36:44.740 --> 2:36:46.740]  because if they can get rid of him
[2:36:46.740 --> 2:36:49.740]  then they can turn the country into a socialist society
[2:36:49.740 --> 2:36:52.740]  let's talk about what happens if they get rid of Trump
[2:36:52.740 --> 2:36:53.740]  but I agree with you
[2:36:53.740 --> 2:36:54.740]  when I'm driving through places now
[2:36:54.740 --> 2:36:56.740]  I just pull in little places and get stuff
[2:36:56.740 --> 2:36:58.740]  because they literally
[2:36:58.740 --> 2:36:59.740]  they say thank you for being here
[2:36:59.740 --> 2:37:00.740]  we're about to go bankrupt
[2:37:00.740 --> 2:37:03.740]  it's so obvious what's happening
[2:37:03.740 --> 2:37:04.740]  that's right
[2:37:04.740 --> 2:37:06.740]  if they get rid of President Trump
[2:37:06.740 --> 2:37:08.740]  and again I call him the very white hope
[2:37:08.740 --> 2:37:10.740]  we're going to have a socialist society
[2:37:10.740 --> 2:37:13.740]  white people homes and land
[2:37:13.740 --> 2:37:15.740]  and we'll be taken away from them
[2:37:15.740 --> 2:37:17.740]  and there will be no law to protect them from it
[2:37:17.740 --> 2:37:18.740]  they're going to ban
[2:37:18.740 --> 2:37:21.740]  they want to ban out a second amendment
[2:37:21.740 --> 2:37:22.740]  right to bear arm
[2:37:22.740 --> 2:37:24.740]  they don't want us speaking the truth
[2:37:24.740 --> 2:37:26.740]  they don't want a second opinion
[2:37:26.740 --> 2:37:27.740]  they don't want the truth out there
[2:37:27.740 --> 2:37:28.740]  they want the lie
[2:37:28.740 --> 2:37:30.740]  because the lie deceiving
[2:37:30.740 --> 2:37:31.740]  you can control people
[2:37:31.740 --> 2:37:32.740]  when you lie to them
[2:37:32.740 --> 2:37:33.740]  but if they're
[2:37:33.740 --> 2:37:35.740]  if people are above the truth
[2:37:35.740 --> 2:37:36.740]  you cannot control them
[2:37:36.740 --> 2:37:39.740]  and so that's all going to end
[2:37:39.740 --> 2:37:41.740]  if these people should take over
[2:37:41.740 --> 2:37:43.740]  we cannot let President Trump
[2:37:43.740 --> 2:37:45.740]  we cannot allow them
[2:37:45.740 --> 2:37:46.740]  you're absolutely right
[2:37:46.740 --> 2:37:48.740]  let's talk about it with Jesse Lee Peterson
[2:37:48.740 --> 2:37:49.740]  they're right back
[2:37:49.740 --> 2:38:12.740]  stay with us on Momic Shows
[2:38:20.740 --> 2:38:21.740]  vitamin mineral fusion
[2:38:21.740 --> 2:38:23.740]  uses a unique delivery system
[2:38:23.740 --> 2:38:24.740]  to maximize the effects
[2:38:24.740 --> 2:38:26.740]  and give your body the tools it needs
[2:38:26.740 --> 2:38:27.740]  to support your body
[2:38:27.740 --> 2:38:29.740]  using a proprietary process
[2:38:29.740 --> 2:38:31.740]  we've managed to make this powerhouse formula
[2:38:31.740 --> 2:38:34.740]  into a delicious concentrated drink mix
[2:38:34.740 --> 2:38:36.740]  that's loaded with high quality ingredients
[2:38:36.740 --> 2:38:38.740]  perfect for a hot summer day
[2:38:38.740 --> 2:38:39.740]  or relaxing at home
[2:38:39.740 --> 2:38:41.740]  vitamin mineral fusion is loaded
[2:38:41.740 --> 2:38:43.740]  with 34 different essential vitamins
[2:38:43.740 --> 2:38:45.740]  minerals, amino acids and more
[2:38:45.740 --> 2:38:47.740]  start supporting your body's needs
[2:38:47.740 --> 2:38:49.740]  in a great tasting natural
[2:38:49.740 --> 2:38:50.740]  and affordable drink mix
[2:38:50.740 --> 2:38:52.740]  with vitamin mineral fusion today
[2:38:52.740 --> 2:38:57.740]  available at infowarstore.com
[2:38:57.740 --> 2:38:59.740]  I have never been so concerned
[2:38:59.740 --> 2:39:00.740]  about what's going on
[2:39:00.740 --> 2:39:02.740]  this is all martial law prepping
[2:39:02.740 --> 2:39:03.740]  martial law training
[2:39:03.740 --> 2:39:04.740]  and now they have activated
[2:39:04.740 --> 2:39:05.740]  the most criminal elements
[2:39:05.740 --> 2:39:06.740]  the deep state
[2:39:06.740 --> 2:39:07.740]  and Pelosi is bragging
[2:39:07.740 --> 2:39:08.740]  they're going to remove
[2:39:08.740 --> 2:39:11.740]  the president illegally with COG
[2:39:11.740 --> 2:39:13.740]  you cannot remove the president with COG
[2:39:13.740 --> 2:39:14.740]  you can remove the president
[2:39:14.740 --> 2:39:16.740]  25th amendment or impeachment
[2:39:16.740 --> 2:39:18.740]  they're saying they're going to do it
[2:39:18.740 --> 2:39:19.740]  ladies and gentlemen
[2:39:19.740 --> 2:39:21.740]  they are putting this in every newspaper in the country
[2:39:21.740 --> 2:39:23.740]  and legitimizing the fact
[2:39:23.740 --> 2:39:25.740]  that if he can test the election in any way
[2:39:25.740 --> 2:39:27.740]  when they say by default they are
[2:39:27.740 --> 2:39:28.740]  that they're going to pull this
[2:39:28.740 --> 2:39:31.740]  this is maximum, maximum alert
[2:39:31.740 --> 2:39:32.740]  this is emergency alert
[2:39:32.740 --> 2:39:34.740]  yes they've censored the patriots off most of the internet
[2:39:34.740 --> 2:39:36.740]  but banned video is still there
[2:39:36.740 --> 2:39:37.740]  the radio show is still there
[2:39:37.740 --> 2:39:39.740]  and yes we're getting about five times the traffic
[2:39:39.740 --> 2:39:40.740]  we were getting before the ban
[2:39:40.740 --> 2:39:41.740]  to the actual sites
[2:39:41.740 --> 2:39:43.740]  but we need to get this message
[2:39:43.740 --> 2:39:45.740]  to other people outside of our audience
[2:39:45.740 --> 2:39:48.740]  to tell everyone now about the martial law plan
[2:39:48.740 --> 2:39:49.740]  and the plan to get rid of Trump
[2:39:49.740 --> 2:39:51.740]  it's all posted at banned.video
[2:39:51.740 --> 2:39:53.740]  please we can defeat these people
[2:39:53.740 --> 2:39:54.740]  if you take action
[2:39:54.740 --> 2:39:55.740]  you are the answer
[2:39:55.740 --> 2:39:58.740]  please, please, please
[2:39:58.740 --> 2:40:00.740]  a lot of you have been listening
[2:40:00.740 --> 2:40:01.740]  for more than 20 years
[2:40:01.740 --> 2:40:03.740]  and if you go back to those shows
[2:40:03.740 --> 2:40:06.740]  we laid out the AI takeover plan
[2:40:06.740 --> 2:40:07.740]  the tracking of cell phones
[2:40:07.740 --> 2:40:10.740]  how programmed master computers
[2:40:10.740 --> 2:40:12.740]  would manipulate control society
[2:40:12.740 --> 2:40:14.740]  how they'd be able to not just predict
[2:40:14.740 --> 2:40:16.740]  large groups of human movements
[2:40:16.740 --> 2:40:17.740]  and activities
[2:40:17.740 --> 2:40:19.740]  but even predict what individuals would do
[2:40:19.740 --> 2:40:20.740]  and then once you could predict
[2:40:20.740 --> 2:40:22.740]  what individuals were going to be doing
[2:40:22.740 --> 2:40:24.740]  you could add stimuli
[2:40:24.740 --> 2:40:26.740]  through the AI systems
[2:40:26.740 --> 2:40:27.740]  through the computers
[2:40:27.740 --> 2:40:28.740]  through digital billboards
[2:40:28.740 --> 2:40:29.740]  through face scanning
[2:40:29.740 --> 2:40:31.740]  through the social credit score
[2:40:31.740 --> 2:40:32.740]  to control people
[2:40:32.740 --> 2:40:34.740]  and make them act like you wanted to
[2:40:34.740 --> 2:40:35.740]  but when we cover that
[2:40:35.740 --> 2:40:37.740]  the media would attack us and say
[2:40:37.740 --> 2:40:38.740]  we were making it up
[2:40:38.740 --> 2:40:39.740]  it was a conspiracy theory
[2:40:39.740 --> 2:40:42.740]  even though it was in the actual corporate level
[2:40:42.740 --> 2:40:44.740]  blueprint documents
[2:40:44.740 --> 2:40:46.740]  well the next level of the blueprint documents
[2:40:46.740 --> 2:40:48.740]  explained to us that they are setting up
[2:40:48.740 --> 2:40:49.740]  this control system
[2:40:49.740 --> 2:40:50.740]  to make humans obsolete
[2:40:50.740 --> 2:40:52.740]  and phase us out
[2:40:52.740 --> 2:40:54.740]  and it's something about a thousand times crazier
[2:40:54.740 --> 2:40:55.740]  than what Hitler planned
[2:40:55.740 --> 2:40:58.740]  so we might want to dismantle the system now
[2:40:58.740 --> 2:41:01.740]  it was in the telecommunications act of 1996
[2:41:01.740 --> 2:41:02.740]  that all new cell phones
[2:41:02.740 --> 2:41:05.740]  would track your GPS location
[2:41:05.740 --> 2:41:07.740]  I read from the federal law
[2:41:07.740 --> 2:41:08.740]  and listeners couldn't believe me
[2:41:08.740 --> 2:41:10.740]  because that was un-American
[2:41:10.740 --> 2:41:13.740]  now the media admits that almost every app
[2:41:13.740 --> 2:41:14.740]  and every company
[2:41:14.740 --> 2:41:16.740]  that are on Apple and Androids
[2:41:16.740 --> 2:41:18.740]  don't just track your location
[2:41:18.740 --> 2:41:19.740]  but your surfing history
[2:41:19.740 --> 2:41:20.740]  where you go
[2:41:20.740 --> 2:41:21.740]  who you talk to
[2:41:21.740 --> 2:41:22.740]  your relationships
[2:41:22.740 --> 2:41:25.740]  and they all share the data with each other
[2:41:25.740 --> 2:41:27.740]  of what you're doing on the apps as well
[2:41:27.740 --> 2:41:29.740]  including having apps turn on
[2:41:29.740 --> 2:41:31.740]  and listen to what you're saying
[2:41:31.740 --> 2:41:33.740]  just like Siri or Alexa do
[2:41:33.740 --> 2:41:35.740]  and then putting databases
[2:41:35.740 --> 2:41:37.740]  transcripts of everything you say
[2:41:37.740 --> 2:41:40.740]  into those systems to be saved forever
[2:41:40.740 --> 2:41:41.740]  your phone is spying on you
[2:41:41.740 --> 2:41:44.740]  and companies are generating secret surveillance scores
[2:41:44.740 --> 2:41:45.740]  based on information
[2:41:45.740 --> 2:41:48.740]  this is the global Chinese communist social credit score
[2:41:48.740 --> 2:41:50.740]  get your protection privacy pockets
[2:41:50.740 --> 2:41:52.740]  at infowarstore.com
[2:41:52.740 --> 2:41:55.740]  and cut Big Brother off dead in his filthy tracks
[2:41:55.740 --> 2:42:09.740]  infowarstore.com
[2:42:09.740 --> 2:42:28.740]  music
[2:42:28.740 --> 2:42:29.740]  you know what's coming
[2:42:29.740 --> 2:42:31.740]  it's up on infowars.com
[2:42:31.740 --> 2:42:34.740]  robots use face scanning and ask people to wear masks
[2:42:34.740 --> 2:42:36.740]  it's now in America
[2:42:36.740 --> 2:42:37.740]  not in China
[2:42:37.740 --> 2:42:40.740]  video Portland Antifa
[2:42:40.740 --> 2:42:42.740]  stabbed in the breast
[2:42:42.740 --> 2:42:44.740]  runs the police ask for them to save them
[2:42:44.740 --> 2:42:47.740]  Chicago leaders call for Illinois to abolish history classes
[2:42:47.740 --> 2:42:50.740]  until the less racist curriculum is formed
[2:42:50.740 --> 2:42:52.740]  that's exactly what Jesse Lee Peterson
[2:42:52.740 --> 2:42:55.740]  was saying earlier is they don't want history taught
[2:42:55.740 --> 2:42:57.740]  because if you look at the West
[2:42:57.740 --> 2:42:58.740]  who we've had our own problems
[2:42:58.740 --> 2:42:59.740]  Lord knows we're evil
[2:42:59.740 --> 2:43:00.740]  we're falling
[2:43:00.740 --> 2:43:02.740]  compared to other places
[2:43:02.740 --> 2:43:05.740]  we pioneered trying to stop slavery
[2:43:05.740 --> 2:43:08.740]  and pioneered empowering women and children
[2:43:08.740 --> 2:43:10.740]  everybody else
[2:43:10.740 --> 2:43:11.740]  Jesse Lee Peterson is here
[2:43:11.740 --> 2:43:13.740]  he's got some of the solutions
[2:43:13.740 --> 2:43:15.740]  he's reached over a billion people in his work
[2:43:15.740 --> 2:43:18.740]  the antidote to all the chaos in inner cities
[2:43:18.740 --> 2:43:20.740]  let's cut to the chase on that
[2:43:20.740 --> 2:43:21.740]  what do we need to do
[2:43:21.740 --> 2:43:23.740]  what does Trump need to do
[2:43:23.740 --> 2:43:24.740]  what do I need to do
[2:43:24.740 --> 2:43:27.740]  number one Alice is a really good question
[2:43:27.740 --> 2:43:29.740]  I remember I thought about it during the break
[2:43:29.740 --> 2:43:32.740]  when the way they took over black people
[2:43:32.740 --> 2:43:34.740]  the number one way they took over the lives
[2:43:34.740 --> 2:43:35.740]  of black Americans
[2:43:35.740 --> 2:43:37.740]  was to get rid of the fathers
[2:43:37.740 --> 2:43:38.740]  when I was growing up
[2:43:38.740 --> 2:43:41.740]  there were fathers and grandfathers around
[2:43:41.740 --> 2:43:44.740]  I grew up around my fathers and grandfathers
[2:43:44.740 --> 2:43:45.740]  but what happened was
[2:43:45.740 --> 2:43:47.740]  they worked on the black man
[2:43:47.740 --> 2:43:49.740]  until they finally got him out of the home
[2:43:49.740 --> 2:43:53.740]  and the government replaced the man inside the home
[2:43:53.740 --> 2:43:54.740]  and once they did that
[2:43:54.740 --> 2:43:56.740]  they took over the women and children
[2:43:56.740 --> 2:43:58.740]  and it's just not been the same since
[2:43:58.740 --> 2:44:00.740]  there's an order to life
[2:44:00.740 --> 2:44:01.740]  and that order
[2:44:01.740 --> 2:44:02.740]  whether we know it or not
[2:44:02.740 --> 2:44:04.740]  like it or not accepted or agreed to it
[2:44:04.740 --> 2:44:06.740]  God in Christ, Christ in man
[2:44:06.740 --> 2:44:09.740]  man over woman and woman over children
[2:44:09.740 --> 2:44:11.740]  the love come from God through Christ
[2:44:11.740 --> 2:44:13.740]  through the man through the woman to the children
[2:44:13.740 --> 2:44:14.740]  and that's a perfect order
[2:44:14.740 --> 2:44:16.740]  and that order works
[2:44:16.740 --> 2:44:18.740]  and you can't brainwash people
[2:44:18.740 --> 2:44:20.740]  and use them for your personal gain
[2:44:20.740 --> 2:44:22.740]  when they grow up under that order
[2:44:22.740 --> 2:44:24.740]  so let's talk about that
[2:44:24.740 --> 2:44:26.740]  and men are willing to die for their women
[2:44:26.740 --> 2:44:27.740]  die for their children
[2:44:27.740 --> 2:44:28.740]  doesn't mean the women don't have power
[2:44:28.740 --> 2:44:29.740]  but let's explain
[2:44:29.740 --> 2:44:30.740]  Hitler said
[2:44:30.740 --> 2:44:32.740]  first you get the women
[2:44:32.740 --> 2:44:33.740]  then you've got the children
[2:44:33.740 --> 2:44:34.740]  so follow the men
[2:44:34.740 --> 2:44:35.740]  my dad grew up in East Texas
[2:44:35.740 --> 2:44:37.740]  when Jim Crow and all that was going out
[2:44:37.740 --> 2:44:39.740]  and his dad was standing up to it
[2:44:39.740 --> 2:44:40.740]  but he said it was crazy
[2:44:40.740 --> 2:44:41.740]  he said
[2:44:41.740 --> 2:44:43.740]  we're not defending segregation
[2:44:43.740 --> 2:44:44.740]  but they replaced one thing
[2:44:44.740 --> 2:44:45.740]  with something even more evil
[2:44:45.740 --> 2:44:46.740]  black people he said
[2:44:46.740 --> 2:44:48.740]  dressed as sharp as anybody
[2:44:48.740 --> 2:44:50.740]  they owned hotels, businesses
[2:44:50.740 --> 2:44:52.740]  they were in charge of themselves
[2:44:52.740 --> 2:44:53.740]  under that oppression
[2:44:53.740 --> 2:44:55.740]  and as soon as the money came in
[2:44:55.740 --> 2:44:56.740]  to end the family
[2:44:56.740 --> 2:44:57.740]  it all disintegrated
[2:44:57.740 --> 2:44:59.740]  and of course the LBJ wrote letters bragging
[2:44:59.740 --> 2:45:00.740]  he said
[2:45:00.740 --> 2:45:02.740]  my great society will destroy the black people
[2:45:02.740 --> 2:45:04.740]  it'll make them slaves
[2:45:04.740 --> 2:45:06.740]  and so as soon as they got the men out
[2:45:06.740 --> 2:45:08.740]  which is the feminist message
[2:45:08.740 --> 2:45:09.740]  the black lives matter message
[2:45:09.740 --> 2:45:10.740]  get rid of Hitler family
[2:45:10.740 --> 2:45:12.740]  now it's a bunch of women and children
[2:45:12.740 --> 2:45:13.740]  the government can control
[2:45:13.740 --> 2:45:14.740]  I mean it's very obvious
[2:45:14.740 --> 2:45:16.740]  that when you're enslaving a group
[2:45:16.740 --> 2:45:17.740]  you don't want to have warriors
[2:45:17.740 --> 2:45:19.740]  men to defend them
[2:45:19.740 --> 2:45:20.740]  that's right
[2:45:20.740 --> 2:45:21.740]  anytime you're at war
[2:45:21.740 --> 2:45:23.740]  if you're attacked by another country
[2:45:23.740 --> 2:45:25.740]  they're gonna go after the men first
[2:45:25.740 --> 2:45:27.740]  because the power is in demand
[2:45:27.740 --> 2:45:28.740]  and they know that
[2:45:28.740 --> 2:45:30.740]  so they got to get rid of him
[2:45:30.740 --> 2:45:32.740]  and that's what they did to black Americans
[2:45:32.740 --> 2:45:34.740]  they replaced the man with government
[2:45:34.740 --> 2:45:35.740]  as you said
[2:45:35.740 --> 2:45:36.740]  and now it's been down here
[2:45:36.740 --> 2:45:38.740]  for black women and children
[2:45:38.740 --> 2:45:39.740]  if you notice Alice
[2:45:39.740 --> 2:45:41.740]  they're doing the same thing to the white man
[2:45:41.740 --> 2:45:43.740]  and I've been saying for years
[2:45:43.740 --> 2:45:44.740]  to white men
[2:45:44.740 --> 2:45:45.740]  you got to protect your family
[2:45:45.740 --> 2:45:46.740]  you got to speak up
[2:45:46.740 --> 2:45:48.740]  because they're trying to turn your family
[2:45:48.740 --> 2:45:49.740]  against you
[2:45:49.740 --> 2:45:51.740]  if they can get rid of the white man
[2:45:51.740 --> 2:45:53.740]  it's going to be easy to
[2:45:53.740 --> 2:45:54.740]  destroy the country
[2:45:54.740 --> 2:45:57.740]  if you talk to your wife and children
[2:45:57.740 --> 2:45:59.740]  before they get them about it
[2:45:59.740 --> 2:46:00.740]  they get it and come tell you
[2:46:00.740 --> 2:46:01.740]  but if you never know about it
[2:46:01.740 --> 2:46:03.740]  they're going to turn against you
[2:46:03.740 --> 2:46:05.740]  how do you get to where your wife and your children
[2:46:05.740 --> 2:46:06.740]  understand this
[2:46:06.740 --> 2:46:08.740]  you have to be right and do right
[2:46:08.740 --> 2:46:10.740]  you have to be a man of character
[2:46:10.740 --> 2:46:12.740]  and when your wife and kids see that
[2:46:12.740 --> 2:46:15.740]  they're going to see the light of God inside of you
[2:46:15.740 --> 2:46:17.740]  and that will draw them unto you
[2:46:17.740 --> 2:46:19.740]  and you can guide them in the right way
[2:46:19.740 --> 2:46:20.740]  so you got to be a servant
[2:46:20.740 --> 2:46:22.740]  you got to get them to do the right thing
[2:46:22.740 --> 2:46:23.740]  but you got to carry out the trash
[2:46:23.740 --> 2:46:24.740]  help them cook the dinner
[2:46:24.740 --> 2:46:25.740]  be there for them
[2:46:25.740 --> 2:46:26.740]  not just watch sports all day
[2:46:26.740 --> 2:46:28.740]  you got to serve them
[2:46:28.740 --> 2:46:29.740]  they'll serve you
[2:46:29.740 --> 2:46:30.740]  you got to be right
[2:46:30.740 --> 2:46:32.740]  in order for them to do right
[2:46:32.740 --> 2:46:34.740]  because if you're right
[2:46:34.740 --> 2:46:36.740]  women love men who love what's right
[2:46:36.740 --> 2:46:38.740]  with all their heart, soul and might
[2:46:38.740 --> 2:46:39.740]  they trust that kind of man
[2:46:39.740 --> 2:46:40.740]  and they will follow that man
[2:46:40.740 --> 2:46:42.740]  likewise the children will follow the mother
[2:46:42.740 --> 2:46:43.740]  things will be fine
[2:46:43.740 --> 2:46:46.740]  but if the man is not of righteousness
[2:46:46.740 --> 2:46:47.740]  if he's not right
[2:46:47.740 --> 2:46:49.740]  he's not going to be able to guide his wife
[2:46:49.740 --> 2:46:51.740]  and children in the right way to go
[2:46:51.740 --> 2:46:53.740]  and it's not about who's better than it
[2:46:53.740 --> 2:46:55.740]  it's just the order of God
[2:46:55.740 --> 2:46:57.740]  that's why he ordained a family
[2:46:57.740 --> 2:46:59.740]  he created man and woman
[2:46:59.740 --> 2:47:02.740]  and he married them under his umbrella
[2:47:02.740 --> 2:47:03.740]  so that he could guide them
[2:47:03.740 --> 2:47:05.740]  but when you break that order
[2:47:05.740 --> 2:47:06.740]  by getting rid of the man
[2:47:06.740 --> 2:47:08.740]  then there's no light
[2:47:08.740 --> 2:47:10.740]  there's no love there to protect the woman
[2:47:10.740 --> 2:47:11.740]  a woman need to know that
[2:47:11.740 --> 2:47:12.740]  when the man's gone
[2:47:12.740 --> 2:47:13.740]  whoever's in power is now
[2:47:13.740 --> 2:47:15.740]  whether it's Stalin, Hitler or Mao
[2:47:15.740 --> 2:47:16.740]  or Nancy Pelosi
[2:47:16.740 --> 2:47:18.740]  that's now your husband
[2:47:18.740 --> 2:47:19.740]  that's right
[2:47:19.740 --> 2:47:20.740]  and that's a raw husband
[2:47:20.740 --> 2:47:21.740]  you don't want that one
[2:47:21.740 --> 2:47:22.740]  we have to be
[2:47:22.740 --> 2:47:24.740]  we have to reestablish the family
[2:47:24.740 --> 2:47:26.740]  and I'm saying to white men
[2:47:26.740 --> 2:47:28.740]  you cannot give into this crap
[2:47:28.740 --> 2:47:30.740]  don't let them take over the minds
[2:47:30.740 --> 2:47:32.740]  and hearts of your children
[2:47:32.740 --> 2:47:33.740]  look what happened
[2:47:33.740 --> 2:47:35.740]  as they sent the kids off to school
[2:47:35.740 --> 2:47:38.740]  and now the white kids have become antifa
[2:47:38.740 --> 2:47:41.740]  they have no business being a part of antifa
[2:47:41.740 --> 2:47:43.740]  but the education system have turned them
[2:47:43.740 --> 2:47:44.740]  against the father
[2:47:44.740 --> 2:47:45.740]  against the family
[2:47:45.740 --> 2:47:47.740]  and now they love evil
[2:47:47.740 --> 2:47:48.740]  and hate good
[2:47:48.740 --> 2:47:50.740]  we've got to restore that family
[2:47:50.740 --> 2:47:52.740]  it's man and woman getting married
[2:47:52.740 --> 2:47:54.740]  having children, being there for your family
[2:47:54.740 --> 2:47:55.740]  and guiding them
[2:47:55.740 --> 2:47:57.740]  protecting them in the right way to go
[2:47:57.740 --> 2:47:59.740]  and don't let the educational system
[2:47:59.740 --> 2:48:01.740]  which is a government system
[2:48:01.740 --> 2:48:03.740]  corrupt the hearts and minds of your kids
[2:48:03.740 --> 2:48:05.740]  they have the kids having sex
[2:48:05.740 --> 2:48:07.740]  out of wet lot smoking pot
[2:48:07.740 --> 2:48:09.740]  they pushing everything that's wrong
[2:48:09.740 --> 2:48:11.740]  living together before marriage
[2:48:11.740 --> 2:48:14.740]  when they can destroy your character
[2:48:14.740 --> 2:48:16.740]  then you have nothing to stand on
[2:48:16.740 --> 2:48:17.740]  but when you are a man or woman
[2:48:17.740 --> 2:48:19.740]  or morality of character
[2:48:19.740 --> 2:48:21.740]  you have a solid foundation
[2:48:21.740 --> 2:48:23.740]  and you cannot be deceived
[2:48:23.740 --> 2:48:25.740]  by the children of the lie
[2:48:25.740 --> 2:48:27.740]  and the children of the lie deliver media
[2:48:27.740 --> 2:48:29.740]  the democratic party
[2:48:29.740 --> 2:48:30.740]  the black race hustlers
[2:48:30.740 --> 2:48:32.740]  the right old republicans
[2:48:32.740 --> 2:48:33.740]  and the never troppers
[2:48:33.740 --> 2:48:35.740]  they are the children of the lie
[2:48:35.740 --> 2:48:37.740]  they are feeding the minds of the children
[2:48:37.740 --> 2:48:39.740]  the parents should prevent that from happening
[2:48:39.740 --> 2:48:41.740]  Jesse Lee Peterson
[2:48:41.740 --> 2:48:43.740]  when you were first starting out
[2:48:43.740 --> 2:48:44.740]  I knew about you 25 years ago
[2:48:44.740 --> 2:48:45.740]  how long you been on there
[2:48:45.740 --> 2:48:47.740]  30 years now
[2:48:47.740 --> 2:48:48.740]  it's amazing
[2:48:48.740 --> 2:48:50.740]  well what you said is all prophetic
[2:48:50.740 --> 2:48:52.740]  it's happening now
[2:48:52.740 --> 2:48:54.740]  but a long time ago
[2:48:54.740 --> 2:48:55.740]  we were really under the gun
[2:48:55.740 --> 2:48:57.740]  people weren't listening to us now
[2:48:57.740 --> 2:48:58.740]  I don't want to be too positive
[2:48:58.740 --> 2:48:59.740]  but man people are really listening now
[2:48:59.740 --> 2:49:00.740]  aren't they
[2:49:00.740 --> 2:49:01.740]  people seem to get it
[2:49:01.740 --> 2:49:02.740]  women seem to get it
[2:49:02.740 --> 2:49:03.740]  men seem to get it
[2:49:03.740 --> 2:49:05.740]  but men just can't say they're the leader
[2:49:05.740 --> 2:49:06.740]  they gotta need to be the leader
[2:49:06.740 --> 2:49:08.740]  that means they're gonna work two jobs
[2:49:08.740 --> 2:49:10.740]  they're gonna take care of kids when they're sick
[2:49:10.740 --> 2:49:11.740]  they're gonna bust their ass
[2:49:11.740 --> 2:49:12.740]  I mean being a leader means
[2:49:12.740 --> 2:49:14.740]  you're gonna work your ass off
[2:49:14.740 --> 2:49:16.740]  not sit back and watch sports
[2:49:16.740 --> 2:49:17.740]  you have to be the example
[2:49:17.740 --> 2:49:19.740]  of what you want your family to become
[2:49:19.740 --> 2:49:21.740]  because they're looking at you
[2:49:21.740 --> 2:49:23.740]  and whatever you are is what they will become
[2:49:23.740 --> 2:49:25.740]  so the men have to be that
[2:49:25.740 --> 2:49:26.740]  and they have to be men
[2:49:26.740 --> 2:49:28.740]  it's okay to be men
