[00:00:01.957 --> 00:00:03.658]  Another world.
[01:48:15.614 --> 01:48:16.735]  How dare you?
[01:48:16.735 --> 01:48:17.375]  Full-grown man.
[01:48:17.375 --> 01:48:18.396]  And they have articles going.
[01:48:19.096 --> 01:48:22.240]  In the U.S., a lot of twisted people have access to guns.
[01:48:22.240 --> 01:48:25.844]  That's why Alex Jones InfoWars were too dangerous not to be banned.
[01:48:25.844 --> 01:48:32.512]  He compared Darcy, the CNN journalist, Oliver Darcy, to Hitler Youth.
[01:48:32.512 --> 01:48:35.315]  And I said, you're like the last stringer.
[01:48:35.315 --> 01:48:36.576]  You're horrible.
[01:48:36.576 --> 01:48:37.377]  You're low quality.
[01:48:38.661 --> 01:48:44.362]  And the Globalist propped CNN up to stop, you know, the Allies' advance on Berlin like Hitler Youth.
[01:48:44.362 --> 01:48:45.642]  I was saying, you're being used.
[01:48:45.642 --> 01:48:47.763]  It was a very nuanced, literary thing.
[01:48:47.763 --> 01:48:50.743]  It wasn't like, you're a Nazi, go to hell!
[01:48:50.743 --> 01:48:54.844]  Hell, Twitter would give you an award for that if I'd said that to some conservative.
[01:48:54.844 --> 01:48:57.145]  So everything they do, they claim we're doing.
[01:48:57.145 --> 01:49:03.386]  So I'm banned because I talk bad to the guy that got us banned everywhere.
[01:49:04.690 --> 01:49:09.053]  Because I'm claiming he got me banned, which is true, so now I'm banned for daring to talk to him.
[01:49:09.053 --> 01:49:13.857]  And then they all colluded and knew it was going to happen hours before and wrote articles and admit they were colluding on it.
[01:49:13.857 --> 01:49:15.598]  That is crazy.
[01:49:15.598 --> 01:49:17.299]  It's also been put in the London Independent.
[01:49:17.299 --> 01:49:26.425]  So they're now combining the First Amendment with the Second Amendment and saying, take them both.
[01:49:26.425 --> 01:49:29.007]  Now our next guest has been hit with exactly this.
[01:49:29.007 --> 01:49:32.149]  He's showing nicely in the polls, Shiva.
[01:49:33.169 --> 01:49:39.715]  IDRI is our guest, and it's vasheva.com.
[01:49:39.715 --> 01:49:43.659]  It's centralsheba4senate.com.
[01:49:43.659 --> 01:49:46.822]  He'll give us the best websites, but everybody knows who he is.
[01:49:46.822 --> 01:49:47.403]  He's been on the show.
[01:49:47.403 --> 01:49:49.344]  He's the inventor of email, on record.
[01:49:49.344 --> 01:49:52.347]  He's a big engineer, big scientist, MIT, whole nine yards.
[01:49:52.347 --> 01:49:57.672]  And he has been barred, or they're trying to bar him from the debates, because the fake Indian, Pocahontas,
[01:49:58.513 --> 01:50:02.674]  Cannot have the real thing there, a businessman, to confront her.
[01:50:02.674 --> 01:50:06.195]  So, great to have you here during this great season of banning.
[01:50:06.195 --> 01:50:13.998]  You're, I know, having to sue to be part of the debate because she doesn't want to actually stand on the battlefield of ideas like an authoritarian leftist.
[01:50:13.998 --> 01:50:16.278]  She wants to shut down your speech.
[01:50:16.278 --> 01:50:18.139]  So, thanks for joining us, Sheba.
[01:50:18.139 --> 01:50:18.879]  Thanks, Alex.
[01:50:18.879 --> 01:50:20.900]  Basically, Whitey doesn't want Darkie on the stage.
[01:50:22.554 --> 01:50:24.134]  Well, let's break that down.
[01:50:24.134 --> 01:50:27.415]  Because if I say it, the media will clip it out and say I said it to you.
[01:50:27.415 --> 01:50:29.156]  What are you saying?
[01:50:29.156 --> 01:50:35.318]  Well, what I mean by that, Alex, is Elizabeth Warren claims she's for blacks and minorities and poor, right?
[01:50:35.318 --> 01:50:47.021]  And here you have a minority, you know, as someone who came through the legal immigrant process, struggled, went through the American journey, education,
[01:50:48.024 --> 01:50:48.704]  Yeah, we're good.
[01:51:04.873 --> 01:51:16.408]  She's colluded with a fake Trumper, a guy called Dirty Deal, who voted for Joe Biden as a Saudi lobbyist, as his campaign manager, and they colluded to not even invite me to the debates.
[01:51:16.408 --> 01:51:17.950]  I'm a bona fide candidate.
[01:51:17.950 --> 01:51:22.616]  You know, our volunteers who are here, we got 20,000 signatures to get on the ballot.
[01:51:23.391 --> 01:51:24.972]  We struggled out there.
[01:51:24.972 --> 01:51:26.592]  We played by the rules.
[01:51:26.592 --> 01:51:32.775]  And what Warren did was right after the primaries, in fact, midnight before the primaries, she said, I will debate the Republican.
[01:51:32.775 --> 01:51:34.796]  Well, what about the darky Indian guy?
[01:51:34.796 --> 01:51:36.657]  Is he just a illegitimate?
[01:51:37.358 --> 01:51:39.579]  You know, quote unquote, bastard, right?
[01:51:39.579 --> 01:51:43.602]  So that's how they want to treat the American people, because this is not about me.
[01:51:43.602 --> 01:51:52.807]  It's the fact that the Republicans and Democrats in Massachusetts, by the way, there's only one party in Massachusetts, the Democrats, and they have another face called the Republicans.
[01:51:52.807 --> 01:52:04.334]  The guy that won the primary, again, I said this guy voted for Biden, switched from Republican to Democrat the same time Warren went from Democrat, I mean, Republican to Democrat, he went from Democrat to Republican.
[01:52:04.992 --> 01:52:09.675]  So what you have is you have a uniparty system and they really want to keep freedom of choice out.
[01:52:09.675 --> 01:52:12.936]  What we did, Alex, was I was thinking this was going to happen.
[01:52:12.936 --> 01:52:22.741]  So we sent a legal notice to the University of Massachusetts, which is a federally funded government institution, which will be hosting these three debates, which I'm excluded of.
[01:52:22.741 --> 01:52:33.407]  And we told them that's a violation of free speech because you can't really attack the private media companies, but you can expose the University of Massachusetts, by the way, which is run by a former Democrat
[01:52:33.787 --> 01:52:37.090]  One of the most corrupt politicians called Marty Meehan.
[01:52:37.090 --> 01:52:43.955]  And so it's clear the Republicans and Democrats said we got to keep that darky real Indian off of the stage because he's going to cause problems.
[01:52:43.955 --> 01:52:47.398]  Because you know when I'm on the stage, Alex, I'm going to expose the hell out of her.
[01:52:47.398 --> 01:52:49.500]  I'll mop the floor with her.
[01:52:49.500 --> 01:52:51.221]  But she's put this fake Trumper on there.
[01:52:51.221 --> 01:53:01.169]  The fake Indian wants a fake Trumper to mislead all the Massachusetts voters that he's a Trumper to take it away from the real guy who's anti-establishment from the real
[01:53:03.035 --> 01:53:05.676]  So that's the insidious game, but we're not going to let him get away with it.
[01:53:05.676 --> 01:53:09.217]  Wednesday, if they don't put me on stage, Alex, we're going to file a federal lawsuit.
[01:53:09.217 --> 01:53:12.399]  And you know I do pretty well with lawsuits.
[01:53:12.399 --> 01:53:14.039]  That's right.
[01:53:14.039 --> 01:53:23.343]  Let's spend a few minutes talking about what you would say on the debate stage against her, what you would hit her with in your first opening three-minute statement.
[01:53:24.005 --> 01:53:27.748]  Well, the first thing I'd hit her with, and the other guys, the establishment is one.
[01:53:27.748 --> 01:53:32.591]  The Republicans and Democrats have been colluding against the working people of this country.
[01:53:32.591 --> 01:53:37.395]  I would hit her with the fact that, A, you voted for the Monsanto Protection Act.
[01:53:37.395 --> 01:53:38.836]  You voted yay for it.
[01:53:38.836 --> 01:53:41.858]  You voted to support corrupt defense contractors.
[01:53:41.858 --> 01:53:43.219]  You wanted to bomb Syria.
[01:53:43.699 --> 01:53:46.201]  And you wanted a bigger military budget than Trump.
[01:53:46.201 --> 01:53:47.722]  You're an imperialist globalist.
[01:53:47.722 --> 01:53:53.686]  And the third thing I hit her with very hard was that her Dodd-Frank destroyed 1,200 community banks.
[01:53:53.686 --> 01:53:56.688]  That she is not a champion of everyday working people.
[01:53:56.688 --> 01:53:58.489]  She's not a champion of the poor.
[01:53:58.489 --> 01:54:00.591]  She has created segregation in Massachusetts.
[01:54:00.591 --> 01:54:03.593]  The average net worth of a black person is $8.
[01:54:03.593 --> 01:54:08.296]  And the average net worth of a poor white person is never spoken about.
[01:54:08.656 --> 01:54:19.272]  I would hit her with the fact that she is part of the Deep State, she is part of Harvard University, which she's never ever criticized, and Harvard is the epicenter and the Alpha and Omega of the Deep State.
[01:54:19.272 --> 01:54:22.436]  That's what I'd bring about, Alex, because that would expose her to the
[01:54:23.818 --> 01:54:25.119]  And that's exactly what they're doing!
[01:54:43.973 --> 01:54:49.136]  That's exactly what they're doing on the censorship against us, because a lot of the Republicans are for it, like Marco Rubio.
[01:54:49.136 --> 01:54:54.400]  What do you think about what's happened to me and thousands of other prominent conservative leaders and millions of people?
[01:54:54.400 --> 01:54:58.262]  As Trump said, there is a total crackdown 60 days out.
[01:54:58.262 --> 01:54:59.063]  It's outrageous.
[01:54:59.063 --> 01:55:00.224]  What do you think Trump should do?
[01:55:00.224 --> 01:55:03.186]  I know he's readying an arsenal of action.
[01:55:03.939 --> 01:55:07.782]  First, first of all, Alex, I thought the way you hit Rubio was awesome.
[01:55:07.782 --> 01:55:12.565]  You know, I don't think any other real journalist would have hit him like that.
[01:55:12.565 --> 01:55:18.809]  The guys that completes, as you know, I use this technical word called scumbag, and that's what Marco Rubio is.
[01:55:18.809 --> 01:55:22.492]  He's never stood for any principles but himself, so I thought what you did was great.
[01:55:22.492 --> 01:55:33.079]  Now, relative to what they've done to you and the attack on you, it's an attack on the foundation of the principles of this country, which was First Amendment, which was we have access to free discourse, free speech.
[01:55:33.459 --> 01:55:49.464]  And the reason the founder set that up is so you have an opportunity to have a whole range of views so people can listen to a whole range of views and they believe that people had a brain of their own so they could come to decisions by trying to ban you, you know, leave people like me off a debate stage.
[01:55:49.704 --> 01:55:51.545]  They want to narrow it and control it.
[01:55:51.545 --> 01:55:52.847]  It's the centralization of power.
[01:55:52.847 --> 01:55:53.307]  Well, I agree.
[01:55:53.307 --> 01:56:06.157]  And what do you think of the new role of the corporate press openly cheerleading to have everyone libertarian, everyone nationalist, everyone free market removed, and then horrible race baiting to make everyone fight with each other?
[01:56:06.157 --> 01:56:07.758]  This is so criminal.
[01:56:07.758 --> 01:56:08.939]  I think it's going to backfire.
[01:56:08.939 --> 01:56:12.582]  A. And then B. I want to hold you over and ask you, we played a lot of this earlier.
[01:56:12.582 --> 01:56:16.145]  Did you see Obama hours ago taking credit for the Trump economy?
[01:56:16.145 --> 01:56:17.166]  This is getting ridiculous.
[01:56:18.393 --> 01:56:23.234]  Yeah, well, look, Barack Obama, you know, he went to this place called Harvard Law School.
[01:56:23.234 --> 01:56:24.915]  You don't have to be that smart to go there.
[01:56:24.915 --> 01:56:27.175]  A lot of idiots go there.
[01:56:27.175 --> 01:56:29.716]  Obama has never created anything in his life.
[01:56:29.716 --> 01:56:33.297]  So obviously he wants to take credit for something because he's trying to rewrite his legacy.
[01:56:33.297 --> 01:56:34.637]  That's what Obama's about.
[01:56:34.637 --> 01:56:37.598]  That's what most of these so-called politicians are about.
[01:56:37.998 --> 01:56:40.861]  But at the fundamental level, Alex, we actually have a solution.
[01:56:40.861 --> 01:56:46.527]  And I've talked about it before on how we can actually overcome this attack on free speech.
[01:56:46.527 --> 01:56:47.928]  And maybe we should talk about it when we get back.
[01:56:47.928 --> 01:56:52.433]  But it's fundamentally using the framework of the institutions that the founders set up.
[01:56:52.433 --> 01:56:57.158]  One of them is called the United States Postal Service, which was actually set up to protect free speech.
[01:56:57.458 --> 01:57:07.650]  We need to resurrect that and really use that institution to offer what I call a federal digital service that will protect email, social media.
[01:57:07.650 --> 01:57:09.792]  That's a service by the people.
[01:57:09.792 --> 01:57:11.194]  Oh, you're showing a story we were talking about.
[01:57:11.194 --> 01:57:18.162]  They actually set the post office up because they wanted people to be able to accurately communicate because before the crown would manipulate mail and stuff.
[01:57:18.382 --> 01:57:19.143]  Exactly.
[01:57:19.143 --> 01:57:19.523]  Exactly.
[01:57:19.523 --> 01:57:21.905]  The Postal Service was set up.
[01:57:21.905 --> 01:57:24.927]  It was the teeth behind the First Amendment.
[01:57:24.927 --> 01:57:31.253]  Up until 1970, nearly 70% of the... And it was the secret of the federal expansion, the whole country being formed.
[01:57:31.253 --> 01:57:35.236]  It was communications, and accurate communications, and fair communications.
[01:57:35.236 --> 01:57:35.957]  Sheba's so smart.
[01:57:35.957 --> 01:57:38.459]  We'll come back and talk about that and a lot more in the third hour.
[01:57:38.459 --> 01:57:42.102]  Whatever you do, share the live links, telephone to the local stations you're listening to.
[01:57:42.102 --> 01:57:44.784]  That's how we override Hillary and Soros.
[01:57:44.784 --> 01:57:45.965]  It's how we beat the enemy.
[01:57:52.307 --> 01:57:54.669]  The Real Red Pill Plus, ladies and gentlemen.
[01:57:54.669 --> 01:57:58.112]  Our team is constantly on the lookout for newer and better ways to improve our products.
[01:57:58.112 --> 01:58:04.477]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[01:58:04.477 --> 01:58:09.981]  The Real Red Pill Plus is an all-new version of the powerhouse preglanone product.
[01:58:09.981 --> 01:58:17.667]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[01:58:18.127 --> 01:58:24.573]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[01:58:24.573 --> 01:58:34.963]  Now, with an extra proprietary energy blend inside, including Green Tea Extract, Aromante Leaf Extract, and more, you can get that extra pick-me-up, all supporting your mind and body in a healthy way.
[01:58:34.963 --> 01:58:37.725]  It's got all the great stuff that Real Red Pill has.
[01:58:37.725 --> 01:58:39.667]  It's also got the boost in it.
[01:58:39.667 --> 01:58:42.930]  Get the Real Red Pill Plus at InfoWarStore.com.
[01:58:48.089 --> 01:58:54.385]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:58:54.385 --> 01:58:55.407]  Ultimate Bone Broth.
[01:58:57.162 --> 01:59:03.746]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:59:03.746 --> 01:59:12.832]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health treats on the planet.
[01:59:12.832 --> 01:59:24.660]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[01:59:25.240 --> 01:59:37.186]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[01:59:37.186 --> 01:59:40.927]  It's time to experience what Ultimate Bone Broth can do for you.
[01:59:40.927 --> 01:59:51.312]  Get a bottle of the all-new version of a fan-favorite product today at Infowarsstore.com.
[01:59:51.312 --> 01:59:53.974]  You're listening to The Alex Jones Show.
[01:59:59.002 --> 02:00:04.745]  You know, the mainstream media are so blind.
[02:00:25.117 --> 02:00:26.118]  To how they attack me.
[02:00:26.118 --> 02:00:34.603]  I'm going to talk about this in the next segment, but they think that when I'm getting attacked, I'm getting monetary things taken away that I think I'm losing.
[02:00:34.603 --> 02:00:36.605]  I'm not just trying to make money or I would have joined them.
[02:00:37.560 --> 02:00:39.482]  I'm trying to take the country back.
[02:00:39.482 --> 02:00:43.526]  I'm trying to defeat them because they're a clear and present danger of nasty, horrible people.
[02:00:43.526 --> 02:00:58.139]  And after they've done all this stuff to us and everybody else, don't they get we're now just reckon ordering and reorganizing and that we're not going to go away, that now they really have... Because I sort of asked this question earlier and then I forgot to get to the answer.
[02:00:58.139 --> 02:00:59.741]  We kind of joke around about this too much.
[02:00:59.741 --> 02:01:01.102]  This is real authoritarianism.
[02:01:01.102 --> 02:01:02.883]  How do we bring immediacy to this?
[02:01:03.908 --> 02:01:15.831]  And let folks know, this is deadly serious, because even if, you know, Sheba, Dr. Sheba, running for Senate doesn't win, he's won by taking the arena.
[02:01:15.831 --> 02:01:17.791]  He will be hurting the globalists.
[02:01:17.791 --> 02:01:19.431]  And he could win!
[02:01:19.431 --> 02:01:20.892]  And so, that's what we're getting at.
[02:01:20.892 --> 02:01:23.432]  So, Sheba, continue here.
[02:01:23.432 --> 02:01:26.913]  Again, what's the best website for folks to visit to find out more about you running for Senate?
[02:01:27.728 --> 02:01:28.228]  Thanks, Alex.
[02:01:28.228 --> 02:01:32.029]  The best website is Shiva4Senate, the numeral 4senate.com.
[02:01:32.029 --> 02:01:36.710]  And by the way, Alex, you know we have these awesome magnetic signs, road warrior signs.
[02:01:36.710 --> 02:01:40.211]  We've probably got about a thousand of them out on the road right now.
[02:01:40.211 --> 02:01:52.294]  And in response to us getting this meme out, only the real Indian can defeat the fake Indian, the Boston Globe, which used to be previously owned by the New York Times, I think they paid some ridiculous amount of money and then sold it back.
[02:01:52.854 --> 02:01:56.016]  To some guy who runs the Boston Red Sox here.
[02:01:56.016 --> 02:02:05.921]  The interesting thing about that is they wrote nearly like a 15-page article, Alex, trying to say that Elizabeth Warren did not get into Harvard because she was Native American.
[02:02:05.921 --> 02:02:11.204]  And this was a direct response to our explosively growing campaign on the ground.
[02:02:11.204 --> 02:02:13.986]  What's interesting in that article, Alex, is that
[02:02:15.021 --> 02:02:21.708]  They don't tell this to the people that no university is ever going to say, oh yeah, we hired Alex because he's a Native American.
[02:02:21.708 --> 02:02:24.170]  We hired Owen because he's Irish.
[02:02:24.170 --> 02:02:31.077]  But Harvard got sued though this year and they had to admit the admissions that they said Asians may have the highest test scores.
[02:02:31.798 --> 02:02:40.022]  But because they test low in our score for having a soul, for being funny, we're saying they're stupid.
[02:02:40.022 --> 02:02:49.667]  What a, that is the most racist, whacked out, and that's the thing is how's the left going to deal with the top richest groups per capita being Asians?
[02:02:49.667 --> 02:02:53.108]  Nine groups of Asians are on top and then some white people.
[02:02:53.108 --> 02:02:58.151]  How in the world are they going to sit there and say now you put blacks in slave camps?
[02:02:58.151 --> 02:02:58.711]  I just don't get it.
[02:02:59.673 --> 02:03:08.457]  Yeah, well, remember, what the liberal elite do is they actually like to pit black against white, you know, black against yellow.
[02:03:08.457 --> 02:03:10.198]  They like to create a race war.
[02:03:10.198 --> 02:03:13.259]  So what Harvard, you know, affirmative action was a gain of the civil rights movement.
[02:03:13.259 --> 02:03:14.079]  It was a band-aid.
[02:03:14.079 --> 02:03:16.941]  It never really solved the real fundamental issues.
[02:03:16.941 --> 02:03:24.444]  And what Harvard did was, if an Asian American applies, they apply a 20% discount to their SAT scores, for example.
[02:03:25.064 --> 02:03:31.787]  So that's how they were discriminating against Asians, and then Asians get upset with black people, and black people get upset with Asians.
[02:03:31.787 --> 02:03:36.669]  Sure, and Hollywood puts out movies that Asians owning stores are exploitive, then have your own store!
[02:03:36.669 --> 02:03:49.615]  I'm not against black, Asian, anybody, but like this, I just love how I hardly ever see Asians running around bitching and complaining, but that's why I think they've hired that racist lady at Harvard, SJWs, they're really trying to find some racist Asians to get that stirred up.
[02:03:50.413 --> 02:03:56.122]  Right, and the thing is, you know, many of these liberal elite always want to do diversity reports.
[02:03:56.122 --> 02:03:59.988]  There's no diversity report done on the faculty composition of Harvard.
[02:03:59.988 --> 02:04:01.330]  Why don't we do that?
[02:04:01.330 --> 02:04:03.433]  And we'll probably find some very illuminating things.
[02:04:03.433 --> 02:04:04.575]  Well, yeah, they're all basically white.
[02:04:05.916 --> 02:04:08.720]  They're white, and let's even do a religious analysis.
[02:04:08.720 --> 02:04:10.823]  If you were to say that, that's not allowed.
[02:04:10.823 --> 02:04:14.327]  So, the bottom line is, you know, they do analysis of other people.
[02:04:14.327 --> 02:04:15.049]  Well, you just said it.
[02:04:15.049 --> 02:04:16.631]  A certain religion dominates it.
[02:04:16.631 --> 02:04:17.893]  Which, exactly.
[02:04:17.893 --> 02:04:21.418]  And then it's leftists that are always pushing race because they're obsessed with it!
[02:04:22.168 --> 02:04:23.749]  Right, but they don't put it on themselves.
[02:04:23.749 --> 02:04:37.340]  So Elizabeth Warren, you know, wants a white guy on stage with her, a dumb white guy, you know, a dumb white guy who's a fake Republican because the Democrats want, you know, real Republicans, real conservatives not really to be exposed.
[02:04:37.340 --> 02:04:38.360]  No, exactly.
[02:04:38.360 --> 02:04:40.342]  Look, if you get on the stage, you could probably win an upset.
[02:04:40.342 --> 02:04:42.304]  And so we got to get you in there.
[02:04:42.304 --> 02:04:42.724]  Absolutely.
[02:04:43.004 --> 02:04:46.449]  Let's come back and do a few minutes with you, though, on the history of the Post Office, because you know your stuff.
[02:04:46.449 --> 02:04:47.471]  I want to hear your plan for that.
[02:04:47.471 --> 02:04:49.714]  And then, Owen, I'm going to ask you a big question straight ahead.
[02:04:49.714 --> 02:04:50.515]  This is a big question.
[02:04:50.515 --> 02:04:53.580]  So, folks, stay with us and spread those links, or Soros wins.
[02:04:53.580 --> 02:04:54.021]  Seriously!
[02:04:56.297 --> 02:05:00.262]  Living in volcano may sound more dramatic than it really is.
[02:05:00.262 --> 02:05:03.046]  The real drama can be found here in Leilani Estates.
[02:05:03.046 --> 02:05:09.835]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[02:05:09.835 --> 02:05:12.619]  Volcanic ash may contain heavy metal particles.
[02:05:13.340 --> 02:05:17.141]  An acid rain could lower the pH of the water to unhealthy levels.
[02:05:17.141 --> 02:05:23.623]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[02:05:23.623 --> 02:05:28.585]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[02:05:29.335 --> 02:05:33.257]  Next, we tested the water from our Alexa Pure gravity filter.
[02:05:33.257 --> 02:05:40.461]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[02:05:40.461 --> 02:05:45.163]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[02:05:45.163 --> 02:05:51.367]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[02:05:51.367 --> 02:05:55.349]  But more importantly, a good water filtration system will purify it.
[02:05:57.637 --> 02:05:58.939]  The answer to 1984 is 1776.
[02:05:58.939 --> 02:06:00.601]  You're listening to The Alex Jones Show.
[02:06:32.401 --> 02:06:38.663]  She was running for Congress, and he's really got Elizabeth Warren, Pocahontas, mad.
[02:06:38.663 --> 02:06:39.683]  She doesn't want him in the debates.
[02:06:39.683 --> 02:06:55.287]  But just finishing up, you have a plan for the Post Office that I find intriguing, because I know, and I read about Benjamin Franklin and the whole setting up the Post Office and the plan, because the British were always manipulating mail and charging you more or less, and things were notoriously might take a year to even, you know, go 500 miles.
[02:06:55.287 --> 02:06:57.168]  People were really sick of it.
[02:06:57.168 --> 02:06:58.408]  And our Post Office
[02:06:58.948 --> 02:07:02.370]  Was like the model of well-oiled corporate machines later.
[02:07:02.370 --> 02:07:07.372]  So how did our government then deliver a system, because it was privatized, that now has become such a problem?
[02:07:07.372 --> 02:07:13.575]  And I know big companies want to get rid of it, but couldn't we reform it to create checks and balances with the private corporates?
[02:07:13.575 --> 02:07:15.636]  That's a big debate.
[02:07:15.636 --> 02:07:17.997]  What's your plan, Doctor?
[02:07:17.997 --> 02:07:21.659]  So Alex, I don't want to promote anything, but this is a pretty good book I wrote.
[02:07:21.659 --> 02:07:23.440]  It's called The Future of Email.
[02:07:23.440 --> 02:07:25.421]  And I say it's here and it's dangerous.
[02:07:25.421 --> 02:07:28.062]  And one of the chapters... And again, you're the inventor of email on record.
[02:07:28.689 --> 02:07:31.910]  I invented the first email system so I know a little bit about email.
[02:07:31.910 --> 02:07:37.593]  One of the chapters I have, you can see it, it's called Hillary's Email and the New Cast System.
[02:07:37.593 --> 02:07:53.499]  And what I talk about in this book is that when the post office was set up, it was set up as just like the checks and balances of the United States government, the post office was a very important institution.
[02:07:53.499 --> 02:07:58.541]  And the goal was that I could send an email to Alex, Alex could send an email to Owen, and no one would interfere.
[02:07:58.621 --> 02:08:03.163]  And if it wasn't there, that infrastructure wasn't there, the corporates would triple charges.
[02:08:21.937 --> 02:08:22.417]  Exactly.
[02:08:22.417 --> 02:08:25.039]  So the Postal Service is a mega institution.
[02:08:25.039 --> 02:08:34.245]  Now, in 1997, you know, one of the companies I did, separate from the invention of email, was to actually analyze email that grew to a very large company.
[02:08:34.245 --> 02:08:43.571]  And in 1997, the reason I bring up that date was that was the date that email volume exceeded snail mail or paper mail volume.
[02:08:44.051 --> 02:08:46.133]  And I saw this very interesting trend.
[02:08:46.133 --> 02:08:56.881]  Four years before that, you had companies like Hotmail, Yahoo, Google came into the mix, and they were offering public, free email services.
[02:08:56.881 --> 02:08:57.441]  Everyone remember this?
[02:08:57.441 --> 02:08:57.461]  1993.
[02:08:57.461 --> 02:08:58.782]  1993 was when those companies started coming.
[02:09:02.259 --> 02:09:04.741]  Now in 1997, email volume exceeded.
[02:09:04.741 --> 02:09:12.447]  So I actually met with the Postal Service while I was running my company, Echo Mail, and I said, look, there's a serious problem here.
[02:09:12.447 --> 02:09:12.967]  The U.S.
[02:09:12.967 --> 02:09:22.714]  Postal Service should offer a public email service as an alternative to these private free email services, and you guys could probably charge about $50.
[02:09:24.125 --> 02:09:28.088]  And, but you would protect the email.
[02:09:28.088 --> 02:09:31.290]  Because that would put under federal law's umbrella that no one can read it.
[02:09:31.290 --> 02:09:32.151]  Exactly.
[02:09:32.151 --> 02:09:38.295]  Because what most Americans don't know is when they sign up for their free... There's a Google and all of them, read it all, sell it all.
[02:09:38.735 --> 02:09:42.480]  Read it all, and they're signing away, frankly, their freedom because it says they own it.
[02:09:55.416 --> 02:09:58.397]  Right, so that's what Google and Facebook are fundamentally doing.
[02:09:58.397 --> 02:09:59.778]  So the Postal Service was set up.
[02:09:59.778 --> 02:10:06.121]  So, the Postal Service, these guys are making a lot of money, these fat cats, not innovators like Franklin.
[02:10:06.121 --> 02:10:06.801]  They laughed at me.
[02:10:06.801 --> 02:10:08.662]  They said, look, we're the Postal Service.
[02:10:08.662 --> 02:10:10.023]  We don't need to do that.
[02:10:10.023 --> 02:10:11.444]  We're in the print mail business.
[02:10:11.444 --> 02:10:12.724]  What are you talking about email?
[02:10:12.724 --> 02:10:14.225]  Well, fast forward to 2011.
[02:10:14.225 --> 02:10:15.445]  Sure, they didn't get it.
[02:10:15.445 --> 02:10:16.786]  Then they could have advertisements.
[02:10:16.786 --> 02:10:18.287]  Then they could have other services.
[02:10:18.287 --> 02:10:20.568]  They could have been the Amazon.
[02:10:21.363 --> 02:10:21.863]  Exactly.
[02:10:21.863 --> 02:10:27.267]  So fast forward to 2011, the morons at the Postal Service announced that they're going out of business.
[02:10:27.267 --> 02:10:28.208]  Bankrupt.
[02:10:28.208 --> 02:10:29.149]  Okay?
[02:10:29.149 --> 02:10:36.094]  And I hit them hard again, and there was an article that came out in Time Magazine, and I said, look, you guys didn't listen to me.
[02:10:36.094 --> 02:10:38.095]  You should have done what I told you to.
[02:10:38.095 --> 02:10:41.418]  The IG of the Postal Service contacts me,
[02:10:41.978 --> 02:10:42.439]  I don't think so.
[02:10:59.100 --> 02:11:05.262]  By, A, offering a public digital service, not only for email, Alex, but for social media services.
[02:11:05.262 --> 02:11:07.143]  And it would protect us as Americans.
[02:11:07.143 --> 02:11:10.884]  Well, again, I delivered those reports, they threw them in the trash, probably.
[02:11:10.884 --> 02:11:14.125]  Because these guys, you know, lawyer lobbyists affect them.
[02:11:14.125 --> 02:11:20.047]  They probably, you know, I haven't done the research, but they probably are in collusion with Google, Facebook, etc.
[02:11:20.047 --> 02:11:24.088]  But the opportunities, the Postal Service, think about it, has all the infrastructure.
[02:11:24.088 --> 02:11:26.969]  They have little physical real estate in every little town.
[02:11:27.389 --> 02:11:32.891]  Well, on that physical real estate... And they have the federal law and the culture where they're not allowed to read it.
[02:11:32.891 --> 02:11:34.892]  But it gets even more interesting, Alex.
[02:11:34.892 --> 02:11:46.816]  On each of those postal service towers, we could put up what are called a mesh network antennas, and we could create our own... And there you have a true federal communications network.
[02:11:46.816 --> 02:11:48.837]  And people are like, this is government, we don't want that.
[02:11:48.837 --> 02:11:50.858]  The tech companies are already bigger than government!
[02:11:51.198 --> 02:11:59.065]  And this is something that I think President Trump will understand, and Brad Parscale, perhaps, 2020 campaign manager, is something, you know, with Sheva breaking it down.
[02:11:59.065 --> 02:12:04.030]  Because it could be a free network that isn't censored, and it would destroy Facebook and Google and everyone!
[02:12:04.030 --> 02:12:04.891]  Yeah!
[02:12:04.891 --> 02:12:05.912]  That's a hell of an idea!
