[00:00.000 --> 00:18.640]  The
[2:02:34.020 --> 2:02:40.020]  take action. The best selling products are back in stock. X3, biggest sale ever, 60% off reshipping.
[2:02:40.020 --> 2:02:46.020]  Highest quality, ultimate krill oil, back in stock, 40% off. Biotrystallinium sold out for months,
[2:02:46.020 --> 2:02:51.020]  back in stock, 50% off. Get products that make your life better and support the info war of
[2:02:51.020 --> 2:02:56.020]  361.
[2:03:04.020 --> 2:03:11.020]  Live from the info wars.com studios, you're listening to the Alex Jones show.
[2:03:11.020 --> 2:03:21.020]  You, don't have my name.迟anny.
[2:03:25.020 --> 2:03:31.020]  You don't have it. But it is now.
[2:03:31.020 --> 2:03:59.260]  If you were going to make a run at humanity and set up a worldwide government to steal
[2:03:59.260 --> 2:04:05.580]  the future would you do it with tanks or aircraft would you do it in black
[2:04:05.580 --> 2:04:20.940]  uniforms no that's always failed but if you did it through the medical system
[2:04:20.940 --> 2:04:25.780]  and through propaganda and through a rainbow flag you'd have a good shot at
[2:04:25.780 --> 2:04:31.260]  catching humanity with her pants down now I want to explain something when I
[2:04:31.260 --> 2:04:40.900]  cover this next story everything in this article makes me physically sick
[2:04:40.900 --> 2:04:51.460]  because I was studying who Fauci and all these people were 20 years ago so to sit
[2:04:51.460 --> 2:04:54.620]  here and try to explain it to the public it's like somebody trying to teach
[2:04:54.620 --> 2:05:01.220]  somebody Martian that never knew how to speak Martian but I think you've seen so
[2:05:01.220 --> 2:05:06.180]  far that we're not making this stuff up for whatever weird reason I got into
[2:05:06.180 --> 2:05:12.500]  studying this stuff very very early you know we're the 27 years overnight
[2:05:12.500 --> 2:05:18.940]  success story and here's why I'm really frustrated and I and the best way to
[2:05:18.940 --> 2:05:22.980]  describe this is just tell you my own personal psychological processing because
[2:05:22.980 --> 2:05:29.260]  I don't do this you're not gonna get it and I'm the same way we don't have much
[2:05:29.260 --> 2:05:35.300]  time to stop this and they believe your idiots and they believe your fools and
[2:05:35.300 --> 2:05:38.820]  they believe they can depopulate you and that you're gonna do nothing about it
[2:05:38.820 --> 2:05:43.140]  and if you do nothing about it they metaphysically through survival of the
[2:05:43.140 --> 2:05:50.460]  fittest and social Darwinism believe that you deserve it so it is not
[2:05:50.460 --> 2:05:54.900]  theatrics that I almost went to take for ten minutes to just try to go in my
[2:05:54.900 --> 2:05:59.100]  office and read over these articles again and just try to come out here and
[2:05:59.100 --> 2:06:05.620]  give this speech because even a statesman even a great orator delivering
[2:06:05.620 --> 2:06:09.500]  this type of information would take months to prepare something like this
[2:06:09.500 --> 2:06:19.980]  we don't have months here's an analogy imagine you're an astronomer 150 years
[2:06:19.980 --> 2:06:25.060]  ago you learned about sunspots mass coronal ejections and in that alternate
[2:06:25.060 --> 2:06:29.260]  reality that alternate universe you're looking at the Sun one day through your
[2:06:29.260 --> 2:06:35.700]  green lens protect your eyes and you see a mass coronal ejection so much bigger
[2:06:35.700 --> 2:06:39.740]  you've ever seen and you realize the Sun has just exploded like well that's not a
[2:06:39.740 --> 2:06:43.660]  mass coronal ejection that's not a sunspot it's as big as the Sun now wait
[2:06:43.660 --> 2:06:48.060]  the Sun is exploding it's a supernova we're gonna be dead in seven minutes
[2:06:48.060 --> 2:06:54.380]  because you've measured light you know light gets here in seven minutes and
[2:06:54.380 --> 2:07:00.220]  that's what this is like for me I'm a father I'm a regular person you I mean
[2:07:00.220 --> 2:07:04.500]  and I'm here watching them destroy our economy watching them turn us against
[2:07:04.500 --> 2:07:09.940]  each other watching them enslave us and I'm just like you and I'm watching the
[2:07:09.940 --> 2:07:20.340]  equivalent of a political cultural supernova and the destruction of humanity
[2:07:20.340 --> 2:07:25.220]  and I'm looking at it through a telescope right now and we got seven
[2:07:25.220 --> 2:07:35.220]  minutes to live but we don't have seven minutes we got two three years until
[2:07:35.220 --> 2:07:39.020]  it's too late to stop their operation and I'm not gonna join them in their
[2:07:39.020 --> 2:07:47.900]  operation even to save my family it's probably not too late because I could
[2:07:47.900 --> 2:07:54.020]  still join them but then I'd lose my soul and so it's physically nauseating to
[2:07:54.020 --> 2:07:59.020]  sit here and talk about this and I'm not building this up I'm just teeing it up
[2:07:59.020 --> 2:08:07.420]  that imagine if you were an astronomer and the Sun started having a bunch of
[2:08:07.420 --> 2:08:16.380]  coronal mass ejections and use the Superman analogy you know his dad says
[2:08:16.380 --> 2:08:20.340]  this planet's gonna collapse and explode we've taken too much energy out of its
[2:08:20.340 --> 2:08:25.780]  core they were using like thermal some type of thermal geothermal energy he
[2:08:25.780 --> 2:08:28.580]  said you've exhausted the core of the planet the planet's gonna implode now
[2:08:28.580 --> 2:08:34.140]  after hundreds of thousands of years of you know you'll never never advancing
[2:08:34.140 --> 2:08:39.180]  being stagnant and it's my estimation within six months this planet will
[2:08:39.180 --> 2:08:49.780]  explode by imploding and then that's what happened in that fictional world so
[2:08:49.780 --> 2:08:57.220]  that's the allegory of where we are they have flipped the switches they have
[2:08:57.220 --> 2:09:05.940]  initiated the depopulation and and I know the sick part of you because I'm
[2:09:05.940 --> 2:09:09.220]  just as sick as you are probably sicker you're like screw these leftists and
[2:09:09.220 --> 2:09:13.540]  idiots with their mask and their shots let them die we're gonna have to take
[2:09:13.540 --> 2:09:16.700]  care of them they're gonna sap and destroy all the pension funds the
[2:09:16.700 --> 2:09:21.060]  economy and implode it all and then it's gonna get worse they're gonna release
[2:09:21.060 --> 2:09:25.860]  real deadly variants as they're now announcing I'm just like you I'm like
[2:09:25.860 --> 2:09:30.300]  screw them fine let them down I'm like oh no wait a minute because that's gonna
[2:09:30.300 --> 2:09:36.460]  come back on us anything evil always does that's why joining the globalist
[2:09:36.460 --> 2:09:41.580]  he's only pretending because there is no joining with evil like this so I'm gonna
[2:09:41.580 --> 2:09:49.060]  I promise I'll cover it next segment I'm happy to throw up because I won't take
[2:09:49.060 --> 2:09:52.580]  what Fauci and Gates have done to us there's just some new piece of news and
[2:09:52.580 --> 2:09:56.500]  like not making a big deal I'm gonna fully absorb it I'm gonna do whatever it
[2:09:56.500 --> 2:09:59.780]  takes to stop them or I'm gonna die trying see that's what's normal about a
[2:09:59.780 --> 2:10:03.380]  commitment against evil and that's what you're gonna have to do and I'm gonna
[2:10:03.380 --> 2:10:07.020]  have to do we're all gonna have to do it and not just take the next piece of
[2:10:07.020 --> 2:10:11.420]  info as they piss in our faces and as they kill our children and as they do
[2:10:11.420 --> 2:10:18.300]  this is normal and something we're gonna accept we cannot do it anymore and of
[2:10:18.300 --> 2:10:21.620]  course he predicts what he's about to already do yeah print that off for me I
[2:10:21.620 --> 2:10:28.660]  mean this is so easy to predict look at those two psychotics
[2:10:28.860 --> 2:10:36.300]  your TV viewer the headlines on info wars.com
[2:10:37.500 --> 2:10:45.660]  smoking gun one month before COVID outbreak Fauci and Moderna sent an MRNA
[2:10:45.660 --> 2:10:52.500]  coronavirus vaccine candidates to the Wuhan lab link doctor
[2:10:55.140 --> 2:11:03.020]  what's that mean well I had my big smoking gun a few months ago head of
[2:11:03.020 --> 2:11:13.140]  Gates program head of Gates program admits to developing COVID-19 virus
[2:11:13.140 --> 2:11:18.220]  Peter does it same one that ran the whitewash over all but this is them right
[2:11:18.220 --> 2:11:23.060]  when they knew they were releasing it saying okay go ahead and produce your
[2:11:23.060 --> 2:11:28.460]  vaccine which this lab was involved already developing under other names
[2:11:28.460 --> 2:11:33.420]  they just changed the name so you go oh my god look how incredible we are we
[2:11:33.420 --> 2:11:39.980]  already have it ready for you right now and how they transferred it from
[2:11:39.980 --> 2:11:49.020]  Chapel Hill to Wuhan so they could hide their operations I mean the smoking gun
[2:11:49.020 --> 2:11:53.340]  is them running the lab saying they to do MRNA getting the viruses out of the
[2:11:53.340 --> 2:11:57.140]  caves bringing it there making it all I mean that's all there already this is
[2:11:57.140 --> 2:12:02.580]  just like almost as bad as a confession video from Fauci because they wanted the
[2:12:02.580 --> 2:12:09.220]  money on top of it so did you know Fauci was already giving candidates for a
[2:12:09.220 --> 2:12:14.860]  COVID-19 vaccine before anyone even knew about it or announced it isn't that
[2:12:14.860 --> 2:12:22.500]  cute oh the IMF and World Bank had articles two years before about COVID-19
[2:12:22.500 --> 2:12:27.540]  and their internal documents have come out she told an actuary it's all been
[2:12:27.540 --> 2:12:32.380]  prepared that's why Fauci got up in 2017 and said soon Trump will be challenged
[2:12:32.380 --> 2:12:37.580]  by this big pandemic and they're all got it all prescripted already and we're
[2:12:37.580 --> 2:12:40.860]  all supposed to just sit here while they kill us and shut us down and bankrupt
[2:12:40.860 --> 2:12:44.620]  us and say we're not essential and just they all save me Bill Gates save me
[2:12:44.620 --> 2:12:49.300]  Fauci instead of arrest their asses right now
[2:12:49.300 --> 2:12:55.060]  I don't like coming to you and saying this could be our last broadcast hell I've
[2:12:55.060 --> 2:12:59.020]  been on there 27 years and only the last year or so if I said that but let me tell
[2:12:59.020 --> 2:13:02.620]  you the New World Order is breathing down our neck the big globalist
[2:13:02.620 --> 2:13:05.300]  publications are coming after us and they're doing everything they can to
[2:13:05.300 --> 2:13:09.820]  shut us down so please pray to keep info wars on the air and please support the
[2:13:09.820 --> 2:13:13.900]  local states you're listening to as well at the same time go to infowarstore.com
[2:13:13.900 --> 2:13:18.940]  while you still can and get a book get a film get a t-shirt get some
[2:13:18.940 --> 2:13:23.180]  supplements because it's that money that helps us stay on air in the face of
[2:13:23.180 --> 2:13:27.220]  this thing I need your help more than ever now I want to keep fighting the
[2:13:27.220 --> 2:13:32.420]  globalist but I can't do it if you don't support us so pray for us word of mouth
[2:13:32.420 --> 2:13:36.500]  tell folks about the broadcast however you can and buy great products that will
[2:13:36.500 --> 2:13:41.420]  enrich you your family's lives every day at infowarstore.com whether it's high
[2:13:41.420 --> 2:13:46.460]  quality coffee or supplements or books or films all of it nurtures the soul all
[2:13:46.460 --> 2:13:51.140]  of it empowers humanity all of it is pro-human and pro-god thank you so much
[2:13:51.140 --> 2:13:55.980]  I started taking high-end fish oil and high-end krill oil more than a decade
[2:13:55.980 --> 2:13:59.420]  ago because the scientific literature is overwhelming it's good for your heart
[2:13:59.420 --> 2:14:03.500]  your brain your whole body your well-being a lot of folks take it before
[2:14:03.500 --> 2:14:07.180]  they take test people that have arthritis pain they take it it's well
[2:14:07.180 --> 2:14:12.260]  known for the things it does for a body it makes our lives so much better then I
[2:14:12.260 --> 2:14:16.460]  learned about high-grade fish oil and high-grade krill oil we've got both
[2:14:16.460 --> 2:14:20.340]  infowarstore.com but with the COVID lockdown supply chains are broken down
[2:14:20.340 --> 2:14:23.580]  so it's been months and months and months since we've had krill oil back at
[2:14:23.580 --> 2:14:26.980]  stock well let's get back ladies and gentlemen and despite the fact that it's
[2:14:26.980 --> 2:14:30.900]  already very fairly priced for the grade it is highest quality we're
[2:14:30.900 --> 2:14:35.980]  offering it at 40% off for a limited time at infowarstore.com with free
[2:14:35.980 --> 2:14:39.340]  shipping and double pay for your points because I want those of you that have
[2:14:39.340 --> 2:14:42.020]  already been customers have a chance to get more of it and I want new viewers
[2:14:42.020 --> 2:14:45.740]  and listeners who haven't tried it to get it from us and then try regular krill
[2:14:45.740 --> 2:14:50.300]  oil that is not one-tenth as powerful as ours this is the highest grade back at
[2:14:50.300 --> 2:14:58.380]  stock infowarstore.com you're listening to the Alex Jones show
[2:16:50.300 --> 2:17:07.700]  ladies and gentlemen we are live I'm Alex Jones for Broadcasting Worldwide
[2:17:07.700 --> 2:17:21.860]  the hospitals in the last year and a half were empty and all those cancer
[2:17:21.860 --> 2:17:25.100]  patients and all those heart patients and all those patients that had flesh
[2:17:25.100 --> 2:17:31.300]  shooting bacteria they had to die they admit that and the 15 plus million the
[2:17:31.300 --> 2:17:35.060]  starved death in the first year alone on top of the 15 million that normally
[2:17:35.060 --> 2:17:39.500]  starved to death and all the millions that died of other diseases that couldn't
[2:17:39.500 --> 2:17:45.860]  get treatment we're all sacrificed the name of this hysteria and this lie
[2:17:45.860 --> 2:17:50.620]  what's the name of today's broadcast learn how the great reset plan is to
[2:17:50.620 --> 2:17:59.300]  kill you and your family that's not a lie that's the truth a psychotic cult of
[2:17:59.300 --> 2:18:03.180]  scientists backed by the richest corporations on earth have launched
[2:18:03.180 --> 2:18:16.620]  their post human in game so you want me to play a 10 or 15 top scientists saying
[2:18:16.620 --> 2:18:22.260]  we should be popular with the earth using viruses or maybe the Queen Elizabeth
[2:18:22.260 --> 2:18:27.660]  husband saying it or maybe maybe their son saying it or maybe Ted Turner's
[2:18:27.660 --> 2:18:31.700]  saying it maybe Bill Gates saying it we played all that before they're doing it
[2:18:31.700 --> 2:18:37.220]  to us and the good news is they're a little pissed they can't believe actually
[2:18:37.220 --> 2:18:40.580]  that they're only getting like 50% inoculation rates it's not as high as
[2:18:40.580 --> 2:18:44.460]  they're saying and they're really upset that people are talking about them and
[2:18:44.460 --> 2:18:52.700]  the things they've done the things they've been up to we got a real fighting
[2:18:52.700 --> 2:18:58.620]  chance at this but we knew what was coming a world ID a world social credit
[2:18:58.620 --> 2:19:02.100]  score where you don't have a job unless you take whatever it is these
[2:19:02.100 --> 2:19:09.820]  corporations want to put in your body and I was wrong everybody gives me
[2:19:09.820 --> 2:19:13.660]  credit for being way ahead of the curve and knowing all this stuff I predicted
[2:19:13.660 --> 2:19:17.380]  when they launched their simulant bio attack that it would be real to a
[2:19:17.380 --> 2:19:22.460]  certain extent but a carrier for a future more deadly version and that was
[2:19:22.460 --> 2:19:32.100]  true that was right but not that when they gave the first vaccine I figured it
[2:19:32.100 --> 2:19:37.140]  would be basically placebo to set the precedent that it wouldn't hurt you so
[2:19:37.140 --> 2:19:43.180]  you'd trust the next big one I was wrong they're so far behind they said screw it
[2:19:43.180 --> 2:19:48.060]  let's kill a whole bunch of people name a bunch sterilize a bunch and see if we
[2:19:48.060 --> 2:19:51.860]  can manage this and carry this out because there's psychos and that's what
[2:19:51.860 --> 2:19:55.420]  they're into you're like why do they do that they got all that money so they
[2:19:55.420 --> 2:19:59.260]  should be out on yachts and airplanes and having fun because they're killers
[2:19:59.260 --> 2:20:03.740]  they're of their father the devil they can't help it yeah we'll play the
[2:20:03.740 --> 2:20:09.060]  surprise outbreak clip next segment so yeah they've got a beating up villagers
[2:20:09.060 --> 2:20:14.300]  force inoculating them making them wear skull and crossbones necklaces I talked
[2:20:14.300 --> 2:20:16.940]  to my wife about she was I don't believe that and she looked at the videos is on
[2:20:16.940 --> 2:20:21.900]  national Hindu news them doing all this like that you know that even the
[2:20:21.900 --> 2:20:27.540]  religious news of India is putting it up to the Indian times all of it I mean
[2:20:27.540 --> 2:20:35.780]  that's what's happening this is a cult of control and people are told you can't
[2:20:35.780 --> 2:20:38.940]  go out you can't have a job you're gonna go bankrupt your business is shut down
[2:20:38.940 --> 2:20:42.940]  you can't ship your farm produce unless you take a shot villagers start coming
[2:20:42.940 --> 2:20:45.580]  and kicking your ass they go listen they're not gonna let us ship our produce
[2:20:45.580 --> 2:20:49.380]  out of here have electricity until everybody's inoculated until the
[2:20:49.380 --> 2:20:53.740]  villagers beat your ass themselves and hold you down and make you take it they
[2:20:53.740 --> 2:21:00.940]  want to make that what did what did another Bronin say our vice president
[2:21:00.940 --> 2:21:04.660]  Kamala Harris I'll play the clip next segment hell fact you are up right now
[2:21:04.660 --> 2:21:10.500]  she says I want you to go door-to-door not even their contact tracers not even
[2:21:10.500 --> 2:21:14.380]  their own Clinton Foundation UN intimidators with your cell phone data
[2:21:14.380 --> 2:21:20.820]  that Google and Apple make you have on your phone regardless illegally not
[2:21:20.820 --> 2:21:25.340]  just the weird crazy gay pride armies of folks like we're gay take our shot take
[2:21:25.340 --> 2:21:28.780]  the shot take it like okay okay you're gay you want me to take something my
[2:21:28.780 --> 2:21:35.860]  body to you want to rape me I mean that's how sick the cult of these lost
[2:21:35.860 --> 2:21:39.980]  poor people like I don't hate these people because they're attracted to the
[2:21:39.980 --> 2:21:44.940]  same sex I just like them because they're totally brainwash loser followers
[2:21:44.940 --> 2:21:48.740]  that love the system and will take another body whatever they're told
[2:21:48.740 --> 2:21:53.860]  whenever they're told because they've been separated from God and now when
[2:21:53.860 --> 2:22:00.380]  they're separated from God they become engines to attack my freedoms and then
[2:22:00.380 --> 2:22:09.780]  to come to my door and say put this in your body let me genetically rape you
[2:22:09.780 --> 2:22:15.540]  here's Kamala Harris what to share with people when you're canvassing in your
[2:22:15.540 --> 2:22:20.500]  community to help address their legitimate concerns and needs so for
[2:22:20.500 --> 2:22:24.300]  example if you knock on the door and someone says they don't have the time
[2:22:24.300 --> 2:22:28.340]  to get the vaccine because people are busy they're trying to just make it through
[2:22:28.340 --> 2:22:34.420]  the day or they say that pharmacies are never open when they do have time well
[2:22:34.420 --> 2:22:39.540]  let's address that because now you can let them know that pharmacies across our
[2:22:39.540 --> 2:22:46.620]  country are keeping their doors open for 24 hours on Fridays in June including
[2:22:46.620 --> 2:22:54.180]  today because we need to meet people where they are some folks are working
[2:22:54.180 --> 2:22:59.180]  two jobs some folks are working three jobs so let's figure out how we can make
[2:22:59.180 --> 2:23:04.260]  it accessible for them to get a vaccine when they're able and once they say they
[2:23:04.260 --> 2:23:08.860]  can't miss work well you can tell them that there are employers across the
[2:23:08.860 --> 2:23:14.740]  country who are offering paid time off for their employees to get vaccinated and
[2:23:14.740 --> 2:23:18.860]  we want to encourage so there you go they'll do anything to get you to do
[2:23:18.860 --> 2:23:23.540]  this and then out of the gates heart inflammation heart attacks strokes
[2:23:23.540 --> 2:23:26.940]  death we'll show you the numbers we come back but the smoking gun I've not been
[2:23:26.940 --> 2:23:30.220]  building it up for no reason I'm I'm gonna read the whole thing I'm gonna
[2:23:30.220 --> 2:23:35.500]  show the documents it makes me physically sick it's it's Fauci months before
[2:23:35.500 --> 2:23:39.860]  it was announced COVID was out there saying get your COVID-19 by name virus
[2:23:39.860 --> 2:23:42.580]  vaccine ready because they already had it named they already had it ready they
[2:23:42.580 --> 2:23:45.700]  already had it prepared to come out be the savers of the earth all run out of
[2:23:45.700 --> 2:23:49.380]  that criminal command base blue hot
[2:23:51.780 --> 2:23:57.380]  your voice counts when you share information be it over the internet or
[2:23:57.380 --> 2:24:02.020]  in person it changes the world the globalists know their agenda is unpopular
[2:24:02.020 --> 2:24:06.420]  they know you're angry and now to get around big tech it's more important than
[2:24:06.420 --> 2:24:10.820]  ever to use every tool we've got the ladies and gentlemen if you sign up for
[2:24:10.820 --> 2:24:15.180]  our free news and show alerts you can then take those alerts those articles
[2:24:15.180 --> 2:24:19.180]  and those live feeds both the regular shows the special reports and share them
[2:24:19.180 --> 2:24:24.860]  with everyone you know take action now by texting the word news any ws to 833
[2:24:24.860 --> 2:24:31.620]  470-0438 that's 833-470-0438 for info or as emergency news
[2:24:31.620 --> 2:24:37.980]  alerts or text the word show to 833-470-0438 and receive live show
[2:24:37.980 --> 2:24:42.900]  notifications take action now rate the chain reaction until others to share
[2:24:42.900 --> 2:24:48.820]  those texts get news alerts at 833-470-0438
[2:24:50.700 --> 2:24:59.060]  as men age they often experience a slowdown in vitality energy and overall
[2:24:59.060 --> 2:25:06.340]  wellness and that's why we made one of our most popular formulas to date super
[2:25:06.340 --> 2:25:12.740]  male vitality specifically designed to assist the body in regulating proper
[2:25:12.740 --> 2:25:19.060]  balance to create superior vitality in males now look this unique formula
[2:25:19.060 --> 2:25:24.420]  promotes your body's own natural responses and it contains no synthetic
[2:25:24.420 --> 2:25:30.940]  chemicals and no unwanted additives yes we're talking about ancient wisdom
[2:25:30.940 --> 2:25:35.860]  combined with modern technology working together in perfect
[2:25:35.860 --> 2:25:41.060]  synchronicity to help you get the most out of this herb packed formula so what
[2:25:41.060 --> 2:25:45.780]  are you waiting for go to the info or store never been a better time than right
[2:25:45.780 --> 2:25:52.780]  now super male vitality at info or store com in the last 16 months info or
[2:25:52.780 --> 2:25:56.260]  researchers have been hard at work developing the ultimate high-quality
[2:25:56.260 --> 2:26:01.220]  affordable systems to boost your body's natural defenses and make you have an
[2:26:01.220 --> 2:26:05.580]  overall healthier happier life and we now have them available at info or store
[2:26:05.580 --> 2:26:10.060]  com get all three of these formulas together for 40% off or individually 25%
[2:26:10.060 --> 2:26:16.300]  on we have the whole food multi vitamin system 25% off introductory price we
[2:26:16.300 --> 2:26:20.980]  have the info or slide vitamin C plus zinc 1100% your daily allowance just of
[2:26:20.980 --> 2:26:25.180]  the sea alone research what that's about minus pulling one a Nobel Prize for it
[2:26:25.180 --> 2:26:30.500]  25% off and then vitamin D3 plus calcium gummies 25% off as well all three
[2:26:30.500 --> 2:26:36.940]  together 40% off at info or store com info or life whole food multi vitamin the
[2:26:36.940 --> 2:26:42.260]  info or life vitamin C plus zinc info or life vitamin D3 and calcium gummies get
[2:26:42.260 --> 2:26:46.540]  all three of these formulas together for 40% off or individually 25% off with
[2:26:46.540 --> 2:26:51.980]  free shipping and double patriot points at info or store com I'm up here working
[2:26:51.980 --> 2:26:56.860]  on a Thursday night in mid-April 2021 and I just want to say something I am so
[2:26:56.860 --> 2:27:00.380]  blessed and honored to work with this incredible crew that has come together
[2:27:00.380 --> 2:27:03.740]  over the years and is truly an answer to prayer and I am so blessed and
[2:27:03.740 --> 2:27:07.580]  thankful for all of you the listeners of the show I want you to know that I love
[2:27:07.580 --> 2:27:11.380]  you and I appreciate you whether you are old whether you are spanning quite
[2:27:11.380 --> 2:27:14.620]  black it doesn't matter you've got red blood and if you love freedom and
[2:27:14.620 --> 2:27:19.140]  justice and if you love our innocent children we are brothers and sisters
[2:27:19.140 --> 2:27:23.020]  together and it has just been an incredible experience to work with you
[2:27:23.020 --> 2:27:26.740]  over the years and as crazy your things are I want to keep working into the
[2:27:26.740 --> 2:27:32.060]  future but again that's really up to you and up to God so please I hope God
[2:27:32.060 --> 2:27:36.700]  works through you and put some message to your heart and support us but again
[2:27:36.700 --> 2:27:39.300]  that's up to you and your relationship with God I just want to thank you all
[2:27:39.300 --> 2:27:43.500]  for the years of support you've given us and what you've done and just ask you
[2:27:43.500 --> 2:27:47.780]  again to pray to God and ask what God's vision is for you and hopefully God will
[2:27:47.780 --> 2:27:52.220]  touch your heart to continue to support him for worse God bless
[2:27:52.220 --> 2:28:15.940]  you're listening to the Alex Jones show
[2:28:22.220 --> 2:28:34.940]  you know what I'm gonna say
[2:28:45.460 --> 2:28:52.140]  that arrogant monster and the Fauci has been running the federal government
[2:28:52.140 --> 2:28:56.820]  disease response for 45 years
[2:28:56.820 --> 2:29:00.900]  ally with Bill Gates ally with the globalist thinks we're too stupid to
[2:29:00.900 --> 2:29:05.740]  take him on like he says questioning him is questioning science well I thought
[2:29:05.740 --> 2:29:11.980]  science is questioning he said don't question me again last week he helped
[2:29:11.980 --> 2:29:16.820]  set up the major illegal under international law bio weapons labs here
[2:29:16.820 --> 2:29:20.900]  in the United States and in 2015 when there was a major pushback by US
[2:29:20.900 --> 2:29:29.620]  scientists he moved the illegal gain of function coronavirus operation to China
[2:29:29.620 --> 2:29:35.540]  so they could dummy up the records and claim it came out of a zoological area
[2:29:35.540 --> 2:29:39.860]  but it's those documents that showed they were dummy enough to us their attempt
[2:29:39.860 --> 2:29:46.020]  at a cover-up that has covered them up with their own corruption which is now
[2:29:46.020 --> 2:29:51.420]  sinking them to the bottom it's covering up their political grave
[2:29:51.420 --> 2:29:57.180]  burying them six feet under so here's Fauci right after Trump got in saying
[2:29:57.180 --> 2:30:00.580]  don't worry there's gonna be a big pandemic coming there'll be a major
[2:30:00.580 --> 2:30:05.340]  challenge to Trump and you look at the self-satisfied announcement he's like
[2:30:05.340 --> 2:30:10.820]  Hitler announcing the invasion of North Africa or the bombing of Britain I
[2:30:10.820 --> 2:30:15.540]  mean he is as pleased as a pig and you know what here it is if there's one
[2:30:15.540 --> 2:30:21.140]  message that I want to leave with you today based on my experience and you'll
[2:30:21.140 --> 2:30:26.780]  see that in a moment is that there is no question that there will be a challenge
[2:30:26.780 --> 2:30:31.620]  the coming administration in the arena of infectious diseases both chronic
[2:30:31.620 --> 2:30:35.460]  infectious diseases in the sense of already ongoing disease and we have
[2:30:35.460 --> 2:30:40.100]  certainly a large burden of that but also there will be a surprise outbreak
[2:30:40.100 --> 2:30:44.820]  and I hope by the end of my relatively short presentation you will understand
[2:30:44.820 --> 2:30:50.460]  why history and the history of the last 32 years that I've been the director of
[2:30:50.460 --> 2:30:55.780]  NIAID will tell the next administration that there's no doubt in anyone's mind
[2:30:55.780 --> 2:30:59.540]  that they will be faced with the challenges that their predecessors
[2:30:59.540 --> 2:31:05.700]  were faced with so for those so there you go ladies and gentlemen so let's get to
[2:31:05.700 --> 2:31:09.340]  the big news that's been on info wars.com now for over an hour but I've
[2:31:09.340 --> 2:31:12.780]  been giving you some of the backstory and hopefully getting everybody's
[2:31:12.780 --> 2:31:16.980]  attention to share this information and I don't know how you have a hardcore
[2:31:16.980 --> 2:31:21.820]  enough headline. I'm not saying Kellerman Green's headline is a strong enough it's
[2:31:21.820 --> 2:31:26.380]  it's very it's strong it's the truth but it could be more strong because this is
[2:31:26.380 --> 2:31:33.420]  hardcore. Smoking gun question mark. Let's pull the actual article up see if
[2:31:33.420 --> 2:31:36.140]  he's changed that to just smoking gun he can do what he wants he's a writer here
[2:31:36.140 --> 2:31:40.580]  but I'm just saying smoking gun, exclamation point, one month before
[2:31:40.580 --> 2:31:49.880]  COVID outbreaks Fauci and Moderna sent quote quote mRNA coronavirus vaccine
[2:31:49.880 --> 2:31:57.540]  candidates to Wuhan lab linked doctor well he's not just the doctor he was
[2:31:57.540 --> 2:32:01.660]  actual head of the project Peter Dazik was above him but he was the doctor at
[2:32:01.660 --> 2:32:06.900]  Chapel Hill North Carolina that actually ran it. Documents show Anthony Fauci's
[2:32:06.900 --> 2:32:13.500]  NIH and pharma giant Moderna shared mRNA coronavirus vaccine candidates that's a
[2:32:13.500 --> 2:32:20.820]  quote with an expert who mentored the Wuhan bat lady and helped test the
[2:32:20.820 --> 2:32:26.340]  COVID vaccine one month before COVID-19 was identified. Originally posted at
[2:32:26.340 --> 2:32:30.620]  Axios last year it's all high to complain to you. Documents revealed that US
[2:32:30.620 --> 2:32:36.540]  government and Moderna teamed up and to send material transfer agreements to
[2:32:36.540 --> 2:32:42.180]  top specialists just days before COVID-19 was leaked in Wuhan, China.
[2:32:42.180 --> 2:32:46.620]  Everyone Fauci got confronted they said you're doing gain of function by
[2:32:46.620 --> 2:32:56.020]  Senator Paul goes that wasn't Chapel Hill not the other plate playing games. The
[2:32:56.020 --> 2:33:00.060]  transfer agreement was signed by multiple parties between December 12th
[2:33:00.060 --> 2:33:07.860]  December 19th 2019 months before we hear about the Wuhan situation. According to
[2:33:07.860 --> 2:33:11.740]  official narrative the World Health Organization WHO became aware of the
[2:33:11.740 --> 2:33:18.660]  pneumonia outbreak in the city of Wuhan in December 31st 2019 but kept it
[2:33:18.660 --> 2:33:23.980]  quiet that's still well ahead of this so that's right on time.
[2:33:23.980 --> 2:33:30.060]  I'm gonna read this in Fauci's voice not until January night 2020 to do release an
[2:33:30.060 --> 2:33:34.780]  official statement regarding the novel coronavirus found in the hospital patient
[2:33:34.780 --> 2:33:39.900]  in Wuhan. One of the signees of the transfer agreement Dr. Ralph Barrick of
[2:33:39.900 --> 2:33:45.300]  UNC Chapel Hill headed up the whole project has extremely close ties with
[2:33:45.300 --> 2:33:50.860]  the Wuhan Institute of Technology. I don't know does my genitals have to do with
[2:33:50.860 --> 2:33:58.740]  my body or maybe my eyes. In the material transfer from me Fauci and Moderna asked
[2:33:58.740 --> 2:34:06.100]  Barrick to perform challenge studies with mRNA vaccine in a redacted model as
[2:34:06.100 --> 2:34:13.100]  described by Exhibit A. So they know this is about to happen they're running
[2:34:13.100 --> 2:34:17.180]  event 201 a month two months before Fauci is with Gates where this exacting
