[00:00.000 --> 00:07.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[1:06:33.000 --> 1:06:39.000]  Or to talk about how the media is saying mercury is good for your brain or they want to put lithium in the water to make us all more docile.
[1:06:39.000 --> 1:06:51.000]  I mean, this is now out in the open. Then I'm going to get into the nanny state, banning salt, $1,000 fines of their salt on your food, banning sweet drinks or putting big taxes on it.
[1:06:51.000 --> 1:06:59.000]  I mean, this is total control and it's not about taking care of you. It's about controlling your life.
[1:06:59.000 --> 1:07:03.000]  Let's talk to Charisma in Texas. You're on the air. Go ahead.
[1:07:03.000 --> 1:07:12.000]  Yes, Alex. Good afternoon to you. Well, I have been going here and there because something happened to me. Well, I was in an abusive relationship.
[1:07:12.000 --> 1:07:18.000]  So to make the story short, I went to a safe place for abuse women's shelter. They were wonderful there until I got out from there.
[1:07:18.000 --> 1:07:31.000]  There was kind of, I believe she was a very kind of, kind of exploitive advocate, written me that if I would not go to MHMR for medication or whatsoever, I would, they would not help.
[1:07:31.000 --> 1:07:39.000]  Yeah, so you had an abusive relationship. You went to the big feminist group. They helped you some, but now they want to put you on drugs.
[1:07:39.000 --> 1:07:45.000]  They're now saying all women are mentally ill that have babies, that all women have to be put on a Prozac drug after they have a baby.
[1:07:45.000 --> 1:07:50.000]  When you have a car wreck, they try to put you on it. They want everyone drugged.
[1:07:50.000 --> 1:07:56.000]  Yes, Alex. And now I'm a hostage because wherever I go, I'm trying to improve my life. Nobody would accept me for improving my life.
[1:07:56.000 --> 1:08:04.000]  I know. These are ghouls. It's like the mafia. Once you take something from them, they want to get you in the system. I appreciate your call. Sorry to hear about that.
[1:08:04.000 --> 1:08:09.000]  Bobby in Kentucky, you're on the air. Go ahead.
[1:08:09.000 --> 1:08:10.000]  Yeah, Alex, can you hear me?
[1:08:10.000 --> 1:08:11.000]  Yes, I can. Go ahead.
[1:08:11.000 --> 1:08:12.000]  Yeah.
[1:08:12.000 --> 1:08:18.000]  Yeah, I just wanted to say, um, give me a favor and turn your radio off. Give me a favor and turn your radio off.
[1:08:18.000 --> 1:08:19.000]  Yeah, is that better?
[1:08:19.000 --> 1:08:23.000]  I need it all the way off.
[1:08:23.000 --> 1:08:30.000]  I'm calling in regarding the fluoride comments that were made. I recently went to a dentist that was a look that is here.
[1:08:30.000 --> 1:08:33.000]  Kind of a smaller dentist. He wasn't a real big practice.
[1:08:33.000 --> 1:08:42.000]  And it was funny. One of the comments that he told me was that, um, basically, you know, I said, well, what kind of toothpaste should I get? What kind of fluoride should I buy?
[1:08:42.000 --> 1:08:47.000]  You know, to protect my teeth better. So my situation wouldn't happen again.
[1:08:47.000 --> 1:09:00.000]  And it was funny because the thing that he told me was, you know, regardless of what everybody else thinks, the only thing you truly need is water to brush your teeth because it's the mechanical operation that cleans your teeth versus what toothpaste or fluoride you use.
[1:09:00.000 --> 1:09:11.000]  Exactly. You get bacteria that grow. They defecate. That's called plaque that has acid in it. You need to brush your teeth before meals, not after meals.
[1:09:11.000 --> 1:09:22.000]  Brushing your teeth twice a day. It's easy. Look at my teeth. Never had a cavity. Go ahead.
[1:09:22.000 --> 1:09:36.000]  Yeah, it was just, it was just crazy that, that, you know, I've been listening to show for a couple months now and you've brought the light up, you know, so many things and it just compared to something you've said in your show now to something that really happened to me is just bringing a whole new light to everything.
[1:09:36.000 --> 1:09:38.000]  So I appreciate it. And I'm sure.
[1:09:38.000 --> 1:09:47.000]  Well, Bobby, God bless you. What you should do is if you're sitting in over 70% of the cities and towns do fluoridate your water, you ask for a term. They'll give you one.
[1:09:47.000 --> 1:09:57.000]  You'll see big bags that have skull and crossbones say deadly poison. And they'll tell you, well, there's only a little bit in there, but it is a cumulative poison like arsenic.
[1:09:57.000 --> 1:10:01.000]  It's so deadly. Robert in Washington, you're on the air. Go ahead.
[1:10:01.000 --> 1:10:18.000]  Hey, Alex, how's it going? I'll keep this quick. I looked on to, I'm in Tacoma, Washington, and I went to our water site and found out that our water is fluoridated. But I just want people to go look because they offer us unfloridated water from certain times of the day.
[1:10:18.000 --> 1:10:30.000]  Bring your own container and you go to their well and you can get unfloridated water. So, and that's because people are demanding and it's like 10 years ago you couldn't find organic food, but people demanded it.
[1:10:30.000 --> 1:10:43.000]  So now most grocery stores, half their produce is somewhat organic. It's not perfect. We have to demand this. But look, get the fluoride out of our water. It's not even fluoride. It's hundreds of deadly chemicals.
[1:10:43.000 --> 1:10:54.000]  Right. And in Tacoma, the voters voted for the fluoride to be put into it, which is odd. I mean, that just goes with the mind control and fluoride is good, I guess.
[1:10:54.000 --> 1:10:59.000]  Absolutely, Robert. Good to hear from you. Andrew in New York, you're on the air.
[1:10:59.000 --> 1:11:04.000]  He just dropped. Rich in Washington, you're on the air.
[1:11:04.000 --> 1:11:21.000]  Hi, Alex. I was just wondering, how come everybody at my work and every person I know is owing taxes this year? I've had the same job for years, same amount of deductions, and I owe like 700 bucks and everybody I know owes money. Do you know anything about this?
[1:11:21.000 --> 1:11:31.000]  Yeah, they've always done a refund to make you psychologically think that you're getting something. See, the majority of Americans don't have to do taxes at the end of the year. It's withheld.
[1:11:31.000 --> 1:11:40.000]  And so as a PR stunt, they send you a few hundred bucks, usually back. But if you're a business owner, you really see what your employees and you are paying.
[1:11:40.000 --> 1:11:51.000]  And so what's happening now is Obama said he was going to give you a bigger tax return. Now it was in the news just a few days ago that actually you're not going to get that tax return.
[1:11:51.000 --> 1:12:00.000]  Most people will actually have to pay more. And so the government is just growing and growing and growing, expanding and expanding and expanding.
[1:12:00.000 --> 1:12:16.000]  And so now they're going to say, if we cover this just with a CPA last week, we had Wayne Paul on, they're saying that they're going to tell you a year later, oh, you owed 500 or 1000 more because the IRS miscalculated and charged you too little.
[1:12:16.000 --> 1:12:23.000]  And then there's going to be penalties and interest on it. So it's all the way of getting everybody into their system.
[1:12:23.000 --> 1:12:27.000]  It's really unbelievable. I appreciate it. Thank you. God bless you, sir.
[1:12:27.000 --> 1:12:36.000]  God bless you and I appreciate your call. In fact, let me cover this article right now since you just called in. Give me a document cam shot on this gentleman. Thank you.
[1:12:36.000 --> 1:12:42.000]  This is out of the Sacramento Bee on March 13th. This came out yesterday.
[1:12:42.000 --> 1:12:52.000]  It says IRS visits Sacramento Car Wash in pursuit of four cents. Now, why is this important?
[1:12:52.000 --> 1:13:03.000]  It says they made a mistake of four cents the IRS believed. And after one year or several years of penalties and interest, it's $202 and 35 cents.
[1:13:03.000 --> 1:13:07.000]  Now, what's important about this?
[1:13:07.000 --> 1:13:16.000]  Going back more than 20 years, the government has only a few investigators. There's been a lot of articles written about this. I'm sure you've seen them.
[1:13:16.000 --> 1:13:25.000]  I don't have the exact numbers in front of me. It's from past stories. But the point is, in fact, no, I'm not going to just go off memory.
[1:13:25.000 --> 1:13:32.000]  Google it for people right now because I just saw one in the Wall Street Journal a few months ago.
[1:13:32.000 --> 1:13:40.000]  Treasury cuts white collar crime investigators. IRS cuts white collar crime investigators.
[1:13:40.000 --> 1:13:49.000]  And it says that they literally almost have no investigators for billionaires and millionaires and members of Congress.
[1:13:49.000 --> 1:13:54.000]  Half of them don't pay their taxes or are behind. I mean, you got Connors wife going to prison.
[1:13:54.000 --> 1:14:00.000]  Finally, because of pressure, you've got wrangle not paying. You got the head of the IRS, Geithner not paying.
[1:14:00.000 --> 1:14:05.000]  I mean, I mean, this is insane. Okay.
[1:14:05.000 --> 1:14:12.000]  So they already, it was bottom heavy. Most the regulators are targeting blue collar. That was another headline I saw IRS.
[1:14:12.000 --> 1:14:19.000]  There's a headline white collar crime. SFO boss plans to cut back on prosecutions and interventions.
[1:14:19.000 --> 1:14:23.000]  That's the one in Guardian. That's what they're cutting back there too. It's the same management globally.
[1:14:23.000 --> 1:14:29.000]  The point is, they have almost no investigators for rich people.
[1:14:29.000 --> 1:14:37.000]  And last year they cut even more of them and it said they're mainly focusing on blue collar tax evasion.
[1:14:37.000 --> 1:14:43.000]  And then I have another article out of the Arizona Republic where they don't investigate the illegal aliens for drunk driving,
[1:14:43.000 --> 1:14:47.000]  not having IDs, not having insurance, not paying taxes.
[1:14:47.000 --> 1:14:52.000]  So the illegals are above the law because they work for the rich people to blow out wages and bankrupt America.
[1:14:52.000 --> 1:14:57.000]  And they help get on welfare and bankrupt things for the banks to come in and take over.
[1:14:57.000 --> 1:15:03.000]  Here it is. IRS visits Sacramento car wash in pursuit of four cents.
[1:15:03.000 --> 1:15:09.000]  It was every business person's nightmare arriving at Harves Metro car wash in Midtown Wednesday afternoon,
[1:15:09.000 --> 1:15:13.000]  where two dark suited IRS agents demanding payment of the link with taxes.
[1:15:13.000 --> 1:15:19.000]  They were deadly serious, very aggressive, very condescending says Harves owner Aaron Zeff.
[1:15:19.000 --> 1:15:26.000]  The really odd part of this is the letter that was hand delivered to Zeff on the site manager showed the amount of money
[1:15:26.000 --> 1:15:31.000]  owed by the feds was four cents. This is Sacramento B.
[1:15:31.000 --> 1:15:37.000]  So literally you get an IRS agent at your door for four cents.
[1:15:37.000 --> 1:15:43.000]  But if you owe a billion bucks or you're the private fellow reserve and say I won't say where trillions went from the bank or bailout,
[1:15:43.000 --> 1:15:49.000]  they're like, hey, no problem. You stole trillions, no problem. You don't pay taxes, no problem.
[1:15:49.000 --> 1:15:59.000]  You scumbag business owner American trash. Oh, four cents. We got men in dark suits here spending all their time by design chasing rabbit trails.
[1:15:59.000 --> 1:16:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[1:16:04.000 --> 1:16:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[1:16:08.000 --> 1:16:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[1:16:14.000 --> 1:16:19.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[1:16:19.000 --> 1:16:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[1:16:24.000 --> 1:16:28.000]  And now new socialist legislation is only compounding the problem.
[1:16:28.000 --> 1:16:31.000]  Number four, dangerous weather is always a threat to local grids.
[1:16:31.000 --> 1:16:35.000]  Every year, thousands of families lose their power from weather related onages.
[1:16:35.000 --> 1:16:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[1:16:40.000 --> 1:16:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[1:16:45.000 --> 1:16:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[1:16:51.000 --> 1:16:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:16:59.000 --> 1:17:06.000]  What's your home worth? How can you compare local real estate agents and how do you get MLS listings for the entire country?
[1:17:06.000 --> 1:17:10.000]  If you're thinking of buying a home to take advantage of a tax credit or selling your house,
[1:17:10.000 --> 1:17:14.000]  you first need to see an incredible website called homegain.com.
[1:17:14.000 --> 1:17:18.000]  Homegain.com will help you find a realtor to buy or sell a home.
[1:17:18.000 --> 1:17:20.000]  It's so easy, and best of all, it's free.
[1:17:20.000 --> 1:17:26.000]  At homegain.com, you can compare realtors anonymously, receive customized proposals, see consumer reviews,
[1:17:26.000 --> 1:17:31.000]  then select the best realtor for you. Go to homegain.com and get an instant home value estimate.
[1:17:31.000 --> 1:17:37.000]  You comparable homes and check out street views. Homegain.com has an A-plus rating with a better business bureau
[1:17:37.000 --> 1:17:40.000]  and contains a wealth of information, like their home improvement tool
[1:17:40.000 --> 1:17:44.000]  that helps you determine which home improvements to make to increase your home's value.
[1:17:44.000 --> 1:17:50.000]  See the top 12 home improvements right now at homegain.com. That's H-O-M-E-G-A-I-N.com.
[1:17:50.000 --> 1:17:53.000]  Look for Max, the orange homegain gorilla, to help you find a realtor
[1:17:53.000 --> 1:17:59.000]  or with any other real estate needs you might have at homegain.com. Your real estate connection.
[1:17:59.000 --> 1:18:04.000]  Hi, Alex has been encouraging you to get food. Well, here's an unbelievable chance
[1:18:04.000 --> 1:18:08.000]  for you to jumpstart your food savings plan from eFoodsDirect.com.
[1:18:08.000 --> 1:18:14.000]  Anyone placing food orders on the large volume production run scheduled for the week of March 22nd
[1:18:14.000 --> 1:18:16.000]  can get a lot of food for very little cost.
[1:18:16.000 --> 1:18:23.000]  For example, with each pre-production order of three seven-day responders, they'll ship a fourth week of food free.
[1:18:23.000 --> 1:18:28.000]  That's buy three, get one free. They'll take orders from now until March 22nd.
[1:18:28.000 --> 1:18:33.000]  The following week, they'll produce huge runs of the pre-ordered food passing the savings to you
[1:18:33.000 --> 1:18:39.000]  in this buy three, get one free program. Folks, this is the best chance to stock up you'll ever see.
[1:18:39.000 --> 1:18:43.000]  Another example, buy nine months worth of food and get three months free.
[1:18:43.000 --> 1:18:49.000]  You've got to go to eFoodsDirect.com slash Alex for the food buy of a lifetime.
[1:18:49.000 --> 1:18:59.000]  Or call 800-409-5633. Go to eFoodsDirect.com slash Alex or 800-409-5633.
[1:18:59.000 --> 1:19:06.000]  When you're out on the road, the last place you want to be is on the road.
[1:19:06.000 --> 1:19:11.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[1:19:11.000 --> 1:19:20.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[1:19:20.000 --> 1:19:28.000]  They so pride in every stitch guarantee you love the way they fit.
[1:19:28.000 --> 1:19:33.000]  They put a diamond gusset in the crotch where you need it most.
[1:19:33.000 --> 1:19:38.000]  Blue diamond gussets got it, others don't.
[1:19:38.000 --> 1:19:45.000]  We turn jeans inside out, diamond gusset jeans made in the USA with unparalleled quality.
[1:19:45.000 --> 1:19:51.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[1:19:51.000 --> 1:20:09.000]  Order yours at gusset.com. Diamond gusset jeans got it, others don't.
[1:20:09.000 --> 1:20:25.000]  I was a highwayman along the coach roads I did ride.
[1:20:25.000 --> 1:20:35.000]  The one and only Willie Nelson, many a young maid.
[1:20:35.000 --> 1:20:41.000]  If you were a criminal government, big private corporations that ran that government, what would you do?
[1:20:41.000 --> 1:20:46.000]  Well, you would set the regulations up where no one investigates you.
[1:20:46.000 --> 1:20:52.000]  And they have cut it down to almost nothing to where the criminals that run society can do whatever they want,
[1:20:52.000 --> 1:21:00.000]  but the average citizen who's barely hanging on, they're raising your taxes, they want to drive you into total submission
[1:21:00.000 --> 1:21:03.000]  and have a pretext to come in your home and come after you.
[1:21:03.000 --> 1:21:09.000]  You saw those Audi ads for the Green Police? That's actually what they're planning.
[1:21:09.000 --> 1:21:14.000]  They are bringing in a system of oppression. Let's go back to your calls.
[1:21:14.000 --> 1:21:17.000]  Andrew, in New York, you're on the air.
[1:21:17.000 --> 1:21:20.000]  Good afternoon, Mr. Jones. Thanks for taking my call.
[1:21:20.000 --> 1:21:22.000]  Thanks for calling.
[1:21:22.000 --> 1:21:33.000]  Number one is anybody who doesn't think fluoride isn't even remotely dangerous, well, they can look at the stains on my teeth that are permanently there from when my teeth got treated.
[1:21:33.000 --> 1:21:38.000]  Number two, I'm sure you've seen where now they're selling bottled water with fluoride in it.
[1:21:38.000 --> 1:21:41.000]  Oh, they've had that for at least five, six years.
[1:21:41.000 --> 1:21:51.000]  I would go to babies or us to buy stuff for my children and they had all the big aisles, fluoride for babies, extra fluoride, what you need.
[1:21:51.000 --> 1:21:58.000]  Does it matter if the American Dental Association says it's bad for children and developing teeth causes dental fluorosis?
[1:21:58.000 --> 1:22:02.000]  Does it matter if it causes the teeth to be brittle with big yellow spots all over them?
[1:22:02.000 --> 1:22:09.000]  We need to chemically lobotomize your child, but you'll never believe that we're that evil, so go ahead and submit.
[1:22:09.000 --> 1:22:16.000]  Oh, not just that, but you take out the autism now, for instance, and tie it in with the toothpaste.
[1:22:16.000 --> 1:22:21.000]  Well, some of these kids are so autistic they can't spit the toothpaste out, so what's happening after the parents brush their teeth?
[1:22:21.000 --> 1:22:23.000]  That's right, they're swallowing it.
[1:22:23.000 --> 1:22:25.000]  But it's even worse than that.
[1:22:25.000 --> 1:22:32.000]  In the last four years, they've approved as a pesticide fluoride on crops, and so it's absorbed by the plant and you eat it.
[1:22:32.000 --> 1:22:36.000]  And they're also now adding it to many foods as a new nutrient.
[1:22:36.000 --> 1:22:43.000]  Oh, it's so nutritious, so you get it in the toothpaste, the water, the food, and it's just more and more.
[1:22:43.000 --> 1:22:49.000]  And the people get stupider and stupider and can't resist because you've been chemically attacked.
[1:22:49.000 --> 1:22:54.000]  Ladies and gentlemen, that's why you're not getting angry right now, because you have been lobotomized.
[1:22:54.000 --> 1:23:02.000]  They're putting it in packaged foods, of course, worse than food getting processed at industrial plants that are getting fluoride in water.
[1:23:02.000 --> 1:23:05.000]  Fluoride is so good.
[1:23:05.000 --> 1:23:14.000]  Oh, yes. One last thing very quickly if I can. I'm going to tie in what you're going to talk about, which is Obama's plan to open up the DNA database even further.
[1:23:14.000 --> 1:23:26.000]  As it is right now, I think you'll recall, what was it? Back in 2007, the DOJ had $7 million budget to test the 32,500 federal prisoners that are rotting in prison,
[1:23:26.000 --> 1:23:35.000]  professing their innocence where DNA is testable. And what does the Supreme Court rule? Oh, you're not entitled to that. Go away now.
[1:23:35.000 --> 1:23:39.000]  Oh, but it doesn't say anything in the law. They can't test them. They're just not going to test it.
[1:23:39.000 --> 1:23:48.000]  But let's expand it so we can put everybody into it so we can follow you. And maybe just in case we might want to look at your genetics for other purposes later on.
[1:23:48.000 --> 1:23:59.000]  Well, listen, I appreciate your call, but I mean, let me just go back and I'm actually going to cover this coming up and play a clip of Obama talking to Walsh of America's most wanted and complimenting him on decades on air.
[1:23:59.000 --> 1:24:09.000]  They talked for five minutes about pedophiles and everybody, 99% of the public hate pedophiles. And then they just sandwich in everyone arrested even for parking tickets.
[1:24:09.000 --> 1:24:19.000]  We want to take your DNA like England's done. Well, guess what? I have the New York Times admitting that they can fake DNA and the police have been caught.
[1:24:19.000 --> 1:24:36.000]  Remember Frederick Whitehurst, FBI crime lab head went public in 1996, saying that they were framing most people. So they're, they're, they're hyping how great this is that they're going to have a DNA database now and get all these innocent people out of prison.
[1:24:36.000 --> 1:24:50.000]  But the truth is they want to set the precedent to use the DNA database they already have on everyone born in a hospital in the United States in the last 37 years had your blood taken and it was given to the Pentagon for a bio weapons program.
[1:24:50.000 --> 1:25:00.000]  Now I've told you that for 14 years because it's public knowledge and it's finally in the news. This is a criminal government, it's violation of law, what they do, but they do what they want.
[1:25:00.000 --> 1:25:10.000]  They put poison in your water when they want. They take your blood without a warrant when you're born. They have the laptops, the schools give the kids nationwide watching you at home.
[1:25:10.000 --> 1:25:22.000]  Here's the New York Times. Now I knew this a decade ago because I have the documents, but here it is. New York Times, August 18, 2009 DNA evidence can be fabricated, scientists show.
[1:25:22.000 --> 1:25:33.000]  Of course it can. They're teaching you DNA is 100% when all over the nation, every major police department of record has been caught framing people.
[1:25:33.000 --> 1:25:42.000]  The Dallas police department was all over the news pulling over thousands throwing bags of chalk in their car and then, and then taking their car or taking their home.
[1:25:42.000 --> 1:25:48.000]  You got a lawless criminal government taking over. Does that mean your average cops are corrupt? No.
[1:25:48.000 --> 1:25:55.000]  But are the cops corrupt in China, in North Korea? Were they corrupt under the Nazis? Were they corrupt in Soviet Russia? Yes.
[1:25:55.000 --> 1:26:03.000]  When you get a corrupt government, they put bugs in, kick out the good cops, and that process is happening right now.
[1:26:03.000 --> 1:26:09.000]  Ladies and gentlemen, let's jam in another call, Mookie in New York. You're on the air, Mookie.
[1:26:09.000 --> 1:26:11.000]  Hey Alex, thanks for taking my call.
[1:26:11.000 --> 1:26:13.000]  Welcome.
[1:26:13.000 --> 1:26:26.000]  I just want to say that between global warming and the Florida, I think it's clearly evident that we're getting a psychological sort of, you know, like a dumbing down on the idea of, you know, more like a dark age sort of.
[1:26:26.000 --> 1:26:37.000]  No, that's what the elites say. The elites say they want a post-industrial world for the general public with high tech government and corporate reservations of high tech systems that we don't get access to.
[1:26:37.000 --> 1:26:41.000]  Super medical care, life extension, everything.
[1:26:41.000 --> 1:26:54.000]  And I mean, it's just, it's clearly evident because I thank you for waking me up to the left-right paradigm, which I find that if you really analyze that, you look at the mainstream media like a three-ring circus after that, and it's all completely manipulated.
[1:26:54.000 --> 1:26:55.000]  Thank you.
[1:26:55.000 --> 1:27:00.000]  It's all dumbed down. I appreciate your call. Let's take another call. Brad in Pennsylvania, you're on the air.
[1:27:00.000 --> 1:27:03.000]  Alex, thanks for everything you do. Thank you.
[1:27:03.000 --> 1:27:13.000]  And Ted Anderson and Aaron and Jason. God love you guys, and I'll pray for you and keep up the great work. There's, regarding fluoride, there's books.
[1:27:13.000 --> 1:27:22.000]  I got a book in front of me, The Age of Treason, written in 1957, talking about the vaccinations and the water being fluoridated.
[1:27:22.000 --> 1:27:36.000]  Quaker wrote this book. You got the fluoride deception on. You can look at it online. Great movie, short movie about fluoride. It's a total hoax. You're exactly right. They're trying to get us from every which way.
[1:27:36.000 --> 1:27:41.000]  It's just, it's crazy. It's horrible. It's a bizarro world, just like you say.
[1:27:41.000 --> 1:27:52.000]  What do you think of this newscast saying, oh my gosh, the fluoride from China might have something bad in it, and on the bag on the newscast, it says, organ failure, death, totally deadly.
[1:27:52.000 --> 1:28:01.000]  Well, what you said about the Japanese want to put lithium in it. I'm sure you're right. They're probably already putting it. It's a cocktail of crap in there.
[1:28:01.000 --> 1:28:13.000]  Sir, I have, in the Expanded Extras for Endgame, we have the university reports from the 60s where the government was proposing this. The White House science czar is currently proposing this.
[1:28:13.000 --> 1:28:19.000]  Exactly right. Everybody's dumbed down with television, with cell phones, with all the technology. People are walking around.
[1:28:19.000 --> 1:28:29.000]  All these little toys so we don't focus in on reality while the elite builds the world and sets it up in their image, which is a nightmare hell system.
[1:28:29.000 --> 1:28:40.000]  Dehumanizing every one of us and people are just clueless. If you're not old school like you and I and a lot of your listeners, people have no idea. It's bizarro world and everything's upside down, just like you said.
[1:28:40.000 --> 1:28:49.000]  Well, in Germany, they thought it was normal to be evil. The Aztecs thought it was normal to human sacrifice. People are followers on average. Let me tell the followers something.
[1:28:49.000 --> 1:29:00.000]  You're getting screwed right now by the New World Order. You're being enslaved right now. Wake up! Look at the facts we lay out here. Don't be stupid.
[1:29:00.000 --> 1:29:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[1:29:08.000 --> 1:29:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[1:29:13.000 --> 1:29:19.000]  They've turned a tremendous influence on our president in Congress and they really are calling the shots.
[1:29:19.000 --> 1:29:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[1:29:24.000 --> 1:29:34.000]  For the Republic identifies the enemies of our nation, the criminal offshore cartel hell-bent on destroying sovereignty and on its ashes, constructing world government.
[1:29:34.000 --> 1:29:41.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches and the Congress is saying, who do we make the checkout to?
[1:29:41.000 --> 1:29:48.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[1:29:48.000 --> 1:30:12.000]  Get your copy of Full of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[1:30:19.000 --> 1:30:30.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[1:30:30.000 --> 1:30:40.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[1:30:40.000 --> 1:30:53.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple. Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[1:30:53.000 --> 1:31:14.000]  That's www.silverlungs.com. This is Alex Jones with five good reasons you should consider buying a solar power generator. Number one, new climate legislation could easily double or triple your electric bill. Number two, our new energy czar wants to control how much power your electric company allows you to have.
[1:31:14.000 --> 1:31:24.000]  It's true, total government control of electricity in the name of smart grid technology is coming. Number three, in some areas of the country, the power grid is dangerously overloaded.
[1:31:24.000 --> 1:31:35.000]  And now, new socialist legislation is only compounding the problem. Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[1:31:35.000 --> 1:31:45.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[1:31:45.000 --> 1:31:59.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:31:59.000 --> 1:32:08.000]  Hi, Alex has been encouraging you to get food. Well, here's an unbelievable chance for you to jumpstart your food savings plan from eFoodsDirect.com.
[1:32:08.000 --> 1:32:16.000]  Anyone placing food orders on the large volume production run scheduled for the week of March 22nd can get a lot of food for very little cost.
[1:32:16.000 --> 1:32:25.000]  For example, with each pre-production order of three seven-day responders, they'll ship a fourth week of food free. That's buy three, get one free.
[1:32:25.000 --> 1:32:36.000]  They'll take orders from now until March 22nd. The following week, they'll produce huge runs of the pre-ordered food, passing the savings to you and this buy three, get one free program.
[1:32:36.000 --> 1:32:44.000]  Folks, this is the best chance to stock up you'll ever see. Another example, buy nine months worth of food and get three months free.
[1:32:44.000 --> 1:32:59.000]  You've got to go to eFoodsDirect.com slash Alex for the food buy of a lifetime or call 800-409-5633. Go to eFoodsDirect.com slash Alex or 800-409-5633.
[1:33:14.000 --> 1:33:25.000]  I'm into changing my mind control compared to a revolution. Take it as a toll if you could. I think I switch and open your third eye.
[1:33:25.000 --> 1:33:37.000]  It's data, but we should never be afraid to die. Rise up and take the power back as time. A fat cat's had a heart attack, you know.
[1:33:37.000 --> 1:33:46.000]  Muses on board. We met Bellamy on the show before anti-New World Order. Make a listener of the show. He wears Terror Storm t-shirts on stage.
[1:33:46.000 --> 1:33:53.000]  We don't even sell Terror Storm t-shirts. One of my films, he just made one. We're looking to get him home when he comes to town.
[1:33:53.000 --> 1:34:10.000]  Oh, am I supposed to mention that? But who knows? The point is, is that a lot of people are waking up and as Bellamy says, we shall be victorious.
[1:34:10.000 --> 1:34:19.000]  We shall be victorious if we wake up, if we get involved, if we sign out of the system. Don't forget to support the radio slash TV broadcast.
[1:34:19.000 --> 1:34:23.000]  We've got Jesse Ventura's new book, Discounted, and you get a free documentary film.
[1:34:23.000 --> 1:34:28.000]  Got several choices there. Loose Change Final Cut, Reflections and Warnings. One that I produced, one that I made.
[1:34:28.000 --> 1:34:39.000]  Free with the book at infowars.com. Again, that's infowars.com, and it went on pre-sale Friday. It's being manufactured right now.
[1:34:39.000 --> 1:34:51.000]  It will ship out the 15th of April. Jason Burmes' new film, made in this studio, produced by myself. Invisible Empire, a new order defined, an incredible new film.
[1:34:51.000 --> 1:34:58.000]  You can pre-order it, and they're shipped out in the order that the orders are received. You can order the DVD at infowars.com.
[1:34:58.000 --> 1:35:04.000]  It'll premiere online in super high quality April 15th, and then April 21st, a film I've been working on for a year.
[1:35:04.000 --> 1:35:14.000]  Police State 4, The Rise of FEMA. I've made a police state film in eight years. A lot has happened. Both powerful films available at infowars.com.
[1:35:14.000 --> 1:35:24.000]  Okay, I am going to go back to your phone calls here in just a moment.
[1:35:24.000 --> 1:35:34.000]  But before I go to Manny, Chris, Tom, Scott, Tom, and others that are patiently holding, let me get into this report.
[1:35:34.000 --> 1:35:43.000]  You know, we talked about how all over the country, the federal government pays local governments to put toxic waste in the water under the name of sodium fluoride,
[1:35:43.000 --> 1:35:50.000]  which is bad enough, but hundreds of other chemicals are put in. We talk about how they put mercury in the shots and lie about it and then admit it's in there,
[1:35:50.000 --> 1:35:57.000]  but say, oh, mercury's good for you. And it comes out that 90% or more people won't believe that. Pull up the Washington Post.
[1:35:57.000 --> 1:36:05.000]  90% of formula is melamine in it. Pull it up for folks. That causes organ failure, kills people, people get upset about it.
