[00:00.000 --> 00:27.860]  Little
[3:14:01.380 --> 3:14:14.740]  So all the businesses, all the businesses that rely on commuters, it's not going to come back. If it comes back, it's lucky to come back at 70%, 80%. So you lost 20%.
[3:14:14.740 --> 3:14:26.980]  And you have all those commercial buildings. Again, we're writing about this, have been writing about it. I had forecast there's going to be a bust in the commercial real estate sector market, and now it's getting worse.
[3:14:26.980 --> 3:14:43.140]  Here's what we wrote in the Trends Journal back, you ready? December 2020.
[3:14:43.140 --> 3:15:06.420]  That's not right. Just 1021. No, it has to be 2020. Yep. That New York. That's right. December 2020 reported the New York legislators are calling for mandatory vaccine station statewide vaccine could be made mandatory in New York state.
[3:15:06.420 --> 3:15:16.820]  That was just when the COVID war began. It began in January 2020. And this is December.
[3:15:16.820 --> 3:15:28.180]  And now that Wilhelm, Warren Wilhelm, the lying little freak who changed his name to de Blasio,
[3:15:28.180 --> 3:15:38.900]  is ordering the city's workers to get to jab.
[3:15:38.900 --> 3:15:54.500]  He said today, the Delta variant has thrown us a curveball and expanded the city's vaccination or test mandate to cover the entire city workforce.
[3:15:54.500 --> 3:16:01.940]  Look at that. Look at that piece of garbage. How could people look up to this scum?
[3:16:01.940 --> 3:16:12.100]  This arrogant little nothing of a clown in a country, a city, and a state near you.
[3:16:12.100 --> 3:16:18.740]  Again, look at that been jerking over there with a mask last week we had on there.
[3:16:18.740 --> 3:16:32.500]  Look at Macron, a little cut song, a little nothing of a boy in France. This little clown did terrible in the elections they just had three weeks ago.
[3:16:32.500 --> 3:16:40.180]  His party did crap because that's all he is is a piece of crap. And what does he do?
[3:16:40.180 --> 3:16:54.260]  No vaccine. No freedom. No vaccine. No freedom. Can't go to that Eiffel Tower. No, no, no, unless you show your vaccine passport.
[3:16:54.260 --> 3:17:02.500]  This is getting worse. It's going to get worse. If you think it's bad now, you wait to the winter.
[3:17:02.500 --> 3:17:10.900]  Oh, yeah, that Delta variant will be back. That Delta variant will be back.
[3:17:10.900 --> 3:17:15.060]  Look at this little piece of garbage.
[3:17:15.060 --> 3:17:28.020]  Look at that little piece of rotten crap in a country near you. Again, nothing to do with Trump.
[3:17:28.020 --> 3:17:50.020]  So today we just heard a report come out to where 56 health related associations are telling people to get the shot.
[3:17:50.020 --> 3:18:05.460]  Yeah, they don't put the operation warped speed shot that has not gene therapy shot that has not been approved by the FDA.
[3:18:05.460 --> 3:18:14.260]  Why would I take an operation warped speed gene therapy shot that has not been approved by the FDA?
[3:18:14.260 --> 3:18:24.340]  Oh, and now you're seeing, by the way, in out of Israel. And this isn't a conspiracy theory.
[3:18:24.340 --> 3:18:29.620]  What is the effectiveness of the shots showing?
[3:18:29.620 --> 3:18:39.860]  There you go. AMA and 56 other groups back mandatory COVID facts. Yep.
[3:18:39.860 --> 3:18:56.340]  Get this in your head, everybody. They drug dealers, morons and imbeciles and brainwashed little boys and girls that go to school and believe the garbage they're shoving down your throat.
[3:18:56.340 --> 3:19:11.780]  They don't call them big pharma. They're drug lords. And they'll do anything, anything to sell your drugs and make money.
[3:19:11.780 --> 3:19:18.180]  Hey, how about that? Johnson and Johnson, huh? Yeah, they just had to pay for that opiate deal.
[3:19:18.180 --> 3:19:25.140]  Hey, you want to use that talcum powder? Yeah. Yeah, die on that one.
[3:19:25.140 --> 3:19:32.740]  All right. The drug dealer.
[3:19:32.740 --> 3:19:44.020]  All the politicians are sellouts. 99% of them. Hey, all your repulsive kids out there are the repulsive kids are better than the demo craps.
[3:19:44.020 --> 3:19:55.860]  Hey, DeSantis just sold out. Yeah, 26 billion in opiate settlements, nothing. And you know who got a load of the dough? The lawyers.
[3:19:55.860 --> 3:20:08.180]  And going back, DeSantis just sold out, telling people to get vaccinated. All you DeSantis lovers, one after another, telling people to go get the shot.
[3:20:08.180 --> 3:20:16.420]  Money talks and BS walks. Morons and imbeciles call it campaign contributions.
[3:20:16.420 --> 3:20:24.020]  Adults call it bribes and payoffs. And that's what they're doing. Yep, there you go.
[3:20:24.020 --> 3:20:29.300]  DeSantis accused of taking bribe. What did I say before that even came up?
[3:20:29.300 --> 3:20:36.500]  I was in the assistant to the secretary of the New York State Senate. I used to run political campaigns.
[3:20:36.500 --> 3:20:49.940]  I know what it looks like. I've been there. Freedom. We must unite and fight for it and support info wars. We'll be right back.
[3:20:49.940 --> 3:21:02.340]  You know, listeners call into the cell when they thank me and it makes me feel pathetic because I sit there and I beg you for support constantly for prayer, for financial support and for word of mouth.
[3:21:02.340 --> 3:21:09.140]  And then we're all this together. And you know, it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[3:21:09.140 --> 3:21:16.420]  But it's true for the only media organization in the United States that promotes liberty at this level that is not beholden to big corporate sponsors.
[3:21:16.420 --> 3:21:21.220]  And they've harassed and almost shut down everybody else. They crippled all the other groups and we're still here.
[3:21:21.220 --> 3:21:27.300]  And as this whole new world order comes out and be open, our credibility is going up. That's why we've got to be taken off air.
[3:21:27.300 --> 3:21:33.620]  That's why America has got to be taken down. You can't have all these other nations enslaved and America still quasi free.
[3:21:33.620 --> 3:21:38.820]  You can't have info wars has been proven right. Be it on air with all the craziness that's about to unfold.
[3:21:38.820 --> 3:21:43.700]  Because if you think stuff's bad now, just get ready. So thank you all and get an infowarstore.com.
[3:21:43.700 --> 3:21:49.460]  Get some great 2020 election shirts, supplements and so much more. They're wonderful products and they support the info. We're thank you.
[3:21:49.460 --> 3:22:01.620]  There's one central fact of criminal psychology that criminologists all agree on and that it's criminals are extremely pathological.
[3:22:01.620 --> 3:22:10.020]  Even more the general public, they do the same things over and over again. And criminals like to commit the same types of crimes over and over again.
[3:22:10.020 --> 3:22:23.700]  Well, guess what? It was Anthony Fauci and Eugenesis Globalist that ran the rollout of HIV and the mistreatment of it with AZT and other chemicals that actually killed more people than HIV.
[3:22:23.700 --> 3:22:32.020]  And they were the ones involved in viral research of viruses that would actually go attack the T lymphocytes in the body and create autoimmune disorders.
[3:22:32.020 --> 3:22:42.020]  The problem for them was the viruses would then break down and would be non-lethal down the road. That's why they need to roll out the COVID-19 and the vaccine.
[3:22:42.020 --> 3:23:04.020]  Because now they admit the COVID-19 vaccine destroys your immune system, basically giving you the equivalent of HIV. That's right, ladies and gentlemen.
[3:23:12.020 --> 3:23:24.020]  Welcome to the privacy pocket at infowarstore.com. We finally got them back in stock, the highest rated. They fit almost all types of androids and iPhones at 50% off, $14.95.
[3:23:24.020 --> 3:23:40.020]  They sell these babies for $29.95 all day long. We've got a private label with info wars on them for $14.95 because I want you to get them and I want you to buy friends and family these systems to educate them about what these, quote, smartphones really are.
[3:23:40.020 --> 3:23:50.020]  This is a great way to limit your phone time use. It's a great way to spend more time with your family and it's a great way to know you're not being tracked by the criminal global system. They're 50% off right now at infowarstore.com.
[3:24:10.020 --> 3:24:24.020]  Now I read the ingredients and I was blown away. Listen to this. Organic pea fiber, organic alfalfa leaf, organic wheatgrass leaf, organic cilantro leaf, organic kale leaf, organic flax sprout, organic quinoa sprout.
[3:24:24.020 --> 3:24:50.020]  Ladies and gentlemen, all of these things are so incredible for your health. Just one of these ingredients can be a life changing supplement for your health and we've packed it all in to fibergreencaps at infowarstore.com. So I'm excited to add this to my supplement routine every day. I suggest that you do the same thing and right now it's at an introductory price of $19.95 that's 33% off at infowarstore.com.
[3:24:54.020 --> 3:24:59.020]  Let's get into the Alex Jones show.
[3:24:59.020 --> 3:25:10.020]  Alex.
[3:25:10.020 --> 3:25:24.620]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones, and now
[3:25:24.620 --> 3:25:28.420]  your host, Gerald Salente.
[3:25:28.420 --> 3:25:37.460]  Hello, hello, hello, great being on the Alex Jones show, I want to talk a little bit about
[3:25:37.460 --> 3:25:49.620]  the economy, because the Biden bounce is over, and the Delta variant, as we call it, COVID
[3:25:49.620 --> 3:25:56.140]  War 2.0, is what's going to, it's stopped.
[3:25:56.140 --> 3:26:01.900]  Sales of newly built homes dropped in June to the lowest level since the early days of
[3:26:01.900 --> 3:26:14.220]  the coronavirus pandemic in April 2020, according to data released by the US Census Bureau today.
[3:26:14.220 --> 3:26:24.140]  Sales of new single-family homes fell 6.6 percent below May's rate and 19.4 percent below June
[3:26:24.140 --> 3:26:29.060]  2020 level.
[3:26:29.060 --> 3:26:36.620]  Most were expecting home sales to increase by 3.4 percent.
[3:26:36.620 --> 3:26:41.740]  The people that are buying homes are people with money.
[3:26:41.740 --> 3:26:45.100]  If you don't have money, you can't afford a home.
[3:26:45.100 --> 3:26:51.100]  You're looking at the average price of a home now.
[3:26:51.100 --> 3:26:58.740]  It's up about $350,000 for the average price of a home.
[3:26:58.740 --> 3:27:04.860]  You're working at Walmots, you're working at Amazon, you're working at Target, you're
[3:27:04.860 --> 3:27:09.340]  working at Coal, you're working at Home Depot, you're working at Lowe's, you're working
[3:27:09.340 --> 3:27:19.500]  at Staples, you're working for the multinationals that control our lives, you can afford a house.
[3:27:19.500 --> 3:27:23.740]  So as going on, the big companies like the Blackstones and others, and we were writing
[3:27:23.740 --> 3:27:29.460]  about this, they're buying up single-family homes all over the place and they're renting
[3:27:29.460 --> 3:27:31.580]  them out because people can't afford to buy.
[3:27:31.580 --> 3:27:37.580]  So now I'm going back to this, what's going on now in this market and where things are
[3:27:37.580 --> 3:27:41.380]  going to be going economically.
[3:27:41.380 --> 3:27:45.100]  The European Central Bank came out last week and said they're going to keep the negative
[3:27:45.100 --> 3:27:50.820]  interest rates going and keep buying corporate junk bonds like they do in America and other
[3:27:50.820 --> 3:27:52.020]  bonds.
[3:27:52.020 --> 3:27:58.780]  In America, they're buying $120 billion worth of bonds and corporate bonds.
[3:27:58.780 --> 3:28:06.060]  That's not capitalism, that's fascism, it's the merger of state and corporate power.
[3:28:06.060 --> 3:28:10.700]  The ECB is doing it, the European Central Bank, they're announcing they're going to
[3:28:10.700 --> 3:28:17.300]  keep buying the stuff up and they're going to also keep interest rates low because they
[3:28:17.300 --> 3:28:23.300]  know there's not going to be an economic rebound.
[3:28:23.300 --> 3:28:28.980]  Only the rich will keep getting richer because they're borrowing money for nothing.
[3:28:28.980 --> 3:28:40.300]  You have the Bankster Clan, what do they borrow money at, the city groups?
[3:28:40.300 --> 3:28:47.660]  They borrow 0.35 percent and then you got their credit card, what do they charge you?
[3:28:47.660 --> 3:28:54.580]  Uninterest, up to 27 percent and you could thank little Jimmy Conner, you had a peanut
[3:28:54.580 --> 3:29:01.020]  farmer, yeah, with Cajones probably the size of a pea.
[3:29:01.020 --> 3:29:10.140]  He's the one that began selling us out big time, big time, yeah.
[3:29:10.140 --> 3:29:13.460]  He's the one that started changing the usury laws.
[3:29:13.460 --> 3:29:18.340]  He's the one that started allowing interstate banking, there was no such thing.
[3:29:18.340 --> 3:29:25.060]  Bank of America was in California, it wasn't everywhere.
[3:29:25.060 --> 3:29:28.820]  Change the usury laws.
[3:29:28.820 --> 3:29:32.380]  You couldn't recharge that kind of an interest before.
[3:29:32.380 --> 3:29:35.500]  So the bigs love this cheap money.
[3:29:35.500 --> 3:29:39.940]  We the little people of slave land here, what do we do with our money?
[3:29:39.940 --> 3:29:42.620]  Where do we put it when we need to put it in a savings account?
[3:29:42.620 --> 3:29:46.460]  They don't exist anymore, you don't get any interest.
[3:29:46.460 --> 3:29:51.660]  I had money in the bank over here, I pulled it out and put it somewhere else.
[3:29:51.660 --> 3:29:54.700]  They asked me why am I taking the money out, I said why should I leave it here?
[3:29:54.700 --> 3:29:58.940]  You're not paying me anything, but yet you loaned it out, you get all this interest on
[3:29:58.940 --> 3:30:06.740]  it when you loaned it back to me, we're a mortgage or anything else?
[3:30:06.740 --> 3:30:08.180]  So now where's this going?
[3:30:08.180 --> 3:30:16.820]  They're going to keep money cheap as they can to keep artificially propping this up.
[3:30:16.820 --> 3:30:19.940]  And inflation is real.
[3:30:19.940 --> 3:30:22.180]  It's real and big time.
[3:30:22.180 --> 3:30:33.340]  Oh, so Lenti, you know, the price of lumber was up 300%, but it came way down, yeah, yeah.
[3:30:33.340 --> 3:30:35.180]  Came down, you're right.
[3:30:35.180 --> 3:30:37.780]  Way down.
[3:30:37.780 --> 3:30:46.700]  And it's still 75% above where it was back in 2019.
[3:30:46.700 --> 3:30:50.740]  It got it.
[3:30:50.740 --> 3:31:03.180]  It cost on average $26,000 more to build a new home.
[3:31:03.180 --> 3:31:06.380]  This is going to be terrible.
[3:31:06.380 --> 3:31:13.060]  The bigs are going to get bigger, yeah.
[3:31:13.060 --> 3:31:19.340]  And the rich are going to get richer.
[3:31:19.340 --> 3:31:26.180]  You think I gave a damn that that Bezos clown took a trip up in a rocket ship?
[3:31:26.180 --> 3:31:27.740]  But what do I care?
[3:31:27.740 --> 3:31:30.180]  Oh, and what did he do?
[3:31:30.180 --> 3:31:35.620]  He gave prostitutes to CNN, a hundred million dollars to two guys.
[3:31:35.620 --> 3:31:37.800]  A hundred million dollars.
[3:31:37.800 --> 3:31:41.220]  You know what that's like?
[3:31:41.220 --> 3:31:56.460]  That's like me leaving a nice tip.
[3:31:56.460 --> 3:31:58.340]  That's the kind of money he has.
[3:31:58.340 --> 3:32:03.220]  And what is he doing for society?
[3:32:03.220 --> 3:32:10.420]  Not of any importance, other than destroying so many businesses.
[3:32:10.420 --> 3:32:16.380]  You know, people forget Amazon was losing money for just tens of years, it was a whole
[3:32:16.380 --> 3:32:22.140]  scam until they put everybody out, then they got up there.
[3:32:22.140 --> 3:32:26.900]  If we don't unite, we're finished.
[3:32:26.900 --> 3:32:27.900]  And where you are uniting?
[3:32:27.900 --> 3:32:33.780]  I'm going to be a keynote speaker, by the way, at Ron Paul's conference where it wore
[3:32:33.780 --> 3:32:42.180]  on in DC, Washington, D.C. on September 4th, along with RFK Junior and Judge Napolitano.
[3:32:42.180 --> 3:32:43.500]  So make sure you sign up.
[3:32:43.500 --> 3:32:52.420]  Oh, also, I'm going to be in Phoenix on August 19th, Phoenix Arizona at Max Keiser's Bitcoin
[3:32:52.420 --> 3:32:53.820]  conference there.
[3:32:53.820 --> 3:32:59.020]  Oh boy, Bitcoin really took a bounce up today, didn't it?
[3:32:59.020 --> 3:33:03.860]  Getting back near that breakout point on the high end where we said we gave the low end
[3:33:03.860 --> 3:33:04.860]  and the high end.
[3:33:04.860 --> 3:33:09.900]  It didn't hit the low end, and it's that close to the high end.
[3:33:09.900 --> 3:33:14.980]  And Max Keiser was the first cat out there, man, one of the first.
[3:33:14.980 --> 3:33:18.140]  The first that I know that really called us.
[3:33:18.140 --> 3:33:21.420]  He called it long before I did.
[3:33:21.420 --> 3:33:35.700]  So Max Keiser in DC, check it out on August 19th, and Ron Paul, where it wore Washington,
[3:33:35.700 --> 3:33:40.300]  D.C., and you better get your tickets now because that's going to sell out.
[3:33:40.300 --> 3:33:41.820]  And we need your support.
[3:33:41.820 --> 3:33:46.820]  We have to unite for freedom, peace, and justice.
[3:33:46.820 --> 3:33:49.580]  I didn't make this up.
[3:33:49.580 --> 3:33:59.020]  United we stand, divided we fall, that is, we must unite.
[3:33:59.020 --> 3:34:02.060]  And the COVID war can unite us.
[3:34:02.060 --> 3:34:10.340]  The freedom, peace, and justice brings in anti-vaxxers from the left to the right and
[3:34:10.340 --> 3:34:13.900]  everything in between.
[3:34:13.900 --> 3:34:21.700]  Things that don't want an operation warp speed, gene therapy, unapproved by FDA injected
[3:34:21.700 --> 3:34:24.100]  into them.
[3:34:24.100 --> 3:34:29.500]  People that want the freedom to be who they want to be, hey, if you got the vaccination,
[3:34:29.500 --> 3:34:30.500]  you're safe.
[3:34:30.500 --> 3:34:31.500]  Leave me alone.
[3:34:31.500 --> 3:34:32.500]  Want to wear a mask?
[3:34:32.500 --> 3:34:36.540]  Knock yourself out.
[3:34:36.540 --> 3:34:43.180]  And again, infowars, it's part of that umbrella of freedom, peace, and justice.
[3:34:43.180 --> 3:34:44.180]  We'll be right back.
[3:35:44.180 --> 3:35:50.180]  Infowars.com.
[3:35:50.180 --> 3:35:53.100]  The biosecurity state is here.
[3:35:53.100 --> 3:35:58.980]  It's an anti-human eugenics operation training us that humans are dirty, bad, and evil.
[3:35:58.980 --> 3:36:04.140]  The corrupt puppet prime minister of Canada, who says he admires the communist dictatorship
[3:36:04.140 --> 3:36:09.980]  of ZGP and wishes to make Canada sane, has announced that they're buying vaccines for
[3:36:09.980 --> 3:36:15.540]  every person in the country all the way out into 2024, and that in 2024 you will again
[3:36:15.540 --> 3:36:21.460]  take two shots, and he says it'll be whatever Pfizer cooks up and wants to put in your body.
[3:36:21.460 --> 3:36:23.180]  This is the Rockefeller Foundation.
[3:36:23.180 --> 3:36:27.180]  They developed this whole plan with Bill Gates, they're now implementing it, and now they've
[3:36:27.180 --> 3:36:30.660]  announced that U.S. policy is set by the private Rockefeller Foundation.
[3:36:30.660 --> 3:36:35.380]  Of course, the Rockefeller Foundation by the 30s was the main funder of Adolf, Alois
[3:36:35.380 --> 3:36:40.180]  Hitler, and the eugenics at Cold Springs Harbor that trained the Coserville Home Institute
[3:36:40.180 --> 3:36:41.180]  in Germany.
[3:36:41.180 --> 3:36:44.380]  Infowars will continue to set fast, they fight this, I don't know how long we can.
[3:36:44.380 --> 3:36:47.220]  The enemy's coming for us all now, and God bless, and good luck.
[3:36:47.220 --> 3:36:52.220]  I would again get right with God right now.
[3:36:52.220 --> 3:36:56.940]  The entire new world order system is about making you feel pathetic, and making you
[3:36:56.940 --> 3:37:01.900]  feel weak, making you play the part of a victim so you don't take your birthright as being
[3:37:01.900 --> 3:37:06.740]  made the image of God, and the incredible mission and destiny we have being given free
[3:37:06.740 --> 3:37:07.740]  will.
[3:37:07.740 --> 3:37:13.780]  Being given free will, being given consciousness is literally the seed of an entire universe,
[3:37:13.780 --> 3:37:18.460]  an entire system, and the fact that you're able to commune with God, the fact that you're
[3:37:18.460 --> 3:37:22.980]  able to see the beauty of the sunset, or the beauty of the waves in the ocean, or the beauty
[3:37:22.980 --> 3:37:27.300]  of your wife or your husband, or the beauty of your child learning knowledge, the beauty
[3:37:27.300 --> 3:37:28.300]  of music.
[3:37:28.300 --> 3:37:33.100]  The fact that you can commune with that and resonate with that is energetic, and that itself
[3:37:33.100 --> 3:37:36.460]  is what God teaches us, is worship.
[3:37:36.460 --> 3:37:40.580]  So don't worship the globalist, don't worship the NFL, don't worship all the things in the
[3:37:40.580 --> 3:37:46.540]  system, but worship the things of God because we're made by God, and appreciate your consciousness,
[3:37:46.540 --> 3:37:54.300]  and appreciate free speech while you still have it, while you still have it.
[3:37:54.300 --> 3:38:09.500]  Thank you.
[3:38:09.500 --> 3:38:13.580]  And all right Eric in New Hampshire Eric. Thanks for calling. Go ahead. Hey Alex
[3:38:13.580 --> 3:38:19.300]  Thanks for taking my call if I could I just want to throw a quick plug out for the product the X2 does wonders
[3:38:19.300 --> 3:38:25.740]  They recommend it to everybody here on the fence about it get off the fence get the product support the info or Tyler in Maine
[3:38:25.740 --> 3:38:31.180]  You're on the year. Thanks for holding good. Hey, Alex. It's great to be on with you. It's an honor honor talk to you awesome
[3:38:31.580 --> 3:38:38.740]  So personally, I wanted to do is say I love the products alpha power even at 29 if you ask my better half
[3:38:38.740 --> 3:38:42.480]  She loves it and it helps in the bedroom. So just number one
[3:38:42.480 --> 3:38:56.640]  You're listening to the Alex Jones show
[3:38:56.640 --> 3:38:58.640]  I
[3:39:10.920 --> 3:39:16.000]  Hello, hello great being on the Alex Jones show and as I said
[3:39:16.960 --> 3:39:20.520]  United we stand divided we fall and
[3:39:21.040 --> 3:39:24.480]  How do we unite? Well one of the ways is you support each other?
[3:39:24.480 --> 3:39:28.680]  And it's not like, you know, you're doing it for nothing
[3:39:29.360 --> 3:39:36.640]  Because what you spend you get back many many times over and one of the ways to do it is with their all-new
[3:39:37.360 --> 3:39:45.440]  Info wars stores sale and that gives you a great great value for every penny that you spent and you know
[3:39:45.440 --> 3:39:49.280]  They've had to end their super sale. They've been running for the last few weeks
[3:39:49.280 --> 3:39:57.240]  But info wars is proud to announce a series of new sales along with brand new items from info wars life
[3:39:57.760 --> 3:40:02.680]  So act fast and get these deals before they're gone and you've seen them come and go before
[3:40:03.080 --> 3:40:10.760]  They got the hair hair and bear beard support formula. You got an introductory price 24 95
[3:40:11.720 --> 3:40:13.720]  greens fiber capsules
[3:40:14.160 --> 3:40:16.160]  Total amino acid supercharger
[3:40:16.160 --> 3:40:18.160]  They got an introductory price
[3:40:19.880 --> 3:40:21.880]  1995
[3:40:22.160 --> 3:40:23.880]  Winter Sun
[3:40:23.880 --> 3:40:26.600]  50% off and you want that winter Sun?
[3:40:27.160 --> 3:40:31.080]  They have the knockout sleep support 50% off
[3:40:32.520 --> 3:40:36.800]  Down and out liquid sleep support 50% off
[3:40:37.480 --> 3:40:43.400]  survival shield x2 one after another info wars privacy pouches super male and
[3:40:43.400 --> 3:40:51.160]  Super female vitality 50% off and that's one of my favorites. That's super male vitality
[3:40:52.080 --> 3:40:54.080]  He's me that's super male going
[3:40:54.560 --> 3:41:01.960]  The water filtration systems the crap that they've thrown into the water the chemicals. Are you worried about the COVID killin?
[3:41:01.960 --> 3:41:08.240]  Yeah, how about getting one of those water filters they have there get terrific and it 10% off on
[3:41:08.240 --> 3:41:15.240]  They're all water filtration systems and filters all storable food supplies 10% off. So visit
[3:41:16.000 --> 3:41:20.040]  Info wars stores.com get these best-selling items up to 50% off
[3:41:20.360 --> 3:41:27.120]  Before they run out of stock and avoid missing out on these massive savings or remember your purchases of these products is a
[3:41:27.480 --> 3:41:30.240]  360 win you get super high quality
[3:41:30.800 --> 3:41:32.200]  items and
[3:41:32.200 --> 3:41:38.440]  You help launch the info war to the next level and the next level is where we need to go
[3:41:39.080 --> 3:41:40.160]  again
[3:41:40.160 --> 3:41:45.840]  We must unite and again the trends journal is no other magazine like it in the world nothing nothing
[3:41:46.320 --> 3:41:51.000]  Nothing nothing nothing nothing nothing comes close to it. What's going on what it means?
[3:41:51.640 --> 3:41:57.540]  What's next and what to do and again think for yourself? We give you the trend forecast trends analysis
[3:41:57.920 --> 3:41:59.880]  And it's up to you to do what you want to do
[3:41:59.880 --> 3:42:02.560]  but we give you trend opportunities in there to
[3:42:03.360 --> 3:42:10.880]  Survive and thrive in these perilous times and give you the information to help you to prepare prevail and prosper
[3:42:11.680 --> 3:42:12.600]  and
[3:42:12.600 --> 3:42:14.600]  We're talking before about the
[3:42:14.640 --> 3:42:18.800]  Where the equity markets are going and what to do why you invest in where you're going to go?
[3:42:19.440 --> 3:42:21.440]  as I said commercial real estate
[3:42:22.080 --> 3:42:24.080]  it's going to take a big hit and
[3:42:24.080 --> 3:42:29.240]  Inflation you had that guy that banks to come out that
[3:42:29.840 --> 3:42:35.880]  Jerome Powell and saying it was only temporary and now to say well, it's not so temporary
[3:42:37.040 --> 3:42:39.040]  How about this?
[3:42:39.080 --> 3:42:41.880]  Kimberley-Clarke sales fall. You know why?
[3:42:43.000 --> 3:42:47.840]  Costs increase, but that's only from the Wall Street Journal. You mean inflation
[3:42:48.600 --> 3:42:50.600]  how about
[3:42:50.600 --> 3:42:54.640]  Unilever warns of price rises
[3:42:56.000 --> 3:42:58.600]  Accelerating and bringing down their stock
[3:42:59.480 --> 3:43:01.480]  Causing you to buy more
[3:43:01.960 --> 3:43:07.200]  Buy more get less and that's another one not only inflation shrinkflation
[3:43:07.520 --> 3:43:12.920]  You're making the package is small or giving you less what you paid for but charging you the same
[3:43:12.920 --> 3:43:20.080]  How about commodity prices are risk for easy battery
[3:43:24.280 --> 3:43:26.280]  How about
[3:43:28.240 --> 3:43:31.480]  Western forest fires lift lumber prices and
[3:43:33.680 --> 3:43:38.120]  Russia raises interest rates to 6.5 percent. You know why?
[3:43:38.120 --> 3:43:43.000]  not a conspiracy theory from the Financial Times to
[3:43:44.280 --> 3:43:46.280]  Fight inflation
[3:43:48.240 --> 3:43:51.080]  But you like that cup of coffee
[3:43:54.080 --> 3:43:58.320]  Chill in Brazil's coffee growing region pushes
[3:43:59.840 --> 3:44:02.560]  Arabica the highest level since
[3:44:04.040 --> 3:44:06.040]  2014 ah and
[3:44:06.040 --> 3:44:14.760]  2014 that's Russia raised their interest rates to the high and now you're seeing coffee prices go up the highest level since
[3:44:15.880 --> 3:44:17.880]  2014
[3:44:18.720 --> 3:44:22.560]  Thermal cold prices surge as China dries rebound
[3:44:25.320 --> 3:44:31.920]  I'm mentioning this for two reasons cold prices are going way up and you talk about climate change and how they're gonna go
[3:44:31.920 --> 3:44:38.240]  You know alternative energy. No, they're not not for a long time your emerging markets are gonna keep burning coal
[3:44:38.240 --> 3:44:42.000]  You know why it's a lot cheaper and it's the bottom line
[3:44:42.920 --> 3:44:45.800]  Good bad right or wrong. We don't we don't decide that
[3:44:46.520 --> 3:44:51.080]  Think for yourself, but that's the reality, but people won't say what I'm saying
[3:44:51.840 --> 3:44:53.840]  And it's a fact
[3:44:54.000 --> 3:44:57.040]  Your emerging markets are going cold
[3:44:57.040 --> 3:45:04.440]  Investors bet on electric vehicle boost lithium miners and battery makers. In other words cost more money. Ah
[3:45:05.520 --> 3:45:07.520]  I keep going. How about this one?
[3:45:09.000 --> 3:45:12.000]  Tin prices hit record
[3:45:14.560 --> 3:45:16.560]  Wall Street Journal
[3:45:19.880 --> 3:45:21.880]  You see where this is going and
[3:45:21.880 --> 3:45:27.840]  Again, the big ones is thought-watching is what's gonna happen with commercial real estate sector
[3:45:29.600 --> 3:45:31.600]  You're gonna have less commuters
[3:45:32.600 --> 3:45:34.600]  It's been all the built are ready
[3:45:37.200 --> 3:45:38.200]  And
[3:45:38.200 --> 3:45:41.600]  Now you're gonna have less business travel
[3:45:42.600 --> 3:45:44.600]  the two reasons
[3:45:44.600 --> 3:45:46.600]  number one
[3:45:46.600 --> 3:45:48.600]  You could zoom your meetings
[3:45:48.600 --> 3:45:55.440]  And you don't have to spend all that doughs sending somebody across the country around the world number two
[3:45:56.880 --> 3:45:58.880]  The Vax restriction
[3:45:59.880 --> 3:46:01.880]  Then you go back to commercial real estate
[3:46:03.480 --> 3:46:07.600]  Say you got eight floors of a building in a downtown area
[3:46:09.000 --> 3:46:11.000]  You're a law firm or whatever
[3:46:13.040 --> 3:46:15.040]  You know
[3:46:15.040 --> 3:46:19.040]  And now
[3:46:21.160 --> 3:46:25.240]  You've been people have been working from home again, New York City
[3:46:26.280 --> 3:46:33.440]  San Francisco, you got like a 20 22% office occupancy rate in the entire nation. I believe it's only around 30 something percent
[3:46:35.480 --> 3:46:39.040]  So now you've been getting away with this all these years over a year
[3:46:39.040 --> 3:46:43.720]  Man, I could cut way back on my rental properties
[3:46:44.560 --> 3:46:47.360]  Why should I take six floors only need two?
[3:46:48.320 --> 3:46:53.520]  Oh, I could save 12 million dollars a year. Yeah, work from home. Yeah, I'll get a little less of them
[3:46:53.520 --> 3:46:56.640]  So what look at all the money I'm saving on the other end
[3:46:58.680 --> 3:47:01.840]  Now you know who's forcing the workers to go back in New York
[3:47:02.840 --> 3:47:03.840]  That's right
[3:47:03.840 --> 3:47:05.840]  Goldman Sachs gang
[3:47:05.840 --> 3:47:08.840]  JPMorgan Chase Morgan Stanley
[3:47:11.000 --> 3:47:17.240]  The big hedge funds, you know why the banks are holding the loans and there's big company
[3:47:18.640 --> 3:47:22.240]  So they want to pretend like everything's gonna be back to normal
[3:47:23.240 --> 3:47:25.840]  And again, they're looking for Labor Day for all this to change
[3:47:27.840 --> 3:47:29.840]  After Labor Day and they can change
[3:47:30.840 --> 3:47:32.840]  Number two, they're heavily invested in the market
[3:47:32.840 --> 3:47:35.840]  So they want to BS people to make them think they're coming back
[3:47:39.840 --> 3:47:40.840]  You're not coming back
[3:47:42.840 --> 3:47:44.840]  Again, we're not telling you what to do
[3:47:45.840 --> 3:47:50.840]  But you can see where it's going and again the model of the magazine the trends journalists think for yourself
