[00:00:17.014 --> 00:00:22.097]  May 31st, 2019.
[02:04:58.452 --> 02:05:01.492]  And it's not like we're selling stuff you don't need, you don't want.
[02:05:01.492 --> 02:05:10.074]  The air in the average American home is filled with toxins that put it on par with a major city.
[02:05:10.074 --> 02:05:12.615]  Some of the most polluted areas on earth are major cities.
[02:05:13.055 --> 02:05:14.776]  How can I solve that problem?
[02:05:14.776 --> 02:05:28.485]  So we have air filters at InfowarsStore.com, the Alexa Pure Breeze, which is right now $50 off the Alexa Pure Breeze groundbreaking ion cluster air filter technology.
[02:05:28.485 --> 02:05:31.427]  And we've got a limited quantity of these left right now.
[02:05:31.427 --> 02:05:35.030]  We're basically selling these at cost because there was a big overhaul.
[02:05:35.310 --> 02:05:39.334]  Go ahead and read the hundreds of five-star reviews for yourself.
[02:05:39.334 --> 02:05:41.156]  I've got two in my home.
[02:05:41.156 --> 02:05:47.263]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[02:05:47.263 --> 02:05:51.908]  Don't live in a polluted major city in your home.
[02:05:51.908 --> 02:05:53.009]  Have clean air.
[02:05:53.009 --> 02:05:54.270]  Go to Infowarsstore.com.
[02:06:07.322 --> 02:06:10.934]  Live, raw, and unfiltered.
[02:06:10.934 --> 02:06:12.600]  It's the Alex Jones Show!
[02:06:26.607 --> 02:06:33.713]  Alright, I want to give the number out and I want to take your calls for constitutional lawyer, civil rights lawyer, Robert Bonds.
[02:06:33.713 --> 02:06:35.174]  I'm Alex Jones.
[02:06:35.174 --> 02:06:46.364]  But specifically on what's happening with the attempt with all these fake investigations against Trump, what you think ought to happen listeners, Trump going on the offense, what's that going to look like?
[02:06:46.364 --> 02:06:48.686]  How will the deep state strike back?
[02:06:48.686 --> 02:06:50.247]  All the left is race baiting.
[02:06:50.247 --> 02:06:51.808]  Maybe Jared Kushner goes to Bilderberg?
[02:06:52.589 --> 02:06:53.769]  I think Judge Tree bites fruits.
[02:06:53.769 --> 02:06:56.550]  I mean, Trump goes to these other globalist confabs.
[02:06:56.550 --> 02:06:57.811]  We're taking these over.
[02:06:57.811 --> 02:07:00.211]  We were just exposing Bilderberg and it was going on.
[02:07:00.211 --> 02:07:01.692]  World government's out in the open now.
[02:07:01.692 --> 02:07:04.093]  But give me your take on all of that.
[02:07:04.093 --> 02:07:04.713]  877-789-ALEX.
[02:07:04.713 --> 02:07:04.753]  877-789-2539.
[02:07:12.025 --> 02:07:17.469]  Just address your question to Robert Barnes.
[02:07:17.469 --> 02:07:22.213]  877-789-2539 on this live Global Friday Edition.
[02:07:22.213 --> 02:07:25.475]  By the way, I'll be back Sunday, 4 to 6 p.m.
[02:07:25.475 --> 02:07:27.396]  Maybe you can host me?
[02:07:27.396 --> 02:07:27.837]  Sure.
[02:07:27.837 --> 02:07:28.917]  Everybody loves you, Bob.
[02:07:28.917 --> 02:07:29.418]  You're great.
[02:07:29.418 --> 02:07:34.241]  You'll be with us for two hours on Sunday as well at the Wharram, coming up 3 o'clock today.
[02:07:34.241 --> 02:07:38.745]  Nick Begich hosts the fourth hour as well, but I want to take your calls.
[02:07:38.745 --> 02:07:40.246]  There's so much news, though.
[02:07:41.664 --> 02:07:55.448]  We're just getting into Martin Luther King, we're getting into Joe Biden here, but like you were saying during the break, they've collectively only tuned into media like MSNBC and CNN that defends the system.
[02:07:55.448 --> 02:07:57.188]  And so they're in true echo chambers.
[02:07:57.188 --> 02:07:58.788]  I go and see what my enemies are saying.
[02:07:58.788 --> 02:08:02.389]  I go and see, I don't even really care what people that are supporting me say.
[02:08:02.389 --> 02:08:04.450]  They're great, I love you, you're like oxygen.
[02:08:05.896 --> 02:08:07.237]  But I don't want an echo chamber.
[02:08:07.237 --> 02:08:11.381]  I'm trying to see what they're saying about me so I know what's going on or what they're up to.
[02:08:11.381 --> 02:08:15.364]  But I look at these establishment people, they are in their own bubble.
[02:08:15.364 --> 02:08:18.567]  Pelosi's a stammering idiot for five years at least.
[02:08:18.567 --> 02:08:20.809]  AOC's a complete moron.
[02:08:20.809 --> 02:08:25.113]  Now they say in any videos criticizing Pelosi, you've got to be taken down.
[02:08:25.113 --> 02:08:29.497]  Biden can't keep his hands off other men's wives, children.
[02:08:31.032 --> 02:08:32.233]  Then he tries to spin it.
[02:08:32.233 --> 02:08:33.655]  Now there's a new video out.
[02:08:33.655 --> 02:08:36.697]  We'll play this compilation and then we'll play the new video.
[02:08:36.697 --> 02:08:38.439]  For radio listeners, we'll kind of go through it.
[02:08:38.439 --> 02:08:40.301]  But you've all seen the footage.
[02:08:40.301 --> 02:08:42.423]  But this is compulsive.
[02:08:42.423 --> 02:08:44.325]  This is neurotic.
[02:08:44.325 --> 02:08:47.908]  I dated a really nice lady that was a paralegal.
[02:08:47.908 --> 02:08:51.912]  She later became a lawyer when I was growing up in Dallas.
[02:08:51.912 --> 02:08:53.173]  And I knew her when I was in college.
[02:08:53.173 --> 02:08:54.154]  She was a few years older than me.
[02:08:55.245 --> 02:09:04.868]  And she would just tell me the joke about her boss, who had all these letters and was this big lawyer and made all this money, but occasionally he would eat boogers in front of you.
[02:09:04.868 --> 02:09:08.088]  He would just pull a booger out, he couldn't help it, he'd eat it.
[02:09:08.088 --> 02:09:10.929]  He'd kind of sneak it, but he ate it.
[02:09:10.929 --> 02:09:14.610]  And she would make jokes about it, and one time I watched dinner with him and he ate the booger in front of me.
[02:09:14.610 --> 02:09:16.751]  In front of his wife, he ate a booger.
[02:09:16.751 --> 02:09:18.951]  Now, I'm not being funny here.
[02:09:18.951 --> 02:09:23.133]  That's a little level of psychosis and insanity.
[02:09:23.133 --> 02:09:24.333]  Imagine you're Joe Biden,
[02:09:25.649 --> 02:09:30.071]  And people walk up, they're like, they're grabbing little kids, rubbing, smelling them, rubbing.
[02:09:30.071 --> 02:09:33.493]  If it was your uncle and you're doing it to the daughter, that's a little, you know, creepy.
[02:09:33.493 --> 02:09:34.934]  Yeah, there's footage of other people eating boogers.
[02:09:34.934 --> 02:09:36.555]  It's some kind of elitist thing.
[02:09:36.555 --> 02:09:37.756]  George W. does it too.
[02:09:37.756 --> 02:09:39.156]  I quit doing it when I was about three.
[02:09:39.156 --> 02:09:43.239]  I have a rare memory of being about three and like, I ate a booger that's got like sand in it.
[02:09:43.239 --> 02:09:44.299]  Like, God, that tastes bad.
[02:09:44.299 --> 02:09:45.100]  I'm gonna stop eating those.
[02:09:45.720 --> 02:09:47.883]  But seriously, I've eaten boogers.
[02:09:47.883 --> 02:09:48.644]  I just admitted it.
[02:09:48.644 --> 02:09:49.605]  It's a tell-all.
[02:09:49.605 --> 02:09:53.810]  Maybe I should go to this group that initiates white women to say they're racist and bad.
[02:09:53.810 --> 02:09:55.852]  I should go and admit I've eaten boogers at age 3.
[02:09:58.447 --> 02:10:01.449]  Bob, I'm taking you to the next level here.
[02:10:01.449 --> 02:10:05.691]  But seriously, Pelosi, Biden, we're going to play these clips.
[02:10:05.691 --> 02:10:06.952]  What do you make of this?
[02:10:06.952 --> 02:10:12.134]  So with Biden, it's a compulsive behavior, and it's quasi-pedophilia behavior.
[02:10:12.134 --> 02:10:17.037]  I mean, if you look at where he's moving his hands on little girls' bodies, I'm sorry, that's not normal.
[02:10:17.037 --> 02:10:20.659]  It's what you do to your wife if you think she's in the mood to get her in bed.
[02:10:21.239 --> 02:10:22.360]  Exactly.
[02:10:22.360 --> 02:10:23.781]  It's very sexualized.
[02:10:23.781 --> 02:10:24.982]  Very sexualized behavior.
[02:10:24.982 --> 02:10:27.823]  This is not normal behavior by any stretch of the imagination.
[02:10:27.823 --> 02:10:29.965]  People said, oh, it's just like your weird uncle.
[02:10:29.965 --> 02:10:33.527]  And I was like, well, if your creepy uncle has been convicted of pedophilia, maybe.
[02:10:33.527 --> 02:10:35.708]  I mean, that's the kind of behavior that it is.
[02:10:35.708 --> 02:10:44.554]  And the fact that he can't stop doing it, even though it's going to become high profile, and the fact that he does it repeatedly when he knows the cameras are on him, gives you a sense of how compulsive it is.
[02:10:45.034 --> 02:10:54.322]  I mean, it's like he cannot control himself, cannot stop himself, cannot prevent himself from doing the behavior that all of us should be deeply disturbed and unsettled by.
[02:10:54.322 --> 02:10:55.163]  This is not normal.
[02:10:55.163 --> 02:10:58.506]  This is another attempt to normalize bad behavior.
[02:10:58.506 --> 02:11:08.734]  The media's attempt to brush over this, the media's attempt to excuse it, the media's attempt to justify it is like Vox and Salon trying to say, well, pedophiles are normal and they just have maybe a little mental issue.
[02:11:08.734 --> 02:11:12.778]  No, they're perverts who present an imminent threat of danger to young children.
[02:11:13.118 --> 02:11:20.701]  And Biden's behavior is obsessive and it's compulsive in a way that is dangerous for a public politician who's been in the public eye to continue to do this.
[02:11:30.985 --> 02:11:31.486]  Oh, exactly.
[02:11:50.560 --> 02:11:50.640]  Yeah.
[02:12:04.497 --> 02:12:05.798]  This was his uncle's daughter or whatever.
[02:12:05.798 --> 02:12:07.320]  They said, oh, no, it's fine.
[02:12:07.320 --> 02:12:10.824]  Later, it turned out he had sex with her, all this stuff, about a month later.
[02:12:10.824 --> 02:12:12.746]  But it's just, it's crazy.
[02:12:12.746 --> 02:12:13.046]  Oh, exactly.
[02:12:13.046 --> 02:12:14.808]  I mean, when I've seen that behavior, I've cussed it out.
[02:12:14.808 --> 02:12:21.195]  When I've been at weddings or other events, we have somebody that's there that you don't want and that you, is not part of your family or anything else.
[02:12:21.195 --> 02:12:24.038]  This behavior is just completely unacceptable behavior, called out the behavior.
[02:12:24.398 --> 02:12:26.579]  So the idea is incredibly obvious.
[02:12:26.579 --> 02:12:26.999]  Exactly.
[02:12:26.999 --> 02:12:30.741]  I mean, this behavior is not, this is not trying to make a kid comfortable.
[02:12:30.741 --> 02:12:34.202]  This is not, it's not even Michael Jackson behavior, right?
[02:12:34.202 --> 02:12:39.025]  I mean, Michael Jackson was more, he wanted to be a 12-year-old kid hanging out with someone.
[02:12:39.025 --> 02:12:42.286]  This is, this is deliberately touchy-handy.
[02:12:42.286 --> 02:12:45.848]  And he does this control thing where he holds them and he rubs their cheeks.
[02:12:45.848 --> 02:12:47.348]  I mean, I've got three daughters.
[02:12:47.348 --> 02:12:48.809]  I've never sat there and I held them and like,
[02:12:49.309 --> 02:12:55.013]  I tried rubbing him and just like... Well it sort of reminds me of the Quentin Tarantino Pulp Fiction dialogue.
[02:12:55.013 --> 02:12:57.834]  That's completely sexual the way he just rubbed her cheeks.
[02:12:57.834 --> 02:12:58.475]  Completely.
[02:12:58.475 --> 02:13:06.220]  Like they're describing in the Quentin Tarantino's movie Pulp Fiction about why you wouldn't necessarily give a foot massage to somebody else's wife because of certain things.
[02:13:06.220 --> 02:13:07.400]  The things he's doing is even more intimate.
[02:13:07.400 --> 02:13:07.560]  Exactly.
[02:13:07.560 --> 02:13:09.682]  There's certain things that are just as intimate as...
[02:13:11.001 --> 02:13:12.622]  Just look at them going down on your wife.
[02:13:12.622 --> 02:13:17.485]  I mean, seriously, when I mean like your wife better be in the right mood when you do that under the cheek thing.
[02:13:17.485 --> 02:13:19.766]  I mean, this is like seriously correct.
[02:13:19.766 --> 02:13:22.648]  This is like very invasive.
[02:13:22.648 --> 02:13:23.688]  It can be invasive.
[02:13:23.688 --> 02:13:28.731]  It's because it's so intimate that if it's if it's not welcome or not wanted, you better know.
[02:13:28.731 --> 02:13:29.512]  And all of these things.
[02:13:29.512 --> 02:13:30.472]  So let's be clear.
[02:13:30.472 --> 02:13:32.013]  Your wife, you've had sex with 500 times.
[02:13:33.610 --> 02:13:34.671]  Thousand times.
[02:13:34.671 --> 02:13:38.254]  If you don't do it just right at the right time, the way he's doing this, they would reject it.
[02:13:38.254 --> 02:13:39.635]  This is very sexual.
[02:13:39.635 --> 02:13:40.075]  Exactly.
[02:13:40.075 --> 02:13:41.697]  Because otherwise it's invasive.
[02:13:41.697 --> 02:13:43.638]  Because that's the nature of true intimacy.
[02:13:43.638 --> 02:13:46.641]  It's invasive if it's not approved, if it's not consensual.
[02:13:46.641 --> 02:13:51.365]  And the way to look at it is, if you look at this behavior, is this something you would do with your wife or your girlfriend?
[02:13:51.365 --> 02:13:52.806]  And the kids are always trying to get away.
[02:13:53.306 --> 02:13:58.071]  It's just like Drag Queen Story Time, where they're convicted pedophiles, and they don't even tell the parents.
[02:13:58.071 --> 02:14:02.155]  They bring the kids in and set them on these guys laps, and the kids are fighting to get away.
[02:14:02.155 --> 02:14:04.116]  Look at that, grabbing them by the arm.
[02:14:04.116 --> 02:14:06.419]  Not only that, it's almost disproportionately girls.
[02:14:06.419 --> 02:14:09.341]  Like the original excuse was... Oh, is there any video boys?
[02:14:09.341 --> 02:14:10.142]  Almost none.
[02:14:10.142 --> 02:14:12.825]  And that gives you a sign like, I mean like, here... Oh, look at that.
[02:14:13.385 --> 02:14:15.405]  Notice he doesn't do that to the boy.
[02:14:15.405 --> 02:14:16.666]  So he knows of this difference.
[02:14:16.666 --> 02:14:18.246]  He knows of this distinction.
[02:14:18.246 --> 02:14:23.847]  So this is not just the hair sniffing routine with everybody's wife.
[02:14:23.847 --> 02:14:27.728]  You know, to be honest with you, that I would find, you know, irritating.
[02:14:27.728 --> 02:14:36.890]  But I wouldn't find... If I was good buddies with somebody and they kissed my wife on the cheek or patted her on the ass, I'd still be like, OK, he's just familiar.
[02:14:36.890 --> 02:14:39.530]  But somebody you don't know, be like, hey, dude, what are you doing?
[02:14:39.530 --> 02:14:43.011]  But if they did that to my daughter when she was that age, it would be a different reaction.
[02:14:43.151 --> 02:14:46.034]  Well sure, but he does that to like full-grown women.
[02:14:46.034 --> 02:14:48.677]  He'll grab them and set them on his lap and dudes get pissed.
[02:14:48.677 --> 02:14:49.939]  Yeah, there he is rubbing a breast.
[02:14:49.939 --> 02:14:52.842]  Yeah, I mean, I'm sorry, there's nothing about that that's normal.
[02:14:52.842 --> 02:14:54.304]  He never does that to any boy.
[02:14:54.304 --> 02:14:56.306]  So this isn't some like weird thing he grew up with.
[02:14:56.306 --> 02:14:57.868]  So this is an out-of-control pervert.
[02:14:57.868 --> 02:14:58.128]  Correct.
[02:14:58.288 --> 02:15:01.389]  That's so compulsive in his behavior that even when he knows he's being filmed.
[02:15:01.389 --> 02:15:04.190]  And what is the putting the head to him and like the smelling him?
[02:15:04.190 --> 02:15:05.470]  That for him is his man.
[02:15:05.470 --> 02:15:08.651]  He loves hair and he's very intimate about the way he does it.
[02:15:08.651 --> 02:15:09.931]  And that's why he's soft.
[02:15:09.931 --> 02:15:10.951]  I mean, notice the soft touch.
[02:15:10.951 --> 02:15:12.772]  I mean, these are not the kind of touches.
[02:15:12.772 --> 02:15:15.653]  And the other thing is he gets real excited while he's doing it.
[02:15:15.653 --> 02:15:19.314]  You don't see like in contrast it to the coverage of Trump with his daughter.
[02:15:19.314 --> 02:15:23.775]  Like if Trump just pats his daughter on the back, they say, oh, that's somehow weird or perverted.
[02:15:23.775 --> 02:15:25.255]  This is what's weird and perverted.
[02:15:25.255 --> 02:15:26.476]  I was about 14 years old.
[02:15:28.582 --> 02:15:32.064]  And one of my dad's cousins was over and she was a good-looking hot blonde.
[02:15:32.064 --> 02:15:34.186]  She was probably like 30 years old.
[02:15:34.186 --> 02:15:35.086]  And man, her husband was there.
[02:15:35.086 --> 02:15:36.347]  And I tell you, we've been out shooting and everything.
[02:15:36.347 --> 02:15:37.167]  He's a lawyer.
[02:15:37.167 --> 02:15:37.928]  I've been out there with her.
[02:15:37.928 --> 02:15:38.468]  We're friends.
[02:15:38.468 --> 02:15:42.010]  But man, I slapped her on the ass and it was sexual.
[02:15:42.010 --> 02:15:43.832]  And he kind of looked at me and said, hey, you better watch it.
[02:15:43.832 --> 02:15:44.592]  And she laughed.
[02:15:44.592 --> 02:15:48.114]  But he was like, and I'm a 14-year-old slapping a full-grown woman on the ass.
[02:15:48.114 --> 02:15:50.396]  And he was kind of like, hey, junior, you better watch it.
[02:15:50.396 --> 02:15:52.617]  Because it was sexual and I couldn't help it.
[02:15:52.617 --> 02:15:53.297]  It's unbelievable.
[02:15:53.297 --> 02:15:53.858]  We'll be right back.
[02:15:55.754 --> 02:16:00.837]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[02:16:00.837 --> 02:16:06.179]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to leave my family to freedom.
[02:16:06.179 --> 02:16:14.243]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[02:16:14.243 --> 02:16:19.686]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[02:16:19.686 --> 02:16:21.667]  Go to BlackRifleRealEstate.com.
[02:16:21.667 --> 02:16:23.728]  That's BlackRifleRealEstate.com.
[02:16:25.253 --> 02:16:26.473]  Hi, I'm Dan Pilla.
[02:16:26.473 --> 02:16:30.394]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[02:16:30.394 --> 02:16:31.914]  I sued the IRS and won.
[02:16:31.914 --> 02:16:34.875]  I beat the IRS then, and I've been beating them ever since.
[02:16:34.875 --> 02:16:40.436]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[02:16:40.436 --> 02:16:41.636]  I can help you, too.
[02:16:41.636 --> 02:16:44.577]  If you owe taxes you can't pay, don't wait another day.
[02:16:44.577 --> 02:16:46.797]  There's no such thing as a hopeless tax case.
[02:16:46.797 --> 02:16:51.238]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[02:16:51.238 --> 02:16:53.579]  That's danpilla.com, danpilla.com.
[02:16:54.779 --> 02:17:01.144]  The United States of Empire is a book that claims the United States is the empire of the world.
[02:17:01.144 --> 02:17:04.186]  George Washington had warned us against foreign wars.
[02:17:04.186 --> 02:17:10.110]  The United States of Empire shows that World Wars I and II left England broken.
[02:17:10.110 --> 02:17:13.893]  Its former colony, the U.S., had to save the empire.
[02:17:13.893 --> 02:17:14.834]  Was there ever a vote?
[02:17:15.154 --> 02:17:16.155]  Who do we fight for?
[02:17:16.155 --> 02:17:22.701]  The Deep State began with World War I. The United States of Empire by James Dunn.
[02:17:22.701 --> 02:17:24.723]  Available at Amazon Books.
[02:17:24.723 --> 02:17:27.365]  Hunters, anglers, campers, and survivalists.
[02:17:27.365 --> 02:17:28.486]  Get back to nature.
[02:17:28.486 --> 02:17:35.773]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:17:35.773 --> 02:17:38.575]  Slingbow products are compact and models start from just $17.98.
[02:17:39.696 --> 02:17:42.738]  They're perfect for your bug out bag or storing in your vehicle.
[02:17:42.738 --> 02:17:46.900]  Give yourself and your loved ones the excitement and tradition of Slingbow.
[02:17:46.900 --> 02:17:51.483]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:17:51.483 --> 02:17:54.125]  Feel the thrill only at Slingbow.com
[02:17:58.214 --> 02:18:00.095]  Mike in New Jersey, you're on the air.
[02:18:00.095 --> 02:18:00.956]  Thanks for calling, Mike.
[02:18:00.956 --> 02:18:02.316]  You are the man, Alex.
[02:18:02.316 --> 02:18:03.837]  I'm so glad to be talking to you.
[02:18:03.837 --> 02:18:04.638]  I'm so excited.
[02:18:04.638 --> 02:18:05.538]  I'm such a big fan.
[02:18:05.538 --> 02:18:08.019]  Ever since I've been listening, I've been buying your products.
[02:18:08.019 --> 02:18:10.521]  I gotta do a shout-out for the Bone Broth.
[02:18:10.521 --> 02:18:11.941]  The Bone Broth.
[02:18:11.941 --> 02:18:13.382]  The Bone Broth.
[02:18:13.382 --> 02:18:14.763]  The B-B-Bone Broth.
[02:18:14.763 --> 02:18:16.044]  The B-B-Bone Broth.
[02:18:16.044 --> 02:18:19.285]  Tastes like, tastes like a great milkshake.
[02:18:19.285 --> 02:18:20.786]  You know, if you just add it to milk.
[02:18:20.786 --> 02:18:21.947]  It tastes like Ovaltine.
[02:18:21.947 --> 02:18:23.388]  It tastes like Ovaltine.
[02:18:23.388 --> 02:18:25.189]  It tastes like Ovaltine.
[02:18:25.189 --> 02:18:25.929]  Like good!
[02:18:26.249 --> 02:18:26.869]  Whoa!
[02:18:26.869 --> 02:18:28.570]  I feel great since I've been taking it.
[02:18:28.570 --> 02:18:32.771]  My daughter uses the Bubble Gum Fluoride Free Toothpaste.
[02:18:32.771 --> 02:18:38.593]  I've used the Super Male Vitality, a host of other products, so thank you so much for that as well.
[02:18:38.593 --> 02:18:40.773]  Brother, you're thanking me for buying the products.
[02:18:40.773 --> 02:18:48.356]  Excuse me, I'm thanking you, but yes, this is the ultimate bone broth formula with the turmeric, the chaga mushroom, the true bone broth.
[02:18:48.356 --> 02:18:49.096]  It is next level.
[02:18:49.096 --> 02:18:50.296]  It really is good, so thank you.
[02:18:50.296 --> 02:18:52.237]  I feel great since I've been taking it.
[02:18:52.237 --> 02:18:52.597]  Thank you.
[02:18:56.949 --> 02:19:04.312]  I want to salute and commend every man, woman, and child that has supported this broadcast over the years and that has stood with us.
[02:19:04.312 --> 02:19:07.374]  And I want to thank all of our sponsors and all of our affiliates.
[02:19:07.374 --> 02:19:08.994]  But I'll tell you like it is.
[02:19:08.994 --> 02:19:11.696]  You've seen the unmitigated attack we've been under.
[02:19:11.696 --> 02:19:13.176]  You're our only sponsors.
[02:19:13.176 --> 02:19:19.659]  And when you don't buy the products that are absolutely the best out there, we aren't able to continue on.
[02:19:19.659 --> 02:19:22.140]  So remember, you are the InfoWarp.
[02:19:22.140 --> 02:19:23.961]  I'm not the leader, you are the leader.
[02:19:23.961 --> 02:19:25.542]  When you take action, nothing stops you.
[02:19:25.922 --> 02:19:31.324]  We've got giant specials running right now at InfoWarsStore.com that are unprecedented.
[02:19:31.324 --> 02:19:39.066]  And if you go there and buy great products that you already need from across the board, it funds the second American Revolution worldwide.
[02:19:39.066 --> 02:19:41.907]  So I want to thank you for your support, and I want to encourage you again.
[02:19:41.907 --> 02:19:46.808]  Go to InfoWarsStore.com for whatever the product is you need.
[02:19:46.808 --> 02:19:49.969]  We have thousands of them, and it makes this all possible.
[02:19:49.969 --> 02:19:51.890]  Thank you for making InfoWars possible.
[02:19:51.890 --> 02:19:52.530]  God bless you.
[02:19:59.339 --> 02:20:01.949]  You're listening to The Alex Jones Show.
[02:20:30.146 --> 02:20:32.508]  You found it.
[02:20:32.508 --> 02:20:37.611]  The program, the Clintons, the Chadcombs want shut down.
[02:20:37.611 --> 02:20:38.632]  Thanks to you standing with us.
[02:20:38.632 --> 02:20:39.212]  We're still here.
[02:20:39.212 --> 02:20:39.552]  Thank you.
[02:20:39.552 --> 02:20:41.113]  I'm Alex Jones, your host.
[02:20:41.113 --> 02:20:43.595]  Your phone calls are coming up next segment.
[02:20:43.595 --> 02:20:51.140]  During the break, I was back in the coffee room where somebody bought donuts and I just inhaled two of them.
[02:20:51.140 --> 02:20:52.761]  Stop it!
[02:20:52.761 --> 02:20:55.943]  Even though I appreciate it.
[02:20:55.943 --> 02:20:59.386]  I was back to get a cup of coffee and ate two donuts and I was watching Fox News.
[02:21:00.609 --> 02:21:01.231]  We're good.
[02:21:09.386 --> 02:21:17.791]  The Attorney General, and he's like, trying to overthrow a president, lying about it, setting him up, trying to say that you're going to overthrow an election.
[02:21:17.791 --> 02:21:19.372]  That's the tyranny here.
[02:21:19.372 --> 02:21:21.073]  We shouldn't be talking about impeaching Trump.
[02:21:21.073 --> 02:21:22.493]  There's no evidence.
[02:21:22.493 --> 02:21:24.254]  He said this whole system is in danger.
[02:21:24.254 --> 02:21:25.495]  It's out of control.
[02:21:25.495 --> 02:21:26.536]  Our DVR crashed.
[02:21:26.536 --> 02:21:28.857]  Maybe we'll have it later, but I'm sure the clip's everywhere.
[02:21:28.857 --> 02:21:31.198]  I would just pull up Bob Barr on CBS.
[02:21:31.198 --> 02:21:31.859]  It's all over the place.
[02:21:33.803 --> 02:21:36.005]  Talk about Bob Barr a little bit.
[02:21:36.005 --> 02:21:43.930]  I know you've studied him and others, and I've talked to people I know that are patriots in the Pentagon and in a three-letter agency who are actually good people who have a history of being whistleblowers.
[02:21:43.930 --> 02:21:47.112]  Some on air from the CIA, some that haven't been on air.
[02:21:47.112 --> 02:21:52.896]  They said, no, Barr's actually been good for a long time at trying to stabilize things and actually going after corruption.
[02:21:52.896 --> 02:21:54.978]  Now, maybe that's not entirely true.
[02:21:54.978 --> 02:21:56.419]  I think the jury's still out.
[02:21:57.304 --> 02:22:05.866]  But regardless, what the left's done is so dangerous, even to the power structure, that at some level it's got to be dialed back, just from their perspective.
[02:22:05.866 --> 02:22:07.267]  But here's the Hill article.
[02:22:07.267 --> 02:22:15.349]  Professor who correctly predicted nine presidential elections says Trump will win in 2020 unless Democrats impeach.
[02:22:16.351 --> 02:22:27.599]  An American University professor who correctly predicted the last nine presidential elections says President Trump will win the 2020 election unless Congressional Democrats grow a spine, which he's pushing him to do.
[02:22:27.599 --> 02:22:35.205]  Alan Lichtman, a political historian, said Democrats only have a shot at the White House if they begin impeachment proceedings against Trump.
[02:22:36.052 --> 02:22:36.832]  You think that's true?
[02:22:36.832 --> 02:22:39.533]  And where do you think this goes?
[02:22:39.533 --> 02:22:40.534]  I think Lippman's wrong.
[02:22:40.534 --> 02:22:42.434]  I mean, I think Lippman wants it to be that way.
[02:22:42.434 --> 02:22:45.475]  What it is, Lippman has a subjective component and an objective component.
[02:22:45.475 --> 02:22:52.078]  Because I've studied all of these because I've been the, you know, one of the prime successes at betting presidential politics now going on 20 years.
[02:22:52.078 --> 02:22:54.758]  Well, they say you're the guy that does the biggest bets on presidential elections.
[02:22:54.758 --> 02:22:55.079]  Correct.
[02:22:55.079 --> 02:22:57.899]  I'm the most successful American political bettor according to the UK Times.
[02:22:57.899 --> 02:22:58.680]  So our headline should be...
[02:22:59.520 --> 02:23:01.722]  Top political better calls 2020.
[02:23:29.440 --> 02:23:33.421]  And his gravitas up against 20-something Crypt Keepers?
[02:23:33.421 --> 02:23:33.842]  Exactly.
[02:23:33.842 --> 02:23:38.063]  Not only that, the second measurement is if the Republican Party was meaningfully split.
[02:23:38.063 --> 02:23:41.564]  So if his base had turned on him, then he would be in trouble.
[02:23:41.564 --> 02:23:43.245]  His base is completely aligned with him.
[02:23:43.245 --> 02:23:46.866]  He continues to advocate for the positions that got him elected.
[02:23:46.866 --> 02:23:51.208]  Did so yesterday by imposing tariffs on Mexico as long as immigration remains a problem.
[02:23:51.208 --> 02:23:56.290]  And Mexico within 24 hours was calling for a conference to discuss how they could meet the President's objectives.
[02:23:56.630 --> 02:24:00.391]  So you have North Korea wanting to reignite peace talks.
[02:24:00.391 --> 02:24:06.233]  So you have China at the table to discuss meaningful trade reform that will protect American jobs.
[02:24:06.233 --> 02:24:09.675]  So he's done things that other presidents have promised but failed to deliver on.
[02:24:09.675 --> 02:24:12.035]  And so people just don't have a sense.
[02:24:12.035 --> 02:24:14.816]  They know the power structure is pissed.
[02:24:14.816 --> 02:24:16.577]  A lot of things have gotten better.
[02:24:16.577 --> 02:24:19.618]  Trump clearly is trying and that's really all people are looking for.
[02:24:19.838 --> 02:24:20.398]  Absolutely.
[02:24:20.398 --> 02:24:29.223]  And so, historically, when the incumbent presidential party is not meaningfully divided, the incumbent has won every single election in American political history.
[02:24:29.223 --> 02:24:47.974]  The third thing that happens, so you have the economy good, you have the country safe, you have the party base happy, excited, want Trump to keep going, and the third part is the party in opposition tends to look at their field and say, not look for who would make the best president, they look at their field and say, who's the most politician of the bunch?
[02:24:48.434 --> 02:24:50.095]  So that's how you get Bob Dole in 1996.
[02:24:50.095 --> 02:24:53.978]  That's how you get John Kerry in 2004.
[02:24:53.978 --> 02:24:56.700]  That's how you get Mitt Romney in 2012.
