[00:00:00.049 --> 00:00:00.209]  Oh my!
[02:03:59.865 --> 02:04:04.186]  And Honey Trap is a common spy operation tactic.
[02:04:04.186 --> 02:04:05.166]  It's used all the time.
[02:04:05.166 --> 02:04:07.886]  The Israelis are masters at that as well.
[02:04:07.886 --> 02:04:11.427]  And, you know, once you've got somebody on that hook, you don't want them to get off.
[02:04:11.792 --> 02:04:24.131]  So whoever was using Palfrey's information to control politicians would want to silence her, because if she went and exposed everything with a tell-all book, then they'd lose that ability to control these politicians.
[02:04:24.705 --> 02:04:28.248]  Now, we know Carnaby was Middle Eastern in origin.
[02:04:28.248 --> 02:04:29.088]  That's been reported.
[02:04:29.088 --> 02:04:30.830]  His parents live in Beirut.
[02:04:30.830 --> 02:04:38.155]  The MO, the information we're getting right now, is that Carnaby was somehow tied into all this.
[02:04:38.155 --> 02:04:39.857]  We'll get your take on that on the other side.
[02:04:39.857 --> 02:04:43.399]  Final segment with Mike Rivero, WhatReallyHappened.com.
[02:04:43.399 --> 02:04:44.140]  I'm Alex Jones.
[02:04:48.018 --> 02:04:50.539]  Hi, this is Dave from Ready Reserve Foods.
[02:04:50.539 --> 02:04:57.880]  I have been waiting patiently for the government and mainstream media to inform you of what is turning out to be the biggest problem facing the world in the last 50 years.
[02:04:57.880 --> 02:05:03.482]  For the last three years, the Earth has consumed more food than it has been able to produce, and it has now finally caught up with this.
[02:05:03.482 --> 02:05:10.423]  In the U.S., commodities such as flour and rice are already being rationed, and the next rice crop won't be available for another four to five months.
[02:05:10.423 --> 02:05:17.025]  It's fall in the Southern Hemisphere, and many countries are short the food necessary to make it through the winter, and have stopped exporting certain commodities altogether.
[02:05:17.833 --> 02:05:19.414]  Remember our trade deficit?
[02:05:19.414 --> 02:05:25.279]  Trillions of dollars have stacked up outside the country and are now rushing in to buy our food production at any price.
[02:05:25.279 --> 02:05:31.664]  By late summer, if not early fall, it is likely our government will step in and control food and food exports under martial law.
[02:05:31.664 --> 02:05:33.145]  Call Ready Reserve Foods at 1-800-453-2202.
[02:05:33.145 --> 02:05:33.225]  1-800-453-2202.
[02:05:33.225 --> 02:05:34.406]  Or visit us at www.readyreservefoods.com.
[02:05:44.814 --> 02:05:49.839]  1-800-453-2202 Our beloved Republic is on her knees.
[02:05:49.839 --> 02:05:53.463]  The forces of globalism are destroying national sovereignty worldwide.
[02:05:53.463 --> 02:05:55.585]  But in Liberty's darkest hour, there is hope.
[02:05:55.585 --> 02:05:58.948]  For the first time in modern history, the people are beginning to wake up.
[02:05:58.948 --> 02:06:04.693]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[02:06:04.693 --> 02:06:08.597]  We have a short time frame to fully awaken and energize the people to meet this threat.
[02:06:08.917 --> 02:06:14.119]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[02:06:14.119 --> 02:06:17.181]  PrisonPlanet.tv is a vault of forbidden information.
[02:06:17.181 --> 02:06:24.384]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[02:06:24.384 --> 02:06:30.366]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[02:06:30.366 --> 02:06:34.888]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[02:06:35.168 --> 02:06:38.052]  The Info War is waiting for you to set it free.
[02:06:38.052 --> 02:06:40.095]  Join PrisonPlanet.tv.
[02:06:40.095 --> 02:06:42.098]  Burn the info bombs to disk.
[02:06:42.098 --> 02:06:44.220]  Put them on the file sharing networks.
[02:06:44.220 --> 02:06:46.003]  Bring down the New World Order.
[02:06:46.003 --> 02:06:46.764]  PrisonPlanet.tv
[02:06:48.553 --> 02:06:52.337]  It is now time to reign in evil and bring them to justice.
[02:06:52.337 --> 02:06:57.361]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[02:06:57.361 --> 02:07:02.827]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[02:07:02.827 --> 02:07:13.317]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[02:07:13.797 --> 02:07:18.199]  They are called Illuminati, elite, proponents of the New World Order.
[02:07:18.199 --> 02:07:20.980]  They oppose everything that is God and truth.
[02:07:20.980 --> 02:07:24.561]  They are of the line that was disinherited 2,000 years ago.
[02:07:24.561 --> 02:07:37.066]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the Earth and mankind, we will undo through the authority that has now been delegated to us.
[02:07:37.526 --> 02:07:41.267]  Visit our website at unveilingthem.com.
[02:07:41.267 --> 02:07:45.568]  That's U-N-V-E-I-L-I-N-G them dot com.
[02:07:45.568 --> 02:07:48.389]  The message of his kingdom.
[02:07:48.389 --> 02:07:51.150]  He's the T-Rex of political talk.
[02:07:51.150 --> 02:07:53.931]  Alex Jones on the GCN Radio Network.
[02:08:12.016 --> 02:08:17.098]  Alright, I got a bunch of global and economic news, military news we'll be covering at the bottom of the hour.
[02:08:17.098 --> 02:08:20.639]  Steve Shanks is going to be popping in in five minutes.
[02:08:20.639 --> 02:08:30.841]  But Mike Rivero, continuing with Palfrey if you'd like, with Carnaby, but then I want to get your take just on the economy overall, Iran, any other key points you want to make?
[02:08:32.136 --> 02:08:38.281]  Well, you know, we've pretty much covered all the information we have on Palfrey until that handwriting sample comes in.
[02:08:38.281 --> 02:08:40.803]  And I don't want to get caught up in a lot of minutia.
[02:08:40.803 --> 02:08:49.509]  The bottom line is a lot of people, you know, are breathing a sigh of relief that she and her memoirs are now basically silenced forever.
[02:08:49.509 --> 02:08:57.275]  And it's just one of those, you know, sadly, the gravestones that are marking the path through history that we have right now.
[02:08:57.902 --> 02:09:11.206]  As far as Iran is concerned, I'm sensing that there's a deep faction opening up within our own government between those people who just want to go on and invade Iran and those who realize it would be a huge, huge mistake to do so.
[02:09:11.206 --> 02:09:19.149]  I find it very interesting that in their latest screed against Iran, Israel has once again admitted that they are already a nuclear power.
[02:09:19.725 --> 02:09:19.925]  I don't
[02:09:36.590 --> 02:09:40.473]  dollars and systems because it is a nuclear power in and of its own right.
[02:09:40.473 --> 02:09:46.537]  Well Israel just doesn't want to get the blame for attacking Iran and for the general public they won't even know Israel's involved.
[02:09:46.537 --> 02:09:49.739]  The general public thinks that Australia is Israel.
[02:09:49.739 --> 02:09:57.805]  I mean I've seen the presentations on the streets where grown adults don't even, you know, they think that Iran is Australia.
[02:09:57.805 --> 02:10:00.067]  They don't know where the US is.
[02:10:00.067 --> 02:10:02.869]  I mean, how do they ever dumb us down so bad, Mike?
[02:10:04.073 --> 02:10:06.895]  Well, I don't think we're quite as dumbed down as they'd like to think.
[02:10:06.895 --> 02:10:16.160]  I've seen that news clip that you're talking about, and that crew had to really kind of work to find, you know, the people who looked that dumb, and they edited out a lot of other people.
[02:10:16.160 --> 02:10:16.680]  I don't know.
[02:10:16.680 --> 02:10:20.423]  I mean, I agree it's a little overdone, but I run into stuff like that all the time.
[02:10:20.423 --> 02:10:24.305]  I mean, the general public thinks carbon dioxide is a devil weapon.
[02:10:26.318 --> 02:10:32.582]  That's definitely true, but again, they're starting to wise up to that one as well, especially after this last winter was so cold.
[02:10:32.582 --> 02:10:38.766]  But no, I agree the public needs to be educated, and that's why it's so important for people to keep on speaking out on that.
[02:10:38.766 --> 02:10:48.552]  But getting back to the economy, because I know we're almost out of time for me right now, the economy is looking worse, and I think the most alarming thing right now is, being that it is an election year,
[02:10:49.201 --> 02:11:03.697]  Both of our traditional political parties are really ignoring the warning signs of disaster to come, because they don't want to get into discussion about the economy, because when the fingers start pointing, it's going to point everywhere, and this is why I think they're so obsessive about
[02:11:04.131 --> 02:11:05.552]  Reverend Jeremiah Wright.
[02:11:05.552 --> 02:11:09.374]  He is safe for them to hurl back and forth accusations.
[02:11:09.374 --> 02:11:10.655]  They don't want to talk about the war.
[02:11:10.655 --> 02:11:12.396]  They can't talk about the economy.
[02:11:12.396 --> 02:11:18.199]  So they're going to make a big thing about Reverend Jeremiah Wright and who said what and who's wearing an American pin.
[02:11:18.199 --> 02:11:24.683]  Meanwhile, we got Clinton top staffers running around calling white people white in words, but that's okay.
[02:11:24.683 --> 02:11:30.787]  Yeah, and you know, they're trying to make all these non-issues important because they can't talk about the real thing.
[02:11:30.787 --> 02:11:33.028]  But I saw an interesting statistic just this morning.
[02:11:33.436 --> 02:11:42.343]  Where half of all homes purchased since 2006, more money is owed on the mortgages than the homes are now worth.
[02:11:42.343 --> 02:11:44.985]  And that means more and more people are going to start walking away.
[02:11:44.985 --> 02:11:46.327]  It's going to be a disaster.
[02:11:46.327 --> 02:11:54.233]  And with everybody going bankrupt, you're going to have double cops running around giving everybody tickets and running checkpoints.
[02:11:54.233 --> 02:11:56.355]  I mean, it is just the squeeze, man.
[02:11:56.355 --> 02:12:00.238]  They're going to squeeze and squeeze and squeeze and squeeze.
[02:12:01.471 --> 02:12:13.701]  And where we're down to pillaging the population, which is why they're out there writing speeding tickets while, you know, murders and rapes and robberies are basically going uninvestigated, because it's all about getting money from the population anyway they can.
[02:12:13.701 --> 02:12:23.989]  And this cop that posted a comment on InfoWars, he talks about how they're out busy doing important work, and I know they go to scum-filled crack houses and the rest of it, but the point here is, is that, uh,
[02:12:25.274 --> 02:12:25.734]  It is.
[02:12:25.734 --> 02:12:29.555]  The cops told me, and it's been in the news, that they don't arrest illegal aliens.
[02:12:29.555 --> 02:12:31.095]  And I'm not even after the illegal aliens.
[02:12:31.095 --> 02:12:32.735]  The point is, they can drunk drive.
[02:12:32.735 --> 02:12:34.156]  They don't have to have IDs.
[02:12:34.156 --> 02:12:37.916]  They're left alone because the establishment wants to leave the door open.
[02:12:37.916 --> 02:12:42.377]  But then me, the citizen, I am just absolute trash, Mike.
[02:12:42.377 --> 02:12:43.878]  Well, you're not trash.
[02:12:43.878 --> 02:12:45.138]  You're the food.
[02:12:45.138 --> 02:12:46.318]  You are the food of the system.
[02:12:46.318 --> 02:12:49.459]  Your tax dollars and your earnings are the food of the system.
[02:12:49.459 --> 02:12:49.979]  Exactly.
[02:12:49.979 --> 02:12:50.539]  I don't like it.
[02:12:51.508 --> 02:12:52.608]  Well, I don't like it either.
[02:12:52.608 --> 02:12:56.310]  I don't like being, you know, we've become a cannibalistic society if you think about it.
[02:12:56.310 --> 02:12:56.950]  Well, I agree.
[02:12:56.950 --> 02:13:01.071]  The government and the elites live off of our work and literally off our blood.
[02:13:01.071 --> 02:13:08.614]  It's like being on the African savannah and instead of seeing 10 lions every 5 miles like you're supposed to, you see 500.
[02:13:11.216 --> 02:13:15.540]  I mean, and they're just making more and more bureaucracies, more and more tattletale squads.
[02:13:15.540 --> 02:13:18.742]  They're CPSing people's kids for no reason now.
[02:13:18.742 --> 02:13:20.003]  I mean, folks, you understand?
[02:13:20.003 --> 02:13:20.984]  They're gonna do something.
[02:13:20.984 --> 02:13:22.105]  They're gonna arrest you.
[02:13:22.105 --> 02:13:23.185]  They're gonna get you.
[02:13:23.185 --> 02:13:25.547]  Do you know what it means when there's this many cops?
[02:13:25.547 --> 02:13:27.168]  I'm sorry, Mike, I just, I start ranting.
[02:13:27.168 --> 02:13:28.129]  Go ahead.
[02:13:28.129 --> 02:13:33.713]  Well, I understand that, but you're on a very valid point, because, and I made this observation on what really happened this morning.
[02:13:33.713 --> 02:13:35.595]  We have 5% of the world's population.
[02:13:35.595 --> 02:13:37.696]  We have 25% of the world's prisoners.
[02:13:37.696 --> 02:13:37.997]  Why?
[02:13:37.997 --> 02:13:39.718]  Because we've got prison industries.
[02:13:40.091 --> 02:13:43.252]  And these people are being put to work in these prison factories.
[02:13:43.252 --> 02:13:44.993]  This is what the Nazis had.
[02:13:44.993 --> 02:13:48.614]  All those camps that we see in the history books, they were slave labor camps.
[02:13:48.614 --> 02:13:53.735]  The prisoners in them were making products for the German people, or for the German government rather, to support the war.
[02:13:53.735 --> 02:13:55.796]  They were making boots, they were making uniforms.
[02:13:55.796 --> 02:13:57.256]  It was prison labor.
[02:13:57.256 --> 02:14:00.017]  And we've got the same exact system here in the U.S.
[02:14:00.017 --> 02:14:08.680]  When Janet Reno was Attorney General, in her office at the Department of Justice, she had a sign on the wall saying, all the furniture in this office is made by federal prison inmates.
[02:14:08.960 --> 02:14:10.161]  They're proud of it.
[02:14:10.161 --> 02:14:14.702]  They're proud that they're setting up the same kind of system that they had in the German labor camps.
[02:14:14.702 --> 02:14:20.185]  The same system that the Bush family made money off of when Prescott Bush was business partner.
[02:14:20.185 --> 02:14:24.086]  And by the way, the idiot public thinks good, make them prisoners work.
[02:14:24.086 --> 02:14:28.028]  You're competing against people getting 20 cents an hour.
[02:14:28.028 --> 02:14:30.209]  And there's no regulators.
[02:14:30.209 --> 02:14:32.790]  You better know the President's dump whenever they want in the river.
[02:14:34.804 --> 02:14:41.770]  It's absolutely true, and we pay for the prisons and we pay for the infrastructure, but we don't even get the profits back from the prison labor.
[02:14:41.770 --> 02:14:43.852]  It goes to private corporations.
[02:14:43.852 --> 02:14:48.696]  Well, I mean, they're building more and more prisons, more and more cops everywhere in everybody's business.
[02:14:48.696 --> 02:14:51.718]  New tax authorities show up at my office all the time.
[02:14:51.718 --> 02:14:53.640]  I mean, I'm getting sick of it.
[02:14:53.640 --> 02:14:54.861]  I am really getting tired of it.
[02:14:54.861 --> 02:14:56.202]  This country is pathetic!
[02:14:57.188 --> 02:14:58.970]  And these cops think this is freedom.
[02:14:58.970 --> 02:15:02.433]  Mike Rivero, I really appreciate you, and we'll talk to you soon.
[02:15:02.433 --> 02:15:03.854]  WhatReallyHappened.com.
[02:15:03.854 --> 02:15:05.615]  Thanks for your great contribution.
[02:15:05.615 --> 02:15:07.117]  Thank you for having me on.
[02:15:07.117 --> 02:15:07.757]  You bet.
[02:15:07.757 --> 02:15:09.679]  And again, I love the average cop.
[02:15:09.679 --> 02:15:14.103]  You know, I know you're drinking fluoridated water, your kids are getting shot up with deadly vaccines.
[02:15:14.103 --> 02:15:15.444]  I don't want you to be part of this.
[02:15:15.444 --> 02:15:18.406]  I just keep harping on the cops, because I've got to see you everywhere.
[02:15:18.406 --> 02:15:20.868]  I mean, every... I can't go five feet!
[02:15:20.868 --> 02:15:22.350]  A cop car just drove by!
[02:15:22.350 --> 02:15:23.651]  I mean, I'm infested!
[02:15:25.705 --> 02:15:26.566]  I'm an adult!
[02:15:26.566 --> 02:15:27.607]  I'm tired of it!
[02:15:27.607 --> 02:15:30.029]  There's a crack house two doors down from me!
[02:15:30.029 --> 02:15:32.811]  You've never busted it!
[02:15:32.811 --> 02:15:35.253]  You're always sucking off me!
[02:15:35.253 --> 02:15:48.544]  And man, I'm going to shut up now because all I'm going to say is, in New Orleans the police didn't bring food, they brought gun confiscation with all the economic crises and all the talk of food shortage and everything that's happening.
[02:15:48.544 --> 02:15:50.426]  You're crazy if you don't get
[02:15:51.838 --> 02:15:54.320]  Storable Foods, and we've got the sponsor for you.
[02:15:54.320 --> 02:15:56.882]  Longest continually operating company.
[02:15:56.882 --> 02:16:02.106]  It's dried food, so it's very heavy, but stores in small containers, so fills up small areas.
[02:16:02.106 --> 02:16:03.507]  Very easy to transport.
[02:16:03.507 --> 02:16:05.128]  Lasts more than 10 years.
[02:16:05.128 --> 02:16:20.079]  J. Michael Stevens Group, efoodsdirect.com, and it's Steve Schenck, but I wanted to get him up on the air because he is involved in massive food purchasing and preparation and sale, and he told us a year ago about coming food shortages and massive food increases.
[02:16:20.459 --> 02:16:23.120]  Thanks for coming on with us, Steve.
[02:16:23.120 --> 02:16:25.822]  Hey, glad to be aboard, Alex.
[02:16:25.822 --> 02:16:31.704]  I really appreciate that last guess that you had on.
[02:16:31.704 --> 02:16:44.150]  We are in a situation right now, remember when you and I talked a long time ago about the fact that food is the control mechanism of the system?
[02:16:44.150 --> 02:16:47.372]  Absolutely, we have a worldwide
[02:16:48.450 --> 02:17:04.179]  Famine and it's deadly serious, but you know I think a lot of people don't realize that It's not going to be very long before they are not going to be acquiring groceries in the grocery store It's already there.
[02:17:04.179 --> 02:17:09.602]  We have we have Rationing of rice we have rationing of wheat
[02:17:10.622 --> 02:17:13.024]  In the form of flour.
[02:17:13.024 --> 02:17:21.911]  The last notice that we put out, we've started putting out situation reports, Alex, to anybody that has an email with us.
[02:17:21.911 --> 02:17:38.144]  And the information that we put out, you've got to realize that, you know, on my radio program last night, they had a little newsflash how Mrs. Bush was berating the Burmese government for not notifying their people of a storm that came.
[02:17:39.656 --> 02:17:42.538]  Well, we have a worse situation with the food.
[02:17:42.538 --> 02:17:49.683]  Our government is not notifying your listeners that there's no food.
[02:17:49.683 --> 02:17:55.707]  And the president just appropriated another $770 million to go along with the $200 million that he's sending off to the UN to buy food for these third world countries.
[02:18:05.154 --> 02:18:15.415]  And he's refusing to limit exports of our own food despite the fact we've already seen a 35% increase in the overall average price of food in the last six months.
[02:18:16.536 --> 02:18:18.057]  Now, it even gets worse than that.
[02:18:18.057 --> 02:18:30.988]  The farm organizations, Alex, just petitioned like crazy to have the government control mechanism over futures, the commodity futures markets.
[02:18:30.988 --> 02:18:38.774]  Now, you know that every place that you can invest, the government has control mechanisms.
[02:18:38.774 --> 02:18:43.658]  Well, what they're doing is, we have investors right now.
[02:18:43.658 --> 02:18:44.699]  You talk about hoarding.
[02:18:46.435 --> 02:18:57.303]  No, I know that's the main thing adding to all this is not just the bad last three seasons, but we have big global speculators who are dumping their dollars and they're dumping it in raw commodities like food and then hoarding.
[02:18:58.516 --> 02:19:01.378]  Why do you think that the gold prices went down?
[02:19:01.378 --> 02:19:02.819]  They're not buying gold anymore.
[02:19:02.819 --> 02:19:04.120]  They're buying food.
[02:19:04.120 --> 02:19:05.181]  They're buying futures.
[02:19:05.181 --> 02:19:07.082]  They're buying a future crop.
[02:19:07.082 --> 02:19:09.044]  And they're buying every crop they can get a hold of.
[02:19:09.044 --> 02:19:10.905]  So here's what we got.
[02:19:10.905 --> 02:19:17.891]  We've got the United Nations that is just about to receive almost a billion dollars of American money.
[02:19:17.891 --> 02:19:21.854]  Now they asked the developed nations to send that money.
[02:19:21.854 --> 02:19:25.937]  But we're sending all but 30 million of it.
[02:19:25.937 --> 02:19:26.677]  Steve, stay there.
[02:19:26.677 --> 02:19:27.077]  We've got a break.
[02:19:27.077 --> 02:19:27.698]  We're going to come back.
[02:19:28.425 --> 02:19:28.946]  It is a big idea.
[02:19:28.946 --> 02:19:29.586]  A new world order.
[02:19:29.586 --> 02:19:30.067]  In the near future.
[02:19:54.580 --> 02:19:57.243]  Earth is dominated by a powerful world government.
[02:19:57.243 --> 02:20:00.486]  It's known as the Bilderberg Group.
[02:20:00.486 --> 02:20:03.269]  Could their objective be world domination?
[02:20:03.269 --> 02:20:06.452]  For thousands of years, their dark order grew.
[02:20:06.452 --> 02:20:13.779]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[02:20:16.806 --> 02:20:22.230]  For the first time in history, the elite's plan for world government is blown wide open.
[02:20:22.230 --> 02:20:26.112]  You will learn the secret that drives the entire New World Order agenda.
[02:20:26.112 --> 02:20:28.694]  The Oval Party is making great progress toward a world government.
[02:20:28.694 --> 02:20:29.855]  Most people have no idea.
[02:20:29.855 --> 02:20:30.635]  They're not after money.
[02:20:30.635 --> 02:20:31.896]  They have all the money they need.
[02:20:31.896 --> 02:20:32.897]  They're after power.
[02:20:32.897 --> 02:20:34.038]  That's what they're after these years.
[02:20:34.038 --> 02:20:38.801]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[02:20:38.801 --> 02:20:42.763]  Or watch it online right now at PrisonPlanet.tv.
[02:20:42.763 --> 02:20:43.524]  In Game.
[02:20:43.524 --> 02:20:45.565]  Blueprint for global enslavement.
[02:20:45.565 --> 02:20:46.626]  You have been warned.
[02:20:47.646 --> 02:20:51.128]  Yes, there is an In-Dash AM-FM shortwave radio.
[02:20:51.128 --> 02:20:59.493]  For limited time and in limited numbers, the Sony GT-160S AM-FM shortwave radio and CD player is available only at the Power Hour.
[02:20:59.493 --> 02:21:07.877]  This radio is designed to eliminate interference from ignition systems and the result is clear, clean reception so you can hear your favorite broadcasts both domestically and internationally.
[02:21:07.877 --> 02:21:11.699]  Get your Sony AM-FM shortwave radio and CD player from the Power Hour today.
[02:21:12.099 --> 02:21:12.259]  Call 877-817-9829.
[02:21:12.259 --> 02:21:12.920]  That's 877-817-9829 to order.
[02:21:12.920 --> 02:21:15.504]  Only $249 plus shipping and handling and we'll ship it right to you.
[02:21:15.504 --> 02:21:18.888]  There's even an input to plug in an external source, your MP3 player, your iPod, your DVD player,
[02:21:28.200 --> 02:21:31.402]  Or any other source will sound great through your new Sony receiver.
[02:21:31.402 --> 02:21:34.583]  These radios are not available anywhere else and for a limited time.
[02:21:34.583 --> 02:21:35.664]  So call now, dial 877-817-9829.
[02:21:35.664 --> 02:21:38.525]  That's 877-817-9829 and get your Sony GT-160S AM-FM shortwave radio and CD player from the Power Hour.
[02:21:47.449 --> 02:21:50.310]  Terror Storm, a history of government-sponsored terror.
[02:21:50.310 --> 02:21:51.871]  Loose Change Final Cut.
[02:21:51.871 --> 02:21:54.012]  Endgame, blueprint for global enslavement.
[02:21:54.012 --> 02:21:55.912]  The true story of the Bilderberg Group.
[02:21:55.912 --> 02:21:57.413]  The late great USA.
[02:21:57.413 --> 02:21:59.173]  America, freedom to fascism.
[02:21:59.173 --> 02:22:06.196]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:22:06.196 --> 02:22:10.278]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:22:10.278 --> 02:22:13.679]  Whether you're looking for survival and wellness products like Berkey water filters,
[02:22:14.059 --> 02:22:16.822]  Or you would like a book on the history of the Federal Reserve.
[02:22:16.822 --> 02:22:19.905]  We've got the most well-researched and documented titles.
[02:22:19.905 --> 02:22:22.268]  All available at PrisonPlanet.com.
[02:22:22.268 --> 02:22:27.974]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[02:22:27.974 --> 02:22:32.939]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[02:22:33.980 --> 02:22:44.569]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[02:22:44.569 --> 02:22:46.051]  Join the info war today!
[02:22:47.657 --> 02:22:54.125]  Imagine a firefly, simple and innocent, the ability to light the night sky.
[02:22:54.125 --> 02:22:59.272]  The ozone layer unseen by the naked eye, life-sustaining.
[02:22:59.272 --> 02:23:02.896]  Our ocean, primordial soup breathes life.
[02:23:02.896 --> 02:23:04.878]  Bring the wonders of nature home.
[02:23:05.539 --> 02:23:21.827]  Soleil Salt Lamps, handcrafted from million-year-old crystal salt, will gently ionize and purify your indoor air, helping you breathe easier, nourish your mind and body with soothing colors for deep relaxation, and neutralize EMF radiation, protecting your family's health.
[02:23:22.654 --> 02:23:25.297]  Hi, I'm Isabella, founder of Soleil Wellness.
[02:23:25.297 --> 02:23:26.077]  Visit us or call 866-497-0274.
[02:23:53.880 --> 02:24:00.463]  Folks, five, six, seven years ago, before all these crises were happening, I had horrible food.
[02:24:00.463 --> 02:24:08.666]  And then what you do is, when it gets old, I haven't really gotten to that point yet, you just start eating it or you give it away to family, friends, give it away to the local food banks.
[02:24:08.666 --> 02:24:10.087]  It's good stuff.
[02:24:10.087 --> 02:24:14.269]  But the stuff that Steve Shanks got lasts more than 10 years in climate control.
[02:24:14.269 --> 02:24:16.970]  10 years if it's not climate controlled, say in your garage or attic.
[02:24:18.104 --> 02:24:23.388]  And, uh, but he, he's, every time I bring up his products, he says, no, I want to tell them what's happening.
[02:24:23.388 --> 02:24:26.111]  And he's got a free email alert that goes out every day.
[02:24:26.111 --> 02:24:29.193]  You can go sign up for it, efoodsdirect.com.
[02:24:29.193 --> 02:24:34.597]  And, uh, you know, he was telling me a year ago, they were already seeing prices go up and having trouble getting it.
[02:24:34.597 --> 02:24:40.482]  And yeah, they admit that all these big companies are buying it up and hoarding it, even though there was already a shortage, they're hoarding it.
[02:24:40.482 --> 02:24:42.704]  Are they trying to drive the market up and then dump it?
[02:24:42.704 --> 02:24:43.625]  Or what are they doing, Steve?
[02:24:44.653 --> 02:24:47.755]  Well, the worst thing is not the companies that are hoarding it.
[02:24:47.755 --> 02:24:50.917]  Most of those are trying to get it shipped back out.
[02:24:50.917 --> 02:25:06.568]  What's happening is your commodities, futures investors, people from all over the world and particularly in the United States are buying up the crops and at the same time we've got the United Nations.
[02:25:06.568 --> 02:25:08.450]  Now, when the money gets back
[02:25:09.170 --> 02:25:13.971]  Now, Mr. Bush is trying to send almost a billion dollars.
[02:25:13.971 --> 02:25:22.153]  That was the amount that was asked for by the United Nations Food Program, and it was asked from all of the developed nations.
[02:25:22.153 --> 02:25:28.675]  We're sending it all, and we're the only nation that is not restricting exports of our food
[02:25:29.355 --> 02:25:35.363]  And that means that when that big chunk of money comes back around, there's only one country it's going to be bought from.
[02:25:35.363 --> 02:25:47.218]  These investors within our country, our own Americans, are buying up the food and they will sell it when the UN comes in with our own money to buy it away from us.
[02:25:47.298 --> 02:25:49.299]  Okay, let me break this down for people.
[02:25:49.299 --> 02:25:51.059]  We've got a double whammy here.
[02:25:51.059 --> 02:25:54.380]  Not only are there hundreds of trillions of U.S.
[02:25:54.380 --> 02:26:02.243]  dollars out there that all want to come back in now, and globally people are dumping them and they're trying to buy up what's skyrocketing, i.e.
[02:26:02.243 --> 02:26:06.125]  food commodities, you know, gold, silver, oil, food.
[02:26:06.125 --> 02:26:09.766]  I mean, the whole gamut has been going up overall in the last year.
[02:26:11.050 --> 02:26:17.976]  But then, because the dollar's been devalued, they can come here and use their investments to buy things even cheaper.
[02:26:17.976 --> 02:26:19.237]  Go ahead.
[02:26:19.237 --> 02:26:21.018]  That's absolutely right.
[02:26:21.018 --> 02:26:28.204]  And the fact is, is that right now, just to give an example, wheat is what you grind to get flour.
[02:26:28.204 --> 02:26:38.212]  Now, Costco and the companies are limiting the amount of flour you can have, limiting the amount of rice you can have, limiting the amount of cooking oil that you can have.
[02:26:39.112 --> 02:26:50.376]  And what happens is that these other countries, you figure China has 1.3 trillion of our dollars and they are short of wheat?
[02:26:50.376 --> 02:26:52.137]  Guess where they're gonna go?
[02:26:52.137 --> 02:26:56.298]  China shut down their exports even though we're importing from them.
[02:26:56.298 --> 02:27:04.661]  They shut all these other countries that we're importing 30 to 40 percent of our food from have shut down their exports to keep the food for their own people.
[02:27:04.661 --> 02:27:07.282]  Not only are we not keeping the food for our own people,
[02:27:07.882 --> 02:27:25.793]  But we're giving the United Nations almost a billion dollars to come back and buy that food away from our people at the same time our government regulation organizations are not stopping stopping the investors in commodities from buying up the feed.
[02:27:25.793 --> 02:27:35.259]  Now corn is just about to be rationed also and that means that if they have 86 percent less corn this next year
[02:27:36.584 --> 02:27:47.634]  That means that all of the feed for cattle, I talked last night Alex to a fella that has a thousand head of cattle out in one of the Midwestern states.
[02:27:47.634 --> 02:27:55.060]  He specializes, he raised the cattle, he has to buy the feed for those cattle from guys that specialize in raising the feed.
[02:27:55.060 --> 02:27:58.103]  They are taking the cattle feed, turning it into ethanol
[02:27:58.863 --> 02:28:17.180]  And subsidizing the ethanol, and what's going to happen here within the next couple of months is that the dairy herds that can't afford to be fed to provide your milk and your butter and things, and your meat, your beef herds, are all fed corn.
[02:28:17.180 --> 02:28:19.002]  All your poultry is fed corn.
[02:28:19.002 --> 02:28:22.786]  Well, a large percentage of it in some states, like Texas, it's range fed.
[02:28:23.346 --> 02:28:23.847]  Yeah, you're right.
[02:28:23.847 --> 02:28:24.287]  A lot of it.
[02:28:24.287 --> 02:28:26.328]  That'll certainly cause an increase in price.
