[00:00.000 --> 00:16.000]  From the front lines of the Information War, it's Alex Jones.
[01:04:13.000 --> 01:04:21.000]  that's all right as long as we keep them comfortable.
[01:04:21.000 --> 01:04:25.000]  So we'll come right back in one minute and I'll get totally focused.
[01:04:25.000 --> 01:04:28.000]  And I'm going to drill into the land where there is no internet.
[01:04:28.000 --> 01:04:33.000]  But what's beneath all that? Why is there 14,000 square miles?
[01:04:33.000 --> 01:04:39.000]  One of only many safe zones where the establishment are moving as fast as they can.
[01:04:39.000 --> 01:04:47.000]  What are they trying to escape? What treat is it they have in store for us?
[01:04:47.000 --> 01:04:51.000]  Are they going to keep us comfortable?
[01:04:51.000 --> 01:05:18.000]  We're going to blow their operation on the boo the others. And this is key.
[01:05:21.000 --> 01:05:30.000]  Now, $50 off the Alexa Pure Breeze groundbreaking ion cluster air filter technology.
[01:05:30.000 --> 01:05:33.000]  And we've got a limited quantity of these left right now.
[01:05:33.000 --> 01:05:37.000]  We're basically selling these at cost because there was a big overhaul.
[01:05:37.000 --> 01:05:41.000]  Go ahead and read the hundreds of five-star reviews for yourself.
[01:05:41.000 --> 01:05:46.000]  I've got two in my home. You will notice the difference, ladies and gentlemen,
[01:05:46.000 --> 01:05:53.000]  with the Alexa Pure Breeze in your house. Don't live in a polluted major city in your home.
[01:05:53.000 --> 01:06:16.000]  Have clean air. Go to infowarstore.com.
[01:06:16.000 --> 01:06:23.000]  So if you just joined us, I spent much of the last hour. Your TV viewers showing you Bloomberg,
[01:06:23.000 --> 01:06:29.000]  AP Reuters, New York Times, London Guardian, that the elite are all moving to New Zealand
[01:06:29.000 --> 01:06:33.000]  in underground bunkers for the collapse of civilization.
[01:06:33.000 --> 01:06:39.000]  Well, I explained that that is a diversion. That's where a bunch of Hollywood folks have been led by James Cameron.
[01:06:39.000 --> 01:06:44.000]  There is a client government there that's socialist and they are working with the government.
[01:06:44.000 --> 01:06:48.000]  He also has a private navy to escape what he says will be the mass culling of the earth.
[01:06:48.000 --> 01:06:53.000]  I first broke that more than 12 years ago. He's now gone public the last five saying it's coming.
[01:06:53.000 --> 01:06:57.000]  Dr. Kim shot, please. So I'll recap that and get into the big news.
[01:06:57.000 --> 01:07:01.000]  The super rich of Silicon Valley have a doomsday escape plan. Bloomberg.
[01:07:01.000 --> 01:07:07.000]  Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand?
[01:07:07.000 --> 01:07:10.000]  Terminator director James Cameron, the machines have already won.
[01:07:10.000 --> 01:07:14.000]  And you've got, again, Elon Musk saying the end of the world's coming. They're going to depopulate us.
[01:07:14.000 --> 01:07:20.000]  The elites have decided to get rid of us. U.S. elites buying up New Zealand redoubts to escape crack up of civilization.
[01:07:20.000 --> 01:07:25.000]  Now, what is the crack up of civilization?
[01:07:25.000 --> 01:07:29.000]  What do they know that we don't know? Well, we actually do know.
[01:07:29.000 --> 01:07:38.000]  Normal cell phone radiation from the towers and the phones causes massive brain tumors, massive breakage of DNA.
[01:07:38.000 --> 01:07:41.000]  We've been spending years covering all that. It's a fact.
[01:07:41.000 --> 01:07:46.000]  Anybody can just look at themselves. But here's Wired Magazine. 5G smartphones cause cancer.
[01:07:46.000 --> 01:07:49.000]  Big wireless doesn't want you to know.
[01:07:49.000 --> 01:07:52.000]  Mind control by cell phones. Scientific American.
[01:07:52.000 --> 01:07:56.000]  And then they can put over different wavelengths to actually control your brain with the carrier wave that's on it.
[01:07:56.000 --> 01:08:00.000]  Developed by the DARPA and the CIA. You might want to read that.
[01:08:00.000 --> 01:08:04.000]  Scientific American. So what's so frustrating is this is all out in the open.
[01:08:04.000 --> 01:08:08.000]  You watch Davos, they go, we're ending the family and bringing in world government.
[01:08:08.000 --> 01:08:11.000]  That's 10 years ago. I'm like, they're ending the family and bringing in world government.
[01:08:11.000 --> 01:08:15.000]  Oh, shut up. That's code word for racism.
[01:08:15.000 --> 01:08:21.000]  Continuing. Doctor says children particularly vulnerable, the dangers of 5G.
[01:08:21.000 --> 01:08:29.000]  5G danger. Hundreds of respected scientists shout the alarm about health effects of 5G networks go up nationwide.
[01:08:29.000 --> 01:08:35.000]  And that's in all these mainline publications, even cities are saying don't do it.
[01:08:35.000 --> 01:08:42.000]  Cancer, cluster, California, elementary school results in removal of Sprint cell tower.
[01:08:42.000 --> 01:08:45.000]  Even the teachers are dying.
[01:08:45.000 --> 01:08:49.000]  Now I could go on for days with all this, okay?
[01:08:49.000 --> 01:08:55.000]  I could go on for days, but what's the point of doing that?
[01:08:55.000 --> 01:08:59.000]  What's the point of doing that? Let's get to what the establishment's doing.
[01:08:59.000 --> 01:09:08.000]  You remember it came out with the swine flu six, seven years ago that the year before the CDC had actually put it in vaccines,
[01:09:08.000 --> 01:09:12.000]  a quote, attenuated virus, but it would still spread.
[01:09:12.000 --> 01:09:18.000]  They were going to track flu spread with an attenuated H1N1.
[01:09:18.000 --> 01:09:22.000]  And it was worse than that.
[01:09:22.000 --> 01:09:32.000]  They admitted that it was basically a government program that they'd been running the whole time.
[01:09:32.000 --> 01:09:40.000]  And that in Germany and that in China and in the EU and in the UK all over,
[01:09:40.000 --> 01:09:46.000]  they quote got clean vaccines for the elites that actually worked.
[01:09:46.000 --> 01:09:53.000]  And that all the vaccines the public were given had liability protection and that the companies could not get in trouble
[01:09:53.000 --> 01:09:58.000]  and that they didn't even do what they said they do and all were doing something else, secret experiments,
[01:09:58.000 --> 01:10:04.000]  which you've seen over and over again, radiating kids, giving black people syphilis to ski experiment.
[01:10:04.000 --> 01:10:12.000]  Thousands have admitted lethal experiments, but we just trust this eugenics scientific elite because here's what happened.
[01:10:12.000 --> 01:10:22.000]  Hitler, you may have heard of him, was advised by the Cold Springs Harbor IBM eugenics facility run by IBM
[01:10:22.000 --> 01:10:29.000]  but funded by Congress in New York City founded in 1921.
[01:10:29.000 --> 01:10:36.000]  And the Cold Springs Harbor facility created the Kaiser Wilhelm Institute and actually financed the Nazi party.
[01:10:36.000 --> 01:10:38.000]  So Hitler was following what they said.
[01:10:38.000 --> 01:10:43.000]  So at the end of World War II, eugenics was unpopular, a lot of it got shut down.
[01:10:43.000 --> 01:10:54.000]  But the scientists, the people involved in the whole thing, they just went underground into academia and into all these other walks of life.
[01:10:54.000 --> 01:11:05.000]  And that's why 36,000 Nazis were brought back into the United States via operation paperclip to help run the National Institutes of Health
[01:11:05.000 --> 01:11:11.000]  and NASA and all these universities in DARPA because they would follow orders and do what they were told
[01:11:11.000 --> 01:11:15.000]  and they were trained in England and the United States.
[01:11:15.000 --> 01:11:20.000]  Their professors were British and U.S. professors.
[01:11:20.000 --> 01:11:29.000]  At Nuremberg, they used the defense of Margaret Sanger and John D. Rockefeller funding them, advising them.
[01:11:29.000 --> 01:11:31.000]  They gave awards to the Rockefellers.
[01:11:31.000 --> 01:11:34.000]  They gave awards to Margaret Sanger.
[01:11:34.000 --> 01:11:38.000]  They did what they were told to do.
[01:11:38.000 --> 01:11:41.000]  The British government told the Nazis to do what they did.
[01:11:41.000 --> 01:11:43.000]  The King of England, Edward VIII, funded them.
[01:11:43.000 --> 01:11:46.000]  He was to be the king of the new EU.
[01:11:46.000 --> 01:11:49.000]  But they double-crossed the Nazis.
[01:11:49.000 --> 01:11:51.000]  This is all declassified.
[01:11:51.000 --> 01:11:56.000]  Deputy Fuhrer, Rudolf Hess, all of it, parachuting into the palace with the peace treaty, being arrested,
[01:11:56.000 --> 01:11:59.000]  putting the tower of London till he died.
[01:11:59.000 --> 01:12:01.000]  So I'm giving you a gestalt.
[01:12:01.000 --> 01:12:04.000]  I'm giving you one-one millionth of the knowledge.
[01:12:04.000 --> 01:12:05.000]  Seriously.
[01:12:05.000 --> 01:12:08.000]  But imagine it's a lot of knowledge, isn't it?
[01:12:08.000 --> 01:12:14.000]  So how would they release a bio-weapon and be safe from it?
[01:12:14.000 --> 01:12:20.000]  How would they have 5G that gives you cancer or resonates with certain viruses to actually make them replicate
[01:12:20.000 --> 01:12:22.000]  and turn off your immune system?
[01:12:22.000 --> 01:12:23.000]  That's in major studies.
[01:12:23.000 --> 01:12:27.000]  And under Nick Beggar, Sean and others, about the hundreds of patents.
[01:12:27.000 --> 01:12:33.000]  How would they do this and get away with it?
[01:12:33.000 --> 01:12:37.000]  Well, it turns out I've listed New Zealand and other areas.
[01:12:37.000 --> 01:12:39.000]  But when we come back, I'll finally get to all of it.
[01:12:39.000 --> 01:12:41.000]  I want to give you the precursor.
[01:12:41.000 --> 01:12:47.000]  I want to give you all the history of it, the basics and the setup.
[01:12:47.000 --> 01:12:49.000]  And a gestalt.
[01:12:49.000 --> 01:12:51.000]  Just a basic outline.
[01:12:51.000 --> 01:13:00.000]  Before I show you where they are and where they're moving to and what they're doing and how it's all hidden in plain view.
[01:13:00.000 --> 01:13:06.000]  Because I want you when they release the bio-weapon and most your family dies.
[01:13:06.000 --> 01:13:10.000]  If we're unable to stop this, I want you.
[01:13:10.000 --> 01:13:12.000]  There's always a percentage that survive it.
[01:13:12.000 --> 01:13:18.000]  I want you to know where they are so you know what to do.
[01:13:18.000 --> 01:13:22.000]  And so you know who to come after.
[01:13:22.000 --> 01:13:26.000]  Now, what we're doing right now can stop them.
[01:13:26.000 --> 01:13:27.000]  But everyone has to go.
[01:13:27.000 --> 01:13:31.000]  Wait, this is the guy that told us Trump would win.
[01:13:31.000 --> 01:13:32.000]  This is the guy.
[01:13:32.000 --> 01:13:33.000]  Hillary tweeted about me last week.
[01:13:33.000 --> 01:13:35.000]  She said, Trump is in fours now.
[01:13:35.000 --> 01:13:39.000]  Yes, Trump is in fours if he was able to operate.
[01:13:39.000 --> 01:13:44.000]  Yes, people in the Pentagon and people in the CIA are not bragging.
[01:13:44.000 --> 01:13:47.000]  They don't take orders from me.
[01:13:47.000 --> 01:13:49.000]  I don't take orders from them.
[01:13:49.000 --> 01:13:59.000]  But I'm the only person that developed a free information node to put out what's already known by the resistance in government to this eugenics plan.
[01:13:59.000 --> 01:14:02.000]  And so I am the leader.
[01:14:02.000 --> 01:14:07.000]  I don't say it to be arrogant, but at the end of the day we have to announce why they produce TV shows against me.
[01:14:07.000 --> 01:14:08.000]  Why they're constantly freaked out.
[01:14:08.000 --> 01:14:09.000]  Why they're so scared.
[01:14:09.000 --> 01:14:11.000]  I'm under total surveillance, folks.
[01:14:11.000 --> 01:14:16.000]  That's why they haven't killed me yet because so many agencies are watching.
[01:14:16.000 --> 01:14:18.000]  It's not as easy as it used to be.
[01:14:18.000 --> 01:14:31.000]  But we in the scheme of time and everything that's happened are the group and the organization that built something independent to track all of this so that we can expose what these monsters.
[01:14:31.000 --> 01:14:36.000]  Because when you see CNN host and you see these guys, most of them have been let in on this.
[01:14:36.000 --> 01:14:38.000]  They believe humanity is a cancer.
[01:14:38.000 --> 01:14:40.000]  It's got to be cold.
[01:14:40.000 --> 01:14:41.000]  They're an emergency procedure.
[01:14:41.000 --> 01:14:45.000]  That's why they call me a disease, an infection, a virus.
[01:14:45.000 --> 01:14:50.000]  And they are doing an emergency operation to save the earth from humans.
[01:14:50.000 --> 01:14:56.000]  And so they've got to all get rich and powerful and dumb us down and turn us against each other and destroy new technologies and clean technologies.
[01:14:56.000 --> 01:14:57.000]  No.
[01:14:57.000 --> 01:15:03.000]  No, the truth is they're just sabotaging things and taking over and doing evil-ass crap.
[01:15:03.000 --> 01:15:13.000]  And it was Bill Gates' father that inherited the secret army program at Cold Springs who ran Planned Parenthood and who held the main keys to the whole globalist operation.
[01:15:13.000 --> 01:15:15.000]  And the orders to Hitler.
[01:15:15.000 --> 01:15:22.000]  That's why Bill Gates was put in by IBM to be the fake so they wouldn't get busted up under antitrust.
[01:15:22.000 --> 01:15:27.000]  And that's why they hate my guts so much because I know their entire operation.
[01:15:27.000 --> 01:15:31.000]  And I'm going to blow it wide open when we come back.
[01:15:31.000 --> 01:15:36.000]  I will tell you their main armored redoubt and where they are.
[01:15:36.000 --> 01:15:43.000]  And they even offered me to three different Hollywood people at the time to move to West Virginia.
[01:15:43.000 --> 01:15:46.000]  And I didn't even know at the time what they meant when I got the offer.
[01:15:46.000 --> 01:15:47.000]  Now I know.
[01:15:47.000 --> 01:15:56.000]  I was offered 15 years ago to move to West Virginia where I'd be safe.
[01:15:56.000 --> 01:15:58.000]  Let's talk to Marcus in New York.
[01:15:58.000 --> 01:15:59.000]  Marcus here on the air.
[01:15:59.000 --> 01:16:00.000]  Thanks for holding.
[01:16:00.000 --> 01:16:03.000]  Hey, I just want to say your show is a breath of fresh air.
[01:16:03.000 --> 01:16:09.000]  I talked to a lot of people here out in New York City and one thing I can tell you is that almost nobody agrees with these wars.
[01:16:09.000 --> 01:16:17.000]  I think that the Neocons are trying desperately to get Trump to go to a war because they know that that's the only way that they could defeat him in the eyes of the public.
[01:16:17.000 --> 01:16:18.000]  The approaching 2020.
[01:16:18.000 --> 01:16:19.000]  That's it.
[01:16:19.000 --> 01:16:22.000]  I mean, if Trump buys into this, it'll be the end of his presidency.
[01:16:22.000 --> 01:16:24.000]  It's the only way I think he could be defeated other than assassinating him.
[01:16:24.000 --> 01:16:26.000]  It's a time to be praying, my friend.
[01:16:26.000 --> 01:16:27.000]  I agree entirely.
[01:16:27.000 --> 01:16:32.000]  And the last thing I just want to say, Alex, is I know they're trying to shut you down, but the reinforcements have arrived, man.
[01:16:32.000 --> 01:16:35.000]  I would love to see you on air until you're 80 years old.
[01:16:35.000 --> 01:16:37.000]  I'd love to see what you're talking about when you're 80.
[01:16:37.000 --> 01:16:40.000]  But if they do shut you down, no, you've gone into this war.
[01:16:40.000 --> 01:16:46.000]  You've won a lot of battles and there are a lot of people like myself and many others who are going to continue.
[01:16:46.000 --> 01:16:48.000]  We're going to keep fighting in the input war.
[01:16:48.000 --> 01:16:54.000]  And even if something does happen to you or your show, know for a fact that you've gotten a lot of people fired up for liberty.
[01:16:54.000 --> 01:16:56.000]  Thank you, sir, for calling.
[01:16:56.000 --> 01:17:02.000]  The globalists are hyper competitive, scientific dictators. They are technocrats.
[01:17:02.000 --> 01:17:04.000]  They are control freaks in their own words.
[01:17:04.000 --> 01:17:11.000]  And they believe allowing you to live your own life and make your own decisions gets to the way of their great destiny to merge with AI gods.
[01:17:11.000 --> 01:17:13.000]  Now, we're fighting them hard in cyberspace.
[01:17:13.000 --> 01:17:16.000]  We're fighting them hard right here in the third dimension.
[01:17:16.000 --> 01:17:22.000]  But one of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[01:17:22.000 --> 01:17:27.000]  If I wasn't taking the highest quality supplements from ForestLife.com, I couldn't do it.
[01:17:27.000 --> 01:17:37.000]  That's why we decided to take our original Secret 12 that was incredibly high quality Methylcobalamin and double the strength of it in a new formula, Ultra 12.
[01:17:37.000 --> 01:17:43.000]  Ultra 12 is undoubtedly the strongest, highest quality B12 over the counter that you're going to find anywhere.
[01:17:43.000 --> 01:17:56.000]  It is amazing, experience pure Methylcobalamin B12 for yourself and fund the second American evolution against the tyrants at InfoWarsStore.com, InfoWarsLife.com, or AAA 253-3139.
[01:18:14.000 --> 01:18:23.000]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:18:23.000 --> 01:18:34.000]  They began studying this effect in published trials and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:18:34.000 --> 01:18:49.000]  Pollen block is natural and effective. It is not an antihistamine. In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:18:49.000 --> 01:18:51.000]  Go outside and enjoy the air you breathe.
[01:18:51.000 --> 01:18:57.000]  Head to InfoWarsLife.com and grab a pack of our pollen block chewable tablets.
[01:18:57.000 --> 01:19:03.000]  Briefly, folks, please do not forget, this is the maximum alert. We wouldn't be here without you. I thank you for your support and your help.
[01:19:03.000 --> 01:19:10.000]  We're going to be steadfast in this fight, but we need financial support, and we're going to put up more prominent donate buttons at InfoWarsStore.com.
[01:19:10.000 --> 01:19:15.000]  We want to just give us straight donations. There's a PO box. We want to mail us a check. We will put it into the fight against these globalists.
[01:19:15.000 --> 01:19:19.000]  We need money to fight back and to let them know we're taking action and to defend ourselves.
[01:19:19.000 --> 01:19:34.000]  InfoWarsStore.com is the main page. We have a huge sale going. Save InfoWars, Super Special, Emergency Special, 50% off, all InfoWars best-selling life products, all of them, 50% off.
[01:19:34.000 --> 01:19:50.000]  Rain Force Plus, Turbo Force, Body's Ultimate Turmeric Formula, so many more. Stock up on the toothpaste, the copy. Sign up for AutoShip and an additional 10% off.
[01:19:50.000 --> 01:20:08.000]  Time for free. We need the funding. Thank you for your support. We're getting a lot of support right now, but we need a lot to go into this dark night. We're not going to back down.
[01:20:20.000 --> 01:20:33.000]  All right, my friends, I've set the table with the establishment running for the hills, hiding out, admitting mainstream news. They believe the end of the world's coming with some bio-weapon or some AI takeover.
[01:20:33.000 --> 01:20:43.000]  Bill Joyce says he goes to meetings with the top elite. The decision's been made to kill everyone. That was 1999 cover of Wired Magazine. Why the future doesn't need us.
[01:20:43.000 --> 01:21:00.000]  So I got told by a high-level government individual, and then I got told by a major Hollywood producer, within a month of each other, I ought to move to West Virginia.
[01:21:00.000 --> 01:21:11.000]  And they talked about a beautiful place up in West Virginia, in a valley, and how comfortable and nice it was and how in the future I'd be safe if I just moved there and how there's a lot of great people there.
[01:21:11.000 --> 01:21:19.000]  They wanted to live with me. They wanted to have me around. And again, back then, I'm like, it's weird that they were saying West Virginia.
[01:21:19.000 --> 01:21:35.000]  Well, guess what? I went back in my memory and I checked. It's the same valley. 14,000 square miles. No technology allowed, but NASA basis.
[01:21:35.000 --> 01:21:46.000]  And it turns out they've got a couple of these in Canada, in Northern Canada, right before the Arctic Circle. They're building air bases, helicopter bases, all of it.
[01:21:46.000 --> 01:22:00.000]  I'll be showing locations in the next few weeks, but a lot of this is already in the news. And you read this 11-page New York Times article, and it's crazy.
[01:22:00.000 --> 01:22:10.000]  They claim they're hunting for aliens and the radio telescope, so there's any radio or any broadcasts or any cell phones.
[01:22:10.000 --> 01:22:18.000]  There's so much pollution, like when you're on an airplane, when you turn your cell phone off, you can mess up devices.
[01:22:18.000 --> 01:22:31.000]  But then you realize and you read and you study that all these ultra-rich people are moving into the area, and they have been for decades.
[01:22:31.000 --> 01:22:37.000]  And it's the big secret.
[01:22:37.000 --> 01:22:54.000]  So the land where the Internet ends. Green Bank, West Virginia. A few weeks ago, I drove. This is Pagan Kennedy, who's a photographer, and Damon Winter, a contributing opinion writer.
[01:22:54.000 --> 01:23:02.000]  A few weeks ago, I drove down a back road in West Virginia and into a parallel reality.
[01:23:02.000 --> 01:23:09.000]  Oh, your kids don't die of brain tumors. 50 years ago, I was unheard of for kids that have cancer, and now it's everywhere.
[01:23:09.000 --> 01:23:13.000]  I'm sorry, let me just read the article. Let's see if I can shut up.
[01:23:13.000 --> 01:23:18.000]  A few weeks ago, I drove down a back road in West Virginia into a parallel reality.
[01:23:18.000 --> 01:23:27.000]  Sometime after I passed Spruce Mountain, my phone lost service, and I knew it would be comatose for the next few days.
[01:23:27.000 --> 01:23:37.000]  When I spun the dial on the car radio static roared on every channel, I had entered the National Radio Client Zone.
[01:23:37.000 --> 01:23:48.000]  13,000 square miles of mountainous terrain with few cell towers or other transmitters.
[01:23:48.000 --> 01:23:51.000]  It goes on to say they're restricted there.
[01:23:51.000 --> 01:24:04.000]  I was headed towards Green Bank, a town that adheres to the strictest ban on technology in the United States, except for talking to the folks they're talking to.
[01:24:04.000 --> 01:24:20.000]  The residents do without not only cell phones, but also Wi-Fi, microwave ovens, which also kill you, and any other devices that generate electromagnetic signals.
[01:24:20.000 --> 01:24:27.000]  What a bunch of throwbacks there at the giant NSA NASA DARPA Command Base.
[01:24:27.000 --> 01:24:35.000]  It goes on how eclectic all these scientists and rich people are.
[01:24:35.000 --> 01:24:40.000]  The ban exists to protect the Green Bank Observatory.
[01:24:40.000 --> 01:24:50.000]  A cluster of radio telescopes, the Mountain Valley, conventional telescopes, are like super-powered eyes.
[01:24:50.000 --> 01:24:54.000]  The instrumented Green Bank are more like superhuman ears.
[01:24:54.000 --> 01:24:58.000]  They continue to frequencies from the lowest to the highest ends of the spectrum.
[01:24:58.000 --> 01:25:07.000]  The telescopes are powerful enough to detect the death rows of a star, but also terribly vulnerable to our loud world.
[01:25:07.000 --> 01:25:10.000]  I bet our DNA is too, right?
[01:25:10.000 --> 01:25:17.000]  Even a short-circuiting electric toothbrush could blot out the whisper of a big bang.
[01:25:17.000 --> 01:25:19.000]  Uh-oh.
[01:25:19.000 --> 01:25:22.000]  Oh, something's happening with those.
[01:25:22.000 --> 01:25:28.000]  Physicists travel here to measure gravitational waves, astronomers study stardust.
[01:25:28.000 --> 01:25:35.000]  The Observatory has also become the hub for alien hunters, hope to detect messages sent from other planets.
[01:25:35.000 --> 01:25:38.000]  The point of the observatory would see they make a joke out of it.
[01:25:38.000 --> 01:25:45.000]  And in past decades, the town has become a destination for electrosensitive who believe,
[01:25:45.000 --> 01:25:49.000]  I just showed you 100 studies, that they're allergic to cell phone towers.
[01:25:49.000 --> 01:25:55.000]  Some of them going so far as to wrap their bedrooms and mesh in hopes of screening out what they believe to be harmful rays.
[01:25:55.000 --> 01:25:58.000]  I mean, a fair day cage, that actually does that.
[01:25:58.000 --> 01:26:01.000]  Why they admit people that like live in caves live longer.
[01:26:01.000 --> 01:26:07.000]  Anyway, this town in other words calls out to many kinds of eccentrics.
[01:26:07.000 --> 01:26:09.000]  And I guess I'm one of them.
[01:26:09.000 --> 01:26:11.000]  And I did some more research on this last few days.
[01:26:11.000 --> 01:26:16.000]  There's building all this massive mansions and underground bases being built.
[01:26:16.000 --> 01:26:19.000]  I came in hopes of finding a certain kind of wildness of solitude.
[01:26:19.000 --> 01:26:24.000]  I live in Massachusetts and I often disappear into the forest and rivers to clean my head.
[01:26:24.000 --> 01:26:29.000]  I'll always love the moment when the bars on my phone disappear.
[01:26:29.000 --> 01:26:34.000]  When I'm out of range entirely, flowing along a kayak, time grows elastic.
[01:26:34.000 --> 01:26:36.000]  Yeah, you're back to being human.
[01:26:36.000 --> 01:26:44.000]  I stare down into that kingdom below me, the meadows darting through the duckweed and feel deeply free.
[01:26:44.000 --> 01:26:45.000]  No one's watching.
[01:26:45.000 --> 01:26:47.000]  No one knows where I am.
[01:26:47.000 --> 01:26:50.000]  Well, The New York Times actually has a good writer.
[01:26:50.000 --> 01:26:53.000]  And then you can, folks, I knew this was real.
[01:26:53.000 --> 01:26:58.000]  10 years ago, I've been to Big Ben 20 times probably.
[01:26:58.000 --> 01:27:03.000]  But not before all the 3G and 4G got turned on and all the allergies and health problems,
[01:27:03.000 --> 01:27:06.000]  everything I saw with everyone I knew and the agitation and the studies.
[01:27:06.000 --> 01:27:11.000]  And I was in Big Ben for like a week with Rob Dew and his son and my son.
[01:27:11.000 --> 01:27:14.000]  And I was just like, man, I feel so good.
[01:27:14.000 --> 01:27:18.000]  Like I'm high without smoking pot, without drinking a beer.
[01:27:18.000 --> 01:27:20.000]  I'm like, God, I feel so at peace.
[01:27:20.000 --> 01:27:21.000]  Like I did when I was a kid.
[01:27:21.000 --> 01:27:27.000]  And my son and Rob Dew's son was just like, yeah, I never want to leave.
[01:27:27.000 --> 01:27:29.000]  We're only like 4,000 feet.
[01:27:29.000 --> 01:27:30.000]  Wasn't the altitude.
[01:27:30.000 --> 01:27:40.000]  We're like, there was no cell phones, no bars, no nothing, no internet.
[01:27:40.000 --> 01:27:42.000]  And that's it, man.
[01:27:42.000 --> 01:27:48.000]  It all admittedly manipulates the electrochemical neurons in your brain.
[01:27:48.000 --> 01:27:50.000]  And it's not just being outside.
[01:27:50.000 --> 01:27:52.000]  This stuff is killing us.
[01:27:52.000 --> 01:27:57.000]  And the establishment knows it and they're running away from it all over.
[01:27:57.000 --> 01:28:00.000]  Special communities are being formed and the elites are all moving in.
[01:28:00.000 --> 01:28:02.000]  It even gets into this article.
[01:28:02.000 --> 01:28:07.000]  Why we can have unlimited fiber optic with no radiation?
[01:28:07.000 --> 01:28:09.000]  I've got the articles right here.
[01:28:09.000 --> 01:28:14.000]  Here's one.
[01:28:14.000 --> 01:28:22.000]  Scientists for wired tech, enough of the 5G wireless hype, choose FTTH, fiber to the home.
[01:28:22.000 --> 01:28:25.000]  No radiation, works much better, hundreds of times better.
[01:28:25.000 --> 01:28:27.000]  None of this crap, but it doesn't matter.
[01:28:27.000 --> 01:28:29.000]  It can't spy on you as easily.
[01:28:29.000 --> 01:28:38.000]  Anyways, when I come back, I'm going to get into this because this is 13,000 to 14,000 square miles
[01:28:38.000 --> 01:28:42.000]  where all the establishment's moving and they've got other areas where they're doing it
[01:28:42.000 --> 01:28:45.000]  and no cell phones are allowed under the U.S. government.
[01:28:45.000 --> 01:28:48.000]  But let me tell you, they're going to hit your ass.
[01:28:48.000 --> 01:28:51.000]  They're going to hit your ass with it.
[01:28:51.000 --> 01:28:53.000]  What do they know we don't know?
[01:28:53.000 --> 01:28:57.000]  Stay with us.
[01:28:57.000 --> 01:29:02.000]  I just want listeners to understand money is what allows us to beat this and stand against this.
[01:29:02.000 --> 01:29:06.000]  And we're seeing a lot of orders right now with the save info wars 50% off,
[01:29:06.000 --> 01:29:10.000]  but we make only like $5, $10 on higher marked up stuff.
[01:29:10.000 --> 01:29:12.000]  That's $2 on the toothpaste at that price.
[01:29:12.000 --> 01:29:14.000]  And we're moving a ton of it, okay?
[01:29:14.000 --> 01:29:18.000]  But you move a couple hundred thousand dollars or something and you get $20,000.
[01:29:18.000 --> 01:29:21.000]  That doesn't pay for all the infrastructure, the bandwidth, the lawyers, the crew.
[01:29:21.000 --> 01:29:24.000]  So we need to sell millions and millions and millions of dollars a product.
[01:29:24.000 --> 01:29:26.000]  I want to expand, not contract.
[01:29:26.000 --> 01:29:28.000]  And for six months, we've not just been able to stand still.
[01:29:28.000 --> 01:29:29.000]  The enemy's been winning.
[01:29:29.000 --> 01:29:32.000]  And I have labored and labored and labored and labored on this.
[01:29:32.000 --> 01:29:33.000]  I like to be expanding.
[01:29:33.000 --> 01:29:34.000]  I like to be winning.
[01:29:34.000 --> 01:29:35.000]  I like to be fighting.
[01:29:35.000 --> 01:29:36.000]  And we are winning the info war.
[01:29:36.000 --> 01:29:37.000]  That's why we're so hated.
[01:29:37.000 --> 01:29:39.000]  But we need to be retreaded.
[01:29:39.000 --> 01:29:40.000]  We're tuned up.
[01:29:40.000 --> 01:29:41.000]  We need to be fixed up.
[01:29:41.000 --> 01:29:42.000]  We never have time to get it to dry up.
[01:29:42.000 --> 01:29:43.000]  We got a lot of holes shot at us.
[01:29:43.000 --> 01:29:45.000]  And the enemy wants to silence us.
[01:29:45.000 --> 01:29:48.000]  Then they're really going to plant child porn on us.
[01:29:48.000 --> 01:29:50.000]  Then they're going to kill me or you or anybody else.
[01:29:50.000 --> 01:29:54.000]  I mean, the Democrats now are going into a full revolutionary fervor funded by foreign banks in the Chicombs.
[01:29:54.000 --> 01:30:21.000]  So go to infowarstore.com.
[01:30:21.000 --> 01:30:25.000]  I want to be a market leader and I want you to have storeable food.
[01:30:25.000 --> 01:30:26.000]  So it's a total win-win.
[01:30:26.000 --> 01:30:32.000]  We have those incredible sell prices back infowarstore.com on info or select storeable foods.
[01:30:32.000 --> 01:30:34.000]  They've got special diet foods.
[01:30:34.000 --> 01:30:38.000]  They've got three month supplies, your supplies, weak emergency supplies.
[01:30:38.000 --> 01:30:40.000]  They've got so many great products there.
[01:30:40.000 --> 01:30:41.000]  Maybe you got a three year supply.
[01:30:41.000 --> 01:30:43.000]  If stuff happens, you can feed your whole block.
[01:30:43.000 --> 01:30:46.000]  It's up to us to be self sufficient.
[01:30:46.000 --> 01:30:47.000]  You're buying war bonds.
