[00:00.000 --> 00:07.000]  the
[01:35:37.840 --> 01:35:44.640]  matter is that we will be living hellish lives. And indeed, when you listen to such institutions
[01:35:44.640 --> 01:35:51.440]  as the World Economic Forum and Davos and all these various globalist organizations and institutions,
[01:35:52.000 --> 01:35:57.520]  they give us very, very clear hints of what they want for us. They want the vast majority of
[01:35:57.520 --> 01:36:05.360]  individuals, first of all, to be living in mega cities, the largest cities of which exist today
[01:36:05.360 --> 01:36:12.000]  will seem puny in comparison. They ultimately want the entire world to consist of a small number of
[01:36:12.000 --> 01:36:18.240]  cities of, oh, roughly 100 million people each, in which people will be living like sardines,
[01:36:18.240 --> 01:36:24.320]  will be living in little pods. They've told us this, will be eating bugs, whereas they eat all
[01:36:24.320 --> 01:36:30.480]  the richest, most nutritious foods on earth, the most delicious foods on earth. We will be wage
[01:36:30.480 --> 01:36:38.880]  slaves, we'll be working constantly, etc., etc. As far as religion, well, they're in the process,
[01:36:38.880 --> 01:36:45.840]  they have been for a long time, of creating a global, fraudulent religion for us. And that will
[01:36:45.840 --> 01:36:52.320]  be our only expression of spirituality that will be available to us, etc., etc. So yes, this is the
[01:36:52.320 --> 01:36:58.400]  ultimate goal. Now, as far as how to reach that goal, how to get from where we are now to what the
[01:36:58.400 --> 01:37:05.200]  goal of this evil cabal is, that's where the horror is. And indeed, you know, many people
[01:37:05.200 --> 01:37:10.160]  who have appeared on your show, you yourself have spoken about this. Yes, they want to call the planet.
[01:37:10.960 --> 01:37:15.280]  They want to eliminate the vast majority of what they call the useless eaters.
[01:37:15.280 --> 01:37:19.200]  They want to get rid of the vast majority of individuals, because if you have
[01:37:19.200 --> 01:37:25.280]  a smaller population, they're easier to control. And as far as how they're doing this, well, again,
[01:37:25.280 --> 01:37:31.200]  we have very, very clear indications for how they desire to call the planet. You know, they want
[01:37:31.200 --> 01:37:37.360]  hundreds of millions, really several billion people to just die, as far as what that timeline looks
[01:37:37.360 --> 01:37:42.480]  like. But it has to be something realistic. It can't just happen overnight. But on the other hand,
[01:37:42.480 --> 01:37:48.800]  their goal is to have this happen as soon as possible, etc. And indeed, their goal for us is
[01:37:48.800 --> 01:37:55.040]  even physically to be smaller. Their goal for us is to be unhealthy. Their goal for us is to be
[01:37:55.040 --> 01:38:02.320]  ultimately a low IQ population, rather than having a three digit IQ, their goal for us is to have an
[01:38:02.320 --> 01:38:08.720]  IQ of roughly 60 to 70, something like that, so that we can think well enough to maybe operate
[01:38:08.720 --> 01:38:15.600]  machinery, let's say in a factory, but we can't think with the philosophical acumen that's necessary
[01:38:15.600 --> 01:38:21.280]  to then question, what is my life about? Why am I doing this? You know, so they want to keep us
[01:38:21.280 --> 01:38:26.160]  at just that level of intelligence that we can serve them. And let's explain. They could have
[01:38:26.160 --> 01:38:30.240]  robots that did it, but they want to mount our head on the wall metaphysically. They want to
[01:38:30.240 --> 01:38:35.840]  capture the human species and our development and enslave it like a cat playing with a mouse.
[01:38:35.840 --> 01:38:41.600]  This is their religion, which I find very, very alien. I don't get into flying saucers and things
[01:38:41.600 --> 01:38:46.960]  like that. I just look and extrapolate it out logically with what's being done to humanity
[01:38:46.960 --> 01:38:52.000]  and how the leaders are going against humanity and waging war against what's good and dumbing us
[01:38:52.000 --> 01:38:57.520]  down. And then you've all Harari, you mentioned him at the Debo script saying, we're going to be gods,
[01:38:57.520 --> 01:39:02.320]  we're going to get rid of humans, all this. They sound like an invading alien force. I mean, they
[01:39:04.000 --> 01:39:10.320]  sound like our enemy. Yes. Yeah, as far as Harari, I consider him to be a fourth rate
[01:39:10.320 --> 01:39:17.040]  philosopher. Personally, he's a fourth rate thinker. But in any case, yes, yes, it's, it's
[01:39:17.040 --> 01:39:21.920]  absolutely, he just puppets what they tell him to say. But what he says is really what they want
[01:39:21.920 --> 01:39:26.960]  to do to us. So that's the next question. Why do these evil people, these anti God people, these
[01:39:26.960 --> 01:39:31.680]  anti human people, why do they always have to tell you what they're doing to you? Because they'll
[01:39:31.680 --> 01:39:35.280]  tell you, we're setting up world government, getting rid of the family, doing all this.
[01:39:35.280 --> 01:39:38.720]  But then they'll say, Oh, but we want to save you and we love you and we're great.
[01:39:38.720 --> 01:39:44.560]  And they'll attack people that read their own writings on air saying we're conspiracy theorists,
[01:39:44.560 --> 01:39:46.800]  though we're just playing exact clips of what they said.
[01:39:48.560 --> 01:39:54.240]  Yeah, exactly. This, this interestingly is, is part of their religion. And this gets to the,
[01:39:54.240 --> 01:40:00.720]  let's say, more metaphysical slash spiritual aspect of this current war that's going on.
[01:40:00.720 --> 01:40:06.000]  You have very intelligently called it an info war, information war. It certainly is that,
[01:40:06.000 --> 01:40:12.240]  but more than anything, it's a spiritual war. These evil elites indeed have their own religion.
[01:40:12.800 --> 01:40:17.040]  And this is something that's easy to research. Again, like you said, you just have to look at
[01:40:17.040 --> 01:40:22.560]  their own writings, their own actions, the things that they themselves say, these people generally
[01:40:22.560 --> 01:40:27.360]  speaking for to use a generic term, these people are Luciferian, they have their own religion,
[01:40:27.360 --> 01:40:32.720]  they have their own quote unquote spiritual religious principles. One of these is indeed
[01:40:32.720 --> 01:40:40.400]  this principle that in order to accomplish the evil that they wish to do in the way that in
[01:40:40.400 --> 01:40:46.320]  their own mind is quote unquote ethical, they have this idea that well, at least before they
[01:40:46.320 --> 01:40:51.840]  destroy you, they're going to give you a little warning. And it's not much of a warning. It's a
[01:40:51.840 --> 01:40:56.880]  warning that again, only a minority of individuals pick up on, but at least they can say in their
[01:40:56.880 --> 01:41:02.000]  mind, well, but we did warn you before we do X thing, we did give you a little hint that we
[01:41:02.000 --> 01:41:07.360]  were going to do a next thing. So you can't claim that we are unethical. So this is how their mind
[01:41:07.360 --> 01:41:13.120]  operates. Indeed, the way that I've described the religion of the elite, again, this Luciferian
[01:41:13.120 --> 01:41:17.840]  sort of religion, and actually goes deeper than just Luciferianism. That's just a generic term
[01:41:17.840 --> 01:41:25.680]  for their worldview. The way that I've described this is that if you can envision actual religion,
[01:41:25.680 --> 01:41:33.040]  that is healthy whole religion that has goodness and God in the center, if you can imagine that
[01:41:33.680 --> 01:41:40.480]  turned upside down. So an inversion of reality and inversion of the spiritual and inversion of
[01:41:40.480 --> 01:41:46.480]  religion. This is what these people believe and this is what they truly practice. So indeed,
[01:41:46.480 --> 01:41:51.360]  you know, just like religious people, real religious people have religious rituals,
[01:41:51.360 --> 01:41:57.280]  well, these people have their rituals, but they're turned upside down, rather than sacraments that
[01:41:57.280 --> 01:42:02.480]  are, again, whole and sacred and good. These evil people, their sacrament is blood,
[01:42:03.280 --> 01:42:08.560]  their sacrament is pain, et cetera, et cetera. And oh, we can go on and on about this for a very
[01:42:08.560 --> 01:42:15.600]  long time. But essentially, these people have attempted to turn reality upside down. You see
[01:42:15.600 --> 01:42:22.320]  this also culturally. And what is happening even culturally is an extension of this inversion
[01:42:22.320 --> 01:42:29.680]  that they practice where good is bad, bad is good, et cetera. So now we are, and when I say we,
[01:42:29.680 --> 01:42:37.120]  I don't mean you and I obviously, but the culture supposedly is celebrating grooming and pedophilia,
[01:42:37.120 --> 01:42:42.480]  et cetera. Well, these are things that good people know are evil, evil, evil. And yet,
[01:42:42.480 --> 01:42:47.600]  these people are pushing this in the form of, you know, drag queen story hour, et cetera. And
[01:42:47.600 --> 01:42:52.880]  oh, yes, let's normalize this, not only in society, but this is how evil these individuals are and
[01:42:52.880 --> 01:43:00.560]  how they think, not just in society, but among the children. You see, this is how we know that
[01:43:00.560 --> 01:43:07.040]  these globalists are truly evil individuals, is that it's not enough that they want to go after
[01:43:07.040 --> 01:43:13.920]  all of the adults in the world. Explain this, this is key. That's a red line even for these
[01:43:13.920 --> 01:43:18.400]  Luciferians. Normally, like you were saying earlier, just like legally, people post a notice
[01:43:18.400 --> 01:43:22.400]  in the newspaper, they're going to seize your house. Now, obviously, you're not going to read
[01:43:22.400 --> 01:43:26.080]  that little footnote in the newspaper, but they can say, Hey, we told you it's your fault, you
[01:43:26.080 --> 01:43:31.600]  didn't know. But to go after children who we know can't make decisions, can't join the military,
[01:43:31.600 --> 01:43:35.920]  can't buy liquor, can't buy cigarettes, but 10 year olds can have their breasts through penises
[01:43:35.920 --> 01:43:44.400]  cut off to actually do that is crossing a Rubicon. Yes, it is, it is, it is. And interestingly,
[01:43:44.400 --> 01:43:51.120]  however, for people who are, let's say somewhat new to discovering all this, you know, the fact
[01:43:51.120 --> 01:43:55.600]  that these people are going after our children, that they seem to have some overall goal that
[01:43:55.600 --> 01:44:02.000]  they're going after, etc. For people who are somewhat new to this knowledge, it's important
[01:44:02.000 --> 01:44:08.000]  to understand that this has been one of their goals from the very beginning. And the reason why
[01:44:08.000 --> 01:44:15.360]  is because again, religiously speaking, because they invert religious reality for the for good
[01:44:15.360 --> 01:44:22.560]  people, we honor and love and respect and cherish innocence. But with the evil cabal,
[01:44:23.440 --> 01:44:30.880]  they hate innocence. They see innocence as their enemy. And who represents innocence more than
[01:44:30.880 --> 01:44:36.880]  anyone in society, it's the children. So this is why it's not surprising really for those of us
[01:44:36.880 --> 01:44:41.440]  who have known about this for decades. It's not surprising that they're going after our children.
[01:44:41.440 --> 01:44:46.080]  It's because they see innocence as their very enemy. And that being the case, that's why they're
[01:44:46.080 --> 01:44:52.960]  going after the children, they want to deprive children of their innocence. And it's the word
[01:44:52.960 --> 01:44:58.880]  demonic is not strong enough for these individuals. Is the attack on children as Muhammad Gandhi said,
[01:44:58.880 --> 01:45:03.760]  you know, in each seat of a child to see the universe, the attack on free will trying to
[01:45:03.760 --> 01:45:09.920]  destroy children, which even the most evil people in history leave alone. That is a satanic act,
[01:45:09.920 --> 01:45:15.360]  really trying to see to get God to turn his back on the world and turn us over to evil.
[01:45:15.360 --> 01:45:20.960]  Because if they know, even if we're not involved in the children, if we don't stop them,
[01:45:20.960 --> 01:45:26.480]  it then falls on us. And that is an overall ritual to have the whole world fall to a lower
[01:45:26.480 --> 01:45:34.320]  dimension. Yeah, absolutely. You know, you see in the New Testament how Jesus says something to
[01:45:34.320 --> 01:45:40.080]  the effect of all let the children come unto me, you know, so embracing the innocence of children
[01:45:40.080 --> 01:45:44.720]  and loving children for who they are, because of the fact that they're just and the next verse,
[01:45:44.720 --> 01:45:49.520]  he says, hurting one of them, it's better you tie a giant boulder on your neck and drown yourself
[01:45:49.520 --> 01:45:56.800]  in the hurt one of these. Yeah, exactly. And here we have the these Luciferian elitists,
[01:45:56.800 --> 01:46:01.440]  of course, practicing the very opposite, that yes, this is what they want to do. They want to
[01:46:01.440 --> 01:46:07.120]  they want to harm the children. So yeah, it's something absolutely, absolutely hard horrifying.
[01:46:07.120 --> 01:46:12.400]  But more, you said it correctly before, this is the Rubicon, this is the turning point at this
[01:46:12.400 --> 01:46:19.120]  point. This is this is the good outcome of what these evil people are doing. Is that now people
[01:46:19.120 --> 01:46:27.360]  is eyes are opening. People can't pretend to just to just not know anything anymore. People are
[01:46:27.360 --> 01:46:33.120]  awakening now throughout the planet that oh my God, what is this? It was one thing when they were
[01:46:33.920 --> 01:46:40.000]  trying to pervert culture in general. Now they're coming after our children. Now as a result, we
[01:46:40.000 --> 01:46:45.200]  see millions of people like at no other time, waking up and fighting back. And of course,
[01:46:45.200 --> 01:46:52.000]  non violently, we mean verbally, politically, socially, culturally, etc. People are now fighting
[01:46:52.000 --> 01:46:58.560]  back against this evil elite, this evil cabal. And this is the thing that's amazing is that this
[01:46:58.560 --> 01:47:05.440]  evil cabal is panicking right now. They're not accustomed to what they call the cattle that
[01:47:05.440 --> 01:47:10.960]  is all of us. They're not accustomed to the cattle fighting back and actually seeing them for who
[01:47:10.960 --> 01:47:18.080]  and what they are. Now we are waking up. The people are opening their eyes. They're saying oh my God,
[01:47:18.080 --> 01:47:23.360]  what are these people trying to do to our children? And the people are fighting back,
[01:47:23.360 --> 01:47:29.280]  they're pushing back against even the highest echelons of these evil people. And Alex, let me
[01:47:29.280 --> 01:47:38.400]  tell you, these evil people who are trying to harm us, they're panicking. And this has not happened
[01:47:38.400 --> 01:47:43.600]  to before. This is why this is a turning point, this era that we're in right now. And this is why
[01:47:43.600 --> 01:47:49.600]  I tell people, this is why I'm known to be again, white-pilled, very positive. We're going to win
[01:47:49.600 --> 01:47:55.040]  because we've never seen an era like this, the latter part of 2022, when again, millions of
[01:47:55.040 --> 01:47:59.360]  eyes are being opened to the agenda. And people are waking up to the poison shots. They're waking
[01:47:59.360 --> 01:48:03.280]  up everywhere. I know some liberals, the attack on children is too far for them. And there are
[01:48:03.280 --> 01:48:06.640]  people that say, well, why would the global squad for children when it's going to defeat them?
[01:48:06.640 --> 01:48:11.520]  This satanic force must have the innocence and can't help itself. It's like a pedophile can
[01:48:11.520 --> 01:48:16.400]  help themselves. It's the same spirit. We should quit giving evil, like it's already in charge
[01:48:16.400 --> 01:48:21.520]  because it's willing to do bad things. It's like saying cancer is superior because it takes over
[01:48:21.520 --> 01:48:27.440]  a body. No, it ends up killing its own host. It's untenable. They can't help it. They are fallen.
[01:48:27.440 --> 01:48:30.000]  We need to stop seeing them as superior. They're not.
[01:48:30.000 --> 01:48:38.640]  Yeah, exactly. You state something very, very fascinating. And this is kind of almost a
[01:48:38.640 --> 01:48:46.560]  philosophical aside. These people's vision of the future is so evil that if they were to succeed,
[01:48:46.560 --> 01:48:51.440]  it would even destroy them ultimately. And that's the nature of evil. The nature of evil is that
[01:48:51.440 --> 01:48:57.040]  it cannot create. It can only destroy. If these people were successful, it would even destroy
[01:48:57.040 --> 01:49:00.240]  them in the end. That's the thing that's fascinating.
[01:49:00.240 --> 01:49:06.800]  Which shows their slaves of this force. So from your own deep teaching, going back thousands of
[01:49:06.800 --> 01:49:17.440]  years, what is this evil force? What is it? It is the demonic spirit. In every ancient religion
[01:49:17.440 --> 01:49:22.000]  upon the face of the earth, this is true for Hinduism as well. This is true for the Abrahamic
[01:49:22.000 --> 01:49:27.520]  religions. This is true for Buddhism. A lot of people don't know this. This is true for the Asian
[01:49:27.520 --> 01:49:33.280]  religions just as much as the Abrahamic religions. It has always been understood that there are,
[01:49:33.280 --> 01:49:39.760]  let's say, two spirits in the world. There are two ways of being in the world. There is the godly way
[01:49:39.760 --> 01:49:45.200]  of being, and then there is the demonic way of being. And let me state this very scientifically,
[01:49:45.200 --> 01:49:49.680]  actually, very philosophically. If you were to look at the totality of human beings,
[01:49:49.680 --> 01:49:59.040]  on the one side of the extreme, a tiny minority are individuals who are 100% godly. That's a small
[01:49:59.040 --> 01:50:05.120]  minority who they would never harm anyone. They only wish to do good. That's on one extreme. On
[01:50:05.120 --> 01:50:11.440]  the other extreme, you also have a tiny minority of individuals, again, whether it's one, two,
[01:50:11.440 --> 01:50:17.840]  three percent, who are the opposite. They are the psychopaths, the sociopaths. They are the
[01:50:17.840 --> 01:50:25.440]  narcissistic, demonic individuals who only think about harming people. And then you have the vast
[01:50:25.440 --> 01:50:30.080]  spectrum in between who are just kind of innocent, and they can kind of lean one way or another.
[01:50:30.720 --> 01:50:35.040]  This has been true from the very beginning of history and regardless of the culture that you're
[01:50:35.040 --> 01:50:42.080]  talking about. So what these individuals are is that indeed, they fall on the side of psychopathy.
[01:50:42.080 --> 01:50:46.640]  They are individuals who are demonic. Now, on the one hand, this can be understood in
[01:50:46.640 --> 01:50:53.280]  psychological terms, but we need to understand it spiritually. Many of these individuals, and again,
[01:50:53.280 --> 01:51:00.720]  the higher echelons of the demonic individuals, in the same way that good people commune with God,
[01:51:00.720 --> 01:51:09.200]  with angels, with positive beings, positive people, etc., this evil cabal at the highest elite,
[01:51:09.200 --> 01:51:15.120]  they commune with demonic beings. Demonic beings are reality. And indeed, again,
[01:51:15.120 --> 01:51:19.920]  every religion acknowledges this, including Hinduism, that there are, let's say,
[01:51:20.880 --> 01:51:27.280]  metaphysical demonic beings, beings who are not embodied, their spirits, but they are evil.
[01:51:27.280 --> 01:51:34.400]  Well, our human cabal of evil people are in direct communion with these evil beings.
[01:51:34.400 --> 01:51:35.520]  They're in an alliance.
[01:51:37.360 --> 01:51:42.160]  Yes. There is indeed an alliance, and it's a very real one. It's not a theoretical alliance.
[01:51:42.160 --> 01:51:48.880]  It's actually quite real. And again, these very evil people on the top, let me put it this way.
[01:51:49.920 --> 01:51:57.680]  Many of the middle echelon, deep staters, liberals, etc., will claim to be atheists.
[01:51:58.320 --> 01:52:05.520]  Let me put it this way. The evil people on top, trust me, they're not atheists. They know that
[01:52:05.520 --> 01:52:10.320]  there is God. They know that there are good beings, evil beings, etc. The only difference
[01:52:10.320 --> 01:52:14.640]  between these evil people and good peoples, they have chosen to side with the evil.
[01:52:15.680 --> 01:52:20.480]  Exactly. Take skull and bones. And thanks to Charlotte Isherby's dad, who was dying of cancer,
[01:52:20.480 --> 01:52:23.520]  and gave her the documents. She just died this year, a great lady.
[01:52:24.160 --> 01:52:28.880]  August late last year, she released all those to Anthony Sutton, the chief archivist at Congress,
[01:52:28.880 --> 01:52:34.800]  and they would take their sons who were not involved in it, when they were freshmen in college,
[01:52:34.800 --> 01:52:40.480]  and they would bring them in, and they would literally do rituals, satanic rituals, orgies,
[01:52:40.480 --> 01:52:45.680]  both homosexual, heterosexual, get in vats of feces, and then get in coffins for days,
[01:52:46.240 --> 01:52:52.800]  until a demon interface with them. And those that didn't got it pushed aside, literally,
[01:52:52.800 --> 01:52:57.040]  they would take up to three years to get them demon possessed or synced up with Satan.
[01:52:57.840 --> 01:53:02.000]  That's real, folks. And then these people end up running things. This is real. They believe in it.
[01:53:02.000 --> 01:53:09.120]  Absolutely. Absolutely. This is one of the goals of anyone who follows, oh, let's say,
[01:53:09.120 --> 01:53:16.880]  Luciferianism, left-hand path, Crowleyianism. There are many names for this dark, dark occult.
[01:53:17.520 --> 01:53:22.880]  One of their top goals as individuals is to ultimately commune with demonic beings,
[01:53:22.880 --> 01:53:26.560]  demonic entities. And that's what they said in skull and bones, the documents, dark angels.
[01:53:26.560 --> 01:53:35.760]  Yeah. Yeah. Yeah, exactly. Many different names for these beings. And again, I've known Luciferians.
[01:53:35.760 --> 01:53:42.560]  I've known them personally. They try to attack me all the time. From the lowest echelon of just
[01:53:42.560 --> 01:53:48.400]  some nobody who's dabbling in the black arts to the highest ones, people like Alistair Crowley,
[01:53:48.400 --> 01:53:55.360]  to way beyond him, their personal goal is to commune with one or another, or sometimes
[01:53:55.360 --> 01:54:01.600]  multiple demonic beings. And you see historically that, that they do. So for, you know, Alistair
[01:54:01.600 --> 01:54:08.000]  Crowley is one example. You know, he's one of, he was one of the high priests of Luciferianism,
[01:54:08.000 --> 01:54:14.000]  you know, Philema. And he is known to have indeed communed with demonic beings. Indeed,
[01:54:14.000 --> 01:54:18.880]  this is how several of his books were, quote, unquote, revealed it to him, is that he communed.
[01:54:18.880 --> 01:54:22.480]  And notice the first place seen in culture when he went to the Great Pyramid, when he was young,
[01:54:22.480 --> 01:54:27.200]  and the drawing he did of an alien, of a demon was a little gray alien.
[01:54:28.400 --> 01:54:33.440]  Exactly. Exactly. And it's amazing how so, so few people know this, but you can literally
[01:54:33.440 --> 01:54:41.280]  look this up online and you can see this image. Yes. The being who communicated to Alistair Crowley,
[01:54:41.280 --> 01:54:48.640]  his most important book was a demonic being called Lamb, L-A-M, who when you look at the
[01:54:48.640 --> 01:54:55.120]  drawing that he himself created, it's a gray alien. And we're talking about, oh, I don't know, 1912
[01:54:55.120 --> 01:55:01.600]  or something like this before anybody was talking about aliens, UFOs, etc. So yes, this is something
[01:55:01.600 --> 01:55:07.920]  that is very real. The occult, dark occult is something that is truly real. And it is this,
[01:55:07.920 --> 01:55:13.120]  these people's religion. And this is something we could, we could go into for not just hours,
[01:55:13.120 --> 01:55:17.840]  but days and weeks. And Atari, we are. So I finally got you on air. You're a really smart guy.
[01:55:17.840 --> 01:55:22.240]  I know I'm blown away by this. I want to have you back in the next few weeks. Again,
[01:55:22.240 --> 01:55:27.680]  next time you're in Austin in studio. Thank you so much. DharmaCentral.com, your book. I've read
[01:55:27.680 --> 01:55:32.320]  it. It's powerful. I had it on my kitchen table this morning with notes. And of course, forgot it
[01:55:32.320 --> 01:55:37.840]  and didn't bring it. But principle is a perfect leadership. Find it Amazon.com. Acharya, two
[01:55:37.840 --> 01:55:43.520]  minute closing comment. Very good. First of all, it's been my pleasure to be here with you, Alex.
[01:55:43.520 --> 01:55:49.360]  So this has been really, really wonderful. Thank you for having me on. And indeed, this is information
[01:55:49.360 --> 01:55:54.080]  that people need to know. This is the reality of the world. The reality of the world is not what
[01:55:54.080 --> 01:55:59.360]  Hollywood tells us. It's not what the media tells us. It's not what Disney tells us. It certainly
[01:55:59.360 --> 01:56:06.480]  is not what the media, meaning the news media tells us in any way whatsoever. The world is
[01:56:06.480 --> 01:56:13.680]  infinitely more complex and interesting, actually, in both good and bad ways than anyone would imagine.
[01:56:13.680 --> 01:56:20.560]  So let me just say again, I need to congratulate you for the fact that for decades now, you have
[01:56:20.560 --> 01:56:27.200]  done everything in your power given a million challenges and pushback and everything to try
[01:56:27.200 --> 01:56:33.120]  to reveal this knowledge to individuals. And let me tell you, you personally are responsible
[01:56:33.120 --> 01:56:38.720]  probably for the awakening of millions of people in this world. So it is absolutely my pleasure
[01:56:38.720 --> 01:56:44.640]  to be on here with you and I would be very happy to do this again. I am at your service anytime
[01:56:44.640 --> 01:56:48.880]  you'd like to have me back on. All right, Acharya. Thank you because we've talked for three, four hours
[01:56:48.880 --> 01:56:53.520]  at a time. And we need to come back and do like a three hour show. You can just come on and go
[01:56:53.520 --> 01:56:56.960]  through whatever you want because me interrupting gets you diverted and distracted, but you did a
[01:56:56.960 --> 01:57:02.480]  great job. DharmaCentral.com. Acharya, thank you so much for your great book. The Principles of
[01:57:02.480 --> 01:57:06.960]  Perfect Leadership. And God bless you. We look forward to speaking to you soon. Absolutely. Take
[01:57:06.960 --> 01:57:13.920]  care. Thank you. All right. Wow. That was powerful. We got another big special guest coming up on the
[01:57:13.920 --> 01:57:20.240]  nature of the world. Big predictions. A surprise guest. We'll tell you when we come back here in
[01:57:20.240 --> 01:57:26.320]  just a few minutes. I've got some more news to hit as well. But again, this is important information
[01:57:26.320 --> 01:57:32.480]  folks. Evil's real. God's real. We'll be right back. Don't let the globalist monsters and their
[01:57:32.480 --> 01:57:38.240]  mercenary minions be successful at silencing you. And the globalist number one mission is to
[01:57:38.240 --> 01:57:43.680]  silence info wars because they rightly see us as one of the main beacons of resistance, alerting
[01:57:43.680 --> 01:57:49.200]  the people, not as of America, but the world to the threat of the globalist and their censorship
[01:57:49.200 --> 01:57:54.400]  and tyranny. That's why it's so essential today, now more than ever, to share links,
[01:57:54.400 --> 01:57:59.760]  info wars.com and to also financially support info wars.com at the most critical time on our
[01:57:59.760 --> 01:58:06.560]  fight by using promo code 1776 at checkout. So you get additional 10% off. These people are
[01:58:06.560 --> 01:58:10.160]  coming for your birthright. They're coming for your First Amendment. They admit once they've
[01:58:10.160 --> 01:58:15.360]  silenced us, they're coming for you. I'm in your hands. And I'm asking if your support now you
[01:58:15.360 --> 01:58:19.520]  have my commitment to never give up or back down, but I could give out without your support.
[01:58:19.520 --> 01:58:23.200]  Thank you for all your past support. I'm encouraging you now to redouble your efforts
[01:58:23.200 --> 01:58:29.280]  at infowarstore.com with promo code 1776 for additional 10% off on the already big sales
[01:58:29.280 --> 01:58:33.440]  and huge discounts. This is Uncle Sam with music and the truth until dawn. Right now,
[01:58:33.440 --> 01:58:38.240]  I got a few words for some of our brothers and sisters in the occupied zone. The chair is against
[01:58:38.240 --> 01:58:45.680]  the wall. John has a long mustache. This is the heart of 1776. It's 12 o'clock Americans,
[01:58:45.680 --> 01:58:50.080]  another day closer to victory. And for all of you out there on or behind the lines,
[01:58:50.080 --> 01:58:58.880]  this is your song.
[01:59:11.840 --> 01:59:16.320]  All I can tell you is this has been a powerful broadcast so far. We're going to end it off with
[01:59:16.320 --> 01:59:21.440]  the most important information. And then this week, believe me, if you want to tune in,
[01:59:21.440 --> 01:59:26.080]  you're going to see some fireworks on the Info Wars broadcast. I'm going to leave it at that for
[01:59:26.080 --> 01:59:33.600]  you. We got a lot of big, fat, juicy, white hot irons in the fire. Woo! Quote Rick Flair.
[01:59:34.640 --> 01:59:40.160]  All right. A very requested guest. He's been big for years, but blowing up. Mark Passio,
[01:59:40.160 --> 01:59:44.880]  author, researcher, the guy that really cracks the code on natural law while everything's going
[01:59:44.880 --> 01:59:49.440]  haywire. While there's evil forces that want to break that code, even though it's going to
[01:59:49.440 --> 01:59:53.440]  destroy them in the end. So, so he's really an esoteric expert knows this stuff because I've
[01:59:53.440 --> 01:59:57.040]  done my own research. I know a BS or versus somebody that's done deep research, but I want to
[01:59:57.040 --> 02:00:01.440]  get Mark on really commercial free here and try to just shut up and let him talk. He's usually on
[02:00:01.440 --> 02:00:05.200]  the regular show and people complain. Hey, well, there's 14 minutes of ads an hour because we're
[02:00:05.200 --> 02:00:09.360]  on 400 plus radio stations and that's the standard format for TV and radio, you know,
[02:00:09.360 --> 02:00:13.200]  old line media. It's part of that. He platformed us. We're still on air because of those and
[02:00:13.200 --> 02:00:18.400]  use talk radio to build back up what we've done. But I promised to do more and more of these podcast
[02:00:18.400 --> 02:00:22.800]  formats that are so popular. Average ones get about 2 million views. And so I just appreciate
[02:00:22.800 --> 02:00:30.480]  you all taking clips out, sharing it, reposting it. It's commercial, your trademark, copyright free.
[02:00:30.480 --> 02:00:36.400]  I want everything we do to be shared to the forewinds. So Mark Passio, author, researcher,
[02:00:36.400 --> 02:00:41.600]  what on earth is happening.com joins us. And I'm going to just ask him up front,
[02:00:41.600 --> 02:00:47.920]  what on earth, what on earth is really happening? You get into why things are broken,
[02:00:47.920 --> 02:00:52.240]  but why are they going against natural law? And what are they going to build if they succeed?
[02:00:52.240 --> 02:00:57.120]  And what do you make of the elections in the Ukraine war and the transgenderism and just
[02:00:57.120 --> 02:01:03.760]  all of this to know ourselves? We need to also know our enemy. And so we've talked a lot about
[02:01:03.760 --> 02:01:08.560]  the positive out of transcend them. We'll hit some of that later in the hour. But just studying the
[02:01:08.560 --> 02:01:13.360]  enemy because the average person that kind of follows natural law gets common sense,
[02:01:13.360 --> 02:01:17.120]  doesn't want to hurt people, doesn't want to piss in the pool because other people are going to piss
[02:01:17.120 --> 02:01:22.880]  in the pool. Who are these globalists? Why are they so wicked? What's their problem? Mark Passio,
[02:01:22.880 --> 02:01:27.920]  thank you so much for joining us on this special Saturday broadcast. Alex, thank you so much for
[02:01:27.920 --> 02:01:33.520]  having me on. It's a pleasure to be here. So yeah, to get into that material, who these people really
[02:01:33.520 --> 02:01:41.760]  are are occultists. They are people who know hidden knowledge about human psychology and hidden
[02:01:41.760 --> 02:01:51.120]  knowledge about the laws of nature. And in knowing all of that information at a very, very deep,
[02:01:51.120 --> 02:01:59.200]  profound esoteric level about how human psyche functions, how it operates, how it can be manipulated,
[02:01:59.200 --> 02:02:07.200]  how all the laws of nature work and function. And most importantly, how natural law really works,
[02:02:07.200 --> 02:02:15.200]  which are the moral laws of creation, the universal non manmade, eternal and immutable laws of
[02:02:15.200 --> 02:02:23.520]  behavioral consequence that are completely inherent to nature. These people are exploiting
[02:02:23.520 --> 02:02:30.800]  the ignorance of the human masses through their knowledge of that information combined with the
[02:02:30.800 --> 02:02:39.840]  fact that they are in fact psychopathic, total control freaks, completely immoral, wanting complete
[02:02:39.840 --> 02:02:47.600]  control over human beings and ultimately what they really want and what is happening on this planet
[02:02:47.600 --> 02:02:55.280]  is slavery. That is their ultimate goal. People think that it's just power, influence, money
[02:02:55.280 --> 02:03:02.880]  in the world. It's it's those are means to an end. They are not the end goal in and of itself.
[02:03:02.880 --> 02:03:10.160]  And I've been telling this to people for about 15 years now, their end goal is the permanent,
