[00:00:00.152 --> 00:00:00.623]  Let's go.
[01:56:22.062 --> 01:56:25.004]  Get that article from NewsWars.com.
[01:56:25.004 --> 01:56:30.827]  It's not as censored out there at NewsWars.com as InfoWars.com is.
[01:56:30.827 --> 01:56:31.307]  I'll pull it up.
[01:56:31.307 --> 01:56:31.647]  It's alright.
[01:56:31.647 --> 01:56:32.567]  I can do it.
[01:56:32.567 --> 01:56:34.488]  So, just go to InfoWars.com.
[01:56:35.836 --> 01:56:37.757]  And it's the big article page for the show.
[01:56:37.757 --> 01:56:38.957]  Yeah, click on that, please.
[01:56:38.957 --> 01:56:39.678]  Maximum alert.
[01:56:39.678 --> 01:56:40.898]  Internet kill switch activated.
[01:56:40.898 --> 01:56:43.719]  Thousands of Trump sites erased from servers.
[01:56:43.719 --> 01:56:45.120]  InfoWars is confirmed.
[01:56:45.120 --> 01:56:51.062]  The secret Obama-controlled court has activated a beta test for complete removal of Nationalist and Patriot content from the Internet.
[01:56:51.062 --> 01:56:51.942]  Period.
[01:56:51.942 --> 01:56:54.503]  Maximum red alert.
[01:56:54.503 --> 01:56:56.224]  We're adding a link there to Mike Adams' article.
[01:56:57.881 --> 01:57:04.544]  They've been testing and pushing to see if you ever wake up and now it's gone just exponential means exponential.
[01:57:04.544 --> 01:57:08.826]  Every point on a Richter scale is exponential, meaning it's a whole magnitude.
[01:57:08.826 --> 01:57:11.287]  So a one is a one.
[01:57:11.287 --> 01:57:14.568]  A point one is double a one.
[01:57:14.568 --> 01:57:15.509]  You understand?
[01:57:15.509 --> 01:57:17.330]  And it goes exponential right up from there.
[01:57:17.330 --> 01:57:24.373]  This is order of magnitude pegging the line, jamming it through the side, fire coming out of the control panels, okay?
[01:57:25.666 --> 01:57:28.548]  I mean, I wouldn't be surprised if they blow Trump's head off today, okay?
[01:57:28.548 --> 01:57:34.673]  I mean, I'm just saying, red fricking alert with all the signs and the stuff we've got going on.
[01:57:34.673 --> 01:57:35.714]  Watch your six.
[01:57:35.714 --> 01:57:41.099]  And I tell everybody, I've never said this, everybody better start carrying firearms right now defensively.
[01:57:41.099 --> 01:57:42.640]  Watch your six, Patriots.
[01:57:42.640 --> 01:57:46.063]  The globalists are testing.
[01:57:46.063 --> 01:57:48.244]  Hey, you there.
[01:57:48.244 --> 01:57:49.966]  We have a problem.
[01:57:49.966 --> 01:57:51.827]  You see, there is a baby.
[01:57:52.762 --> 01:57:56.645]  The mother of this baby is not sure she's ready.
[01:57:56.645 --> 01:58:00.769]  The father of this baby doesn't want to settle down.
[01:58:00.769 --> 01:58:03.551]  The mother starts to have regrets.
[01:58:03.551 --> 01:58:07.314]  The father considers leaving town.
[01:58:07.314 --> 01:58:10.657]  But a friend says there's a solution.
[01:58:10.657 --> 01:58:14.800]  She says to have an abortion.
[01:58:14.800 --> 01:58:16.702]  The mother decides to look into it.
[01:58:16.702 --> 01:58:18.744]  The clinic assures her it's safe.
[01:58:19.758 --> 01:58:21.540]  She's made her decision.
[01:58:21.540 --> 01:58:24.042]  She's going to have an abortion.
[01:58:24.042 --> 01:58:30.328]  The problem is, that baby is you.
[01:58:30.328 --> 01:58:39.356]  Join me, Owen Schroyer, at the March for Life, Friday, January 24th, in Washington, D.C., noon, at the National Mall.
[01:58:39.356 --> 01:58:40.498]  I'll see you there.
[01:58:40.498 --> 01:58:42.960]  It's time to stand up for the unborn.
[01:58:42.960 --> 01:58:44.942]  It's time to speak out for the voiceless.
[01:58:48.058 --> 01:58:56.451]  I spend a lot of time reminding the M4 family of listeners and viewers that without you, we won't be on the air.
[01:58:56.451 --> 01:58:57.934]  And I spend a lot of time thanking you.
[01:58:58.735 --> 01:59:06.099]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern Paul Revere's.
[01:59:06.099 --> 01:59:13.604]  But something I should spend more time on is just reminding you that these products are really amazing.
[01:59:13.604 --> 01:59:22.409]  You've got that pledge from me, but you've seen the third party test out there, the air filtration, the water filtration, the supplements are all the very best you're going to find out there.
[01:59:22.409 --> 01:59:26.952]  And you can't fund an operation anywhere else that's fighting the globalists.
[01:59:27.864 --> 01:59:29.585]  You're listening to the Alex Jones Show!
[02:00:03.345 --> 02:00:12.353]  Crashing through the lies and disinformation, it's Alex Jones.
[02:00:12.353 --> 02:00:19.600]  I'm sorry to tell you about Owen Schroer from the War Room and I want you to pay attention to it because it's important.
[02:00:19.600 --> 02:00:24.044]  I represent Owen down in Washington and he was arrested for telling
[02:00:24.767 --> 02:00:32.153]  Representative Nadler, that he thinks Nadler and the Democrats are the traitors here, and that he thinks they ought to be impeached.
[02:00:32.153 --> 02:00:35.036]  He was arrested on charges of interfering with Congress.
[02:00:35.036 --> 02:00:36.377]  So I go down to D.C.
[02:00:36.377 --> 02:00:51.129]  yesterday and appear at his arraignment, his initial court appearance, and the United States Attorney's Office took the following position, that pending the resolution of Owen's case, he should be barred from Capitol grounds, or in the alternative, prohibited from entering the Senate building.
[02:00:51.618 --> 02:00:58.190]  There'd only be one reason to keep him from the Senate building, and that would be to keep him from reporting on what's going on in the impeachment proceedings.
[02:00:58.190 --> 02:01:01.777]  We opposed that in a court hearing, and a judge agreed with us.
[02:01:02.375 --> 02:01:06.159]  We then appeared in a second court later in the day, and the government renewed its motion.
[02:01:06.159 --> 02:01:22.914]  And we had to argue yet again that Owen enjoys the presumption of innocence, that even if he violated the law in telling Representative Nadler off, that's not to say that a court should adopt a minority-report-like perspective on the law and make predictions about what he'll do next.
[02:01:22.914 --> 02:01:26.277]  And a court agreed with us and said Owen can go back onto the Capitol grounds.
[02:01:27.133 --> 02:01:29.274]  This, to me, was a stunning event.
[02:01:29.274 --> 02:01:30.755]  I practice law in New Haven.
[02:01:30.755 --> 02:01:35.978]  I've had the pleasure of getting to know the folks at Infowars, and I'm delighted to represent them.
[02:01:35.978 --> 02:01:44.483]  But in New Haven, we recently had a protest at the Yale-Harvard game, where environmental protesters stopped the game for an hour or so.
[02:01:44.483 --> 02:01:46.084]  They were removed from the field.
[02:01:46.084 --> 02:01:49.146]  A local prosecutor called me and said, what do you think we should do with these kids?
[02:01:49.726 --> 02:01:50.647]  Or these protesters.
[02:01:50.647 --> 02:01:55.268]  I said, you know, a small fine and a slap on the wrist if you're going to engage in civil disobedience, pay the price.
[02:01:55.268 --> 02:01:58.250]  The prosecutor said, yeah, maybe you're right, but I think we'll just drop these.
[02:01:58.250 --> 02:02:00.210]  That's how I looked at Owen's case.
[02:02:00.210 --> 02:02:02.832]  Here's how the government looks at Owen's case.
[02:02:02.832 --> 02:02:08.114]  No deals, he has to plead guilty to crimes, and he can enter what's called an open plea.
[02:02:08.114 --> 02:02:12.475]  That is, he can appear before a judge where he could be sentenced to up to one year in prison.
[02:02:12.475 --> 02:02:14.656]  I am stunned by that.
[02:02:14.656 --> 02:02:16.037]  That is such an overreaction.
[02:02:16.644 --> 02:02:17.905]  Well, it gets worse.
[02:02:17.905 --> 02:02:24.469]  Today, Owen appeared in a Capitol building, and he appeared with a piece of duct tape over his mouth that said, censored.
[02:02:24.469 --> 02:02:31.013]  He was also holding a sign talking about big tech censorship, when officers approached him and said, you gotta leave.
[02:02:31.013 --> 02:02:38.518]  Now, it turns out he was being videotaped by a colleague, and the colleague said, well, how come when the anti-Trump protesters were here a couple days, they weren't asked to leave?
[02:02:38.518 --> 02:02:40.059]  The officers ignored him.
[02:02:40.059 --> 02:02:45.823]  One of them actually looked at her and said, you're so adorable, as though flirtation were part of the standard law enforcement repertoire.
[02:02:46.624 --> 02:02:52.291]  Owen was warned thrice to leave the Cockroach Road three times and then he was placed under arrest.
[02:02:52.291 --> 02:02:55.636]  He was placed under arrest for demonstrating in a public building.
[02:02:56.556 --> 02:03:12.029]  Now, there is an obscure District of Columbia statute that says, and I quote, it shall be, excuse me, shall be unlawful for any person willingly and knowingly to parade, demonstrate, or picket within any of the Capitol buildings.
[02:03:12.029 --> 02:03:24.980]  So I gather that the police officers take the position that standing silently as a crowd milled by with a sign on him was a demonstration within a Capitol building, and they will attempt to justify their arrest of him on those grounds.
[02:03:25.817 --> 02:03:39.783]  Our position is the First Amendment gives the government the right to place reasonable time, place, and manner restrictions on our speech in public locations, but it does not give to the government the right to shut us up.
[02:03:40.493 --> 02:03:49.475]  And Owen had as much, in our view, of a right to stand where anti-Trump protesters did and give his point of view that those protesters had.
[02:03:49.475 --> 02:03:52.036]  So I don't know Owen's status right now.
[02:03:52.036 --> 02:03:55.657]  And, you know, I returned from Washington late last night after representing him.
[02:03:55.657 --> 02:03:58.918]  We're due back in court on his prior case next Tuesday.
[02:03:58.918 --> 02:04:05.739]  For all I know, I'll be back there tonight or tomorrow morning to appear with him if they don't release him on bond.
[02:04:05.739 --> 02:04:08.540]  So when you hear InfoWars talking about needing your help,
[02:04:09.173 --> 02:04:12.655]  This is a snapshot of what's going on on the front lines.
[02:04:12.655 --> 02:04:19.720]  Owen Schroer, host of The War Room, went to Washington to tell we the people what he sees down there.
[02:04:19.720 --> 02:04:23.002]  And some people in Washington don't want you to hear it.
[02:04:23.002 --> 02:04:35.130]  And they feel strongly enough about it that the United States Attorney appeared in open court to seek an order barring him from appearing so that he could report on what happened, on the theory that he might protest again.
[02:04:36.391 --> 02:04:40.995]  How did we, like sheep, get to the point of being corralled in such a pasture?
[02:04:40.995 --> 02:04:42.896]  Owen is a patron.
[02:04:42.896 --> 02:04:46.539]  Now, he may have disrupted, you know, Nadler's hearing.
[02:04:46.539 --> 02:04:53.164]  It's an open question to me how that disreputable body can be disrupted, but we'll concede that he may have disrupted that.
[02:04:53.164 --> 02:04:55.525]  As to today... We'll be right back.
[02:04:55.525 --> 02:04:58.708]  It's time to take a new, healthier approach to one of your most basic needs.
[02:04:59.168 --> 02:05:06.231]  The Alexapir Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[02:05:06.231 --> 02:05:10.212]  You can start cleaning the toxins from your water for clean, healthy and delicious drinking water.
[02:05:10.212 --> 02:05:17.195]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexapir Pro can remove up to 99.9% of impurities.
[02:05:17.195 --> 02:05:21.477]  This groundbreaking gravity-fed water filtration system is like no other.
[02:05:21.477 --> 02:05:24.378]  Make sure your water is up to your standards today with the Alexapir Pro.
[02:05:24.912 --> 02:05:29.676]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[02:05:29.676 --> 02:05:34.380]  Now when you buy your favorite products, you can add a donation right at the checkout.
[02:05:34.380 --> 02:05:39.864]  Simply open the donation option and either select a preset amount or enter a custom amount.
[02:05:39.864 --> 02:05:45.128]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[02:05:45.128 --> 02:05:46.610]  You ask, we deliver.
[02:05:46.610 --> 02:05:50.172]  This easy option gives you the means to donate directly to the cause.
[02:05:50.172 --> 02:05:52.054]  Remember, we're all part of the fight.
[02:05:52.054 --> 02:05:54.416]  InfoWars, brought to you by you.
[02:05:59.022 --> 02:06:01.685]  Waging war on corruption.
[02:06:01.685 --> 02:06:21.523]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:06:21.523 --> 02:06:23.926]  There is an attempt to sabotage our Republic.
[02:06:30.592 --> 02:06:38.319]  I'm gonna break down the latest right now on this coronavirus and the biggest quarantine in world history.
[02:06:38.319 --> 02:06:40.180]  It's what many experts are asking.
[02:06:40.180 --> 02:06:42.703]  That story's up on Infowars.com.
[02:06:42.703 --> 02:06:44.444]  Big story up at DrugsReport.com.
[02:06:44.444 --> 02:06:55.694]  A scientist out of the UK, a virologist, says this could be or looks like it's as deadly as the swine flu of 1918.
[02:06:55.694 --> 02:06:56.094]  The kill between
[02:06:59.429 --> 02:07:00.649]  30 and 50 million, they're saying.
[02:07:00.649 --> 02:07:02.030]  I'd say 30 and 40 million.
[02:07:02.030 --> 02:07:08.332]  That's 30 and... 30 and 50 million, and all I know is it's the perfect type of global crisis.
[02:07:08.332 --> 02:07:13.353]  To have a global government is the answer to a global crisis, and the perfect way to try to derail the U.S.
[02:07:13.353 --> 02:07:15.614]  economy out of the election.
[02:07:15.614 --> 02:07:20.195]  The liberal indigenous had a big drill a few months ago for just such a thing happening.
[02:07:20.195 --> 02:07:24.756]  It turns out they're financing the vaccine for this very virus.
[02:07:24.756 --> 02:07:27.337]  Lo and behold, those are all facts.
[02:07:29.602 --> 02:07:32.184]  But if you're reporting on it, they're now trying to shut people down.
[02:07:32.184 --> 02:07:33.625]  We've confirmed that.
[02:07:33.625 --> 02:07:38.089]  So this is a really worrisome trend, and you add it all together, it doesn't look good.
[02:07:38.089 --> 02:07:43.914]  Shock video reveals Chinese collapsing on the streets as coronavirus spreads.
[02:07:43.914 --> 02:07:46.636]  And it looks like something out of a horror movie with the pods and the rest of it.
[02:07:46.636 --> 02:07:52.901]  We're going to go back to Norm Pattis on the attack on free speech and the new arrest of Owen Schroyer.
[02:07:52.901 --> 02:07:53.702]  Here in just a moment.
[02:08:03.976 --> 02:08:07.106]  I just see things like this happening to Ellen Schreuer.
[02:08:07.106 --> 02:08:11.159]  And yeah, when I saw the police officer basically tell Savannah she was attractive.
[02:08:14.347 --> 02:08:28.656]  I mean, I guess I'm glad they're not politically correct, but when you're arresting somebody, their fellow reporter violating their rights, I see it as very aggressive and domineering in the context in which he was complimenting her.
[02:08:28.656 --> 02:08:36.901]  Very creepy and sick that it's in the exact same spot that two days ago there were all the anti-Trump protesters who were not even admonished.
[02:08:37.341 --> 02:08:47.126]  Well, we're due back in court with Owen on Tuesday, and I suspect the government will use this new arrest to seek yet again what it failed to get last week, that is, an order barring him from Capitol grounds.
[02:09:07.285 --> 02:09:10.893]  I also have been in touch with folks of yours, I think Rob's down there in D.C.
[02:09:10.893 --> 02:09:13.299]  to keep an eye on Owen's bond situation.
[02:09:14.091 --> 02:09:18.694]  He was released on his first arrest on what's called a personal recognizance, in other words, a promise to appear.
[02:09:18.694 --> 02:09:31.522]  Today, they're likely to set a bond on there, and if it's a bond much higher than $5,000, $10,000, you're going to know that the fix is in, and that the desire to silence and restrain and punish Owen for speaking out is predominant.
[02:09:31.522 --> 02:09:33.604]  I don't know what is going to happen today.
[02:09:33.604 --> 02:09:41.369]  Obviously, it's happening in real time, but on Tuesday, we'll be back in a courtroom in the District of Columbia on his behalf.
[02:09:42.329 --> 02:09:44.711]  And I suspect the government's going to up the ante.
[02:09:44.711 --> 02:09:47.413]  They're going to say he's been charged yet again.
[02:09:47.413 --> 02:09:52.536]  And they're going to insist that he enter a guilty plea and agree to accept some time behind bars.
[02:09:52.536 --> 02:09:55.037]  That would be my suspicion.
[02:09:55.037 --> 02:10:05.104]  You know, we are in the midst of researching, as we speak, Alex, I've got somebody here researching the history of the statute under which he was presumably arrested today.
[02:10:06.242 --> 02:10:12.965]  And you know, the argument is that there is a statute that says you can't demonstrate within a Capitol building.
[02:10:12.965 --> 02:10:16.166]  Is that an over-broad statute?
[02:10:16.166 --> 02:10:19.067]  Is standing with a sign a sort of demonstration?
[02:10:19.067 --> 02:10:26.430]  Also, CNN and MSNBC praised women in the Kavanaugh hearing, yelling and screaming, and they didn't get charged last time I saw.
[02:10:27.550 --> 02:10:29.612]  Well, it's even more disturbing than that.
[02:10:29.612 --> 02:10:34.337]  When I was in court yesterday with Owen, I was in the cafeteria and ran into an old friend and he said, what are you doing here?
[02:10:34.337 --> 02:10:35.699]  And I told him and he started laughing.
[02:10:35.699 --> 02:10:37.160]  He said, are you serious?
[02:10:37.160 --> 02:10:37.861]  And I said, yeah, why?
[02:10:37.861 --> 02:10:44.047]  He says, every time Jane Fonda gets arrested for doing something similar, they just let her walk out the door and drop the charges.
[02:10:44.047 --> 02:10:49.433]  So I get, you know, we're trying to reach out to Jane Fonda right now to see if she'll come to Owen's support.
[02:10:49.433 --> 02:10:50.614]  Freedom of speech matters.
[02:10:51.061 --> 02:11:01.093]  Whatever your views in this country, you should have the right to express them and people should be treated... Well I wouldn't hold your breath because the left now supports their speech but not ours.
[02:11:01.093 --> 02:11:07.541]  There's now more Bernie Sanders high-level staffers caught on tape saying they're gonna put nationalistic conservatives in death camps.
[02:11:09.096 --> 02:11:11.397]  Well, they're going to have to fight me to put me in one.
[02:11:11.397 --> 02:11:22.884]  I don't know whether I'm a nationalist or a conservative, but I do believe in the rule of law and I think that that kind of talk is dangerous and needs to be fought every step of the way in every courthouse of the land.
[02:11:22.884 --> 02:11:24.625]  You're damn right.
[02:11:24.625 --> 02:11:32.229]  Why do you think the left has gotten itself into such a crazed position to just push boundaries to the breaking point?
[02:11:33.143 --> 02:11:35.426]  I think they're terrified that Trump will win again.
[02:11:35.426 --> 02:11:41.594]  You know, the coasts are littered with anti-Trumpers who can't accept the results of the 2016 election.
[02:11:41.594 --> 02:11:49.404]  The impeachment proceedings were timed, in my view, to coincide with the electoral season to make it a publicly financed attack on Trump.
[02:11:50.615 --> 02:12:05.024]  And they're terrified that in flyover country, the place that most of us reside in, and certainly although I live on the coast, the place where my heart is, I come from Detroit in Chicago, in flyover country, they're afraid that most people are going to vote for the economy.
[02:12:05.024 --> 02:12:07.245]  They're going to vote for putting America first.
[02:12:07.805 --> 02:12:13.068]  They're going to vote for taking care of ourselves before we make commitments that we cannot sustain to the rest of the world.
[02:12:13.068 --> 02:12:19.971]  They're afraid of Trump 2020 and the only way they can try to stop it is by silencing those who speak on behalf of Trump.
[02:12:21.328 --> 02:12:24.590]  You're absolutely right, but there's a lot of federal executive relief.
[02:12:24.590 --> 02:12:31.314]  The Justice Department could engage him with this type of behavior, not just with what happened to Owen, but big tech censorship and the rest of it.
[02:12:31.314 --> 02:12:37.438]  And Trump doing nothing so far has been a big fat green light for all of that.
[02:12:37.438 --> 02:12:42.241]  Norm Pattis, thank you for the great job you're doing with Owen and all of us, and thanks for joining us.
[02:12:42.241 --> 02:12:43.442]  I look forward to seeing you too.
[02:12:43.442 --> 02:12:44.863]  Thank you.
[02:12:44.863 --> 02:12:46.004]  So that's where we are, folks.
[02:12:47.202 --> 02:12:59.368]  And if you just tuned in Owen Schroer this morning, right before he went live on air, he just was there and was not even talking, and had tape over his mouth.
[02:12:59.368 --> 02:13:05.851]  If you're a radio listener, you can see the video at infowarriors.com.
[02:13:05.851 --> 02:13:14.075]  Simply saying that he has a right to free speech and it's being violated.
[02:13:16.744 --> 02:13:19.086]  In fact, let's just do this.
[02:13:19.086 --> 02:13:26.791]  Let's play the first video before he gets arrested for TV viewers and radio listeners, because you'll notice there's no audio.
[02:13:26.791 --> 02:13:33.435]  I'll have to talk over it, because they come over and say, you can't have a piece of tape over your mouth.
[02:13:33.435 --> 02:13:34.936]  Everybody else can demonstrate in here all day.
[02:13:34.936 --> 02:13:36.537]  We just don't call that demonstrations.
[02:13:36.537 --> 02:13:37.558]  They can hold up their signs.
[02:13:37.558 --> 02:13:40.880]  They can yell at you, but you can't be there.
[02:13:40.880 --> 02:13:42.361]  So let's go ahead and roll that video.
[02:13:43.115 --> 02:13:45.277]  Owen Schroeder here from InfoWars.com.
[02:13:45.277 --> 02:13:49.640]  I am back in the State Capitol lair.
[02:13:49.640 --> 02:13:53.343]  When I walked in today, I was greeted by security who told me
[02:13:53.996 --> 02:14:00.459]  If I even take this sign out in the building today, that I would be arrested.
[02:14:00.459 --> 02:14:13.526]  Well, I'm planning on not even saying anything because I'm going to put this over my mouth as an illustration of the censorship that I'm enduring now in the real world, not just by Big Tech, but by the Democrats.
[02:14:13.526 --> 02:14:17.068]  And I was told I'd be arrested if I take this sign out and hold it.
[02:14:17.688 --> 02:14:21.291]  Well, the removed Trump protesters had dozens of signs out here that they were holding.
[02:14:21.291 --> 02:14:25.014]  Are they going to arrest me for doing exactly what they did?
[02:14:25.014 --> 02:14:35.202]  Well, I guess we're going to find out.
[02:14:35.202 --> 02:14:38.365]  So he's whispering in a corner.
[02:14:38.365 --> 02:14:42.628]  He's right where everybody else has been standing every day.
[02:14:42.628 --> 02:14:45.531]  Right in the middle under the big goddess of Colombia.
[02:14:47.700 --> 02:14:56.106]  And they come over and say, can't do it.
[02:14:56.106 --> 02:14:58.868]  Sir, the impeached Trump protesters come here every single day.
[02:14:58.868 --> 02:14:59.608]  We saw them here.
[02:14:59.608 --> 02:15:00.729]  We actually confronted them.
[02:15:00.729 --> 02:15:04.231]  Is there a reason why they aren't arrested every day?
[02:15:04.231 --> 02:15:10.275]  All right, we're going to go to break.
[02:15:10.275 --> 02:15:13.577]  Again, the full video is on InfoWars.com and NewsWars.com.
[02:15:13.577 --> 02:15:15.579]  But I'm just going to be honest with you right now.
[02:15:17.156 --> 02:15:26.582]  I've been studying COG, Continuity of Government, how they're trying to take Trump out, and how these shadow groups that were put in during the Cold War are still operating.
[02:15:26.582 --> 02:15:32.867]  And the way this judge in California is ordering hundreds of sites secretly taken down is totally illegal.
[02:15:32.867 --> 02:15:35.408]  We just had a lawyer on explaining that as well.
[02:15:35.408 --> 02:15:37.970]  That means they've gone full criminal.
[02:15:37.970 --> 02:15:43.474]  And if you follow this threat continuum, it means violence very soon by them.
[02:15:43.474 --> 02:15:45.956]  False flags to blame us, start a shooting war.
[02:15:46.929 --> 02:15:47.832]  I'm just telling you.
[02:15:47.832 --> 02:15:50.139]  And the gut level?
[02:15:50.139 --> 02:15:50.801]  Oh, man.
[02:15:50.801 --> 02:15:52.546]  I mean, it's off the chart, my spotty sense.
[02:15:53.823 --> 02:15:59.568]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[02:15:59.568 --> 02:16:04.672]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[02:16:04.672 --> 02:16:12.398]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[02:16:12.398 --> 02:16:20.284]  Inspired by entrepreneurs who sold picks and shovels during the gold rush, the money is in the mining equipment used to manufacture dozens of critical digital assets.
[02:16:20.444 --> 02:16:22.224]  Not a security IPO or note.
[02:16:22.224 --> 02:16:31.747]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[02:16:31.747 --> 02:16:32.587]  Don't miss this one.
[02:16:32.587 --> 02:16:33.888]  Stake your claim today.
[02:16:33.888 --> 02:16:34.168]  Call 800-600-3388.
[02:16:34.168 --> 02:16:34.468]  That's 800-600-3388.
[02:16:34.468 --> 02:16:36.588]  These valuable lease contracts won't last long.
[02:16:36.588 --> 02:16:36.808]  Call now.
[02:16:36.808 --> 02:16:36.868]  800-600-3388.
[02:16:36.868 --> 02:16:36.908]  800-600-3388.
[02:16:47.111 --> 02:16:48.773]  Equipment offered poses a financial risk to owners.
[02:16:48.773 --> 02:16:50.474]  Consult with financial professionals before purchasing.
[02:16:50.474 --> 02:16:52.997]  Not an offer to buy or sell the security which requires an offering document.
[02:16:53.792 --> 02:16:58.855]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[02:16:58.855 --> 02:17:04.219]  Like you, I was a prisoner of the outleft sanctuary state until one day I chose to leave my family to freedom.
[02:17:04.219 --> 02:17:12.264]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[02:17:12.264 --> 02:17:17.707]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[02:17:17.707 --> 02:17:19.708]  Go to BlackRifleRealEstate.com.
[02:17:19.708 --> 02:17:21.530]  That's BlackRifleRealEstate.com.
[02:17:23.191 --> 02:17:25.793]  Hunters, anglers, campers and survivalists.
[02:17:25.793 --> 02:17:26.853]  Get back to nature.
[02:17:26.853 --> 02:17:34.018]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:17:34.018 --> 02:17:37.660]  Slingbow products are compact and models start from just 1798.
[02:17:37.660 --> 02:17:40.882]  They're perfect for your bug out bag or storing in your vehicle.
[02:17:40.882 --> 02:17:44.944]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:17:44.944 --> 02:17:49.447]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:17:49.447 --> 02:17:52.069]  Feel the thrill only at slingbow.com.
[02:17:54.713 --> 02:17:58.555]  Since the beginning, Secret 12 has been one of our most popular formulas.
[02:17:58.555 --> 02:18:03.397]  Now we're bringing you an all-new version of your favorite formula to help you reach your energy peak.
[02:18:03.397 --> 02:18:12.300]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, Methylcobalamin, to provide you with twice the B12.
[02:18:12.300 --> 02:18:19.483]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[02:18:19.483 --> 02:18:24.025]  Help support your energy levels and take advantage of the superior form of B12 today with Ultra 12.
[02:18:24.505 --> 02:18:27.547]  It's no secret that our daily lives are becoming more stressful.
[02:18:27.547 --> 02:18:32.131]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[02:18:32.131 --> 02:18:37.255]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[02:18:37.255 --> 02:18:41.418]  Chill Force is our solution for a true, healthy, relaxation support formula.
[02:18:41.678 --> 02:18:49.641]  As the long-awaited sister formula to Brain Force Plus, this formula includes powerful ingredients and time-tested practices to help fight your stress levels.
[02:18:49.641 --> 02:18:51.061]  It's time to take a breather.
[02:18:51.061 --> 02:18:54.623]  Get Chill Force today at InfoWarsStore.com.
[02:18:54.623 --> 02:18:57.744]  I've got to really hand it to the listeners and viewers of InfoWars.
[02:18:58.772 --> 02:19:09.157]  Your support and your help in rebooting Americana as a challenge to the globalist system of corporate tyranny has really caught hold, not just here in the U.S., but worldwide.
[02:19:09.157 --> 02:19:15.981]  And President Trump's fearlessness when it comes to promoting Americana and basic liberty is amazing as well.
[02:19:16.681 --> 02:19:26.439]  He's still lacking on the big tech censorship, taking action against that and some other areas, but trying to end the wars, boosting our economy, speaking out against communist China.
[02:19:26.439 --> 02:19:29.144]  Trump's been doing an amazing job, but now more than ever.
[02:19:29.994 --> 02:19:35.159]  We really have to realize that we're being targeted because we are effective.
[02:19:35.159 --> 02:19:40.104]  And the globalists are beginning to lose their war against humanity in a big way.
[02:19:40.104 --> 02:19:42.486]  And so we're going to see some major fireworks out of them.
[02:19:42.486 --> 02:19:48.272]  But it's critical to not let ourselves get down when we see all the poison they spray at us.
[02:19:48.272 --> 02:19:50.274]  That's an attempt to demoralize us.
[02:19:50.274 --> 02:19:53.377]  We've got to remember that and stay focused and stay happy.
[02:19:58.228 --> 02:20:07.653]  You're listening to The Alex Jones Show!
[02:20:07.653 --> 02:20:09.093]  There is a... ...GAGGER!
[02:20:31.351 --> 02:20:39.296]  Pointed at the heart of the American Republic right now.
[02:20:39.296 --> 02:20:47.962]  The deep state, the establishment, is just a drive in their heart.
[02:20:47.962 --> 02:20:56.627]  Question is, are we going to let them?
[02:20:56.627 --> 02:20:57.168]  Think about that.
[02:20:59.827 --> 02:21:09.613]  But all the moves we've seen are like laying a piece of paper on top of a stove.
[02:21:09.613 --> 02:21:14.517]  A coiled electric stove.
[02:21:14.517 --> 02:21:22.522]  And if you watch the paper begin to yellow, and then brown, and then suddenly, flashpoint.
[02:21:22.522 --> 02:21:28.586]  That piece of printer paper, writing paper, slashes into flame.
[02:21:33.021 --> 02:21:38.363]  And so the increments of the tyranny have been yellowing and browning the paper.
[02:21:38.363 --> 02:21:51.987]  But we're right at that moment in slow motion, if you could see it, when it goes... If you put a piece of paper into a regular fire or a gas stove, it'll kind of light on one spot right away, just kind of burn through.
[02:21:51.987 --> 02:21:56.649]  But there's something spectacular about one of those flat-top electric stoves.
[02:22:01.451 --> 02:22:02.872]  And it's a science experiment.
[02:22:02.872 --> 02:22:05.253]  My dad, when I was like six, seven years old, said, you want to see something?
