[00:00.000 --> 00:15.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[03:23:44.000 --> 03:23:48.000]  The only way to get this amazing deal is to go to proflowers.com.
[03:23:48.000 --> 03:23:53.000]  Click on the blue microphone in the upper right corner and enter the secret code 3434.
[03:23:53.000 --> 03:23:57.000]  That's proflowers.com. Secret code 3434.
[03:23:57.000 --> 03:24:00.000]  Which is not included. Satisfaction guaranteed to your money back.
[03:24:27.000 --> 03:24:31.000]  We're going to be sending more reporters by getting the products at infowarsstore.com.
[03:24:31.000 --> 03:24:34.000]  Again, vital for you to fuel the tank.
[03:24:34.000 --> 03:24:37.000]  We're going to be sending more reporters to Bilderberg this year.
[03:24:37.000 --> 03:24:42.000]  And that doesn't come cheap when you're sending people not only all over the US,
[03:24:42.000 --> 03:24:45.000]  but all over the globe to cover these developments.
[03:24:45.000 --> 03:24:52.000]  So please show your support as you have done and continue to do so at infowarsstore.com.
[03:24:52.000 --> 03:24:57.000]  So basically in Europe, we've got local government councils saying that
[03:24:57.000 --> 03:25:02.000]  it's offensive and racist to commemorate our own country's history,
[03:25:02.000 --> 03:25:07.000]  but walking around the centre of London, right outside the houses of parliament,
[03:25:07.000 --> 03:25:11.000]  waving an ISIS flag, is perfectly acceptable.
[03:25:11.000 --> 03:25:17.000]  This is the attitude that leads to the dissolution of Western society.
[03:25:17.000 --> 03:25:23.000]  The collapse of Western civilization, and that's exactly what this former top US diplomat,
[03:25:23.000 --> 03:25:28.000]  Adam Topolanski, is warning about in his editorial,
[03:25:28.000 --> 03:25:33.000]  suicidal migration policies will cause Europeans to flee their countries.
[03:25:33.000 --> 03:25:38.000]  So he's basically predicting that by 2050, Muslim migrants,
[03:25:38.000 --> 03:25:43.000]  and this is just a statistical fact, if you drill down into the numbers,
[03:25:43.000 --> 03:25:48.000]  that are being imported every single year, if that continues,
[03:25:48.000 --> 03:25:53.000]  then these Muslim ghettos, which created the Paris massacre,
[03:25:53.000 --> 03:25:57.000]  which created the Brussels metro and airport bombing,
[03:25:57.000 --> 03:26:04.000]  will not only continue to develop, but they will continue to spread to more areas of major cities.
[03:26:04.000 --> 03:26:10.000]  And he's basically saying that the few countries, the likes of Hungary, Croatia, Czech Republic,
[03:26:10.000 --> 03:26:16.000]  that have refused to bow down, that have actually defended the integrity of their own borders,
[03:26:16.000 --> 03:26:23.000]  of their own national identity, those will become the safe havens for Europeans to go and live.
[03:26:23.000 --> 03:26:29.000]  Simply to be safe, simply to avoid mass societal disorder and civil unrest,
[03:26:29.000 --> 03:26:34.000]  which we know separately, the elite are preparing for.
[03:26:34.000 --> 03:26:38.000]  Quote, whatever the future will bring, one thing is predictable.
[03:26:38.000 --> 03:26:42.000]  The preferred place for all Europeans by the middle of the century
[03:26:42.000 --> 03:26:46.000]  may wind up to be East Central Europe.
[03:26:46.000 --> 03:26:52.000]  So what this top former US diplomat is saying about the migrant crisis,
[03:26:52.000 --> 03:26:57.000]  that it's destabilized the continent, that it's, quote, altered the way of life,
[03:26:57.000 --> 03:27:00.000]  the religious and cultural fabric.
[03:27:00.000 --> 03:27:05.000]  And that's exactly the point. I mean, Angela Merkel herself admitted back in 2010,
[03:27:05.000 --> 03:27:09.000]  along with David Cameron, that multiculturalism has failed.
[03:27:09.000 --> 03:27:16.000]  And you can see that with your own eyes, if you go into any of these so-called diverse areas
[03:27:16.000 --> 03:27:22.000]  in major European cities, go into Molenbeek, not very diverse.
[03:27:22.000 --> 03:27:27.000]  Go into certain areas of Paris, again, not very diverse.
[03:27:27.000 --> 03:27:33.000]  Go into areas of East London, go into Whitechapel, go into Tower Hamlets.
[03:27:33.000 --> 03:27:39.000]  In fact, if you go on my Twitter, you can see a video walkthrough of Whitechapel in East London.
[03:27:39.000 --> 03:27:42.000]  See how diverse that is.
[03:27:42.000 --> 03:27:44.000]  None of this is diverse.
[03:27:44.000 --> 03:27:49.000]  The very same white middle class liberals who preach all day about open borders,
[03:27:49.000 --> 03:27:52.000]  they don't live in these migrant areas.
[03:27:52.000 --> 03:27:55.000]  There's no diversity because they don't want to live there,
[03:27:55.000 --> 03:28:00.000]  because it's not a nice place to live. It's a crap hole, I'm sorry.
[03:28:00.000 --> 03:28:06.000]  Because these people have no loyalty to the country, and we've asked them in polls and they've said that.
[03:28:06.000 --> 03:28:10.000]  That's why these middle class liberals don't want to live there.
[03:28:10.000 --> 03:28:13.000]  They talk the talk, but they don't walk the walk.
[03:28:13.000 --> 03:28:16.000]  Diversity doesn't work. It hasn't worked.
[03:28:16.000 --> 03:28:23.000]  It's created ghettos, which have become centers of radicalization for ISIS terrorists,
[03:28:23.000 --> 03:28:28.000]  as ISIS said in their own manifesto, was their plan.
[03:28:28.000 --> 03:28:35.000]  It's a hijacked the migrant crisis to create more radicalized ghettos in major European cities
[03:28:35.000 --> 03:28:39.000]  to use as bases to launch new attacks.
[03:28:39.000 --> 03:28:41.000]  That's exactly what we saw in Paris.
[03:28:41.000 --> 03:28:44.000]  That's what we saw in Brussels, Belgium,
[03:28:44.000 --> 03:28:49.000]  and that's what we're going to see over the next 10 years throughout Europe.
[03:28:49.000 --> 03:28:52.000]  And every time there's another major attack,
[03:28:52.000 --> 03:28:58.000]  the left is going to go on Twitter and start a hashtag, you know, pray for Berlin,
[03:28:58.000 --> 03:29:02.000]  pray for Dresden, pray for Munich, wherever else it happens next.
[03:29:02.000 --> 03:29:05.000]  They're going to go on the street, they're going to hug a Muslim,
[03:29:05.000 --> 03:29:08.000]  and it's going to do absolutely nothing.
[03:29:08.000 --> 03:29:11.000]  It's only going to embolden our enemies,
[03:29:11.000 --> 03:29:17.000]  and it's only going to obfuscate and hide the fact that many of these extremists,
[03:29:17.000 --> 03:29:23.000]  many of these jihadists have support from Islamists who are living in our communities.
[03:29:23.000 --> 03:29:30.000]  That's how Salah Abdeslan was able to escape capture the Paris massacre culprit
[03:29:30.000 --> 03:29:36.000]  for three months living in Molenbeek amongst his friends and family, who protected him.
[03:29:36.000 --> 03:29:39.000]  And when the police showed up to try to arrest him,
[03:29:39.000 --> 03:29:44.000]  they were pelted with stones and rocks by the rest of the people in Molenbeek.
[03:29:44.000 --> 03:29:48.000]  That's your diversity, that's your multiculturalism, it's failed.
[03:29:48.000 --> 03:29:49.000]  We'll be right back.
[03:29:49.000 --> 03:29:53.000]  We're on the march, the empire's on the run.
[03:29:53.000 --> 03:30:20.000]  Alex Jones and the GCN Radio Network.
[03:30:20.000 --> 03:30:25.000]  No, that's not what I'm trying to tell you, what I'm trying to say is that we're just one of the political parties.
[03:30:25.000 --> 03:30:30.000]  There's many political parties, but political parties choose their nominee, not the general public.
[03:30:30.000 --> 03:30:33.000]  And I'm really am asking you, it's more than a process question.
[03:30:33.000 --> 03:30:38.000]  It's an integrity of the election question, and everybody's asking me this question,
[03:30:38.000 --> 03:30:40.000]  so I'm giving you an opportunity to explain it.
[03:30:40.000 --> 03:30:45.000]  Sean, the only people asking this question are the hardcore Donald Trump supporters.
[03:30:45.000 --> 03:30:48.000]  Why do you do this every single time?
[03:30:48.000 --> 03:30:51.000]  But no, you gotta stop, every time I have you on the air.
[03:31:19.000 --> 03:31:21.000]  We now have the synergistic solution.
[03:31:21.000 --> 03:31:50.000]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139.
[03:31:51.000 --> 03:31:59.000]  To order your Pro Max shower filter from Pro Pure today.
[03:31:59.000 --> 03:32:06.000]  More than two years ago, Info Wars first told you about our research into what has been called the iodine conspiracy.
[03:32:06.000 --> 03:32:11.000]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ
[03:32:11.000 --> 03:32:16.000]  and how the government knowingly started taking iodine out of the food and adding fluoride,
[03:32:16.000 --> 03:32:19.000]  the bad member of the halogen family, into the water.
[03:32:19.000 --> 03:32:22.000]  They took the good halogen out and put the deadly halogen in.
[03:32:22.000 --> 03:32:26.000]  And when the Fukushima crisis worsened, as it still is worsening today,
[03:32:26.000 --> 03:32:29.000]  I was there telling you how to prepare yourself and your family.
[03:32:29.000 --> 03:32:36.000]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut,
[03:32:36.000 --> 03:32:42.000]  which many experts are now saying could be the biggest revelation ever concerning iodine.
[03:32:42.000 --> 03:32:44.000]  You can pull these studies up for yourself.
[03:32:44.000 --> 03:32:50.000]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[03:32:50.000 --> 03:33:16.000]  Stock up on Survival Shield X2 Today at infowarslife.com or by calling 888-253-3139.
[03:33:16.000 --> 03:33:25.000]  If you are receiving this transmission, you are the resistance.
[03:33:25.000 --> 03:33:31.000]  We now take you live to the Central Texas Command Center. It's Alex Jones.
[03:33:31.000 --> 03:33:47.000]  You're back. It's the fourth hour of the Alex Jones Show and that article I was talking about before the break.
[03:33:47.000 --> 03:34:02.000]  So get that out. Again, amazing quotes.
[03:34:02.000 --> 03:34:11.000]  Switzerland, Norway, all of these countries who are saying that the pace of this, the breakneck speed of importing these millions of migrants
[03:34:11.000 --> 03:34:20.000]  is going to lead to civil unrest, to social disorder. It's going to lead to mass resentment, as is already happening,
[03:34:20.000 --> 03:34:27.000]  in Germany, which is why they have to cover up the fact that all these crimes, all these rapes are being committed by these migrants.
[03:34:27.000 --> 03:34:33.000]  That's why they had to cover up the Cologne mass molestation on New Year's Eve for days because they, quote,
[03:34:33.000 --> 03:34:41.000]  want to legitimize critics of mass migration. They care more about the narrative than they do about the safety of women
[03:34:41.000 --> 03:34:49.000]  or the very existence of Western civilization. These people, these political leaders have completely sold us out.
[03:34:49.000 --> 03:34:57.000]  And even in Sweden now, they're getting uppity about it. Sweden, the country where some of the politicians there want to give
[03:34:57.000 --> 03:35:07.000]  the ISIS jihadists jobs and welfare. That is the liberal basket case that Sweden has become, where the government demands that people
[03:35:07.000 --> 03:35:17.000]  hand over their garages to house refugees or you're a racist. But now Zero Hedge reports, Swedes revolt over refugees
[03:35:17.000 --> 03:35:23.000]  near schools, demand effing answers from Stockholm City Council.
[03:35:23.000 --> 03:35:29.000]  This is a quote, you can watch the video, you can't just sit there when we come here looking for answers and say you can't answer that.
[03:35:29.000 --> 03:35:35.000]  That is not okay. There has to be some effing order in a democracy, but you are not answering our questions.
[03:35:35.000 --> 03:35:41.000]  We all want effing answers. We will stop shouting when you answer our questions.
[03:35:41.000 --> 03:35:49.000]  So it was basically a council meeting during which they were debating the council's plans to relocate hundreds of Muslim migrants
[03:35:49.000 --> 03:35:56.000]  right next to a school and these Swedish people in Stockholm aren't very happy about it.
[03:35:56.000 --> 03:36:07.000]  Gee, I wonder why? Could it be because of the colossal amount of young girls and children being raped near schools?
[03:36:07.000 --> 03:36:18.000]  Which is why a school in Bavaria, as we reported last year, sent a letter home to parents telling them not to let their daughters wear short skirts
[03:36:18.000 --> 03:36:24.000]  because they housed migrants in a nearby gymnasium. In fact, the gymnasium was attached to the school.
[03:36:24.000 --> 03:36:29.000]  They just turned it over to migrants because they basically got no space left in Germany.
[03:36:29.000 --> 03:36:36.000]  They're kicking out Germans out of social housing to house migrants and they said, look, these people are from a different culture.
[03:36:36.000 --> 03:36:42.000]  Some of them like to rape young girls. So it's not like, well, what should we do about that? That's a horrible culture.
[03:36:42.000 --> 03:36:49.000]  Why are we importing that? What the hell is going on? No, it's you have to adopt to their bad culture.
[03:36:49.000 --> 03:36:54.000]  Not we have to reject their culture in the first place. That's what's happening in Europe.
[03:36:54.000 --> 03:37:01.000]  And now even Swedes are up in arms about it. Zero Hedge also reported this weekend.
[03:37:01.000 --> 03:37:06.000]  Swedish Muslim politician quits after refusing to shake women's hands.
[03:37:06.000 --> 03:37:20.000]  Of course, we've seen that before. We saw it in England, a video a couple of weeks ago, one of the local councillors who supposedly, you know, represents the resident living in the town refuses to shake a woman's hand.
[03:37:20.000 --> 03:37:30.000]  Again, because he's from a terrible culture that is intolerant and that treats women little better than farmyard animals when you get down to it.
[03:37:30.000 --> 03:37:36.000]  Kit Daniels just put up an article in infowars.com. Activists expose illegal Sharia law court.
[03:37:36.000 --> 03:37:39.000]  Muslim migrants create their own state within a state.
[03:37:39.000 --> 03:37:46.000]  The shocking video shows activists exposing a Sharia law court operating inside London and outside British law.
[03:37:46.000 --> 03:37:57.000]  The court, publicly known as the Islamic Sharia Council, is one of an estimated 100 Sharia law courts carrying out legal matters in the UK in accordance with Islamic law.
[03:37:57.000 --> 03:38:05.000]  And again, these are the courts that run parallel to British law, i.e. in direct violation of it, but that's OK.
[03:38:05.000 --> 03:38:08.000]  Because we don't want to offend the precious Muslims, of course.
[03:38:08.000 --> 03:38:11.000]  And in these courts, you know, women are disenfranchised.
[03:38:11.000 --> 03:38:15.000]  Men can get divorced by just saying, I divorce you and that's it.
[03:38:15.000 --> 03:38:24.000]  For women, it's virtually impossible, even if they're in an abusive relationship, which often they are because they're treated as second-class citizens.
[03:38:24.000 --> 03:38:28.000]  And then you look at polls support for Sharia law.
[03:38:28.000 --> 03:38:32.000]  Again, huge numbers of Muslims living in the UK support it.
[03:38:32.000 --> 03:38:36.000]  A majority of Muslims living in the Middle East support it.
[03:38:36.000 --> 03:38:42.000]  And you know, eventually it doesn't just stop at disenfranchising women in divorce courts.
[03:38:42.000 --> 03:38:52.000]  It extends to more glorious examples of good culture, like chopping people's hands off for stealing and stoning gay people to death.
[03:38:52.000 --> 03:38:56.000]  That Sharia law, as it operates in some countries in the Middle East.
[03:38:56.000 --> 03:39:00.000]  And now it's slowly creeping into Britain.
[03:39:00.000 --> 03:39:05.000]  Breitbart reports, and I've got a ton of this news.
[03:39:05.000 --> 03:39:12.000]  I'm just going to keep going with it because it's just effusive every single week pouring out of every orifice, this takeover of Europe.
[03:39:12.000 --> 03:39:17.000]  In Sweden, migrant wife beaten for wanting to learn Swedish.
[03:39:17.000 --> 03:39:22.000]  So this is someone who is trying to assimilate. We can't have that.
[03:39:22.000 --> 03:39:24.000]  Let's beat the crap out of them.
[03:39:24.000 --> 03:39:41.000]  An asylum seeker living in Sweden beaten kicks his wife in the head because she was reading to learn Swedish police have confirmed the 37 year old Afghan migrant launched the attack on his 32 year old wife yesterday in an attack that was witnessed by other migrants at their asylum center.
[03:39:41.000 --> 03:39:55.000]  And again, a lot of these migrant attacks on even taking place, you know, in the streets, they're taking place in these migrant centers to the point where police in many towns and villages in Germany have just said we're not going to go there anymore.
[03:39:55.000 --> 03:40:09.000]  Because they're being so overstretched, they're being called out to riots to mass brawls in these migrant centers between people coming from different countries because of course most of them aren't Syrian, a lot of them are North African.
[03:40:09.000 --> 03:40:14.000]  They're being called out for migrants, you know, beating and killing their wives.
[03:40:14.000 --> 03:40:19.000]  We had a case a couple of weeks ago where a migrant just killed his wife.
[03:40:19.000 --> 03:40:24.000]  So this is what what's happening in these migrant centers. So it's not just out on the streets.
[03:40:24.000 --> 03:40:30.000]  But don't worry because the Pope is coming to the rescue once again.
[03:40:30.000 --> 03:40:39.000]  Report. This is our truth revolve. Pope ditched two refugees once he found out they were Christians.
[03:40:39.000 --> 03:40:51.000]  One of the most appalling aspects of the current refugee crisis is that persecuted Christians across the Middle East have been completely ignored in favor of Muslim migrants and you can see the truth of that in the numbers.
[03:40:51.000 --> 03:41:01.000]  And in fact, CNS News does a new report on it every single week where they say, you know, number of Muslim migrants admitted to Europe over the past month.
[03:41:01.000 --> 03:41:06.000]  And it's something like, you know, thousands and thousands of Muslims and like three Christians.
[03:41:06.000 --> 03:41:09.000]  And of course, the number of Muslims is going to be greater.
[03:41:09.000 --> 03:41:19.000]  But not to that degree, unless there's a deliberate policy or there's more of an urge on behalf of Muslims to get to Europe.
[03:41:19.000 --> 03:41:30.000]  So even when the world's most prominent Christian figurehead does nothing to help but instead worships at the altar of multiculturalism and its new world order, what hope is there for Middle East Christians fleeing genocide?
[03:41:30.000 --> 03:41:44.000]  The disturbing report claims that when Pope Francis found out that two of the 12 Muslim refugees he recently planned to take back to the Vatican turned out to be Christians, he quote, dropped them like a hot potato.
[03:41:44.000 --> 03:41:56.000]  This is the Pope we're talking about. Rula and Melek Abbo, a Christian brother and sister duo who hail from Syria, say they've been let down by the Pope after he left them behind at Lesbos refugee camp.
[03:41:56.000 --> 03:42:01.000]  They were promised a new life in Italy.
[03:42:01.000 --> 03:42:11.000]  The two were, two of the lucky chosen 12 refugees selected by the Vatican to be taken from the desperate camp and housed in Rome, but what seemed like the chance of a lifetime was cruelly snatched away.
[03:42:11.000 --> 03:42:24.000]  When they were told the following day they couldn't go. Instead, three Muslim families were taken because we don't have enough Muslims pouring in, thousands and thousands compared to a handful of Christians.
[03:42:24.000 --> 03:42:29.000]  The Pope rejected the Christians and again chose the Muslims.
[03:42:29.000 --> 03:42:43.000]  This is the same Pope who has completely betrayed Catholics by adopting this ridiculous one world order global religion, this global warming climate change crap which he constantly pushes.
[03:42:43.000 --> 03:42:50.000]  This is a Pope who has betrayed Christians and a very real world example that happened once again.
[03:42:50.000 --> 03:43:02.000]  Daily Mail reports, Afghan couple who have nine children and received 5000 a month in benefits have asked for free IVF treatment after arriving in Austria.
[03:43:02.000 --> 03:43:11.000]  Again debunking the argument that we need all these migrants for cheap labor and that they're such a boon to the economy and they don't drain our resources at all.
[03:43:11.000 --> 03:43:31.000]  Even though in countries like Sweden the majority of welfare payments go to migrants despite the fact that they only make up about 7% of the population, 58% of welfare payments in Sweden go to migrants because most of them of working age are not working.
[03:43:31.000 --> 03:43:47.000]  Again debunking that argument that we need them for cheap labor, that's disproven by the Czech Republic, a country that has had a stable population for 100 years that has had very limited immigration and yet which is the most thriving economy in Europe,
[03:43:47.000 --> 03:43:59.000]  high standard of living, affordable housing for the population, great place to visit for a holiday, you know, high quality of life because they've had a stable migration level.
[03:43:59.000 --> 03:44:10.000]  They took in skilled immigrants which is always a good idea. They've kept out the hordes of people who are just going to suck off the welfare system and their economy has prospered.
[03:44:10.000 --> 03:44:15.000]  So again debunking this argument that we need them all for cheap labor.
[03:44:15.000 --> 03:44:21.000]  Over in France, they're feeling the full effect of this cultural enrichment once again.
[03:44:21.000 --> 03:44:29.000]  Video shows migrant women beat 16 year old girl for wearing a dress. Video out of France shows a group of migrant women beat a 16 year old girl.
[03:44:29.000 --> 03:44:37.000]  They labelled as a slot for wearing a dress. As the victim reportedly did not know the assailants, the attack appears to have been a random act of violence.
[03:44:37.000 --> 03:44:41.000]  Fortunately a man was able to pull away the most vicious assault.
[03:44:41.000 --> 03:44:53.000]  And if you look at this woman, she's literally like six foot four, a giant hunk of a woman, a land whale if you will, and she's basically beating the crap out of this poor girl.
[03:44:53.000 --> 03:45:03.000]  Because she's wearing a dress in France, in Western Europe, again another example of cultural enrichment. Need I go on?
[03:45:03.000 --> 03:45:16.000]  Mail Online reports US Embassy worker who ran Bangladesh's only LGBT magazine is hacked to death by Islamist militants along with another person after receiving threats online.
[03:45:16.000 --> 03:45:24.000]  So LGBT advocates in countries like Bangladesh are being hacked to death for publishing magazines yet.
[03:45:24.000 --> 03:45:31.000]  What is the British Foreign Office concerned about? Well they're concerned about North Carolina's bathroom law.
[03:45:31.000 --> 03:45:44.000]  And the fact that, you know, a tiny proportion of the population which identifies as transgender 0.03% might be offended by having to use the bathroom of the biological birth.
[03:45:44.000 --> 03:45:52.000]  Well, God forbid. Meanwhile, LGBT advocate hacked to death in Bangladesh. Nobody's talking about it, nobody cares.
[03:45:52.000 --> 03:45:56.000]  Transgender bathroom's more important, of course.
[03:45:56.000 --> 03:46:14.000]  Switching gears now, we're going to go to this Mark Dice video. He basically went out to the beach in San Diego and asked Americans what they thought about the fact that the word gullible had been removed from the dictionary. Here's the clip.
[03:46:14.000 --> 03:46:27.000]  Words that enter the public lexicon like selfie and twerking and they're added to the dictionary. The Webster's dictionary company has been removing words to make room for new words.
[03:46:27.000 --> 03:46:36.000]  It removes, amongst other things, the word gullible from the 2016 dictionary edition to make words for like, twerking.
[03:46:36.000 --> 03:46:49.000]  Okay. Do you think that was the right decision to do? No. Do not. Do you think maybe they should have just added a few extra pages instead of removing words like gullible from the dictionary?
[03:46:49.000 --> 03:46:54.000]  Yeah, I agree. But I gotta run. Alright, thank you.
[03:46:54.000 --> 03:47:07.000]  This year, the dictionary has decided to remove some older words that aren't being used as much. One of those words is gullible. Not enough room in the dictionary, apparently, with all the new words coming into use.
[03:47:07.000 --> 03:47:15.000]  Do you think that's the right decision or should they just have maybe like added some extra pages to the new dictionary editions?
[03:47:15.000 --> 03:47:30.000]  Yeah, I believe it's always best to add to the dictionary, you know, because, you know, everybody is, you know, trying to learn more and, you know, add to life. So, yes, I believe you should add to it.
[03:47:30.000 --> 03:47:36.000]  Do you think the word gullible is still relevant today? Yeah, I gotta call that yesterday. I gotta call that yesterday.
[03:47:36.000 --> 03:47:53.000]  Oh, no. That's not fair. So you think gullible should still be included in the dictionary? Yeah. Any thoughts on the dictionary company removing the word gullible from next year's editions?
[03:47:53.000 --> 03:48:02.000]  It doesn't really make any sense because it wouldn't cost much just to add more pages and add more words. Why would you want to remove? It's like, why would you want to remove knowledge?
[03:48:02.000 --> 03:48:08.000]  We're trying to find out. We're just getting people's thoughts. It doesn't appear to make any sense whatsoever.
[03:48:08.000 --> 03:48:33.000]  That's just a sample of the insanity that you'll find on my YouTube channel.
[03:48:33.000 --> 03:48:47.000]  Also, you went out in the beach and asked people what they thought about the word intelligence being removed from the dictionary. And of course, in every single example, they actually believed him that that was what was happening.
[03:48:47.000 --> 03:49:07.000]  There's an interesting article on The Guardian in relation to this by Sandy Mann, you know, trying to get to the bottom of why people appear to be more dumbed down, why they appear to be more tuned out of reality, despite the fact that the internet has given us basically the world's knowledge base at our fingertips.
[03:49:07.000 --> 03:49:24.000]  Why do people seem to be dumber, more zombie-like, more zoned out than ever before? Could it be the ubiquitousness of mass entertainment? Sandy Mann argues that constant over-stimulation and faster-paced amusements have resulted in attention spans shorter than those of goldfish.
[03:49:24.000 --> 03:49:38.000]  And that's been scientifically proven now. Less than eight seconds. Quote, we are hard-wired to seek novel to which produces a hit of dopamine. The feel-good chemical in our brains as soon as the new stimulus is noticed is no longer new.
[03:49:38.000 --> 03:50:01.000]  And after a while, it bores us to get that same pleasurable dopamine hit. We seek fresh sources of distraction. So again, it goes to the point of these knowledge-gathering tasks, you know, which require intense study over a period of hours becoming harder to perform because people just aren't using those mental muscles.
[03:50:01.000 --> 03:50:22.000]  They're beginning to atrophy because people are just constantly distracted by the phone, you know, by watching the next two-minute YouTube clip, by whatever. They mentally can't sit down and let a significant amount of information wash over them to actually absorb it.
[03:50:22.000 --> 03:50:33.000]  They can't do it anymore because their brains have atrophied because they're so used to being distracted every eight seconds, their attention spans are now less than a goldfish.
[03:50:33.000 --> 03:50:43.000]  So what is the consequence? I mean, people don't absorb enough information. They absorb a little bit of everything which is so superficial, it's completely meaningless.
[03:50:43.000 --> 03:50:59.000]  Which is why, as Mark Dice has proven time and time again, people no longer know basic facts about their own environment, about their own history, about their own freedoms, but they probably know everything about Beyoncé.
[03:51:13.000 --> 03:51:25.000]  To help improve irregular heartbeats, chest pain, lower cholesterol, as well as normalized blood pressure and clean and strengthened arteries, plus much, much more.
[03:51:25.000 --> 03:51:33.000]  Doctors have taken people off of some or all of their pills just because they believe their patients got better while taking Extendivite.
[03:51:33.000 --> 03:51:43.000]  Get the dependability of Extendivite. Just see how you feel in six months. A two-month supply of either capsules or liquid is only $69.95 plus shipping and handling.
[03:51:43.000 --> 03:51:54.000]  Call 1-877-928-8822. That's 1-877-928-8822 or visit heartdrop.com.
[03:51:54.000 --> 03:52:03.000]  Extend your life with Extendivite.
[03:52:24.000 --> 03:52:53.000]  For your free quote, call 1-800-654-1632. That's 1-800-654-1632.
[03:52:53.000 --> 03:52:59.000]  Or go to selectquote.com. We shop. You save.
[03:52:59.000 --> 03:53:07.000]  This is it for the first time ever on this station. U.S. government gold offered at cost for only $139 each.
[03:53:07.000 --> 03:53:14.000]  With Wall Street suffering its worst start to a trading year in history, now is especially the time to be paying attention to gold.
[03:53:14.000 --> 03:53:23.000]  This first-ever U.S. legal tender government gold offered at cost for only $139 each is from the U.S. Money Reserve.
[03:53:23.000 --> 03:53:29.000]  Call them at 1-866-944-gold. Gold is on the move, so don't miss out.
[03:53:29.000 --> 03:53:36.000]  For the first time ever on this station, U.S. government gold offered at cost for only $139 each.
[03:53:36.000 --> 03:53:44.000]  Call 1-866-944-gold or online at usmoneyreserve.com. Ask for a free 55-page gold buyer's book.
[03:53:44.000 --> 03:53:49.000]  Plus get a free walking Liberty Half Dollar just for reading this must-have book.
[03:53:49.000 --> 03:53:56.000]  Get your free gold book, your free half dollar, but most importantly get your gold at cost for only $139 per coin.
[03:53:56.000 --> 03:54:19.000]  Call 1-866-944-gold.
[03:54:19.000 --> 03:54:28.000]  We are back. It's the final segment of this fourth hour of the Alex Jones show, Overdrive. We've got huge savings on InfoWars life.
[03:54:28.000 --> 03:54:35.000]  Select four-week food supply. You can save $89 right now at infowarsstore.com.
[03:54:35.000 --> 03:54:44.000]  140 servings of storable food, drinks and snacks for 28 days. The elite is preparing. They're buying their luxury underground bunkers.
[03:54:44.000 --> 03:54:52.000]  They're getting their storable food, their water. So why shouldn't you at least make some preparations for the same thing?
[03:54:52.000 --> 03:54:58.000]  Of course, if nothing happens, then you just eat the food and you save on your bills at the grocery store anyway.
[03:54:58.000 --> 03:55:08.000]  So it's a win-win and you've got massive savings right now on InfoWars life. Select $89 off the four-week supply special.
[03:55:08.000 --> 03:55:18.000]  Check it out right now at infowarsstore.com. Just getting into the ubiquitousness of mass entertainment, the internet, smart phones,
[03:55:18.000 --> 03:55:23.000]  and how this is dumbing us down because of course we're being constantly distracted.
[03:55:23.000 --> 03:55:31.000]  One of those distractions as Alex has talked about at length today and he's been attacked for it is Beyonce.
[03:55:31.000 --> 03:55:40.000]  Now, this is a truly dreadful human being who is hurting black people. This is a soulless political prostitute.
[03:55:40.000 --> 03:55:46.000]  She constantly hijacks these poisonous, divisive cultural narratives for profit.
[03:55:46.000 --> 03:55:54.000]  We saw it with the whole feminism gig, even though her husband Jay-Z has got the most misogynistic lyrics imaginable.
[03:55:54.000 --> 03:56:01.000]  He cheats on her, but of course she's a big feminist, she's a big icon, not because she gives a damn about women's rights.
[03:56:01.000 --> 03:56:10.000]  I've never heard her talk once about female genital mutilation in the Middle East, about female drivers being treated as terrorists in Saudi Arabia.
[03:56:10.000 --> 03:56:20.000]  No, it's all about the completely fraudulent myths that can be blamed on the non-existent Western patriarchy, the rape culture that doesn't exist,
[03:56:20.000 --> 03:56:29.000]  the man-spreading, all the fallacious nonsense that feminists make up while ignoring real human rights, real women's rights issues.
[03:56:29.000 --> 03:56:35.000]  So of course she's come out with this new music video, which is basically riot chic.
[03:56:35.000 --> 03:56:52.000]  It's timed perfectly to cash in on this divisive Black Lives Matter movement, which if you will recall, is based on their ideological inspiration, is on the FBI's most wanted domestic terrorist list,
[03:56:52.000 --> 03:57:06.000]  as Sarta Shakur, she's a convicted cop killer. So it's no surprise that the more radical fringe elements of this movement have killed cops as part of Black Lives Matter revenge attacks as we saw in New York City.
[03:57:06.000 --> 03:57:17.000]  A couple of Christmases ago with Ishmael Brinsley, they've plotted to bomb police stations and they've openly marched down the street in their hundreds calling for dead cops.
[03:57:17.000 --> 03:57:25.000]  We played that video before. So now Beyonce is cashing in on that divisiveness with this riot chic video.
[03:57:25.000 --> 03:57:30.000]  Of course, the mainstream media has been in the can for that narrative the whole time.
[03:57:30.000 --> 03:57:40.000]  You know, Time Magazine, Indefensive Looting after Ferguson, they've made it into something acceptable and it's incredibly harmful to Black people because it's teaching them,
[03:57:40.000 --> 03:57:48.000]  you don't need to work hard, you don't need to be intelligent, you don't need to concentrate on your education, you don't need to concentrate on building a business.
