[00:00.000 --> 00:27.700]  Infowars, tomorrow's news, today.
[02:07:10.300 --> 02:07:12.220]  Of course, they're going to steal elections.
[02:07:12.220 --> 02:07:16.060]  Their PCR test, 90 plus percent false positives.
[02:07:16.060 --> 02:07:17.860]  They knew that.
[02:07:17.860 --> 02:07:21.340]  Everything they do is a scam and a lie.
[02:07:21.340 --> 02:07:23.860]  And yes, the zombiosis of some of the public
[02:07:23.860 --> 02:07:26.020]  is the reason there's still 30, 40% of people
[02:07:26.020 --> 02:07:27.820]  that don't know what planet they're on.
[02:07:27.820 --> 02:07:30.420]  But we've all got to reach out to these zombies
[02:07:30.420 --> 02:07:31.980]  and wake them up and explain to them
[02:07:31.980 --> 02:07:33.940]  why their future is being destroyed.
[02:07:33.940 --> 02:07:36.020]  Because if not, they're gonna be used as lemmings
[02:07:36.020 --> 02:07:37.660]  to drive us over the edge of a cliff with them.
[02:07:37.660 --> 02:07:40.740]  Now, I just want to say something right now.
[02:07:40.740 --> 02:07:43.180]  I am so proud of this crew.
[02:07:44.100 --> 02:07:47.060]  I am so proud of the coverage last night.
[02:07:47.060 --> 02:07:49.740]  It was better than Fox News, better than CNN.
[02:07:49.740 --> 02:07:51.700]  And I mean, obviously our content is truthful
[02:07:51.700 --> 02:07:53.740]  and insightful and multifaceted.
[02:07:53.740 --> 02:07:55.100]  And we're going for the truth,
[02:07:55.100 --> 02:07:57.780]  which is a big leg up on the enemy, obviously.
[02:07:57.780 --> 02:08:01.740]  But last night, I was sitting here watching Owen Schreuer
[02:08:01.740 --> 02:08:04.420]  and the rest of the crew and our guest
[02:08:04.420 --> 02:08:06.100]  and Harrison Smith, everybody.
[02:08:06.100 --> 02:08:09.620]  And I was just so proud because it was amazing.
[02:08:09.620 --> 02:08:12.420]  And Owen was already a great sports broadcaster
[02:08:12.420 --> 02:08:13.620]  before he got into politics
[02:08:13.620 --> 02:08:16.860]  and then got hired at M4s seven years ago.
[02:08:16.860 --> 02:08:18.620]  But man, we've got to get Owen,
[02:08:18.620 --> 02:08:20.740]  because I designed these studios to be able to have
[02:08:20.740 --> 02:08:22.660]  a war room and people in another studio
[02:08:22.660 --> 02:08:25.420]  and not just cover elections, but cover news
[02:08:25.420 --> 02:08:26.380]  in a stand-up way.
[02:08:26.380 --> 02:08:28.180]  And I've done it some myself.
[02:08:28.180 --> 02:08:30.660]  It just takes more preparation and more energy.
[02:08:30.660 --> 02:08:32.540]  You know, when I get out in front of the console
[02:08:32.540 --> 02:08:34.780]  and kind of do PowerPoints.
[02:08:34.780 --> 02:08:36.420]  And that's what I really want to do soon,
[02:08:36.420 --> 02:08:38.940]  and we've developed it, just haven't watched it yet,
[02:08:38.940 --> 02:08:41.540]  is at least a weekly two-hour PowerPoint
[02:08:41.540 --> 02:08:43.860]  where I get up and do all that very popular,
[02:08:43.860 --> 02:08:45.580]  very effective to tell the truth.
[02:08:45.580 --> 02:08:48.020]  So I want to encourage Owen and Harrison Smith
[02:08:48.020 --> 02:08:50.260]  more and more will still be doing the live shows,
[02:08:50.260 --> 02:08:51.660]  tailored for talk radio,
[02:08:51.660 --> 02:08:52.860]  the Skeeter Reach Millions that way.
[02:08:52.860 --> 02:08:55.220]  But we got to use a lot of our energy
[02:08:55.220 --> 02:08:57.140]  on what he did last night.
[02:08:57.140 --> 02:09:00.180]  It's just, it's a 100.
[02:09:00.180 --> 02:09:02.100]  He absolutely knocked it out of the park.
[02:09:02.100 --> 02:09:05.540]  And so I want Owen to just take control here.
[02:09:05.540 --> 02:09:06.380]  The next few segments,
[02:09:06.380 --> 02:09:07.540]  I'm gonna try to sit back
[02:09:07.540 --> 02:09:09.340]  and give some limited commentary.
[02:09:09.340 --> 02:09:12.700]  And Owen, you can start wherever you want.
[02:09:12.700 --> 02:09:13.740]  Last night, what happened?
[02:09:13.740 --> 02:09:16.180]  The evidence of fraud, the current numbers,
[02:09:16.180 --> 02:09:17.260]  what you projected in the future,
[02:09:17.260 --> 02:09:19.580]  because Ollie's a really smart guy.
[02:09:19.580 --> 02:09:20.420]  And a month ago,
[02:09:20.420 --> 02:09:21.540]  thought the Republicans would have it stolen.
[02:09:21.540 --> 02:09:22.620]  He saw such a red wave.
[02:09:22.620 --> 02:09:24.580]  He thought, well, we're gonna close the gap here,
[02:09:24.580 --> 02:09:25.740]  which we see with Kerry Lake
[02:09:25.740 --> 02:09:27.260]  and some other areas, hopefully.
[02:09:27.260 --> 02:09:29.180]  But I was up there trying to be optimistic
[02:09:29.180 --> 02:09:30.340]  because I didn't want to be a killjoy,
[02:09:30.340 --> 02:09:31.940]  but you were early on saying
[02:09:31.940 --> 02:09:35.060]  there were running the same play from two years ago
[02:09:35.060 --> 02:09:38.460]  and you were not just the MVP of your analysis,
[02:09:38.460 --> 02:09:40.940]  but the MVP when it came to being accurate.
[02:09:40.940 --> 02:09:42.780]  And Laura Loomer is popping in later in the hour.
[02:09:42.780 --> 02:09:43.860]  She wasn't a killjoy.
[02:09:43.860 --> 02:09:44.780]  She's being honest.
[02:09:44.780 --> 02:09:45.860]  She had her election stolen.
[02:09:45.860 --> 02:09:47.140]  Roger stoned an analysis.
[02:09:47.140 --> 02:09:48.660]  He doesn't usually say stuff stolen.
[02:09:48.660 --> 02:09:49.500]  That's a totally private.
[02:09:49.500 --> 02:09:50.900]  He says it was closed stolen from her
[02:09:50.900 --> 02:09:52.100]  in the primary as well.
[02:09:52.100 --> 02:09:54.100]  So start wherever you'd like, my friend.
[02:09:55.180 --> 02:09:57.620]  Well, let's just start with where we're at now.
[02:09:57.620 --> 02:09:59.100]  And guys, I got an echo in my ear
[02:09:59.100 --> 02:10:00.620]  if you could kill that for me.
[02:10:01.580 --> 02:10:03.220]  We've got the race in Arizona
[02:10:03.220 --> 02:10:04.460]  that is gonna be interesting
[02:10:04.460 --> 02:10:08.220]  as Kerry Lake and Blake Masters are from behind
[02:10:08.220 --> 02:10:12.580]  looking to retake the seats there in Arizona.
[02:10:12.580 --> 02:10:13.580]  Guys, I'm sorry, I can't do this.
[02:10:13.580 --> 02:10:15.300]  I'm getting a horrible echo in my ear.
[02:10:15.300 --> 02:10:16.140]  If we're gonna-
[02:10:16.140 --> 02:10:18.220]  We're gonna pause right here and fix it.
[02:10:18.220 --> 02:10:19.580]  And again, we got a great crew.
[02:10:19.580 --> 02:10:20.900]  Ellen does a great job.
[02:10:20.900 --> 02:10:23.820]  This is the problem with InfoWars though.
[02:10:23.820 --> 02:10:25.740]  We have enough crew to run the morning show,
[02:10:25.740 --> 02:10:26.940]  my show and the next show.
[02:10:26.940 --> 02:10:30.460]  And there's really two crews that work on both.
[02:10:30.460 --> 02:10:31.900]  And so I built these studios
[02:10:31.900 --> 02:10:34.260]  to be able to do what we're doing right now.
[02:10:34.260 --> 02:10:36.260]  But then we have to split off part of this crew
[02:10:36.260 --> 02:10:37.500]  to go over and run the thing there.
[02:10:37.500 --> 02:10:39.380]  And that's why if we had more money,
[02:10:39.380 --> 02:10:41.340]  I'd hire five or six more people
[02:10:41.340 --> 02:10:43.140]  so we could do more of this.
[02:10:43.140 --> 02:10:47.140]  We're doing what CNN does for one 30th,
[02:10:47.140 --> 02:10:49.420]  30th, I've done the math,
[02:10:49.420 --> 02:10:52.820]  one 30th of what CNN does what they do.
[02:10:52.820 --> 02:10:55.420]  Just in their main CNN centers,
[02:10:55.420 --> 02:10:57.260]  not counting all their international stuff.
[02:10:57.260 --> 02:10:59.260]  So we were here with the skeleton crew doing this.
[02:10:59.260 --> 02:11:01.220]  We got the best players on the field.
[02:11:01.220 --> 02:11:02.540]  We just don't have the best equipment.
[02:11:02.540 --> 02:11:06.740]  So InfoWarsStore.com, ladies and gentlemen,
[02:11:06.740 --> 02:11:08.700]  show we can not just stay on air,
[02:11:08.700 --> 02:11:10.300]  but hopefully get more crew
[02:11:10.300 --> 02:11:12.860]  so we can test these things out and do this more.
[02:11:12.860 --> 02:11:16.060]  Because again, I built this to be able to do this.
[02:11:16.060 --> 02:11:17.660]  And Owen, if you still got the echo,
[02:11:17.660 --> 02:11:18.500]  just run right through the break
[02:11:18.500 --> 02:11:20.100]  and I'm gonna let you host, okay?
[02:11:20.100 --> 02:11:21.460]  As Lord knows, we'll be able to fix that.
[02:11:21.460 --> 02:11:23.260]  But I want to show your takeover again.
[02:11:26.460 --> 02:11:30.100]  It's pretty easy to fool black men, sis.
[02:11:30.100 --> 02:11:32.420]  You know, let's do that, actually.
[02:11:32.420 --> 02:11:33.820]  Let's go ahead and let's just go ahead
[02:11:33.820 --> 02:11:35.500]  and get this going here.
[02:11:35.500 --> 02:11:37.260]  And let's hear Tucker Carlson.
[02:11:37.260 --> 02:11:39.660]  I wanna go to this report right here.
[02:11:39.660 --> 02:11:40.500]  It's very important.
[02:11:40.500 --> 02:11:41.540]  I was already talking about it.
[02:11:41.540 --> 02:11:44.260]  Democrats absolutely cannot lose this midterm election.
[02:11:44.260 --> 02:11:46.820]  And with that in mind, they're already preparing us
[02:11:46.820 --> 02:11:48.540]  for election theft, which is,
[02:11:48.540 --> 02:11:51.180]  if you don't want a civil war, you must passively accept.
[02:11:51.180 --> 02:11:52.500]  So here I am saying last night
[02:11:52.500 --> 02:11:53.900]  with some incredible and then of course,
[02:11:53.900 --> 02:11:55.700]  the wheels come off, but that's okay.
[02:11:55.700 --> 02:11:57.380]  We're gonna go to this report and come back.
[02:11:57.380 --> 02:11:59.580]  Not since the men of ancient Athens
[02:11:59.580 --> 02:12:02.380]  scratched their preferences on pottery shards
[02:12:02.380 --> 02:12:05.140]  has a democratic election been freer or fair
[02:12:05.140 --> 02:12:07.620]  than the one we saw in this country two years ago.
[02:12:07.620 --> 02:12:10.260]  That's what you have heard a lot.
[02:12:10.260 --> 02:12:12.660]  Joe Biden got more votes than any president ever.
[02:12:12.660 --> 02:12:14.980]  81 million, at least.
[02:12:14.980 --> 02:12:17.460]  And every single one of those votes was entirely real.
[02:12:17.460 --> 02:12:19.500]  There was no cheating of any kind.
[02:12:19.500 --> 02:12:21.860]  Every male in ballot belonged to a real person
[02:12:21.860 --> 02:12:23.420]  who voted just once.
[02:12:23.420 --> 02:12:25.340]  No drop box was stuffed.
[02:12:25.340 --> 02:12:27.740]  Nobody coached dementia patients in nursing homes
[02:12:27.740 --> 02:12:29.420]  to vote the democratic line.
[02:12:29.420 --> 02:12:31.220]  Even Vladimir Putin somehow decided
[02:12:31.220 --> 02:12:33.260]  to stay out of that election.
[02:12:33.260 --> 02:12:36.460]  Tech oligarch Mark Zuckerberg did get involved.
[02:12:36.460 --> 02:12:39.180]  He spent $400 million to control the mechanics
[02:12:39.180 --> 02:12:42.220]  of the election, but for the very best reasons.
[02:12:42.220 --> 02:12:44.460]  Mark Zuckerberg wanted to keep voters safe
[02:12:44.460 --> 02:12:46.580]  from the deadly coronavirus.
[02:12:46.580 --> 02:12:48.500]  His reward is in heaven.
[02:12:48.500 --> 02:12:50.500]  And above all, in case you were wondering,
[02:12:50.500 --> 02:12:52.540]  voting machines around this country
[02:12:52.540 --> 02:12:56.140]  recorded the legitimate results with flawless precision.
[02:12:56.140 --> 02:13:00.020]  The machines counted each vote cast for each candidate
[02:13:00.020 --> 02:13:02.500]  and awarded those votes accordingly.
[02:13:02.500 --> 02:13:04.780]  Can you see the software that would prove that happened?
[02:13:04.780 --> 02:13:06.180]  Well, no, you can't.
[02:13:06.180 --> 02:13:08.340]  As with the body cam footage from Nancy Pelosi's house,
[02:13:08.340 --> 02:13:10.580]  you don't have the necessary clearance to see it,
[02:13:10.580 --> 02:13:13.380]  but you can know that electronic voting machines
[02:13:13.380 --> 02:13:16.740]  are 100% safe and reliable.
[02:13:16.740 --> 02:13:19.620]  That's why government officials have told you again and again
[02:13:19.620 --> 02:13:21.420]  that the 2020 election was, quote,
[02:13:21.420 --> 02:13:24.300]  the most secure in American history.
[02:13:24.300 --> 02:13:25.980]  Believe it.
[02:13:25.980 --> 02:13:27.060]  By the way, if you don't believe it,
[02:13:27.060 --> 02:13:28.780]  our advice is to shut the hell up
[02:13:28.780 --> 02:13:30.660]  unless you want to be sued into bankruptcy
[02:13:30.660 --> 02:13:33.500]  or have the FBI interrupt your breakfast.
[02:13:33.500 --> 02:13:36.660]  So that insumption is the official media approved
[02:13:36.660 --> 02:13:38.020]  view of our last election.
[02:13:38.020 --> 02:13:41.260]  It was perfect, don't ask questions.
[02:13:41.260 --> 02:13:43.100]  So given that, we're a little surprised.
[02:13:43.100 --> 02:13:44.900]  We pulled up Politico this morning.
[02:13:44.900 --> 02:13:47.660]  Politico is the publication that helps control the rest
[02:13:47.660 --> 02:13:50.700]  of the media on behalf of the Biden administration.
[02:13:50.700 --> 02:13:55.220]  We're surprised to discover that actually voting machines
[02:13:55.220 --> 02:13:56.940]  are not safe at all.
[02:13:56.940 --> 02:13:59.900]  Electronic voting machines, Politico told us,
[02:13:59.900 --> 02:14:03.180]  are in fact easily hacked and manipulated,
[02:14:03.180 --> 02:14:06.340]  which is why real countries like France have banned them
[02:14:06.340 --> 02:14:08.580]  and used paper ballots instead.
[02:14:08.580 --> 02:14:12.180]  Quote, there are real risks, Politico told us,
[02:14:12.180 --> 02:14:15.460]  that hackers could tunnel into voting equipment
[02:14:15.460 --> 02:14:16.900]  and other election infrastructure
[02:14:16.900 --> 02:14:19.780]  to try to undermine Tuesday's vote.
[02:14:19.780 --> 02:14:21.540]  According to Politico, that's entirely possible
[02:14:21.540 --> 02:14:24.380]  because many states, quote, use wireless modems
[02:14:24.380 --> 02:14:26.620]  to transmit unofficial election night results
[02:14:26.620 --> 02:14:28.180]  to their central offices.
[02:14:28.180 --> 02:14:30.580]  These modems use telecommunications networks
[02:14:30.580 --> 02:14:33.860]  that are vulnerable to hackers and malicious actors
[02:14:33.860 --> 02:14:36.900]  could exploit them to tamper with unofficial vote data,
[02:14:36.900 --> 02:14:38.980]  corrupt voting machines,
[02:14:38.980 --> 02:14:42.180]  or compromise the computers used to tally official results.
[02:14:43.580 --> 02:14:44.860]  Huh?
[02:14:44.860 --> 02:14:47.180]  Rigged voting machines?
[02:14:47.180 --> 02:14:49.260]  Fake vote totals?
[02:14:49.260 --> 02:14:52.420]  Underground tunnels to subvert modems?
[02:14:52.420 --> 02:14:55.740]  Isn't this the release the Kraken talk?
[02:14:55.740 --> 02:14:57.220]  Well, it is.
[02:14:57.220 --> 02:14:59.220]  And as of yesterday, it would have been regarded
[02:14:59.220 --> 02:15:01.700]  as insane, possibly criminal.
[02:15:01.700 --> 02:15:04.660]  It would have been an assault on our democracy,
[02:15:04.660 --> 02:15:06.460]  but things have changed.
[02:15:06.460 --> 02:15:08.940]  24 hours before Democrats were expected
[02:15:08.940 --> 02:15:10.700]  to lose in the midterm elections,
[02:15:10.700 --> 02:15:14.420]  Politico is letting you know that elections are fake.
[02:15:14.420 --> 02:15:16.380]  And not just because of rigged electronic voting machines,
[02:15:16.380 --> 02:15:18.300]  by the way, there's an even bigger problem.
[02:15:18.300 --> 02:15:21.660]  Somehow, despite the best efforts of Google and Facebook,
[02:15:21.660 --> 02:15:22.940]  some of Joe Biden's critics
[02:15:22.940 --> 02:15:25.180]  have been allowed to speak in public.
[02:15:25.180 --> 02:15:28.020]  And that means it's possible that their dangerous opinions
[02:15:28.020 --> 02:15:30.220]  may have infected the minds of some confused
[02:15:30.220 --> 02:15:32.340]  and mentally enfeebled voters,
[02:15:32.340 --> 02:15:35.460]  tricking them into not loving Joe Biden.
[02:15:35.460 --> 02:15:39.060]  This is known in the business as misinformation.
[02:15:39.060 --> 02:15:41.260]  If left untreated, it can develop into a condition
[02:15:41.260 --> 02:15:43.740]  called disinformation.
[02:15:43.740 --> 02:15:45.940]  Watch CNN explain the difference.
[02:15:45.940 --> 02:15:48.260]  We know there are different kinds of falsehoods out there
[02:15:48.260 --> 02:15:49.780]  related to election day.
[02:15:49.780 --> 02:15:51.980]  Some of them set to go viral on that day.
[02:15:51.980 --> 02:15:52.820]  And this is where-
[02:15:52.820 --> 02:15:54.420]  All right, folks, we'll be right back with Owen Schroyer.
[02:15:54.420 --> 02:15:56.860]  Misinformation and-
[02:15:56.860 --> 02:15:58.540]  I am extremely honored
[02:15:58.540 --> 02:16:01.780]  to be seen by the globalists as their number one enemy.
[02:16:02.980 --> 02:16:07.060]  I am blessed to know that our information is so hardcore
[02:16:07.060 --> 02:16:12.060]  that the enemies of humanity are obsessed with silencing us.
[02:16:12.100 --> 02:16:14.580]  They know the truth about their globalist operations
[02:16:14.580 --> 02:16:15.620]  is exposed.
[02:16:15.620 --> 02:16:16.500]  It's came over.
[02:16:16.500 --> 02:16:17.980]  And all over the planet,
[02:16:17.980 --> 02:16:22.220]  humanity is awakening and peacefully fighting back.
[02:16:22.220 --> 02:16:24.380]  And our main tool is free speech
[02:16:24.380 --> 02:16:26.820]  and the truth we promote using free speech.
[02:16:26.820 --> 02:16:28.740]  That's why when you share articles and videos
[02:16:28.740 --> 02:16:32.220]  from band.video or infowars.com or newswars.com,
[02:16:32.220 --> 02:16:33.420]  it changes the world.
[02:16:33.420 --> 02:16:35.620]  And that's why when you go to infowars.com
[02:16:35.620 --> 02:16:38.260]  and get amazing products that empower you
[02:16:38.260 --> 02:16:40.020]  and your body and your immune system
[02:16:40.020 --> 02:16:41.140]  and that of your family,
[02:16:41.140 --> 02:16:43.860]  you're also empowering the tip of the spear
[02:16:43.860 --> 02:16:45.420]  in the fight against the globalist.
[02:16:45.420 --> 02:16:48.220]  The fight starts at infowars.com
[02:16:48.220 --> 02:16:51.540]  and the support of the fight starts at infowars.com.
[02:16:51.540 --> 02:16:57.140]  God bless and thank you all for your support.
[02:16:57.140 --> 02:17:00.620]  By the will of God and by God working through you
[02:17:00.620 --> 02:17:01.780]  and your support,
[02:17:01.780 --> 02:17:05.100]  infowars continues to persevere against the attacks
[02:17:05.100 --> 02:17:07.420]  never before seen in the Western world
[02:17:07.420 --> 02:17:08.620]  against independent media.
[02:17:08.620 --> 02:17:10.300]  Thanks for keeping me in the fight.
[02:17:10.300 --> 02:17:12.260]  And over the years, you have come to the table.
[02:17:12.260 --> 02:17:14.740]  You have stepped to the plate so many times
[02:17:14.740 --> 02:17:17.020]  and kept infowars and free speech on the air.
[02:17:17.020 --> 02:17:17.980]  And I thank you.
[02:17:17.980 --> 02:17:20.260]  But now I have my own legal bills
[02:17:20.260 --> 02:17:22.500]  that have reached the point that I can't pay them.
[02:17:22.500 --> 02:17:23.700]  And I need your support.
[02:17:23.700 --> 02:17:26.660]  So if you want to keep this operation moving forward,
[02:17:26.660 --> 02:17:29.220]  if you want to back me in this fight against the globalist,
[02:17:29.220 --> 02:17:33.140]  please visit saveinfowars.com.
[02:17:33.140 --> 02:17:35.940]  And saveinfowars.com takes you to a URL
[02:17:35.940 --> 02:17:40.180]  that gives SINGO for direct Alex Jones Legal Defense Fund.
[02:17:40.180 --> 02:17:42.380]  This whole phase of their attacks,
[02:17:42.380 --> 02:17:44.700]  four years in the making is almost over.
[02:17:44.700 --> 02:17:46.860]  And right at the end, we're not giving up,
[02:17:46.860 --> 02:17:48.940]  we're not giving in, but we could give out.
[02:17:48.940 --> 02:17:51.220]  So please, if you support what we're doing
[02:17:51.220 --> 02:17:52.740]  and want to fight for liberty and freedom
[02:17:52.740 --> 02:17:56.700]  and just in the future, go to saveinfowars.com today.
[02:17:56.700 --> 02:18:00.260]  Everybody says they want people to stand up and fight tyranny.
[02:18:00.260 --> 02:18:02.060]  But when you fight tyranny, the new rule of order
[02:18:02.060 --> 02:18:03.380]  comes after you.
[02:18:03.380 --> 02:18:04.980]  Now, I knew that.
[02:18:04.980 --> 02:18:07.820]  And for 28 years, I've been on air, exposed these people.
[02:18:07.820 --> 02:18:09.660]  And together, we've had a great effect.
[02:18:09.660 --> 02:18:11.740]  But listen, they're coming after us right now.
[02:18:11.740 --> 02:18:12.900]  They're trying to shut us down.
[02:18:12.900 --> 02:18:15.540]  But they can't beat the power of we, the people of you
[02:18:15.540 --> 02:18:16.500]  and I together.
[02:18:16.500 --> 02:18:20.060]  So please visit infohorsetour.com and get incredible game
[02:18:20.060 --> 02:18:23.860]  changing products while at the same time keeping us on air.
[02:18:23.860 --> 02:18:26.420]  We have the biggest sell of the year running right now
[02:18:26.420 --> 02:18:27.980]  at infohorsetour.com.
[02:18:27.980 --> 02:18:30.860]  You get an additional 10% off on the deals that
[02:18:30.860 --> 02:18:32.660]  are at least 40% off.
[02:18:32.660 --> 02:18:37.140]  Many are 50% off on Vitamin Refusion, X3, DNA Force Plus,
[02:18:37.140 --> 02:18:37.940]  you name it.
[02:18:37.940 --> 02:18:43.540]  So on top of 50% off, check out the promo code 1776
[02:18:43.540 --> 02:18:47.460]  or 1776, an additional 10% off and no pay for your points.
[02:18:47.460 --> 02:18:49.420]  This is by far the biggest sell of the year.
[02:18:49.420 --> 02:18:51.380]  Keeps us on air, plus they're great products.
[02:18:51.380 --> 02:18:58.980]  Check them out at infohorsetour.com with promo code 1776.
[02:18:58.980 --> 02:19:02.060]  The biggest sale of 2022 is running right now
[02:19:02.060 --> 02:19:03.180]  at infohorsetour.com.
[02:19:03.180 --> 02:19:06.940]  Incredible products like X3 and Vitamin Refusion,
[02:19:06.940 --> 02:19:08.300]  DNA Force Plus.
[02:19:08.300 --> 02:19:10.860]  If you want to boost your body's energy, your stamina,
[02:19:10.860 --> 02:19:13.180]  your libido, particularly your immune system,
[02:19:13.180 --> 02:19:14.460]  these are the products.
[02:19:14.460 --> 02:19:17.100]  And they're all 40% to 50% off.
[02:19:17.100 --> 02:19:22.140]  But when you use promo code 1776, 1776,
[02:19:22.140 --> 02:19:25.260]  at checkout, you get an additional 10% off
[02:19:25.260 --> 02:19:27.980]  and double pay for your points on your next order.
[02:19:27.980 --> 02:19:31.580]  So please visit infohorsetour.com today and experience
[02:19:31.580 --> 02:19:33.820]  X3, experience Vitamin Refusion,
[02:19:33.820 --> 02:19:36.780]  experience DNA Force Plus, and so many other great products,
[02:19:36.780 --> 02:19:38.820]  and know you're keeping the tip of the spear on air.
[02:19:38.820 --> 02:19:42.340]  So again, 1776 is the promo code.
[02:19:42.340 --> 02:19:45.580]  At infohorsetour.com for an additional 10% off.
[02:19:45.580 --> 02:19:47.180]  I want to thank you all for your support
[02:19:47.180 --> 02:19:49.140]  because these products aren't just amazing.
[02:19:49.140 --> 02:19:51.620]  They also fund the Info War, a 360 win.
[02:19:51.620 --> 02:19:53.260]  Again, thanks for your support.
[02:19:53.260 --> 02:19:54.540]  It's a critical fight.
[02:19:54.540 --> 02:19:57.580]  Visit infohorsetour.com right now.
[02:19:57.580 --> 02:20:02.140]  Leading a frontal assault on the lies of the New World Order,
[02:20:02.140 --> 02:20:03.300]  it's Alex Jones.
[02:20:03.300 --> 02:20:08.300]  Every move they make, every breath they take,
[02:20:08.300 --> 02:20:10.300]  will be watching the New World Order.
[02:20:10.300 --> 02:20:13.300]  And one more people know about class swab and the globalist.
[02:20:13.300 --> 02:20:16.300]  They know about the penetration of the government,
[02:20:16.300 --> 02:20:19.300]  penetration of the cabinets.
[02:20:19.300 --> 02:20:21.300]  And we know they want to depopulate us.
[02:20:21.300 --> 02:20:22.300]  We know they want to kill us.
[02:20:22.300 --> 02:20:23.300]  And their own words.
[02:20:23.300 --> 02:20:25.300]  They know they want to kill us.
[02:20:25.300 --> 02:20:27.300]  They know they want to kill us.
[02:20:27.300 --> 02:20:29.300]  They know they want to kill us.
[02:20:29.300 --> 02:20:31.300]  They know they want to kill us.
[02:20:31.300 --> 02:20:34.300]  Their own words.
[02:20:34.300 --> 02:20:38.300]  Owen Schreuer is going to lay out the next few segments.
[02:20:38.300 --> 02:20:40.300]  What happened last night?
[02:20:40.300 --> 02:20:41.300]  What's currently having the battles?
[02:20:41.300 --> 02:20:42.300]  And where this is all going?
[02:20:42.300 --> 02:20:45.300]  He was the guy early yesterday saying, by like five o'clock,
[02:20:45.300 --> 02:20:46.300]  they're going to steal it.
[02:20:46.300 --> 02:20:47.300]  They're going to steal it.
[02:20:47.300 --> 02:20:48.300]  It's a replay.
[02:20:48.300 --> 02:20:50.300]  And I said, well, that's what we thought they'd probably do.
[02:20:50.300 --> 02:20:53.300]  But it's hard to believe they can steal something this big.
[02:20:53.300 --> 02:20:54.300]  But it really is a stalemate.
[02:20:54.300 --> 02:20:56.300]  It looks like the Republicans will probably get
[02:20:56.300 --> 02:20:58.300]  a little majority in the House.
[02:20:58.300 --> 02:20:59.300]  Who knows what the Senate, Steve Bannon,
[02:20:59.300 --> 02:21:01.300]  is being a little more optimistic about it all.
[02:21:01.300 --> 02:21:04.300]  But we're going to be here chronicling it live weekdays,
[02:21:04.300 --> 02:21:06.300]  8 a.m. to 3 p.m. Central.
[02:21:06.300 --> 02:21:08.300]  With my show, Owen's War Room,
[02:21:08.300 --> 02:21:10.300]  and of course, Harrison Smith's American Journal,
[02:21:10.300 --> 02:21:12.300]  the special weekend shows as well.
[02:21:12.300 --> 02:21:15.300]  So, Owen, please continue.
[02:21:15.300 --> 02:21:17.300]  Well, and let's remember, too,
[02:21:17.300 --> 02:21:21.300]  that there was a special election in Georgia after 2020.
[02:21:21.300 --> 02:21:24.300]  And we thought there's no way they're going to steal it again
[02:21:24.300 --> 02:21:26.300]  after what we saw with the presidential election.
[02:21:26.300 --> 02:21:29.300]  And then, sure enough, that's how war not got in.
[02:21:29.300 --> 02:21:31.300]  And it was the same path.
[02:21:31.300 --> 02:21:33.300]  The Republicans were up all night in Georgia.
[02:21:33.300 --> 02:21:37.300]  And then, bing, right before they blew the whistle to call it,
[02:21:37.300 --> 02:21:39.300]  Democrats get the perfect amount of votes.
[02:21:39.300 --> 02:21:42.300]  So, we're kind of now living in that same space
[02:21:42.300 --> 02:21:45.300]  where we've got four Senate seats up right now.
[02:21:45.300 --> 02:21:48.300]  Georgia, Wisconsin, Arizona, and Nevada.
[02:21:48.300 --> 02:21:49.300]  And we're going to see.
[02:21:49.300 --> 02:21:52.300]  We're going to see how aggressive the Democrats are going to be,
[02:21:52.300 --> 02:21:55.300]  how committed they will be to what we view
[02:21:55.300 --> 02:21:58.300]  as election theft, because Ron Johnson was up
[02:21:58.300 --> 02:22:00.300]  all night last night in Wisconsin.
[02:22:00.300 --> 02:22:02.300]  He is still up right now,
[02:22:02.300 --> 02:22:05.300]  but they will not call that race for Ron Johnson.
[02:22:05.300 --> 02:22:08.300]  And out into some of the specifics of that momentarily,
[02:22:08.300 --> 02:22:10.300]  then you have the Georgia race.
[02:22:10.300 --> 02:22:13.300]  This was up and down all night long, all night long, up and down.
[02:22:13.300 --> 02:22:16.300]  It's hard to believe that elections can be so close,
[02:22:16.300 --> 02:22:18.300]  but that's what we're supposed to believe
[02:22:18.300 --> 02:22:21.300]  that Warnock and Walker were basically
[02:22:21.300 --> 02:22:24.300]  within a couple thousand votes of each other all night long.
[02:22:24.300 --> 02:22:27.300]  And of course, one of the big narratives forming today
[02:22:27.300 --> 02:22:31.300]  is the fact that in Pennsylvania and in Georgia,
[02:22:31.300 --> 02:22:35.300]  the number of votes that the third-party Libertarian candidate got
[02:22:35.300 --> 02:22:38.300]  would have been enough, assuming, not all,
[02:22:38.300 --> 02:22:41.300]  but assuming the majority would have gone to the Republican candidates,
[02:22:41.300 --> 02:22:44.300]  would have been enough to get Oz and Walker over the hump.
[02:22:44.300 --> 02:22:46.300]  So, that's another narrative forming.
[02:22:46.300 --> 02:22:48.300]  But so, that's probably going to be a runoff
[02:22:48.300 --> 02:22:50.300]  unless the Democrats magically find,
[02:22:50.300 --> 02:22:53.300]  I think they'll need at least 50,000 votes for Warnock
[02:22:53.300 --> 02:22:54.300]  to avoid a runoff.
[02:22:54.300 --> 02:22:56.300]  So, that's most likely going to go to a runoff.
