[00:00:41.343 --> 00:00:43.825]  I rarely get goosebumps.
[01:50:48.187 --> 01:50:54.471]  It's GlobalFrontlineNurses.com, so that should be up, and then we'll add more details for location and things like that.
[01:50:54.471 --> 01:50:58.254]  Well, it's like George Washington said, don't wait for orders from headquarters.
[01:50:58.254 --> 01:50:59.355]  Go to the sound of the guns.
[01:50:59.355 --> 01:51:01.136]  And so you are like Paul Revere out there.
[01:51:01.556 --> 01:51:04.638]  And I'm so glad that you're switching your event from Florida to D.C.
[01:51:04.638 --> 01:51:07.120]  Everyone must converge on D.C.
[01:51:07.120 --> 01:51:08.301]  This is the big one.
[01:51:08.301 --> 01:51:10.283]  We need 5 million people there.
[01:51:10.283 --> 01:51:13.585]  We need events for days, not just on the 5th and 6th.
[01:51:13.585 --> 01:51:16.567]  And I can't wait to shake your hand.
[01:51:16.567 --> 01:51:18.369]  Also, your book.
[01:51:18.369 --> 01:51:19.089]  We should talk about that.
[01:51:19.089 --> 01:51:23.012]  The Undercover Epicenter Nurse with Nurse Erin Olszewski.
[01:51:23.012 --> 01:51:24.713]  How do people find that as well?
[01:51:24.713 --> 01:51:27.896]  At Nurse Erin on Twitter?
[01:51:27.896 --> 01:51:30.798]  I'm on Parler at Nurse Erin, yeah.
[01:51:31.363 --> 01:51:31.963]  Okay.
[01:51:31.963 --> 01:51:33.104]  On your parlor at Nurse Erin.
[01:51:33.104 --> 01:51:33.824]  All right.
[01:51:33.824 --> 01:51:34.984]  Thank you so much.
[01:51:34.984 --> 01:51:37.225]  I'm going to come back and give you five minutes.
[01:51:37.225 --> 01:51:39.646]  Give you the four to five minutes.
[01:51:39.646 --> 01:51:41.327]  Mountain Patriot in Colorado.
[01:51:41.327 --> 01:51:42.747]  Thank you for holding.
[01:51:42.747 --> 01:51:44.248]  How you doing, Alex?
[01:51:44.248 --> 01:51:45.649]  Man, I'm just working as hard as I can.
[01:51:45.649 --> 01:51:46.889]  We're in such a critical time, brother.
[01:51:46.889 --> 01:51:47.609]  How are you?
[01:51:47.609 --> 01:51:48.410]  I love you, man.
[01:51:48.410 --> 01:51:50.731]  I want to make a quick plug.
[01:51:50.731 --> 01:51:52.151]  That DNA Force.
[01:51:52.151 --> 01:51:52.591]  I love it.
[01:51:52.591 --> 01:51:59.234]  I've been using it quite a while and I just went, looked at the ingredients again the other day and I see that it contains quercetin,
[01:52:00.163 --> 01:52:14.066]  Which according to some published studies that Dr. Merkula has cited is an ionophore similar to hydroxychloroquine and it helps channel the zinc into the cells so people might want to take a look at that.
[01:52:15.121 --> 01:52:34.802]  All I know is with DNA Force, we went out and looked at these high-end products that they sell through doctor clinics that aren't prescription but the doctor sells like 300 bucks a bottle because there's a lot of expensive products and it's really only cost them like 50 bucks and so we basically cloned two different top brands together and that's what produced this so thanks, thanks for the plug.
[01:52:41.559 --> 01:52:56.685]  Imagine a dystopic novel or a dystopic science fiction movie where if you've had a cold, you can be locked up in your home, you can be taken away, you can be forcibly inoculated with drugs that masquerade as vaccines that actually change your very DNA.
[01:52:56.685 --> 01:52:57.786]  Well, that's where we are in the year 2020.
[01:52:58.806 --> 01:53:02.749]  Global government, the United Nations, all these authoritarian groups admit they're doing it.
[01:53:02.749 --> 01:53:10.294]  They even admit that they're doing it for power and control, and that they're not even worried about COVID-19.
[01:53:10.294 --> 01:53:12.696]  That's what Klaus Schwab and others have said.
[01:53:12.696 --> 01:53:16.019]  Thinking about how to say that is, oh, big tech's got to track you.
[01:53:16.019 --> 01:53:16.819]  They've got to trace you.
[01:53:16.819 --> 01:53:18.020]  They've got to control you.
[01:53:18.020 --> 01:53:19.741]  You've got to have apps leave your house.
[01:53:19.741 --> 01:53:20.362]  Why?
[01:53:20.362 --> 01:53:22.844]  You've got to have secret police come disappearing because
[01:53:23.624 --> 01:53:30.407]  My God, this thing has one-tenth of one percent chance of killing you if you're debilitated by cancer or a heart attack.
[01:53:30.407 --> 01:53:32.047]  This is their takeover.
[01:53:32.047 --> 01:53:36.889]  Imagine on America's death certificate, killed by the fear of the common cold.
[01:53:36.889 --> 01:53:38.010]  Yeah, that's fear-mongering.
[01:53:38.010 --> 01:53:43.432]  That's mind control.
[01:53:43.432 --> 01:53:46.053]  You're listening to the Alex Jones Show.
[01:53:53.683 --> 01:54:02.231]  Nurse Erin Olszewski is here for another five minutes and I'm gonna give her the floor.
[01:54:03.206 --> 01:54:08.190]  Just kind of recap what's coming up, the name of the event in DC on the 6th at 9 a.m.
[01:54:08.190 --> 01:54:09.771]  in front of the Capitol, and more.
[01:54:09.771 --> 01:54:12.533]  Then I'm going to come back and break down the latest developments.
[01:54:12.533 --> 01:54:14.135]  A lot of big things are going on.
[01:54:14.135 --> 01:54:15.916]  A lot of big things are happening.
[01:54:15.916 --> 01:54:20.880]  I'm dealing right now with the big rally on the 6th, making decisions that must be made right now.
[01:54:20.880 --> 01:54:22.661]  So I'm going to let her take over for four minutes.
[01:54:22.661 --> 01:54:23.062]  Here she is.
[01:54:24.735 --> 01:54:26.236]  Thank you.
[01:54:26.236 --> 01:54:38.242]  So yeah, the website for the Freedom Rally in general, to see who's all speaking at our event, is freedomrally2021.com.
[01:54:38.242 --> 01:54:49.708]  And then for more specifics, I guess, once Alex caught me in the middle, so I'm not quite done with our website, but it will be globalfrontlinenurses.com.
[01:54:49.708 --> 01:54:51.268]  So you can read about the nurses,
[01:54:52.811 --> 01:55:00.474]  And, you know, donate if possible, because most of us are, have been fired from our jobs for speaking out and telling the truth.
[01:55:00.474 --> 01:55:05.156]  And, um, you know, coming there is, it's, it's a travel.
[01:55:05.156 --> 01:55:19.863]  It's a, it's, it's expensive to, to do that, but we all feel that if we don't do that and do this and speak out and tell the truth, then we're, we're, our world is, is not going to be in a good place.
[01:55:19.863 --> 01:55:20.423]  And the,
[01:55:21.325 --> 01:55:28.449]  The job of a nurse is to care for our patients and make sure that we, you know, do no harm.
[01:55:28.449 --> 01:55:33.231]  And there's harm being done right now to people and it's hard.
[01:55:33.231 --> 01:55:37.893]  It's hard to look at what's happening in our world and stay quiet.
[01:55:37.893 --> 01:55:47.538]  So, you know, since I've come out, there's been a lot more nurses that have contacted me and they see it happening, you know, all over the world right now.
[01:55:49.511 --> 01:55:57.458]  What's been happening over the past year almost, you know, has kind of all brought us to where we are today.
[01:55:57.458 --> 01:56:00.882]  So we're in the biggest fight for our lives.
[01:56:00.882 --> 01:56:07.588]  And I think that this event in Washington is probably going to be one of the most important days in history.
[01:56:07.588 --> 01:56:14.714]  And to be a part of that is, I'm humbled to be a part of it and stand on the right side of history.
[01:56:15.970 --> 01:56:32.136]  I really do hope that, you know, we can open some eyes and, you know, with all these nurses coming out, we can shift the healthcare system that we have into one that's made to help people and not to hurt people.
[01:56:32.136 --> 01:56:38.058]  And hopefully, being a whistleblower, we could have more protection.
[01:56:38.058 --> 01:56:44.601]  You know, I think that's one of the biggest things right now is people are afraid because they get fired, they get, you know,
[01:56:46.441 --> 01:56:48.682]  Your whole entire life changes.
[01:56:48.682 --> 01:56:51.224]  And you know, I'm just a mom.
[01:56:51.224 --> 01:56:52.645]  You know, I'm a mom.
[01:56:52.645 --> 01:56:53.526]  I was a nurse.
[01:56:53.526 --> 01:57:00.130]  You know, I was happy living my life, trying to do with the best I can, you know, to help my patients.
[01:57:00.130 --> 01:57:05.474]  And you know, this has now been my focus because I'm terrified of what's going to happen.
[01:57:07.136 --> 01:57:12.517]  When I'm no longer here to fight for my kids, you know, what I don't, that's why I'm here.
[01:57:12.517 --> 01:57:26.580]  You know, I don't want them to grow up in a world that is unrecognizable and that they have to fight, you know, for their lives or, you know, live in, you know, something that is just completely unrecognizable.
[01:57:26.580 --> 01:57:34.322]  And, you know, being, um, you know, in the military and fighting overseas, I was in Iraq for a little over a year.
[01:57:34.322 --> 01:57:34.362]  Um.
[01:57:37.076 --> 01:57:40.059]  That fight's still in me, you know, now my boots are on the ground here.
[01:57:40.059 --> 01:57:43.361]  So, um, against all enemies, foreign and domestic.
[01:57:43.361 --> 01:57:48.666]  So this, this right here is a domestic war and, um, I'm here to fight it.
[01:57:48.666 --> 01:57:59.815]  Um, they, I guess they, they probably didn't expect people like me and people, you know, other people that are speaking out, um, you know, we're, we're kind of throwing a wrench in, in their game plan.
[01:57:59.815 --> 01:58:03.479]  And that's exactly what, what I intend to continue doing.
[01:58:03.479 --> 01:58:03.519]  So.
[01:58:05.154 --> 01:58:14.463]  I just am very grateful for the opportunity to use my voice, and as long as I can speak, I'm going to keep on talking and telling the truth.
[01:58:14.463 --> 01:58:17.986]  Alright, well Nurse Erin Olszewski, we love you, we appreciate you.
[01:58:17.986 --> 01:58:19.628]  You're on Parlor at Nurse Erin.
[01:58:19.628 --> 01:58:23.211]  You can also find us on Parlor at InfoWars.
[01:58:23.211 --> 01:58:25.754]  And we really look forward to seeing you guys out there.
[01:58:25.754 --> 01:58:28.496]  A lot of big rallies coming up on the 5th and 6th.
[01:58:29.477 --> 01:58:31.158]  The 5th is just as important as the 6th.
[01:58:31.158 --> 01:58:33.240]  We had a huge showing on the 5th.
[01:58:33.240 --> 01:58:35.481]  I can tell you that's directly from Trump.
[01:58:35.481 --> 01:58:36.502]  That's all I'm going to say.
[01:58:36.502 --> 01:58:38.383]  I've literally been on the phone.
[01:58:38.383 --> 01:58:41.085]  I'm just going to leave it at that so it's not a national issue.
[01:58:41.085 --> 01:58:44.347]  But there's a big announcement that's about to be made today by Trump about the 6th.
[01:58:44.347 --> 01:58:45.348]  Thank you, Nurse Erin.
[01:58:48.633 --> 01:58:51.035]  The post-industrial world.
[01:58:51.035 --> 01:59:00.304]  That's what George Herbert Walker Bush signed on to at the Rio de Janeiro Agenda 21 conference back in 1992.
[01:59:00.304 --> 01:59:04.808]  Now they've launched Agenda 2030, which is a post-industrial world.
[01:59:04.808 --> 01:59:10.673]  Klaus Schwab of the Davos Group, Trudeau, the Prime Minister of Canada, they're all on record saying the Great Reset is Agenda 2030.
[01:59:13.516 --> 01:59:16.540]  Well, you might want to find out what Agenda 2030 is.
[01:59:16.540 --> 01:59:19.664]  It is the destruction of society as we know it.
[01:59:19.664 --> 01:59:21.626]  It is making the population poor.
[01:59:21.626 --> 01:59:27.553]  By design, so we can be controlled with a medical technocracy over you and your family.
[01:59:27.553 --> 01:59:30.857]  They are destroying civilization, rebuilding, and they're dystopic.
[01:59:31.738 --> 01:59:32.458]  We're good to go.
[02:00:10.231 --> 02:00:10.871]  Welcome back.
[02:00:10.871 --> 02:00:23.974]  I am your host, Alex Jones, and I've got big international news that I could break right now on air about Trump and the rally on the 6th and all the inside baseball that is extremely important.
[02:00:23.974 --> 02:00:25.814]  It's very, very pertinent.
[02:00:25.814 --> 02:00:29.855]  But I'm not sure I'm going to scoop the president.
[02:00:29.855 --> 02:00:37.377]  But at a certain point, I kind of need to just because I want people to understand the big picture and what's really going on.
[02:00:37.377 --> 02:00:39.037]  But I'm not ready to talk about it right now.
[02:00:40.811 --> 02:00:48.235]  I'm not ready to talk about it just this second.
[02:00:48.235 --> 02:00:50.556]  And I'm having to think about this a little bit.
[02:00:50.556 --> 02:00:54.619]  I'm gonna think about this a little bit more, but there's a reason I have that nice nurse.
[02:00:54.619 --> 02:01:03.824]  Like, hey, you go ahead and host a segment or so, or hey, I'm not gonna be at the microphone for a minute because this stuff is all moving so incredibly quick.
[02:01:03.824 --> 02:01:05.945]  And the good news is, I'll just leave it at that,
[02:01:07.113 --> 02:01:17.077]  Mike Pence just announced he was going to be in Israel on the 6th, so he could dodge overseeing the debate about challenging the election and the electors.
[02:01:17.077 --> 02:01:20.998]  He just canceled going to Israel on the 6th.
[02:01:20.998 --> 02:01:27.561]  Daily Beast reports Pence cancels his post-election Florida vacation and his trip to Israel.
[02:01:27.561 --> 02:01:29.782]  He'll now be in Washington, D.C.
[02:01:32.247 --> 02:01:34.388]  So that's just some of what we're about to be breaking down.
[02:01:34.388 --> 02:01:38.109]  VP Pence's final visit to Israel is canceled.
[02:01:38.109 --> 02:01:42.451]  Here is the report.
[02:01:42.451 --> 02:01:58.277]  So, there is a real chance, a real chance, that you're going to see a new election called for in those five states, and that's where everything's angling.
[02:01:58.277 --> 02:01:59.358]  I'll make a statement on this.
[02:02:01.400 --> 02:02:05.524]  At the start of the next hour before the next host takes over.
[02:02:05.524 --> 02:02:07.006]  And I'm going to decide how much I'm going to save.
[02:02:07.006 --> 02:02:11.250]  And the president may announce a bunch of this before I even get to it.
[02:02:11.250 --> 02:02:16.014]  But when the president makes the announcement, I want you to have the rest of the backstory on this.
[02:02:16.014 --> 02:02:16.375]  All right.
[02:02:16.375 --> 02:02:17.676]  Andrew Tate's a good friend of mine.
[02:02:17.676 --> 02:02:18.317]  He's a great guy.
[02:02:19.724 --> 02:02:21.565]  He's a world champion kickboxer.
[02:02:21.565 --> 02:02:27.707]  His brother's a top boxer as well, an MMA guy, kickboxer.
[02:02:27.707 --> 02:02:31.448]  And his dad is a former world champion chess player.
[02:02:31.448 --> 02:02:38.950]  Emery Andrew Tate III is an American-British cruiserweight kickboxer, mixed martial artist, businessman, sports commentator, and vlogger.
[02:02:38.950 --> 02:02:44.232]  As a kickboxer, Tate is a three-time ISKA world champion and infusion champion.
[02:02:44.232 --> 02:02:47.913]  Born in Washington, D.C., he fought out of London, England until his retirement.
[02:02:48.547 --> 02:02:55.592]  Tate made his return February 2020 at KO Master 7 in Bucharest, Romania, where he currently resides.
[02:02:55.592 --> 02:02:58.895]  CobraTate.com and I wanted to get him on
[02:03:00.452 --> 02:03:15.339]  To give his view, living in the U.S., living in England, living in Eastern Europe, between those places, the COVID lockdown, the world government, what's happening to Trump, where he sees this going, how he would categorize this time in history, because he's a smart guy, and I respect his opinion.
[02:03:15.339 --> 02:03:18.061]  But now you've got all these other big developments happening.
[02:03:18.061 --> 02:03:19.301]  Tate, it's great to have you back with us.
[02:03:19.301 --> 02:03:20.482]  What do you want to tackle first?
[02:03:22.076 --> 02:03:23.277]  Hello, sir.
[02:03:23.277 --> 02:03:24.838]  Good to see you again, always.
[02:03:24.838 --> 02:03:25.278]  Good to see you.
[02:03:25.278 --> 02:03:27.539]  I think that absolutely everything is linked.
[02:03:27.539 --> 02:03:29.140]  Absolutely everything is linked.
[02:03:29.140 --> 02:03:39.006]  And for me, the most pertinent issue, and I know it's been widely discussed, but it absolutely has to be this scam safety coronavirus
[02:03:39.867 --> 02:03:50.073]  This big, I don't want to swear on live television, but I think you know the word I'm looking for, all in the name of safety, they're trying to dehumanize us and enslave us.
[02:03:50.073 --> 02:03:57.356]  And they're trying to remove any element of masculinity left amongst the population so that we accept all of their fallacies.
[02:03:57.356 --> 02:03:59.898]  And that's what I believe coronavirus is.
[02:03:59.898 --> 02:04:01.899]  And it's extremely upsetting for me to witness.
[02:04:01.899 --> 02:04:06.141]  And it's extremely upsetting for me to see how successful they've been.
[02:04:06.141 --> 02:04:07.402]  This is what upsets me the most.
[02:04:08.132 --> 02:04:13.076]  I can't believe how successful they've been with a 99% survival rate.
[02:04:13.076 --> 02:04:15.478]  People are walking around with their faces muzzled.
[02:04:15.478 --> 02:04:16.739]  It's absolutely insane.
[02:04:19.389 --> 02:04:20.230]  I totally agree.
[02:04:20.230 --> 02:04:25.715]  This has been a major Chicken Little meets Salem Witch Trial success.
[02:04:25.715 --> 02:04:33.361]  We know that they psychologically tested it at Stanford and other universities for decades before they rolled out their plan, and they even admit it's a plan.
[02:04:33.361 --> 02:04:38.546]  They even admit it's a great reset, which is even worse that they're so confident they're rubbing it in, Andrew.
[02:04:40.071 --> 02:04:42.374]  Yeah, because you have to understand this.
[02:04:42.374 --> 02:04:45.957]  It's always been the men of society which have resisted.
[02:04:45.957 --> 02:04:48.260]  This is our job as men is to resist.
[02:04:48.260 --> 02:04:56.369]  So when they try and demasculinize us and feminize us, it's done very, very specifically so that we will not revolt in the face of obvious tyranny.
[02:04:56.969 --> 02:05:11.773]  They tried for a very long time to turn men into women, or to demasculinize men, and then they come along with a 99% survival rate virus, and command everyone to cover their faces, quit their jobs, lose their incomes, sit at home like cowards!
[02:05:12.373 --> 02:05:15.194]  And people have absolutely and utterly complied.
[02:05:15.194 --> 02:05:24.256]  I had very little faith in the sheep people, but before COVID, I now understand how Nazi Germany committed all the atrocities.
[02:05:24.256 --> 02:05:26.197]  Everything starts to make sense to me now.
[02:05:26.197 --> 02:05:36.400]  There is no reason for a full-grown man to be afraid of anything, and they are still muzzling themselves and sacrificing their financial freedom for a 99.9% survival rate.
[02:05:36.400 --> 02:05:37.800]  It's more dangerous to get in a car.
[02:05:38.480 --> 02:05:40.003]  It's absolutely insane.
[02:05:40.003 --> 02:05:44.189]  I've lost faith in the men of society to resist this.
[02:05:44.189 --> 02:05:50.918]  I do not understand why- And by the way, when you talk to him and you say, all you need is vitamin D- It's been nearly a year!
[02:05:51.847 --> 02:05:52.607]  I totally agree.
[02:05:52.607 --> 02:06:00.329]  And when you say to them, all you need is vitamin D3C, all you need is exercise, and then it's not even 99.999.
[02:06:00.329 --> 02:06:01.950]  It's basically impossible to get it.
[02:06:01.950 --> 02:06:05.191]  They don't want to hear it because they want to act like they're virtue signalers.
[02:06:05.191 --> 02:06:06.731]  It's about being posers.
[02:06:06.731 --> 02:06:08.212]  It's about going along.
[02:06:08.212 --> 02:06:12.193]  They don't get that that's what makes you a slave and makes the predators come.
[02:06:12.193 --> 02:06:16.734]  They think submitting gets them ahead, but they're all about to find out that's not the case.
[02:06:16.734 --> 02:06:20.795]  What do you expect to happen when it dawns on them that the lockdown causes a global depression?
[02:06:21.175 --> 02:06:25.396]  Absolutely, you're completely correct.
[02:06:25.396 --> 02:06:28.997]  And they think by being completely submissive, they're going to somehow help.
[02:06:28.997 --> 02:06:33.459]  Oh, if I'm completely submissive, then my master one day will be a little bit nice to me.
[02:06:33.459 --> 02:06:34.599]  Let me tell you something.
[02:06:34.599 --> 02:06:38.280]  This crap doesn't end until people stop accepting it.
[02:06:38.280 --> 02:06:41.501]  And the countries where people have stopped accepting this garbage
[02:06:41.941 --> 02:06:48.602]  It's ended, and in the places where people continue to comply with these ridiculous rules, the rules remain.
[02:06:48.602 --> 02:07:00.004]  Until people stand up and say, listen, I'm an adult, and I'm responsible for my safety, and I will not give all of my freedom away in the name of safety for a government which doesn't care about me anyway.
[02:07:00.004 --> 02:07:03.365]  Until people do something about this, it is never going to stop.
[02:07:03.365 --> 02:07:05.905]  We are human beings, and life carries risk.
[02:07:05.905 --> 02:07:07.646]  Viruses will never disappear.
[02:07:07.646 --> 02:07:09.066]  COVID is going to be here forever.
[02:07:09.626 --> 02:07:14.048]  There is going to have to become a day we take our masks off and live our lives.
[02:07:14.048 --> 02:07:15.609]  It's absolutely insane.
[02:07:15.609 --> 02:07:17.030]  This is a test.
[02:07:17.030 --> 02:07:20.912]  For a long time, they tried to feminize men and remove our fighting spirit.
[02:07:20.912 --> 02:07:24.394]  And they came along with this obvious, they did it very purposely.
[02:07:24.394 --> 02:07:26.595]  They made it very clear that the survival rate is high.
[02:07:26.895 --> 02:07:31.917]  They made it very, very obvious that you are safe to take your mask off and go outside.
[02:07:31.917 --> 02:07:34.318]  And they want to see you comply regardless.
[02:07:34.318 --> 02:07:35.439]  This is a test.
[02:07:35.439 --> 02:07:36.659]  And men have failed.
[02:07:36.659 --> 02:07:39.300]  They now know they can do whatever they want in our face.
[02:07:39.300 --> 02:07:40.561]  They can rig an election.
[02:07:40.561 --> 02:07:41.901]  They can close your business.
[02:07:41.901 --> 02:07:43.382]  They can destroy your livelihood.
[02:07:43.382 --> 02:07:44.962]  They can lock you in your home.
[02:07:44.962 --> 02:07:46.743]  All they have to do is say safety.
[02:07:46.743 --> 02:07:49.784]  In the name of safety, I'm going to destroy your life.
[02:07:49.784 --> 02:07:51.305]  I'm a full grown man.
[02:07:51.305 --> 02:07:52.646]  I don't need your safety.
[02:07:52.646 --> 02:07:53.606]  I make my own decisions.
[02:07:54.066 --> 02:07:57.468]  Every single day I take a risk when I get in my car or I cross the road.
[02:07:57.468 --> 02:08:00.789]  You can't destroy my life pretending you care about me.
[02:08:00.789 --> 02:08:05.331]  And until people stand up and do something about this, it's never going to stop.
[02:08:05.331 --> 02:08:06.812]  It's never going to end.
[02:08:06.812 --> 02:08:07.872]  And Andrew, you're absolutely right.
[02:08:07.872 --> 02:08:09.613]  They admit it's never going to end.
[02:08:09.613 --> 02:08:11.094]  They admit it's to destroy the economy.
[02:08:11.434 --> 02:08:14.255]  We've already gone under something worse than radical Islamic control!
[02:08:34.759 --> 02:08:36.419]  Absolutely this is worse.
[02:08:36.419 --> 02:08:38.140]  This is absolutely insane.
[02:08:38.140 --> 02:08:42.281]  This is one of the largest mass slavery exercises in history.
[02:08:42.281 --> 02:08:44.661]  What's happening now is nearly unprecedented.
[02:08:44.661 --> 02:08:48.282]  You're going to come along to citizens and lock them in their houses?
[02:08:48.282 --> 02:08:49.902]  You demand their taxes.
[02:08:49.902 --> 02:08:51.223]  You demand they work.
[02:08:51.223 --> 02:08:52.683]  You take all their money from them anyway.
[02:08:52.683 --> 02:08:55.204]  Now you're going to lock them in their house and not allow them to leave?
[02:08:55.204 --> 02:08:56.924]  I thought, where's the freedom?
[02:08:57.464 --> 02:08:58.044]  That's right.
[02:09:24.312 --> 02:09:26.053]  Stay at home, be afraid.
[02:09:26.053 --> 02:09:27.433]  That's all they want of us.
[02:09:27.433 --> 02:09:38.338]  That's right, we gotta go to break, but the police... Bow down to Black Lives Matter burning down buildings, but then if you try to not wear a mask in San Antonio, the police brutally attack you because they've been told to go out and do it.
[02:09:38.338 --> 02:09:40.859]  It's disgusting, and they're idiots, and it's wrong.
[02:09:40.859 --> 02:09:45.720]  We have from CobraTate.com, Andrew Tate, a really fired up fella on the other side.
[02:09:45.720 --> 02:09:46.721]  We'll be right back, stay with us.
[02:09:47.811 --> 02:09:56.601]  Our Activated Charcoal Toothpaste became a best-seller overnight because Activated Charcoal is already one of the top-selling, fastest-growing toothpaste out there.
[02:09:56.601 --> 02:10:03.309]  The problem is, a lot of the other over-the-counter ones have aspartame as their flavoring, very, very toxic, and also they have fluoride in them.
[02:10:03.789 --> 02:10:05.009]  This does not have the fluoride.
[02:10:05.009 --> 02:10:06.410]  It doesn't have the additives.
[02:10:06.410 --> 02:10:07.630]  This is a concentrate.
[02:10:07.630 --> 02:10:09.091]  It really is high quality.
[02:10:09.091 --> 02:10:14.252]  It's been sold out for months because of supply chain breakdowns with the whole COVID martial law garbage.
[02:10:14.252 --> 02:10:16.013]  But now it's back in stock.
[02:10:16.013 --> 02:10:20.454]  Info Wars, Dr. Jones Naturals Activated Charcoal Toothpaste.
[02:10:20.454 --> 02:10:25.936]  Now back in stock at InfoWarsStore.com or call toll free, 888-253-3139.
[02:10:25.936 --> 02:10:32.658]  It also makes a great gift for your family, for your grandkids, for your mother, your father, for everybody.
[02:10:33.018 --> 02:10:40.340]  The best product, I'm not supposed to be biased, but I'm going to tell you all now, if you haven't tried TurboForce, you need to try it.
[02:10:40.340 --> 02:10:41.241]  I've tried TurboForce with everything.
[02:10:55.660 --> 02:10:57.360]  Sometimes, you know, I went a little bit crazy.
[02:10:57.360 --> 02:10:59.021]  I put TurboForce in my coffee.
[02:10:59.021 --> 02:10:59.981]  That was a crazy week.
[02:10:59.981 --> 02:11:11.665]  I don't remember sleeping, but... As far as the products go, TurboForce is my favorite, and all the Infowars products are down to taking control of your life, taking control of your health, and not relying on other people to do it for you.
[02:11:11.665 --> 02:11:12.965]  Nobody wakes up in the morning...
[02:11:14.451 --> 02:11:16.853]  And thinks, I'm gonna give that person over there a better life.
[02:11:16.853 --> 02:11:18.234]  I'm gonna wake up today, you know what?
[02:11:18.234 --> 02:11:22.477]  I'm gonna spend my entire day trying to make that guy over there healthier, happier, and richer.
[02:11:22.477 --> 02:11:24.738]  I'm gonna make sure he gets a Ferrari and a girlfriend.
[02:11:24.738 --> 02:11:26.239]  I don't think that happens very often.
[02:11:26.239 --> 02:11:27.040]  It's never happened to me.
[02:11:27.040 --> 02:11:29.962]  I've never had anyone knock on my door and said, Tate, you're such a good guy.
[02:11:29.962 --> 02:11:31.663]  How can I improve your life in every single way?
[02:11:31.783 --> 02:11:34.544]  There's only one person who woke up and thought that, and that was me.
[02:11:34.544 --> 02:11:42.529]  I woke up and thought, you know what, okay, I want to take control of my life, I want to take control of my health, and that's why you need to go to Infowars.com and take control of your health right now and support the resistance.
[02:11:42.529 --> 02:11:45.850]  Don't buy into the groupthink, don't drink the Kool-Aid, drink the TurboForce.
[02:11:45.850 --> 02:11:50.252]  Kool-Aid's bad and the TurboForce is good.
[02:11:50.252 --> 02:11:52.894]  You're listening to the Alex Jones Show.
[02:12:02.839 --> 02:12:06.842]  The answer to 1984 is 1776.
[02:12:06.842 --> 02:12:16.708]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:12:16.708 --> 02:12:17.448]  Welcome back.
[02:12:17.448 --> 02:12:20.930]  Andrew Tate of CobraTate.com is our guest.
[02:12:20.930 --> 02:12:23.372]  He is a world champion kickboxer.
[02:12:23.372 --> 02:12:26.614]  He's also a successful businessman, and he's a smart guy.
[02:12:26.614 --> 02:12:28.895]  His brother's also really smart, had a lot of fun with him.
[02:12:28.895 --> 02:12:29.636]  Our lead was already last.
[02:12:30.578 --> 02:12:32.620]  Last Christmas, around this time, they were actually here in Texas.
[02:12:32.620 --> 02:12:38.244]  We got dinner down at a nice steakhouse, back when we weren't wearing masks and we were still quasi-free.
[02:12:38.244 --> 02:12:41.326]  This is a globalist revolution against humanity, against men.
[02:12:41.326 --> 02:12:42.347]  They admit it.
[02:12:42.347 --> 02:12:46.810]  They're letting men into women's sports, saying that they are women.
[02:12:46.810 --> 02:12:48.251]  This is a biological attack.
[02:12:48.251 --> 02:12:52.375]  They admit it is, and it's so egregious, it's so criminal, and it's really a
[02:12:54.082 --> 02:12:59.186]  Total assault, a full spectrum move by the corporations to domesticate humanity.
[02:12:59.186 --> 02:13:00.727]  That's what it is.
[02:13:00.727 --> 02:13:02.629]  The Carnegie Foundation after World War II was...
[02:13:03.971 --> 02:13:04.151]  Yes.
[02:13:35.052 --> 02:13:36.273]  Absolutely correct.
[02:13:36.273 --> 02:13:40.135]  And we have to do the best we can to simply not comply.
[02:13:40.135 --> 02:13:47.200]  Since this lockdown garbage has started, since this coronavirus has started, I've been to 13 countries, I refuse to put a mask on.
[02:13:47.200 --> 02:13:49.641]  If someone says I'm going to call the police, say, okay, call the police.
[02:13:49.641 --> 02:13:50.782]  And I don't want to get arrested.
[02:13:50.782 --> 02:13:52.443]  I don't want to fight with anybody.
[02:13:52.443 --> 02:13:57.647]  So if the police come and they say, you must put on a mask, I'll say, okay, I'll put it on for 10 seconds.
[02:13:57.647 --> 02:13:59.148]  And when they walk off, I'll take it off again.
[02:13:59.688 --> 02:14:05.835]  If everybody made it so difficult for them to enforce these rules that the rules had no weight, it would end overnight.
[02:14:05.835 --> 02:14:10.861]  I will not put a mask on unless you get police officers to the venue and force me.
[02:14:10.861 --> 02:14:14.405]  Then I will put it on, and the second they leave, I will take it off.
[02:14:14.405 --> 02:14:17.208]  And I will continue to do that, and if everyone did that, this shit would end.
[02:14:17.848 --> 02:14:19.830]  People are complying too easily.
[02:14:19.830 --> 02:14:22.852]  And the reason people are complying is not because they're scared of the virus.
[02:14:22.852 --> 02:14:26.335]  I say to people in their masks, do you wear a mask at home?
[02:14:26.335 --> 02:14:29.278]  Do you wear a mask where you're allowed to not wear a mask?
[02:14:29.278 --> 02:14:29.798]  No.
[02:14:29.798 --> 02:14:31.240]  You're not afraid of corona.
[02:14:31.240 --> 02:14:33.481]  You're afraid of not complying.
[02:14:33.481 --> 02:14:35.443]  That shows your cowardice.
