[00:01.000 --> 00:05.000]  You're listening to the Alex Jones show.
[01:48:35.000 --> 01:48:43.000]  I mean, I have sorrow for the soullessness of this person.
[01:48:43.000 --> 01:48:48.000]  And the whole MO, you know, formerly a big fat guy that lose the weight and then, you know,
[01:48:48.000 --> 01:48:49.000]  it does all this stuff.
[01:48:49.000 --> 01:48:50.000]  It's just so sad.
[01:48:50.000 --> 01:48:53.000]  Do they choose or they pick who Soros uses?
[01:48:53.000 --> 01:48:58.000]  It hurts me not the lies they print, but just their failure, the weakness.
[01:48:58.000 --> 01:49:02.000]  It's like a dead, dead horse in the road, run over by a car with its guts everywhere.
[01:49:02.000 --> 01:49:05.000]  It's just like, oh my God, I feel sorry for that horse.
[01:49:05.000 --> 01:49:08.000]  You're hurting me, but not in the way you think.
[01:49:08.000 --> 01:49:13.000]  And then you read this thing because they know I'm locked in love with lawyers.
[01:49:13.000 --> 01:49:17.000]  Not because I want to be litigious, but we're going to be filing suit on somebody very soon
[01:49:17.000 --> 01:49:23.000]  because we have to stand up against Google and all these groups and just the stuff they say.
[01:49:23.000 --> 01:49:28.000]  And we could kind of move himself in the column a little bit with this.
[01:49:28.000 --> 01:49:29.000]  This moment.
[01:49:29.000 --> 01:49:33.000]  I know it's all funny when you're covering my trial, but when you're being tried,
[01:49:33.000 --> 01:49:36.000]  when the private detectives are on you, it's a different subject.
[01:49:36.000 --> 01:49:38.000]  And I don't say that because you're hurting me.
[01:49:38.000 --> 01:49:48.000]  I say that because existentially you must experience what you've done to others.
[01:49:48.000 --> 01:49:53.000]  Now, this article, I was in meetings a week ago.
[01:49:53.000 --> 01:49:59.000]  I was in meetings two weeks ago, a month ago with lawyers because we could see this a mile away.
[01:49:59.000 --> 01:50:05.000]  And I said, and I got former CIA section chiefs on the phone, others.
[01:50:05.000 --> 01:50:08.000]  And people are so psychic, dulling at this level.
[01:50:08.000 --> 01:50:09.000]  It's not even like yours.
[01:50:09.000 --> 01:50:13.000]  It's like your Martians communicating telepathically, basically being a little bit sarcastic.
[01:50:13.000 --> 01:50:14.000]  That'll be all the news today.
[01:50:14.000 --> 01:50:21.000]  And I say, what's the number one attack? And they say they're going to poison your products.
[01:50:21.000 --> 01:50:23.000]  That's what it is.
[01:50:23.000 --> 01:50:32.000]  Because you don't just think they're going to let us sit here and fund ourselves and not attack.
[01:50:32.000 --> 01:50:33.000]  I mean, they got balls, man.
[01:50:33.000 --> 01:50:37.000]  They'll bring in 10 million military men in Europe to rape everyone they can find.
[01:50:37.000 --> 01:50:41.000]  I mean, they've got commitment because they're losers.
[01:50:41.000 --> 01:50:45.000]  They've got beta males, but they've got this weird hyperaggression thing because they are losers.
[01:50:45.000 --> 01:50:49.000]  A real alpha male is like, build the palaces, build the space bases. Let's go, baby.
[01:50:49.000 --> 01:50:52.000]  Yeah, yeah, yeah. That's good.
[01:50:52.000 --> 01:50:56.000]  Not a coward. That's not how they are.
[01:50:56.000 --> 01:51:03.000]  So for like a year, they got this guy crawling around like a possum crawling on some dead cow's butt.
[01:51:03.000 --> 01:51:08.000]  You ever seen that? It's pretty nasty. Possums actually do that.
[01:51:08.000 --> 01:51:13.000]  It was like, they brought to me like five or so. I was so exhausted at five. I had to do coast to coast.
[01:51:13.000 --> 01:51:17.000]  I was so tired and I read this article and I had so much energy.
[01:51:17.000 --> 01:51:24.000]  And I knew when I read this article, I said, you know, August is a really low time for us to bring in money.
[01:51:24.000 --> 01:51:27.000]  And it's usually in the red and other months are in the black.
[01:51:27.000 --> 01:51:33.000]  But I said, I think we'll make a lot of extra money to fund the operation of this.
[01:51:33.000 --> 01:51:37.000]  And Tim Frosier smiled at me and he said, yes, we will.
[01:51:37.000 --> 01:51:41.000]  And we had the biggest day we've had in six months because of this.
[01:51:41.000 --> 01:51:52.000]  God, I love the audience. Man, you are so awesome. You are so sexy. You are so incredible.
[01:51:52.000 --> 01:51:57.000]  I'm guilty that I'm not even bringing you better products. My children take these products.
[01:51:57.000 --> 01:52:00.000]  I would not give you something that I didn't.
[01:52:00.000 --> 01:52:09.000]  I am so metaphysically, absolutely 100%. I do to you what I want done to me.
[01:52:09.000 --> 01:52:17.000]  I'm so, they say it's God. It's not God fearing. God fearing is just a colloquial term.
[01:52:17.000 --> 01:52:25.000]  When you're in the presence of justice, you just, even though you're trying to be the best person you can,
[01:52:25.000 --> 01:52:31.000]  you just see how dirty you are.
[01:52:31.000 --> 01:52:35.000]  And when you're staring at God, all these little people like George Soros,
[01:52:35.000 --> 01:52:43.000]  who killed thousands of innocent Jews and other, he's nasty and evil, but I'm not scared of him.
[01:52:43.000 --> 01:52:48.000]  I'm actually sad because he's already got two feet now.
[01:52:48.000 --> 01:52:54.000]  And I just, as the enemy comes after me, I, it's like, this is such a blessing.
[01:52:54.000 --> 01:53:00.000]  I am getting closer every minute to God and they're all cynical.
[01:53:00.000 --> 01:53:03.000]  The spiritual world's cynical. Oh, yeah, you're getting close to God. Oh, yeah, yeah.
[01:53:03.000 --> 01:53:10.000]  Oh, you talk to the president too, right? Oh, yeah. Oh, God, he does. Don't, you know, it's like, this isn't a simulation.
[01:53:10.000 --> 01:53:21.000]  This is real. And I read this 15-page article, whatever it is, and it's like an endorsement.
[01:53:21.000 --> 01:53:26.000]  It's an endorsement. They say, okay, he has what he says is in the products and there's no heavy metals.
[01:53:26.000 --> 01:53:32.000]  It's totally clean. Do you know how hard it is to have a California lab with lawyers that sue people all day,
[01:53:32.000 --> 01:53:36.000]  that sell products in California? That's why they passed that prop 15 years ago,
[01:53:36.000 --> 01:53:41.000]  where the air has more lead in it than what you can selling.
[01:53:41.000 --> 01:53:49.000]  We have products so pure, we passed California standards with Governor Jerry Brown and George Soros.
[01:53:49.000 --> 01:53:54.000]  Oh, we had people in the lab called us. We already knew this was happening.
[01:53:54.000 --> 01:54:02.000]  They ran spectometers with electron microscopes over our products. It's all in the enemy's article
[01:54:02.000 --> 01:54:09.000]  and found no traces of any metals, any toxicity, and they say it in the article.
[01:54:09.000 --> 01:54:15.000]  Then they go, oh, but Anthroplex is a zinc product and the zinc in it would cost $5 a bottle.
[01:54:15.000 --> 01:54:19.000]  He sells it for $30. They don't tell you there's four other ingredients.
[01:54:19.000 --> 01:54:25.000]  Yeah, yeah, like $13, $14 a bottle. He sells it for $30. That's what I told people.
[01:54:25.000 --> 01:54:33.000]  The average industry is five times markup. Our average is 110% markup.
[01:54:33.000 --> 01:54:38.000]  Again, and they're delusion because we've talked to the best minds out there.
[01:54:38.000 --> 01:54:45.000]  Without even me telling them, they all agreed, sabotage of our products in fake testing is the main threat.
[01:54:45.000 --> 01:54:50.000]  And I literally got on my knees last week after I met with Tim Frosier and I said,
[01:54:50.000 --> 01:54:54.000]  God, if you want us to be funded, it'll happen. I'm not even worried.
[01:54:54.000 --> 01:54:59.000]  But I said, please let them be delusional and do a real test and just what we've done with third parties
[01:54:59.000 --> 01:55:06.000]  and just say it's clean because I can see them imagine the enemy and they're such fakes that they can't help it.
[01:55:06.000 --> 01:55:11.000]  Fake polls, fake everything. Imagine these firms with these globalists.
[01:55:11.000 --> 01:55:15.000]  Imagine them sitting in these other labs and they've got my products.
[01:55:15.000 --> 01:55:19.000]  They're going to come up clean. Ten companies have already done it.
[01:55:19.000 --> 01:55:24.000]  We've already had like seven companies test our stuff. They've already had ten companies order our stuff.
[01:55:24.000 --> 01:55:31.000]  They don't know what to do because it's so good because we use the biggest companies out there.
[01:55:31.000 --> 01:55:34.000]  What are they going to do? What are they going to do when there's nothing in this?
[01:55:34.000 --> 01:55:41.000]  We know what they're going to do, don't you? And we've got them saying they triple tested with three labs our products
[01:55:41.000 --> 01:55:46.000]  and there was the cleanest products ever.
[01:55:46.000 --> 01:55:52.000]  And what's crazy is I envisioned that a week ago. I said they're buying it. They're testing it.
[01:55:52.000 --> 01:55:57.000]  We know our firms have tested it. I hope they just try to make up something because they don't want to get sued
[01:55:57.000 --> 01:56:02.000]  because the real test will show how good we are and then we'll have that test showing how good it is
[01:56:02.000 --> 01:56:08.000]  when they do something. I'm not saying BuzzFeed but somebody else spikes it or does something.
[01:56:08.000 --> 01:56:14.000]  They might catch a FedEx package going and slip sign. I didn't do it. I mean these people are evil.
[01:56:14.000 --> 01:56:21.000]  I mean, God Almighty, they found the Arab Spring. I mean, they're committed to evil and these are the scum of the earth.
[01:56:21.000 --> 01:56:30.000]  And you read this article and it shows how delusional Satanists are because they believe they're defeating you
[01:56:30.000 --> 01:56:35.000]  and the whole thing. Everyone read it before I did. They're like, this is incredible.
[01:56:35.000 --> 01:56:44.000]  They say we sell what we advertise. It's clean. It's blah, blah, blah, but oh look, this product's a zinc product,
[01:56:44.000 --> 01:56:53.000]  Anthroplex and it only has $5 and they sell it for $30 of zinc like you're a moron and won't read the bottle
[01:56:53.000 --> 01:57:03.000]  with all the other ingredients. And I knew as soon as Tim Fruget showed me that article at 5 and I read it,
[01:57:03.000 --> 01:57:11.000]  I said we'll have record sales tomorrow and just like the sun came up today, we had record sales.
[01:57:11.000 --> 01:57:18.000]  It's like, do you understand? It's not about the money. Good God, money's like energy to me just to fund our operation.
[01:57:18.000 --> 01:57:27.000]  The money is that our listeners and people knew that Buzzfeed was such a rotten, whore infested,
[01:57:27.000 --> 01:57:36.000]  anti-human devil worshiping cesspool that their attack on me was an endorsement.
[01:57:36.000 --> 01:57:51.000]  That is one of the most, it's just, it's transcendent. I knew they would do that and I knew it would be success.
[01:57:51.000 --> 01:58:05.000]  They're sharpening their knives right now for physical attack. They hate me so much because I'm wicked.
[01:58:05.000 --> 01:58:16.000]  Man and I have seen all of the spectrum and I love God but I'm fallen and so I know them better than they know themselves
[01:58:16.000 --> 01:58:30.000]  and I just, I am so free now. It's just incredible that their attacks are like honors.
[01:58:30.000 --> 01:58:42.000]  It's like congressional medal of honors and it's humbling. When the most vile, servile, weak, bug-eyed worms crawl out of hell to attack me,
[01:58:42.000 --> 01:58:51.000]  I am just humbled. I'm like, God, why have you, why have you honored me when you are spectacular beyond my imagination?
[01:58:51.000 --> 01:59:00.000]  Much a big guess coming up in the fourth hour, third hour. Stay with us.
[01:59:00.000 --> 01:59:10.000]  You deserve a deep restful sleep with knockout by InfoWarsLife. Our organic formula is made from high quality natural ingredients such as
[01:59:10.000 --> 01:59:21.000]  L-tryptophan, lemon balm leaf extract and melatonin. Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:59:21.000 --> 01:59:29.000]  Millions of people around the world experience daytime drowsiness but with the rapid speed of life, we need to be able to keep up the pace.
[01:59:29.000 --> 01:59:37.000]  Our natural mixture harnesses the power of ten known ingredients to let your body relax and get the sleep you need.
[01:59:37.000 --> 01:59:47.000]  Wake up refreshed and take on the day. InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:59:47.000 --> 02:00:08.000]  Get the sleep you deserve and experience the power of knockout. Head on over to InfoWarsLife.com and say goodbye to fatigue. That's InfoWarsLife.com.
[02:00:17.000 --> 02:00:27.000]  I'm gonna find me a reckless woman. Raise her blades and die center high.
[02:00:27.000 --> 02:00:34.000]  And just a touch of sadness in her finger. Just a touch of sadness in her finger.
[02:00:34.000 --> 02:00:50.000]  Women's will. Enlightening in her thighs. Waging war on corruption. It's Alex Jones.
[02:00:50.000 --> 02:01:00.000]  Ride like the one-eyed jack of diamonds. With the devil close by.
[02:01:00.000 --> 02:01:13.000]  I love the start of that song. The great late great Johnny Cash shows a new head off our album Silver Stallion, 1990. Living on in a zen moment.
[02:01:13.000 --> 02:01:17.000]  I'm gonna chase the sky forever.
[02:01:17.000 --> 02:01:38.000]  With a woman. And the stallion. And the sun. Our souls are way older than that sun. You don't need to give in to the global stuff. You've already arrived.
[02:01:38.000 --> 02:01:58.000]  Then we're gonna ride. We're gonna ride. Ride like the one-eyed jack of diamonds with the devil close by. We're gonna ride.
[02:01:58.000 --> 02:02:09.000]  Alright, I'm gonna stop. So what happens when I'm sleep deprived? Obama administration knew about North Korea's miniaturized news. God, I could sit here and read a hundred articles right now.
[02:02:09.000 --> 02:02:16.000]  Just look at world government. Did I ever give the phone number up?
[02:02:16.000 --> 02:02:31.000]  And we got a bunch of guests coming up too. We got Michael Malus, the expert in North Korea coming up. I mean, you know, in the NFL, the guys are six foot seven or, you know, seven feet tall in the NBA.
[02:02:31.000 --> 02:02:41.000]  I mean, they're proving themselves out there. It's why sports is so honest. Even though it's a bread and circus diversion, it's still real. That's why we love it. It's a contest.
[02:02:41.000 --> 02:03:08.000]  It's the animating contest. Then we see Kim Jong-un, a redditary dictator, hardly able to walk with cartoonic sycophants surrounding him, worshipping him and writing on pads of paper as he toddles around like a demonic, undead baby.
[02:03:08.000 --> 02:03:23.000]  And everyone else is super skinny with him. But see, that's his ego. That's his satanic dream. Everyone's starving, but me and they all worship me and there's like videos of him.
[02:03:23.000 --> 02:03:41.000]  He'll go sit at a table and eat all his food. Everyone washes him, eat with like spit dripping. I was like, what the hell, man? But see, that's the power of communism.
[02:03:41.000 --> 02:04:00.000]  Look at our fat. I'm not bashing fat people. The North Korean dictator was starving people around him that run death camps and their whole world is built in this weird hermit kingdom around this man.
[02:04:00.000 --> 02:04:19.000]  And then he thinks Dennis Rodman's cool. Dennis Rodman wasn't cool 20 years ago. I mean, Carmen Electra might look good on TV 20 years ago. She don't look good in person.
[02:04:19.000 --> 02:04:36.000]  And you sit there and you look at it. You stare death in the face, walking around in front of everybody. And you just thank God every moment you're not.
[02:04:36.000 --> 02:04:52.000]  Kim Jong-un. And you think God, you're not Dennis Rodman. And you think God, your daddy would ride in Lucifer's ding dong. Because that's what this comes down to.
[02:04:52.000 --> 02:05:08.000]  Subservience to supporting your will, giving into death. The devil tells you you're empowered by giving it to me. No, you don't. You subordinate your will, your free will to serve death.
[02:05:08.000 --> 02:05:23.000]  Why is the fungus? Why is the mold? Why is the yeast taking over? What is going on? What has changed? Dr. Group, the new product, Myco ZX supports normal fungal and yeast balance proprietary blend of herbs and enzymes made with high quality ingredients.
[02:05:23.000 --> 02:05:38.000]  Yeah, fungus is a growing epidemic. And I've been testing this formula and making changes to this formula for over 10 years. It's available at mforeworkstore.com. We also have free shipping. Ordered $50 or more and 10% off. We also have auto-ship additionally on top of that.
[02:05:38.000 --> 02:05:51.000]  Please, we only have a limited supply of this. I want to get your reviews on what you have to say. For me, it's been incredible. Myco ZX, antifungal, antifungus, anti-yeast, get it today. Limited around, it'll be months until we get more.
[02:05:51.000 --> 02:06:02.000]  mforeworkstore.com, mforeworkslife.com, our triple A, two, five, three, three, one, three, nine. I cannot tell something unless it helps somebody. And you can't support an organization that didn't fight and honor it.
[02:06:02.000 --> 02:06:08.000]  The response we're getting, we're changing the world together. You are the mforework. God bless you all.
[02:06:08.000 --> 02:06:21.000]  Thousands of years ago, there was a basic form of chivalry. Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[02:06:21.000 --> 02:06:34.000]  60 years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens. But in the 21st century, there were silent weapons for quiet war.
[02:06:34.000 --> 02:06:58.000]  Our pathogens added to the food and water, and to the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death. I personally counter this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[02:06:58.000 --> 02:07:08.000]  Discover why Anthroplex has turned so many heads today. It's time for us to take our bodies back into our own hands, and it starts at infowarslife.com with Anthroplex.
[02:07:08.000 --> 02:07:17.000]  Please listen carefully, because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war, a 360 win.
[02:07:17.000 --> 02:07:32.000]  Number one, when you choose auto ship before checkout, we give you 10% off on your order at infowarsore.com. Number two, you're also able to get items that are out of stock when you sign up for auto ship because we hold back a surplus for auto ship customers.
[02:07:32.000 --> 02:07:51.000]  Number three, we're giving you free shipping on all orders above $50. Listeners have been requesting this for years, because it's so easy to forget to reorder the products that you need each month. Just go to infowarsstore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[02:07:51.000 --> 02:08:08.000]  As you know, I coined the term 360 win, and with the new auto ship feature at infowarslife.com, this is a sure win. 10% off on auto ship. Win, win, win at infowarslife.com, free shipping on orders above $50. And all out of stock items are never out of stock when you sign up for auto ship.
[02:08:08.000 --> 02:08:24.000]  Number three, we're giving you free shipping on all orders above $50. And all out of stock items are never out of stock when you sign up for auto ship.
[02:08:24.000 --> 02:08:40.000]  Number four, we're giving you free shipping on all orders above $50. And all out of stock items are never out of stock when you sign up for auto ship.
[02:08:40.000 --> 02:09:09.000]  Michael Malus is our guest. He has traveled to North Korea repeatedly. He's written the bestselling book on the subject, and I look at Kim Jong-un and the incredible example it is that worshiping government, worshiping communism,
[02:09:09.000 --> 02:09:32.000]  worshiping with state is turning your will over to the very worst people in civilization and always takes people from successful societies to hellish societies.
[02:09:32.000 --> 02:09:41.000]  And I just can't believe that I've got an article on infowars.com by Clifford Cunningham. California Governor of the U.S. should emulate communist China.
[02:09:41.000 --> 02:09:52.000]  I mean, Jerry Brown said that they've got mobile execution rands in every city. They have had tens of millions of forced abortions. They kill little girls. They sell their body parts.
[02:09:52.000 --> 02:10:12.000]  They kill Buddhists. They kill Christians. But it's okay because Jerry Brown's liberal. And I just asked myself, how could South Korea, a quasi-free country compared to the North, be one of the highest gross domestic products in the world?
[02:10:12.000 --> 02:10:24.000]  And I said, well, North Korea, it's adopted from Korea. I'm an amazing person. And then you look at the North and it is a abject hell with this fiction couldn't make up.
[02:10:24.000 --> 02:10:41.000]  It the clown creature like Kim Jong-un strutting around like a hobbled Tyrannosaurus feeding on humanity. And now he threatens to nuke this country and threatens to nuke country. And I've got articles here from CNN.
[02:10:41.000 --> 02:10:58.000]  Congress stopped Trump from bombing North Korea. Like Trump gave the missiles and Trump gave the weapons and it's not even defending Trump. It's just like if it rains, it's Trump's fault. If I slip on a banana peel, it's Trump's fault.
[02:10:58.000 --> 02:11:11.000]  And I see our media like cheerleading nuclear war because it might make Trump look bad. It's a mental illness. So we couldn't have a better guest on than Michael Malus, bestselling author. He's written so many books, I can't get into it all.
[02:11:11.000 --> 02:11:29.000]  Michael Malus on Twitter, MichaelMalus.com. You've been on a couple of times, but I've always asked the questions. You're the expert. What do you want to tackle first? Just watching the spectacle. Because I've got four children and I'm just, it's like, you watch our media, you think Trump ran North Korea.
[02:11:29.000 --> 02:11:52.000]  What do you, as a North Korean expert, take away from this? You hit the nail on the head, Alex. Watching the people in the press talk about how, well, Trump said there's a red line and they're basically daring him not to have nuclear war with North Korea is absolutely mind-boggling and terrifying.
[02:11:52.000 --> 02:12:07.000]  Chuck Schumer made a comment. He goes, this kind of wreck, you know, when Trump responded to Kim Jong-un in similar language, he said, this reckless rhetoric isn't going to help matters. It's like, well, non-reckless rhetoric is what got us to this place to begin with.
[02:12:07.000 --> 02:12:10.000]  Chuck Schumer doesn't know what to do about North Korea. I don't blame him.
[02:12:10.000 --> 02:12:16.000]  We've been appeasing since 1953. I mean, how long does this go on?
[02:12:16.000 --> 02:12:30.000]  If you don't know what to do, his immediate reaction is to attack the president. This is not a partisan issue. If you have a hell on earth, as you correctly said, and they're acquiring nukes and threatening us, what's that to a Democrat versus Republican?
[02:12:30.000 --> 02:12:37.000]  I mean, the safety of the citizenry and actually caring about the North Korean people themselves, that shouldn't have anything to do with political parties.
[02:12:37.000 --> 02:12:43.000]  In fact, I can't even believe it. Where's the instincts? I mean, I don't even believe this is happening.
[02:12:43.000 --> 02:13:02.000]  Yeah, it's terrifying. See, they like to say Kim Jong-un is crazy, and he's a very, very equal man. But what's crazier is how people are tripping over their own feet, desperate to get on TV, to make this as escalated as quickly as possible.
[02:13:02.000 --> 02:13:12.000]  Exactly. That's why I've tried to de-escalate and point out, because it's like, Trump's going to fail. He called his bluff, oh, there's going to be nuclear war.
[02:13:12.000 --> 02:13:18.000]  I mean, it's like, it's great. I don't know. I don't know. At this point, I have nothing to say.
[02:13:18.000 --> 02:13:24.000]  Finally, in 22 years on air, I have reached Michael Mallet's point where I don't know what to say anymore.
[02:13:24.000 --> 02:13:27.000]  You got to get that fidget spinner out, Alex.
[02:13:27.000 --> 02:13:29.000]  That's a viral video.
[02:13:29.000 --> 02:13:41.000]  In all seriousness, North Korea, let's take a deep breath. During the Cold War, we had hundreds, if not thousands, of nuclear missiles pointing directly at us and our allies in Europe, right?
[02:13:41.000 --> 02:13:45.000]  And we work through that, and we live through that. The fact that-
[02:13:45.000 --> 02:13:49.000]  And whether you're a Republican or Democrat, you were an American.
[02:13:49.000 --> 02:14:00.000]  Yes. And now that they have nukes, and they've been threatening us for decades, two years ago, they released a photo of Kim Jong-un in front of his computer, and behind him on the whiteboard, he was nuking Austin.
[02:14:00.000 --> 02:14:05.000]  My friend called me. They go, are they going to do Austin? I remember that two years ago. I live here, yeah.
[02:14:05.000 --> 02:14:14.000]  Yeah. And I'm like, relax. You can still go to South by. It's going to be fine. So now that they've gone from Austin to Guam, you know, people are like, well, we got a nuke them already.
[02:14:14.000 --> 02:14:25.000]  And you know what's even really scary? Watching a lot of these neoconservatives saying, well, if Kim Jong-un insulted us, we should just go in and bomb that country, the Stone Age.
[02:14:25.000 --> 02:14:32.000]  You're going to call yourself a moral authority and advocate killing 25 million slaves and hostages to show what a tough guy you are.
[02:14:32.000 --> 02:14:41.000]  That's my question. You've been there. You've written the best long book on it. I hate Kim Jong-un, but the poor people, it's like, what do we do? You've been there.
[02:14:41.000 --> 02:14:45.000]  I mean, these people are literally on another planet. What do we do?
[02:14:45.000 --> 02:14:53.000]  I mean, I don't, there's no easy answer. The only thing we can do is put pressure on China and China has started to buckle, which is a very good sign.
[02:14:53.000 --> 02:14:59.000]  It's easy for North Korea when it's us versus them, when it's the U.S. imperialists as they call us versus them.
[02:14:59.000 --> 02:15:05.000]  But now when you have the international community uniting, including their big brother, China, that's a very different dynamic.
[02:15:05.000 --> 02:15:09.000]  And it's a better dynamic because why is this our problem entirely?
[02:15:09.000 --> 02:15:15.000]  You're an expert on this. Let's talk about the North Korean-China relationship. Why has China been going along with this for 50 years?
[02:15:15.000 --> 02:15:25.000]  China doesn't want a U.S. ally on their border. China doesn't want 25 million North Korean refugees crossing the river and living in China when they have nothing to offer.
[02:15:25.000 --> 02:15:32.000]  And China basically doesn't, no one wants a collapsed state on their border that they have to basically deal with the problem.
[02:15:32.000 --> 02:15:40.000]  So, I mean, they have to give them some amount of cover. But at the same time, China, who's trying to carry themselves as a gentleman the whole stage,
[02:15:40.000 --> 02:15:45.000]  they don't want to defend some college kid goes there as a tourist and comes back in a coma.
[02:15:45.000 --> 02:15:46.000]  So, they've-
[02:15:46.000 --> 02:15:49.000]  Yeah, China's the ones with FOSCOM suicide nets.
[02:15:49.000 --> 02:15:54.000]  I mean, but China has put pressure on North Korea successfully in the past.
[02:15:54.000 --> 02:16:01.000]  North Korea for decades fought having North and South in the U.N. because they said this is going to make you deunification.
[02:16:01.000 --> 02:16:07.000]  So, let me ask you this. I mean, are we closer to midnight than ever? Because most experts I talk to say there's nuclear war.
[02:16:07.000 --> 02:16:11.000]  It's going to start in North Korea, not the Middle East, not in Ukraine, not on the border of Russia.
[02:16:11.000 --> 02:16:17.000]  I mean, what do you think of the experts you talk to? Because, I mean, you're all over the place talking to top experts.
[02:16:17.000 --> 02:16:20.000]  I mean, how serious is this? I got four children. I want to know.
[02:16:20.000 --> 02:16:30.000]  I think it's your kids are fine. Your kids are safe. North Korea, in their literature, constantly talk about the fact we know we can't win.
[02:16:30.000 --> 02:16:37.000]  They say this explicitly. So, they're not- Listen, everyone talks about how he's crazy and suicidal.
[02:16:37.000 --> 02:16:48.000]  He's satanic, like you said. If he's suicidal, they've been around for 70 years. That's taken a long time to kill yourself, huh?
[02:16:48.000 --> 02:16:55.000]  I'm going to play a clip from Fox News. We talk about the relationship between China and North Korea. Let's play that clip.
[02:16:55.000 --> 02:17:00.000]  Ladies and gentlemen, the arrogance of the establishment is hiding.
[02:17:00.000 --> 02:17:03.000]  We're having a computer hiccup. That's the fun part of the train wreck.
[02:17:03.000 --> 02:17:11.000]  Let's play that clip from Fox News with an analyst breaking down the relationship between China and North Korea.
[02:17:11.000 --> 02:17:15.000]  Because we want to ignore all this. I do too, but this is really happening. Here we go.
[02:17:15.000 --> 02:17:20.000]  We don't just get TVs from Korea, folks. We get nuclear missiles. So, can we play the clip now? Go ahead.
[02:17:20.000 --> 02:17:28.000]  Well, there's very good news. And that's what the UN Security Council voted 15 to 0 to impose tougher sanctions on North Korea.
[02:17:28.000 --> 02:17:31.000]  The bad news is that they won't make any difference whatsoever.
[02:17:31.000 --> 02:17:42.000]  Because China has mastered the art of giving us just showing just enough leg to keep us from imposing any kind of economic sanctions on them.
[02:17:42.000 --> 02:17:49.000]  China literally gets away with trade murder because they keep dangling this possibility that they'll help us North Korea.
[02:17:49.000 --> 02:17:56.000]  Now, China, on this 15 to 0 vote, yeah, that sounds great, but we didn't get the sanctions we wanted.
[02:17:56.000 --> 02:18:01.000]  We wanted tougher sanctions, but first China to come on board, they watered them down.
[02:18:01.000 --> 02:18:10.000]  And there are two reasons for it. One's the macro reason. China regards North Korea as a critically valuable ally in peace and war.
[02:18:10.000 --> 02:18:18.000]  The second micro region or economic region reason is that China, you know, China's steel industry is a great international weapon.
[02:18:18.000 --> 02:18:22.000]  Whether you consider the prices dumping or not, it's a big plus for China.
[02:18:22.000 --> 02:18:26.000]  Well, China doesn't have the right coal, it has soft coal.
[02:18:26.000 --> 02:18:34.000]  North Korea, one of the few things it has is high quality anthracite coal that goes into coking furnaces for Chinese steel.
[02:18:34.000 --> 02:18:37.000]  So, there are all these backstories here that we're not paying attention to.
[02:18:37.000 --> 02:18:41.000]  So, Michael Malish, you've been to North Korea, you've written a book on it. Is that accurate or what do you say to that?
[02:18:41.000 --> 02:18:47.000]  It's inaccurate. We could just do the math right now. China has, what, a billion people? North Korea has 25 million.
[02:18:47.000 --> 02:18:52.000]  So, if China went through some military conflict to call them a critically important ally, it's simply false.
[02:18:52.000 --> 02:18:55.000]  North Korea is not going to be able to help them one way or another.
[02:18:55.000 --> 02:19:00.000]  I mean, North Korea can't produce automobiles. They can't do anything. They can't.
[02:19:00.000 --> 02:19:03.000]  They have like a toddling mental patient as their leader.
[02:19:03.000 --> 02:19:09.000]  Right. And the other point is, I mean, sanctions aren't going to work. He said we wanted stronger sanctions.
[02:19:09.000 --> 02:19:13.000]  Sanctions aren't going to work because the leadership is just going to pass the buck to the citizenry.
[02:19:13.000 --> 02:19:21.000]  The citizenry are going to suffer. The only way that sanctions work, in a sense, is creating this air of unanimity in the international community, I guess, North Korea.
[02:19:21.000 --> 02:19:25.000]  But in terms of functionally, I mean, it's an economic hellhole. You know what I mean?
[02:19:25.000 --> 02:19:32.000]  So, let me ask you this, Michael Malish. We're going to go to Brighton and come back and answer this question because, again, you're a best-selling author, leading researcher on this.
[02:19:32.000 --> 02:19:39.000]  What do we do then? Because I've got children. People have got children. This just goes on in the future.
[02:19:39.000 --> 02:19:45.000]  There's this cartoon land that the left makes a joke out of, but it's real people in slave camps.
[02:19:45.000 --> 02:19:52.000]  Where does this go with missiles and atomic weapons and the Clintons gave them the weapons and then they're blaming Trump?
[02:19:52.000 --> 02:19:58.000]  I'm not even defending Trump. I'm defending reality. Why do you blame Trump for what the globalists did?
[02:19:58.000 --> 02:20:06.000]  And it's just like, where does this go? Why doesn't the guy do a business deal? Why doesn't he back off? Why does he want to be a communist dirtbag?
[02:20:28.000 --> 02:20:44.000]  Water is the single most important thing your body needs. So you want to be sure it's the best for you and your family.
[02:20:44.000 --> 02:20:53.000]  Since 2005, thousands have depended on Berkey purified water. The Berkey guy provides the lowest price filtration systems in every size.
