[00:00:30.203 --> 00:00:31.624]  It's Sunday Live.
[00:47:55.664 --> 00:48:01.587]  Trump needs to know what lawyers sold him out in the impeachment, what lawyers didn't.
[00:48:01.587 --> 00:48:08.410]  And Roger Stone doesn't want to toot his horn, but I asked him, I said, for historic reasons, you need to get it on record.
[00:48:08.410 --> 00:48:13.053]  He said, fine, I will tell you what happened behind the scenes.
[00:48:14.913 --> 00:48:18.214]  So that Trump can hopefully protect himself.
[00:48:18.214 --> 00:48:29.979]  And what went on during the impeachment, the second impeachment, because that ties in to all of this now and the very same players that are sabotaging the true President of the United States.
[00:48:29.979 --> 00:48:35.401]  We need to be strong and in place to lead major Republican take backs of the House and Senate.
[00:48:35.401 --> 00:48:37.422]  And that's why they fear him so much.
[00:48:37.422 --> 00:48:39.643]  So, Roger, it was you who worked with the group.
[00:48:40.243 --> 00:48:44.104]  You don't want the credit, but you need to get it to show why the enemy hates you so much.
[00:48:44.104 --> 00:48:49.446]  So give people the inside baseball so Trump knows what he's facing right now and protects himself this time.
[00:49:06.351 --> 00:49:09.552]  Well, actually, as President Trump, we made exactly the right decision.
[00:49:09.552 --> 00:49:27.538]  Listen, David Shone, who's appeared many times with Sean Hannity, and who's formerly a liberal Democrat, but truly one of the finest lawyers I've ever met, the only lawyer I've ever met, who not only has enormous courage, but he understands the overlay of politics
[00:49:28.318 --> 00:49:34.743]  And he understands that things that happen outside the courtroom have an impact on what happens inside the courtroom.
[00:49:34.743 --> 00:49:41.308]  In this case, things that happen outside the Senate chamber have an impact on what happens inside the Senate chamber.
[00:49:41.308 --> 00:49:46.852]  Now, I know that several of the President's lawyers told him that Schoen did not want to address the Senate.
[00:49:46.852 --> 00:49:48.313]  That was a lie.
[00:49:48.313 --> 00:49:50.795]  That Schoen did not want to be out front.
[00:49:50.795 --> 00:49:51.976]  That was a lie.
[00:49:51.976 --> 00:49:55.519]  If you go back and look at that, the single strongest argument for Donald Trump
[00:49:56.259 --> 00:50:06.690]  A man who quickly dismissed the constitutionality of the impeachment because, firstly, the law says that the Chief Justice shall preside.
[00:50:06.690 --> 00:50:07.010]  Shall.
[00:50:07.010 --> 00:50:08.651]  I mean, it's not an option.
[00:50:08.651 --> 00:50:12.015]  No mention of a Senator from Vermont there.
[00:50:12.015 --> 00:50:15.138]  You told me on the phone, tell the listeners, because here's the bottom line.
[00:50:15.699 --> 00:50:25.536]  The other lawyer said, oh Biden won the election and everything went along with a sham, illegal impeachment without the Chief Justice there as you just said.
[00:50:25.536 --> 00:50:26.959]  He called the elephant in the room.
[00:50:28.215 --> 00:50:29.256]  I'm getting there, Alex.
[00:50:29.256 --> 00:50:46.507]  The key point here is that the President's other attorneys were opposed to showing the extraordinarily dramatic and hard-hitting video in which you see various Democrats, such as Maxine Waters, Chuck Schumer, many others, calling for violence.
[00:50:46.507 --> 00:50:50.269]  The violence we saw last summer in the Pacific Northwest and in the Midwest.
[00:50:50.789 --> 00:50:52.832]  As well as Philadelphia and D.C.
[00:50:52.832 --> 00:50:57.818]  So I really think that David Schoen did an exemplary job for the President.
[00:50:57.818 --> 00:51:03.045]  That is, if I were making the decision, he is the man I would put in charge because he's a fighter!
[00:51:03.999 --> 00:51:05.560]  He's not worried about his next case.
[00:51:05.560 --> 00:51:09.863]  He's not worried about what the jury in this case thought about him.
[00:51:09.863 --> 00:51:12.345]  He wants to win for his client.
[00:51:12.345 --> 00:51:16.027]  Let's go back to the Insurrection Act because it's a perfect example.
[00:51:16.027 --> 00:51:26.834]  I know for an absolute fact that Cipollone and Eric Hirschman and the Chairman of the Joint Chiefs talked the President out of signing what he should have signed.
[00:51:26.834 --> 00:51:28.836]  This is not because I'm in favor of violence.
[00:51:28.836 --> 00:51:33.679]  This is because it is the duty of the President of the United States to preserve order.
[00:51:34.239 --> 00:51:39.745]  And what was happening in Spokane and Seattle and Kenosha and Philadelphia and D.C.
[00:51:39.745 --> 00:51:42.929]  was an orchestrated, well-financed insurrection.
[00:51:42.929 --> 00:51:44.370]  It's absolutely clear.
[00:51:44.370 --> 00:51:46.653]  Somebody paid for those pallets of bricks.
[00:51:46.653 --> 00:51:49.295]  Somebody paid for the buses and the flatbeds.
[00:51:49.295 --> 00:51:52.399]  Somebody paid for the lawyers who were standing by to bail people out.
[00:51:52.979 --> 00:51:55.982]  And when they were arrested, the president had that authority.
[00:51:55.982 --> 00:51:57.364]  I think it was a test.
[00:51:57.364 --> 00:52:01.167]  Sadly, the timid souls around the president, I think... That's right.
[00:52:01.167 --> 00:52:08.895]  When that test was failed, they made the move to provocateur January 6th, which we'll cover in a moment, which we now know they were trying to set you and I and the president up.
[00:52:08.895 --> 00:52:13.500]  But incredible inside baseball, Roger, that literally you had to get with folks.
[00:52:14.000 --> 00:52:16.201]  I knew about this at the time, but I'm glad you're willing to tell it now.
[00:52:16.201 --> 00:52:17.181]  It's not about credit.
[00:52:17.181 --> 00:52:38.526]  And you had to go with a group, have the video produced, showing the damn clips, to get one lawyer in there to show it, because they were going full-out Trump, no one was defending him, both arms tied behind his back, because they were making it about the law, when they weren't even defending the law, instead of bringing in the politics of, you're saying he called for violence, he didn't, here's all the Democrats calling for violence, and for killing the President!
[00:52:38.526 --> 00:52:40.306]  That was the ace of damn spades,
[00:52:40.686 --> 00:52:45.327]  They wouldn't play it, but thank God you hail married and got one guy in there.
[00:52:45.327 --> 00:52:52.789]  So now ahead of them trying to indict his organization, we need Trump to go on a war footing here and not listen to these other damn lawyers.
[00:52:52.789 --> 00:52:53.670]  Let's make it clear.
[00:52:53.670 --> 00:52:57.911]  Donald Trump was in favor of showing that video from the very beginning.
[00:52:57.911 --> 00:53:00.631]  He liked the idea and he liked the strategy.
[00:53:00.631 --> 00:53:02.092]  This has happened time and time again.
[00:53:02.092 --> 00:53:06.333]  The president has extraordinarily good instincts and he is a fighter.
[00:53:07.231 --> 00:53:15.937]  Uh, so, uh, you know, the good news of course is you needed to have a vote as quickly as possible because the votes were not there to convict in the impeachment.
[00:53:15.937 --> 00:53:22.001]  And the longer it dragged out and the more the media pounded on, on Trump, uh, the, the more slippage there would have been.
[00:53:22.001 --> 00:53:31.267]  So my hat's off to David Schoen, but more importantly, my hat's off for Donald Trump to, for inserting him in the process and letting him show that extraordinary video.
[00:53:31.267 --> 00:53:31.827]  Yes.
[00:53:31.827 --> 00:53:34.689]  People had to stay up all night that worked with me to make it.
[00:53:35.269 --> 00:53:52.356]  But let's move on here, because you just hit a very good point, and that is, when the latest narrative on January 6th, which is the Great Recycle, one outlet said that the Feds are now focused on the fact that I was the mastermind.
[00:53:52.356 --> 00:53:53.817]  Categorically false.
[00:53:53.817 --> 00:53:58.739]  Wasn't there, didn't know anything about it in advance, didn't have any involvement whatsoever.
[00:53:59.768 --> 00:54:15.224]  But I did reveal, and I was excoriated for it, that when I was in my hotel room at the Willard, shortly after the President's speech, there was a call from the Secret Service offering to escort me to the head of the Marsh and up to the Capitol, which I declined.
[00:54:16.252 --> 00:54:23.174]  By the way, two pastors, two Protestant ministers and a police officer overheard all of that.
[00:54:23.174 --> 00:54:25.174]  Those are called witnesses.
[00:54:25.174 --> 00:54:27.675]  So for those who say, oh, that's made up.
[00:54:27.675 --> 00:54:28.855]  No, it's not made up.
[00:54:28.855 --> 00:54:29.435]  It's a fact.
[00:54:29.435 --> 00:54:31.376]  It's not a conspiracy theory.
[00:54:31.376 --> 00:54:32.256]  And you were smart.
[00:54:32.256 --> 00:54:33.396]  You left early and got out of there.
[00:54:33.396 --> 00:54:36.517]  You told me, you said, this is a cluster F. These people are idiots.
[00:54:36.517 --> 00:54:37.297]  I have a bad feeling.
[00:54:37.297 --> 00:54:38.757]  And I said, come on, Roger.
[00:54:38.757 --> 00:54:40.598]  I mean, I really twisted your arm.
[00:54:40.598 --> 00:54:41.558]  And then I just thought that
[00:54:42.744 --> 00:54:45.729]  I can't believe how surrounded Trump was with traitors.
[00:54:45.729 --> 00:54:50.197]  He would sign executive orders, as you know, they admit, that they would throw them in the trash.
[00:54:50.197 --> 00:54:52.260]  So they tried to set us all up that day.
[00:54:52.260 --> 00:54:55.346]  I think it basically was a dud, a misfire.
[00:54:55.346 --> 00:54:55.807]  What do you think?
[00:54:56.966 --> 00:54:58.707]  Well, what you say is absolutely right.
[00:54:58.707 --> 00:55:16.016]  The President ordered the declassification of the documents that would have proved that the Mueller investigation was a politically motivated fraud, and the bureaucrats did nothing until Rick Grenell took the position of acting Director of Intelligence and forced them, finally, to release those documents.
[00:55:16.016 --> 00:55:17.797]  Now, it's not even debatable.
[00:55:17.797 --> 00:55:22.980]  Anybody who tries to claim that the Mueller investigation was legitimate merely needs to look at those documents.
[00:55:23.440 --> 00:55:29.926]  We again pioneered that Trump was being illegally spied on during the campaign, and as President Trump, and that's why they want to destroy us.
[00:55:29.926 --> 00:55:33.869]  The only point that's out the list is to say, we have delivered the goods.
[00:55:33.869 --> 00:55:35.250]  We are the real deal.
[00:55:35.250 --> 00:55:40.314]  We need you to magnify what we say and do, and to support us, because they're both trying to destroy us.
[00:55:40.314 --> 00:55:42.216]  I'm not going to spend time whining about it.
[00:55:42.216 --> 00:55:44.298]  I'm just saying we are under attack.
[00:55:44.298 --> 00:55:46.640]  We need your prayers and financial support now.
[00:55:47.938 --> 00:55:50.259]  Well, I was glad you opened this segment with the proverb.
[00:55:50.259 --> 00:55:51.319]  I'm going to be honest with you, Alex.
[00:55:51.319 --> 00:55:53.860]  I'm saying the rosary now twice a day.
[00:55:53.860 --> 00:55:54.380]  Every day.
[00:55:54.380 --> 00:55:56.441]  And it brings me great solace.
[00:55:56.441 --> 00:55:57.881]  It brings me great calm.
[00:55:57.881 --> 00:56:01.502]  Because this is a battle for the future of Western civilization.
[00:56:01.502 --> 00:56:04.163]  For the future of our country.
[00:56:04.163 --> 00:56:12.546]  And I really fervently hope that the President will select one strong, good, honest, tough lawyer to represent him in New York.
[00:56:12.546 --> 00:56:15.227]  No one ever built a statue to a committee.
[00:56:16.445 --> 00:56:18.106]  War counsels breed defeat.
[00:56:18.106 --> 00:56:20.688]  I think Douglas MacArthur said that.
[00:56:20.688 --> 00:56:21.669]  And it's true.
[00:56:21.669 --> 00:56:32.416]  The President is facing completely bogus, manufactured, politically motivated charges that are an attempt to derail any attempt to- So you're saying- I mean, I know you have great sources, you've been proven right.
[00:56:32.416 --> 00:56:34.257]  They are planning to indict his organization, then?
[00:56:35.299 --> 00:56:37.121]  Yes, there's no question whatsoever.
[00:56:37.121 --> 00:56:46.691]  And then they are squeezing Matt Calamari, good friend of mine, a guy I've known for 30 years, who became chief operating officer of the company.
[00:56:46.691 --> 00:56:51.296]  They're squeezing Allen Weisselberg, Trump's longtime CFO, also a fine man.
[00:56:52.316 --> 00:56:55.558]  This is outrageous, absolutely outrageous.
[00:56:55.558 --> 00:57:02.841]  And then Alex, we can get into this on the other side, but I want to talk about the stunning arrest of the two James Cusick Sr.
[00:57:02.841 --> 00:57:16.087]  and Jr., both pastors, both ministers, neither one of them charged with violent crimes, but an FBI raid at their home that reminded me very much of the early morning pre-dawn assault on my home by 29 SWAT-clad
[00:57:19.256 --> 00:57:21.958]  Assault weapon bearing FBI agents.
[00:57:21.958 --> 00:57:24.379]  We're talking real tomorrow's news today.
[00:57:24.379 --> 00:57:30.742]  One more segment with Roger Stone, and then Mike Lindell is going to join us on the latest on the audit and the information coming out.
[00:57:30.742 --> 00:57:32.904]  Now the Democrats are so panicked by that.
[00:57:32.904 --> 00:57:47.312]  That's why ahead of the Arizona audit, as you said a month ago, Roger Bredekin here, ahead of that coming out in early July, they're going to indict the Trump Organization, which is really very rare to indict an organization before people, but it shows they have nothing.
[00:57:47.312 --> 00:57:47.792]  We'll be right back.
[00:57:52.199 --> 00:57:57.640]  The globalists are having their revolution, but free humanity has to have its revolution.
[00:57:57.640 --> 00:58:14.945]  We have to first recognize this anti-human takeovers trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[00:58:14.945 --> 00:58:18.546]  Worse than slaves, they're just property from cradle to grave of the system.
[00:58:19.739 --> 00:58:27.263]  Rendered down to be servile minions of the system in a ritual of dominance and satanic control.
[00:58:27.263 --> 00:58:36.448]  We have to recognize the great reset post-industrial world that realizes it's a nightmare dystopia and we have to promote liberty and freedom that is the opposite of their dystopia.
[00:58:36.448 --> 00:58:41.491]  It's that choice, it's that realization that's going to change the world.
[00:58:41.491 --> 00:58:43.672]  And it's the only choice we've got.
[00:58:43.672 --> 00:58:45.933]  Freedom or slavery, good or evil.
[00:58:45.933 --> 00:58:48.935]  It is a spiritual battle and M4 is at the tip of the spear fighting it.
[00:58:50.675 --> 00:58:57.382]  I started taking high-end fish oil and high-end krill oil more than a decade ago because the scientific literature is overwhelming.
[00:58:57.382 --> 00:59:00.946]  It's good for your heart, your brain, your whole body, your well-being.
[00:59:00.946 --> 00:59:03.409]  A lot of folks take it before they take tests.
[00:59:03.409 --> 00:59:05.491]  People that have arthritis pain, they take it.
[00:59:05.491 --> 00:59:08.174]  It's well known for the things it does for our body.
[00:59:08.174 --> 00:59:09.736]  It makes our lives so much better.
[00:59:10.696 --> 00:59:14.480]  Then I learned about high-grade fish oil and high-grade krill oil.
[00:59:14.480 --> 00:59:16.702]  And we've got both at MFortWorthStore.com.
[00:59:16.702 --> 00:59:23.068]  But with the COVID lockdown, supply chains have broken down, so it's been months and months and months since we've had krill oil back in stock.
[00:59:23.068 --> 00:59:24.789]  Well, it's back, ladies and gentlemen.
[00:59:24.789 --> 00:59:33.918]  And despite the fact that it's already very fairly priced, for the grade it is, highest quality, we're offering it at 40% off for a limited time at MFortWorthStore.com.
[00:59:34.278 --> 00:59:36.500]  With free shipping and double pay-through points.
[00:59:36.500 --> 00:59:39.802]  Because I want those of you that have already been customers to have a chance to get more of it.
[00:59:39.802 --> 00:59:43.104]  And I want new viewers and listeners who haven't tried it to get it from us.
[00:59:43.104 --> 00:59:47.467]  And then try regular crenel oil that is not one-tenth as powerful as ours.
[00:59:47.467 --> 00:59:53.070]  This is the highest grade, back in stock at BulwarkStore.com.
[00:59:53.070 --> 00:59:55.632]  You're listening to the Alex Jones Show.
[01:00:09.691 --> 01:00:18.994]  You know, I asked Roger to tell the story how he worked specifically to get that video to that lawyer and a bunch of other behind-the-scenes stuff.
[01:00:18.994 --> 01:00:20.774]  It's just unbelievable.
[01:00:20.774 --> 01:00:23.115]  And I knew other folks involved that knew what Roger was saying was true.
[01:00:23.115 --> 01:00:23.875]  Roger's never lied to me.
[01:00:24.597 --> 01:00:26.659]  And then Roger doesn't want the credit because he doesn't want to sit there.
[01:00:26.659 --> 01:00:27.439]  It's not about the credit.
[01:00:27.439 --> 01:00:33.344]  It's about how close we were to having no defense of the president in the second impeachment trial.
[01:00:33.344 --> 01:00:34.204]  And so I love Trump.
[01:00:34.204 --> 01:00:34.925]  I think Trump's great.
[01:00:34.925 --> 01:00:37.427]  But he'll either be the best president we ever had or the worst president.
[01:00:37.427 --> 01:00:44.372]  Because either he's the best because we end up taking the country back or he's the worst because he summoned the left to rise up and take our country over.
[01:00:44.372 --> 01:00:50.036]  In closing, Roger, we were making some other great points as we went to break here.
[01:00:50.036 --> 01:00:52.178]  Other areas you'd like to cover?
[01:00:53.463 --> 01:01:08.068]  It's extraordinarily good reporting by Darren Beatty at The Revolver and by Tucker Carlson that I think are really beginning to make the case that the January 6th insurrection was an FBI-directed operation.
[01:01:08.068 --> 01:01:10.269]  This is vital, vital reporting.
[01:01:10.269 --> 01:01:11.950]  If you haven't seen it, I'm not surprised.
[01:01:12.370 --> 01:01:16.893]  Because the mainstream media is doing everything humanly possible to censor it.
[01:01:16.893 --> 01:01:34.584]  But, it is very important to note this case in Florida, where the FBI came with the local county sheriff to arrest 73-year-old Vietnam veteran, Purple Heart veteran, James Cusick Sr., who's not even charged with a violent crime, who's essentially charged with trespassing.
[01:01:35.531 --> 01:01:37.452]  His son was also arrested.
[01:01:37.452 --> 01:01:39.132]  He's also a pastor.
[01:01:39.132 --> 01:01:56.358]  And it took me back to that morning, January 25th, 2019, when the taxpayers footed the bill for $1.1 million, and 29 SWAT-clad, assault weapon-bearing, night-goggle-wearing FBI agents surrounded my home.
[01:01:57.003 --> 01:02:03.989]  The worst part of that was when they perp-walked my wife out of the house for the CNN cameras, even though she was charged with no crime.
[01:02:03.989 --> 01:02:08.092]  And by the way, Roger, I was just reliving that watching the video, unlike you being there.
[01:02:08.092 --> 01:02:12.916]  These guys are pointing assault rifles at your stomach while your hands are up.
[01:02:12.916 --> 01:02:14.397]  It's just, it's ridiculous.
[01:02:14.397 --> 01:02:18.780]  It's all makeup, like Wonderland, like they're the good guys, you're the bad guy.
[01:02:18.780 --> 01:02:19.681]  It's all just fiction.
[01:02:21.271 --> 01:02:38.444]  It's true, and we now know definitively, because he stupidly left his MetaTag initials on the documents, that Andrew Weissman, the epically corrupt former federal prosecutor, leaked my indictment to CNN, and he arranged for them to be there.
[01:02:38.444 --> 01:02:40.485]  I can prove that, if necessary.
[01:02:40.485 --> 01:02:42.827]  Or I should say, when necessary.
[01:02:42.827 --> 01:02:48.711]  How ironic, Alex, that the New York Bar Association has suspended Rudy Giuliani's law license
[01:02:49.291 --> 01:03:00.961]  Not because he broke the law and has been convicted, not because he's violated the canon of ethics or any of the rules of the New York Bar, but because he expressed his First Amendment right to express the fact that he didn't think the election was on.
[01:03:00.961 --> 01:03:04.443]  They say in it, to back you up, they say he questioned the election.
[01:03:04.443 --> 01:03:05.224]  That's not allowed.
[01:03:06.340 --> 01:03:07.321]  Well, but here's the point.
[01:03:07.321 --> 01:03:23.351]  It's the same New York Bar Association that declined to prosecute Andrew Weissman when he locked the 30-year-old CFO of Enron in a coffin-sized metal box and left him there in the hot sun in order to get him to testify the way he wanted him to.
[01:03:23.351 --> 01:03:25.753]  The New York Bar Association is a political body.
[01:03:26.423 --> 01:03:28.646]  It's a criminal enterprise, if you ask me.
[01:03:28.646 --> 01:03:33.331]  And this is a disgraceful, disgraceful act against a great American.
[01:03:33.331 --> 01:03:39.118]  Rudy Giuliani has done nothing wrong, but here's why he's being tortured and why he's being excoriated.
[01:03:39.118 --> 01:03:41.401]  He knows what's in the Hunter Biden emails.
[01:03:41.981 --> 01:03:50.189]  If you saw this incredible story by Miranda Devine, who by the way I think may be the single best investigative journalist working in America today.
[01:03:50.189 --> 01:03:52.892]  Her bullshit detector is the best out there.
[01:03:52.892 --> 01:03:55.714]  She is the single best columnist at the New York Post.
[01:03:55.714 --> 01:04:00.559]  And she tells an extraordinary story of Hunter Biden going to the Chateau Marmont.
[01:04:00.559 --> 01:04:04.863]  That's a watering hole for the entertainment elite in Hollywood.
[01:04:05.303 --> 01:04:08.850]  He hires a Russian hooker from a local escort service.
[01:04:08.850 --> 01:04:13.839]  He plays with her all night, but then when he puts in his credit card to pay her, it's declined.
[01:04:13.839 --> 01:04:15.562]  He puts it in a second time.
[01:04:15.562 --> 01:04:16.223]  It's declined.
[01:04:16.815 --> 01:04:21.277]  He then whoops out another credit card that belongs to Joe Biden.
[01:04:21.277 --> 01:04:22.918]  And it goes through.
[01:04:22.918 --> 01:04:25.659]  What he didn't know is the first two charges went through as well.
[01:04:25.659 --> 01:04:29.081]  So he ended up paying $25,000 for a Russian hooker.
[01:04:29.081 --> 01:04:31.062]  And who shows up to bail him out?
[01:04:31.062 --> 01:04:32.663]  Why, it's the Secret Service.
[01:04:32.663 --> 01:04:35.384]  Of course, they deny that they had any involvement.
[01:04:35.384 --> 01:04:36.265]  Hold on, Roger.
[01:04:36.265 --> 01:04:38.406]  I got Mike Lindell coming on.
[01:04:38.406 --> 01:04:39.006]  We're getting him on.
[01:04:40.548 --> 01:04:41.068]  60 second break.
[01:04:41.068 --> 01:04:45.414]  I want you to recap this investigative journalist at the New York Post for like two minutes.
[01:04:45.414 --> 01:04:46.715]  Just get to the rest of this.
[01:04:46.715 --> 01:04:47.857]  We come back in 60 seconds.
[01:04:47.857 --> 01:04:49.979]  This is too important to end it right now.
[01:04:49.979 --> 01:04:50.800]  Roger Stone.
[01:04:50.800 --> 01:04:54.184]  And we'll tell the viewers and listeners how to find Roger Stone's website.
[01:04:54.184 --> 01:04:56.027]  Mike Lindell's coming up as well.
[01:04:56.027 --> 01:04:56.667]  Back in 60 seconds.
[01:05:00.053 --> 01:05:03.695]  Infowars is here because there's a war on for your mind.
[01:05:03.695 --> 01:05:06.336]  That's why it's been our motto for more than 25 years.
[01:05:06.336 --> 01:05:17.281]  And if you research even the UN's own admissions, over 2 billion people on planet Earth, out of 7.5 billion, have cognitive disabilities, lower IQ because of lack of iodine.
[01:05:17.281 --> 01:05:21.523]  That's why they work to make sure iodine isn't in the food, isn't in the salt anymore.
[01:05:21.523 --> 01:05:23.124]  Now regular iodine that you find
[01:05:23.784 --> 01:05:28.848]  In food is bound to different minerals, and so it's hard for your body to absorb.
[01:05:28.848 --> 01:05:33.952]  But if you get the proper type of iodine, there's three types that are good for the body, it does amazing things.
[01:05:33.952 --> 01:05:35.534]  It's essential in the body.
[01:05:35.534 --> 01:05:39.176]  Well, we have our amazing Tri-Iodine, a big shipment came in.
[01:05:39.176 --> 01:05:42.699]  We're able to offer it at the lowest price ever, 60% off.
[01:05:42.699 --> 01:05:48.344]  That is Survival Shield X3, 60% off with three types of powerful iodine.
[01:05:48.344 --> 01:05:50.085]  Tri-Iodine is from a patented
[01:05:50.145 --> 01:05:53.766]  If you don't run your subconscious mind yourself, someone else will.
[01:05:53.766 --> 01:05:54.606]  You are the resistance.
[01:05:54.606 --> 01:05:55.106]  It's Alex Jones.
[01:06:19.745 --> 01:06:32.777]  We don't need no education We don't need no thought control No dark sarcasm in the classroom
[01:06:46.321 --> 01:06:51.046]  Ladies and gentlemen, Mike Lindell is going to be joining us here in about three minutes.
[01:06:51.046 --> 01:06:54.490]  He's been valiantly fighting, exposing election fraud.
[01:06:54.490 --> 01:06:57.192]  Massive proof already coming out in Arizona and many other states.
[01:06:57.192 --> 01:06:58.774]  It's just overwhelming.
[01:06:58.774 --> 01:07:01.797]  But the mainstream media gaslighting us, saying none of that exists.
[01:07:01.797 --> 01:07:05.041]  In fact, questioning it should be illegal, they're saying.
[01:07:05.041 --> 01:07:06.382]  We're getting Mike Lindell on right now.
[01:07:06.382 --> 01:07:07.123]  We'll be talking to him.
[01:07:07.890 --> 01:07:16.153]  He's got major developments and breaking news as he continues to barnstorm the country, rallying Americans to stand up for voting rights integrity.
[01:07:16.153 --> 01:07:23.155]  We just narrowly defeated the Democrats federalizing elections and putting in all their illegal actions to steal further elections.
[01:07:23.155 --> 01:07:26.356]  This is just a down-the-wire fight for this country.
[01:07:26.356 --> 01:07:29.697]  But Roger Stone, who joined us in the last hour, dropped a bombshell at the end.
[01:07:29.697 --> 01:07:33.299]  And yes, I've seen the big investigative journalist at the New York Post.
[01:07:33.299 --> 01:07:34.559]  I'm familiar with her work.
[01:07:34.559 --> 01:07:37.320]  I know Giuliani's being persecuted, has his law license stripped.
[01:07:37.900 --> 01:07:40.023]  Because he exposed the laptop.
[01:07:40.023 --> 01:07:42.226]  And Roger, you were starting to get into that.
[01:07:42.226 --> 01:07:44.989]  Recap just briefly what happened and where this is going.
[01:07:44.989 --> 01:07:48.533]  Because here they are saying they're about to try to indict the Trump Organization.
[01:07:48.533 --> 01:07:49.314]  Unheard of.
[01:07:49.314 --> 01:07:51.036]  No evidence.
[01:07:51.036 --> 01:07:53.559]  When we have Hunter being a Chinese spy and his father.
[01:07:53.559 --> 01:07:54.260]  It's just incredible.
[01:07:55.481 --> 01:07:58.542]  Well, first of all, let me commend your next guest, Mike Lindell.
[01:07:58.542 --> 01:08:03.403]  He is a great patriot and a man who has the courage to put his money where his mouth is.
[01:08:03.403 --> 01:08:10.905]  He's extraordinarily selfless and he's done an incredible job of exposing the single greatest fraud in American history.
[01:08:10.905 --> 01:08:12.466]  A true patriot.
[01:08:12.466 --> 01:08:17.067]  Alex, it's very, very clear that there's a two-tiered justice system.
[01:08:17.606 --> 01:08:19.868]  Hunter Biden can drop the N-word.
[01:08:19.868 --> 01:08:23.410]  Didn't see Al Sharpton complaining about that, or Jesse Jackson.
[01:08:23.410 --> 01:08:25.432]  He can take in millions of dollars.
[01:08:25.432 --> 01:08:32.197]  He still owes a substantial portfolio in a communist Chinese-backed investment fund.
[01:08:32.197 --> 01:08:37.401]  Joe Biden told us in the debate that none of his children would have any foreign investments while he was president.
[01:08:37.401 --> 01:08:42.084]  But this $200 million stake is still in the Chinese company.
[01:08:42.084 --> 01:08:44.426]  He's clearly had sex with underage women.
[01:08:44.426 --> 01:08:46.828]  We have seen the videos with our own eyes.
[01:08:47.943 --> 01:08:52.687]  He is raked in millions from Ukraine, from China, even U.S.
[01:08:52.687 --> 01:09:01.915]  companies, but he isn't being charged in a civil suit over taxes by the IRS, although we're told there's an open investigation.
[01:09:01.915 --> 01:09:05.198]  There's no ends to which they will go to cover for this guy.
[01:09:05.918 --> 01:09:09.999]  Why is he not being subjected to the same laws that other people are?
[01:09:09.999 --> 01:09:11.460]  Myself specifically.
[01:09:11.460 --> 01:09:27.425]  The government is harassing me over interest in penalties and back taxes when I've paid them over a half million dollars in taxes over the last four years on a monthly basis and would have continued to pay had they not destroyed me financially in the Mueller investigation.
[01:09:27.425 --> 01:09:33.467]  And now, as you know, with my wife suffering from stage four cancer, I've got to go out and raise the money for her treatment.
[01:09:33.507 --> 01:09:34.588]  That was my next question.
[01:09:34.588 --> 01:09:43.858]  People don't know what it's like to be attacked, and when you stand up like a Mike Lindell or a Roger Stone or a Donald Trump, you get indicted, you get attacked, you get sued, you get demonized.
[01:09:43.858 --> 01:09:49.664]  How does everybody get a Roger Stone did nothing wrong t-shirt to help spread the word and fund your operation?
[01:09:50.583 --> 01:09:57.727]  Well, first of all, if you want to help pay for my wife's cancer treatments and her care, you can go to StoneFamilyFund.com.
[01:09:57.727 --> 01:10:00.368]  StoneFamilyFund.com.
[01:10:00.368 --> 01:10:03.129]  I particularly want to thank Mike Adams of the Health Ranger.
[01:10:03.129 --> 01:10:14.075]  The Health Ranger, it's not that he's given me medical advice, he hasn't, but he has given me, donated a number of products that, based on my own research, I know are very effective in the fighting of cancer.
[01:10:14.075 --> 01:10:20.218]  So, God bless you, Mike, and God bless all the people who are helping my wife in this extraordinarily valiant battle.
[01:10:20.558 --> 01:10:27.581]  If you want to get your Roger Stone did nothing wrong t-shirt, you need to go to the stonecoaldtruth.com in the store.
[01:10:27.581 --> 01:10:30.003]  Actually, I think it's under construction at this moment.
[01:10:30.003 --> 01:10:32.524]  We'll be back with a new payment processor.
[01:10:32.524 --> 01:10:33.324]  You know that story.
[01:10:33.324 --> 01:10:34.265]  I know what you've been through.
[01:10:34.265 --> 01:10:35.345]  That's why I want to support you.
[01:10:35.345 --> 01:10:42.268]  And we just really appreciate you and President Trump and Mike Lindell and others because I'm one of the few people that actually knows what it's like to stand up against them.
[01:10:42.268 --> 01:10:43.749]  And I know we've been persecuted.
[01:10:43.749 --> 01:10:46.691]  So we're going to hang together, hang separate, as Benjamin Franklin said.
[01:10:46.691 --> 01:10:47.531]  Thank you so much, Roger.
[01:10:48.519 --> 01:10:52.588]  Great to be here and I'm going to hang on and watch Mike Lindell, a great patriot.
[01:10:52.588 --> 01:10:53.409]  Absolutely.
[01:10:53.409 --> 01:10:56.235]  Now, there goes Roger Stone.
[01:10:56.235 --> 01:10:59.703]  Mike Lindell has been charging around the country.
[01:11:00.467 --> 01:11:03.349]  Exposing the incredible fraud of this election.
[01:11:03.349 --> 01:11:07.090]  The amount of evidence has come out of Arizona and Pennsylvania and Georgia.
[01:11:07.090 --> 01:11:11.953]  And now the Georgia governor and others are having to admit that there was fraud.
[01:11:11.953 --> 01:11:13.334]  And the Democrats are getting scared.
