[00:00:02.876 --> 00:00:04.837]  This is the InfoWar.
[01:47:15.123 --> 01:47:16.845]  And they're all patriots.
[01:47:16.845 --> 01:47:21.851]  So if they're allowing this to happen or even fueling it to happen, what do you think they're trying to achieve from this?
[01:47:23.516 --> 01:47:26.618]  It's chaos, and then they can come in as the saviors over the chaos.
[01:47:26.618 --> 01:47:27.278]  Yeah.
[01:47:27.278 --> 01:47:31.400]  Well, I mean, it's one thing if you overthrow some bad guy and then put something good in.
[01:47:31.400 --> 01:47:40.785]  That's still meddling in the foreign affairs, but you overthrow a good guy and you put in ISIS to kill every Christian you find, and then Obama won't let Christian refugees out?
[01:47:40.785 --> 01:47:41.786]  He'll only let Sunnis out?
[01:47:42.972 --> 01:47:45.233]  I mean, it's like diabolical, man.
[01:47:45.233 --> 01:47:51.614]  I mean, you really look at it, it's like, wow, what have Christians done for the government to have this giant, look at the IRS persecution.
[01:47:51.614 --> 01:47:52.034]  Yeah.
[01:47:52.034 --> 01:47:55.535]  I mean, the government has a big giant you-know-what for Christians.
[01:47:55.535 --> 01:47:57.896]  I'm sick of it, I'm not putting up with it.
[01:47:57.896 --> 01:48:03.317]  And some of the thing about the refugees, and I'm not saying it's not real, but there's kind of some funny moments in the film where
[01:48:03.897 --> 01:48:09.924]  Well, we're watching all these stories about like, you know, millions of refugees, millions of refugees, and we get in the van and we go there and they're not there.
[01:48:09.924 --> 01:48:12.407]  And then we go to this location and we can't find them.
[01:48:12.407 --> 01:48:17.132]  And we're constantly looking for where are all these millions of refugees we keep seeing on the news.
[01:48:17.132 --> 01:48:19.235]  They keep evaporating or changing.
[01:48:19.235 --> 01:48:19.796]  Well, they do.
[01:48:19.796 --> 01:48:23.560]  Once they get to the parent place with the Germans or whatever, they're dispersed.
[01:48:23.700 --> 01:48:24.941]  Yeah, that was crazy.
[01:48:24.941 --> 01:48:30.643]  But I mean, everywhere we got, they were just, you know, we just kept getting to places where, oh, they were just here, they were just here.
[01:48:30.643 --> 01:48:34.645]  Well, that's because you see them on their lead across the border, 5,000, and then they just run for the hills.
[01:48:36.380 --> 01:48:40.162]  Yeah, but I think also the news is having a lot to do with it.
[01:48:40.162 --> 01:48:47.186]  Well, we have reporters over in France and England, and every day at the tunnel there's people trying to hijack cars and just wandering around breaking things.
[01:48:47.186 --> 01:48:47.927]  I mean, it's bad.
[01:48:47.927 --> 01:48:48.387]  Yeah.
[01:48:48.387 --> 01:48:55.371]  No, no, I know it's really out there, but I think the way the news, the way the mainstream media is distorting the way it's really going down.
[01:48:55.371 --> 01:48:55.631]  I agree.
[01:48:55.631 --> 01:48:56.532]  Did we ever get the doctor back?
[01:49:00.942 --> 01:49:01.583]  Sure.
[01:49:01.583 --> 01:49:03.764]  In fact, this is an important clip.
[01:49:03.764 --> 01:49:08.608]  Democrat calls for surtax on the American people to pay for war against Islamic State.
[01:49:08.608 --> 01:49:09.388]  They create it.
[01:49:09.388 --> 01:49:10.109]  They fund it.
[01:49:10.109 --> 01:49:10.870]  They protect it.
[01:49:11.670 --> 01:49:20.452]  And then they're actually pitching it, let's put a tax on all Americans, a war tax, it'll never go away, on everything, to pay to fight the group they're publicly funding.
[01:49:20.452 --> 01:49:23.532]  They'll probably actually give the money directly to ISIS and Al-Qaeda.
[01:49:23.532 --> 01:49:25.333]  Here's the over-the-top clip.
[01:49:25.333 --> 01:49:35.114]  President Obama sent us an AUMF, that's Washington speak for a request for a declaration of war against ISIS, all the way back in February.
[01:49:35.114 --> 01:49:37.675]  And we have not taken it up, debated it, and passed it.
[01:49:38.135 --> 01:49:42.577]  And we owe that to our veterans and to those serving in the conflict against ISIS.
[01:49:42.577 --> 01:49:46.579]  But we also need to stand up and say, how are we going to pay for it?
[01:49:46.579 --> 01:49:52.422]  All the previous wars, as you referenced, before Iraq and Afghanistan, had a dedicated war surtax.
[01:49:52.422 --> 01:49:59.946]  And I think that's one way we could fairly pay for it, with a small surtax that exempted active-duty military families and veterans.
[01:50:02.025 --> 01:50:04.927]  Folks, the military-industrial complex is the most bloated in the world.
[01:50:04.927 --> 01:50:05.347]  The U.S.
[01:50:05.347 --> 01:50:08.008]  defense budget is more than half the world defense budget.
[01:50:08.008 --> 01:50:10.310]  Now the military-industrial complex wants more?
[01:50:10.310 --> 01:50:13.712]  You people want more?
[01:50:13.712 --> 01:50:16.253]  And of course you'll exempt yourselves, saying the troops will be exempt.
[01:50:16.253 --> 01:50:17.274]  They'll bring that back later.
[01:50:17.274 --> 01:50:18.895]  You won't even give them health care.
[01:50:18.895 --> 01:50:20.916]  We deserve, our troops deserve a new tax!
[01:50:22.119 --> 01:50:26.263]  Directly to pay to fight the group they created.
[01:50:26.263 --> 01:50:28.905]  I mean, I have never seen more oxymoron... Well, I guess I did.
[01:50:28.905 --> 01:50:34.971]  The State Department came out yesterday and said, we have brought peace to Syria when they ran the whole destabilization.
[01:50:34.971 --> 01:50:35.632]  Kevin?
[01:50:35.632 --> 01:50:36.913]  Well, what do you think they're trying to do?
[01:50:36.913 --> 01:50:39.155]  What do you think the endgame here in the States is, though?
[01:50:39.315 --> 01:50:40.116]  In America.
[01:50:40.116 --> 01:50:41.878]  And to turn everything into a ghetto?
[01:50:58.755 --> 01:51:01.796]  My dad was 59 when he collapsed from a heart attack late last year.
[01:51:01.796 --> 01:51:04.436]  Just this past August was when we spread his ashes on the St.
[01:51:04.436 --> 01:51:05.177]  Croix River.
[01:51:05.177 --> 01:51:07.397]  I loved my dad, but boy was he stubborn.
[01:51:07.397 --> 01:51:10.358]  He hadn't been to the doctor in over 25 years.
[01:51:10.358 --> 01:51:11.238]  His excuse?
[01:51:11.238 --> 01:51:12.578]  He simply couldn't afford it.
[01:51:12.578 --> 01:51:14.179]  He wasn't a rich man by any means.
[01:51:14.179 --> 01:51:19.940]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[01:51:19.940 --> 01:51:20.980]  Don't wait.
[01:51:20.980 --> 01:51:23.641]  Go to LibertyOnCall.org right now.
[01:51:23.641 --> 01:51:26.121]  For not just your sake, but for the sake of your loved ones.
[01:51:26.121 --> 01:51:27.742]  Again, that's LibertyOnCall.org.
[01:51:28.582 --> 01:51:32.044]  So you've got to take a state construction license exam or certification.
[01:51:32.044 --> 01:51:34.466]  Can't decide on what books or what chapters to study?
[01:51:34.466 --> 01:51:39.049]  Discover right now how you can eliminate unnecessary books and wasted study time.
[01:51:39.049 --> 01:51:46.614]  At ContractorExam.com, our study materials zero in on state-required test topics in an effective, multiple-choice format.
[01:51:46.614 --> 01:51:54.259]  So whether you're a plumber, electrician, general contractor, or other construction-related trade, ContractorExam.com will help get you prepared.
[01:51:54.259 --> 01:51:58.042]  Visit us at www.ContractorExam.com today.
[01:51:58.615 --> 01:52:08.039]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[01:52:08.039 --> 01:52:12.461]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[01:52:12.461 --> 01:52:19.464]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[01:52:19.464 --> 01:52:21.345]  Buy now at DefenderShield.com.
[01:52:21.345 --> 01:52:23.746]  For 10% off, use promo code GCN.
[01:52:23.746 --> 01:52:27.248]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[01:52:28.194 --> 01:52:29.875]  Are you looking to sell body armor?
[01:52:29.875 --> 01:52:32.816]  Want to make extra money selling body armor at your local gun shows?
[01:52:32.816 --> 01:52:36.497]  With low minimum buys and great returns, KD Armor is the answer.
[01:52:36.497 --> 01:52:38.177]  Make money in your spare time.
[01:52:38.177 --> 01:52:45.460]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[01:52:45.460 --> 01:52:47.340]  And they'll ship it to you for free.
[01:52:47.340 --> 01:52:49.941]  If you own a business, give them a call today at 855-488-KD.
[01:52:49.941 --> 01:52:50.462]  That's 855-488-2284.
[01:52:50.462 --> 01:52:51.422]  Or go to KDArmor.com.
[01:52:51.422 --> 01:52:52.482]  Come and take it.
[01:52:58.499 --> 01:53:01.243]  The following statements have not been evaluated by the FDA.
[01:53:01.243 --> 01:53:04.729]  This product is not intended to diagnose, treat, cure, or prevent any disease.
[01:53:05.945 --> 01:53:09.426]  Something shocking just happened in a Coast Guard unit in San Diego.
[01:53:09.426 --> 01:53:14.868]  The old guys in the unit have turned the tables and are now destroying the young bucks in head-to-head fitness tests.
[01:53:14.868 --> 01:53:16.348]  How is this even possible?
[01:53:16.348 --> 01:53:23.891]  Turns out, the old guys in this unit have been part of a special test group for a doctor-formulated fountain of youth drink called Patriot Power Greens.
[01:53:23.891 --> 01:53:31.533]  Patriot Power Greens has been so effective for many of the older soldiers that it's made their achy joints, stiff muscles, and lack of energy a thing of the past.
[01:53:31.533 --> 01:53:34.734]  Previously, this drink was only available to elite military units.
[01:53:35.014 --> 01:53:42.820]  But for a limited time, the creator of Patriot Power Greens has set aside a small number of free samples specifically for our conservative friends.
[01:53:42.820 --> 01:53:46.003]  All they ask is that you chip in a few bucks to cover shipping.
[01:53:46.003 --> 01:53:50.126]  To claim your free samples of Patriot Power Greens, go to Greens75.com.
[01:53:50.126 --> 01:53:50.827]  That's Greens75.com.
[01:53:50.827 --> 01:53:51.227]  Greens75.com.
[01:54:02.250 --> 01:54:10.594]  Sir, Amit Yala is our guest.
[01:54:10.594 --> 01:54:12.774]  We finally got him on the phone.
[01:54:12.774 --> 01:54:13.795]  Thank you so much for being with us.
[01:54:13.795 --> 01:54:15.215]  It's about 5-10 minutes to the next hour.
[01:54:15.215 --> 01:54:21.117]  Sir, you've been trying to get started here with your incredible historic interviews with these ISIS people.
[01:54:21.117 --> 01:54:21.838]  Please continue.
[01:54:21.838 --> 01:54:22.758]  Give us the big picture.
[01:54:22.758 --> 01:54:25.239]  In one of the interviews with Kevin, you talked about
[01:54:26.235 --> 01:54:29.196]  The fact that it's just unprecedented.
[01:54:29.196 --> 01:54:34.037]  I believe you said that ISIS is being used to basically take Syria away.
[01:54:34.037 --> 01:54:36.178]  I mean, what's the geopolitical aim here?
[01:54:36.178 --> 01:54:39.419]  Who's really behind ISIS, sir?
[01:54:39.419 --> 01:54:45.020]  Okay, we have interviewed around 30 ISIS defectors as of now.
[01:54:45.020 --> 01:54:51.742]  And this question was one of the questions I asked them, with Dr. Anspecter, during our interview.
[01:54:51.742 --> 01:54:54.203]  I have three answers to this question.
[01:54:55.272 --> 01:55:02.234]  Most of the time, the defectors answered in similar ways.
[01:55:02.234 --> 01:55:08.297]  The first, they argued that Syria and Iran is behind ISIS.
[01:55:08.297 --> 01:55:11.658]  The second, Russia is behind ISIS.
[01:55:11.658 --> 01:55:17.320]  And the third, Saudi Arabia, Qatar, and Turkey behind ISIS.
[01:55:17.320 --> 01:55:24.342]  The ISIS fighters, or the terrorists, who had been in the field and fought,
[01:55:25.616 --> 01:55:37.025]  I think that those three countries are behind the fertilizer or forcing factors behind ISIS.
[01:55:37.025 --> 01:55:50.997]  They think Syria, because Syria and Iran are acting together in the region, and they think that Assad is trying to show the whole world that if you do not work with me, you have to work with these animals.
[01:55:50.997 --> 01:55:52.218]  So here, have a request them.
[01:55:53.653 --> 01:56:01.278]  I don't think there's any evidence that Assad's behind ISIS.
[01:56:01.278 --> 01:56:02.659]  That was my next question.
[01:56:02.659 --> 01:56:04.800]  How do you know they haven't defected to you to give you this info?
[01:56:23.934 --> 01:56:34.419]  And I understand their stories are true through what they are talking and through their narrative.
[01:56:34.419 --> 01:56:43.623]  For example, when I asked about Russia, they said there are Russian generals who are at the age of around 40, 45.
[01:56:43.623 --> 01:56:49.886]  They claim that they are retired from Russian military as generals.
[01:56:50.612 --> 01:56:55.395]  They converted to Islam and right now they are fighting for ISIS.
[01:56:55.395 --> 01:57:05.120]  And when they described those generals, they were the ones who were making the critical decisions on the battlefield.
[01:57:05.120 --> 01:57:09.302]  And one of the fighters told me that I never trusted them because
[01:57:10.148 --> 01:57:13.009]  They were there in the name of Russia.
[01:57:13.009 --> 01:57:15.250]  I asked them if they were Chechens.
[01:57:15.250 --> 01:57:16.511]  He said no.
[01:57:16.511 --> 01:57:18.732]  These are real blond Russians.
[01:57:18.732 --> 01:57:22.414]  And they are the ones who were steering us towards the war.
[01:57:27.696 --> 01:57:36.341]  Sure, the only line I've seen on that, doctor, is that the Russians in Chechnya and other areas basically try to run the radicals out and just say, get out of the country.
[01:57:36.341 --> 01:57:38.162]  And then some of them have then been coming to Syria.
[01:57:38.162 --> 01:57:50.991]  But I don't even think the CIA and others who've been caught up to their eyeballs working with ISIS and NATO have said that the Russians, well, that would be full spectrum dominance if the Russians were running ISIS and countering ISIS.
[01:57:54.934 --> 01:58:06.406]  But people in ISIS said that those three countries, or those three groups at least, have stakes in it.
[01:58:06.406 --> 01:58:10.891]  You know, they were at least using ISIS for their own causes.
[01:58:10.891 --> 01:58:11.512]  You can say that.
[01:58:12.560 --> 01:58:16.222]  I was about to say, I don't know how ISIS would follow Russians.
[01:58:16.222 --> 01:58:19.723]  I mean, I just, I just, look, I mean, you're there, you've done these interviews.
[01:58:19.723 --> 01:58:22.184]  Well, 60 seconds, we got a break, sir.
[01:58:22.184 --> 01:58:23.285]  60 seconds, one minute break.
[01:58:23.285 --> 01:58:30.568]  I want to come back and ask you, summing it all up, because I heard you in an interview with Kevin talking about the plan is to bring down Syria, okay.
[01:58:30.568 --> 01:58:34.610]  Well, who's behind that then from your research?
[01:58:34.610 --> 01:58:40.132]  I mean, pretty, pretty interesting stuff we're hearing here today.
[01:58:40.132 --> 01:58:41.633]  Thank you for listening to GCN.
[01:58:43.599 --> 01:58:48.560]  Visit GCNlive.com today.
[01:58:48.560 --> 01:58:54.782]  Our bloated federal government and a coterie of megacorporations are hoping that we all have the memory of a goldfish.
[01:58:54.782 --> 01:58:57.963]  We forget to use those holiday gift cards.
[01:58:57.963 --> 01:59:07.125]  Every year, millions of Americans are unknowingly letting government institutions and megacorporations steal billions of dollars of their money.
[01:59:07.125 --> 01:59:10.186]  Instead, use your gift cards to help support the info war
[01:59:10.506 --> 01:59:10.786]  We're good.
[01:59:29.580 --> 01:59:32.022]  Don't throw those gift cards away.
[01:59:32.022 --> 01:59:40.430]  Use that money to get high quality products and save 15% in the process, all the while funding the tip of the spear in the fight for human liberty worldwide.
[01:59:40.430 --> 01:59:41.812]  That's a 360 win.
[01:59:41.812 --> 01:59:43.653]  Don't donate your money to the banksters.
[01:59:43.653 --> 01:59:51.020]  Visit Infowarsstore.com and help fund the tip of the spear in the fight for human liberty.
[01:59:51.020 --> 01:59:53.723]  You're listening to the Alex Jones Show.
[02:00:09.721 --> 02:00:11.307]  In the age of wonder.
[02:00:26.794 --> 02:00:31.418]  If you are receiving this transmission, you are the resistance.
[02:00:31.418 --> 02:00:38.144]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:00:38.144 --> 02:00:45.590]  Dr. Amet S. Yala, ICSVE.org, read more on the site, B-I-V-O-L dot B-G.
[02:00:47.108 --> 02:00:55.953]  I gotta try to get this guy back up sometime when we're not having Skype problems to really do research and then ask him a bunch of hardcore questions.
[02:00:55.953 --> 02:00:58.315]  I mean, I could see the Russians trying to infiltrate ISIS.
[02:00:58.315 --> 02:01:03.178]  I could see the Russians doing something like that, but to have these, quote, ISIS defectors telling him, Russia runs me.
[02:01:03.178 --> 02:01:11.382]  I mean, I think he's saying he's done so many interrogations he believes these aren't infiltrators or double or triple agents, but look what's happened at Guantanamo Bay.
[02:01:11.382 --> 02:01:12.603]  I'm not saying he's wrong.
[02:01:12.603 --> 02:01:13.804]  I don't want to spend a limited time
[02:01:14.384 --> 02:01:16.145]  Okay, now, for example, I always questioned why
[02:01:41.949 --> 02:01:45.690]  Assad and ISIS are not fighting each other.
[02:01:45.690 --> 02:01:51.812]  They claim that they are there to get rid of Syrian regime, right?
[02:01:51.812 --> 02:01:57.054]  But in their history, ISIS never fought against Bashar.
[02:01:57.054 --> 02:02:02.695]  For example, when they captured Tal Abyad, they were running refineries over there.
[02:02:02.695 --> 02:02:05.156]  And the refineries were broken.
[02:02:05.156 --> 02:02:10.998]  So they talked to Syrian government and Assad sent them engineers to fix those refineries.
[02:02:12.096 --> 02:02:21.483]  They let Syrian engineers fix refineries for like a week, and then they started to sell oil to Assad, the Bashar regime.
[02:02:21.483 --> 02:02:31.790]  And some of their fighters started to question this act, and they said, how come we are giving the Bashar regime the oil?
[02:02:31.790 --> 02:02:35.553]  He turns back and kills our people with that oil.
[02:02:35.553 --> 02:02:38.515]  In their history, they never really fought against Bashar.
[02:02:41.872 --> 02:02:51.238]  For example, in Raqqa, when they were going into Raqqa, there were strongholds of Bashar regime.
[02:02:51.238 --> 02:02:57.562]  They say the soldiers' fleet and Bashar left all the weapons and ammunition to ISIS.
[02:02:57.562 --> 02:03:00.064]  And same thing happened in several places.
[02:03:00.064 --> 02:03:10.571]  So there are lots of questions which cannot be answered or understood by even the high-level ISIS members.
[02:03:11.516 --> 02:03:19.559]  So, it's clearly understandable that there are lots of things going on behind the scenes.
[02:03:19.559 --> 02:03:19.799]  Sure.
[02:03:19.799 --> 02:03:26.662]  The head of Defense Intelligence, who just quit a few months ago, went on Al Jazeera, I don't know if you've seen the clip, Doctor, and he said that the U.S.
[02:03:26.662 --> 02:03:33.244]  government basically funded and helped ISIS, that that was a direct order of Obama.
[02:03:33.244 --> 02:03:37.606]  I don't think so, or I have never heard of this.
[02:03:37.606 --> 02:03:38.106]  Interesting.
[02:03:38.106 --> 02:03:40.647]  So, overall, what is your organization working on today?
[02:03:42.116 --> 02:03:46.098]  Right now, they are in trouble.
[02:03:46.098 --> 02:03:51.900]  However, it doesn't mean that they are not going to exist in the next century.
[02:03:51.900 --> 02:04:00.004]  Even though they are losing land, it might be more problematic for the West or for us, because they are not going anywhere.
[02:04:00.004 --> 02:04:04.726]  So if they lose land, they are going to be among us, which is more difficult to deal with them.
[02:04:05.986 --> 02:04:17.935]  Once they are inside you, once they infiltrate the cities in the West, or even in Turkey, it becomes more difficult and the danger they impose becomes higher.
[02:04:17.935 --> 02:04:26.101]  So by losing land, it doesn't mean that they are going to get off our side in the near future.
[02:04:26.101 --> 02:04:26.662]  No, I get it.
[02:04:26.662 --> 02:04:31.506]  If they're kicked out of Syria, now they will just run around attacking everywhere else.
[02:04:31.506 --> 02:04:32.987]  And of course, Western governments know that.
[02:04:33.772 --> 02:04:42.421]  Yes, and we also should understand that there are lots of Wahhabi youth in Europe and in the United States as well.
[02:04:42.421 --> 02:04:44.543]  Talking about Wahhabist groups, amazing.
[02:04:44.543 --> 02:04:50.129]  Alright, Doctor, I want to have you back on so we can talk about what's happening with the migrants into Europe and get more of your perspective.
[02:04:50.129 --> 02:04:53.353]  ICSVE.org, thank you so much.
[02:04:53.353 --> 02:04:55.215]  We'll be back with Kevin Booth and Joe Biggs.
[02:04:59.150 --> 02:05:04.392]  The Affluenza teen and his mother have been taken into custody, reports Reuters.
[02:05:04.392 --> 02:05:15.037]  A wealthy Texas teen, who had been a fugitive after breaking his probation sentence for killing four people while driving drunk, will be returned to the United States after being caught in Mexico.
[02:05:15.037 --> 02:05:22.120]  Ethan Couch, age 18, and his mother, Tanya, were taken into custody Monday evening in a resort in Mexico.
[02:05:22.120 --> 02:05:25.482]  Couch became known in the United States as the Affluenza teen.
[02:05:25.842 --> 02:05:40.006]  During his trial in juvenile court over the 2013 deaths, when a psychologist said he was so wealthy and spoiled that he could not tell the difference between right and wrong, he has been serving 10 years probation for intoxication manslaughter.
[02:05:40.006 --> 02:05:42.627]  A sentence critics saw as far too light.
[02:05:42.627 --> 02:05:50.389]  Couch and his mother disappeared earlier this month, prompting officials in Tarrant County, Texas to issue a warrant for his apprehension.
[02:05:50.389 --> 02:05:53.490]  You can find more reports on InfoWars.com.
[02:05:58.274 --> 02:06:01.796]  When cells become toxic, they die early and aging sets in.
[02:06:01.796 --> 02:06:10.021]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:06:10.021 --> 02:06:15.445]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:06:15.445 --> 02:06:17.986]  You want the best that's out there at the lowest price anywhere?
[02:06:17.986 --> 02:06:20.088]  We now have the synergistic solution.
[02:06:20.088 --> 02:06:24.270]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:06:28.272 --> 02:06:32.633]  Used since before the days of the Roman Empire to support the body's natural systems.
[02:06:32.633 --> 02:06:36.795]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[02:06:36.795 --> 02:06:41.736]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:06:41.736 --> 02:06:46.378]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:06:46.378 --> 02:06:49.879]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:06:49.879 --> 02:06:53.320]  Now available in our limited first run at Infowarslife.com.
[02:06:53.320 --> 02:06:55.140]  That's Infowarslife.com or call 888-253-3139.
[02:06:58.001 --> 02:07:05.205]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:07:05.205 --> 02:07:14.550]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:07:14.890 --> 02:07:22.259]  Now, Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[02:07:22.259 --> 02:07:30.068]  Infowarslife.com developed a silver bullet by closely working with one of the top silver manufacturing labs in the United States.
[02:07:30.068 --> 02:07:33.352]  We set out to bring you the very best at the lowest price.
[02:07:33.752 --> 02:07:38.713]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[02:07:38.713 --> 02:07:43.134]  In these times, it's essential to have high-quality, loyal silver on hand.
[02:07:43.134 --> 02:07:46.155]  No survival chest is complete without Silver Bullet.
[02:07:46.155 --> 02:07:49.275]  Exclusively available at Infowarslife.com.
[02:07:49.275 --> 02:07:53.596]  Secure your Silver Bullet today at Infowarslife.com or by calling toll-free 888-253-3139.
[02:08:05.964 --> 02:08:06.091]  Yeah.
[02:08:12.765 --> 02:08:19.348]  You are a programmable guy that goes and watches Olympus is Falling and believes all this and really thinks you're a hero.
[02:08:19.348 --> 02:08:19.988]  G.I.
[02:08:19.988 --> 02:08:22.289]  Joe, great American hero.
[02:08:22.289 --> 02:08:23.490]  Joe, Joe.
[02:08:23.490 --> 02:08:24.930]  You don't work for Joe.
[02:08:24.930 --> 02:08:26.971]  Joe got taken over.
[02:08:26.971 --> 02:08:27.531]  The G.I.
[02:08:27.531 --> 02:08:30.213]  Joe command base is run by Cobra.
[02:08:30.213 --> 02:08:32.133]  Do you understand that?
[02:08:32.133 --> 02:08:37.316]  And I use a child analogy to get through to you because that's your main programming template in North America.
[02:08:37.316 --> 02:08:38.676]  They're on record with that.
[02:08:38.676 --> 02:08:40.157]  That was all Pentagon directed.
[02:08:40.737 --> 02:08:42.577]  You understand you work for Cobra.
[02:08:42.577 --> 02:08:44.058]  You dress like Cobra.
[02:08:44.058 --> 02:08:45.718]  You have the tactics of Cobra.
[02:08:45.718 --> 02:08:46.999]  You are Cobra.
[02:08:46.999 --> 02:08:48.919]  Hail Cobra!
[02:08:48.919 --> 02:08:49.999]  You want to be little boys?
[02:08:49.999 --> 02:08:52.920]  Or do you want to really join the Republic?
[02:08:52.920 --> 02:08:58.041]  They know what's going on at the Bundy Ranch, and they won't even let a police information officer give us any information.
[02:08:58.041 --> 02:08:59.241]  That's a bunch of bull****.
[02:08:59.241 --> 02:09:00.682]  It's all these stupid G.I.
[02:09:00.682 --> 02:09:03.542]  Joe movies and stuff, where the White House is attacked.
[02:09:03.542 --> 02:09:05.283]  The White House is run by Cobra!
[02:09:05.783 --> 02:09:13.892]  When I went through the process of becoming Press Secretary, one of the first things they told me was, you're not even to acknowledge the drone program.
[02:09:13.892 --> 02:09:16.836]  You're not even to discuss that it exists.
[02:09:16.836 --> 02:09:18.457]  It's run by chaos!
[02:09:18.457 --> 02:09:20.360]  It's run by Spectre!
[02:09:20.360 --> 02:09:24.945]  Special Executive for Counterintelligence, Terrorism, Revenge, Extortion.
[02:09:25.780 --> 02:09:26.822]  They run little kids.
[02:09:26.822 --> 02:09:28.064]  They run the snuff films.
[02:09:28.064 --> 02:09:28.885]  They run the drugs.
[02:09:28.885 --> 02:09:29.606]  They run it all.
[02:09:29.606 --> 02:09:34.634]  And because you act like a bunch of naive chumps, this whole thing's gonna come down on us!
[02:09:34.634 --> 02:09:40.363]  Very much concerns me, considering that they have all this bulk ammunition that they're shooting targets of children.
[02:09:40.896 --> 02:09:43.499]  Would you like to tell me who it is that is doing this?
[02:09:43.499 --> 02:09:46.061]  It is the Department of Homeland Security, sir.
[02:09:46.061 --> 02:09:48.023]  Oh, thank you for calling.
[02:09:48.023 --> 02:09:54.169]  To every police officer in this country, to every FBI agent, every Secret Service agent, you work for Spectre.
[02:09:54.169 --> 02:09:55.490]  You work for Chaos.
[02:09:55.490 --> 02:10:00.555]  You work for Cobra.
[02:10:00.555 --> 02:10:01.576]  How do they get power?
[02:10:01.576 --> 02:10:06.020]  They stage a terror attack using Spectre, using Cobra.
[02:10:10.327 --> 02:10:11.548]  Go f*** yourself.
[02:10:11.548 --> 02:10:12.329]  Who is COBRA?
[02:10:12.329 --> 02:10:16.132]  Arms dealing, drug dealing, money laundering group, wearing masks.
[02:10:16.132 --> 02:10:20.675]  They wear masks, ladies and gentlemen, because they're the corporate CEOs.
[02:10:20.675 --> 02:10:23.458]  And they're manipulating the governments against each other.
[02:10:23.458 --> 02:10:24.999]  COBRA runs the Muslims.
[02:10:24.999 --> 02:10:26.840]  COBRA runs the CIA.
[02:10:26.840 --> 02:10:28.221]  COBRA runs it all.
[02:10:28.221 --> 02:10:29.703]  COBRA is real.
[02:10:29.703 --> 02:10:31.204]  You can call it whatever you want.
[02:10:32.495 --> 02:10:34.616]  Cobra is in control of America.
[02:10:34.616 --> 02:10:40.620]  And Cobra says the veterans and the gun owners, they're saying that we're the bad guys.
[02:10:40.620 --> 02:10:45.984]  These people who hold themselves down to be patriots are not.
[02:10:45.984 --> 02:10:48.485]  They're nothing more than domestic terrorists.
[02:10:48.485 --> 02:10:50.106]  That's what Cobra would say.
[02:10:50.106 --> 02:10:51.847]  That's what Specter would say.
[02:10:51.847 --> 02:10:53.629]  That's what Goldfinger would say.
[02:10:53.629 --> 02:10:55.630]  Because that's who those people are.
[02:10:56.330 --> 02:11:01.013]  I am Supreme Cobra Commander!
[02:11:01.013 --> 02:11:06.276]  You call your petty bureaucrats officials and authorities?
[02:11:06.276 --> 02:11:10.178]  You will kneel before Cobra of Faith!
[02:11:12.469 --> 02:11:16.531]  Resistance to tyrants is obedience to God.
[02:11:16.531 --> 02:11:19.072]  It's Alex Jones.
[02:11:19.072 --> 02:11:22.133]  Thank you for joining us, Mr. Cobra Leader.
[02:11:22.133 --> 02:11:24.354]  You pathetic little worm!
[02:11:24.354 --> 02:11:27.836]  How dare you call me Mr. Cobra!
[02:11:34.639 --> 02:11:41.343]  We just had Dr. Ahmet S. Yaila on the broadcast who advises Homeland Security and more.
[02:11:41.343 --> 02:11:45.685]  And he said some things I agree with from the analysis in the clip from your film.
[02:11:45.685 --> 02:11:51.449]  The other stuff he was saying that these quote ISIS defectors tell him, no one else is saying that.
[02:11:52.645 --> 02:12:00.070]  But if the West can't fix intelligence, they will have people defect who will then go give disinfo.
[02:12:00.070 --> 02:12:01.631]  And the system's been caught doing that.
[02:12:01.631 --> 02:12:03.633]  I'm not saying he's doing that.
[02:12:03.633 --> 02:12:09.577]  He seems like a nice enough guy and interesting and, you know, has some of his colleagues killed by ISIS, reportedly.
