[00:00:15.608 --> 00:00:17.210]  8-8-7-6-6-6-0-6-6 today.
[00:50:29.162 --> 00:50:39.370]  Meanwhile, you actually read what the Times of London, interviewing the head of the foundation for the article, they admit, no, it was how to reduce population.
[00:50:39.370 --> 00:50:42.852]  That's how they're helping the little children.
[00:50:42.852 --> 00:50:43.933]  And you find out how they're doing it,
[00:50:44.921 --> 00:50:49.465]  It's breaking up their families, having CPS kidnapping their kids, drugging their kids.
[00:50:49.465 --> 00:50:56.170]  In my film, Endgame, I have the head for the state, for psychiatry, testifying before the legislature.
[00:50:56.170 --> 00:51:09.140]  Representative Susanna Hupp, a great lady, she says, well, why are 68 percent, this is in the film, Endgame, she goes, this is Texas testimony, they said, why are 68 percent of the foster kids on multiple psychotropic drugs?
[00:51:09.140 --> 00:51:11.301]  They said, they have bad genes.
[00:51:11.301 --> 00:51:13.103]  We're having to do this because they have bad genes.
[00:51:13.103 --> 00:51:13.783]  That's just made up.
[00:51:13.783 --> 00:51:14.404]  There's no test.
[00:51:15.677 --> 00:51:18.400]  We put two-thirds plus of the kids.
[00:51:18.400 --> 00:51:28.051]  68% is over two-thirds of the kids on psychotropic drugs.
[00:51:28.051 --> 00:51:28.832]  Now listen to this.
[00:51:28.832 --> 00:51:31.936]  Billionaire club in bid to curve overpopulation.
[00:51:33.146 --> 00:51:46.916]  Now, remember how Margaret Sanger and others, when you read her documents and her letters, it's all, we've got to make them think we're helping them, and we're helping the children, and that we care about them, and that we... And we've also got to run the equality groups, and claim that there needs to be equality for blacks.
[00:51:46.916 --> 00:51:48.997]  This is how we'll get control of their communities.
[00:51:48.997 --> 00:51:52.379]  Right now, they've got their own stores, their own businesses, their own colleges.
[00:51:52.379 --> 00:51:54.341]  They're becoming wealthy.
[00:51:54.341 --> 00:51:59.865]  I mean, folks, blacks had 10% illegitimacy in the 1940s.
[00:51:59.865 --> 00:52:01.806]  They now have over 90% illegitimacy.
[00:52:02.478 --> 00:52:05.701]  Whites had 95% legitimacy.
[00:52:05.701 --> 00:52:14.027]  Now it's past the halfway point where less than half of whites' children are born into a two-parent family.
[00:52:14.027 --> 00:52:16.569]  You say, oh, don't attack one-parent homes!
[00:52:16.569 --> 00:52:17.370]  We're not!
[00:52:17.370 --> 00:52:20.752]  The issue is you're three to four times more likely to end up in prison or on drugs.
[00:52:20.752 --> 00:52:22.273]  The system knows that.
[00:52:22.273 --> 00:52:23.895]  We are homo sapien sapien.
[00:52:23.895 --> 00:52:26.697]  We're meant to be in little tribal units with a man and a woman.
[00:52:28.404 --> 00:52:30.005]  We want to beat the New World Order, folks.
[00:52:30.005 --> 00:52:32.226]  Stop fighting with your husbands and wives.
[00:52:32.226 --> 00:52:32.766]  Team up.
[00:52:32.766 --> 00:52:36.628]  It's the family against the world.
[00:52:36.628 --> 00:52:43.112]  That's how the elites operate, but they teach you to implode your family so the state can have their way with you.
[00:52:43.112 --> 00:52:47.934]  And I have the mainline textbooks where they say, the family belongs to the age of barbarism.
[00:52:47.934 --> 00:52:53.097]  I remember about a year ago, I mentioned a textbook I covered on air that the University of Texas uses.
[00:52:53.888 --> 00:53:16.373]  University of Texas at Austin for all their social workers that says families are obsolete, belong to the age of barbarism and are a disease, all family members are mentally ill, families are mentally ill, everyone needs to be re-educated, and people didn't believe me, so on theprisonplanet.com forum, hundreds of textbooks got scanned and put up all saying the same thing.
[00:53:16.373 --> 00:53:17.994]  It blew everybody away.
[00:53:17.994 --> 00:53:19.874]  It's always worse than I'm telling you.
[00:53:20.529 --> 00:53:34.772]  Now, listen to how this is all put out flowerly and nice, but this goes further than ABC News that just said, oh, the secret rich, you know, they had a secret meeting to help black children, but they won't say what they met about.
[00:53:34.772 --> 00:53:47.695]  And then played weird Superfriend music in the background, with Ted Knight announcing them, the Superfriends and the League of Justice, with the heads of Ted Turner and David Rockefeller literally on superheroes' bodies.
[00:53:48.962 --> 00:53:57.328]  The average moron on fluoride and Prozac and shot up full of mercury watching that, thinking, oh, they're meeting in secret for my own good!
[00:53:57.328 --> 00:54:03.593]  And they're only having to report this now because we keep exposing their secret meetings and making films about how they're meeting to carry out eugenics.
[00:54:03.593 --> 00:54:10.718]  My film, two years ago, released, Endgame, documenting it all, now major news!
[00:54:10.718 --> 00:54:14.801]  Billionaires Club in bid to curb overpopulation.
[00:54:14.801 --> 00:54:14.921]  Oh!
[00:54:16.001 --> 00:54:20.243]  And you actually read what the Bill and Melinda Gates Foundation says they're doing?
[00:54:20.243 --> 00:54:23.145]  With 80 plus billion dollars?
[00:54:23.145 --> 00:54:32.169]  They say it's for creating mosquitoes that fly out and bite people and then inject them with viruses to sterilize them.
[00:54:32.169 --> 00:54:35.231]  You can't make this stuff up!
[00:54:35.231 --> 00:54:38.312]  But when you hear on the news, oh, helping black babies!
[00:54:38.312 --> 00:54:41.434]  Oh, and Bill Gates' daddies, they had a Planned Parenthood.
[00:54:41.434 --> 00:54:41.954]  Oh!
[00:54:41.954 --> 00:54:44.095]  They got awards from Hitler and gave awards to Hitler.
[00:54:44.095 --> 00:54:45.056]  But they don't tell you that part.
[00:54:46.269 --> 00:54:54.080]  Billionaire Club and Bid to Curb Overpopulation America's Richest People meet to discuss ways of tackling a disastrous environmental, social and industrial threat.
[00:54:54.080 --> 00:55:03.093]  Some of America's leading billionaires have met secretly to consider how their wealth could be used to slow the growth of the world's population and speed up improvements in health and education.
[00:55:03.953 --> 00:55:06.774]  And they admit the education to teach you not to have kids.
[00:55:06.774 --> 00:55:09.896]  And see, that's what the global carbon tax is.
[00:55:09.896 --> 00:55:11.897]  They brag that carbon isn't bad.
[00:55:11.897 --> 00:55:13.057]  We're carbon-based life forms.
[00:55:13.057 --> 00:55:16.478]  The planet's based on carbon dioxide, oxygen, water, and sunlight.
[00:55:16.478 --> 00:55:17.679]  Those are the four ingredients.
[00:55:17.679 --> 00:55:25.202]  But by taxing that, they say they're going to shut down the amount of resources that are available to where you can't afford to have a child.
[00:55:25.202 --> 00:55:27.383]  This is why they have to bankrupt the world economy.
[00:55:28.277 --> 00:55:31.740]  Openly read the writings of the former Treasury Secretary.
[00:55:31.740 --> 00:55:33.642]  Henry Paulson's a big eugenicist.
[00:55:33.642 --> 00:55:34.563]  All of them are!
[00:55:34.563 --> 00:55:36.044]  This is a cult!
[00:55:36.044 --> 00:55:41.609]  And so stealing and thieving and setting up tyranny is all good because it's for your own good.
[00:55:41.609 --> 00:55:44.411]  At the end of the article they say, why all the secrecy?
[00:55:44.411 --> 00:55:52.338]  They wanted to speak rich to rich without worrying anything they said would end up in the newspapers, painting them as an alternative to world government.
[00:55:53.680 --> 00:55:55.421]  Because, see, there already is a world government.
[00:55:55.421 --> 00:55:56.162]  See that little statement?
[00:55:56.162 --> 00:55:57.243]  They don't say there's no world government.
[00:55:57.243 --> 00:56:05.749]  They say, oh, an alternative to the world government.
[00:56:05.749 --> 00:56:12.234]  And it just goes on here to go over how they have to reduce the world's populations.
[00:56:12.234 --> 00:56:15.836]  Now, let me tell you how cold-blooded these people are.
[00:56:15.836 --> 00:56:23.422]  Let's say you believe that the world population has to be forcibly reduced by 80% as the United Nations Biological Diversity Assessment
[00:56:24.746 --> 00:56:27.127]  1996 and 1989 state.
[00:56:27.127 --> 00:56:28.028]  And that's conservative.
[00:56:28.028 --> 00:56:36.391]  Most of the... Well, Dr. Pianka here at UT says forcibly, you know, use Ebola to get rid of 90%.
[00:56:36.391 --> 00:56:38.872]  But he at least is somewhat moral in his evil.
[00:56:38.872 --> 00:56:40.973]  He says, I'm ready to die and so is my family.
[00:56:40.973 --> 00:56:42.174]  We all want to die.
[00:56:42.174 --> 00:56:44.655]  Well, Pianka, don't let me get in the way.
[00:56:44.655 --> 00:56:45.655]  You think there's too many people?
[00:56:45.655 --> 00:56:46.476]  You go first.
[00:56:46.476 --> 00:56:49.337]  Oh, but you have an important message to impart.
[00:56:50.310 --> 00:56:57.417]  With all those biology students that write white papers saying you're too liberal, all humans must die.
[00:56:57.417 --> 00:57:08.688]  Yeah, just Google Dr. Eric Pianca, student PhD white papers, human parasites, and you'll read hundreds of published PhDs
[00:57:09.614 --> 00:57:12.775]  Of people 5, 10, 15 years ago, who guess what now?
[00:57:12.775 --> 00:57:15.297]  You Google the names of the PhD students?
[00:57:15.297 --> 00:57:16.857]  Guess where I found out most of them work?
[00:57:16.857 --> 00:57:18.478]  Bioweapons labs!
[00:57:18.478 --> 00:57:20.439]  Oh, yeah, it's no big deal!
[00:57:20.439 --> 00:57:32.024]  They just write white paper saying, oh, I don't, I don't, you know, Alex Jones, in fact, that's how I first learned of it, when they were attacking me, sending me threatening emails, saying, read my, my PhD from 8 years ago!
[00:57:32.873 --> 00:57:37.076]  Dr. Bianca is a genius and you just can't grasp that he's trying to save the Earth.
[00:57:37.076 --> 00:57:41.159]  Humans are a parasite, as you will see in my PhD.
[00:57:41.159 --> 00:57:43.280]  And then we post her little PhD.
[00:57:43.280 --> 00:57:44.761]  Humans are a parasite.
[00:57:44.761 --> 00:57:48.323]  We would be better off with total extermination of the human population.
[00:57:48.323 --> 00:57:51.105]  By the way, I work in a bioweapons lab now.
[00:57:51.105 --> 00:57:53.026]  And you can go look at her in a white lab coat.
[00:57:53.026 --> 00:57:54.467]  You ever seen 12 Monkeys?
[00:57:54.467 --> 00:57:56.008]  They're throwing it in your face.
[00:57:56.008 --> 00:57:56.749]  It isn't funny!
[00:57:58.117 --> 00:57:59.058]  You understand me?
[00:57:59.058 --> 00:58:06.444]  What you're hearing is the most hardcore, key, on-target, sinner of the New World Order information you'll ever hear.
[00:58:06.444 --> 00:58:09.687]  And the only reason you're hearing this is because they don't have total control yet.
[00:58:09.687 --> 00:58:11.989]  They can steer the planet, but they're not in control yet.
[00:58:11.989 --> 00:58:15.291]  But they almost are with their global government, cashless society.
[00:58:15.291 --> 00:58:18.794]  They're gonna use phony carbon taxes and fake terror to do it.
[00:58:18.794 --> 00:58:19.355]  Stay with us!
[00:58:19.355 --> 00:58:20.496]  Second hour, straight ahead!
[00:58:22.443 --> 00:58:26.806]  It's no secret that Genesis Communications Network depends on listeners like you.
[00:58:26.806 --> 00:58:29.707]  Now you can do even more to hear Genesis shows in your area.
[00:58:29.707 --> 00:58:34.270]  Simply call your local radio stations and tell them about your favorite GCN programs.
[00:58:34.270 --> 00:58:34.970]  It's easy.
[00:58:34.970 --> 00:58:41.574]  Log on to GCNLive.com or call us toll free 877-807-4048.
[00:58:41.574 --> 00:58:42.334]  Make a difference.
[00:58:42.334 --> 00:58:47.738]  Call your local stations and contact us through affiliate relations at GCNLive.com or call 877-807-4048.
[00:58:47.738 --> 00:58:48.098]  Call today.
[00:58:52.120 --> 00:58:53.361]  Hi, this is Ted Anderson.
[00:58:53.361 --> 00:58:57.923]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:58:57.923 --> 00:59:03.726]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:59:03.726 --> 00:59:07.368]  Gold has outperformed paper investments, yet no word about IRAs.
[00:59:07.368 --> 00:59:10.089]  If you would like to have gold for your retirement, call 800-686-2237.
[00:59:10.089 --> 00:59:15.152]  Don't get left behind by rising inflation and low returns.
[00:59:15.152 --> 00:59:15.432]  Call 800-686-2237.
[00:59:17.993 --> 00:59:22.576]  Secure your future and call 1-800-686-2237.
[00:59:22.576 --> 00:59:25.577]  I was drinking more than I should, and I knew it.
[00:59:25.577 --> 00:59:30.720]  I just made excuses and wrote it off as stress from work or problems at home.
[00:59:30.720 --> 00:59:36.784]  I thought I was functional, but then I realized that just being functional wasn't any kind of life at all.
[00:59:36.784 --> 00:59:41.647]  That's when I heard about a free CD from the National Institute for Alcohol Recovery.
[00:59:41.647 --> 00:59:45.929]  Turns out it's different from anything else out there, including 12-step or hypnosis.
[00:59:46.519 --> 00:59:50.901]  It's based on the latest research and it really turned things around for me.
[00:59:50.901 --> 00:59:57.185]  This free alcohol recovery CD tells you about everything you need to succeed in the privacy of your own home.
[00:59:57.185 --> 00:59:58.445]  We guarantee it.
[00:59:58.445 --> 01:00:06.650]  We are so sure of your success with our alcohol recovery program that if you can find a better home recovery program anywhere, we'll pay for it.
[01:00:06.650 --> 01:00:08.991]  So you have absolutely nothing to lose.
[01:00:08.991 --> 01:00:10.131]  For a free CD, call 1-800-309-0958.
[01:00:10.131 --> 01:00:10.452]  That's 1-800-309-0958.
[01:00:15.054 --> 01:00:16.775]  Thank you for listening to GCN.
[01:00:16.775 --> 01:00:17.956]  Visit GCNlive.com today.
[01:00:17.956 --> 01:00:18.556]  Check your watch.
[01:00:18.556 --> 01:00:19.216]  It is 5 o'clock.
[01:00:36.110 --> 01:00:38.992]  IRN USA Radio News, I'm Mark Thomas.
[01:00:38.992 --> 01:00:43.794]  There's progress in the search for victims of a deadly jet crash in the Atlantic Ocean a week ago.
[01:00:43.794 --> 01:00:50.798]  Brazil's Navy says it has picked up three more bodies from Air France Flight 447, bringing the total number recovered to five.
[01:00:50.798 --> 01:00:54.340]  Pilots have spotted more bodies and ships are being sent to retrieve them.
[01:00:55.174 --> 01:01:04.098]  Hundreds of Pakistani tribesmen, furious over a deadly suicide bombing at a mosque, have laid siege to several Taliban strongholds in the northwestern region.
[01:01:04.098 --> 01:01:06.940]  Officials say at least 11 militants have been killed.
[01:01:06.940 --> 01:01:11.822]  The clashes appear to be the latest evidence of growing anti-Taliban sentiment in Pakistan.
[01:01:13.067 --> 01:01:15.850]  Secretary of State Hillary Rodham Clinton says the U.S.
[01:01:15.850 --> 01:01:20.195]  is considering putting North Korea back on a list of state sponsors of terrorism.
[01:01:20.195 --> 01:01:22.858]  Clinton made the comments today on ABC's This Week.
[01:01:22.858 --> 01:01:29.245]  President Barack Obama has pledged a very hard look at tougher measures because of the North's nuclear stance.
[01:01:29.245 --> 01:01:31.327]  This is IRN USA Radio News.
[01:01:32.944 --> 01:01:34.465]  My name is John Demartino.
[01:01:34.465 --> 01:01:38.466]  I'm from Colorado, and I started using Andy Willoughby's 3-Step Plan.
[01:01:38.466 --> 01:01:48.731]  It's extremely encouraging for me, and they've given me training on exactly what to say, and I don't have to be a salesman to talk to people that are calling me.
[01:01:48.731 --> 01:01:52.152]  It's made me feel like, wow, let's do business.
[01:01:52.152 --> 01:01:56.574]  I can only conceive of growing and growing and growing now.
[01:01:56.574 --> 01:01:59.215]  I'm 56 years old, and I feel young.
[01:01:59.935 --> 01:02:00.916]  I feel renewed.
[01:02:00.916 --> 01:02:01.738]  I'm happy.
[01:02:01.738 --> 01:02:03.820]  I'm excited about my financial future.
[01:02:03.820 --> 01:02:10.549]  In a short amount of time, less than an hour a day, if someone wanted to, they could have a system.
[01:02:10.549 --> 01:02:12.952]  This is a stress-relieving business.
[01:02:12.952 --> 01:02:14.414]  Hi, how in the world are you anyway?
[01:02:14.414 --> 01:02:15.475]  This is Andy Willoughby.
[01:02:15.735 --> 01:02:19.880]  After five years, the 3-Step Plan is a proven success story.
[01:02:19.880 --> 01:02:24.745]  If you're tired of worrying about money all the time, go to 3stepplan.com or call 800-480-2102.
[01:02:24.745 --> 01:02:24.785]  800-480-2102.
[01:02:32.864 --> 01:02:35.405]  White House says there are hopeful signs about employment.
[01:02:35.405 --> 01:02:42.528]  Senior Presidential Advisor David Axelrod told CNN's State of the Union far fewer jobs were lost last month than the month before.
[01:02:42.528 --> 01:02:48.031]  Axelrod made the statement from Paris, where he was traveling with Obama on a tour that included a major speech in Egypt.
[01:02:48.031 --> 01:02:55.033]  The advisor said Obama had stated previously that employment would be the last element to respond favorably to the economic stimulus money.
[01:02:55.033 --> 01:03:00.656]  Axelrod said, quote, let's see how the stimulus package works before we begin talking about whether there's a need for another.
[01:03:01.610 --> 01:03:02.070]  The U.S.
[01:03:02.070 --> 01:03:07.231]  Supreme Court has been asked by Indiana pension funds to delay the sale of Chrysler to Fiat.
[01:03:07.231 --> 01:03:10.792]  The pension funds sought the delay to allow it time to challenge the deal.
[01:03:10.792 --> 01:03:12.573]  The request was filed after a U.S.
[01:03:12.573 --> 01:03:19.094]  appeals court in New York approved Chrysler's sale to a group led by Fiat, a union-aligned trust, and the U.S.
[01:03:19.094 --> 01:03:20.595]  and Canadian governments.
[01:03:20.595 --> 01:03:25.016]  A ruling by the court in the Chrysler case could set the precedent for the General Motors case.
[01:03:26.038 --> 01:03:33.104]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:33.104 --> 01:03:38.289]  Here's a word about Israel from Dr. Jack Hayford, President of the International Church of the Foursquare Gospel.
[01:03:38.289 --> 01:03:42.232]  To go to Israel is to change the way you will ever approach the Bible.
[01:03:42.232 --> 01:03:48.698]  The Bible becomes based in an entirely deeper and richer way because you have been where it happened.
[01:03:48.698 --> 01:03:51.040]  You'll never be the same when you visit Israel.
[01:03:51.704 --> 01:03:55.482]  To start planning your trip to Israel today, visit www.goisrael.com.
[01:04:03.715 --> 01:04:09.420]  The administrations of President Bush and Obama have mishandled the bankruptcies of both General Motors and Chrysler.
[01:04:09.420 --> 01:04:17.768]  So said Senator Richard Shelby of Alabama on Fox News Sunday, claiming neither automaker should have been given government money before filing Chapter 11 bankruptcy.
[01:04:17.768 --> 01:04:21.891]  General Motors and Chrysler's best bet would go to Chapter 11 then.
[01:04:21.891 --> 01:04:23.533]  It would have saved a lot of money.
[01:04:23.533 --> 01:04:25.995]  Not a political restructuring like what's happened.
[01:04:26.215 --> 01:04:36.202]  On the same show, White House Chief Economist Austin Goldsby agreed, saying there was no sense in the Bush administration putting billions of dollars in to prop up companies to let them go bankrupt afterward.
[01:04:36.202 --> 01:04:41.646]  Shelby called the current restructuring political, saying a lot of money could have been saved without the government loans.
[01:04:41.646 --> 01:04:49.012]  The Alabama Republican said bondholders for both automakers have been sacrificed and unions, despite pay cuts and layoffs, have fared better.
[01:04:50.296 --> 01:04:53.657]  Lawmakers are taking a close look at the latest unemployment figures.
[01:04:53.657 --> 01:04:55.657]  Correspondent Terry Moore reports.
[01:04:55.657 --> 01:05:06.419]  In a Congressional hearing, Keith Hall, Commissioner of the Bureau of Labor Statistics, called the job losses moderate and expressed cautious optimism about a light at the end of the recessionary tunnel.
[01:05:06.419 --> 01:05:14.040]  It's hard for me to project, but I will say this sort of moderation is consistent with an improving job market.
[01:05:14.040 --> 01:05:19.081]  As far as whether it will continue to moderate in the future, I can't say.
[01:05:19.441 --> 01:05:24.024]  Specifically, the nation's unemployment rate jumped to 9.4% last month.
[01:05:24.024 --> 01:05:25.705]  That matches the rate of July 1983.
[01:05:25.705 --> 01:05:28.407]  I'm Terry Moore in Washington.
[01:05:28.407 --> 01:05:29.288]  And I'm Mark Thomas.
[01:05:29.288 --> 01:05:31.369]  This is IRN USA Radio News.
[01:05:35.231 --> 01:05:39.374]  You don't have to be in the military to enjoy military surplus savings.
[01:05:39.374 --> 01:05:45.539]  Right now at MainMilitary.com you'll find savings on the top must-have military supplies.
[01:05:45.539 --> 01:05:47.360]  M10 gas masks for $12 or 3 for $30.
[01:05:47.360 --> 01:05:49.141]  Gas mask hoods $4 or 3 for $10.
[01:05:49.141 --> 01:05:50.182]  Mask filters $6 or 3 for $15.
[01:05:50.182 --> 01:05:51.783]  Save big on British chemical suits only $12.
[01:05:51.783 --> 01:05:52.204]  Israeli gas masks $20.
[01:05:59.249 --> 01:06:02.893]  Trigger finger gloves, $5 a pair or $36 a dozen.
[01:06:02.893 --> 01:06:06.236]  Snowshoe binding for $8 or $48 a dozen.
[01:06:06.236 --> 01:06:07.537]  And so much more.
[01:06:07.537 --> 01:06:11.241]  Even hard to find surplus items, all at surplus prices.
[01:06:11.241 --> 01:06:16.306]  Preparing the whole family has never been so affordable at MainMilitary.com.
[01:06:16.306 --> 01:06:17.927]  MainMilitary.com.
[01:06:17.927 --> 01:06:20.770]  One of the last surviving true surplus stores in the country.
[01:06:21.110 --> 01:06:25.751]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[01:06:25.751 --> 01:06:26.171]  That's 877-608-0179.
[01:06:26.171 --> 01:06:29.412]  Prepare yourself for a talk radio experience like no other.
[01:06:29.412 --> 01:06:30.532]  He stands for truth.
[01:06:30.532 --> 01:06:33.833]  He stands for justice.
[01:06:33.833 --> 01:06:35.773]  He stands for what's right.
[01:06:51.269 --> 01:06:54.551]  This is the Alex Jones Show.
[01:06:54.551 --> 01:06:57.453]  Call Alex now, toll free at 877-590-5525.
[01:06:57.453 --> 01:07:01.135]  Now live from Austin, Texas, here's Alex Jones.
[01:07:13.866 --> 01:07:20.468]  I rarely do a whole hour without taking phone calls, but I did because I was going over eugenics, and it's so important.
[01:07:20.468 --> 01:07:23.269]  It's what our whole society is based on.
[01:07:23.269 --> 01:07:30.172]  I know we have callers from Africa, Austin, Florida, you name it, and your calls are coming up this hour.
[01:07:30.172 --> 01:07:32.392]  Carl, Ben, and many others will go to Africa first.
[01:07:32.392 --> 01:07:34.033]  877-590-5525, 877-590-5525, or locally in Central Texas, 836-0590.
[01:07:43.932 --> 01:07:48.374]  Look, I didn't even get into all the other news I wanted to cover.
[01:07:48.374 --> 01:08:00.779]  How they're selling the public that humans are bad and so sterilizing us, having one-child policies, having all these new green taxes openly paid to private banks and to Al Gore.
[01:08:00.779 --> 01:08:05.080]  Yes, he owns one of the big carbon trading companies, actually two of them, controlling stock in it.
[01:08:05.080 --> 01:08:06.461]  How this is good.
[01:08:06.461 --> 01:08:09.322]  This is sick neo-feudalism, ladies and gentlemen.
[01:08:10.140 --> 01:08:17.464]  And when you hear about Bill Gates, you know, his wife, they gave $40 billion to help Planned Parenthood in Africa.
[01:08:17.464 --> 01:08:19.905]  And, oh, Warren Buffett outdid him.
[01:08:19.905 --> 01:08:22.386]  He gave $40-something billion.
[01:08:22.386 --> 01:08:27.409]  When you actually go through and find out, they put that in tax-free investments.
[01:08:27.409 --> 01:08:29.050]  So they don't have to pay taxes on it.
[01:08:29.050 --> 01:08:37.434]  Then they take the extra money off the top and fund the vaccines and the rest of it, and the sterilizations and the birth control.
[01:08:37.434 --> 01:08:39.115]  Very, very sick, ladies and gentlemen.
[01:08:40.376 --> 01:08:41.538]  And so that's what's really happening.
[01:08:41.538 --> 01:08:43.522]  So after I take some calls, I'm going to get back into this.
[01:08:43.522 --> 01:08:47.990]  Also, TV shows like ABC News, Earth 2100.
[01:08:47.990 --> 01:08:50.955]  And I went ahead and finally watched this.
[01:08:50.955 --> 01:08:53.279]  And it just came out last week.
[01:08:54.110 --> 01:08:57.572]  And it's the Earth is going to completely die because there's too many people.
[01:08:57.572 --> 01:09:02.434]  If we don't reduce the number of people, the Earth will die and we will all die.
[01:09:02.434 --> 01:09:07.056]  So the yuppies watching go, yeah, we got to start killing people or we won't have our SUVs.
[01:09:07.056 --> 01:09:08.137]  Total bull.
[01:09:08.137 --> 01:09:10.298]  Teaching you to have artificial scarcity.
[01:09:10.298 --> 01:09:12.079]  Teaching you to give up your liberties and freedoms.
[01:09:12.079 --> 01:09:17.862]  They have this other video produced by George Soros and a bunch of people called The Home Project.
[01:09:19.321 --> 01:09:21.262]  They're copying our model.
[01:09:21.262 --> 01:09:26.246]  The model I literally pioneered 10-12 years ago with the first big viral videos on the web.
[01:09:26.246 --> 01:09:28.948]  That is, the first viral political videos.
[01:09:28.948 --> 01:09:34.011]  They had other ones, you know, with Kibble the lightsaber jumping around or whatever.
[01:09:34.011 --> 01:09:36.313]  Or, you know, bloopers videos or whatever.
[01:09:36.313 --> 01:09:42.637]  But, you know, I had films and videos online 10-11 years ago that were getting millions of views.
[01:09:42.637 --> 01:09:44.639]  We pioneered that unknowingly.
[01:09:44.639 --> 01:09:47.741]  And now, all my films are the most viewed on YouTube and Google.
[01:09:48.467 --> 01:09:59.654]  The Obama Deception, last time I counted it up, when it had been out two months, it's been out about three now, when it had been out two months, I spent about 45 minutes counting it up, and it had 15 million plus views.
[01:09:59.654 --> 01:10:05.678]  And I had Psychology Today on the phone with me doing this big cover story, you know, kind of a hit piece, I'm sure.
[01:10:05.678 --> 01:10:08.380]  And he said, so your film's had about a million views online.
[01:10:08.380 --> 01:10:10.702]  I said, no, it's 15 million last time I checked.
[01:10:10.702 --> 01:10:11.582]  Oh, sure.
[01:10:11.582 --> 01:10:15.785]  I said, here, Google Obama Deception right now.
[01:10:15.785 --> 01:10:17.326]  And I said, okay, click on the first link.
[01:10:17.964 --> 01:10:18.845]  What's that say?
[01:10:18.845 --> 01:10:19.665]  2.2 million.
[01:10:19.665 --> 01:10:20.646]  What's the next link say?
[01:10:20.646 --> 01:10:20.986]  A million.
[01:10:20.986 --> 01:10:21.827]  What's the next link say?
[01:10:21.827 --> 01:10:22.267]  2 million.
[01:10:22.267 --> 01:10:23.829]  What's the next link say?
[01:10:23.829 --> 01:10:24.169]  500,000.
[01:10:24.169 --> 01:10:25.070]  What's the next link say?
[01:10:25.070 --> 01:10:25.890]  You want to keep counting here?
[01:10:25.890 --> 01:10:27.111]  You want to keep counting here?
[01:10:27.111 --> 01:10:30.153]  Is that what you want to do?
[01:10:30.153 --> 01:10:31.655]  They can't stand that!
[01:10:31.655 --> 01:10:33.256]  They can't stand they're not in control.
[01:10:33.256 --> 01:10:36.679]  They can't stand that nobody can challenge them.
[01:10:36.679 --> 01:10:38.980]  That nobody's able to resist them.
[01:10:38.980 --> 01:10:39.721]  They can't stand it!
[01:10:45.825 --> 01:11:04.070]  And ladies and gentlemen, that's why George Soros, with millions of dollars of funding, with a bunch of other big companies, you can look at all the globalists, and all the effeminate, decadent, New World Order companies, mainly, you know, designer clothing, that fund this anti-human, the Earth's gonna die, humans are bad, we gotta restrict everything we do, and it's like a cult.
[01:11:04.070 --> 01:11:12.152]  People won't water their yards, even though they're on well water, like we're running out of tap water, like we're running out of aquifer water when it's replenished.
[01:11:13.239 --> 01:11:14.400]  You're being taught you're bad.
[01:11:14.400 --> 01:11:16.341]  You're being taught to live with less.
[01:11:16.341 --> 01:11:17.601]  Sure, we should have cleaner systems.
[01:11:17.601 --> 01:11:18.982]  Sure, we should develop new systems.
[01:11:18.982 --> 01:11:20.022]  That's not what this is.
[01:11:20.022 --> 01:11:22.904]  This is about a control group hijacking humanity.
[01:11:22.904 --> 01:11:30.147]  If you read the Royal Commission on Population put out by the British government in 1949, you'd know they actually stopped clean
[01:11:31.246 --> 01:11:41.149]  Power systems from going in in the third world so that they would increase their numbers to actually hurt their population so they'd eat up all their resources so they could be controlled.
[01:11:41.149 --> 01:11:48.212]  Then they said they'd use soft kill weapons to wipe out the larger mass after they use the huge population explosion to hamstring them.
[01:11:48.212 --> 01:11:49.872]  This isn't about environmentalism.
[01:11:49.872 --> 01:11:51.933]  This is about cold-blooded control.
[01:11:51.933 --> 01:11:59.156]  And until you've read UN actuaries on this, don't you sit there and laugh at me, some of you people out there, and tell me this isn't true.
[01:11:59.156 --> 01:11:59.716]  It's true!
[01:12:00.396 --> 01:12:04.818]  And you're being attacked by it!
[01:12:04.818 --> 01:12:06.658]  There's all these programs, all these shows.
[01:12:06.658 --> 01:12:08.659]  They're brainwashing the kids in schools.
[01:12:08.659 --> 01:12:13.140]  I got stacks of mainstream news where the cops are training kids to tattle on their parents.
[01:12:13.140 --> 01:12:15.461]  And cops are saying, spy on your neighbors.
[01:12:15.461 --> 01:12:17.182]  We're in deep trouble, folks.
[01:12:17.182 --> 01:12:20.463]  And the same programs happening in Africa and Australia and the U.S.
[01:12:20.463 --> 01:12:21.823]  are happening everywhere else.
[01:12:21.823 --> 01:12:22.844]  This is global.
[01:12:22.844 --> 01:12:25.105]  We're under a new world order.
[01:12:25.105 --> 01:12:29.086]  They talk to you like you were little kids for decades and told you the new world order didn't exist.
[01:12:30.620 --> 01:12:33.703]  Remember?
