[00:00:00.069 --> 00:00:01.410]  Coconut oils.
[00:54:21.920 --> 00:54:24.803]  They said, yes, what you're saying is exactly what we see going on.
[00:54:24.803 --> 00:54:25.784]  But it's been on record.
[00:54:25.784 --> 00:54:30.469]  You've got these extremists being staged at bases in Iraq and in Turkey.
[00:54:30.469 --> 00:54:32.771]  You've had Turkey bombarding them with artillery.
[00:54:32.771 --> 00:54:35.975]  This is a two and a half year attempt to cut that country up.
[00:54:35.975 --> 00:54:41.140]  And look, if they took Assad out and put some real Republican, I'd say, OK, whatever.
[00:54:41.140 --> 00:54:42.382]  But that's unconstitutional.
[00:54:42.882 --> 00:54:44.864]  This is so immoral!
[00:54:44.864 --> 00:54:58.956]  How does Washington and NATO think they're going to get away with turning that country, or half of it, over to Al-Qaeda when they're pulling over truck drivers who aren't Wahhabists and shooting them in the head on video, cutting Christians' heads off, blowing up every church?
[00:54:58.956 --> 00:55:06.802]  I mean, I really take it personal that the churches, the media, even conservative media, are not standing up for one of the oldest Christian communities in the world.
[00:55:07.803 --> 00:55:21.133]  And that CNN's helping cover it up, it makes me realize, man, there's really some weird hatred of Christians, not just by the Wahhabist, but by the so-called liberals who are really, who really are more criminal than I thought.
[00:55:21.133 --> 00:55:22.253]  These are sick freaks!
[00:55:22.253 --> 00:55:23.835]  I mean, who are these people?
[00:55:23.835 --> 00:55:25.596]  Why do they want to do this?
[00:55:25.596 --> 00:55:29.699]  And remember, one of the early purposes, we've been reporting on this at WND all along,
[00:55:30.854 --> 00:55:37.884]  What Ambassador Stevens was doing in Benghazi, and now it appears clear, that was a CIA compound.
[00:55:37.884 --> 00:55:41.469]  There were CIA operatives on the ground that night.
[00:55:41.469 --> 00:55:47.357]  The last meeting that Stevens had was dinner with one of the diplomatic representatives from Turkey.
[00:55:48.158 --> 00:56:02.025]  It looks like the whole purpose of that compound was to run weapons out of Libya via Turkey to get them into the hands... Sure, we both had that info a week after it happened and now it's been confirmed, which just shows how this is all an open secret.
[00:56:02.025 --> 00:56:02.966]  That's my point!
[00:56:02.966 --> 00:56:04.787]  No one seems to care to hide it anymore!
[00:56:05.447 --> 00:56:08.912]  And also, you know, there are no good guys in this story.
[00:56:08.912 --> 00:56:18.446]  The rebels that Obama wants to support are fundamentally Al Qaeda and many of them come from Libya after having attacked our embassy.
[00:56:18.446 --> 00:56:20.949]  Remember, Alex, no one has ever been
[00:56:21.670 --> 00:56:25.894]  Identified by the Obama Administration as responsible for the Benghazi attack.
[00:56:25.894 --> 00:56:31.679]  Oh yeah, they say it's a protest over our First Amendment and then they arrest the guy that put out the video that's protected.
[00:56:31.679 --> 00:56:33.160]  He's the only guy in jail.
[00:56:33.160 --> 00:56:41.948]  There's nobody, none of the attackers after all these months are in jail in any country in Northern Africa for the Benghazi attack.
[00:56:42.408 --> 00:57:06.179]  Alright, well listen, I agree with you that if this gets out, this is bigger than Benghazi altogether, and Benghazi's part of it, but the media is so controlled, they call people rocket launchers and tanks, activists and protesters, and then criticize the Egyptian military, which I'm not in some love fest with them either, but compared to the radical Muslim Brotherhood running around blowing up churches every day, I mean, what do you expect the military to do?
[00:57:06.179 --> 00:57:08.640]  Well, that's the problem, you see, the point is here,
[00:57:09.480 --> 00:57:19.364]  When you've got Obama lining up on the side of Assad, Obama also lined up on the side of Morsi, and he funded the Muslim Brotherhood.
[00:57:19.364 --> 00:57:22.625]  That's the evidence we've been reporting in WND.
[00:57:22.625 --> 00:57:24.766]  It's direct funding in the Muslim Brotherhood.
[00:57:25.106 --> 00:57:26.427]  Let me ask you this then.
[00:57:26.427 --> 00:57:28.107]  Everything's mounting against Obama.
[00:57:28.107 --> 00:57:29.968]  His approval rating's plunging.
[00:57:29.968 --> 00:57:34.831]  He's got all his advisors saying we need a false flag in the financial times of London.
[00:57:34.831 --> 00:57:37.672]  Washington Post, they go, gee, a terror attack would sure help.
[00:57:37.672 --> 00:57:39.373]  Like, almost encouraging him.
[00:57:39.373 --> 00:57:41.254]  It's so thinly veiled.
[00:57:41.254 --> 00:57:43.895]  I expect him to pull some big, big staged event.
[00:57:44.670 --> 00:57:51.093]  Well that's what I think, you know, the whole, the concern about it's only hours before we attack Syria.
[00:57:51.093 --> 00:57:52.314]  As soon as U.S.
[00:57:52.314 --> 00:58:00.038]  military are involved in an attack on Syria, well then you've got a situation where, you know, that becomes the news.
[00:58:00.038 --> 00:58:00.258]  U.S.
[00:58:00.258 --> 00:58:01.438]  has gone to war with Syria.
[00:58:01.438 --> 00:58:04.120]  And there might actually be real stuff.
[00:58:04.120 --> 00:58:07.902]  Iran has come out saying they're going to fire scuds at Israel if this starts.
[00:58:07.902 --> 00:58:09.182]  And then Russia comes in.
[00:58:09.182 --> 00:58:10.023]  This could be World War III.
[00:58:10.563 --> 00:58:11.363]  How about Russia?
[00:58:11.363 --> 00:58:15.265]  Russia's not going to let Assad go down without a fight, and neither is Iran.
[00:58:15.265 --> 00:58:23.190]  You know, this is Obama taking on Russia directly, or indirectly through Assad, but I mean, it's clearly a direct confrontation.
[00:58:23.190 --> 00:58:25.351]  Well, the Russians are there, it is a direct, yeah.
[00:58:25.931 --> 00:58:37.375]  But remember, at the core of this is evidence the Egyptian government's going to use in the trials of the Muslim Brotherhood that the Obama administration has been paying under the table.
[00:58:37.375 --> 00:58:40.196]  Alright, then explain what that's going to mean when we come back.
[00:58:40.196 --> 00:58:41.257]  I'm going to take a few phone calls.
[00:58:41.257 --> 00:58:42.557]  Mark and Joe have been holding.
[00:58:42.557 --> 00:58:46.899]  Wanted to talk to you and I. This is Bombshell Info with Dr. Jerome Corsi.
[00:58:46.899 --> 00:58:47.719]  I'm Alex Jones.
[00:58:47.719 --> 00:58:48.760]  Our sites are Infowars.com.
[00:58:50.868 --> 00:58:53.850]  Protecting your home with a security system is a must.
[00:58:53.850 --> 00:59:00.233]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:59:00.233 --> 00:59:06.617]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:59:07.017 --> 00:59:09.319]  Not with SimpliSafe Home Security.
[00:59:09.319 --> 00:59:10.660]  They're the good guys.
[00:59:10.660 --> 00:59:13.742]  You can trust SimpliSafe to protect your family.
[00:59:13.742 --> 00:59:18.245]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:59:18.245 --> 00:59:21.787]  You'll get 24-hour protection for just $14.99 a month.
[00:59:21.787 --> 00:59:24.709]  There are no hidden fees and no contracts.
[00:59:24.709 --> 00:59:25.930]  You'll save thousands.
[00:59:25.930 --> 00:59:29.332]  Plus, you're protected by their 100% money-back guarantee.
[00:59:29.332 --> 00:59:32.774]  Protect yourself against home invasions and break-ins.
[00:59:32.774 --> 00:59:36.697]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:59:36.937 --> 00:59:39.299]  A $25 gift, free.
[00:59:39.299 --> 00:59:42.281]  So don't waste your time dealing with scum.
[00:59:42.281 --> 00:59:44.823]  Visit GetSimplySafe.com.
[00:59:44.823 --> 00:59:47.085]  GetSimplySafe.com.
[00:59:47.085 --> 00:59:50.267]  GetSimplySafe.com.
[00:59:50.267 --> 00:59:54.990]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:59:54.990 --> 00:59:58.113]  Why do we have the highest cancer rates on the planet?
[00:59:58.113 --> 01:00:03.677]  The highest rates of diabetes, autism, and every other major disease.
[01:00:03.677 --> 01:00:05.278]  It all comes down to one thing.
[01:00:05.578 --> 01:00:07.219]  We are what we eat.
[01:00:07.219 --> 01:00:11.882]  Our food is devoid of nutrition and processed with poisons and additives.
[01:00:11.882 --> 01:00:16.125]  Our water is filled with toxic poisons and Big Pharma runoff.
[01:00:16.125 --> 01:00:18.667]  All of this has been engineered by design.
[01:00:18.667 --> 01:00:24.911]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:00:24.911 --> 01:00:27.873]  To learn more, visit InfoWarsHealth.com.
[01:00:27.873 --> 01:00:34.698]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[01:00:34.938 --> 01:00:40.980]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:00:40.980 --> 01:00:47.162]  When you visit Infowarshealth.com, be sure and check out the catalog, with nearly 400 life-changing products.
[01:00:47.162 --> 01:00:51.443]  And get free shipping when you sign up for AutoShip.
[01:00:51.443 --> 01:00:52.984]  Coast to Coast.
[01:00:52.984 --> 01:00:55.024]  Direct from Austin.
[01:00:55.024 --> 01:00:58.245]  You're listening to the Alex Jones Broadcasting Network.
[01:01:10.529 --> 01:01:14.632]  Resistance to tyrants is obedience to God.
[01:01:14.632 --> 01:01:18.595]  It's Alex Jones.
[01:01:18.595 --> 01:01:20.497]  It certainly is.
[01:01:20.497 --> 01:01:37.589]  And regardless of whether Obama and the globalists continue to expand the premeditated war to wreck Syria and put something in ten times worse conservatively than Assad, regardless, the jig is up, the train has left the station,
[01:01:38.672 --> 01:01:47.795]  Nine percent approval rating in the United States, similar numbers in Europe, against launching this war, expanding this war.
[01:01:47.795 --> 01:01:52.337]  They've already launched it with the proxy forces for two and a half years.
[01:01:52.337 --> 01:01:56.379]  It shows that there is a huge awakening taking place.
[01:01:56.379 --> 01:02:05.482]  And coming up, we've got some very important information with Greg Pallast on Larry Summers, who they want, he was already head of the Treasury, now they want to make him
[01:02:06.620 --> 01:02:08.881]  The head of the private run-for-profit Federal Reserve.
[01:02:08.881 --> 01:02:12.602]  And since he's the main architect, he even gets the credit himself.
[01:02:12.602 --> 01:02:18.985]  It's admitted in his own banker-loving publications out there that he helped engineer the end of Glass-Steagall, the derivatives.
[01:02:18.985 --> 01:02:24.166]  So why not put one of the main criminals who's behind all this in charge?
[01:02:24.166 --> 01:02:27.007]  That is coming up.
[01:02:27.007 --> 01:02:30.649]  But you got to remember that it hasn't been since
[01:02:33.353 --> 01:02:42.780]  It's 1782 that the British Parliament has said no to a Prime Minister asking for a war.
[01:02:42.780 --> 01:02:44.822]  So that's over 200 years.
[01:02:44.822 --> 01:02:50.226]  And you'll probably notice that 1782 is when the war ended here in the colonies.
[01:02:50.226 --> 01:02:54.009]  We officially had won the war to become the United States of America.
[01:02:54.009 --> 01:02:55.610]  That's how big a deal this is.
[01:02:57.154 --> 01:03:07.919]  That the Parliament in England before 1776, when that war kicked off, was set to vote against the war.
[01:03:07.919 --> 01:03:13.082]  And then the King of England rode famously and addressed Parliament, which was unheard of.
[01:03:13.082 --> 01:03:14.742]  And they said, OK, we'll launch the war.
[01:03:14.742 --> 01:03:15.743]  And then seven years later,
[01:03:16.843 --> 01:03:20.848]  Or six years later, six and a half years later, they had to back off and stop.
[01:03:20.848 --> 01:03:23.031]  Not even because the colonies had won most of the battles.
[01:03:23.031 --> 01:03:24.292]  They'd lost most of them.
[01:03:24.292 --> 01:03:25.674]  They persevered though.
[01:03:25.674 --> 01:03:26.795]  They didn't give up.
[01:03:26.795 --> 01:03:27.636]  They continued.
[01:03:27.636 --> 01:03:30.099]  They kept hammering and hammering and hammering.
[01:03:30.099 --> 01:03:33.623]  And that's why I say resistance is victory.
[01:03:33.623 --> 01:03:36.046]  So that is coming up.
[01:03:37.122 --> 01:03:40.583]  In the next segment, Greg Powell is breaking down what the banksters are up to.
[01:03:40.583 --> 01:03:42.623]  More news and the latest on Syria.
[01:03:42.623 --> 01:03:51.124]  And then I did a 30-minute interview with Russell Brand Friday night while I'm sitting here recording this, just a little while ago.
[01:03:51.124 --> 01:03:54.705]  And we're going to premiere that for the radio audience coming up.
[01:03:54.705 --> 01:03:56.125]  And a lot of you know who he is.
[01:03:56.125 --> 01:03:58.486]  Some may not, but anybody under 30 does.
[01:03:58.486 --> 01:04:01.066]  He's one of the big cult icons right now.
[01:04:01.066 --> 01:04:05.287]  And luckily, he's talking about the New World Order and the brainwashing of the public and
[01:04:06.367 --> 01:04:31.649]  The tyranny and how they want to keep us dumbed down and so it's great I mean we won't agree with him on every political issue, but the fact is he's definitely moving in our direction Anti-establishment waking up paradigm shattering systems, and he follows me on Twitter at real Alex Jones And he has like six million followers So that's important to be able to reach out to his his audience of people that we wouldn't be able to get to so it was exciting to talk to him and
[01:04:31.869 --> 01:04:33.950]  And so far, only my crew's heard this.
[01:04:33.950 --> 01:04:40.093]  You're going to get a chance to hear it coming up in the last three segments of this hour if we talk to Greg Palliston.
[01:04:40.093 --> 01:04:42.814]  Some people will say, oh, what's the big deal hearing from that guy?
[01:04:42.814 --> 01:04:44.254]  Again, come on.
[01:04:44.254 --> 01:04:49.517]  We're not just trying to convert the converted or talk to the choir here.
[01:04:49.517 --> 01:05:00.061]  I'm here to get KRS-One on, or Professor Griff, hip-hop icons, or to get Charlie Sheen on, or to get Viggo Mortensen on, or to get
[01:05:01.502 --> 01:05:14.416]  Just all sorts here, all the amazing guests we have, because we get to hear what they have to say, we get to show you who they really are instead of who the media distorts and says they are, and then we also get to then reach out to all of their fan base.
[01:05:15.504 --> 01:05:20.569]  And that's how you network the Liberty Movement to really change the course of history.
[01:05:20.569 --> 01:05:28.335]  And that's why Zbigniew Brzezinski said two days ago, I guess four days ago now, if it's on Sunday, that, oh my gosh, the alternative media has destroyed us.
[01:05:28.335 --> 01:05:30.177]  They all know how we're staging stuff.
[01:05:30.177 --> 01:05:33.179]  I mean, he's putting on a mayday to the elite right now.
[01:05:33.860 --> 01:05:44.446]  Just like the Pentagon a month ago put out a mayday about the Drudge Report, you know, that they get caught in all their lies because Drudge will just put up what they said previously, showing how they're engaged in disinfo.
[01:05:44.446 --> 01:05:47.408]  So, we're on the march, the empire's on the run.
[01:05:47.408 --> 01:05:56.573]  Whether you're black, white, old, young, liberal, conservative, whatever the terms are, if you love justice, if you love freedom, if you love the truth, we are a movement of truth.
[01:05:56.573 --> 01:05:57.834]  We'll be right back, stay with us.
[01:06:00.976 --> 01:06:14.747]  With over 3,000 years of historic use, Pure Silver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens and parasites.
[01:06:14.747 --> 01:06:25.055]  At Silver Lungs, we have developed a reliable and easy-to-use full production system for creating endless Pure Nano Silver solutions right from the convenience and comfort of your home.
[01:06:25.675 --> 01:06:30.337]  Your self-produced nano-silver solutions can be applied topically to the skin.
[01:06:30.337 --> 01:06:46.385]  For many who are new to silver, that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays, our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[01:06:47.225 --> 01:06:55.071]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver Lungs System.
[01:06:55.071 --> 01:07:03.718]  That's www.silverlungs.com.
[01:07:03.718 --> 01:07:05.339]  Obama!
[01:07:05.339 --> 01:07:07.241]  Obama!
[01:07:07.241 --> 01:07:08.682]  Obama!
[01:07:08.682 --> 01:07:10.363]  Re-healthcare!
[01:07:10.363 --> 01:07:12.365]  Turn in my guns!
[01:07:12.365 --> 01:07:14.306]  Take my rights!
[01:07:14.306 --> 01:07:15.307]  Make me safe!
[01:07:22.780 --> 01:07:23.660]  Yeah.
[01:07:23.660 --> 01:07:24.261]  Ooh.
[01:07:24.261 --> 01:07:27.762]  That's a bad man.
[01:07:27.762 --> 01:07:28.982]  We need to turn our guns in.
[01:07:28.982 --> 01:07:29.202]  Yay!
[01:07:50.939 --> 01:07:54.141]  That's discriminatory to say the name Cod.
[01:07:54.141 --> 01:07:56.582]  Or the name father or mother.
[01:07:56.582 --> 01:07:58.864]  Or to say brown paper bag in Seattle, that's bad.
[01:07:58.864 --> 01:08:00.204]  The answer to 1984 is 1776.
[01:08:00.204 --> 01:08:00.705]  Not 1776!
[01:08:00.705 --> 01:08:01.625]  No!
[01:08:01.625 --> 01:08:01.845]  No!
[01:08:01.845 --> 01:08:02.786]  Help me, I'm weak!
[01:08:02.786 --> 01:08:03.946]  George Washington's bad!
[01:08:03.946 --> 01:08:05.427]  I love big government!
[01:08:23.496 --> 01:08:26.577]  Hello, Queens of the Stone Age, bringing us in.
[01:08:26.577 --> 01:08:37.602]  Hey, here's some snippets of my interview with Greg Pallast, BBC reporter, fraud investigator, on what's happening with the move for the new Fed Chief, Larry Summers, the brilliant one that brought us derivatives.
[01:08:37.602 --> 01:08:41.703]  And then, the exclusive premiere of my Russell Brand interview, straight ahead.
[01:08:41.703 --> 01:08:43.124]  The website's InfoWars.com.
[01:08:43.504 --> 01:08:54.249]  The new September issue, Thou Shalt Not Have Any Gods Above the State, is available at InfoWarsTore.com with Obama as our savior, like Kim Jong Un on the front.
[01:08:54.249 --> 01:08:56.490]  Just check out InfoWarsTore.com to find that.
[01:08:56.490 --> 01:09:00.531]  But now, Greg Pallas and then the premiere of Russell Brandt.
[01:09:00.531 --> 01:09:04.793]  Thanks for joining us on the September 1st, 2013 Transmission.
[01:09:04.793 --> 01:09:06.954]  We're awake, we're free, we're alive.
[01:09:06.954 --> 01:09:09.415]  We have high IQs.
[01:09:09.415 --> 01:09:11.156]  That means we're terrorists.
[01:09:11.696 --> 01:09:16.359]  Greg Palast is with us for the next 40 minutes or so, but he joins us.
[01:09:16.359 --> 01:09:21.683]  He is, of course, a syndicated columnist, documentary filmmaker, best-selling author, gregpalast.com.
[01:09:21.683 --> 01:09:23.984]  He's worked for BBC, ABC News, you name it.
[01:09:23.984 --> 01:09:35.592]  He broke some of the big banking scandals back in 2002 with the documents that are planning a global meltdown by design to consolidate power, and he exposes the left, the right, all the kleptocratic bankers
[01:09:36.112 --> 01:09:42.054]  that are in control of this, but we're going to break in two minutes, Greg, and we're going to come back and get in to the banking big breaking news you've got.
[01:09:42.054 --> 01:09:46.695]  But what is your take on lining up against Russia with Syria?
[01:09:46.695 --> 01:09:50.176]  And I mean, these rebels have been caught staging false flags before.
[01:09:50.176 --> 01:09:51.557]  Why are we supposed to believe them now?
[01:09:51.557 --> 01:09:55.318]  Why would Assad nerve gas right in front of the U.N.
[01:09:55.318 --> 01:09:56.378]  so he can be blown up?
[01:09:57.987 --> 01:10:01.833]  Well, I don't, you know, to me it looks like these people were gassed.
[01:10:01.833 --> 01:10:03.856]  The question is, of course, who?
[01:10:03.856 --> 01:10:04.717]  I think it's Assad.
[01:10:04.717 --> 01:10:06.700]  He's not exactly a genius.
[01:10:06.700 --> 01:10:08.843]  But don't forget... No, no, but I believe it.
[01:10:08.843 --> 01:10:11.107]  I believe people were gassed, Greg.
[01:10:11.107 --> 01:10:11.568]  Yeah.
[01:10:11.568 --> 01:10:13.511]  I'm saying, I'm saying I don't think he did it.
[01:10:14.670 --> 01:10:15.550]  Well, I don't know.
[01:10:15.550 --> 01:10:25.255]  I mean, but what we do know is that, you know, we, look, let's remember, just like Saddam Hussein, Assad, Saddam Hussein, they all come from the same Frankenstein factory.
[01:10:25.255 --> 01:10:36.041]  You got to go back to the years of Carter and Bush, Democrats and Republicans, putting these guys into positions of power in the Mideast.
[01:10:36.041 --> 01:10:41.883]  And then, you know, like it often happens when you create Frankensteins, they get up off the table and try to kill you or kill someone else.
[01:10:41.883 --> 01:10:42.684]  They're out of control.
[01:10:43.044 --> 01:10:50.434]  Well, shifting gears out of that, you've got a big story out now on Larry Summers, our new special treasury secretary.
[01:10:50.434 --> 01:10:51.775]  I mean, I think he's the man for the job.
[01:10:51.775 --> 01:11:00.386]  If he helped engineer the too-big-to-fail Ponzi scheme derivatives deal, credit default swaps, why not make him emperor of the earth?
[01:11:01.124 --> 01:11:04.427]  Well, because he's not, in my opinion, actually human.
[01:11:04.427 --> 01:11:17.258]  My information is that Larry Summers, who is Obama's first choice for the Federal Reserve Board to take Ben Bernanke's place... Is Lemmy Winks from South Park?
[01:11:17.258 --> 01:11:23.804]  Well, I think that he's actually a colony of aliens sent here to turn the human race into a cheap source of protein.
[01:11:25.767 --> 01:11:34.531]  In all seriousness, Larry Summers is Obama's first choice for the head of the Federal Reserve Board, take Bernanke's place.
[01:11:34.531 --> 01:11:48.498]  He was Secretary of Treasury under Clinton, where he, with Robert Rubin, pushed and created the whole deregulation of the banking system, turning your bank vaults into roulette wheels.
[01:11:48.498 --> 01:11:54.341]  And he's the guy that personally, personally body-blocked all regulation
[01:11:55.301 --> 01:12:05.124]  Of the derivatives market, all these financial toxic assets like synthetic collateralized debt obligations, which we lived without, by the way, for several thousand years.
[01:12:05.124 --> 01:12:10.305]  And suddenly we had to have these things, which brought our planet financially to its knees.
[01:12:10.305 --> 01:12:16.366]  This is so this is Larry Summers, the mayor, you know, he's kind of the typhoid Mary of economics.
[01:12:16.366 --> 01:12:21.268]  And now he's back as Obama's first choice for the Fed.
[01:12:21.268 --> 01:12:22.468]  The key thing is
[01:12:23.522 --> 01:12:26.144]  And of course he was Obama's economics czar.
[01:12:26.144 --> 01:12:27.044]  That worked out really well.
[01:12:27.044 --> 01:12:32.929]  We have fewer jobs, fewer people working today than we did when Obama took the oath of office.
[01:12:32.929 --> 01:12:36.791]  So unemployment's down because employment is way down.
[01:12:36.791 --> 01:12:37.872]  People just don't have jobs.
[01:12:37.872 --> 01:12:39.253]  I was just in Detroit.
[01:12:39.253 --> 01:12:40.193]  No one's looking for jobs.
[01:12:40.193 --> 01:12:45.437]  So they're not in the... Technically, auto workers out of work are not in the workforce, okay?
[01:12:45.437 --> 01:12:46.738]  So understand what's going on here.
[01:12:46.738 --> 01:12:51.321]  This is Obama's economics czar, Mr. Deregulation.
[01:12:51.321 --> 01:12:52.222]  Now my story
[01:12:52.682 --> 01:12:58.884]  Which I did for, um, that I was doing for BBC Television Guardian.
[01:13:00.160 --> 01:13:14.090]  My story is that I found inside documents, confidential documents, which were so unbelievable that I had to fly to Geneva, Switzerland, speak to the head of the WTO himself to get confirmation that these things are real.
[01:13:14.090 --> 01:13:27.439]  It was documents in which Timothy Geithner, later to become Secretary of Treasury under Obama, was writing to his boss at the time, Larry Summers of Treasury.
[01:13:28.420 --> 01:13:36.383]  Saying, reminding him about the meetings that they had and that he had to make phone calls to the five most powerful bankers in America.
[01:13:36.383 --> 01:13:43.086]  The head of Citibank, the head of Goldman Sachs, Merrill, Bank of America.
[01:13:43.086 --> 01:13:48.928]  He took the five big bankers and he had secret phone calls with them on a scheme to blow apart
[01:13:49.688 --> 01:13:52.709]  Regulation of the banking system worldwide.
[01:13:52.709 --> 01:13:57.311]  Now, he called it the endgame memo, as we reach the endgame.
[01:13:57.311 --> 01:13:58.332]  Well, we're the endgame.
[01:13:58.332 --> 01:14:02.494]  I don't like the game at all, but the end of it was not too pretty.
[01:14:02.494 --> 01:14:04.875]  It was extraordinary, because you have to understand, it's illegal.
[01:14:04.875 --> 01:14:07.896]  He's not allowed to meet.
[01:14:07.896 --> 01:14:10.137]  Larry Summers is not allowed to have private phone calls.
[01:14:10.799 --> 01:14:17.323]  With billionaire bankers to determine what the financial policies of the United States should be.
[01:14:17.323 --> 01:14:19.565]  Now he can have meetings with bankers, that's legal.
[01:14:19.565 --> 01:14:26.869]  You can't have secret meetings with bankers to get their approval and veto and determination of what our policies should be.
[01:14:26.869 --> 01:14:30.632]  And in this case it was deadly because it was a plan to blow apart.
[01:14:31.272 --> 01:14:37.075]  The regulations of banking in 156 nations, and they did it in 155 nations.
[01:14:37.075 --> 01:14:41.318]  They did it by abusing the World Trade Organization's trade rule.
[01:14:41.318 --> 01:14:59.128]  156 nations were told by Larry Summers and his coterie that unless they opened up their banking sectors to Citibank, Goldman Sachs, Bank of America, and the rest of the boys, that any nation would have their markets closed to the United States and they'd go bankrupt.
[01:15:00.678 --> 01:15:02.580]  I want to expand on something here with you, though.
[01:15:02.580 --> 01:15:09.528]  I mean, I understand you not taking sides on the whole, you know, Assad thing, because he's obviously a bad guy, but putting al-Qaeda in is even worse.
[01:15:09.528 --> 01:15:11.910]  I mean... Yeah, I mean, look, we did this.
[01:15:11.910 --> 01:15:19.058]  We... Don't forget, who put in the Mujahideen in Afghanistan that we're now... that we have... How many kids?
[01:15:19.058 --> 01:15:20.159]  2,000 kids have died there?
[01:15:20.720 --> 01:15:22.521]  Fighting the guys that we armed in the first place?
[01:15:22.521 --> 01:15:23.882]  And a couple thousand from suicide.
[01:15:23.882 --> 01:15:26.483]  Well, shifting gears out of that, we'll cover it as it unfolds.
[01:15:26.483 --> 01:15:32.426]  You've got a big story out now on Larry Summers, our new special treasury secretary.
[01:15:32.426 --> 01:15:33.787]  I mean, I think he's the man for the job.
[01:15:33.787 --> 01:15:42.372]  If he helped engineer the too-big-to-fail Ponzi scheme derivatives deal, credit default swaps, why not make him emperor of the earth?
[01:15:43.132 --> 01:15:46.435]  Well, because he's not, in my opinion, actually human.
[01:15:46.435 --> 01:15:59.267]  My information is that Larry Summers, who is Obama's first choice for the Federal Reserve Board to take Ben Bernanke's place... Is Lemmy Winks from South Park?
[01:15:59.267 --> 01:16:05.813]  Well, I think that he's actually a colony of aliens sent here to turn the human race into a cheap source of protein.
[01:16:07.781 --> 01:16:16.546]  In all seriousness, Larry Summers is Obama's first choice for the head of the Federal Reserve Board, take Bernanke's place.
[01:16:16.546 --> 01:16:30.514]  He was Secretary of Treasury under Clinton, where he, with Robert Rubin, pushed and created the whole deregulation of the banking system, turning your bank vaults into roulette wheels.
[01:16:30.514 --> 01:16:36.358]  And he's the guy that personally, personally body-blocked all regulation
[01:16:37.259 --> 01:16:52.694]  ...of the derivatives market, all these financial toxic assets like synthetic collateralized debt obligations, which we lived without, by the way, for several thousand years, and suddenly we had to have these things, which brought our planet financially to its knees.
[01:16:52.694 --> 01:16:59.281]  So this is Larry Summers, the mayor, you know, he's kind of the typhoid mayor of economics, and now he's back!
[01:17:01.167 --> 01:17:03.568]  It's hurricane and wildfire season again.
[01:17:03.568 --> 01:17:11.293]  Why do thousands of people sit in these reoccurring problem areas year after year, betting their lives that the disaster won't get them?
[01:17:11.293 --> 01:17:16.216]  Hundreds of you helped eFoodsDirect ship 50,000 donated meals to the Oklahoma victims.
[01:17:16.216 --> 01:17:18.117]  The problem is we can't help everybody.
[01:17:18.797 --> 01:17:21.798]  Every one of us who can, will take care of ourselves.
[01:17:21.798 --> 01:17:24.800]  We can all pitch in to take care of those who really can't.
[01:17:24.800 --> 01:17:33.023]  The new Just In Case Pack from eFoods Direct is the big brother to the 7-Day Emergency Pack designed for Oklahoma disaster donations.
[01:17:33.023 --> 01:17:39.406]  It contains a 2-month supply for 1 person, or a 1-month supply for 2 adults, or a 2-week supply for a family of 4.
[01:17:39.406 --> 01:17:40.647]  The $320 price is $50 less than retail.
[01:17:43.948 --> 01:17:45.049]  Call 800-409-5633 on the web eFoodsDirect.com slash Alex.
[01:17:45.049 --> 01:17:46.770]  Order two or more, get 10% off, free shipping applies.
[01:17:46.770 --> 01:17:49.793]  Call 800-409-5633 on the web eFoodsDirect.com slash Alex.
[01:18:00.774 --> 01:18:08.538]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens.
[01:18:08.538 --> 01:18:12.780]  Fortunately, a simple, safe and effective alternative exists.
[01:18:12.780 --> 01:18:26.327]  Supernatural Silver is a new and vastly improved type of silver solution that is safe and extremely effective against 143 types of bacteria, both forms of viruses, mold and yeast, and a limited number of parasites.
[01:18:26.887 --> 01:18:27.127]  I'm good.
[01:18:41.915 --> 01:18:46.279]  Supernatural Silver is a powerful weapon in the fight against disease.
[01:18:46.279 --> 01:18:54.546]  To see how Supernatural Silver can give you and your loved ones protection and peace of mind, go to SupernaturalSilver.com.
[01:18:54.546 --> 01:18:58.549]  Use the promo code PROTECTED for 20% off and like us on Facebook.
[01:19:00.313 --> 01:19:03.894]  Every three seconds, someone becomes a victim of identity theft.
[01:19:03.894 --> 01:19:08.015]  We also hear news stories every day about the NSA spying on U.S.
[01:19:08.015 --> 01:19:08.795]  citizens.
