[00:00.000 --> 00:29.960]  From the front lines of the Information War, it's Alex Jones.
[01:07:22.960 --> 01:07:27.960]  Or we later learned that he wasn't kicked out of the mall.
[01:07:27.960 --> 01:07:35.960]  But then he admits, I used to go around and ask people to date their 16 and 17 year old daughters.
[01:07:35.960 --> 01:07:42.960]  Turns out the 14 and 15 stuff hasn't been documented and then Moore admits that I think that's weird.
[01:07:42.960 --> 01:07:46.960]  But that's now the big ultimate evil and he has to resign.
[01:07:46.960 --> 01:07:50.960]  Okay, well then I've got, we'll roll some of these videos.
[01:07:50.960 --> 01:07:54.960]  Countless, literally hours of footage we've played before.
[01:07:54.960 --> 01:08:00.960]  Back during the campaign, we were showing Bill Clinton the rapist, Hillary supporting pedophiles, making jokes about it.
[01:08:00.960 --> 01:08:08.960]  And then Biden videos, there's hours of him grabbing little girls, rubbing their hair, rubbing through their hair, rubbing their ears, patting them on the butt.
[01:08:08.960 --> 01:08:12.960]  I mean, and again, a full girl woman would kick him like a mule.
[01:08:12.960 --> 01:08:22.960]  He just does this because this is why pedophiles like 10, 11, 12 year olds, because they think it's daddy when it's an older man and they don't fight back.
[01:08:22.960 --> 01:08:26.960]  That's what these guys want is a woman that won't fight back when they dominate him and they control him.
[01:08:26.960 --> 01:08:32.960]  So Millie Weaver, you yourself have been sexually raped, assaulted out in California.
[01:08:32.960 --> 01:08:33.960]  There were even case news on it.
[01:08:33.960 --> 01:08:37.960]  We're not going to get into names and when that happened, you know, eight, nine years ago happened to your sister as well.
[01:08:37.960 --> 01:08:40.960]  And of course you had some success out there in modeling and movies as well.
[01:08:40.960 --> 01:08:45.960]  But got out of it or now, you know, happily have a child or hooked up and doing a great job.
[01:08:45.960 --> 01:08:53.960]  But you wanted to come in and I've invited you anytime you want because you're here reporting every day to give your view, your take.
[01:08:53.960 --> 01:08:58.960]  All I'm saying is if we're going to burn Roy Moore, good burning at the stake of any of this is true.
[01:08:58.960 --> 01:09:00.960]  But you've got Al Franken photographing it.
[01:09:00.960 --> 01:09:02.960]  You've got Bill Clinton settling the rape cases.
[01:09:02.960 --> 01:09:04.960]  You've got Hillary covering it up.
[01:09:04.960 --> 01:09:05.960]  You've got Weinstein.
[01:09:05.960 --> 01:09:12.960]  You've got the thousands of prominent leftist and globalist raping men, raping women doing this.
[01:09:12.960 --> 01:09:15.960]  It's like, who are these people?
[01:09:15.960 --> 01:09:17.960]  I mean, what is going on?
[01:09:17.960 --> 01:09:23.960]  Well, you know, we're at this point where we have a big conundrum, a big argument going on right now.
[01:09:23.960 --> 01:09:30.960]  We have tons of women, tons of even men as children coming forward having accusations of sexual assault.
[01:09:30.960 --> 01:09:38.960]  And at the same time, some of these accusations kind of seem like they are aimed at people to take them down politically.
[01:09:38.960 --> 01:09:45.960]  Now, I don't deny that, you know, women who have been sexually assaulted, a lot of times they're afraid to come forward
[01:09:45.960 --> 01:09:53.960]  and it can take years for them to get the courage and typically predators prey on women that they know don't have the courage to come forward.
[01:09:53.960 --> 01:10:01.960]  There's a type of woman that's going to sit in silence, not typically an extroverted personality type, and they target those women.
[01:10:01.960 --> 01:10:05.960]  But now we're seeing where we have women coming forward with stories that seem very credible.
[01:10:05.960 --> 01:10:10.960]  I think that this story with Al Franken and this woman, Leanne, it seems credible.
[01:10:10.960 --> 01:10:12.960]  It seems realistic like it could happen.
[01:10:12.960 --> 01:10:13.960]  Leanne Tweedon.
[01:10:13.960 --> 01:10:14.960]  Exactly.
[01:10:14.960 --> 01:10:15.960]  From the USO tour.
[01:10:15.960 --> 01:10:16.960]  Let's be clear.
[01:10:16.960 --> 01:10:17.960]  There are villains.
[01:10:17.960 --> 01:10:18.960]  There are neutral folks.
[01:10:18.960 --> 01:10:19.960]  There are great people.
[01:10:19.960 --> 01:10:24.960]  There are heroes, male, female, old, young, gay, straight, Christian, agnostic.
[01:10:24.960 --> 01:10:26.960]  There are good people in every group.
[01:10:26.960 --> 01:10:28.960]  There are bad people in every group.
[01:10:28.960 --> 01:10:32.960]  The big issue here is we've got people making fake claims.
[01:10:32.960 --> 01:10:34.960]  We've got people making real claims.
[01:10:34.960 --> 01:10:39.960]  But the point is with all this stuff coming out, people are finding the courage so a lot of the claims are true.
[01:10:39.960 --> 01:10:42.960]  A lot of the claims are real and people feel like it's safe now.
[01:10:42.960 --> 01:10:49.960]  And most of the people that have been accused, the Weinsteins, the Frankens, the Kevin Spaces, have had to admit it was true.
[01:10:49.960 --> 01:10:55.960]  They're having the backpedal because they don't want to be in the news anymore before more people come out.
[01:10:55.960 --> 01:11:03.960]  And they've been using Judge Roy Moore the last week as the total distraction from all the new revelations daily on people like them.
[01:11:03.960 --> 01:11:05.960]  So now the Franken thing comes out.
[01:11:05.960 --> 01:11:10.960]  All I'm saying is we've got him grabbing her breast in a photo.
[01:11:10.960 --> 01:11:13.960]  He released himself through the USO. What does that mean?
[01:11:13.960 --> 01:11:16.960]  It totally corroborates her story.
[01:11:16.960 --> 01:11:22.960]  For my opinion, I think that she's telling the truth from the stories and the experience I have with women.
[01:11:22.960 --> 01:11:24.960]  Plus the photo.
[01:11:24.960 --> 01:11:26.960]  The photo evidence right there.
[01:11:26.960 --> 01:11:27.960]  Franken released this.
[01:11:27.960 --> 01:11:31.960]  He was doing stuff that he knew he shouldn't be doing and it was boisterous.
[01:11:31.960 --> 01:11:37.960]  He even took a photo to show in your face, haha, I can do what I want to do with you.
[01:11:37.960 --> 01:11:41.960]  And that was his message to her as a woman and is that somebody that we want an office?
[01:11:41.960 --> 01:11:45.960]  No, it's not somebody that we want an office and we've seen this with this personality.
[01:11:45.960 --> 01:11:52.960]  Well, I'm calling for him to resign because they want all these other people to resign off accusations without proof.
[01:11:52.960 --> 01:11:54.960]  And I say they should be investigated.
[01:11:54.960 --> 01:12:02.960]  We have him grabbing her in an official US government photo that he controlled that he had released for snapshots for the memory of the tour that he controlled.
[01:12:02.960 --> 01:12:05.960]  He picked this photo to give the members of the tour.
[01:12:05.960 --> 01:12:07.960]  He was running. He's proud of this.
[01:12:07.960 --> 01:12:08.960]  He wanted to humiliate her.
[01:12:08.960 --> 01:12:10.960]  He wanted to let her know he had a photo of this.
[01:12:10.960 --> 01:12:12.960]  He thought he'd get away with it.
[01:12:12.960 --> 01:12:13.960]  Classic Weinstein stuff.
[01:12:13.960 --> 01:12:15.960]  So do you agree with me that he should step down?
[01:12:15.960 --> 01:12:29.960]  I agree that he should step down and I think that law enforcement should actually investigate this situation here because you actually have a photo of him touching her, groping her in a place she wouldn't feel comfortable while she is unconscious, while she's not in a conscious state.
[01:12:29.960 --> 01:12:30.960]  Which is what?
[01:12:30.960 --> 01:12:38.960]  He's literally a vampire, but I like him into psychic vampires humiliating her. He humiliated her reportedly on the whole trip after she wouldn't have sex with him, after she pushed him off.
[01:12:38.960 --> 01:12:41.960]  Oh, but Fox News even said, well, she finally gave in.
[01:12:41.960 --> 01:12:45.960]  In her testimony, she says she fought him. She pushed him off. She didn't give in.
[01:12:45.960 --> 01:12:49.960]  Exactly. And now she is coming forward. That's the important part.
[01:12:49.960 --> 01:12:55.960]  And we also have to notice, though, that we do have women coming forward, that their stories don't seem very credible.
[01:12:55.960 --> 01:12:59.960]  We've seen a tax against President Trump and we do know that all those got thrown out.
[01:12:59.960 --> 01:13:06.960]  Exactly. They got thrown out. And we can't just believe 100% something in all of these cases.
[01:13:06.960 --> 01:13:08.960]  But she's got the photo from him.
[01:13:08.960 --> 01:13:11.960]  Exactly. I mean, boom, slam dunk.
[01:13:11.960 --> 01:13:17.960]  This case, she has the photo. She's got the proof. And this guy should 100% step down.
[01:13:17.960 --> 01:13:23.960]  And the liberals really need to come out and speak out against him if they want to claim that they are, you know, triumphing.
[01:13:23.960 --> 01:13:29.960]  Well, that was my next question. Right before the Moore stuff broke last week, they were finally going, OK, Bill Clinton's time in the barrels here.
[01:13:29.960 --> 01:13:34.960]  OK, Hillary's got to go away. He's got to get in trouble. OK, Weinstein's horrible. OK, Kevin Spacey.
[01:13:34.960 --> 01:13:39.960]  OK, we do have a problem. But then they jumped on more like, oh, see, it's all you to change the subject.
[01:13:39.960 --> 01:13:43.960]  Change the subject. Conservatives and libertarians will burn more in two seconds if it's true.
[01:13:43.960 --> 01:13:46.960]  We'll throw it. We know there's a bunch of perverts in the Republican Party.
[01:13:46.960 --> 01:13:49.960]  We've been going after these people forever. We want to bring them all down.
[01:13:49.960 --> 01:13:57.960]  So don't think you just have some moral equivalence because Roy Moore is over here doing some creepy stuff when we've got you red handed.
[01:13:57.960 --> 01:14:06.960]  Exactly. We've got him red handed. And if Roy Moore or any of these guys, you know, want to come out and contest the allegations,
[01:14:06.960 --> 01:14:11.960]  I would say and encourage them to come out and sue for slander, sue for defamation.
[01:14:11.960 --> 01:14:13.960]  Well, he says he's doing that.
[01:14:13.960 --> 01:14:20.960]  If you're innocent, Roy Moore, in his case, he should, if he knows he's innocent, sue for defamation of character.
[01:14:20.960 --> 01:14:28.960]  Whereas this guy, Al Franken, she's got the pictures. She apparently told her friends and told people there that this had happened.
[01:14:28.960 --> 01:14:30.960]  Al Franken released the photo.
[01:14:30.960 --> 01:14:37.960]  Yeah. They've got photo evidence. It needs to be handed over to law enforcement. He should be prosecuted.
[01:14:37.960 --> 01:14:46.960]  Listen, if my wife or one of my daughters, if some pervert grabbed their breast on a plane and took photos, that violates all sorts of lies.
[01:14:46.960 --> 01:14:50.960]  I mean, that's following people's lives in so many ways.
[01:14:50.960 --> 01:14:56.960]  I mean, when you violate somebody's life, their privacy, like that, what do you call that legally?
[01:14:56.960 --> 01:15:01.960]  I mean, it's groping. It's a form of assault. It's humiliation. It's like revenge porn.
[01:15:01.960 --> 01:15:05.960]  I mean, what is it when you're on an airplane and somebody grabs your breast and takes a photo? What is that?
[01:15:05.960 --> 01:15:07.960]  I mean, if somebody grabs me.
[01:15:07.960 --> 01:15:15.960]  It's degrading. It's disrespectful. It's humiliating. It's meant to humiliate her and silence her and put her in a sense of low self-worth.
[01:15:15.960 --> 01:15:22.960]  And where's Gloria Alred on this one? You know, she'll pick up, Gloria Alred will pick up cases for women that don't even have picture evidence,
[01:15:22.960 --> 01:15:29.960]  that don't even have much of a leg to stand on as far as proof or witnesses that can, you know, corroborate her story.
[01:15:29.960 --> 01:15:33.960]  But where's Gloria Alred on this one? Is it because he's a Democrat?
[01:15:33.960 --> 01:15:36.960]  Why doesn't she ever go after Democrats? Because there's plenty of women that have been assaulted by him.
[01:15:36.960 --> 01:15:39.960]  Stay there, Millie Weaver, to get your view on this.
[01:15:39.960 --> 01:15:45.960]  Roger Stone on the other side, he told me about the South Franken thing before. It even broke.
[01:15:45.960 --> 01:16:04.960]  I know it's coming out. More accusers are coming. Where is this going to go next? Stay with us. We'll be right back.
[01:16:15.960 --> 01:16:25.960]  Go Berkey.com. We're call 877-886-3653. 877-886-3653. Go Berkey.com
[01:16:45.960 --> 01:17:03.960]  Most people think life insurance pays after you're dead. That's true. But did you know you can have tax-free access to your life insurance while you're still alive?
[01:17:03.960 --> 01:17:08.960]  You can use the life benefits of your life insurance to grow your money with certainty and guarantees.
[01:17:08.960 --> 01:17:16.960]  No stock market risk, no tax risk, and no penalties. Call Life Benefits if you'd like a free book about how this can be done.
[01:17:16.960 --> 01:17:24.960]  Call 702-660-7000. That's 702-660-7000.
[01:17:24.960 --> 01:17:31.960]  This is Dan Pilla. Do you owe the IRS money you can't pay? Are tax debts crippling you? I've defended people from the IRS for over 30 years.
[01:17:31.960 --> 01:17:38.960]  I've helped thousands and I can help you too. I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[01:17:38.960 --> 01:17:46.960]  Call 800-34-NO-TAX to finally get free of IRS debt. With the IRS's new programs, there's never been a better time to solve your problem.
[01:17:46.960 --> 01:17:56.960]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpilla.com.
[01:17:56.960 --> 01:18:03.960]  I am very proud to announce the introduction of the highest quality info wars biome defense probiotic.
[01:18:03.960 --> 01:18:17.960]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[01:18:17.960 --> 01:18:29.960]  Biome defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:18:29.960 --> 01:18:36.960]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:18:36.960 --> 01:18:45.960]  Secure your biome defense in ultra strength or regular strength at infowarslife.com today and get started supporting your digestive system naturally.
[01:18:45.960 --> 01:18:51.960]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today.
[01:18:51.960 --> 01:19:16.960]  Support your own health and support the info war.
[01:19:16.960 --> 01:19:21.960]  We've been testing and all the rest of it is the highest quality. Read about what it will do for you and your family. It is amazing.
[01:19:21.960 --> 01:19:32.960]  We've also been sold out for three months on biome defense super high quality probiotic. It's 25% off, out of the gates, back in stock, but for a very limited time.
[01:19:32.960 --> 01:19:36.960]  So you get the highest quality, the very cleanest stuff out there. We're really, really proud of it.
[01:19:36.960 --> 01:19:41.960]  DNA force and biome defense, probiotic. Now back in stock, infowarslife.com.
[01:19:41.960 --> 01:19:58.960]  It is an act of war. It is an act of standing up when you spread the links, the articles and buy products from us and then we commit to rampage against the enemy totally.
[01:19:58.960 --> 01:20:07.960]  You're listening to the Alex Jones show.
[01:20:07.960 --> 01:20:22.960]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[01:20:22.960 --> 01:20:30.960]  So Senator Bob Menendez reportedly laundered all this money and did all this stuff to pay for all these underage women.
[01:20:30.960 --> 01:20:37.960]  And the underage women stuff has not really even been denied. And again, I think it's creepy.
[01:20:37.960 --> 01:20:42.960]  Even though they're 16, 17 years old, it's not really pedophilia, but it's creep built. Okay.
[01:20:42.960 --> 01:20:53.960]  But he just had a mistrial. So that was just announced minutes ago, a really nasty globalist Senator Bob Menendez.
[01:20:53.960 --> 01:21:03.960]  And I mentioned that Stone told me a day and a half ago that get ready Al Franken's neck, sticking his tongue down, women's throats groping him.
[01:21:03.960 --> 01:21:09.960]  And then I just left it alone. And then I didn't know, I guess he told do last night before it broke. So there's a record that we broke it.
[01:21:09.960 --> 01:21:14.960]  I mean, I didn't even know that this stuff, because I just kind of like, I've taken on so many fights.
[01:21:14.960 --> 01:21:18.960]  So I'm like, I don't know if I want to break that he did this and I'm going to wait till the woman goes public.
[01:21:18.960 --> 01:21:25.960]  And Stone wasn't even trying to get me to go public. I just learned all the stuff and have to sit on it because it's just, it's constant.
[01:21:25.960 --> 01:21:29.960]  I mean, we even know basically what happened exactly in Vegas. By the way, it was the Islamists folks.
[01:21:29.960 --> 01:21:36.960]  I mean, they had the FBI grabbing our sources out of their houses and stuff and then releasing them later.
[01:21:36.960 --> 01:21:44.960]  But I don't know why they don't want this info out about who really did Vegas because it only proves Trump's right.
[01:21:44.960 --> 01:21:48.960]  Just like the Islamic attack, you know, a week and a half ago in D.C. or in New York.
[01:21:48.960 --> 01:21:52.960]  InfoWars called it, correctly predicts Al Franken's sex scandal.
[01:21:52.960 --> 01:21:56.960]  Senator Al Franken's time in the barrel was about to come. This is last night.
[01:21:56.960 --> 01:22:06.960]  Well, the specifics from Roger Stone were groping and grabbing a woman sticking his tongue down her throat and expanding saying more coming.
[01:22:06.960 --> 01:22:08.960]  Well, you've certainly got sources.
[01:22:08.960 --> 01:22:15.960]  So let's talk about without getting into how you learn this first, what the next shoe to drop is because you told me again, day and a half ago.
[01:22:15.960 --> 01:22:20.960]  And again, last night, more is coming after this. What should we expect with Al Franken?
[01:22:20.960 --> 01:22:34.960]  Well, Alex, ironically, I know Al Franken. Al Franken and I were on the TV show Politically Incorrect together with Bill Maher, who, while I disagree with him on many things,
[01:22:34.960 --> 01:22:39.960]  I certainly agree with him on the question of Islamic terrorism and marijuana.
[01:22:39.960 --> 01:22:49.960]  And I never thought Franken was funny to be honest. I understand why he went into politics because as a comedian, let's face it, not funny.
[01:22:49.960 --> 01:22:51.960]  This guy is no acroy, you know?
[01:22:51.960 --> 01:22:52.960]  Yes.
[01:22:52.960 --> 01:23:05.960]  Well, and he's a condescending snotty liberal on top of it all. But my sources point out that this woman anchor is very much admired and respected.
[01:23:05.960 --> 01:23:10.960]  She's got a great reputation. She is well liked within the Fox family.
[01:23:10.960 --> 01:23:14.960]  And she's got a photo.
[01:23:14.960 --> 01:23:25.960]  Yes. And ironically, I understand she is giving her first interview to Jake Tapper. So it's going to be interesting to see how Jake handles this.
[01:23:25.960 --> 01:23:30.960]  Yeah, why is she doing that if she's on Fox radio and that's not a good move?
[01:23:30.960 --> 01:23:39.960]  Well, evidently, she has some prior relationship with Tapper, their friends, and she trusts him. Look, I think it's brave of her just to come out.
[01:23:39.960 --> 01:23:49.960]  It's mortifying. To have a picture of a U.S. senator grabbing your, you know, your chest on the Internet.
[01:23:49.960 --> 01:24:01.960]  It shows the hypocrisy of the left. In other words, Franken had to go down the line with the radical feminist agenda to get elected to the Senate.
[01:24:01.960 --> 01:24:12.960]  It's ironic that his win has always been disputed. Many believe that that his seat was stolen for him through democratic chicanery.
[01:24:12.960 --> 01:24:19.960]  Sure, of course, the guys that joke literally figured he's a failed, failed comedian. But you said more are coming.
[01:24:19.960 --> 01:24:26.960]  OK, so you did predict this. You did have it from your sources. And so thank you for giving us the exclusive.
[01:24:26.960 --> 01:24:36.960]  The next big bombshell, in all honesty, is in the Golden State, where where the assaults of various women by Senator Tony Montoya,
[01:24:36.960 --> 01:24:47.960]  veteran Democrat Union Thug have been covered up by De Leon, the speaker, the president of the Senate, who's running for the Senate against Feinstein.
[01:24:47.960 --> 01:24:58.960]  Meanwhile, Adam Schiff is trying to submarine De Leon. So he's the guy feeding this all to the press because he wanted to run for Feinstein's seat,
[01:24:58.960 --> 01:25:07.960]  only to be rebuffed when she decided to seek another term. So it's, it's factor aside within the Democratic Party.
[01:25:07.960 --> 01:25:11.960]  Sure, they're in findings, bringing him down. So a week ago, they were saying, get rid of Bill.
[01:25:11.960 --> 01:25:15.960]  California is infinite from what I'm told. Just enormous, numerous.
[01:25:15.960 --> 01:25:18.960]  You're saying bigger than Hollywood, what you told me that day on the phone.
[01:25:18.960 --> 01:25:26.960]  Bigger than Hollywood is obviously California. The entire situation is going to be gigantic.
[01:25:26.960 --> 01:25:33.960]  That's what I, that's what I, my sources tell me. And of course, it all, you know, it all boils down again to the, you know,
[01:25:33.960 --> 01:25:40.960]  these are the people who pursue a radical feminist agenda and hold themselves out on these issues.
[01:25:40.960 --> 01:25:53.960]  Yeah, exactly. Do you, do you notice that these men that are championing feminism tend to be the ones who are also engaging in this disrespectful and assault on women?
[01:25:53.960 --> 01:25:56.960]  Millie Weaver, that's a great question. Millie Weaver, our reporter, Rodney Shotgun with us, Rodger Stone.
[01:25:56.960 --> 01:26:07.960]  It's way disproportionate, super leftist, anti-family liberals are admitting raping men, women, underage girls, hundreds of hundreds in some cases per person.
[01:26:07.960 --> 01:26:12.960]  These sound like maniacs. I mean, would you just run around all day like a maniac grabbing everybody?
[01:26:12.960 --> 01:26:20.960]  Well, it's interesting though that it's coming to light. I mean, for how long did the mainstream media cover up for Bill Clinton's atrocious behavior?
[01:26:20.960 --> 01:26:26.960]  Not only grabbing women, biting through their upper lips, demanding oral sex.
[01:26:26.960 --> 01:26:33.960]  So there was incredible entitlement. So we've only got the tip of the iceberg. How big is the burg under the waves?
[01:26:33.960 --> 01:26:41.960]  It's, it's just impossible to say. But look, I think we have to be somewhat judicious here.
[01:26:41.960 --> 01:26:50.960]  This is a question of a woman who's happy to let you know her name, who's got a long record of credibility as a person, and she has photos.
[01:26:50.960 --> 01:27:00.960]  Anybody can charge anybody with anything else. Roy Moore, he doesn't have a judgment against him. No court has found him guilty. He is accused.
[01:27:00.960 --> 01:27:05.960]  Voters have to look at the accuser and what they say and make their own decisions.
[01:27:05.960 --> 01:27:08.960]  And by the way, voters, the polls show aren't buying it. It shows how anti-establishment folks are.
[01:27:08.960 --> 01:27:16.960]  I think, I think Moore's admission of courting 17-year-old girls is creepy, but it's nothing compared to Weinstein and others.
[01:27:16.960 --> 01:27:26.960]  But what does it say that voters don't care all the polls show? They're doubling down. That shows the establishment literally is, is, is just hated.
[01:27:26.960 --> 01:27:31.960]  And, you know, we live in a system where you are innocent until proven guilty.
[01:27:31.960 --> 01:27:38.960]  And a lot of times the problem with this, this movement of all these women coming forward is we're starting to just believe every single one of them.
[01:27:38.960 --> 01:27:44.960]  When the reality is, is that oftentimes men are falsely accused of rape or sexually assault and then they become vindicated.
[01:27:44.960 --> 01:27:49.960]  So we need to make sure that we're looking at, are these women credible? Do they have any type of evidence?
[01:27:49.960 --> 01:28:00.960]  We're seeing the evidence here with this situation here with Al Franken. So as far as with Gary Moore or Roy Moore, we don't see that same amount of evidence.
[01:28:00.960 --> 01:28:03.960]  And that's why we should be questioning, we should be interrogating.
[01:28:03.960 --> 01:28:07.960]  That sets the table. Let me come back and ask a few questions. Why aren't we seeing the same evidence?
[01:28:07.960 --> 01:28:14.960]  A, B, clearly Moore thinks what he has done is normal under some Christian construct.
[01:28:14.960 --> 01:28:23.960]  So, okay, but B, how do the Democrats survive this? But more importantly, C, what do we do if the Democrats are saying Roy Moore step down?
[01:28:23.960 --> 01:28:27.960]  Republicans are saying it, but then all these other big Democrats and people are involved in far worse.
[01:28:27.960 --> 01:28:34.960]  Let's ask Roger Stone that question straight ahead because there are a lot of other big issues like the Black Plague getting loose,
[01:28:34.960 --> 01:28:41.960]  which now drug resistant and all these other big global issues in North Korea and the economy and great things going on.
[01:28:41.960 --> 01:28:47.960]  Trump scores win with Senate plan to double child tax credit and there's a lot of crazy good stuff to cover too.
[01:28:47.960 --> 01:28:52.960]  But right now is this big coming out of victims and I think most of them are actually legitimate.
[01:28:52.960 --> 01:28:55.960]  They've been in the shadows until now.
[01:28:55.960 --> 01:29:00.960]  The answer to being in control of your own health care is freedom from insurance.
[01:29:00.960 --> 01:29:06.960]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[01:29:06.960 --> 01:29:11.960]  Individual share amounts begin at $107 a month and $347 for families.
[01:29:11.960 --> 01:29:13.960]  Choose from three health sharing programs.
[01:29:13.960 --> 01:29:15.960]  Polistic treatments may be eligible for sharing.
[01:29:15.960 --> 01:29:16.960]  See guidelines.
[01:29:16.960 --> 01:29:19.960]  Discount programs available for dental, vision and pharmacy.
[01:29:19.960 --> 01:29:21.960]  Go to libertyoncall.org.
[01:29:21.960 --> 01:29:47.960]  That's libertyoncall.org.
[01:29:51.960 --> 01:29:54.960]  1-877-99-BERKEY
[01:30:21.960 --> 01:30:26.960]  A lot of amazing products like Survival Shield X2, SuperMell Vitality and so many others.
[01:30:26.960 --> 01:30:32.960]  With its unique delivery system and proprietary manufacturing process designed for maximized effects.
[01:30:32.960 --> 01:30:38.960]  This formula is the platinum standard of multivitamin mineral products and this part is most important.
[01:30:38.960 --> 01:30:45.960]  The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[01:30:45.960 --> 01:30:46.960]  That means it's clean.
[01:30:46.960 --> 01:30:48.960]  That means it's pure and rest secured.
[01:30:48.960 --> 01:30:50.960]  You're finding the tip of the spear in the info war.
[01:30:50.960 --> 01:30:53.960]  That's infowarslife.com and vitamin mineral fusion.
[01:30:53.960 --> 01:30:56.960]  Take action now before we sell out.
[01:30:56.960 --> 01:30:59.960]  America is an information based civil war.
[01:30:59.960 --> 01:31:07.960]  That's why now more than ever we've got to hit the streets of America and let these globalists scum know we're not backing down from their bullying.
[01:31:07.960 --> 01:31:13.960]  We're only intensifying our operations in the face of their wannabe dictatorship.
[01:31:13.960 --> 01:31:21.960]  Being a conservative, a nationalist, a libertarian or simply a free speech advocate is truly the counter culture.
[01:31:21.960 --> 01:31:29.960]  The real punk rock is being a patriot who's pro-America, pro-capitalism and pro-freedom who at the same time is tolerant.
[01:31:29.960 --> 01:31:34.960]  Modern liberalism is a counterfeit of Thomas Jefferson's class of the liberalism.
[01:31:34.960 --> 01:31:36.960]  They are the anti-liberalists.
[01:31:36.960 --> 01:31:41.960]  To defend free speech, meet like-minded friends and promote freedom worldwide.
[01:31:41.960 --> 01:31:50.960]  We've got more than 60 original designs of high quality t-shirts for men and women as well as more Patriot Feral at infowarsstore.com.
[01:31:50.960 --> 01:32:15.960]  Be part of the Second American Revolution at infowarsstore.com.
[01:32:20.960 --> 01:32:25.960]  Natural oils and ancient ingredients used since aboriginal and biblical times.
[01:32:25.960 --> 01:32:35.960]  Instead of containing fluoride, our super blue line is floated with the good halogen iodine and an array of other beneficial compounds that have been hand selected for their oral health benefits.
[01:32:35.960 --> 01:32:42.960]  Super blue fluoride free mouthwash and toothpaste are the first and only to contain all of these natural ingredients.
[01:32:42.960 --> 01:32:53.960]  Palletol, nano-silver and iodine. Notice the difference with our super blue fluoride free products. Refresh your breath and invigorate your oral health routine at infowarsstore.com.
[01:32:53.960 --> 01:33:17.960]  That's infowarsstore.com.
[01:33:17.960 --> 01:33:24.960]  Defending the Republic from enemies, foreign and domestic. It's Alex Jones.
[01:33:24.960 --> 01:33:50.960]  Again, the big $64 trillion question here is why is all of the sexual abuse, the pedophilia, the Satanism, the occultism, why is it all coming out right now?
[01:33:50.960 --> 01:33:56.960]  Roger Stone. It's because the establishment's in trouble. Hollywood's falling apart.
[01:33:56.960 --> 01:34:01.960]  The Democrats that kind of ran this whole thing, they're losing their power.
[01:34:01.960 --> 01:34:10.960]  And now people see resistance against power structures, the UN, the EU, globalism, Hollywood, the Democratic Party.
[01:34:10.960 --> 01:34:19.960]  So they have the courage to come out. That's why most of these accusations have turned out to be true, especially against Weinstein and Spacey and all these Democrat producers.
[01:34:19.960 --> 01:34:25.960]  But you're going to have the Democrats try to jump on this wave and have their operatives accuse people.
[01:34:25.960 --> 01:34:39.960]  And so then how do we forensically look at the claims? Well, if they're Democratic Party operatives or if they end up not showing the proof to get a big crest going, a big wave going, then you know that wave's fake or it's got to be suspect.
[01:34:39.960 --> 01:34:47.960]  But when it's somebody like Frankenstein, okay, I'm sorry. Well, you know, that's just him trying to get out of the news.
[01:34:47.960 --> 01:35:00.960]  But I'm wondering what the next wave is. You just heard it's going to be California, not just Los Angeles, not just Hollywood, but California and this elitist establishment that believes it can do anything and everything.
[01:35:00.960 --> 01:35:12.960]  But separately, I think Trump played this perfectly, already had a trip set to Asia, did a great job out of the country and then didn't endorse Roy Moore up front.
[01:35:12.960 --> 01:35:21.960]  You know, we were endorsing Roy Moore because he had better credentials than the Tea Party liked him. But I just wonder how uncannily Trump was right on this again.
[01:35:21.960 --> 01:35:23.960]  Roger Stone, what do you think is going on?
[01:35:23.960 --> 01:35:41.960]  Well, Alex, look, I find it stunning that we just learned that Harvey Weinstein uses the same heavy handed private detective, a nasty guy named Jack Paladino, who Bill Clinton used to threaten Kathleen Willey.
[01:35:41.960 --> 01:35:53.960]  Or I should say Hillary used because Paladino was engaged by Hillary. He is the most likely the person who made one of her dogs disappear.
[01:35:53.960 --> 01:35:56.960]  The other one was strangled and found on her front porch.
[01:35:56.960 --> 01:35:59.960]  And by the way, he's finally gotten in trouble for a bunch of other stuff.
[01:35:59.960 --> 01:36:12.960]  You know, her windshield broke in. He's the guy who runs up to her, jogs up to her, all dressed in black and says, essentially, if you know what's good for you, you'll keep your mouth shut.
[01:36:12.960 --> 01:36:17.960]  Now, epically, working for Weinstein doing the same thing, suppressing these women. This is the party of feminists. Ridiculous.
[01:36:17.960 --> 01:36:30.960]  It even came out in the New York Times. They had to admit that Weinstein was using a team of, quote, former, which never happens, Mossad operatives, who are part of the leftist group in Israel that's trying to put Netanyahu in prison.
[01:36:30.960 --> 01:36:37.960]  I mean, it's just a fact. People think Israel is one monolithic deal. No, it's the leftist and the conservatives as usual. There's different splits.
