[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[1:43:20.000 --> 1:43:28.000]  And his wife is like cackling and laughing weirdly like out of a Kamala Harris cackle session.
[1:43:28.000 --> 1:43:31.000]  So I mean, it just gets weirder and weirder here, folks.
[1:43:31.000 --> 1:43:44.000]  And it's only going to get that way till we decide we actually want to live in reality and stop letting these psychopaths dictate the path for humanity's future.
[1:43:44.000 --> 1:44:00.000]  And now also Pelosi is saying every congressional staffer that's over 15,000 every congressional staffer now needs an extensive background check because they have to make sure that nobody that works at the Capitol
[1:44:00.000 --> 1:44:01.000]  supports Trump.
[1:44:01.000 --> 1:44:08.000]  They have to make sure that nobody that works at the Capitol dares go to Info Wars or Band-Aught Video or Project Veritas.
[1:44:08.000 --> 1:44:10.000]  This is a culling.
[1:44:10.000 --> 1:44:14.000]  The left is engaged in a culling of society right now.
[1:44:14.000 --> 1:44:21.000]  So you have the eugenics at the top like Bill Gates that want population control, kill the old people, kill the fat people.
[1:44:21.000 --> 1:44:24.000]  That's what they're doing with COVID and the vaccine.
[1:44:24.000 --> 1:44:35.000]  And then you have the culture culling that the left is engaged in saying you're not even allowed to participate in society unless you do everything that they want you to do.
[1:44:35.000 --> 1:44:36.000]  These are cult members.
[1:44:36.000 --> 1:44:38.000]  These are totalitarians.
[1:44:38.000 --> 1:44:39.000]  These are authoritarian.
[1:44:39.000 --> 1:44:41.000]  These are tyrants.
[1:44:41.000 --> 1:44:48.000]  So now everybody in D.C. has to get a background check to make sure that you're not potentially an American patriot.
[1:44:48.000 --> 1:44:53.000]  So if you love America, you don't get to work in D.C.
[1:44:53.000 --> 1:44:57.000]  And this Biden White House is just an embarrassment on so many fronts.
[1:44:57.000 --> 1:44:59.000]  But here's the latest mask psychosis.
[1:44:59.000 --> 1:45:01.000]  So this is what the media has done.
[1:45:01.000 --> 1:45:02.000]  This is what Fauci has done.
[1:45:02.000 --> 1:45:04.000]  This is what Bill Gates have done.
[1:45:04.000 --> 1:45:10.000]  Turning the average human into a paranoid schizophrenic over a mask that doesn't even work.
[1:45:10.000 --> 1:45:13.000]  This is part of the Civil War agenda.
[1:45:13.000 --> 1:45:15.000]  Pit one another against one another.
[1:45:15.000 --> 1:45:17.000]  Pit black against white.
[1:45:17.000 --> 1:45:19.000]  Pit Asians against this person.
[1:45:19.000 --> 1:45:20.000]  Pit this against that.
[1:45:20.000 --> 1:45:23.000]  Pit Vaxers against anti-Vaxers.
[1:45:23.000 --> 1:45:25.000]  Pit conservatives against liberals.
[1:45:25.000 --> 1:45:30.000]  All this stuff, all part of an agenda to destabilize the United States of America and force us into a Civil War.
[1:45:30.000 --> 1:45:32.000]  We can't fall for it, folks.
[1:45:32.000 --> 1:45:33.000]  We can't fall for it.
[1:45:33.000 --> 1:45:41.000]  But again, our hearts versus our wills to be free.
[1:45:41.000 --> 1:45:46.000]  Our wills to be free will win at the end of the day and we'll restore what we lose of our heart in that battle.
[1:45:46.000 --> 1:45:50.000]  We'll reinstill those values in our lineage.
[1:45:50.000 --> 1:45:51.000]  But no.
[1:45:51.000 --> 1:46:03.000]  So this is the latest mask insanity of family kicked off of flight because a two-year-old eating yogurt didn't have a mask on.
[1:46:03.000 --> 1:46:18.000]  So the babies sitting on the mother's lap eating yogurt, they say you have to get off the plane.
[1:46:18.000 --> 1:46:34.000]  And now the passengers are relying on the same things.
[1:46:34.000 --> 1:46:49.000]  And now the mother's trying to sleep with the rest of her body saying, how can they eat?
[1:46:49.000 --> 1:47:09.000]  This is the signs of the lasting civilization. This is a civilization gone insane.
[1:47:09.000 --> 1:47:18.000]  Wow, we've got an update on this story. Let's complete this video, though, but we have a breaking update.
[1:47:18.000 --> 1:47:23.000]  She's just turned two months ago.
[1:47:23.000 --> 1:47:34.000]  A little girl just sitting here eating yogurt and they're trying to kick her off the plane.
[1:47:34.000 --> 1:47:41.000]  All for a virus with a 99.99% survivability rate. All for the flu.
[1:47:41.000 --> 1:47:51.000]  And you can see the other passengers just stunned that they're witnessing this tyranny.
[1:47:51.000 --> 1:48:00.000]  Yeah, it's pretty shocking to witness tyranny, to be a part of tyranny, to see global enslavement unfolding.
[1:48:00.000 --> 1:48:04.000]  The only way to go against this, folks, is to just resist, to just push back.
[1:48:04.000 --> 1:48:10.000]  And you know what? You're going to have to make sacrifices. You're going to have to go into your discomfort zone.
[1:48:10.000 --> 1:48:12.000]  This is the only way.
[1:48:12.000 --> 1:48:17.000]  Oh, look, she took her mask off to drink water. Oh my gosh. Criminal.
[1:48:17.000 --> 1:48:20.000]  Biological warfare. How dare you.
[1:48:20.000 --> 1:48:27.000]  And then she puts the disease-ridden bacteria-infested mask back on her face and now under her baby's face.
[1:48:27.000 --> 1:48:33.000]  A lady over here heard someone on the phone before we even got on the plane that they were planning this.
[1:48:33.000 --> 1:48:42.000]  The captain was okay with it. The whole plane was okay with it, but there was one African-American that was not okay with it.
[1:48:42.000 --> 1:48:46.000]  Why? You're not complying. What do you mean? You're not complying.
[1:48:46.000 --> 1:48:48.000]  A pregnant lady.
[1:48:48.000 --> 1:48:50.000]  Yes, she does.
[1:48:50.000 --> 1:48:52.000]  I could have gotten her a free seat.
[1:48:52.000 --> 1:48:54.000]  And wrote that she's not too.
[1:48:54.000 --> 1:48:56.000]  Maybe that has something to do with it.
[1:48:56.000 --> 1:48:58.000]  But I paid for her seat because I'm honest.
[1:48:58.000 --> 1:49:03.000]  Okay, I could have worked without you, right? She doesn't have a license.
[1:49:03.000 --> 1:49:06.000]  And especially these tiles right over here.
[1:49:06.000 --> 1:49:10.000]  It's all political, folks. It's all political.
[1:49:10.000 --> 1:49:14.000]  And that's why liberals are ruining the world. And they're not actually liberals.
[1:49:14.000 --> 1:49:19.000]  And I only say liberals because that's just the common nomenclature for the current day.
[1:49:19.000 --> 1:49:23.000]  But they're not liberals. They're tyrants. They're authoritarians. They're communists.
[1:49:23.000 --> 1:49:28.000]  Apparently, so this is an update now. We've just got a breaking update here.
[1:49:28.000 --> 1:49:36.000]  Apparently the Spirit Airlines flight attendant who ordered the family off the flight has been removed and the family has been allowed back on.
[1:49:36.000 --> 1:49:39.000]  And now they're getting a new flight crew.
[1:49:39.000 --> 1:49:47.000]  So this creates a bunch of other questions, doesn't it?
[1:49:47.000 --> 1:49:50.000]  Why was there an original complaint filed?
[1:49:50.000 --> 1:49:56.000]  Why was this flight attendant forced to remove them?
[1:49:56.000 --> 1:50:01.000]  We have to fight back, folks. We have to resist because we cannot let this continue.
[1:50:01.000 --> 1:50:08.000]  And if there's one bad egg, if there's one mask Nazi out there who just does it for political reasons and that's all it is.
[1:50:08.000 --> 1:50:11.000]  So again, who knows what the guy could have been thinking.
[1:50:11.000 --> 1:50:15.000]  Hey, this whitey without a mask grew him. Hey, this Jew without a mask grew him.
[1:50:15.000 --> 1:50:21.000]  What's the file of complaint? I don't know. It's definitely not that far fetched.
[1:50:21.000 --> 1:50:28.000]  But just like they wear the mask to make a political statement, just like they want the forced vaccinations to make a political statement,
[1:50:28.000 --> 1:50:33.000]  they carry out the same routine in the day to day life.
[1:50:33.000 --> 1:50:38.000]  A bunny with a mask, the Biden administration brings it out.
[1:50:38.000 --> 1:50:41.000]  I mean, it's just all political.
[1:50:41.000 --> 1:50:46.000]  They want to control you. They see you without a mask that angers them. They want you to be enslaved.
[1:50:46.000 --> 1:50:48.000]  They want to control you.
[1:50:48.000 --> 1:50:56.000]  So they use the corporate government system set up to control you as leverage that makes them feel good.
[1:50:56.000 --> 1:51:02.000]  Like, I'm controlling them. I made them wear a mask. I made them get off the plane.
[1:51:02.000 --> 1:51:09.000]  And those are the six psychotics that we're dealing with, like the woman on the airplane that we rolled the video of earlier.
[1:51:09.000 --> 1:51:23.000]  But I'll tell you what, if that's not crazy enough, let's go to break with Hunter Biden telling you he smokes Parmesan cheese.
[1:51:23.000 --> 1:51:25.000]  No, we don't have the video.
[1:51:25.000 --> 1:51:27.000]  Well, this is very upsetting.
[1:51:27.000 --> 1:51:31.000]  So the crew, no, see, I'm not going to let this stand.
[1:51:31.000 --> 1:51:36.000]  The crew is back there smoking Parmesan cheese right now.
[1:51:36.000 --> 1:51:45.000]  You think this is a game, crew? You think because you watch Hunter Biden get interviewed by CBS and he talks about how great it is to smoke Parmesan cheese
[1:51:45.000 --> 1:51:51.000]  and you think you can be back there getting high off Parmesan cheese? No. Hunter Biden gets high off Parmesan cheese.
[1:51:51.000 --> 1:51:53.000]  Yeah.
[1:51:53.000 --> 1:52:05.000]  You know, I spent more time on my hands and knees picking through rugs, smoking anything that even remotely resembled crack cocaine.
[1:52:05.000 --> 1:52:14.000]  I probably smoke more Parmesan cheese than anyone, anyone that you know, I'm sure Tracy.
[1:52:14.000 --> 1:52:24.000]  So this is good. So the Biden crime family are so drug addicted that they, and by the way, Joe Biden is passing bills to have people arrested for crack cocaine
[1:52:24.000 --> 1:52:30.000]  as his son is sifting through carpet fibers, looking for crack cocaine and smoking Parmesan cheese.
[1:52:30.000 --> 1:52:40.000]  Of course, all of this is a distraction from the Biden crime family, the allegations of the pedophilia, the things that came out in the journal and the emails and the deals with China.
[1:52:40.000 --> 1:52:42.000]  So it's all a cover up.
[1:52:42.000 --> 1:52:56.000]  The equation is very simple. The bank of banks control the media, they control big pharma, they control academia, they control the military, industrial complex, they control big tech.
[1:52:56.000 --> 1:53:05.000]  And everywhere that they have been in control in the third world, they have established absolute total despotism and dehumanization.
[1:53:05.000 --> 1:53:14.000]  It is the Western Christian idea of human freedom that ended slavery and that promoted women's rights and so much more that actually threatens them.
[1:53:14.000 --> 1:53:29.000]  So because they can't defeat that empowering ethic, they instead co-opted, turned it upside down and use the idea of equality to actually destroy human freedom and the free market that threatens their monopolies of control.
[1:53:29.000 --> 1:53:34.000]  That's why they target info wars because we understand the keys to defeating them.
[1:53:34.000 --> 1:53:39.000]  But the only way our transmission gets out is if you promote info wars and ban that video.
[1:53:39.000 --> 1:53:43.000]  So we double your efforts. We're all in this together.
[1:53:43.000 --> 1:53:48.000]  All of the experts agree that getting proper sleep is the cornerstone of good health.
[1:53:48.000 --> 1:53:58.000]  It has been proven that a poor sleep schedule is linked with numerous health problems including weight gain, memory issues, mood changes, poor concentration and even a weakened immune system.
[1:53:58.000 --> 1:54:05.000]  Introducing Rocket Rest, the new product from our Dr. Jones Naturals line at infowarstore.com.
[1:54:05.000 --> 1:54:13.000]  The new Rocket Rest formula is loaded with the best natural ingredients to help not only improve your quality of sleep, but help you wake up feeling refreshed.
[1:54:13.000 --> 1:54:23.000]  Many competitor sleep formulas focus only on getting you to sleep, but Rocket Rest was specifically formulated to help you feel rested and ready to take on the next day.
[1:54:23.000 --> 1:54:31.000]  It uses a unique quick release capsule system to ensure fast delivery of deep sleep support ingredients like melatonin and magnesium.
[1:54:31.000 --> 1:54:36.000]  Rocket Rest helps you fall asleep fast, stay asleep and wake up feeling rested.
[1:54:36.000 --> 1:55:04.000]  So get the new Rocket Rest formula from Dr. Jones Naturals right now at infowarstore.com.
[1:55:06.000 --> 1:55:21.000]  Sometimes you just gotta let go, realize the world's gone completely insane.
[1:55:21.000 --> 1:55:32.000]  We have a choice. We have a choice. It doesn't have to be like this. We don't have to be completely insane.
[1:55:32.000 --> 1:55:37.000]  We don't have to open up our southern borders. We don't have to introduce 39,000 separate genders.
[1:55:37.000 --> 1:55:44.000]  We don't have to train our kids to be transsexuals or hookers or prostitutes.
[1:55:44.000 --> 1:55:54.000]  We don't have to force ourselves to put bacteria-ridden masks over our face and nostrils and nose and mouth.
[1:55:54.000 --> 1:56:00.000]  We don't have to put clowns into the White House like the Biden family, criminal families into the White House.
[1:56:00.000 --> 1:56:03.000]  It doesn't have to be like this. It really doesn't.
[1:56:03.000 --> 1:56:11.000]  And you know our assumption here is if people can get the truth, then they can stand up for it and we can change the world.
[1:56:11.000 --> 1:56:15.000]  And of course that's why they censor us. That's why they lie about us. That's why they demonize us.
[1:56:15.000 --> 1:56:19.000]  That's why they do it to you too.
[1:56:19.000 --> 1:56:26.000]  Now, we've got a very powerful report coming up at the bottom of the hour from David Ike.
[1:56:26.000 --> 1:56:35.000]  Vaccine reactions and deaths are just the tip of the iceberg. You're not going to want to miss this.
[1:56:35.000 --> 1:56:39.000]  And you know what? I blew it. I meant to play this clip 5.
[1:56:39.000 --> 1:56:43.000]  In fact, guys, let's just roll what we have here from clip 5. This is an incredible story.
[1:56:43.000 --> 1:56:48.000]  The video and the full report is at banthis.tv.
[1:56:48.000 --> 1:57:00.000]  As well, at a personal and professional relationship with Jeffrey Epstein.
[1:57:00.000 --> 1:57:09.000]  I just shook my head and just did never really make sense to me that someone who, you know, lestered all these girls.
[1:57:09.000 --> 1:57:13.000]  You know, he never denied that he did this.
[1:57:13.000 --> 1:57:19.000]  So it wasn't a question of whether he did it. It was a question of how did he get away with it.
[1:57:19.000 --> 1:57:23.000]  Purposely failing children in any way is not an option.
[1:57:23.000 --> 1:57:34.000]  And yet there are some in society who have chosen to blatantly disregard this responsibility using whatever means they have at their disposal to lure children into a life which they should never have been exposed.
[1:57:34.000 --> 1:57:43.000]  The jail system let us down. The government let us down. This whole case has been so corrupted and just so influenced by money and power.
[1:57:43.000 --> 1:57:46.000]  Justice definitely was never served.
[1:57:46.000 --> 1:57:52.000]  Just when you thought the Epstein Maxwell saga couldn't wreak of more elitist wickedness,
[1:57:52.000 --> 1:58:00.000]  testimony from a Turkish national known anonymously as Jane Doe reads like a chapter from a Hunter S. Thompson novel.
[1:58:00.000 --> 1:58:12.000]  Ms. Doe, a married Muslim woman from Turkey, said she met Mr. Epstein and Ms. Maxwell at a barbecue hosted by her employer in late 2006 or early 2007.
[1:58:12.000 --> 1:58:21.000]  The employer is not named in the lawsuit, which states that Ms. Doe was told that Mr. Epstein wanted to buy or rent a property.
[1:58:21.000 --> 1:58:24.000]  Ms. Doe found a $10,000 a month rental for us.
[1:58:24.000 --> 1:58:31.000]  Ms. Doe, a trained hairdresser, allegedly went to his Palm Beach estate in January of 2008 to cut his hair.
[1:58:31.000 --> 1:58:39.000]  But when she got there, she claims Mr. Epstein was naked and proceeded to brutally rape her with Ms. Maxwell's help.
[1:58:39.000 --> 1:58:44.000]  The Miami Herald reported she attempted to leave, telling them she intended to report the rape.
[1:58:44.000 --> 1:58:59.000]  Maxwell, in response, claimed that she had already called the police. Two men who claimed to be police officers arrived at Epstein's mansion and threatened to arrest Doe for prostitution to take away her son and deporter, according to the suit.
[1:58:59.000 --> 1:59:10.000]  After the alleged abuse, the pair reportedly drove the woman to pick up her 8-year-old son and stopped the car at a large body of water that was infested with alligators.
[1:59:10.000 --> 1:59:22.000]  Epstein then ushered the plaintiff to the body of water and told her in explicit detail, as had happened to other girls in the past, she would end up in this body of water and be devoured by the alligators.
[1:59:22.000 --> 1:59:51.000]  Should she ever reveal what Epstein did to her?
[1:59:52.000 --> 1:59:58.000]  All of us are purposely collapsing our world. They are creating insecurity, crime, war, and famine.
[1:59:58.000 --> 2:00:05.000]  All of us should do everything we can to get prepared and get ready for ourselves and our family's sakes, but also our community.
[2:00:05.000 --> 2:00:12.000]  And citizensstronghold.com is the best place to go to get high-quality body armor at the lowest price you're going to find.
[2:00:12.000 --> 2:00:22.000]  We've worked with them for years, but they can never supply enough to our audience. They have massively expanded their factories.
[2:00:22.000 --> 2:00:26.000]  It's made right here in America, and they're ready to ship it to you right now.
[2:00:26.000 --> 2:00:51.000]  And the globalists are coming to try to stop the sale of it soon. That's why you need to get it now at citizensstronghold.com.
[2:00:57.000 --> 2:01:10.000]  And now, the tip of the spear. Leading the fight to take back the nation. It's Owen Troyer. You're listening to the Alex Jones show.
[2:01:10.000 --> 2:01:20.000]  We'll never sell out. We'll never give in. We'll never give up. Resistance is victory.
[2:01:20.000 --> 2:01:26.000]  We're in the third hour now of the Alex Jones show. I want to give a quick programming note here.
[2:01:26.000 --> 2:01:34.000]  Owen Troyer filling in for Alex today. I will be hosting the war room by normal host duties from three to six p.m. central today.
[2:01:34.000 --> 2:01:40.000]  And I think what I'm going to do is, in fact, let me even check with my crew. We just do this live on air.
[2:01:40.000 --> 2:01:47.000]  I don't have any guests today, right, Scott? Are we wide open today? Wide open today.
[2:01:47.000 --> 2:01:57.000]  And so I've already covered most of the news. And so I'm going to take a ton of phone calls, maybe even end to end on the war room today.
[2:01:57.000 --> 2:02:02.000]  All the news we've covered, the videos, and I got more to come.
[2:02:02.000 --> 2:02:14.000]  In the last two segments, you're going to be hearing from David Ike about the negative reactions, the negative side effects and the death from the COVID vaccine.
[2:02:14.000 --> 2:02:20.000]  And then Gerald Salenti is going to be hosting the fourth hour. But again, want to let people know you're trying to get into infowars today.
[2:02:20.000 --> 2:02:25.000]  I'm going to be taking end to end phone calls on the war room today.
[2:02:25.000 --> 2:02:31.000]  So if you're a Border Patrol, you want to call about that. You want to call about Epstein sex slaves getting thrown into Gator pits.
[2:02:31.000 --> 2:02:38.000]  You want to call in about the masked Nazis and the insanity of the woman breaking down on the elevator.
[2:02:38.000 --> 2:02:45.000]  The woman breaking down on the airplane because a kid isn't a two-year-old is eating yogurt without a mask.
[2:02:45.000 --> 2:02:52.000]  All the other news I've covered and the other news to cover. But let me just say this.
[2:02:52.000 --> 2:03:00.000]  I'm, you know, I'm fair. I'm open-minded. And so when I saw the stuff coming out against Gates, I said, all right, well, let's see.
[2:03:00.000 --> 2:03:14.000]  There's anything there. And as far as the accusations and the story is concerned, it seems very, it seems like a setup almost, actually, of anything.
[2:03:14.000 --> 2:03:21.000]  But then there's all these images that they're trying to make go viral of Matt Gates at children's schools and taking pictures with kids.
[2:03:21.000 --> 2:03:26.000]  And they're saying, see, this is the proof. This is the proof. But hey, you know what? I'm open-minded. Let's see what's going on.
[2:03:26.000 --> 2:03:37.000]  But no, to me, it looks like it was a setup. But forget about that. Forget about the details.
[2:03:37.000 --> 2:03:44.000]  Let's say Matt Gates is guilty of what they're saying. He's done. I'm not saying he is. I don't believe he is.
[2:03:44.000 --> 2:03:52.000]  But let's just say, for sake of this argument, he is. Why would Matt Gates be the story? Why would they be going after Matt Gates?
[2:03:52.000 --> 2:03:57.000]  Why wouldn't they be talking about Bill Clinton and the women? Why wouldn't they be talking about Governor Cuomo and the women?
[2:03:57.000 --> 2:04:05.000]  Why wouldn't they be talking about Warnock and the abuse at the facilities he was running in Georgia? Why not Epstein?
[2:04:05.000 --> 2:04:15.000]  They actively covered all of that up. The Hollywood rape of kids, the Hollywood rape of female actresses, the Harvey Weinstein's of Hollywood, the James Gunn's of Hollywood.
[2:04:15.000 --> 2:04:21.000]  They covered all of that up. They said, don't talk about it. Don't look here. We don't do that.
[2:04:21.000 --> 2:04:37.000]  But Matt Gates? Matt Gates, though? Huh? Why the inconsistency? Why the double standard? Well, it's pretty obvious, isn't it?
[2:04:37.000 --> 2:04:44.000]  Pretty obvious, isn't it? Matt Gates is a fighter for America. Matt Gates is a fighter for Trump.
[2:04:44.000 --> 2:04:56.000]  And I think that Matt Gates at some levels probably still tries to cater to the establishment way and keep himself relevant and not be totally attacked like a Marjorie Taylor Greene.
[2:04:56.000 --> 2:05:06.000]  But he wants to do the right thing. He wants America to win. He wants Florida to win. He wants the truth to be told.
[2:05:06.000 --> 2:05:17.000]  He doesn't want the leftist communist to destroy our great nation. That I do believe. And that is the reason why they're going after Matt Gates.
[2:05:17.000 --> 2:05:24.000]  Because he goes on TV and he tells the truth. And the left hates it and the globalists hate it.
[2:05:24.000 --> 2:05:27.000]  He stands and he fights for Trump and you're not allowed to do that.
[2:05:27.000 --> 2:05:42.000]  They bring up this whole thing about Matt Gates to make that the story, but they cover up the industrial level child sex trafficking run by the FBI, run by Mossad.
[2:05:42.000 --> 2:05:53.000]  The list goes on and Epstein was their man. And all the political elite, all the Hollywood elite that were running around with Epstein, they all get protection.
[2:05:53.000 --> 2:06:05.000]  They all get covered up. But if you're Matt Gates and you're an American patriot, then they lie about you and they try to smear and slander you with the claims of everything that they've been doing.
[2:06:05.000 --> 2:06:15.000]  So it's not Matt Gates running industrial level sex trafficking. That's the FBI. That's the UN. That's Jeffrey Epstein.
[2:06:15.000 --> 2:06:25.000]  But we now know with Gina Rohrbach and who knows how many others, they were told, you don't cover this story. We're covering this up.
[2:06:25.000 --> 2:06:30.000]  We don't talk about the Epstein sex trafficking. But see, it just shows how hypocritical they are.
[2:06:30.000 --> 2:06:41.000]  So Matt Gates, who's probably just a real legit dude, just actual good dude, doesn't go around raping women, doesn't womanize, doesn't, you know, traffic children, just a good American patriot.
[2:06:41.000 --> 2:06:47.000]  He's going to be the one that they try to bring down, but Cuomo with all the accusations they don't care about.
[2:06:47.000 --> 2:06:54.000]  And fair facts and the list goes on and on and on and all the Epstein industrial sex trafficking, they don't care about that.
[2:06:54.000 --> 2:06:59.000]  They don't report on that. They keep that under wraps. They cover all of that up.
[2:06:59.000 --> 2:07:06.000]  But if you're Matt Gates, you must be destroyed because you love America and you're going to fight for what's right.
[2:07:06.000 --> 2:07:12.000]  Matt Gates will only make him fight harder as by prediction. It's kind of like what they're doing to Publix.
[2:07:12.000 --> 2:07:18.000]  And, you know, I kind of want to break the story here, but it's not mine to break. So I won't do it.
[2:07:18.000 --> 2:07:24.000]  But let me just tell you, there's something else going on with Publix that they don't want you to know about.
[2:07:24.000 --> 2:07:29.000]  And I'll just leave it at that. And someday, again, it's not my story to break.
[2:07:29.000 --> 2:07:37.000]  But someday, maybe you will hear about this story and how great the people of Publix actually really are and how much they care about humans.
[2:07:37.000 --> 2:07:44.000]  And so let me just tell you the attacks against Publix right now for financing Trump or financing DeSantis or whoever else.
[2:07:44.000 --> 2:07:51.000]  That's not what this is really about, folks. It's an outlier and they do use that and they will continue to attack Publix.
[2:07:51.000 --> 2:07:58.000]  But let me just tell you again, there's other stuff going on behind the scenes, which is really why they want to destroy Publix.
[2:07:58.000 --> 2:08:06.000]  The people of Publix really just love people. They do. They love people. They love America and they don't want to see it collapse.
[2:08:06.000 --> 2:08:15.000]  But see, as all of these people are getting attacked, it's like the tip of the spear analogy, the tip always penetrates the enemy first.
[2:08:15.000 --> 2:08:21.000]  The tip always penetrates the target first. So it deals the first damage. It takes the first damage.
[2:08:21.000 --> 2:08:31.000]  Now as it penetrates and the tip of the spear widens, as you know, the shape of the spear, now all those other people that are getting attacked,
[2:08:31.000 --> 2:08:37.000]  now they're being forced to fight back. Now they're going to be penetrating the enemy. Now they're going to be penetrating the target.
[2:08:37.000 --> 2:08:42.000]  So I think Matt Gaetz is only going to fight harder. I think Ron DeSantis is only going to fight harder.
[2:08:42.000 --> 2:08:47.000]  I think the people of Publix are only going to fight harder, just like what we've seen with the people at Goya,
[2:08:47.000 --> 2:08:57.000]  just like what we've seen with the people at Archie Oates and his restaurants in Florida,
[2:08:57.000 --> 2:09:01.000]  and just like you've seen with Info Wars for a long, long time.
[2:09:01.000 --> 2:09:09.000]  No, not like what you've seen from Hunter Biden, who's been smoking crack for 30 years and Parmesan cheese for, I'm not sure how many years, maybe 35.
[2:09:09.000 --> 2:09:16.000]  He's been smoking Parmesan cheese. Maybe he learned that one from his dad. Who knows what else these sick people are into?
[2:09:16.000 --> 2:09:24.000]  I would imagine all of it. I mean, we could sit here and make jokes, because we do know what they're up to.
[2:09:24.000 --> 2:09:29.000]  We do know about the drugs and the addictions, and we do know about the sexual deviations,
[2:09:29.000 --> 2:09:36.000]  and we do know about the deceased brother and his wife also sleeping around inside the family.
[2:09:36.000 --> 2:09:41.000]  It's a family affair. Who knows? Maybe Jill and Hunter have had a run together.
[2:09:41.000 --> 2:09:46.000]  Would you be surprised? I'd actually bet it's happened.
[2:09:46.000 --> 2:09:51.000]  This family is really messed up, really, really badly.
[2:09:51.000 --> 2:09:58.000]  And you know, again, it's the Biden family that's so corrupt. It's the Biden family that's falling apart,
[2:09:58.000 --> 2:10:02.000]  only propped up by the media and their millions in stolen money.
[2:10:02.000 --> 2:10:08.000]  But here's the Trump family, makes all the money legitimately,
[2:10:08.000 --> 2:10:13.000]  and actually raises a good productive family. I mean, look at the family. Don Jr., I love Don Jr.
[2:10:13.000 --> 2:10:18.000]  I actually hope he runs soon. Look at Eric Trump and his wife, Laura. What a beautiful family.
[2:10:18.000 --> 2:10:24.000]  Look at all their kids. They're not addicted to drugs. They're not going around making corrupt deals.
[2:10:24.000 --> 2:10:30.000]  Meanwhile, on the Biden side, though, yikes, they're smoking crack, they're smoking Parmesan cheese,
[2:10:30.000 --> 2:10:37.000]  and Jill Biden looks like a street hooker. Maybe she just got done with a romp with Hunter.
[2:10:37.000 --> 2:10:42.000]  Or, you know, who knows? I mean, they just pass around women in that family, pass around children in that family.
[2:10:42.000 --> 2:10:48.000]  That's not even a joke. We know that. And they also pass around the Parmesan cheese, not because they're eating pizza,
[2:10:48.000 --> 2:10:51.000]  but because they're trying to get high. You can't make this stuff up.
[2:10:51.000 --> 2:10:57.000]  The people are awakening. They're taking control of their own environment. Cell phones are an amazing tool.
[2:10:57.000 --> 2:11:03.000]  Really, they're a supercomputer that's handheld. But big tech, large corporations, hackers, governments,
[2:11:03.000 --> 2:11:09.000]  foreign governments, the CHICOMS especially, are using this to steal your data, to share your data,
[2:11:09.000 --> 2:11:13.000]  to be able to rig markets when they're able to scoop up billions of people's data
[2:11:13.000 --> 2:11:18.000]  that can actually predict on record what's going to happen in mass movements.
[2:11:18.000 --> 2:11:24.000]  Cutting them out of that data stream absolutely devastates their AI takeover.
[2:11:24.000 --> 2:11:31.000]  In their own words, they admit it. So, I've been selling privacy pouches and block-it pockets and things like that for more than a decade.
[2:11:31.000 --> 2:11:36.000]  And now the units have gotten really lightweight. They're Faraday cages. They just look like a cloth envelope.
[2:11:36.000 --> 2:11:43.000]  They work absolutely great. And it just gives you that security to have power over your data and power over your identity
[2:11:43.000 --> 2:11:47.000]  when you are traveling and don't want big brother to know what you're up to because it's another business.
[2:11:47.000 --> 2:12:01.000]  Get yours at infowarstore.com today.
[2:12:18.000 --> 2:12:22.000]  So, for your immune system, for your whole body, for life itself,
[2:12:22.000 --> 2:12:26.000]  vitamin mineral fusion back in stock at infowarstore.com.
[2:12:26.000 --> 2:12:30.000]  And despite the fact we can't keep from the shelves, it's 40% off.
[2:12:30.000 --> 2:12:34.000]  The supply chains are breaking down. We try to put it in a bigger order. We couldn't even get it
[2:12:34.000 --> 2:12:38.000]  because getting high quality ingredients is very, very hard and we're not going to cut corners.
[2:12:38.000 --> 2:12:40.000]  We're going to keep the quality at the highest levels.
[2:12:40.000 --> 2:12:48.000]  It also funds the InfoWars, so get your vitamin mineral fusion now at infowarstore.com or AAA-253-3139.
[2:13:11.000 --> 2:13:18.000]  We are about to get powerful information from David Ike.
[2:13:18.000 --> 2:13:26.000]  And then the always informative and entertaining Gerald Salente from the Trends Research Journal,
[2:13:26.000 --> 2:13:33.000]  which I'm a subscriber of. Great news coming out of the Trends Research as far as their analytics and coverage
[2:13:33.000 --> 2:13:38.000]  just always spot on and much like InfoWars tomorrow's news today.
[2:13:38.000 --> 2:13:43.000]  I'm going to do my final news coverage here. Then it's David Ike, then it's Gerald Salente.
[2:13:43.000 --> 2:13:51.000]  But again, a reminder, the crew is so excited to take phone calls for three hours coming up on the war room.
[2:13:51.000 --> 2:13:56.000]  So here's what typically happens. When I host into the war room and I'm on air like getting to six, seven hours,
[2:13:56.000 --> 2:14:01.000]  I tend to get a little out of control and I don't want to do that today.
[2:14:01.000 --> 2:14:05.000]  So you're going to be my safety net and you're going to dictate today.
[2:14:05.000 --> 2:14:09.000]  Normally you do that on a Friday, open line Friday. We're going to do open line Monday on the war room coming up.
[2:14:09.000 --> 2:14:12.000]  Your calls on anything that we've covered.
[2:14:12.000 --> 2:14:18.000]  The border, the cover up of the sex slavery under Epstein and the political elites and Hollywood elites,
