[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[01:34:28.360 --> 01:34:52.360]  I want to remind you that you are listening to Dr. Katherine Albrecht. I'm filling in for Alex Jones today. I'll also be with you on Tuesday and Friday. I believe Mike Adams is going to be filling in on the days that I'm not on, but I'm not entirely sure. Don't quote me on that. But I will be with you today, tomorrow and Friday. And if you'd like to check out my live daily radio program, you can find it under my name, katherinealbrecht.com or kmashow.com. My show comes on. Well, if Alex doesn't do his hour of overdrive, there's a link to that in the description.
[01:34:58.360 --> 01:35:28.160]  There's an hour break and then my show comes on right there at GCNlive.com. You can also listen to it streaming on my website, kmashow.com. All right, let's get back to our conversation. Adrian, before the break, we were talking about the the first and second wars over in Iraq with Saddam Hussein. And my question for you was, should we really believe this story that we were told or the official story that Saddam Hussein was just a really mean tyrant, and the US just doesn't like really mean tyrants and wants to
[01:35:28.160 --> 01:35:29.160]  protect the people?
[01:35:30.680 --> 01:35:57.560]  Well, not really, obviously, I mean, geopolitics, or machtpolitik, as the Germans would say, is based on permanent interests of every nation. And I think the United States does it just as Britain does it. And just as every serious nation should do so Russia, China, even Argentina, we don't do that. That's that's our problem and our mistake. We can't blame anybody else for that. However, in the case of Saddam Hussein, he was definitely most instrumental to the United States. It was only when he disobeyed
[01:35:57.560 --> 01:36:27.120]  orders in 1990, with the invasion of Kuwait, that he was ousted. And although he was not ousted, then he ended up being ousted by George Bush, Jr. many years later, and it all had to do with this oil market system using the dollar or trying to move away from the dollar. Just just compare with what happened in 2011. With Libya, Muammar al-Gaddafi was about to introduce the gold dinar, which was going to be a gold backed currency to be used for North African
[01:36:27.120 --> 01:36:56.560]  oil. And he was assassinated on public television with Hillary Clinton laughing and saying, we came, we saw he died and chuckling her way through on CBS News. So Iran knows that they run the same risk, but there's a big difference. Their backs are covered. And that is where the mainstream Western media really renders such a bad service to all the Western world and the whole planet, because they're trying to make us believe that Iran is a danger because of the nuclear program. And yet,
[01:36:56.560 --> 01:37:21.480]  you just played that beautiful song, Don't Know Much About History. People don't know much about history. Iran has not invaded or attacked anybody in over 120 years. However, Iran was invaded by Britain in World War One. It was invaded by Britain and the former Soviet Union in World War Two, because they needed Persian oil to make war against Hitler. When the Iranians finally have a democratically elected Prime Minister,
[01:37:21.480 --> 01:37:51.440]  Mohammed Mossadegh, who nationalized in 1951, the Anglo Iranian oil company, today known as British Petroleum, the CIA and the British MI6 orchestrated a coup and he was ousted. And the Iranians were imposed the horrendous and authoritarian regime of the Shah of Persia, Reza Pahlavi. When they finally got rid of him with the revolution of the Ayatollahs in 1979, what did American the Western powers do? They get they finance and they gave Saddam Hussein, who was their
[01:37:51.440 --> 01:38:21.080]  envoy, all the necessary weapons to make a war of attrition that lasted eight years and cost one million Iranian lives. That was from 1981 to 1988. It was only when Saddam Hussein disobeyed and did the the Kuwait trick that he was finally ousted. But as long as these little dictators do what they are told, they can stay in power all they want. It happened with us with the military junta. It was very pro American until General Galtieri. You remember him got up one day and said, I'm going to invade the Falkland Islands. So he had to be out.
[01:38:21.440 --> 01:38:51.400]  That's Argentina we're speaking about and my guest this hour, Adrian Salvucci, international consultant, author and speaker on geopolitics, economics and risk management. He joins us live from Buenos Aires, Argentina, one of the victims of the multinational bankers certainly with economic hardships over over many, many decades. Let me before we open up the phone lines and let me go ahead and do that now. 1-800-259-9231. Adrian, let me ask you just in a nutshell, why do you call
[01:38:51.400 --> 01:38:54.560]  the US the John Corleone of international politics?
[01:38:55.240 --> 01:39:20.840]  Well, I think we have to be very fair in the following because a lot of people tend to think, especially here in Latin America, oh, it's the Americans, it's the Yankees, Yankees go home. It is not the fault of the American people. The problem is, and that is something that I think Alex Jones has done a great job and you yourself, Catherine, in helping people understand this, there is a supranational global power elite, which includes the mega bankers and the mega oil companies,
[01:39:20.840 --> 01:39:46.040]  which is embedded, embedded inside the United States, Britain and other European countries, but especially embedded inside the United States because of your military prowess and your power. But although it is inside the United States, it is not part of the United States. It does not look after, doesn't even care about the American national interest, although it might end up occupying the White House and your Congress and most of your media and your banking system.
[01:39:46.040 --> 01:39:59.640]  So it is not really the American people who are at fault, but rather who have no choice but to select between Coca-Cola and Pepsi-Cola every time there is an election. But it is really this global power elite embedded inside and that acts like a mafia.
[01:39:59.640 --> 01:40:15.160]  It's like a parasite. It's like a parasite. You know, I think about these ants that get infected with this fungus and the fungus makes the ants march up to the very, very tip top of a tree and then die so they can dispel the fungal spores from the top of the tree.
[01:40:15.160 --> 01:40:35.880]  And the ant is just trying to live its own life. But once this thing gets a hold of it, the thing drives it to its own interests. And it really does feel parasitic what you're talking about, this thing that is controlling U.S. money, the U.S. economy, the American people, the American debt, and especially the American military to accomplish its own goals.
[01:40:35.880 --> 01:40:49.720]  They've got us climbing up to the top of the tree and they don't care if we wind up, you know, sticking up to the top of the tree like these little ants with our teeth embedded in the wood while we die as long as it gets to continue its own proliferation. And that's really what we're seeing.
[01:40:49.720 --> 01:41:00.280]  All right. Let me go ahead and open up the phone lines. Adrian Salvucci is my guest this hour. I'm, of course, your host, Dr. Catherine Albrecht. I am filling in for Alex Jones, who's taking a much needed break this week.
[01:41:00.280 --> 01:41:06.680]  And let's go directly to the line in Connecticut and say hello to George. George, you're on with Adrian Salvucci. Go right ahead.
[01:41:06.680 --> 01:41:36.440]  I was wondering how you would see this monster from the inside, this parasite, would try to take down the United States. Or is this actually against their own interests because so many people are waking up that maybe it might be more dangerous for them to take the system down than try to prolong it. But how would they probably take it down? And how do we get rid of them from your point of view since you see it from the outside? Sometimes you can see clear from the outside, then you get from the inside.
[01:41:36.440 --> 01:41:59.320]  It's a very good question, George. Zbigniew Brzezinski, who is the ideologue of the Trilateral Commission, who was Jimmy Carter's national security advisor, he said at the Council on Foreign Relations about two and a half years ago that the main risk of the global power elite is the political awakening of the masses of people the world over, including the United States.
[01:41:59.320 --> 01:42:18.760]  That's why it's so important for them to have full control of the media so that we see the world through their eyes and not through reality. As I was saying, we have to be convinced and talk into believing that Saddam Hussein had weapons of mass destruction, that Iran is a hell of a risk and a danger because of its nuclear program.
[01:42:18.760 --> 01:42:37.800]  But they completely ignore the fact that the only country with weapons of mass destruction, nuclear weapons of mass destruction in the Middle East, is the state of Israel, which unfortunately the Israeli lobby, the American Israeli Public Affairs Committee, for example, has huge leverage inside the United States, inside its government, inside the banking industry and inside the media.
[01:42:37.800 --> 01:42:50.520]  So probably the awakening of political awareness is the key point definitely around it. They know that they are playing with fire because if the people really awaken, you Americans, for example, might take back America.
[01:42:50.520 --> 01:43:04.440]  We're trying to take back Argentina, but Argentina is a tiny country. We have no military power. We're really not that important. We are earmarked for something else, for future occupation of our huge territory down south in Patagonia especially.
[01:43:04.440 --> 01:43:16.200]  But America has the military power of the world. So it is very important for them to control you and they're bound to get very aggressive and very violent in order to achieve their end.
[01:43:16.200 --> 01:43:23.640]  So if anything, I would say that America is such an important nation right now that you probably are running one of the worst risks of any of us.
[01:43:23.640 --> 01:43:28.840]  You mean the worst risks in terms of being a population that's waking up at this time?
[01:43:28.840 --> 01:43:37.320]  That's dangerous from the point of view of the global power elite, the CFR people, the trilateral commission people, the Bilderberg people. That is very dangerous.
[01:43:37.320 --> 01:43:48.840]  Same in Europe where you see people are waking up in Italy, in Ireland, in Greece, in Spain, even in the UK and in France that this whole banker system is absolutely criminal.
[01:43:48.840 --> 01:44:02.200]  It's absolute mafia. They have the same codes as Don Corleone, as Masery, as Freemasonry and as all these other secret and semi-secret organizations that unfortunately are wrecking so much havoc nowadays, including the Vatican.
[01:44:02.200 --> 01:44:09.080]  I'm not saying the church. I'm just saying the earthly Vatican who are as good or as bad as the men who run it.
[01:44:09.080 --> 01:44:17.640]  Let me ask you this, Adrian. In terms of national sovereignty, and I think George's question speaks to this, we are Americans. You are in Argentina.
[01:44:17.640 --> 01:44:28.520]  We've got people who really are looking to their national governments to make these kinds of changes or to protect them against this global encroachment.
[01:44:28.520 --> 01:44:37.800]  Is it in the desire of the globalists to eliminate national sovereignty altogether so they don't have to futz around with all these individual nation states?
[01:44:37.800 --> 01:45:02.760]  Absolutely. If you look at Foreign Affairs, which is the journal of the Council on Foreign Relations, in their April 1974 issue, you had one of their academics, Richard Gardner, saying that instead of going at an all-out attack against national sovereignty, we have to go a roundabout, an end run, he called it, destroying it and eroding it piece by piece so that it falls on its own.
[01:45:02.760 --> 01:45:11.400]  And they've achieved that, not just in a country like Argentina, but even in the United States, where I think it helps a lot to address George's question.
[01:45:11.400 --> 01:45:31.480]  If we redefine the President of the United States, the Prime Minister of Britain or the President of Argentina, not as sovereign presidents or prime ministers, but as chief executive officers, as the CEO, Obama and Bush before him are the CEO of America, Cameron is the CEO of Britain, Mrs. Kirchner is the CEO of Argentina, because that will lead you to ask two questions.
[01:45:31.480 --> 01:45:39.080]  If my president is the CEO of the country, who is on the board of directors above him, and who are the shareholders who really own the country?
[01:45:39.080 --> 01:45:46.360]  And that is where you start running into the global power elite, and that makes a lot of clicks come about together and people start saying, oh, now I get it.
[01:45:46.360 --> 01:45:55.960]  When you vote for Obama or Mitt Romney, you're just being given the final choice, Coca-Cola or Pepsi-Cola, and that's no choice at all.
[01:45:55.960 --> 01:46:05.240]  It is not, and when we tried to have an alternative, I think Ron Paul had probably more popular support in this country than any candidate, at least in my lifetime.
[01:46:05.240 --> 01:46:12.200]  We very clearly saw how we were not allowed to have a public choice, and I think that was a wake-up call for a lot of people.
[01:46:12.200 --> 01:46:20.520]  I think to recognize that we really are not a democratic country, that we really don't, on the popular level, determine who the president is going to be.
[01:46:20.520 --> 01:46:25.000]  I think that was a wake-up call, and maybe a bit disillusioning for some folks.
[01:46:25.000 --> 01:46:28.920]  All right, George, thank you for the call. I want to see if we can get in another call before the break.
[01:46:28.920 --> 01:46:34.680]  Let's go to Doris, who's been listening in Tennessee. Hi, Doris, you're on with Adrienne Salbucci and Catherine Albrecht. Go right ahead.
[01:46:34.680 --> 01:46:44.680]  Yes, I wanted to ask the gentleman about the China and the Keystone pipeline.
[01:46:44.680 --> 01:46:52.360]  We know Obama is not in control of this, but I'm going to use Obama's name, excuse me.
[01:46:52.360 --> 01:47:02.680]  The Keystone pipeline, he stopped, and we know from Bible prophecy there's going to be a war filed with China.
[01:47:02.680 --> 01:47:20.600]  China is going to play a big part in it, in Russia, so when he does begin to drill and let the Keystone pipeline go through, will he sell it, will he let us use it here, or will it go to China?
[01:47:20.600 --> 01:47:23.960]  And will he even be the person in charge of that?
[01:47:23.960 --> 01:47:39.560]  Adrienne, when we're talking about international pipelines and large quantities of oil flowing, is that really going to be a kind of a debate or maybe an economic behind-the-scenes underground war between the U.S. and China?
[01:47:39.560 --> 01:47:45.880]  It sounds as though we're on opposite ends of the power structure there. How does China fit in with all of this?
[01:47:45.880 --> 01:47:59.000]  Absolutely. China has been around for thousands of years, and they have thousands of years of being an imperial power, even though at times they themselves were colonized by France and Britain, for example, in the 19th century and the early 20th century.
[01:47:59.000 --> 01:48:12.520]  The Chinese know how to bide their time. When it comes to oil, for example, the Chinese who have little oil are purchasing all of their oil, or a lot of it, from Russia on the one hand and from Iran on the other hand.
[01:48:12.520 --> 01:48:27.640]  Now, oil is a key issue, no doubt about it, and it has sort of grouped countries together. That's why you have China and Russia working together on many issues, Syria and Iran, no doubt, and the Middle East in general, and you also have countries like India and Pakistan.
[01:48:27.640 --> 01:48:54.600]  Now, another thing that the Wall Street Journal, and it ties in with Doris' question, another thing that the Wall Street Journal and the mainstream media don't tell you, and this came out only on 2nd March, the day before yesterday, is that India and Iran are negotiating a pact, a treaty, whereby Iran would sell oil to India and India would pay in gold, which is the same thing as saying moving the oil market away from the U.S. dollar.
[01:48:54.600 --> 01:49:02.840]  They would start paying in gold, and Iran has already told the Indians, were we even willing to accept rupees, and they've told the Japanese, we're willing to accept yen.
[01:49:02.840 --> 01:49:17.080]  But it goes back to what we were saying at the beginning of the program, oil is not just about money, it's not just about the price of oil, it's about geopolitics and geostrategy, and that's where we have to understand that the Chinese and the Russians are biding their time very well,
[01:49:17.080 --> 01:49:35.640]  and unfortunately, America and the Western powers have made mistake after mistake after mistake for having done the wrong thing in the wrong place at the wrong time, which explains why America, Europe and Israel are so hysterical in their foreign policy, to say, in a way, because they know that their window of opportunity is shutting down fast.
[01:49:35.640 --> 01:49:59.960]  I want to thank Doris for the call, and I just want to ask you quickly, when we're talking about the international bankers, and you referred to the nations as being CEOs, the presidents, what about China? Is China also under the thumb of the same global board, or are they under a different, on that global scale, if you were to see the board of directors, do they also control China?
[01:49:59.960 --> 01:50:29.160]  I would venture to say that the Chinese sit on the board, that's why it's so very interesting, because of course you have the global banking system inside China, they've been in there for years, think of it, HSBC, the Hong Kong and Shanghai banking corporation, was born almost in China during the Opium Wars, that's where they were born, in the middle of the 19th century, and their leverage, same with Jardine Mathison and other major British banking and financial institutions, they've been there for centuries,
[01:50:29.160 --> 01:50:48.200]  but the Chinese know that politics is not black or white, it's not good guys and bad guys, the West tends to present everything like Tweety Bird and Sylvester Catt, good guys and bad guys, the Chinese know that reality is somewhere in between, that truth lies in some shade of grey, so they do negotiate.
[01:50:48.200 --> 01:51:00.920]  Let's pick that up when we come back, I've got a bunch of callers as well, we'll try to get to your calls right after this, I'm Catherine Albrecht filling in for Alex Jones, stay tuned.
[01:51:18.200 --> 01:51:47.960]  Please subscribe to efoods direct, we have some great food on the planet, this food will taste just as great 25 years from now as it does tonight, a long term food supply allows you to freeze the cost and the availability of the one thing you need most, be prepared and get your supply from efoods direct, right now is the best time to stock up and save hundreds of dollars with free shipping on all food supplies, give yourself peace of mind, and be prepared, act now, and call 800-409-5633 or visit efoods direct.com slash Alex.
[01:51:48.200 --> 01:51:59.960]  Get free shipping on all orders for a limited time, call 800-409-5633 or go to efoods direct.com slash Alex, you can bet your life on efoods direct.
[01:51:59.960 --> 01:52:26.680]  In the US, one in every 50 homes will have a break in this year, burglars call it smash and grab, police call it robbery, we call it avoidable, we are fake TV, a simple electronic device that can fool even professional burglars, fake TV easily plugs into any outlet and simulates the changing colors of a television.
[01:52:26.680 --> 01:52:54.680]  To a burglar, it looks like someone must be home watching TV, so they'll likely move on to an easier target, at only 34.95, fake TV costs less than a month of most alarm monitoring plants, and it's perfect if you're traveling or away from home, order your fake TV by calling 877-5-FAKE-TV or go to faketv.com, that's 877-532-5388 or faketv.com.
[01:52:54.680 --> 01:52:58.680]  Fake TV, the burglar deterrent.
[01:53:24.680 --> 01:53:36.680]  Supernatural silver is unique and superior to colloidal and ionic silvers, using a patented technology that is highly effective against colds, flus, infections, food poisoning and yeast, in addition to many other pathogens.
[01:53:36.680 --> 01:54:00.680]  Supernatural silver is scientifically supported, extremely safe and is the number one choice of thousands of people for immune system support, find out how supernatural silver could change your life, go to supernaturalsilver.com and use the promo code healthy for 20% off, that's supernaturalsilver.com and like us on Facebook.
[01:54:00.680 --> 01:54:24.680]  Hey, we're back. I'm going to try to get through all these phone calls. We had quite a number of them with people calling in to speak to my guest, Adrian Salbucchi, joining us from Argentina, where he is an international consultant and also an expert on health care.
[01:54:24.680 --> 01:54:39.680]  Adrian Salbucchi, joining us from Argentina, where he is an international consultant and also an expert on geopolitics and economics. Let's go directly back to those phone lines and let's see, we got Kay on the line in New Jersey. Hello, Kay.
[01:54:39.680 --> 01:54:47.680]  Yes, hello. I had a couple of questions, one for you and one for Adrian.
[01:54:47.680 --> 01:54:52.680]  All right, let's see if we can get to him. Go right ahead.
[01:54:52.680 --> 01:55:08.680]  Yes, number one for Adrian was, would it not be a feasible idea to kind of disconnect from the elite scheme by just not paying for anything or not going to the bank or not paying taxes?
[01:55:08.680 --> 01:55:33.680]  I think there are enough people that are awake and you can prove that with the whole gun grab thing to possibly produce some type of significant impact by disconnecting from the system and also, would it really be an actual thing that could possibly work living completely on cash in today's modern world anyhow?
[01:55:33.680 --> 01:55:40.680]  May I answer that? Yeah, absolutely. This idea of somehow disconnecting or living off the grid. Yeah.
[01:55:40.680 --> 01:55:56.680]  I love that idea and a lot of people are doing that not just in your country but in my country and the world over. The problem being that normally most people are sort of scared and they say, well, if I don't pay my light bill, if I don't do this with the bank, my whole life is going to be turned upside down and maybe it will to a great extent.
[01:55:56.680 --> 01:56:11.680]  What we will probably need in America and here is for a very serious crisis to really hit us so it's not just some people who wake up but everybody who's going to have to wake up because when the ship starts to sink, nobody can say, well, I'll just keep sleeping it through.
[01:56:11.680 --> 01:56:25.680]  No, everybody has to get up and jump ship and try to save your lives. It happened to us ten years ago when the whole financial system collapsed and people went back to bartering, exchanging services, growing their own vegetables in their backyard and so forth.
[01:56:25.680 --> 01:56:34.680]  But as the crisis subsided and the money started flowing again because the global power elite know how to control these crisis, most people just went back to business as usual.
[01:56:34.680 --> 01:56:49.680]  So it's a combination of knowing how to take the opportunity of ongoing and increasingly serious crisis on the one hand and on the other hand to do what Catherine and Alex are doing of increasing popular awareness to know that we are all sleeping on the Titanic.
[01:56:49.680 --> 01:57:03.680]  Yeah, and I got to say I think that's one of the reasons why they're cracking down on things like organic food and food co-ops and natural organic milk because that is a way to make sure that you can't get out, that you can't drop out, that you can't be off the grid.
[01:57:03.680 --> 01:57:11.680]  I think it's also why they're increasing the amount of surveillance and really putting those top down controls on even what we can eat as a way to kind of slow that down.
[01:57:11.680 --> 01:57:21.680]  Hey, thanks for the call. Kay, I'm sorry I didn't get to your other call or your other question, but I do want to see if we can fit in our other callers. Let's see, we've got Jim in California. Jim, really quickly, go right ahead.
[01:57:21.680 --> 01:57:30.680]  Yes, Adrienne, I want to just pick up on the idea of CEOs of countries which presidents are.
[01:57:30.680 --> 01:57:42.680]  The one president that wasn't a CEO of our country, John Fitzgerald Kennedy, during 1960 to 1963, didn't play along with the big bankers that were his boss.
[01:57:42.680 --> 01:57:55.680]  He decided to print United States notes of the executive order and then shortly, not too long after that, he was taken out and so were all the United States notes that were printed out there, about $4.5 billion worth.
[01:57:55.680 --> 01:58:09.680]  So the conspiracy, I mean, what do you think about that? Also, I think we've been getting his bought off commissions to give fake reports and a lot of misinformation in history.
[01:58:09.680 --> 01:58:19.680]  Let's let Adrienne address that. Adrienne, do you think that the JFK assassination tied into this whole CEO notion that he just said, I'm not going to play ball and they said, fine, we'll take you out?
[01:58:19.680 --> 01:58:27.680]  Absolutely. That was another false flag done inside the United States itself, as though, you know, some nut had killed John Kennedy.
[01:58:27.680 --> 01:58:37.680]  John Kennedy in 1962 started issuing those famous U.S. Treasury currency notes, which had the red seal instead of the green seal.
[01:58:37.680 --> 01:58:50.680]  I got to catch up. We'll be back. You are listening to GCN. Visit GCNlive.com today.
[01:59:07.680 --> 01:59:13.680]  Real antiviral antifungal solution that can be used inside the body as well as on the skin.
[01:59:13.680 --> 01:59:25.680]  Supernatural Silver is unique and superior to colloidal and ionic silvers using a patented technology that is highly effective against colds, flus infections, food poisoning and yeast.
[01:59:25.680 --> 01:59:36.680]  In addition to many other pathogens, Supernatural Silver is scientifically supported, extremely safe and is the number one choice of thousands of people for immune system support.
[01:59:36.680 --> 01:59:45.680]  Find out how Supernatural Silver could change your life. Go to SupernaturalSilver.com and use the promo code healthy for 20% off.
[01:59:45.680 --> 02:00:07.680]  That's SupernaturalSilver.com and like us on Facebook.
[02:00:16.680 --> 02:00:27.680]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.680 --> 02:00:34.680]  And so rousing hello, I'm Katherine Albrecht filling in for Alex Jones as he takes a well-deserved break.
[02:00:34.680 --> 02:00:41.680]  I know he's going to come back 50 times, 50 times more on top of his game than ever.
[02:00:41.680 --> 02:00:49.680]  And that's saying a lot for Alex. I had the absolute pleasure of being in Austin last week, actually traveling out to Texas.
[02:00:49.680 --> 02:00:57.680]  I had an opportunity to actually broadcast my program from Alex's studio, also being a guest there on the program.
[02:00:57.680 --> 02:01:00.680]  And if you want to check that out, you can always go to Infowars.com.
[02:01:00.680 --> 02:01:06.680]  You can also, I'm sure it's posted up on YouTube and elsewhere, my interview with Alex Jones right there in the studio.
[02:01:06.680 --> 02:01:12.680]  What an awesome experience that was and just a powerful amount of energy coming from all the listeners there.
[02:01:12.680 --> 02:01:18.680]  So it is a privilege and an honor to be sitting here, sitting here, sitting in for Alex Jones.
[02:01:18.680 --> 02:01:24.680]  He will be back next week. I'm going to be with you today, Tuesday, and Friday of this week.
[02:01:24.680 --> 02:01:30.680]  I am Katherine Albrecht. Kmashow.com is my website or just my name, KatherineAlbrecht.com.
[02:01:30.680 --> 02:01:36.680]  And you may know me as the co-author of the book Spy Chips. I've been dealing with the issue of consumer privacy
[02:01:36.680 --> 02:01:42.680]  and implantable microchips and also those RFID spy chips that they want to put in all the products.
[02:01:42.680 --> 02:01:45.680]  I've been doing that for a number of years. A couple of websites, just to bring to your attention,
[02:01:45.680 --> 02:01:53.680]  ChipMeNot.com is the website that deals with the cancer-causing aspect of implantable RFID microchips.
[02:01:53.680 --> 02:02:00.680]  Spychips.com, the now kind of historical website for our book. That's the book I co-authored with Liz McIntyre,
[02:02:00.680 --> 02:02:05.680]  the best-selling exposé on RFID. If you don't have a copy, consider getting a copy.
[02:02:05.680 --> 02:02:10.680]  Even if it's from your local library, it's not so much your money I'm after than your mind.
[02:02:10.680 --> 02:02:14.680]  So please, if you haven't read Spy Chips yet, all the stuff we talked about there, it's all happening.
[02:02:14.680 --> 02:02:20.680]  It's all happening today right now. So please check it out and stop by and visit my website.
[02:02:20.680 --> 02:02:27.680]  Also, for folks who have been kind of following my story over the years, both through Alex's show and through my own,
[02:02:27.680 --> 02:02:33.680]  just wanted to let you guys know that the cancer, the breast cancer that I was battling is in full remission,
[02:02:33.680 --> 02:02:38.680]  as far as we know. I will be getting some fairly important scan results today,
[02:02:38.680 --> 02:02:45.680]  and I will be reporting those on my radio show, which airs from 3 to 5 p.m. Central Time at KMAShow.com.
[02:02:45.680 --> 02:02:46.680]  Just a heads-up on that.
[02:02:46.680 --> 02:02:50.680]  All right, well, let me, in this couple of minutes we have here,
[02:02:50.680 --> 02:02:54.680]  I want to just give you an update on what's going on in San Antonio, Texas.
[02:02:54.680 --> 02:03:01.680]  The latest in the battle against RFID Spy Chips is taking place on the ground in the San Antonio schools.
[02:03:01.680 --> 02:03:07.680]  This hour, or actually today's program, I opened talking about how they're coming for the kids,
[02:03:07.680 --> 02:03:14.680]  and they're coming for the kids both with the new Justin Bieber Bill My Parents credit card.
[02:03:14.680 --> 02:03:19.680]  This is a cash stored rewards card to encourage kids and kind of condition them
[02:03:19.680 --> 02:03:25.680]  to start using plastic numbered cards and numerical accounts instead of cash.
[02:03:25.680 --> 02:03:31.680]  As I mentioned in the first hour of today's show, that card can be remotely viewed by parents.
[02:03:31.680 --> 02:03:34.680]  Every time you make a purchase on it, it sends a little text and says,
[02:03:34.680 --> 02:03:38.680]  here's exactly what Johnny bought with his credit card, you know, with his little stored value card.
[02:03:38.680 --> 02:03:41.680]  Here's exactly where the money was spent, right down to the penny.
[02:03:41.680 --> 02:03:43.680]  Here's the time, date, and place of that purchase.
[02:03:43.680 --> 02:03:50.680]  And of course, gives the parents the ability to log on and simply cut off that kid's cash account altogether.
[02:03:50.680 --> 02:03:54.680]  Well, that's just one form of conditioning that's being brought against our kids.
[02:03:54.680 --> 02:03:58.680]  This hour, we're going to be joined by Lenore Skenazy from Free Range Kids,
[02:03:58.680 --> 02:04:05.680]  talking about all the ways that the schools and the media at large are conditioning our children to accept,
[02:04:05.680 --> 02:04:13.680]  I would say almost being infantilized, being turned into consumptive units,
[02:04:13.680 --> 02:04:18.680]  I guess, consumption units here that do nothing but buy, spend, consume, and obey.
[02:04:18.680 --> 02:04:21.680]  And that conditioning begins very early on in the schools.
[02:04:21.680 --> 02:04:27.680]  No other place are you going to find that I'm aware of where you have to ask the permission of an authority figure
[02:04:27.680 --> 02:04:30.680]  to even exercise your own bodily functions.
[02:04:30.680 --> 02:04:32.680]  You know, excuse me, can I use the bathroom?
[02:04:32.680 --> 02:04:39.680]  Right. Well, that's some powerful conditioning, folks, believe me, and it goes far beyond that.
[02:04:39.680 --> 02:04:42.680]  We'll be joined by Lenore Skenazy in just a couple of minutes.
[02:04:42.680 --> 02:04:49.680]  She's going to be telling us about how we've turned our kids into a bunch of helpless mambies when we come back.
[02:04:49.680 --> 02:04:51.680]  I'm Catherine Albrecht. Stay tuned.
[02:04:51.680 --> 02:05:10.680]  If you want an American company with American products made by Americans, here is the Cow Bend Soap Company.
[02:05:10.680 --> 02:05:14.680]  Alex and his staff have used these pure soap products for years.
[02:05:14.680 --> 02:05:21.680]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:05:21.680 --> 02:05:29.680]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[02:05:29.680 --> 02:05:35.680]  Buy the one- to two-month sample package and enjoy soaps that are twice as good as what you're using now.
[02:05:35.680 --> 02:05:41.680]  Or save big with a one- to two-year supply of soaps for all your cleaning needs.
[02:05:41.680 --> 02:05:43.680]  This is an amazing deal.
[02:05:43.680 --> 02:05:48.680]  You can save thousands of dollars and you will love the way real soap makes you feel.
[02:05:48.680 --> 02:06:00.680]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[02:06:00.680 --> 02:06:03.680]  Alex Jones here with a message to fellow freedom lovers.
[02:06:03.680 --> 02:06:08.680]  A prognosis for the entire planetary economic system runs from bad to worse.
[02:06:08.680 --> 02:06:15.680]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[02:06:15.680 --> 02:06:21.680]  That's why we've assembled the most vital and important preparedness items at Infowarshop.com.
[02:06:21.680 --> 02:06:25.680]  These are items that I did research on, that I personally use.
[02:06:25.680 --> 02:06:30.680]  You've got the LifeStraw so you can turn fetid water into safe water anywhere you go.
[02:06:30.680 --> 02:06:35.680]  The Ktor Hand Crank Generator to charge up key equipment during power outages or out in the field.
[02:06:35.680 --> 02:06:38.680]  Strategic Relocation Third Edition by Joel Skousen.
[02:06:38.680 --> 02:06:41.680]  When Disaster Strikes by Matthew Stein.
[02:06:41.680 --> 02:06:45.680]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[02:06:45.680 --> 02:06:48.680]  Hand Crank Shortwave AM-FM radios.
[02:06:48.680 --> 02:06:53.680]  Everything that we've researched and found to be the best is available at Infowarshop.com.
[02:06:53.680 --> 02:06:56.680]  And your purchase makes our Infowar possible.
[02:06:56.680 --> 02:07:00.680]  We're getting prepared. Are you? Infowarsshop.com.
[02:07:00.680 --> 02:07:03.680]  You prepare by purchasing gold, food, and firearms.
[02:07:03.680 --> 02:07:09.680]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[02:07:09.680 --> 02:07:13.680]  When you're sleeping or away from home, who's watching out for intruders?
[02:07:13.680 --> 02:07:19.680]  Check out SimpliSafe. It's a new do-it-yourself home security system that is completely wireless.
[02:07:19.680 --> 02:07:22.680]  Go to GetSimplySafe.com.
[02:07:22.680 --> 02:07:25.680]  SimpliSafe is independent and off the grid.
[02:07:25.680 --> 02:07:29.680]  It runs on battery power, so even if the grid goes down, you're protected.
[02:07:29.680 --> 02:07:36.680]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[02:07:36.680 --> 02:07:38.680]  GetSimplySafe.com.
[02:07:38.680 --> 02:07:43.680]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes.
[02:07:43.680 --> 02:07:46.680]  So there's no need to let a stranger into your home.
[02:07:46.680 --> 02:07:50.680]  If you move or need to relocate, you can take the system with you wherever you go.
[02:07:50.680 --> 02:07:57.680]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[02:07:57.680 --> 02:08:00.680]  Again, that's GetSimplySafe.com.
