[00:00.000 --> 00:12.000]  It's Friday, December 30th, twilight hours, twenty, one, two, three, get ready, this is
[02:05:48.000 --> 02:05:59.000]  We are going to defeat the New World Order. We're going over the top. But right now is the critical juncture. So please go to infowarsstore.com and donate now.
[02:06:18.000 --> 02:06:26.000]  Now, here's the Internet's having problems. We're going to just get them on the phone because that's just as important as we're talking to them and getting all this information and ideas.
[02:06:26.000 --> 02:06:36.000]  I want to talk to them about the vaccine news coming out, about the war in Ukraine, about the legal victory they just had with the Amish farmer they were trying to put in jail and give $300,000 fine.
[02:06:36.000 --> 02:06:46.000]  They're selling milk and beef. It's so healthy and good and they didn't have additives in it. He's going to be joining us to talk about all that coming up.
[02:06:46.000 --> 02:06:59.000]  Now, I'm very glad that an arrest has been made of a suspect in the Idaho murders of those college students who were stabbed to death.
[02:06:59.000 --> 02:07:06.000]  But at the same time, this story has gotten so much attention. I'd like to see the same type of concern by the public.
[02:07:06.000 --> 02:07:20.000]  We reportedly gave over 20,000 tips for people dying from the poison shots. Oh, but the NIH and the UN and the WF, they created policies to not do autopsies and people dropped dead from the shots.
[02:07:20.000 --> 02:07:27.000]  So again, more premeditated evil at every level of this.
[02:07:27.000 --> 02:07:36.000]  Idaho murder suspect Brian Christopher Cobinger arrested in killings of four university students.
[02:07:36.000 --> 02:07:43.000]  Suspect 28 now in custody connection with the deaths of Moscow, Idaho college students.
[02:07:43.000 --> 02:07:52.000]  Authorities have arrested a suspect, number 13 murders of four University of Idaho students, a high-ranking law enforcement source told Fox News.
[02:07:52.000 --> 02:08:01.000]  Brian Christopher Cobinger, 28, was taken into custody, local police, the FBI at 3 a.m. in Scranton, Pennsylvania, law enforcement sources said Friday.
[02:08:01.000 --> 02:08:15.000]  Cobinger, if I'm pronouncing that right, has been held for extradition to Monroe County Court for first degree murder issued by the Moscow Police Department and the Lata County Prosecutor's Office in connection.
[02:08:15.000 --> 02:08:31.000]  The slangs of Ethan Chapman, 20, Zena, Curnodal, 20, Kaley, Govan, Clave 21, and Madison Bogan, 21.
[02:08:31.000 --> 02:08:43.000]  The suspect is a graduate student of Washington State University and Pullham, Washington, according to the college website, pulls a 15 minute drive from the rental home where the four students were stabbed to death.
[02:08:43.000 --> 02:08:50.000]  This is the photo of the supposed individual that stabbed to death.
[02:08:50.000 --> 02:08:55.000]  I don't know if he's guilty, but obviously they think they've got some evidence to say that.
[02:08:55.000 --> 02:09:05.000]  And if they have got the right guy, say good job to the police, but again, why would you want to go kill random strangers with a butcher knife?
[02:09:05.000 --> 02:09:15.000]  A lot of thoughts you want to inject you with a vaccine that raises your immune system on record. All the major studies now confirm that because they like to hurt people, ladies and gentlemen.
[02:09:15.000 --> 02:09:21.000]  That's why. Did we get Robert Barnes on the phone?
[02:09:21.000 --> 02:09:31.000]  Okay. Well, I guess he's having some phone problems as well, perhaps, but we're going to figure that out.
[02:09:31.000 --> 02:09:46.000]  Here in just a moment, you know, we take Skype and Zoom for granted. There really are amazing technologies, but as things get more and more complex, they seem to break down more and more.
[02:09:46.000 --> 02:09:59.000]  Look at this story. Pop singer MIA says the most backlash he's ever gotten is because of her saying, Jesus is real.
[02:09:59.000 --> 02:10:07.000]  She came out earlier a month ago and defended me saying, why is it big pharma killing people with vaccines being censored when I'm being censored?
[02:10:07.000 --> 02:10:15.000]  MIA is a well-known British rapper and singer who has been no stranger to controversial politics and social issues over the past couple of decades.
[02:10:15.000 --> 02:10:24.000]  Well, now she's come out and said that she's never seen so many attacks and censorship as when she says that Jesus is real.
[02:10:24.000 --> 02:10:30.000]  That's right, folks. The censors want to take everything. All right, we have Robert Barnes via telephone. Appreciate him coming on.
[02:10:30.000 --> 02:10:36.000]  A constitutional lawyer, really smart historian, and he joins us to cover the waterfront.
[02:10:36.000 --> 02:10:48.000]  The war in Ukraine escalating, the economy, the whole situation with Sam Bankman freed, all the new Epstein information.
[02:10:48.000 --> 02:11:04.000]  Also, REAPS, I covered this in the first hour, just incredible. They've sealed for 20 years most of the January 6 material, but they did release his transcript of his deposition where he says he orchestrated the operation.
[02:11:04.000 --> 02:11:10.000]  We also have the footage of him doing it, but I guess he didn't want to lie under oath. Pretty big information.
[02:11:10.000 --> 02:11:19.000]  And also, Amish farmer Amos Miller wins battle in war for food freedom in the U.S. appeals court.
[02:11:19.000 --> 02:11:28.000]  Robert Barnes is involved in that case as the lawyer, so that's a big victory as well. Robert Barnes, what do you want to tackle first?
[02:11:28.000 --> 02:11:40.000]  Well, any of those cases are good. Amos's case is going to be, he's the Amish farmer who was covered by Tucker Carlson, who the government is coming after.
[02:11:40.000 --> 02:11:51.000]  The U.S. Department of Agriculture is coming after to stop him from making food the way his private membership association that buys his food once it made.
[02:11:51.000 --> 02:12:09.000]  And it raises serious issues. Basically, it's the government's attempt to usurp control and monopolize control of the food supply to such a degree that they get to determine and dictate what people eat and what people can eat even against their own informed consent.
[02:12:09.000 --> 02:12:27.000]  So we got a temporary, we had a partial settlement of existing issues that was a good win for him. But the case is a case everybody should pay attention to because it's a case that's going to impact and determine whether or not we get to decide what goes into our body or the government does.
[02:12:27.000 --> 02:12:44.000]  And for those that don't know, I'm a big meat eater, so are you. We get steaks all the time when you're here. They're making the big meat packers add all these chemicals and steroids and antibacterials to the service of the meat that's causing all sorts of medical problems and
[02:12:44.000 --> 02:12:57.000]  big gut syndrome and it's not good to take all these antibiotics and chemicals on a regular basis. If people want free associations to go out and decide what they want to do as adults, they want healthy, good, raw milk and healthy, clean meat.
[02:12:57.000 --> 02:13:12.000]  It's really the future revolution against the globalists and expanding on that. If the Hopi tribe back in the 60s won their case, be able to take peyote as part of their religious ceremony that again, overrode federal law because Congress shall make no law, respect the establishment of religion, privilege,
[02:13:12.000 --> 02:13:27.000]  and respect the respect that is thereof, then it goes on to the freedom of the press and the rest of it. Can't we just form a Christian church and say we believe in Leviticus and the Old Testament that we're not going to eat tainted food and things that are GMO? Is it our religious rights?
[02:13:27.000 --> 02:13:32.000]  Even if we believe in God, folks, you have that right of the Constitution. Is it that a real chink in their armor?
[02:13:32.000 --> 02:13:45.000]  No doubt. Really, it's sort of a threefold set of issues. First, it violates religious rights to the right to make and grow food the way your religious tradition holds, including that that's very broad under the federal law.
[02:13:45.000 --> 02:14:01.000]  That's a spiritual or conscientious tradition, not just a orthodox religious belief. And that's part one, is that there's people who make this food in this way and eat this food in this way for the prioritized purpose of serving their religious and conscientious beliefs.
[02:14:01.000 --> 02:14:18.000]  Then you have the second aspect of just freedom of association for people to be able to associate together for the purposes of whatever it is, political, religious, or otherwise, being able to put to their bodies what they want as part of that bodily autonomy right, which is the same issue that
[02:14:18.000 --> 02:14:33.000]  implicated the vaccine mandate. And then third, you have the issue of people who, for medical necessity, people for bodily disability in some cases, need this food made in a certain way that's not the U.S.
[02:14:33.000 --> 02:14:50.000]  Department of Agriculture. That's not the government's way. That's not big slaughterhouses. It's not big commercial corporate big ag that is made in the way that people like Amos Miller make it. They need it for their bodies to be able to survive because of their medical condition.
[02:14:50.000 --> 02:15:05.000]  So what the U.S. Department of Agriculture has been up to has been to discriminate against people based on their medical needs, deny people the right to bodily autonomy, deny people the right to a freedom of association and expression, and as you note, the right to follow their religious
[02:15:05.000 --> 02:15:10.000]  and conscientious beliefs both in how they make food and how they receive food.
[02:15:10.000 --> 02:15:19.000]  Well, the Hopi Indians can take hallucinogens because they've done it for thousands of years. People should be able to eat good, clean beef and drink good, clean milk.
[02:15:19.000 --> 02:15:30.000]  Exactly. Exactly. That's what this is all about. And we also know, I mean, look at the Amos community. The Amos community lives longer on average and has almost every better healthy metric known to man than the communities that surround them.
[02:15:30.000 --> 02:15:44.000]  And that's it. The reasonable inference is that's because they determine their own medicine and they determine their own food and that they're not injecting every single drug that the government wants to put into our bodies and they're not taking food the way the government wants it made
[02:15:44.000 --> 02:15:52.000]  with these various preservatives and other chemicals that alter the food. They were, you know, the government was calling Amos Village Food.
[02:15:52.000 --> 02:15:58.000]  Stay right there. Stay right there. Tell us what they did to Amos for those that don't know when we come back.
[02:15:58.000 --> 02:16:18.000]  Info Wars MD is finally here. It's the very same high quality products you've been getting through Info Wars Life, but an expanded catalog and in some cases the prices are lower because we're going directly to the source that was supplying the supplement companies that we were buying our high quality products from.
[02:16:18.000 --> 02:16:31.000]  So we're able to lower prices and bring you more products via the Info Wars MD line. The highest quality, triple tested. Many of these products are sold on store shelves for more than twice the cost.
[02:16:31.000 --> 02:16:41.000]  You'll get them at infowarstore.com under our exclusive label. We are bringing you the highest quality supplements directly from the factory right here in the USA to your door.
[02:16:41.000 --> 02:16:58.000]  It'll make your life healthy, better, boost your immune system and it keeps Info Wars store on the air. So again, introducing Info Wars MD now exclusively available at infowarstore.com with massive, massive savings.
[02:16:58.000 --> 02:17:18.000]  It's a post COVID world now. Americans have lost trust in their doctors and the healthcare system. There's a solution. The wellness company. I'm Dr. Peter McCullough and I'm the chief scientific officer and I can tell you firsthand that these verticals of uncensored content, virtual appointments, doctors on demand,
[02:17:18.000 --> 02:17:39.000]  prescriptions through a network of community pharmacies in home, in vitro diagnostics, laboratory testing, imaging, an online set of holistic products can help guide you for your usual general medical care, but also COVID-19 acute and post COVID syndromes, vaccine injury syndromes
[02:17:39.000 --> 02:17:58.000]  and the array of things that now America has to work through in this new world that we're living in. So go to onlinehealthnow.com and check out the wellness company for a low monthly fee. You can get started today and on a pathway to better health.
[02:17:58.000 --> 02:18:17.000]  I've taken a lot of supplements over the years since high school and they had great effects and the science has gotten better and better and better over the years. And now with all the things we're bombarded with and the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural
[02:18:17.000 --> 02:18:30.000]  health potential. These products work great for women as well. Ladies and gentlemen, we have pain MD. It's a number one natural best seller under another name. We got a discounted for 40% off infowarestore.com under the label in force platinum.
[02:18:30.000 --> 02:18:58.000]  They've also got HGH max boost. Read all about it. Be very safe with it. I take only a fraction of what they say at first and take it before you go to bed at night. Don't do it during the day. 1776 testosterone boost. Totally incredible. Go read about them. Learn more about them at infowarstore.com in the info wars platinum section and you get 40% off on these already best selling products under the new name info wars platinum.
[02:18:58.000 --> 02:19:12.000]  Look, it's not hype when you've delivered and info wars has been the tip of spear against tyranny. And when it comes to the products we sell to fund our operation, they're just like our news and information. They are powerful and they change the world.
[02:19:12.000 --> 02:19:28.000]  The real red pill plus one of our top sellers before over two years. It's been sold out because of supply chain breakdowns. It's finally back at stock or 50% off and in force or calm. Now, the limited time we have, I can't get into all the ingredients are in with this sucker is amazing.
[02:19:28.000 --> 02:19:44.000]  Look for yourself and how loaded each bottle is. Ladies and gentlemen, every one of these will supercharge your day and everything you do. Just look at the preglonone that we've got. It's in this product. Get your real red pill plus of a proprietary product.
[02:19:44.000 --> 02:19:58.000]  Nobody else has exclusively back in stock for 50% off at infowarstore.com. This is as close as the matrix red pill as you're going to get red pill plus 50% off infowarstore.com.
[02:20:14.000 --> 02:20:34.000]  Robert, for people that don't know about the Amos Miller case, they got a lot of attention, but now you've had a major victory in the case as a lawyer there. This is a big deal that they've consolidated things into like five meatpacking systems.
[02:20:34.000 --> 02:20:47.000]  They're not harassing any independent groups. It's just absolutely criminal activity. But this is a big victory. Finish up with that. And then you wanted to get into the incredibly important developments on the poison shot front.
[02:20:47.000 --> 02:21:01.000]  You concurred during the break. We were talking about the factors of mass awakening and politically criminal investigation starting in Europe and the US led by the Santas and the vice president of Germany. That's just a huge story. You're right in the middle of those lawsuits as well.
[02:21:01.000 --> 02:21:12.000]  Let's continue. Yeah, so Amos's case is big because the feds were trying to use it as an example to shut down the ability to make food the way people want food made.
[02:21:12.000 --> 02:21:20.000]  What was unique about this case is it was the first case I'm aware of where the US government sued where nobody was complaining about the food made.
[02:21:20.000 --> 02:21:39.000]  In fact, just the opposite. People wanted food made exactly the way Amos Miller made it. Years of zero complaints from anybody and they were actually seeking out Amos because Amos Farmer and Pennsylvania makes food in a way that doesn't have a bunch of chemicals added to it.
[02:21:39.000 --> 02:21:55.000]  I mean, the irony is they were calling his food quote unquote adulterated. But in fact, his food was being made exactly the way his customers wanted it made under informed consent, which is the laws that were meant to govern food production and food marketing in the United States.
[02:21:55.000 --> 02:22:14.000]  And here the food that's adulterated in the views of his customers is the food the USDA is trying to shove down everybody's throat. And you can see where this would go ultimately. If they could control food supply, if they could shut down Amos Miller's ability to make food the way his customers want it when he's one of the best at it.
[02:22:14.000 --> 02:22:34.000]  When he has zero complaints or concerns by any customer ever, then they could effectively dictate food supply going forward. And what would happen is they could take the world's largest purchaser of agricultural food land in the past decade or so in the United States of America,
[02:22:34.000 --> 02:22:45.000]  and they could go on Bill Gates and make him the determiner of what's safe for us to eat. And sooner or later, they would say, well, really in the name of the environment, it's not safe for you to eat meat anymore.
[02:22:45.000 --> 02:22:55.000]  It's not safe for you to have milk the way you want it made anymore. You're going to have to get the fake meat that Bill Gates wants you to eat. That's the path they were going on.
[02:22:55.000 --> 02:23:04.000]  And this is all ironic because the U.S. Department of Agriculture, the legal authority, was supposed to just be a marketing labeling authority.
[02:23:04.000 --> 02:23:11.000]  This is why almost everybody who works for the U.S. Department of Agriculture has absolutely no experience in actual farming or real food.
[02:23:11.000 --> 02:23:18.000]  They're supposed to be making sure that if I buy a can of beans, it's a can of kidney beans, not a can of corn.
[02:23:18.000 --> 02:23:30.000]  That's what adulterated that was, that something was in the food that's different than what I thought was there. It was all about informed consent, making sure the ordinary person got what they wanted.
[02:23:30.000 --> 02:23:38.000]  Now they're flipping that on its head by saying, no, we the government dictate and determine what food you can eat and what food you can't eat.
[02:23:38.000 --> 02:23:49.000]  And that's why Amos's ability there is basically right before Christmas, he was scheduled to go to jail with a $300,000 in more and fines and penalties.
[02:23:49.000 --> 02:24:02.000]  And a monetary judgment issued against him and his wife and his farm that could have led to bankrupting him, taking out his farm and him sitting in jail while waiting to try to get the money together to get out.
[02:24:02.000 --> 02:24:18.000]  And the government ultimately agreed to a settlement that removed almost all of that, no $300,000 in fines, no jail, the release of food that had been arrested and seized previously so that he can get it to his people.
[02:24:18.000 --> 02:24:25.000]  And so it was very important on, you know, he not being in jail on Christmas and that we get, you know, keep his farm alive, keep it.
[02:24:25.000 --> 02:24:31.000]  And importantly, the customers and consumers continue to be able to purchase the food that they want.
[02:24:31.000 --> 02:24:45.000]  And it's the first big win on the first step that it goes to ultimately make that part of the permanent solution, not just the temporary solution, that other people could model creating what's called a custom exception under the law that everybody could get a custom license,
[02:24:45.000 --> 02:24:51.000]  could work, could join together in various associations to purchase food the way they want it.
[02:24:51.000 --> 02:24:53.000]  And that's the way the USDA says it.
[02:24:53.000 --> 02:25:03.000]  And here's a parallel for folks that don't know until about 20 years ago, there were laws making it very hard for small brewers to make their own craft beer or making it hard for people to distill spirits.
[02:25:03.000 --> 02:25:10.000]  But states all over the country got rid of those laws and now it's a giant industry of all the craft beers and whiskeys and drinks.
[02:25:10.000 --> 02:25:11.000]  Take Tito's.
[02:25:11.000 --> 02:25:12.000]  I've known Tito.
[02:25:12.000 --> 02:25:14.000]  He started Tito's 28 years ago.
[02:25:14.000 --> 02:25:17.000]  I interviewed him on Axis TV right when he was making it in his garage.
[02:25:17.000 --> 02:25:24.000]  They just passed a law two years before that legalizing people making their own liquor and then now it's the biggest vodka brand in the world.
[02:25:24.000 --> 02:25:26.000]  And I'm not, you know, they're just saying that's the greatest thing ever.
[02:25:26.000 --> 02:25:33.000]  The point is, is that we could do that with beef, we could do that with chicken, we could do that with organic farms, but we've got to get the regulators out of there.
[02:25:33.000 --> 02:25:39.000]  And Bill Gates is coming in heavily trying to bring in regulations to basically ban classical organic farming.
[02:25:39.000 --> 02:25:42.000]  Now the left-seeing organic farming is bad.
[02:25:42.000 --> 02:25:44.000]  Oh, that's exactly what's happening.
[02:25:44.000 --> 02:25:55.000]  I mean, you see kind of an example of it in what Netanyahu was bragging about the other day, where he was talking about, you know, in Israel, he basically decided to allow the Israelis to be used as guinea pigs in a lab,
[02:25:55.000 --> 02:26:06.000]  is his own word lab experiment for Pfizer, and that it was going to combine it with digital records and that these, you know, this was going to be a chip on every person that they were going to add genetic history to it.
[02:26:06.000 --> 02:26:14.000]  And ultimately, if you control food supply, you control medicine, you control what goes into a person's body.
[02:26:14.000 --> 02:26:19.000]  At some point, you control the human being itself, that we're all effectively nothing more than chattel.
[02:26:19.000 --> 02:26:24.000]  And that's what the USDA is trying to use, the UAMIS Miller case to achieve.
[02:26:24.000 --> 02:26:33.000]  That's why, you know, it's thanks to all the people that supported AMIS that he was able to push back, was able to get competent, capable, accountable.
[02:26:33.000 --> 02:26:35.000]  Absolutely. And now the enemy's on the run.
[02:26:35.000 --> 02:26:40.000]  So the moral of the story is when we take action, we win, we roll over, we die.
[02:26:40.000 --> 02:26:42.000]  What type of person is AMIS Miller?
[02:26:42.000 --> 02:26:48.000]  I know they're not supposed to Amish to do interviews and things, and he's a pretty adherent Orthodox person,
[02:26:48.000 --> 02:26:55.000]  and that's a 400-year-old society from Switzerland and Germany that, you know, fled tyranny then to try to create freedom.
[02:26:55.000 --> 02:27:02.000]  Everywhere they go, they create massive wealth in the communities around them, almost no crime, live longer than anybody else.
[02:27:02.000 --> 02:27:06.000]  Seems like they're onto something. What type of person is AMIS Miller?
[02:27:06.000 --> 02:27:15.000]  A very nice guy, very quiet. I mean, I think one of the reasons he was targeted is because the Amish don't believe in suing anyone and they don't believe in publicity.
[02:27:15.000 --> 02:27:18.000]  And so the government thought this would be a great double win.
[02:27:18.000 --> 02:27:25.000]  We get a high-profile farmer, we get to take out and send a message to everybody, and we have someone who's not going to fight back
[02:27:25.000 --> 02:27:28.000]  because he's Amish and doesn't believe in fighting back legally or fighting back...
[02:27:28.000 --> 02:27:32.000]  And how did you convince, how did you and others convince him to do that?
[02:27:32.000 --> 02:27:35.000]  Because it was the future of his farm and the future of his family was at stake.
[02:27:35.000 --> 02:27:39.000]  So they absolutely cornered him. He had no other choice.
[02:27:39.000 --> 02:27:44.000]  That's exactly right. I think ultimately they made a mistake in that regard that putting him into the corner
[02:27:44.000 --> 02:27:53.000]  forced him and the community to come to terms that this was really an existential threat to the Amish way of life
[02:27:53.000 --> 02:28:01.000]  and ultimately an existential threat to all of us and our ability to eat food the way we want to to control our own bodies and not have the government dictated to us.
[02:28:01.000 --> 02:28:07.000]  But he's a sweetheart of a guy, quiet guy, short guy, you know, soft-spoken.
[02:28:07.000 --> 02:28:11.000]  You know, just the sweet, he was baffled by all of it.
[02:28:11.000 --> 02:28:15.000]  Like, I'm just trying to make food the way we've always made food, the way everybody needs it made,
[02:28:15.000 --> 02:28:19.000]  the way some people will live or die based on their ability to get access to it.
[02:28:19.000 --> 02:28:22.000]  Why am I having to deal with all this craziness from the government?
[02:28:22.000 --> 02:28:28.000]  Well, he's in trouble because he's so successful and if this takes off, it's game over New World Order.
[02:28:28.000 --> 02:28:33.000]  Precisely, precisely. He just kind of stumbled into it. He wasn't out to change the world.
[02:28:33.000 --> 02:28:39.000]  He was just out to get people the food they needed and make it the way his community has always made it.
[02:28:39.000 --> 02:28:50.000]  But in the process, he stepped right in the middle of a key obstacle to the system being able to co-opt and control the food supply the way they were.
[02:28:50.000 --> 02:28:54.000]  All right, stay there. You've got, again, just huge news on the poison shot front.
[02:28:54.000 --> 02:29:21.000]  Very good news straight ahead. Stay with us.
[02:29:25.000 --> 02:29:32.000]  You can also make straight donations at infowarstore.com, clicking on the big red banner.
[02:29:32.000 --> 02:29:36.000]  A one-time recurring, but I'm asking you to take action. We're nonviolent.
[02:29:36.000 --> 02:29:42.000]  But every time you donate money, every time you buy products, every time you keep us on air, you are literally, nonviolently, politically,
[02:29:42.000 --> 02:29:47.000]  punching the New World Order in the nose, punching their lies in the nose.
[02:29:47.000 --> 02:29:51.000]  We are going to defeat the New World Order. We're going over the top, but right now is the critical juncture.
[02:29:51.000 --> 02:29:58.000]  So please go to infowarstore.com and donate now.
[02:29:58.000 --> 02:30:07.000]  Ladies and gentlemen, we are now launching the most powerful supplements in the history of Infowars under a new brand name, Infowars Platinum.
[02:30:07.000 --> 02:30:17.000]  Now, all three of these revolutionary products you see in front of you are already number one bestsellers in the market for the last few years because they work so well.
[02:30:17.000 --> 02:30:24.000]  We've gone right to the manufacturer, who are listeners, the owners of fan, and they've given us this huge deal off of retail,
[02:30:24.000 --> 02:30:29.000]  40% off what these products are found for under other names.
[02:30:29.000 --> 02:30:36.000]  And not just under one name, they sell these under three or four other brands that other major distributors and suppliers have put out.
[02:30:36.000 --> 02:30:41.000]  The difference is we have it for 40% off what it is in stores.
[02:30:41.000 --> 02:30:48.000]  We're talking about Payne MD. We're talking about HGH Max Boost. We're talking about 1776 testosterone boost.
[02:30:48.000 --> 02:30:56.000]  These things are incredible. I would suggest you take half a dose or less what you first do and consult your healthcare provider because they're so powerful.
[02:30:56.000 --> 02:30:58.000]  Get them at infowarstore.com.
[02:30:58.000 --> 02:31:05.000]  Infowars MD is finally here. It's the very same high quality products you've been getting through Infowars Life,
[02:31:05.000 --> 02:31:17.000]  but an expanded catalog and in some cases the prices are lower because we're going directly to the source that was supplying the supplement companies that we were buying our high quality products from.
[02:31:17.000 --> 02:31:23.000]  So we're able to lower prices and bring you more products via the Infowars MD line.
[02:31:23.000 --> 02:31:30.000]  The highest quality, triple tested. Many of these products are sold on store shelves for more than twice the cost.
[02:31:30.000 --> 02:31:35.000]  You'll get them at infowarstore.com under our exclusive label.
[02:31:35.000 --> 02:31:41.000]  We're bringing you the highest quality supplements directly from the factory right here in the USA to your door.
[02:31:41.000 --> 02:31:47.000]  It'll make your life healthy, better, boost your immune system and it keeps Infowars Store on the air.
[02:31:47.000 --> 02:31:57.000]  So again, introducing Infowars MD now exclusively available at infowarstore.com with massive, massive savings.
[02:31:57.000 --> 02:32:09.000]  Until about 150 years ago, cultures all over the world believe that people got sick and died in many cases in the winter because of something called vapors.
[02:32:09.000 --> 02:32:13.000]  They associated these poisonous vapors with cold weather.
[02:32:13.000 --> 02:32:18.000]  Of course, it wasn't the cold weather or catching a chill that killed people.
[02:32:18.000 --> 02:32:22.000]  What was killing people was a lack of vitamin D3.
[02:32:22.000 --> 02:32:28.000]  You see the sun via your skin helps your body produce vitamin D3.
[02:32:28.000 --> 02:32:36.000]  But if you're not getting enough sun, you will not produce vitamin D3 and then it's very easy for viruses and other things to start replicating and taking your body over.
[02:32:36.000 --> 02:32:51.000]  So now it's more important than ever because the winter is here to take high quality vitamin D3 and we have the best with our vitamin D3 gummies with calcium for better upload into your body for 50% off at infowarstore.com with promo code 1776.
[02:32:51.000 --> 02:32:57.000]  Don't wait. Support the info war and your immune system with vitamin D3 gummies at infowarstore.com.
[02:33:21.000 --> 02:33:25.000]  It's Alex Jones.
[02:33:52.000 --> 02:33:58.000]  And that's what Amos Miller has. That's what I get from outside Austin, Texas in Lockhart.
[02:33:58.000 --> 02:34:04.000]  The crew gets it. We get it shipped in here and they like to put the folks making that in jail.
[02:34:04.000 --> 02:34:07.000]  These people are sick and they're evil.
[02:34:07.000 --> 02:34:12.000]  And so finishing up with Amos Miller, it's all about control of our bodies.
[02:34:12.000 --> 02:34:27.000]  And if you know what they're doing to the meat now, spraying viral sprays on them, antibacterial viruses that then get into your gut and all these weird chemicals and sterilants so they can sell you rotten meat.
[02:34:27.000 --> 02:34:31.000]  It's just a total nightmare. Now Bill Gates has got a synthetic meat.
[02:34:31.000 --> 02:34:38.000]  Now they're growing cloned blood of celebrities and people are buying blood sausages of famous Hollywood people.
[02:34:38.000 --> 02:34:44.000]  I mean, it's just sick and they're now trying to say that's all normal.
[02:34:44.000 --> 02:34:47.000]  Cloned cows, cloned pigs, cloned chickens.
[02:34:47.000 --> 02:34:51.000]  But what the Amos are doing, the Amos are fascinating folks.
[02:34:51.000 --> 02:34:56.000]  400 plus years ago in Switzerland and Germany, you had these Protestant groups being persecuted.
[02:34:56.000 --> 02:35:03.000]  So they sold their land, they got on ships, they came to the United States, Canada and South America.
[02:35:03.000 --> 02:35:08.000]  And my dad's volunteered for medical stuff down in South America, he talks about it.
[02:35:08.000 --> 02:35:13.000]  And you'll be in the middle of nowhere, you know, crime, starving people, total hell.
[02:35:13.000 --> 02:35:17.000]  Then you hit another area, everything's clean, everything's nice, everybody's happy.
[02:35:17.000 --> 02:35:20.000]  And the surrounding groups are empowered by the Amish.
[02:35:20.000 --> 02:35:25.000]  And the Amish have never gotten politically involved, but now they're being so cornered after 400 years or having to do it.
[02:35:25.000 --> 02:35:28.000]  I'm telling you, what the Amish are doing is going to be the future.
[02:35:28.000 --> 02:35:32.000]  I'm not anti-technology, but the way it's been deployed, the way it's controlled, the whole market of the beast,
[02:35:32.000 --> 02:35:35.000]  the Amish and folks like that are going to be the last people standing.
[02:35:35.000 --> 02:35:41.000]  Robert Barnes' closing comments on that subject are the great case that you have had a big victory up front on.
[02:35:41.000 --> 02:35:47.000]  And then I want to shift years into the 35,000-foot view we're talking about off air about the big awakening
[02:35:47.000 --> 02:35:52.000]  and what the globalists are going to do now, that it's all coming out, criminal investigations in Italy and Germany
[02:35:52.000 --> 02:35:59.000]  and places in the United States like Florida, and the cases you're involved in with the Children's Health Defense Fund
[02:35:59.000 --> 02:36:05.000]  and Robert F. Kennedy Jr. and just, I mean, it's like the dam broke now with Elon Musk and Twitter
[02:36:05.000 --> 02:36:09.000]  and it's just all coming out, the CIA, FBI, suppressing doctors.
[02:36:09.000 --> 02:36:13.000]  They knew day one this was poison. This whole thing was so damn premeditated.
[02:36:13.000 --> 02:36:18.000]  Give us the latest breaking news, but first give us the 35,000-foot view on historically where we're at
[02:36:18.000 --> 02:36:21.000]  and what we now know actually happened.
[02:36:21.000 --> 02:36:26.000]  Yeah, I think the cases like the Amish Miller case, cases like what's going on with the vaccines,
[02:36:26.000 --> 02:36:30.000]  cases like what's going on with the lockdown, cases like what's going on around the globe,
[02:36:30.000 --> 02:36:35.000]  and the Biden administration have woke up a lot of people that were otherwise slumber or asleep
[02:36:35.000 --> 02:36:38.000]  in ways that they I don't think anticipated.
[02:36:38.000 --> 02:36:44.000]  I think the anticipation was that this would help march onward, that people would accept lockdowns,
[02:36:44.000 --> 02:36:51.000]  that people would embrace the vaccines, that people would basically defer even further
[02:36:51.000 --> 02:36:54.000]  to the government's desire to complete control.
[02:36:54.000 --> 02:37:00.000]  It's a lot like, well, you just listened to Netanyahu's statements that he's made recently
[02:37:00.000 --> 02:37:08.000]  about how wonderful all of this is to treat people like lab rats for the purposes of massive control.
[02:37:08.000 --> 02:37:14.000]  And I get if you're in a society or culture like Israel, it's a very unique, under constant threat mindset,
[02:37:14.000 --> 02:37:16.000]  but we don't need that for the rest of the world.
[02:37:16.000 --> 02:37:19.000]  And more and more Americans are waking up to that reality,
[02:37:19.000 --> 02:37:24.000]  challenging and contesting and questioning things that they had long since forgot to question and contest.
[02:37:24.000 --> 02:37:29.000]  Like, why does the U.S. Department of Agriculture get to determine and dictate what food I get to eat?
[02:37:29.000 --> 02:37:31.000]  That's not really their business.
[02:37:31.000 --> 02:37:37.000]  Why is the FDA overruling doctors and pharmacists and others about what's good for me medically?
[02:37:37.000 --> 02:37:45.000]  Why is it we're getting forced into taking a drug that we don't need and don't want for emergency that doesn't exist?
[02:37:45.000 --> 02:37:54.000]  And so the enforcing kids and foster kids and others to be some of the unwilling and unwitting recipients of these drugs.
[02:37:54.000 --> 02:38:00.000]  So the very big win for Amos Miller at the outset of the case when he's not serving jail time,
[02:38:00.000 --> 02:38:03.000]  doesn't lose the farm, has a chance to fight onward.
[02:38:03.000 --> 02:38:09.000]  The same is that we have two cases pending, one with Children's Health Defense against FDA pending in Waco, Texas,
[02:38:09.000 --> 02:38:20.000]  about whether or not they get to try to, does the FDA get to lie to children in order to be able to force a unwanted, dangerous drug
