[00:00:00.593 --> 00:00:01.198]  Oh, no!
[01:21:25.248 --> 01:21:27.410]  Are you prepared for this coming crisis?
[01:21:27.410 --> 01:21:39.979]  Watch the video at 123offgrid.com for a simple trick for generating your own off-grid power so that no matter what happens, your home will be a little island of light and warmth, even if it's dark everywhere else.
[01:21:39.979 --> 01:21:43.122]  And as a nice little bonus, you'll also slash your power bill.
[01:21:43.602 --> 01:21:47.946]  Protect your home by watching the free video at 123offgrid.com.
[01:21:47.946 --> 01:21:55.033]  Simply do what the video at 123offgrid.com says and you'll be more prepared than 98% of people.
[01:21:55.033 --> 01:21:56.014]  Go to 123offgrid.com now.
[01:21:56.014 --> 01:21:56.895]  123offgrid.com.
[01:22:01.840 --> 01:22:06.922]  That's what it sounds like when a burglar kicks in the door of a dark house that looks like no one is home.
[01:22:06.922 --> 01:22:09.043]  Don't let your home be the next target.
[01:22:09.043 --> 01:22:12.704]  Make it look like someone is home watching television with Fake TV.
[01:22:12.704 --> 01:22:17.186]  Fake TV is a small electronic device that makes the same light as a real television.
[01:22:17.186 --> 01:22:20.308]  So from outside, it looks like someone is home watching TV.
[01:22:20.308 --> 01:22:24.909]  Fake TV plugs in just like a lamp on a timer, but is far more convincing to burglars.
[01:22:24.909 --> 01:22:30.912]  Fake TV deters burglars, costs far less than an alarm, and is highly recommended by numerous police departments.
[01:22:31.252 --> 01:22:33.153]  Use it anytime you're away from home.
[01:22:33.153 --> 01:22:41.436]  To order your fake TV for only $34.95, go to Faketv.com or call 1-877-5-FAKE-TV.
[01:22:41.436 --> 01:22:44.457]  Each additional fake TV is only $29.95.
[01:22:44.457 --> 01:22:46.858]  So get one for you and one for a loved one.
[01:22:46.858 --> 01:22:49.859]  For safety, security, and peace of mind for both of you.
[01:22:49.859 --> 01:22:55.602]  Call 877-5-F-A-K-E-TV or go to Faketv.com.
[01:22:55.602 --> 01:22:57.202]  Faketv.com.
[01:22:57.202 --> 01:22:58.483]  The burglar deterrent.
[01:22:59.465 --> 01:23:04.227]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:23:04.227 --> 01:23:07.268]  I want you to know some very important information.
[01:23:07.268 --> 01:23:16.232]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:23:16.232 --> 01:23:21.154]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[01:23:21.773 --> 01:23:33.161]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:23:33.161 --> 01:23:40.166]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:23:40.826 --> 01:23:45.130]  Call 1-866-VENUSFLY or order from Carnivora.com.
[01:23:45.130 --> 01:23:48.733]  That's C-A-R-N-I-V-O-R-A dot com.
[01:23:48.733 --> 01:23:52.976]  That's 1-866-836-8735.
[01:23:52.976 --> 01:23:55.999]  1-866-VENUSFLY or visit Carnivora.com.
[01:23:55.999 --> 01:23:57.260]  Protect your immune system.
[01:23:57.260 --> 01:23:58.301]  It's the only one you've got.
[01:24:13.246 --> 01:24:14.607]  All right, Tom Woods is our guest.
[01:24:14.607 --> 01:24:17.370]  This is a short segment, long segment coming up.
[01:24:17.370 --> 01:24:21.054]  I think this is our first visit with him over the years, hopefully the first of many.
[01:24:21.054 --> 01:24:22.976]  Tom, what are solutions to this fight?
[01:24:22.976 --> 01:24:28.301]  I mean, Ron Paul's still out there getting the word out, but he's riding off in the sunset a little bit.
[01:24:28.301 --> 01:24:32.346]  Rand's up there, you know, close to his dad, but not his dad.
[01:24:32.346 --> 01:24:33.687]  Obviously, those are focal points.
[01:24:33.687 --> 01:24:36.170]  There's what you're doing with Lou Rockwell and others doing a great job.
[01:24:37.250 --> 01:24:43.414]  I know that you're in a film that we promote and sell, Nullification, which breaks down states' rights.
[01:24:43.414 --> 01:24:47.617]  And when I go study what the Pentagon's doing, they're not preparing to fight Al-Qaeda.
[01:24:47.617 --> 01:24:52.560]  They talk about going after legislatures that rebel and don't go along.
[01:24:52.560 --> 01:24:56.943]  So the corrupt system is worried about states' rights.
[01:24:56.943 --> 01:24:58.424]  That tells me it's the answer.
[01:24:58.424 --> 01:24:59.105]  Tell us about that.
[01:25:00.612 --> 01:25:05.974]  Well, my view is that we have to try something that's not out of the New York Times playbook.
[01:25:05.974 --> 01:25:11.916]  I mean, the New York Times and the mainstream media, their role is to try to limit our range of debate.
[01:25:11.916 --> 01:25:18.459]  It's to say, well, here are the issues that you're allowed to talk about, here are the positions, here's the three-inch range you're allowed to take on those issues.
[01:25:19.139 --> 01:25:21.962]  And if we're going to play by their rules, we're never going to get anywhere.
[01:25:21.962 --> 01:25:28.629]  So we've got to be willing to do things that aren't mentioned in Newsweek or aren't mentioned on the TV.
[01:25:28.629 --> 01:25:31.091]  And so that's why I like the idea of state nullification.
[01:25:31.091 --> 01:25:33.394]  I wrote a book called Nullification, as you mentioned.
[01:25:33.394 --> 01:25:37.338]  And the idea of this is that the states created the federal government.
[01:25:37.338 --> 01:25:42.163]  They ought to have some say in whether the federal government is obeying the Constitution or not.
[01:25:42.943 --> 01:25:44.625]  Saying what their opinion on that is.
[01:25:44.625 --> 01:25:54.416]  And in fact, as Madison and Jefferson said in 1798, the states in the last resort have to say to the federal government, no, what you're doing is unconstitutional and we refuse to go along with it.
[01:25:54.416 --> 01:26:02.304]  Now that is, needless to say, not in the Romney agenda, it's not in the Obama agenda, it's not what Chris Matthews would say, it's not what Bill O'Reilly would say.
[01:26:02.304 --> 01:26:04.286]  So, in my book, that makes it great.
[01:26:04.947 --> 01:26:12.430]  So basically you've got all the corrupt, as Mike Church calls them, the Decepticons on the one side, and you've got Thomas Jefferson on the other.
[01:26:12.430 --> 01:26:14.370]  I'll take Thomas Jefferson and state unification.
[01:26:14.370 --> 01:26:23.754]  We're starting to see this picking up steam around the country as people feel like, you know, I voted for the candidates, I've handed out pocket constitutions, I've done everything else.
[01:26:24.574 --> 01:26:25.855]  I'm gonna try this.
[01:26:25.855 --> 01:26:28.575]  If it's good enough for Thomas Jefferson, it's good enough for me.
[01:26:28.575 --> 01:26:30.096]  What is the harm in trying it?
[01:26:30.096 --> 01:26:32.257]  And I'll tell you, there's a lot of fun in trying it.
[01:26:32.257 --> 01:26:42.260]  Because when you see the look on the face of Rachel Maddow and Chris Matthews when they talk about the reappearance of state nullification, it's like their dog died.
[01:26:42.260 --> 01:26:44.261]  This is not something they want us doing.
[01:26:45.021 --> 01:26:47.602]  By the way, you have absolutely hit the heart of it.
[01:26:47.602 --> 01:26:52.924]  They control the debates between the Demo-rats and the Decepticons.
[01:26:52.924 --> 01:26:58.207]  They sit there and give you this false, tiny spectrum.
[01:26:58.207 --> 01:27:03.009]  And my seven-year-old daughter was in the back of the car, and she goes, well, Daddy, are we Democrats or Republicans?
[01:27:03.009 --> 01:27:07.771]  And my nine-year-old son said, no, that's a false choice, because he listens to the show more.
[01:27:08.431 --> 01:27:11.533]  And said that's, you know, how they control us.
[01:27:11.533 --> 01:27:13.294]  You know, we need more choices.
[01:27:13.294 --> 01:27:15.016]  And I was like, amen to that.
[01:27:15.016 --> 01:27:16.557]  And, you know, she started to get it.
[01:27:16.557 --> 01:27:22.661]  I'm like, they give you false choices and they're scared because they're losing control of the narrative now.
[01:27:22.661 --> 01:27:24.142]  They can't keep us on the reservation.
[01:27:25.399 --> 01:27:25.899]  Absolutely.
[01:27:25.899 --> 01:27:38.325]  So, of course, when you do pursue something like state nullification, as some states have been talking about with a variety of pieces of federal legislation, naturally the state is going to come out with all the guns, rhetorical guns, at least at this stage, that they have.
[01:27:38.325 --> 01:27:43.967]  Namely, they're going to accuse you of, well, of course, you're an extremist, a word they never define, of course.
[01:27:43.967 --> 01:27:46.428]  There's nothing extreme about what they do, you understand.
[01:27:46.428 --> 01:27:47.409]  I'm extreme, not them.
[01:27:48.470 --> 01:27:49.611]  They call it sedition.
[01:27:49.611 --> 01:27:52.354]  They call it sedition to even want to have a state.
[01:27:52.354 --> 01:27:52.915]  Yeah, exactly.
[01:27:52.915 --> 01:27:53.996]  Sedition, that's right.
[01:27:53.996 --> 01:28:00.884]  Well, of course, the irony, well, there's a lot of irony here, but I hardly think it's sedition to support Thomas Jefferson.
[01:28:00.884 --> 01:28:02.145]  So I always point that out.
[01:28:02.145 --> 01:28:03.127]  They never want to talk about Jefferson.
[01:28:03.971 --> 01:28:09.795]  But the long and the short of it is, we're just reclaiming what are obviously our American rights.
[01:28:09.795 --> 01:28:17.380]  And in the nullification book, the whole reason I wrote it was that I knew we were going to be attacked and smeared, we support slavery and all this nonsense.
[01:28:17.380 --> 01:28:19.521]  Nullification was never used to uphold slavery.
[01:28:19.521 --> 01:28:21.883]  It was used to fight against the fugitive slave laws.
[01:28:21.883 --> 01:28:28.407]  They don't want us to know that because they want to paint us as these terrible people who pine for slavery and all this nonsense.
[01:28:28.407 --> 01:28:28.668]  That's right.
[01:28:28.668 --> 01:28:33.191]  They use, for those that don't know, states' rights so that people could run and be safe.
[01:28:33.991 --> 01:28:45.457]  That's exactly what was going on in Wisconsin and elsewhere and they said we have to protect our state sovereignty, our right to protect these poor souls and give them a jury trial and not have them just be dragged away to their masters.
[01:28:45.457 --> 01:28:47.258]  That's history that we're not supposed to know.
[01:28:47.258 --> 01:28:56.562]  We're supposed to know that the states are wicked, the federal government is this great wonderful progressive force and we are blasting that narrative to bits with nullification.
[01:28:56.562 --> 01:28:57.623]  Keep telling us about it.
[01:28:58.666 --> 01:29:03.470]  Well, when you said short break, short segment lawsuit, I figured I want to give you a chance to jump in and stop me.
[01:29:03.470 --> 01:29:05.391]  Well, we're going to break in about a minute.
[01:29:05.391 --> 01:29:06.772]  It's just that that is the answer.
[01:29:06.772 --> 01:29:19.722]  When you read the John Warner Defense Authorization Act, when you look, I mean, you saw when Texas unanimously in the House said, we're going to enforce the law, don't grope people at the airport, misdemeanor on the outside, felony on the inside.
[01:29:19.722 --> 01:29:21.003]  That's just the law.
[01:29:21.003 --> 01:29:23.285]  They threatened F-16 armed blockade.
[01:29:23.965 --> 01:29:25.026]  And it wasn't even big news.
[01:29:25.026 --> 01:29:29.148]  It's like, oh, well, RF-16s will stop you from enforcing that.
[01:29:29.148 --> 01:29:31.409]  I mean, the state should have called that bluff.
[01:29:31.409 --> 01:29:37.511]  I want to come back and get your take on that, and then just keep expanding, because we sell the DVD that's based on your book to a great extent.
[01:29:37.511 --> 01:29:38.992]  You're in the DVD.
[01:29:38.992 --> 01:29:40.113]  In fact, I'll show it to people.
[01:29:40.113 --> 01:29:41.533]  It's at InfoWarsTore.com.
[01:29:41.533 --> 01:29:42.194]  Get it.
[01:29:42.194 --> 01:29:44.115]  Get it to your county commissioners and others.
[01:29:44.115 --> 01:29:48.377]  We're seeing more and more legislatures, counties, and sheriffs getting this.
[01:29:48.377 --> 01:29:49.757]  We'll be back with Tom Wood.
[01:29:49.757 --> 01:29:51.158]  We're on the march.
[01:29:51.158 --> 01:29:52.659]  The empire's on the run.
[01:29:53.659 --> 01:30:00.465]  Alex Jones and the GCN Radio Network.
[01:30:00.465 --> 01:30:03.488]  Alex Jones here with a message to fellow freedom lovers.
[01:30:03.488 --> 01:30:08.492]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:30:08.492 --> 01:30:15.659]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:30:15.799 --> 01:30:21.444]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:30:21.444 --> 01:30:25.467]  These are items that I did research on, that I personally use.
[01:30:25.467 --> 01:30:30.191]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:30:30.191 --> 01:30:35.415]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:30:35.655 --> 01:30:38.898]  Strategic Relocation 3rd Edition by Joel Scalzin.
[01:30:38.898 --> 01:30:41.401]  When Disaster Strikes by Matthew Stein.
[01:30:41.401 --> 01:30:46.165]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:30:46.165 --> 01:30:49.048]  Hand cranked shortwave AM FM radios.
[01:30:49.048 --> 01:30:56.255]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:30:56.255 --> 01:30:57.536]  We're getting prepared.
[01:30:57.536 --> 01:30:58.197]  Are you?
[01:30:58.197 --> 01:30:58.978]  Infowarshop.com
[01:31:02.401 --> 01:31:10.507]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:31:10.507 --> 01:31:14.590]  Alex and his staff have used these pure soap products for years.
[01:31:14.590 --> 01:31:21.896]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:31:21.896 --> 01:31:24.698]  See them on the web at 5starsoap.com.
[01:31:24.918 --> 01:31:29.739]  Or call 800-340-7091 for a free catalog.
[01:31:29.739 --> 01:31:35.680]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:31:35.680 --> 01:31:41.102]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:31:41.102 --> 01:31:43.082]  This is an amazing deal.
[01:31:43.082 --> 01:31:48.303]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:31:48.303 --> 01:31:50.784]  See them on the web at 5starsoap.com.
[01:31:51.064 --> 01:31:59.986]  Or call 800-340-7091 for a free catalog.
[01:31:59.986 --> 01:32:04.947]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[01:32:04.947 --> 01:32:12.349]  Introducing a brand new book for independent Americans who want practical advice on how to survive and even prosper in the challenging days ahead.
[01:32:12.349 --> 01:32:20.551]  The big book of off-the-grid secrets is packed with hard-hitting information on self-reliance gardening, food preparation, alternative energy, home security, and more.
[01:32:20.791 --> 01:32:24.733]  At 436 pages, there's simply nothing like it anywhere.
[01:32:24.733 --> 01:32:29.155]  Get the big book of off-the-grid secrets by going to offthegridsecrets.com.
[01:32:29.155 --> 01:32:31.637]  That's offthegridsecrets.com.
[01:32:31.637 --> 01:32:32.757]  Or call 800-206-4095.
[01:32:32.757 --> 01:32:36.259]  That's 800-206-4095.
[01:32:36.259 --> 01:32:42.983]  Order online and get our top 14 off-the-grid special reports free with your order.
[01:32:42.983 --> 01:32:47.485]  Reports like cash garden, how to grow all the food you'll ever need, and stick to your guns.
[01:32:47.645 --> 01:32:48.185]  This is our land.
[01:32:48.185 --> 01:32:49.286]  These are our people.
[01:33:18.325 --> 01:33:19.086]  The workers.
[01:33:19.086 --> 01:33:22.188]  The strivers.
[01:33:22.188 --> 01:33:24.870]  The builders.
[01:33:24.870 --> 01:33:28.333]  These are our people.
[01:33:28.333 --> 01:33:29.494]  Who are they?
[01:33:29.494 --> 01:33:33.578]  They are the Dark Armies.
[01:33:34.480 --> 01:33:39.523]  The Dark Murdering Army's most only honor is atrocity.
[01:33:39.523 --> 01:33:42.485]  The answer to 1984 is 1776.
[01:33:42.485 --> 01:33:56.574]  You're listening to the Alex Jones Show.
[01:33:56.574 --> 01:33:57.995]  We are Go!
[01:33:57.995 --> 01:33:59.956]  Tom Woods, best-selling author.
[01:33:59.956 --> 01:34:03.419]  Our guest, the documentary film Nullification and the Rightful Remedy.
[01:34:04.901 --> 01:34:08.445]  A documentary film is so professionally done.
[01:34:08.445 --> 01:34:15.574]  Whensoever the general government assumes undelegated powers, a nullification of the act is the rightful remedy.
[01:34:15.574 --> 01:34:16.675]  Thomas Jefferson.
[01:34:17.833 --> 01:34:25.136]  And again, ladies and gentlemen, people can get this powerful film at infowarstore.com.
[01:34:25.136 --> 01:34:27.357]  And Tom Woods has a book of the same name.
[01:34:27.357 --> 01:34:28.418]  He's in it.
[01:34:28.418 --> 01:34:30.879]  Stuart Rhodes and so many others.
[01:34:30.879 --> 01:34:32.760]  It's really an amazing film.
[01:34:32.760 --> 01:34:33.800]  Nullify Now.
[01:34:33.800 --> 01:34:35.441]  Because the federal government itself
[01:34:36.488 --> 01:34:45.556]  Has been taken over, and I want to get into that subject right now with our guest, but there's also a dark side type of nullification.
[01:34:45.556 --> 01:34:52.081]  When Congress won't do things that are unconstitutional, like pass carbon taxes, Obama just does it via executive order.
[01:34:52.081 --> 01:35:00.569]  So the federal government itself, as they've bragged on CNBC, has been captured by these offshore globalists that are above the law and fat on bailout money.
[01:35:01.721 --> 01:35:03.822]  Here's an article out of local news.
[01:35:03.822 --> 01:35:08.463]  Elgin Sustainability Visioning Workshop set for September 10th.
[01:35:08.463 --> 01:35:10.464]  That's here in Elgin, outside Austin.
[01:35:10.464 --> 01:35:12.024]  It's a cow town.
[01:35:12.024 --> 01:35:16.005]  And they said they want to take over the local land, decide who can develop.
[01:35:16.005 --> 01:35:18.726]  And they put it out there like it's a wonderful new thing.
[01:35:18.726 --> 01:35:21.687]  That's what the UN said three years ago at the Copenhagen Treaty.
[01:35:21.687 --> 01:35:25.328]  They said we can't take over the federal government fully.
[01:35:25.328 --> 01:35:28.009]  We'll take over at the city and county and state level.
[01:35:28.789 --> 01:35:31.131]  And Schwarzenegger leads that initiative show.
[01:35:31.131 --> 01:35:32.772]  They understand the real power is local.
[01:35:32.772 --> 01:35:34.833]  That's why they say think globally, act locally.
[01:35:34.833 --> 01:35:35.894]  So they don't want us doing that.
[01:35:35.894 --> 01:35:41.598]  They're like, oh no, let's have 60% turnouts for a federal election, but 8% on average for local.
[01:35:41.598 --> 01:35:44.360]  So everybody get out to Elgin tonight.
[01:35:44.360 --> 01:35:46.382]  We'll give you that at the very end of the show.
[01:35:46.382 --> 01:35:48.203]  But these meetings are happening everywhere.
[01:35:48.203 --> 01:35:50.365]  Hi, you want to have a livable area?
[01:35:51.345 --> 01:35:55.126]  Pass a law that bureaucrats decide if you can use your land at all.
[01:35:55.126 --> 01:35:59.928]  You know, forget fish and wildlife saying you have a puddle on your land that you've owned for a hundred years, now we're going to take it.
[01:35:59.928 --> 01:36:02.869]  Now just pass a law because it's trendy.
[01:36:02.869 --> 01:36:06.210]  We're going to shut down your coal power plant because it's trendy.
[01:36:06.210 --> 01:36:07.551]  Going back to Tom Woods.
[01:36:07.551 --> 01:36:10.092]  Tom, getting into the issue of
[01:36:11.252 --> 01:36:15.014]  What the Feds are doing and how they themselves have been taken over.
[01:36:15.014 --> 01:36:29.520]  We ended the last segment bringing up the point about Texas threatened with F-16s to not let aircraft come into our state if we dared to not let TSA, who aren't even police, stick their hands down our pants.
[01:36:30.936 --> 01:36:38.604]  Well, my own recommendation for this is that as we go forward and as we gain more and more interest in the idea of nullification is that we need to coordinate.
[01:36:38.604 --> 01:36:43.629]  We need to have friendly legislators in one state coordinating with legislators in other states.
[01:36:43.629 --> 01:36:47.553]  And we do have legislators around the country who are on board for nullification.
[01:36:47.553 --> 01:36:48.414]  I know that for a fact.
[01:36:48.414 --> 01:36:49.615]  I know a lot of them.
[01:36:49.615 --> 01:36:51.717]  And have the states do this all at the same time.
[01:36:52.538 --> 01:36:56.079]  And then really, I mean, of course the federal government has overwhelming power.
[01:36:56.079 --> 01:36:58.200]  It could, strictly speaking, do whatever it wants.
[01:36:58.200 --> 01:37:01.981]  But it does have to reckon with public opinion at some level.
[01:37:01.981 --> 01:37:06.203]  It does not want the general public to withdraw its consent entirely.
[01:37:06.203 --> 01:37:09.764]  So, I'd like to say, what if 15 states refused to do something at once?
[01:37:09.764 --> 01:37:09.864]  Or 20?
[01:37:09.864 --> 01:37:09.944]  Or 25?
[01:37:09.944 --> 01:37:11.485]  What are they going to do?
[01:37:11.485 --> 01:37:13.686]  Withhold the highway money from everybody?
[01:37:13.686 --> 01:37:14.366]  At some point,
[01:37:15.202 --> 01:37:18.266]  They have got to back down, which they have done in the past.
[01:37:18.266 --> 01:37:21.170]  They backed down on Real ID, although now they're trying to get that back.
[01:37:21.170 --> 01:37:23.913]  They backed down on 55 miles an hour.
[01:37:23.913 --> 01:37:30.001]  All we have to have is a collective, this is wrong, you shouldn't be over this, and a Sammy Hagar song.
[01:37:30.001 --> 01:37:32.905]  We've got to make it culturally popular to rediscover liberty.
[01:37:33.479 --> 01:37:34.760]  Yeah, absolutely.
[01:37:34.760 --> 01:37:39.564]  And the fact that, I mean, you can sort of play and you sort of do what I used to do when I was a college professor.
[01:37:39.564 --> 01:37:43.927]  I'd have all these 18 year old kids and they weren't all that excited about being in my class.
[01:37:43.927 --> 01:37:45.368]  I don't know why, but they weren't.
[01:37:45.368 --> 01:37:52.134]  And so one of the ways I would get them excited is I would say, look, I'm going to teach you stuff in this room that if you went to Harvard, they would not tell you.
[01:37:52.754 --> 01:37:58.057]  And then suddenly, their teenage rebellious nature, I was using it for my purposes.
[01:37:58.057 --> 01:38:00.539]  Suddenly, because they want to know, what are they keeping from me?
[01:38:00.539 --> 01:38:05.922]  Well, likewise, nullification and the sorts of things we're doing are the sorts of things that we are not supposed to do.
[01:38:05.922 --> 01:38:07.823]  No authority wants us to do them.
[01:38:07.823 --> 01:38:09.044]  That sort of makes them cool.
[01:38:09.044 --> 01:38:11.826]  I mean, in the old days, the left used to say, question authority.
[01:38:11.826 --> 01:38:13.767]  Now the left is the authority half the time.
[01:38:14.167 --> 01:38:16.087]  So they have no use for questions anymore.
[01:38:16.087 --> 01:38:17.748]  We are the question askers.
[01:38:17.748 --> 01:38:19.308]  And we're the ones, and I'll give you the answer.
[01:38:19.308 --> 01:38:20.229]  The answer is nullification.
[01:38:20.229 --> 01:38:21.889]  It's not the answer to every problem.
[01:38:21.889 --> 01:38:31.791]  But what it does, even if it fails, which I don't think it will, but even if it did, it succeeds in getting people to think outside this suffocating box.
[01:38:31.791 --> 01:38:32.692]  Yes.
[01:38:32.692 --> 01:38:36.312]  Like the only opinion you can have is between Joe Biden and Mitt Romney.
[01:38:36.312 --> 01:38:38.113]  That's just a, that's a mental disease.
[01:38:38.573 --> 01:38:41.879]  Exactly, but I mean what you just said is so true.
[01:38:41.879 --> 01:38:47.008]  They lie awake at night afraid of nullification because the states created the federal government.
[01:38:47.705 --> 01:39:04.768]  And the two are supposed to be a separation of powers, and the federal government has become this distant imperium, just like England became a distant imperium, and the city of London from the Thirteen Colonies, and you read what's in the Declaration of Independence, it's exactly what's happening today, and then some.
[01:39:04.768 --> 01:39:11.290]  I mean, things are worse today than they were then, and like you said, so-called liberals aren't liberals.
[01:39:11.290 --> 01:39:12.770]  They are authoritarians.
[01:39:14.071 --> 01:39:18.976]  They always want to tell us, well a nine-month-old baby in the womb is not a baby.
[01:39:18.976 --> 01:39:20.057]  We say it's a fetus.
[01:39:20.057 --> 01:39:27.366]  You know, everything with them is they define everything and it's so pretentious and it's a mind game.
[01:39:27.366 --> 01:39:28.127]  Go ahead, I'm sorry.
[01:39:28.567 --> 01:39:29.348]  No, no, not at all.
[01:39:29.348 --> 01:39:31.189]  I agree with everything you've said.
[01:39:31.189 --> 01:39:44.600]  On the nullification issue, Jefferson predicted this outcome, and he warned, he said, if you let the federal government have the final monopolistic word on what the Constitution means, take a wild guess on what will happen.
[01:39:44.600 --> 01:39:47.002]  It's going to interpret it in ways that benefit itself.
[01:39:47.722 --> 01:39:49.904]  And in ways that eclipse the states and the people.
[01:39:49.904 --> 01:39:51.726]  Well, obviously that has happened.
[01:39:51.726 --> 01:39:56.930]  Now, the argument for nullification, constitutionally, morally, every other way, is such a home run.
[01:39:56.930 --> 01:40:00.533]  I know this because I've had exchanges with law professors on it.
[01:40:00.533 --> 01:40:03.236]  These law professors can't debate their way out of a paper bag.
[01:40:03.236 --> 01:40:06.439]  They've all got the same three rotten arguments.
[01:40:06.439 --> 01:40:14.366]  So, I got so sick of answering the same things over and over again, I just put up, I bought the domain name statenullification.com and I basically put up there
[01:40:15.086 --> 01:40:19.770]  All the information you need to be even a law professor because they don't have the arguments.
[01:40:19.770 --> 01:40:21.972]  It is true that Jefferson said these things.
[01:40:21.972 --> 01:40:24.554]  It is true that the states created the federal government.
[01:40:24.554 --> 01:40:25.855]  All these things are true.
[01:40:25.855 --> 01:40:28.557]  The Constitution was ratified state by state.
[01:40:28.557 --> 01:40:32.601]  That the United States in the Constitution is never referred to in the singular.
[01:40:33.161 --> 01:40:38.187]  Hey, just 30 years ago, the FBI had to get permission to come in your town.
[01:40:38.187 --> 01:40:41.691]  Now the police get little federal cards under their toadies.
[01:40:41.691 --> 01:40:43.934]  And why do we even have states then?
[01:40:43.934 --> 01:40:45.656]  Why do we even have an America?
[01:40:45.656 --> 01:40:46.977]  Why not just a global government?
[01:40:46.977 --> 01:40:51.483]  Well, that's why they have to get rid of the states to then get rid of the sovereignty itself of the country.
[01:40:51.883 --> 01:40:52.344]  Right, exactly.
[01:40:52.344 --> 01:41:00.851]  The states are not just, you know, cute little, you know, arbitrary boundary lines and, you know, Vermont has some quirks and California has its quirks and isn't that neat.
[01:41:00.851 --> 01:41:03.974]  These are supposed to be boundary lines against tyranny.
[01:41:03.974 --> 01:41:05.115]  That's why they're there.
[01:41:05.115 --> 01:41:07.678]  They're not there for convenience, for the government.
[01:41:07.678 --> 01:41:08.959]  They're not there for fun.
[01:41:08.959 --> 01:41:09.980]  They're there for this purpose.
[01:41:09.980 --> 01:41:12.883]  If we're not going to use them, you're right, we might as well not have them.
[01:41:13.766 --> 01:41:14.807]  Well, they're firewalls.
[01:41:14.807 --> 01:41:16.869]  Aren't they like bulkheads in a ship?
[01:41:16.869 --> 01:41:19.171]  I mean, if one falls, people can run to the other?
[01:41:19.171 --> 01:41:20.432]  Oh, absolutely.
[01:41:20.432 --> 01:41:27.439]  In fact, what's so awesome is that in the early 19th century, so 200 years ago, the governor of Connecticut.
[01:41:27.439 --> 01:41:27.779]  What?
[01:41:27.779 --> 01:41:28.860]  A northern state?
[01:41:28.860 --> 01:41:29.581]  Yes, that's right.
[01:41:29.581 --> 01:41:33.545]  The governor of Connecticut, Jonathan Trumbull, said that the state governments
[01:41:34.005 --> 01:41:38.708]  Are in the last resort, the bulwark of the liberties of the people.
[01:41:38.708 --> 01:41:45.313]  And so in 2010, in Connecticut, the very same state, 200 years later, there was an attorney general race.
[01:41:45.313 --> 01:41:53.939]  And the woman who was running as a Republican got in the debates, picked up my book, Nullification, which quotes the old Connecticut governor 200 years ago.
[01:41:53.939 --> 01:41:56.321]  And she quoted from it and said, we need to do this again.
[01:41:56.621 --> 01:42:00.604]  Well, of course, the media just went absolutely berserk.
[01:42:00.604 --> 01:42:04.247]  She's not staying between the Biden and Romney spectrum.
[01:42:04.247 --> 01:42:07.590]  How dare she say these things?
[01:42:07.590 --> 01:42:11.153]  It's exciting that we have all this history, real U.S.
[01:42:11.153 --> 01:42:13.234]  history, that is not taught.
[01:42:13.234 --> 01:42:18.779]  And I don't think it's not taught just because by accident or they didn't have time to get to it that day.
[01:42:18.779 --> 01:42:22.582]  It's because if you don't teach it, it's easier to pass off this narrative whereby
[01:42:23.923 --> 01:42:30.627]  In American history, all we have is the great, glorious, progressive federal government always doing wondrous deeds for the people.
[01:42:30.627 --> 01:42:35.149]  That's what they want us to take, so that we'll sit back and not ask them questions.
[01:42:36.061 --> 01:42:38.384]  Where do you see this confrontation going?
[01:42:38.384 --> 01:42:43.049]  Because clearly the federal government's buying 1.4 billion bullets.
[01:42:43.049 --> 01:42:48.274]  The lapdog media spins that into $174,000 and says, why are you guys upset?
[01:42:48.274 --> 01:42:53.460]  When they're setting up checkpoints, TSA on the streets, 1.4 billion bullets, and they spin it.
[01:42:53.840 --> 01:42:54.121]  I don't know.
[01:43:07.685 --> 01:43:12.447]  And then they still look at us and go, you're the crazy people that say the government's too big.
[01:43:12.447 --> 01:43:21.210]  Or, you know, the Southern Poverty Law Center and ADL are like, dangerous terrorists think there's a world government as it's being announced everywhere.
