[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[02:09:27.000 --> 02:09:34.000]  I never even heard the KKK dirt balls talk like that, and here's CNN, ordinary people made Charlottesville possible.
[02:09:34.000 --> 02:09:46.000]  We're not hearing anything about the hundreds run over by Islamists or something like 30-something people stabbed to death in Russia and Germany and France and Belgium and Spain the last week.
[02:09:46.000 --> 02:09:51.000]  I mean, just the back of the paper, oh, seven stabbed here, nine stabbed here, three stabbed there.
[02:09:51.000 --> 02:10:00.000]  But don't worry ACLU, when your Twitter followers educate you, it's time to say thank you to them for letting you know that you were being racist.
[02:10:00.000 --> 02:10:01.000]  Let's put that back up.
[02:10:01.000 --> 02:10:09.000]  When your Twitter followers keep you in check and remind you that white supremacy is everywhere, then it has Kermit the Frog saying, thank you.
[02:10:09.000 --> 02:10:10.000]  That's a very good point.
[02:10:10.000 --> 02:10:11.000]  I'm not kidding.
[02:10:11.000 --> 02:10:14.000]  If you're a radio listener, you've got to go see it for yourself.
[02:10:14.000 --> 02:10:16.000]  We've retweeted it at real Alex Jones.
[02:10:16.000 --> 02:10:24.000]  So you know how the Democrats with CIA people like Phil Mudd saying, we're getting ready to kill the president.
[02:10:24.000 --> 02:10:28.000]  We're getting ready to have a civil war and or he's mentally ill.
[02:10:28.000 --> 02:10:30.000]  He's got early onset of dementia.
[02:10:30.000 --> 02:10:35.000]  We told you three months ago that we had folks inside a major newspaper editorial meeting.
[02:10:35.000 --> 02:10:41.000]  We had a source and they said, no, that that was the next thing to come right before they try to overthrow him.
[02:10:41.000 --> 02:10:42.000]  So here's the deal.
[02:10:42.000 --> 02:10:47.000]  They're not going to let us have this political realignment towards Americana libertarianism without a death fight.
[02:10:47.000 --> 02:10:53.000]  The Democrats are becoming an extinct party because of Nancy Pelosi, because of all these out of touch, senile people.
[02:10:53.000 --> 02:10:55.000]  You talk about dementia.
[02:10:55.000 --> 02:11:01.000]  She said like 20 something times that I've seen personally that George W. Bush is still the president.
[02:11:01.000 --> 02:11:10.000]  And then she goes, I mean, the same press conference Maxine Waters goes, that Putin and Trump have just attacked Korea.
[02:11:10.000 --> 02:11:12.000]  Everyone's like, ma'am, that's not true.
[02:11:12.000 --> 02:11:13.000]  She's like, yes, he did.
[02:11:13.000 --> 02:11:16.000]  I mean, these people don't know what planet they're on.
[02:11:16.000 --> 02:11:22.000]  So to have a smart, entrepreneurial, hardworking guy who's got courage to back Trump.
[02:11:22.000 --> 02:11:24.000]  I was out on the streets of Seattle.
[02:11:24.000 --> 02:11:29.000]  They were physically attacking me last week screaming Nazi, Nazi, Nazi.
[02:11:29.000 --> 02:11:32.000]  I mean, just the craziest moronville.
[02:11:32.000 --> 02:11:39.000]  But the answer is America's faced tyrants and bullies before and we're going to stand against these folks without violence with unity.
[02:11:39.000 --> 02:11:46.000]  As Martin Luther King said, not what color your skin is, but what the content of your deeds are.
[02:11:46.000 --> 02:11:48.000]  And that's exactly what this is about.
[02:11:48.000 --> 02:11:53.000]  We're going to go back to the real unity that America helps spread around the world of Martin Luther King and others.
[02:11:53.000 --> 02:12:00.000]  Not the false one, but I want to ask just the waterfront how he thinks Trump's doing, where he thinks this is going, how the congressional run is going.
[02:12:00.000 --> 02:12:08.000]  Antonio Sabato Jr. Vote Antonio dot com Facebook dot com forward slash Antonio Sabato Jr. Live.
[02:12:08.000 --> 02:12:11.000]  I got to ask him to has even censored yet on Twitter and Facebook.
[02:12:11.000 --> 02:12:14.000]  They are really trying to block anybody that doesn't hate America.
[02:12:14.000 --> 02:12:16.000]  So thank you for joining us.
[02:12:16.000 --> 02:12:18.000]  Thank you, Alex. How you doing, buddy?
[02:12:18.000 --> 02:12:19.000]  It's good to be back.
[02:12:19.000 --> 02:12:20.000]  Just the waterfront.
[02:12:20.000 --> 02:12:22.000]  You heard my last four minute rant.
[02:12:22.000 --> 02:12:23.000]  What do you want to tackle first?
[02:12:23.000 --> 02:12:28.000]  I mean, how's it been for you running for Congress since you announced?
[02:12:28.000 --> 02:12:30.000]  Well, I've been running really good.
[02:12:30.000 --> 02:12:31.000]  I've been talking to all the folks out here.
[02:12:31.000 --> 02:12:35.000]  I've been to our county, my community from the police officers who I adore.
[02:12:35.000 --> 02:12:40.000]  I respect our firefighters, teachers, a Latino community.
[02:12:40.000 --> 02:12:41.000]  They're all supporting me.
[02:12:41.000 --> 02:12:46.000]  We're going to win big because we have to win big for our state of California for our country.
[02:12:46.000 --> 02:12:48.000]  We are losing our country every single day.
[02:12:48.000 --> 02:12:55.000]  The Democratic Party, which by the way is not a Democratic Party anymore as a socialist party is controlling everything.
[02:12:55.000 --> 02:13:00.000]  Controlling the media is controlling Hollywood, by the way, which, you know, they've blacklisted me.
[02:13:00.000 --> 02:13:02.000]  I cannot get any work at all.
[02:13:02.000 --> 02:13:04.000]  I don't make a living as an actor anymore.
[02:13:04.000 --> 02:13:07.000]  I've put everything on the line for the American people, for this country.
[02:13:07.000 --> 02:13:09.000]  And I'm going to win because this is what I have to do.
[02:13:09.000 --> 02:13:12.000]  And this is what we have to do together as people of this country.
[02:13:12.000 --> 02:13:14.000]  Otherwise, we're going to lose it.
[02:13:14.000 --> 02:13:21.000]  Aren't we in solidarity yourself, myself, Trump, Sheriff Orpio, countless others that just follow the law, do the right thing,
[02:13:21.000 --> 02:13:26.000]  try to unify the country, try to get the stock market going again, try to take care of the veterans,
[02:13:26.000 --> 02:13:29.000]  try to actually block radical Islamists who are unvetted from coming in.
[02:13:29.000 --> 02:13:32.000]  Just common sense, default stuff.
[02:13:32.000 --> 02:13:37.000]  You know, Supreme Court ruled nine to zero that Trump's travel ban was absolutely constitutional.
[02:13:37.000 --> 02:13:40.000]  And then we all get boycotted, attacked, death-threaded.
[02:13:40.000 --> 02:13:46.000]  But really, that makes us brothers and sisters that we're going through the gauntlet because freedom's never free.
[02:13:46.000 --> 02:13:48.000]  But it shows us how high the stakes are.
[02:13:48.000 --> 02:13:50.000]  We're dealing with true authoritarians.
[02:13:50.000 --> 02:13:55.000]  We're dealing with, you know, we got to keep our constitution, our second amendment, you know, the bill of rights.
[02:13:55.000 --> 02:13:56.000]  Those are great things.
[02:13:56.000 --> 02:14:00.000]  You know, we live in the greatest country in the world where the laws actually work.
[02:14:00.000 --> 02:14:03.000]  The laws in the books actually work and make sense.
[02:14:03.000 --> 02:14:09.000]  And these people on the left and the mainstream media try all the time from Pelosi to everybody across the board.
[02:14:09.000 --> 02:14:13.000]  They try all the time to change the law so it can suit them.
[02:14:13.000 --> 02:14:15.000]  They take so much money from the lobbyists.
[02:14:15.000 --> 02:14:19.000]  What I've seen in Washington, I've been there many times now, and I'm going to go there and fight for this,
[02:14:19.000 --> 02:14:21.000]  their work is so hard for the lobbyists.
[02:14:21.000 --> 02:14:24.000]  They're taking so much money, and the people are the last in line.
[02:14:24.000 --> 02:14:26.000]  The veterans get nothing.
[02:14:26.000 --> 02:14:31.000]  The people of this country who pay taxes every single day get nothing in return from this party.
[02:14:31.000 --> 02:14:32.000]  They should be at disgrace.
[02:14:32.000 --> 02:14:36.000]  They should not even go to work every day because of what they do.
[02:14:36.000 --> 02:14:43.000]  Notice Trump, day one in office, fired every lobbyist that was in the executive branch.
[02:14:43.000 --> 02:14:45.000]  That's why they're so pissed.
[02:14:45.000 --> 02:14:49.000]  Our president cannot be controlled.
[02:14:49.000 --> 02:14:56.000]  We have characters in the Republican Party who had the chance to repeal and replace Obamacare, and they didn't do it.
[02:14:56.000 --> 02:14:58.000]  What a disgrace.
[02:14:58.000 --> 02:15:02.000]  We've been waiting so long to get this done, and all of a sudden we had a chance of a lifetime,
[02:15:02.000 --> 02:15:06.000]  and they're doing it because they're fighting for the other party.
[02:15:06.000 --> 02:15:08.000]  They're fighting against our president.
[02:15:08.000 --> 02:15:11.000]  So I say to everybody out there, all the people that love this country,
[02:15:11.000 --> 02:15:15.000]  stand with our president because there's lies, and they're going to keep lying.
[02:15:15.000 --> 02:15:19.000]  They're going to make stuff up every single day, and we've got to stand for our president.
[02:15:19.000 --> 02:15:23.000]  Because if you stand for our president, you stand for the American that we all love.
[02:15:23.000 --> 02:15:26.000]  And so we've got to stand up to it, and we can't give up.
[02:15:26.000 --> 02:15:29.000]  We've got to fight till the end, and I'm going to fight all year long.
[02:15:29.000 --> 02:15:31.000]  I have fundraisers going on.
[02:15:31.000 --> 02:15:32.000]  I'm talking to people.
[02:15:32.000 --> 02:15:36.000]  I'm working day and night, and like I said, I'm making no money at all.
[02:15:36.000 --> 02:15:42.000]  So please donate to my cause, vote at Tony.com every single day.
[02:15:42.000 --> 02:15:45.000]  Whatever you can donate, I'll take it because we need to win it.
[02:15:45.000 --> 02:15:47.000]  This is really, really important.
[02:15:47.000 --> 02:15:49.000]  Absolutely, and you have hit TV shows, hit movies.
[02:15:49.000 --> 02:15:50.000]  We're doing very, very well.
[02:15:50.000 --> 02:15:52.000]  You knew what you were doing.
[02:15:52.000 --> 02:15:54.000]  I've talked to a lot of other high-level producers you name it.
[02:15:54.000 --> 02:15:59.000]  They even find out you talk at a cocktail party that you're a conservative, a Christian libertarian.
[02:15:59.000 --> 02:16:00.000]  You're ostracized.
[02:16:00.000 --> 02:16:04.000]  It's very cult-like now, and Trump has lost hundreds of millions of dollars.
[02:16:04.000 --> 02:16:06.000]  They're harassing his renters now.
[02:16:06.000 --> 02:16:12.000]  They're going after his whole family, and we've just got to really admire the fact that $400 billion in new jobs,
[02:16:12.000 --> 02:16:16.000]  $1.5 million in new jobs, $4 trillion in the stock market.
[02:16:16.000 --> 02:16:21.000]  He's delivered on everything he could executively, killing the TPP, renegotiating these deals,
[02:16:21.000 --> 02:16:30.000]  and they are so angry, and it's just so honorable to finally see somebody that just keeps doing what they said they would do.
[02:16:30.000 --> 02:16:34.000]  What do you make of them on CNN and stuff saying they want to kill him?
[02:16:34.000 --> 02:16:36.000]  Well, listen, they should go to jail.
[02:16:36.000 --> 02:16:40.000]  They should be arrested for what they're saying and what they're talking about.
[02:16:40.000 --> 02:16:41.000]  But the ratings are showing.
[02:16:41.000 --> 02:16:48.000]  I mean, listen, they're losing a lot of viewers every single day because the American people are sick and tired of these lies.
[02:16:48.000 --> 02:16:55.000]  I mean, now they're taking statues down, and I talk to people all the time from the left and from the right.
[02:16:55.000 --> 02:17:02.000]  Statues, those are memories that reminds us of the good and the bad that happened in the past.
[02:17:02.000 --> 02:17:04.000]  Should we take down the Colosseum?
[02:17:04.000 --> 02:17:08.000]  Because back in the day when I'm from Rome, the Colosseum killed a lot of Christians.
[02:17:08.000 --> 02:17:10.000]  So should we just destroy the Colosseum?
[02:17:10.000 --> 02:17:14.000]  Should we destroy everything that stands to remind us about what we've been through?
[02:17:14.000 --> 02:17:20.000]  I mean, I lost people, my family members at Auschwitz through the war.
[02:17:20.000 --> 02:17:28.000]  You know, I'm an Italian Jew, I'm proud of my heritage, I'm proud of the fact that I came to this country and worked my butt off trying to be an American.
[02:17:28.000 --> 02:17:35.000]  And imagine if I was having a production company and I was making movies and I would only hire Republicans.
[02:17:35.000 --> 02:17:37.000]  I would never hire a Democrat.
[02:17:37.000 --> 02:17:41.000]  I would never work again on top of that.
[02:17:41.000 --> 02:17:42.000]  I mean, it would be crazy.
[02:17:42.000 --> 02:17:43.000]  So that's what they're doing.
[02:17:43.000 --> 02:17:44.000]  Hollywood is doing that.
[02:17:44.000 --> 02:17:51.000]  And so unfair, and I'm fighting for that because they're bullying people, they're telling people what they should believe and what they shouldn't believe.
[02:17:51.000 --> 02:17:53.000]  I believe in the Lord Jesus Christ.
[02:17:53.000 --> 02:17:54.000]  I believe in this country.
[02:17:54.000 --> 02:17:56.000]  And I'm a Republican and I'm in Hollywood.
[02:17:56.000 --> 02:17:57.000]  You don't want to hire me?
[02:17:57.000 --> 02:17:58.000]  Well, I'm going for Congress.
[02:17:58.000 --> 02:17:59.000]  I'm going to fight for the American people.
[02:17:59.000 --> 02:18:00.000]  I'm going to win this.
[02:18:00.000 --> 02:18:02.000]  And I'm coming back at you stronger than ever.
[02:18:02.000 --> 02:18:03.000]  That's right.
[02:18:03.000 --> 02:18:06.000]  And I made the same point, but yours is better with the Colosseum.
[02:18:06.000 --> 02:18:09.000]  Should we tear down the pyramids because slaves built the pyramids?
[02:18:09.000 --> 02:18:10.000]  Tear it down.
[02:18:10.000 --> 02:18:11.000]  Right. Tear it all down.
[02:18:11.000 --> 02:18:12.000]  Tear everything down.
[02:18:12.000 --> 02:18:14.000]  This is just an excuse.
[02:18:14.000 --> 02:18:15.000]  Well, it's the same thing in Rome.
[02:18:15.000 --> 02:18:19.000]  I love going to different museums of the Vatican where they've got hundreds of busts of different Romans.
[02:18:19.000 --> 02:18:22.000]  Some were tyrants, some were good, some were bad.
[02:18:22.000 --> 02:18:23.000]  It doesn't matter.
[02:18:23.000 --> 02:18:24.000]  It's a piece of history.
[02:18:24.000 --> 02:18:27.000]  You know, I told folks, don't tear down the linen statue in Seattle.
[02:18:27.000 --> 02:18:28.000]  That's interesting.
[02:18:28.000 --> 02:18:32.000]  We ought to have whole statue gardens of you decide who's good, who's bad.
[02:18:32.000 --> 02:18:34.000]  That is history right there.
[02:18:34.000 --> 02:18:40.000]  And Alice, who was the most racist, you know, party in the history of this country?
[02:18:40.000 --> 02:18:42.000]  The Democratic Party.
[02:18:42.000 --> 02:18:46.000]  I was about to say the Democrats want to pull down their history and then blame Trump.
[02:18:46.000 --> 02:18:48.000]  Yeah, it's all Trump's fault.
[02:18:48.000 --> 02:18:50.000]  Listen, we have a president and I respect him.
[02:18:50.000 --> 02:18:51.000]  He's a businessman.
[02:18:51.000 --> 02:18:53.000]  He's going to change people around in his cabinet.
[02:18:53.000 --> 02:18:54.000]  It's the way it is.
[02:18:54.000 --> 02:18:58.000]  He wants his countries to succeed and be on top again.
[02:18:58.000 --> 02:18:59.000]  He's already doing that.
[02:18:59.000 --> 02:19:02.000]  It's not even been a year and he's going to keep doing that.
[02:19:02.000 --> 02:19:04.000]  So there's people who don't like that.
[02:19:04.000 --> 02:19:06.000]  But look at the last eight years.
[02:19:06.000 --> 02:19:07.000]  Look at the debt.
[02:19:07.000 --> 02:19:11.000]  Look at the things that our last president did to this country, the damage that he did.
[02:19:11.000 --> 02:19:12.000]  Now we're trying to fix it.
[02:19:12.000 --> 02:19:18.000]  So we got to stand together as one because our future of this country is at stake.
[02:19:18.000 --> 02:19:19.000]  That's right.
[02:19:19.000 --> 02:19:22.000]  One more segment with our guest Antonio Sabato Jr.
[02:19:22.000 --> 02:19:23.000]  Vote Antonio.com.
[02:19:23.000 --> 02:19:25.000]  He wants to get in there and defend the Republic.
[02:19:25.000 --> 02:19:27.000]  And that's what I was seeing in polls and numbers.
[02:19:27.000 --> 02:19:33.000]  They're saying you've got a really good shot even in that area to win if there isn't too much election fraud.
[02:19:33.000 --> 02:19:38.000]  So let's talk about that because the Democrats in all these special elections have had five of them now.
[02:19:38.000 --> 02:19:45.000]  They've lost every one of them showing that the people know a fraud when they see it and they know fake polls.
[02:19:45.000 --> 02:19:47.000]  Just like they had fake polls during the campaign.
[02:19:47.000 --> 02:19:49.000]  Just like they had fake polls during the 2016.
[02:19:49.000 --> 02:20:15.000]  It's even worse now.
[02:20:15.000 --> 02:20:22.000]  10-Year Shelf Life Bacon.
[02:20:22.000 --> 02:20:25.000]  Water is the single most important thing your body needs.
[02:20:25.000 --> 02:20:28.000]  So you want to be sure it's the best for you and your family.
[02:20:28.000 --> 02:20:33.000]  Since 2005, thousands have depended on Berkey purified water.
[02:20:33.000 --> 02:20:37.000]  The Berkey guy provides the lowest price filtration systems in every size.
[02:20:37.000 --> 02:20:43.000]  For incredibly delicious water now and in an emergency, get to goberkey.com.
[02:20:43.000 --> 02:20:47.000]  Recall 877-886-3653.
[02:20:47.000 --> 02:20:50.000]  877-886-3653.
[02:20:50.000 --> 02:21:19.000]  Goberkey.com.
[02:21:20.000 --> 02:21:25.000]  For a limited time only. Your order ships free, but that's not all.
[02:21:25.000 --> 02:21:29.000]  Enter promo code PREP10 to receive 10% off your entire order.
[02:21:29.000 --> 02:21:32.000]  Call 800-721-84 today.
[02:21:32.000 --> 02:21:39.000]  30dayfood.com keeps prices low by buying directly from suppliers in the Pacific Northwest then passing the savings along to you.
[02:21:39.000 --> 02:21:46.000]  Go to 30dayfood.com or call 800-721-84 for the most cost-effective and healthy food storage solution.
[02:21:46.000 --> 02:21:51.000]  That's 30dayfood.com at 800-721-84.
[02:21:51.000 --> 02:21:56.000]  The answer to being in control of your own health care is freedom from insurance.
[02:21:56.000 --> 02:22:02.000]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[02:22:02.000 --> 02:22:07.000]  Individual share amounts begin at $107 a month and $347 for families.
[02:22:07.000 --> 02:22:09.000]  Choose from three health sharing programs.
[02:22:09.000 --> 02:22:12.000]  Holistic treatments may be eligible for sharing. See guidelines.
[02:22:12.000 --> 02:22:15.000]  Discount programs available for dental, vision and pharmacy.
[02:22:15.000 --> 02:22:20.000]  Go to libertyoncall.org. That's libertyoncall.org.
[02:22:45.000 --> 02:22:50.000]  Feel the thrill only at www.slingbow.com.
[02:23:15.000 --> 02:23:20.000]  Order your two-month supply today by calling 866-295-5305.
[02:23:20.000 --> 02:23:49.000]  Order your two-month supply today by calling 866-295-5305.
[02:23:50.000 --> 02:24:07.000]  That's the final segment with our guest Antonio Sabato Jr.
[02:24:07.000 --> 02:24:08.000]  VoteAntonio.com.
[02:24:08.000 --> 02:24:13.000]  I want to get him back up for a full hour in the near future if we can do it to really cover the issues and where he stands on policies.
[02:24:13.000 --> 02:24:16.000]  But I've heard his speeches, seen what he talks about.
[02:24:16.000 --> 02:24:20.000]  I should talk a little bit in the next five, six minutes about what he'll do if he gets in Congress.
[02:24:20.000 --> 02:24:25.000]  But also the fact that it's exciting to see that Republicans have been winning all the special elections,
[02:24:25.000 --> 02:24:28.000]  which bodes very well for the midterms coming up next year.
[02:24:28.000 --> 02:24:32.000]  But that's why the Democrats are so scared acting like Trump's a big failure
[02:24:32.000 --> 02:24:36.000]  and all of us are about to be arrested for being in the KKK
[02:24:36.000 --> 02:24:39.000]  is because this party is committing political suicide.
[02:24:39.000 --> 02:24:46.000]  They are so crazy now, literally saying that just every white person is in the KKK.
[02:24:46.000 --> 02:24:48.000]  Where do you see this going?
[02:24:48.000 --> 02:24:51.000]  I don't see it going in the right direction.
[02:24:51.000 --> 02:24:52.000]  It's not positive at all.
[02:24:52.000 --> 02:24:54.000]  These people are making stories up.
[02:24:54.000 --> 02:24:59.000]  Now they left the Russian stuff that they were worrying so much and they were fighting for.
[02:24:59.000 --> 02:25:00.000]  Now there's something else.
[02:25:00.000 --> 02:25:01.000]  There'll be something else.
[02:25:01.000 --> 02:25:03.000]  They'll make stories up and they'll continue to lie.
[02:25:03.000 --> 02:25:06.000]  And the mainstream media should be blamed for everything.
[02:25:06.000 --> 02:25:10.000]  They should not even be working, especially like CNN should be gone.
[02:25:10.000 --> 02:25:12.000]  Never return for the things that they have done.
[02:25:12.000 --> 02:25:16.000]  And they continue to do that because they carry only about the Democratic Party.
[02:25:16.000 --> 02:25:17.000]  That's it.
[02:25:17.000 --> 02:25:19.000]  And the Socialist Party, by the way.
[02:25:19.000 --> 02:25:20.000]  What happened to them?
[02:25:20.000 --> 02:25:22.000]  I mean, they're whacked out.
[02:25:22.000 --> 02:25:23.000]  They're whacked out.
[02:25:23.000 --> 02:25:24.000]  Listen, I don't know what's going on here.
[02:25:24.000 --> 02:25:26.000]  I mean, because this is a lot of ego.
[02:25:26.000 --> 02:25:30.000]  There's a lot of people here in government that make a lot of money.
[02:25:30.000 --> 02:25:32.000]  I mean, let's not kid ourselves.
[02:25:32.000 --> 02:25:33.000]  They're making a lot of money.
[02:25:33.000 --> 02:25:38.000]  They're multi-millionaires and they're traveling their private jets and they're complaining about this and that.
[02:25:38.000 --> 02:25:40.000]  But it's about money.
[02:25:40.000 --> 02:25:41.000]  It's about power.
[02:25:41.000 --> 02:25:42.000]  And it's about ego.
[02:25:42.000 --> 02:25:44.000]  It's not about the American people.
[02:25:44.000 --> 02:25:47.000]  The American people should be first in line.
[02:25:47.000 --> 02:25:51.000]  These governmental people, these people in government should be working for the American people.
[02:25:51.000 --> 02:25:52.000]  But it's the other way around.
[02:25:52.000 --> 02:25:56.000]  The American people are paying way too much taxes, especially in California.
[02:25:56.000 --> 02:25:58.000]  This state is going to go bankrupt.
[02:25:58.000 --> 02:26:05.000]  And the Democratic Party wants it to go bankrupt because the more turmoil, the more chaos there is around people, the better they feel.
[02:26:05.000 --> 02:26:07.000]  Because they want bigger government.
[02:26:07.000 --> 02:26:09.000]  They want to help the people, so-called help the people.
[02:26:09.000 --> 02:26:11.000]  But they're not helping anybody.
[02:26:11.000 --> 02:26:12.000]  They're just helping themselves.
[02:26:12.000 --> 02:26:14.000]  That's themselves and they're selfish.
[02:26:14.000 --> 02:26:17.000]  And Antonio, that's not your opinion.
[02:26:17.000 --> 02:26:26.000]  Ezekiel Emanuel, Pocahontas, all those folks, Elizabeth Warren, admit the plan was to bankrupt healthcare and totally socialize it.
[02:26:26.000 --> 02:26:31.000]  And they're wrecking it on purpose while tripling prices and bankrupting the economy.
[02:26:31.000 --> 02:26:34.000]  I mean, they're like super villains.
[02:26:34.000 --> 02:26:35.000]  They're super villains.
[02:26:35.000 --> 02:26:36.000]  Yeah, exactly.
[02:26:36.000 --> 02:26:37.000]  They're trying to destroy this country.
[02:26:37.000 --> 02:26:39.000]  And like I said, there's more turmoil.
[02:26:39.000 --> 02:26:40.000]  There's more chaos.
[02:26:40.000 --> 02:26:42.000]  There's more negative among people.
[02:26:42.000 --> 02:26:43.000]  There's more division.
[02:26:43.000 --> 02:26:44.000]  They're better for them.
[02:26:44.000 --> 02:26:46.000]  So they can say, I can help you now.
[02:26:46.000 --> 02:26:48.000]  But you're doing really good in the polls.
[02:26:48.000 --> 02:26:53.000]  Why are you connecting so well with people there in a hardcore Democrat area?
[02:26:53.000 --> 02:26:55.000]  Because I'm not a politician.
[02:26:55.000 --> 02:26:56.000]  I'm a real guy.
[02:26:56.000 --> 02:26:57.000]  I'm going to go to Washington.
[02:26:57.000 --> 02:27:00.000]  I'm going to talk to the president and then talk to both parties.
[02:27:00.000 --> 02:27:02.000]  I'm not afraid of the Democratic Party.
[02:27:02.000 --> 02:27:08.000]  I'm not afraid of them because they have their college degrees and they have their money and they have their private jets and they have their secret service and this.
[02:27:08.000 --> 02:27:09.000]  And I'm not afraid of them.
[02:27:09.000 --> 02:27:11.000]  I am here for the American people.
[02:27:11.000 --> 02:27:12.000]  I put everything on the line.
[02:27:12.000 --> 02:27:13.000]  I've been through a lot.
[02:27:13.000 --> 02:27:14.000]  I'm a tough kid from Italy, man.
[02:27:14.000 --> 02:27:16.000]  I can, I can fight till the end.
[02:27:16.000 --> 02:27:18.000]  And these guys got nothing on me.
[02:27:18.000 --> 02:27:20.000]  You got to bring a whole bunch of people.
[02:27:20.000 --> 02:27:23.000]  You got to bring a whole army to fight me because I want to win.
[02:27:23.000 --> 02:27:25.000]  I actually live in my community.
[02:27:25.000 --> 02:27:28.000]  I actually have my kids that go to school in this community.
[02:27:28.000 --> 02:27:30.000]  My opponent has not lived here.
[02:27:30.000 --> 02:27:32.000]  She doesn't know about the Latino community.
[02:27:32.000 --> 02:27:38.000]  She doesn't know about the families that are suffering from addiction, overwhelming from, from, you're talking about heroin addiction.
[02:27:38.000 --> 02:27:41.000]  It's taking over the country and especially my community.
[02:27:41.000 --> 02:27:42.000]  They're not talking about that.
[02:27:42.000 --> 02:27:51.000]  They're not talking about passing laws like AB 109, early prisoner release that is causing a lot of home invasion, a lot of crime.
[02:27:51.000 --> 02:27:53.000]  They're not talking about that.
[02:27:53.000 --> 02:27:57.000]  Listen, we are in a, in a time right now where we can get our country back.
[02:27:57.000 --> 02:28:02.000]  And we can, this is the only, this is the only county in California, winnable.
[02:28:02.000 --> 02:28:04.000]  And I can win this.
[02:28:04.000 --> 02:28:11.000]  So if we get this county read again, then we can maybe down the line, get our state back read again, like it used to be.
[02:28:11.000 --> 02:28:14.000]  And we can bring the state back to where it should be.
[02:28:14.000 --> 02:28:16.000]  Yeah, everybody talks about the state is doing well.
[02:28:16.000 --> 02:28:17.000]  It's not doing well.
[02:28:17.000 --> 02:28:19.000]  This state is doing extremely bad.
[02:28:19.000 --> 02:28:21.000]  He's going to file bankruptcy.
[02:28:21.000 --> 02:28:22.000]  He's going to go straight into the ocean.
[02:28:22.000 --> 02:28:23.000]  Well, I agree.
[02:28:23.000 --> 02:28:25.000]  And the best defense is an offense.
[02:28:25.000 --> 02:28:27.000]  The democratic system creates a hell.
[02:28:27.000 --> 02:28:38.000]  We need people like you that are smart, handsome, focused, fearless, dedicated, there to create an island, a beachhead to then start waking people up sector by sector.
[02:28:38.000 --> 02:28:40.000]  So folks, you to go to voteantonio.com.
[02:28:40.000 --> 02:28:42.000]  How do people on the ground though?
[02:28:42.000 --> 02:28:45.000]  We have six or seven stations in California.
[02:28:45.000 --> 02:28:46.000]  We're on in Southern California.
[02:28:46.000 --> 02:28:51.000]  How do people actually physically come join you and, you know, help you?
[02:28:51.000 --> 02:28:52.000]  Well, go to the, go to the website.
[02:28:52.000 --> 02:28:54.000]  Obviously, vote, votedtonia.com.
[02:28:54.000 --> 02:28:55.000]  Go there.
[02:28:55.000 --> 02:28:56.000]  All the information is there.
[02:28:56.000 --> 02:28:57.000]  I'm talking to the locals right now.
[02:28:57.000 --> 02:29:00.000]  I want to really sit down for the next three to four months.
[02:29:00.000 --> 02:29:04.000]  I'm going to sit down to all the heads of my, of my community and we're going to sit down.
[02:29:04.000 --> 02:29:06.000]  I want to hear about the issues.
[02:29:06.000 --> 02:29:09.000]  I want to talk to the people face on and go, okay, I can help you here.
[02:29:09.000 --> 02:29:11.000]  Let's talk about what is your problem?
[02:29:11.000 --> 02:29:12.000]  What is your need?
[02:29:12.000 --> 02:29:13.000]  What is it?
[02:29:13.000 --> 02:29:15.000]  One thing that you really need for this county?
[02:29:15.000 --> 02:29:17.000]  Because I want to hear it from the police officer.
[02:29:17.000 --> 02:29:19.000]  I want to hear from the, from the teachers.
[02:29:19.000 --> 02:29:21.000]  You know, I want to hear from everybody across the board.
[02:29:21.000 --> 02:29:22.000]  So that's how you can help.
[02:29:22.000 --> 02:29:24.000]  And then I'm going to take all that information.
[02:29:24.000 --> 02:29:27.000]  I'm going to go to Washington and I'm going to win for that.
[02:29:27.000 --> 02:29:28.000]  Wow.
[02:29:28.000 --> 02:29:29.000]  Voteantonio.com.
[02:29:29.000 --> 02:29:30.000]  Antonio Sabato Jr.
[02:29:30.000 --> 02:29:31.000]  Impressive.
[02:29:31.000 --> 02:29:32.000]  Everybody should get behind you.
[02:29:32.000 --> 02:29:33.000]  I know I am.
[02:29:33.000 --> 02:29:34.000]  Thank you so much.
[02:29:34.000 --> 02:29:35.000]  We'll talk to you again soon.
[02:29:35.000 --> 02:29:37.000]  Please join us every few weeks whenever you like.
[02:29:37.000 --> 02:29:38.000]  We'll be right back.
[02:29:38.000 --> 02:29:39.000]  Thank you, sir.
[02:29:39.000 --> 02:29:40.000]  We'll be back with your phone call.
[02:29:40.000 --> 02:29:41.000]  Stay with us.
[02:29:41.000 --> 02:29:45.000]  We're on the march, the empires on the run.
[02:29:45.000 --> 02:29:48.000]  Alex Jones and the GCN radio network.
[02:29:53.000 --> 02:29:58.000]  You deserve a deep restful sleep with knockout by info wars life.
[02:29:58.000 --> 02:30:03.000]  Our organic formula is made from high quality natural ingredients such as
[02:30:03.000 --> 02:30:09.000]  Valerian root extract, L tryptophan, lemon balm leaf extract and melatonin.
[02:30:09.000 --> 02:30:14.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
