whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:40:51.000 --> 01:40:52.000]   That's their brand name.
[01:40:52.000 --> 01:40:54.000]   The Rothschilds and the Rockefellers.
[01:40:54.000 --> 01:40:57.000]   There's some other powerful families, and they're all intermarried with them, but that's it.
[01:40:57.000 --> 01:41:02.000]   They run it all, and they are just so diabolical.
[01:41:02.000 --> 01:41:08.000]   So we've got eugenicists on power trips who think they're God, who've engineered our society, and heaven help us.
[01:41:08.000 --> 01:41:09.000]   I appreciate your call.
[01:41:09.000 --> 01:41:11.000]   Excellent point, sir.
[01:41:11.000 --> 01:41:14.000]   Let's go ahead and take another call here.
[01:41:14.000 --> 01:41:17.000]   Let's talk to Tom in New York.
[01:41:17.000 --> 01:41:19.000]   Tom, you're on the air.
[01:41:19.000 --> 01:41:20.000]   Hey, Alex.
[01:41:20.000 --> 01:41:21.000]   How are you doing?
[01:41:21.000 --> 01:41:22.000]   I'm doing all right.
[01:41:22.000 --> 01:41:23.000]   All right.
[01:41:23.000 --> 01:41:27.000]   I just wanted to call and inform you of something that's kind of unique that's going on in New York City right now.
[01:41:27.000 --> 01:41:33.000]   I work union construction, and essentially we're being told that we have to go through a TSA,
[01:41:33.000 --> 01:41:38.000]   must conduct a security threat assessment, in order to get a TWCC card.
[01:41:38.000 --> 01:41:43.000]   Yeah, for those that just joined us, how many times have you listened to the show?
[01:41:43.000 --> 01:41:46.000]   Me, I've been listening to it for about a year now.
[01:41:46.000 --> 01:41:47.000]   Okay.
[01:41:47.000 --> 01:41:55.000]   How many times have you heard me talk about seeing Governor Ridge almost eight years ago on C-SPAN for two hours with a group of CEOs that were --
[01:41:55.000 --> 01:42:00.000]   they had four tables, you know, in a square with all these top CEOs, and he said it all.
[01:42:00.000 --> 01:42:03.000]   He said you're going to have to get TSA approval.
[01:42:03.000 --> 01:42:08.000]   Well, he said Homeland Security approval, but he said the TSA will probably be the model to have a job.
[01:42:08.000 --> 01:42:10.000]   You'll have a card to work anywhere.
[01:42:10.000 --> 01:42:13.000]   Everything you do will be attached to that.
[01:42:13.000 --> 01:42:17.000]   I taped it but then couldn't find it later in all the videotapes.
[01:42:17.000 --> 01:42:18.000]   Back then I was taping on VHS.
[01:42:18.000 --> 01:42:28.000]   But now you've seen it all unfold, and, yes, to have a job in critical infrastructure, but that's at a school, a college, a bottle factory,
[01:42:28.000 --> 01:42:37.000]   a light bulb factory, a car factory, a power plant, or if you work around lakes or rivers, you know, for the LCRA or for Fish and Wildlife.
[01:42:37.000 --> 01:42:44.000]   I mean, literally most of society, you will have to have government federal approval.
[01:42:44.000 --> 01:42:50.000]   That's why they're breaking our will, setting the precedent now to take over our airport, stick their hands down our pants.
[01:42:50.000 --> 01:42:56.000]   Now they're going on the street corners and the Walmarts and first it's 800 locations, now 9,000 locations.
[01:42:56.000 --> 01:42:58.000]   They're going to have telescreens.
[01:42:58.000 --> 01:43:05.000]   It's about getting used to the feds on TVs everywhere bossing you and telling you what to do and brainwashing you.
[01:43:05.000 --> 01:43:09.000]   And, yes, you're going to have a card to work basically anywhere.
[01:43:09.000 --> 01:43:13.000]   And so now you're in New York and this is happening to you.
[01:43:13.000 --> 01:43:15.000]   Tell us about it, Tom.
[01:43:15.000 --> 01:43:17.000]   Well, if you want, I can give you my union website.
[01:43:17.000 --> 01:43:18.000]   It's got plenty of links.
[01:43:18.000 --> 01:43:20.000]   They'll tell you all about it.
[01:43:20.000 --> 01:43:21.000]   There's two different types of cards.
[01:43:21.000 --> 01:43:26.000]   Can you do me a favor?
[01:43:26.000 --> 01:43:34.000]   Give me the headline on the union press release or email it right now to JARON@infowars.com or send it to showtips@infowars.com.
[01:43:34.000 --> 01:43:36.000]   Do you have a -- do you have --
[01:43:36.000 --> 01:43:41.000]   It might be easier if I just give you my -- the union website.
[01:43:41.000 --> 01:43:42.000]   Okay, give it to me.
[01:43:42.000 --> 01:43:43.000]   If you pull it up, it's right there.
[01:43:43.000 --> 01:43:46.000]   It's local361.com.
[01:43:46.000 --> 01:43:51.000]   It's local361.com.
[01:43:51.000 --> 01:43:53.000]   Backslash SWAC-TWIC.
[01:43:53.000 --> 01:43:56.000]   Okay, backslash what?
[01:43:56.000 --> 01:44:00.000]   SWAC, S-W-A-C-TWIC.
[01:44:00.000 --> 01:44:02.000]   It's two different certifications.
[01:44:02.000 --> 01:44:06.000]   And they're both basically TSA is going to run a security threat assessment on you.
[01:44:06.000 --> 01:44:09.000]   It's a biometric credential is what they want to issue you.
[01:44:09.000 --> 01:44:15.000]   Yeah, so you get face scanned, you get fingerprinted, and then TSA -- this is big news.
[01:44:15.000 --> 01:44:18.000]   Not news to our audience, but big news that's now rolling out.
[01:44:18.000 --> 01:44:21.000]   And then they decide if you're allowed to have a job.
[01:44:21.000 --> 01:44:27.000]   Just like the no-fly, they now admit it's going to be a no-buy gun list, no judge, no jury.
[01:44:27.000 --> 01:44:29.000]   You can't get off the list, just no more guns for you.
[01:44:29.000 --> 01:44:31.000]   And then you're not going to be able to get a job.
[01:44:31.000 --> 01:44:36.000]   And there it is, transportation worker identification credential.
[01:44:36.000 --> 01:44:40.000]   And I want you to send that to Kurt Nemo, send it to Paul Watson, Steve Watson, Aaron.
[01:44:40.000 --> 01:44:41.000]   I want them -- whoever wants to do it.
[01:44:41.000 --> 01:44:49.000]   I want it maybe two stories, but the headline should be TSA or Homeland Security.
[01:44:49.000 --> 01:44:54.000]   Americans will have to get approval to have jobs in America under TSA rollout.
[01:44:54.000 --> 01:44:57.000]   But illegal aliens, they're going to be issued these.
[01:44:57.000 --> 01:44:59.000]   They're already given driver's license in Texas.
[01:44:59.000 --> 01:45:01.000]   We were told the biometrics in '93 were for them.
[01:45:01.000 --> 01:45:03.000]   No, they're exempt.
[01:45:03.000 --> 01:45:05.000]   They're just given the driver's license.
[01:45:05.000 --> 01:45:10.000]   And, again, this is breaking because I didn't know they were actually starting to roll it out.
[01:45:10.000 --> 01:45:12.000]   But, notice, it's all happening.
[01:45:12.000 --> 01:45:15.000]   They've announced what they're going to do, the total federalization.
[01:45:15.000 --> 01:45:19.000]   You've got to get permission from a shadowy government agency to have a job.
[01:45:19.000 --> 01:45:21.000]   In fact, print that for me, guys.
[01:45:21.000 --> 01:45:22.000]   Put it back on screen, please.
[01:45:22.000 --> 01:45:29.000]   Amazing for PrisonPlanet.TV viewers, for folks that aren't, just Google "transportation worker identification credential, TWIC,
[01:45:29.000 --> 01:45:37.000]   Iron Workers Local 361, TWIC and SWAC information page."
[01:45:37.000 --> 01:45:39.000]   And there it is.
[01:45:39.000 --> 01:45:45.000]   So, again, you want to build a house, you want to build a building, you want to work, you might be a terrorist.
[01:45:45.000 --> 01:45:50.000]   You're guilty until proven innocent, as if a real terrorist couldn't just run and blow something up.
[01:45:50.000 --> 01:45:54.000]   Now, see, all these good old union guys are like, "Yeah, al-Qaeda hit us.
[01:45:54.000 --> 01:45:57.000]   The government says the dust's good. I love the government."
[01:45:57.000 --> 01:45:59.000]   What are your other members saying?
[01:45:59.000 --> 01:46:00.000]   I mean, what's your view on this?
[01:46:00.000 --> 01:46:02.000]   This is huge.
[01:46:02.000 --> 01:46:08.000]   Unions are typically against background searches and urine analysis.
[01:46:08.000 --> 01:46:09.000]   That's basically what this is.
[01:46:09.000 --> 01:46:14.000]   If you go to the SWAC credential, it's a different website.
[01:46:14.000 --> 01:46:16.000]   Their website is secureworker.com.
[01:46:16.000 --> 01:46:20.000]   If you go to their technologies page, it basically tells you what they're going to run.
[01:46:20.000 --> 01:46:21.000]   Let me stop you.
[01:46:21.000 --> 01:46:22.000]   Let me stop you.
[01:46:22.000 --> 01:46:26.000]   Back when I still watched TV occasionally, I had Time Warner Cable.
[01:46:26.000 --> 01:46:28.000]   And this is before 9/11.
[01:46:28.000 --> 01:46:34.000]   They put on the local county and city channel, about half the time, I'm sure it's still on.
[01:46:34.000 --> 01:46:38.000]   In fact, I've seen it recently when I've been flipping through the channels.
[01:46:38.000 --> 01:46:44.000]   They have Pentagon TV, Air Force TV, Army TV, Marine TV.
[01:46:44.000 --> 01:46:48.000]   And the Marines are running checkpoints to stop drunk drivers.
[01:46:48.000 --> 01:46:51.000]   In Dallas, the National Guard is blowing up crack houses.
[01:46:51.000 --> 01:46:53.000]   They're teaching children to not use drugs.
[01:46:53.000 --> 01:46:56.000]   I just played that on Monday.
[01:46:56.000 --> 01:47:00.000]   But we got it off the web, off Pentagon television, Defense Department television.
[01:47:00.000 --> 01:47:03.000]   But this is what's incredible.
[01:47:03.000 --> 01:47:06.000]   I remember 10 years ago, you can pull this up.
[01:47:06.000 --> 01:47:10.000]   We made a big deal about it because I taped it and played it on my own access show and on radio.
[01:47:10.000 --> 01:47:13.000]   They announced, call the Pentagon.
[01:47:13.000 --> 01:47:16.000]   And for Texas, we have the-- they even have it localized.
[01:47:16.000 --> 01:47:23.000]   In Texas, it goes to San Antonio, free drug testing by the military of all of your civilian workers.
[01:47:23.000 --> 01:47:27.000]   It said, "Doesn't matter if you have one employee or 1,000. It's free."
[01:47:27.000 --> 01:47:29.000]   The government wants your urine.
[01:47:29.000 --> 01:47:33.000]   The Army isn't just taking your baby's blood secretly at birth, now admitted,
[01:47:33.000 --> 01:47:38.000]   or the creepy government isn't just putting poison in your water, not just fluoride but uranium, now admitted.
[01:47:38.000 --> 01:47:44.000]   The creep ball government more than-- it's got to be like '98 I saw this and was pulling my hair out.
[01:47:44.000 --> 01:47:47.000]   They're taking people's urine.
[01:47:47.000 --> 01:47:50.000]   Now, again, it's like test the urine of our employees.
[01:47:50.000 --> 01:47:55.000]   Well, if you got some pothead or somebody clearly acting weird, you can tell when they're on drugs, you're fired.
[01:47:55.000 --> 01:47:58.000]   Your eyes are, you know, are like glazed over.
[01:47:58.000 --> 01:48:00.000]   You're on some kind of speed, you know.
[01:48:00.000 --> 01:48:02.000]   You're gone.
[01:48:02.000 --> 01:48:03.000]   I mean, you don't even tell them that.
[01:48:03.000 --> 01:48:05.000]   It's like you're gone.
[01:48:05.000 --> 01:48:07.000]   Yeah, you're grinding your teeth there, pal.
[01:48:07.000 --> 01:48:08.000]   I've been watching you for a month.
[01:48:08.000 --> 01:48:09.000]   You're on something.
[01:48:09.000 --> 01:48:11.000]   I don't have druggies around here.
[01:48:11.000 --> 01:48:12.000]   Of course, I don't tell them that.
[01:48:12.000 --> 01:48:14.000]   Oh, your performance hasn't done too well.
[01:48:14.000 --> 01:48:15.000]   You're gone.
[01:48:15.000 --> 01:48:17.000]   But we haven't had to do that except once or twice.
[01:48:17.000 --> 01:48:24.000]   The issue here is that you don't need to have your employees urinate in a cup and send it off to Uncle Sam.
[01:48:24.000 --> 01:48:25.000]   This is incredible.
[01:48:25.000 --> 01:48:33.000]   If we don't, I'm telling you, it's all about submission, sticking their hands down our pants, putting their hands on our wives and children, bunch of scum.
[01:48:33.000 --> 01:48:34.000]   This is the new make work.
[01:48:34.000 --> 01:48:36.000]   They're turning us into a giant prison.
[01:48:36.000 --> 01:48:38.000]   They got telescreens going in.
[01:48:38.000 --> 01:48:39.000]   Heaven help us.
[01:48:39.000 --> 01:48:40.000]   I'm sorry.
[01:48:40.000 --> 01:48:42.000]   Listen, we're going to do a big story on this.
[01:48:42.000 --> 01:48:45.000]   I knew it was going on, but I didn't know it was being rolled out this big.
[01:48:45.000 --> 01:48:48.000]   And this is going to be one of the biggest unions in New York City.
[01:48:48.000 --> 01:48:51.000]   Or is this New York State?
[01:48:51.000 --> 01:48:53.000]   New York City, all of New York City.
[01:48:53.000 --> 01:48:55.000]   Okay, so all the big unions.
[01:48:55.000 --> 01:49:05.000]   And so Homeland Security wants your urine, and you're going to have a -- so I guess you've got to go in and get enrolled, just like somebody in Fallujah or Afghanistan gets enrolled with a slave card.
[01:49:05.000 --> 01:49:07.000]   When is that supposed to happen?
[01:49:07.000 --> 01:49:08.000]   It's happening now.
[01:49:08.000 --> 01:49:10.000]   It's been happening for over a year now.
[01:49:10.000 --> 01:49:12.000]   It's every construction union.
[01:49:12.000 --> 01:49:13.000]   It's not just mine.
[01:49:13.000 --> 01:49:14.000]   Every construction union.
[01:49:14.000 --> 01:49:19.000]   You're talking hundreds of thousands of construction workers that have to go through this.
[01:49:19.000 --> 01:49:24.000]   And now they're moving to block even in Texas being able to be nonunion and basically have a job.
[01:49:24.000 --> 01:49:27.000]   I'm all for unions, but not when they become arms of the government.
[01:49:27.000 --> 01:49:28.000]   Are people saying no?
[01:49:28.000 --> 01:49:32.000]   Did you go in and get the biometric enrollment?
[01:49:32.000 --> 01:49:36.000]   No, I have not done it yet personally, but it's kind of hard to say no when there's no people out there.
[01:49:36.000 --> 01:49:39.000]   No, you need to get together, file a grievance, start calling the news.
[01:49:39.000 --> 01:49:45.000]   They tried to make the unions tell their employees to take injections last year, and you guys said no.
[01:49:45.000 --> 01:49:49.000]   You're the front line in New York and California of the globalist rollout.
[01:49:49.000 --> 01:49:51.000]   And, folks, Homeland Security has already said it.
[01:49:51.000 --> 01:49:53.000]   They're setting the beta test.
[01:49:53.000 --> 01:49:58.000]   You are going to have a card to do anything, and the minute you're not in favor, you're not going to be able to buy or sell.
[01:49:58.000 --> 01:50:00.000]   That's not Revelation 18.
[01:50:00.000 --> 01:50:03.000]   That is what Ridge said.
[01:50:03.000 --> 01:50:08.000]   How many times have you heard me talk about that, Tom?
[01:50:08.000 --> 01:50:11.000]   I've heard you mention a couple of times government permission to work.
[01:50:11.000 --> 01:50:18.000]   And one of the unique things about this TWIC certification, it's open to anybody that wants to subject themselves to it.
[01:50:18.000 --> 01:50:26.000]   What you have now is you have employers turning around, an end run around having to pay for a background check or a drug analysis.
[01:50:26.000 --> 01:50:31.000]   They're telling people essentially you will not be considered unless you have a TWIC card.
[01:50:31.000 --> 01:50:39.000]   If you Google TWIC certification on Google, you'll see hundreds and hundreds of jobs that require you have your TWIC certification before filing.
[01:50:39.000 --> 01:50:52.000]   Just total Soviet America headline, Homeland Security to require drug testing biometric card for citizens to have jobs.
[01:50:52.000 --> 01:50:56.000]   Just TSA, Homeland Security takes over everything.
[01:50:56.000 --> 01:50:58.000]   Fascism arrives.
[01:50:58.000 --> 01:51:00.000]   Total insanity. 1984 on steroids.
[01:51:00.000 --> 01:51:01.000]   Pull your hair out.
[01:51:01.000 --> 01:51:04.000]   What if you could enjoy a refreshing cigarette without worrying about your health?
[01:51:04.000 --> 01:51:05.000]   Great news.
[01:51:05.000 --> 01:51:09.000]   Now you can enjoy everything you love about a cigarette without everything you hate.
[01:51:09.000 --> 01:51:14.000]   It's called the VaporMate e-cig and it's made by SmokeAway so you know it's good.
[01:51:14.000 --> 01:51:20.000]   VaporMate utilizes patented microelectronic technology that mixes rich tobacco flavor with harmless water vapor.
[01:51:20.000 --> 01:51:25.000]   It tastes like a cigarette, smokes like a cigarette, and best of all, it calms you down like a cigarette should.
[01:51:25.000 --> 01:51:32.000]   And if you call in the next 30 minutes, we'll give you your VaporMate e-cig kit valued at $129 free.
[01:51:32.000 --> 01:51:36.000]   No more secondhand smoke, smelly clothes, hacking and coughing.
[01:51:36.000 --> 01:51:41.000]   Just the great flavor and calming sensation of a real cigarette you can smoke anywhere.
[01:51:41.000 --> 01:51:44.000]   Claim your VaporMate when you get your tobacco flavored filters free.
[01:51:44.000 --> 01:51:47.000]   A $129 value, yours free.
[01:51:47.000 --> 01:51:49.000]   Imagine the money you'll save each month.
[01:51:49.000 --> 01:51:51.000]   But you must call now.
[01:51:51.000 --> 01:51:54.000]   Call 800-540-7570.
[01:51:54.000 --> 01:51:57.000]   That's 800-540-7570.
[01:51:57.000 --> 01:52:00.000]   Again, 1-800-540-7570.
[01:52:00.000 --> 01:52:04.000]   Pure water. What could be better than the gift of health for your loved ones?
[01:52:04.000 --> 01:52:09.000]   And who better to help you give the gift this holiday season than BigBerkyWaterFilters.com.
[01:52:09.000 --> 01:52:17.000]   If those on your gift list are drinking or bathing in unfiltered city or well water, chances are that water is contaminated with rust, bacteria, chlorine, and fluoride.
[01:52:17.000 --> 01:52:23.000]   For just pennies a day, Berky water filters remove dangerous contaminants from both well and city water,
[01:52:23.000 --> 01:52:28.000]   is powerful enough to purify stagnant pond water, and is great for camping and emergencies.
[01:52:28.000 --> 01:52:35.000]   Right now GCN listeners get 5% off all ceramic filter systems and free shipping on orders over $50.
[01:52:35.000 --> 01:52:44.000]   Purchase any filter system from BigBerkyWaterFilters.com to get your choice of Berky sport bottles, a KDF shower filter, a set of fluoride filters, or the new sight glass spigot.
[01:52:44.000 --> 01:52:46.000]   Absolutely free.
[01:52:46.000 --> 01:52:52.000]   Visit BigBerkyWaterFilters.com or call 877-99-BERKEY today.
[01:52:52.000 --> 01:52:55.000]   That's 1-877-99-BERKEY.
[01:52:55.000 --> 01:52:57.000]   Give the gift of health.
[01:52:57.000 --> 01:53:00.000]   Visit BigBerkyWaterFilters.com today.
[01:53:00.000 --> 01:53:02.000]   Hi, this is Alex Jones.
[01:53:02.000 --> 01:53:07.000]   Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:53:07.000 --> 01:53:12.000]   Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:53:12.000 --> 01:53:18.000]   It's true. Seeds have outperformed even gold and silver before in this country, and it's possible that it could even happen again.
[01:53:18.000 --> 01:53:23.000]   So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:53:23.000 --> 01:53:30.000]   They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:53:30.000 --> 01:53:31.000]   And here's the best part.
[01:53:31.000 --> 01:53:38.000]   These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:53:38.000 --> 01:53:41.000]   So visit them today at survivalseedbank.com.
[01:53:41.000 --> 01:53:48.000]   That's survivalseedbank.com, or give them a call at 877-327-0365.
[01:53:48.000 --> 01:53:52.000]   That's 877-327-0365.
[01:53:52.000 --> 01:53:57.000]   Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:53:57.000 --> 01:54:00.000]   This is Alex Jones for survivalseedbank.com.
[01:54:21.000 --> 01:54:26.000]   You know, we have so many amazing guests on this radio show every day.
[01:54:26.000 --> 01:54:31.000]   But sometimes I think I should just take calls because it's the callers.
[01:54:31.000 --> 01:54:35.000]   Like Tom in New York.
[01:54:35.000 --> 01:54:40.000]   During the break, I was back there reading the union websites and looking.
[01:54:40.000 --> 01:54:43.000]   It's hundreds of unions across the country.
[01:54:43.000 --> 01:54:44.000]   Homeland Security comes in.
[01:54:44.000 --> 01:54:50.000]   It's not the law, but they make a deal with the union, and they say, "You've got to go through Homeland Security background check."
[01:54:50.000 --> 01:54:53.000]   "You have to have a job as a taxi driver."
[01:54:53.000 --> 01:54:55.000]   "You have to have a job working in a building."
[01:54:55.000 --> 01:54:57.000]   "You have to have a job at a school."
[01:54:57.000 --> 01:54:59.000]   "You have to have a job as a drywaller."
[01:54:59.000 --> 01:55:02.000]   This isn't America.
[01:55:02.000 --> 01:55:04.000]   And I said I'd get into the news.
[01:55:04.000 --> 01:55:07.000]   That is the news.
[01:55:07.000 --> 01:55:10.000]   That is so big.
[01:55:10.000 --> 01:55:12.000]   It's just like they announced a week ago.
[01:55:12.000 --> 01:55:20.000]   And it looks like they're going to pass the bill where the government can do no-bid contracts and not even tell you that you're not allowed to get the contract.
[01:55:20.000 --> 01:55:25.000]   You just put in your contract for a government contract, and then you never hear back.
[01:55:25.000 --> 01:55:28.000]   And you never know you've been blacklisted.
[01:55:28.000 --> 01:55:35.000]   And 500-plus companies and growing, McDonald's, you know, chief among them, don't have to get insurance, but your company does.
[01:55:35.000 --> 01:55:37.000]   I mean it's total discrimination.
[01:55:37.000 --> 01:55:39.000]   It's lawless criminality.
[01:55:39.000 --> 01:55:45.000]   The government is being run like a lawless whorehouse.
[01:55:45.000 --> 01:55:48.000]   I don't have ways to describe how incredible this is.
[01:55:48.000 --> 01:55:57.000]   Obviously, those of you that live and work and have a business or have -- you know, understand things get a grasp of this.
[01:55:57.000 --> 01:56:06.000]   But for the average person that just gets a paycheck and only cares about their favorite sitcoms or whatever, they just don't get it.
[01:56:06.000 --> 01:56:10.000]   How bad it's gotten, how fast it's going.
[01:56:10.000 --> 01:56:13.000]   Man.
[01:56:13.000 --> 01:56:20.000]   And I've known for almost eight years they were going to make you have an ID card to work that's biometric and that you'd have government approval.
[01:56:20.000 --> 01:56:26.000]   And if Homeland Security doesn't like you, they even said that if you haven't paid all your taxes, they're going to order you fired.
[01:56:26.000 --> 01:56:35.000]   Remember England announced a month ago that starting next year they're moving to testing, making employers deposit your checks with the government.
[01:56:35.000 --> 01:56:38.000]   And then they take out what they want and put it in your account.
[01:56:38.000 --> 01:56:41.000]   They're taking full control of our lives.
[01:56:41.000 --> 01:56:44.000]   And these people are so evil.
[01:56:44.000 --> 01:56:51.000]   When you read what the Rothschilds, Rockefellers, British, Dutch royalty, they're all eugenicists.
[01:56:51.000 --> 01:56:59.000]   They talk about they're going to build a world government, cut our resources off, and then really start killing us.
[01:56:59.000 --> 01:57:08.000]   And I remember the Marines declassified 12 years ago plans along with the Army with helicopters and knockout gas for every major city.
[01:57:08.000 --> 01:57:12.000]   And then they threatened the Texas Sunshine Project to remove the documents.
[01:57:12.000 --> 01:57:14.000]   They said, you know, these are classified, remove them.
[01:57:14.000 --> 01:57:17.000]   They're still in the Google cache in the Wayback Machine.
[01:57:17.000 --> 01:57:20.000]   We pulled them up a few months ago.
[01:57:20.000 --> 01:57:23.000]   But, I mean, they got helicopters ready to hit us and hit us hard.
[01:57:23.000 --> 01:57:25.000]   I mean, this government is the enemy.
[01:57:25.000 --> 01:57:26.000]   It is illegitimate.
[01:57:26.000 --> 01:57:28.000]   It has hijacked everything.
[01:57:28.000 --> 01:57:29.000]   It's not a government.
[01:57:29.000 --> 01:57:33.000]   It is a criminal group of psychopathic control freaks stealing.
[01:57:33.000 --> 01:57:42.000]   And then they got a bunch of well-meaning military and cops and people that have been brainwashed in their own compartmental areas, and they don't see the big picture.
[01:57:42.000 --> 01:57:44.000]   And it's so creepy.
[01:57:44.000 --> 01:57:45.000]   I know I'm a good guy.
[01:57:45.000 --> 01:57:46.000]   I know I'm for real.
[01:57:46.000 --> 01:57:47.000]   I know I'm right.
[01:57:47.000 --> 01:57:49.000]   I know this stuff's all real I talk about.
[01:57:49.000 --> 01:57:51.000]   I have all the proof.
[01:57:51.000 --> 01:58:01.000]   And to know that the CBC came into town last Friday and got a, quote, permit in land of the free, home of the brave, to interview me at my office.
[01:58:01.000 --> 01:58:04.000]   They have to, under their rules, again, it's not the law.
[01:58:04.000 --> 01:58:05.000]   It's corporate rules.
[01:58:05.000 --> 01:58:10.000]   And the city has a regulation that you have to pay and get permission to film.
[01:58:10.000 --> 01:58:17.000]   If somebody wants to come to your house and interview you in Austin, Texas, or New York City, it's thousands in New York.
[01:58:17.000 --> 01:58:18.000]   It's only, I think, 50 bucks in Austin.
[01:58:18.000 --> 01:58:20.000]   You got to go to the Austin police.
[01:58:20.000 --> 01:58:25.000]   And when they went, they talked about not letting the CBC interview me.
[01:58:25.000 --> 01:58:28.000]   See, they're now my god.
[01:58:28.000 --> 01:58:29.000]   They're my ruler.
[01:58:29.000 --> 01:58:34.000]   They own me as they drink their fluoride and uranium water laughing right now.
[01:58:34.000 --> 01:58:36.000]   I mean, it's gone, folks.
[01:58:36.000 --> 01:58:37.000]   It's gone.
[01:58:37.000 --> 01:58:38.000]   Red level takeover.
[01:58:38.000 --> 01:58:40.000]   Okay?
[01:58:40.000 --> 01:58:43.000]   [Music]
[01:58:43.000 --> 01:58:46.000]   Thank you for listening to GCN.
[01:58:46.000 --> 01:58:50.000]   Visit GCNlive.com today.
[01:58:50.000 --> 01:58:53.000]   [Music]
[01:58:53.000 --> 01:58:54.000]   Hi, this is Alex Jones.
[01:58:54.000 --> 01:59:00.000]   You've heard me talk about the delicious, easy to fix, and very storable foods from efoodsdirect.com.
[01:59:00.000 --> 01:59:05.000]   I've told you for years that eFoods Direct has the best storable food on the planet.
[01:59:05.000 --> 01:59:09.000]   Now it's that time of year again, and their holiday special is here.
[01:59:09.000 --> 01:59:16.000]   They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[01:59:16.000 --> 01:59:20.000]   The first is a six-month bulk supply in 10 cans.
[01:59:20.000 --> 01:59:27.000]   And the second is a five-week supply of quick and easy to fix meals, including delicious bakery items shipped in heavy tote bags.
[01:59:27.000 --> 01:59:34.000]   Now for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[01:59:34.000 --> 01:59:41.000]   Call now, 800-409-5633, or visit them at efoodsdirect.com/alex.
[01:59:41.000 --> 01:59:47.000]   That's 800-409-5633 or efoodsdirect.com/alex.
[01:59:47.000 --> 01:59:50.000]   [Music]
[01:59:50.000 --> 01:59:56.000]   Waging war on corruption.
[01:59:56.000 --> 01:59:59.000]   Alex Jones on the GCN Radio Network.
[01:59:59.000 --> 02:00:05.000]   [Music]
[02:00:05.000 --> 02:00:10.000]   Big Brother, mainstream media, government cover-ups.
[02:00:10.000 --> 02:00:13.000]   You want answers? Well, so does he.
[02:00:13.000 --> 02:00:17.000]   He's Alex Jones on the GCN Radio Network.
[02:00:17.000 --> 02:00:22.000]   And now, live from Austin, Texas, Alex Jones.
[02:00:22.000 --> 02:00:31.000]   [Music]
[02:00:31.000 --> 02:00:34.000]   Alright, I'm going to do this. I'm going to take a few more calls.
[02:00:34.000 --> 02:00:40.000]   And I promise I'm going into news blitz at the 8 after the next segment and then back into your calls when we have a guest in the studio.
[02:00:40.000 --> 02:00:47.000]   If you just joined us, Homeland Security is announcing to basically all the unions in the country, we were doing searches during the breaks,
[02:00:47.000 --> 02:00:55.000]   that you will get a Homeland Security enrolled biometric card, Homeland Security will drug test you, Americans will not work.
[02:00:55.000 --> 02:00:58.000]   Homeland Security is announcing a no work list.
[02:00:58.000 --> 02:01:02.000]   You will have to get Homeland Security permission to have a job in America.
[02:01:02.000 --> 02:01:04.000]   And it doesn't happen with a bang, it happens with a whimper.
[02:01:04.000 --> 02:01:07.000]   And I saw Ridge announce it again almost 8 years ago.
[02:01:07.000 --> 02:01:11.000]   I don't know, it was late 2002, he wasn't even the head of Homeland Security yet.
[02:01:11.000 --> 02:01:15.000]   He was the interim head because they hadn't given a cabinet position yet. It was right around that time.
[02:01:15.000 --> 02:01:21.000]   And I'm the type of weirdo that will sit there and watch C-SPAN for 2 hours and I was just like, he was just calmly,
[02:01:21.000 --> 02:01:26.000]   you'll have a card to have a job, we'll drug test everyone, there'll be a no work list, if you don't pay taxes,
[02:01:26.000 --> 02:01:32.000]   the employer will be ordered to let you go because if you don't pay taxes, that's a security threat.
[02:01:32.000 --> 02:01:37.000]   I mean look at Homeland Security in Pennsylvania, spying on the legislature.
[02:01:37.000 --> 02:01:44.000]   And saying if you criticize the income tax, that's terrorism because that hurts the government.
[02:01:44.000 --> 02:01:51.000]   The government is telling its minions that you're not allowed to say my taxes are too high because that would cut off their blood supply.
[02:01:51.000 --> 02:01:55.000]   I mean this is a rogue system.
[02:01:55.000 --> 02:01:59.000]   But people never wake up to tyranny until it's too late.
[02:01:59.000 --> 02:02:07.000]   Rarely do they wake up. People just like to live in denial until the thieves just take everything.
[02:02:07.000 --> 02:02:10.000]   They always collapse society because they can't stop stealing.
[02:02:10.000 --> 02:02:17.000]   So you'll get what you want. And all of you that like the petty power trips and like the system, okay, enjoy.
[02:02:17.000 --> 02:02:22.000]   Enjoy. Bon Appetit. Bon Voyage on your trip to hell.
[02:02:22.000 --> 02:02:27.000]   Oh, we are entering into Mordor here.
