[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[01:50:17.000 --> 01:50:23.000]  I didn't know how many people were going to show up because right before I went to Cleveland, it was raining pretty hard all throughout the weeks leading up to that.
[01:50:23.000 --> 01:50:28.000]  I just said, I remember I said, I got a feeling we're pulling trigger next Thursday. Rain or no rain, we're going out there.
[01:50:28.000 --> 01:50:29.000]  I said about 100 people show up.
[01:50:29.000 --> 01:50:32.000]  And no rain, you know, and everybody came out there and it was a great time.
[01:50:32.000 --> 01:50:37.000]  We're going to come back and play some of these clips where this woman says she kills her babies.
[01:50:37.000 --> 01:50:41.000]  And this is while David Knight's wife is trying to just talk to her sweetly.
[01:50:41.000 --> 01:50:43.000]  And it's just the hate of these women.
[01:50:43.000 --> 01:50:47.000]  And you get around the feminist and these people, this is who they are.
[01:50:47.000 --> 01:50:57.000]  To a woman, they are lovers of death, clothed in black, like the black drapes that they don't even have the honor to put over the dead bodies of the chopped up children.
[01:51:17.000 --> 01:51:35.000]  Are you tired of being cyber raped by big government and big business?
[01:51:35.000 --> 01:51:41.000]  Are you tired of being forced to cough up information, private personal information against your will?
[01:51:41.000 --> 01:51:47.000]  Well, I found the answer to their invasive behaviors. It's called Dvasive, D- or D-vasive.
[01:51:47.000 --> 01:51:55.000]  It's made for PCs and androids. Go get it now at the Google Play Store, D-invasive, D-vasive, D-vasive.
[01:51:55.000 --> 01:51:59.000]  It's an app. Get it now and turn Big Brother off.
[01:51:59.000 --> 01:52:03.000]  Last year in the Nevada desert, one family took a stand for freedom.
[01:52:03.000 --> 01:52:13.000]  New Mana Food Storage was the first and only company to support the rights of the Bundys. While others stood down, New Mana took donations and provided storable foods to the men at Bunkerville.
[01:52:13.000 --> 01:52:21.000]  Founded by patriots who believe in liberty. New Mana Food Storage is GMO-free, great tasting and easy to prepare.
[01:52:21.000 --> 01:52:29.000]  Food is freedom. Buy New Mana today at PowerPrepper.com. New Mana Food Storage you'll love to eat at PowerPrepper.com.
[01:52:29.000 --> 01:52:35.000]  Attention listeners, SurvivalLife.com is giving away free EverStrike permanent matches for a limited time only.
[01:52:35.000 --> 01:52:41.000]  These matches are waterproof and will light in any weather condition, rain, snow, or sleet. It will still throw a spark.
[01:52:41.000 --> 01:52:47.000]  It's built in ferro rod strikes at 3,000 degrees and it is good for 15,000 strikes.
[01:52:47.000 --> 01:52:55.000]  Normally, $15. Today it's free. Get yours at FreeSurvivalMatch.com. That's FreeSurvivalMatch.com.
[01:52:55.000 --> 01:53:07.000]  This is a nationwide announcement for consumers owing back taxes to the IRS. The slowdown in the U.S. economy is forced renewed action by the Internal Revenue Service.
[01:53:07.000 --> 01:53:16.000]  The IRS is now accepting reduced settlement amounts from qualifying consumers who owe back taxes. If you're eligible, your back tax settlement may be discounted by thousands of dollars.
[01:53:16.000 --> 01:53:25.000]  Especially, a signed national hotline has been directly routed to defense tax group. Consumers may now call and check the eligibility for a significant tax debt reduction.
[01:53:25.000 --> 01:53:31.000]  Financial stability is a major priority during the slow economy, so you're advised to dial this national hotline number now.
[01:53:31.000 --> 01:53:42.000]  $800.678.4191. If you owe more than $10,000 in back taxes to the IRS, you may now find significant relief. You could save thousands of dollars if you qualify.
[01:53:42.000 --> 01:53:49.000]  Call now and get free vital information. And to check your eligibility for a significant tax debt reduction, call the defense tax group now.
[01:53:49.000 --> 01:54:15.000]  $800.678.4191. That's $800.678.4191. $800.678.4191.
[01:54:19.000 --> 01:54:33.000]  You're listening to the Alex Jones Show. I'm Alex Jones, Anthony Goodjiardian, Karri Jackson, and we're both at the pro-life Black Lives Matter event.
[01:54:33.000 --> 01:54:41.000]  Just trying to get other people around the country to hijack the George Soros anti-police stuff. Again, not that we're for some of the police problems.
[01:54:41.000 --> 01:54:49.000]  You're not going to reform it, funneling energy and media coverage in to empower community organizers from the Marxist left, and that's who they are.
[01:54:49.000 --> 01:55:03.000]  By the way, these vampires aren't exceptions and the nastiest of the nasty. They are the nastiest of the nasty, but the nastiest of the nasty is the common denominator when you go out to these events.
[01:55:03.000 --> 01:55:14.000]  They look the same, act the same, whether it's New York City, whether it's Denver, Colorado, whether it's Austin, Texas. They always say, I love killing babies, I love Satan.
[01:55:14.000 --> 01:55:23.000]  I haven't gotten to the I Love Satan clips yet. We'll try to cue those up. I've got so many clips, but here is the lady talking about how she kills her babies. Here it is.
[01:55:23.000 --> 01:55:35.000]  Here's her boyfriend bragging about 50 babies. I get free abortions on demand without apology. And I'm going to hell. Yeah, I still pay to kill babies though.
[01:55:35.000 --> 01:55:48.000]  Really? Oh yeah. How do you get your abortions paid for? I pay for them. I thought you said three. Upwards to 50. Really? Oh yeah. Wow, you must make money from the community for it.
[01:55:48.000 --> 01:55:57.000]  Oh, you don't use your money? You multiply your efforts, huh? Why are you so worried about a fucking zygote? And ultimately your sympathies do not lie with black people.
[01:55:57.000 --> 01:56:05.000]  They lie with your racist white middle class agenda, and that's where we'll always lie, and you will be destroyed holding that line. Okay, I adopted Choo Choo.
[01:56:05.000 --> 01:56:14.000]  Oh, good for you, white savior. Aren't you so proud you're fucking white? Exactly, he's not white. Exactly, you're a white savior.
[01:56:14.000 --> 01:56:27.000]  You think that it is the white man's duty to fix everybody's problems, right? How many did I adopt? I kill my kids. How many did I adopt? I kill my kids.
[01:56:27.000 --> 01:56:31.000]  I kill my kids.
[01:56:31.000 --> 01:56:44.000]  We're not really editing that because right after that, the other one jumps in. Is it in the longer clip towards the end where they deny that they're communists and then we show their faces from Facebook? Yeah, that's right.
[01:56:44.000 --> 01:56:53.000]  And then the other one says, look at my big, such and such, we can't play it on air. Look at my underarm air. Oh, I'm a feminist and I love Satan. Do we have that?
[01:56:53.000 --> 01:57:03.000]  Yeah, we'll have to script to it, but it's sending to that line. Well, as soon as you find the I Love Satan goblin, the goblin creature, we'll go to that. Anthony Jacari watching that.
[01:57:03.000 --> 01:57:08.000]  I mean, we've got a bunch more of this we haven't gotten to. Do they realize how evil they look?
[01:57:08.000 --> 01:57:24.000]  I don't know if they realize exactly how they portray themselves, but it reminds me of this article that Kit has out right now. Communist call for red terror murder campaign to exterminate America's middle class because as you saw in the clip when she was talking to David Knight's wife, it's you racist white middle class person.
[01:57:24.000 --> 01:57:33.000]  She doesn't know her from anybody else, but she just comes out with this rhetoric that rolled off her tongue quite easily, which makes me think it's a talking point that she says it's somewhat regular.
[01:57:33.000 --> 01:57:46.000]  That's the classic feminist thing they teach everyone at UT and every other university. That's what they teach. Yeah, exactly. And you could tell that by what's a power trip. I mean, here's some middle aged white lady who went and saved a girl out of a starving and orphanage.
[01:57:46.000 --> 01:57:55.000]  You know, she was literally like, you know, malnourished. They kill a lot of them in those orphanages. They went and saved her. She actually did something humanitarian.
[01:57:55.000 --> 01:58:07.000]  She's a great educated, sweet 13 year old who was out there. She doesn't have to do anything. She just has the moral high ground over her elder says you're scum. I'm somebody. You didn't go adopt somebody because you love children.
[01:58:07.000 --> 01:58:13.000]  You did it because you're bad. You did it because you're white. Oh yeah. They believe that's sick.
[01:58:13.000 --> 01:58:29.000]  Should have just killed your babies. That's moral, Jacari. How dare you save a Chinese girl. How dare you kill your babies. It's liberal. Shut down people's signs. Take away everything and hail Satan.
[01:58:29.000 --> 01:58:40.000]  It's liberal. Just let us have your guns. They say though, just turn those guns in. We're going to take a real good care of you. That's what they say. They want our guns. They're going to have their way with us. They are vampires.
[01:58:40.000 --> 01:58:48.000]  Thank you for listening. We'll be back. They want to put us in reeducation camp. We're going to play that clip coming up. More with Jacari Jackson and Anthony Gaciardi.
[01:59:10.000 --> 01:59:19.000]  Oxipowder's are harsh on the body and contain cheap and potentially dangerous ingredients, oftentimes full of synthetic fillers, GMOs, additives or worse.
[01:59:19.000 --> 01:59:28.000]  Gently start cleaning your body with easy capsules that start working while you sleep. Oxipowder does not require time off work and there's no need for bad taste and concoctions.
[01:59:28.000 --> 01:59:48.000]  Instead, Oxipowder slowly releases monoatomic oxygen into the intestinal tract and body. Experience the astonishing cleansing power of superoxide and ozonide technology. Go to infowarslife.com or infowarsstore.com to get started with Oxipowder or call 1-888-253-3139.
[01:59:59.000 --> 02:00:24.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[02:00:24.000 --> 02:00:45.000]  And you're not Stalin supporters? No, I'm not. I'm a f***ing anarchist, sir. Hold on, so there's not a Facebook with you saying you love Stalin?
[02:00:45.000 --> 02:01:02.000]  Go away! How many did I adopt? I kill my kids. Ultimately, your sympathies do not lie with black people. They lie with your racist white middle class agenda and that's where we'll always lie and you will be destroyed holding that line.
[02:01:02.000 --> 02:01:17.000]  You own that label. You are a misogynist. You are a misogynist. Look at my picture. Wait a minute, you marching a black lives matter thing with a hammer and circle? Is that you?
[02:01:17.000 --> 02:01:35.000]  Are you just asking? Are you hearing that? Are you talking to us? We have the footage. I've been raising it with a red TV right now. That is impressive. That's really impressive. Hey man, you're a people. I've never met an alien before. What's it like? Which planet? What do they sound like?
[02:01:35.000 --> 02:01:52.000]  That's a pretty serious one. Yeah, it is. Anyways, do you have any language skills other than cuss words? Cuss words? Cuss words? More pathetic than gollum. More pathetic than gollum. More than rings? Yeah.
[02:01:52.000 --> 02:02:06.000]  You don't want to talk? Not to you. You just want to block everybody else's microphones? I don't want to talk to you. Why the f*** would I want to talk to you? You sure came out here and you sure made fools of yourself, so thank you.
[02:02:06.000 --> 02:02:23.000]  I think it's interesting about this, Alex, and I've encountered this a lot. When I go out to these demonstrations, I meet people who are anti, you know, whatever the cause may be. They have to come up with just something ridiculous. Like you heard the girl in the clip saying, what's it like to meet an alien? I was like, I've never claimed to meet an alien or Bigfoot or all these other things that they concoct in their minds to try to destroy our argument.
[02:02:23.000 --> 02:02:34.000]  She didn't understand that Alex had been speaking with the producer at an earpiece saying, what's that producers? What's going on? And she's like, who are you speaking to aliens? And what's so interesting is, you notice none of those...
[02:02:34.000 --> 02:02:43.000]  Because they don't know how anything works. There's no substance in it. There's no actual substance in what they're saying to you. They're just cursing at you and cursing at you and telling them they love Satan and they want to kill babies.
[02:02:43.000 --> 02:02:53.000]  And they're like, we're going to win. We're going to destroy the white middle class. Oh, okay. Those guys, yeah, it's the real A-team out there. I hope they put those guys out there.
[02:02:53.000 --> 02:03:05.000]  I'll tell you what's scary. A lot of them will end up running federal departments and stuff. You watch. That's those people. In fact, we have the Larry Graf walled clip where he's in with the weathermen that trained Obama and they're talking about putting us in reeducation camps.
[02:03:05.000 --> 02:03:19.000]  I mean, they actually have North Korean and Maoist propaganda running around with posters. I mean, we can laugh at it and I know it's funny at a sick level, but they were on their phones going, we're not allowed to leave yet.
[02:03:19.000 --> 02:03:26.000]  Okay. Is that what he says? And we've tracked them back to this UT professor that does have money behind him and his sorrows connected. So this is their jobs.
[02:03:26.000 --> 02:03:31.000]  There was a guy driving around in a Jaguar, waving money out the door to them.
[02:03:31.000 --> 02:03:33.000]  An $80,000 one.
[02:03:33.000 --> 02:03:41.000]  Yeah. Waving money out, which we speculate, it makes the most sense that he's saying, hey, whoever causes the most trouble, you know, get some cash.
[02:03:41.000 --> 02:03:50.000]  And not to mention, I've been downtown having some dinner one time when they had, they took over. It's so funny. They accused us of taking over Black Lives Matter. They infiltrated the Black Lives Matter.
[02:03:50.000 --> 02:03:58.000]  And led it downtown and put communist propaganda in it. Basically saying, kill all cops, kill pigs. And here the cops are. This was the most ridiculous part.
[02:03:58.000 --> 02:04:04.000]  They were being nicer to them because they were driving on their bicycles behind them saying, it's okay, guys. No big deal. It's not causing any issues.
[02:04:04.000 --> 02:04:12.000]  No, I kill cops, kill cops, pigs, cops. They're like, well, they're like, well, hey, guys, you know, let's, let's make sure they blocked off all the roads for them.
[02:04:12.000 --> 02:04:18.000]  They blocked off all the roads. We saw it went out there. Yeah. And the cops are super nice. Kill all the cops, kill the pigs.
[02:04:18.000 --> 02:04:22.000]  And yeah, you're going to destroy the white, white class Americans, right?
[02:04:22.000 --> 02:04:30.000]  Sure. With your amazing ideology of Mao who killed 84 million. And they have tattoos of Stalin and and final comment.
[02:04:30.000 --> 02:04:38.000]  Final comment, Jakari. Great job, Anthony. Final comment. I'm just happy everybody came out today and came out yesterday and we saw the true colors of those communists.
[02:04:38.000 --> 02:04:41.000]  Everybody loves it when you jump in front of me when he's, I'm about to fight that guy.
[02:04:41.000 --> 02:04:47.000]  They even mess with old men and young ladies. I just, I couldn't take it anymore. I was like, you guys want to fight and let's fight.
[02:04:47.000 --> 02:04:53.000]  What were you going to do if he hit you again? I would have did what I had to do. You know, I didn't provoke the guy. I said, you need to stop what you're doing.
[02:04:53.000 --> 02:04:58.000]  If you take a swing with it, it's going to end there. And he decided not to do that. Well, I wish he would have.
[02:04:58.000 --> 02:05:10.000]  In case you missed it yesterday, the hashtag Black Lives Matter protest was interrupted by members of Red Guards Austin, a political organization that admits they are a Marxist, Leninist, Maoist collective.
[02:05:10.000 --> 02:05:22.000]  These guardians of the people attempted to block other people's free speech, yelled at them, and then even started to agitate by bumping into people, pushing people around and even stealing and breaking some of our broadcast equipment.
[02:05:22.000 --> 02:05:32.000]  Luckily, it was all caught on camera and we were able to explain to the cops what happened. If you go to the Red Guards Austin Facebook page, you can see pictures of some of these individuals who showed up yesterday.
[02:05:32.000 --> 02:05:44.000]  During the live broadcast, we were able to show Facebook images of these individuals carrying communist sickles, burning American flags, and basically trying to get everybody into a race war against the police.
[02:05:44.000 --> 02:05:52.000]  Of course, they were there dressed in all black, saying, we're here for women's health. But then even on tape, they talked about how they loved to kill babies.
[02:05:52.000 --> 02:06:19.000]  Check out our YouTube videos on the Alex Jones channel and the articles on Infowars.com. Rob Dew reporting for Infowars.com.
[02:06:22.000 --> 02:06:35.000]  You can buy a bag of the Patriot Blend 100% organic coffee at InfowarsLife.com. This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:06:35.000 --> 02:06:42.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:06:42.000 --> 02:06:56.000]  Stop by the site today, order a bag or two and I don't think you're going to be disappointed. Available in original or with our immune support infusion blend. You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[02:06:56.000 --> 02:07:15.000]  Available at InfowarsLife.com. For all of recorded history, civilizations around the world praised the health benefits of silver. At InfowarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market's day for the lowest price available.
[02:07:15.000 --> 02:07:30.000]  Now InfowarsLife.com has taken colloidal silver to the next level using a cutting edge technique that is free of toxic artificial additives. InfowarsLife.com developed a silver bullet by closely working with one of the top silver manufacturing labs in the United States.
[02:07:30.000 --> 02:07:39.000]  We set out to bring you the very best at the lowest price. Find out more about the proprietary development of silver bullet at InfowarsLife.com.
[02:07:39.000 --> 02:07:49.000]  In these times, it's essential to have high quality, colloidal silver on hand. No survival chest is complete without silver bullet. Exclusively available at InfowarsLife.com.
[02:07:49.000 --> 02:08:09.000]  Secure your silver bullet today at InfowarsLife.com or by calling toll-free 888-253-3139.
[02:08:09.000 --> 02:08:19.000]  A frontal assault on the lives of the New World Order. It's Alex Jones on the GCN Radio Network.
[02:08:19.000 --> 02:08:25.000]  That's right. You've got to get attention in this world. You've got to snap people out of their trance.
[02:08:25.000 --> 02:08:35.000]  And so I am launching and have been launching a frontal assault on the globalist in the Infowar to draw them out, to show people who they are.
[02:08:35.000 --> 02:08:46.000]  And if that means them destroying me, so be it. I don't want that. But if that's in God's plan, I do. I'm committed.
[02:08:46.000 --> 02:08:54.000]  Like a kamikaze coming in. And I'll tell you this, it feels good to be on the right side.
[02:08:54.000 --> 02:09:03.000]  We've got the globalist in a stranglehold. And we've got to realize we have the power.
[02:09:03.000 --> 02:09:09.000]  We're not going to be held back by the New World Order. This is our greatest test we're now facing.
[02:09:09.000 --> 02:09:17.000]  There is so much to cover. Net neutrality faces First Amendment challenges because it's not really net neutrality.
[02:09:17.000 --> 02:09:26.000]  World's oldest person dies in 116. I'm reading Drudge Report headlines. A lot of these are up on Infowars as well.
[02:09:26.000 --> 02:09:34.000]  Magazine saying it could be the demise of the Democratic Party because they're pushing the stagnant Hillary. Hillary forgets where she is in public.
[02:09:34.000 --> 02:09:44.000]  But the really big bad news, the disgusting news, Orrin Hatch on trade bill, I don't know fully what's in the TPP myself.
[02:09:44.000 --> 02:09:52.000]  There's actually a video of that. It's on Breitbart. Drudge Report has it linked. DrudgeReport.com.
[02:09:52.000 --> 02:10:02.000]  Senator Elizabeth Warren went to the Senate floor to push for immediate consideration of a bill that would make the Obama trade text public.
[02:10:02.000 --> 02:10:08.000]  You've got a coalition of liberals and Tea Party fighting together against the establishment Republicans and Democrats.
[02:10:08.000 --> 02:10:20.000]  Right now Congress has to go to a secured room to read the text, thousands of pages, and take notes or to discuss what is in it with the public.
[02:10:20.000 --> 02:10:26.000]  The motion failed when Senator Orrin Hatch, Republican in Utah, objected since it required unanimous consent.
[02:10:26.000 --> 02:10:40.000]  Then they go on with the quote here with Orrin Hatch and others basically whitewashing it and Orrin Hatch saying he doesn't know what's in it himself.
[02:10:40.000 --> 02:10:45.000]  Well, it's 30 plus points, only one of which is leaked and it's incredibly draconian to free speech.
[02:10:45.000 --> 02:10:58.000]  At the end of Internet Freedom as we know it, it's a consortium of private corporations and lobbyists with government representatives from China, you name it, on the board with voting power to veto the United States,
[02:10:58.000 --> 02:11:11.000]  and Congress isn't reading it, isn't letting it come out and is turning it over. This is world government. This is corporate world government tyranny in your face.
[02:11:11.000 --> 02:11:23.000]  This is what we're dealing with. Now I mentioned the really good news, if you just joined us, the official al-Qaeda slash ISIS magazine and videos have come out attacking info wars dot com.
[02:11:23.000 --> 02:11:36.000]  And they're saying that they're sick of the conspiracy theorist claiming that Western intelligence is funding their jihad operation, that they're having trouble getting recruits out of the UK, Europe and the United States and Canada.
[02:11:36.000 --> 02:11:48.000]  Again, I've explained how this works. They've had the controlled opposition come out and say that Jones is being CIA again claiming that ISIS is real. It's all fake.
[02:11:48.000 --> 02:11:56.000]  So they have that fake attack and they got the other attack saying no, no, no, it is 100% real, not partially fake like Alex says.
[02:11:56.000 --> 02:12:08.000]  What's really going on is this is a large synthetic terror group funded with over $5 billion by the United States alone, several billion from NATO, the French and others, Turkey, you name it, big coalition,
[02:12:08.000 --> 02:12:16.000]  officially sending in jihadis trained in Saudi Arabia, Qatar and other areas with backups from the West to go in as basically mercenaries.
[02:12:16.000 --> 02:12:26.000]  They've taken two thirds of Syria or close to it. They've taken part of Iraq. They're going to create a new Islamic state out of it. That's run by Saudi Arabia. That was always the plan to break Iraq in three parts.
[02:12:26.000 --> 02:12:34.000]  Just Google Pentagon plans to break Iraq in three parts. That was out 15 years ago. That's Wesley Clark talked about it. Okay.
[02:12:34.000 --> 02:12:40.000]  I just happened to know what's going on. This is not rocket science. And there's my video from last week.
[02:12:40.000 --> 02:12:50.000]  The ISIS Ramadi victory and the breakup of Iraq order out of chaos through Sunni Shia conflict. Kurt Nemo wrote about it.
[02:12:50.000 --> 02:13:01.000]  I guess he's written a new article about it, but there's the video where I covered it last week going over it all and they're hopping mad that I sit there with a map and just explain to everybody.
[02:13:01.000 --> 02:13:11.000]  In fact, if they're so mad, can you guys bring me a hands free microphone for later? Once it gets in here, I'm going to go over to the map over there of the Middle East and I'm going to explain this even better for people
[02:13:11.000 --> 02:13:21.000]  because it needs to be done for all the young Muslims out there. They want to radicalize Muslims so they can have a class of civilizations and destroy your culture and destroy good Muslims.
[02:13:21.000 --> 02:13:33.000]  And that's why the globalists are funding both sides to collide and you know that's a fact. And the real sin is killing Christians and non radical Muslims and not being tolerant.
[02:13:33.000 --> 02:13:43.000]  And the real sin is working for the satanic Saudi Arabian government and going around and persecuting people. Repent now. Repent now.
[02:13:43.000 --> 02:13:53.000]  I'll guarantee you your souls in jeopardy. If you're a Muslim Christian, whatever, if you do these type of atrocities and if you don't repent of it, it's never too late.
[02:13:53.000 --> 02:13:59.000]  But you need to repent of what you've done and you need to leave ISIS, leave al-Qaeda and stop it right now.
[02:13:59.000 --> 02:14:07.000]  I want to warn you though, they'll grab you on the way back because you're not real al-Qaeda if you haven't participated in stuff yet because they know you may speak out.
[02:14:07.000 --> 02:14:19.000]  So you may never be able to go home again. So you really got set up. You were part of something really sick and your best bet is just to get out of al-Qaeda or ISIS and go back and shut your mouth.
[02:14:19.000 --> 02:14:29.000]  They may leave you alone. So yes, we are in FullWars.com and our listeners are the main contributors in helping break up ISIS. That's right.
[02:14:29.000 --> 02:14:41.000]  Our government could take them out anytime they wanted to. They're waiting till it gets out of control. Then they're going to send them in and push them back into western Iraq, into that area of Syria.
[02:14:41.000 --> 02:14:45.000]  That's been the plan. I said it last year. I said it four years ago. It's always been the plan.
[02:14:45.000 --> 02:14:56.000]  But again, we're decompartmentalizing where their own operatives cannot defeat us because we're telling their people what's going to happen before it happens.
[02:14:56.000 --> 02:15:12.000]  You can't beat the fact that we have your game plan. And again, I'm on a power trip, but I've realized we need to let the listeners understand how epic this time is and how powerful you are and how powerful truth is.
[02:15:12.000 --> 02:15:34.000]  Now, Leigh Ann McAdoo joins us right through the rest of the hour. Before we go to Paul Watson, your take on the free speech attacks yesterday, recap where we were, what we were doing for new listeners at the pro-life rally.
[02:15:34.000 --> 02:15:44.000]  You were here watching it live. You helped discover, along with CJ, their Facebook, that they were communists, that I'd already covered them before and didn't know it.
[02:15:44.000 --> 02:15:58.000]  And then they would deny live on TV and radio when we had their pictures up and videos up that they were communist or Maoist. And then the I Love Satan, I Love Killing My Children, and they had devil tats and all of it.
[02:15:58.000 --> 02:16:10.000]  What would you call these people? A scum of the earth under the rock dwellers, psychic vampires, the biggest losers in the galaxy.
[02:16:10.000 --> 02:16:22.000]  Really sad and confused. I mean, here we have the one girl who seemed to be sort of the leader yelling at Karen, calling her white savior and stuff and you know how...
[02:16:22.000 --> 02:16:34.000]  Well, the leader was a little blonde and she's a Time Warner operative over there. I guess over there working at Time Warner. We're going to investigate that and talk to Time Warner. I'm sorry, go ahead.
[02:16:34.000 --> 02:16:46.000]  Well, I mean, obviously confused because she has tattoos on her arms of two racist white people who are, she like bows down to them.
[02:16:46.000 --> 02:17:00.000]  Hello, Stalin, Lenin, what are they? You know what I mean? Like, how confused do you have to be to say how against you are of the, you want to take down the white race and then you get them tatted on your body and you, I don't know.
[02:17:00.000 --> 02:17:04.000]  It's totally sick. I mean, what did you make of her saying I killed my babies?
[02:17:04.000 --> 02:17:23.000]  Well, I got to tell you, I couldn't sleep last night. I was up really late last night because that just, I can't believe that there are people like that, they're real people who are organizing a lot of young people and who are mobilizing young people in Austin and other cities around the country.
[02:17:23.000 --> 02:17:25.000]  That's who leaves them all over. I'm telling you.
[02:17:25.000 --> 02:17:40.000]  It's frightening. It's so frightening. And I was like, I mean, it really shook up. I could not fall asleep last night. I just get replaying that over and over in my head about how they'd, they say, excuse me, pardon me, as they're barreling through you, or they would shove and push.
[02:17:40.000 --> 02:17:50.000]  And then as soon as someone shoved and pushed them, they're like, Oh, calm down. Calm down. Oh, you know, you're assaulting me. I'm going to sue. Yeah. And like everything and be like, Oh, hello, officers. We like you so much.
[02:17:50.000 --> 02:17:59.000]  We want their website kill pigs. Right. And it's the opposite. Rotten pig heads. And it's the opposite of the truth. Everything they say is complete opposite. That's what communists are like.
[02:17:59.000 --> 02:18:12.000]  Leigh Ann, here's what's scary. I've been doing this 20 years. Well, 25 as an activist. That's normal. I mean, to think they all get PhDs and go on to run things. Yeah, it's they look the same. They act the same.
[02:18:12.000 --> 02:18:19.000]  Each generation I've had to come over and grab and go, we're going to kill you someday, Jones. When the commies take over, we're going to get your children. I mean, that's who they are.
[02:18:19.000 --> 02:18:29.000]  And they're they're very patient and they'll wait decades to implement this plan. I mean, how many more smart psychopaths don't just go grab kids off the street. They go and they become the government.
[02:18:29.000 --> 02:18:38.000]  And they plot and they plot and they say, everyone just calm down and wait, we'll let you know when we're ready to attack. So that's the thing is that they plot this and they'll wait years, decades.
[02:18:38.000 --> 02:18:53.000]  I mean, you see these these policies, like you said, Obama graduated out of that. And now here he's the president of the United States decades later. You know, absolutely, we're going to break watches with us the rest of the hour doing a great job over at info wars.com.
[02:18:53.000 --> 02:19:01.000]  Paul, you watched this from afar, but giving us your take from London. What really stands out for you?
[02:19:01.000 --> 02:19:16.000]  Well, it's just the irony in the hypocrisy of it, Alex. I mean, we've got them on video calling themselves anarchists. They call themselves anarchists while embracing the most violent form of statism in recorded history.
[02:19:16.000 --> 02:19:36.000]  The cultural Maoist Revolution, the Great Leap Forward, which killed at least 60 million people. Okay, state imposed genocide, and they call themselves anarchists. And in fact, their own name, Red God, the Red Gods comes from what Mao called for to enact that violent brutal
[02:19:36.000 --> 02:19:52.000]  revolution. So that's derived directly from what Mao called for back in the 60s. And it's also, again, the hypocrisy of, you know, protesting against state murder. Black Lives Matter against police brutality.
[02:19:52.000 --> 02:20:07.000]  If you're calling for state murder, always a genius Watson going to come back and break it down.
[02:20:22.000 --> 02:20:29.000]  Call 1-800-686-2237. Secure your future and call 1-800-686-2237.
[02:20:52.000 --> 02:20:57.000]  InfidelBodyArmor.com. InfidelBodyArmor. Just won't quit.
[02:21:22.000 --> 02:21:30.000]  I'm calling the Super Female Vitality. Big changes, a lot of energy. We've gotten off to the cheap energy drinks, energy shots. They've got a ton of money there.
[02:21:30.000 --> 02:21:38.000]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated, or maximum potency.
[02:21:38.000 --> 02:21:48.000]  They want to stun and dumb down, and energy drinks and stuff, just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going goes right to the source.
[02:21:48.000 --> 02:21:57.000]  So it's pretty exciting, and I love it. Visit infowarsalife.com today to secure your Super Male Vitality and other powerful products from InfoWars Life.
[02:21:57.000 --> 02:22:02.000]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[02:22:02.000 --> 02:22:09.000]  It's true. Some municipalities are now adding ammonia plus chlorine to your water supply. It's a disinfectant called chloramine.
[02:22:09.000 --> 02:22:27.000]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water. New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride, and much more.
[02:22:27.000 --> 02:22:38.000]  Big Berkey water filters are the original and most trusted on the market. The gold standard in water purification, and our filters last for years at less than 2 cents per gallon.
[02:22:38.000 --> 02:22:49.000]  Big Berkey, the one that's powerful enough to purify stagnant pond water. Get your Big Berkey today. Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[02:22:49.000 --> 02:23:08.000]  That's 1-877-99-BERKEY. Big Berkey water filters for the love of clean water.
[02:23:19.000 --> 02:23:29.000]  That includes free shipping. That's 50% off the online price. Call 800-274-3070 to claim yours. Limit 2 per caller while supplies last.
[02:23:29.000 --> 02:23:35.000]  This offer isn't available online, so you want to make sure and grab this opportunity to get prepared today.
[02:23:35.000 --> 02:23:50.000]  800-274-3070 to get your 4-week food supply for the incredible price of only $99, and it'll be shipped to you completely free. Call 800-274-3070 right now.
[02:23:50.000 --> 02:24:06.000]  That's 800-274-3070 to claim yours while supplies last. Don't wait. Call today.
[02:24:06.000 --> 02:24:20.000]  According to these people, we've been talking about they need to be fed on a garbage disposal. Not empowered. It's just the anti-human attitude.
[02:24:20.000 --> 02:24:27.000]  And these people have been running the country and the world the last 60, 70 years, and look how hellish it is, and now humanity's falling apart.
[02:24:27.000 --> 02:24:44.000]  No value on people creates a hellish world. Not a good one. We've got breaking news. They've got a group of U.S. military veterans, a group of veterans building army, raising funds to put down the rabid dog of ISIS.
