[00:00:01.727 --> 00:00:03.188]  You have the power.
[00:50:40.758 --> 00:50:43.240]  RACIST!
[00:50:43.240 --> 00:50:45.242]  HOMOPHOBE!
[00:50:45.242 --> 00:50:48.625]  SEXIST!
[00:50:48.625 --> 00:50:51.468]  I'm gonna go to your phone calls, but I want to play this clip.
[00:50:51.468 --> 00:50:55.652]  Before we do it, I'm really proud of the fact that we're listener supported.
[00:50:56.752 --> 00:51:01.876]  We have a new design of the Hillary for Prison t-shirt of the old design that was the collector's edition.
[00:51:01.876 --> 00:51:02.797]  I do that every once in a while.
[00:51:02.797 --> 00:51:06.140]  It was so popular everybody got mad that for four months I haven't been selling it.
[00:51:06.140 --> 00:51:11.204]  So we've come out with the original but we've updated it so technically it's another collector's edition.
[00:51:11.204 --> 00:51:17.209]  Hillary for Prison 2016 until the end of time it says underneath that.
[00:51:17.209 --> 00:51:23.415]  And on the back we have changed the white to red where it says InfoWars.com legalized freedom.
[00:51:24.807 --> 00:51:33.776]  Because everybody started cloning the shirt, which is fine, and then folks were mad that we weren't making any more, and so this is the first time I've had a collector's shirt that I say is limited edition that I brought back.
[00:51:33.776 --> 00:51:35.138]  Technically, it is a different shirt.
[00:51:37.045 --> 00:51:39.407]  Different colors, different stuff, but it's basically the same.
[00:51:39.407 --> 00:51:40.548]  Looks like an election shirt.
[00:51:40.548 --> 00:51:41.589]  Very, very popular.
[00:51:41.589 --> 00:51:43.450]  Our second best-selling shirt ever.
[00:51:43.450 --> 00:51:46.552]  The other one was a Obama Joker shirt that I did as a collector's edition.
[00:51:46.552 --> 00:51:48.694]  I never brought that back because I promised I wouldn't.
[00:51:48.694 --> 00:51:50.616]  But Hillary could be indicted any time.
[00:51:50.616 --> 00:51:53.698]  The FBI says that they're probably about to call for her indictment.
[00:51:53.698 --> 00:51:57.221]  If they don't, the FBI director is reportedly going to resign.
[00:51:57.221 --> 00:52:02.185]  This is a perfect shirt because they try to intimidate people and say there's no free speech to talk bad about Hillary.
[00:52:02.185 --> 00:52:05.087]  Well, the shirt is available at InfoWarsTore.com.
[00:52:07.020 --> 00:52:09.483]  And your purchase makes the broadcast possible.
[00:52:09.483 --> 00:52:19.355]  And I tell you, going to all these Trump rallies, many of you have seen the live feeds or watched the YouTube videos, a good one out of ten Trump supporters, whether it's in Illinois or whether it's Wisconsin or whether it's New York.
[00:52:20.287 --> 00:52:21.007]  With our reporters.
[00:52:21.007 --> 00:52:29.432]  He's wearing an InfoWars.com shirt, or a Hillary for Prison shirt, giving Trump an idea of just how many of our listeners are Trump supporters.
[00:52:29.432 --> 00:52:30.513]  Amazing.
[00:52:30.513 --> 00:52:31.813]  You're meeting like-minded people.
[00:52:31.813 --> 00:52:33.074]  You're supporting the broadcast.
[00:52:33.074 --> 00:52:37.096]  You're funding the tip of the spear in the fight for human liberty against globalism.
[00:52:37.096 --> 00:52:41.859]  I want to salute and thank you all for getting your Hillary for Prison shirts.
[00:52:41.859 --> 00:52:43.200]  The Molon Law Bay shirts.
[00:52:44.520 --> 00:52:46.803]  The anti-socialism shirts.
[00:52:46.803 --> 00:52:47.584]  They're amazing.
[00:52:47.584 --> 00:52:48.525]  Men and women's.
[00:52:48.525 --> 00:52:50.327]  We have a whole Made in America line.
[00:52:50.327 --> 00:52:53.070]  If you want to get them cheaper, we got stuff made in Honduras.
[00:52:53.070 --> 00:52:53.751]  I'm just like Trump.
[00:52:53.751 --> 00:52:55.954]  I'm like, look, you can't compete and make stuff in America.
[00:52:55.954 --> 00:52:59.358]  So we have a Made in America line for like $5 more.
[00:52:59.358 --> 00:53:01.721]  We have the other line made in Latin America.
[00:53:01.721 --> 00:53:03.483]  And I'm not against giving folks jobs in Latin America.
[00:53:03.843 --> 00:53:09.607]  I'm against unpaid trade deals with China, where they have an internal 35% tariff on average against us.
[00:53:09.607 --> 00:53:10.648]  Honduras does not have that.
[00:53:10.648 --> 00:53:12.309]  Those are poor people down there.
[00:53:12.309 --> 00:53:13.610]  And the shirts are quality.
[00:53:13.610 --> 00:53:15.231]  Stuff from China is a bunch of crud anyways.
[00:53:15.231 --> 00:53:17.133]  I mean, I wouldn't work hard if I was some slave anyways.
[00:53:17.133 --> 00:53:19.194]  I mean, I agree with them.
[00:53:19.194 --> 00:53:21.136]  So again, InfoWarsStore.com.
[00:53:21.136 --> 00:53:26.039]  Now, briefly, InfoWarsLife.com.
[00:53:26.039 --> 00:53:27.760]  The 18th product in the family.
[00:53:27.760 --> 00:53:29.221]  Two years in development.
[00:53:29.221 --> 00:53:32.484]  The best tasting, highest quality, purest, plant-derived,
[00:53:34.352 --> 00:53:40.934]  87 minerals, vitamins, it's all in there, a whole bunch of amino acids, including coenzyme Q10, and so many more.
[00:53:40.934 --> 00:53:43.094]  This is the ultimate game changer.
[00:53:43.094 --> 00:53:47.455]  This is incredible, and for the price it should be 80 bucks a canister.
[00:53:47.455 --> 00:53:51.596]  One tiny scoop is so powerful, you can't even put it in a glass of water.
[00:53:51.596 --> 00:53:53.137]  I do like two little scoops in a whole pitcher.
[00:53:54.017 --> 00:53:54.998]  And my kids love it.
[00:53:54.998 --> 00:53:55.718]  I love it.
[00:53:55.718 --> 00:53:56.799]  It's amazing.
[00:53:56.799 --> 00:53:56.919]  3995.
[00:53:56.919 --> 00:54:00.462]  Infowarslife.com.
[00:54:00.462 --> 00:54:02.303]  The soils are depleted of minerals.
[00:54:02.303 --> 00:54:03.624]  Everybody knows about that.
[00:54:03.624 --> 00:54:06.046]  The food is depleted of the vitamins and the minerals.
[00:54:06.046 --> 00:54:09.949]  It is so important that your multivitamin be organic, be absorbable, be pure.
[00:54:10.589 --> 00:54:11.609]  Not be synthetic.
[00:54:11.609 --> 00:54:12.430]  This is that.
[00:54:12.430 --> 00:54:13.970]  And it's so absorbable.
[00:54:13.970 --> 00:54:15.571]  It's so concentrated.
[00:54:15.571 --> 00:54:19.992]  Infowarslife.com, Infowarsstore.com are call toll free.
[00:54:19.992 --> 00:54:21.252]  24 hours a day, 7 days a week.
[00:54:21.252 --> 00:54:22.593]  We can answer all your questions.
[00:54:22.593 --> 00:54:23.153]  Take your order.
[00:54:23.153 --> 00:54:24.874]  I want to thank you all for your support.
[00:54:24.874 --> 00:54:26.374]  And those who have supported us, 888-253-3139.
[00:54:26.374 --> 00:54:26.414]  888-253-3139.
[00:54:32.728 --> 00:54:34.428]  All right, that's my plug for the hour.
[00:54:34.428 --> 00:54:37.969]  Just also, please support our local AM and FM affiliates.
[00:54:37.969 --> 00:54:39.490]  Become a local sponsor.
[00:54:39.490 --> 00:54:40.650]  Support the local sponsors.
[00:54:40.650 --> 00:54:42.630]  Let them know why you are supporting them.
[00:54:42.630 --> 00:54:43.911]  Help pay for a billboard.
[00:54:43.911 --> 00:54:45.491]  Put up signs in your yard.
[00:54:45.491 --> 00:54:47.612]  Tell your neighbors, your church, whatever.
[00:54:47.612 --> 00:54:49.932]  Now's the time to go speak in front of the church.
[00:54:49.932 --> 00:54:52.333]  Now's the time to call into radio.
[00:54:52.333 --> 00:54:54.113]  Now's the time to write letters to the editor.
[00:54:54.113 --> 00:54:55.174]  Now's the time.
[00:54:55.174 --> 00:54:56.394]  Many hands make light work.
[00:54:57.054 --> 00:55:00.035]  People are ready to hear the truth now, so I salute you and I thank you.
[00:55:00.035 --> 00:55:04.077]  I'm going to play this clip, go to break, and come back with your calls in the second hour.
[00:55:04.077 --> 00:55:07.358]  Tell your neighbors, tell your friends, tell your family, tell your coworkers.
[00:55:07.358 --> 00:55:08.699]  Let's not watch sports tonight.
[00:55:08.699 --> 00:55:09.699]  Tune in to the second hour.
[00:55:09.699 --> 00:55:11.100]  I'm going to cover key intel.
[00:55:11.100 --> 00:55:11.980]  I'm going to take your calls.
[00:55:11.980 --> 00:55:14.741]  I'm going to have our reporters from the road joining us.
[00:55:14.741 --> 00:55:21.044]  But let's go to this MSNBC acting like we're weird for not wanting them to steal the popular vote from the American people.
[00:55:21.044 --> 00:55:21.344]  Here it is.
[00:55:22.193 --> 00:55:23.854]  Be in Cleveland for the week of that convention.
[00:55:23.854 --> 00:55:24.154]  Be there.
[00:55:24.154 --> 00:55:27.896]  And we are going to absolutely show the world the real power.
[00:55:27.896 --> 00:55:28.636]  We need 5 million
[00:55:45.529 --> 00:56:00.915]  Constitutional Trumpians, Trumpists, to be there so that all the Soros trash and all the filth, the few hundred thousand they'll have there, are totally dwarfed and the establishment does not dare steal the popular vote from the people.
[00:56:00.915 --> 00:56:09.398]  According to one party operative I spoke to a couple weeks ago, Republican National Committee named Curly Hoagland, the popular vote doesn't matter at all.
[00:56:09.398 --> 00:56:13.400]  It's the delegates who really pick the nominee regardless of how the citizens in their states voted.
[00:56:14.164 --> 00:56:21.108]  The delegates are not bound, they're free to vote their conscience on all issues before the convention and on the nominations.
[00:56:21.108 --> 00:56:29.092]  Anything is possible, because the convention of the Republican Party is the highest authority of the party, and they can do anything they want.
[00:56:29.092 --> 00:56:35.235]  Nowhere is the party more in control than in Hoagland's home state of North Dakota, where the voters are cut out of the process altogether.
[00:56:35.235 --> 00:56:37.216]  While some states hold primaries... Uh, turn it off.
[00:56:37.216 --> 00:56:37.676]  Until the 70s.
[00:56:43.134 --> 00:56:46.737]  I mean, you never had delegates switching.
[00:56:46.737 --> 00:56:48.479]  They changed the rules.
[00:56:48.479 --> 00:56:49.480]  They tried it in 1980.
[00:56:49.480 --> 00:56:50.961]  They failed.
[00:56:50.961 --> 00:56:54.124]  Now they're back, openly saying, no, your vote doesn't count.
[00:56:54.124 --> 00:56:55.425]  The party runs everything.
[00:56:55.425 --> 00:56:59.188]  Like in China, where the Communist Party appoints itself because they had guns.
[00:56:59.188 --> 00:57:01.650]  Then they elect a president who they can remove anytime.
[00:57:01.650 --> 00:57:05.353]  And then when they leave the Politburo, they bring in usually their kids.
[00:57:05.353 --> 00:57:07.896]  It's like North Korea, where it's hereditary dictatorship.
[00:57:08.616 --> 00:57:18.828]  Or the Bushes or the Clintons where they just pass the power down and that's where we're headed in this country with a huge con game with Curly Hewland up there with a carnival going behind him.
[00:57:18.828 --> 00:57:19.909]  How classic!
[00:57:19.909 --> 00:57:25.075]  Like a carnival con man going, hey we can do whatever we want, this is ridiculous, only the party matters.
[00:57:25.075 --> 00:57:25.315]  Really!
[00:57:26.016 --> 00:57:31.943]  So you're going to appoint who in the general election we get to vote, and then of course there's going to be huge fraud there.
[00:57:31.943 --> 00:57:33.385]  So who elected these people?
[00:57:33.385 --> 00:57:34.566]  Who made them God?
[00:57:34.566 --> 00:57:40.453]  This has never before happened, but they're out there in front of everybody, conning you, telling you the moon's made of cheese.
[00:57:46.690 --> 00:57:50.212]  When cells become toxic, they die early and aging sets in.
[00:57:50.212 --> 00:57:58.435]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:57:58.435 --> 00:58:03.857]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:58:03.857 --> 00:58:06.398]  You want the best that's out there at the lowest price anywhere?
[00:58:06.398 --> 00:58:08.499]  We now have the synergistic solution.
[00:58:08.499 --> 00:58:12.681]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:58:16.670 --> 00:58:17.571]  Shower Filters.
[00:58:17.571 --> 00:58:19.312]  We're introducing the best yet.
[00:58:19.312 --> 00:58:23.374]  The brand new ProPure ProMax High Performance Shower Filter.
[00:58:23.374 --> 00:58:28.197]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:58:28.197 --> 00:58:35.281]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:58:35.281 --> 00:58:42.205]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[00:58:47.683 --> 00:58:51.645]  Secret 12, InfoWars Life's Vitamin B12 formulation.
[00:58:51.645 --> 00:58:57.948]  Most forms of Vitamin B12 are highly processed and synthetic, and cannot be properly absorbed by the body.
[00:58:57.948 --> 00:59:04.951]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[00:59:05.251 --> 00:59:14.360]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[00:59:14.360 --> 00:59:20.546]  Secret 12 is a binary of nutrimedical-grade, bioavailable, coenzyme forms of B12.
[00:59:20.546 --> 00:59:23.709]  Methylcobalamin, the same kind used in B12 injections and
[00:59:23.989 --> 00:59:25.350]  Adenosylcobalamin.
[00:59:25.350 --> 00:59:28.954]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:59:28.954 --> 00:59:30.835]  No needles, no injections.
[00:59:30.835 --> 00:59:32.477]  Don't take my word for it.
[00:59:32.477 --> 00:59:33.698]  Try it for yourself.
[00:59:33.698 --> 00:59:34.919]  Discover the secret.
[00:59:34.919 --> 00:59:36.000]  Secret 12.
[00:59:36.000 --> 00:59:40.584]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[00:59:40.584 --> 00:59:41.205]  Infowarslife.
[00:59:41.205 --> 00:59:41.585]  Secret 12.
[00:59:50.802 --> 01:00:00.604]  You're listening to the Alex Jones Show.
[01:00:00.604 --> 01:00:07.225]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:07.225 --> 01:00:11.766]  It's Alex Jones and the GCN Radio Network.
[01:00:11.766 --> 01:00:17.467]  Alright, Todd, Frank, Christopher, John, Terry and others.
[01:00:18.737 --> 01:00:20.578]  Your calls are coming up right now.
[01:00:20.578 --> 01:00:21.679]  Toll-free number to join us.
[01:00:21.679 --> 01:00:24.381]  It's a different number on Sundays than weekdays.
[01:00:24.381 --> 01:00:25.381]  877-789-ALEX.
[01:00:25.381 --> 01:00:26.342]  877-789-A-L-E-X.
[01:00:26.342 --> 01:00:32.326]  We'll get you up and on the air.
[01:00:32.326 --> 01:00:36.649]  Also coming up, Clinton says the unborn children have no constitutional rights.
[01:00:36.649 --> 01:00:38.530]  Sounds like a bully to me, doesn't she?
[01:00:38.530 --> 01:00:40.491]  Sanders demands apology over Hillary rage.
[01:00:40.491 --> 01:00:41.852]  We're going to play that clip.
[01:00:41.852 --> 01:00:44.634]  Obama says Trump doesn't know much about nuclear policy.
[01:00:46.749 --> 01:00:49.510]  We're going to get into that as well.
[01:00:49.510 --> 01:01:00.997]  We also have another report here where Klein says that the FBI Director Comey and a lot of other FBI agents will resign if Hillary is not indicted.
[01:01:00.997 --> 01:01:09.061]  That's all coming up in the balance of the hour, as well as our reporters popping in at the bottom of the hour.
[01:01:09.061 --> 01:01:15.605]  Right now, let's go ahead and talk to John in Wisconsin, where our reporters are.
[01:01:15.605 --> 01:01:16.145]  John, go ahead.
[01:01:18.513 --> 01:01:20.254]  Yeah, Alex, how are you doing today?
[01:01:20.254 --> 01:01:20.775]  Good, brother.
[01:01:20.775 --> 01:01:22.056]  Go ahead.
[01:01:22.056 --> 01:01:25.818]  Hey, listen, we've got the politics machine up here in Wisconsin.
[01:01:25.818 --> 01:01:35.185]  It's kind of nerve-wracking and tearing your hair out because we've got a local election coming up for the state Supreme Court.
[01:01:35.185 --> 01:01:42.211]  The incumbent, it's a Republican, and they see ads on TV against her because of gay issues.
[01:01:42.211 --> 01:01:46.654]  And then right after that, they play the one that's running against her.
[01:01:47.766 --> 01:01:58.452]  From a lower court that she let some guy off that had raped an eight-year-old girl.
[01:01:58.452 --> 01:02:02.974]  You know, and it's just crazy.
[01:02:02.974 --> 01:02:09.777]  The small one, a little item here in Lake Geneva, they got a flag issue out there.
[01:02:09.777 --> 01:02:16.561]  They won't let the business flag, the American flag, out front of her store because it's public property.
[01:02:17.423 --> 01:02:20.286]  Well, let me expand on something for you here for a moment.
[01:02:20.286 --> 01:02:21.246]  That's political correctness.
[01:02:21.246 --> 01:02:26.411]  If you can make people take the flag down on public property, you can take it down anywhere because quote, someone's offended by it.
[01:02:26.411 --> 01:02:27.952]  Well, it's our country.
[01:02:27.952 --> 01:02:29.614]  Specifically, I was asking callers.
[01:02:29.614 --> 01:02:31.536]  I want to refresh everybody's memory here.
[01:02:31.536 --> 01:02:32.817]  What's your line in the sand?
[01:02:32.817 --> 01:02:39.803]  Is there any point at which you're going to be through peacefully putting up with this?
[01:02:39.803 --> 01:02:41.825]  And if they're going to seal elections openly,
[01:02:42.785 --> 01:02:43.886]  Well, I don't know.
[01:02:43.886 --> 01:02:50.250]  It seems like this is going to be the last, I guess you'd call it, election.
[01:02:50.250 --> 01:02:54.993]  Because if Hillary gets in a globalist win, then she'll be it for life.
[01:03:06.516 --> 01:03:08.976]  I mean, really, they are suspending the election.
[01:03:08.976 --> 01:03:34.321]  If they keep stealing delegates from Sanders, and if they keep stealing them from Trump, and then if they take the nominations away at Cleveland, where Trump's clearly won already, then they're suspending the election just because they have some farce, dress rehearsal, ceremonial fake deal doesn't mean it's an election, obviously.
[01:03:35.157 --> 01:03:37.079]  And so, it is ceremonial.
[01:03:37.079 --> 01:03:47.968]  That means they've cancelled the real thing and they have a little ceremony where we pretend we elect a nominee for the nomination.
[01:03:47.968 --> 01:03:53.032]  And so, a lot of people say, well look Alex, there's been fraud for a long time, so what's the big deal?
[01:03:53.032 --> 01:03:58.096]  Yes, but they've never been out in the open on it.
[01:03:58.096 --> 01:04:02.320]  This is a huge, huge, huge, huge deal.
[01:04:04.287 --> 01:04:05.776]  And it's because the general public.
[01:04:06.775 --> 01:04:11.237]  Has been brought up in front of televisions and has their brainwaves at a near sleep level.
[01:04:11.237 --> 01:04:13.578]  The general public is in a trance.
[01:04:13.578 --> 01:04:18.241]  And so even if somebody fell asleep as a patriot 30 years ago, they're still not upset.
[01:04:18.241 --> 01:04:19.982]  They know what's going on.
[01:04:19.982 --> 01:04:21.382]  Yeah, global government's here.
[01:04:21.382 --> 01:04:22.883]  Yeah, we're being taken over.
[01:04:22.883 --> 01:04:24.064]  Yeah, they stole the election.
[01:04:24.064 --> 01:04:25.765]  Yeah, they're making us take shots.
[01:04:25.765 --> 01:04:27.365]  Yeah, my son died from a shot.
[01:04:27.365 --> 01:04:28.746]  Yeah, my neighbor died.
[01:04:28.746 --> 01:04:30.707]  Yeah, our government's funding ISIS.
[01:04:30.707 --> 01:04:31.508]  But what do we do?
[01:04:31.508 --> 01:04:33.469]  Because you're still asleep.
[01:04:33.469 --> 01:04:34.029]  It's not real.
[01:04:35.609 --> 01:04:38.030]  The public is in a trance.
[01:04:38.030 --> 01:04:40.211]  That's what's happening.
[01:04:40.211 --> 01:04:48.634]  And so, a bigger question is, how do you get the public out of their trance, so they realize that there's even a line to be crossed?
[01:04:48.634 --> 01:04:49.195]  We'll be back.
[01:04:49.195 --> 01:04:50.815]  I'm Alex Jones with InfoWars.com.
[01:04:50.815 --> 01:04:53.336]  The backup site's PrisonPlanet.com.
[01:04:53.336 --> 01:04:59.059]  Stay with us as we strike at the root of dehumanization.
[01:04:59.059 --> 01:05:03.781]  There's no doubt that our country is in serious trouble right now.
[01:05:04.528 --> 01:05:09.910]  And if you're wondering how on earth we ever got in this situation, well I'll tell you how.
[01:05:09.910 --> 01:05:15.931]  When the Democrats showed their true colors, you got angry and you elected Republicans.
[01:05:15.931 --> 01:05:21.173]  And then when the Republicans showed their true colors, you got angry and elected Democrats.
[01:05:21.633 --> 01:05:32.300]  And when anyone suggested to you that both parties were corrupt and that neither side were looking out for your best interest, you acted like they were crazy.
[01:05:32.300 --> 01:05:40.506]  But the real definition of crazy is doing the same thing over and over again and expecting different results.
[01:05:40.506 --> 01:05:46.330]  That's why it is vitally important that you wake up, America, and break the matrix.
[01:05:46.770 --> 01:05:52.154]  It's InfoWars.com, PrisonPlanet.tv, and The Alex Jones Show.
[01:05:52.154 --> 01:06:09.206]  Because there's a war on for your mind.
[01:06:09.206 --> 01:06:13.889]  Live from the InfoWars.com studios, it's Alex Jones.
[01:06:42.456 --> 01:06:44.137]  I win Louisiana!
[01:06:44.137 --> 01:06:48.100]  I'm speaking in front of thousands of people for a week!
[01:06:48.100 --> 01:06:50.542]  I win and I get fewer delegates than he's got!
[01:06:51.320 --> 01:06:53.301]  Okay, it's not fair, folks.
[01:06:53.301 --> 01:06:54.562]  It's not fair.
[01:06:54.562 --> 01:06:56.283]  Because I'm the outsider.
[01:06:56.283 --> 01:07:01.546]  And what they do is they want to knock out the outsider because they want to keep their little party going.
[01:07:01.546 --> 01:07:09.630]  And the reason our country owes 21, and soon, 21 trillion, not billion, trillion dollars, okay?
[01:07:09.630 --> 01:07:13.352]  The reason we owe all of this money is because of the system.
[01:07:13.352 --> 01:07:15.233]  So here's what we gotta do.
[01:07:15.233 --> 01:07:18.675]  We're gonna win so much, what you have to do is go out and vote.
[01:07:20.418 --> 01:07:25.562]  Whether you love Donald Trump or hate him, in the 241 years of U.S.
[01:07:25.562 --> 01:07:32.867]  history, there's never been an election where someone is way ahead and has double the delegates and they say they're going to take it away from them.
[01:07:32.867 --> 01:07:34.468]  It's never been done.
[01:07:34.468 --> 01:07:36.789]  They've had contested nominations where it's neck and neck.
[01:07:36.789 --> 01:07:44.034]  They've had contested nominations where they're pushing a Supreme Court nominee, like 1980.
[01:07:44.034 --> 01:07:48.858]  But to come out and do this in front of everyone and then take delegates from Bernie Sanders
[01:07:50.492 --> 01:07:58.295]  They created superdelegates that manage the delegates, take their votes, and then cheat it.
[01:07:58.295 --> 01:08:00.735]  And they think the public isn't smart enough to get it.
[01:08:00.735 --> 01:08:05.077]  And I'll tell you, the public's somewhat upset, but not as upset as they should be.
[01:08:05.077 --> 01:08:07.838]  How do we get the people out of a trance?
[01:08:07.838 --> 01:08:09.158]  How do we get them to get upset?
[01:08:09.158 --> 01:08:13.520]  Because even when they know this is going on, they just go, well, we have a corrupt government, that's what they do.
[01:08:13.520 --> 01:08:16.941]  Well, the government's trying to gear up to say your kids belong to the state,
[01:08:18.188 --> 01:08:19.189]  You never retire.
[01:08:19.189 --> 01:08:20.850]  They can take your pension fund.
[01:08:20.850 --> 01:08:23.292]  They can put you in forced labor camps.
[01:08:23.292 --> 01:08:25.814]  I mean, is there anything we won't put up with?
[01:08:25.814 --> 01:08:27.215]  That's the question.
[01:08:27.215 --> 01:08:35.761]  And I asked that question, and I went to the first caller, and he was a nice guy and brought up some points, but wouldn't tell me.
[01:08:35.761 --> 01:08:36.802]  And I see the callers here.
[01:08:40.743 --> 01:08:42.364]  And I'm not mad.
[01:08:42.364 --> 01:08:43.584]  It's Trump and Ron Paul feud.
[01:08:43.584 --> 01:08:45.025]  Libertarians work together.
[01:08:45.025 --> 01:08:46.665]  Trump is getting the nomination.
[01:08:46.665 --> 01:08:48.766]  Election fraud, that person's calling in.
[01:08:48.766 --> 01:08:50.646]  Christopher, political correctness.
[01:08:50.646 --> 01:08:52.547]  Todd, how?
[01:08:52.547 --> 01:08:54.588]  To connect with Infowars, wants to put up a billboard.
[01:08:54.588 --> 01:08:55.268]  Well, that's exciting.
[01:08:55.268 --> 01:08:56.488]  I'll talk to you, Todd.
[01:08:56.488 --> 01:08:58.269]  Frank, North Carolina.
[01:08:58.269 --> 01:08:59.590]  Is there really a choice?
[01:08:59.590 --> 01:09:07.332]  Elitists doing what they have to do.
[01:09:07.332 --> 01:09:09.293]  No one is calling in on the questions I had.
[01:09:10.100 --> 01:09:12.282]  The fundamental, and that's fine.
[01:09:12.282 --> 01:09:14.024]  I think that's cute.
[01:09:14.024 --> 01:09:16.086]  No one ever does.
[01:09:16.086 --> 01:09:17.727]  And that's kind of how the American people are.
[01:09:17.727 --> 01:09:21.050]  It's just kind of wandering around and, oh, what?
[01:09:21.050 --> 01:09:23.553]  I mean, I don't screen your phone calls, and I'm glad you called in.
[01:09:23.553 --> 01:09:24.153]  I'm going to you.
[01:09:24.153 --> 01:09:28.417]  But is there a line in the sand?
[01:09:28.417 --> 01:09:29.979]  Is there anything you won't put up with?
[01:09:33.015 --> 01:09:40.580]  Do you feel safe knowing the government's run by foreign interests that have hijacked the country and are signing us on to thousands of trillions?
[01:09:40.580 --> 01:09:42.641]  Not 21 trillion, the national debt.
[01:09:42.641 --> 01:09:44.543]  Thousands of trillions!
[01:09:44.543 --> 01:09:48.805]  These people make Bernie Madoff look like an angel.
[01:09:48.805 --> 01:09:53.549]  Is anyone upset?
[01:09:53.549 --> 01:09:57.191]  Because I want to come up with a meme of, is it the big steal?
[01:09:57.191 --> 01:09:59.352]  Is it the election's been cancelled?
[01:09:59.352 --> 01:10:01.454]  Is it America has been basically ended?
[01:10:04.133 --> 01:10:06.415]  Is it, this is the end of America?
[01:10:06.415 --> 01:10:08.918]  Is this the end of us voting and having our own government?
[01:10:08.918 --> 01:10:11.501]  Because that's where we've gotten here, folks.
[01:10:11.501 --> 01:10:20.650]  And if we can't even recognize the fact that we're on our knees, we have no way of ever standing back up again.
[01:10:20.650 --> 01:10:23.694]  All right, I'm gonna go to each caller, give you each about a minute, because I want to get to everybody.
[01:10:23.694 --> 01:10:25.576]  Frank in North Carolina, you're on the air, go ahead.
[01:10:27.282 --> 01:10:31.944]  Alex, I mean, do they really have a choice, these globalists, as you call them, these elites?
[01:10:31.944 --> 01:10:34.205]  I mean, you've read the papers.
[01:10:34.205 --> 01:10:37.227]  You know that there are limited resources.
[01:10:37.227 --> 01:10:38.707]  There's too many people.
[01:10:38.707 --> 01:10:41.449]  They're killing us because they have to.
[01:10:41.449 --> 01:10:42.249]  They don't want to.
[01:10:42.249 --> 01:10:43.710]  They're really not bad people.
[01:10:43.710 --> 01:10:45.891]  They're doing what they have to do.
[01:10:46.539 --> 01:11:02.926]  For sustainability, they've weaponized the food, the water, the media, education, everything against us to control us while they're afflicting us with all these ailments and whatnot to make us more controllable, more malleable.
[01:11:02.926 --> 01:11:05.948]  And I mean, aren't they really just doing what they have to do?
[01:11:05.948 --> 01:11:11.090]  And Trump, I mean, maybe the problem they have with Trump is maybe he is not signed on.
[01:11:11.775 --> 01:11:17.698]  Maybe he's not aware of their agenda, the depopulation agenda, and maybe he's not signed on to it.
[01:11:17.698 --> 01:11:21.500]  Well, maybe Donald Trump is.
[01:11:21.500 --> 01:11:22.541]  Yep, it's very possible.
[01:11:22.541 --> 01:11:24.542]  Well, let me just tell you, he is, he is, okay?
[01:11:24.542 --> 01:11:31.185]  And I'm not at liberty to get into it, but your kid takes a shot, things don't go too well, you start getting informed.
[01:11:31.185 --> 01:11:32.066]  I'll just stop right there.
[01:11:32.066 --> 01:11:34.747]  Look, that is the rest of the story.
[01:11:34.747 --> 01:11:38.129]  Yes, they're nakedly stealing the election, it's part of a global government.
[01:11:38.823 --> 01:11:45.707]  They believe they're saving the earth, bringing in tyranny, and then doing an emergency operation to start culling the population.
[01:11:45.707 --> 01:11:50.570]  It's the perfect excuse for them to take over and rule the whole planet.
[01:11:51.587 --> 01:11:52.948]  And play God.
[01:11:52.948 --> 01:11:53.929]  That's what they're doing.
[01:11:53.929 --> 01:12:01.736]  And I don't agree with the fact that there are gods and they're the rulers and they have a right to do this by deception and by stealth.
[01:12:01.736 --> 01:12:03.237]  I'm here trying to warn people.
[01:12:03.237 --> 01:12:09.583]  But then I see a population that doesn't care and won't wake up even as they're being killed.
[01:12:09.583 --> 01:12:12.485]  And I think, my God, they don't even want to be saved.
[01:12:12.485 --> 01:12:17.710]  But then I realized they have been induced into a trance by television and by the culture.
[01:12:21.677 --> 01:12:28.279]  They say in their own papers that they've engineered everything, the media, everything to hurt us.
[01:12:28.279 --> 01:12:32.821]  But if you're aware of the engineering, then it can't affect you anymore.
[01:12:32.821 --> 01:12:35.762]  They haven't gone far enough to totally shut us down yet.
[01:12:35.762 --> 01:12:41.704]  If people wake up to the full spectrum and admit it's there, then we can start changing course and have a real debate.
