[00:00.000 --> 00:10.580]  xbox test
[02:07:44.200 --> 02:07:48.840]  years ago great comedian very funny on his developed comedy i went and saw him in austin
[02:07:49.640 --> 02:07:55.400]  and he was testing on comedy a couple years ago it was horrible it was it was almost unwatchable
[02:07:55.400 --> 02:07:59.880]  and and that's why he was saying don't film don't film they kept yelling and everyone for like
[02:07:59.880 --> 02:08:03.080]  an hour before it don't film when he comes out i got up halfway through it and left
[02:08:03.720 --> 02:08:10.520]  that said whether you love Dave Chappelle or hate him he's got a right to his speech so
[02:08:12.200 --> 02:08:17.320]  he gets up there and decries political correctness and how comedy is being destroyed by it he talks
[02:08:17.320 --> 02:08:26.600]  about jesse small it you name it and so rotten tomatoes gives him a zero now this went on for
[02:08:26.600 --> 02:08:31.880]  two days paul watson tweeted about it we'll show paul's article up on screen for folks please and
[02:08:31.880 --> 02:08:37.000]  we'll scroll down and i'm gonna show the twitter for folks thank you let's scroll down and they
[02:08:37.000 --> 02:08:43.960]  weren't allowing people there it is at first to do the normal voting you have the critics who are
[02:08:43.960 --> 02:08:48.120]  the enlightened priesthood the gods who follow their corporate orders and get paid off to do it
[02:08:48.120 --> 02:08:54.680]  that's now that admitted big scandals over at rotten tomatoes other places and you have the
[02:08:54.680 --> 02:09:02.040]  unwashed masses now for the first two days it was at zero and paul wrote about this it shows
[02:09:02.040 --> 02:09:06.360]  evidence of it then once it became evident that they'd remove the popcorn meaning you know the
[02:09:06.360 --> 02:09:13.400]  general watchers they voted 99 percent loving the comedy special from netflix so it went up a little
[02:09:13.400 --> 02:09:20.360]  bit so some peer pressure so 70 percent of the critics after that said that and again what paul
[02:09:20.360 --> 02:09:25.960]  screen shot it was once they wiped the slate clean and then relaunched a poll that had the
[02:09:26.840 --> 02:09:32.520]  ability for the public to vote now again just yesterday facebook announced they're looking
[02:09:32.520 --> 02:09:38.680]  to remove the like buttons youtube's testing it and i keep harping on this the fundamentalness
[02:09:38.680 --> 02:09:44.200]  of you have a facebook page you say i took a vaccine got really sick or my daughter took
[02:09:44.200 --> 02:09:48.840]  it and had a convulsion or my son took it never talked again that's your right to say that and
[02:09:48.840 --> 02:09:53.240]  all the evidence is there it's the right of two fox sports guys to say we took the flu shot and
[02:09:53.240 --> 02:09:58.920]  almost died both of us their media matters are trying to get them fired how dare you dirty american
[02:09:58.920 --> 02:10:06.520]  say you took something and got sick shut your filthy mouth slave because this is the real slavery
[02:10:06.520 --> 02:10:11.560]  folks but what damn color you are this is outrageous so if you can't even like something
[02:10:13.000 --> 02:10:17.080]  and most of the big newspapers you notice have gotten rid of the comment sections
[02:10:18.280 --> 02:10:21.640]  you go into the huffington post and all these places that have these hit piece
[02:10:21.640 --> 02:10:25.880]  articles about me all the time 90 percent of the comments all love info wars now
[02:10:27.720 --> 02:10:33.080]  it needs to be like that folks it's be 50 50 people don't buy it they see through it so all
[02:10:33.080 --> 02:10:36.760]  the king's horses all the king's men they can't put it back together again here's a little 30
[02:10:36.760 --> 02:10:42.760]  second piece where dave chappelle this needs to go viral is talking about how we're watching you
[02:10:42.760 --> 02:10:47.000]  we're controlling you we're bullies you better do what the left says or will ruin your life
[02:10:47.000 --> 02:10:52.120]  from just clips this week of them saying that exact talking point and for him calling it out and
[02:10:52.120 --> 02:10:57.880]  having the basic courage to say you guys are bullies they want his show pulled from netflix
[02:10:57.880 --> 02:11:03.400]  and her boycotting his comedy shows calling it white supremacist here it is what we should be
[02:11:03.400 --> 02:11:09.880]  doing is shunning these people shunning shaming these people is a statement of moral indignation
[02:11:09.880 --> 02:11:15.080]  that these people are not fit for polite society i'm going to try to take everything away from you
[02:11:15.080 --> 02:11:20.840]  and i don't care what i find out could be today tomorrow 15 20 years from now if i find out you're
[02:11:20.840 --> 02:11:26.120]  fucking finished they don't get to escape accountability that's all of our job to hold
[02:11:26.120 --> 02:11:32.840]  them accountable for the rest of their lives i'm so entertaining so exactly what dave chappelle
[02:11:32.840 --> 02:11:36.520]  saying so we're telling the truth he's in trouble now here's four minutes of him talking about jessie
[02:11:36.520 --> 02:11:41.400]  smollett who's up on info wars dot com his lawyers say okay he lied but it's the cop's fault for
[02:11:41.400 --> 02:11:48.680]  believing him here it is just afraid of being attacked happens the best don't ever forget what
[02:11:48.680 --> 02:11:57.320]  happened to that french actor you know i'm talking about juicy smollett is a very french very famous
[02:11:57.320 --> 02:12:18.120]  french actor you never heard of juicy smollett juicy smollett is an actor from france
[02:12:18.120 --> 02:12:26.840]  and he became famous on a show called empire
[02:12:31.160 --> 02:12:36.920]  one night he was in chicago late at night and was the victim
[02:12:36.920 --> 02:12:53.480]  he was the victim of a racist and homophobic attack you see juicy smollett is
[02:12:55.960 --> 02:12:59.160]  gay and he is black not just french
[02:12:59.160 --> 02:13:11.880]  oh it's a crazy story apparently when he was walking down the street late at night two white
[02:13:11.880 --> 02:13:19.320]  men came out of the shadows uh with maggots on and beat him up tied a rope around his neck
[02:13:19.320 --> 02:13:24.760]  called him all kinds of n**** and put some bleach on him and ran off into the night
[02:13:24.760 --> 02:13:34.120]  the s*** was like international news and everybody was furious especially in hollywood
[02:13:34.120 --> 02:13:38.280]  it's all over everybody's twitter feed and instagram page justice for juicy and all this
[02:13:43.400 --> 02:13:48.040]  the whole country was up in arms was talking about it all the time on the news and and for some
[02:13:48.040 --> 02:13:58.280]  reason uh african-americans we were like oddly quiet we were so quiet about
[02:13:59.640 --> 02:14:05.320]  that the gay community started accusing african-american community of being homophobic for not
[02:14:05.320 --> 02:14:11.960]  supporting him what they didn't understand is that we were supporting him with our silence
[02:14:11.960 --> 02:14:19.480]  because we understood that this s*** was clearly lying
[02:14:28.040 --> 02:14:34.120]  none of these details added up at all he said he's walking down the street in
[02:14:34.120 --> 02:14:42.360]  chicago and uh white dudes come up to him and say hey man aren't you that s*** from empire
[02:14:43.160 --> 02:14:49.400]  does that sound like how white people talk i know white people they don't talk like that
[02:14:49.400 --> 02:14:54.200]  are you that s*** from empire they would never say that it sounds like something
[02:14:54.200 --> 02:15:05.000]  that i would say
[02:15:05.800 --> 02:15:13.000]  if you're racist and homophobic you're not even gonna know who this s*** is you can't watch empire
[02:15:16.920 --> 02:15:20.520]  white people never feel sorry for the police but this time we even felt sorry for the police
[02:15:20.520 --> 02:15:26.040]  can you imagine if you was a police veteran taking this kid's police report okay mr smolier
[02:15:26.040 --> 02:15:33.960]  please tell me what happened all right you're 2 a.m you left the house 2 a.m was minus 16 degrees
[02:15:38.520 --> 02:15:41.320]  you're walking you're walking all right
[02:15:44.840 --> 02:15:48.040]  well this is it chappell's amazing we're gonna come back play the rest of it let me have a
[02:15:48.040 --> 02:15:52.200]  special test for you stay with us on simple wars dot com news wars dot com
[02:15:53.640 --> 02:16:00.600]  when you have a pain in the neck a real pain in the neck back shoulder or legs you now have two
[02:16:00.600 --> 02:16:06.760]  convenient choices to get fast relief without taking another pill because now sunny bay heating
[02:16:06.760 --> 02:16:13.080]  wraps and pillows are available at both amazon and walmart yes see sunny bay's four and a half to
[02:16:13.080 --> 02:16:19.080]  five star customer reviews on amazon dot com or walmart dot com our microwavable heat wraps
[02:16:19.080 --> 02:16:24.680]  heatable neck pillows and extra large body wraps are designed better for perfect support where and
[02:16:24.680 --> 02:16:30.440]  when you need it even while driving sunny bay wraps will not burn and stay balanced to provide
[02:16:30.440 --> 02:16:35.800]  soothing hot or cold therapy to help treat temporary or chronic pain and the best part
[02:16:35.800 --> 02:16:41.160]  sunny bay quality products started under twenty dollars join thousands of happy customers and
[02:16:41.160 --> 02:16:47.880]  see why sunny bay products have a lifetime 100 positive rating on both amazon and etsy it's easy
[02:16:47.880 --> 02:16:55.560]  click amazon or walmart and search today for sunny bay fellow patriots my name is todd savage
[02:16:55.560 --> 02:16:59.800]  founder of black rifle real estate dot com like you i was a prisoner of the out left
[02:16:59.800 --> 02:17:04.760]  sanctuary state until one day i chose to leave my family to freedom today we live on a sustainable
[02:17:04.760 --> 02:17:09.800]  20 acre homestead where we shoot hunt garden and homeschool our children without the tyranny of the
[02:17:09.800 --> 02:17:14.680]  nanny state looking over us if you're ready to flee the city to the freedom of idaho or montana
[02:17:14.680 --> 02:17:18.920]  our black rifle real estate team is here to help go to black rifle real estate dot com
[02:17:18.920 --> 02:17:25.640]  that's black rifle real estate dot com hunters anglers campers and survivalists get back to
[02:17:25.640 --> 02:17:30.520]  nature expand your horizons with the highest quality most versatile unique sling shots and
[02:17:30.520 --> 02:17:35.800]  sling bows on the market at sling bow dot com sling bow products are compact and models start from
[02:17:35.800 --> 02:17:41.320]  just 1798 they're perfect for your bug out bag or storing in your vehicle give yourself and your
[02:17:41.320 --> 02:17:46.680]  loved ones the excitement and tradition of sling bow a new frontier in archery and truly modern
[02:17:46.680 --> 02:17:51.400]  twist on this primitive survival tool feel the thrill only at sling bow dot com
[02:17:53.880 --> 02:17:57.960]  apologize for what some weird summit dot news and action seven news we're here in hong kong this is
[02:17:57.960 --> 02:18:02.360]  savannah hernan is for info wars dot com i'm reporting to you from hong kong where i'm joined
[02:18:02.360 --> 02:18:07.000]  by reporter greg rees for the next week this is greg rees for info wars dot com in hong kong
[02:18:07.000 --> 02:18:13.320]  our recent trip to hong kong was a new achievement for info wars dot com despite being the most
[02:18:13.320 --> 02:18:19.960]  banned broadcast in the free world we continue to win because of our great strong loyal audience
[02:18:19.960 --> 02:18:26.520]  we have dan lineman covering info wars europe paul joseph watson in the u k milley weaver
[02:18:26.520 --> 02:18:32.760]  and katlyn bennett in the american heartland and from austin texas a team of reporters and crew
[02:18:32.760 --> 02:18:38.280]  ready to be dispatched wherever the story is going down we are not done winning and with
[02:18:38.280 --> 02:18:44.840]  your support we will keep winning we have to keep winning we have to win more go to info wars store
[02:18:44.840 --> 02:18:51.080]  dot com you have gone to info wars store dot com and gotten books and films supplements and t-shirts
[02:18:51.080 --> 02:18:57.320]  and water filtration air filtration and things you need supermail vitality is already in the top
[02:18:57.320 --> 02:19:03.880]  three of our best sellers for the six years we've had it it is a award-winning formula produced in
[02:19:03.880 --> 02:19:09.320]  utah by one of the top herbal companies in the nation that we've been private labeling it is cold
[02:19:09.320 --> 02:19:15.560]  pressed it takes at least three times the herbs that are wild crafted and organic to be able to
[02:19:15.560 --> 02:19:22.040]  produce this it's not boiled it's not heated it's never been dried it's taken from fresh herbs
[02:19:22.040 --> 02:19:28.760]  that's why it's so strong that's why it's so effective for libido stamina and energy and
[02:19:28.760 --> 02:19:36.120]  i'm so excited about supermail vitality and carnivore 30 that i'm offering you with every order
[02:19:36.120 --> 02:19:43.000]  of supermail vitality at 25 off a free bottle of carnivore digestive enzyme we're going to sell
[02:19:43.000 --> 02:19:48.200]  out of this very quickly but it's an offer so that you experience how amazing both these products
[02:19:48.200 --> 02:19:53.480]  are secure yours at info wars store dot com today or info wars life dot com
[02:19:53.480 --> 02:20:11.400]  you're listening to the alex jones show
[02:20:11.400 --> 02:20:29.000]  well retired nfl star gonna be joining us coming up to our next segment larry
[02:20:29.000 --> 02:20:32.920]  johnson's gonna get to the controversy he's involved in for his politically incorrect statements
[02:20:34.360 --> 02:20:37.880]  people say oh it's okay he didn't really mean it he has a right to say whatever he wants
[02:20:37.880 --> 02:20:43.560]  it's like davis chappelle saying people always go well the guy with hitler dog it was a joke he
[02:20:43.560 --> 02:20:48.360]  shouldn't be arrested in the uk it doesn't matter if it's a joke or not you have a right to say you
[02:20:48.360 --> 02:20:54.840]  hate nazis he has a right to be one he's not a nazi carpe doctor was pretty liberal it's a joke
[02:20:55.480 --> 02:20:59.480]  when his wife came home he made the dog howl hitler and it pissed her off he's a liberal
[02:21:00.440 --> 02:21:04.520]  you ever heard of pissing people off called practical jokes and some of the funniest stuff out there
[02:21:04.520 --> 02:21:12.440]  i do it all the time at home doesn't matter though the point is is that you have a right to be
[02:21:12.440 --> 02:21:16.920]  offended i have a right to say whatever i want and my free speech doesn't end when you get offended
[02:21:16.920 --> 02:21:20.200]  please have a t-shirt that was the best seller we even still sell that side issue
[02:21:22.520 --> 02:21:26.760]  let's get back to davis chappelle knocking it out of the park because the day i heard it
[02:21:27.880 --> 02:21:31.960]  happened like a saturday night i went on there and i said i think this is a false flag sue me if
[02:21:31.960 --> 02:21:37.960]  you want to i have a right to say it let me tell you there aren't two white dudes at 2 15 in the morning
[02:21:37.960 --> 02:21:45.480]  going up to beat up a black dude i mean that's when it's 15 below zero like davis pelts saying
[02:21:45.480 --> 02:21:50.520]  and then he's got a noose around his neck and a scratch on his face when the cops show up
[02:21:52.120 --> 02:21:58.280]  i mean give me a break man that's obviously not true but they tried to sell the whole thing just
[02:21:58.280 --> 02:22:02.600]  like the cobbitton kids just like all of it so let's go ahead and finish up with chappelle here it is
[02:22:04.040 --> 02:22:07.720]  black people never feel sorry for the police but this time we even felt sorry for the police
[02:22:07.720 --> 02:22:13.400]  can you imagine if you was a police veteran taking this kid's police report okay mr smollier please
[02:22:13.400 --> 02:22:21.080]  tell me what happened all right you're 2am you left the house 2am it's minus 16 degrees
[02:22:21.080 --> 02:22:28.440]  so you were walking you're walking they're not in your car all right
[02:22:32.680 --> 02:22:38.280]  and and where were you going subway sandwiches
[02:22:41.320 --> 02:22:42.600]  and i know who he is in the dark
[02:22:42.600 --> 02:22:53.480]  that's when the men approach you did you see them you haven't even okay where they have on
[02:22:54.200 --> 02:23:01.960]  mega hats mega hats and all in chicago excuse me one second mr smollier frank come here for a second
[02:23:01.960 --> 02:23:13.880]  find out where Kanye West was last night that's that's funny yeah i said about the
[02:23:13.880 --> 02:23:19.000]  only guy wearing a mega hat in chicago the south side of the night oh my gosh it's funny
[02:23:19.720 --> 02:23:25.240]  but it's true and remember i got attacked for saying it was fake folks most of stuff's fake
[02:23:25.240 --> 02:23:32.600]  for getting attention the FBI will tell you half the rapes of women are fake made up now they're
[02:23:32.600 --> 02:23:37.240]  real men that rape women you have damn right and it's bad i got three dollars i don't like it but
[02:23:37.240 --> 02:23:41.320]  people that make stuff up take away from the real stuff that goes on
[02:23:45.000 --> 02:23:51.320]  incredible new article is up on info wars dot com his lawyers i'm not kidding jamie white article
[02:23:51.320 --> 02:23:58.280]  jessie smollett lawyers even if he did lie police to blame for taking him seriously well by law
[02:23:59.240 --> 02:24:03.960]  they have to take the police report jessie smollett's attorneys claim that even if the
[02:24:03.960 --> 02:24:10.040]  empire actor did lie about his alleged racial attack the chicago police are actually to blame
[02:24:10.040 --> 02:24:14.520]  for investigating the claim so vigorously let me tell you why he got protected you had a bunch of
[02:24:14.520 --> 02:24:18.920]  top obama people and clinton people involved in the show the show is made i think the last time
[02:24:18.920 --> 02:24:23.880]  i checked something like 500 million dollars they run a bunch of seasons but it was going under
[02:24:24.600 --> 02:24:30.760]  the ratings were down by like half look it up and a story like this would get it massive coverage
[02:24:30.760 --> 02:24:37.160]  and he was a big victim and it did boost ratings and so when it came out later that smollett wanted
[02:24:37.160 --> 02:24:40.760]  to paycheck people said oh that's not three wanted to create a race war no he wanted to paycheck
[02:24:40.760 --> 02:24:51.400]  because in america if you can play the victim then you get put all over the media and everybody
[02:24:51.400 --> 02:24:58.360]  has to then tune into what you're doing it's called a publicity stunt and people do it all the time
[02:24:58.360 --> 02:25:02.680]  you know growing up talk radio folks that listen to would get in trouble and fire and stuff because
[02:25:02.680 --> 02:25:07.080]  they do things like call in and have people say oh bob just died you know in a car wreck
[02:25:07.080 --> 02:25:13.400]  were real sad on april fools day that was one of the last straws they were trying to set me up
[02:25:13.400 --> 02:25:18.120]  so they could fire me another number one talk show in austin they wanted me to say that i'd
[02:25:18.120 --> 02:25:25.000]  been killed for the talk and i said no and um they fired me like a week later but they wanted
[02:25:25.000 --> 02:25:30.360]  to set me up so that i could so that i so so they could say i'd stage the hoax and then they could
[02:25:30.360 --> 02:25:35.560]  fire me see how that works so it's just absolutely incredible now shifting gears is something really
[02:25:35.560 --> 02:25:43.160]  important here california san francisco declare nra domestic terror organization the blue state says
[02:25:43.160 --> 02:25:48.120]  the group incites gun owners to commit acts of violence and they're now going to file lawsuits
[02:25:48.120 --> 02:25:53.320]  try to take criminal action san francisco's district two superior kathryn stefany who wrote
[02:25:53.320 --> 02:25:57.640]  the declaration said the national rob associations press propaganda and misinforms and aims to deceive
[02:25:57.640 --> 02:26:01.720]  the public about the dangers of gun violence that's the same way they sued remington the same law firm
[02:26:01.720 --> 02:26:06.680]  that works for hillary suing me with senator blumenthal in canada kid uh it's saying the same
[02:26:06.680 --> 02:26:12.760]  stuff the nr a exists to spread this information and only puts guns in the hands of those who
[02:26:12.760 --> 02:26:20.200]  would harm and terrorize us they don't want to call for it to be shut down meanwhile san francisco
[02:26:20.200 --> 02:26:24.040]  works with the real terrorist anti for the criminal these crimes meanwhile walmart plans to
[02:26:24.040 --> 02:26:31.640]  drastically step back for ammunition cells banning all handgun ammo and again dicks sporting goods
[02:26:31.640 --> 02:26:36.920]  is being real you know what's all their name says it all they are uh saying that they may ban all
[02:26:36.920 --> 02:26:41.240]  guns and all ammo cells already stopped selling semi-auto they're creating the perception it's
[02:26:41.240 --> 02:26:46.200]  illegal for years facebook won't take gun ads now they're going up people's bank accounts the nr a
[02:26:46.200 --> 02:26:50.360]  i have to know has to go out of a credit card processing group in houston paying a higher
[02:26:50.360 --> 02:26:56.360]  percentage you know they have perfect credit so do i now when they took all of our banking away
[02:26:56.360 --> 02:27:02.760]  for no reason i had perfect corporate score that's the best you can get like a double double plus
[02:27:03.720 --> 02:27:07.960]  but they put a hate designation on the g2 and boston on me last year and took all our bank
[02:27:07.960 --> 02:27:13.800]  accounts away bank accounts i'd had for 20 years with perfect records that's the persecution
[02:27:13.800 --> 02:27:18.280]  that's the real discrimination against gun owners and nationalists and others and trump
[02:27:18.280 --> 02:27:24.040]  is sitting there letting it all happen and now he has avanca his daughter with google and rest of
[02:27:24.040 --> 02:27:28.600]  him wanting a social score with the devices in your house listening to you to report it back
[02:27:28.600 --> 02:27:34.200]  to darpa and take your guns if your heart rate's too high or you sound angry in some fake algorithm
[02:27:34.200 --> 02:27:41.560]  forget judges and juries we got big tech hooked in with the nsa it is the nsa and trump won't get
[02:27:41.560 --> 02:27:47.880]  control of it he's screwing the pooch i think i'm gonna get on a plane next week go bullhorn the
[02:27:47.880 --> 02:27:54.440]  white house maybe marlago because let me tell you something yeah trumps a lot better than hillary but
[02:27:54.440 --> 02:27:59.800]  it's like does somebody put 10 bullets in your head or five bullets in your head if trump won't act on
[02:27:59.800 --> 02:28:05.960]  this we're screwed now here's the deal the washington post lies a lot and they say trumps
[02:28:05.960 --> 02:28:11.720]  favorable and wants this they do that a lot to lie problem is i looked into evanca and trumps one
[02:28:11.720 --> 02:28:16.520]  trumps best friends that's heading this up and i found where they were talking 2017 about it
[02:28:16.520 --> 02:28:21.720]  and evanca was promoting it then so death and look i don't want to go after trumps little girl
[02:28:22.600 --> 02:28:26.360]  but you know what my family in this country and your family comes first and i'm not selling out
[02:28:26.360 --> 02:28:30.840]  to crap so i'm gonna tell president trump this you want me to move and try to get an impeachment
[02:28:30.840 --> 02:28:34.760]  going want the america people to turn against you you keep pushing these red flag laws and you try to
[02:28:34.760 --> 02:28:38.760]  make it digital with big tech doing it instead of defending us from big tech and defending yourself
[02:28:38.760 --> 02:28:47.480]  then you deserve to lose trump you deserve it we're gonna find out aren't we well they're right
[02:28:47.480 --> 02:28:55.240]  back on the other side with our special guest xnfl star larry johnson attention gcn self-reliance
[02:28:55.240 --> 02:28:59.880]  listeners if you've ever wanted an emergency solar survival backup system but we're waiting
[02:28:59.880 --> 02:29:04.760]  for prices too crazy to pass up this will be the most important message you'll ever hear bill hide
[02:29:04.760 --> 02:29:09.960]  here i want to tell you about a huge sale with historically low prices on our ppx microgrid system
[02:29:09.960 --> 02:29:14.520]  that's going to let you produce an endless supply of electricity off the grid the clearance price
[02:29:14.520 --> 02:29:19.000]  is a result of the historic flooding we're having here right on the east bank of the mississippi
[02:29:19.000 --> 02:29:23.720]  because of the flooding we've had to move a lot of our inventory to a temporary location and rather
[02:29:23.720 --> 02:29:27.800]  than move it back to the warehouse we thought we'd offer the system at a price that might seem
[02:29:27.800 --> 02:29:32.440]  unbelievable if you didn't know the floodwater's backstory so here's what you should do right now
[02:29:32.440 --> 02:29:39.800]  check out the ppx microgrid system at myownpowergrid.com that's myownpowergrid.com over a thousand
[02:29:39.800 --> 02:29:44.200]  dollars in great off the grid gear and a ton of bonuses too and the best part you're not going to
[02:29:44.200 --> 02:29:52.360]  pay 750 or 500 dollars 300 or even 200 go to myownpowergrid.com to learn more that's myownpowergrid.com
[02:29:54.360 --> 02:29:59.880]  supermail vitality is already in the top three of our best sellers for the six years we've had it
[02:29:59.880 --> 02:30:06.920]  it is a award-winning formula produced in utah by one of the top herbal companies in the nation
[02:30:06.920 --> 02:30:13.000]  that we've been private labeling it is cold pressed it takes at least three times the herbs
[02:30:13.000 --> 02:30:18.520]  that are wildcrafted and organic to be able to produce this it's not boiled it's not heated it's
[02:30:18.520 --> 02:30:25.640]  never been dried it's taken from fresh herbs that's why it's so strong that's why it's so
[02:30:25.640 --> 02:30:33.080]  effective for libido stamina and energy and i'm so excited about supermail vitality and carnivore
[02:30:33.080 --> 02:30:40.040]  30 that i'm offering you with every order of supermail vitality at 25 off a free bottle of
[02:30:40.040 --> 02:30:45.400]  carnivore digestive enzyme we're going to sell out of this very quickly but it's an offer so
[02:30:45.400 --> 02:30:52.200]  that you experience how amazing both these products are secure yours at infowarstore.com today
[02:30:52.200 --> 02:31:00.760]  rimfourslife.com there are only a few days left for you to get dna force plus at 50 off and get a
[02:31:00.760 --> 02:31:09.240]  free bottle of carnivore 90 for free that's 90 powerful enzyme capsules designed to help you
[02:31:09.240 --> 02:31:15.400]  digest and absorb protein and fat and to clean out your guts in a healthy way dna force plus
[02:31:15.400 --> 02:31:21.720]  is our flagship product and needs no introduction but carnivore is so amazing that i want to offer
[02:31:21.720 --> 02:31:27.240]  you a free bottle of it so you can experience how great it is we will be out of carnivore
[02:31:27.240 --> 02:31:31.800]  in just the next week or so at current sales levels i'm doing this because it's such an
[02:31:31.800 --> 02:31:37.160]  important product for people i want those of you on the fence to experience it like so many others
[02:31:37.160 --> 02:31:45.080]  have so again we are running this special as long as our stock of carnivore 90 is still here get your
[02:31:45.080 --> 02:31:52.360]  dna force plus 50 off right now at infowarstore.com rimfourslife.com and get a free bottle of carnivore
[02:31:52.360 --> 02:31:59.160]  90 with the daily wear and tear of the environment on our skin it's only natural that it starts to
[02:31:59.160 --> 02:32:05.960]  crack and take damage wind heat water and age are tell pale signs that it's time to start taking
[02:32:05.960 --> 02:32:12.520]  care of your skin with the info war super silver cream you can keep your skin feeling silky smooth
[02:32:12.520 --> 02:32:18.200]  and begin to heal the damages of the world around you created with ingredients like coconut oil
[02:32:18.200 --> 02:32:24.920]  vitamin e and the incredible silver salt formula info war silver cream with triple beauty supporting
[02:32:24.920 --> 02:32:31.400]  the beautifying and protecting of the skin in a fast non-greasy formula small and easily stored
[02:32:31.400 --> 02:32:36.360]  it can support dry and damaged skin to reduce fine lines and wrinkles while smoothing and
[02:32:36.360 --> 02:32:41.000]  softening calluses with none of the harmful ingredients found in other formulas you can
[02:32:41.000 --> 02:32:46.120]  be sure this silver cream is hard at work promoting the healing of your skin don't miss out on the
[02:32:46.120 --> 02:32:52.600]  new silver salt power can't miss formula get the info wars super silver cream today
[02:32:52.600 --> 02:33:08.520]  you're listening to the alex jones show
[02:33:08.520 --> 02:33:24.680]  well you can't turn on the news you can't read the curriculum at public schools or
[02:33:24.680 --> 02:33:29.560]  libraries without hearing about the sexualization of children whether it be homosexual or heterosexual
[02:33:30.120 --> 02:33:34.040]  it's going on they're busting all these drag queen story time people being convicted pedophiles
[02:33:34.040 --> 02:33:39.560]  now they have at public libraries books teaching six-year-olds how to have a man wants to
[02:33:40.120 --> 02:33:45.800]  have sex with you in a bathroom have sex with him this is nambla literally taking over the
[02:33:45.800 --> 02:33:51.240]  country in the world but regardless people have the right to have a straight pride parade well
[02:33:51.240 --> 02:33:56.600]  that got protested in boston because the very existence of its bad i don't hate anybody but i
[02:33:56.600 --> 02:34:01.880]  do not want to tune into the nfl and see a bunch of anti-gun stuff a bunch of anti-american stuff
[02:34:01.880 --> 02:34:06.680]  or a bunch of stuff about sex imagine if you tuned in and it was telling you about heterosexual
[02:34:06.680 --> 02:34:11.880]  sex and we're here to promote heterosexual sex and men and women having sex well you'd be like
[02:34:11.880 --> 02:34:19.640]  why is it about sex but if it's lgbtp it's great well larry a johnson on twitter at
[02:34:19.640 --> 02:34:25.160]  two larry johnson seven is a penn state standout former two-time pro bowler and pro team for the
[02:34:25.160 --> 02:34:28.680]  kansas city chiefs and many other teams won't go over his little great bio he now spends
[02:34:28.680 --> 02:34:33.400]  retirement raising his daughter and sits on the board of motivational ads and on profit that uses
[02:34:33.400 --> 02:34:39.560]  creative arts and music as therapy for young adults and the website is the motivational
[02:34:39.560 --> 02:34:44.200]  edge dot or g will put that up on screen for you for tb viewers and radio listeners will
[02:34:44.200 --> 02:34:50.280]  give up the url again in a moment but the media ran these headlines x nfl star larry johnson
[02:34:50.280 --> 02:34:56.200]  sounds awful supposed a feminine agenda in two sports leagues and then there's a bunch of other
[02:34:56.200 --> 02:35:00.600]  ones well here's the articles the national football league launches nfl pride with roger gadel
[02:35:00.600 --> 02:35:08.600]  and league staff nfl mlb to join nyc pride march for the first time nfl launches lgbt initiative
[02:35:08.600 --> 02:35:14.200]  nfl pride and i talked to people in hollywood who's the famous actor i forget his name i've
[02:35:14.200 --> 02:35:19.640]  met him he's an idiocracy talked about how it's like the gay mafia like men would grab his genitals
[02:35:20.200 --> 02:35:23.480]  and and and you know and and how that's something that goes on in los angeles i haven't been in
[02:35:23.480 --> 02:35:28.120]  many movies that happened to me a couple times i said i'm about to beat your ass what is this
[02:35:28.120 --> 02:35:30.520]  oh don't worry about it these producers and people
[02:35:33.080 --> 02:35:37.960]  you know put it on screen your mic's distorted yeah terry cruz that's terry cruz that's a
[02:35:37.960 --> 02:35:42.200]  he plays the president of theocracy a lot of stuff and you know he was all you'll be be a man suck
[02:35:42.200 --> 02:35:47.240]  it up take it well what happens to women it's a bad thing but why is it when there's this whole
[02:35:47.800 --> 02:35:51.880]  quote gay agenda by the left we're supposed to put up with it and again i don't hate anybody
[02:35:51.880 --> 02:35:56.120]  genuinely but i do see the agenda where you're not supposed to question it and so they acted
[02:35:56.120 --> 02:36:00.840]  like larry a johnson was crazy put out a few tweets about this so i thought we would have him
[02:36:00.840 --> 02:36:05.640]  here's actually hear what he had to say thanks for coming on with us thanks for having me on
[02:36:06.600 --> 02:36:10.440]  we'll start at the beginning why you're concerned what you've seen with the nfl why you're speaking
[02:36:10.440 --> 02:36:16.200]  out i'm speaking out because this the the league has changed drastically it's become
[02:36:16.200 --> 02:36:23.320]  overpassingly and we want to expect that they're doing this to save wear and tear of athletes but
[02:36:23.320 --> 02:36:28.360]  as you've seen in previous years they spent millions and millions of dollars to keep cte away
[02:36:28.360 --> 02:36:31.880]  from away from international football league football so it can't be because they care for the
[02:36:31.880 --> 02:36:38.600]  players and i think if you look at the commercials now on the exception of some guys like um uh jj
[02:36:38.600 --> 02:36:44.200]  why he is the man's man of the nfl there is no commercial that you will ever show or see him
[02:36:44.200 --> 02:36:50.040]  doing anything effeminate now when you got cam newton and you see the the flame boy away he dresses
[02:36:50.040 --> 02:36:55.720]  yeah yeah it may not he may not be gay but he's using his head of sexually to kind of real real
[02:36:55.720 --> 02:37:01.000]  aim guys to make it say all effeminate culture is cool there we can all we can all gravitate to it
[02:37:01.000 --> 02:37:06.120]  he had a commercial with him getting a hot tub uh a cold tub with a guy you have a racco with a
[02:37:06.120 --> 02:37:11.080]  tendency titan so i think he just recently retired he has a pink him and his team has pink aprons
