[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[2:05:41.700 --> 2:05:45.700]  That's 1-800-276-9601.
[2:05:45.700 --> 2:05:47.700]  Don't give your money to the state.
[2:05:47.700 --> 2:05:51.700]  Spray your plate and when the cameras flash, you'll save some cash.
[2:05:51.700 --> 2:05:53.700]  Our beloved Republic is on her knees.
[2:05:53.700 --> 2:05:57.700]  The forces of globalism are destroying national sovereignty worldwide.
[2:05:57.700 --> 2:05:59.700]  But in Liberty's darkest hour, there is hope.
[2:05:59.700 --> 2:06:02.700]  The first time in modern history, the people are beginning to wake up.
[2:06:02.700 --> 2:06:08.700]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order master plan.
[2:06:08.700 --> 2:06:12.700]  We have a short time frame to fully awaken and energize the people to meet this threat.
[2:06:12.700 --> 2:06:17.700]  In the Info War, prisonplanet.tv is a powerful weapon in the battle to regain our freedom.
[2:06:17.700 --> 2:06:21.700]  Prisonplanet.tv is a vault of forbidden information.
[2:06:21.700 --> 2:06:25.700]  All 18 of my documentary films can be downloaded or stream in super high quality,
[2:06:25.700 --> 2:06:28.700]  directly to your computer or iPhone and shared with others.
[2:06:28.700 --> 2:06:32.700]  Thousands of special video reports from tainted vaccines to martial law
[2:06:32.700 --> 2:06:36.700]  can be found in this online video library, by weekly news television broadcast,
[2:06:36.700 --> 2:06:39.700]  thousands of exclusive audio interviews and so much more.
[2:06:39.700 --> 2:06:42.700]  The Info War is waiting for you to set it free.
[2:06:42.700 --> 2:06:44.700]  Join prisonplanet.tv.
[2:06:44.700 --> 2:06:48.700]  Burn the info bombs to disk, put them on the file sharing networks,
[2:06:48.700 --> 2:06:50.700]  bring down the New World Order.
[2:06:50.700 --> 2:06:52.700]  Prisonplanet.tv.
[2:06:52.700 --> 2:06:57.700]  With food prices soaring to all time highs, as the dollar continues to fall in value,
[2:06:57.700 --> 2:07:02.700]  what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[2:07:02.700 --> 2:07:04.700]  Garden in a can.
[2:07:04.700 --> 2:07:08.700]  Garden in a can is your source for premium long-term storable seeds.
[2:07:08.700 --> 2:07:10.700]  Garden in a can is ready when you are.
[2:07:10.700 --> 2:07:13.700]  Plant them now or store them for when you really need them.
[2:07:13.700 --> 2:07:17.700]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds,
[2:07:17.700 --> 2:07:22.700]  along with detailed planting instructions sealed in a can for ultimate long-term protection.
[2:07:22.700 --> 2:07:24.700]  Garden in a can.
[2:07:24.700 --> 2:07:27.700]  It's that simple, fresh, healthy, easy.
[2:07:27.700 --> 2:07:33.700]  Only $69.95 for over a half acre of safe fresh vegetables, ready when you are.
[2:07:33.700 --> 2:07:37.700]  Stop procrastinating and start preparing with Garden in a Can.
[2:07:37.700 --> 2:07:41.700]  For more details visit Gardeninacan.com today.
[2:07:41.700 --> 2:07:52.700]  That's Gardeninacan.com or call 866-598-7396-866-598-7396.
[2:07:52.700 --> 2:07:57.700]  The Genesis Communications Radio Network proudly presents The Alex Jones Show
[2:07:57.700 --> 2:08:03.700]  because there's a war on for your mind.
[2:08:03.700 --> 2:08:06.700]  I briefly just want to make it clear.
[2:08:06.700 --> 2:08:13.700]  Foreign banks in their own documents that we've posted and written about and had guests on covering,
[2:08:13.700 --> 2:08:17.700]  like the former chief economist of the World Bank,
[2:08:17.700 --> 2:08:20.700]  come in and destroy economies by design.
[2:08:20.700 --> 2:08:23.700]  As things begin falling apart, they come in and tell the government,
[2:08:23.700 --> 2:08:28.700]  give us unlimited power if they didn't already have it.
[2:08:28.700 --> 2:08:30.700]  And we will fix the financial situation.
[2:08:30.700 --> 2:08:35.700]  They then completely destroy the nation down to pennies on the dollar
[2:08:35.700 --> 2:08:38.700]  and they steal all the pension funds.
[2:08:38.700 --> 2:08:43.700]  And then the IMF and World Bank put in private intelligence groups
[2:08:43.700 --> 2:08:46.700]  and sometimes use CIA and others.
[2:08:46.700 --> 2:08:50.700]  This is mainstream news now to monitor the public.
[2:08:50.700 --> 2:08:54.700]  The public won't riot over having their pension funds taken.
[2:08:54.700 --> 2:08:58.700]  By then they've already privatized the water and the roads
[2:08:58.700 --> 2:09:02.700]  and they slap up toll roads overnight or they just shut roads.
[2:09:02.700 --> 2:09:06.700]  They triple or quadruple the price of water and natural gas
[2:09:06.700 --> 2:09:10.700]  and then they sit back and watch the riots start.
[2:09:10.700 --> 2:09:14.700]  And then once the riots start, the people feel real good burning and stealing
[2:09:14.700 --> 2:09:18.700]  and attacking for a few weeks or even months.
[2:09:18.700 --> 2:09:21.700]  Then everybody's demoralized, everything's destroyed,
[2:09:21.700 --> 2:09:25.700]  then they come in and even hammer the depression harder
[2:09:25.700 --> 2:09:29.700]  and then put in a new puppet government who always blames the last government
[2:09:29.700 --> 2:09:33.700]  and says it's your fault for rioting that you screwed everything up
[2:09:33.700 --> 2:09:35.700]  and they call that the IMF riot.
[2:09:35.700 --> 2:09:39.700]  Now, I've been talking about this since 2002, since I learned about it.
[2:09:39.700 --> 2:09:42.700]  I mean, I learned in history, even in college,
[2:09:42.700 --> 2:09:45.700]  how the Marines would be sent into third world countries
[2:09:45.700 --> 2:09:51.700]  and the U.S. would do the same thing there that they've done in modern times.
[2:09:51.700 --> 2:09:55.700]  And then Smedley Butler talked about how he was a bag man for the bankers.
[2:09:55.700 --> 2:09:58.700]  You know, two times Congressional Medal of Honor winner.
[2:09:58.700 --> 2:10:00.700]  He was about to be Marine Corps Commandant,
[2:10:00.700 --> 2:10:04.700]  the most highly decorated Marine in Marine Corps history.
[2:10:04.700 --> 2:10:07.700]  I'm sure the Marines will urinate all over him and call him evil
[2:10:07.700 --> 2:10:10.700]  and call him a terrorist trader because he isn't for destroying America now
[2:10:10.700 --> 2:10:13.700]  because they're a bunch, you know, certainly the leadership
[2:10:13.700 --> 2:10:16.700]  and those that I've talked to, a lot of Marines are good and hate it.
[2:10:16.700 --> 2:10:18.700]  A lot of them love it. I mean, they love this evil.
[2:10:18.700 --> 2:10:21.700]  They're on the website with their own handles on Info Wars,
[2:10:21.700 --> 2:10:23.700]  link back to their Myspace, you know, saying,
[2:10:23.700 --> 2:10:26.700]  I want to kick your teeth in, I can't wait to kill you.
[2:10:26.700 --> 2:10:28.700]  And you think it's a joke and you go to their Myspace
[2:10:28.700 --> 2:10:31.700]  and they're in their uniform. They want to kill Americans.
[2:10:31.700 --> 2:10:34.700]  I mean, they're just, it's just total evil is taking over them.
[2:10:34.700 --> 2:10:38.700]  I mean, they're total killers past the point of what they were 20, 30 years ago.
[2:10:38.700 --> 2:10:40.700]  Now, a lot of them are upset about what's happening.
[2:10:40.700 --> 2:10:42.700]  But to make a long story short here,
[2:10:42.700 --> 2:10:47.700]  Smedley Butler went along with all this
[2:10:47.700 --> 2:10:50.700]  and then they finally approached him and said,
[2:10:50.700 --> 2:10:54.700]  we're going to make you basically military dictator over the military
[2:10:54.700 --> 2:10:57.700]  under Prescott Bush in the Haramans.
[2:10:57.700 --> 2:10:59.700]  And we want you to overthrow the United States.
[2:10:59.700 --> 2:11:02.700]  We've got a secret program with police chiefs that want to work with you
[2:11:02.700 --> 2:11:10.700]  and the army. We want you to lead a group of 500,000 men with the army.
[2:11:10.700 --> 2:11:12.700]  Most of them are police and former military.
[2:11:12.700 --> 2:11:13.700]  We've got a network.
[2:11:13.700 --> 2:11:17.700]  We're going to overthrow the U.S. and set up a fascist dictatorship.
[2:11:17.700 --> 2:11:21.700]  And you're going to be like Heinrich Himmler.
[2:11:21.700 --> 2:11:23.700]  And he said, oh, yeah, I like that plan.
[2:11:23.700 --> 2:11:26.700]  And he went and went to their meetings and was given all the documents.
[2:11:26.700 --> 2:11:29.700]  And then he went and blew the whistle and they got arrested.
[2:11:29.700 --> 2:11:30.700]  Some of them did.
[2:11:30.700 --> 2:11:31.700]  Some of them were too powerful to arrest.
[2:11:31.700 --> 2:11:33.700]  So they just couldn't bring it out in the media.
[2:11:33.700 --> 2:11:37.700]  And they congressional hearings in the late 40s, early 50s, McCormick-Dickstein committee.
[2:11:37.700 --> 2:11:39.700]  I have some of that in my film in-game.
[2:11:39.700 --> 2:11:42.700]  The point is they always use the Marines.
[2:11:42.700 --> 2:11:43.700]  That's what the Marines do.
[2:11:43.700 --> 2:11:48.700]  They take over countries and they take over third world nations.
[2:11:48.700 --> 2:11:49.700]  They're a pocket army.
[2:11:49.700 --> 2:11:55.700]  They're a rapid reaction, shop trips, and that's their use.
[2:11:55.700 --> 2:11:58.700]  Now, I'm not attacking John Paul Jones and the revolutionary forefathers.
[2:11:58.700 --> 2:12:03.700]  I'm not attacking the Marine Corps and going down to Mexico and kicking the butt of, you know,
[2:12:03.700 --> 2:12:08.700]  their leadership down there from the halls of Montezuma to the shores of Tripoli.
[2:12:08.700 --> 2:12:13.700]  But there's no doubt since the 30s, it has been total new world order.
[2:12:13.700 --> 2:12:16.700]  And Smedley Butler wrote a book about it war as a racket.
[2:12:16.700 --> 2:12:20.700]  And so they're going to implode the economy by design, as I've been telling you for a decade,
[2:12:20.700 --> 2:12:23.700]  and then bring in troops as the quote saviors.
[2:12:23.700 --> 2:12:25.700]  This is all a setup.
[2:12:25.700 --> 2:12:32.700]  And the troops are destroying their own futures.
[2:12:32.700 --> 2:12:38.700]  By the way, we've gotten the press release from the chips in California, the Highway Patrol,
[2:12:38.700 --> 2:12:40.700]  that they are using Marines at checkpoints.
[2:12:40.700 --> 2:12:44.700]  And we have the later press release denying it.
[2:12:44.700 --> 2:12:47.700]  And then they lied and the Marines were on the streets.
[2:12:47.700 --> 2:12:59.700]  There's a thousand dollar reward for footage of Marines at checkpoints anywhere in the United States.
[2:12:59.700 --> 2:13:03.700]  And then if I get a bunch of video from different people, the next best will get 500
[2:13:03.700 --> 2:13:05.700]  and then the next five winners will get 500 apiece.
[2:13:05.700 --> 2:13:06.700]  I'd love to give you more.
[2:13:06.700 --> 2:13:09.700]  I just don't have the money.
[2:13:09.700 --> 2:13:14.700]  And even when we get the footage and even when we get local newscasts, the public will still say there's no Marines.
[2:13:14.700 --> 2:13:19.700]  As the Marines take their guns out of their homes, they will say there are no Marines.
[2:13:19.700 --> 2:13:25.700]  As their child dies of cancer from the GMO crops, they will say there is no GMO, there is no cancer.
[2:13:25.700 --> 2:13:30.700]  I mean, it's just a nation of jellyfish that have allowed this to happen.
[2:13:30.700 --> 2:13:32.700]  All right, I've said enough on that front.
[2:13:32.700 --> 2:13:35.700]  Let's shift gears into internet censorship.
[2:13:35.700 --> 2:13:37.700]  This is out of the Wall Street Journal today.
[2:13:37.700 --> 2:13:39.700]  Google wants its own fast track on the web.
[2:13:39.700 --> 2:13:46.700]  Then you read the article and admits that it's going to shut down the old web and it'll crawl if it even works.
[2:13:46.700 --> 2:13:48.700]  No more net neutrality.
[2:13:48.700 --> 2:13:54.700]  The old web is being allowed to fall apart and die, as Internet2 said six years ago, the big international consortium.
[2:13:54.700 --> 2:14:05.700]  And then Google and a handful of other big IT giants, they will be the web of the future with only a few thousand mainstream news websites and video sites.
[2:14:05.700 --> 2:14:08.700]  Then you say, well, I'll just go on YouTube and Google and upload my stuff there.
[2:14:08.700 --> 2:14:16.700]  No, Google has now announced Friday, the register reported on it out of England, that they are going to censor whatever they want, whenever they want.
[2:14:16.700 --> 2:14:20.700]  And they are now going to hand select who gets to be in the search rankings.
[2:14:20.700 --> 2:14:24.700]  And you're basically going to have to pay them to be in their search rankings.
[2:14:24.700 --> 2:14:29.700]  And I've suddenly noticed, because I'm always studying it, suddenly most of my stuff is gone.
[2:14:29.700 --> 2:14:39.700]  Most of my videos, most of the articles, articles I've written that we've published years ago, six months ago, before they'd be top of the web, top of Google,
[2:14:39.700 --> 2:14:44.700]  because whatever gets the most hits goes to the top under the fair system they had that made them number one.
[2:14:44.700 --> 2:14:45.700]  Not anymore.
[2:14:45.700 --> 2:14:47.700]  They've knocked us out everywhere.
[2:14:47.700 --> 2:14:51.700]  Now we're still growing despite that, but we're not reaching as many new people.
[2:14:51.700 --> 2:14:58.700]  That's why you've got to go to other websites, chat rooms, MySpace, YouTube, Google, and hundreds of others while you still can.
[2:14:58.700 --> 2:15:00.700]  It's now happening.
[2:15:00.700 --> 2:15:13.700]  The taxing of the web, the regulating cable companies not letting you visit most sites, Australia headline, passing Chinese style internet censorship, it's all happening.
[2:15:13.700 --> 2:15:15.700]  And it's all in the Wall Street Journal today.
[2:15:15.700 --> 2:15:20.700]  They go on and admit this will shut down the web and this is Obama's upgrade of the web.
[2:15:20.700 --> 2:15:25.700]  As I told you a week ago when he announced it, I said, that's internet too.
[2:15:25.700 --> 2:15:29.700]  And here it is, it is internet too. This is it.
[2:15:29.700 --> 2:15:31.700]  This is it boys.
[2:15:31.700 --> 2:15:33.700]  So we better use it while we've got it.
[2:15:33.700 --> 2:15:39.700]  We need to fight for the web, fight for its freedom, fight for its openness now like we're going to lose it.
[2:15:39.700 --> 2:15:44.700]  But we need to fight like we're going to lose it because we are going to lose it.
[2:15:44.700 --> 2:15:49.700]  If we raise enough hue and cry, if we expose what they're doing, we may be able to back them off.
[2:15:49.700 --> 2:15:57.700]  But living in denial about the fact that they're trying this is what's going to let them succeed.
[2:15:57.700 --> 2:16:06.700]  And we need to reach out to people with the basic information about the New World Order and how it really operates as if they are going to be successful.
[2:16:06.700 --> 2:16:08.700]  So hope for the best, prepare for the worst.
[2:16:08.700 --> 2:16:12.700]  Reach as many people as you can like the web is not going to be there in six months a year, maybe even sooner.
[2:16:12.700 --> 2:16:14.700]  The web as you know it.
[2:16:14.700 --> 2:16:18.700]  It'll just be a few thousand mainline sites, all heavily censored.
[2:16:18.700 --> 2:16:20.700]  It was a perfect storm coming together to do this.
[2:16:20.700 --> 2:16:23.700]  The newspapers are dying, the TV is imploding.
[2:16:23.700 --> 2:16:25.700]  People don't trust them anymore.
[2:16:25.700 --> 2:16:30.700]  The alternative blogs are blowing them out of the water.
[2:16:30.700 --> 2:16:32.700]  So they're panicking.
[2:16:32.700 --> 2:16:35.700]  Somebody like Nuff Respect, that's his handle.
[2:16:35.700 --> 2:16:39.700]  He can make a video that five million people watch in a year.
[2:16:39.700 --> 2:16:42.700]  A five minute video that took him a few hours to make.
[2:16:42.700 --> 2:16:44.700]  John Watkins from Cardiff.
[2:16:44.700 --> 2:16:49.700]  John, thanks for holding on. I went into that basic rant. It's just so much is going on.
[2:16:49.700 --> 2:16:51.700]  So much is unfolding right now.
[2:16:51.700 --> 2:16:53.700]  What's your battle plan?
[2:16:53.700 --> 2:16:57.700]  I mean, what's your ideas of ways to counter this?
[2:16:57.700 --> 2:16:59.700]  Hi, hi, Alex. Thanks for having me on.
[2:16:59.700 --> 2:17:04.700]  Yeah, well, with this censorship, I mean, it's just 70 on the joke now.
[2:17:04.700 --> 2:17:11.700]  I mean, I've spoken to so many people just in this last week who told me so many different stories about how they've been censored.
[2:17:11.700 --> 2:17:17.700]  You know, all the different ways that, you know, Google is now trying to restrict people, you know, free speech.
[2:17:17.700 --> 2:17:26.700]  But, you know, one of the things I think, you know, I encourage every YouTube user to take part in this boycott that we're organizing for this Friday,
[2:17:26.700 --> 2:17:29.700]  you know, so that we can send a clear message to YouTube.
[2:17:29.700 --> 2:17:35.700]  Because, you know, we have to accept that they are a company and, you know, they're obviously motivated by money.
[2:17:35.700 --> 2:17:48.700]  So, you know, there's only so much that we can do, but we can at least get a message out to them, you know, just to let them know that we're not happy about all these different changes that they're implementing on YouTube now.
[2:17:48.700 --> 2:17:59.700]  And, you know, I'm not saying that this blackout on this coming Friday is necessarily going to, you know, make Google change their minds about all these different new policies that they brought in.
[2:17:59.700 --> 2:18:09.700]  But I think that at the very least it will get Google to seriously reconsider, you know, what they're doing at the moment and reconsider any...
[2:18:09.700 --> 2:18:15.700]  Well, it's the beginning of an idea and introduces to people that we better have an alternative to Google on YouTube.
[2:18:15.700 --> 2:18:21.700]  We educate people that they're censoring and restricting and cheating the hit counts to keep us off the front page.
[2:18:21.700 --> 2:18:30.700]  And I'm going to ask the Alex Jones channel guy to have our channel go black for that day, shut our videos down for that day.
[2:18:30.700 --> 2:18:35.700]  You know, if you shut your videos down for that day, that is really...
[2:18:35.700 --> 2:18:41.700]  And if everybody else does that and doesn't visit YouTube Friday, that will send them a strong message.
[2:18:41.700 --> 2:18:51.700]  Well, that's right. You know, if enough of us do this, then obviously they won't be able to ignore it. You know, they obviously already know because there's so many people who've uploaded videos this week.
[2:18:51.700 --> 2:18:56.700]  But it's not so much about even letting them know. It's about everybody else wondering what we're talking about.
[2:18:56.700 --> 2:18:58.700]  I mean, it's a huge event. It's very important.
[2:18:58.700 --> 2:19:01.700]  Well, that's right. I mean, we've got to take action now.
[2:19:01.700 --> 2:19:11.700]  And as I say, the simplest form of action is simply just to boycott Google's products completely and, you know, obviously refrain from using YouTube for at least one day.
[2:19:11.700 --> 2:19:16.700]  And I think most people can manage that. You know, I personally won't be using YouTube for probably a week.
[2:19:16.700 --> 2:19:20.700]  You know, from the 19th of December, I probably won't use it again right up until the end of December.
[2:19:20.700 --> 2:19:29.700]  You know, and I've already stopped using Google products completely now because, you know, I'm just so annoyed by the fact that they're refusing to listen to us.
[2:19:29.700 --> 2:19:34.700]  We need to start moving now. Well, they're about to be given a government monopoly over Internet too.
[2:19:34.700 --> 2:19:40.700]  So that's, you know, don't be evil. They were set up by the CIA. We have the documents. It's always been a front.
[2:19:40.700 --> 2:19:45.700]  It's meant to make you think it's the alternative, but it's allowed to break all the rules on the web, do whatever it wants.
[2:19:45.700 --> 2:19:51.700]  They are the beast. They've moved in with NASA. We'll be right back. Stay there. We're talking enough respect.
[2:19:51.700 --> 2:19:57.700]  The holiday season is here again. A time to appreciate our friends and family and the many blessings we have.
[2:19:57.700 --> 2:20:00.700]  It's also time to find unique gift ideas for those we love.
[2:20:00.700 --> 2:20:03.700]  This year, why not give a gift that saves your loved ones money?
[2:20:03.700 --> 2:20:08.700]  A two ounce bottle of fuel conditioner from FuelSaver Technologies makes a great stocking stuffer.
[2:20:08.700 --> 2:20:10.700]  It's also an inexpensive and thoughtful present.
[2:20:10.700 --> 2:20:17.700]  A small squeeze of our product in the gas tank improves combustion, boosting fuel economy 10 to 20% or more.
[2:20:17.700 --> 2:20:25.700]  Completely safe for all engines. Our fuel additive also reduces emissions, maintenance costs, and reduces the friction of engine moving parts.
[2:20:25.700 --> 2:20:29.700]  Each little bottle treats 100 gallons of gasoline or 50 gallons of diesel.
[2:20:29.700 --> 2:20:37.700]  With a case of 16 or 32 bottles, you'll have plenty to give as gifts and the cost is only $6 per bottle with free shipping.
[2:20:37.700 --> 2:20:45.700]  Call us toll free 866-768-7811 or go online at FuelSaverINC.com.
[2:20:45.700 --> 2:20:51.700]  That's 866-768-7811, a unique gift that saves everyone money.
[2:20:51.700 --> 2:20:57.700]  Jim Newcomer from Midas Resources, December 15, 2008. Gold opened this morning at $828.80.
[2:20:57.700 --> 2:21:04.700]  A one ounce gold coin can be purchased for $853.54, $426.77 for the half ounce, and $213.38 for quarter ounce.
[2:21:04.700 --> 2:21:09.700]  That's $853.54, $426.77, and $213.38.
[2:21:09.700 --> 2:21:12.700]  The Chinese government has begun a campaign of economic threats against the U.S.
[2:21:12.700 --> 2:21:15.700]  hinting liquidation of its vast holdings of U.S. Treasuries,
[2:21:15.700 --> 2:21:19.700]  responding to Washington's trade sanctions, forcing the Yan Revolution.
[2:21:19.700 --> 2:21:23.700]  The Communist Party bodies are warning that Beijing may use its 1.33 trillion reserves
[2:21:23.700 --> 2:21:28.700]  as a political weapon causing bond yields to spike, hammering the U.S. housing market
[2:21:28.700 --> 2:21:30.700]  and throwing the economy into a recession.
[2:21:30.700 --> 2:21:34.700]  Russia, Switzerland, and several other countries have reduced their holdings due to this threat.
[2:21:34.700 --> 2:21:37.700]  Economist Ambrose Evans Pritchard published the report,
[2:21:37.700 --> 2:21:40.700]  China Threatens Nuclear Option of Dollar Sales.
[2:21:40.700 --> 2:21:43.700]  Call for the report today, 800-686-2237.
[2:21:43.700 --> 2:21:46.700]  The value of your hard earned money is being lost in the global game of chess.
[2:21:46.700 --> 2:21:51.700]  Call 800-686-2237. That's 800-686-2237.
[2:21:51.700 --> 2:21:55.700]  A day unlike any other in the long course of American history,
[2:21:55.700 --> 2:21:58.700]  a terrorist act of war against this country.
[2:21:58.700 --> 2:22:01.700]  The enemy struck America on September 11th.
[2:22:01.700 --> 2:22:02.700]  But who is the enemy?
[2:22:02.700 --> 2:22:03.700]  Bin Laden.
[2:22:03.700 --> 2:22:04.700]  This is his MO.
[2:22:04.700 --> 2:22:07.700]  We have to look to the Middle East. We have to look to Osama Bin Laden.
[2:22:07.700 --> 2:22:15.700]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[2:22:15.700 --> 2:22:21.700]  Some US investigators believe that there are Israelis again very much engaged in spying in and on the US.
[2:22:21.700 --> 2:22:25.700]  I'm aware that some Israeli citizens have been detained.
[2:22:25.700 --> 2:22:29.700]  Bin Laden's connections to the CIA, the hijackers ties to the FBI,
[2:22:29.700 --> 2:22:32.700]  the Saudi Arabian connection, the Israeli intelligence network,
[2:22:32.700 --> 2:22:35.700]  warnings in war games, the shadow government, and much, much more.
[2:22:35.700 --> 2:22:39.700]  Fabled Enemies. Get the DVD at infowars.com.
[2:22:39.700 --> 2:22:44.700]  Forsee it in super high quality, along with hundreds of other titles at prisonplanet.tv.
[2:22:44.700 --> 2:22:48.700]  Either you are with us, or you are with the terrorists.
[2:22:52.700 --> 2:22:56.700]  Santa. Christmas Eve and you haven't left yet?
[2:22:56.700 --> 2:23:01.700]  Ho, ho, ho, ho, ho. No. I can't find my keys.
[2:23:01.700 --> 2:23:07.700]  Here's the perfect gift. Our patented Find One, Find All keyfinder, or FOFA XD for short.
[2:23:07.700 --> 2:23:10.700]  Once a FOFA keyfinder is attached to each of those easy to lose things,
[2:23:10.700 --> 2:23:14.700]  it can find and be found by all the rest. Use your wallet to find your keys,
[2:23:14.700 --> 2:23:18.700]  your keys to find the remote control, or any of them to find an uncharged or muted cell phone.
[2:23:18.700 --> 2:23:22.700]  FOFA goes through walls, cushions and laundry baskets up to 30 feet,
[2:23:22.700 --> 2:23:28.700]  and projects a loud 90 plus decibel beep. And new for Christmas, there's even a FOFA just for eyeglasses.
[2:23:28.700 --> 2:23:32.700]  Where did I put my glasses, Mrs. Claus? Oh, here they are.
[2:23:32.700 --> 2:23:36.700]  Luckily, Rudolph's nose isn't the only thing that flashes.
[2:23:36.700 --> 2:23:40.700]  Order your FOFA today with batteries included along with a 30-day money-back guarantee.
[2:23:40.700 --> 2:23:45.700]  Call 866-245-8670. That's 866-245-8670.
[2:23:45.700 --> 2:23:50.700]  Or buy online at FindOneFindAll.com. Again, that's FindOneFindAll.com.
[2:23:57.700 --> 2:24:03.700]  Denial is letting all of this happen. Denial about the troops, denial about the banks,
[2:24:03.700 --> 2:24:08.700]  denial about the corrupt government. It's on TV and radio and print telling us how good they are,
[2:24:08.700 --> 2:24:14.700]  how much they love us, and their pack of criminals and dirtbag parasites.
[2:24:14.700 --> 2:24:20.700]  You need to get angry, folks, because once tyranny happens, it just takes everything.
[2:24:20.700 --> 2:24:23.700]  It just destroys everything. And now we're getting deep into it.
[2:24:23.700 --> 2:24:27.700]  Now we're getting down the line, the FEMA camps, the troops, all of it.
[2:24:27.700 --> 2:24:32.700]  And to do that, they've got to shut down the web, but they've got to have the cattle still think everything's okay.
[2:24:32.700 --> 2:24:37.700]  So they're going to advertise, oh, the evil, bad, dirty web that wasn't safe for your kids.
[2:24:37.700 --> 2:24:42.700]  It's now been shut down. And if you try to get on it, maybe you can if you're a techie expert.
[2:24:42.700 --> 2:24:47.700]  But for everybody else, there's the new Google, the Google that runs the whole backbone.
[2:24:47.700 --> 2:24:53.700]  And so it's important to start using some of the other search engines that are out there.
[2:24:53.700 --> 2:24:59.700]  It's important to start using... I've kicked Google ads off of Info Wars and Prison Planet,
[2:24:59.700 --> 2:25:03.700]  and then one of my people, I saw Google back up there, and they go, oh, it must have been an old template.
[2:25:03.700 --> 2:25:08.700]  Anybody in my office, this is the message right now, if I see Google ads back up, you're fired.
[2:25:08.700 --> 2:25:13.700]  Okay, just get that part straight right there. I'm having nothing to do with them.
[2:25:13.700 --> 2:25:17.700]  Okay, I have to do that now. People don't listen to me.
[2:25:17.700 --> 2:25:23.700]  Okay, going back to John Watkins. John, this is a short segment.
[2:25:23.700 --> 2:25:27.700]  Again, you run the channel, and I respect on YouTube with tens of millions of views.
[2:25:27.700 --> 2:25:31.700]  They've been censoring you in a cocktail of different ways.
[2:25:31.700 --> 2:25:35.700]  Where do you see all this going in this fight?
[2:25:35.700 --> 2:25:39.700]  Well, it's pretty worrying, really, because if this carries on the way it's going,
[2:25:39.700 --> 2:25:46.700]  within only a couple of years, I can imagine that Google will own just about every service available on the net,
[2:25:46.700 --> 2:25:48.700]  because that seems to be the way it's going.
[2:25:48.700 --> 2:25:54.700]  Google seems to be trying to monopolize just about every internet service available,
[2:25:54.700 --> 2:25:58.700]  including videos, emails, search engines, web browsers.
[2:25:58.700 --> 2:26:00.700]  And they're being allowed to.
[2:26:00.700 --> 2:26:03.700]  That's right. No one seems to be really that bothered about it.
[2:26:03.700 --> 2:26:10.700]  That's the key. I mean, they'll shut down some small business and say that it's a trust when it's not,
[2:26:10.700 --> 2:26:13.700]  but then Google truly is setting one up.
[2:26:13.700 --> 2:26:16.700]  Well, this is it.
[2:26:16.700 --> 2:26:23.700]  Well, what tends to happen is the pattern I see is that whenever Google has a competitor that is extremely popular like YouTube was,
[2:26:23.700 --> 2:26:28.700]  Google will simply just buy it out, just like they're doing with Yahoo now.
[2:26:28.700 --> 2:26:32.700]  I heard the other day that they're trying to buy out Yahoo.
[2:26:32.700 --> 2:26:39.700]  So it seems like they're basically restricting our freedom of choice, as well as censoring our freedom.
[2:26:39.700 --> 2:26:43.700]  And the key is they're working with the government to restrict and shut people down.
[2:26:43.700 --> 2:26:48.700]  And again, I'll just tell everybody right now, this is a big deal, because that's how we reach a lot of new people.
[2:26:48.700 --> 2:26:51.700]  You don't find my stuff in the search engines like you did before.
[2:26:51.700 --> 2:26:53.700]  They're going in and removing it.
[2:26:53.700 --> 2:27:02.700]  I can put in whole headlines, whole headlines of articles we've written, John, that got, you know, I mean, back when the British bomb themselves,
[2:27:02.700 --> 2:27:09.700]  the British government on 777, if you typed in London bombing, it was number one on the search engine.
[2:27:09.700 --> 2:27:13.700]  But now we put in our headlines, it's not there.
[2:27:13.700 --> 2:27:16.700]  It's not that it's moved down the rankings, it's gone.
[2:27:16.700 --> 2:27:24.700]  Well, this is it, and I can actually remember that, because when the London bombings occurred, you know, just like many other people,
[2:27:24.700 --> 2:27:30.700]  I went on the Internet and I was searching for information about it, and when you typed London bombings into Google,
[2:27:30.700 --> 2:27:36.700]  it was the whole search result on that first page with all prison, planets, and info wars links.
[2:27:36.700 --> 2:27:40.700]  Then after a while, what they did was get rid of the descriptions underneath those links.
[2:27:40.700 --> 2:27:43.700]  All you had was just the link itself and no description underneath it.
[2:27:43.700 --> 2:27:47.700]  And now I see that a lot of those links are disappearing completely now.
[2:27:47.700 --> 2:27:59.700]  So, you know, obviously there is an agenda in place to restrict this information, you know, and, you know, they're restricting our ability to get information out there to people.
[2:27:59.700 --> 2:28:02.700]  And, you know, it's quite worrying, really.
[2:28:02.700 --> 2:28:09.700]  Well, I put in the exact headline from the Bay Fest in Alabama where they had troops searching three-year-old children training them how to be slaves.
[2:28:09.700 --> 2:28:13.700]  And I put in the exact headline that wouldn't come up, but then I went to my site and found it.
[2:28:13.700 --> 2:28:18.700]  I mean, they are literally censoring exact headlines now.
