[00:00:00.689 --> 00:00:02.990]  Ohhhhhhhhhh
[00:57:20.222 --> 00:57:21.583]  One day, two day.
[00:57:21.583 --> 00:57:23.265]  InfoWarsStore.com.
[00:57:23.265 --> 00:57:24.966]  Biggest sales of the year right now.
[00:57:24.966 --> 00:57:25.827]  Storewide free shipping.
[00:57:25.827 --> 00:57:26.748]  Double Patriot points.
[00:57:26.748 --> 00:57:30.811]  50 to 75% off all these great products.
[00:57:30.811 --> 00:57:33.994]  A lot of them are about to be out of stock, so take advantage of this.
[00:57:33.994 --> 00:57:40.880]  And you can also put in the comment section that it's a gift and send it to the address of friends and family and not fight the crowds and fund this operation.
[00:57:40.880 --> 00:57:43.022]  InfoWarsStore.com.
[00:57:43.022 --> 00:57:44.123]  We'll be back with the second hour.
[00:57:44.123 --> 00:57:44.624]  Please stay with us.
[00:57:48.405 --> 00:57:55.254]  At current sales rates, we're going to sell out of Real Red Pill and Real Red Pill Plus by the end of the year.
[00:57:55.254 --> 00:58:06.509]  But despite that, I'm still offering it at 65% off for those of you that have never experienced what is in the Real Red Pill and in the Real Red Pill Plus.
[00:58:07.069 --> 00:58:12.535]  There is no one formula that you're going to find out there that is more game-changing.
[00:58:12.535 --> 00:58:14.998]  It's 65% off right now.
[00:58:14.998 --> 00:58:21.045]  That's very close to cost with a free bottle of our best-selling BioTrue Selenium for the mustard seed.
[00:58:21.045 --> 00:58:21.886]  These two formulas
[00:58:21.886 --> 00:58:22.186]  Thank you.
[00:58:48.956 --> 00:58:53.765]  I'm here to give the listeners and viewers a project report in the next 60 seconds.
[00:58:53.765 --> 00:58:55.588]  And here's the bottom line.
[00:58:55.588 --> 00:58:57.031]  I'm not playing around.
[00:58:57.031 --> 00:58:58.473]  I'm not screwing around.
[00:58:58.473 --> 00:59:00.016]  I'm not joking, and neither are you.
[00:59:01.443 --> 00:59:16.753]  InfoWars and this operation we built together has delivered for America, has delivered for our children and the unborn, has delivered in the face of toxic fluoride and the GMOs and the deadly vaccine depopulation operation.
[00:59:16.753 --> 00:59:19.575]  What we're doing is beyond critical.
[00:59:19.575 --> 00:59:20.796]  And do you hear the key word?
[00:59:20.796 --> 00:59:25.219]  What we are doing is beyond critical.
[00:59:26.059 --> 00:59:40.162]  So, this is the time, with the biggest sales ever, during Christmas, at InfoWarsTore.com, to get in there and buy these products that you already need, that I need the funding for, to get this operation to the next level.
[00:59:40.162 --> 00:59:41.682]  I need the money.
[00:59:41.682 --> 00:59:43.902]  I need to be able to fight the globalists.
[00:59:43.902 --> 00:59:45.022]  I need you.
[00:59:45.022 --> 00:59:46.003]  You need these products.
[00:59:46.003 --> 00:59:51.143]  Get them at InfoWarsTore.com.
[00:59:51.143 --> 00:59:53.764]  You're listening to the Alex Jones Show.
[01:00:03.937 --> 01:00:13.720]  I'm always thanking the listeners, the viewers, for supporting us and keeping us on air.
[01:00:13.720 --> 01:00:16.541]  Because we're all in this together.
[01:00:16.541 --> 01:00:21.923]  But, you know, somebody we don't thank enough is not just God, obviously.
[01:00:21.923 --> 01:00:22.943]  God's the reason for everything.
[01:00:26.018 --> 01:00:28.060]  The maker.
[01:00:28.060 --> 01:00:46.635]  But our ancestors and our folks and the people that believed in freedom and justice and that carved it out of really barbarous times so that we could be here today and have free speech enshrined and have the Second Amendment enshrined.
[01:00:46.635 --> 01:00:50.599]  They didn't give us those rights, but they said we cherished them and that we'd defend them.
[01:00:53.607 --> 01:00:58.773]  They just want us to forget about all that and forget about mothers loving their babies.
[01:00:58.773 --> 01:01:04.179]  They want us to forget about men being strong and standing up for what's right.
[01:01:04.179 --> 01:01:06.681]  Got Matt Bracken joining us.
[01:01:06.681 --> 01:01:10.265]  Yeah, they say a prophet's not known in his own country.
[01:01:10.265 --> 01:01:12.928]  He's always been coming on the air for, I don't know, a long time.
[01:01:12.928 --> 01:01:14.430]  He's always, you ought to read this book I wrote.
[01:01:14.430 --> 01:01:15.251]  And I've read some of his books.
[01:01:16.527 --> 01:01:20.230]  You ought to read this stuff I wrote back in 2003.
[01:01:20.230 --> 01:01:28.378]  Finally, Mike Adams sent me an excerpt of it last night, and I read it, and I'm like, my God, that's exactly what's happening in Virginia.
[01:01:28.378 --> 01:01:30.439]  He predicted the very scenario they're following.
[01:01:30.439 --> 01:01:32.862]  Now, they may have read his book and actually used it.
[01:01:32.862 --> 01:01:36.365]  That's something criminal groups will do, is they'll use a book as a scenario so they get caught with it.
[01:01:36.365 --> 01:01:37.946]  Oh, it's just a book.
[01:01:37.946 --> 01:01:38.907]  There's a lot of cases of that.
[01:01:42.145 --> 01:01:43.486]  They've got some tricks up their sleeves.
[01:01:43.486 --> 01:01:45.947]  They are being routed right now, which is what makes them so dangerous.
[01:01:45.947 --> 01:01:49.369]  Until Matt Bracken joins us.
[01:01:49.369 --> 01:01:57.574]  Then there's all this other... There's information I haven't hit in the big Epstein news we're going to bring out tomorrow.
[01:01:57.574 --> 01:02:01.757]  That is very, very obviously important.
[01:02:01.757 --> 01:02:05.279]  And why it's been suppressed, that's a whole other story that feeds into all of this.
[01:02:05.279 --> 01:02:07.941]  But I wanted to play this again because we only played part of it.
[01:02:09.565 --> 01:02:28.559]  I've got a three-minute compilation, a four-minute compilation, a five-minute compilation, and some of the clips are in all the compilations, some of them aren't, but there's so many new clips of the talking point that it's wonderful to kill babies and women should do it to empower themselves and those little bastards need to be sliced up and their body parts sold and women need to do it.
[01:02:30.632 --> 01:02:32.733]  They even have actresses claiming they're getting abortions.
[01:02:32.733 --> 01:02:34.593]  It turns out they're actresses and it's fake.
[01:02:34.593 --> 01:02:35.714]  And going, ooh, it feels good.
[01:02:35.714 --> 01:02:36.294]  I enjoy that.
[01:02:36.294 --> 01:02:36.874]  It's sexual.
[01:02:36.874 --> 01:02:38.435]  Oh, that feels so good.
[01:02:38.435 --> 01:02:40.435]  While they're supposedly getting one.
[01:02:40.435 --> 01:02:43.176]  This is real evil.
[01:02:43.176 --> 01:02:43.856]  It's blasphemy.
[01:02:43.856 --> 01:02:51.719]  It's just taking, you know, the beauty of women and loving their babies and being wonderful creatures and a little nest for the baby and turning it into something ugly.
[01:02:53.792 --> 01:03:03.355]  I mean, just imagine, though, if I came up with a headline, you're gonna see an auditorium of a couple thousand people cheer a mother saying she felt like God killing her child.
[01:03:03.355 --> 01:03:10.137]  Usually they'd say, oh, it's not a child, because of 3D, they know everybody knows it's a child, sucking its thumb, you know, at three months old and all that.
[01:03:10.137 --> 01:03:11.398]  And singing and hopping around.
[01:03:11.398 --> 01:03:17.039]  In their little, you know, universe.
[01:03:17.039 --> 01:03:18.940]  That you just raid and destroy that whole future.
[01:03:20.014 --> 01:03:22.056]  That callousness as if any of us are safe.
[01:03:22.056 --> 01:03:25.038]  We do that to our most vulnerable.
[01:03:25.038 --> 01:03:26.840]  That's the spirit of this thing.
[01:03:26.840 --> 01:03:33.105]  What you do to the least of these, you've done to me.
[01:03:33.105 --> 01:03:34.166]  As Christ said.
[01:03:34.166 --> 01:03:34.827]  It's all right there.
[01:03:34.827 --> 01:03:40.412]  It's prima facie.
[01:03:40.412 --> 01:03:43.674]  And now they're just everywhere saying, it's religious.
[01:03:43.674 --> 01:03:44.175]  Do it.
[01:03:44.175 --> 01:03:45.216]  You'll feel great.
[01:03:45.216 --> 01:03:46.617]  Kill your children.
[01:03:48.328 --> 01:03:51.732]  And Whoopi Goldberg and all these, you know, gross taxis.
[01:03:51.732 --> 01:03:53.113]  Get out of my vagina!
[01:03:53.113 --> 01:03:54.815]  You're the one that put it there.
[01:03:54.815 --> 01:03:56.156]  And now you're gonna kill it.
[01:03:56.156 --> 01:03:58.138]  But instead, it's now a sacrament.
[01:03:58.138 --> 01:04:00.040]  Here it is.
[01:04:00.040 --> 01:04:01.562]  Get out of my behind!
[01:04:01.562 --> 01:04:02.303]  Get out of my vagina!
[01:04:02.303 --> 01:04:04.084]  Get out!
[01:04:04.084 --> 01:04:04.425]  Believe me.
[01:04:05.077 --> 01:04:06.938]  Let's talk about abortion in a real way.
[01:04:06.938 --> 01:04:10.280]  We talk about it in a very legislative way, but not in a real way.
[01:04:10.280 --> 01:04:14.303]  So I think a lot of women have a lot of apprehension surrounding it.
[01:04:14.303 --> 01:04:20.787]  You know, we talk about it so negatively that you feel like you should have this sense of shame after you get an abortion.
[01:04:20.787 --> 01:04:23.588]  Well, you can feel any way you want after you get an abortion.
[01:04:23.588 --> 01:04:24.869]  Get one!
[01:04:24.869 --> 01:04:28.251]  See how you feel!
[01:04:28.251 --> 01:04:30.973]  You know how my abortion made me feel?
[01:04:30.973 --> 01:04:32.734]  Very powerful.
[01:04:32.734 --> 01:04:34.355]  You know how people say you can't play God?
[01:04:41.477 --> 01:04:47.586]  I walked out of there being like, move over Morgan Freeman, I am God!
[01:04:47.586 --> 01:04:50.490]  Don't knock it till you try it.
[01:04:50.490 --> 01:04:52.994]  And when you do try it, really knock it.
[01:04:52.994 --> 01:04:54.817]  You know, you gotta get that baby out of there.
[01:05:00.562 --> 01:05:02.202]  Owl Killer in New Jersey.
[01:05:02.202 --> 01:05:02.762]  You're on the air.
[01:05:02.762 --> 01:05:03.343]  Go ahead.
[01:05:03.343 --> 01:05:06.123]  Alex, hey, I just want to say it's great to be back once again.
[01:05:06.123 --> 01:05:09.204]  And I've never gotten to do this, but I'm going to give you a shout out for your product.
[01:05:09.204 --> 01:05:14.465]  So that Super Blue Fluoride Free Toothpaste and that Super Blue Whitening Toothpaste is on another level.
[01:05:14.465 --> 01:05:19.626]  I use the one I use the Super Blue in the morning and then the whitening at night and it absorbs into your gum.
[01:05:19.626 --> 01:05:22.446]  It is by far the best product I've ever used in my life.
[01:05:22.446 --> 01:05:25.087]  I literally just took turbo force on my way to the gym right now.
[01:05:25.307 --> 01:05:33.389]  I've had four shoulder surgeries and a back surgery, and that body has made me feel better than any type of physical therapy or anything that I've ever done in my life.
[01:05:33.389 --> 01:05:34.729]  So I just want to get that out of the way.
[01:05:34.729 --> 01:05:35.669]  Support this man.
[01:05:35.669 --> 01:05:37.150]  Everything that he exposed.
[01:05:37.150 --> 01:05:38.570]  Nobody knew about Bohemian Grove.
[01:05:38.570 --> 01:05:39.690]  Nobody knew about Epstein.
[01:05:39.690 --> 01:05:40.991]  Nobody knew about Bilderberg.
[01:05:40.991 --> 01:05:43.831]  Nobody called 9-11 before it happened in July 2001.
[01:05:43.831 --> 01:05:45.492]  Go look it up yourself.
[01:05:45.492 --> 01:05:46.652]  Well, we try our best, sir.
[01:05:46.652 --> 01:05:47.872]  They definitely want us off the air.
[01:05:47.872 --> 01:05:48.772]  Without you, we're not here.
[01:05:48.772 --> 01:05:50.673]  But yeah, these are all great products, so thank you, sir.
[01:06:00.009 --> 01:06:02.690]  Waging war on corruption.
[01:06:02.690 --> 01:06:11.172]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:06:11.172 --> 01:06:12.252]  Well, it's official.
[01:06:12.252 --> 01:06:20.815]  Democrat talking points now are that it's fun to kill babies because it makes women powerful and makes them feel like God.
[01:06:20.815 --> 01:06:25.096]  That is 100% what happens at child sacrifice and why Satanists do it.
[01:06:26.365 --> 01:06:40.749]  Again, that's so well known in literature, in history, in art, that when George Lucas wrote Episode 3 of Star Wars, Emperor Palpatine tells Darth Vader, I want you to go kill several hundred children.
[01:06:40.749 --> 01:06:43.509]  You will not be a Sith until you've done that.
[01:06:43.509 --> 01:06:46.870]  To make your journey to the dark side complete, you must go kill children.
[01:06:46.870 --> 01:06:49.731]  Do what must be done, Lord Vader.
[01:06:51.946 --> 01:06:54.947]  Go to the Jedi Temple and kill all the younglings.
[01:06:54.947 --> 01:07:01.588]  Only then will you be strong enough in the dark side and your journey will be complete.
[01:07:01.588 --> 01:07:11.369]  But now you can watch The View, and you can watch CNN, and you can watch Comedy Central, and it's like, God, I really enjoyed killing my baby.
[01:07:11.369 --> 01:07:13.850]  I felt so good.
[01:07:13.850 --> 01:07:18.030]  And I can play the Cleptual Woman and go, oh, God, it's so sexually pleasurable.
[01:07:18.030 --> 01:07:20.991]  Oh, I had a huge orgasm when they killed it.
[01:07:22.398 --> 01:07:23.219]  Of course, it's not true.
[01:07:23.219 --> 01:07:26.661]  Turned out she was an actress.
[01:07:26.661 --> 01:07:29.543]  But that was put on HBO.
[01:07:29.543 --> 01:07:33.086]  As a woman's, just a woman going, come on, uh, uh, yeah, uh, uh, uh.
[01:07:33.086 --> 01:07:48.298]  To the people that go, well, God, this sounds like a wonder, and it's a big thing online, Paul Watson's written about it in feminist magazines, the sexual pleasure of killing your child.
[01:07:50.077 --> 01:07:58.200]  And now the women go, you're right, it's not a fetus, it's a baby, and I'm gonna have them pour acid into my womb and burn it to death.
[01:07:58.200 --> 01:07:59.201]  I don't want it to hurt.
[01:07:59.201 --> 01:08:01.802]  You want me to play the clips for you?
[01:08:01.802 --> 01:08:03.523]  Because I got power.
[01:08:03.523 --> 01:08:04.843]  Wow!
[01:08:04.843 --> 01:08:07.784]  Can you imagine the spirit attached to those women?
[01:08:07.784 --> 01:08:08.665]  Can you imagine?
[01:08:10.965 --> 01:08:20.372]  If you saw Jeffrey Dahmer standing over some 14 year old he grabbed out of the street injecting boat cleaner acid into their brains because he wanted them to be zombies so he could have sex with them.
[01:08:20.372 --> 01:08:22.253]  Some of them lived up to a week.
[01:08:22.253 --> 01:08:24.594]  You'd go, this is horrible!
[01:08:24.594 --> 01:08:29.038]  He just wanted love with somebody though because no one wanted to be with him.
[01:08:29.038 --> 01:08:29.578]  He was horrible.
[01:08:31.789 --> 01:08:33.811]  He wanted somebody that would do what he said.
[01:08:33.811 --> 01:08:35.232]  He wanted power.
[01:08:35.232 --> 01:08:36.593]  He called that love.
[01:08:36.593 --> 01:08:47.281]  And would lure young men and underage boys into his apartment where he would torture them to death.
[01:08:47.281 --> 01:08:51.845]  But when a mother gets up and gets that gleam in her eye and goes, man, it felt good.
[01:08:54.667 --> 01:09:06.415]  Imagine somebody walked up to Michelle Wolfe on the street, pulled out a big old double-edged dagger, and I'm not saying do this, because I'm not like her, and just said, you know what, I feel powerful, and just slit her throat.
[01:09:06.415 --> 01:09:14.460]  And she's like, wow, I feel powerful!
[01:09:14.460 --> 01:09:20.804]  It'd be all over the news, oh my God, terrorist attack, right wing, my God, she just said she loves killing her baby and got off on it.
[01:09:23.490 --> 01:09:28.415]  They're just getting you ready, burning out your instinct to resist this, just everywhere.
[01:09:28.415 --> 01:09:37.364]  Vice, and HBO, and The New York Times, and Salon, all promoting pedophilia, everywhere!
[01:09:37.364 --> 01:09:40.647]  And Charleston Elders, same program, 1993.
[01:09:40.647 --> 01:09:41.168]  Gets into office, 1994.
[01:09:41.168 --> 01:09:42.669]  Surgeon General.
[01:09:42.669 --> 01:09:42.849]  She says,
[01:09:48.254 --> 01:09:50.915]  You need to help the children in kindergarten.
[01:09:50.915 --> 01:09:55.797]  Teachers need to reach down and help them masturbate.
[01:09:55.797 --> 01:10:05.061]  A gross, sickening, evil person from the state saying, I want to ejaculate, or your little girl or little boy, something.
[01:10:05.061 --> 01:10:07.662]  If a parent did it, they'd be arrested and should be.
[01:10:07.662 --> 01:10:13.204]  But the state wants the power to ruin their innocence and abuse your children.
[01:10:13.204 --> 01:10:15.425]  And they go, well, it's a black lady, so it's OK, right?
[01:10:16.963 --> 01:10:18.324]  And she talks like this.
[01:10:18.324 --> 01:10:19.525]  You wanna play the clip?
[01:10:19.525 --> 01:10:21.346]  Reach down and help them.
[01:10:21.346 --> 01:10:22.506]  And now it's all over the news.
[01:10:22.506 --> 01:10:25.628]  Europe's doing it!
[01:10:25.628 --> 01:10:32.552]  And when it turns out thousands of girls as young as 8 are grabbed and put into sex slavery by Muslims, the media says, if you report it's Muslims, you're arrested.
[01:10:32.552 --> 01:10:34.533]  And then some articles go, well, these young girls are lucky.
[01:10:34.533 --> 01:10:36.054]  They're learning a profession.
[01:10:36.054 --> 01:10:37.695]  The left makes jokes about it.
[01:10:37.695 --> 01:10:40.377]  Would they make a joke about it if you drove ice picks into their eyes?
[01:10:49.480 --> 01:10:54.424]  We're going to go to break in a moment, come back with Matt Bracken for two segments in the last segment.
[01:10:54.424 --> 01:11:02.350]  Tucker Carlson and the move against big tech is imminent if they'll just pull the trigger, but they're lock and loaded.
[01:11:02.350 --> 01:11:07.353]  So a lot of planets are aligning politically, economically, culturally, but the globalists know they're losing.
[01:11:07.353 --> 01:11:08.975]  They're going to pull something big.
[01:11:08.975 --> 01:11:15.460]  And Matt Bracken foresaw it 17 years ago, 16 years and change.
[01:11:15.460 --> 01:11:17.161]  He's joining us next segment.
[01:11:18.643 --> 01:11:23.252]  But if he just joins us, again, I'm not going to play the five-minute and three-minute compilations of all this.
[01:11:24.130 --> 01:11:39.678]  In fact, I'm remembering compilations that we haven't even played in a while where women say they have orgasms and that they like to get pregnant with their boyfriend because they like to kill babies and have the power over babies.
[01:11:39.678 --> 01:11:43.039]  And that it really turns them on to feel the baby kick.
[01:11:43.039 --> 01:11:46.401]  I mean, these people are sick, sick, sick, folks.
[01:11:46.401 --> 01:11:48.822]  And I know you're tuning in and going, man, is this really going on?
[01:11:48.822 --> 01:11:49.943]  Yeah, it's going on.
[01:11:49.943 --> 01:11:52.044]  It's a total celebration of evil.
[01:11:55.137 --> 01:12:04.019]  And remember, Michelle Wolf and all these other, quote, female comics that go out there and attack families, attack women, attack children.
[01:12:04.019 --> 01:12:08.940]  They even have to take the stars off on Netflix in places because they'll get half a star out of five.
[01:12:08.940 --> 01:12:10.020]  People are rejecting this.
[01:12:10.020 --> 01:12:10.840]  It's not getting ratings.
[01:12:10.840 --> 01:12:11.621]  They don't like it.
[01:12:11.621 --> 01:12:15.401]  But still, it doesn't matter.
[01:12:15.401 --> 01:12:21.503]  The image of a mother, the Madonna, is someone that wipes their ass with their own child.
[01:12:21.503 --> 01:12:22.883]  That tortures their child to death.
[01:12:25.162 --> 01:12:26.663]  And they use a weird reverse psychology.
[01:12:26.663 --> 01:12:29.184]  Well, it's a woman, so it's okay to be cute.
[01:12:29.184 --> 01:12:34.926]  It's female empowerment!
[01:12:34.926 --> 01:12:50.794]  Well, in every ancient society, when they started to degenerate, they would order women to take their firstborn sons, it's in every history book, it's in burial grounds all over the world, and to throw their babies into fiery pits or into pools of water.
[01:12:50.794 --> 01:12:51.074]  For
[01:12:54.249 --> 01:13:15.409]  The winged serpent in Mesoamerica, and to different horned gods in Europe, and in Africa, again, to snake gods, and in Asia, to snake gods.
[01:13:15.409 --> 01:13:17.451]  These cultures were not in communication with each other.
[01:13:18.373 --> 01:13:28.300]  But they were, in every case, right before their fall, killing babies for demon gods.
[01:13:28.300 --> 01:13:34.223]  And all over the Old Testament, and they've dug up these places, it's in the Roman histories as well, Greek histories, confirmed.
[01:13:34.223 --> 01:13:40.507]  They're finding all where the Bible says that there'd be civilizations where they were eating and killing babies.
[01:13:41.505 --> 01:13:45.206]  And everyone else was like taking drugs and hurting themselves and all this.
[01:13:45.206 --> 01:13:51.689]  And then God would tell the Israelites, I want you to go in and wipe them all out.
[01:13:51.689 --> 01:13:57.611]  And then, you know, they tried the last 50 years and colleges ago, that was just propaganda of the Israelites to wipe out their enemies.
[01:13:57.611 --> 01:13:58.951]  We don't believe that was going on.
[01:13:58.951 --> 01:14:07.474]  And they dig up these giant mass graves of burn up babies and then read the Sanskrit and the cuneiform and the hieroglyphs.
[01:14:07.474 --> 01:14:08.895]  And it's just like, oh my God.
[01:14:16.044 --> 01:14:20.808]  And it was the energy of the children being tortured to death that people were getting.
[01:14:20.808 --> 01:14:26.393]  Now, they would always secretly keep some alive and torture them for extra fun, but they found that that would enrage the public and be too much.
[01:14:26.393 --> 01:14:29.315]  So, generally, long-term torturing children wasn't allowed.
[01:14:29.315 --> 01:14:31.277]  It would just be quick and public.
[01:14:31.277 --> 01:14:35.280]  But inside the temple, oh, they were really sucking them spiritually dry.
[01:14:35.280 --> 01:14:36.721]  Long, hardcore torture.
[01:14:36.721 --> 01:14:39.383]  Here are some of the devil worshippers in public.
[01:14:39.383 --> 01:14:44.788]  We talk about it so negatively that you feel like you should have this sense of shame after you get an abortion.
[01:14:45.506 --> 01:14:48.307]  Well, you can feel any way you want after you get an abortion.
[01:14:48.307 --> 01:14:49.567]  Get one!
[01:14:49.567 --> 01:14:52.988]  See how you feel!
[01:14:52.988 --> 01:14:55.688]  You know how my abortion made me feel?
[01:14:55.688 --> 01:14:57.449]  Very powerful.
[01:14:57.449 --> 01:15:00.069]  You know how people say you can't play God?
[01:15:00.069 --> 01:15:10.832]  I walked out of there being like, move over Morgan Freeman, I am God!
[01:15:12.905 --> 01:15:14.306]  Get out of my behind!
[01:15:14.306 --> 01:15:15.006]  Get out of my vagina!
[01:15:15.006 --> 01:15:16.827]  Get out!
[01:15:16.827 --> 01:15:18.547]  Don't knock it till you try it.
[01:15:18.547 --> 01:15:21.829]  And when you do try it, really knock it.
[01:15:21.829 --> 01:15:24.130]  You know, you gotta get that baby out of there.
[01:15:24.130 --> 01:15:30.132]  You talk to him.
[01:15:30.132 --> 01:15:31.833]  Alright, Matt Bracken is up next.
[01:15:34.463 --> 01:15:39.645]  Do I need to tell you you need to share the live links from BandOnVideo and InfoWars.com forward slash show?
[01:15:39.645 --> 01:15:43.626]  Do I need to tell the Paul Revere's out there that it's critical this transmission get out there?
[01:15:43.626 --> 01:15:45.867]  Everybody tuning in knows you're hearing the truth here.
[01:15:45.867 --> 01:15:47.007]  We've got the facts.
[01:15:47.007 --> 01:15:48.447]  We're facing the facts.
[01:15:48.447 --> 01:15:52.189]  We're winning together thanks to God and his son Jesus Christ.
[01:15:52.189 --> 01:15:52.589]  Stay with us.
[01:15:57.935 --> 01:16:00.256]  We're closing out the year 2019.
[01:16:00.256 --> 01:16:04.496]  I don't have to tell you that 2020 is going to be make it or break it.
[01:16:04.496 --> 01:16:07.737]  Not just for Infowars, not just for America, but the whole world.
[01:16:07.737 --> 01:16:13.398]  We are in a battle between the forces of globalism that want a post-human world and those that want a pro-human world.
[01:16:13.398 --> 01:16:15.819]  We're in a fight between Satan and Christ.
[01:16:15.819 --> 01:16:21.700]  And it's being played out amongst us mortals, but it's being directed from on high.
[01:16:21.700 --> 01:16:24.681]  And I'm just telling the listeners of this broadcast, without you,
[01:16:26.361 --> 01:16:27.681]  We're going to lose this fight.
[01:16:27.681 --> 01:16:32.922]  I need all of you to realize how important you are and how important InfoWars is and what we've done together.
[01:16:32.922 --> 01:16:38.623]  And to just take stock and take measure here at the end of the year and think about what you're going to do.
[01:16:38.623 --> 01:16:42.124]  Whether it's supporting InfoWars and buying products from us or starting your own show.
[01:16:42.124 --> 01:16:44.704]  Just whatever you do, take action now.
[01:16:44.704 --> 01:16:46.605]  History is happening.
[01:16:46.605 --> 01:16:48.625]  Please do your Christmas shopping.
[01:16:48.625 --> 01:16:51.325]  Please do your New Year's shopping at InfoWarsTour.com.
[01:16:51.325 --> 01:16:52.266]  We've got the best products.
[01:16:52.266 --> 01:16:54.246]  You're only helping the globalists if you don't do it.
[01:16:54.246 --> 01:16:54.506]  Thank you.
[01:16:56.696 --> 01:16:58.957]  InfoWars has delivered.
[01:16:58.957 --> 01:17:05.560]  InfoWars has come through time and time and time and time again.
[01:17:05.560 --> 01:17:12.584]  At that critical, game-changing moment, we have come through.
[01:17:12.584 --> 01:17:21.048]  And that means myself, the other hosts, the journalists, the researchers, the writers, the crew, down to the janitor, down to the bookkeeper,
[01:17:22.268 --> 01:17:24.069]  There is no top, there is no bottom.
[01:17:24.069 --> 01:17:28.111]  We are a family in this fight, ladies and gentlemen.
[01:17:28.111 --> 01:17:30.012]  And the stakes have never been higher.
[01:17:30.012 --> 01:17:32.193]  That's why the Globals want to take us out of the game.
[01:17:32.193 --> 01:17:36.095]  Only you keep InfoWars in the game.
[01:17:36.095 --> 01:17:37.616]  You are the InfoWar.
[01:17:37.616 --> 01:17:50.662]  And now, this Christmas, and coming up to the end of the year, is the time to spend your money at InfoWarStore.com to fund us into this next critical year of 2020 while getting great products that make your life and your family's life a lot better.
[01:17:51.082 --> 01:17:52.503]  Huge sales right now.
[01:17:52.503 --> 01:17:56.807]  Now's the time to shop at m4store.com.
[01:17:56.807 --> 01:18:02.531]  My fault, I fear.
[01:18:02.531 --> 01:18:05.894]  I thought that you'd want what I want.
[01:18:05.894 --> 01:18:12.599]  I'm sorry, my dear.
[01:18:12.599 --> 01:18:14.861]  But where are the clowns?
[01:18:25.907 --> 01:18:30.488]  The globalists have sent in the clowns.
[01:18:30.488 --> 01:18:32.269]  They've sent in Antifa.
[01:18:32.269 --> 01:18:36.290]  They've broken our borders with some of the most hardened criminals from around the world.
[01:18:36.290 --> 01:18:40.272]  They've tried to poison us with fluoride and GMO and the tainted vaccines.
[01:18:40.272 --> 01:18:41.532]  They've sent in their clowns.
[01:18:41.952 --> 01:18:47.594]  But now the men and women of America are taking action and confronting globalists everywhere.
[01:18:47.594 --> 01:18:50.375]  And I'm so proud of InfoWars leading the charge.
[01:18:50.375 --> 01:18:56.437]  But the only way we can do that is when you keep spreading the word about our broadcast and when you keep buying the great products at InfoWarsTore.com.
[01:18:57.529 --> 01:19:00.471]  Infowars doesn't have an audience.
[01:19:00.471 --> 01:19:16.840]  We have listeners, men and women, who bleed red blood, who are part of the human race, of every color, of every creed, who understand that evil is launching its full attack upon humanity now, and who are ready to stand and fight against the global scourge.
[01:19:16.840 --> 01:19:19.842]  And I need all of you to realize that you're the best we've got.
[01:19:20.682 --> 01:19:22.024]  Infowars is the best we've got.
[01:19:22.024 --> 01:19:24.206]  We're not perfect, but we're fighting hard.
[01:19:24.206 --> 01:19:29.953]  And we need your financial support now more than ever to stay on the air.
[01:19:29.953 --> 01:19:34.698]  Not just to expand in the face of the enemy, but just to stay on air.
[01:19:34.698 --> 01:19:35.839]  So I'm telling you, right now.
[01:19:36.420 --> 01:19:42.966]  I need you to step up to the plate, go to m4warstore.com and get great products that you already really need.
[01:19:42.966 --> 01:19:45.148]  The 12 days of Christmas is almost over.
[01:19:45.148 --> 01:19:47.089]  Some of the biggest sales of the year.
[01:19:47.089 --> 01:19:52.174]  Take advantage of them, get store-wide free shipping, double patriot points and so much more.
[01:19:52.174 --> 01:19:55.516]  But whatever you do, do your shopping at m4warstore.com.
[01:19:55.516 --> 01:20:00.200]  Thank you and Merry Christmas.
[01:20:00.200 --> 01:20:02.883]  You're listening to the Alex Jones Show.
[01:20:32.791 --> 01:20:37.156]  Sunday, December 22nd, 2019.
[01:20:37.156 --> 01:20:42.781]  InfoWars, still on the air, still reaching millions, thanks to you.
[01:20:44.810 --> 01:20:46.911]  Thanks to this team.
[01:20:46.911 --> 01:20:50.533]  Thanks to everyone that values justice and freedom.
[01:20:50.533 --> 01:20:54.476]  Humanity has been taken down far, but it's awakening.
[01:20:54.476 --> 01:21:03.261]  You can hear and see the howls of anger from the social engineers who know time is running out for their plan.
[01:21:04.685 --> 01:21:12.170]  They can't defeat an awakened humanity, no matter how much money, no matter how many weapons, no matter how much propaganda.
[01:21:12.170 --> 01:21:15.012]  Once you decide to resist them with everything you've got,
[01:21:16.035 --> 01:21:22.798]  From the information war to getting on your knees to God standing up to these thugs, they will fall and they are falling.
[01:21:22.798 --> 01:21:24.980]  Matt Bracken is with us on this Sunday.
[01:21:24.980 --> 01:21:26.700]  Very, very thankful.
[01:21:26.700 --> 01:21:28.001]  I read some of his books years ago.
[01:21:28.001 --> 01:21:29.622]  Visit www.EnemiesFarAndDomestic.com.
[01:21:29.622 --> 01:21:30.723]  Really smart guy.
[01:21:30.723 --> 01:21:38.286]  And years ago, I know a lot of guys in the government and intelligence and smart people, they tune in because we're informed and have a lot of great guests as well.
[01:21:38.286 --> 01:21:39.927]  You ought to research Matt Bracken.
