[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[02:21:35.947 --> 02:21:37.148]  Is America next?
[02:21:37.148 --> 02:21:39.450]  Hi, I'm the owner of Infidel Body Armor.
[02:21:39.450 --> 02:21:44.654]  Over the past four years, I've sold thousands of body armor kits and trained hundreds of sheepdogs.
[02:21:44.654 --> 02:21:45.975]  They have prepared.
[02:21:45.975 --> 02:21:46.976]  Have you?
[02:21:46.976 --> 02:21:51.660]  I invite you to go to my website at InfidelBodyArmor.com and click on Specials.
[02:21:51.660 --> 02:21:52.821]  Trouble is coming.
[02:21:52.821 --> 02:21:54.322]  Now do something about it.
[02:21:54.322 --> 02:21:57.365]  InfidelBodyArmor.com just won't quit.
[02:21:58.203 --> 02:22:02.004]  Be prepared for the next disaster with the ShelterPod.
[02:22:02.004 --> 02:22:06.065]  The ShelterPod is a large, all-season, heavy-duty, quick-deploy shelter.
[02:22:06.065 --> 02:22:13.628]  The ShelterPod system can be set up in 30 seconds and includes an emergency medical kit, water filter, survival tools, and more.
[02:22:13.628 --> 02:22:15.708]  Are you prepared to take care of your family?
[02:22:15.708 --> 02:22:18.289]  Do you have everything in one place ready to go?
[02:22:18.289 --> 02:22:22.671]  Get it now or enter to win a complete ShelterPod system at ShelterPod.com.
[02:22:22.671 --> 02:22:25.171]  The ShelterPod at ShelterPod.com.
[02:22:25.171 --> 02:22:26.772]  Shelter when you need it most.
[02:22:27.887 --> 02:22:30.729]  Many books have been written regarding the Law of Attraction.
[02:22:30.729 --> 02:22:37.234]  But what if all these books are missing the most important information we can use when it comes to activating this law in our lives?
[02:22:37.234 --> 02:22:47.621]  The new book, It's Time to Align, the most powerful self-help book ever written by Alan Lautinger, takes a look at how the Law of Attraction really works and how it is being suppressed in our lives.
[02:22:47.621 --> 02:22:53.305]  Learn how to overcome this manipulation and how to experience alignment with the creative power of the universe.
[02:22:53.305 --> 02:22:56.788]  Get the new book, It's Time to Align, available at Amazon.com.
[02:22:58.007 --> 02:22:59.969]  Heart disease is on the rise.
[02:22:59.969 --> 02:23:05.293]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[02:23:05.293 --> 02:23:06.875]  But the symptoms are there.
[02:23:06.875 --> 02:23:15.222]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[02:23:15.222 --> 02:23:20.927]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[02:23:21.087 --> 02:23:22.909]  My blood pressure has normalized.
[02:23:22.909 --> 02:23:25.072]  My diabetes has totally improved.
[02:23:25.072 --> 02:23:29.578]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[02:23:29.578 --> 02:23:31.780]  I recommend Heart and Body Extract to everyone.
[02:23:31.780 --> 02:23:39.630]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[02:23:39.650 --> 02:23:40.650]  Michael Malice is our guest.
[02:23:40.650 --> 02:23:41.970]  I don't know where to begin.
[02:23:41.970 --> 02:23:43.051]  He's the expert on
[02:24:08.226 --> 02:24:12.950]  North Korea written the unauthorized biography that's been hailed a dear reader about the dear leader.
[02:24:12.950 --> 02:24:23.878]  This is a short segment, long segment coming up to flesh this out, but what about the left celebrating Mao, celebrating North Korea, celebrating China, celebrating the most oppressive forms of this?
[02:24:24.919 --> 02:24:37.147]  Rallies just last weekend in Austin with communists with their AK-47s out, semi-autos, saying they want to kill everybody, and then saying they want to be like North Korea, they want to be like China.
[02:24:37.147 --> 02:24:40.029]  It's just the most ridiculous joke ever.
[02:24:40.029 --> 02:24:43.451]  It's like saying they want to go to hell instead of Valhalla.
[02:24:43.451 --> 02:24:47.434]  What is it like for you to be an expert on this and then see the left in love with this?
[02:24:48.308 --> 02:24:53.050]  Well, I'm a kind-hearted guy, despite my name, and I like to give people the benefit of the doubt.
[02:24:53.050 --> 02:25:00.734]  And I genuinely think, for the most part, once people understand what North Korea is really like, they will realize this is complete hell on earth, like you said.
[02:25:00.734 --> 02:25:03.216]  This is not aspirational for anyone.
[02:25:03.216 --> 02:25:07.478]  And that's the reason I wrote the book, because the media gets it wrong so often.
[02:25:07.478 --> 02:25:13.901]  They like to portray North Korea as this carnival, as a sideshow, as this wacky kind of country, where everyone gets along and everything's nice.
[02:25:13.901 --> 02:25:17.003]  And I'm like... Yeah, they only show the parades and things and say, look at these funny people.
[02:25:17.804 --> 02:25:18.805]  It's like Disney World, right?
[02:25:18.805 --> 02:25:20.707]  Like, hey, who doesn't like a parade, right, Alex?
[02:25:20.707 --> 02:25:22.409]  Like, hey, parades all day.
[02:25:22.409 --> 02:25:23.690]  It's not parades all day.
[02:25:23.690 --> 02:25:26.794]  These are, you know, like the baton death march.
[02:25:26.794 --> 02:25:30.418]  So I said, the books out there were either too depressing or too scholarly.
[02:25:30.418 --> 02:25:32.541]  I said, there's got to be a book where you can read
[02:25:33.061 --> 02:25:41.943]  And in an entertaining way, understand what is going on there and understand behind this facade of, you know, having a good time and it's this, you know, military superpower.
[02:25:41.943 --> 02:25:45.444]  They're really the worst place on earth and it didn't happen overnight.
[02:25:45.444 --> 02:25:50.545]  It took 70 years for this family, the Kim family, to build the walls that are oppressing these people.
[02:25:50.545 --> 02:25:53.526]  And I love how the leadership's all fat and everybody else is starving to death.
[02:25:53.526 --> 02:25:54.366]  It's so archetypal.
[02:25:55.277 --> 02:25:56.658]  Oh, absolutely.
[02:25:56.658 --> 02:26:02.502]  And it's like, again, they choose who gets food based on their loyalty to the regime.
[02:26:02.502 --> 02:26:04.283]  We can get into that system after the break.
[02:26:04.283 --> 02:26:05.364]  I don't have much time.
[02:26:05.364 --> 02:26:08.887]  But yeah, there's so many levels to how they control the people.
[02:26:08.887 --> 02:26:10.248]  It's not just the telephones.
[02:26:10.248 --> 02:26:11.368]  It's not just the television.
[02:26:11.368 --> 02:26:13.210]  It's not just the education system.
[02:26:13.210 --> 02:26:18.974]  It's just so stacked and so covered that it seems your heart just has to break for the North Korean people.
[02:26:19.674 --> 02:26:20.515]  My heart does break.
[02:26:20.515 --> 02:26:22.637]  You know, my sister's Korean, adopted.
[02:26:22.637 --> 02:26:25.039]  She was, you know, the South is a lot better.
[02:26:25.039 --> 02:26:26.240]  The North has its own problems.
[02:26:26.240 --> 02:26:32.846]  If somebody is born out of wedlock, it's seen as a ghost child, basically thrown on the side of the road, starved to death.
[02:26:32.846 --> 02:26:37.291]  And so, I mean, I have a connection to Korea and I've talked to families from the military over there.
[02:26:37.711 --> 02:26:45.315]  But they talk about the North, where the entertainment is torturing and raping people and killing people's children in front of them, and the forced labor camps.
[02:26:45.315 --> 02:26:50.377]  And you look at the demonic look in the soldiers' eyes, I see the same look in the Democrats' eyes.
[02:26:50.377 --> 02:26:51.158]  I'm not kidding.
[02:26:51.158 --> 02:26:53.499]  For them, it's about dominating other people.
[02:26:54.864 --> 02:27:01.374]  I can't go as far as that because if I had to choose between Hillary Clinton and Kim Jong-un, this would not be a hard choice.
[02:27:01.374 --> 02:27:07.463]  But I think a lot of times when people have the wrong convictions, it becomes a slippery slope and that's the real concern.
[02:27:09.645 --> 02:27:09.925]  I don't know.
[02:27:09.925 --> 02:27:16.592]  If you look at the evil eyes of Hillary in stealing 97% of the Haitian money and all the bad things she's been involved in, I think she's a Kim Jong-un.
[02:27:16.592 --> 02:27:19.795]  I just think she can't get that much evil done here.
[02:27:19.795 --> 02:27:22.858]  Well, she's not that charismatic, so there's already one big difference, huh?
[02:27:22.858 --> 02:27:25.180]  And she couldn't win an election like he did.
[02:27:25.180 --> 02:27:25.660]  That's right.
[02:27:25.660 --> 02:27:28.623]  Oh yes, he has elections.
[02:27:28.623 --> 02:27:30.505]  You've got the greatest hits of this.
[02:27:30.505 --> 02:27:31.686]  Folks need to know.
[02:27:31.686 --> 02:27:34.569]  Let's start running through North Korea, what it really is and where it's going.
[02:27:35.307 --> 02:27:39.470]  Yeah, so I mean, let's talk about the levels of control that they have.
[02:27:39.470 --> 02:27:45.053]  So everyone in North Korea, everyone is slotted into some group, your school, your neighborhood, your office.
[02:27:45.053 --> 02:27:47.835]  And once a week, people ask, why don't they have a rebellion?
[02:27:47.835 --> 02:27:48.815]  Why don't they revolt?
[02:27:48.815 --> 02:27:56.440]  Well, once a week, you have to get together with your school or your office, your neighborhood, and you have to get up and say, this is what I did wrong this week.
[02:27:56.440 --> 02:27:59.162]  And then your peers have to get up and denounce you.
[02:27:59.742 --> 02:28:01.504]  So, and you better have something to say.
[02:28:01.504 --> 02:28:06.608]  So, everyone in the country is constantly spying on everyone else, and it's been this way since the 70s.
[02:28:06.608 --> 02:28:13.113]  Now, if you're looking for something to say about somebody else, and they start plotting against the government, well, that's the first thing you're going to report them on.
[02:28:13.113 --> 02:28:17.757]  So, right away, they have a mechanism to make sure people can't get together and collude against the government.
[02:28:17.757 --> 02:28:19.178]  So, that's something we can't allow.
[02:28:19.178 --> 02:28:25.063]  And that's just like modern political correctness, where everyone's guilty, and you must announce you're guilty, and you must say you're guilty to be accepted.
[02:28:25.774 --> 02:28:27.536]  Yes, that's exactly right.
[02:28:27.536 --> 02:28:38.505]  So another thing that they have is in the 50s, and there are several iterations over the decades, and I get into this in my book, they had something called the Understanding People Project.
[02:28:38.505 --> 02:28:44.771]  Now, Alex, you know perfectly well that these dictatorships always have nice sunshiny names to these horrible things that they do.
[02:28:44.771 --> 02:28:48.054]  It's never like concentration camp, it's like camp fun, right?
[02:28:48.054 --> 02:28:50.176]  So what is the Understanding People Project?
[02:28:50.176 --> 02:28:52.458]  They interviewed everyone in the country, everyone.
[02:28:53.038 --> 02:28:55.540]  And they asked them about the family background.
[02:28:55.540 --> 02:28:59.443]  There were good people, people who fought with the great leader Kim Il-sung, people who were communists.
[02:28:59.443 --> 02:29:00.244]  There were bad people.
[02:29:00.244 --> 02:29:01.985]  Did you have a priest in your family?
[02:29:01.985 --> 02:29:03.286]  Were you a landlord?
[02:29:03.286 --> 02:29:12.554]  Based on this, your family was assigned a sungbun score, which is like a credit score, and you're divided into the loyal caste, the wavering, or the hostile.
[02:29:12.554 --> 02:29:17.118]  And this determines everything about your life, where you live, whether you can go to college,
[02:29:17.518 --> 02:29:24.426]  So it's a total caste system, and then what your family background is if you're sent to a re-education camp, then that decides how much food you get, what jobs you have.
[02:29:39.005 --> 02:29:39.626]  Unbelievable.
[02:29:39.626 --> 02:29:43.629]  And this is what the left hails and thinks is cute and funny.
[02:29:43.629 --> 02:29:45.911]  And they also promote China and think it's cute and funny.
[02:29:45.911 --> 02:29:47.352]  An expert on North Korea is our guest.
[02:29:47.352 --> 02:29:48.493]  Stay with us.
[02:29:48.493 --> 02:29:49.894]  We're on the march.
[02:29:49.894 --> 02:29:52.416]  The empire's on the run.
[02:29:52.416 --> 02:29:55.098]  Alex Jones and the GCN Radio Network.
[02:29:59.560 --> 02:30:05.424]  Donald Trump just held a rally in Iowa, and one of the people in attendance, our anonymous sources say, was Bill Clinton.
[02:30:05.424 --> 02:30:06.785]  Well, how do we know it was Bill Clinton?
[02:30:06.785 --> 02:30:17.052]  Because while Trump was sending his thoughts and prayers to Representative Steve Scalise and the other three Americans who were shot at the ball field by a deranged Bernie supporter, Democratic operatives began blowing their Bill Clinton rape whistles.
[02:30:17.052 --> 02:30:22.575]  I'd like to also take this moment to send our thoughts and prayers to our courageous friend.
[02:30:23.736 --> 02:30:26.298]  Somebody that I've gotten to know very well.
[02:30:26.298 --> 02:30:27.620]  Steve Scalise!
[02:30:27.620 --> 02:30:27.860]  Right?
[02:30:27.860 --> 02:30:33.885]  Because that's the only reason you would try to interrupt a president as he was sending out his thoughts and prayers to somebody who had recently been shot, right?
[02:30:33.885 --> 02:30:34.886]  Come on, work with me here.
[02:30:34.886 --> 02:30:37.087]  The Democrats can't even protest right.
[02:30:37.087 --> 02:30:38.289]  These people fail at everything.
[02:30:38.289 --> 02:30:42.612]  They lose elections, they lose public support, and now they look like thoughtless cowards.
[02:30:42.612 --> 02:30:43.593]  It's just as Trump said.
[02:30:43.593 --> 02:30:46.816]  Never fails.
[02:30:46.816 --> 02:30:47.136]  Never fails.
[02:30:47.850 --> 02:30:49.671]  You can check out the video on Infowars.com.
[02:30:49.671 --> 02:30:53.592]  Protesters blow whistles as Trump sends thoughts and prayers to Representative Steve Scalise.
[02:30:53.592 --> 02:30:55.193]  And that part about Beau Clinton being in the audience?
[02:30:55.193 --> 02:30:56.454]  That was fake news.
[02:30:56.454 --> 02:30:59.315]  Rob Dewey reporting for Infowars.com and Infowars Nightly News.
[02:30:59.315 --> 02:31:01.196]  It's not just our water we need to filter.
[02:31:01.196 --> 02:31:03.237]  It's not just our food that needs to be cleaned.
[02:31:03.237 --> 02:31:04.617]  It's the air we're breathing.
[02:31:04.617 --> 02:31:06.118]  Especially for our children.
[02:31:06.118 --> 02:31:08.679]  The artificial particulates, the chemicals.
[02:31:09.019 --> 02:31:12.180]  is absolutely weighing down our immune systems.
[02:31:12.180 --> 02:31:21.383]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breeze.
[02:31:21.383 --> 02:31:28.905]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children to do the best job you can to purify your air.
[02:31:28.905 --> 02:31:36.928]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[02:31:36.928 --> 02:31:37.908]  The general public doesn't.
[02:31:39.122 --> 02:31:42.485]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[02:31:42.485 --> 02:31:46.629]  One of these systems can keep 800 square feet incredibly clean.
[02:31:46.629 --> 02:31:53.335]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[02:31:53.335 --> 02:31:57.459]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[02:31:59.520 --> 02:32:10.127]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[02:32:10.127 --> 02:32:12.188]  That's why I'm introducing Z-SHIELD.
[02:32:12.188 --> 02:32:15.050]  Toxic Metal and Chemical Defense Support.
[02:32:15.050 --> 02:32:16.531]  It's made in the USA.
[02:32:16.531 --> 02:32:19.673]  It's filled with known compounds from nature that are
[02:32:19.773 --> 02:32:23.356]  It's absolutely associated with detoxifying the body and it supports the info war.
[02:32:23.356 --> 02:32:25.437]  It is a classical 360 win.
[02:32:25.437 --> 02:32:35.145]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[02:32:35.145 --> 02:32:47.474]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America,
[02:32:47.654 --> 02:32:51.961]  To reignite those brush fires to the next level and to be healthy and as focused as you can be.
[02:32:51.961 --> 02:32:55.266]  Thanks to your support and your prayers, together, we're changing the world.
[02:32:55.266 --> 02:32:58.471]  Now it's time to change our bodies with Z-Shield at InfoWarsLive.com.
[02:33:17.299 --> 02:33:21.381]  Resistance to tyrants is obedience to God.
[02:33:21.381 --> 02:33:26.024]  It's Alex Jones.
[02:33:26.024 --> 02:33:27.865]  The book is Dear Reader about the dear leader.
[02:33:27.865 --> 02:33:40.652]  I want to get him back for a full hour sometime to just go over the psychology of Kim Jong-un because he went to school in Switzerland and then he comes back and then his older brother runs off to go to Disney World and then they end up poisoning him.
[02:33:40.652 --> 02:33:42.273]  How do you live in Switzerland, beautiful?
[02:33:43.393 --> 02:33:49.637]  Tons of food, people being nice to you, and then go back and oppress your own people.
[02:33:49.637 --> 02:33:51.058]  So is he really in control?
[02:33:51.058 --> 02:33:52.259]  Is it China that's in control?
[02:33:52.259 --> 02:33:53.119]  Is it the military?
[02:33:53.119 --> 02:33:54.380]  You know, we hear a lot of stuff.
[02:33:54.380 --> 02:33:56.522]  The word is it's the military there.
[02:33:56.522 --> 02:33:57.903]  China's been trying to exert control.
[02:33:57.903 --> 02:33:59.504]  I'm not defending China.
[02:33:59.504 --> 02:34:00.704]  But we're going to get the expert.
[02:34:00.704 --> 02:34:08.249]  I mean, he's hailed as one of the top experts, best-selling author, ghostwrites a lot of the big, you know, top political books you see out there with Fox News hosts that have put out.
[02:34:08.249 --> 02:34:09.110]  Very prolific.
[02:34:09.110 --> 02:34:10.130]  Michael Malice.
[02:34:10.130 --> 02:34:11.812]  Follow him on Twitter, at Michael Malice.
[02:34:13.656 --> 02:34:15.579]  Going back to this just briefly.
[02:34:15.579 --> 02:34:16.500]  Testosterone Wars.
[02:34:16.500 --> 02:34:19.423]  I had a chance now to read this article fully because they gave it to me earlier.
[02:34:19.423 --> 02:34:21.005]  I only read part of it.
[02:34:21.005 --> 02:34:24.349]  They actually say we're bad selling vitamin B12, folks.
[02:34:24.349 --> 02:34:26.432]  Liquid methylcobalamin.
[02:34:26.432 --> 02:34:27.794]  The same type people inject.
[02:34:29.102 --> 02:34:33.866]  Under the tongue, you get better absorption rate than just swallowing it or taking a pill.
[02:34:33.866 --> 02:34:35.807]  I mean, give me a break.
[02:34:35.807 --> 02:34:37.188]  Whole Foods can sell it.
[02:34:37.188 --> 02:34:38.289]  Amazon can sell it.
[02:34:38.289 --> 02:34:39.350]  It works.
[02:34:39.350 --> 02:34:42.533]  My medical doctor, when I was 40, I went and got a checkup.
[02:34:42.533 --> 02:34:45.075]  And they said, you're pre-pre-diabetic.
[02:34:45.075 --> 02:34:46.596]  And you better lose some weight and blah, blah, blah.
[02:34:46.596 --> 02:34:48.437]  And he goes, by the way, vitamin B12 injections.
[02:34:48.437 --> 02:34:49.138]  Here, take this.
[02:34:49.138 --> 02:34:50.579]  And it really helped me.
[02:34:50.579 --> 02:34:54.282]  And then I went out to one of the top companies and we put out Secret 12.
[02:34:54.282 --> 02:34:54.582]  That is,
[02:34:55.987 --> 02:34:57.368]  Basically, pharmaceutical grade.
[02:34:57.368 --> 02:34:58.468]  I mean, don't inject it.
[02:34:58.468 --> 02:34:59.709]  Don't do that from a doctor.
[02:34:59.709 --> 02:35:00.509]  It is vitamin B12, 80%.
[02:35:00.509 --> 02:35:04.771]  The other 20% is this other vitamin B12 that helps it upload better.
[02:35:04.771 --> 02:35:08.873]  The point is, I mean, I get better energy off of it than a cup of coffee.
[02:35:08.873 --> 02:35:11.654]  And they're like, no one's really sure if vitamin B12's needed.
[02:35:11.654 --> 02:35:13.535]  You just die without it.
[02:35:13.535 --> 02:35:23.540]  And again, you have to understand, Supermail is a private label of the cold-pressed into an oil form
[02:35:25.001 --> 02:35:31.464]  Male stamina, energy, you name it, product.
[02:35:31.464 --> 02:35:34.025]  You understand that?
[02:35:34.025 --> 02:35:35.905]  Our colloidal silver is the one they sell in Whole Foods.
[02:35:35.905 --> 02:35:36.526]  We just sell it $5 lower.
[02:35:38.183 --> 02:35:39.383]  Again, our toothpaste.
[02:35:39.383 --> 02:35:41.144]  But they're even demonizing that I sell toothpaste.
[02:35:41.144 --> 02:35:42.684]  What next?
[02:35:42.684 --> 02:35:44.125]  Is toothpaste not needed?
[02:35:44.125 --> 02:35:45.865]  Is that okay with you?
[02:35:45.865 --> 02:35:47.006]  You're such hypocrites.
[02:35:47.006 --> 02:35:57.489]  The mainstream media has Prozac ads, and these ads where it says it can kill you, and irritable this, and restless leg that, and it'll cause heart attacks, and brain damage, and blah, blah, blah, blah, blah.
[02:35:57.489 --> 02:36:00.150]  Then they lie and say, oh, vaccines never hurt you.
[02:36:00.150 --> 02:36:01.110]  They've never had a side effect.
[02:36:01.110 --> 02:36:04.531]  Yeah, they just have a secret vaccine damage fund they pay out billions a year on.
[02:36:06.164 --> 02:36:10.265]  The vaccine insert says it can kill you deader than a hammer.
[02:36:10.265 --> 02:36:11.586]  But they're okay pushing that.
[02:36:11.586 --> 02:36:12.626]  No, no, I'm bad.
[02:36:12.626 --> 02:36:13.706]  Well, guess what?
[02:36:13.706 --> 02:36:17.227]  Super Male Vitality is 30% off, 4th of July special.
[02:36:17.227 --> 02:36:19.228]  Try it and just see what it does for you.
[02:36:19.228 --> 02:36:22.209]  There's a reason it's a bestseller.
[02:36:22.209 --> 02:36:26.430]  Rainforest Plus is just a bunch of known nootropics.
[02:36:26.430 --> 02:36:28.030]  There's a reason it's a bestseller.
[02:36:28.030 --> 02:36:29.691]  It is overall THE bestseller.
[02:36:30.606 --> 02:36:38.689]  We've got Survival Shield X2, Deep Earth, Iodine, just search engine, iodine deficiency, IQ.
[02:36:38.689 --> 02:36:40.509]  That's all you need to know.
[02:36:40.509 --> 02:36:44.951]  And most of the iodine in the environment is bound to not be absorbed.
[02:36:44.951 --> 02:36:45.731]  Emirates Essentials.
[02:36:45.731 --> 02:36:47.811]  Again, we got non-nano zinc.
[02:36:47.811 --> 02:36:52.533]  We copy the top brand in the country from the top brand that is kind enough to do that with us.
[02:36:52.533 --> 02:36:54.594]  So horrible, I'm selling sunscreens pretty soon.
[02:36:54.594 --> 02:36:57.494]  There's no proof sunscreens needed!
[02:36:57.494 --> 02:36:58.795]  Another conspiracy theory.
[02:37:00.216 --> 02:37:01.617]  Living Defense, check it out.
[02:37:01.617 --> 02:37:04.379]  Infowarslife.com or 888-253-3139.
[02:37:04.379 --> 02:37:07.421]  They're coming after us.
[02:37:07.421 --> 02:37:08.361]  We need your support.
[02:37:08.361 --> 02:37:09.762]  All right, back to our guest.
[02:37:09.762 --> 02:37:11.423]  I'm going to try to shut up, give him the floor.
[02:37:11.423 --> 02:37:18.948]  Give us the most important info about North Korea, where it's going, Kim Jong-un, what you think he's going to do, who's really in control.
[02:37:19.775 --> 02:37:21.937]  Kim Jong Un is unquestionably in control.
[02:37:21.937 --> 02:37:28.885]  So the leadership of the regime are people who are there not because of their intelligence or their skill, but because of their loyalty.
[02:37:28.885 --> 02:37:34.731]  As we talked before the break, since everyone is always spying everyone else, this weeds out disloyal people.
[02:37:35.251 --> 02:37:38.334]  And at the very top, you just get these absolute bootlickers.
[02:37:38.334 --> 02:37:40.836]  Which is good, because you don't want smart people at the top.
[02:37:40.836 --> 02:37:45.900]  You want people who don't know what they're doing, because that will give you a great chance to neutralize the regime.
[02:37:45.900 --> 02:37:47.581]  And they are starting to freak out.
[02:37:47.581 --> 02:37:51.304]  So North Korea, in many ways, is a religious culture.
[02:37:51.304 --> 02:37:53.426]  They've made a religion of Juche of their leaders.
[02:37:54.006 --> 02:37:59.151]  They idolize them and regard them as supernatural, and they have their own version of the Ten Commandments.
[02:37:59.151 --> 02:38:14.046]  And the Tenth Commandment says something like, What that means is, only a descendant of the founder of North Korea, the great leader Kim Il Sung, Kim Jong Un's grandfather, can be a leader.
[02:38:14.426 --> 02:38:18.309]  So that's why Kim Jong Un killed his older brother Kim Jong Nam.
[02:38:18.309 --> 02:38:21.031]  Because if you take out his older brother, he's safe.
[02:38:21.031 --> 02:38:28.537]  You don't have a plan B. So this was very much an insurance policy and a demonstration that he's starting to get scared of his hold on power.
[02:38:30.950 --> 02:38:31.631]  Keep going, brother.
[02:38:48.985 --> 02:38:51.186]  Look, China has to defend a lot of their crap.
[02:38:51.186 --> 02:38:54.127]  They don't want an American ally on their border.
[02:38:54.127 --> 02:39:01.130]  They don't want 24 million North Korean refugees who don't speak Chinese crossing the Tumen River and setting up camp in Nigeria.
[02:39:01.130 --> 02:39:08.213]  At the same time, China is trying to pass itself as respectable, as decent on the world stage.
[02:39:08.213 --> 02:39:09.694]  It's impossible to defend
[02:39:10.094 --> 02:39:12.475]  They're now saying that Mr. Warmbier was never tortured in custody.
[02:39:32.219 --> 02:39:34.362]  I think that's plausible and here's why.
[02:39:34.362 --> 02:39:36.805]  I was in the same hotel as him.
[02:39:36.805 --> 02:39:38.588]  I stayed on the same floor.
[02:39:38.588 --> 02:39:39.769]  He was not a prisoner.
[02:39:39.769 --> 02:39:40.911]  He was a hostage.
[02:39:40.911 --> 02:39:49.222]  They've taken many Americans with some kind of pretense and held them as hostages and everyone who got out says they were treated well by North Korean standards.
[02:39:49.662 --> 02:39:52.124]  Treated well by North Korean standards, but still terribly.
[02:39:52.124 --> 02:39:54.465]  The doctors didn't find any signs of trauma in his body.
[02:39:54.465 --> 02:39:58.028]  If I had to guess, I would guess he was driven into self-harm.
[02:39:58.028 --> 02:40:04.852]  The point is, when you have a hostage, like any criminal, you want to make sure you can give that hostage back in exchange for your ransom.
[02:40:04.852 --> 02:40:08.074]  So the fact is, things obviously took a turn for the worse with him.
[02:40:08.074 --> 02:40:12.217]  And they're like, we got to get this body out of North Korea before we have a body in our hands.
[02:40:12.217 --> 02:40:13.998]  And that's exactly what happened, right?
[02:40:13.998 --> 02:40:16.520]  A week after he got back here, he was in a coffin.
[02:40:16.960 --> 02:40:20.470]  So that just tells you that they are not crazy, they are evil.
[02:40:20.470 --> 02:40:23.960]  They know what they're doing and that makes them even more reprehensible.
[02:40:25.376 --> 02:40:27.697]  Again, I'm just sitting back, because if I start talking, I won't stop.
[02:40:27.697 --> 02:40:42.505]  This is all riveting, just to get into the psychology of this place, and the fact that they've got more land mass than the South, but the South is probably the most productive country in the world, has an incredibly high standard of living, and then just north, everything looks wasted.
[02:40:42.505 --> 02:40:44.226]  I'm told there are hardly any bugs or birds.
[02:40:44.226 --> 02:40:45.566]  They've eaten everything.
[02:40:45.566 --> 02:40:48.448]  Why doesn't communism produce this wondrous heaven?
[02:40:48.448 --> 02:40:50.869]  Look at Venezuela's collapsing into Road Warrior right now.
[02:40:52.359 --> 02:40:56.361]  During the 90s when things really went bad for them, they even had polio return.
[02:40:56.361 --> 02:41:01.823]  The average height of a North Korean is four inches shorter than the genetically identical South Koreans.
[02:41:01.823 --> 02:41:06.064]  South Korea has the highest per capita at one point of all of Eastern Asia.
[02:41:06.064 --> 02:41:08.745]  North Korea has African level GDP.
[02:41:08.745 --> 02:41:16.648]  So it's take a lot of work for this evil family to take these proud people and destroy the entire country.
[02:41:16.648 --> 02:41:19.749]  And this did not happen overnight and it's not going to end overnight either.
[02:41:19.949 --> 02:41:25.793]  So this is like a vampire kingdom of a bunch of fat vampires running around torturing, raping, and murdering.
[02:41:25.793 --> 02:41:28.756]  I mean, it's just incredible.
[02:41:28.756 --> 02:41:37.922]  And then when you see things like Al Jazeera running articles about how cute the traffic girls are in the capital city of Pyongyang, it's like, can you be any more delusional?
[02:41:37.922 --> 02:41:39.243]  Can you have any less delusions?
[02:41:39.243 --> 02:41:41.345]  Why is there leftist defense of North Korea?
[02:41:41.345 --> 02:41:45.268]  I even see New York Times articles that kind of cutesy and say nice things about it.
[02:41:46.316 --> 02:41:50.178]  I can't even, Alex, God help me, I can't even begin to wrap my head around it.
[02:41:50.178 --> 02:42:01.542]  You know, again, being born in the Soviet Union, the idea that anyone can find anything kind of admirable about this country and what they're doing to the children, not having children have food.
[02:42:01.542 --> 02:42:04.043]  You can't even begin to wrap your head around that psychology.
[02:42:04.043 --> 02:42:07.485]  All you have to do is just get thee behind me, Satan, is my approach to that.
[02:42:07.485 --> 02:42:10.226]  And let's talk about how he likes to kill even members of his own family.
[02:42:11.542 --> 02:42:21.911]  Right, so when Kim Jong-un took over for his father in 2011, Kim Jong-il's sister, Kim Hyong-ui, was behind the scenes guiding things.
[02:42:21.911 --> 02:42:29.518]  Kim Hyong-ui is so wicked, she drove her own daughter to suicide because her daughter married someone of a lower social class, right?
[02:42:29.998 --> 02:42:33.982]  So when he took over, that was her husband that was killed.
[02:42:33.982 --> 02:42:38.787]  He was not killed by dogs, that's a myth, but look at how the corporate media gets it wrong.
[02:42:38.787 --> 02:42:44.352]  You know, you heard all those stories that he got his uncle eaten by dogs and it's like, look how crazy North Korea is, look how crazy North Korea is.
[02:42:44.352 --> 02:42:51.699]  It's not that someone was eaten by dogs, it's that someone who was like third in line of the government was executed overnight without cause.
