whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:04:19.480 --> 01:04:20.480]   Syrian
[01:04:20.480 --> 01:04:21.480]   airfield.
[01:04:21.480 --> 01:04:22.480]   I
[01:04:22.480 --> 01:04:23.480]   have
[01:04:23.480 --> 01:04:24.480]   to
[01:04:24.480 --> 01:04:25.480]   leave
[01:04:25.480 --> 01:04:26.480]   on the
[01:04:26.480 --> 01:04:27.480]   Syrian
[01:04:27.480 --> 01:04:28.480]   airfield.
[01:04:28.480 --> 01:04:29.480]   I
[01:04:29.480 --> 01:04:30.480]   have
[01:04:30.480 --> 01:04:31.480]   to
[01:04:31.480 --> 01:04:32.480]   leave
[01:04:32.480 --> 01:04:33.480]   on the
[01:04:33.480 --> 01:04:34.480]   Syrian
[01:04:34.480 --> 01:04:35.480]   airfield.
[01:04:35.480 --> 01:04:36.480]   I
[01:04:36.480 --> 01:04:37.480]   have
[01:04:37.480 --> 01:04:38.480]   to
[01:04:38.480 --> 01:04:39.480]   leave
[01:04:39.480 --> 01:04:40.480]   on the
[01:04:40.480 --> 01:04:41.480]   Syrian
[01:04:41.480 --> 01:04:42.480]   airfield.
[01:04:42.480 --> 01:04:43.480]   I
[01:04:43.480 --> 01:04:44.480]   have
[01:04:44.480 --> 01:04:45.480]   to
[01:04:45.480 --> 01:04:46.480]   leave
[01:04:46.480 --> 01:04:47.480]   on the
[01:04:47.480 --> 01:04:48.480]   Syrian
[01:04:48.480 --> 01:04:49.480]   airfield.
[01:04:49.480 --> 01:04:50.480]   I
[01:04:50.480 --> 01:04:51.480]   have
[01:04:51.480 --> 01:04:52.480]   to
[01:04:52.480 --> 01:04:53.480]   leave
[01:04:53.480 --> 01:04:54.480]   on the
[01:04:54.480 --> 01:04:55.480]   Syrian
[01:04:55.480 --> 01:04:56.480]   airfield.
[01:04:56.480 --> 01:04:57.480]   I
[01:04:57.480 --> 01:04:58.480]   have
[01:04:58.480 --> 01:04:59.480]   to
[01:04:59.480 --> 01:05:00.480]   leave
[01:05:00.480 --> 01:05:01.480]   on the
[01:05:01.480 --> 01:05:02.480]   Syrian
[01:05:02.480 --> 01:05:03.480]   airfield.
[01:05:03.480 --> 01:05:04.480]   I
[01:05:04.480 --> 01:05:05.480]   have
[01:05:05.480 --> 01:05:06.480]   to
[01:05:06.480 --> 01:05:07.480]   leave
[01:05:07.480 --> 01:05:08.480]   on the
[01:05:08.480 --> 01:05:09.480]   Syrian
[01:05:09.480 --> 01:05:10.480]   airfield.
[01:05:10.480 --> 01:05:11.480]   I
[01:05:11.480 --> 01:05:12.480]   have
[01:05:12.480 --> 01:05:13.480]   to
[01:05:13.480 --> 01:05:14.480]   leave
[01:05:14.480 --> 01:05:15.480]   on the
[01:05:15.480 --> 01:05:16.480]   Syrian
[01:05:16.480 --> 01:05:17.480]   airfield.
[01:05:17.480 --> 01:05:18.480]   I
[01:05:18.480 --> 01:05:19.480]   have
[01:05:19.480 --> 01:05:20.480]   to
[01:05:20.480 --> 01:05:21.480]   leave
[01:05:21.480 --> 01:05:22.480]   on the
[01:05:22.480 --> 01:05:23.480]   Syrian
[01:05:23.480 --> 01:05:24.480]   airfield.
[01:05:24.480 --> 01:05:25.480]   I
[01:05:25.480 --> 01:05:26.480]   have
[01:05:26.480 --> 01:05:27.480]   to
[01:05:27.480 --> 01:05:28.480]   leave
[01:05:28.480 --> 01:05:29.480]   on the
[01:05:29.480 --> 01:05:30.480]   Syrian
[01:05:30.480 --> 01:05:31.480]   airfield.
[01:05:31.480 --> 01:05:32.480]   I
[01:05:32.480 --> 01:05:33.480]   have
[01:05:33.480 --> 01:05:34.480]   to
[01:05:34.480 --> 01:05:35.480]   leave
[01:05:35.480 --> 01:05:36.480]   on the
[01:05:36.480 --> 01:05:37.480]   Syrian
[01:05:37.480 --> 01:05:38.480]   airfield.
[01:05:38.480 --> 01:05:39.480]   I
[01:05:39.480 --> 01:05:40.480]   have
[01:05:40.480 --> 01:05:41.480]   to
[01:05:41.480 --> 01:05:42.480]   leave
[01:05:42.480 --> 01:05:43.480]   on the
[01:05:43.480 --> 01:05:44.480]   Syrian
[01:05:44.480 --> 01:05:45.480]   airfield.
[01:05:45.480 --> 01:05:46.480]   I
[01:05:46.480 --> 01:05:47.480]   have
[01:05:47.480 --> 01:05:48.480]   to
[01:05:48.480 --> 01:05:49.480]   leave
[01:05:49.480 --> 01:05:50.480]   on the
[01:05:50.480 --> 01:05:51.480]   Syrian
[01:05:51.480 --> 01:05:52.480]   airfield.
[01:05:52.480 --> 01:05:53.480]   I
[01:05:53.480 --> 01:05:54.480]   have
[01:05:54.480 --> 01:05:55.480]   to
[01:05:55.480 --> 01:05:56.480]   leave
[01:05:56.480 --> 01:05:57.480]   on the
[01:05:57.480 --> 01:05:58.480]   Syrian
[01:05:58.480 --> 01:05:59.480]   airfield.
[01:05:59.480 --> 01:06:00.480]   I
[01:06:00.480 --> 01:06:01.480]   have
[01:06:01.480 --> 01:06:02.480]   to
[01:06:02.480 --> 01:06:03.480]   leave
[01:06:03.480 --> 01:06:04.480]   on the
[01:06:04.480 --> 01:06:05.480]   Syrian
[01:06:05.480 --> 01:06:06.480]   airfield.
[01:06:06.480 --> 01:06:07.480]   I
[01:06:07.480 --> 01:06:08.480]   have
[01:06:08.480 --> 01:06:09.480]   to
[01:06:09.480 --> 01:06:10.480]   leave
[01:06:10.480 --> 01:06:11.480]   on the
[01:06:11.480 --> 01:06:12.480]   Syrian
[01:06:12.480 --> 01:06:13.480]   airfield.
[01:06:13.480 --> 01:06:14.480]   I
[01:06:14.480 --> 01:06:15.480]   have
[01:06:15.480 --> 01:06:16.480]   to
[01:06:16.480 --> 01:06:17.480]   leave
[01:06:17.480 --> 01:06:18.480]   on the
[01:06:18.480 --> 01:06:19.480]   Syrian
[01:06:19.480 --> 01:06:20.480]   airfield.
[01:06:20.480 --> 01:06:21.480]   I
[01:06:21.480 --> 01:06:22.480]   have
[01:06:22.480 --> 01:06:23.480]   to
[01:06:23.480 --> 01:06:24.480]   leave
[01:06:24.480 --> 01:06:25.480]   on the
[01:06:25.480 --> 01:06:26.480]   Syrian
[01:06:26.480 --> 01:06:27.480]   airfield.
[01:06:27.480 --> 01:06:28.480]   I
[01:06:28.480 --> 01:06:29.480]   have
[01:06:29.480 --> 01:06:30.480]   to
[01:06:30.480 --> 01:06:31.480]   leave
[01:06:31.480 --> 01:06:32.480]   on the
[01:06:32.480 --> 01:06:33.480]   Syrian
[01:06:33.480 --> 01:06:34.480]   airfield.
[01:06:34.480 --> 01:06:35.480]   I
[01:06:35.480 --> 01:06:36.480]   have
[01:06:36.480 --> 01:06:37.480]   to
[01:06:37.480 --> 01:06:38.480]   leave
[01:06:38.480 --> 01:06:39.480]   on the
[01:06:39.480 --> 01:06:40.480]   Syrian
[01:06:40.480 --> 01:06:41.480]   airfield.
[01:06:41.480 --> 01:06:42.480]   I
[01:06:42.480 --> 01:06:43.480]   have
[01:06:43.480 --> 01:06:44.480]   to
[01:06:44.480 --> 01:06:45.480]   leave
[01:06:45.480 --> 01:06:46.480]   on the
[01:06:46.480 --> 01:06:47.480]   Syrian
[01:06:47.480 --> 01:06:48.480]   airfield.
[01:06:48.480 --> 01:06:49.480]   I
[01:06:49.480 --> 01:06:50.480]   have
[01:06:50.480 --> 01:06:51.480]   to
[01:06:51.480 --> 01:06:52.480]   leave
[01:06:52.480 --> 01:06:53.480]   on the
[01:06:53.480 --> 01:06:54.480]   Syrian
[01:06:54.480 --> 01:06:55.480]   airfield.
[01:06:55.480 --> 01:06:56.480]   I
[01:06:56.480 --> 01:06:57.480]   have
[01:06:57.480 --> 01:06:58.480]   to
[01:06:58.480 --> 01:06:59.480]   leave
[01:06:59.480 --> 01:07:00.480]   on the
[01:07:00.480 --> 01:07:01.480]   Syrian
[01:07:01.480 --> 01:07:02.480]   airfield.
[01:07:02.480 --> 01:07:03.480]   I
[01:07:03.480 --> 01:07:04.480]   have
[01:07:04.480 --> 01:07:05.480]   to
[01:07:05.480 --> 01:07:06.480]   leave
[01:07:06.480 --> 01:07:07.480]   on the
[01:07:07.480 --> 01:07:08.480]   Syrian
[01:07:08.480 --> 01:07:09.480]   airfield.
[01:07:09.480 --> 01:07:10.480]   I
[01:07:10.480 --> 01:07:11.480]   have
[01:07:11.480 --> 01:07:12.480]   to
[01:07:12.480 --> 01:07:13.480]   leave
[01:07:13.480 --> 01:07:14.480]   on the
[01:07:14.480 --> 01:07:15.480]   Syrian
[01:07:15.480 --> 01:07:16.480]   airfield.
[01:07:16.480 --> 01:07:17.480]   I
[01:07:17.480 --> 01:07:18.480]   have
[01:07:18.480 --> 01:07:19.480]   to
[01:07:19.480 --> 01:07:20.480]   leave
[01:07:20.480 --> 01:07:21.480]   on the
[01:07:21.480 --> 01:07:22.480]   Syrian
[01:07:22.480 --> 01:07:23.480]   airfield.
[01:07:23.480 --> 01:07:24.480]   I
[01:07:24.480 --> 01:07:25.480]   have
[01:07:25.480 --> 01:07:26.480]   to
[01:07:26.480 --> 01:07:27.480]   leave
[01:07:27.480 --> 01:07:28.480]   on the
[01:07:28.480 --> 01:07:29.480]   Syrian
[01:07:29.480 --> 01:07:30.480]   airfield.
[01:07:30.480 --> 01:07:31.480]   I
[01:07:31.480 --> 01:07:32.480]   have
[01:07:32.480 --> 01:07:33.480]   to
[01:07:33.480 --> 01:07:34.480]   leave
[01:07:34.480 --> 01:07:35.480]   on the
[01:07:35.480 --> 01:07:36.480]   Syrian
[01:07:36.480 --> 01:07:37.480]   airfield.
[01:07:37.480 --> 01:07:38.480]   I
[01:07:38.480 --> 01:07:39.480]   have
[01:07:39.480 --> 01:07:40.480]   to
[01:07:40.480 --> 01:07:41.480]   leave
[01:07:41.480 --> 01:07:42.480]   on the
[01:07:42.480 --> 01:07:43.480]   Syrian
[01:07:43.480 --> 01:07:44.480]   airfield.
[01:07:44.480 --> 01:07:45.480]   I
[01:07:45.480 --> 01:07:46.480]   have
[01:07:46.480 --> 01:07:47.480]   to
[01:07:47.480 --> 01:07:48.480]   leave
[01:07:48.480 --> 01:07:49.480]   on the
[01:07:49.480 --> 01:07:50.480]   Syrian
[01:07:50.480 --> 01:07:51.480]   airfield.
[01:07:51.480 --> 01:07:52.480]   I
[01:07:52.480 --> 01:07:53.480]   have
[01:07:53.480 --> 01:07:54.480]   to
[01:07:54.480 --> 01:07:55.480]   leave
[01:07:55.480 --> 01:07:56.480]   on the
[01:07:56.480 --> 01:07:57.480]   Syrian
[01:07:57.480 --> 01:07:58.480]   airfield.
[01:07:58.480 --> 01:07:59.480]   I
[01:07:59.480 --> 01:08:00.480]   have
[01:08:00.480 --> 01:08:01.480]   to
[01:08:01.480 --> 01:08:02.480]   leave
[01:08:02.480 --> 01:08:03.480]   on the
[01:08:03.480 --> 01:08:04.480]   Syrian
[01:08:04.480 --> 01:08:05.480]   airfield.
[01:08:05.480 --> 01:08:06.480]   I
[01:08:06.480 --> 01:08:07.480]   have
[01:08:07.480 --> 01:08:08.480]   to
[01:08:08.480 --> 01:08:09.480]   leave
[01:08:09.480 --> 01:08:10.480]   on the
[01:08:10.480 --> 01:08:11.480]   Syrian
[01:08:11.480 --> 01:08:12.480]   airfield.
[01:08:12.480 --> 01:08:13.480]   I
[01:08:13.480 --> 01:08:14.480]   have
[01:08:14.480 --> 01:08:15.480]   to
[01:08:15.480 --> 01:08:16.480]   leave
[01:08:16.480 --> 01:08:17.480]   on the
[01:08:17.480 --> 01:08:18.480]   Syrian
[01:08:18.480 --> 01:08:19.480]   airfield.
[01:08:19.480 --> 01:08:20.480]   I
[01:08:20.480 --> 01:08:21.480]   have
[01:08:21.480 --> 01:08:22.480]   to
[01:08:22.480 --> 01:08:23.480]   leave
[01:08:23.480 --> 01:08:24.480]   on the
[01:08:24.480 --> 01:08:25.480]   Syrian
[01:08:25.480 --> 01:08:26.480]   airfield.
[01:08:26.480 --> 01:08:27.480]   I
[01:08:27.480 --> 01:08:28.480]   have
[01:08:28.480 --> 01:08:29.480]   to
[01:08:29.480 --> 01:08:30.480]   leave
[01:08:30.480 --> 01:08:31.480]   on the
[01:08:31.480 --> 01:08:32.480]   Syrian
[01:08:32.480 --> 01:08:33.480]   airfield.
[01:08:33.480 --> 01:08:34.480]   I
[01:08:34.480 --> 01:08:35.480]   have
[01:08:35.480 --> 01:08:36.480]   to
[01:08:36.480 --> 01:08:37.480]   leave
[01:08:37.480 --> 01:08:38.480]   on the
[01:08:38.480 --> 01:08:39.480]   Syrian
[01:08:39.480 --> 01:08:40.480]   airfield.
[01:08:40.480 --> 01:08:41.480]   I
[01:08:41.480 --> 01:08:42.480]   have
[01:08:42.480 --> 01:08:43.480]   to
[01:08:43.480 --> 01:08:44.480]   leave
[01:08:44.480 --> 01:08:45.480]   on the
[01:08:45.480 --> 01:08:46.480]   Syrian
[01:08:46.480 --> 01:08:47.480]   airfield.
[01:08:47.480 --> 01:08:48.480]   I
[01:08:48.480 --> 01:08:49.480]   have
[01:08:49.480 --> 01:08:50.480]   to
[01:08:50.480 --> 01:08:51.480]   leave
[01:08:51.480 --> 01:08:52.480]   on the
[01:08:52.480 --> 01:08:53.480]   Syrian
[01:08:53.480 --> 01:08:54.480]   airfield.
[01:08:54.480 --> 01:08:55.480]   I
[01:08:55.480 --> 01:08:56.480]   have
[01:08:56.480 --> 01:08:57.480]   to
[01:08:57.480 --> 01:08:58.480]   leave
[01:08:58.480 --> 01:08:59.480]   on the
[01:08:59.480 --> 01:09:00.480]   Syrian
[01:09:00.480 --> 01:09:01.480]   airfield.
[01:09:01.480 --> 01:09:02.480]   I
[01:09:02.480 --> 01:09:03.480]   have
[01:09:03.480 --> 01:09:04.480]   to
[01:09:04.480 --> 01:09:05.480]   leave
[01:09:05.480 --> 01:09:06.480]   on the
[01:09:06.480 --> 01:09:07.480]   Syrian
[01:09:07.480 --> 01:09:08.480]   airfield.
[01:09:08.480 --> 01:09:09.480]   I
[01:09:09.480 --> 01:09:10.480]   have
[01:09:10.480 --> 01:09:11.480]   to
[01:09:11.480 --> 01:09:12.480]   leave
[01:09:12.480 --> 01:09:13.480]   on the
[01:09:13.480 --> 01:09:14.480]   Syrian
[01:09:14.480 --> 01:09:15.480]   airfield.
[01:09:15.480 --> 01:09:16.480]   I
[01:09:16.480 --> 01:09:17.480]   have
[01:09:17.480 --> 01:09:18.480]   to
[01:09:18.480 --> 01:09:19.480]   leave
[01:09:19.480 --> 01:09:20.480]   on the
[01:09:20.480 --> 01:09:21.480]   Syrian
[01:09:21.480 --> 01:09:22.480]   airfield.
[01:09:22.480 --> 01:09:23.480]   I
[01:09:23.480 --> 01:09:24.480]   have
[01:09:24.480 --> 01:09:25.480]   to
[01:09:25.480 --> 01:09:26.480]   leave
[01:09:26.480 --> 01:09:27.480]   on the
[01:09:27.480 --> 01:09:28.480]   Syrian
[01:09:28.480 --> 01:09:29.480]   airfield.
[01:09:29.480 --> 01:09:30.480]   I
[01:09:30.480 --> 01:09:31.480]   have
[01:09:31.480 --> 01:09:32.480]   to
[01:09:32.480 --> 01:09:33.480]   leave
[01:09:33.480 --> 01:09:34.480]   on the
[01:09:34.480 --> 01:09:35.480]   Syrian
[01:09:35.480 --> 01:09:36.480]   airfield.
[01:09:36.480 --> 01:09:37.480]   I
[01:09:37.480 --> 01:09:38.480]   have
[01:09:38.480 --> 01:09:39.480]   to
[01:09:39.480 --> 01:09:40.480]   leave
[01:09:40.480 --> 01:09:41.480]   on the
[01:09:41.480 --> 01:09:42.480]   Syrian
[01:09:42.480 --> 01:09:43.480]   airfield.
[01:09:43.480 --> 01:09:44.480]   I
[01:09:44.480 --> 01:09:45.480]   have
[01:09:45.480 --> 01:09:46.480]   to
[01:09:46.480 --> 01:09:47.480]   leave
[01:09:47.480 --> 01:09:48.480]   on the
[01:09:48.480 --> 01:09:49.480]   Syrian
[01:09:49.480 --> 01:09:50.480]   airfield.
[01:09:50.480 --> 01:09:51.480]   I
[01:09:51.480 --> 01:09:52.480]   have
[01:09:52.480 --> 01:09:53.480]   to
[01:09:53.480 --> 01:09:54.480]   leave
[01:09:54.480 --> 01:09:55.480]   on the
[01:09:55.480 --> 01:09:56.480]   Syrian
[01:09:56.480 --> 01:09:57.480]   airfield.
[01:09:57.480 --> 01:09:58.480]   I
[01:09:58.480 --> 01:09:59.480]   have
[01:09:59.480 --> 01:10:00.480]   to
[01:10:00.480 --> 01:10:01.480]   leave
[01:10:01.480 --> 01:10:02.480]   on the
[01:10:02.480 --> 01:10:03.480]   Syrian
[01:10:03.480 --> 01:10:04.480]   airfield.
[01:10:04.480 --> 01:10:05.480]   I
[01:10:05.480 --> 01:10:06.480]   have
[01:10:06.480 --> 01:10:07.480]   to
[01:10:07.480 --> 01:10:08.480]   leave
[01:10:08.480 --> 01:10:09.480]   on the
[01:10:09.480 --> 01:10:10.480]   Syrian
[01:10:10.480 --> 01:10:11.480]   airfield.
[01:10:11.480 --> 01:10:12.480]   I
[01:10:12.480 --> 01:10:13.480]   have
[01:10:13.480 --> 01:10:14.480]   to
[01:10:14.480 --> 01:10:15.480]   leave
[01:10:15.480 --> 01:10:16.480]   on the
[01:10:16.480 --> 01:10:17.480]   Syrian
[01:10:17.480 --> 01:10:18.480]   airfield.
[01:10:18.480 --> 01:10:19.480]   I
[01:10:19.480 --> 01:10:20.480]   have
[01:10:20.480 --> 01:10:21.480]   to
[01:10:21.480 --> 01:10:22.480]   leave
[01:10:22.480 --> 01:10:23.480]   on the
[01:10:23.480 --> 01:10:24.480]   Syrian
[01:10:24.480 --> 01:10:25.480]   airfield.
[01:10:25.480 --> 01:10:26.480]   I
[01:10:26.480 --> 01:10:27.480]   have
[01:10:27.480 --> 01:10:28.480]   to
[01:10:28.480 --> 01:10:29.480]   leave
[01:10:29.480 --> 01:10:30.480]   on the
[01:10:30.480 --> 01:10:31.480]   Syrian
[01:10:31.480 --> 01:10:32.480]   airfield.
[01:10:32.480 --> 01:10:33.480]   I
[01:10:33.480 --> 01:10:34.480]   have
[01:10:34.480 --> 01:10:35.480]   to
[01:10:35.480 --> 01:10:36.480]   leave
[01:10:36.480 --> 01:10:37.480]   on the
[01:10:37.480 --> 01:10:38.480]   Syrian
[01:10:38.480 --> 01:10:39.480]   airfield.
[01:10:39.480 --> 01:10:40.480]   I
[01:10:40.480 --> 01:10:41.480]   have
[01:10:41.480 --> 01:10:42.480]   to
[01:10:42.480 --> 01:10:43.480]   leave
[01:10:43.480 --> 01:10:44.480]   on the
[01:10:44.480 --> 01:10:45.480]   Syrian
[01:10:45.480 --> 01:10:46.480]   airfield.
[01:10:46.480 --> 01:10:47.480]   I
[01:10:47.480 --> 01:10:48.480]   have
[01:10:48.480 --> 01:10:49.480]   to
[01:10:49.480 --> 01:10:50.480]   leave
[01:10:50.480 --> 01:10:51.480]   on the
[01:10:51.480 --> 01:10:52.480]   Syrian
[01:10:52.480 --> 01:10:53.480]   airfield.
[01:10:53.480 --> 01:10:54.480]   I
[01:10:54.480 --> 01:10:55.480]   have
[01:10:55.480 --> 01:10:56.480]   to
[01:10:56.480 --> 01:10:57.480]   leave
[01:10:57.480 --> 01:10:58.480]   on the
[01:10:58.480 --> 01:10:59.480]   Syrian
[01:10:59.480 --> 01:11:00.480]   airfield.
[01:11:00.480 --> 01:11:01.480]   I
[01:11:01.480 --> 01:11:02.480]   have
[01:11:02.480 --> 01:11:03.480]   to
[01:11:03.480 --> 01:11:04.480]   leave
[01:11:04.480 --> 01:11:05.480]   on the
[01:11:05.480 --> 01:11:06.480]   Syrian
[01:11:06.480 --> 01:11:07.480]   airfield.
[01:11:07.480 --> 01:11:08.480]   I
[01:11:08.480 --> 01:11:09.480]   have
[01:11:09.480 --> 01:11:10.480]   to
[01:11:10.480 --> 01:11:11.480]   leave
[01:11:11.480 --> 01:11:12.480]   on the
[01:11:12.480 --> 01:11:13.480]   Syrian
[01:11:13.480 --> 01:11:14.480]   airfield.
[01:11:14.480 --> 01:11:15.480]   I
[01:11:15.480 --> 01:11:16.480]   have
[01:11:16.480 --> 01:11:17.480]   to
[01:11:17.480 --> 01:11:18.480]   leave
[01:11:18.480 --> 01:11:19.480]   on the
[01:11:19.480 --> 01:11:20.480]   Syrian
[01:11:20.480 --> 01:11:21.480]   airfield.
[01:11:21.480 --> 01:11:22.480]   I
[01:11:22.480 --> 01:11:23.480]   have
[01:11:23.480 --> 01:11:24.480]   to
[01:11:24.480 --> 01:11:25.480]   leave
[01:11:25.480 --> 01:11:26.480]   on the
[01:11:26.480 --> 01:11:27.480]   Syrian
[01:11:27.480 --> 01:11:28.480]   airfield.
[01:11:28.480 --> 01:11:29.480]   I
[01:11:29.480 --> 01:11:30.480]   have
[01:11:30.480 --> 01:11:31.480]   to
[01:11:31.480 --> 01:11:32.480]   leave
[01:11:32.480 --> 01:11:33.480]   on the
[01:11:33.480 --> 01:11:34.480]   Syrian
[01:11:34.480 --> 01:11:35.480]   airfield.
[01:11:35.480 --> 01:11:36.480]   I
[01:11:36.480 --> 01:11:37.480]   have
[01:11:37.480 --> 01:11:38.480]   to
[01:11:38.480 --> 01:11:39.480]   leave
[01:11:39.480 --> 01:11:40.480]   on the
[01:11:40.480 --> 01:11:41.480]   Syrian
[01:11:41.480 --> 01:11:42.480]   airfield.
[01:11:42.480 --> 01:11:43.480]   I
[01:11:43.480 --> 01:11:44.480]   have
[01:11:44.480 --> 01:11:45.480]   to
[01:11:45.480 --> 01:11:46.480]   leave
[01:11:46.480 --> 01:11:47.480]   on the
[01:11:47.480 --> 01:11:48.480]   Syrian
[01:11:48.480 --> 01:11:49.480]   airfield.
[01:11:49.480 --> 01:11:50.480]   I
[01:11:50.480 --> 01:11:51.480]   have
[01:11:51.480 --> 01:11:52.480]   to
[01:11:52.480 --> 01:11:53.480]   leave
[01:11:53.480 --> 01:11:54.480]   on the
[01:11:54.480 --> 01:11:55.480]   Syrian
[01:11:55.480 --> 01:11:56.480]   airfield.
[01:11:56.480 --> 01:11:57.480]   I
[01:11:57.480 --> 01:11:58.480]   have
[01:11:58.480 --> 01:11:59.480]   to
[01:11:59.480 --> 01:12:00.480]   leave
[01:12:00.480 --> 01:12:01.480]   on the
[01:12:01.480 --> 01:12:02.480]   Syrian
[01:12:02.480 --> 01:12:03.480]   airfield.
[01:12:03.480 --> 01:12:04.480]   I
[01:12:04.480 --> 01:12:05.480]   have
[01:12:05.480 --> 01:12:06.480]   to
[01:12:06.480 --> 01:12:07.480]   leave
[01:12:07.480 --> 01:12:08.480]   on the
[01:12:08.480 --> 01:12:09.480]   Syrian
[01:12:09.480 --> 01:12:10.480]   airfield.
[01:12:10.480 --> 01:12:11.480]   I
[01:12:11.480 --> 01:12:12.480]   have
[01:12:12.480 --> 01:12:13.480]   to
[01:12:13.480 --> 01:12:14.480]   leave
[01:12:14.480 --> 01:12:15.480]   on the
[01:12:15.480 --> 01:12:16.480]   Syrian
[01:12:16.480 --> 01:12:17.480]   airfield.
[01:12:17.480 --> 01:12:18.480]   I
[01:12:18.480 --> 01:12:19.480]   have
[01:12:19.480 --> 01:12:20.480]   to
[01:12:20.480 --> 01:12:21.480]   leave
[01:12:21.480 --> 01:12:22.480]   on the
[01:12:22.480 --> 01:12:23.480]   Syrian
[01:12:23.480 --> 01:12:24.480]   airfield.
[01:12:24.480 --> 01:12:25.480]   I
[01:12:25.480 --> 01:12:26.480]   have
[01:12:26.480 --> 01:12:27.480]   to
[01:12:27.480 --> 01:12:28.480]   leave
[01:12:28.480 --> 01:12:29.480]   on the
[01:12:29.480 --> 01:12:30.480]   Syrian
[01:12:30.480 --> 01:12:31.480]   airfield.
[01:12:31.480 --> 01:12:32.480]   I
[01:12:32.480 --> 01:12:33.480]   have
[01:12:33.480 --> 01:12:34.480]   to
[01:12:34.480 --> 01:12:35.480]   leave
[01:12:35.480 --> 01:12:36.480]   on the
[01:12:36.480 --> 01:12:37.480]   Syrian
[01:12:37.480 --> 01:12:38.480]   airfield.
[01:12:38.480 --> 01:12:39.480]   I
[01:12:39.480 --> 01:12:40.480]   have
[01:12:40.480 --> 01:12:41.480]   to
[01:12:41.480 --> 01:12:42.480]   leave
[01:12:42.480 --> 01:12:43.480]   on the
[01:12:43.480 --> 01:12:44.480]   Syrian
[01:12:44.480 --> 01:12:45.480]   airfield.
[01:12:45.480 --> 01:12:46.480]   I
[01:12:46.480 --> 01:12:47.480]   have
[01:12:47.480 --> 01:12:48.480]   to
[01:12:48.480 --> 01:12:49.480]   leave
[01:12:49.480 --> 01:12:50.480]   on the
[01:12:50.480 --> 01:12:51.480]   Syrian
[01:12:51.480 --> 01:12:52.480]   airfield.
[01:12:52.480 --> 01:12:53.480]   I
[01:12:53.480 --> 01:12:54.480]   have
[01:12:54.480 --> 01:12:55.480]   to
[01:12:55.480 --> 01:12:56.480]   leave
[01:12:56.480 --> 01:12:57.480]   on the
[01:12:57.480 --> 01:12:58.480]   Syrian
[01:12:58.480 --> 01:12:59.480]   airfield.
[01:12:59.480 --> 01:13:00.480]   I
[01:13:00.480 --> 01:13:01.480]   have
[01:13:01.480 --> 01:13:02.480]   to
[01:13:02.480 --> 01:13:03.480]   leave
[01:13:03.480 --> 01:13:04.480]   on the
[01:13:04.480 --> 01:13:05.480]   Syrian
[01:13:05.480 --> 01:13:06.480]   airfield.
[01:13:06.480 --> 01:13:07.480]   I
[01:13:07.480 --> 01:13:08.480]   have
[01:13:08.480 --> 01:13:09.480]   to
[01:13:09.480 --> 01:13:10.480]   leave
[01:13:10.480 --> 01:13:11.480]   on the
[01:13:11.480 --> 01:13:12.480]   Syrian
[01:13:12.480 --> 01:13:13.480]   airfield.
[01:13:13.480 --> 01:13:14.480]   I
[01:13:14.480 --> 01:13:15.480]   have
[01:13:15.480 --> 01:13:16.480]   to
[01:13:16.480 --> 01:13:17.480]   leave
[01:13:17.480 --> 01:13:18.480]   on the
[01:13:18.480 --> 01:13:19.480]   Syrian
[01:13:19.480 --> 01:13:20.480]   airfield.
[01:13:20.480 --> 01:13:21.480]   I
[01:13:21.480 --> 01:13:22.480]   have
[01:13:22.480 --> 01:13:23.480]   to
[01:13:23.480 --> 01:13:24.480]   leave
[01:13:24.480 --> 01:13:25.480]   on the
[01:13:25.480 --> 01:13:26.480]   Syrian
[01:13:26.480 --> 01:13:27.480]   airfield.
[01:13:27.480 --> 01:13:28.480]   I
[01:13:28.480 --> 01:13:29.480]   have
[01:13:29.480 --> 01:13:30.480]   to
[01:13:30.480 --> 01:13:31.480]   leave
[01:13:31.480 --> 01:13:32.480]   on the
[01:13:32.480 --> 01:13:33.480]   Syrian
[01:13:33.480 --> 01:13:34.480]   airfield.
[01:13:34.480 --> 01:13:35.480]   I
[01:13:35.480 --> 01:13:36.480]   have
[01:13:36.480 --> 01:13:37.480]   to
[01:13:37.480 --> 01:13:38.480]   leave
[01:13:38.480 --> 01:13:39.480]   on the
[01:13:39.480 --> 01:13:40.480]   Syrian
[01:13:40.480 --> 01:13:41.480]   airfield.
[01:13:41.480 --> 01:13:42.480]   I
[01:13:42.480 --> 01:13:43.480]   have
[01:13:43.480 --> 01:13:44.480]   to
[01:13:44.480 --> 01:13:45.480]   leave
[01:13:45.480 --> 01:13:46.480]   on the
[01:13:46.480 --> 01:13:47.480]   Syrian
[01:13:47.480 --> 01:13:48.480]   airfield.
[01:13:48.480 --> 01:13:49.480]   I
[01:13:49.480 --> 01:13:50.480]   have
[01:13:50.480 --> 01:13:51.480]   to
[01:13:51.480 --> 01:13:52.480]   leave
[01:13:52.480 --> 01:13:53.480]   on the
[01:13:53.480 --> 01:13:54.480]   Syrian
[01:13:54.480 --> 01:13:55.480]   airfield.
[01:13:55.480 --> 01:13:56.480]   I
