[00:00.000 --> 00:08.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[01:13:07.000 --> 01:13:25.000]  The first is this in the resolution, whereas the Speaker of the House of Representatives for the 114th Congress has endeavored to consolidate power and centralize decision-making, bypassing the majority of the 435 members of the Congress and the people they represent.
[01:13:25.000 --> 01:13:35.000]  Just another one. Whereas the Speaker uses the power of the office to punish members who vote according to their conscience instead of the will of the Speaker.
[01:13:35.000 --> 01:13:50.000]  The last one. Whereas the Speaker continues to direct the Rules Committee to limit meaningful amendments, to limit debate on the House floor and to subvert a straightforward legislative process.
[01:13:50.000 --> 01:13:56.000]  There are just three of the eight, whereas it's in the resolution by Mr. Meadows.
[01:13:56.000 --> 01:14:15.000]  And Massey, I and Mr. Yeho have joined him in cosponsing this resolution. Why I am honored and pleased to be on your show again, Alex, is that any of your listeners, whatever state they might be in, if they would call their member of Congress, all of them a home now for the next three, four weeks, actually,
[01:14:15.000 --> 01:14:26.000]  and call them and ask them to tell the person that answers the phone to remind that Congressman that he or she could join in this resolution to vacate the chair.
[01:14:26.000 --> 01:14:36.000]  And if we can get enough votes, what will happen? We will have a straight, up and down vote on who the next Speaker should be to replace John Dana.
[01:14:36.000 --> 01:14:45.000]  And we really, I have nothing against the Speaker personally. He's a good man personally, but he is not a policy leader.
[01:14:45.000 --> 01:14:50.000]  And we need to return this country back, this government, excuse me, government back to the people.
[01:14:50.000 --> 01:14:57.000]  Again, Congressman Walter Jones of North Carolina joins us. You can go to jones.house.gov and read the bill.
[01:14:57.000 --> 01:15:00.000]  We just put it on screen and also read the Daily Signal article.
[01:15:00.000 --> 01:15:07.000]  Conservative Congressman seeks to oust John Boehner as House Speaker. Look, you're a gentleman, and I respect that.
[01:15:07.000 --> 01:15:14.000]  I know Boehner reportedly is very nice, very charming, very friendly, but then he will viciously, as you mentioned, through his whip and others.
[01:15:14.000 --> 01:15:19.000]  You might explain how that works. Go after members of the House that don't follow his orders.
[01:15:19.000 --> 01:15:27.000]  So I don't care how nice he is when he sticks a knife in your back. He needs to be removed, whether it's on partial birth abortion that we had the votes on,
[01:15:27.000 --> 01:15:32.000]  or whether it's Obamacare, or whether it's shutting off the power plants or the open borders or the debt limit.
[01:15:32.000 --> 01:15:36.000]  I mean, this is one of the, I mean, he makes Newt Genrich look good and Genrich was a sellout.
[01:15:36.000 --> 01:15:42.000]  This guy is completely out of control, and we need to start a hashtag like fire Boehner.
[01:15:42.000 --> 01:15:52.000]  Let's put that out at real Alex Jones. Fire Boehner, and then let's link to the resolution that's linked on Congressman Jones's site.
[01:15:52.000 --> 01:15:57.000]  But there's the headline from Politico, House conservative seat, John Boehner's ouster.
[01:15:57.000 --> 01:16:04.000]  And let's get this moving to hashtag fire Boehner. I mean, we've recalled Republican governors that act like this.
[01:16:04.000 --> 01:16:14.000]  We've recalled other people. I mean, it's outrageous just on Obamacare alone, but explain to people how all this parliamentary procedure works.
[01:16:14.000 --> 01:16:17.000]  Because I know they were going to bring it up for a vote to try to kill this bill.
[01:16:17.000 --> 01:16:20.000]  I'm told they didn't learn they didn't have enough votes to kill it.
[01:16:20.000 --> 01:16:25.000]  Since then, I've been trying to follow it. Explain to us the Byzantine machinations.
[01:16:25.000 --> 01:16:32.000]  Okay. Alex, the H Resolution 385 is now in the Rules Committee.
[01:16:32.000 --> 01:16:42.000]  The Rules Committee will be the committee that will determine to send this back to the full house, meaning back to the floor of the house for a vote.
[01:16:42.000 --> 01:16:55.000]  And you're exactly right. The day after Mark Meadows put this in, Mr. Boehner's people were thinking about go ahead and bring it out of the Rules Committee back on the floor and kill it before the August break.
[01:16:55.000 --> 01:17:05.000]  You're exactly right. What happened was that the Jim Jordan from Ohio got word to the leadership that if you try this, you might be embarrassed.
[01:17:05.000 --> 01:17:14.000]  Because let me remind your listeners of this. Every member sitting on the floor of the house will have a chance to vote to vacate the chair.
[01:17:14.000 --> 01:17:18.000]  And then that would mean there would be another vote for the speaker of the house.
[01:17:18.000 --> 01:17:23.000]  And it would be a new person if that happened. So that's where it is.
[01:17:23.000 --> 01:17:37.000]  And so what we're trying to do, the ones I have mentioned, Yoho, Massey, Meadows, and myself, Walter Jones, we're trying to get on as many shows, people who have a national audience like yourself to talk about this issue.
[01:17:37.000 --> 01:17:48.000]  Because there's so many things going on in Washington that it's not the people's house anymore, Alex. It's controlled by money. It's the special interest house, not the people's house.
[01:17:48.000 --> 01:17:56.000]  And we won't have a speaker of the house that will let us do our job and represent the people of our district without being threatened.
[01:17:56.000 --> 01:18:03.000]  Well, again, I'm going to skip this network break because we're just having to the bottom of the hour. Congressman Walter Jones joins us.
[01:18:03.000 --> 01:18:13.000]  And I tell you, it's very humbling, sir, and quite frankly, borders on obscene for you to be thanking myself for having you on when you're the one going up against this mafia.
[01:18:13.000 --> 01:18:20.000]  You're the one exposing Saudi Arabia 9-11. You're the one doing this. And I know you don't like praise, but people need to be praying for you.
[01:18:20.000 --> 01:18:27.000]  You've got a lot of courage and quite frankly, you're doing some things that even Ron Paul wasn't doing when he was Congressman.
[01:18:27.000 --> 01:18:32.000]  He went after the Federal Reserve. You're going right at the heart with some really dangerous people.
[01:18:32.000 --> 01:18:37.000]  So please don't thank us, sir. We want to thank you for working so hard.
[01:18:37.000 --> 01:18:44.000]  And again, it's not about praise, but folks need to understand the position you're in, working so hard, doing all these interviews,
[01:18:44.000 --> 01:18:54.000]  helping get the bills out in the face of this guy and in the threats. Let's talk about how Boehner threatens people and the way he twists arms to keep things like Obamacare afloat.
[01:18:54.000 --> 01:19:02.000]  Well, Alex, let me give the trade promotion authority, TPA, which was a vote about three weeks ago, maybe four now.
[01:19:02.000 --> 01:19:08.000]  And I think this is what really brought us to a head, to be honest about it. We had the votes on the rule.
[01:19:08.000 --> 01:19:14.000]  As you know, a rule has to be voted on by the House before you get to the debate on the bill itself.
[01:19:14.000 --> 01:19:17.000]  We actually had the votes to kill the rule.
[01:19:17.000 --> 01:19:23.000]  Mr. Boehner and the President wanted this bill to pass to give the President the trade promotion authority,
[01:19:23.000 --> 01:19:29.000]  meaning he could bypass Congress with any type of treaty, and all Congress could do is to vote up and down.
[01:19:29.000 --> 01:19:35.000]  No ability to amend it. So we would give away our right to amend. So let me go back to the rule now.
[01:19:35.000 --> 01:19:41.000]  You have to have a rule that sets the parameters of the debate. So we had the votes to kill the rule.
[01:19:41.000 --> 01:19:50.000]  Three members of the Republican House who had been in this whip organization had voted with us on this rule.
[01:19:50.000 --> 01:19:56.000]  What happened a day later? They were kicked off the whip team. That's not a big thing.
[01:19:56.000 --> 01:20:03.000]  Then we've had other members who voted against Boehner who were denied the right to go on these overseas trips
[01:20:03.000 --> 01:20:07.000]  with other members of Congress, meaning Republicans and Democrats.
[01:20:07.000 --> 01:20:12.000]  I have a bill that is a minor thing in a way, but let me explain it very quickly.
[01:20:12.000 --> 01:20:18.000]  A dear friend of mine, a 55-year-old federal bankruptcy judge, died suddenly of a heart attack.
[01:20:18.000 --> 01:20:21.000]  We have the courthouse here in my district.
[01:20:21.000 --> 01:20:27.000]  We wanted to name the courthouse for this judge, Judge Randy Dapp. He's a Republican.
[01:20:27.000 --> 01:20:32.000]  But the Democrats, everybody said he was a very fair-minded person, and they won't move that bill.
[01:20:32.000 --> 01:20:36.000]  I've got it through the committee, but they won't move it to the floor of the house.
[01:20:36.000 --> 01:20:39.000]  So what they do is they won't move your bills. You want to go out for trade for your state.
[01:20:39.000 --> 01:20:43.000]  On these trade missions, they won't let you go. They basically cut you off.
[01:20:43.000 --> 01:20:46.000]  But bigger than that, it's Boehner's been caught, as you know.
[01:20:46.000 --> 01:20:51.000]  It's been in the news with a Democrat's meeting with big think tanks and big lenders
[01:20:51.000 --> 01:20:54.000]  and big donors on how to go after the Tea Party.
[01:20:54.000 --> 01:20:57.000]  So he's been quietly, while telling the Tea Party to play nice,
[01:20:57.000 --> 01:21:03.000]  he's been trying to kill the libertarian constitutionalist movement that could save this country.
[01:21:03.000 --> 01:21:10.000]  I've got to say it, Boehner is worse than Benedict Arnold when it comes to settling this country out.
[01:21:10.000 --> 01:21:17.000]  You're right, and Alex, let me say this. The point is that when we are elected
[01:21:17.000 --> 01:21:23.000]  to represent the people of our district, we're not sent to Washington to be a puppet
[01:21:23.000 --> 01:21:26.000]  for the speaker of the house. And that's one thing, this resolution.
[01:21:26.000 --> 01:21:29.000]  I hope you'll listen to us. We'll look it up.
[01:21:29.000 --> 01:21:36.000]  H-Resolution 385. We're there to represent the people of our district, the people across this nation.
[01:21:36.000 --> 01:21:41.000]  No one should dictate to our conscience how we should vote.
[01:21:41.000 --> 01:21:44.000]  And if I have a minute or two, I'd like to explain something that happened recently.
[01:21:44.000 --> 01:21:46.000]  Clay Sir, you've got the floor.
[01:21:46.000 --> 01:21:52.000]  Okay. We had a bill two months ago that the Republicans brought to the floor of the house
[01:21:52.000 --> 01:21:57.000]  that would allow the mobile home companies in writing their contracts
[01:21:57.000 --> 01:22:04.000]  to someone that wants to buy a mobile home to raise the interest rate from 8% to 11%.
[01:22:04.000 --> 01:22:09.000]  Warren Buffett, who is a billionaire in his financial portfolio,
[01:22:09.000 --> 01:22:14.000]  owns 91% of all the mobile home businesses in America.
[01:22:14.000 --> 01:22:19.000]  And I could not vote for that because in my district, the eastern part of North Carolina,
[01:22:19.000 --> 01:22:23.000]  we have over 45,000 mobile homes where people are living.
[01:22:23.000 --> 01:22:27.000]  We have people every day that the best they can do is to buy a mobile home.
[01:22:27.000 --> 01:22:33.000]  I could not raise the interest rate from 8% to 11% on that person trying to buy a mobile home
[01:22:33.000 --> 01:22:39.000]  to help Warren Buffett become a million, have more millions going to his billions.
[01:22:39.000 --> 01:22:45.000]  And let's not forget, he gets billions in 0% rates and is the biggest recipient of the banker bailout
[01:22:45.000 --> 01:22:50.000]  while he lobbies for regulations that actually make it more expensive
[01:22:50.000 --> 01:22:56.000]  to be able to get affordable housing because he basically controls the regulators and is exempt from it.
[01:22:56.000 --> 01:22:58.000]  I mean, this guy is a monster.
[01:22:58.000 --> 01:23:02.000]  Alex, that's why we need to change the leadership of the house.
[01:23:02.000 --> 01:23:09.000]  We need somebody up there in that position that understands that those of us elected from districts in America,
[01:23:09.000 --> 01:23:15.000]  we represent the people of this country, not the wishes of the special interest.
[01:23:15.000 --> 01:23:17.000]  It's funny you mentioned that.
[01:23:17.000 --> 01:23:22.000]  They used to have these payday loan laws, especially in the South, left over from the end of the Civil War.
[01:23:22.000 --> 01:23:28.000]  And now they allow like 20%, 30% interest in stuff a year just ripping people off.
[01:23:28.000 --> 01:23:34.000]  I mean, it is shameful what Congress, but also these states have been doing, so I commend you for that.
[01:23:34.000 --> 01:23:41.000]  Bottom line, we've got a shot at at least wounding him politically and scaring him to back off.
[01:23:41.000 --> 01:23:44.000]  But I think from other folks I've talked to, and correct me if I'm wrong, Congressman,
[01:23:44.000 --> 01:23:49.000]  we're pretty close to actually being able to unseat Boehner if the people get behind this.
[01:23:49.000 --> 01:23:56.000]  Alex, if the people would get behind this and call their member of Congress during this next three to four weeks,
[01:23:56.000 --> 01:24:05.000]  tell them about age resolution 385 and ask that member of Congress to join those of us who have put our necks out there
[01:24:05.000 --> 01:24:10.000]  and say that we need to return the House of Representatives to the people of America.
[01:24:10.000 --> 01:24:13.000]  That's why Donald Trump is so popular.
[01:24:13.000 --> 01:24:22.000]  I mean, really, people are frustrated and fed up and most of that frustration and being fed up is with Washington DC.
[01:24:22.000 --> 01:24:26.000]  And then he acts like he's from the outside and they start worshiping him.
[01:24:26.000 --> 01:24:28.000]  I mean, I like a lot of the stuff he's actually saying.
[01:24:28.000 --> 01:24:35.000]  My only concern is, is the fact that he wouldn't like that in the past, but people change.
[01:24:35.000 --> 01:24:37.000]  I'll give him the benefit of the doubt. Let me ask you that question.
[01:24:37.000 --> 01:24:41.000]  What do you think is going to happen to Trump if he runs third party and helps Hillary win,
[01:24:41.000 --> 01:24:45.000]  or if he drops out and plays hanky-panky?
[01:24:45.000 --> 01:24:48.000]  I hope he realizes that he is going to be anathema.
[01:24:48.000 --> 01:24:53.000]  Well, let me say up front, I have already endorsed Rand Paul. That's my choice.
[01:24:53.000 --> 01:24:59.000]  And the only thing I was trying to make the point with Donald Trump is that the frustration is deep.
[01:24:59.000 --> 01:25:04.000]  The frustration is so deep that, and I can say Bernie Sanders, look at the crowd he's drawing.
[01:25:04.000 --> 01:25:07.000]  He's just tired and fed up.
[01:25:07.000 --> 01:25:14.000]  And one way we can change the direction of the, this direction is to replace the speaker of the House.
[01:25:14.000 --> 01:25:20.000]  Again, if your listeners will follow your call and my call and pick up the phone,
[01:25:20.000 --> 01:25:27.000]  call them members of Congress, H resolution 385, and let's return the House back to the people of America.
[01:25:27.000 --> 01:25:32.000]  I agree, Congressman. In the three or four minutes we have left, I just want to make the point again,
[01:25:32.000 --> 01:25:36.000]  before we get into the situation with 28 pages, we have some breaking news there,
[01:25:36.000 --> 01:25:41.000]  that basically getting a good speaker would be like winning the White House.
[01:25:41.000 --> 01:25:45.000]  The Congress controls the purse, it controls what bills can move.
[01:25:45.000 --> 01:25:50.000]  The reason they're able to get this agenda through is they have Republican leadership working with the Democrats.
[01:25:50.000 --> 01:25:55.000]  This is as big as the election, removing Boehner and getting somebody good in there.
[01:25:55.000 --> 01:26:00.000]  And I think to get rid of him, we need a few members of the House to stand up and say,
[01:26:00.000 --> 01:26:03.000]  I want to be elected and this is what I'll do.
[01:26:03.000 --> 01:26:08.000]  I think if people challenge him and we get the leadership to not just go after him,
[01:26:08.000 --> 01:26:12.000]  but people say, you know, here's a field of folks, here's what we pledge to do,
[01:26:12.000 --> 01:26:17.000]  maybe a coalition of 10 members of the House to say, any of us could be speaker, vote for us,
[01:26:17.000 --> 01:26:22.000]  here's our pledge, then you'd see a grassroots movement and we can unseat him.
[01:26:22.000 --> 01:26:25.000]  So hopefully you've been moving the ball. What do you think of that idea, sir?
[01:26:25.000 --> 01:26:30.000]  Well, I think it's a great idea. The one thing that you know and I know,
[01:26:30.000 --> 01:26:34.000]  if anyone that would like to offer themselves as a speaker,
[01:26:34.000 --> 01:26:41.000]  they want to know that they can win this first step and the first step is to vacate the chair.
[01:26:41.000 --> 01:26:46.000]  So you have to at least get introduced to open the idea of being able to have the vote.
[01:26:46.000 --> 01:26:53.000]  No, absolutely. If we had this vote on the floor of the House and there would be people that would be smelling the blood,
[01:26:53.000 --> 01:26:58.000]  so to speak, they would start offering themselves up as a possibility.
[01:26:58.000 --> 01:27:04.000]  I think there would be at least three, four or five, if they thought that Bainer was going to be taken out of office,
[01:27:04.000 --> 01:27:07.000]  they would offer themselves. It would happen that quick.
[01:27:07.000 --> 01:27:11.000]  So it's like fishing for sharks. We got to get him on the line with the vacate, the chair boat,
[01:27:11.000 --> 01:27:13.000]  then we can haul him in and gaffe him.
[01:27:13.000 --> 01:27:14.000]  There you go.
[01:27:14.000 --> 01:27:21.000]  In closing, sir, shifting gears into your dangerous and valiant move that's now exposed
[01:27:21.000 --> 01:27:26.000]  and headlines all over the world with other members of the House that saw the Arabia quarterback 9-11.
[01:27:26.000 --> 01:27:30.000]  You've seen the pages. Now more of this is coming out.
[01:27:30.000 --> 01:27:37.000]  U.S. ex-intelligence chief came out and said on ISIS's rise, it was a willful Washington decision to back him against Assad.
[01:27:37.000 --> 01:27:43.000]  Now Jeb Bush is saying and Obama is saying they're going to start bombing Assad to, quote, stop ISIS.
[01:27:43.000 --> 01:27:46.000]  That's the craziest thing I ever heard. What's your view on that?
[01:27:46.000 --> 01:27:59.000]  I agree with you totally. And if my brother had sent 4,000 Americans to die in an unnecessary war, I don't believe I'd be making those statements.
[01:27:59.000 --> 01:28:06.000]  I'm talking about George Bush going into Iraq. We never had to go into Iraq. It was a matter of fact that intelligence.
[01:28:06.000 --> 01:28:09.000]  Sure. And Jeb, it first defended it. Remember that?
[01:28:09.000 --> 01:28:16.000]  Oh, yeah, I do. I'm being kind of rude, but I'm going to tell you, we had no business going into Iraq.
[01:28:16.000 --> 01:28:21.000]  Taking out Saddam is part of the problem that we've got with the Middle East right now.
[01:28:21.000 --> 01:28:26.000]  Well, sure. Look at what we've got is Saudi Arabia, again, with its proxy army taking over.
[01:28:26.000 --> 01:28:32.000]  And now the White House has announced bombing of Assad who's fighting the Saudi Arabian proxy army.
[01:28:32.000 --> 01:28:41.000]  Well, Alex, that's why Jim McGovern and I and Barbara Lee have been pushing John Boehner to let us have a new debate and vote on the authorization of military force.
[01:28:41.000 --> 01:28:51.000]  They complain about Obama this and Obama that, but they'll let him go just decide whatever he wants to do to expand the war without any action of Congress.
[01:28:51.000 --> 01:29:00.000]  And Madison said it is the legislative branch that will debate and discuss the justification for war.
[01:29:00.000 --> 01:29:06.000]  Yes, sir. Well, again, everybody's got to get behind this. People want to spend all their time about the election.
[01:29:06.000 --> 01:29:12.000]  That's fine. Controlling the House, getting a Patriot in. That is the key. We've got good men and women up there.
[01:29:12.000 --> 01:29:21.000]  Let's do it. Let's get behind it. Thank you so much, Congressman Walter Jones, jones.house.gov, and give folks that resolution number one more time.
[01:29:21.000 --> 01:29:24.000]  The H-Resolution 385.
[01:29:24.000 --> 01:29:26.000]  385. Thank you so much.
[01:29:26.000 --> 01:29:27.000]  Thanks, Alex.
[01:29:27.000 --> 01:29:29.000]  Please come back soon, sir. Thank you.
[01:29:29.000 --> 01:29:30.000]  Thank you. Bye bye.
[01:29:30.000 --> 01:29:36.000]  All right. God bless Walter Jones. Let me tell you, that guy is soft-spoken, but he's a real patriot and a real man.
[01:29:36.000 --> 01:30:02.000]  What he's doing is very dangerous. Very, very dangerous. You need to pray for him.
[01:30:02.000 --> 01:30:17.000]  Thank you.
[01:30:17.000 --> 01:30:44.000]  Thank you.
[01:30:44.000 --> 01:30:51.000]  Please come back soon.
[01:31:14.000 --> 01:31:24.000]  Thank you.
[01:31:44.000 --> 01:31:54.000]  Thank you so much.
[01:32:15.000 --> 01:32:29.000]  Thank you.
[01:32:29.000 --> 01:32:56.000]  Thank you.
[01:32:56.000 --> 01:33:23.000]  Thank you.
[01:33:23.000 --> 01:33:43.000]  Thank you.
[01:33:43.000 --> 01:34:12.000]  Thank you.
[01:34:12.000 --> 01:34:22.000]  Thank you so much.
[01:34:42.000 --> 01:35:02.000]  Thank you.
[01:35:02.000 --> 01:35:30.000]  Thank you.
[01:35:30.000 --> 01:35:50.000]  Thank you.
[01:35:50.000 --> 01:36:19.000]  Thank you.
[01:36:19.000 --> 01:36:45.000]  Thank you.
[01:36:45.000 --> 01:37:12.000]  Thank you.
[01:37:12.000 --> 01:37:38.000]  Thank you.
[01:37:38.000 --> 01:37:53.000]  Thank you.
[01:37:53.000 --> 01:38:20.000]  Thank you.
[01:38:20.000 --> 01:38:47.000]  Thank you.
[01:38:47.000 --> 01:39:14.000]  Thank you.
[01:39:14.000 --> 01:39:41.000]  Thank you.
[01:39:41.000 --> 01:40:09.000]  Thank you.
[01:40:09.000 --> 01:40:35.000]  Thank you.
[01:40:35.000 --> 01:41:02.000]  Thank you.
[01:41:02.000 --> 01:41:30.000]  Thank you.
[01:41:30.000 --> 01:41:59.000]  Thank you.
[01:42:00.000 --> 01:42:26.000]  Thank you.
[01:42:26.000 --> 01:42:50.000]  Thank you.
[01:42:50.000 --> 01:43:18.000]  Thank you.
[01:43:18.000 --> 01:43:46.000]  Thank you.
[01:43:46.000 --> 01:44:13.000]  Thank you.
[01:44:13.000 --> 01:44:41.000]  Thank you.
[01:44:41.000 --> 01:45:07.000]  Thank you.
[01:45:07.000 --> 01:45:33.000]  Thank you.
[01:45:33.000 --> 01:46:00.000]  Thank you.
[01:46:00.000 --> 01:46:26.000]  Thank you.
[01:46:26.000 --> 01:46:52.000]  Thank you.
[01:46:52.000 --> 01:47:18.000]  Thank you.
[01:47:18.000 --> 01:47:46.000]  Thank you.
[01:47:46.000 --> 01:48:13.000]  Thank you.
[01:48:13.000 --> 01:48:40.000]  Thank you.
[01:48:40.000 --> 01:49:07.000]  Thank you.
[01:49:07.000 --> 01:49:35.000]  Thank you.
[01:49:35.000 --> 01:50:02.000]  Thank you.
[01:50:02.000 --> 01:50:29.000]  Thank you.
[01:50:29.000 --> 01:50:54.000]  Thank you.
[01:50:54.000 --> 01:51:23.000]  Thank you.
[01:51:24.000 --> 01:51:53.000]  Thank you.
[01:51:53.000 --> 01:52:22.000]  Thank you.
[01:52:23.000 --> 01:52:52.000]  Thank you.
[01:52:52.000 --> 01:53:19.000]  Thank you.
[01:53:19.000 --> 01:53:48.000]  Thank you.
[01:53:49.000 --> 01:54:12.000]  Thank you.
[01:54:12.000 --> 01:54:40.000]  Thank you.
[01:54:40.000 --> 01:55:07.000]  Thank you.
[01:55:07.000 --> 01:55:34.000]  Thank you.
[01:55:34.000 --> 01:56:01.000]  Thank you.
[01:56:01.000 --> 01:56:28.000]  Thank you.
[01:56:28.000 --> 01:56:56.000]  Thank you.
[01:56:56.000 --> 01:57:23.000]  Thank you.
[01:57:23.000 --> 01:57:51.000]  Thank you.
[01:57:51.000 --> 01:58:17.000]  Thank you.
[01:58:17.000 --> 01:58:44.000]  Thank you.
[01:58:44.000 --> 01:59:13.000]  Thank you.
[01:59:14.000 --> 01:59:43.000]  Thank you.
[01:59:44.000 --> 02:00:13.000]  Thank you.
[02:00:14.000 --> 02:00:41.000]  Thank you.
[02:00:41.000 --> 02:01:07.000]  Thank you.
[02:01:07.000 --> 02:01:33.000]  Thank you.
[02:01:33.000 --> 02:02:00.000]  Thank you.
[02:02:00.000 --> 02:02:27.000]  Thank you.
[02:02:27.000 --> 02:02:55.000]  Thank you.
[02:02:55.000 --> 02:03:24.000]  Thank you.
[02:03:25.000 --> 02:03:52.000]  Thank you.
[02:03:52.000 --> 02:04:15.000]  Thank you.
[02:04:15.000 --> 02:04:43.000]  Thank you.
[02:04:43.000 --> 02:05:12.000]  Thank you.
[02:05:13.000 --> 02:05:40.000]  Thank you.
[02:05:40.000 --> 02:05:55.000]  Thank you.
[02:05:55.000 --> 02:06:22.000]  Thank you.
[02:06:22.000 --> 02:06:47.000]  Thank you.
[02:06:47.000 --> 02:07:14.000]  Thank you.
[02:07:14.000 --> 02:07:41.000]  Thank you.
[02:07:41.000 --> 02:08:05.000]  Thank you.
[02:08:05.000 --> 02:08:32.000]  Thank you.
[02:08:32.000 --> 02:09:01.000]  Thank you.
[02:09:02.000 --> 02:09:29.000]  Thank you.
[02:09:29.000 --> 02:09:56.000]  Thank you.
[02:09:56.000 --> 02:10:23.000]  Thank you.
[02:10:23.000 --> 02:10:51.000]  Thank you.
[02:10:51.000 --> 02:11:19.000]  Thank you.
[02:11:19.000 --> 02:11:46.000]  Thank you.
[02:11:46.000 --> 02:12:13.000]  Thank you.
[02:12:13.000 --> 02:12:41.000]  Thank you.
[02:12:41.000 --> 02:13:08.000]  Thank you.
[02:13:08.000 --> 02:13:37.000]  Thank you.
[02:13:38.000 --> 02:14:05.000]  Thank you.
[02:14:05.000 --> 02:14:32.000]  Thank you.
[02:14:32.000 --> 02:15:01.000]  Thank you.
[02:15:02.000 --> 02:15:29.000]  Thank you.
[02:15:29.000 --> 02:15:58.000]  Thank you.
[02:15:59.000 --> 02:16:26.000]  Thank you.
[02:16:26.000 --> 02:16:53.000]  Thank you.
[02:16:53.000 --> 02:17:20.000]  Thank you.
[02:17:20.000 --> 02:17:48.000]  Thank you.
[02:17:48.000 --> 02:18:15.000]  Thank you.
[02:18:15.000 --> 02:18:44.000]  Thank you.
[02:18:45.000 --> 02:19:12.000]  Thank you.
[02:19:12.000 --> 02:19:39.000]  Thank you.
[02:19:39.000 --> 02:20:05.000]  Thank you.
[02:20:05.000 --> 02:20:31.000]  Thank you.
[02:20:31.000 --> 02:20:57.000]  Thank you.
[02:20:57.000 --> 02:21:24.000]  Thank you.
[02:21:24.000 --> 02:21:53.000]  Thank you.
[02:21:54.000 --> 02:22:23.000]  Thank you.
[02:22:24.000 --> 02:22:52.000]  Thank you.
[02:22:52.000 --> 02:23:21.000]  Thank you.
[02:23:22.000 --> 02:23:49.000]  Thank you.
[02:23:49.000 --> 02:24:16.000]  Thank you.
[02:24:16.000 --> 02:24:44.000]  Thank you.
[02:24:44.000 --> 02:25:11.000]  Thank you.
[02:25:11.000 --> 02:25:38.000]  Thank you.
[02:25:38.000 --> 02:26:05.000]  Thank you.
[02:26:05.000 --> 02:26:32.000]  Thank you.
[02:26:32.000 --> 02:27:00.000]  Thank you.
[02:27:00.000 --> 02:27:26.000]  Thank you.
[02:27:26.000 --> 02:27:55.000]  Thank you.
[02:27:56.000 --> 02:28:25.000]  Thank you.
[02:28:26.000 --> 02:28:55.000]  Thank you.
[02:28:56.000 --> 02:29:25.000]  Thank you.
[02:29:26.000 --> 02:29:54.000]  Thank you.
[02:29:54.000 --> 02:30:21.000]  Thank you.
[02:30:21.000 --> 02:30:50.000]  Thank you.
[02:30:51.000 --> 02:30:54.000]  Thank you.
[02:31:21.000 --> 02:31:48.000]  Thank you.
[02:31:48.000 --> 02:32:15.000]  Thank you.
[02:32:15.000 --> 02:32:42.000]  Thank you.
[02:32:42.000 --> 02:33:05.000]  Thank you.
[02:33:05.000 --> 02:33:31.000]  Thank you.
[02:33:31.000 --> 02:33:58.000]  Thank you.
[02:33:58.000 --> 02:34:25.000]  Thank you.
[02:34:25.000 --> 02:34:52.000]  Thank you.
[02:34:52.000 --> 02:35:21.000]  Thank you.
[02:35:22.000 --> 02:35:51.000]  Thank you.
[02:35:51.000 --> 02:36:18.000]  Thank you.
[02:36:18.000 --> 02:36:45.000]  Thank you.
[02:36:45.000 --> 02:37:12.000]  Thank you.
[02:37:12.000 --> 02:37:40.000]  Thank you.
[02:37:40.000 --> 02:38:09.000]  Thank you.
[02:38:10.000 --> 02:38:37.000]  Thank you.
[02:38:37.000 --> 02:39:05.000]  Thank you.
[02:39:05.000 --> 02:39:34.000]  Thank you.
[02:39:35.000 --> 02:40:02.000]  Thank you.
[02:40:02.000 --> 02:40:30.000]  Thank you.
[02:40:30.000 --> 02:40:59.000]  Thank you.
[02:41:00.000 --> 02:41:27.000]  Thank you.
[02:41:27.000 --> 02:41:56.000]  Thank you.
[02:41:57.000 --> 02:42:24.000]  Thank you.
[02:42:24.000 --> 02:42:51.000]  Thank you.
[02:42:51.000 --> 02:43:18.000]  Thank you.
[02:43:18.000 --> 02:43:45.000]  Thank you.
[02:43:45.000 --> 02:44:12.000]  Thank you.
[02:44:12.000 --> 02:44:39.000]  Thank you.
[02:44:39.000 --> 02:45:07.000]  Thank you.
[02:45:07.000 --> 02:45:34.000]  Thank you.
[02:45:34.000 --> 02:46:02.000]  Thank you.
[02:46:02.000 --> 02:46:29.000]  Thank you.
[02:46:29.000 --> 02:46:56.000]  Thank you.
[02:46:56.000 --> 02:47:23.000]  Thank you.
[02:47:23.000 --> 02:47:52.000]  Thank you.
[02:47:53.000 --> 02:48:22.000]  Thank you.
[02:48:23.000 --> 02:48:50.000]  Thank you.
[02:48:50.000 --> 02:49:18.000]  Thank you.
[02:49:18.000 --> 02:49:47.000]  Thank you.
[02:49:48.000 --> 02:50:15.000]  Thank you.
[02:50:15.000 --> 02:50:41.000]  Thank you.
[02:50:41.000 --> 02:51:07.000]  Thank you.
[02:51:07.000 --> 02:51:34.000]  Thank you.
[02:51:34.000 --> 02:52:03.000]  Thank you.
[02:52:04.000 --> 02:52:33.000]  Thank you.
[02:52:34.000 --> 02:53:01.000]  Thank you.
[02:53:01.000 --> 02:53:30.000]  Thank you.
[02:53:31.000 --> 02:54:00.000]  Thank you.
[02:54:01.000 --> 02:54:30.000]  Thank you.
[02:54:31.000 --> 02:55:00.000]  Thank you.
[02:55:01.000 --> 02:55:30.000]  Thank you.
[02:55:31.000 --> 02:55:58.000]  Thank you.
