[00:00.000 --> 00:04.000]  You can feel it
[58:07.080 --> 58:11.760]  mix those two together you're an unstoppable tank super male volatility really really works
[58:11.760 --> 58:18.080]  it's cold pressed herbs and natural compounds that have never been heated up and so it has
[58:18.080 --> 58:22.960]  a dramatic effect compared to powdered versions that also work quite well they just aren't
[58:22.960 --> 58:27.400]  as strong this is like a very fine wine it's it's it's in fact each batch is different
[58:27.400 --> 58:31.200]  sometimes it's super strong sometimes it's just okay people are you selling something
[58:31.200 --> 58:36.320]  and admitting sometimes the batch isn't strong that's just how it is it's how it works so
[58:36.320 --> 58:40.520]  it's always good it's just sometimes it's like super strong but yeah if you want the
[58:40.520 --> 58:52.280]  Rolls Royce at a decent price then this is it I never compromised the quality of ingredients
[58:52.280 --> 58:56.080]  we put in infill wars life products and that's why for more than two years we've been sold
[58:56.080 --> 59:01.360]  out of ultimate bone broth and we could ever get the ingredients again until now and we
[59:01.360 --> 59:06.080]  have reformulated and not just use the same ingredients we've boosted it and made them
[59:06.080 --> 59:11.000]  even stronger so out of all the bone broths out there I'm telling you this is next level
[59:11.000 --> 59:15.640]  listen what it's got in it cutting edge chicken bone broth protein isolate powder for better
[59:15.640 --> 59:21.000]  flavor and dissolvability it's got turmeric root chaga mushroom bee pollen goji berry
[59:21.000 --> 59:26.000]  alfalfa herb powder and a bunch of other amazing known berries that turbo charge your body
[59:26.000 --> 59:29.360]  with antioxidants and then it's got a bunch of other incredible things like magnesium
[59:29.360 --> 59:33.680]  potassium and sodium added I mean this sucker has got everything for your electrolytes it's
[59:33.680 --> 59:39.080]  got real organic cocoa butter powder with natural chocolate flavor and a touch of sea salt and
[59:39.080 --> 59:44.640]  it just goes on and on it is now back in stock ultimate bone broth plus available at 20%
[59:44.640 --> 59:52.920]  off and free shipping out of the gates at info wars store.com leading a frontal assault
[59:52.920 --> 1:00:07.200]  on the lies of the new world order it's alex jones coming to you live from deep in the
[1:00:07.200 --> 1:00:30.200]  heart of Texas broadcasting worldwide let's play a little bit of the secret covenant by
[1:00:30.200 --> 1:00:34.080]  Jamie deluxe a great new contributor that's going viral it banned the video this is just
[1:00:34.080 --> 1:00:39.800]  part of the long report this is just a few minutes of secret covenant and we're gonna
[1:00:39.800 --> 1:00:43.760]  have more of this coming up later at the end of the hour and some exclusive news the new
[1:00:43.760 --> 1:00:49.240]  day at CNN from Jamie deluxe as well but here's part of the secret covenant across document
[1:00:49.240 --> 1:00:56.840]  called the secret covenant and I started reading it supposedly it's a secret Illuminati document
[1:00:56.840 --> 1:01:01.000]  now there's no way to prove that or not I don't even like using the term Illuminati anymore
[1:01:01.000 --> 1:01:08.040]  but whatever term someone prefers to use it's anonymous to me with secret societies with
[1:01:08.040 --> 1:01:16.920]  cults and also in some intelligent circles because it's all compartmentalized it's all
[1:01:16.920 --> 1:01:22.240]  appear mid-scheme and a lot of them use blackmail and mind control so whatever term you prefer
[1:01:22.240 --> 1:01:28.120]  to use I really don't care I'm looking for the symptoms whether it's real or not I can't
[1:01:28.120 --> 1:01:33.760]  say but I can say it really seems to be happening just for a little background this is from
[1:01:33.760 --> 1:01:44.920]  an older blog the secret covenant was leaked out on www.bankindex.com June 21st 2002 these
[1:01:44.920 --> 1:01:49.480]  came in through one of bank index forms with the author left leaving an unusable email
[1:01:49.480 --> 1:01:57.160]  address and this is from a forum on your rika.com whoa is it getting hot in here your like secret
[1:01:57.160 --> 1:02:05.960]  covenant of the Illuminati message originally sent by G Edward Griffin on March 25th 2004
[1:02:05.960 --> 1:02:10.800]  I received an email copy of a document entitled the secret covenant it appeared to be the
[1:02:10.800 --> 1:02:16.000]  blueprint for a master conspiracy to dominate the world the author was anonymous in the
[1:02:16.000 --> 1:02:24.520]  original text dated June 21st 2002 came from a non-functioning email address nevertheless
[1:02:24.520 --> 1:02:28.760]  it was so convincing that the lady you sent into me believed it was an authentic message
[1:02:28.760 --> 1:02:34.600]  from a member of the Illuminati she wrote Mr. Griffin maybe you are already aware of
[1:02:34.600 --> 1:02:39.480]  this document from an unknown author I thought it was worth sending to you just in case it
[1:02:39.480 --> 1:02:45.240]  is so powerful in its statement that you cannot imagine it to be a hoax anyone with the same
[1:02:45.240 --> 1:02:51.440]  mind will notice that we are already in that world I just feel it is warning us by how
[1:02:51.440 --> 1:02:57.720]  many will believe it you and I know that that world is here what amazes me is that one of
[1:02:57.720 --> 1:03:10.240]  the Illuminati is actually warning us the secret covenant an illusion it will be so large
[1:03:10.240 --> 1:03:17.880]  so vast it will escape their perception those who will see it will be thought of as insane
[1:03:17.880 --> 1:03:23.440]  we will create separate fronts to prevent them from seeing the connection between us
[1:03:23.440 --> 1:03:28.960]  we will behave as if we are not connected to keep the illusion alive our goal will be
[1:03:28.960 --> 1:03:35.680]  accomplished one drop at a time so as to never bring suspicion upon ourselves this will also
[1:03:35.680 --> 1:03:40.840]  prevent them from seeing the changes as they occur we will always stand above the relative
[1:03:40.840 --> 1:03:46.600]  field of their experience for we know the secrets of the absolute we will work together
[1:03:46.600 --> 1:03:53.640]  always and will remain bound by blood and secrecy death will come to he who speaks we will keep
[1:03:53.640 --> 1:03:59.760]  their lifespan short and their minds weak while pretending to do the opposite we will
[1:03:59.760 --> 1:04:05.160]  use our knowledge of science and technology in subtle ways so they will never see what's
[1:04:05.160 --> 1:04:12.160]  happening we will use soft metals aging accelerators and sedatives and food and water also in the
[1:04:12.160 --> 1:04:20.800]  air they will be blanketed by poisons everywhere they turn the soft metals will cause them
[1:04:20.800 --> 1:04:26.800]  to lose their minds we will promise to find a cure from our many fronts yet we will feed
[1:04:26.800 --> 1:04:32.720]  them more poison the poisons will be absorbed into their skin in mouths they will destroy
[1:04:32.720 --> 1:04:38.800]  their minds and reproductive systems from all this their children will be born dead
[1:04:38.800 --> 1:04:43.600]  and we will conceal this information the poisons will be hidden and everything that surrounds
[1:04:43.600 --> 1:04:47.280]  it all right we're going to get Jim McGriffin on he's been fighting since the 60s in the
[1:04:47.280 --> 1:04:50.400]  next few weeks probably in the new year to talk about the secret cabinet but see the
[1:04:50.400 --> 1:04:55.560]  full report that was just a small part of it now at band.video band.video and then share
[1:04:55.560 --> 1:05:03.600]  it so this could be it was almost 15 years ago that I released my seminal film in game
[1:05:03.600 --> 1:05:08.480]  blueprint for global enslavement and that documentary I predicted the globalists would
[1:05:08.480 --> 1:05:14.840]  establish world government by releasing a virus demanding that there be worldwide lockdowns
[1:05:14.840 --> 1:05:19.960]  and then triggering a collapse of our industrial society and now they've done it how did I
[1:05:19.960 --> 1:05:25.120]  know they would do it because they wrote books and white papers and many of their own reports
[1:05:25.120 --> 1:05:29.520]  and internal meetings were leaked you see then I was tracking the Bilderberg group who's
[1:05:29.520 --> 1:05:34.400]  head at the time was Klaus Schwab and our sources in cyber confirming to us that they
[1:05:34.400 --> 1:05:39.560]  were indeed planning to launch this great recent well we're now living in it the purposeful
[1:05:39.560 --> 1:05:43.920]  collapse of the third world and the first world on its ass is a tyrannical corporate
[1:05:43.920 --> 1:05:49.920]  world government the total censorship no due process the structure of the family and then
[1:05:49.920 --> 1:05:55.400]  incrementally more and more deadly injections of poison mass creating his vaccines to poisonous
[1:05:55.400 --> 1:06:12.840]  the populace this is what it was as fun we're fighting for the future from the front lines
[1:06:12.840 --> 1:06:31.840]  of the information war it's Alex Jones it's Sunday December 19th the year is 2021 and we
[1:06:31.840 --> 1:06:39.440]  live in incredible times now I'm about to hit this line of stacks here one two three
[1:06:39.440 --> 1:06:46.000]  four five six seven eight stacks just in this row I'm gonna do my best for right now to
[1:06:46.000 --> 1:06:51.040]  hit all of these and then the murder of the babies now being injected bleeding out all
[1:06:51.040 --> 1:06:56.440]  over the place even mainline news celebrating the mass murder of the satanic sacrifices
[1:06:56.440 --> 1:07:03.920]  of our children unbelievable God weeps I can tell you feel the anger so let's run through
[1:07:03.920 --> 1:07:11.440]  some headlines White House goes off on mansion after he kills Biden's build back better bill
[1:07:11.440 --> 1:07:18.480]  well let's explain that's not Biden's build back better bill that's the UN new world order
[1:07:18.480 --> 1:07:26.000]  system build back better is the UN world government program look it up they don't deny it they
[1:07:26.000 --> 1:07:32.200]  say it's the plan to cut your freaking energy off I mean it's not even the mansion some
[1:07:32.200 --> 1:07:37.800]  type of hero here he just didn't want to just literally shut the country down I mean this
[1:07:37.800 --> 1:07:45.160]  is insane Biden team Democrats freak out after mansion shoots down five trillion spending
[1:07:45.160 --> 1:07:52.200]  bill and again one part of it was to cut our fossil fuels off literally bye-bye build
[1:07:52.200 --> 1:07:58.920]  back better dim hold out Joe mansion says he won't vote for the bill so this is some
[1:07:58.920 --> 1:08:03.800]  good news but I mean it's like mansion didn't vote to blow our heads off how nice of him
[1:08:03.800 --> 1:08:10.360]  I mean it's insane Biden says regulators want banks to focus on climate change that was
[1:08:10.360 --> 1:08:15.080]  in the bill that you don't get loans and do things if the bank doesn't come and inspect
[1:08:15.080 --> 1:08:21.960]  you and say that you're carbon neutral it's feudalism folks it's total absolute control
[1:08:21.960 --> 1:08:27.640]  sticker shock electricity prices jump 70% in Dallas Fort Worth with more hikes likely Dallas
[1:08:27.640 --> 1:08:36.920]  morning news reports because of the coal plants being shut down by Obama and Biden Senate
[1:08:36.920 --> 1:08:42.040]  Nixon's immigration plans for two trillion Biden bill again to open the borders up more
[1:08:42.040 --> 1:08:48.080]  articles with the Democrats wanting you to eat bugs they're not joking around about that
[1:08:48.080 --> 1:08:52.960]  a quote from Stalin back in the 30s it's not the people who vote that counts the people
[1:08:52.960 --> 1:08:58.120]  who count the votes and then I'm not going to play the clip it was on Thursday he said
[1:08:58.120 --> 1:09:03.800]  it but here's the article where you want to see the video Biden embody Stalin it's about
[1:09:03.800 --> 1:09:10.800]  who counts the votes I mean again the surrealness of this is just going to get more and more
[1:09:10.800 --> 1:09:15.760]  insane and if you wonder why they're so arrogant here's an email article with quotes and links
[1:09:15.760 --> 1:09:23.760]  the rich will become godlike cyborgs under this whole new world order this is trans humanism
[1:09:23.760 --> 1:09:34.160]  and they want control of our bodies now let's start getting into the really huge news for
[1:09:34.160 --> 1:09:42.880]  you let's just read the headlines Netherlands to go into strict Christmas lockdown oh one
[1:09:42.880 --> 1:09:49.320]  of the most vaccinated places in the world just like Israel just like Gibraltar just
[1:09:49.320 --> 1:09:55.760]  like Singapore and they have some of the highest death rates and illness rates of the vaccinated
[1:09:55.760 --> 1:09:59.960]  it doesn't work in the way they say it does work to make you sick and erase your immune
[1:09:59.960 --> 1:10:08.200]  system Boris Johnson considers Christmas lockdown oh yes to train you they're in full control
[1:10:08.200 --> 1:10:12.960]  but he has a bozo the clown haircut where they cut all the hair different links so he looks
[1:10:12.960 --> 1:10:16.920]  like Einstein so it's okay it's okay he's also married to a Satan worshiper look it
[1:10:16.920 --> 1:10:25.760]  up I'm not joking Fauci says Americans may have to wear mask on airplanes for ever knew
[1:10:25.760 --> 1:10:31.360]  that was coming emails reveal Fauci ever to quote smear anti-lockdown scientists and quote
[1:10:31.360 --> 1:10:38.520]  destroy them so they couldn't ask questions he said that they wanted to hit them with
[1:10:38.520 --> 1:10:47.360]  devastation devastating take down yeah you don't ask questions about us lying revealed
[1:10:47.360 --> 1:10:55.120]  CDC massively inflated number of vaccinated Americans told you that was always a big lie
[1:10:55.120 --> 1:11:00.120]  UK health minister awkwardly admits one on the ground death as government prepares more
[1:11:00.120 --> 1:11:08.880]  lockdowns yeah not making headlines on the ground variants so weak that South Africa
[1:11:08.880 --> 1:11:15.280]  will stop tracing and quarantining of contacts it's all hysteria court in German region of
[1:11:15.280 --> 1:11:21.640]  lower Saxony rules against vaccine passports won't be hearing about that on the news another
[1:11:21.640 --> 1:11:27.520]  great question I want to ask callers tomorrow's weekday show exactly which dystopian novel
[1:11:27.520 --> 1:11:35.520]  or movie are we currently living in an example of how the covid shots a race your immune
[1:11:35.520 --> 1:11:40.080]  system of the third shot almost completely the first one knocks it down second one damages
[1:11:40.080 --> 1:11:46.960]  it irrevocably third one you basically have no immune system post-biden Afghanistan homeless
[1:11:46.960 --> 1:11:52.560]  reportedly hook hounds on heroin to keep them loyal well this is hooking you with no immune
[1:11:52.560 --> 1:12:01.760]  system to their quote shots and now let's hit the really huge news get ready for this
[1:12:01.760 --> 1:12:10.120]  ladies and gentlemen this is Reuters refugees like covid shots because drug makers fear
[1:12:10.120 --> 1:12:17.200]  lawsuits documents show they couldn't get a government to sign on to give them liability
[1:12:17.200 --> 1:12:22.800]  protection or to pay damages from the quote side effects of heart attacks cancer death
[1:12:22.800 --> 1:12:28.560]  you name it oh you see what a what a great product where they're guaranteed and have
[1:12:28.560 --> 1:12:37.840]  no liability and they say trust us ex-pro footballer calls for investigation to footballer
[1:12:37.840 --> 1:12:44.320]  suffering massive heart problems and deaths balsam arrow wants to expose health officials
[1:12:44.320 --> 1:12:50.400]  who approve covid vaccine for kids yeah heart inflammation cases confirmed in kids after
[1:12:50.400 --> 1:12:56.320]  Pfizer jabs big articles on that rt french ethical committee backs vaccinate for kids
[1:12:56.320 --> 1:13:03.320]  issues 511 for benefit of the child how sick is that cdc data fentanyl overdoses now kill
[1:13:03.320 --> 1:13:10.440]  more americans ages 18 to 45 than covid cancer car accidents and suicide combined but they're
[1:13:10.440 --> 1:13:15.040]  not worried about fentanyl getting shipped in postal service has been ordered to look
[1:13:15.040 --> 1:13:19.840]  for that no they're supposed to block iver mcton even from doctors that give legal prescriptions
[1:13:19.840 --> 1:13:25.240]  they want to make sure you die report now confirm school district warrants parents of
[1:13:25.240 --> 1:13:31.360]  sudden cardiac arrest in grades is k through 12 oh it's a new thing kids have an heart
[1:13:31.360 --> 1:13:38.920]  attacks get used to it and now there's new reports out of newsweek people get microchips
[1:13:38.920 --> 1:13:44.520]  and planted that include vaccine records amid covid restrictions that's happening in sweden
[1:13:44.520 --> 1:13:50.120]  and then fiser has power to silence governments and maximize profits that's abc news and it
[1:13:50.120 --> 1:13:54.440]  goes through all that about government signed secret vaccine deal where they're allowed
[1:13:54.440 --> 1:14:00.040]  to cover up deaths even the new york times reports it's a corporate treaty government
[1:14:00.040 --> 1:14:08.880]  signed to waive your rights isn't that incredible and the cdc says poll johnson and johnson
[1:14:08.880 --> 1:14:13.760]  shot for the market because of heart attacks including in children but it does the same
[1:14:13.760 --> 1:14:18.160]  thing as the fiser and maderna isn't that interesting oh it's all safe and effective
[1:14:18.160 --> 1:14:23.280]  and now a shot they've had up for a year causes heart attacks and death but it's just a little
[1:14:23.280 --> 1:14:35.280]  footnote all we told you unbelievable information just absolutely incredible and then it gets
[1:14:35.280 --> 1:14:42.280]  into these articles we've got british scientists took a year to declare links to chinese lab
[1:14:42.280 --> 1:14:49.360]  after opposing covid lab leak theory the lancin editor helped cover up the fact that fouchy
[1:14:49.360 --> 1:14:54.120]  and others created covid 19 they know only did it but that's okay because they still
[1:14:54.120 --> 1:14:58.720]  control everything we're saying and everything we're allowed to do and if you try to speak
[1:14:58.720 --> 1:15:02.480]  out they censor you that's why in full wars dot com is so special the fact that we're
[1:15:02.480 --> 1:15:07.840]  still on air the fact that we're still fighting back the fact that we're still resisting the
[1:15:07.840 --> 1:15:13.000]  fact that we're still able to have these scientists and doctors on and reach millions of people
[1:15:13.000 --> 1:15:17.320]  so you can then share the links and the articles and the videos and tell others when you give
[1:15:17.320 --> 1:15:21.920]  it to them be sure and share this and then tell those you give it to to share it and
[1:15:21.920 --> 1:15:26.240]  tell them to share it and tell them to share it and tell them to share it and tell them
[1:15:26.240 --> 1:15:29.960]  and tell them and tell them to them then then then then then then we win understand how
[1:15:29.960 --> 1:15:35.560]  that works coming up christie lee is going to be in studio with us she's got a big report
[1:15:35.560 --> 1:15:41.080]  on globalist pedophiles more cnn producers caught reportedly grooming little girls for
[1:15:41.080 --> 1:15:49.920]  sex rings a big surprise their producers all right sex off pedo pimps that's all coming
[1:15:49.920 --> 1:15:55.440]  up and so much more and ireland rises up against the new world order that's coming up next
[1:15:55.440 --> 1:16:02.640]  so cognitive dissonance is a major issue amongst the left it can be very stressful dealing
[1:16:02.640 --> 1:16:08.240]  with facts you refuse to accept if you have a family member suffering from this degenerative
[1:16:08.240 --> 1:16:14.280]  mental condition buy them a bottle of ultimate fish oil from info wars store dot com studies
[1:16:14.280 --> 1:16:20.040]  have suggested that fish oils and fish oil supplementation can slightly lower blood pressure
[1:16:20.040 --> 1:16:25.380]  decrease triglyceride levels decrease the growth rate of plaque and provide a soothing
[1:16:25.380 --> 1:16:31.720]  reduction in inflammatory responses and joints and the digestive system recent studies have
[1:16:31.720 --> 1:16:38.520]  suggested that high epa and dha fish oil can stimulate immune function by increasing the
[1:16:38.520 --> 1:16:44.800]  concentration and activity of immune cells it worked for my family and now i can have
[1:16:44.800 --> 1:16:51.240]  a logical and calm discussion about actual facts that pertain to reality get your ultimate
[1:16:51.240 --> 1:17:17.640]  fish oil for a friend family member or yourself at info wars store dot com
[1:17:17.640 --> 1:17:22.920]  protecting your privacy protecting your credit cards protecting your bank accounts protecting
[1:17:22.920 --> 1:17:27.520]  your photos protecting everything that's on your phone is paramount that's why everybody
[1:17:27.520 --> 1:17:32.840]  should visit info wars store dot com we're carrying a huge new line of very compliant
[1:17:32.840 --> 1:17:39.320]  made in america products that have 100 percent reviews and are simply incredible it's a 360
[1:17:39.320 --> 1:17:44.600]  win protect your privacy and shop at info wars to support the overall info war against
[1:17:44.600 --> 1:17:50.480]  the globalist a true 360 win get your faraday cages at info wars store dot com check out
[1:17:50.480 --> 1:18:01.540]  the new line it's amazing so this could be literally your last chance with all the insane
[1:18:01.540 --> 1:18:07.160]  things happening in the world to get info wars products and to support us into 2022 the
[1:18:07.160 --> 1:18:13.160]  do or die year store wide free shipping double patriot points brain force plus 50 percent
[1:18:13.160 --> 1:18:18.000]  off amazing new tropic ultimate krill oil back in stock highest rated krill oil so good
[1:18:18.000 --> 1:18:22.720]  for your whole body 50 percent off we've got knockout sleep support 50 percent off hair
[1:18:22.720 --> 1:18:27.920]  and beard support 60 percent off we also have covid land to the mask film when you order
[1:18:27.920 --> 1:18:32.960]  the very important film you get a free dvd with two films on it about bohemian growth
[1:18:32.960 --> 1:18:38.840]  turbo force 10 hour clean energy 40 percent off body's ultimate tumric formula 40 percent
[1:18:38.840 --> 1:18:45.800]  off dna force plus the rules Royce for yourselves immune systems 40 percent off info wars store
[1:18:45.800 --> 1:18:51.000]  dot com this could be potentially your last chance to get a t-shirt a book a film or these
[1:18:51.000 --> 1:18:58.440]  great supplements we're going to keep going 110 percent but we need your support this
[1:18:58.440 --> 1:19:04.280]  could be info wars last christmas because it could be america's last christmas evil
[1:19:04.280 --> 1:19:08.720]  is taking over the planet they're destroying our borders our sovereignty our supply chains
[1:19:08.720 --> 1:19:13.720]  our language our currencies they're coming after us and if we don't support american
[1:19:13.720 --> 1:19:18.840]  businesses and if we don't support independent media in the final days of 2021 we have no
[1:19:18.840 --> 1:19:26.240]  future in the midterms in 2022 2022 is the year where america decides its fate i want
[1:19:26.240 --> 1:19:29.880]  to thank you all for your support i want to encourage you to your christmas shopping
[1:19:29.880 --> 1:19:34.240]  then for store dot com because i can barely keep our operation going and i appreciate
[1:19:34.240 --> 1:19:38.720]  you keeping us in the position to fight back i am so thankful for you and i'm asking you
[1:19:38.720 --> 1:19:43.240]  now to realize the huge investment you made over the years in us and i'll redouble your
[1:19:43.240 --> 1:19:49.120]  efforts to make sure that your investment freedom continues on info wars store dot com
[1:19:49.120 --> 1:19:54.560]  has incredible products store wide free shipping up until december 20th so please take action
[1:19:54.560 --> 1:20:02.840]  now and keep us on the air thank you leading a frontal assault on the lies of the new world
[1:20:02.840 --> 1:20:05.160]  order it's alex jones
[1:20:05.160 --> 1:20:32.800]  all right i got a really powerful report
[1:20:32.800 --> 1:20:39.120]  dealing with the fact that ireland is really waking up the new world order and battling
[1:20:39.120 --> 1:20:43.600]  back against it that reports up on info wars dot com we're gonna play here in a few minutes
[1:20:43.600 --> 1:20:48.840]  but a lot of people have asked me what this story is about today and so i'm gonna answer
[1:20:48.840 --> 1:20:55.080]  it right now as best i can by administration offers bonuses to doctors who implement anti
[1:20:55.080 --> 1:21:01.040]  racism plans so here you are taking people's rights bringing in a world i d giving them
[1:21:01.040 --> 1:21:07.080]  deadly shots and violent number code but the religion is all you did an anti racism course
[1:21:07.080 --> 1:21:11.160]  so now the federal government gives you money well that's just getting you used to getting
[1:21:11.160 --> 1:21:20.360]  money from uncle joe stalin 2.0 and they've done this all over europe all over australian
[1:21:20.360 --> 1:21:27.160]  new zeal and his beta test and now from canada to australia from the uk to germany billions
[1:21:27.160 --> 1:21:32.600]  are spent a year buying and paying for quote journalists to tell the truth in type of the
[1:21:32.600 --> 1:21:39.760]  headline new zealand passes law to fund independent news which isn't independent to counter fake
[1:21:39.760 --> 1:21:46.560]  news new zealand funds real news against fake news and it's just the government directly
[1:21:46.560 --> 1:21:52.720]  buying people often controlling them so they don't write about this mom double jabbed in
[1:21:52.720 --> 1:21:58.800]  third trimester gives birth to baby who dies after suffering heart failure blood clots
[1:21:58.800 --> 1:22:10.320]  do more baby dies after bleeding out of nose and mouth report states baby died after trans
[1:22:10.320 --> 1:22:18.000]  placental exposure to m r and a 1 2 7 3 maderno vaccine that's the really strong one that's
[1:22:18.000 --> 1:22:24.200]  the report by the doctors had dr. mccullough in studio and they were showing the documents
[1:22:24.200 --> 1:22:32.280]  where they now call it covid-19 vaccine induced microcarditis it's a new form of heart swelling
[1:22:32.280 --> 1:22:38.560]  maderno's covid-19 was being blamed after a pregnant woman who received two doses after
[1:22:38.560 --> 1:22:46.800]  birth to a baby that died after bleeding from its nose and mouth according to horrific entry
[1:22:46.800 --> 1:22:53.440]  in the ver's database this it was labeled a neonatal death occurred one day after the
[1:22:53.440 --> 1:22:58.880]  male baby was born on october 7th and happened after the mother received both doses of maderno's
[1:22:58.880 --> 1:23:04.720]  m r and a vaccine during the third trimester which they pressured to do the neonate was
[1:23:04.720 --> 1:23:11.120]  exposed to m r and a 1 2 7 3 maderno covid-19 vaccine during pregnancy there is the report
[1:23:11.120 --> 1:23:18.160]  on screen the rest of the horror is there for you to see oh but look trumps in houston
[1:23:18.160 --> 1:23:26.800]  with uh 13 000 plus no 19 plus thousand people capacity making jokes and laughing with bill
[1:23:26.800 --> 1:23:33.120]  o'reilly oh it's so fun not a word about this because he tells you that seems good i'm not
[1:23:33.120 --> 1:23:36.640]  at even attacking trump he just signed on to this and it's just like a turd in the punch
[1:23:36.640 --> 1:23:45.200]  bowl here's a tweet alex jones was right this covid-19 cycle new variants fear new lockdowns
[1:23:45.200 --> 1:23:50.880]  fear relief from lockdowns imagined freedom new variant fear shut everything down fear solution
[1:23:50.880 --> 1:23:56.880]  more jabs and boosters repeat new variant fear new lockdowns there it all is i mean you can look at
[1:23:56.880 --> 1:24:03.520]  the how it works over two years and you know the worst part about 15 days of flat in the
[1:24:03.520 --> 1:24:11.040]  curve is the first two years but we're about to enter year three and you know it goes on forever
[1:24:11.040 --> 1:24:15.680]  and they've now said it goes on forever here's another one alex jones was right about this too
[1:24:17.840 --> 1:24:23.440]  says reason magazine here new york bill would let the state put people in detention camps
[1:24:23.440 --> 1:24:30.080]  if deemed a threat even if you're not sick just we just say so and now in australia there are in
[1:24:30.080 --> 1:24:33.920]  new zeal and they're arresting members of their government that criticize things saying well you
[1:24:33.920 --> 1:24:37.920]  would you didn't even travel you know you're not even sick but we're going to put you in a camp
[1:24:37.920 --> 1:24:44.960]  till you stop let's play part of this report it's up on bandot video it's a derrick green
[1:24:44.960 --> 1:24:51.040]  clip i really think this should go viral ireland rises up against the new world order exclusive
[1:24:51.040 --> 1:24:55.840]  report go to bandot video click the left hand corner pull down the derrick green section
[1:24:55.840 --> 1:25:02.240]  and share this baby when you get excited and take action nothing can stop you that's why
[1:25:02.240 --> 1:25:06.320]  you call in at thinking me i want to thank all of you because the only reason info is still on the
[1:25:06.320 --> 1:25:11.440]  year and having a huge effect for our children our future is because of you so think about that a
[1:25:11.440 --> 1:25:16.480]  little bit and pat yourself on the back thank you for all you've done you are the mvp the listeners
[1:25:16.480 --> 1:25:22.240]  and viewers of the show you are the tip of the spear and i am very blessed and honored to know you
[1:25:22.240 --> 1:25:32.240]  here's the report yeah yeah we're here outside the doll today lads because um we're living in
[1:25:32.240 --> 1:25:37.600]  very precarious things we're living in an inverse world in which the suppression of vital information
[1:25:37.600 --> 1:25:43.680]  which is of a public wordiness is being suppressed by the legacy media federal health officials say
[1:25:43.680 --> 1:25:48.960]  neither ivermectin nor hydroxychloroquine are effective treatments for covid don't even call
[1:25:48.960 --> 1:25:52.000]  them mainstream because they're all going to collapse like all the corrupt institutions are
[1:25:52.000 --> 1:25:57.920]  going to collapse when this great light comes out they're serious vitriolic anger in the air
[1:25:57.920 --> 1:26:01.840]  and it's going to manifest and it's not going to be good for any citizens this is not a lunatic
[1:26:01.840 --> 1:26:06.000]  fringe this is people who are very well versed very well researched and are aware as to the
[1:26:06.000 --> 1:26:10.480]  plans of the global elitist cabal that have plans over the course of this decade to completely
[1:26:10.480 --> 1:26:15.680]  abonish every single element in the concept of freedom screw your freedom it's the freedom of
[1:26:15.680 --> 1:26:20.480]  your own body freedom of bodily autonomy the freedom of travel if you have travel plans
[1:26:20.480 --> 1:26:26.400]  there is one more thing to add to your packing list proof of vaccination the freedom of association
[1:26:26.400 --> 1:26:31.280]  the freedom of human expression they want to incorporate people into a transhumanist movement
[1:26:31.280 --> 1:26:36.960]  and was that seems very far-fetched for a lot of people it's what they have in plain sight go look
[1:26:36.960 --> 1:26:43.040]  at un agenda 21 look at un agenda 30 look at the wef it's all there in plain sight for the average
[1:26:43.040 --> 1:26:47.680]  joe soap to find out this information they call it the great reset this is their global domination
[1:26:47.680 --> 1:26:52.880]  this is it this is modern war how it's going to manifest i do not know what i do suspect that the
[1:26:52.880 --> 1:26:56.240]  human spirit is going to rise up against this tyranny over the course of the next number of years
[1:26:56.240 --> 1:27:00.640]  when this it's the fan when people realize what's actually been done they're going to wander pound
[1:27:00.640 --> 1:27:05.520]  of flesh violent clashes are erupting across europe as thousands of people protest the latest
[1:27:05.520 --> 1:27:10.160]  round of covid 19 restrictions for everyone's children they guard children the special units
[1:27:10.160 --> 1:27:14.480]  children because future generations will have absolutely nothing they will not have ownership
[1:27:14.480 --> 1:27:18.800]  over their own bodies the only way to control it is to mandate that nation they will not have
[1:27:18.800 --> 1:27:23.600]  ownership over their own future they can only dream of owning a property the wef was the number one
[1:27:23.600 --> 1:27:28.480]  plan until 2030 is you will own nothing and you will be happy that's pure communism lads if people
[1:27:28.480 --> 1:27:33.920]  don't own any resources who does own it a state which is a bastion of corruption which is a banana
[1:27:33.920 --> 1:27:38.240]  republic in terms of a lack of accountability who is holding these bastards accountable who the
[1:27:38.240 --> 1:27:41.200]  fuck is holding these bastards down to i tell you who's going to hold the people of ireland will
[1:27:41.200 --> 1:27:44.400]  and when the people of ireland wake up why god there's going to be health pain
[1:27:48.320 --> 1:27:52.640]  you know people see evil folks like fouching age trying to kill everybody and successfully doing
[1:27:52.640 --> 1:27:57.680]  it and wonder why would they do it we're going to fight back they're going to lose yeah they can't
[1:27:57.680 --> 1:28:02.960]  help it they're murdering psychotic criminals who have to be dealt with but first they've got to
[1:28:02.960 --> 1:28:09.120]  be exposed christie lee is about to take over and then when she hosts sunday live come up in 30
[1:28:09.120 --> 1:28:14.960]  minutes she did a big report on how the pedos are going down and that ties into all this evidence
[1:28:14.960 --> 1:28:21.200]  from jeffrey eppstein's safe went missing after fbi took it absolutely criminal gasoline maxwill
[1:28:21.200 --> 1:28:26.080]  could start naming names if she's found guilty in child sex trafficking charges that's why the
[1:28:26.080 --> 1:28:31.440]  prosecutor comie's daughter's trying to lose the case ebbings from jeffrey eppstein's safe there it
