[00:00.000 --> 00:02.000]  You've got it
[51:30.360 --> 51:31.360]  So Darren gets there
[51:31.360 --> 51:33.360]  And it's a press conference
[51:33.360 --> 51:34.360]  They've got three news cameras there
[51:34.360 --> 51:35.360]  They're talking to him
[51:35.360 --> 51:37.360]  And they see Darren walk up
[51:37.360 --> 51:39.360]  Got his info wars microphone
[51:39.360 --> 51:41.360]  And they say, we're not going to talk to you
[51:41.360 --> 51:43.360]  You were deceptive and said
[51:43.360 --> 51:45.360]  You worked for KLBJ
[51:45.360 --> 51:46.360]  The last report
[51:46.360 --> 51:47.360]  And Darren
[51:47.360 --> 51:48.360]  There is this microphone
[51:48.360 --> 51:50.360]  It says info wars
[51:50.360 --> 51:53.360]  And again, it's about changing the subject
[51:53.360 --> 51:55.360]  And Darren goes
[51:55.360 --> 51:57.360]  Well, no, the last time you
[51:57.360 --> 51:58.360]  Last time we talked to your other folks
[51:58.360 --> 51:59.360]  When we called
[51:59.360 --> 52:00.360]  Asked where the event was
[52:00.360 --> 52:01.360]  They said, who are you with?
[52:01.360 --> 52:02.360]  And we said info wars
[52:02.360 --> 52:03.360]  And that woman didn't know
[52:03.360 --> 52:05.360]  And she said, well, where are you broadcast?
[52:05.360 --> 52:06.360]  We said, well, channel 10 carries our stuff
[52:06.360 --> 52:09.360]  And also 590 a.m. KLBJ
[52:09.360 --> 52:12.360]  So again, we're there to ask them questions
[52:12.360 --> 52:13.360]  About all these
[52:13.360 --> 52:15.360]  Close to $700,000 boats
[52:15.360 --> 52:17.360]  Militarization of police
[52:17.360 --> 52:18.360]  And it's like, no, you're not on the air
[52:18.360 --> 52:19.360]  You're not media
[52:19.360 --> 52:20.360]  You don't exist
[52:20.360 --> 52:21.360]  And so then I learned
[52:21.360 --> 52:24.360]  Even before we went down there the other day
[52:24.360 --> 52:25.360]  They were anticipating it
[52:25.360 --> 52:27.360]  And we're calling
[52:27.360 --> 52:29.360]  Five different people
[52:29.360 --> 52:30.360]  And cold calling lines
[52:30.360 --> 52:31.360]  Saying, what do you think Alex Jones
[52:31.360 --> 52:32.360]  And his problems with the state police?
[52:32.360 --> 52:34.360]  Well, I never even hardly talk about
[52:34.360 --> 52:36.360]  Calling producers, calling hotlines
[52:36.360 --> 52:37.360]  Calling call in numbers
[52:37.360 --> 52:39.360]  So they were all ready to get the quote
[52:39.360 --> 52:40.360]  I guess they got somebody on the line
[52:40.360 --> 52:42.360]  To say, no, he doesn't work here
[52:42.360 --> 52:43.360]  I'm just on there
[52:43.360 --> 52:44.360]  I'm just on the radio there
[52:44.360 --> 52:47.360]  I have my own giant 16,000 square foot facility
[52:47.360 --> 52:48.360]  Over 100 stations
[52:48.360 --> 52:50.360]  XM channel 166
[52:50.360 --> 52:51.360]  Cover of talkers magazine
[52:51.360 --> 52:52.360]  3 million listeners a day
[52:52.360 --> 52:53.360]  15 million a week
[52:53.360 --> 52:54.360]  Fastest growing phenomenon
[52:54.360 --> 52:55.360]  Media worldwide
[52:55.360 --> 52:57.360]  Just number one alternative media
[52:57.360 --> 52:58.360]  So they finally got
[52:58.360 --> 52:59.360]  I learned who it was
[52:59.360 --> 53:01.360]  One person to say, oh, no, he's not
[53:01.360 --> 53:03.360]  So then they could put in their files
[53:03.360 --> 53:04.360]  I'm a liar
[53:04.360 --> 53:05.360]  I'm delusional
[53:05.360 --> 53:06.360]  I'm not on the air
[53:06.360 --> 53:07.360]  That's like the New York Times
[53:07.360 --> 53:08.360]  That time they said
[53:08.360 --> 53:10.360]  That Bilderberg wasn't happening in Virginia
[53:10.360 --> 53:12.360]  And I was in a field just crazy
[53:12.360 --> 53:14.360]  Imagining that they were there
[53:14.360 --> 53:17.360]  Armored, you know, limousines coming in
[53:17.360 --> 53:18.360]  Secret service
[53:18.360 --> 53:20.360]  Flags on the vehicles
[53:20.360 --> 53:22.360]  Marines running around in the bushes
[53:22.360 --> 53:24.360]  Bilderberg, Obama's there
[53:24.360 --> 53:25.360]  Boom, didn't exist
[53:25.360 --> 53:26.360]  I'm crazy
[53:26.360 --> 53:27.360]  And I'm not on the air right now
[53:27.360 --> 53:28.360]  You're not listening to me
[53:28.360 --> 53:30.360]  In central Texas on the number one talkstation
[53:30.360 --> 53:31.360]  590
[53:31.360 --> 53:34.360]  By the way, we're number one in the key demographics
[53:34.360 --> 53:36.360]  In places like Orlando
[53:36.360 --> 53:38.360]  And many other areas around the country
[53:38.360 --> 53:40.360]  And we're number one in some demographics
[53:40.360 --> 53:42.360]  Number two on 590
[53:42.360 --> 53:44.360]  Against all radio period
[53:44.360 --> 53:46.360]  Music, everything, dwarfing
[53:46.360 --> 53:48.360]  That's some of the highest ratings for that station
[53:48.360 --> 53:50.360]  But I'm not on it, though
[53:50.360 --> 53:51.360]  You have to understand
[53:51.360 --> 53:52.360]  I'm not on it, though
[53:52.360 --> 53:53.360]  I'm a liar
[53:53.360 --> 53:54.360]  I'm discredited
[53:54.360 --> 53:55.360]  I don't have moral authority
[53:55.360 --> 53:57.360]  See how they change the subject
[53:57.360 --> 53:59.360]  It's a warfare tactic
[53:59.360 --> 54:01.360]  In Waco, when the tanks were ramming it
[54:01.360 --> 54:02.360]  Machine gunning the people
[54:02.360 --> 54:03.360]  They were saying, this is not an assault
[54:03.360 --> 54:04.360]  Come out with your hands up
[54:04.360 --> 54:05.360]  And it's on the floor foods
[54:05.360 --> 54:06.360]  They'd come out
[54:06.360 --> 54:07.360]  They'd shoot them
[54:07.360 --> 54:08.360]  People say, oh, I'm not being attacked
[54:08.360 --> 54:09.360]  Okay, I'll come out
[54:09.360 --> 54:11.360]  And so it's a psychological warfare tactic
[54:11.360 --> 54:12.360]  They sit there with little tactics
[54:12.360 --> 54:14.360]  They learn Delphi technique
[54:14.360 --> 54:15.360]  They go to seminars
[54:15.360 --> 54:16.360]  To change it
[54:16.360 --> 54:17.360]  To change the room
[54:17.360 --> 54:18.360]  Hey, we want to talk about the machine guns
[54:18.360 --> 54:19.360]  And all this
[54:19.360 --> 54:20.360]  And the militarization
[54:20.360 --> 54:21.360]  And what's happening
[54:21.360 --> 54:23.360]  Oh, well, you're bad
[54:23.360 --> 54:26.360]  You're not on the radio
[54:26.360 --> 54:28.360]  You see how that works
[54:28.360 --> 54:29.360]  Instead of discussing the boats
[54:29.360 --> 54:30.360]  They throw it back
[54:30.360 --> 54:31.360]  You're bad
[54:31.360 --> 54:32.360]  And then start calling up
[54:32.360 --> 54:33.360]  Calling up the program directors
[54:33.360 --> 54:34.360]  Calling up the general managers
[54:34.360 --> 54:36.360]  Alex Jones is misrepresenting himself
[54:36.360 --> 54:38.360]  He wanted to do something about this
[54:38.360 --> 54:40.360]  Again, like it's Russia
[54:40.360 --> 54:41.360]  And they're trying to
[54:41.360 --> 54:42.360]  It's crazy
[54:42.360 --> 54:44.360]  So now you're on my radar screen
[54:44.360 --> 54:45.360]  Let's go to the report
[54:45.360 --> 54:46.360]  We may not have time to play at all
[54:46.360 --> 54:47.360]  It's on infowars.com
[54:47.360 --> 54:48.360]  But here's Darren McBreen
[54:48.360 --> 54:50.360]  Our reporter here at us
[54:50.360 --> 54:52.360]  Now we are here for the unveiling
[54:52.360 --> 54:54.360]  Of yet another DPS patrol vessel
[54:54.360 --> 54:56.360]  Now this is the second boat
[54:56.360 --> 54:58.360]  Of what will eventually be
[54:58.360 --> 55:00.360]  A total of six 34-foot
[55:00.360 --> 55:02.360]  Shallow water interceptors
[55:02.360 --> 55:04.360]  To patrol the Rio Grande River
[55:04.360 --> 55:06.360]  As the Texas Highway Patrol
[55:06.360 --> 55:08.360]  Goes on a wild spinning spree
[55:08.360 --> 55:09.360]  These hot rod boats cost
[55:09.360 --> 55:12.360]  Approximately $600,000 each
[55:12.360 --> 55:14.360]  And yes, that's taxpayer money
[55:14.360 --> 55:15.360]  To fight al-Qaeda
[55:15.360 --> 55:17.360]  And the small-time drug traffickers
[55:17.360 --> 55:19.360]  On the Texas rivers
[55:19.360 --> 55:20.360]  They're buying these giant
[55:20.360 --> 55:24.360]  $690,000 speed boats
[55:24.360 --> 55:26.360]  For lakes and rivers
[55:26.360 --> 55:28.360]  That have giant machine guns
[55:28.360 --> 55:30.360]  Mounted all over them
[55:30.360 --> 55:32.360]  And they didn't have the machine guns
[55:32.360 --> 55:33.360]  Mounted three months ago
[55:33.360 --> 55:34.360]  When we first went out
[55:34.360 --> 55:35.360]  And talked to them at a lake
[55:35.360 --> 55:36.360]  They didn't know who we were
[55:36.360 --> 55:38.360]  We did a nice interview
[55:38.360 --> 55:39.360]  Put it on TV
[55:39.360 --> 55:41.360]  I made my points about how they're
[55:41.360 --> 55:42.360]  We're going bankrupt
[55:42.360 --> 55:44.360]  But they're constantly militarizing
[55:44.360 --> 55:45.360]  Our police
[55:45.360 --> 55:47.360]  Darren McBreen and John Brown
[55:47.360 --> 55:48.360]  Went out there politely
[55:48.360 --> 55:50.360]  And they were bowing up
[55:50.360 --> 55:51.360]  They were saying we're not
[55:51.360 --> 55:52.360]  Going to talk to you
[55:52.360 --> 55:53.360]  Even though it was a press event
[55:53.360 --> 55:54.360]  They called
[55:54.360 --> 55:55.360]  They had state police
[55:55.360 --> 55:57.360]  Standing right up in their space
[55:57.360 --> 55:58.360]  And when they left
[55:58.360 --> 55:59.360]  They had state police
[55:59.360 --> 56:01.360]  Follow them out of the parking lot
[56:01.360 --> 56:02.360]  Stopped right there
[56:02.360 --> 56:03.360]  You know what I'm going to do
[56:03.360 --> 56:04.360]  I'm going to cut the last segment
[56:04.360 --> 56:05.360]  With Jerome Corsi
[56:05.360 --> 56:07.360]  We'll do 45 minutes with him
[56:07.360 --> 56:09.360]  Let's go ahead and get him on the line
[56:09.360 --> 56:10.360]  For the next hour
[56:10.360 --> 56:11.360]  Because I want to play this
[56:11.360 --> 56:12.360]  Actually at the end of the show
[56:12.360 --> 56:14.360]  But imagine
[56:14.360 --> 56:16.360]  That then they start calling
[56:16.360 --> 56:18.360]  Our local affiliate
[56:18.360 --> 56:20.360]  And then I learned
[56:20.360 --> 56:21.360]  From one of the producers
[56:21.360 --> 56:23.360]  And others that they've been calling
[56:23.360 --> 56:25.360]  For days before
[56:25.360 --> 56:27.360]  Ahead of time
[56:27.360 --> 56:29.360]  Again for their intelligence file
[56:29.360 --> 56:31.360]  And I told them that's the DPS intelligence
[56:31.360 --> 56:33.360]  That's what FBI files are
[56:33.360 --> 56:34.360]  They're a bunch of lies
[56:34.360 --> 56:35.360]  They're a bunch of bull
[56:35.360 --> 56:36.360]  And they call it intelligence
[56:36.360 --> 56:38.360]  So they can put in the file
[56:38.360 --> 56:40.360]  Like you didn't just hear this report
[56:40.360 --> 56:42.360]  On 590 a.m.
[56:42.360 --> 56:43.360]  Because they said so
[56:43.360 --> 56:44.360]  In the DPS report
[56:44.360 --> 56:45.360]  You know they can say
[56:45.360 --> 56:46.360]  Kebler elves are real
[56:46.360 --> 56:48.360]  They can say flying monkeys are real
[56:48.360 --> 56:49.360]  And you know what
[56:49.360 --> 56:50.360]  I mean it's like this
[56:50.360 --> 56:52.360]  The Stratford group here in Austin
[56:52.360 --> 56:54.360]  The WikiLeaks have gotten their stuff
[56:54.360 --> 56:56.360]  And it's saying here
[56:56.360 --> 56:58.360]  That the head of that
[56:58.360 --> 56:59.360]  New York Moss things
[56:59.360 --> 57:00.360]  And FBI informant
[57:00.360 --> 57:01.360]  Of course that was all the way
[57:01.360 --> 57:02.360]  To get everybody fighting with each other
[57:02.360 --> 57:04.360]  But what else is in the Stratford stuff
[57:04.360 --> 57:06.360]  This private intelligence group
[57:06.360 --> 57:07.360]  The head of it is in here
[57:07.360 --> 57:09.360]  Attacking me
[57:09.360 --> 57:11.360]  Calling me a lunatic
[57:11.360 --> 57:13.360]  And so I'll cover this later
[57:13.360 --> 57:14.360]  What a lunatic
[57:14.360 --> 57:15.360]  Because I don't listen
[57:15.360 --> 57:16.360]  To a bunch of double talk
[57:16.360 --> 57:17.360]  A lunatic
[57:17.360 --> 57:18.360]  Because I'm right so often
[57:18.360 --> 57:20.360]  A lunatic because I'm effective
[57:20.360 --> 57:22.360]  Now all you've got is terms
[57:22.360 --> 57:24.360]  Like lunatic
[57:24.360 --> 57:26.360]  To attack people like my shell
[57:26.360 --> 57:27.360]  Because you can't counter
[57:27.360 --> 57:28.360]  What I'm saying
[57:28.360 --> 57:30.360]  Is America losing its freedom
[57:30.360 --> 57:32.360]  Is globalism destroying our country
[57:32.360 --> 57:34.360]  Is the new world order cancer
[57:34.360 --> 57:35.360]  You bet it is
[57:35.360 --> 57:37.360]  I want America and the Republic back
[57:37.360 --> 57:39.360]  I stand with George Washington
[57:39.360 --> 57:41.360]  I stand with Thomas Jefferson
[57:41.360 --> 57:43.360]  Who do you stand with
[57:43.360 --> 57:45.360]  The Royal British call them cooks too
[57:45.360 --> 57:48.360]  Yankee Doodle Dandies
[58:15.360 --> 58:19.360]  The New Alex Jones Quick Fix
[58:19.360 --> 58:20.360]  Family Pack
[58:20.360 --> 58:21.360]  Save you so much money
[58:21.360 --> 58:23.360]  The savings from eating this food
[58:23.360 --> 58:24.360]  Will actually help you pay
[58:24.360 --> 58:25.360]  Your other bills
[58:25.360 --> 58:27.360]  No matter what effect the Mideast crisis
[58:27.360 --> 58:29.360]  Or the crashing economy have
[58:29.360 --> 58:31.360]  You'll have food as delicious tonight
[58:31.360 --> 58:33.360]  As 25 years from now
[58:33.360 --> 58:35.360]  Order now for 50% savings
[58:35.360 --> 58:38.360]  And free shipping on these affordable family packs
[58:38.360 --> 58:41.360]  Call 800-409-5633
[58:41.360 --> 58:43.360]  Or eFoodsDirect.com slash Alex
[58:43.360 --> 58:46.360]  Call 800-409-5633
[58:46.360 --> 59:15.360]  Or eFoodsDirect.com slash Alex
[59:16.360 --> 59:19.360]  Your risk is the hundreds of hazardous toxic detergents
[59:19.360 --> 59:22.360]  That give you rashes, itching sores
[59:22.360 --> 59:24.360]  And deteriorating clothing called Lent
[59:24.360 --> 59:25.360]  If you want something better
[59:25.360 --> 59:27.360]  If you want something you've never had before
[59:27.360 --> 59:29.360]  You've had to do something you've never done before
[59:29.360 --> 59:31.360]  Getting a free catalog is easy
[59:31.360 --> 59:34.360]  By calling 800-340-7091
[59:34.360 --> 59:38.360]  Or see Calvin on the Web at 5stars writers dot com
[59:38.360 --> 59:39.360]  Take charge of your health now
[59:39.360 --> 59:43.360]  By calling 800-340-7091
[59:43.360 --> 59:46.360]  Or see Calvin on the web at 5starsoap.com
[59:51.360 --> 59:54.360]  Coast to coast, direct from Austin
[59:54.360 --> 59:58.360]  You're listening to the Alex Jones Broadcasting Network
[59:58.360 --> 59:59.360]  Network
[01:00:01.360 --> 01:00:08.360]  From his Central Texas Command Center deep behind enemy lines, the information war continues
[01:00:08.360 --> 01:00:12.360]  It's Alex Jones and the GCN Radio Network
[01:00:12.360 --> 01:00:18.360]  This is a short segment, but Dr. Corsi PhD from Harvard University Political Science
[01:00:18.360 --> 01:00:22.360]  Expert in Banking, Military Operations, you name it, really a great source
[01:00:22.360 --> 01:00:27.360]  This information has turned out to be accurate with stunning precision many times
[01:00:27.360 --> 01:00:31.360]  He's one of the chief advisors of Sheriff Arpaio who said there's probable cause
[01:00:31.360 --> 01:00:35.360]  It is clear that the versatility it is of forgery
[01:00:35.360 --> 01:00:40.360]  His analysis is right on with ours day one, because it's what it is
[01:00:40.360 --> 01:00:45.360]  They've had top forensic experts world renowned say this of course in the last six months or so
[01:00:45.360 --> 01:00:48.360]  We're going to talk about that first
[01:00:48.360 --> 01:00:54.360]  Then we're going to get into the Iran situation, the economy with him, and a lot more with Dr. Jerome Corsi
[01:00:57.360 --> 01:01:01.360]  Doc, just give us a prelude in this short segment because we're going to go to break here in a minute
[01:01:01.360 --> 01:01:06.360]  On the Iran situation first, then we'll get back into the other stuff when we start the main segment of the show here
[01:01:06.360 --> 01:01:09.360]  But what's going on with Iran right now?
[01:01:09.360 --> 01:01:12.360]  Well, the Iran situation is about ready to break into a shooting war
[01:01:12.360 --> 01:01:20.360]  I've maintained that we've had a covert war with the intelligence agencies in both Israel and probably the United States
[01:01:20.360 --> 01:01:23.360]  Well you don't maintain it, you said it a few years ago and now it's admitted
[01:01:23.360 --> 01:01:26.360]  Now it's admitted, now they're finally openly admitting it
[01:01:26.360 --> 01:01:29.360]  Because we've had facilities in Iran blown up
[01:01:29.360 --> 01:01:32.360]  We've had cyber attacks against Iran
[01:01:32.360 --> 01:01:38.360]  Iran has retaliated, they've tried to kill Israeli diplomats in various places around the world
[01:01:38.360 --> 01:01:40.360]  So the war has started
[01:01:40.360 --> 01:01:44.360]  It's a question of when it'll break out into a full-scale shooting war, Alex
[01:01:44.360 --> 01:01:48.360]  And that could be any day, you could wake up any day and that could happen
[01:01:50.360 --> 01:01:54.360]  I also want to go back into what do you think Obama, just give us a prelude
[01:01:54.360 --> 01:01:57.360]  What do you think Obama's going to do as he free-falls in the polls
[01:01:57.360 --> 01:02:03.360]  And his advisors tell him, gee, a new Oklahoma City would sure help to blame our enemies with
[01:02:03.360 --> 01:02:06.360]  I mean, they're not even veiling this stuff anymore
[01:02:06.360 --> 01:02:11.360]  Well, I think it's time for Obama to start, he'll start thinking about false flag attacks
[01:02:11.360 --> 01:02:16.360]  He'll start thinking about creating crises in order to scare everybody
[01:02:16.360 --> 01:02:21.360]  I mean, I would expect there to be another economic crash that would occur very quickly
[01:02:21.360 --> 01:02:25.360]  The war with Iran is going to be a very difficult war to contain
[01:02:25.360 --> 01:02:28.360]  And any number of bizarre things can happen
[01:02:28.360 --> 01:02:34.360]  I mean, we've got TSA, now talking about stopping people on the highways
[01:02:34.360 --> 01:02:37.360]  I mean, the loss of freedom is just staggering
[01:02:37.360 --> 01:02:39.360]  And I don't see Obama readily giving up power
[01:02:39.360 --> 01:02:42.360]  I've never seen Obama readily giving up power
[01:02:42.360 --> 01:02:44.360]  Even if he loses the election
[01:02:44.360 --> 01:02:46.360]  And I think they are going to do everything they can
[01:02:46.360 --> 01:02:49.360]  The New World Order folks behind Obama
[01:02:49.360 --> 01:02:53.360]  Saul Linsky style, far leftists in the United States
[01:02:53.360 --> 01:02:57.360]  Do everything they can to retain power, even if it means cheating in elections
[01:02:59.360 --> 01:03:01.360]  Well, we'll break that down after the break
[01:03:01.360 --> 01:03:06.360]  What about, give us a preview of what you're going to tell us on the economic front
[01:03:06.360 --> 01:03:08.360]  I mean, because you are an expert on that front
[01:03:08.360 --> 01:03:11.360]  Why don't you tell folks about your research in that area
[01:03:11.360 --> 01:03:13.360]  Well, we're just printing money
[01:03:13.360 --> 01:03:17.360]  Worldwide, the European Union in the United States, we're printing money
[01:03:17.360 --> 01:03:22.360]  The Federal Reserve is now, I'm estimating about a trillion and a half dollars
[01:03:22.360 --> 01:03:24.360]  In credit to the EU
[01:03:24.360 --> 01:03:27.360]  This propping up of Greece is a farce
[01:03:27.360 --> 01:03:29.360]  Greece is going to default
[01:03:29.360 --> 01:03:31.360]  It's going to further default
[01:03:31.360 --> 01:03:35.360]  I'm not even sure Greece will get all the bailout money this round
[01:03:35.360 --> 01:03:37.360]  And right after Greece is going to come Italy
[01:03:37.360 --> 01:03:40.360]  And then a whole series of other countries in the EU
[01:03:40.360 --> 01:03:43.360]  Holding together the EU is a losing proposition
[01:03:43.360 --> 01:03:49.360]  The United States, the housing market is headed for worse than depression levels
[01:03:49.360 --> 01:03:55.360]  Real unemployment, if you measured it accurately, would be more like 22 or 25 percent
[01:03:55.360 --> 01:04:01.360]  The number of people on dependency of the federal government, food stamps, unemployment insurance
[01:04:01.360 --> 01:04:03.360]  You name it, is growing every day
[01:04:03.360 --> 01:04:10.360]  We're not going to create any jobs in an economy where government regulations are so tight
[01:04:10.360 --> 01:04:15.360]  Governments on our necks and the New World Order is determined to continue sending jobs
[01:04:15.360 --> 01:04:20.360]  To the lowest possible slave level job market in the world
[01:04:20.360 --> 01:04:24.360]  If China isn't low enough, the New World Order will find somewhere else to send the jobs
[01:04:24.360 --> 01:04:27.360]  And as long as we're permitting to do that
[01:04:27.360 --> 01:04:32.360]  We're on a straight slide down into a continuing global depression
[01:04:32.360 --> 01:04:34.360]  Or make the 30s look like a picnic
[01:04:34.360 --> 01:04:36.360]  We'll flesh that out more straight ahead
[01:04:36.360 --> 01:04:40.360]  But first we'll get into the incredible press conference that you were involved in
[01:04:40.360 --> 01:04:43.360]  With Sheriff Arpaio, what the next step is there
[01:04:43.360 --> 01:04:46.360]  Undoubtedly, Obama is hiding his providence
[01:04:46.360 --> 01:04:59.360]  He's hiding where he comes from, we'll be right back
[01:04:59.360 --> 01:05:03.360]  A little over a year ago, I began to do a lot of research into why
[01:05:03.360 --> 01:05:06.360]  Even if I had a pretty good sized meal that I was still starving
[01:05:06.360 --> 01:05:11.360]  And my research led me to a well known fact that most of the soils that we grow our crops on
[01:05:11.360 --> 01:05:16.360]  Here in the United States and across the industrialized world are almost completely depleted
[01:05:16.360 --> 01:05:22.360]  Of almost all of the key minerals and trace elements that our bodies need to rebuild themselves
[01:05:22.360 --> 01:05:24.360]  Fight off cancer and be healthy
[01:05:24.360 --> 01:05:28.360]  I then searched out the best vitamin and mineral company out there
[01:05:28.360 --> 01:05:30.360]  And discovered Young Jevity
[01:05:30.360 --> 01:05:34.360]  The Young Jevity products are designed to give you the real nutrition you need
[01:05:34.360 --> 01:05:38.360]  And once you've got that, you don't have to eat as much to be satisfied
[01:05:38.360 --> 01:05:41.360]  I've lost 37 pounds in two months
[01:05:41.360 --> 01:05:44.360]  Simply getting the vitamins and minerals I need
[01:05:44.360 --> 01:05:46.360]  Check it out for yourself, it's incredible
[01:05:46.360 --> 01:05:50.360]  Go to InfowarsTeam.com today and order your first canister
[01:05:50.360 --> 01:05:56.360]  Of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement
[01:05:56.360 --> 01:06:09.360]  That's InfowarsTeam.com
[01:06:09.360 --> 01:06:11.360]  We are on the march
[01:06:11.360 --> 01:06:14.360]  The Empire is on the run
[01:06:14.360 --> 01:06:24.360]  Alex Jones and the GCN Radio Network
[01:06:24.360 --> 01:06:28.360]  Held the highest level security clearance for the State Department
[01:06:28.360 --> 01:06:30.360]  And that's above the CIA
[01:06:30.360 --> 01:06:33.360]  He's got a PhD from Harvard in political science
[01:06:33.360 --> 01:06:36.360]  I'm not going to get into his whole background
[01:06:36.360 --> 01:06:39.360]  Multiple, number one New York Times bestseller
[01:06:39.360 --> 01:06:43.360]  Wrote unfit for command, swift boat, veterans speak out against John Kerry
[01:06:43.360 --> 01:06:49.360]  Also many other bestselling books, America for Sale, Fighting the New World Order, Surviving a Global Depression
[01:06:49.360 --> 01:06:53.360]  And preserving USA sovereignty
[01:06:53.360 --> 01:06:56.360]  And so much of what he talked about years ago
[01:06:56.360 --> 01:06:58.360]  Has become mainstream information
[01:06:58.360 --> 01:07:01.360]  That, oh, oil, most of it isn't fossil
[01:07:01.360 --> 01:07:03.360]  It's abiotic
[01:07:03.360 --> 01:07:04.360]  The list goes on and on
[01:07:04.360 --> 01:07:06.360]  I remember him a few years ago
[01:07:06.360 --> 01:07:07.360]  We were also covering it
[01:07:07.360 --> 01:07:11.360]  Talking about the covert war that western powers have against Iran's nuclear program
[01:07:11.360 --> 01:07:13.360]  People are like, oh, there's not going to be a war
[01:07:13.360 --> 01:07:14.360]  It's never going to happen
[01:07:14.360 --> 01:07:16.360]  There's already a war
[01:07:16.360 --> 01:07:18.360]  But we're going to get into that with Dr. Corsi
[01:07:18.360 --> 01:07:19.360]  We're going to get into the economy
[01:07:19.360 --> 01:07:22.360]  He worked at the highest levels of the financial system
[01:07:22.360 --> 01:07:24.360]  He's predicted what's going to happen on that front
[01:07:24.360 --> 01:07:26.360]  And I want to see where America's going to end
[01:07:26.360 --> 01:07:28.360]  I mean, how he sees the breaks happening here
[01:07:28.360 --> 01:07:31.360]  But first, he was part of the press conference last Thursday
[01:07:31.360 --> 01:07:34.360]  With Sheriff Joe Arpaio out in the Phoenix area
[01:07:34.360 --> 01:07:37.360]  Of course, Sheriff Joe announced six months ago or so
[01:07:37.360 --> 01:07:39.360]  He was investigating Obama's birth certificate
[01:07:39.360 --> 01:07:42.360]  Because, you know, it's a matter there in the state with the legislature
[01:07:42.360 --> 01:07:45.360]  Saying he's got to prove himself and all the rest of it
[01:07:45.360 --> 01:07:48.360]  And his constituents kept asking him to look into it
[01:07:48.360 --> 01:07:50.360]  And as soon as he did that, he got raided by the feds
[01:07:50.360 --> 01:07:53.360]  Haming, you know, human rights abuses and things
[01:07:53.360 --> 01:07:56.360]  Not visited, raided, basically
[01:07:56.360 --> 01:07:58.360]  I mean, they act so scared
[01:07:58.360 --> 01:08:01.360]  They released the fake birth certificate a week before
[01:08:01.360 --> 01:08:03.360]  Dr. Corsi's book came out
[01:08:03.360 --> 01:08:05.360]  Where's the birth certificate?
[01:08:05.360 --> 01:08:08.360]  And then they had fake stories put out by their organs
[01:08:08.360 --> 01:08:10.360]  Their minions on record
[01:08:10.360 --> 01:08:13.360]  Saying the book had been recalled when it hadn't
[01:08:13.360 --> 01:08:16.360]  Just so, so, so again
[01:08:16.360 --> 01:08:19.360]  When people flee, when people act guilty
[01:08:19.360 --> 01:08:22.360]  That's always the big sign here
[01:08:22.360 --> 01:08:27.360]  Now, Dr. Corsi, break down the investigation with Arpaio
[01:08:27.360 --> 01:08:29.360]  Where it goes now for people that have heard
[01:08:29.360 --> 01:08:31.360]  Oh, that's ridiculous, we've seen his birth certificate
[01:08:31.360 --> 01:08:34.360]  We heard that for three years before he released the fake one, as you know
[01:08:34.360 --> 01:08:37.360]  But just recap for people and tell us what happened at the press conference
[01:08:37.360 --> 01:08:39.360]  And where all this is going
[01:08:39.360 --> 01:08:42.360]  Well, it's pretty stunning, this is the first time, Alex
[01:08:42.360 --> 01:08:46.360]  A law enforcement group, duly constituted law enforcement
[01:08:46.360 --> 01:08:49.360]  Sheriff Arpaio, Maricopa County Sheriff's Office
[01:08:49.360 --> 01:08:52.360]  Has conducted a law enforcement investigation
[01:08:52.360 --> 01:08:55.360]  It's going to be a continuing investigation
[01:08:55.360 --> 01:09:00.360]  The press conference was held to announce that the investigation
[01:09:00.360 --> 01:09:03.360]  Is determined, there's probable cause to believe
[01:09:03.360 --> 01:09:06.360]  The Barack Obama's birth certificate
[01:09:06.360 --> 01:09:10.360]  The PDF file released April 27, 2011
[01:09:10.360 --> 01:09:14.360]  Is a forgery and the Selective Service
[01:09:14.360 --> 01:09:20.360]  Registration card, a file supposedly in 1980 by Barack Obama
[01:09:20.360 --> 01:09:22.360]  Is also a forgery
[01:09:22.360 --> 01:09:26.360]  Now, these two conclusions should be startling
[01:09:26.360 --> 01:09:28.360]  This is a law enforcement conclusion
[01:09:28.360 --> 01:09:31.360]  That now there's guilty parties out there
[01:09:31.360 --> 01:09:35.360]  Criminals involved in forging fundamental identity papers
[01:09:35.360 --> 01:09:37.360]  For the President of the United States
[01:09:37.360 --> 01:09:39.360]  And when you get to this point
[01:09:39.360 --> 01:09:41.360]  All the mainstream media is doing
[01:09:41.360 --> 01:09:44.360]  All the buzz in the mainstream media has been that
[01:09:44.360 --> 01:09:47.360]  Michael Zulu and the chief investigator
[01:09:47.360 --> 01:09:50.360]  Lead investigator, Cole Cates Posse and I
[01:09:50.360 --> 01:09:52.360]  Dare to release a book
[01:09:52.360 --> 01:09:55.360]  And so now the mainstream media has taken to attack us
[01:09:55.360 --> 01:09:59.360]  Saying, oh, you're trying to benefit financially
[01:09:59.360 --> 01:10:02.360]  From, you know, a public investigation
[01:10:02.360 --> 01:10:04.360]  Well, what do they do?
[01:10:04.360 --> 01:10:06.360]  I mean, that's all the media does is report on investigations
[01:10:06.360 --> 01:10:09.360]  How do you think you keep the lights on around here?
