[00:00:06.750 --> 00:00:08.491]  Dragon Energy activates!
[02:05:39.860 --> 02:05:41.000]  We already have the power.
[02:05:41.000 --> 02:05:45.901]  But we have to realize these scum are coming after us and we have to speak out and take action now.
[02:05:46.742 --> 02:05:49.494]  InfoWars is on the front line, and so are you.
[02:05:49.494 --> 02:05:50.759]  We are the resistance!
[02:06:08.834 --> 02:06:19.457]  Yes, I have thought an awful lot about blowing up the White House.
[02:06:19.457 --> 02:06:23.198]  Protesters followed Trump supporters to their cars as they left the convention center.
[02:06:23.198 --> 02:06:28.560]  Around the corner and away from police protection on San Carlos Street, a mob mentality took over.
[02:06:32.526 --> 02:06:36.229]  What do you say to the people who dragged a poor white guy out of a car and beat him?
[02:06:36.229 --> 02:06:38.890]  Oh my goodness, poor white people, please stop!
[02:06:38.890 --> 02:06:40.812]  These were pure attacks.
[02:06:40.812 --> 02:06:46.916]  Trump supporters, men, women, even the elderly, left this building last night and walked right into danger.
[02:06:46.916 --> 02:06:54.901]  Police say anti-Trump protesters sprayed five Trump supporters, including an 8 and 11 year old girl outside Anaheim City Hall.
[02:07:02.847 --> 02:07:03.590]  And now they're rushing him!
[02:07:15.734 --> 02:07:25.420]  We're saying, if you're out there and you're trying to represent your First Amendment right to free speech, if somebody comes and attacks you, it's your right to defend yourself.
[02:07:25.420 --> 02:07:26.561]  It got ugly.
[02:07:26.561 --> 02:07:30.864]  Violence erupting at the event as fights broke out.
[02:07:30.864 --> 02:07:35.847]  Fists flying between Trump supporters and anti-Trump supporters.
[02:07:35.847 --> 02:07:36.948]  It gets pretty ugly.
[02:07:36.948 --> 02:07:40.651]  I want to warn the folks watching at home, you're about to see some very violent footage.
[02:07:47.855 --> 02:07:56.957]  Organizers say today's rallies were meant as a show of unity against what they call a seditious fringe allegedly trying to sabotage the president.
[02:07:56.957 --> 02:08:02.218]  You can see there a FedEx delivery driver jumping in to try to put an end to the protest.
[02:08:02.218 --> 02:08:04.299]  You don't like, you don't like to get the f*** out.
[02:08:04.299 --> 02:08:05.619]  It's to strike the numbers.
[02:08:05.619 --> 02:08:06.419]  I'll give it to you.
[02:08:06.419 --> 02:08:09.840]  If you want to come out, you better be up to a hundred of you against one of me because that's what it's going to take.
[02:08:13.397 --> 02:08:17.281]  People like myself will stand up and we'll be coming right back at you.
[02:08:17.281 --> 02:08:19.844]  You say he's not your president, then you shouldn't be here!
[02:08:19.844 --> 02:08:22.467]  Donald Trump is bringing us together!
[02:08:22.467 --> 02:08:23.488]  You got that?
[02:08:23.488 --> 02:08:25.090]  This is the heart of 1776!
[02:08:28.328 --> 02:08:31.310]  Wow, what a time to be alive.
[02:08:31.310 --> 02:08:36.133]  One of the men that will stand and fight is with me in studio again today, Rufio Panman.
[02:08:36.133 --> 02:08:39.775]  Of course, you've seen the viral videos by now.
[02:08:39.775 --> 02:08:40.635]  I don't know where to go.
[02:08:40.635 --> 02:08:48.140]  I wanted to get your take on Congressman Raskin calling for Infowars to be shut down and then saying that the right wing is trying to shut the left wing down.
[02:08:48.140 --> 02:08:53.823]  It's like utter nonsense, double think, unlike anything you could ever imagine.
[02:08:53.823 --> 02:08:56.765]  But while we see that clip, I mean,
[02:09:00.698 --> 02:09:10.461]  I don't want to fight fellow Americans, but at a certain point, where do these people, I mean, these people don't even like America, right?
[02:09:10.461 --> 02:09:14.362]  I mean, if you, like, I have videotaped, they say down with America, death to America.
[02:09:14.362 --> 02:09:15.982]  These people are communists, man.
[02:09:15.982 --> 02:09:17.543]  So they want to shut down the country.
[02:09:18.706 --> 02:09:23.968]  That provides all of our freedom and prosperity, and they don't want real men and women to stand up to them.
[02:09:23.968 --> 02:09:24.508]  Right.
[02:09:24.508 --> 02:09:25.409]  Yeah, exactly.
[02:09:25.409 --> 02:09:27.630]  And you, of course, will stand up to them.
[02:09:27.630 --> 02:09:28.690]  Other people will stand up for them.
[02:09:28.690 --> 02:09:32.611]  I mean, just what do you think is the mindset right now of these people?
[02:09:32.611 --> 02:09:34.752]  Do they think that they can really win this battle?
[02:09:34.752 --> 02:09:36.233]  Do they think they can really shut America down?
[02:09:37.356 --> 02:09:44.863]  Um, you know, I can't, you know, um, on behalf of them, I think they're just reaching for anything they can.
[02:09:44.863 --> 02:09:48.065]  I think they're grabbing for anything and everything and making up things.
[02:09:48.065 --> 02:09:53.310]  As we saw earlier in that clip, he's just blatantly lying about Alex Jones and Infowars.
[02:09:53.310 --> 02:10:01.056]  This is happening with people like Faith Goldie, Lauren Southern, Milo, you know, Alex Jones, even me now that I'm starting to become a little bit more famous.
[02:10:01.056 --> 02:10:05.360]  They're doing everything, everything they can to tarnish your name and create lies about you.
[02:10:06.966 --> 02:10:11.328]  And, you know, at a certain point, you wonder if they're ever going to learn.
[02:10:11.328 --> 02:10:30.079]  But it's not, you know, if you don't understand that America is the greatest nation in the world to create a life for yourself, to raise a family, to have freedom and prosperity, if they just want to spit on that, then how are they even going to come to the grips of reality that they're not even going to win this fight?
[02:10:30.079 --> 02:10:32.340]  I mean, they can't even understand what they're doing here.
[02:10:32.958 --> 02:10:34.479]  Yeah.
[02:10:34.479 --> 02:10:36.380]  You know, yeah, nothing makes sense.
[02:10:36.380 --> 02:10:37.641]  There's no logic here.
[02:10:37.641 --> 02:10:41.944]  This isn't like a fair fight, like we're competing in a campaign.
[02:10:41.944 --> 02:10:43.985]  This is just straight lies.
[02:10:43.985 --> 02:10:46.747]  This isn't who's better, who's more righteous.
[02:10:46.747 --> 02:10:50.829]  This is just straight lies and they're trying to sway the public.
[02:10:50.829 --> 02:10:54.372]  And, you know, in some cases it's working with the people who are kind of brainwashed.
[02:10:54.372 --> 02:10:56.113]  They're following this narrative and it's dangerous.
[02:10:56.753 --> 02:10:58.474]  No, that's exactly it.
[02:10:58.474 --> 02:11:12.084]  The Democrats call for violence, the Democrats demonize people like us, and so what you have is a bunch of brainwashed street minions that go out there thinking they're fighting some good fight, but they don't even, it's like, look at the optics!
[02:11:12.084 --> 02:11:17.908]  You're the ones out here with weapons, you're the ones out here with your faces covered, you're the ones out here hitting women and children.
[02:11:17.908 --> 02:11:22.571]  I mean, even the optics, you'd think that they would see the optics and realize they're on the wrong side.
[02:11:22.571 --> 02:11:23.612]  Yeah.
[02:11:23.612 --> 02:11:24.893]  Well, I mean, you know, um...
[02:11:26.481 --> 02:11:32.145]  It's really odd to see how fast they can recruit, and that's why it's so suspicious.
[02:11:32.145 --> 02:11:46.015]  I mean, we've spent, you know, almost a better half of two years doing what we can to spread the word, recruit as much as we can, get people out there, and within a weekend, it seems like they can gather a thousand plus people, you know?
[02:11:46.015 --> 02:11:50.519]  And so, obviously, what they're doing is somewhat effective, and that's why it's dangerous.
[02:11:51.980 --> 02:11:54.462]  And it really makes you wonder who these people are.
[02:11:54.462 --> 02:11:54.762]  Yeah.
[02:11:54.762 --> 02:11:56.484]  You know, because they have their faces covered.
[02:11:56.484 --> 02:11:58.185]  Are these all professors?
[02:11:58.185 --> 02:12:00.026]  Are these, you know, people that work in government?
[02:12:00.026 --> 02:12:05.631]  I mean, who are these people that are going out here and trying to start fights that they can't even finish?
[02:12:05.631 --> 02:12:06.532]  I mean, that's what I'm saying.
[02:12:06.532 --> 02:12:07.452]  I mean, you're the same guy.
[02:12:08.593 --> 02:12:10.314]  I'm not here trying to start a fight.
[02:12:10.314 --> 02:12:14.395]  Trust me, I am not here trying to start a fight, but I'll be damned, I'll finish it.
[02:12:14.395 --> 02:12:15.175]  Right.
[02:12:15.175 --> 02:12:18.577]  The part that worries me a lot is, you know, just like you're saying, who are these people?
[02:12:18.577 --> 02:12:21.257]  I mean, these people could be your children's teacher.
[02:12:21.257 --> 02:12:22.878]  You know, they could be your doctor.
[02:12:22.878 --> 02:12:25.479]  People that you feel like you should be able to trust.
[02:12:25.479 --> 02:12:30.141]  You know, on the other hand, they're putting on a mask and going out there and beating on Americans.
[02:12:30.141 --> 02:12:30.961]  And so, you know,
[02:12:32.202 --> 02:12:41.737]  This is kind of our dilemma here is there's these thousands of people showing up with masks and they could very well be your neighbor or somebody you feel like you should trust for your own safety.
[02:12:42.415 --> 02:12:43.815]  And you can't know who they are.
[02:12:43.815 --> 02:12:45.276]  You can't.
[02:12:45.276 --> 02:12:50.337]  And a lot of them have been caught and arrested and it turns out they are professors.
[02:12:50.337 --> 02:12:52.598]  And that is a scary thought.
[02:12:52.598 --> 02:12:56.779]  And I go out to these protests, I have UT professors blowing fart whistles at me.
[02:12:56.779 --> 02:12:59.340]  It's like, that literally happens.
[02:12:59.340 --> 02:13:01.801]  It happened three times!
[02:13:01.801 --> 02:13:05.042]  And then I found her at another protest and I said,
[02:13:06.721 --> 02:13:08.982]  I said, hey, where's your fart whistle today?
[02:13:08.982 --> 02:13:10.662]  And she goes, oh, what are you talking about?
[02:13:10.662 --> 02:13:11.862]  I've never talked to you.
[02:13:11.862 --> 02:13:14.863]  I'm like, woman, I have the footage.
[02:13:14.863 --> 02:13:17.504]  And now I have the footage of you denying the footage.
[02:13:17.504 --> 02:13:20.325]  It's like they don't even, honestly, it's crazy.
[02:13:20.325 --> 02:13:21.365]  It's crazy, Rufio.
[02:13:21.365 --> 02:13:23.325]  They don't even live in reality anymore.
[02:13:23.325 --> 02:13:26.646]  It's like they just create their own reality as they go along.
[02:13:26.646 --> 02:13:28.667]  And it's just whatever's convenient for them at the moment.
[02:13:29.400 --> 02:13:35.763]  Yeah, I remember watching that specific clip and it was hilarious because I'd seen the other footage as well.
[02:13:35.763 --> 02:13:37.984]  So I know exactly what you're talking about.
[02:13:37.984 --> 02:13:44.408]  And at this point, I've lost the need or the feel for the need to debate these people.
[02:13:44.408 --> 02:13:47.829]  I've tried, I've spent hours and hours and hours trying to talk to them.
[02:13:47.829 --> 02:13:51.571]  And like you said, they just have these whistles and these blowhorns and stuff and they get in your face.
[02:13:51.571 --> 02:13:55.393]  There's no interest on their side to find middle ground.
[02:13:55.393 --> 02:13:57.695]  And so you have to ask yourself, you know, what do you do then?
[02:13:59.155 --> 02:14:00.976]  They're attacking you physically and things like that.
[02:14:00.976 --> 02:14:02.576]  Well, and there is no debate.
[02:14:02.576 --> 02:14:07.478]  That specific event that I went to, I said it to the camera.
[02:14:07.478 --> 02:14:11.279]  I go, look, I'm going to ask every individual here.
[02:14:11.279 --> 02:14:12.720]  There are about 50 people there.
[02:14:12.720 --> 02:14:17.602]  I said, I'm going to ask every single one of these people why they're out here, what they're protesting.
[02:14:17.602 --> 02:14:20.062]  I asked every single one.
[02:14:20.062 --> 02:14:23.023]  Not one of them could give me a concise answer.
[02:14:23.023 --> 02:14:24.364]  Not one of them.
[02:14:24.949 --> 02:14:32.395]  Yeah, Fleckis Talks does a really good job at kind of, you know, getting under their radar.
[02:14:32.395 --> 02:14:34.317]  Yeah, that's a good way to put it.
[02:14:34.317 --> 02:14:40.802]  And he exposes the ridiculousness of the left because they're not triggered by his presence.
[02:14:40.802 --> 02:14:52.972]  And it's amazing to watch, you know, obviously your guys and your style and then his style and people like him, and just see almost the same reaction, the same logic, except when they're talking to you, they're just so triggered.
[02:14:53.052 --> 02:14:59.414]  Because I'm, you know, I'm a snarling bulldog, I'm obnoxious, and I have the InfoWars mic flag, so they're immediately triggered by my presence.
[02:14:59.414 --> 02:15:08.918]  But Fleck is kind of, like you said, he kind of goes under the radar, sneaks in, and they think they're having just a real conversation with somebody, and then they give their genuine thoughts and ideas, and it's just like, wow.
[02:15:08.918 --> 02:15:11.078]  And it's still the same idiocy.
[02:15:11.078 --> 02:15:18.021]  Even when they're extremely, they're outraged, whatever, in front of you, they have the same exact logic when they're completely calm.
[02:15:18.021 --> 02:15:21.182]  And that is, to me, that's, you know, that's scary.
[02:15:21.582 --> 02:15:26.007]  And it's a total lack of logic, really, is what it is.
[02:15:26.007 --> 02:15:31.973]  So, you've got Facebook's Mark Zuckerberg now saying InfoWars should not be shut down.
[02:15:33.194 --> 02:15:35.296]  Even though they are shutting us down.
[02:15:35.296 --> 02:15:39.219]  So... You've got... But this is what I'm saying.
[02:15:39.219 --> 02:15:42.562]  I wish Zuckerberg would say, hey, you know, don't be so upset at InfoWars.
[02:15:42.562 --> 02:15:45.484]  Because then maybe I could go out on the streets and not get spat on.
[02:15:45.484 --> 02:15:51.529]  You know, maybe I can go out and do a report and not have somebody walk by and say, hey, F InfoWars, F you racist.
[02:15:51.529 --> 02:15:54.572]  You know, that'd be nice if I could just live free without a bunch of liberals hating me.
[02:15:55.072 --> 02:15:59.834]  If you like alkaline water or know someone that does, you're going to love the Dillon Living Water Bottle.
[02:15:59.834 --> 02:16:04.195]  It creates alkaline water on the go while reducing plastic waste and saving you money.
[02:16:04.195 --> 02:16:12.138]  Made with surgical grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[02:16:12.398 --> 02:16:15.741]  Alkaline water is healthier, tastes better, and can even boost energy.
[02:16:15.741 --> 02:16:20.445]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[02:16:20.445 --> 02:16:23.288]  Get your Dillon Bottle today at D-Y-L-N dot C-O.
[02:16:23.288 --> 02:16:25.109]  That's D-Y-L-N dot C-O.
[02:16:25.109 --> 02:16:27.692]  Get the ultimate knife at an ultimate price.
[02:16:27.692 --> 02:16:29.433]  The Fox Carambit Knife.
[02:16:29.433 --> 02:16:31.095]  Finally available in the U.S.
[02:16:31.095 --> 02:16:33.857]  The Fox Carambit Knife opens with one hand.
[02:16:33.857 --> 02:16:35.619]  Faster than you can pull a handgun.
[02:16:35.859 --> 02:16:42.282]  For utility, for defense, and for way less than other knives of this caliber, go to TheUltimateKnife.com.
[02:16:42.282 --> 02:16:47.405]  Truly the best knife you will ever own, and only available at TheUltimateKnife.com.
[02:16:47.405 --> 02:16:50.167]  Use promo code RADIO at checkout for free shipping.
[02:16:50.167 --> 02:16:54.049]  Get the ultimate knife at the ultimate price at TheUltimateKnife.com.
[02:16:55.049 --> 02:16:58.912]  Most of you know that heart disease is the number one silent killer in the U.S.
[02:16:58.912 --> 02:17:03.915]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[02:17:03.915 --> 02:17:08.719]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[02:17:08.719 --> 02:17:10.080]  Don't just take my word for it.
[02:17:10.080 --> 02:17:13.842]  Check out all of the success stories at HBExtract.com.
[02:17:13.842 --> 02:17:14.843]  Or to order, call 866-295-5305.
[02:17:14.843 --> 02:17:15.203]  That's 866-295-5305.
[02:17:15.203 --> 02:17:15.764]  HBExtract.com.
[02:17:15.764 --> 02:17:18.065]  Don't risk it when you can take charge of it.
[02:17:24.930 --> 02:17:27.971]  Want revenge on the common housefly?
[02:17:27.971 --> 02:17:31.952]  Well, after 10,000 years, someone has finally come up with a better way.
[02:17:31.952 --> 02:17:33.212]  The Bug-A-Salt.
[02:17:33.212 --> 02:17:38.153]  A miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[02:17:38.153 --> 02:17:40.174]  Non-toxic and no batteries required.
[02:17:40.174 --> 02:17:44.475]  So much fun, you'll forget you have a wife and kids!
[02:17:44.475 --> 02:17:45.795]  $39.95 and free economy shipping.
[02:17:45.795 --> 02:17:50.976]  Use discount code GCN and get an extra 10% off your purchase at Bug-A-Salt.com.
[02:17:50.976 --> 02:17:52.537]  Fire your fly swatter!
[02:17:52.537 --> 02:17:53.997]  Get your Bug-A-Salt today!
[02:17:56.032 --> 02:18:03.748]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[02:18:03.748 --> 02:18:04.209]  It's you!
[02:18:05.325 --> 02:18:07.807]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[02:18:07.807 --> 02:18:09.188]  You are the info war.
[02:18:09.188 --> 02:18:12.111]  And now because of their intensifying censorship, it's more important than ever
[02:18:26.463 --> 02:18:37.851]  That everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[02:18:37.851 --> 02:18:45.837]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[02:18:45.837 --> 02:18:52.402]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[02:18:52.862 --> 02:18:55.926]  We are the Renaissance, and we are winning.
[02:18:55.926 --> 02:19:06.521]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[02:19:06.521 --> 02:19:08.344]  That's why I'm introducing Z-Shield.
[02:19:08.564 --> 02:19:11.425]  Toxic metal and chemical defense support.
[02:19:11.425 --> 02:19:12.925]  It's made in the USA.
[02:19:12.925 --> 02:19:19.746]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[02:19:19.746 --> 02:19:21.827]  It is a classical 360 win.
[02:19:21.827 --> 02:19:31.529]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[02:19:31.529 --> 02:19:36.510]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that
[02:19:36.630 --> 02:19:48.336]  Patriots, stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to reignite those brush fires to the next level and to be healthy and as focused as you can be.
[02:19:48.336 --> 02:19:51.638]  Thanks to your support and your prayers, together, we're changing the world.
[02:19:51.638 --> 02:19:59.321]  Now it's time to change our bodies with Z Field and Infowarslife.com.
[02:19:59.321 --> 02:20:01.923]  You're listening to the Alex Jones Show.
[02:20:16.764 --> 02:20:19.486]  Oh, yes, it's mind control, all right.
[02:20:19.486 --> 02:20:25.249]  How else do you explain people protesting against their own freedom, their own prosperity?
[02:20:25.249 --> 02:20:27.470]  You've got Democrats.
[02:20:27.470 --> 02:20:29.471]  I've got the story somewhere.
[02:20:29.471 --> 02:20:33.854]  Democrats are now suing over the Trump tax cuts.
[02:20:33.854 --> 02:20:35.855]  Do you see how insane this is?
[02:20:37.611 --> 02:20:39.572]  Who doesn't want a tax cut?
[02:20:39.572 --> 02:20:41.472]  I mean, what?
[02:20:41.472 --> 02:20:45.493]  And it wasn't until Trump that now Democrats admit that they want to increase your taxes.
[02:20:45.493 --> 02:20:47.434]  I mean, it's honestly shocking.
[02:20:47.434 --> 02:20:57.037]  Barack Obama comes out yesterday in a speech in Johannesburg, South Africa, and he says that men are getting on his nerves.
[02:20:57.037 --> 02:21:00.978]  So, Rufio, he says men have been getting on his nerves recently.
[02:21:00.978 --> 02:21:03.079]  I think he's talking about people like you.
[02:21:04.068 --> 02:21:07.469]  I'm sure, you know, that's probably exactly what he's talking about.
[02:21:07.469 --> 02:21:09.509]  How dare you punch out his street minions?
[02:21:09.509 --> 02:21:10.990]  Yeah.
[02:21:10.990 --> 02:21:19.532]  There's a huge, not only are we facing a kind of quiet civil war, there's a blatant war against men right now.
[02:21:19.532 --> 02:21:23.213]  You know, obviously we've all heard the term toxic masculinity.
[02:21:23.213 --> 02:21:33.415]  It's out there and it's, you know, when you start going to these college campuses, it's just so crazy the kind of things they'll say to you and they won't even take your opinion
[02:21:34.543 --> 02:21:36.705]  As legitimate, just because you're a man.
[02:21:36.705 --> 02:21:40.689]  Just because you show any kind of masculinity, especially if you're a white guy.
[02:21:40.689 --> 02:21:45.134]  Any of these things, you start to lose legitimacy in their eyes, one after another.
[02:21:45.134 --> 02:21:47.496]  And it's all fake, like they don't even know you.
[02:21:47.496 --> 02:21:49.538]  This guy that they're showing right now is the perfect example.
[02:21:49.538 --> 02:21:56.685]  This guy's probably hopped up on drugs, hopped up on hatred, and he comes out here, he spits at me, he throws punches at me.
[02:21:57.679 --> 02:22:00.380]  It curses at me, and I just feel bad for the guy.
[02:22:00.380 --> 02:22:05.842]  But you know what, Rufio, why don't you let Obama's street minions just beat you up and beat you with billy clubs?
[02:22:05.842 --> 02:22:06.762]  Why don't you just let them do it?
[02:22:06.762 --> 02:22:08.083]  That's what they want you to do.
[02:22:08.083 --> 02:22:11.964]  Just lay down, don't be a man, just let them beat you senseless.
[02:22:11.964 --> 02:22:13.585]  Yeah, I've always been stubborn.
[02:22:13.585 --> 02:22:15.385]  I've always been really stubborn my whole life.
[02:22:15.385 --> 02:22:17.106]  Defiance, huh?
[02:22:17.106 --> 02:22:21.608]  Maybe it'll take one of these days, if they're just persistent enough, maybe I'll just give in.
[02:22:21.608 --> 02:22:22.208]  Maybe I'll do that.
[02:22:22.208 --> 02:22:23.728]  I don't know.
[02:22:23.728 --> 02:22:25.009]  The funny thing is, I don't even think
[02:22:26.152 --> 02:22:45.628]  You know, there's this video, we've been looking for it, I think it was from the London protest, where they put a Trump mask on one of those boxing dummies, you know, with the body, where you do the kick boxing exercises and stuff, and they put a Trump mask on it, and they're all taking their turns punching and kicking, and you're just like, oh my gosh, like, you couldn't even hurt me if you punched me.
[02:22:45.628 --> 02:22:46.188]  Like, you know?
[02:22:46.188 --> 02:22:51.833]  I mean, I'm sure you've seen their training videos where they do like... Yeah, I saw that there's a...
[02:22:52.714 --> 02:22:57.604]  A post, I think it was Rose City and TIFA, they were talking about how they do Navy SEAL training.
[02:22:58.656 --> 02:23:01.118]  That's the hardest training in the world.
[02:23:01.118 --> 02:23:07.102]  I've done Navy SEAL training with Navy SEALs, and it's not something you necessarily brag about.
[02:23:07.102 --> 02:23:11.626]  It's just something about, it's enduring, you know, hard things.
[02:23:11.626 --> 02:23:15.629]  It's not like you're becoming a better fighter or anything like that.
[02:23:15.629 --> 02:23:19.071]  It's about, you know, being able to be in cold water for long periods of time.
[02:23:19.071 --> 02:23:21.813]  So, obviously, they don't know what they're talking about.
[02:23:22.975 --> 02:23:24.420]  And it's funny that they make these claims.
[02:23:24.420 --> 02:23:25.906]  I mean, yeah, look at this video here.
[02:23:25.906 --> 02:23:27.291]  Yeah, I got news for you, buddy.
[02:23:27.291 --> 02:23:28.696]  That's not Navy SEAL training.
[02:23:29.727 --> 02:23:35.408]  No, Navy SEAL training is actually probably the hardest training regimen in the world.
[02:23:35.408 --> 02:23:36.088]  Yeah.
[02:23:36.088 --> 02:23:38.329]  Those guys do incredible things.
[02:23:38.329 --> 02:23:53.552]  In fact, I remember I had friends, UFC fighters now, that did the Navy SEAL training, and they're the toughest people I know, and they were just, like, just God-smacked at how these SEALs are able to just go do this training and just knock it out, just like BAM!
[02:23:53.852 --> 02:23:54.453]  Yeah.
[02:23:54.453 --> 02:23:56.535]  Yeah, it's about overcoming all sorts of obstacles.
[02:23:56.535 --> 02:24:01.140]  It's not necessarily about building strength or, you know, becoming a better fighter.
[02:24:01.140 --> 02:24:04.883]  It's about testing, you know, the spirit of a man.
[02:24:04.883 --> 02:24:07.486]  Oh my gosh, I think they found it!
[02:24:07.486 --> 02:24:08.487]  Look at this madness!
[02:24:08.487 --> 02:24:08.988]  That's it.
[02:24:08.988 --> 02:24:10.589]  Yep.
[02:24:10.589 --> 02:24:11.871]  Oh my gosh.
[02:24:11.871 --> 02:24:14.473]  That's the closest they'll ever get.
[02:24:14.473 --> 02:24:14.834]  Right there.
[02:24:15.822 --> 02:24:19.683]  And it's like, it's like a whole, like, it's like a fake victory for them.
[02:24:19.683 --> 02:24:23.745]  It's just like when, uh, it's just like when they, that's a decent kick.
[02:24:23.745 --> 02:24:25.105]  I'll give that guy some credit.
[02:24:25.105 --> 02:24:35.809]  It's just like when they, um, they tore down the Confederate statue and they, and so they rip it down and then they all run up to it and they start kicking it and punching it.
[02:24:35.809 --> 02:24:37.190]  And it's like a total faux victory.
[02:24:37.190 --> 02:24:44.092]  It's like, dude, you're hitting an inanimate object, but they still get a sense of victory from it because they've never had any real victories in life.
[02:24:44.272 --> 02:24:46.913]  Yeah, that's the keyboard warrior mentality.
[02:24:46.913 --> 02:24:49.895]  That's how they celebrate, and that's their victory right there.
[02:24:49.895 --> 02:24:53.937]  Because if they were hitting a real person, they would probably run away.
[02:24:53.937 --> 02:24:57.719]  This is deranged behavior right here.
[02:24:57.719 --> 02:24:59.980]  This is genuinely deranged behavior.
[02:24:59.980 --> 02:25:01.361]  Look at this woman.
[02:25:01.361 --> 02:25:06.463]  That isn't an example of a human being that needs to be put in a mental institution.
[02:25:06.463 --> 02:25:07.644]  This is their highlight reel right here.
[02:25:08.484 --> 02:25:18.897]  Guys, guys, pull up, pull up also the video of the, uh, when they, when they tear down the Democrat, er, er, it is a Democrat statue, actually, when they tear down the Democrat, uh, Confederate statue.
[02:25:18.897 --> 02:25:20.299]  See, that's the funny thing!
[02:25:20.299 --> 02:25:23.984]  The Democrats are the ones that put all the Confederate statues up!
[02:25:23.984 --> 02:25:25.005]  You go look at the history!
[02:25:26.508 --> 02:25:36.933]  Seriously, guys, pull up the video where they tear down the Confederate statue and then they're all running up to it, punching it, like having a victory, like, yeah, we beat the Confederates!
[02:25:36.933 --> 02:25:39.734]  The Confederates lost 50 plus years ago.
[02:25:39.734 --> 02:25:42.756]  It's like, I don't know.
[02:25:42.756 --> 02:25:44.297]  We got three minutes left of this segment.
[02:25:44.297 --> 02:25:48.358]  Just what do you think comes next with the street protests?
[02:25:48.358 --> 02:25:49.739]  I mean, do you think it's going to get worse?
[02:25:49.739 --> 02:25:52.380]  Do you think these people are going to realize that they're on the wrong side of history?
[02:25:52.380 --> 02:25:53.201]  Or how do you think this goes?
[02:25:56.767 --> 02:26:02.211]  What we saw in Portland, I think we're going to keep continuing to see things like that.
[02:26:02.211 --> 02:26:08.816]  Maybe not as violent, but I think we're going to start seeing more conservatives show up and push back.
[02:26:08.816 --> 02:26:17.222]  And hopefully, yeah, we'll start to see that they realize they're on the wrong side of history right now, and hopefully they'll start leaving in droves like they are the Democratic Party.
[02:26:17.222 --> 02:26:20.224]  Yeah, here's the clip of them taking down the Confederate statue.
[02:26:20.224 --> 02:26:22.105]  Now they all get to have their little fake victory.
[02:26:22.105 --> 02:26:23.846]  Yeah, spit on it, man!
[02:26:23.846 --> 02:26:24.307]  Yeah!
[02:26:25.202 --> 02:26:26.743]  Yeah, right on, man!
[02:26:26.743 --> 02:26:27.984]  Right on!
[02:26:27.984 --> 02:26:29.966]  Yeah!
[02:26:29.966 --> 02:26:34.870]  Right on, man!
[02:26:34.870 --> 02:26:41.876]  This is a group of deranged lunatics.
[02:26:41.876 --> 02:26:43.057]  But it's like the same thing I'm saying.
[02:26:43.057 --> 02:26:44.878]  I don't want to fight these people.
[02:26:44.878 --> 02:26:48.101]  They can go out and be deranged lunatics and do whatever the hell they want.
[02:26:48.101 --> 02:26:49.742]  Just stay out of my way.
[02:26:49.742 --> 02:26:52.004]  Just quit trying to destroy this country.
[02:26:52.004 --> 02:26:53.565]  And if you want to start a fight,
[02:26:54.474 --> 02:26:57.716]  It's going to be finished, and it's not going to be finished by you!
[02:26:57.716 --> 02:27:00.197]  It's going to be finished by people like Rufio!
[02:27:00.197 --> 02:27:06.220]  That you couldn't even hurt if he gave you 500 free shots at him!
[02:27:06.220 --> 02:27:08.521]  It's just ridiculous to me.
[02:27:08.521 --> 02:27:12.163]  There he goes.
[02:27:12.163 --> 02:27:14.004]  I know that you don't want to go punch these people.
[02:27:14.004 --> 02:27:19.807]  It reaches a point where you have an instinct to defend yourself.
[02:27:20.814 --> 02:27:27.357]  But you didn't grow up thinking, oh, I'm going to be a street warrior that's going to fight commies in the street.
[02:27:27.357 --> 02:27:29.138]  Nobody thinks like that.
[02:27:29.138 --> 02:27:31.899]  That's the platform they've now given you.
[02:27:31.899 --> 02:27:34.020]  Yeah, I mean, if you would have found me two years ago.
[02:27:35.445 --> 02:27:38.188]  I would not have ever thought that I'd be out there on the streets doing that.
[02:27:38.188 --> 02:27:40.210]  I just didn't think that this is where we would be.
