[00:00.000 --> 00:10.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[1:56:45.000 --> 1:56:52.000]  They don't have depth. They're machine-like. They're reptile-like.
[1:56:52.000 --> 1:56:57.000]  By the way, speaking of that, David, I, the guy that does think reptiles secretly rule the Earth, hell, he might be a reptile.
[1:56:57.000 --> 1:57:01.000]  This is going. They sure as hell act like him. He's on the show next week for two hours. Look forward to that.
[1:57:01.000 --> 1:57:04.000]  They always told me the lizard guy. You're the guy that thinks the lizard's running.
[1:57:04.000 --> 1:57:06.000]  I'm like, no, no. I'm not the guy that thinks that.
[1:57:06.000 --> 1:57:12.000]  I just know that people running things really are devil worshipers and think they're bringing entities into them
[1:57:12.000 --> 1:57:18.000]  and do horrible crimes they believe like a Dungeons and Dragons game to move up the demon they get.
[1:57:18.000 --> 1:57:23.000]  Yeah. There's people that want to be possessed.
[1:57:23.000 --> 1:57:29.000]  And not all these demons operate like Slimer or Linda Blair.
[1:57:29.000 --> 1:57:32.000]  They behave like Hillary Clinton.
[1:57:32.000 --> 1:57:36.000]  And, you know, just you need to know the aliens are walking amongst you folks. It's interdimensional.
[1:57:36.000 --> 1:57:42.000]  They take over our bodies. Every culture knew it. It's real. It's real. It's a fact. The Bible's right.
[1:57:42.000 --> 1:57:45.000]  Your church won't tell you this stuff now, though. We'll be right back.
[1:57:45.000 --> 1:57:50.000]  The globalists know that I will never willingly give up.
[1:57:50.000 --> 1:57:53.000]  I've said it many times. I will never give in.
[1:57:53.000 --> 1:57:56.000]  I will never give up, but I could give out.
[1:57:56.000 --> 1:58:02.000]  And it's very, very frustrating to see them committing all their crimes against humanity.
[1:58:02.000 --> 1:58:10.000]  To see evil running rampant like this and to know that most Americans have already been silenced in cyberspace.
[1:58:10.000 --> 1:58:15.000]  That most Americans have already been shadow banned by Big Tech.
[1:58:15.000 --> 1:58:27.000]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswars.com, infowars.com, and banned on video.
[1:58:27.000 --> 1:58:30.000]  And that people are hungry for the truth now more than ever.
[1:58:30.000 --> 1:58:37.000]  And that if you tell people, hey, the banned truth they don't want you to have is at infowars.com.com.
[1:58:37.000 --> 1:58:45.000]  So take heart, folks. They've had to censor everybody and shut everybody down because the truth is powerful and they can't beat us fair and square.
[1:58:48.000 --> 1:58:57.000]  About a month ago, President Trump announced that he was going to move his domicile from New York City to Florida, where he's always said he planned to retire to.
[1:58:57.000 --> 1:59:00.000]  And the left got so excited.
[1:59:00.000 --> 1:59:08.000]  They said, oh, he's about to resign and leave instead of facing impeachment and he's running to Florida.
[1:59:08.000 --> 1:59:13.000]  Well, now we know why the president did that. He knew the leftist controlled appeals courts.
[1:59:13.000 --> 1:59:20.000]  We're going to say that he had to give up his tax returns so they can pour over them and harass every business partner he's got.
[1:59:20.000 --> 1:59:24.000]  They want to terrorize people that he's worked with.
[1:59:24.000 --> 1:59:34.000]  And by moving his domicile from New York to Florida that gets around the New York law they passed to get his tax returns that are supposed to be private.
[1:59:34.000 --> 1:59:39.000]  So all those people out there holding their breath for the president to resign.
[1:59:39.000 --> 1:59:55.000]  In his words, we're kicking the deep state's ass and he's never going to resign.
[1:59:55.000 --> 2:00:14.000]  From the front lines of the Information War, it's Alex Jones.
[2:00:14.000 --> 2:00:26.000]  All right, Tom Papert's going to take over here in about 10 minutes. I'm going to get in my car and I'm going to drive to North Austin where Trump's going to be.
[2:00:26.000 --> 2:00:36.000]  And the armored vehicle we did just purchase, we just ran into it a month ago in Dallas with the security up there and we got a good deal on it.
[2:00:36.000 --> 2:00:39.000]  That way we can grow into the Antifa. They can't get to us.
[2:00:39.000 --> 2:00:47.000]  We can deploy a massive sound with the new powerful sound system we'll be debuting today with President Trump and a lot more.
[2:00:47.000 --> 2:00:51.000]  So that is coming up. I'll tell you more about that and that's how we fund this operation.
[2:00:51.000 --> 2:00:55.000]  We've got big plans with PR with the armored vehicle.
[2:00:55.000 --> 2:01:06.000]  Ladies and gentlemen, when I have an idea and I know that idea is going to succeed, if I take action with that idea,
[2:01:06.000 --> 2:01:19.000]  the idea has never failed thanks to God's discernment that I've been given and thanks to the fact that we are working together and building the resistance to this globalist satanic operation together.
[2:01:19.000 --> 2:01:26.000]  So I didn't do this. We did this together and that's not patronization telling you how great you are.
[2:01:26.000 --> 2:01:39.000]  You need to know how important you are and how much I want to salute you and how much I want to thank you. And I was thinking last night how I could somehow show you how important you are.
[2:01:39.000 --> 2:01:51.000]  I think a lot of you already realized that, but I am humbled by your prayer, your word of mouth and your financial support and I desperately don't want the globalists to win and I don't want them to snuff out in full wars.
[2:01:51.000 --> 2:02:01.000]  But listen, financially supporting us has never been easier. How do I telegraph to you that I'm not hyping up DNA Force Plus?
[2:02:01.000 --> 2:02:12.000]  How many studies do I have to show you about CoQ10 and PQQ, especially when it's added with these other ingredients and what it's been proven to do to heart tissue and to brain tissue
[2:02:12.000 --> 2:02:23.000]  and how it can regrow the mitochondria in brain tissue, PQQ and how we've got the best type of PQQ and how little crappy synthetic ones are 50 bucks a bottle just for one of the things that's in this.
[2:02:23.000 --> 2:02:39.000]  These are big old horse pills. How it cost tens of thousands of dollars a kilo for just the PQQ and thousands of dollars a kilos for the CoQ10 and how I literally had my finger chopped off and the feeling didn't come back until I started taking it six years ago
[2:02:39.000 --> 2:02:50.000]  and within three months it tingled, the feeling came back and my finger has full feeling. We're allowed to say, even with the FDA tyrants, that PQQ regrows nerves.
[2:02:50.000 --> 2:02:57.000]  Now let me tell you, got an old injury that's numbed out? You may start hurting like hell about a month into this stuff, but a couple months into it, woo!
[2:02:57.000 --> 2:03:04.000]  I mean, this is powerful stuff God gave us and with all the attacks, this allows the mitochondria to grow back and pump the garbage out of the cells.
[2:03:04.000 --> 2:03:12.000]  So people have been asking me, what the hell is going on? And it's a lot of things, prayer, getting closer to God and taking the supplements religiously.
[2:03:12.000 --> 2:03:23.000]  Now the problem is, my energy has grown and I'm praying God to just temper the focused rage at the globalist and I'm just going to put it into longer hours and harder work,
[2:03:23.000 --> 2:03:30.000]  but God wants me to trigger you to take action as well. And a big way to do it is taking care of yourself and getting the DNA force at plus.
[2:03:30.000 --> 2:03:36.000]  You need to get it at infowarstore.com. For a limited time, it's still going to be 50% off, double paid free points, free shipping.
[2:03:36.000 --> 2:03:42.000]  We're going to run out of this by Christmas and then more comes in late January. I signed a contract to get twice as much.
[2:03:42.000 --> 2:03:52.000]  I get a better deal on it and you're not going to find a quality formula, PQQ CoQ10 and the rest of the stuff that's in here anywhere, for anywhere close to this, ladies and gentlemen.
[2:03:52.000 --> 2:04:00.000]  So infowarstore.com or triple eight, two, five, three, three, one, three, nine. You want game changing? DNA force plus.
[2:04:00.000 --> 2:04:04.000]  We reformulated it and made it even stronger. When you change the formula, you have to change the name.
[2:04:04.000 --> 2:04:08.000]  That's why our products and say plus means there's always more of it. It's better. That's what we do.
[2:04:08.000 --> 2:04:14.000]  I treat you like I want to be treated. And it's not magic. Magic's the world's name for God's rules.
[2:04:14.000 --> 2:04:23.000]  It's the fact that I can't help but treat you like I want to be treated. And that's why I feel so guilty sometimes in things when I'm angry and mad and mean to the crew.
[2:04:23.000 --> 2:04:30.000]  Because I'm just like radioactive. I'm so angry at the globalist. I don't feel good about dominating people and doing things like that and misdirecting and having friendly fire.
[2:04:30.000 --> 2:04:39.000]  I want to focus it all downrange and I can feel your prayer and your support and I can absolutely see the enemy's fear by what you've been doing.
[2:04:39.000 --> 2:04:46.000]  Info Wars is not just the tip of the spear. It is a flaming sword of truth coming at the globalist and funding us as critical.
[2:04:46.000 --> 2:04:48.000]  Plus, it's a product you need.
[2:04:48.000 --> 2:04:55.000]  DNA force plus at infowarstore.com.
[2:04:55.000 --> 2:05:04.000]  I've made a lot of predictions that have come true, but I'm here to tell you that most of those really weren't predictions that came out of a crystal ball.
[2:05:04.000 --> 2:05:11.000]  I could see where the globalists were going. I could see what their in-game agenda was, what their goal was.
[2:05:11.000 --> 2:05:29.000]  And I knew that when they were setting us up to be deplatformed that they were really setting the precedent to take everybody off air, to silence everyone, to ban words and names and information on fake whistleblowers so that their false narratives couldn't be opposed.
[2:05:29.000 --> 2:05:35.000]  What the globalists really feared was independent media and platforms in the future.
[2:05:35.000 --> 2:05:47.000]  It was the model of Info Wars as much as the information that had to be silenced because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[2:05:47.000 --> 2:06:12.000]  And that's why keeping Info Wars on the air is now more imperative and more vital than ever.
[2:06:12.000 --> 2:06:17.000]  If you are receiving this transmission, you are the Resistance.
[2:06:17.000 --> 2:06:24.000]  Live from the InfoWars.com studios, it's Alex Jones.
[2:06:24.000 --> 2:06:43.000]  Alright, I'm going to go up to the Apple Center up off Palmer Lane here in about 10 minutes. They're already starting to close roads off ahead of Trump who should be landing in about 45 minutes at Austin Burksford Airport.
[2:06:43.000 --> 2:06:54.000]  I want to be back on the war room today. He's getting his teeth worked on. Knocked the two top playing basketball. That guy's quite the athlete. And was it Rob Doe knocked it out? Rob Doe's quite the aggressive basketball player.
[2:06:54.000 --> 2:07:00.000]  He got his scholarship for basketball. But that's a pointless factoid, isn't it?
[2:07:00.000 --> 2:07:16.000]  But we're going to be getting to all of it. And I'm going to be there bullhorning Trump and that little weasel, raccoon eyes of Tim Cook. Absolutely incredible. So that is all going to be streamed live.
[2:07:16.000 --> 2:07:22.000]  We've already got live streams. And really, Alex Jones bullhorned Trump because, man, we need reinforcements.
[2:07:22.000 --> 2:07:31.000]  We don't need Trump parading around with the ringleader, a big tech that moved everything to China and is doing this. And I'm not against Trump, but we got Trump elected.
[2:07:31.000 --> 2:07:41.000]  And, you know, let's say we're like the kids that got Trump into office and we're like, hey dad, what are you doing with the guy that wants to put us in prison?
[2:07:41.000 --> 2:07:51.000]  Hey dad, what are you doing with him? You know, if you get him to do the right thing, that's good to meet with him. But if we haven't gotten relief and the censorship is getting worse for everybody now,
[2:07:51.000 --> 2:08:02.000]  then you need to do something. So I'll be up there, ladies and gentlemen, here in just a little while. We'll have live streams of that popping in during Mike Adams who does the fourth hour.
[2:08:02.000 --> 2:08:11.000]  But we have Tom Pepper and huge news coming up here in just a moment. This could bring down Pelosi and it could really bring down the Democratic Party.
[2:08:11.000 --> 2:08:24.000]  And they claim that, you know, Kavanaugh and people are like, with no evidence. So this is a lot of evidence. Somebody naming their name with photos, with text messages, with videos about Pelosi's son and Pelosi covering it up and everything else reportedly.
[2:08:24.000 --> 2:08:39.000]  So that's coming up just a moment. Now, speaking of weasels, this Lieutenant Colonel Alexander Vidman is a deep state Obama-Clinton swamp creature of mole rat proportions.
[2:08:39.000 --> 2:08:51.000]  And he is one of the quote whistleblowers. I always told you there's not one whistleblower. It'll be a bunch of low levels that will then say that they're the ones that heard it for Brennan and Hillary and others that ordered them to do this.
[2:08:51.000 --> 2:08:57.000]  And it's now come out exactly like I told you, exactly like Mike Adams told you. We just know how they operate. It's exactly as we told you.
[2:08:57.000 --> 2:09:06.000]  And yesterday, I'm not going to play all the clips. They're all over the news. There's still got live coverage going. I mean, what a waste of time once you expose just the fact that it's meant to be a waste of time and a diversion.
[2:09:06.000 --> 2:09:13.000]  He goes, oh, yeah, I can't tell you the whistleblower is because, you know, that's, but then I don't know who the whistleblower is, but you talk to the whistleblower.
[2:09:13.000 --> 2:09:20.000]  This is the guy that tried to edit and change the transcript. So he lies to Congress. He gets caught lying to Congress.
[2:09:20.000 --> 2:09:30.000]  But the first thing I want to play by Mr. Mole Rat, who did, you know, almost a month of pre-secret hearings just to script all this.
[2:09:30.000 --> 2:09:45.000]  He's not a whistleblower. He's a mole, a globalist mole. This little, a feet arrogant thinks he's the master of the universe, joke, operative.
[2:09:45.000 --> 2:09:52.000]  The veterans are just recoiling. Everything the military hates. Some little corrupt disc jockey flying a desk around.
[2:09:52.000 --> 2:09:57.000]  I think it's folks that are in procurement things, but this guy's a political weasel.
[2:09:57.000 --> 2:10:04.000]  And he's like, you call me Lieutenant Colonel every time you have a new question. I am a king.
[2:10:04.000 --> 2:10:11.000]  So he is a arrogant little fob. Let's play that clip. Here it is.
[2:10:11.000 --> 2:10:16.000]  Mr. Venman, are you testified in your deposition that you did not know the whistleblower?
[2:10:16.000 --> 2:10:19.000]  A ranking member at Lieutenant Colonel Venman, please.
[2:10:19.000 --> 2:10:29.000]  Lieutenant Colonel Venman, you testified in the deposition that you did not know who the whistleblower was.
[2:10:29.000 --> 2:10:32.000]  I do not know who the whistleblower is.
[2:10:32.000 --> 2:10:38.000]  How is it possible? You got to love all the titles these people have. This guy's a disgrace.
[2:10:38.000 --> 2:10:47.000]  So here's some of the other clips I want to get to because there's so many of these.
[2:10:47.000 --> 2:10:52.000]  Here's an important clip. There's so many of these. I should have looked at these during the break.
[2:10:52.000 --> 2:10:56.000]  I watched these last night and again this morning. Let's go ahead and play.
[2:10:56.000 --> 2:11:03.000]  Where's the one where Nunes catches him lying and saying the whistleblower in one testimony and now he says he doesn't know the whistleblower.
[2:11:03.000 --> 2:11:11.000]  He should be indicted for that. That was in my stack here. I should have looked at it during the break.
[2:11:11.000 --> 2:11:18.000]  While we look for that, let's go ahead and play another clip. Here it is. It's clip 12.
[2:11:18.000 --> 2:11:26.000]  Clip 12 on sheet 2. Let's go ahead and play a perjury. Nunes catches Venman contradicting closed door testimony.
[2:11:26.000 --> 2:11:35.000]  Lieutenant Colonel Venman, did you discuss the July 25 phone call with anyone outside the White House on July 25th or the 26th?
[2:11:35.000 --> 2:11:37.000]  And if so, with whom?
[2:11:37.000 --> 2:11:43.000]  Yes, I did. My core function is to coordinate U.S. government policy, interagency policy.
[2:11:43.000 --> 2:11:52.000]  And I spoke to two individuals with regards to providing some sort of readout of the call.
[2:11:52.000 --> 2:11:55.000]  Two individuals that were not in the White House?
[2:11:55.000 --> 2:12:01.000]  Not in the White House. Cleared U.S. government officials with appropriate need to know.
[2:12:01.000 --> 2:12:05.000]  And what agencies were these officials with?
[2:12:05.000 --> 2:12:10.000]  The Department of State, Department of State Deputy Assistant Secretary George Kent,
[2:12:10.000 --> 2:12:16.000]  who is responsible for the portfolio Eastern Europe, including Ukraine,
[2:12:16.000 --> 2:12:23.000]  and an individual from the intelligence community.
[2:12:23.000 --> 2:12:32.000]  As you know, the intelligence community has 17 different agencies. What agency was this individual from?
[2:12:32.000 --> 2:12:37.000]  If I could interject here, we don't want to use these proceedings.
[2:12:37.000 --> 2:12:42.000]  It's our time, but we need to protect the whistleblower.
[2:12:42.000 --> 2:12:51.000]  Please stop. I want to make sure that there's no effort to out the whistleblower through the use of these proceedings.
[2:12:51.000 --> 2:12:53.000]  If the witness...
[2:12:53.000 --> 2:12:57.000]  Shift met with them. That all came out. It's a whole consortium of liars.
[2:12:57.000 --> 2:13:01.000]  None of them want to be put on the spot because they're all lying.
[2:13:01.000 --> 2:13:04.000]  Benjamin has testified in the transcripts that he did know the whistleblower was.
[2:13:04.000 --> 2:13:09.000]  He just said, I talked to people, one here, one there, one in intelligence.
[2:13:09.000 --> 2:13:13.000]  And then it's now, don't out the whistleblower. They're so unproven, not even good at lying,
[2:13:13.000 --> 2:13:16.000]  that they're saying one of these is one of the supposed whistleblowers.
[2:13:16.000 --> 2:13:21.000]  And now he says he doesn't know who the whistleblower is, just like Shift's saying.
[2:13:21.000 --> 2:13:34.000]  I mean, the level of Keystone Cop, but that's who rules us, is a bunch of out-of-control crooks like Shift.
[2:13:34.000 --> 2:13:37.000]  So he said he knows who they are. Now he starts talking about the whistleblower.
[2:13:37.000 --> 2:13:40.000]  Now he says he doesn't want to out the whistleblower, but he doesn't know who the whistleblower is.
[2:13:40.000 --> 2:13:46.000]  Oh, I talked to the whistleblower, but I can't tell you who the whistleblower is because I don't know who the whistleblower is.
[2:13:46.000 --> 2:13:51.000]  If you're old, stealing candy out of mommy's purse, lie better than this.
[2:13:51.000 --> 2:13:57.000]  But they don't need to be good at lying. They just have all the power because we put up with their crap.
[2:13:57.000 --> 2:13:59.000]  Let's continue.
[2:13:59.000 --> 2:14:06.000]  If the witness has a good faith belief that this may reveal the identity of the whistleblower,
[2:14:06.000 --> 2:14:14.000]  that is not the purpose that we are here for, and I want to advise the witness accordingly.
[2:14:14.000 --> 2:14:19.000]  Mr. Vynman, are you testified in your deposition that you did not know the whistleblower?
[2:14:19.000 --> 2:14:22.000]  I remember at Lieutenant Colonel Vynman, please.
[2:14:22.000 --> 2:14:32.000]  Lieutenant Colonel Vynman, you testified in the deposition that you did not know who the whistleblower was.
[2:14:32.000 --> 2:14:35.000]  I do not know who the whistleblower is.
[2:14:35.000 --> 2:14:43.000]  How is it possible for you to name these people and then out the whistleblower?
[2:14:43.000 --> 2:14:49.000]  In an earlier testimony, he's done it like what four times now,
[2:14:49.000 --> 2:14:54.000]  they said that he did know who the whistleblower was but wouldn't out the identity and that Trump shouldn't threaten him to release it.
[2:14:54.000 --> 2:14:58.000]  Now he didn't know, then he did know, then he didn't know.
[2:14:58.000 --> 2:15:02.000]  Meanwhile, Rodgerstone's facing 50 years in prison potentially for doing nothing.
[2:15:02.000 --> 2:15:04.000]  But they claim lying to Congress.
[2:15:04.000 --> 2:15:07.000]  Tom Pappert, you are loaded for bear in 30 seconds.
[2:15:07.000 --> 2:15:09.000]  Tell folks why this story is so important. I agree with you.
[2:15:09.000 --> 2:15:13.000]  Biggest story you've ever broken at nationalfile.com. Tell us what's coming up.
[2:15:13.000 --> 2:15:16.000]  Alex, this is like you were saying earlier.
[2:15:16.000 --> 2:15:22.000]  This is a window into the psyche of the sick control freaks who lord over society.
[2:15:22.000 --> 2:15:25.000]  It's a window into the psyche of the Pelosi family.
[2:15:25.000 --> 2:15:33.000]  The woman who along with pencil neck Adam Schiff is controlling the universe right now, controlling what happens to this country.
[2:15:33.000 --> 2:15:35.000]  This is a tale of depravity.
[2:15:35.000 --> 2:15:41.000]  These allegations are horrifying. If you put yourself in this woman's shoes, there is nothing short.
[2:15:41.000 --> 2:15:44.000]  And she's got photos and text messages.
[2:15:44.000 --> 2:15:46.000]  She's not like Kavanaugh's fake accusers.
[2:15:46.000 --> 2:15:48.000]  He's got the goods and she's hot.
[2:15:48.000 --> 2:15:50.000]  Yeah, you add that to it.
[2:15:50.000 --> 2:15:53.000]  So yeah, this is not some.
[2:15:53.000 --> 2:15:56.000]  We can all agree these are troubled times, right?
[2:15:56.000 --> 2:15:59.000]  So do you know who's on your wireless network?
[2:15:59.000 --> 2:16:03.000]  Whether it's a big company selling your data or a foreign hacker.
[2:16:03.000 --> 2:16:06.000]  If you're not protected, everybody sees your information.
[2:16:06.000 --> 2:16:12.000]  That's why you need flash routers, a custom Wi-Fi router created for privacy.
[2:16:12.000 --> 2:16:19.000]  Flash routers uses a virtual private network or VPN to protect your online activity from hackers, trackers and large corporations.
[2:16:19.000 --> 2:16:23.000]  And not just one, but all your devices with one out of the box setup.
[2:16:23.000 --> 2:16:32.000]  Plus flash routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[2:16:32.000 --> 2:16:42.000]  Call or click flash routers today at 1-866-509-5817 or FLASHROUTERS.COM.
[2:16:42.000 --> 2:16:47.000]  That's 1-866-509-5817 or flash routers.com.
[2:16:47.000 --> 2:16:51.000]  Protect your wireless home network today with flash routers.
[2:16:53.000 --> 2:16:58.000]  Fellow Patriots, my name is Todd Savage, founder of Black Rifle Real Estate.com.
[2:16:58.000 --> 2:17:04.000]  Like you, I was a prisoner of the out-left sanctuary state until one day I chose to lead my family to freedom.
[2:17:04.000 --> 2:17:12.000]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden and homeschool our children without the tyranny of the nanny state looking over us.
[2:17:12.000 --> 2:17:17.000]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[2:17:17.000 --> 2:17:29.000]  Go to BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[2:17:48.000 --> 2:18:07.000]  A question was once posed to Thomas Jefferson. What is the level of tyranny that a tyrant will take humanity to?
[2:18:07.000 --> 2:18:16.000]  How far will they go? What's their limit? And he said it is the limit to which other men and women will submit.
[2:18:16.000 --> 2:18:22.000]  The answer is there is no limit to evil, it is a bottomless pit.
[2:18:22.000 --> 2:18:31.000]  We've been taught in modern culture and society that evil doesn't exist or that there's no free will, there's no devil or the God.
[2:18:31.000 --> 2:18:41.000]  But those very same people have all these rules for us about speech and how we can dress and where we can live and what our houses can be like.
[2:18:41.000 --> 2:18:47.000]  They just don't want us to have any values so they can run over us. Oxford's banned clapping.
[2:18:47.000 --> 2:18:54.000]  University of the U.S. has banned 21 gun salutes for veterans. These people are dangerous cult leaders and it's time to reject them.
[2:18:54.000 --> 2:19:02.000]  Infoorstore.com. We have a new product and we got several thousand of these in and they're going to sell out in a few days at the rate we're selling them.
[2:19:02.000 --> 2:19:13.000]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste and it doesn't compete with super blue that's four to five of colloidal silver and iodine and fluoride free.
[2:19:13.000 --> 2:19:20.000]  The adult or the children's. These are both excellent toothpaste, concentrates that don't have fillers. People love it.
[2:19:20.000 --> 2:19:29.000]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re-mineralizes the teeth.
[2:19:29.000 --> 2:19:37.000]  Then it has the patented silver salt. Silver in it to knock out the bacteria that cause ginsivitis. This is all proven. You can make claims with this.
[2:19:37.000 --> 2:19:48.000]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[2:19:48.000 --> 2:19:57.000]  So we're really proud of it. It funds the operation. Infoorstore.com. That's why we're still on air. Thanks to you.
[2:19:57.000 --> 2:20:01.000]  You're listening to the Alex Jones show.
[2:20:28.000 --> 2:20:37.000]  President Trump in a supportive but demanding way. We need some relief in the way of tech censorship. It is totally out of control.
[2:20:37.000 --> 2:20:43.000]  President Trump has it within his hands. He can reverse this right now.
[2:20:43.000 --> 2:20:48.000]  And as I said earlier, you might have seen me on this broadcast earlier today.
[2:20:48.000 --> 2:21:00.000]  We have a story in NationalFile.com that could absolutely unmake this entire impeachment push. It could potentially, if this can get enough coverage, if this can get enough eyeballs,
[2:21:00.000 --> 2:21:09.000]  this can be a major, major blow to Nancy Pelosi. The allegations levied by the ex-girlfriend of Paul Pelosi Jr.
[2:21:09.000 --> 2:21:21.000]  that is the son of Nancy Pelosi are explosive as they are varied. I mean, everything from allegations that he is misusing his mother's office,
[2:21:21.000 --> 2:21:32.000]  he is illegally, allegedly, illegally using his mother's office to go out and solicit donations to actual threats to intimidate people through,
[2:21:32.000 --> 2:21:46.000]  as I say, he goes around saying he's going to break people's legs according to this ex-girlfriend. It's totally and completely insane allegations that he has paid a homeless person to vandalize this poor lady's home.
[2:21:46.000 --> 2:22:01.000]  It just goes on and on and on. In the video you see on screen right now the article for radio listeners that says breaking Nancy Pelosi's son was executive at gas company that did business in Ukraine.
[2:22:01.000 --> 2:22:09.000]  This fits the narrative of what the ex-girlfriend, that would be Karina Fang, that fits the narrative of what she said.
[2:22:09.000 --> 2:22:21.000]  At one point, Patrick Halley, senior reporter at NationalFile.com, my website, asked Karina, what does Paul do for a living?
[2:22:21.000 --> 2:22:35.000]  How would you describe his work? Did he ever mention his work to you? And she struggles to come up with an answer. She struggles to say what he does for a living. Let's go ahead and play, if we could, in the control room, clip number two.
[2:22:35.000 --> 2:22:43.000]  Did he ever express to you what it is that he does for a living?
[2:22:43.000 --> 2:22:56.000]  He has a bunch of strange shell businesses. He talks about one company after another after another and there's really nothing going on.
[2:22:56.000 --> 2:23:01.000]  But he expresses it as if there's something going on to get a bunch of investors.
[2:23:01.000 --> 2:23:16.000]  He's always on the phone talking to investors and telling them about how wonderful and how lucrative, for example, a marijuana outlet in Canada was going to be.
[2:23:16.000 --> 2:23:31.000]  And they had their own people call back and forth claiming that they were health Canadian officers, but then one of the investors were able to trace the call and it was from their own cell phone.
[2:23:31.000 --> 2:23:46.000]  So I don't understand what that's about and I'm not for what he does. I'm not exactly sure what he does and he's not able to explain it other than the fact that it's all shells or I haven't seen him work a day.
[2:23:46.000 --> 2:24:07.000]  All I've seen is he's working, but not in a legitimate position. Rather, it's in a very strange, like always on the phone, instructing people to invest in something that's not there.
[2:24:07.000 --> 2:24:20.000]  And so again, this matches up. You saw the article on screen even in that clip. Nancy Pelosi's son was an executive at a gas company that is now the Charter has been suspended and no longer exists.
[2:24:20.000 --> 2:24:30.000]  So was it a shell company as Miss Fang describes? I don't know. Of course, you can see this entire video. It's up at NationalFile.com.
[2:24:30.000 --> 2:24:40.000]  It's also up at infowars.com. But that's just one of the many examples of illegal activity that she alleges she witnessed.
[2:24:40.000 --> 2:24:55.000]  According to Miss Fang, the FBI would really like to speak to Paul Pelosi Jr. And they have yet to be able to because he is constantly making these business trips overseas.
[2:24:55.000 --> 2:25:01.000]  He's constantly going. He goes to Greece. He goes to Germany. He's going all over the place, according to Miss Fang.
[2:25:01.000 --> 2:25:14.000]  And at one point, the FBI actually got ahold of her to question her about the whereabouts of this guy who reportedly her children referred to as daddy.
[2:25:14.000 --> 2:25:22.000]  The FBI got ahold of her and he was there sitting beside her coaching her as to what to say to the FBI.
[2:25:22.000 --> 2:25:28.000]  Folks, it's an hour long interview. And I'm just going to start. We'll keep it exciting as we can.
[2:25:28.000 --> 2:25:34.000]  But let's just start going through this. And then we're going to get into, we might have some clips of what Alex is doing.
[2:25:34.000 --> 2:25:40.000]  We'll start to get into some of the implications, how CPS got involved.
[2:25:40.000 --> 2:25:50.000]  But let's actually, let's start with that. That seems like the big crux of this because the big part of her allegation.
[2:25:50.000 --> 2:25:55.000]  And we have the images. You can see it on nationalfile.com.
[2:25:55.000 --> 2:25:59.000]  And the number, by the way, we reached out to Paul Pelosi Jr. and asked him for a comment.
[2:25:59.000 --> 2:26:04.000]  The voicemail picked up. It sure sounded a lot like his voice when he said his name.
[2:26:04.000 --> 2:26:11.000]  This is the number that's in the lawsuit by Miss Fang that's in the text messages by Miss Fang.
[2:26:11.000 --> 2:26:16.000]  So Paul Pelosi Jr., the allegation goes like this.
[2:26:16.000 --> 2:26:25.000]  He used this poor woman. He wanted to have a child with her. He's unable to have a child due to his own physical limitations.
[2:26:25.000 --> 2:26:34.000]  And when he wasn't able to have a child and she stopped cooperating with him to the extent that he demanded, he tossed her to the side.
[2:26:34.000 --> 2:26:40.000]  And he attempted then to steal a very, very highly valued building.
[2:26:40.000 --> 2:26:45.000]  And in the process of all this, he said, if you do not sell me this building, this is what she alleges.
[2:26:45.000 --> 2:26:53.000]  If you do not sell us this building for nothing, then we're going to find a way to get you thrown into a mental institution.
[2:26:53.000 --> 2:27:00.000]  We will find a way to evict you from this building and we will get your children taken away.
[2:27:00.000 --> 2:27:06.000]  That text is in the article. It's got his number on it. That is an extremely hard thing to fake.
[2:27:06.000 --> 2:27:17.000]  In fact, we asked her, because it is possible still to fake it, we had her simply take a picture of her cell phone.
[2:27:17.000 --> 2:27:24.000]  And when she took the picture of the cell phone, I mean, that gets a whole lot harder to fake than if somebody takes a screenshot and you can doctor a screenshot.
[2:27:24.000 --> 2:27:28.000]  It's harder to doctor a picture of a picture, in other words.
[2:27:28.000 --> 2:27:40.000]  And again, there it is on screen, radio listeners. It is a communication from the two of them where he says, if you don't do what I want, then you will be homeless.
[2:27:40.000 --> 2:27:47.000]  And when you are homeless, CPS is going to take your kids away. That's exactly what happened over a year ago.
[2:27:47.000 --> 2:27:59.000]  Miss Fang lost her children or children ages between 13 and less than one year old. We'll turn one later this year.
[2:27:59.000 --> 2:28:08.000]  It's absolute, absolute depravity. If half of these allegations are true, this is the most damning thing that's come out of electoral politics.
[2:28:08.000 --> 2:28:11.000]  This is the most damning thing that's come out regarding Nancy Pelosi.
