[00:00.000 --> 00:02.000]  You've got it
[01:01:53.360 --> 01:01:55.360]  and
[01:01:55.360 --> 01:01:57.360]  we'll get you up and on the air
[01:01:57.360 --> 01:01:59.360]  I want to get your take on all of this
[01:01:59.360 --> 01:02:01.360]  and then in the last
[01:02:01.360 --> 01:02:03.360]  segment and a half or so I'm going to air
[01:02:03.360 --> 01:02:05.360]  most of
[01:02:05.360 --> 01:02:07.360]  the Ron Paul interview I did last Tuesday
[01:02:07.360 --> 01:02:09.360]  because it's such a big interview
[01:02:09.360 --> 01:02:11.360]  and it got picked up by hundreds
[01:02:11.360 --> 01:02:13.360]  of blogs and websites well really thousands
[01:02:13.360 --> 01:02:15.360]  but hundreds of big ones and dozens
[01:02:15.360 --> 01:02:17.360]  that I saw without even looking hard
[01:02:17.360 --> 01:02:19.360]  of major newspapers responded to it
[01:02:19.360 --> 01:02:21.360]  some of them with big demonization campaigns
[01:02:21.360 --> 01:02:23.360]  Ron Paul is in
[01:02:23.360 --> 01:02:25.360]  fame he was on Alex Jones
[01:02:25.360 --> 01:02:27.360]  show that crazy man
[01:02:27.360 --> 01:02:29.360]  talking about how they want to use the military on the
[01:02:29.360 --> 01:02:31.360]  American people the inshality
[01:02:31.360 --> 01:02:33.360]  of it while it's just all over the news
[01:02:33.360 --> 01:02:35.360]  the NDA does that
[01:02:35.360 --> 01:02:37.360]  but see we're not allowed to say we don't
[01:02:37.360 --> 01:02:39.360]  like that because the anointed ones
[01:02:39.360 --> 01:02:41.360]  at the weekly standard and
[01:02:41.360 --> 01:02:43.360]  hot air and all these liberal
[01:02:43.360 --> 01:02:45.360]  and neo-concites and
[01:02:45.360 --> 01:02:47.360]  you know the
[01:02:47.360 --> 01:02:49.360]  other sides that are
[01:02:49.360 --> 01:02:51.360]  out there like the New Republic
[01:02:51.360 --> 01:02:53.360]  we're liberal oh my
[01:02:53.360 --> 01:02:55.360]  gosh Alex Jones says there's eugenics
[01:02:55.360 --> 01:02:57.360]  and a plan to reduce
[01:02:57.360 --> 01:02:59.360]  population how crazy
[01:02:59.360 --> 01:03:01.360]  how nutsy
[01:03:01.360 --> 01:03:03.360]  oh and then Ron Paul
[01:03:03.360 --> 01:03:05.360]  says that North
[01:03:05.360 --> 01:03:07.360]  com and the US military combatant
[01:03:07.360 --> 01:03:09.360]  command for North America
[01:03:09.360 --> 01:03:11.360]  is taking over the country
[01:03:11.360 --> 01:03:13.360]  and Ron Paul agreed
[01:03:13.360 --> 01:03:15.360]  it was crazy
[01:03:17.360 --> 01:03:19.360]  I mean I got stacks
[01:03:19.360 --> 01:03:21.360]  CBS News admits
[01:03:21.360 --> 01:03:23.360]  citizens to be
[01:03:23.360 --> 01:03:25.360]  targeted by military domestically can be
[01:03:25.360 --> 01:03:27.360]  indefinitely detained
[01:03:27.360 --> 01:03:29.360]  I mean it's all right here
[01:03:29.360 --> 01:03:31.360]  NDA
[01:03:31.360 --> 01:03:33.360]  Bill aims to suppress internet
[01:03:33.360 --> 01:03:35.360]  freedom international business
[01:03:35.360 --> 01:03:37.360]  times Al Jazeera
[01:03:37.360 --> 01:03:39.360]  detaining US citizens how do we get there
[01:03:39.360 --> 01:03:41.360]  BBC
[01:03:41.360 --> 01:03:43.360]  I mean
[01:03:43.360 --> 01:03:45.360]  and I'm like hey
[01:03:45.360 --> 01:03:47.360]  the army
[01:03:47.360 --> 01:03:49.360]  time says the military is training to
[01:03:49.360 --> 01:03:51.360]  quote pull triggers on US citizens
[01:03:51.360 --> 01:03:53.360]  oh hey the manuals I've been sent
[01:03:53.360 --> 01:03:55.360]  by the military and police that are concerned
[01:03:55.360 --> 01:03:57.360]  say it's for the US citizens is not for Al Qaeda
[01:03:57.360 --> 01:03:59.360]  Al Qaeda has been given control Libya
[01:03:59.360 --> 01:04:01.360]  and is being put into Syria
[01:04:01.360 --> 01:04:03.360]  and other areas by our government
[01:04:03.360 --> 01:04:05.360]  Al Qaeda works for them you know there's a whole history
[01:04:05.360 --> 01:04:07.360]  Zbigniew Brzezinski wrote two books bragging
[01:04:07.360 --> 01:04:09.360]  about it shut up you traitor
[01:04:09.360 --> 01:04:11.360]  piece of garbage why don't you go work
[01:04:11.360 --> 01:04:13.360]  with Al Qaeda no no I didn't help get Al Qaeda
[01:04:13.360 --> 01:04:15.360]  on the airplane on Christmas day
[01:04:15.360 --> 01:04:17.360]  I didn't hang out with him we're all lucky
[01:04:17.360 --> 01:04:19.360]  like the secretary of the army secretly
[01:04:19.360 --> 01:04:21.360]  you know I didn't
[01:04:21.360 --> 01:04:23.360]  I'm concerned
[01:04:23.360 --> 01:04:25.360]  about that I think it's bad
[01:04:25.360 --> 01:04:27.360]  shut up Al Qaeda traitor
[01:04:27.360 --> 01:04:29.360]  but I don't like Al Qaeda shut up Al Qaeda
[01:04:29.360 --> 01:04:31.360]  you got to support Al Qaeda
[01:04:31.360 --> 01:04:33.360]  to fight Al Qaeda
[01:04:33.360 --> 01:04:35.360]  that's crazy Jones
[01:04:35.360 --> 01:04:37.360]  reads government documents everything he's
[01:04:37.360 --> 01:04:39.360]  saying is coming true that makes him even more
[01:04:39.360 --> 01:04:41.360]  nuts you hear that public he's crazy
[01:04:41.360 --> 01:04:43.360]  don't listen to him
[01:04:43.360 --> 01:04:45.360]  John Corzine
[01:04:45.360 --> 01:04:47.360]  took your private bank accounts and doesn't know
[01:04:47.360 --> 01:04:49.360]  where the money is because he's a good guy
[01:04:49.360 --> 01:04:51.360]  so is Bernie Madoff
[01:04:51.360 --> 01:04:53.360]  so is Ken Lay
[01:04:53.360 --> 01:04:55.360]  and I guess so is Hitler
[01:04:55.360 --> 01:04:57.360]  Alex doesn't like Hitler he's bad
[01:04:59.360 --> 01:05:01.360]  hi folks this is Alex Jones
[01:05:01.360 --> 01:05:03.360]  I'm looking for people that have the wisdom
[01:05:03.360 --> 01:05:05.360]  to spot savings opportunity
[01:05:05.360 --> 01:05:07.360]  and recognize risk
[01:05:07.360 --> 01:05:09.360]  saving means to make money
[01:05:09.360 --> 01:05:11.360]  the cow bin pure soap company can save you
[01:05:11.360 --> 01:05:13.360]  thousands of dollars and give you good old
[01:05:13.360 --> 01:05:15.360]  fashion real soaps that are triple concentrated
[01:05:15.360 --> 01:05:17.360]  and twice as good as what you're using now
[01:05:17.360 --> 01:05:19.360]  soaps made from vegetable
[01:05:19.360 --> 01:05:21.360]  and coconut oils that contain
[01:05:21.360 --> 01:05:23.360]  no useless dyes
[01:05:23.360 --> 01:05:25.360]  perfumes teodorants or antibacterials
[01:05:25.360 --> 01:05:27.360]  your risk is the hundreds
[01:05:27.360 --> 01:05:29.360]  of hazardous toxic detergents
[01:05:29.360 --> 01:05:31.360]  that give you rashes itching sores
[01:05:31.360 --> 01:05:33.360]  and deteriorating clothing called lint
[01:05:33.360 --> 01:05:35.360]  if you want something better
[01:05:35.360 --> 01:05:37.360]  if you want something you've never had before
[01:05:37.360 --> 01:05:39.360]  you have to do something you've never done before
[01:05:39.360 --> 01:05:41.360]  getting a free catalog is easy
[01:05:41.360 --> 01:05:43.360]  by calling 800-340-7091
[01:05:43.360 --> 01:05:45.360]  or see Calvin on the web
[01:05:45.360 --> 01:05:47.360]  at 5starsoap.com
[01:05:47.360 --> 01:05:49.360]  take charge of your health now
[01:05:49.360 --> 01:05:51.360]  by calling 800-340-7091
[01:05:51.360 --> 01:05:53.360]  or see Calvin on the web
[01:05:53.360 --> 01:06:03.360]  at 5starsoap.com
[01:06:23.360 --> 01:06:25.360]  I'm ready right now
[01:06:25.360 --> 01:06:27.360]  the
[01:06:27.360 --> 01:06:29.360]  the Broncos is
[01:06:29.360 --> 01:06:31.360]  I'm not really trending I don't know all the names
[01:06:31.360 --> 01:06:33.360]  it's the Broncos right
[01:06:33.360 --> 01:06:35.360]  the Broncos and the Patriots
[01:06:35.360 --> 01:06:37.360]  you know they wear a three-corner hat
[01:06:37.360 --> 01:06:39.360]  they wear a three-corner hat
[01:06:39.360 --> 01:06:41.360]  the FBI puts you on the list but
[01:06:41.360 --> 01:06:43.360]  you can have a football team with a three-corner hat
[01:06:43.360 --> 01:06:45.360]  they're all having
[01:06:45.360 --> 01:06:47.360]  a big battle right now
[01:06:47.360 --> 01:06:49.360]  they're all having
[01:06:49.360 --> 01:06:51.360]  a big fight right now
[01:06:51.360 --> 01:06:53.360]  that's what matters for the future of America
[01:06:53.360 --> 01:06:55.360]  not the absolute
[01:06:55.360 --> 01:06:57.360]  total police state
[01:06:57.360 --> 01:06:59.360]  control grid coming down on our heads
[01:06:59.360 --> 01:07:01.360]  and boy if you go to that football
[01:07:01.360 --> 01:07:03.360]  game and yell and scream
[01:07:03.360 --> 01:07:05.360]  and get all upset and paint yourself up in war
[01:07:05.360 --> 01:07:07.360]  paint the medial say it's normal
[01:07:07.360 --> 01:07:09.360]  and good but if you
[01:07:09.360 --> 01:07:11.360]  get upset about the military
[01:07:11.360 --> 01:07:13.360]  that you pay for and drones
[01:07:13.360 --> 01:07:15.360]  now being used against farmers
[01:07:15.360 --> 01:07:17.360]  predator drones and the Air Force
[01:07:17.360 --> 01:07:19.360]  and and Obama's rural
[01:07:19.360 --> 01:07:21.360]  affairs
[01:07:21.360 --> 01:07:23.360]  system
[01:07:23.360 --> 01:07:25.360]  national council under the Pentagon
[01:07:25.360 --> 01:07:27.360]  that is supposed to spy on rural
[01:07:27.360 --> 01:07:29.360]  communities and if you get upset
[01:07:29.360 --> 01:07:31.360]  about SWAT teams you're going after Amish
[01:07:31.360 --> 01:07:33.360]  for selling milk to their neighbors
[01:07:33.360 --> 01:07:35.360]  you're a bad person
[01:07:35.360 --> 01:07:37.360]  and if you get upset about the military
[01:07:37.360 --> 01:07:39.360]  announcing they're now going to be used domestically
[01:07:39.360 --> 01:07:41.360]  against the American people and that you can be
[01:07:41.360 --> 01:07:43.360]  disappeared into a black hole
[01:07:43.360 --> 01:07:45.360]  and then you get the training manuals as nothing to do with Al Qaeda
[01:07:45.360 --> 01:07:47.360]  it's all for US citizens
[01:07:47.360 --> 01:07:49.360]  why have you raised your voice
[01:07:49.360 --> 01:07:51.360]  or get a little frantic about that
[01:07:51.360 --> 01:07:53.360]  if you get frantic about Bernie Madoff
[01:07:53.360 --> 01:07:55.360]  stealing a hundred billion dollars
[01:07:55.360 --> 01:07:57.360]  you're a bad person
[01:07:57.360 --> 01:07:59.360]  if you get mad at White House
[01:07:59.360 --> 01:08:01.360]  advisor, former head of Goldman Sachs
[01:08:01.360 --> 01:08:03.360]  John Corzine lifting
[01:08:03.360 --> 01:08:05.360]  1.2 plus billion
[01:08:05.360 --> 01:08:07.360]  and saying he doesn't know where the money went
[01:08:07.360 --> 01:08:09.360]  as CEO and the feds saying
[01:08:09.360 --> 01:08:11.360]  they don't know either as if they can't
[01:08:11.360 --> 01:08:13.360]  follow wire transfers when Forbes
[01:08:13.360 --> 01:08:15.360]  and others say it's JP Morgan
[01:08:15.360 --> 01:08:17.360]  and they say they don't know
[01:08:17.360 --> 01:08:19.360]  and the head of the CME group came out
[01:08:19.360 --> 01:08:21.360]  the biggest commodity group said
[01:08:21.360 --> 01:08:23.360]  no we talked to them they took the money
[01:08:23.360 --> 01:08:25.360]  out of people's private accounts
[01:08:25.360 --> 01:08:27.360]  it's a bank robbery but nobody's going to get in trouble
[01:08:27.360 --> 01:08:29.360]  yeah that shouldn't concern you at all
[01:08:29.360 --> 01:08:31.360]  you know what
[01:08:31.360 --> 01:08:33.360]  in fact it's bad to get upset
[01:08:33.360 --> 01:08:35.360]  I'm going to apologize
[01:08:35.360 --> 01:08:37.360]  again I mentioned this earlier that I'm going to your phone calls
[01:08:37.360 --> 01:08:39.360]  then I'll get more into internet censorship
[01:08:39.360 --> 01:08:41.360]  and then we got that Ron Paul interview
[01:08:41.360 --> 01:08:43.360]  that he was on this live
[01:08:43.360 --> 01:08:45.360]  re-arrived here for some stations
[01:08:45.360 --> 01:08:47.360]  that just carry the Sunday show
[01:08:47.360 --> 01:08:49.360]  because it's powerful it's one of the most powerful
[01:08:49.360 --> 01:08:51.360]  Ron Paul interviews ever not just one that I've done
[01:08:51.360 --> 01:08:53.360]  where he laid it all out and said
[01:08:53.360 --> 01:08:55.360]  the National Defense Authorization Act
[01:08:55.360 --> 01:08:57.360]  now passed the House and Senate on Obama's desk
[01:08:57.360 --> 01:08:59.360]  establishes
[01:08:59.360 --> 01:09:01.360]  martial law in America
[01:09:01.360 --> 01:09:03.360]  because that's what it does
[01:09:03.360 --> 01:09:05.360]  that's what the military
[01:09:05.360 --> 01:09:07.360]  on the streets is but it goes one further
[01:09:07.360 --> 01:09:09.360]  they can disappear you
[01:09:09.360 --> 01:09:11.360]  it's illegitimate
[01:09:11.360 --> 01:09:13.360]  fraud
[01:09:13.360 --> 01:09:15.360]  they could say that we've all got to worship Santa Claus
[01:09:15.360 --> 01:09:17.360]  in a federal law doesn't mean it's so
[01:09:17.360 --> 01:09:19.360]  or they can announce they're going to
[01:09:19.360 --> 01:09:21.360]  catapult children
[01:09:21.360 --> 01:09:23.360]  homeless children and use them
[01:09:23.360 --> 01:09:25.360]  as skeet
[01:09:25.360 --> 01:09:27.360]  for the president doesn't mean he can do that
[01:09:27.360 --> 01:09:29.360]  Hitler could pass whatever law he wanted
[01:09:29.360 --> 01:09:31.360]  Stalin or Mao doesn't mean
[01:09:31.360 --> 01:09:33.360]  it's legitimate
[01:09:33.360 --> 01:09:35.360]  it violates the Constitution, Bill of Rights
[01:09:35.360 --> 01:09:37.360]  Declaration of Independence, common sense
[01:09:37.360 --> 01:09:39.360]  universal law
[01:09:39.360 --> 01:09:41.360]  it's a fraud
[01:09:41.360 --> 01:09:43.360]  but the crooks in government
[01:09:43.360 --> 01:09:45.360]  know they got a 9% approval rating
[01:09:45.360 --> 01:09:47.360]  they know the public's awake to them
[01:09:47.360 --> 01:09:49.360]  they know the awakenings accelerating
[01:09:49.360 --> 01:09:51.360]  and they're scared and so their long
[01:09:51.360 --> 01:09:53.360]  backup plans are being activated
[01:09:53.360 --> 01:09:55.360]  what came out two weeks ago we were sent the documents
[01:09:55.360 --> 01:09:57.360]  with the phone numbers they were confirmed
[01:09:57.360 --> 01:09:59.360]  to be real documents
[01:09:59.360 --> 01:10:01.360]  Homeland Security is now
[01:10:01.360 --> 01:10:03.360]  manning the FEMA camps across the country
[01:10:03.360 --> 01:10:05.360]  we have the internal emails
[01:10:05.360 --> 01:10:07.360]  the maps the documents everything
[01:10:07.360 --> 01:10:09.360]  for Halliburton and Kellogg Brown en route
[01:10:11.360 --> 01:10:13.360]  and did any mainstream media pick it up
[01:10:13.360 --> 01:10:15.360]  zero
[01:10:15.360 --> 01:10:17.360]  because that's why they're dying
[01:10:17.360 --> 01:10:19.360]  why does info wars get a million visitors a day
[01:10:19.360 --> 01:10:21.360]  why does my radio show have 3 million listeners a day
[01:10:21.360 --> 01:10:23.360]  because we're real media you
[01:10:23.360 --> 01:10:25.360]  aren't
[01:10:25.360 --> 01:10:27.360]  you aren't and so what's their plan
[01:10:27.360 --> 01:10:29.360]  oh they'll just shut it down
[01:10:29.360 --> 01:10:31.360]  and I have a report here how China
[01:10:31.360 --> 01:10:33.360]  and Russia
[01:10:33.360 --> 01:10:35.360]  the New York Times and others have reported
[01:10:35.360 --> 01:10:37.360]  use the same system
[01:10:37.360 --> 01:10:39.360]  that we're setting up
[01:10:39.360 --> 01:10:41.360]  where the Pentagon could shut websites down
[01:10:41.360 --> 01:10:43.360]  without due process for copyright
[01:10:43.360 --> 01:10:45.360]  or slander and where the government
[01:10:45.360 --> 01:10:47.360]  can direct messages over your website
[01:10:47.360 --> 01:10:49.360]  when they want that's now happening with EAS
[01:10:49.360 --> 01:10:51.360]  alerts over your cell phones as we told you years ago
[01:10:51.360 --> 01:10:53.360]  American future
[01:10:53.360 --> 01:10:55.360]  Russia and China use copyright laws
[01:10:55.360 --> 01:10:57.360]  to crush government criticism here is
[01:10:57.360 --> 01:10:59.360]  the Hill newspaper internet
[01:10:59.360 --> 01:11:01.360]  piracy bill a free
[01:11:01.360 --> 01:11:03.360]  speech kill switch
[01:11:03.360 --> 01:11:05.360]  here's AFP
[01:11:05.360 --> 01:11:07.360]  and Breitbart internet architects
[01:11:07.360 --> 01:11:09.360]  oppose online piracy bills
[01:11:09.360 --> 01:11:11.360]  here's the same letter from the AP
[01:11:11.360 --> 01:11:13.360]  this is from
[01:11:13.360 --> 01:11:15.360]  the inventors of the internet and the real
[01:11:15.360 --> 01:11:17.360]  inventors not Al Gore another congenital
[01:11:17.360 --> 01:11:19.360]  wire all censorship schemes
[01:11:19.360 --> 01:11:21.360]  impact speech beyond the category they were
[01:11:21.360 --> 01:11:23.360]  intended to restrict but these bills are
[01:11:23.360 --> 01:11:25.360]  particularly egregious in the regard
[01:11:25.360 --> 01:11:27.360]  because they cause entire domains to vanish
[01:11:27.360 --> 01:11:29.360]  from the web they say a link
[01:11:29.360 --> 01:11:31.360]  on a message board to an article
[01:11:31.360 --> 01:11:33.360]  they claim is copyright under this
[01:11:33.360 --> 01:11:35.360]  they say a link to an article
[01:11:35.360 --> 01:11:37.360]  this isn't a joke here
[01:11:37.360 --> 01:11:39.360]  a link to a mainstream article is copyright
[01:11:39.360 --> 01:11:41.360]  you're not even allowed to link
[01:11:43.360 --> 01:11:45.360]  which is how the internet works your site
[01:11:45.360 --> 01:11:47.360]  and the entire server system is taken down
[01:11:47.360 --> 01:11:49.360]  so it's a reign of terror
[01:11:49.360 --> 01:11:51.360]  not just infringing pages or files
[01:11:51.360 --> 01:11:53.360]  they say an incredible
[01:11:53.360 --> 01:11:55.360]  range of useful law abiding sites
[01:11:55.360 --> 01:11:57.360]  can be blacklisted under these proposals
[01:11:57.360 --> 01:11:59.360]  already happening folks
[01:11:59.360 --> 01:12:01.360]  the signatories have included
[01:12:01.360 --> 01:12:03.360]  vent surf
[01:12:03.360 --> 01:12:05.360]  considered one of the fathers of the internet
[01:12:05.360 --> 01:12:07.360]  said censorship of internet infrastructure
[01:12:07.360 --> 01:12:09.360]  will invariably cause network errors
[01:12:09.360 --> 01:12:11.360]  and security problems and you got Cass Sunstein
[01:12:11.360 --> 01:12:13.360]  the regulations are and Obama's administration
[01:12:13.360 --> 01:12:15.360]  saying censor the internet
[01:12:15.360 --> 01:12:17.360]  shut down people that criticize the government
[01:12:17.360 --> 01:12:19.360]  and go one further he says
[01:12:19.360 --> 01:12:21.360]  you can go pull this up wait in the Washington Post
[01:12:21.360 --> 01:12:23.360]  report it and said well maybe it's reasonable
[01:12:23.360 --> 01:12:25.360]  New York magazine when they wrote a profile
[01:12:25.360 --> 01:12:27.360]  on me earlier this year said
[01:12:27.360 --> 01:12:29.360]  maybe Cass Sunstein's right
[01:12:29.360 --> 01:12:31.360]  they said once we shut their sites down
[01:12:31.360 --> 01:12:33.360]  then we're gonna arrest them
[01:12:33.360 --> 01:12:35.360]  but we gotta first shut the sites down
[01:12:37.360 --> 01:12:39.360]  and now they got the army
[01:12:39.360 --> 01:12:41.360]  trucks ready to come pick you up at your house
[01:12:41.360 --> 01:12:43.360]  oh is everybody
[01:12:43.360 --> 01:12:45.360]  gonna do like they did Nazi Germany and go line up
[01:12:45.360 --> 01:12:47.360]  I don't think so
[01:12:49.360 --> 01:12:51.360]  cops like pepper spray and you know
[01:12:51.360 --> 01:12:53.360]  college students at sit-ins and stuff
[01:12:53.360 --> 01:12:55.360]  or billy clubbing them
[01:12:55.360 --> 01:12:57.360]  ooh this is kind of escalating
[01:12:57.360 --> 01:12:59.360]  into something that's gonna be too pretty
[01:12:59.360 --> 01:13:01.360]  but I know you've had
[01:13:01.360 --> 01:13:03.360]  a fluoride head public put up with everything
[01:13:03.360 --> 01:13:05.360]  so you think we're sheep
[01:13:05.360 --> 01:13:07.360]  you're wolves a nation of sheep will be
[01:13:07.360 --> 01:13:09.360]  ruled by wolves Thomas Jefferson
[01:13:11.360 --> 01:13:13.360]  don't worry though the system's gonna hurt you too
[01:13:13.360 --> 01:13:15.360]  all you so-called enforcers they're gonna hurt you
[01:13:15.360 --> 01:13:17.360]  real good
[01:13:17.360 --> 01:13:19.360]  an incredible range of useful
[01:13:19.360 --> 01:13:21.360]  law-abiding sites can be blacklisted under these proposals
[01:13:21.360 --> 01:13:23.360]  the signatories included
[01:13:23.360 --> 01:13:25.360]  vent surf and vendor of the internet
[01:13:25.360 --> 01:13:27.360]  this is true in China
[01:13:27.360 --> 01:13:29.360]  Iran other countries that censor the network today
[01:13:29.360 --> 01:13:31.360]  it will be just as true of American
[01:13:31.360 --> 01:13:33.360]  censorship they said
[01:13:33.360 --> 01:13:35.360]  if the US begins to use the its
[01:13:35.360 --> 01:13:37.360]  central position in the network
[01:13:37.360 --> 01:13:39.360]  for censorship
[01:13:39.360 --> 01:13:41.360]  that advances its political and economic agenda
[01:13:41.360 --> 01:13:43.360]  because that's what they plan to do with it
[01:13:43.360 --> 01:13:45.360]  the consequences will be far-reaching and destructive
[01:13:45.360 --> 01:13:47.360]  oh you want me to continue
[01:13:47.360 --> 01:13:49.360]  just type in new bill
[01:13:49.360 --> 01:13:51.360]  is Chinese censorship model
[01:13:51.360 --> 01:13:53.360]  here's another one international business
[01:13:53.360 --> 01:13:55.360]  times india a bill
[01:13:55.360 --> 01:13:57.360]  aims to suppress internet freedom it says
[01:13:57.360 --> 01:13:59.360]  the Pentagon can shut down anything
[01:13:59.360 --> 01:14:01.360]  it doesn't like for any reason
[01:14:01.360 --> 01:14:03.360]  offensively in America we've already
[01:14:03.360 --> 01:14:05.360]  tracked Pentagon servers knocking us down over
[01:14:05.360 --> 01:14:07.360]  and over again that's why we ended up spending
[01:14:07.360 --> 01:14:09.360]  so much money to build three layer
[01:14:09.360 --> 01:14:11.360]  deep constellations of different systems
[01:14:11.360 --> 01:14:13.360]  when they shut one down we go okay
[01:14:13.360 --> 01:14:15.360]  turn up this back back up
[01:14:15.360 --> 01:14:17.360]  I'm already building more backups outside the
[01:14:17.360 --> 01:14:19.360]  US but under this it's an international
[01:14:19.360 --> 01:14:21.360]  treaty they're going to block that and
[01:14:21.360 --> 01:14:23.360]  de-list it from Google oh my gosh
[01:14:23.360 --> 01:14:25.360]  they've got new systems where they can de-list
[01:14:25.360 --> 01:14:27.360]  a voice from the internet
[01:14:27.360 --> 01:14:29.360]  they have systems where you hold your iPhone up for years
[01:14:29.360 --> 01:14:31.360]  and it picks up whatever the music is you like
[01:14:31.360 --> 01:14:33.360]  Christmas music whatever the case is
[01:14:33.360 --> 01:14:35.360]  different programs that do that would like Shazam
[01:14:37.360 --> 01:14:39.360]  well now
[01:14:41.360 --> 01:14:43.360]  what's the name of that program
[01:14:43.360 --> 01:14:45.360]  actually Rob has it on his phone
[01:14:45.360 --> 01:14:47.360]  pull up iPhone app
[01:14:47.360 --> 01:14:49.360]  that could tell you what a song is
[01:14:49.360 --> 01:14:51.360]  that's Shazam camera right good I just want to test my memory here
[01:14:51.360 --> 01:14:53.360]  the point is now they
[01:14:53.360 --> 01:14:55.360]  have those loaded on the internet
[01:14:55.360 --> 01:14:57.360]  where my voice
[01:14:57.360 --> 01:14:59.360]  has now been banned on
[01:14:59.360 --> 01:15:01.360]  YouTube in one respect
[01:15:01.360 --> 01:15:03.360]  I and I'm going to go to bring
[01:15:03.360 --> 01:15:05.360]  come back to your calls I
[01:15:05.360 --> 01:15:07.360]  to put in game as a test
[01:15:07.360 --> 01:15:09.360]  in stores four years ago and it did become
[01:15:09.360 --> 01:15:11.360]  the number one documentary for two months running on
[01:15:11.360 --> 01:15:13.360]  Amazon
[01:15:13.360 --> 01:15:15.360]  to beat Al Gore's film out for months
[01:15:15.360 --> 01:15:17.360]  up
[01:15:17.360 --> 01:15:19.360]  up against his head to head
[01:15:19.360 --> 01:15:21.360]  surprisingly easy to do
[01:15:21.360 --> 01:15:23.360]  I let a distributor I hold the
[01:15:23.360 --> 01:15:25.360]  copyright a distributor put it out worldwide
[01:15:25.360 --> 01:15:27.360]  the Canadian group
[01:15:27.360 --> 01:15:29.360]  that is distributing in Canada
[01:15:31.360 --> 01:15:33.360]  put the program on YouTube
[01:15:33.360 --> 01:15:35.360]  through their system where my voice
[01:15:35.360 --> 01:15:37.360]  we try to upload 30 seconds
[01:15:37.360 --> 01:15:39.360]  of my film to YouTube
[01:15:39.360 --> 01:15:41.360]  boom shuts it down before it goes up
[01:15:41.360 --> 01:15:43.360]  not the music my voice
[01:15:43.360 --> 01:15:45.360]  now think of the powers
[01:15:45.360 --> 01:15:47.360]  of that for censorship
[01:15:47.360 --> 01:15:49.360]  Alex Jones gone
[01:15:49.360 --> 01:15:51.360]  that's the new world order secret weapon
[01:15:51.360 --> 01:15:53.360]  to shut down the web you better use it
[01:15:53.360 --> 01:15:55.360]  while you still got it fight for it
[01:15:55.360 --> 01:15:57.360]  but also use it like it won't be there tomorrow
[01:15:57.360 --> 01:15:59.360]  don't take this for granted folks
[01:15:59.360 --> 01:16:01.360]  hi this is Alex Jones
[01:16:01.360 --> 01:16:03.360]  this holiday season
[01:16:03.360 --> 01:16:05.360]  more than half of our nation
[01:16:05.360 --> 01:16:07.360]  is in need of help due to the shattered economy
[01:16:07.360 --> 01:16:09.360]  so now is the time
[01:16:09.360 --> 01:16:11.360]  to express the holiday spirit
[01:16:11.360 --> 01:16:13.360]  more than ever
[01:16:13.360 --> 01:16:15.360]  consider helping those you love
[01:16:15.360 --> 01:16:17.360]  with the most important gift
[01:16:17.360 --> 01:16:19.360]  a supply of delicious easy to fix
[01:16:19.360 --> 01:16:21.360]  and very storable foods
[01:16:21.360 --> 01:16:23.360]  from efoodsdirect.com
[01:16:23.360 --> 01:16:25.360]  their holiday gift and family pack
[01:16:25.360 --> 01:16:27.360]  started $99
[01:16:27.360 --> 01:16:29.360]  or a 16 day supply
[01:16:29.360 --> 01:16:31.360]  all their 5 week supply
[01:16:31.360 --> 01:16:33.360]  of quick and easy to fix meals
[01:16:33.360 --> 01:16:35.360]  includes a personal backpack
[01:16:35.360 --> 01:16:37.360]  in case of a grab and go emergency
[01:16:37.360 --> 01:16:39.360]  order their combo gift pack
[01:16:39.360 --> 01:16:41.360]  on your entire order
[01:16:41.360 --> 01:16:43.360]  call efoods today at
[01:16:43.360 --> 01:16:45.360]  800-409-5633
[01:16:45.360 --> 01:16:47.360]  or visit them online
[01:16:47.360 --> 01:16:49.360]  at efoodsdirect.com
[01:16:49.360 --> 01:16:51.360]  to find the special
[01:16:51.360 --> 01:16:53.360]  that's 800-409-5633
[01:16:53.360 --> 01:16:55.360]  or efoodsdirect.com
[01:16:55.360 --> 01:16:57.360]  you can bet your life
[01:16:57.360 --> 01:16:59.360]  on efoodsdirect
[01:16:59.360 --> 01:17:01.360]  hey everybody Alex Jones here
[01:17:01.360 --> 01:17:03.360]  if you're looking for the perfect Christmas gift
[01:17:03.360 --> 01:17:05.360]  listen up
[01:17:05.360 --> 01:17:07.360]  this will make your holiday shopping very easy
[01:17:07.360 --> 01:17:09.360]  this year give a seed bank
[01:17:09.360 --> 01:17:11.360]  from one of our oldest sponsors
[01:17:11.360 --> 01:17:13.360]  Solutions from Science
[01:17:13.360 --> 01:17:15.360]  to your friends and family
[01:17:15.360 --> 01:17:17.360]  the survival seed bank will give any friend
[01:17:17.360 --> 01:17:19.360]  or loved one the ability to grow
[01:17:19.360 --> 01:17:21.360]  a full acre crisis garden
[01:17:21.360 --> 01:17:23.360]  of nutritionally dense life sustaining food
[01:17:23.360 --> 01:17:25.360]  and the survival seed bank is not just a box
[01:17:25.360 --> 01:17:27.360]  of open pollinated seeds
[01:17:27.360 --> 01:17:29.360]  it's an indestructible water proof seed bank
[01:17:29.360 --> 01:17:31.360]  that can even be buried
[01:17:31.360 --> 01:17:33.360]  if we face a real meltdown
