[00:00.000 --> 00:15.000]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:07:35.000 --> 01:07:37.000]  So tell us what's happening.
[01:07:37.000 --> 01:07:44.000]  What's happening is they've had stories on the news about, not like I saw one article and put it all together,
[01:07:44.000 --> 01:07:51.000]  but they had stories on the news about food being donated for people who were sheltering away from their homes
[01:07:51.000 --> 01:07:56.000]  and stuff like that for the police and it's all crazy.
[01:07:56.000 --> 01:08:03.000]  That's interesting. We'll have to look into that. It's not something that I picked up on, but definitely we'll take a look into that.
[01:08:03.000 --> 01:08:07.000]  Thanks for the call. Janitor in FEMA Region 9, go ahead.
[01:08:07.000 --> 01:08:09.000]  Hi, how are you doing?
[01:08:09.000 --> 01:08:11.000]  Good. What's your point today?
[01:08:11.000 --> 01:08:19.000]  Fantastic. I just wanted to talk about the 10 companies that own us and how Mr. Jones was talking about boycotting.
[01:08:19.000 --> 01:08:27.000]  There's an article on HuffPost. It's a pretty old one. It's called that these 10 companies control enormous numbers of consumer brands
[01:08:27.000 --> 01:08:30.000]  and it just keeps continuously getting bigger.
[01:08:30.000 --> 01:08:36.000]  And in order to control these globalists, it's very systematic, very simple to do.
[01:08:36.000 --> 01:08:44.000]  You look at the brands and you systematically stop buying the brands just in time type of a way.
[01:08:44.000 --> 01:08:52.000]  You cut the money supply off and there's no need to, you know, I'm not saying that propaganda or what not,
[01:08:52.000 --> 01:08:57.000]  but that's how you basically cut the arms of these, very slowly with their own capital.
[01:08:57.000 --> 01:09:02.000]  And if you look at that list, and that list has been, it's very old.
[01:09:02.000 --> 01:09:08.000]  It's about from 2012 that it keeps getting bigger and every day and how the monopolies control it.
[01:09:08.000 --> 01:09:15.000]  And every single brand, for example... So what are the top two companies on the list?
[01:09:15.000 --> 01:09:19.000]  It's Procter & Gamble, Unilever, Johnson & Johnson.
[01:09:19.000 --> 01:09:23.000]  Procter & Gamble owns LaCosta Perfumes.
[01:09:23.000 --> 01:09:31.000]  I mean, you can't buy Coca-Cola at that pizza hut because Pepsi owns it.
[01:09:31.000 --> 01:09:34.000]  So it's very systematic.
[01:09:34.000 --> 01:09:42.000]  So David, do you think that the power of boycotting companies still has influence in the modern era?
[01:09:42.000 --> 01:09:46.000]  Well, I guess my first reaction would be that if this is a couple of years old, it's probably not ten companies now,
[01:09:46.000 --> 01:09:49.000]  it's maybe eight or seven because they keep consolidating.
[01:09:49.000 --> 01:09:55.000]  But yeah, I think it's very important, not just to boycott, but I think it's good to do something positive
[01:09:55.000 --> 01:09:57.000]  and that is to support local businesses.
[01:09:57.000 --> 01:10:04.000]  You know, when all you do is trade with the chains and all of your neighbors' small businesses go out of business.
[01:10:04.000 --> 01:10:06.000]  And I used to have a small business.
[01:10:06.000 --> 01:10:14.000]  So it's important for people to support those who are starting, who take the risk to be an entrepreneur in their local area,
[01:10:14.000 --> 01:10:18.000]  support those people because they're going to be spending money in your area too.
[01:10:18.000 --> 01:10:21.000]  So, you know, try to keep, try to build that local economy.
[01:10:21.000 --> 01:10:29.000]  So one of the things I like here about Austin is that it's one of the few places that I've lived where there's actually viable mid-level restaurant businesses.
[01:10:29.000 --> 01:10:36.000]  There was an article that was up on Drudge recently about how this one famous chef was saying that Obama was with his increased regulation
[01:10:36.000 --> 01:10:41.000]  and with competition from major chains, they were squeezing out all the mid-level restaurants.
[01:10:41.000 --> 01:10:46.000]  So he had nothing but really high-end restaurants that were locally owned and national chains.
[01:10:46.000 --> 01:10:47.000]  And that was about it.
[01:10:47.000 --> 01:10:52.000]  So, yeah, support your local businesses because that's going to help you in the long run.
[01:10:52.000 --> 01:10:57.000]  It's, it's, it may look like it's cheaper to go out and buy something from a big box store,
[01:10:57.000 --> 01:11:02.000]  but ultimately it's going to reverberate back in your own community.
[01:11:02.000 --> 01:11:08.000]  Julio in Wyoming, you're on the air. Go ahead.
[01:11:08.000 --> 01:11:10.000]  Do we have Julio?
[01:11:10.000 --> 01:11:12.000]  Thank you so much.
[01:11:12.000 --> 01:11:13.000]  Am I there, Paul?
[01:11:13.000 --> 01:11:14.000]  Yeah, go ahead.
[01:11:14.000 --> 01:11:18.000]  Okay, I was at a double take as you're here in the North American Union.
[01:11:18.000 --> 01:11:22.000]  So welcome across the pond and don't stay in Austin too long.
[01:11:22.000 --> 01:11:28.000]  Go explore the United Nations National Parks here in the United States like Yellowstone here in Wyoming.
[01:11:28.000 --> 01:11:31.000]  It's beautiful. You can meet Dick Cheney, Paul.
[01:11:31.000 --> 01:11:36.000]  That's not a very tempting prospect to be honest.
[01:11:36.000 --> 01:11:39.000]  Oh, it's beautiful out here, Paul.
[01:11:39.000 --> 01:11:44.000]  Anywho, the double speak, ISIS, ISIL.
[01:11:44.000 --> 01:11:47.000]  We're going to war against the war.
[01:11:47.000 --> 01:11:48.000]  War is peace.
[01:11:48.000 --> 01:11:50.000]  Two plus two is five.
[01:11:50.000 --> 01:12:04.000]  It's quite clear corporate media here in the United States and corporate media in Europe are doing their best to try to sell the propaganda that the multinational corporations want us to hear.
[01:12:04.000 --> 01:12:09.000]  And it's quite clear, especially more so in Europe.
[01:12:09.000 --> 01:12:17.000]  I mean, you live in Europe, so I want to get your take, Paul, on how people aren't buying the bull from corporate media.
[01:12:17.000 --> 01:12:19.000]  I want to get your thoughts on that.
[01:12:19.000 --> 01:12:22.000]  And then secondly, Paul, I'm a journalist here in Wyoming.
[01:12:22.000 --> 01:12:26.000]  How can I interview you on what's going on in Europe?
[01:12:26.000 --> 01:12:36.000]  The best way is to contact me on Facebook, but in terms of ISIS propaganda, I mean, the biggest propagandists for ISIS are the mainstream media.
[01:12:36.000 --> 01:12:43.000]  I mean, every time I turn on the mainstream media, you know, CBS, CNN, they're showing ISIS propaganda videos.
[01:12:43.000 --> 01:12:48.000]  So, you know, on the one hand, we've got David Cameron saying that we shouldn't watch ISIS propaganda.
[01:12:48.000 --> 01:12:56.000]  We've got the Metropolitan Police in Britain saying that it may be a terrorist defense to even view these beheading videos.
[01:12:56.000 --> 01:13:01.000]  And yet every time I turn on CNN, there's an ISIS propaganda video.
[01:13:01.000 --> 01:13:08.000]  So again, you know, we've had past investigations into who's behind these, the release of terrorist propaganda videos.
[01:13:08.000 --> 01:13:15.000]  It leads back to the Pentagon Department of Defense with Intel Center, with these other corporations that get the videos first.
[01:13:15.000 --> 01:13:27.000]  So the biggest progenitors of ISIS propaganda is the mainstream media itself, while we're being demonized, characterised as terrorists for even watching videos on YouTube.
[01:13:27.000 --> 01:13:29.000]  So David Knight, you're taking that.
[01:13:29.000 --> 01:13:37.000]  Well, that may be changing, Paul, because they've taken away the prohibitions from directly addressing the American people with propaganda.
[01:13:37.000 --> 01:13:44.000]  Remember, since the Cold War, they had prohibitions against using Radio Free Europe and Voice of America here domestically.
[01:13:44.000 --> 01:13:53.000]  But just as we've seen the prohibitions on domestic surveillance of citizens fall by the wayside and be ignored, they have actually changed that law now.
[01:13:53.000 --> 01:13:56.000]  That's going to allow them to directly propagandise this.
[01:13:56.000 --> 01:13:59.000]  So we'll have to wait and see what happens, but certainly you're right.
[01:13:59.000 --> 01:14:01.000]  It's a mockingbird media.
[01:14:01.000 --> 01:14:10.000]  And I think it was just appalling when we saw at the end of the week last week, the articles that have come to light about what happened with Gary Webb,
[01:14:10.000 --> 01:14:19.000]  that they dedicated at the Los Angeles Times 17 reporters to essentially destroy him because the CIA wanted his credibility taken away.
[01:14:19.000 --> 01:14:24.000]  Because he had exposed the truth about their dirty little wars at the time.
[01:14:24.000 --> 01:14:30.000]  It wasn't in the Middle East, but they were really more focused down in Central America.
[01:14:30.000 --> 01:14:41.000]  And they were using the cocaine traffic there to fund their operations and running that cocaine into America, into California, essentially creating the crack cocaine craze.
[01:14:41.000 --> 01:14:43.000]  And he exposed that.
[01:14:43.000 --> 01:14:46.000]  And so they used the mainstream media to take him down.
[01:14:46.000 --> 01:14:48.000]  And that's starting to come to light now.
[01:14:48.000 --> 01:14:51.000]  I mean, what's your take on Gary Webb?
[01:14:51.000 --> 01:15:00.000]  Obviously, he exposed the CIA drug trade. There were some suspicious circumstances in his suicide, a double shotgun blast to the head.
[01:15:00.000 --> 01:15:07.000]  I mean, we got heat at the time for even questioning, you know, if that was plausible, if he indeed was suicidal.
[01:15:07.000 --> 01:15:09.000]  I believe that was back in 2004.
[01:15:09.000 --> 01:15:11.000]  Did you research that?
[01:15:11.000 --> 01:15:15.000]  Did you look into that to see if it was plausible that he was suicidal?
[01:15:15.000 --> 01:15:17.000]  We know he was talking about, you know...
[01:15:17.000 --> 01:15:19.000]  Well, he talked to Alex and said, I'm not suicidal.
[01:15:19.000 --> 01:15:23.000]  He made it very clear. So did the DC Madame. She made it very clear.
[01:15:23.000 --> 01:15:28.000]  She said, I can tell you right now, if somebody kills me, I'm not in the frame of mind to commit suicide.
[01:15:28.000 --> 01:15:33.000]  We've read that over and over again, and yet that doesn't stop them from saying somebody committed suicide.
[01:15:33.000 --> 01:15:40.000]  It's amazing that, you know, Alex makes the point often that he's never going to be in that mindset to commit suicide.
[01:15:40.000 --> 01:15:42.000]  And a lot of people do say that.
[01:15:42.000 --> 01:15:45.000]  Ultimately, it turns out to be tragic.
[01:15:45.000 --> 01:15:50.000]  We'll be back after the break. We're going to take more of your calls. John Rappaport coming up at the bottom of the hour.
[01:15:50.000 --> 01:16:16.000]  It's the Alex Jones Show Live on this Sunday edition. Stay tuned. Infowalls.com.
[01:16:21.000 --> 01:16:28.000]  Combining key ingredients like vitamin A, zinc, lutein, proprietary saffron bulb extracts and more,
[01:16:28.000 --> 01:16:36.000]  Occupower by Infowars Life is a new formulation specifically designed to nutritionally assist the natural function of healthy eyes.
[01:16:36.000 --> 01:16:44.000]  Optimize the natural power of your eyes with the latest addition to the super high quality Infowars Life Formulations, Occupower.
[01:16:44.000 --> 01:16:50.000]  Go to InfowarsLife.com or InfowarsStore.com to order Occupower.
[01:16:50.000 --> 01:17:17.000]  Or call 1-888-253-3139. Occupower. Open your eyes.
[01:17:20.000 --> 01:17:27.000]  There are 42 million smokers in the United States. Well over a thousand types of mold in mildew linked to numerous conditions.
[01:17:27.000 --> 01:17:31.000]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[01:17:31.000 --> 01:17:41.000]  When I began to research these statistics it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape until we can fight back against.
[01:17:41.000 --> 01:17:46.000]  Made with organic and wild cultivated herbs and manufactured in the USA.
[01:17:46.000 --> 01:17:52.000]  Infowars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:17:52.000 --> 01:17:59.000]  Now available exclusively at InfowarsLife.com or by calling toll 3-888-533-139.
[01:17:59.000 --> 01:18:01.000]  In the near future.
[01:18:01.000 --> 01:18:05.000]  When you realize how fake it all is, the football, the basketball.
[01:18:05.000 --> 01:18:09.000]  This is Alert. Security. Alert. This is Homeland Security.
[01:18:09.000 --> 01:18:18.000]  Analysis. Infowars building independent media operations. You let the worst people get controlled and tell us that we are the ones responsible.
[01:18:18.000 --> 01:18:23.000]  Prime Directive. Discredit. Alex Jones. Jones is the wildly popular conspiracy theory.
[01:18:23.000 --> 01:18:30.000]  A popular conspiracy theory talk show called Infowars. Alex Jones is now in an Austin jail. These people are assaulting us.
[01:18:30.000 --> 01:18:38.000]  Targeting of patriots engaged. They are never going to stop. They're never going to deviate from their program until we stop them.
[01:18:38.000 --> 01:18:48.000]  Block free iPhone app at Infowars.com. Block free podcast and video feed. Imperatives. Destroy.
[01:18:48.000 --> 01:18:53.000]  You've got to set your eye on the enemy. Not worry about what propaganda they put out.
[01:18:53.000 --> 01:19:09.000]  Electrally it's for God you can fail it.
[01:19:24.000 --> 01:19:27.000]  Call toll-free 888-253-3139.
[01:19:27.000 --> 01:19:54.000]  D-N-A-4.
[01:19:54.000 --> 01:20:00.000]  Infidel body armor. Just won't quit.
[01:20:00.000 --> 01:20:09.000]  Coast to coast. Direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:20:09.000 --> 01:20:20.000]  In this present crisis, government is not the solution to our problem. Government is the problem.
[01:20:20.000 --> 01:20:28.000]  From time to time we've been tempted to believe that society has become too complex to be managed by self-rule.
[01:20:28.000 --> 01:20:36.000]  That government by an elite group is superior to government for, by and other people.
[01:20:36.000 --> 01:20:42.000]  The Alex Jones show. Because there is a war on for your mind.
[01:20:42.000 --> 01:20:54.000]  Hello me. Meet the real me. In my misfits, wave life. A dark black past is my most valued possession.
[01:20:54.000 --> 01:21:12.000]  The inside is always 2020. Looking back it's still a bit fuzzy. Speak of mutually assured destruction.
[01:21:12.000 --> 01:21:19.000]  This is the Alex Jones show live on this Sunday edition. I'm Paul Joseph Watson sitting in for Alex who will be back tomorrow.
[01:21:19.000 --> 01:21:25.000]  With David Knight riding shotgun, we're going to go to more of your calls coming up in the next segment.
[01:21:25.000 --> 01:21:30.000]  Is John Rappaport to talk about the CDC whistleblower Ebola and more.
[01:21:30.000 --> 01:21:36.000]  But now we're going to go to Andrew in Illinois to talk about riot control. Andrew, you're on the air. Go ahead.
[01:21:36.000 --> 01:21:55.000]  Yes, I was calling about this article in the American Industrial Hygiene Association Journal. It talks about the liberation of hydrogen cyanide and hydrogen chloride which is hydrochloric acid during high temperature dispersion of CF riot control agent.
[01:21:55.000 --> 01:22:05.000]  That's what they use in Ferguson. So the reporters were being subjected to hydrogen cyanide and hydrochloric acid when those smoke grenades were used.
[01:22:05.000 --> 01:22:09.000]  Is that a new development that they're deploying that?
[01:22:09.000 --> 01:22:14.000]  They don't want to talk about the side effects of deploying that agent.
[01:22:14.000 --> 01:22:18.000]  They're always talking about these non-lethal things that they use on people.
[01:22:18.000 --> 01:22:23.000]  I think it was you, Paul, that put out the article about them temporarily blinding people.
[01:22:23.000 --> 01:22:26.000]  A new device that they're trying to sell to the police.
[01:22:26.000 --> 01:22:33.000]  These non-lethal things like rubber bullets and CF gas and tasers are not really non-lethal.
[01:22:33.000 --> 01:22:38.000]  And while I'm here writing shotgun, I've even missed to say that we were talking before about Gary Webb.
[01:22:38.000 --> 01:22:44.000]  You said he was shot twice in the head with a shotgun. It was a pistol specifically.
[01:22:44.000 --> 01:22:49.000]  As I said in the interim there, I'm from the UK and we're completely disarmed.
[01:22:49.000 --> 01:22:54.000]  So I cannot distinguish between different kinds of weaponry.
[01:22:54.000 --> 01:22:58.000]  I just know we're going to get a lot of comments about that if you don't mention that.
[01:22:58.000 --> 01:23:03.000]  There we are. There's the correction. But nevertheless, it's still what happened to him is still horrendous
[01:23:03.000 --> 01:23:08.000]  and it's still an obvious murder.
[01:23:08.000 --> 01:23:11.000]  Yeah, there were a lot of questions at the time, I remember.
[01:23:11.000 --> 01:23:18.000]  And you just had an article up there on screen about this company that's created a weapon that blinds protesters.
[01:23:18.000 --> 01:23:24.000]  If you could get that back up, of course, we know in Ferguson that they deployed T-Gas.
[01:23:24.000 --> 01:23:29.000]  They deployed all these militarized tactics not only against protesters but against the media.
[01:23:29.000 --> 01:23:35.000]  And now there's new police compliance weapon, blinds targets, retinal obfuscation gun,
[01:23:35.000 --> 01:23:38.000]  a new tool for militarized law enforcement.
[01:23:38.000 --> 01:23:43.000]  And it's kind of bizarre that they would put a gun with bullets surrounding it on there.
[01:23:43.000 --> 01:23:45.000]  Obviously, that's not how the system works.
[01:23:45.000 --> 01:23:53.000]  They don't actually explain how it works in the promo for the company and they sell numerous weapons to law enforcement authorities.
[01:23:53.000 --> 01:24:03.000]  So I guess we wait with anticipation, David, about the next new toy that the militarized police state will be deploying against protesters and journalists.
[01:24:03.000 --> 01:24:07.000]  See how they'll comply, make us comply. It's a compliance weapon. I love the euphemism there.
[01:24:07.000 --> 01:24:10.000]  It's very much like you see coming out of Pentagon all the time, right?
[01:24:10.000 --> 01:24:20.000]  I mean, it's pain compliance. I think they used a similar term in the promo for the new weapon that they've got coming out, I believe, in December.
[01:24:20.000 --> 01:24:29.000]  So pain compliance, which again is basically torture, that's how they enact their new measures in the new militarized police state in America.
[01:24:29.000 --> 01:24:36.000]  And in fact, since I've been in Austin, I've noticed that basically you live in an occupied city.
[01:24:36.000 --> 01:24:39.000]  There are police officers on every corner.
[01:24:39.000 --> 01:24:44.000]  In Britain, for example, there's an argument for what we call bobbies on the beat,
[01:24:44.000 --> 01:24:50.000]  but generally it's like a couple of police dispersed throughout several different areas of the city of London.
[01:24:50.000 --> 01:24:58.000]  But here, it seems like, David, there are a phalanx of cops of law enforcement authorities almost on every single street corner.
[01:24:58.000 --> 01:25:00.000]  It seems like an occupied zone in Austin.
[01:25:00.000 --> 01:25:02.000]  You know, you're probably downtown around 6th Street.
[01:25:02.000 --> 01:25:03.000]  Exactly, yeah.
[01:25:03.000 --> 01:25:05.000]  That definitely is an occupied zone.
[01:25:05.000 --> 01:25:13.000]  When I went to England in the 80s, I was struck by how they actually did at that time have police walking beats, you know,
[01:25:13.000 --> 01:25:15.000]  and that was, I thought, a very healthy thing.
[01:25:15.000 --> 01:25:21.000]  When I went back 20 years later, they were pretty much starting to get into cars like the American police here.
[01:25:21.000 --> 01:25:25.000]  And that means that they're not really doing anything to protect the citizens.
[01:25:25.000 --> 01:25:28.000]  Instead, they're really kind of looking for traffic violations and other things like that.
[01:25:28.000 --> 01:25:32.000]  That really focuses them on a completely different perspective.
[01:25:32.000 --> 01:25:35.000]  It seems that way that they're looking for minor infractions.
[01:25:35.000 --> 01:25:44.000]  And we're going to go to more calls in a moment. The call screen has gone dark for the moment. Let's just throw to whoever the next caller is on the line
[01:25:44.000 --> 01:25:47.000]  if you could go ahead and go to the next caller.
[01:25:47.000 --> 01:25:49.000]  Who have we got on the air?
[01:25:49.000 --> 01:25:50.000]  This is Indigo Kid.
[01:25:50.000 --> 01:25:51.000]  Indigo Kid, go ahead.
[01:25:51.000 --> 01:25:53.000]  Hey, what's up you guys?
[01:25:53.000 --> 01:25:57.000]  I'll never kill myself either, so we can have a non-suicide pact.
[01:25:57.000 --> 01:25:59.000]  Don't forget us.
[01:25:59.000 --> 01:26:07.000]  I was going to call Alex the other day and tell him that I thought that there was going to be maybe gas attacks in New York City,
[01:26:07.000 --> 01:26:13.000]  Subways and France, and a couple hours after that, the Iraqi prime minister said the same thing.
[01:26:13.000 --> 01:26:15.000]  So I thought that was a weird connection.
[01:26:15.000 --> 01:26:22.000]  And I have a bad memory, but I believe they've done drills before in New York City for gas attacks.
[01:26:22.000 --> 01:26:26.000]  They could blame it on Assad saying he's working for ISIS.
[01:26:26.000 --> 01:26:30.000]  Say we need to have boots on the ground. They really wanted to run with it.
[01:26:30.000 --> 01:26:34.000]  They could say it was Iran working with ISIS.
[01:26:34.000 --> 01:26:36.000]  I mean, there are a lot of scenarios.
[01:26:36.000 --> 01:26:41.000]  I think, you know, last year they really were going for the chemical weapons attack in Syria.
[01:26:41.000 --> 01:26:51.000]  Of course, the MIT report came out later on, which proved that the chemical weapons attack in Ghouta could not have possibly been launched from a government area.
[01:26:51.000 --> 01:26:59.000]  That kind of derailed the Obama administration's policy at that time. Of course, we had a lot of people within the military itself rebelling against that attack.
[01:26:59.000 --> 01:27:06.000]  Now we've got an attack on Syria, airstrikes on Syria under the cover of fighting ISIS terrorists.
[01:27:06.000 --> 01:27:18.000]  But David, do you think there's a chemical weapons attack or a biological attack in the United States that they could use as justification for a real clampdown that we've been expecting for a while?
[01:27:18.000 --> 01:27:22.000]  Oh, absolutely. I think it's not a matter of if, but when they'll do something like that.
[01:27:22.000 --> 01:27:27.000]  I mean, that's essentially what we see happening with 9-11. That's what we see happening with the 7-7 attacks in the UK.
[01:27:27.000 --> 01:27:32.000]  That's why Cameron is trying to demonize anybody that would speak out against that tactic.
[01:27:32.000 --> 01:27:37.000]  False flag tactics are something that every government has used, and it's a very well-known tactic.
[01:27:37.000 --> 01:27:42.000]  It's even now becoming a very common plot device in virtually all the movies.
[01:27:42.000 --> 01:27:48.000]  So it's a difficult thing for them to pull off, but they still can because they control the media.
[01:27:48.000 --> 01:27:53.000]  They control the narrative, and the media wants access to them will do whatever they say, essentially.
[01:27:53.000 --> 01:27:57.000]  So that's, you know, we've had Operation Mockingbird, the CIA controlling the press, as we mentioned earlier.
[01:27:57.000 --> 01:28:08.000]  That's how we got onto Gary Webb, the fact that they would have 17 journalists dedicated to destroy his credibility because of what he had revealed about the CIA's drug operations.
[01:28:08.000 --> 01:28:19.000]  That's a very telling sign. So yes, they can do that, and certainly Alex has been fearful of that and talking about how he felt that was something that was impending.
[01:28:19.000 --> 01:28:24.000]  And of course, we had the Oklahoma beheading a couple of days ago.
[01:28:24.000 --> 01:28:38.000]  It's linked again to Anwar Alalaki, who of course dined at the Pentagon three months after 9-11, having been the mastermind behind the 9-11 hijackers who flew the plane into the Pentagon.
[01:28:38.000 --> 01:28:49.000]  So we can cover that later with the ties between Alalaki and the other Paxies in the United States that have been behind domestic terror plots and question whether the Oklahoma beheading was one of those.
[01:28:49.000 --> 01:28:59.000]  But we've got John Rappapal coming up to talk about Ebola, the CDC whistleblower and autism. This is the Alex Jones Show Live, infowars.com. Stay tuned.
[01:29:20.000 --> 01:29:33.000]  Leading the way into the next generation of super high quality nascent iodine, infowars life survival shield X2 is derived from 200 plus million year old salt solutions found more than 7000 feet below the Earth's surface.
[01:29:33.000 --> 01:29:41.000]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients, and completely vegan.
[01:29:41.000 --> 01:29:59.000]  We even pre-screen our survival shield X2 iodine for radiation, pure, clean, and sourced from deep within the Earth. X2 nascent iodine is available exclusively at infowarslife.com, infowarstore.com, or call 1-888-253-3139.
[01:29:59.000 --> 01:30:05.000]  Another major health threat. This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:30:05.000 --> 01:30:08.000]  Ohio's governor declaring a state of emergency.
[01:30:08.000 --> 01:30:18.000]  If you know that the average person uses about 80 to 100 gallons of water at home every single day, if there's a water emergency, will you be prepared?
[01:30:18.000 --> 01:30:21.000]  Panicked residents forming long lines throughout the day.
[01:30:21.000 --> 01:30:26.000]  For here at a supermarket in Toledo, you can see the shelves empty where water once was.
[01:30:26.000 --> 01:30:35.000]  To stay safe and healthy during a crisis, you must have access to safe, clean water, water which will not be available at your local grocery store.
[01:30:35.000 --> 01:30:38.000]  There's a mad dash on right now to stock up on supplies.
[01:30:38.000 --> 01:30:49.000]  The Pro Pure Pro 1 G2.0 water filtration system is a must-have for every modern, independently-minded household. Protect your family's safety during an emergency.
[01:30:49.000 --> 01:30:59.000]  Go to infowarstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system, or call 1-888-253-3139.
[01:30:59.000 --> 01:31:06.000]  When you're out on the road, the last place you want to be is on the road.
[01:31:06.000 --> 01:31:11.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:31:11.000 --> 01:31:20.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:31:20.000 --> 01:31:28.000]  They so pride in every stitch guarantee you love the way they fit.
[01:31:28.000 --> 01:31:33.000]  They put a diamond gusset in the crotch where you need it most.
[01:31:33.000 --> 01:31:38.000]  Blue diamond gussets got it, other stone.
[01:31:38.000 --> 01:31:45.000]  We turn jeans inside out, diamond gusset jeans, made in the USA with unparalleled quality.
[01:31:45.000 --> 01:31:51.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:31:51.000 --> 01:31:58.000]  Order yours at gusset.com. Diamond gusset jeans got it, others don't.
[01:32:21.000 --> 01:32:26.000]  There's a battle going on out there right now. The ammunition is information and the soldiers are you.
[01:32:26.000 --> 01:32:31.000]  It's time to transform your game from passive listener to active participant.
[01:32:31.000 --> 01:32:35.000]  We from Scotland have had our skin in this game for the greater part of the last thousand years.
[01:32:35.000 --> 01:32:40.000]  And I'm still fighting. If we don't all stand up right now, we're going to lose everything.
[01:32:40.000 --> 01:32:46.000]  The info war is worldwide. Tell your friends about info wars and let them know that info wars doesn't print bull.
[01:32:46.000 --> 01:32:53.000]  Real journalism and news backed up by documented fact. Step up and take your friends and family to infowars.com,
[01:32:53.000 --> 01:33:19.000]  prisonplanet.tv and planetinfowars.com. The truth will set them free.
[01:33:24.000 --> 01:33:40.000]  You want to stop tyranny? Well so does he. Live from the info wars.com studios, it's Alex Jones.
[01:33:40.000 --> 01:33:45.000]  We're back on the Sunday edition of the Alex Jones show I'm filling in for Alex today.
[01:33:45.000 --> 01:33:53.000]  Paul Joseph Watson with infowars.com David Knight riding shotgun. We're still trying to get John Rappaport on the line,
[01:33:53.000 --> 01:34:00.000]  but in the meantime we're going to go to more of your calls and we've got Patricia in Arizona. Go ahead Patricia.
[01:34:00.000 --> 01:34:19.000]  Hi Paul. It's good to talk to you. I actually called to thank you because I really feel that your contribution during the Massachusetts race,
[01:34:19.000 --> 01:34:34.000]  the Boston bombing, was instrumental in turning back their whole narrative between your contribution and Alex's evaluation of the situation.
[01:34:34.000 --> 01:34:41.000]  If you hadn't found those pictures though, this could have been a whole different scenario. I really believe that.
[01:34:41.000 --> 01:34:51.000]  Because they had just announced that they had found the bomber, they had escorted the press into that hotel,
[01:34:51.000 --> 01:34:58.000]  and then once Alex was talking about, oh look at this, oh they're going to make the pass and all this.
[01:34:58.000 --> 01:35:04.000]  Within five minutes they said there was a bomb there, they escorted all the press out,
[01:35:04.000 --> 01:35:07.000]  and then a van pulled up right in front of the front door there.
[01:35:07.000 --> 01:35:15.000]  They loaded some people in there and they drove away and then they said, no, no, no, that's not what was happening here.
[01:35:15.000 --> 01:35:21.000]  And I really always felt like the two were quite connected.
[01:35:21.000 --> 01:35:30.000]  Yeah, it was amazing at the time to illustrate just the impact that we were having and other alternative media outlets for one day,
[01:35:30.000 --> 01:35:38.000]  immediately after the Boston bombings, infowars.com got more traffic than the Drudge Report,
[01:35:38.000 --> 01:35:46.000]  which if you realise how huge the Drudge Report really is, it drives more traffic to websites than Facebook and Twitter combined,
[01:35:46.000 --> 01:35:52.000]  and for one day we were above the Drudge Report, which again is a huge honour,
[01:35:52.000 --> 01:35:57.000]  given the magnitude, the importance of what the Drudge Report represents,
[01:35:57.000 --> 01:36:03.000]  which again shows you how intensely locked in people were to following this narrative with the Boston bombings.
[01:36:03.000 --> 01:36:08.000]  And of course now we have this recent beheading in Oklahoma, which has been linked back to the mosque,
[01:36:08.000 --> 01:36:12.000]  at which one of the Boston alleged Boston bombers attended.
[01:36:12.000 --> 01:36:14.000]  David Knight, your take on these bombings.
[01:36:14.000 --> 01:36:16.000]  Yeah, it was kind of surreal when that was all happening.
[01:36:16.000 --> 01:36:24.000]  I remember one incident in particular when they arrested the Sarnia brothers and showed those photographs of them,
[01:36:24.000 --> 01:36:27.000]  and Leanne got it on the news right away and said,
[01:36:27.000 --> 01:36:32.000]  that backpack doesn't look like the backpacks, doesn't look anything at all like the backpacks that they had before.
[01:36:32.000 --> 01:36:40.000]  And within a few minutes, it was about 20 minutes, CNN had a former FBI agent and they set up a little dog and pony show to say,
[01:36:40.000 --> 01:36:44.000]  look, they could have put a backpack inside of another backpack and pulled it out.
[01:36:44.000 --> 01:36:49.000]  I mean, they basically reacted that with a really patently absurd explanation.
[01:36:49.000 --> 01:36:54.000]  If they were going to try to disguise the backpacks, then why didn't the older brother have a darker backpack?
[01:36:54.000 --> 01:36:57.000]  Why didn't he have a different color backpack instead of a darker backpack?
[01:36:57.000 --> 01:36:59.000]  I mean, it didn't make any sense.
[01:36:59.000 --> 01:37:03.000]  But it was interesting to see that kind of back and forth, and that wasn't the only incident.
[01:37:03.000 --> 01:37:05.000]  That was just one that I remember very well.
[01:37:05.000 --> 01:37:08.000]  It really did have a big effect.
[01:37:08.000 --> 01:37:16.000]  I believe that they really were setting this up to blame it on some kind of anti-government patriot straw men that they had created.
