[00:00.000 --> 00:22.000]  The
[46:03.000 --> 46:05.000]  I
[46:05.000 --> 46:07.000]  I
[46:07.000 --> 46:09.000]  I
[46:09.000 --> 46:11.000]  I
[46:13.000 --> 46:15.000]  I
[46:15.000 --> 46:17.000]  I
[46:17.000 --> 46:19.000]  I
[46:19.000 --> 46:21.000]  I
[46:21.000 --> 46:23.000]  I
[46:23.000 --> 46:25.000]  I
[46:25.000 --> 46:27.000]  I
[46:27.000 --> 46:29.000]  I
[46:29.000 --> 46:31.000]  I
[46:31.000 --> 46:33.000]  I
[46:33.000 --> 46:35.000]  I
[46:35.000 --> 46:37.000]  I
[46:37.000 --> 46:39.000]  I
[46:41.000 --> 46:43.000]  I
[46:43.000 --> 46:45.000]  I
[46:45.000 --> 46:47.000]  I
[46:47.000 --> 46:49.000]  I
[46:49.000 --> 46:51.000]  I
[46:51.000 --> 46:53.000]  I
[46:53.000 --> 46:55.000]  I
[46:55.000 --> 46:57.000]  I
[46:57.000 --> 46:59.000]  I
[46:59.000 --> 47:01.000]  I
[47:01.000 --> 47:03.000]  I
[47:03.000 --> 47:05.000]  I
[47:05.000 --> 47:07.000]  I
[47:07.000 --> 47:09.000]  I
[47:09.000 --> 47:11.000]  I
[47:11.000 --> 47:13.000]  I
[47:13.000 --> 47:15.000]  I
[47:15.000 --> 47:17.000]  I
[47:17.000 --> 47:19.000]  I
[47:19.000 --> 47:21.000]  I
[47:21.000 --> 47:23.000]  I
[47:23.000 --> 47:25.000]  I
[47:25.000 --> 47:27.000]  I
[47:27.000 --> 47:29.000]  I
[47:29.000 --> 47:31.000]  I
[47:31.000 --> 47:33.000]  I
[47:33.000 --> 47:35.000]  I
[47:35.000 --> 47:37.000]  I
[47:37.000 --> 47:39.000]  I
[47:39.000 --> 47:41.000]  I
[47:41.000 --> 47:43.000]  I
[47:43.000 --> 47:45.000]  I
[47:45.000 --> 47:47.000]  I
[47:47.000 --> 47:49.000]  I
[47:49.000 --> 47:51.000]  I
[47:51.000 --> 47:53.000]  I
[47:53.000 --> 47:55.000]  I
[47:57.000 --> 47:59.000]  I
[47:59.000 --> 48:01.000]  I
[48:01.000 --> 48:03.000]  I
[48:03.000 --> 48:05.000]  I
[48:05.000 --> 48:07.000]  I
[48:07.000 --> 48:09.000]  I
[48:09.000 --> 48:11.000]  I
[48:11.000 --> 48:13.000]  I
[48:13.000 --> 48:15.000]  I
[48:15.000 --> 48:17.000]  I
[48:17.000 --> 48:19.000]  I
[48:19.000 --> 48:21.000]  I
[48:21.000 --> 48:23.000]  I
[48:23.000 --> 48:25.000]  I
[48:25.000 --> 48:27.000]  I
[48:27.000 --> 48:29.000]  I
[48:29.000 --> 48:31.000]  I
[48:31.000 --> 48:33.000]  I
[48:33.000 --> 48:35.000]  I
[48:35.000 --> 48:37.000]  I
[48:37.000 --> 48:39.000]  I
[48:39.000 --> 48:41.000]  I
[48:41.000 --> 48:43.000]  I
[48:45.000 --> 48:47.000]  I
[48:47.000 --> 48:49.000]  I
[48:49.000 --> 48:51.000]  I
[48:51.000 --> 48:53.000]  I
[48:53.000 --> 48:55.000]  I
[48:55.000 --> 48:57.000]  I
[48:57.000 --> 48:59.000]  I
[48:59.000 --> 49:01.000]  I
[49:01.000 --> 49:03.000]  I
[49:03.000 --> 49:05.000]  I
[49:05.000 --> 49:07.000]  I
[49:07.000 --> 49:09.000]  I
[49:09.000 --> 49:11.000]  I
[49:11.000 --> 49:13.000]  I
[49:13.000 --> 49:15.000]  I
[49:15.000 --> 49:17.000]  I
[49:17.000 --> 49:19.000]  I
[49:19.000 --> 49:21.000]  I
[49:21.000 --> 49:23.000]  I
[49:23.000 --> 49:25.000]  I
[49:25.000 --> 49:27.000]  I
[49:27.000 --> 49:29.000]  I
[49:29.000 --> 49:31.000]  I
[49:31.000 --> 49:33.000]  I
[49:33.000 --> 49:35.000]  I
[49:35.000 --> 49:37.000]  I
[49:37.000 --> 49:39.000]  I
[49:39.000 --> 49:41.000]  I
[49:41.000 --> 49:43.000]  I
[49:43.000 --> 49:45.000]  I
[49:45.000 --> 49:47.000]  I
[49:47.000 --> 49:49.000]  I
[49:49.000 --> 49:51.000]  I
[49:51.000 --> 49:53.000]  I
[49:53.000 --> 49:55.000]  I
[49:55.000 --> 49:57.000]  I
[49:57.000 --> 49:59.000]  I
[49:59.000 --> 50:01.000]  I
[50:01.000 --> 50:03.000]  I
[50:03.000 --> 50:07.000]  I
[50:07.000 --> 50:09.000]  I
[50:09.000 --> 50:11.000]  I
[50:11.000 --> 50:13.000]  I
[50:13.000 --> 50:15.000]  I
[50:15.000 --> 50:17.000]  I
[50:17.000 --> 50:19.000]  I
[50:19.000 --> 50:21.000]  I
[50:21.000 --> 50:23.000]  I
[50:23.000 --> 50:25.000]  I
[50:25.000 --> 50:27.000]  I
[50:27.000 --> 50:29.000]  I
[50:29.000 --> 50:31.000]  I
[50:31.000 --> 50:33.000]  I
[50:33.000 --> 50:35.000]  I
[50:35.000 --> 50:37.000]  I
[50:37.000 --> 50:39.000]  I
[50:39.000 --> 50:41.000]  I
[50:41.000 --> 50:43.000]  I
[50:43.000 --> 50:45.000]  I
[50:45.000 --> 50:47.000]  I
[50:47.000 --> 50:49.000]  I
[50:49.000 --> 50:51.000]  I
[50:51.000 --> 50:53.000]  I
[50:53.000 --> 50:55.000]  I
[50:55.000 --> 50:59.000]  I
[50:59.000 --> 51:01.000]  I
[51:01.000 --> 51:03.000]  I
[51:03.000 --> 51:05.000]  I
[51:05.000 --> 51:07.000]  I
[51:07.000 --> 51:09.000]  I
[51:09.000 --> 51:11.000]  I
[51:11.000 --> 51:13.000]  I
[51:13.000 --> 51:15.000]  I
[51:15.000 --> 51:17.000]  I
[51:17.000 --> 51:19.000]  I
[51:19.000 --> 51:21.000]  I
[51:21.000 --> 51:23.000]  I
[51:23.000 --> 51:27.000]  I
[51:27.000 --> 51:29.000]  I
[51:29.000 --> 51:31.000]  I
[51:31.000 --> 51:33.000]  I
[51:33.000 --> 51:35.000]  I
[51:35.000 --> 51:37.000]  I
[51:37.000 --> 51:39.000]  I
[51:39.000 --> 51:41.000]  I
[51:41.000 --> 51:43.000]  I
[51:43.000 --> 51:45.000]  I
[51:45.000 --> 51:47.000]  I
[51:47.000 --> 51:49.000]  I
[51:49.000 --> 51:51.000]  I
[51:51.000 --> 51:53.000]  I
[51:53.000 --> 51:55.000]  I
[51:55.000 --> 51:57.000]  I
[51:57.000 --> 51:59.000]  I
[51:59.000 --> 52:01.000]  I
[52:01.000 --> 52:03.000]  I
[52:03.000 --> 52:05.000]  I
[52:05.000 --> 52:07.000]  I
[52:07.000 --> 52:09.000]  I
[52:09.000 --> 52:11.000]  I
[52:11.000 --> 52:13.000]  I
[52:13.000 --> 52:15.000]  I
[52:15.000 --> 52:17.000]  I
[52:17.000 --> 52:19.000]  I
[52:19.000 --> 52:21.000]  I
[52:21.000 --> 52:23.000]  I
[52:23.000 --> 52:25.000]  I
[52:25.000 --> 52:27.000]  I
[52:27.000 --> 52:29.000]  I
[52:29.000 --> 52:31.000]  I
[52:31.000 --> 52:33.000]  I
[52:33.000 --> 52:35.000]  I
[52:35.000 --> 52:37.000]  I
[52:37.000 --> 52:39.000]  I
[52:39.000 --> 52:41.000]  I
[52:41.000 --> 52:43.000]  I
[52:43.000 --> 52:45.000]  I
[52:45.000 --> 52:47.000]  I
[52:47.000 --> 52:49.000]  I
[52:49.000 --> 52:51.000]  I
[52:51.000 --> 52:53.000]  I
[52:53.000 --> 52:55.000]  I
[52:55.000 --> 52:57.000]  I
[52:57.000 --> 52:59.000]  I
[53:01.000 --> 53:03.000]  I
[53:03.000 --> 53:05.000]  I
[53:05.000 --> 53:07.000]  I
[53:07.000 --> 53:09.000]  I
[53:09.000 --> 53:11.000]  I
[53:11.000 --> 53:13.000]  I
[53:13.000 --> 53:15.000]  I
[53:15.000 --> 53:17.000]  I
[53:17.000 --> 53:19.000]  I
[53:19.000 --> 53:21.000]  I
[53:21.000 --> 53:23.000]  I
[53:23.000 --> 53:25.000]  I
[53:25.000 --> 53:27.000]  I
[53:27.000 --> 53:29.000]  I
[53:29.000 --> 53:31.000]  I
[53:33.000 --> 53:35.000]  I
[53:35.000 --> 53:37.000]  I
[53:37.000 --> 53:39.000]  I
[53:39.000 --> 53:41.000]  I
[53:41.000 --> 53:43.000]  I
[53:43.000 --> 53:45.000]  I
[53:45.000 --> 53:47.000]  I
[53:47.000 --> 53:49.000]  I
[53:49.000 --> 53:51.000]  I
[53:51.000 --> 53:53.000]  I
[53:53.000 --> 53:55.000]  I
[53:57.000 --> 53:59.000]  I
[53:59.000 --> 54:01.000]  I
[54:01.000 --> 54:03.000]  I
[54:03.000 --> 54:05.000]  I
[54:05.000 --> 54:07.000]  I
[54:07.000 --> 54:09.000]  I
[54:09.000 --> 54:11.000]  I
[54:11.000 --> 54:13.000]  I
[54:13.000 --> 54:15.000]  I
[54:15.000 --> 54:17.000]  I
[54:17.000 --> 54:19.000]  I
[54:19.000 --> 54:21.000]  I
[54:21.000 --> 54:23.000]  I
[54:23.000 --> 54:25.000]  I
[54:25.000 --> 54:27.000]  I
[54:27.000 --> 54:29.000]  I
[54:29.000 --> 54:31.000]  I
[54:31.000 --> 54:33.000]  I
[54:33.000 --> 54:35.000]  I
[54:35.000 --> 54:37.000]  I
[54:37.000 --> 54:39.000]  I
[54:39.000 --> 54:41.000]  I
[54:41.000 --> 54:43.000]  I
[54:43.000 --> 54:45.000]  I
[54:45.000 --> 54:47.000]  I
[54:47.000 --> 54:49.000]  I
[54:49.000 --> 54:51.000]  I
[54:51.000 --> 54:53.000]  I
[54:53.000 --> 54:57.000]  I
[54:57.000 --> 54:59.000]  I
[54:59.000 --> 55:01.000]  I
[55:01.000 --> 55:03.000]  I
[55:03.000 --> 55:05.000]  I
[55:05.000 --> 55:07.000]  I
[55:07.000 --> 55:09.000]  I
[55:09.000 --> 55:11.000]  I
[55:11.000 --> 55:13.000]  I
[55:13.000 --> 55:15.000]  I
[55:15.000 --> 55:17.000]  I
[55:17.000 --> 55:19.000]  I
[55:19.000 --> 55:21.000]  I
[55:21.000 --> 55:23.000]  I
[55:23.000 --> 55:25.000]  I
[55:25.000 --> 55:27.000]  I
[55:27.000 --> 55:29.000]  I
[55:29.000 --> 55:31.000]  I
[55:31.000 --> 55:33.000]  I
[55:33.000 --> 55:35.000]  I
[55:35.000 --> 55:37.000]  I
[55:37.000 --> 55:39.000]  I
[55:39.000 --> 55:41.000]  I
[55:41.000 --> 55:43.000]  I
[55:43.000 --> 55:45.000]  I
[55:45.000 --> 55:47.000]  I
[55:47.000 --> 55:49.000]  I
[55:49.000 --> 55:51.000]  I
[55:51.000 --> 55:53.000]  I
[55:53.000 --> 55:55.000]  I
[55:55.000 --> 55:57.000]  I
[55:57.000 --> 55:59.000]  I
[55:59.000 --> 56:01.000]  I
[56:01.000 --> 56:03.000]  I
[56:03.000 --> 56:05.000]  I
[56:05.000 --> 56:07.000]  I
[56:07.000 --> 56:09.000]  I
[56:09.000 --> 56:11.000]  I
[56:11.000 --> 56:13.000]  I
[56:13.000 --> 56:15.000]  I
[56:15.000 --> 56:17.000]  I
[56:17.000 --> 56:19.000]  I
[56:19.000 --> 56:21.000]  I
[56:21.000 --> 56:23.000]  I
[56:23.000 --> 56:25.000]  I
[56:25.000 --> 56:27.000]  I
[56:27.000 --> 56:29.000]  I
[56:29.000 --> 56:31.000]  I
[56:31.000 --> 56:33.000]  I
[56:33.000 --> 56:37.000]  I
[56:37.000 --> 56:39.000]  I
[56:39.000 --> 56:41.000]  I
[56:41.000 --> 56:43.000]  I
[56:43.000 --> 56:45.000]  I
[56:45.000 --> 56:47.000]  I
[56:47.000 --> 56:49.000]  I
[56:49.000 --> 56:51.000]  I
[56:51.000 --> 56:53.000]  I
[56:53.000 --> 56:55.000]  I
[56:55.000 --> 56:57.000]  I
[56:57.000 --> 56:59.000]  I
[56:59.000 --> 57:01.000]  I
[57:01.000 --> 57:03.000]  I
[57:03.000 --> 57:07.000]  I
[57:07.000 --> 57:09.000]  I
[57:09.000 --> 57:11.000]  I
[57:11.000 --> 57:13.000]  I
[57:13.000 --> 57:15.000]  I
[57:15.000 --> 57:17.000]  I
[57:17.000 --> 57:19.000]  I
[57:19.000 --> 57:21.000]  I
[57:21.000 --> 57:23.000]  I
[57:23.000 --> 57:25.000]  I
[57:25.000 --> 57:27.000]  I
[57:27.000 --> 57:31.000]  I
[57:31.000 --> 57:33.000]  I
[57:33.000 --> 57:35.000]  I
[57:35.000 --> 57:37.000]  I
[57:37.000 --> 57:39.000]  I
[57:39.000 --> 57:41.000]  I
[57:41.000 --> 57:43.000]  I
[57:43.000 --> 57:45.000]  I
[57:45.000 --> 57:47.000]  I
[57:47.000 --> 57:49.000]  I
[57:49.000 --> 57:51.000]  I
[57:51.000 --> 57:53.000]  I
[57:53.000 --> 57:55.000]  I
[57:57.000 --> 57:59.000]  I
[57:59.000 --> 58:01.000]  I
[58:01.000 --> 58:03.000]  I
[58:03.000 --> 58:05.000]  I
[58:05.000 --> 58:07.000]  I
[58:07.000 --> 58:09.000]  I
[58:09.000 --> 58:11.000]  I
[58:11.000 --> 58:13.000]  I
[58:13.000 --> 58:15.000]  I
[58:15.000 --> 58:17.000]  I
[58:17.000 --> 58:19.000]  I
[58:19.000 --> 58:21.000]  I
[58:21.000 --> 58:23.000]  I
[58:25.000 --> 58:27.000]  I
[58:27.000 --> 58:29.000]  I
[58:29.000 --> 58:31.000]  I
[58:31.000 --> 58:33.000]  I
[58:33.000 --> 58:35.000]  I
[58:35.000 --> 58:37.000]  I
[58:37.000 --> 58:39.000]  I
[58:39.000 --> 58:41.000]  I
[58:41.000 --> 58:43.000]  I
[58:43.000 --> 58:45.000]  I
[58:45.000 --> 58:47.000]  I
[58:49.000 --> 58:51.000]  I
[58:51.000 --> 58:53.000]  I
[58:53.000 --> 58:55.000]  I
[58:55.000 --> 58:57.000]  I
[58:57.000 --> 58:59.000]  I
[58:59.000 --> 59:01.000]  I
[59:01.000 --> 59:03.000]  I
[59:03.000 --> 59:05.000]  I
[59:05.000 --> 59:07.000]  I
[59:07.000 --> 59:09.000]  I
[59:09.000 --> 59:11.000]  I
[59:11.000 --> 59:13.000]  I
[59:13.000 --> 59:15.000]  I
[59:15.000 --> 59:17.000]  I
[59:17.000 --> 59:19.000]  I
[59:19.000 --> 59:21.000]  I
[59:21.000 --> 59:23.000]  I
[59:23.000 --> 59:25.000]  I
[59:25.000 --> 59:27.000]  I
[59:27.000 --> 59:29.000]  I
[59:29.000 --> 59:31.000]  I
[59:31.000 --> 59:33.000]  I
[59:33.000 --> 59:35.000]  I
[59:35.000 --> 59:37.000]  I
[59:37.000 --> 59:39.000]  I
[59:39.000 --> 59:41.000]  I
[59:41.000 --> 59:43.000]  I
[59:45.000 --> 59:47.000]  I
[59:47.000 --> 59:49.000]  I
[59:53.000 --> 59:55.000]  I
[59:55.000 --> 59:57.000]  I
[59:57.000 --> 59:59.000]  I
[59:59.000 --> 1:00:01.000]  I
[1:00:01.000 --> 1:00:03.000]  I
[1:00:03.000 --> 1:00:05.000]  I
[1:00:05.000 --> 1:00:07.000]  I
[1:00:07.000 --> 1:00:09.000]  I
[1:00:09.000 --> 1:00:11.000]  I
[1:00:11.000 --> 1:00:13.000]  I
[1:00:13.000 --> 1:00:15.000]  I
[1:00:15.000 --> 1:00:17.000]  I
[1:00:17.000 --> 1:00:19.000]  I
[1:00:19.000 --> 1:00:21.000]  I
[1:00:21.000 --> 1:00:23.000]  I
[1:00:23.000 --> 1:00:25.000]  I
[1:00:25.000 --> 1:00:27.000]  I
[1:00:27.000 --> 1:00:29.000]  I
[1:00:29.000 --> 1:00:31.000]  I
[1:00:31.000 --> 1:00:33.000]  I
[1:00:33.000 --> 1:00:35.000]  I
[1:00:35.000 --> 1:00:37.000]  I
[1:00:37.000 --> 1:00:39.000]  I
[1:00:41.000 --> 1:00:43.000]  I
[1:00:43.000 --> 1:00:45.000]  I
[1:00:45.000 --> 1:00:47.000]  I
[1:00:47.000 --> 1:00:49.000]  I
[1:00:49.000 --> 1:00:51.000]  I
[1:00:51.000 --> 1:00:53.000]  I
[1:00:53.000 --> 1:00:55.000]  I
[1:00:55.000 --> 1:00:57.000]  I
[1:00:57.000 --> 1:00:59.000]  I
[1:00:59.000 --> 1:01:01.000]  I
[1:01:01.000 --> 1:01:03.000]  I
[1:01:03.000 --> 1:01:05.000]  I
[1:01:05.000 --> 1:01:07.000]  I
[1:01:07.000 --> 1:01:09.000]  I
[1:01:09.000 --> 1:01:11.000]  I
[1:01:11.000 --> 1:01:13.000]  I
[1:01:13.000 --> 1:01:15.000]  I
[1:01:15.000 --> 1:01:17.000]  I
[1:01:17.000 --> 1:01:19.000]  I
[1:01:19.000 --> 1:01:21.000]  I
[1:01:21.000 --> 1:01:23.000]  I
[1:01:23.000 --> 1:01:25.000]  I
[1:01:25.000 --> 1:01:27.000]  I
[1:01:27.000 --> 1:01:29.000]  I
[1:01:29.000 --> 1:01:31.000]  I
[1:01:31.000 --> 1:01:35.000]  I
[1:01:35.000 --> 1:01:37.000]  I
[1:01:37.000 --> 1:01:39.000]  I
[1:01:39.000 --> 1:01:41.000]  I
[1:01:41.000 --> 1:01:43.000]  I
[1:01:43.000 --> 1:01:45.000]  I
[1:01:45.000 --> 1:01:47.000]  I
[1:01:47.000 --> 1:01:49.000]  I
[1:01:49.000 --> 1:01:51.000]  I
[1:01:51.000 --> 1:01:53.000]  I
[1:01:53.000 --> 1:01:55.000]  I
[1:01:57.000 --> 1:01:59.000]  I
[1:01:59.000 --> 1:02:01.000]  I
[1:02:01.000 --> 1:02:03.000]  I
[1:02:03.000 --> 1:02:05.000]  I
[1:02:05.000 --> 1:02:07.000]  I
[1:02:07.000 --> 1:02:09.000]  I
[1:02:09.000 --> 1:02:11.000]  I
[1:02:11.000 --> 1:02:13.000]  I
[1:02:13.000 --> 1:02:15.000]  I
[1:02:15.000 --> 1:02:17.000]  I
[1:02:17.000 --> 1:02:19.000]  I
[1:02:19.000 --> 1:02:21.000]  I
[1:02:21.000 --> 1:02:23.000]  I
[1:02:23.000 --> 1:02:25.000]  I
[1:02:25.000 --> 1:02:27.000]  I
[1:02:27.000 --> 1:02:29.000]  I
[1:02:29.000 --> 1:02:31.000]  I
[1:02:31.000 --> 1:02:33.000]  I
[1:02:33.000 --> 1:02:35.000]  I
[1:02:35.000 --> 1:02:37.000]  I
[1:02:37.000 --> 1:02:39.000]  I
[1:02:39.000 --> 1:02:41.000]  I
[1:02:41.000 --> 1:02:43.000]  I
[1:02:43.000 --> 1:02:45.000]  I
[1:02:45.000 --> 1:02:47.000]  I
[1:02:47.000 --> 1:02:49.000]  I
[1:02:49.000 --> 1:02:51.000]  I
[1:02:53.000 --> 1:02:55.000]  I
[1:02:55.000 --> 1:02:57.000]  I
[1:02:57.000 --> 1:02:59.000]  I
[1:02:59.000 --> 1:03:01.000]  I
[1:03:01.000 --> 1:03:03.000]  I
[1:03:03.000 --> 1:03:05.000]  I
[1:03:05.000 --> 1:03:07.000]  I
[1:03:07.000 --> 1:03:09.000]  I
[1:03:09.000 --> 1:03:11.000]  I
[1:03:11.000 --> 1:03:13.000]  I
[1:03:13.000 --> 1:03:15.000]  I
[1:03:15.000 --> 1:03:17.000]  I
[1:03:17.000 --> 1:03:19.000]  I
[1:03:19.000 --> 1:03:23.000]  I
[1:03:23.000 --> 1:03:25.000]  I
[1:03:25.000 --> 1:03:27.000]  I
[1:03:27.000 --> 1:03:29.000]  I
[1:03:29.000 --> 1:03:31.000]  I
[1:03:31.000 --> 1:03:33.000]  I
[1:03:33.000 --> 1:03:35.000]  I
[1:03:35.000 --> 1:03:37.000]  I
[1:03:37.000 --> 1:03:39.000]  I
[1:03:39.000 --> 1:03:41.000]  I
[1:03:41.000 --> 1:03:43.000]  I
[1:03:43.000 --> 1:03:45.000]  I
[1:03:45.000 --> 1:03:47.000]  I
[1:03:47.000 --> 1:03:51.000]  I
[1:03:51.000 --> 1:03:53.000]  I
[1:03:53.000 --> 1:03:55.000]  I
[1:03:55.000 --> 1:03:57.000]  I
[1:03:57.000 --> 1:03:59.000]  I
[1:03:59.000 --> 1:04:01.000]  I
[1:04:01.000 --> 1:04:03.000]  I
[1:04:03.000 --> 1:04:05.000]  I
[1:04:05.000 --> 1:04:07.000]  I
[1:04:07.000 --> 1:04:09.000]  I
[1:04:09.000 --> 1:04:11.000]  I
[1:04:11.000 --> 1:04:13.000]  I
[1:04:13.000 --> 1:04:15.000]  I
[1:04:15.000 --> 1:04:19.000]  I
[1:04:19.000 --> 1:04:21.000]  I
[1:04:21.000 --> 1:04:23.000]  I
[1:04:23.000 --> 1:04:25.000]  I
[1:04:25.000 --> 1:04:27.000]  I
[1:04:27.000 --> 1:04:29.000]  I
[1:04:29.000 --> 1:04:31.000]  I
[1:04:31.000 --> 1:04:33.000]  I
[1:04:33.000 --> 1:04:35.000]  I
[1:04:35.000 --> 1:04:37.000]  I
[1:04:37.000 --> 1:04:39.000]  I
[1:04:39.000 --> 1:04:41.000]  I
[1:04:41.000 --> 1:04:43.000]  I
[1:04:43.000 --> 1:04:45.000]  I
[1:04:45.000 --> 1:04:47.000]  I
[1:04:47.000 --> 1:04:49.000]  I
[1:04:49.000 --> 1:04:51.000]  I
[1:04:51.000 --> 1:04:53.000]  I
[1:04:53.000 --> 1:04:55.000]  I
[1:04:55.000 --> 1:04:57.000]  I
[1:04:57.000 --> 1:04:59.000]  I
[1:04:59.000 --> 1:05:01.000]  I
[1:05:01.000 --> 1:05:03.000]  I
[1:05:03.000 --> 1:05:05.000]  I
[1:05:05.000 --> 1:05:07.000]  I
[1:05:09.000 --> 1:05:11.000]  I
[1:05:11.000 --> 1:05:13.000]  I
[1:05:13.000 --> 1:05:15.000]  I
[1:05:15.000 --> 1:05:17.000]  I
[1:05:17.000 --> 1:05:19.000]  I
[1:05:19.000 --> 1:05:21.000]  I
[1:05:21.000 --> 1:05:23.000]  I
[1:05:23.000 --> 1:05:25.000]  I
[1:05:25.000 --> 1:05:27.000]  I
[1:05:27.000 --> 1:05:29.000]  I
[1:05:29.000 --> 1:05:31.000]  I
[1:05:31.000 --> 1:05:33.000]  I
[1:05:33.000 --> 1:05:35.000]  I
[1:05:35.000 --> 1:05:37.000]  I
[1:05:37.000 --> 1:05:39.000]  I
[1:05:39.000 --> 1:05:41.000]  I
[1:05:41.000 --> 1:05:43.000]  I
[1:05:43.000 --> 1:05:45.000]  I
[1:05:45.000 --> 1:05:47.000]  I
[1:05:47.000 --> 1:05:49.000]  I
[1:05:49.000 --> 1:05:51.000]  I
[1:05:51.000 --> 1:05:53.000]  I
[1:05:53.000 --> 1:05:55.000]  I
[1:05:55.000 --> 1:05:57.000]  I
[1:05:57.000 --> 1:05:59.000]  I
[1:05:59.000 --> 1:06:01.000]  I
[1:06:01.000 --> 1:06:05.000]  I
[1:06:05.000 --> 1:06:07.000]  I
[1:06:07.000 --> 1:06:09.000]  I
[1:06:09.000 --> 1:06:11.000]  I
[1:06:11.000 --> 1:06:13.000]  I
[1:06:13.000 --> 1:06:15.000]  I
[1:06:15.000 --> 1:06:17.000]  I
[1:06:17.000 --> 1:06:19.000]  I
[1:06:19.000 --> 1:06:21.000]  I
[1:06:21.000 --> 1:06:25.000]  I
[1:06:25.000 --> 1:06:29.000]  I
[1:06:29.000 --> 1:06:31.000]  I
[1:06:31.000 --> 1:06:33.000]  I
[1:06:33.000 --> 1:06:35.000]  I
[1:06:35.000 --> 1:06:37.000]  I
[1:06:37.000 --> 1:06:39.000]  I
[1:06:39.000 --> 1:06:41.000]  I
[1:06:41.000 --> 1:06:43.000]  I
[1:06:43.000 --> 1:06:45.000]  I
[1:06:45.000 --> 1:06:47.000]  I
[1:06:47.000 --> 1:06:49.000]  I
[1:06:49.000 --> 1:06:51.000]  I
[1:06:51.000 --> 1:06:53.000]  I
[1:06:53.000 --> 1:06:55.000]  I
[1:06:55.000 --> 1:06:57.000]  I
[1:06:57.000 --> 1:06:59.000]  I
[1:06:59.000 --> 1:07:01.000]  I
[1:07:01.000 --> 1:07:03.000]  I
[1:07:03.000 --> 1:07:05.000]  I
[1:07:05.000 --> 1:07:07.000]  I
[1:07:07.000 --> 1:07:09.000]  I
[1:07:09.000 --> 1:07:11.000]  I
[1:07:11.000 --> 1:07:13.000]  I
[1:07:13.000 --> 1:07:15.000]  I
[1:07:15.000 --> 1:07:17.000]  I
[1:07:17.000 --> 1:07:19.000]  I
[1:07:19.000 --> 1:07:21.000]  I
[1:07:21.000 --> 1:07:23.000]  I
[1:07:23.000 --> 1:07:25.000]  I
[1:07:25.000 --> 1:07:27.000]  I
[1:07:27.000 --> 1:07:29.000]  I
[1:07:29.000 --> 1:07:31.000]  I
[1:07:31.000 --> 1:07:33.000]  I
[1:07:33.000 --> 1:07:35.000]  I
[1:07:35.000 --> 1:07:37.000]  I
[1:07:37.000 --> 1:07:39.000]  I
[1:07:39.000 --> 1:07:41.000]  I
[1:07:41.000 --> 1:07:43.000]  I
[1:07:43.000 --> 1:07:45.000]  I
[1:07:45.000 --> 1:07:47.000]  I
[1:07:47.000 --> 1:07:49.000]  I
[1:07:49.000 --> 1:07:51.000]  I
[1:07:51.000 --> 1:07:53.000]  I
[1:07:53.000 --> 1:07:55.000]  I
[1:07:55.000 --> 1:07:57.000]  I
[1:07:57.000 --> 1:07:59.000]  I
[1:07:59.000 --> 1:08:01.000]  I
[1:08:01.000 --> 1:08:03.000]  I
[1:08:03.000 --> 1:08:05.000]  I
[1:08:07.000 --> 1:08:09.000]  I
[1:08:09.000 --> 1:08:11.000]  I
[1:08:11.000 --> 1:08:13.000]  I
[1:08:13.000 --> 1:08:15.000]  I
[1:08:15.000 --> 1:08:17.000]  I
[1:08:17.000 --> 1:08:19.000]  I
[1:08:19.000 --> 1:08:21.000]  I
[1:08:21.000 --> 1:08:23.000]  I
[1:08:23.000 --> 1:08:25.000]  I
[1:08:25.000 --> 1:08:27.000]  I
[1:08:27.000 --> 1:08:29.000]  I
[1:08:29.000 --> 1:08:31.000]  I
[1:08:31.000 --> 1:08:33.000]  I
[1:08:33.000 --> 1:08:35.000]  I
[1:08:35.000 --> 1:08:37.000]  I
[1:08:37.000 --> 1:08:39.000]  I
[1:08:39.000 --> 1:08:41.000]  I
[1:08:41.000 --> 1:08:43.000]  I
[1:08:43.000 --> 1:08:45.000]  I
[1:08:45.000 --> 1:08:47.000]  I
[1:08:47.000 --> 1:08:49.000]  I
[1:08:49.000 --> 1:08:51.000]  I
[1:08:51.000 --> 1:08:53.000]  I
[1:08:53.000 --> 1:08:55.000]  I
[1:08:55.000 --> 1:08:57.000]  I
[1:08:59.000 --> 1:09:01.000]  I
[1:09:01.000 --> 1:09:03.000]  I
[1:09:03.000 --> 1:09:05.000]  I
[1:09:05.000 --> 1:09:07.000]  I
[1:09:07.000 --> 1:09:09.000]  I
[1:09:09.000 --> 1:09:11.000]  I
[1:09:11.000 --> 1:09:13.000]  I
[1:09:13.000 --> 1:09:15.000]  I
[1:09:15.000 --> 1:09:17.000]  I
[1:09:17.000 --> 1:09:19.000]  I
[1:09:19.000 --> 1:09:21.000]  I
[1:09:21.000 --> 1:09:23.000]  I
[1:09:23.000 --> 1:09:25.000]  I
[1:09:25.000 --> 1:09:27.000]  I
[1:09:27.000 --> 1:09:29.000]  I
[1:09:29.000 --> 1:09:31.000]  I
[1:09:31.000 --> 1:09:33.000]  I
[1:09:33.000 --> 1:09:35.000]  I
[1:09:35.000 --> 1:09:37.000]  I
[1:09:37.000 --> 1:09:39.000]  I
[1:09:39.000 --> 1:09:41.000]  I
[1:09:41.000 --> 1:09:43.000]  I
