[00:00:11.113 --> 00:00:13.374]  He never gives up.
[00:49:27.620 --> 00:49:28.781]  Rowling still loves them.
[00:49:30.282 --> 00:49:34.025]  But we have Operation Temperer to temper the terror attack.
[00:49:34.025 --> 00:49:37.488]  Some troops wandering around, which are really for the British people.
[00:49:37.488 --> 00:49:40.970]  Not that the troops themselves are bad, but it's all martial law training.
[00:49:40.970 --> 00:49:42.271]  Heart-stopping moment.
[00:49:42.271 --> 00:49:46.254]  Armed cops storm suspect of the Pearsons Green bomb.
[00:49:46.254 --> 00:49:48.136]  That's the bomb that went off Friday.
[00:49:48.136 --> 00:49:57.003]  As neighbors claim, first man arrested is a refugee who came to the UK at age 15 and was praised by the Queen for bringing in Muslims.
[00:49:58.592 --> 00:50:03.253]  That's right, he was brought in at 15, he's now 19, and is the main suspect.
[00:50:03.253 --> 00:50:10.176]  Blowing up 22 people, burning their skin off, bombing little kids, begging for mommy as they were blinded by the explosion.
[00:50:10.176 --> 00:50:16.057]  And that's just their fault for cultural enrichment.
[00:50:16.057 --> 00:50:18.958]  So there you go, I'm surprised it was an Islamist.
[00:50:18.958 --> 00:50:23.000]  I mean, imagine my shock.
[00:50:23.000 --> 00:50:27.401]  Imagine my shock that another communist country has staged elections.
[00:50:28.934 --> 00:50:39.582]  Imagine my shock that they don't have power most of the day, don't have running water, once the second richest country in the Americas.
[00:50:39.582 --> 00:50:49.330]  There was a time, a hundred years ago, when year to year it was, depending on GDP and average income, median middle class income,
[00:50:50.370 --> 00:50:53.431]  Trump has the highest middle-class income ever recorded in the U.S.
[00:50:53.431 --> 00:50:57.693]  In the last 10 years, the first time it's been up, that came out last week, but he's the bad guy.
[00:50:57.693 --> 00:51:01.435]  Free market doesn't work, so everybody wants to get to America, get to Europe.
[00:51:01.435 --> 00:51:05.417]  Not that we're perfect, but a small semblance of free market.
[00:51:05.417 --> 00:51:13.100]  Venezuela, Argentina, and the United States used to be in competition every year to the 50s.
[00:51:14.571 --> 00:51:18.812]  On who had the biggest middle class and where was the best boomtown.
[00:51:18.812 --> 00:51:20.693]  But they let socialism in.
[00:51:20.693 --> 00:51:22.153]  They let communism in.
[00:51:22.153 --> 00:51:23.474]  They left collectivism.
[00:51:23.474 --> 00:51:30.416]  They told the middle class, hey, you're rich, you know, higher taxes, more regulations.
[00:51:30.416 --> 00:51:31.196]  And guess what?
[00:51:31.196 --> 00:51:33.897]  Their countries are gone.
[00:51:33.897 --> 00:51:36.178]  Venezuela has officially abandoned the dollar.
[00:51:37.631 --> 00:51:38.251]  After the U.S.
[00:51:38.251 --> 00:51:41.794]  calls Venezuela a vote, a sham says will not accept result.
[00:51:41.794 --> 00:51:42.974]  They've had martial law.
[00:51:42.974 --> 00:51:45.996]  They've had people being arrested that try to even run for office.
[00:51:45.996 --> 00:51:48.898]  I mean, it's totally staged.
[00:51:48.898 --> 00:51:52.621]  Three, four years ago, they'd already eaten all their family pets, the zoo animals.
[00:51:52.621 --> 00:51:56.443]  They are beyond Argentinian now.
[00:51:56.443 --> 00:51:58.324]  The old saying, rich as an Argentine.
[00:51:58.324 --> 00:51:59.725]  You don't say that anymore.
[00:51:59.725 --> 00:52:00.906]  That's Reuters.
[00:52:00.906 --> 00:52:02.187]  De-dollarization strikes.
[00:52:02.187 --> 00:52:05.269]  Venezuela stops accepting dollar for oil payments.
[00:52:07.995 --> 00:52:10.381]  Oil-rich Venezuela stops accepting dollars.
[00:52:10.381 --> 00:52:13.047]  That's, again, out of Bloomberg.
[00:52:13.047 --> 00:52:14.670]  And then CNN asked the question.
[00:52:16.550 --> 00:52:19.032]  The tragic impact of a country's collapse.
[00:52:19.032 --> 00:52:21.314]  Venezuela's dreams are dying.
[00:52:21.314 --> 00:52:22.895]  Why did Venezuela collapse?
[00:52:22.895 --> 00:52:25.597]  Never did they say communism, socialism.
[00:52:25.597 --> 00:52:26.558]  No, no.
[00:52:26.558 --> 00:52:27.559]  It was wonderful.
[00:52:27.559 --> 00:52:29.440]  It was all so good.
[00:52:29.440 --> 00:52:41.070]  They worshipped the government and they took the middle class's businesses and reassigned people to run them and suddenly everybody was just running around in uniforms telling you how powerful they were and everybody was a secret agent.
[00:52:42.037 --> 00:52:43.238]  Of the state.
[00:52:43.238 --> 00:52:48.402]  Everyone was so sexy, like in our country now, and it collapsed.
[00:52:48.402 --> 00:52:50.804]  Venezuela, how a rich country collapsed.
[00:52:50.804 --> 00:52:54.067]  How a rich country!
[00:52:54.067 --> 00:53:01.453]  Well, it was rich, resource, culture-wise, and then they got socialism, which they were all wearing red and hammers and sickles.
[00:53:01.453 --> 00:53:03.775]  They said 20 years ago, oh, we're not really communists.
[00:53:03.775 --> 00:53:04.616]  Of course they were!
[00:53:04.616 --> 00:53:09.961]  And now, CNN said, how did they collapse?
[00:53:11.323 --> 00:53:14.004]  Venezuela holds the world's largest supply of crude oil.
[00:53:14.004 --> 00:53:18.745]  What once seemed like an endless gush of cash, now the government's running out of money.
[00:53:18.745 --> 00:53:21.966]  Prices are soaring and nobody knows how much worse it'll get.
[00:53:21.966 --> 00:53:24.967]  Well, it'll get as bad as communism ever does!
[00:53:24.967 --> 00:53:27.487]  Ha ha ha!
[00:53:27.487 --> 00:53:29.188]  Venezuelan election illegitimate.
[00:53:29.188 --> 00:53:32.269]  A step towards dictatorship, says the U.S.
[00:53:32.269 --> 00:53:39.531]  How dare Trump criticize another heaven like North Korea?
[00:53:39.531 --> 00:53:40.631]  Let's just thank God that
[00:53:42.671 --> 00:53:44.772]  Venezuela doesn't have nuclear weapons, right?
[00:53:44.772 --> 00:53:48.994]  Of course they couldn't produce those because they're communists.
[00:53:48.994 --> 00:53:50.755]  They'd have to be given them.
[00:53:50.755 --> 00:53:54.477]  Because communism is always about little politicos meeting and...
[00:53:55.600 --> 00:54:00.702]  Having twos against each other and having putches and purges and overthrows.
[00:54:00.702 --> 00:54:04.263]  It's all about who's in charge, just like Muslim countries.
[00:54:04.263 --> 00:54:19.228]  Not about who produces the best mousetrap, the best watch, the best computer, the best power lines, the best systems, the best food, the best culture, the best architecture, the best everything that openness gives you.
[00:54:19.228 --> 00:54:25.030]  But see, openness is scary because some people do so well it makes others feel bad and then the elite
[00:54:26.428 --> 00:54:27.349]  Parasites.
[00:54:27.349 --> 00:54:30.931]  It's never poor people that push for communism.
[00:54:30.931 --> 00:54:33.333]  It's always the big offshore mega banks that are tax exempt.
[00:54:33.333 --> 00:54:38.617]  They go, hey, big multinational corporations that aren't globalists or big companies that are free market.
[00:54:38.617 --> 00:54:39.798]  The public's mad at you.
[00:54:39.798 --> 00:54:42.200]  They see what you have and they see you're white.
[00:54:42.200 --> 00:54:44.962]  They see you're racist or they see you're Christian or whatever.
[00:54:44.962 --> 00:54:47.184]  You need to give to them and share power.
[00:54:47.184 --> 00:54:55.490]  But we'll run it and let us divide up all the money and then we'll share it with the public and we'll build them up under globalism to enter
[00:54:56.431 --> 00:54:59.295]  The hierarchy and you're like, but free market always does that.
[00:54:59.295 --> 00:54:59.856]  That's the vote.
[00:54:59.856 --> 00:55:02.941]  They just let us do this and we won't kill you.
[00:55:02.941 --> 00:55:05.224]  We won't have a race riot.
[00:55:05.224 --> 00:55:09.290]  And so the average rich Westerner says, yeah, okay, I'll, I'll, I'll fund you.
[00:55:09.290 --> 00:55:10.331]  Just okay.
[00:55:10.331 --> 00:55:11.273]  I'm going to social signal.
[00:55:12.461 --> 00:55:15.582]  Even if you don't, they'll get to your rich wife.
[00:55:15.582 --> 00:55:17.823]  I'm not bashing women, but that's just how it works.
[00:55:17.823 --> 00:55:27.826]  You're a big company owner, they're going to get to your rich wife at all these tea parties and all these cocktail parties and everything about how your husband's not giving to the children.
[00:55:27.826 --> 00:55:30.166]  You're a powerful woman, you're gonna show him, aren't you?
[00:55:30.166 --> 00:55:35.908]  You're gonna give to charity, right?
[00:55:35.908 --> 00:55:38.529]  And that's how civilization fell.
[00:55:38.529 --> 00:55:38.949]  On average.
[00:55:40.370 --> 00:55:48.412]  Because man, I've talked to these big billionaires, I've talked to them all, and they're like, listen, my wife's going to divorce me if I go against this program with the UN.
[00:55:48.412 --> 00:55:54.033]  And I go, yeah, but the program sterilizes people and is doing... I know, but it's just the whole social circle's in it.
[00:55:54.033 --> 00:55:55.614]  They know how to use peer pressure.
[00:55:55.614 --> 00:56:05.496]  Just like they say, you're a racist if you aren't for open borders, or you're a racist if you aren't for high taxes, or you're a racist if you don't bring unvetted military-age men from the Middle East.
[00:56:06.596 --> 00:56:08.358]  It's because they'll beat you over the head.
[00:56:08.358 --> 00:56:19.788]  And the average person that started some factory, or invented some computer program, or whatever, be he a man or woman, they just want to be loved, and so they're like, I'll do whatever you say!
[00:56:19.788 --> 00:56:24.252]  I'll get on board with all this, just leave me alone.
[00:56:24.252 --> 00:56:28.796]  And so we're now completely overrun and about to collapse, and the globalists don't even know what to do with what they've done.
[00:56:28.796 --> 00:56:30.618]  It's just, it's a disaster.
[00:56:31.778 --> 00:56:33.479]  And we're dynamiting the West.
[00:56:33.479 --> 00:56:34.740]  It's a horrible situation.
[00:56:34.740 --> 00:56:35.520]  We're going to go to break.
[00:56:35.520 --> 00:56:36.440]  Come back with your calls.
[00:56:36.440 --> 00:56:37.781]  Come back with Hillary Clinton.
[00:56:37.781 --> 00:56:39.822]  Exclusive footage.
[00:56:39.822 --> 00:56:48.186]  The Loomer shot some live footage, but she gave us the HD footage that's coming up of Hillary doing a book signing in a toilet paper aisle.
[00:56:48.186 --> 00:56:49.507]  The visuals are amazing.
[00:56:49.507 --> 00:56:52.629]  And then the Secret Service had to ban her from being there, but she got through.
[00:56:52.629 --> 00:56:54.089]  And people protesting outside.
[00:56:54.089 --> 00:56:55.070]  It's powerful.
[00:56:55.070 --> 00:56:55.870]  It's all coming up.
[00:56:55.870 --> 00:56:58.011]  And the CIA whistleblower.
[00:56:58.011 --> 00:56:58.772]  Will there be a
[00:57:00.097 --> 00:57:02.018]  Pardon for his signs.
[00:57:02.018 --> 00:57:03.780]  Bernie is contradicting himself.
[00:57:03.780 --> 00:57:04.440]  It's all coming up.
[00:57:04.440 --> 00:57:08.684]  But first, briefly, we've got some big specials that will end in the next few days.
[00:57:08.684 --> 00:57:10.425]  They've got to end.
[00:57:10.425 --> 00:57:12.587]  50% off on super high-quality, swirlable food.
[00:57:12.587 --> 00:57:15.028]  Amazon doubled prices during the hurricane.
[00:57:15.028 --> 00:57:16.269]  I cut it.
[00:57:16.269 --> 00:57:16.309]  50%.
[00:57:16.309 --> 00:57:18.331]  That's got to end on high-quality, swirlable food.
[00:57:18.331 --> 00:57:19.272]  Always great to have that.
[00:57:19.272 --> 00:57:26.337]  50% off all the fluoride-free, coil-silver iodine-empowered toothpaste, mouthwashes, and more.
[00:57:26.337 --> 00:57:28.599]  All super blue products at InfoWareStore.com.
[00:57:30.211 --> 00:57:33.015]  50% off Emmerich's Essentials, 25% off.
[00:57:33.015 --> 00:57:39.903]  Sign up for AutoShip Additional, 25% off on all the high-quality toiletries, shampoo, bug spray, you name it.
[00:57:39.903 --> 00:57:42.506]  It's all available at InfoWarsTore.com and so much more.
[00:57:42.506 --> 00:57:45.069]  And those specials are all ending in 24 hours.
[00:57:45.069 --> 00:57:46.972]  InfoWarsTore.com, we'll be back.
[00:57:48.044 --> 00:57:53.509]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[00:57:53.509 --> 00:57:55.590]  Research across the board is clear.
[00:57:55.590 --> 00:58:00.895]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[00:58:00.895 --> 00:58:04.718]  That's why the last Surgeon General's report on oral health warrants that you
[00:58:04.738 --> 00:58:08.181]  Your oral health can have a serious impact on your entire body.
[00:58:08.181 --> 00:58:11.364]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[00:58:11.364 --> 00:58:15.247]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[00:58:15.247 --> 00:58:22.413]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[00:58:22.413 --> 00:58:27.818]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[00:58:27.998 --> 00:58:28.818]  We're good to go.
[00:58:50.126 --> 00:58:54.830]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:58:54.830 --> 00:59:05.258]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:59:06.139 --> 00:59:10.943]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:59:10.943 --> 00:59:19.349]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:59:19.349 --> 00:59:27.075]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:59:27.075 --> 00:59:29.017]  Wake up refreshed and take on the day.
[00:59:29.517 --> 00:59:37.441]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:59:37.441 --> 00:59:40.863]  Get the sleep you deserve and experience the power of knockout.
[00:59:40.863 --> 00:59:45.485]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:59:45.485 --> 00:59:51.848]  That's InfoWarsLife.com.
[00:59:51.848 --> 00:59:54.510]  You're listening to the Alex Jones Show.
[01:00:00.706 --> 01:00:05.439]  If you're receiving this transmission, you're awake, you're involved, you're engaged.
[01:00:05.439 --> 01:00:06.903]  You are the resistance.
[01:00:11.363 --> 01:00:16.347]  If you are receiving this transmission, you are the resistance.
[01:00:16.347 --> 01:00:21.631]  Live from the InfoWars.com studios, it's Alex Jones.
[01:00:21.631 --> 01:00:22.772]  Your calls are coming up.
[01:00:22.772 --> 01:00:23.953]  Laura Loomer and more.
[01:00:23.953 --> 01:00:28.937]  I haven't even gotten into Trump fulfilling his promise on killing carbon taxes, killing DACA.
[01:00:28.937 --> 01:00:30.058]  He says that's all a hoax.
[01:00:30.058 --> 01:00:32.220]  As I told you, it's all made up.
[01:00:32.220 --> 01:00:33.921]  But first, powerful report.
[01:00:33.921 --> 01:00:38.605]  Idiots react to London underground terror attack by Paul Joseph Watson.
[01:00:39.352 --> 01:00:43.014]  Another month, another Islamic terror attack in a major European city.
[01:00:43.014 --> 01:00:44.915]  And who's to blame this time?
[01:00:44.915 --> 01:00:45.856]  Oh, it's me!
[01:00:45.856 --> 01:00:46.256]  J.K.
[01:00:46.256 --> 01:00:52.559]  Rowling retweeted this satirical fake news story about a young man in front of a map ranting about Islamic terrorism.
[01:00:52.559 --> 01:00:55.181]  Who could that possibly be?
[01:00:55.181 --> 01:00:58.903]  She's so easy to trigger, I didn't even try and trigger her today.
[01:00:58.903 --> 01:00:59.843]  And she still got triggered.
[01:00:59.843 --> 01:01:04.626]  He was shouted at by his off-screen mother for not putting his Rice Krispies bowl in the dishwasher.
[01:01:09.938 --> 01:01:11.279]  It's actually crunching up cornflakes.
[01:01:11.279 --> 01:01:12.359]  London is lost!
[01:01:12.359 --> 01:01:15.220]  Yeah, if I thought that, why would I live here?
[01:01:15.220 --> 01:01:16.621]  Where do you live, JK?
[01:01:16.621 --> 01:01:21.603]  Oh yeah, that's right, in a gated mansion in the middle of nowhere, far away from all the brown people.
[01:01:21.603 --> 01:01:22.424]  Racist.
[01:01:22.424 --> 01:01:26.285]  Now, about those 18 spare bedrooms, yeah, I still don't see any refugees.
[01:01:26.285 --> 01:01:32.068]  So aside from me, what else was the left outraged about even as the terrorists were still on the loose?
[01:01:32.068 --> 01:01:33.008]  Donald Trump's tweets.
[01:01:33.008 --> 01:01:36.330]  The Prime Minister, while the terrorists still hadn't been caught
[01:01:36.510 --> 01:01:38.972]  He was lecturing Trump about his tweets!
[01:01:38.972 --> 01:01:40.653]  I mean, get over it already!
[01:01:40.653 --> 01:01:47.098]  It was clear before that Donald Trump relies on his lamophobia to gain support for his policies, but this morning's London tweets confirm that!
[01:01:47.098 --> 01:01:49.780]  22 injured, total panic, terrorists still on the run.
[01:01:49.780 --> 01:01:52.282]  Yeah, but that Trump tweet was really offensive!
[01:01:52.282 --> 01:01:56.705]  My apologies to the people of London for our embarrassment in the Oval Office hijacking this tragedy for his hateful agenda!
[01:01:57.005 --> 01:02:01.987]  He's the leader of the free world responding to a terror attack in the country of a major ally.
[01:02:01.987 --> 01:02:05.908]  The only one hijacking it to push their agenda is you!
[01:02:05.908 --> 01:02:13.831]  Hijacking terror to advance political agendas is bad, says man hijacking terror to advance his own hysterical anti-Trump.
[01:02:14.011 --> 01:02:15.012]  Political agenda.
[01:02:15.012 --> 01:02:19.858]  Surely they wouldn't be triggered by Trump calling the terrorist a loser, right?
[01:02:19.858 --> 01:02:20.538]  Wrong.
[01:02:20.538 --> 01:02:22.881]  Nobody likes you or your Islamophobia.
[01:02:22.881 --> 01:02:26.385]  Wait, Trump didn't mention anything about Islam in that tweet.
[01:02:26.385 --> 01:02:29.228]  Why are you implying that it's got anything to do with Islam?
[01:02:29.228 --> 01:02:30.469]  You're the Islamophobe.
[01:02:30.469 --> 01:02:35.135]  Listen, if you're more outraged about Trump's tweets than the actual terror attack,
[01:02:35.555 --> 01:02:40.456]  You're part of the problem, but aside from addressing the real outrage, Donald Trump's tweets are left.
[01:02:40.456 --> 01:02:50.659]  Didn't forget to remind people about the real concern in the immediate aftermath of a terror attack, while the terrorist is still on the loose, which is Muslims hurt feelings.
[01:02:50.659 --> 01:02:52.020]  For those in London, stay safe.
[01:02:52.020 --> 01:02:54.060]  Equally as important, don't let hatred win.
[01:02:54.060 --> 01:02:55.861]  I know how easily Islamophobia can spread.
[01:02:55.861 --> 01:03:02.623]  Yeah, equally as important as terrorists maiming people on trains at rush hour is mean words on Twitter.
[01:03:03.143 --> 01:03:04.044]  Don't forget that.
[01:03:04.044 --> 01:03:08.270]  That's the type of comment that gives birth to Islamophobia, racism and hate crime.
[01:03:08.270 --> 01:03:10.412]  Jeez, must have been pretty bad.
[01:03:10.412 --> 01:03:11.394]  What was the comment?
[01:03:11.394 --> 01:03:12.956]  Jihad on the London Underground?
[01:03:12.956 --> 01:03:16.700]  Right, so asking if it was an Islamic terror attack, which it was.
[01:03:17.566 --> 01:03:18.846]  Is now a hate crime.
[01:03:18.846 --> 01:03:20.407]  That's where we're at.
[01:03:20.407 --> 01:03:20.867]  Okay.
[01:03:20.867 --> 01:03:25.889]  And don't you dare say mean things about Siddiq Khan, that's really disgusting.
[01:03:25.889 --> 01:03:35.552]  Oh look, it's Mr. Part and parcel GQ man of the year back to spout the same meaningless platitudes as last time, and the time before that, and the time before that.
[01:03:35.552 --> 01:03:38.933]  And the left floats the same narrative every single time.
[01:03:39.113 --> 01:03:45.796]  Oh, if you want to stop terrorists blowing people up, if you want anything to change, you're a right-wing snowflake.
[01:03:45.796 --> 01:03:47.836]  Why are you so scared, pussy?
[01:03:47.836 --> 01:03:53.439]  Then the slightest whiff of a right-wing hate crime, and they all piss their pants thinking Hitler's gonna return.
[01:03:53.439 --> 01:03:59.761]  Yeah, it's easy to say you're not afraid when you're not the pregnant woman being trampled in the rush to escape the bomb, isn't it?
[01:03:59.761 --> 01:04:01.402]  Keep calm and carry on.
[01:04:02.322 --> 01:04:14.646]  Unless someone says a mean word on public transport, in which case... As Brendan O'Neill points out, we are invited to panic about hatred that is unproven while keeping quiet about a hatred that is real and deadly.
[01:04:14.646 --> 01:04:22.669]  People chase after fantasy hate crimes while saying next to nothing about Islamist hate crimes that have killed 34 people in six months.
[01:04:22.669 --> 01:04:27.511]  Terror has become so normalised in London that much of the population reacts to it
[01:04:27.671 --> 01:04:29.591]  With a collective shrug of the shoulders.
[01:04:29.591 --> 01:04:36.593]  Does the left and the political class really think it's all gonna go away if they just keep blaming us?
[01:04:36.593 --> 01:04:39.153]  The people trying to point out the frigging problem.
[01:04:39.153 --> 01:04:40.653]  This is really appropriate, isn't it?
[01:04:40.653 --> 01:04:42.734]  A bomb in a bag for life.
[01:04:42.734 --> 01:04:44.174]  A lifetime of excuses.
[01:04:44.174 --> 01:04:46.335]  A lifetime of cowardice.
[01:04:46.335 --> 01:04:50.415]  A lifetime of submission.
[01:04:50.415 --> 01:04:52.556]  But it's anti-christian so they love it.
[01:04:52.556 --> 01:04:53.516]  They hate their father.
[01:04:55.140 --> 01:05:00.544]  After being sold out for months, our best-selling Super Blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[01:05:00.544 --> 01:05:03.405]  The first shipment of Super Blue sold out in one week.
[01:05:03.405 --> 01:05:05.387]  I thought it would be a six-month supply for listeners.
[01:05:05.387 --> 01:05:10.410]  And since then, people are beating down our doors, wanting to be able to resupply their Super Blue.
[01:05:10.410 --> 01:05:12.511]  Research across the board is clear.
[01:05:12.511 --> 01:05:13.792]  In fact, it's certified.
[01:05:13.792 --> 01:05:18.916]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:05:18.916 --> 01:05:22.258]  That's why the last Surgeon General's report on oral health warrants.
[01:05:22.418 --> 01:05:25.780]  That your oral health can have a serious impact on your entire body.
[01:05:25.780 --> 01:05:32.465]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula that's loaded with good halogen iodides of the bad halogen fluoride.
[01:05:32.465 --> 01:05:39.370]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:05:39.370 --> 01:05:46.895]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[01:05:46.895 --> 01:05:49.757]  Learn more about InfoWars Life Super Blue Toothpaste.
[01:05:50.057 --> 01:05:57.660]  At Infowarslife.com and support the InfoWar while you support healthy gums and teeth.
[01:05:57.660 --> 01:06:06.484]  From the front lines of the Information War, it's Alex Jones.
[01:06:06.484 --> 01:06:09.905]  Alright, we've got loaded phone lines, like 15 people on the line.
[01:06:09.905 --> 01:06:14.627]  We're going to go to everybody right at the start of the bottom of the hour.
[01:06:14.627 --> 01:06:18.449]  So about 25 minutes away, we're going to write to you on a host of issues.
[01:06:20.199 --> 01:06:22.081]  We've also got flashback.
[01:06:22.081 --> 01:06:25.726]  Bernie Sanders said Medicaid for all would bankrupt the U.S.
[01:06:25.726 --> 01:06:27.188]  Now he supports it.
[01:06:27.188 --> 01:06:30.753]  GOP congressman proposes pardon deal for Julian Assange.
[01:06:30.753 --> 01:06:33.116]  That's Dana Rohrabacher, who's a great guy.
[01:06:33.116 --> 01:06:35.419]  Anthony Weiner blames the girl he sexted for
[01:06:36.994 --> 01:06:42.657]  Wanting to affect the election, that's like Hillary blaming everybody but herself for losing the election.
[01:06:42.657 --> 01:06:52.963]  Trump says he will pull out of the Paris climate deal, and then it's a lie that he's not going to, and then he will not sign on to the DREAM Act as it's been pushed, so that's a hoax as well.
[01:06:52.963 --> 01:06:57.045]  We've got a clip from Gorka, who's talked to Trump recently, to say that as well.
[01:06:57.045 --> 01:06:58.306]  That's all coming up.
[01:06:58.306 --> 01:07:06.290]  But, we have Laura Loomer, a great independent investigative journalist, she also works with Rebel Media, who's just been going out as a journalist talking to Hillary.
[01:07:07.628 --> 01:07:12.071]  And going and buying her book and trying to ask her a question, which media ought to do.
[01:07:12.071 --> 01:07:22.379]  But in Upside Down World, the media waits outside, praises her, calls the regular crowds going into Costco, her crowd, and just basically worships her, because they're not real media.
[01:07:22.379 --> 01:07:26.443]  That's why they don't have viewers and listeners, because they're not doing what Laura's done.
[01:07:26.443 --> 01:07:31.526]  Her videos last week had more than 5 million views, I saw, just without even looking.
[01:07:31.526 --> 01:07:34.228]  Her current one, she shot, this just happened
[01:07:35.126 --> 01:07:36.267]  Yesterday.
[01:07:36.267 --> 01:07:38.328]  This has over a million views so far.
[01:07:38.328 --> 01:07:40.230]  So see, Laura's a real journalist.
[01:07:40.230 --> 01:07:43.572]  She's wearing her Hillary for Prison shirt from Infowars.com.
[01:07:43.572 --> 01:07:46.014]  She ran into big crowds of folks out there protesting.
[01:07:46.014 --> 01:07:48.696]  But first, here's the boil-down report.
[01:07:48.696 --> 01:07:49.796]  Some of this never before seen.
[01:07:49.796 --> 01:07:50.637]  She streamed it live.
[01:07:50.637 --> 01:07:56.981]  This is the HD she gave us of Hillary literally in the toilet paper aisle and the Secret Service trying to stop her free speech.
[01:07:56.981 --> 01:07:57.322]  Here it is.
[01:07:59.870 --> 01:08:00.872]  Hey guys!
[01:08:00.872 --> 01:08:02.594]  How old are you?
[01:08:02.594 --> 01:08:02.994]  Fourteen.
[01:08:02.994 --> 01:08:03.555]  Fourteen.
[01:08:03.555 --> 01:08:03.936]  Fourteen.
[01:08:03.936 --> 01:08:04.677]  Fourteen.
[01:08:04.677 --> 01:08:06.199]  Fourteen year old.
[01:08:06.199 --> 01:08:08.181]  You guys don't like Hillary Clinton?
[01:08:08.181 --> 01:08:09.223]  No!
[01:08:09.223 --> 01:08:10.384]  Hillary's a liar!
[01:08:10.384 --> 01:08:11.245]  She's a liar!
[01:08:20.250 --> 01:08:24.474]  You really gotta ask yourself, who's thinking about the optics for Hillary Clinton?
[01:08:24.474 --> 01:08:36.927]  We've got footage and photos we're about to show you that the intrepid reporter Laura Loomer shot yesterday in Connecticut, where Hillary Clinton did her book signing and meet and greet in a toilet paper aisle.
[01:08:36.927 --> 01:08:38.448]  Yeah, I didn't get this here, did you?
[01:08:38.448 --> 01:08:38.548]  No.
[01:08:39.830 --> 01:08:41.171]  What's the deal with all this toilet paper?
[01:08:41.171 --> 01:08:43.271]  I mean, she's right behind the toilet paper curtain.
[01:08:43.271 --> 01:08:44.452]  It's kind of weird, right?
[01:08:44.452 --> 01:08:44.792]  Yeah.
[01:08:44.792 --> 01:08:46.092]  Are you a Hillary supporter?
[01:08:46.092 --> 01:08:46.392]  Huh?
[01:08:46.392 --> 01:08:47.593]  Are you a Hillary supporter?
[01:08:47.593 --> 01:08:48.553]  Oh, I'm not.
[01:08:48.553 --> 01:08:49.574]  I'm not either.
[01:08:49.574 --> 01:08:50.874]  You guys, look!
[01:08:50.874 --> 01:08:53.375]  They placed Hillary Clinton right next to the toilet paper.
[01:08:53.375 --> 01:08:54.815]  Oh, that's awesome.
[01:08:54.815 --> 01:08:57.476]  It's almost like they're trying to tell us something about her new book.
[01:08:57.476 --> 01:08:58.657]  So I just think it's really funny, like...
[01:08:59.777 --> 01:09:03.780]  She's next to toilet paper and white supremacist milk.
[01:09:03.780 --> 01:09:06.402]  White milk.
[01:09:06.402 --> 01:09:06.943]  White milk.
[01:09:06.943 --> 01:09:08.304]  That's terrible.
[01:09:08.304 --> 01:09:17.350]  So Loomer shows up hours before to get in line and documents the fact that there were crowds of patriots out there saying, lock her up and Hillary for prison.
[01:09:17.350 --> 01:09:18.731]  We'll get to that later.
[01:09:18.731 --> 01:09:26.157]  Then she tries to get in and the police and Secret Service tell her, sorry, you're on a list that Hillary gave us of people not allowed to get in.
[01:09:26.917 --> 01:09:28.477]  Well, Loomer says, I'm peaceful.
[01:09:28.477 --> 01:09:29.138]  I'm a reporter.
[01:09:29.138 --> 01:09:30.478]  I'm a member of Costco.
[01:09:30.478 --> 01:09:31.938]  Why are you trying to stop me?
[01:09:31.938 --> 01:09:33.859]  Last week, I asked Hillary questions.
[01:09:33.859 --> 01:09:34.919]  I bought her book.
[01:09:34.919 --> 01:09:36.959]  Other people can ask her questions.
[01:09:36.959 --> 01:09:41.020]  It's not illegal to go to a public event and ask somebody tough questions.
[01:09:41.020 --> 01:09:47.662]  So after making her wait about 30 minutes, they had to admit that she was right and indeed was allowed in to the event.
[01:09:47.662 --> 01:09:51.643]  So a victory for free speech, but why are we having to even fight for free speech?
[01:09:52.203 --> 01:09:53.044]  The book signing?
[01:09:53.044 --> 01:09:54.104]  That is here today, correct.
