[00:00.000 --> 00:10.000]  Live from Austin, Texas broadcasting worldwide it's Alex Jones
[01:03:58.360 --> 01:04:02.200]  next segment for all the new listeners that are coming in and say, I know the winner. I
[01:04:02.200 --> 01:04:06.600]  already know it's already been decided between the Broncos and the Seahawks. I'll tell you
[01:04:06.600 --> 01:04:11.600]  at the bottom of the hour. And then the bottom of the hour, I go, yes, the owners that got
[01:04:11.600 --> 01:04:17.480]  the security paid for and her tax exempt got the stadiums paid for. That's the winner.
[01:04:17.480 --> 01:04:23.240]  And I'll use that as a way to illustrate to the sports fans out there that will literally
[01:04:23.240 --> 01:04:27.760]  sit there for 30 minutes because we're on all these AM and FM stations. They're going
[01:04:27.760 --> 01:04:32.400]  to hear that and stay listening when they wouldn't have because they hear about government.
[01:04:32.400 --> 01:04:36.400]  Oh, that's boring. Or that's that's work. I don't care about that. It's not work. It's
[01:04:36.400 --> 01:04:40.760]  animating. It's fun. It's good to be involved. You're meant to be at war with tyrants or
[01:04:40.760 --> 01:04:46.600]  you're a slave. All of our ancestors, we survived. We're able to deal with being attacked and
[01:04:46.600 --> 01:04:53.320]  usurped and you name it. Or they did that usurping. We'll be right back. Just give me
[01:04:53.320 --> 01:05:23.280]  the gas. We spare your lives. We'll be right back. Stay with us.
[01:05:23.280 --> 01:05:28.640]  They now operate two distribution facilities and employ over 50 hardworking American men
[01:05:28.640 --> 01:05:33.160]  and women. It is rare to find companies who practice what they preach. And that's why
[01:05:33.160 --> 01:05:39.640]  I stock my pantry with high quality, storable foods from my Patriot supply. Go to mypatriotsupply.com
[01:05:39.640 --> 01:05:54.640]  forward slash alex today or special offers on emergency food storage or call their preparedness
[01:05:54.640 --> 01:06:05.640]  specialist at 866-229-0927. That's 866-229-0927. Do business with someone who shares your values.
[01:06:05.640 --> 01:06:28.000]  OK guys, look at that.
[01:06:28.000 --> 01:06:33.000]  Stalin took the guns, Mal took the guns, but El Castro took the guns, you know Chavez took the guns.
[01:06:35.000 --> 01:06:39.000]  1776 will commence again if you try to take our firearms.
[01:06:41.000 --> 01:06:44.000]  The Republic will rise again when you attempt to take our guns.
[01:06:44.000 --> 01:06:53.000]  I am sworn upon the altar of God, the eternal hostility against M-34 of tyranny over the months.
[01:06:53.000 --> 01:06:57.000]  That's anti-government, uh, uh, uh.
[01:06:57.000 --> 01:07:02.000]  The answer to 1934 is 1776.
[01:07:02.000 --> 01:07:05.000]  You're listening to the Alex DeWichel.
[01:07:05.000 --> 01:07:09.000]  The NFL should be trendy, we should have had the best sides play the game.
[01:07:09.000 --> 01:07:15.000]  We should be inclusive and have 100-pound women be the linemen on the defensive side and offensive.
[01:07:19.000 --> 01:07:21.000]  Oh yeah, the NFL is politically incorrect.
[01:07:21.000 --> 01:07:25.000]  A bunch of men in physical combat, that's all it is.
[01:07:25.000 --> 01:07:30.000]  Knights lining up against each other, jousting with their bodies against each other.
[01:07:30.000 --> 01:07:34.000]  A little passion as the men pat on each other.
[01:07:34.000 --> 01:07:37.000]  It's got everything they need.
[01:07:37.000 --> 01:07:40.000]  Haha, yeah.
[01:07:40.000 --> 01:07:44.000]  Ladies and gentlemen, we are live and broadcasting worldwide.
[01:07:44.000 --> 01:07:49.000]  Let's do it right now before I read a Vince Lombardi statement coming up at the bottom of the hour.
[01:07:49.000 --> 01:07:54.000]  By the way, if you just joined us, I will tell you who the winner, unequivocally 100%,
[01:07:54.000 --> 01:08:02.000]  or may I be thrown into a lake of boiling oil at the bottom of the hour, 33 after, after the news,
[01:08:02.000 --> 01:08:11.000]  I will tell you who is going to win Super Bowl 48 versus the old mules and the sea vultures.
[01:08:11.000 --> 01:08:16.000]  I will tell you who's going to win Seahawks versus Lord Manning.
[01:08:16.000 --> 01:08:20.000]  I will break it all down coming up at the bottom of the hour.
[01:08:20.000 --> 01:08:25.000]  But right now, the propaganda vehicle of sports isn't ruining sports.
[01:08:25.000 --> 01:08:27.000]  Do bears crap in the woods?
[01:08:27.000 --> 01:08:29.000]  Does the Easter Bunny lay eggs?
[01:08:29.000 --> 01:08:33.000]  The point is, we are going to take your phone calls right now.
[01:08:33.000 --> 01:08:35.000]  Michael in Arizona, you're on the air.
[01:08:35.000 --> 01:08:36.000]  Welcome.
[01:08:36.000 --> 01:08:37.000]  Hello, Alex.
[01:08:37.000 --> 01:08:38.000]  Hey, buddy.
[01:08:38.000 --> 01:08:40.000]  Good afternoon.
[01:08:40.000 --> 01:08:42.000]  Yes, sir.
[01:08:42.000 --> 01:08:49.000]  Hey, I spoke with you on the 20th of January with regards to the one-year anniversary of the passing of my daughter.
[01:08:49.000 --> 01:08:54.000]  And I want to thank yourself, your staff members, and all the other listeners.
[01:08:54.000 --> 01:08:57.000]  That was a very, very, very, very touching call.
[01:08:57.000 --> 01:08:58.000]  What's on your mind today, sir?
[01:08:58.000 --> 01:09:05.000]  Well, I just wanted to let you know that I received thousands, if not millions, of players.
[01:09:05.000 --> 01:09:07.000]  And they helped me a lot.
[01:09:07.000 --> 01:09:10.000]  But I will go to the NFL and that sort of thing.
[01:09:10.000 --> 01:09:12.000]  I really don't care about the game.
[01:09:12.000 --> 01:09:14.000]  I don't know if I'm going to watch it or not.
[01:09:14.000 --> 01:09:16.000]  But I did see something today.
[01:09:16.000 --> 01:09:22.000]  I did watch some of the pregame show primarily because of, you know, I was wanting to look for propaganda.
[01:09:22.000 --> 01:09:33.000]  And I think the guy's name is Jim Kelly, is the owner of the Seahawks, who is in cohorts with Bill Gates.
[01:09:33.000 --> 01:09:39.000]  And they're doing this big promotion about how he's donated over a billion dollars.
[01:09:39.000 --> 01:09:40.000]  Yeah.
[01:09:40.000 --> 01:09:43.000]  What he's done is Bill Gates has increased his wealth, by the way.
[01:09:43.000 --> 01:09:51.000]  He gets to be tax-exempt and only give part of the profit to political action to push his agenda, like Obamacare and gun control.
[01:09:51.000 --> 01:09:59.000]  So, oh, he gave a billion dollars of a hundred billion over the years to make 40 billion tax-exempt.
[01:09:59.000 --> 01:10:06.000]  How nice of Bill Gates, like the NFL, he's tax-exempt to give it to handgun control incorporated.
[01:10:06.000 --> 01:10:09.000]  Oh, thank you, Seattle rat hawks.
[01:10:09.000 --> 01:10:11.000]  See, that's exactly why it's so disgusting.
[01:10:11.000 --> 01:10:13.000]  Yes, I was aware of that.
[01:10:13.000 --> 01:10:14.000]  Isn't that unbelievable?
[01:10:14.000 --> 01:10:15.000]  God bless you.
[01:10:15.000 --> 01:10:16.000]  I appreciate your call.
[01:10:16.000 --> 01:10:19.000]  Andrew, in Pennsylvania.
[01:10:19.000 --> 01:10:26.000]  I don't think we're going to see Bill Gates get rid of his armed guards, but you should turn your guns in, because Bill Gates cares about you.
[01:10:26.000 --> 01:10:27.000]  No, he doesn't.
[01:10:27.000 --> 01:10:28.000]  Happy Groundhog Day, Alex.
[01:10:28.000 --> 01:10:34.000]  First of all, I want to point out, I'm scheduled to have my fixes in author Brian Toey on my blog talk radio show, Nature Reality Radio.
[01:10:34.000 --> 01:10:35.000]  Very interesting, sir.
[01:10:35.000 --> 01:10:36.000]  What's your point?
[01:10:36.000 --> 01:10:38.000]  Because we just can't do the whole blog fest here.
[01:10:38.000 --> 01:10:39.000]  We're already doing it here.
[01:10:39.000 --> 01:10:40.000]  I got to let you go.
[01:10:40.000 --> 01:10:41.000]  Appreciate the call.
[01:10:41.000 --> 01:10:42.000]  I just got to go to calls.
[01:10:42.000 --> 01:10:45.000]  I just got to get to the info on the NFL, folks.
[01:10:45.000 --> 01:10:49.000]  I'm not against anybody, but I just got to take your phone calls.
[01:10:49.000 --> 01:10:50.000]  You want me to take your calls?
[01:10:50.000 --> 01:10:52.000]  Here's the toll-free number to do it, folks.
[01:10:52.000 --> 01:10:55.000]  It's 877-789-2539.
[01:10:55.000 --> 01:11:02.000]  And I want to hear about the NFL and the Super Bowl in propaganda without a minute-long thing at the front of it.
[01:11:02.000 --> 01:11:06.000]  I don't screen your calls, but that doesn't mean I'm here to be crapped all over, okay?
[01:11:06.000 --> 01:11:08.000]  Let's talk to Scott in Texas.
[01:11:08.000 --> 01:11:09.000]  You're on the air.
[01:11:09.000 --> 01:11:10.000]  Go ahead, Scott.
[01:11:10.000 --> 01:11:11.000]  Hi.
[01:11:11.000 --> 01:11:12.000]  You got me five by five?
[01:11:12.000 --> 01:11:13.000]  Yes, sir.
[01:11:13.000 --> 01:11:14.000]  Go ahead.
[01:11:14.000 --> 01:11:20.000]  Just an interesting perspective on the Super Bowl and the ticket prices.
[01:11:20.000 --> 01:11:26.000]  I wonder how many people have home mortgages that are spending $4,000-plus to go to these games.
[01:11:26.000 --> 01:11:29.000]  They need to have their head examined for spending that kind of money.
[01:11:29.000 --> 01:11:30.000]  Well, exactly.
[01:11:30.000 --> 01:11:32.000]  They think that's the experience that goes the best time of my life.
[01:11:32.000 --> 01:11:37.000]  Not having a child, not inventing something, not doing the right thing.
[01:11:37.000 --> 01:11:43.000]  No, it's going and watching a bunch of steroid heads on narcissistic power trips being worshiped
[01:11:43.000 --> 01:11:47.000]  with a bunch of tax-exempt gangsters ripping everybody off.
[01:11:47.000 --> 01:11:48.000]  Go ahead.
[01:11:48.000 --> 01:11:52.000]  Which is, it's also interesting, too, that I think I read an article that I think that
[01:11:52.000 --> 01:11:57.000]  it's like a record-breaking year that's like, what is it, $4 million for 30 seconds,
[01:11:57.000 --> 01:12:01.000]  not including your production time, not including your actors, not including any of that stuff.
[01:12:01.000 --> 01:12:04.000]  Just the time alone is some insane amount.
[01:12:04.000 --> 01:12:07.000]  And I've noticed that the games are getting progressively tighter.
[01:12:07.000 --> 01:12:10.000]  And I'm not a big football fan, but I do hear these things.
[01:12:10.000 --> 01:12:13.000]  And it seems like, you know, that there's no more blowouts anymore.
[01:12:13.000 --> 01:12:16.000]  I remember some of the older Super Bowls when I was a kid, you and I were same age,
[01:12:16.000 --> 01:12:21.000]  and they were like, it was like 47 to 2, you know, and people just tuned it out.
[01:12:21.000 --> 01:12:26.000]  And so it's interesting to me that the games getting progressively tighter and tighter and tighter
[01:12:26.000 --> 01:12:30.000]  to hold on, you know, to hold the audience through all through, you know, all the-
[01:12:30.000 --> 01:12:34.000]  Just like the blackout got them three more minutes of time.
[01:12:34.000 --> 01:12:36.000]  No, sir, look at all the corruption.
[01:12:36.000 --> 01:12:38.000]  Like I told you, the NSA was spying on you.
[01:12:38.000 --> 01:12:42.000]  I told you how they were spying on you with Trojan Horse software on everything.
[01:12:42.000 --> 01:12:44.000]  Now it's all come out just like I told you.
[01:12:44.000 --> 01:12:46.000]  The truth is it was already public.
[01:12:46.000 --> 01:12:51.000]  It's public and known that the NFL, the NBA, and Major League Baseball
[01:12:51.000 --> 01:12:54.000]  is almost completely rigged during key areas.
[01:12:54.000 --> 01:12:56.000]  It may be an inning.
[01:12:56.000 --> 01:12:58.000]  It may just be the third quarter.
[01:12:58.000 --> 01:13:00.000]  It may be just a particular kickoff.
[01:13:00.000 --> 01:13:05.000]  But when the bets are in for the gangsters that own the NFL and the other franchises,
[01:13:05.000 --> 01:13:08.000]  it's totally staged and they've done computer breakdowns.
[01:13:08.000 --> 01:13:10.000]  I've had experts on to break it down.
[01:13:10.000 --> 01:13:12.000]  It doesn't mean every player is in on it.
[01:13:12.000 --> 01:13:13.000]  It's only a few.
[01:13:13.000 --> 01:13:17.000]  And it's the owners and other people and it's totally rigged.
[01:13:17.000 --> 01:13:19.000]  And the FBI has come out and admitted that themselves.
[01:13:19.000 --> 01:13:24.000]  We sell a book that fixes in an infowarestore.com that details this.
[01:13:24.000 --> 01:13:29.000]  So not only are you, you know, watching a big tax exempt fraud with propaganda,
[01:13:29.000 --> 01:13:31.000]  you're watching a rigged event.
[01:13:31.000 --> 01:13:35.000]  Also, one other thing, a fun game, I would do it.
[01:13:35.000 --> 01:13:38.000]  I don't have the coin to do it, but it'd be an interesting game to have someone,
[01:13:38.000 --> 01:13:42.000]  a man on the street that holds it, has some tickets for being looking for free tickets
[01:13:42.000 --> 01:13:46.000]  or, you know, and say, you know, name three support, three Supreme Court justices
[01:13:46.000 --> 01:13:48.000]  and you can have the free tickets.
[01:13:48.000 --> 01:13:50.000]  Or what's the 17th Amendment?
[01:13:50.000 --> 01:13:51.000]  You know, what does it do?
[01:13:51.000 --> 01:13:53.000]  I should have thought of that to have an extra ticket.
[01:13:53.000 --> 01:14:00.000]  They get a crowd out there and say, you know, what is the fourth amendment in its entirety
[01:14:00.000 --> 01:14:02.000]  or absolutely great points.
[01:14:02.000 --> 01:14:03.000]  Great call.
[01:14:03.000 --> 01:14:04.000]  Thank you, Scott.
[01:14:04.000 --> 01:14:05.000]  Corey in Connecticut.
[01:14:05.000 --> 01:14:06.000]  Go ahead.
[01:14:06.000 --> 01:14:08.000]  Hey, what's going on, Alex?
[01:14:08.000 --> 01:14:11.000]  World Wide Broadcast on Super Bowl 48.
[01:14:11.000 --> 01:14:12.000]  I know.
[01:14:12.000 --> 01:14:14.000]  Yeah, I'm not even watching it.
[01:14:14.000 --> 01:14:16.000]  I'm not even paying attention to it right now.
[01:14:16.000 --> 01:14:17.000]  That is a thought crime.
[01:14:17.000 --> 01:14:18.000]  You're not supposed to do that.
[01:14:18.000 --> 01:14:21.000]  You're supposed to give over your soul, your identity to the NFL.
[01:14:21.000 --> 01:14:23.000]  What's your point, criminal?
[01:14:23.000 --> 01:14:27.000]  My point is that not to distract you from the Super Bowl at all,
[01:14:27.000 --> 01:14:31.000]  I'm currently on the Oxford House Representatives website and you can get free information
[01:14:31.000 --> 01:14:33.000]  at the website, the Oxford accountability.
[01:14:33.000 --> 01:14:38.000]  You're talking about gun control again and one of the big things is obviously the NFL
[01:14:38.000 --> 01:14:42.000]  is doing to basically sway opinion of the public opinion.
[01:14:42.000 --> 01:14:44.000]  I have a very big question for you and I know.
[01:14:44.000 --> 01:14:47.000]  I think we should turn our guns in the NFL said so.
[01:14:47.000 --> 01:14:48.000]  Go ahead.
[01:14:48.000 --> 01:14:49.000]  I know we should.
[01:14:49.000 --> 01:14:54.000]  And you know what's really funny about that is the fact that none, and I'm going to repeat
[01:14:54.000 --> 01:15:02.000]  again, none of any of the Freedom of Information Act requests nationwide have been either conceived,
[01:15:02.000 --> 01:15:09.000]  grabbed or responded to via the Connecticut Freedom of Information Act Office of Accountability.
[01:15:09.000 --> 01:15:10.000]  Sure.
[01:15:10.000 --> 01:15:14.000]  And try to find out what happened Sandy Hook because that was clearly as funny as a $3 bill,
[01:15:14.000 --> 01:15:16.000]  a giant PR stunt to get our guns.
[01:15:16.000 --> 01:15:22.000]  I hear you and I appreciate your call, bro, but we're taking calls on the NFL professional
[01:15:22.000 --> 01:15:25.000]  sports and piggybacking a propaganda onto it.
[01:15:25.000 --> 01:15:26.000]  So thank you, Corey.
[01:15:26.000 --> 01:15:32.000]  We're going to go to Brad, Hunter, Julio, Jeff, Carson, Ron, Scott and others to talk
[01:15:32.000 --> 01:15:33.000]  about what?
[01:15:33.000 --> 01:15:39.000]  Professional sports being a vehicle of government propaganda and a police state promotion where
[01:15:39.000 --> 01:15:43.000]  government composes a savior protecting us from the radical Muslim threat.
[01:15:43.000 --> 01:15:48.000]  They're protecting and funding AKA Benghazi, Syria, where we're all caught as Air Force.
[01:15:48.000 --> 01:15:53.000]  Next time the TSA wants to check your huevos rancheros for bombs, just point out the government
[01:15:53.000 --> 01:15:55.000]  publicly runs Al Qaeda.
[01:15:55.000 --> 01:15:56.000]  The whole thing's a giant hoax.
[01:15:56.000 --> 01:15:58.000]  Our country's run by criminals.
[01:15:58.000 --> 01:16:00.000]  Wake up.
[01:16:00.000 --> 01:16:03.000]  Alex Jones here with a message to fellow Freedom Lovers.
[01:16:03.000 --> 01:16:08.000]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:16:08.000 --> 01:16:14.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce
[01:16:14.000 --> 01:16:15.000]  to the global takeover.
[01:16:15.000 --> 01:16:21.000]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:16:21.000 --> 01:16:25.000]  These are items that I did research on that I personally use.
[01:16:25.000 --> 01:16:30.000]  You've got the life straw so you can turn fetid water into safe water anywhere you go.
[01:16:30.000 --> 01:16:35.000]  The K-Tor hand crank generator to charge up key equipment during power outages or out in
[01:16:35.000 --> 01:16:36.000]  the field.
[01:16:36.000 --> 01:16:38.000]  Strategic relocation third edition by Joel Scousum.
[01:16:38.000 --> 01:16:41.000]  When disaster strikes by Matthew Stein.
[01:16:41.000 --> 01:16:46.000]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:16:46.000 --> 01:16:48.000]  Hand crank shortwave AMFM radios.
[01:16:48.000 --> 01:16:53.000]  Everything that we've researched and found to be the best is available at InfoWarsShop.com
[01:16:53.000 --> 01:16:56.000]  and your purchase makes our InfoWars possible.
[01:16:56.000 --> 01:16:57.000]  We're getting prepared.
[01:16:57.000 --> 01:16:58.000]  Are you?
[01:16:58.000 --> 01:17:00.000]  InfoWarsShop.com.
[01:17:00.000 --> 01:17:03.000]  Alex Jones here to tell you about how you can help spread liberty worldwide.
[01:17:03.000 --> 01:17:08.000]  I'm also enjoying what I have found to be the best tasting 100% organic coffee on the
[01:17:08.000 --> 01:17:10.000]  planet for more than a decade.
[01:17:10.000 --> 01:17:14.000]  My favorite coffee has come from the high mountains of southern Mexico where the Chiapas
[01:17:14.000 --> 01:17:17.000]  farmers grow their unique shade grown Arabica beans.
[01:17:17.000 --> 01:17:22.000]  We have now managed to secure the sought after beans in a highly customized blend.
[01:17:22.000 --> 01:17:29.000]  Discover and try a bag of the Patriot blend 100% organic coffee at InfoWarsLife.com.
[01:17:29.000 --> 01:17:34.000]  This coffee gives you a long smooth pick me up for hours without the headaches and heartburn
[01:17:34.000 --> 01:17:36.000]  that so many other coffees give me personally.
[01:17:36.000 --> 01:17:41.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly
[01:17:41.000 --> 01:17:43.000]  to the Chiapas Mexican farmers.
[01:17:43.000 --> 01:17:47.000]  Dropped by the site today, order a bag or two and I don't think you're going to be disappointed.
[01:17:47.000 --> 01:17:51.000]  Available in original or with our immune support infusion blend.
[01:17:51.000 --> 01:17:56.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of
[01:17:56.000 --> 01:17:59.000]  my favorite coffee available at InfoWarsLife.com.
[01:17:59.000 --> 01:18:00.000]  The facts are in.
[01:18:00.000 --> 01:18:02.000]  The studies are legion.
[01:18:02.000 --> 01:18:07.000]  Sodium fluoride and other toxic members of the fluoride family are devastating the health
[01:18:07.000 --> 01:18:09.000]  and cognitive ability of the American people.
[01:18:09.000 --> 01:18:13.000]  So why are the social engineers adding it to the water?
[01:18:13.000 --> 01:18:18.000]  Simple, dumb down the host population that the parasitic technocracy is feeding on.
[01:18:18.000 --> 01:18:22.000]  We may not have been able to get fluoride out of the water supply yet,
[01:18:22.000 --> 01:18:24.000]  but we can help to get it out of our bodies.
[01:18:24.000 --> 01:18:30.000]  I am extremely excited to announce the exclusive InfoWarsLife fluoride shield formulation.
[01:18:30.000 --> 01:18:36.000]  Fusing six of the best documented ingredients from around the world to help the body remove
[01:18:36.000 --> 01:18:41.000]  not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:18:41.000 --> 01:18:45.000]  Let's take a stand against the globalist by blocking their poisons with fluoride shield.
[01:18:45.000 --> 01:18:47.000]  I use fluoride shield every day.
[01:18:47.000 --> 01:18:53.000]  Secure your fluoride shield and other pioneering formulations at InfoWarsLife.com today.
[01:18:53.000 --> 01:18:57.000]  Let's start cleansing our bodies now and support the InfoWars at the same time.
[01:18:57.000 --> 01:18:59.000]  That's InfoWarsLife.com.
[01:18:59.000 --> 01:19:04.000]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:19:04.000 --> 01:19:10.000]  Why do we have the highest cancer rates on the planet, the highest rates of diabetes, autism,
[01:19:10.000 --> 01:19:13.000]  and every other major disease?
[01:19:13.000 --> 01:19:15.000]  It all comes down to one thing.
[01:19:15.000 --> 01:19:16.000]  We are what we eat.
[01:19:16.000 --> 01:19:21.000]  Our food is devoid of nutrition and processed with poisons and additives.
[01:19:21.000 --> 01:19:25.000]  Our water is filled with toxic poisons and big pharma runoff.
[01:19:25.000 --> 01:19:28.000]  All of this has been engineered by design.
[01:19:28.000 --> 01:19:34.000]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:19:34.000 --> 01:19:37.000]  To learn more, visit InfoWarsLife.com.
[01:19:37.000 --> 01:19:44.000]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[01:19:44.000 --> 01:19:50.000]  The fight against the new world order starts with you and you can't stand against the machine of your sick, tired, and obese.
[01:19:50.000 --> 01:19:56.000]  When you visit InfoWarsLife.com, be sure and check out the catalog with nearly 400 life-changing products
[01:19:56.000 --> 01:20:00.000]  and get free shipping when you sign up for auto-ship.
[01:20:00.000 --> 01:20:04.000]  Coast to coast, direct from Austin.
[01:20:04.000 --> 01:20:30.000]  You're listening to the Alex Jones Broadcasting Network.
[01:20:30.000 --> 01:20:36.000]  Waging war on corruption, crashing to the lies and disinformation.
[01:20:36.000 --> 01:20:39.000]  Monday through Friday from 11 a.m. to 2 p.m. Central.
[01:20:39.000 --> 01:20:42.000]  InfoWars.com for details.
[01:20:42.000 --> 01:20:44.000]  Back Sundays, 4 to 6 p.m.
[01:20:44.000 --> 01:20:46.000]  Weeknight, 7 o'clock. InfoWars Nightly News.
[01:20:46.000 --> 01:20:49.000]  I am your host, Alex Jones.
[01:20:49.000 --> 01:20:54.000]  I heard a local talk show host here in Austin as he broadcasts worldwide.
[01:20:54.000 --> 01:20:56.000]  I come to you from Austin, Texas.
[01:20:56.000 --> 01:21:00.000]  I run to listeners every day on the street and they go, you're in Austin?
[01:21:00.000 --> 01:21:02.000]  What do you listen to the show? You don't know I'm in Austin?
[01:21:02.000 --> 01:21:06.000]  Not in LA, not in New York, not in Miami, not in Chicago.
[01:21:06.000 --> 01:21:12.000]  I am not in Seattle. I'm not in Minnesota.
[01:21:12.000 --> 01:21:16.000]  Folks, I'm here in the heart of Texas.
[01:21:16.000 --> 01:21:21.000]  But I heard this host over and over again debating another host going, well, I don't care if they spy on me illegally.
[01:21:21.000 --> 01:21:23.000]  I'm doing nothing wrong.
[01:21:23.000 --> 01:21:28.000]  I'm doing it illegally. People in government historically, if they get all your data,
[01:21:28.000 --> 01:21:32.000]  will use it against you for nefarious aims, dummy.
[01:21:32.000 --> 01:21:36.000]  Just like if you have a Facebook and you post your address and where you live,
[01:21:36.000 --> 01:21:40.000]  and the fact that your husband just gave you all this new jewelry,
[01:21:40.000 --> 01:21:45.000]  and that you're going out of town tomorrow, they're going to come rob your house, dumbass.
[01:21:45.000 --> 01:21:52.000]  And I'm sorry to have to, you have your privacy and you lock your doors and pull your shades
[01:21:52.000 --> 01:21:58.000]  because a perv might sit there with their binoculars watching you in bed with your wife.
[01:21:58.000 --> 01:22:03.000]  You pull the blinds, dummy.
[01:22:03.000 --> 01:22:07.000]  I mean, why didn't the Pentagon just open his doors up, let everybody in to see everything?
[01:22:07.000 --> 01:22:10.000]  Well, you know that's stupid while bad guys might get the info.
[01:22:10.000 --> 01:22:14.000]  Same shoe on the other foot, dummy.
[01:22:14.000 --> 01:22:16.000]  Man, I'm sick of it.
[01:22:16.000 --> 01:22:18.000]  But really what that is is groveling to the system.
[01:22:18.000 --> 01:22:22.000]  That if you just play like you're part of it, they'll be nice to me.
[01:22:22.000 --> 01:22:25.000]  No, no, that's the road to ruin. That's the road to slavery.
[01:22:25.000 --> 01:22:28.000]  It's Super Bowl 48 coming up the start of the next segment.
[01:22:28.000 --> 01:22:31.000]  I can definitively tell you 100%.
[01:22:31.000 --> 01:22:36.000]  This is not my opinion. I already know the winner of Super Bowl 48 between the Broncos.
[01:22:36.000 --> 01:22:38.000]  It's not a game. It's not a joke.
[01:22:38.000 --> 01:22:42.000]  On April Fool's, I know the winner between the Broncos and the Sea Rats,
[01:22:42.000 --> 01:22:44.000]  because Bill Gates is there.
[01:22:44.000 --> 01:22:47.000]  I know the winner coming up at the start of the next segment.
[01:22:47.000 --> 01:22:50.000]  Right now, let's go to Brad in Pennsylvania.
[01:22:50.000 --> 01:22:53.000]  Brad, you're on the air, my little extremist. Go ahead.
[01:22:53.000 --> 01:22:55.000]  How you doing, Alex?
[01:22:55.000 --> 01:22:57.000]  Man, I'm good talking to you, buddy.
[01:22:57.000 --> 01:23:01.000]  Hey, I think the big story we got to be careful of is the police state
[01:23:01.000 --> 01:23:05.000]  and if anything happens, and their darn sure could be something happening,
[01:23:05.000 --> 01:23:08.000]  or if you, like in the recent Sports Illustrated, they're talking about all these,
[01:23:08.000 --> 01:23:12.000]  all the New Jersey state police, all the different government agencies.
[01:23:12.000 --> 01:23:14.000]  It's just a plethora of...
[01:23:14.000 --> 01:23:18.000]  Again, they're mixing anti-terror with sports,
[01:23:18.000 --> 01:23:23.000]  like the cops and the feds are there actually battling al-Qaeda.
[01:23:23.000 --> 01:23:25.000]  Why? They're better than Peyton Manning.
[01:23:25.000 --> 01:23:29.000]  They're better than the Seahawks. They're better than, you know, all these groups.
[01:23:29.000 --> 01:23:31.000]  They're better than George Washington.
[01:23:31.000 --> 01:23:33.000]  Sports Illustrated, Super Bowl 48.
[01:23:33.000 --> 01:23:36.000]  Terrorists don't even think about it. Exactly.
[01:23:36.000 --> 01:23:42.000]  It's being used to shell the idea, just like they sell the idea that gun violence is at record highs.
[01:23:42.000 --> 01:23:46.000]  When it's at record lows, it's there to sell propaganda. Go ahead. I'm sorry.
[01:23:46.000 --> 01:23:51.000]  No, thank you for adding that, but I'm afraid something will happen,
[01:23:51.000 --> 01:23:56.000]  and if it does, you've got to believe, you've got to know that they engineered it just like 9-11.
[01:23:56.000 --> 01:24:00.000]  There's just too much police involvement, all these different government agencies.
[01:24:00.000 --> 01:24:03.000]  Anything happens, you know where to look. Look at them.
[01:24:03.000 --> 01:24:07.000]  I agree, but I don't think they'll attack the Super Bowl this time or next
[01:24:07.000 --> 01:24:14.000]  because if there's ever like a strike or it's not making money, then they'll blow it up.
[01:24:14.000 --> 01:24:20.000]  But the fact that it's their big propaganda deal and they like to meet all their high-end hookers at the meeting
[01:24:20.000 --> 01:24:25.000]  and land their jet copters, and they love having the public pay for the racket,
[01:24:25.000 --> 01:24:29.000]  even though they can print money out of thin air, they love having all the poor slobs pay for it.
[01:24:29.000 --> 01:24:33.000]  I mean, it's just a huge joke to them, and so I don't know if they're going to attack it,
[01:24:33.000 --> 01:24:38.000]  but they will sell freedom as a proctology exam and a gunship, you know,
[01:24:38.000 --> 01:24:41.000]  because the terror threat is omnipresent.
[01:24:41.000 --> 01:24:47.000]  Great points, Brad. Thanks for calling. Hunter in Texas, or should I say Jaeger in Tejas.
[01:24:47.000 --> 01:24:50.000]  You're on the air. I make German and Spanish there, sorry.
[01:24:50.000 --> 01:24:53.000]  Or actually Indian, Tejas. Go ahead.
[01:24:53.000 --> 01:24:54.000]  Thank you, sir.
[01:24:54.000 --> 01:25:00.000]  So-called professional sports here today are openly, are only bred in circuses to distract
[01:25:00.000 --> 01:25:05.000]  from their already dumbed-down, chlorinated zombies.
[01:25:05.000 --> 01:25:12.000]  So my request to you, sir, is that let's all instead play the real sport
[01:25:12.000 --> 01:25:17.000]  of legally resisting the controlled criminals in charge politically.
[01:25:17.000 --> 01:25:24.000]  I agree with you. Absolutely. That's why they want you playing simulated video games, virtual reality, sports,
[01:25:24.000 --> 01:25:28.000]  so you're not in the real world, so you just do what you're told. That's what's going on.
[01:25:28.000 --> 01:25:33.000]  I was in a restaurant two years ago after the Super Bowl. It was two years ago today.
