[00:00:03.860 --> 00:00:05.200]  We're live!
[00:53:43.202 --> 00:53:44.102]  Now we're going to show you
[00:53:45.646 --> 00:53:53.229]  The actual facts, ladies and gentlemen, of this giant biological, psychological warfare operation they've launched.
[00:53:53.229 --> 00:53:55.550]  The story's on InfoWars.com.
[00:53:55.550 --> 00:54:04.034]  I'm not asking, I'm begging you to save lives and to go to InfoWars.com and to get this article and to share it with everybody you know.
[00:54:04.034 --> 00:54:13.978]  Smoking gun, COVID infection rates higher among vaccinated, Australian data reveals from one of the most populous states in Australia.
[00:54:16.004 --> 00:54:21.127]  Here are government statistic numbers for TV viewers.
[00:54:21.127 --> 00:54:27.391]  Ladies and gentlemen, the green is those that have had four doses.
[00:54:27.391 --> 00:54:30.073]  You see the green is up here at a 236.4%.
[00:54:30.073 --> 00:54:30.393]  Unvaccinated
[00:54:40.427 --> 00:54:42.028]  Peak at 3.6%.
[00:54:42.028 --> 00:54:44.870]  I'm going to say that again.
[00:54:44.870 --> 00:54:47.212]  This is hospitalizations of the vaccinated.
[00:54:47.212 --> 00:54:48.513]  Then I have the death numbers.
[00:54:48.513 --> 00:54:49.213]  Oh, they're the same.
[00:54:49.213 --> 00:54:50.975]  They're very similar.
[00:54:50.975 --> 00:55:00.922]  So you have a 3.6% chance, if you've had no shots, at its peak, of being hospitalized for COVID.
[00:55:00.922 --> 00:55:09.148]  And you have a 236 point, can't read that, the graph, point four, I believe.
[00:55:10.236 --> 00:55:15.477]  The point is, I mean, you're down here at sea level if you haven't taken the shots.
[00:55:15.477 --> 00:55:21.659]  Then, we've got no dose, down here at the bottom, flat lined.
[00:55:21.659 --> 00:55:24.719]  One dose is black, see that?
[00:55:24.719 --> 00:55:27.720]  Two doses is about the same.
[00:55:27.720 --> 00:55:30.360]  Three doses is above, one or two doses.
[00:55:30.360 --> 00:55:32.641]  And four doses is the king daddy.
[00:55:34.898 --> 00:55:38.140]  If you fail that IQ test and take it, they want you dead.
[00:55:38.140 --> 00:55:39.661]  Look at that, ladies and gentlemen.
[00:55:39.661 --> 00:55:42.764]  And that's in the first round of shots and then the boosters.
[00:55:42.764 --> 00:55:43.704]  Look at those numbers.
[00:55:43.704 --> 00:55:52.811]  You know, I'm going to have to get more into this next hour, we're out of time, and then I'll get the smoking gun breakdown of how this was created in the lab, how they pre-planned it all.
[00:55:52.811 --> 00:55:54.312]  Such incredible information.
[00:55:54.312 --> 00:56:02.578]  And quite frankly, we broke it all first, but Glenn Beck, in a very short clip, a year and a half ago, with Tucker Carlson, did a better job.
[00:56:03.118 --> 00:56:07.765]  I'm going to play Glenn Beck next hour where he nailed it, nailed it, nailed it.
[00:56:07.765 --> 00:56:09.728]  But let me throw this out before we go to break.
[00:56:09.728 --> 00:56:12.151]  The enemies of freedom are trying to shut us down.
[00:56:12.151 --> 00:56:13.093]  We will stay on air.
[00:56:14.383 --> 00:56:17.365]  But we need your support, plus we've got great products you need.
[00:56:17.365 --> 00:56:21.228]  So if you want this information to continue to come out, we will stay on air, but we are in your hands.
[00:56:21.228 --> 00:56:28.634]  I need you to decide to boost your immune system, make yourself healthier and wealthier and wiser, and take action and go to InfoWorksTour.com.
[00:56:28.634 --> 00:56:31.396]  Tomorrow, the deal ends.
[00:56:31.396 --> 00:56:38.942]  50% off on Vitamin Mineral Fusion and DNA Force Plus, our two flagship products, for 50% off because they're very close to selling out.
[00:56:38.942 --> 00:56:41.203]  They're going to go back to regular price for a week or two.
[00:56:41.203 --> 00:56:42.985]  They'll be gone for months and months and months.
[00:56:43.919 --> 00:56:44.099]  I think?
[00:57:14.339 --> 00:57:20.804]  And DNA Force Plus, right now, you've got until tomorrow at midnight to do it, and then it goes back to full price.
[00:57:20.804 --> 00:57:23.846]  You will not get better products anywhere close to this price.
[00:57:23.846 --> 00:57:28.450]  Vitamin Mineral Fusion, DNA Force Plus, at InfoWarstore.com.
[00:57:28.450 --> 00:57:30.171]  And, the Real Red Pill.
[00:57:30.171 --> 00:57:31.492]  Gotta read what that does.
[00:57:31.492 --> 00:57:33.013]  Talk about the fountain of youth.
[00:57:33.013 --> 00:57:34.334]  Sold out for two plus years.
[00:57:34.334 --> 00:57:36.776]  We got into limited shipment at current sales rates.
[00:57:37.276 --> 00:57:39.598]  It's gonna be sold out in about a week and a half.
[00:57:39.598 --> 00:57:44.842]  Despite that, it's still on sale for 50% off at InfoWarStore.com.
[00:57:44.842 --> 00:57:46.323]  Hour number two, straight ahead.
[00:57:50.171 --> 00:57:53.193]  Look, it's not hype when you've delivered.
[00:57:53.193 --> 00:57:55.395]  And InfoWars has been the tip of spear against tyranny.
[00:57:55.395 --> 00:58:01.400]  And when it comes to products we sell to fund our operation, they're just like our news and information.
[00:58:01.400 --> 00:58:04.302]  They are powerful, and they change the world.
[00:58:04.302 --> 00:58:10.167]  The Real Red Pill Plus is one of our top sellers, but for over two years, it's been sold out because of supply chain breakdowns.
[00:58:10.167 --> 00:58:11.868]  It's finally back in stock for
[00:58:12.548 --> 00:58:14.529]  50% off at M4Short.com.
[00:58:14.529 --> 00:58:20.450]  Now, in the limited time we have, I can't get into all the ingredients they're in, but this sucker is amazing.
[00:58:20.450 --> 00:58:25.771]  Look for yourself at how loaded each bottle is, ladies and gentlemen.
[00:58:25.771 --> 00:58:30.112]  Every one of these will supercharge your day and everything you do.
[00:58:30.112 --> 00:58:32.993]  Just look at the Preglanone that we've got that's in this product.
[00:58:33.593 --> 00:58:42.917]  Get your real Red Pill Plus, a proprietary product nobody else has, exclusively back in stock for 50% off at InfoWarsTore.com.
[00:58:42.917 --> 00:58:46.499]  This is as close as the Matrix Red Pill as you're going to get.
[00:58:46.499 --> 00:58:48.020]  Red Pill Plus, 50% off, InfoWarsTore.com.
[00:58:50.521 --> 00:58:55.065]  I'm taking a lot of supplements over the years, since high school, and they had great effects.
[00:58:55.065 --> 00:58:58.768]  And the science has gotten better and better and better over the years.
[00:58:58.768 --> 00:59:09.617]  And now with all the things we're bombarded with, and the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural male potential.
[00:59:09.617 --> 00:59:10.899]  These products work great for women as well.
[00:59:11.559 --> 00:59:13.960]  Ladies and gentlemen, we have Pain MD.
[00:59:13.960 --> 00:59:16.442]  It's a number one national bestseller under another name.
[00:59:16.442 --> 00:59:22.265]  We got it discounted for 40% off InfoWarsTore.com under the label InfoWars Platinum.
[00:59:22.265 --> 00:59:24.506]  We've also got HGH Max Boost.
[00:59:24.506 --> 00:59:25.807]  Read all about it.
[00:59:25.807 --> 00:59:27.168]  Be very safe with it.
[00:59:27.168 --> 00:59:30.590]  I'd take only a fraction of what they say at first and take it before you go to bed at night.
[00:59:30.590 --> 00:59:32.111]  Don't do it during the day.
[00:59:32.111 --> 00:59:35.132]  1776 Testosterone Boost.
[00:59:35.132 --> 00:59:36.193]  Totally incredible.
[00:59:36.193 --> 00:59:37.133]  Go read about them.
[00:59:37.133 --> 00:59:37.914]  Learn more about them.
[00:59:38.254 --> 00:59:53.107]  At InfoWarsStore.com in the InfoWars Platinum section and you get 40% off on these already best-selling products under the new name InfoWars Platinum.
[00:59:53.107 --> 00:59:57.050]  If you are receiving this transmission, you are the resistance.
[00:59:59.718 --> 01:00:06.189]  This video is based on the work of Mark Passio from WhatOnEarthIsHappening.com.
[01:00:06.189 --> 01:00:10.537]  Specifically, his recent video on de facto Satanism.
[01:00:11.678 --> 01:00:23.741]  Today's Hollywood pop culture machine will have you believe that Satanists wear robes and practice ritualistic blood sacrifices while worshipping Satan.
[01:00:23.741 --> 01:00:33.464]  And while there may be some truth to this, it is mostly propaganda meant to conceal the reality of what Satanism actually is.
[01:00:33.464 --> 01:00:40.126]  True Satanism is a mindset, and the Satan that is worshipped is within each and every one of us.
[01:00:40.766 --> 01:00:43.907]  It is most commonly known as our ego.
[01:00:43.907 --> 01:00:47.248]  The self is the true god of Satanism.
[01:00:47.248 --> 01:01:01.513]  The term Satanism is used to deceive religious people, to appear harmless to non-religious people, and also because it stems from the Hebrew word Shatan, which means adversary.
[01:01:01.513 --> 01:01:07.035]  Satan is the force of involution that opposes true spiritual evolution.
[01:01:07.815 --> 01:01:10.236]  It is the ego within us.
[01:01:10.236 --> 01:01:19.778]  Left to our own devices, the ego will try and convince us to think only of ourselves, which is exactly what Satanism is.
[01:01:19.778 --> 01:01:28.100]  And so, a de facto Satanist is a person who holds this mindset, but does not consider themselves to be a Satanist.
[01:01:29.160 --> 01:01:34.121]  Organized Satanism stands against this sort of enlightenment.
[01:01:34.121 --> 01:01:55.445]  They believe human psychology and the laws of nature should be kept occulted or hidden from the public and used to gain and retain power over the masses by keeping them ignorant as to how the mind and emotions work while using this knowledge to manipulate the masses and ultimately enslave them.
[01:01:56.505 --> 01:02:07.468]  This is primarily done by cultivating the Satanist mindset among the masses, thereby turning the ignorant and unaware into a de facto Satanist.
[01:02:07.468 --> 01:02:10.268]  As we think, so we become.
[01:02:10.268 --> 01:02:15.410]  This mindset can be broken down into four main tenets of Satanism.
[01:02:15.410 --> 01:02:22.691]  The first and most important is selfishness, egotism, or what many know as narcissism.
[01:02:22.691 --> 01:02:25.212]  Self-preservation is the highest law.
[01:02:25.952 --> 01:02:32.677]  Live only for your own selfish desires and only care about you and yours.
[01:02:32.677 --> 01:02:39.442]  It's a dog-eat-dog world, and if you must step on others to get what you want, then so be it.
[01:02:39.442 --> 01:02:42.704]  This is the basis of satanic thinking.
[01:02:42.704 --> 01:02:47.108]  The second tenant of the satanist mindset is moral relativism.
[01:02:47.108 --> 01:02:52.932]  This is the belief that there is no objective difference between right behavior and wrong behavior.
[01:02:53.684 --> 01:03:05.260]  It is the belief that nobody is ever objectively right or wrong, and that it's up to each individual person to decide for themselves what is right and what is wrong.
[01:03:05.260 --> 01:03:08.204]  The third tenant of Satanism is social Darwinism.
[01:03:08.704 --> 01:03:17.892]  This is the belief that it is natural and good for human society to be ruled by the most aggressive and dominant humans among us.
[01:03:17.892 --> 01:03:29.121]  And that it is by virtue of their genetics that these vicious humans deserve to be in positions of power and lead humanity as they so choose.
[01:03:29.121 --> 01:03:33.045]  The fourth tenant of Satanism is eugenics or disgenics.
[01:03:33.625 --> 01:03:37.908]  This is the ideal conclusion of the Satanist mindset.
[01:03:37.908 --> 01:03:57.120]  Since man is God and he gets to decide what is right and what is wrong, and since the natural order is for the most dominant genetics to have power, then the elite class ruling over us has every right to decide who is allowed to live and procreate and who must die.
[01:03:57.860 --> 01:04:01.385]  This is how all of society is conditioned to think.
[01:04:01.385 --> 01:04:07.412]  And this is how the high-level satanists are leading all of humanity into slavery.
[01:04:07.412 --> 01:04:12.339]  Most of humanity is operating under this de facto satanic mindset.
[01:04:12.899 --> 01:04:16.441]  Which is why it is called The Great Work to change it.
[01:04:16.441 --> 01:04:22.103]  The Great Work is the work of awakening the masses to the true nature of the ego mind.
[01:04:22.103 --> 01:04:30.927]  Encouraging each and every individual to find the courage to face their own inner shadow and to practice natural law.
[01:04:30.927 --> 01:04:33.669]  Natural law is the respect of others.
[01:04:33.669 --> 01:04:35.950]  Put simply, it is love.
[01:04:35.950 --> 01:04:38.591]  If the majority of humanity is practicing love,
[01:04:39.191 --> 01:04:41.614]  Then humanity will know freedom.
[01:04:41.614 --> 01:04:48.141]  But if the majority of humanity is practicing Satanism, then humanity will be enslaved.
[01:04:48.141 --> 01:04:54.567]  You can find much more of this information at whatonearthishappening.com.
[01:04:54.567 --> 01:04:57.030]  Reporting for InfoWars, this is Greg Reese.
[01:05:00.461 --> 01:05:03.823]  Everybody that's watching this needs to support Alex Jones.
[01:05:03.823 --> 01:05:06.645]  Needs to support InfoWars and Band.Video.
[01:05:06.645 --> 01:05:09.347]  You know, the Bible says, let another mouth praise you.
[01:05:09.347 --> 01:05:10.647]  I'm gonna do that right now.
[01:05:10.647 --> 01:05:14.550]  Alex Jones has helped so many people in this industry.
[01:05:14.550 --> 01:05:19.453]  You guys have no idea how many people have got their first start like Savannah Hernandez.
[01:05:19.753 --> 01:05:25.917]  How many people have just been put on a launch pad to outer space because of Alex Jones, including myself?
[01:05:25.917 --> 01:05:34.542]  I've been given so many opportunities because of this man and because of this platform, and I would probably not even be half of where I am right now if it weren't for Alex Jones.
[01:05:34.542 --> 01:05:40.245]  I mean, I've been able to be on podcasts with Alex and Joe Rogan and TimCast, the super TimCast IRL.
[01:05:40.245 --> 01:05:45.668]  Listen, what I'm saying is, do not take Alex Jones and Bandot video for granted.
[01:05:45.908 --> 01:05:48.392]  Because you don't know what you have until it's gone.
[01:05:48.392 --> 01:05:51.057]  We need to support free speech systems right now.
[01:05:51.057 --> 01:05:52.559]  So go check out the store.
[01:05:52.559 --> 01:05:53.761]  Go support their store.
[01:05:53.761 --> 01:05:55.284]  Go support InfoWars.
[01:05:55.284 --> 01:05:56.626]  Leave a donation right now.
[01:05:56.626 --> 01:05:58.128]  Don't wait until they're gone!
[01:06:11.616 --> 01:06:15.877]  You are listening to an InfoWars.com Frontline Report.
[01:06:15.877 --> 01:06:19.757]  It's Alex Jones.
[01:06:19.757 --> 01:06:25.919]  So we told you almost three years ago exactly what would unfold at the enemy's operation.
[01:06:25.919 --> 01:06:27.579]  But I'll give credit where credit's due.
[01:06:27.579 --> 01:06:32.880]  About a year later, Glenn Beck figured it all out and did some excellent reporting on it.
[01:06:32.880 --> 01:06:39.021]  And in a six-minute, 22-second clip of Tucker Carlson over a year ago, he laid it all out.
[01:06:40.598 --> 01:06:43.459]  Let's go back to these documents.
[01:06:43.459 --> 01:06:49.000]  Smoking gun, COVID infection rates higher among vaccinated, Australian data reveals.
[01:06:49.000 --> 01:06:58.383]  Now these numbers out of Australia are almost the identical graphs to Israel, to Singapore, to the UK, to Germany, to Canada, the list goes on and on.
[01:06:59.417 --> 01:07:02.259]  And it's all in this article at InfoWars.com.
[01:07:02.259 --> 01:07:03.620]  It's life-saving.
[01:07:03.620 --> 01:07:07.863]  So get this out on your email, on your text messages, word of mouth.
[01:07:07.863 --> 01:07:08.643]  Take it to church.
[01:07:08.643 --> 01:07:09.564]  Take it to your work.
[01:07:09.564 --> 01:07:10.705]  Warn people.
[01:07:10.705 --> 01:07:12.986]  They're counting on us just laying there.
[01:07:12.986 --> 01:07:17.309]  And again, if you just joined us, here's the statistics out of Australia.
[01:07:17.309 --> 01:07:26.936]  A 236.4% increase in hospital increases and visits and sickness from COVID versus a 3.6% increase
[01:07:29.150 --> 01:07:32.311]  At the highest level for those that took no shots.
[01:07:32.311 --> 01:07:38.052]  You see a massive increase of 90.0% in people that took three shots.
[01:07:38.052 --> 01:07:43.934]  You see a 78% increase in those that took two shots.
[01:07:43.934 --> 01:07:44.734]  You see a peak of
[01:08:02.061 --> 01:08:06.204]  50 plus percent in people that took one shot.
[01:08:06.204 --> 01:08:16.131]  Now, this is Dr. Robert W. Malone, MD, inventor of mRNA technology, using the same New South Wales, Australia COVID ICU admissions numbers.
[01:08:16.131 --> 01:08:16.912]  And here you can see it.
[01:08:16.912 --> 01:08:19.754]  Four doses.
[01:08:19.754 --> 01:08:22.115]  On average, a 173 percent increase.
[01:08:22.115 --> 01:08:23.856]  I was giving you the peak.
[01:08:23.856 --> 01:08:24.937]  Three doses, a 95 percent.
[01:08:26.698 --> 01:08:29.861]  That's his extrapolation of this data I just showed you.
[01:08:29.861 --> 01:08:32.543]  You can spend hours looking at this.
[01:08:32.543 --> 01:08:34.945]  This is from the government of Australia.
[01:08:50.871 --> 01:08:51.972]  Look at that.
[01:08:51.972 --> 01:08:52.992]  That's four shots.
[01:08:52.992 --> 01:08:54.153]  That's three shots.
[01:08:54.153 --> 01:08:55.033]  That's two shots.
[01:08:55.033 --> 01:08:56.354]  That's one shot.
[01:08:56.354 --> 01:08:58.815]  That's zero shots.
[01:08:58.815 --> 01:09:00.576]  And zero shots means zero increase.
[01:09:04.761 --> 01:09:06.022]  Well, this is interesting.
[01:09:06.022 --> 01:09:10.884]  Hashtag vaccine death is the top trending topic on Twitter today.
[01:09:10.884 --> 01:09:12.225]  People are waking up to the truth.
[01:09:12.225 --> 01:09:21.710]  Finally, truth is the only protection from the relentless media and medical journal propaganda which causes people to be tragically complicit in their own demise.
[01:09:24.192 --> 01:09:27.195]  Here's some of the other articles on InfoWars.com.
[01:09:27.195 --> 01:09:30.818]  You know, we've got to go to the Glenn Beck report and then I'll come back with the rest of this.
[01:09:30.818 --> 01:09:31.819]  This is too important.
[01:09:31.819 --> 01:09:34.002]  Here's Glenn Beck laying out the origins of it.
[01:09:34.002 --> 01:09:34.762]  All this is on record.
[01:09:34.762 --> 01:09:35.243]  This is all true.
[01:09:36.656 --> 01:09:45.299]  However you feel about the Corona vaccine, imagine your children being given powerful drugs without your knowledge by unionized teachers.
[01:09:45.299 --> 01:09:46.479]  What's the appropriate response to this?
[01:09:46.479 --> 01:09:48.860]  Glenn Beck, our old friend, is the host of the Glenn Beck Radio Program.
[01:09:48.860 --> 01:09:51.161]  Of course, he joins us tonight on this story.
[01:09:51.161 --> 01:09:52.801]  Glenn, thanks so much for coming on.
[01:09:52.801 --> 01:09:53.761]  So, you're a parent.
[01:09:53.761 --> 01:09:55.442]  How would you respond to something like this?
[01:09:57.660 --> 01:10:02.463]  I file a lawsuit with the teachers union myself.
[01:10:02.463 --> 01:10:04.644]  I can't believe what's going on, Tucker.
[01:10:04.644 --> 01:10:06.985]  It is completely out of control.
[01:10:06.985 --> 01:10:08.886]  And you have to ask yourself, why?
[01:10:08.886 --> 01:10:10.746]  Why are they pushing this like this?
[01:10:10.746 --> 01:10:12.027]  What do they have to gain?
[01:10:12.027 --> 01:10:14.368]  Because it's not our health.
[01:10:14.368 --> 01:10:15.509]  I really don't believe that.
[01:10:16.329 --> 01:10:20.271]  Well, certainly not in the case of children, where there is a demonstrated and actual risk.
[01:10:20.271 --> 01:10:24.534]  It's not, you know, not to every child, but there is very little risk from coronavirus.
[01:10:24.534 --> 01:10:25.635]  So this is like crazy.
[01:10:25.635 --> 01:10:33.860]  So you've done some reporting on this, on some of the incentives we may not be aware of behind these drugs.
[01:10:33.860 --> 01:10:34.880]  If you'll tell us what you found.
[01:10:36.508 --> 01:10:41.794]  Okay, so this is a two-hour chalkboard that is condensed into about four minutes.
[01:10:41.794 --> 01:10:44.837]  So if you want to see the whole thing, it's at FauciLied.com.
[01:10:44.837 --> 01:10:47.840]  But I'll try not to sound crazy and tie this together.
[01:10:47.840 --> 01:10:51.143]  Gain of function, which Fauci says never happened.
[01:10:51.764 --> 01:10:54.025]  Happened in November of 2015.
[01:10:54.025 --> 01:10:56.226]  It happened with Dr. Barrett.
[01:10:56.226 --> 01:10:58.127]  It was a published paper, November 2015.
[01:10:58.127 --> 01:11:06.451]  The USAID and Fauci with EcoHealth, they were funding it.
[01:11:06.451 --> 01:11:09.552]  It was happening with the Wuhan people, so we know that.
[01:11:09.552 --> 01:11:19.577]  But what you may not know is in November, the same month that published paper comes out, the United States begins a partnership with Moderna.
[01:11:19.577 --> 01:11:21.038]  And they are searching for
[01:11:22.238 --> 01:11:27.082]  mRNA coronavirus vaccines.
[01:11:27.082 --> 01:11:28.563]  Kind of a weird coincidence.
[01:11:28.563 --> 01:11:30.624]  But wait, it gets worse.
[01:11:30.624 --> 01:11:44.053]  In this time, we skip to 2018, DARPA receives a proposal from Dr. Barak, US guy, Dr. Shi from Wuhan, and Peter Daszak from EcoHealth.
[01:11:44.053 --> 01:11:48.636]  And DARPA sees this and says, this is far too dangerous.
[01:11:48.636 --> 01:11:50.638]  We're rejecting your proposal.
[01:11:51.358 --> 01:12:08.750]  We don't know what happened from there, but we do know, just about 12 months later, in Wuhan, where Peter Daszak, Dr. Xi, the Bat Lady, Dr. Beric, were all doing research on coronaviruses, about a year later, there's an outbreak.
[01:12:08.750 --> 01:12:20.499]  And the outbreak actually begins, according to documents that we have, that have been smuggled out of China, that there were 10 hospitals involved by October
[01:12:21.059 --> 01:12:26.844]  With patients that we now know are corona-like virus symptoms.
[01:12:26.844 --> 01:12:28.745]  They didn't know what was going on.
[01:12:28.745 --> 01:12:30.247]  Now that was in October.
[01:12:30.247 --> 01:12:34.550]  Remember, we didn't know anything about this in December.
[01:12:34.550 --> 01:12:36.352]  We were starting to get rumblings.
[01:12:36.352 --> 01:12:39.134]  China said there was some sort of an outbreak on December 31st.
[01:12:40.675 --> 01:12:50.637]  But Peter, I'm sorry, not Peter Daszak, Dr. Barak signs a government deal with Moderna.
[01:12:50.637 --> 01:12:53.077]  I want to read it exactly to you.
[01:12:53.077 --> 01:12:55.338]  This deal was made.
[01:12:55.338 --> 01:12:56.198]  It's confidential.
[01:12:56.198 --> 01:13:00.178]  It's 158 pages long.
[01:13:00.178 --> 01:13:08.740]  It is, if I skip to page 104, they are entering a specific private confidential agreement
[01:13:09.480 --> 01:13:27.390]  The NIH appears to be transferring technology to Dr. Barak, but what they're making clear is, quote, mRNA coronavirus vaccine candidates developed and jointly owned by NIAID and Moderna.
[01:13:29.045 --> 01:13:32.911]  Now this is weird because it's two weeks later that we know there's a problem.
[01:13:32.911 --> 01:13:42.986]  They signed that deal two weeks before and they signed it with the doctor who happened to be a partner with the Bat Lady in Wuhan.
[01:13:42.986 --> 01:13:44.248]  Here's where it gets really dark.
[01:13:45.313 --> 01:13:58.377]  These are the same group of people that in the end of January begin to have meetings and they shut down and begin to smear anyone who's looking into the lab leak theory.
[01:13:58.377 --> 01:14:02.859]  They establish that's not true, don't even look there.
[01:14:03.879 --> 01:14:06.900]  It appears to be collusion.
[01:14:06.900 --> 01:14:10.801]  We've passed this on to several people in Congress and the Senate.
[01:14:10.801 --> 01:14:13.362]  We know Rand Paul is on this.
[01:14:13.362 --> 01:14:16.723]  And Dr. Fauci has some answers to give.
[01:14:16.723 --> 01:14:19.104]  Well, I just want to affirm what you're saying.
[01:14:19.104 --> 01:14:21.885]  The amazing reporting you've done on this.
[01:14:21.885 --> 01:14:27.887]  Here's a clip of the recently departed NIH Director Francis Collins admitting on camera that the U.S.
[01:14:27.887 --> 01:14:30.048]  government has a stake in the Vax.
[01:14:30.048 --> 01:14:30.428]  Watch this.
[01:14:31.567 --> 01:14:32.988]  Who's going to own that vaccine?
[01:14:32.988 --> 01:14:34.609]  Does the federal government own it?
[01:14:34.609 --> 01:14:52.198]  One of the vaccines, the one that's furthest along, was started actually at the federal government in our own vaccine research center at NIH and then worked with a biotechnology company called Moderna to get to where we are now with very impressive phase one results and getting ready to go into a large-scale trial as early as July.
[01:14:52.198 --> 01:14:56.420]  That one, of course, we do have some particular stake in the intellectual property.
[01:14:58.263 --> 01:15:01.365]  This just seems, I mean, you are not making this up.
[01:15:01.365 --> 01:15:03.326]  What you're saying is true.
[01:15:03.326 --> 01:15:05.987]  Really quickly, why is this not a front page story everywhere?
[01:15:05.987 --> 01:15:16.393]  Please, all of the documents, we spent about a year on this with people like Charles Rixley from Drastic, with Judicial Watch, they were all FOIA'd.
[01:15:16.393 --> 01:15:22.376]  These are documents that prove beyond, I think, any kind of reasonable doubt.
[01:15:22.376 --> 01:15:24.778]  Something very wrong is happening here.
[01:15:25.538 --> 01:15:25.798]  Yeah.
[01:15:47.230 --> 01:15:49.412]  That's just, it's just beyond belief.
[01:15:49.412 --> 01:15:53.095]  And I'm glad, finally, that someone is saying this out loud.
[01:15:53.095 --> 01:15:55.037]  Glenn Beck, I appreciate your reporting on this.
[01:15:55.037 --> 01:15:55.397]  Thank you.
[01:15:55.397 --> 01:15:59.441]  It was great to see you tonight.
[01:15:59.441 --> 01:16:03.024]  So, when I first started taking Survival Shield, basically, I was 275 pounds.
[01:16:03.024 --> 01:16:04.505]  I was overweight.
[01:16:04.505 --> 01:16:06.607]  I had brain fog like you wouldn't believe.
[01:16:06.607 --> 01:16:08.709]  I was barely holding on to a job.
[01:16:08.709 --> 01:16:11.231]  And I heard Dr. Grip on your show, and I listened to it.
[01:16:11.231 --> 01:16:14.053]  So the first one I got was the original Survival Shield, the X1.
[01:16:15.134 --> 01:16:15.534]  We're good.
[01:16:31.307 --> 01:16:32.708]  Beautifully said, brother.
[01:16:32.708 --> 01:16:35.210]  I thank you so much for your call, and Godspeed.
[01:16:59.608 --> 01:17:04.152]  I've taken a lot of supplements over the years, since high school, and they had great effects.
[01:17:04.152 --> 01:17:07.855]  And the science has gotten better and better and better over the years.
[01:17:07.855 --> 01:17:18.664]  And now with all the things we're bombarded with, and the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural male potential.
[01:17:18.664 --> 01:17:20.046]  These products work great for women as well.
[01:17:20.626 --> 01:17:23.027]  Ladies and gentlemen, we have Pain MD.
[01:17:23.027 --> 01:17:25.507]  It's a number one national bestseller under another name.
[01:17:25.507 --> 01:17:31.329]  We got it discounted for 40% off InfoWarsTore.com under the label InfoWars Platinum.
[01:17:31.329 --> 01:17:33.569]  We've also got HGH Max Boost.
[01:17:33.569 --> 01:17:34.870]  Read all about it.
[01:17:34.870 --> 01:17:36.370]  Be very safe with it.
[01:17:36.370 --> 01:17:39.671]  Take only a fraction of what they say at first and take it before you go to bed at night.
[01:17:39.671 --> 01:17:41.191]  Don't do it during the day.
[01:17:41.191 --> 01:17:44.192]  1776 Testosterone Boost.
[01:17:44.192 --> 01:17:45.272]  Totally incredible.
[01:17:45.272 --> 01:17:46.193]  Go read about them.
[01:17:46.193 --> 01:17:46.973]  Learn more about them.
[01:17:47.333 --> 01:17:52.257]  At InfoWarsStore.com in the InfoWars Platinum section.
[01:17:52.257 --> 01:17:59.143]  And you get 40% off on these already best-selling products under the new name InfoWars Platinum.
[01:17:59.143 --> 01:18:03.067]  Taping this important announcement on the afternoon of Thursday, January 5th, 2023.
[01:18:04.708 --> 01:18:12.513]  And that means you've only got four days to act if you want to get Vitamin Mineral Fusion and DNA Force Plus both at 50% off.
[01:18:12.513 --> 01:18:16.676]  Next Monday, the products are going back to full price because they're close to selling out.
[01:18:16.676 --> 01:18:19.178]  We won't have more back in stock for months.
[01:18:19.178 --> 01:18:22.500]  Everybody should be on Vitamin Mineral Fusion and DNA Force Plus.
[01:18:22.500 --> 01:18:26.703]  Just look at DNA Force Plus with the PQQ and the CoQ10 and so much more.
[01:18:26.703 --> 01:18:34.388]  Documented to clean out your cells, your mitochondria, take your immune system to the next level, and even have your telomeres, that's your DNA, last longer.
[01:18:35.088 --> 01:18:35.308]  Thank you.
[01:18:59.511 --> 01:19:04.014]  Taping this important announcement on the afternoon of Thursday, January 5th, 2023.
[01:19:04.014 --> 01:19:12.901]  And that means you've only got four days to act if you want to get Vitaminal Fusion and DNA Force Plus both at 50% off.
[01:19:12.901 --> 01:19:17.304]  Next Monday, the products are going back to full price because they're close to selling out.
[01:19:17.304 --> 01:19:19.566]  We won't have more back in stock for months.
[01:19:19.566 --> 01:19:22.468]  Everybody should be on Vitaminal Fusion and DNA Force Plus.
[01:19:22.868 --> 01:19:27.051]  Just look at DNA Force Plus with the PQQ and the CoQ10 and so much more.
[01:19:27.051 --> 01:19:35.476]  Documented to clean out your cells, your mitochondria, take your immune system to the next level, and even have your telomeres, that's your DNA, last longer.
[01:19:35.476 --> 01:19:39.038]  This is the opposite of what the globalists are doing with their poison shots.
[01:19:39.038 --> 01:19:42.320]  This is actually giving your body the tools it needs to regenerate.
[01:19:42.780 --> 01:19:47.284]  Get DNA Force Plus and Vitaminal Fusion for a limited time for 50% off.
[01:19:47.284 --> 01:19:52.269]  You've got until next Monday and your purchase supports the broadcast.
[01:19:52.269 --> 01:19:53.190]  Keep us on air.
[01:19:53.190 --> 01:19:57.113]  Please take action now for your own wellness and your own health and keep us on air.
[01:19:57.113 --> 01:20:00.856]  InfoWarsTore.com.
[01:20:00.856 --> 01:20:06.762]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
