[00:00:26.212 --> 00:00:27.513]  It's Sunday, August 25th.
[00:48:08.223 --> 00:48:14.827]  And we're going to go through this list from Forbes, the top 10 health claims, Alex Jones' top 10 health claims and why they're wrong.
[00:48:14.827 --> 00:48:16.689]  We'll see how wrong they really were.
[00:48:16.689 --> 00:48:34.700]  But before we do that, Sargon of Akkad, this is a cultural revolution that's happening where people are starting to actually, I don't even know how to explain it almost, where people just kind of quit caring, just in general, about where the world was going, about where they were going, about culture and politics.
[00:48:34.700 --> 00:48:36.322]  And they saw it get so bad.
[00:48:37.196 --> 00:48:39.417]  That they just kind of got into action.
[00:48:39.417 --> 00:48:40.717]  They just said, okay, wait a second.
[00:48:40.717 --> 00:48:42.378]  We need to decide about this AI.
[00:48:42.378 --> 00:48:44.339]  We need to decide about sexualizing kids.
[00:48:44.339 --> 00:48:48.761]  We need to decide about all these different issues, like world government.
[00:48:48.761 --> 00:48:56.164]  And it seems like social media in Silicon Valley is doing everything they can to try to stop that renaissance and stop that cultural revolution.
[00:48:56.164 --> 00:48:58.905]  So there was a Project Veritas video.
[00:48:58.905 --> 00:49:02.247]  I can't remember the name of the lady that was being recorded now.
[00:49:02.247 --> 00:49:03.327]  Maybe you can remember for me.
[00:49:03.327 --> 00:49:04.888]  I can't remember what her name was.
[00:49:04.888 --> 00:49:05.508]  Oh, Jen Janai.
[00:49:06.568 --> 00:49:13.532]  She was being recorded and she was saying that Google's very concerned about fairness, but the question is what's your definition of fairness?
[00:49:13.532 --> 00:49:21.857]  And she said in the video that they've come to realize that basically half the country, the Trump voters, just fundamentally disagree with their version of fairness.
[00:49:21.857 --> 00:49:29.361]  And I think that what it comes down to is that the left at the moment has a version of fairness in their head that they think equal outcomes is what is fair.
[00:49:29.881 --> 00:49:34.985]  But the right wing seem to think that a fair procedure is what creates fairness.
[00:49:34.985 --> 00:49:38.147]  So fairness isn't set before you go through whatever the just procedure is.
[00:49:38.147 --> 00:49:40.950]  Fairness is whatever the outcome of the just procedure is.
[00:49:40.950 --> 00:49:42.951]  And that could be an unequal outcome.
[00:49:42.951 --> 00:49:47.615]  And so to the left that's a complete opposite and they don't recognize that as being fair.
[00:49:48.315 --> 00:49:53.740]  And so if you artificially realign this, the right looks at that and says, well that's not a fair procedure.
[00:49:53.740 --> 00:49:54.981]  I don't think that's fair.
[00:49:54.981 --> 00:50:00.085]  And so you've got these two world views that are coming into conflict and they don't really understand one another.
[00:50:00.085 --> 00:50:10.674]  And honestly, they spend a lot of time demonising each other because social media, Twitter I would say especially, it's like a raging argument that's just constantly going on.
[00:50:10.674 --> 00:50:13.157]  And people get on there, jump into an argument and start just...
[00:50:13.797 --> 00:50:29.124]  Throwing insults at one another from the word go and there is no charity there is is just owning one another all day every day and that's creating a really really unhealthy and kind of cult-like mentality in just a war mode that everyone's in.
[00:50:29.124 --> 00:50:34.106]  Well and the fairness thing to me this is the biggest lie of any liberal
[00:50:35.538 --> 00:50:41.563]  If they're the ones either engaging in censorship or cheering it on is, again, they want to say, oh, oh, you support Trump, you're racist.
[00:50:41.563 --> 00:50:44.725]  I mean, literally, they say every Trump supporter is, you know, a white nationalist.
[00:50:44.725 --> 00:50:49.188]  Doesn't matter if there's millions of black people that vote for him or, you know, Latino people, whatever.
[00:50:49.188 --> 00:50:50.509]  It's just that's the thing they go to.
[00:50:50.509 --> 00:50:51.911]  So they justify it.
[00:50:52.691 --> 00:51:06.539]  See, I called you a racist, so therefore you should be censored, and so that's their version of fairness, is that they've labeled you something derogatory, whether it's true or not is irrelevant, they've labeled it... and so that's how... that's the mind of a totalitarian.
[00:51:06.539 --> 00:51:07.519]  That's the mind of a tyrant.
[00:51:07.519 --> 00:51:08.680]  That's the mind of an authoritarian.
[00:51:08.680 --> 00:51:12.482]  And then they sit back and they say, oh, Trump's an authoritarian!
[00:51:12.482 --> 00:51:13.443]  Trump's a tyrant!
[00:51:13.443 --> 00:51:15.364]  And by the way, turn your guns into him!
[00:51:15.364 --> 00:51:17.005]  Like, where does this... where does this...
[00:51:17.927 --> 00:51:19.348]  Where does this thought pattern even go?
[00:51:19.348 --> 00:51:22.029]  I mean, it's just in circles of insanity.
[00:51:22.029 --> 00:51:25.251]  There are definitely manifest contradictions when you say that the U.S.
[00:51:25.251 --> 00:51:29.113]  government is being run by a fascist, but also no one should have guns.
[00:51:29.113 --> 00:51:30.814]  I mean, that's just crazy.
[00:51:30.814 --> 00:51:32.615]  And again, these people go out in the streets.
[00:51:32.615 --> 00:51:36.178]  If Trump was a fascist, they'd all be rounded up and put in a gulag.
[00:51:36.178 --> 00:51:38.079]  Yes, they would, yes.
[00:51:38.079 --> 00:51:40.240]  If Trump was a fascist, they wouldn't have platforms.
[00:51:40.240 --> 00:51:42.061]  So I'm kind of like, hey, Trump, be a fascist!
[00:51:42.061 --> 00:51:42.441]  Let's see it!
[00:51:44.943 --> 00:51:46.363]  I don't want Trump to be a fascist.
[00:51:46.363 --> 00:51:47.504]  But I don't think he is, you know.
[00:51:47.504 --> 00:51:54.628]  I don't think it's... I mean, you know, you could say that maybe he can be heavy-handed, like his tweets the other day saying he orders companies out of China.
[00:51:54.628 --> 00:51:59.471]  I mean, it would have been far more sensible for him to have said, I advocate that companies leave China.
[00:51:59.471 --> 00:52:01.212]  Because then it doesn't sound authoritarian.
[00:52:01.212 --> 00:52:02.593]  He doesn't sound heavy-handed.
[00:52:02.593 --> 00:52:06.055]  But the thing is, people have got to remember, he's 72 years old.
[00:52:06.055 --> 00:52:07.496]  You know, he's not a young man.
[00:52:07.496 --> 00:52:10.177]  And honestly, Americans, why do you keep electing such old people?
[00:52:10.177 --> 00:52:11.078]  And he's from New York, too.
[00:52:11.898 --> 00:52:14.799]  Yeah, so he's always been a big talker.
[00:52:14.799 --> 00:52:21.501]  But Joe Biden is probably going to be the guy facing Trump, isn't he?
[00:52:21.501 --> 00:52:23.021]  They're both in their 70s.
[00:52:23.021 --> 00:52:27.142]  Can we have someone at least in their 60s?
[00:52:27.142 --> 00:52:29.243]  How old is Hillary?
[00:52:29.243 --> 00:52:30.083]  Is she 70 yet?
[00:52:30.083 --> 00:52:30.963]  She might come on back.
[00:52:30.963 --> 00:52:33.124]  Yeah, she must be about that age, yeah.
[00:52:33.124 --> 00:52:35.865]  So she might slip under the old 70, but I think she's older than that.
[00:52:36.741 --> 00:52:40.182]  But when you, I mean, you see her, she looks like she's half, one foot in the crypt.
[00:52:40.182 --> 00:52:41.522]  Well, yeah.
[00:52:41.522 --> 00:52:42.083]  Well, yeah.
[00:52:42.083 --> 00:52:43.043]  She's 71 now.
[00:52:43.043 --> 00:52:44.283]  71, right.
[00:52:44.283 --> 00:52:45.224]  Oh, gosh.
[00:52:45.224 --> 00:52:48.845]  See, can we just... But you know, but see, here's the thing, too.
[00:52:48.845 --> 00:52:53.226]  You know, you mentioned that, that tweet about Trump saying, you know, get all businesses out of China.
[00:52:53.226 --> 00:52:54.246]  Yeah.
[00:52:54.246 --> 00:52:55.407]  The problem is, because, because...
[00:52:56.727 --> 00:53:04.512]  It could be heavy-handed, I think that's fair to say, but the media then adds so much weight to it by twisting it and turning it.
[00:53:04.512 --> 00:53:08.995]  Look, China is destroying us on trade for decades.
[00:53:08.995 --> 00:53:10.556]  It's not even, I mean, it's unbelievable.
[00:53:10.556 --> 00:53:12.097]  China devalues their currency.
[00:53:12.097 --> 00:53:13.558]  China has slave labor.
[00:53:13.558 --> 00:53:15.519]  China is not paying people a fair wage.
[00:53:15.519 --> 00:53:17.401]  China is polluting their environment.
[00:53:17.401 --> 00:53:20.543]  I mean, if you want to say that, they might say, actually, we've created more forestation.
[00:53:20.543 --> 00:53:24.926]  But the point is, all of these different things that they complain in the West,
[00:53:25.546 --> 00:53:31.172]  The pollution, the low wages, the authoritarianism, that's all going on in China.
[00:53:31.172 --> 00:53:31.832]  Yeah, that's correct.
[00:53:31.832 --> 00:53:36.557]  And so then Trump just says, hey, let's bring this prosperity back to the West.
[00:53:36.557 --> 00:53:41.662]  Let's bring our companies back to the West where they can get paid a fair wage and we can employ Americans.
[00:53:41.662 --> 00:53:45.025]  And then somehow the media says, well, that's bad.
[00:53:45.025 --> 00:53:45.686]  He can't say that.
[00:53:45.686 --> 00:53:49.249]  No, of course, if you're an American company, you should bring your company back to America.
[00:53:49.249 --> 00:53:49.850]  Why wouldn't you?
[00:53:50.350 --> 00:53:52.251]  But I guess that's the big mystery.
[00:53:52.251 --> 00:53:54.311]  Well, why do they love China so much?
[00:53:54.311 --> 00:53:58.633]  The answer is because the Chinese government is essentially facilitating slave labor.
[00:53:58.633 --> 00:54:03.174]  I mean, people in China work for a very, very low wage in very, very awful conditions.
[00:54:03.174 --> 00:54:09.776]  And when they complain, they instead put up suicide nets around the building to just prevent people from jumping off and killing themselves.
[00:54:09.776 --> 00:54:11.317]  China is not a very nice place.
[00:54:11.317 --> 00:54:12.657]  It's hugely authoritarian.
[00:54:12.657 --> 00:54:14.858]  The social credit system that's going on in China is
[00:54:15.758 --> 00:54:25.146]  As Orwellian as it comes, and a warning to the rest of the world is this is what your society could become if you don't keep an eye on what the government and social media's interactions are like.
[00:54:25.146 --> 00:54:28.209]  And I think that that's the whole thing is that China has been engaged in...
[00:54:30.165 --> 00:54:33.847]  I mean, it's not even about social engineering necessarily, but they've been... No, I think it is.
[00:54:33.847 --> 00:54:35.147]  I think it is about social engineering.
[00:54:35.147 --> 00:54:46.112]  But I think what China's doing differently is that they've already built the infrastructure for the AI to be totally in control, with the facial recognition everywhere, with the back doors and everything.
[00:54:46.112 --> 00:54:49.274]  That's what they want to see worldwide under a world government.
[00:54:49.274 --> 00:54:51.695]  And so you see the protesters in Hong Kong, they're going and literally...
[00:54:52.515 --> 00:54:55.116]  They're taking down the facial recognition towers.
[00:54:55.116 --> 00:55:07.263]  So it's like, the dystopian future of the One World Government with an eye on everyone, like the Eye of Sauron, that's already in China, in practice, and the people are trying to protest against it, and then they don't even make a news story of it.
[00:55:07.263 --> 00:55:14.166]  Yeah, I think Western countries, and I mean all of them, should have a very firm moral stance on this.
[00:55:14.166 --> 00:55:16.508]  It is wrong to do what China is doing.
[00:55:16.508 --> 00:55:18.168]  It should not be done in the West.
[00:55:18.168 --> 00:55:18.549]  Full stop.
[00:55:20.333 --> 00:55:26.415]  But you see, the people that come from China to America are some of the most patriotic people you'll ever meet.
[00:55:26.415 --> 00:55:27.035]  Why?
[00:55:27.035 --> 00:55:30.196]  Because they dealt with communism.
[00:55:30.196 --> 00:55:31.937]  They dealt with real fascism.
[00:55:31.937 --> 00:55:34.878]  They understand and appreciate the freedoms of the West.
[00:55:34.878 --> 00:55:39.099]  And you know, you're talking about the partisan divides.
[00:55:39.099 --> 00:55:41.540]  I understand partisan divides are always going to be there.
[00:55:41.540 --> 00:55:43.641]  I just feel that the lines have been so...
[00:55:45.031 --> 00:55:47.492]  It's like, okay, you ever see like baseball?
[00:55:47.492 --> 00:55:48.673]  Like there's a foul line, right?
[00:55:48.673 --> 00:55:51.735]  That the dirt, it's like the white dirt on the brown dirt.
[00:55:51.735 --> 00:55:54.256]  Well, when they first put it up, the line is clear.
[00:55:54.256 --> 00:55:55.737]  Yeah, it's been dug in very deep now.
[00:55:55.737 --> 00:56:01.020]  But then after nine innings, the line is almost gone and there's kind of white paint everywhere and you're not really sure where the line is.
[00:56:01.760 --> 00:56:04.661]  I think that the divide is becoming a chasm now.
[00:56:04.661 --> 00:56:07.802]  And I think Twitter is responsible for this.
[00:56:07.802 --> 00:56:16.085]  I think it's the sort of falling into lanes in social media is amplifying the same message that people hear over and over and over.
[00:56:16.085 --> 00:56:22.428]  Because normally you don't get as much content from one particular topic as you do now with social media.
[00:56:22.428 --> 00:56:23.048]  You never used to.
[00:56:23.388 --> 00:56:31.537]  You know, you have to be a real expert to get, you know, constant day after day after day seeing the same sort of content from the same sort of Facebook pages posting the same thing.
[00:56:31.537 --> 00:56:34.961]  So I think that's probably one of the primary reasons.
[00:56:34.961 --> 00:56:43.950]  And I think part of the amplification of that, and this isn't even political, there's the... and there was even a whistleblower, I think it was from Facebook, that talked about this.
[00:56:43.950 --> 00:56:44.731]  The whole thing is...
[00:56:45.572 --> 00:56:47.234]  They meant to do it.
[00:56:47.234 --> 00:56:55.282]  Specifically on Twitter, because I'm banned off YouTube and Facebook so I can't really measure that stuff anymore, but on Twitter I can still see it and measure it.
[00:56:55.282 --> 00:56:58.886]  People want to put out a tweet that they know is going to be popular.
[00:56:58.886 --> 00:57:02.570]  And so that's what you're saying is kind of falling into that lane.
[00:57:03.411 --> 00:57:17.982]  Saying, okay, here's the lane, if I put something popular in this lane, maybe it's really gonna go, and that's the dopamine hit, that's the getting the satisfaction from the fake social world of social media, which, I mean, I see it- It's the gamification of politics.
[00:57:17.982 --> 00:57:20.944]  That's good, it's the gamification of socializing, really, just talking to people.
[00:57:21.444 --> 00:57:24.266]  And not just that, the sort of political divide.
[00:57:24.266 --> 00:57:28.429]  Now you gain influence by gaining likes and retweets.
[00:57:28.429 --> 00:57:30.950]  And it is just like playing a game.
[00:57:30.950 --> 00:57:33.692]  So you're incentivized to go further and further and further.
[00:57:33.692 --> 00:57:35.894]  And like you say, you get the dopamine hit, it's addictive.
[00:57:35.894 --> 00:57:43.499]  And when they were setting up social media networks, when the co-founder of Facebook, not Zuckerberg but the other channel, he said that they knew they were going to do it and they did it anyway.
[00:57:43.499 --> 00:57:45.360]  And it's so obvious that this is what's going on.
[00:57:45.360 --> 00:57:46.981]  We'll be right back with more of the Alex Jones Show.
[00:57:51.081 --> 00:57:54.522]  It's just heavy, heavy, heavy.
[00:57:54.522 --> 00:57:58.564]  Make no mistake, it's... We're not in Kansas anymore.
[00:57:58.564 --> 00:58:02.625]  We're not in Kansas anymore.
[00:58:02.625 --> 00:58:07.287]  If you have a corrupt media, you don't have a democracy.
[00:58:07.287 --> 00:58:10.448]  I don't think we've seen division like this in America since Vietnam.
[00:58:10.448 --> 00:58:11.509]  It's a form of fascism.
[00:58:12.592 --> 00:58:16.154]  The High Court will examine free speech rights and social media.
[00:58:16.154 --> 00:58:27.481]  Multiple online platforms have now taken down content associated with Alex Jones and InfoWars.
[00:58:27.481 --> 00:58:39.108]  First they come for Alex Jones, everyone else like Domino's would fall.
[00:58:39.108 --> 00:58:40.329]  We're not in Kansas anymore.
[00:58:43.030 --> 00:58:49.796]  You can't watch this, the movie available now at InfoWarsStore.com.
[00:58:49.796 --> 00:58:59.143]  An InfoWarrior fan favorite formula, Survival Shield X2, continues to lead the way into the next generation of super high quality nasoniodine formulas.
[00:58:59.143 --> 00:59:06.949]  Derived from ancient sea salts found more than 7,000 feet below the Earth's surface, every drop of Survival Shield X2 contains 650 micrograms
[00:59:09.251 --> 00:59:11.053]  to keep you in your prime form.
[00:59:11.053 --> 00:59:23.702]  Even today, iodine deficiency remains a serious problem, with the World Health Organization estimating that nearly 50 million people still suffer from some kind of mental impairment related to iodine deficiency.
[00:59:23.702 --> 00:59:38.133]  That's why it's so important that you try Survival Shield X2, the only source of 99.999% ultra-pure deep-earth iodine crystals exclusively available through InfoWars Life at an extremely affordable price.
[00:59:38.633 --> 00:59:54.298]  Discover the shocking facts behind nasoniodine and secure your bottle today while supplies last at InfoWarsTore.com You're listening to the Alex Jones Show!
[00:59:59.184 --> 01:00:05.752]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:00:05.752 --> 01:00:08.455]  And now, your host, Owen Troyer.
[01:00:09.938 --> 01:00:12.440]  And Sargon of Makat is in studio with us.
[01:00:12.440 --> 01:00:17.404]  Now I want to play this clip and get his reaction to it live on air if you haven't heard this yet.
[01:00:17.404 --> 01:00:25.751]  This is from CNN's Sunday blunder of a show called Reliable Sources with Brian Pennywise Stelter.
[01:00:25.751 --> 01:00:29.394]  And he has a panelist on that is not, they're going beyond folks.
[01:00:29.394 --> 01:00:30.635]  I don't know what they're going to say next.
[01:00:30.635 --> 01:00:33.558]  Maybe Trump caused cancer or something.
[01:00:33.558 --> 01:00:38.222]  So here's a CNN panel saying that Trump is responsible for murdering hundreds of millions of people.
[01:00:39.721 --> 01:00:45.605]  Well I think that medicalizing politics has three very dire consequences.
[01:00:45.605 --> 01:00:49.589]  The first is that it stigmatizes the mentally ill.
[01:00:49.589 --> 01:00:51.010]  This is Dr. Alan Francis on CNN.
[01:00:57.509 --> 01:01:01.692]  See, you have to analyze these people and their mental gymnastics that they do.
[01:01:01.692 --> 01:01:03.273]  They're the ones that did this.
[01:01:03.273 --> 01:01:07.115]  They're the ones that said Trump was mentally unfit and politicized medical conditions.
[01:01:07.115 --> 01:01:08.356]  That wasn't, that was them!
[01:01:08.356 --> 01:01:10.657]  And now they're sitting here saying, you can't do that!
[01:01:10.657 --> 01:01:13.018]  Yeah, they've been doing it for years.
[01:01:13.018 --> 01:01:21.564]  They've had so many different psychologists doing remote diagnoses of Trump, which is something that a psychologist will tell you they shouldn't do.
[01:01:21.564 --> 01:01:23.845]  Well, it's actually, I think it's illegal in some regard.
[01:01:24.625 --> 01:01:32.487]  It might well be, I'm not sure, but it's very unprofessional, is I think the best way to put it, because obviously you need to sit down and actually speak to the patient.
[01:01:32.487 --> 01:01:42.250]  Just seeing someone talking on TV is not normally something that I think they would be willing to normally do, but for some reason CNN can find people who will.
[01:01:42.810 --> 01:01:46.917]  Well, you know, Trump's just a successful businessman, real estate, television host, family, everything.
[01:01:46.917 --> 01:01:48.340]  Yeah, mentally unstable, surely.
[01:01:48.340 --> 01:01:50.804]  Not Brian Stelter, you know, penny-wise.
[01:01:50.804 --> 01:01:53.830]  But, you know, but this is CNN, so I just want to put that back.
[01:01:53.830 --> 01:01:55.994]  Now they go even further, and listen to what they say next.
[01:01:56.988 --> 01:01:58.389]  Yeah, you're crazy alright.
[01:02:12.878 --> 01:02:13.478]  We're good.
[01:02:35.698 --> 01:02:36.499]  And what did he just do?
[01:02:36.499 --> 01:02:39.202]  He just attacked this person and didn't even mention one policy.
[01:02:39.202 --> 01:02:41.565]  And he says, whose policies are so crazy?
[01:02:41.565 --> 01:02:43.528]  I mean, what policy is so crazy?
[01:02:45.062 --> 01:02:45.402]  I don't know.
[01:02:45.402 --> 01:02:47.883]  I actually support what Trump's doing at the moment.
[01:02:47.883 --> 01:02:51.664]  I think it's really wild, though, how he... I mean, that was a prediction.
[01:02:51.664 --> 01:02:54.304]  I wasn't saying that Trump has already done this.
[01:02:54.304 --> 01:02:58.765]  But I don't think that Trump is going to be responsible for tens of millions of deaths.
[01:02:58.765 --> 01:03:05.927]  And I don't see that... I mean, even, like, philosophically, I don't think there's anything in what Trump's saying that is going to cause tens of millions of deaths.
[01:03:05.927 --> 01:03:10.428]  He's not really doing anything particularly outside of the norm for a 1990s Democrat.
[01:03:10.428 --> 01:03:11.969]  If anything, the media's doing that.
[01:03:11.969 --> 01:03:13.129]  It's CNN that's doing that.
[01:03:13.909 --> 01:03:17.532]  Oh, well, I mean, they're certainly being highly hyperbolic.
[01:03:17.532 --> 01:03:18.673]  I mean, this is wild.
[01:03:18.673 --> 01:03:21.875]  But then you just look at all the people that wear a Trump hat and get assaulted.
[01:03:21.875 --> 01:03:27.359]  I mean, that's directly because mainstream media and Democrats saying that these people are racist bigots.
[01:03:27.359 --> 01:03:27.820]  Oh, yeah.
[01:03:27.820 --> 01:03:28.240]  Yeah.
[01:03:28.240 --> 01:03:30.181]  That's definitely media incitement.
[01:03:30.181 --> 01:03:35.946]  And I actually went on the Victoria Derbyshire Show, which is a BBC show in the UK, and confronted her with that.
[01:03:35.946 --> 01:03:39.548]  And so she says, well, you admit that words can incite violence.
[01:03:39.548 --> 01:03:42.250]  And I looked at her like, well, I've never said that they can't.
[01:03:43.351 --> 01:03:44.092]  Are you doing it?
[01:03:44.092 --> 01:03:46.333]  And you're admitting that that's what you're doing.
[01:03:46.333 --> 01:03:49.956]  Because I was attacked when I was on the campaign trail in the UK.
[01:03:49.956 --> 01:03:52.117]  And she just admitted, yeah, we know what we're doing.
[01:03:52.117 --> 01:03:57.961]  We know that we're inciting people to give you a hard time and not to actually attack you in the streets.
[01:03:57.961 --> 01:04:03.645]  And when I boil this down from a psychological perspective, it always comes down to the same thing for me.
[01:04:03.645 --> 01:04:06.607]  These people, it's beyond a pathological liar.
[01:04:07.526 --> 01:04:14.150]  I don't really know how to explain it, but it's like, again, they justify their words causing violence by what?
[01:04:14.150 --> 01:04:15.772]  Well, you are a racist.
[01:04:15.772 --> 01:04:16.652]  You are a bigot.
[01:04:16.652 --> 01:04:18.533]  I'm just calling you what you are.
[01:04:18.533 --> 01:04:20.715]  They know that's not true deep down.
[01:04:20.715 --> 01:04:27.159]  That's just them rejecting the reality that their politics are losing, rejecting the reality that Trump won despite all their heroes saying he could never win.
[01:04:27.159 --> 01:04:33.864]  So this is like their defense mechanism is to just point a finger and name call when they know that they're just losing politically.
[01:04:34.364 --> 01:04:35.244]  It's even worse than that.
[01:04:35.244 --> 01:04:39.545]  They call you a racist because they know that you think racism is a bad thing.
[01:04:39.545 --> 01:04:45.427]  If you were actually a racist, they wouldn't bother calling you it, because it wouldn't have any effect on you.
[01:04:45.427 --> 01:04:48.187]  Well, I mean, America is probably the most racist country on Earth.
[01:04:48.187 --> 01:04:51.568]  Just, you know, we open the doors to every country, every skin color, every religion.
[01:04:51.568 --> 01:04:52.228]  Yeah, I bet it's fine.
[01:04:52.228 --> 01:04:52.868]  We're just horrible.
[01:04:52.868 --> 01:04:53.949]  We're just horrible people over here.
[01:04:53.949 --> 01:04:54.489]  Everyone's coming.
[01:04:57.162 --> 01:05:01.345]  The globalists are hyper-competitive scientific dictators.
[01:05:01.345 --> 01:05:02.406]  They are technocrats.
[01:05:02.406 --> 01:05:04.708]  They are control freaks in their own words.
[01:05:04.708 --> 01:05:12.074]  And they believe allowing you to live your own life, make your own decisions, gets in the way of their great destiny to merge with AI gods.
[01:05:12.074 --> 01:05:13.935]  Now we're fighting them hard in cyberspace.
[01:05:13.935 --> 01:05:16.037]  We're fighting them hard right here in the third dimension.
[01:05:16.537 --> 01:05:22.879]  One of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[01:05:22.879 --> 01:05:28.081]  If I wasn't taking the highest quality supplements from 4warslife.com, I couldn't do it.
[01:05:28.081 --> 01:05:37.084]  That's why we decided to take our original Secret 12 that was incredibly high quality medical bottlemen and double the strength of it in a new formula, Ultra 12.
[01:05:38.064 --> 01:05:44.050]  Ultra 12 is undoubtedly the strongest, highest quality B-12 over-the-counter that you're going to find anywhere.
[01:05:44.050 --> 01:05:44.991]  It is amazing.
[01:05:44.991 --> 01:05:54.982]  Experience pure methacobalamin B-12 for yourself and fund the second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLife.com, or 888-253-3139.
[01:06:05.868 --> 01:06:12.972]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:06:12.972 --> 01:06:18.776]  And now, your host, Owen Troyer.
[01:06:18.776 --> 01:06:28.241]  So, Sargon of Akkad is in studio and he brought this story up, which was from a year ago, just over a year ago actually, and we're going to be reviewing this from Forbes.com.
[01:06:28.241 --> 01:06:32.203]  Alex Jones' top 10 health claims and why they are wrong.
[01:06:32.203 --> 01:06:33.744]  Or are they?
[01:06:33.744 --> 01:06:34.805]  Or are they wrong?
[01:06:35.592 --> 01:06:38.823]  You know, it just went mainstream last week.
[01:06:40.367 --> 01:06:41.948]  With CNN and a bunch of other people.
[01:06:41.948 --> 01:06:45.031]  I'm not sure the origin of the study, but there have already been studies.
[01:06:45.031 --> 01:06:45.892]  There were Harvard studies.
[01:06:45.892 --> 01:06:47.373]  There have actually been dozens of studies.
[01:06:47.373 --> 01:06:49.375]  There have been studies about mercury.
[01:06:49.375 --> 01:06:52.557]  But specifically about fluoride lowering IQ.
[01:06:52.557 --> 01:06:54.659]  There's been so many studies.
[01:06:54.659 --> 01:06:55.520]  It's ridiculous.
[01:06:55.520 --> 01:06:56.781]  But a new study comes out.
[01:06:56.781 --> 01:06:57.762]  Mainstream news picks it up.
[01:06:57.762 --> 01:06:58.662]  CNN picks it up.
[01:06:58.662 --> 01:06:59.363]  Everybody picks it up.
[01:06:59.363 --> 01:07:01.605]  Fluoride may lower IQ.
[01:07:01.605 --> 01:07:04.828]  Women, pregnant women, that drink fluoride will lower their child's IQ.
[01:07:04.828 --> 01:07:06.249]  It's like, yeah, oh.
[01:07:06.249 --> 01:07:07.530]  InfoWars just reported a decade ago.
[01:07:09.582 --> 01:07:10.883]  What do we do when we find this out?
[01:07:10.883 --> 01:07:24.494]  We sell a water filter so that when you're drinking the water, you're not getting the fluoride, you're not getting the glyphosates, you're not getting the other stuff that we know is in there, like in some places, lead and other such toxic chemicals.
[01:07:24.494 --> 01:07:28.418]  So we just sell, yeah, hey, there's fluoride in the water, lowers your IQ.
[01:07:28.418 --> 01:07:29.899]  Hey, let's sell filtered water.
[01:07:29.899 --> 01:07:31.000]  Well, what the hell's wrong with you?
[01:07:32.110 --> 01:07:33.612]  No, that's smart!
[01:07:33.612 --> 01:07:40.000]  And yeah, we have all kinds of supplements at InfoWarsStore.com to help fight against the toxic environment.
[01:07:40.000 --> 01:07:48.331]  Probiotics, we've got the DNA Force Plus, we've got the Real Red Pill, and they can sit here and they can try to act like, oh yeah.
[01:07:49.520 --> 01:07:53.085]  You're just selling supplements, you know, but there's nothing to it.
[01:07:53.085 --> 01:07:55.409]  Well, go read all the reviews, folks.
[01:07:55.409 --> 01:07:56.911]  These are third-party reviews.
[01:07:56.911 --> 01:08:03.700]  They have websites that try our products to try to destroy us, and then they have to admit that, okay, yep, the products are actually the real deal.
[01:08:04.429 --> 01:08:07.050]  So try the products at InfoWarsTore.com to support yourself.
[01:08:07.050 --> 01:08:12.392]  The Turbo Force, the Brain Force Plus, the bodies, it's all at InfoWarsTore.com.
[01:08:12.392 --> 01:08:13.652]  So this is from over a year ago.
[01:08:13.652 --> 01:08:15.933]  Sargon of Akkad brings this up today.
[01:08:15.933 --> 01:08:18.194]  It's kind of actually perfect because it was just over a year ago.
[01:08:18.194 --> 01:08:18.854]  Yeah.
[01:08:18.854 --> 01:08:21.555]  Alex Jones' top ten health claims and why they are wrong.
[01:08:21.555 --> 01:08:23.076]  Okay, well, let's go ahead.
[01:08:23.076 --> 01:08:24.376]  Let's break this down one by one.
[01:08:24.376 --> 01:08:24.897]  How about that?
[01:08:24.897 --> 01:08:28.618]  Yeah, I love the fact that the first one isn't a health claim.
[01:08:28.618 --> 01:08:30.499]  The government is employing weather weapons.
[01:08:30.499 --> 01:08:32.379]  Did they even read their own title?
[01:08:32.379 --> 01:08:33.360]  That's not a health claim.
[01:08:34.724 --> 01:08:42.108]  Well, I guess it's a health claim if you're claiming that it's affecting your health negatively, but that's not even what they're getting into.
[01:08:42.108 --> 01:08:44.489]  They make some joke about a movie and X-Men.
[01:08:45.519 --> 01:08:47.460]  And they never get into the actual fact.
[01:08:47.460 --> 01:08:50.182]  I went to a government meeting.
[01:08:50.182 --> 01:08:52.143]  There's literally a meeting here.
[01:08:52.143 --> 01:08:54.504]  It's an official government group in Austin.
[01:08:54.504 --> 01:08:59.447]  It's called, like, Texas Weather Modification Deployment System or something.
[01:08:59.447 --> 01:09:01.789]  I've literally gone to their public meetings.
[01:09:01.789 --> 01:09:05.851]  Even they admit that there's stuff happening in the upper atmosphere that they don't know what's going on.
[01:09:05.851 --> 01:09:06.251]  Right.
[01:09:06.251 --> 01:09:10.694]  So this is on record, but Forbes just says, oh, Alex Jones says the government's employing weather weapons.
[01:09:10.694 --> 01:09:11.254]  That's not true.
[01:09:12.515 --> 01:09:15.777]  The government is deploying weather modification strategies.
[01:09:15.777 --> 01:09:17.157]  That's just on record.
[01:09:17.157 --> 01:09:21.460]  See, I don't know anything about weather modification, but their refutation here is ridiculous.
