[00:00.000 --> 00:08.680]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:01:39.400 --> 01:01:45.320]  the federal legislature is moving, the congress, towns are moving, the Austin board passed a
[01:01:45.320 --> 01:01:50.360]  resolution against it, I mean the TSA is losing on this and if they lose on this they lose
[01:01:50.360 --> 01:01:56.200]  on everything because this is the federal takeover force, it's now admitted.
[01:01:56.200 --> 01:02:04.480]  And you know the EPA dictates that our state has to put up with, they don't have the legal
[01:02:04.480 --> 01:02:12.440]  backing to do this, they're pushing a stormwater runoff fee on our people, two in a three billion
[01:02:12.440 --> 01:02:19.040]  dollars a year that just came through and you know you talk about the smart grid technology,
[01:02:19.040 --> 01:02:25.520]  you know if our legislatures can't take care of it there are ways that we take care of
[01:02:25.520 --> 01:02:26.520]  it.
[01:02:26.520 --> 01:02:32.320]  I'm using isolation transformers to block the signals, I'm using neomium magnets to
[01:02:32.320 --> 01:02:39.680]  stop, to erase the RFID tags and banning gardens and small farms, I'm telling the people to
[01:02:39.680 --> 01:02:44.320]  put gardens in their yards, good, do the American thing.
[01:02:44.320 --> 01:02:47.920]  Absolutely God bless you, great first call of the new year, Paul hit the nail on the
[01:02:47.920 --> 01:02:53.000]  head on so many fronts and folks if you think we're joking, read the Food Safety Act, we've
[01:02:53.000 --> 01:02:57.480]  read it on air many times but it's got the subsections where it allows the feds to do
[01:02:57.480 --> 01:03:02.600]  anything they want and put any amount of regulation on small farms and ranches, it says you'll
[01:03:02.600 --> 01:03:08.280]  have to pay fees and inspections to literally can peaches and feed them to your children.
[01:03:08.280 --> 01:03:11.760]  I mean it's just any preparation of food, you can forget it.
[01:03:11.760 --> 01:03:14.360]  Peter in Washington, welcome to the airwaves.
[01:03:14.360 --> 01:03:19.000]  Hello Alex, I've called with you before, basically can you hear me?
[01:03:19.000 --> 01:03:20.000]  Yes sir.
[01:03:20.000 --> 01:03:28.400]  Okay, basically what I want to do is I have an article from the December 17th issue of
[01:03:28.400 --> 01:03:34.160]  Forward Magazine, I'm not going to read it of course, but your forward newspaper, but
[01:03:34.160 --> 01:03:36.040]  your people should look it up.
[01:03:36.040 --> 01:03:46.320]  The headline is it's on media czar Julius Genakowski and the title is A Talmud Ace,
[01:03:46.320 --> 01:03:49.400]  Tackles Thorny Issue of Net Neutrality.
[01:03:49.400 --> 01:03:54.960]  Now what that tells me is they're going to shift the meaning of neutrality.
[01:03:54.960 --> 01:04:03.040]  No, no, this is the horrible news, I've read the quote ruling, they call it an order of
[01:04:03.040 --> 01:04:11.160]  the FCC and even Fox News got it right when they analyzed it, they say oh, A we've got
[01:04:11.160 --> 01:04:16.120]  regulatory authority over the internet, something the FCC has never had, they're just power
[01:04:16.120 --> 01:04:19.960]  grabbing it and then they say we're going to protect net neutrality, but the fine print
[01:04:19.960 --> 01:04:26.240]  says they will allow companies to block or restrict or allow them to give more preferential
[01:04:26.240 --> 01:04:28.720]  treatment to certain sites.
[01:04:28.720 --> 01:04:33.840]  So that's the end of the internet as we know it right there, the actual end of net neutrality,
[01:04:33.840 --> 01:04:37.540]  very bizarre, appreciate your call, more calls straight ahead, I want to move quick from
[01:04:37.540 --> 01:04:46.960]  888-201-2244, I'm glad he brought up the FCC, that's something big that happened in
[01:04:46.960 --> 01:04:49.880]  2010, it's now 2011, hard to believe, thank you for joining us on the first live transmission
[01:04:49.880 --> 01:04:53.760]  of the year, we're going to come back and take five or six more calls in the next segment,
[01:04:53.760 --> 01:04:58.280]  then five or six more after that, then five or six more after that, stay with us.
[01:04:58.280 --> 01:05:06.640]  Hi, this is Alex Jones, you've heard me talk about the delicious, easy to fix and very
[01:05:06.640 --> 01:05:11.960]  storable foods from eFoodsDirect.com, I've told you for years that eFoodsDirect has
[01:05:11.960 --> 01:05:16.520]  the best storable food on the planet, now it's that time of year again and their holiday
[01:05:16.520 --> 01:05:22.080]  special is here, they have two holiday price packs for you to put into your reserves for
[01:05:22.080 --> 01:05:28.520]  a secure future or to share with others, the first is a six month bulk supply in tin cans
[01:05:28.520 --> 01:05:33.200]  and the second is a five week supply of quick and easy to fix meals, including delicious
[01:05:33.200 --> 01:05:36.160]  bakery items shipped in heavy tote bags.
[01:05:36.160 --> 01:05:40.760]  Now for a limited time, when you order two or more of these special holiday packs, you'll
[01:05:40.760 --> 01:05:48.840]  get free shipping on your entire order, call now 800-409-5633 or visit them at eFoodsDirect.com
[01:05:48.840 --> 01:06:01.080]  forward slash Alex, that's 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:06:01.080 --> 01:06:12.560]  What we've got here is failure to mutate, some men you just can't reach, so you get
[01:06:12.560 --> 01:06:27.560]  what we had here last week, which is the way he wants it, well he is, I don't like it
[01:06:27.560 --> 01:06:28.560]  anymore.
[01:06:28.560 --> 01:06:35.960]  On corruption, it's Alex Jones.
[01:06:35.960 --> 01:06:43.120]  One big thing that happened in 2010 was the FCC did do the unthinkable, they declared regulatory
[01:06:43.120 --> 01:06:53.000]  jurisdiction over the internet, not just over broadband internet transmissions, but even
[01:06:53.000 --> 01:06:58.280]  Forbes, the Associated Press and many others, in fact what's that publication you guys have
[01:06:58.280 --> 01:07:05.280]  got on screen, the headline is the FCC's threat to internet freedom, I mean that's the Wall
[01:07:05.280 --> 01:07:10.400]  Street Journal, the FCC's threat to internet freedom, net neutrality sounds nice but the
[01:07:10.400 --> 01:07:16.080]  web is working fine now, the new rules will inhibit investment, deter innovation and create
[01:07:16.080 --> 01:07:23.240]  a serious problem and a billable hour bonanza for lawyers, well it's more than that, I've
[01:07:23.240 --> 01:07:25.920]  read the quote FCC ruling.
[01:07:25.920 --> 01:07:31.080]  First off, the FCC has no jurisdiction over the internet, never has, now they just say
[01:07:31.080 --> 01:07:37.600]  they do, it's kind of like the TSA, first take your shoes off, your belt off, answer
[01:07:37.600 --> 01:07:41.680]  questions, go through a naked body scanner, now we're going to pat you down, even if you
[01:07:41.680 --> 01:07:45.000]  go ahead and go through the scanner, now we're going to go in your waistband, now we're
[01:07:45.000 --> 01:07:49.200]  going to go all the way in your pants, now we want a tissue swab, oh that's now being
[01:07:49.200 --> 01:07:56.840]  announced, now we want to copy all your credit cards, we have that on video at prisonplanet.com
[01:07:56.840 --> 01:08:04.040]  and infowars.com, big sys, photocopies, credit cards, confiscates, Christmas calendars, oh
[01:08:04.040 --> 01:08:11.920]  it's all confirmed and the FBI can't do that, the FCC can't do that, the local police can't
[01:08:11.920 --> 01:08:17.800]  do that, how can they, they just created a new quasi-jurisdiction and are doing it outside
[01:08:17.800 --> 01:08:25.640]  of law, they're crazy, it's a power grab, how did Hitler do what he did, nobody stopped
[01:08:25.640 --> 01:08:33.360]  him, so that happened this year and the media spun it that oh they're going to protect net
[01:08:33.360 --> 01:08:39.240]  neutrality, they say we'll protect it by allowing companies to give preferential treatment to
[01:08:39.240 --> 01:08:44.480]  certain websites, how fast they can be visited, that's the end of net neutrality, this is
[01:08:44.480 --> 01:08:51.720]  very dangerous, oh man I tell you, and now they're talking about trying to regulate satellite
[01:08:51.720 --> 01:08:58.520]  radio, you know we're terrestrial, we're both satellite and AMFM internet, but you know
[01:08:58.520 --> 01:09:03.320]  so we're under terrestrial rules, which is fine because I don't, I'm not a big potty
[01:09:03.320 --> 01:09:10.520]  mouth, alright side issue, let's just get to your phone calls as promised, Jason in
[01:09:10.520 --> 01:09:19.800]  New Jersey, Jason you're on the air, good sir, what's on your mind, well TSA over the
[01:09:19.800 --> 01:09:26.760]  past year, they pulled out all the stops, I used to work for TSA, my best friend works
[01:09:26.760 --> 01:09:32.840]  for TSA now, and that thermos issue, I don't know if you've heard about the quote unquote
[01:09:32.840 --> 01:09:38.280]  the thermos, they're taking precautions and everything else, they're always making something
[01:09:38.280 --> 01:09:43.240]  new that's bad to train everyone that they're guilty and evil, the average compartmentalized
[01:09:43.240 --> 01:09:47.040]  TSA worker doesn't know that, they're just brainwashed that are actually trying to fight
[01:09:47.040 --> 01:09:51.520]  terrorists, but yes now they're confiscating thermoses because they think bombs could be
[01:09:51.520 --> 01:09:56.920]  put inside the thermos area, and then a pilot a few weeks ago shot video that the regular
[01:09:56.920 --> 01:10:02.320]  airport workers can drive right through, wave a card, wave a card, inside go right in, but
[01:10:02.320 --> 01:10:07.520]  pilots who were trusted with the aircraft are having their genitals grabbed, and so homeland
[01:10:07.520 --> 01:10:12.920]  security raided the pilot and told him we don't like your YouTube video, you made us
[01:10:12.920 --> 01:10:18.640]  look bad, so there's such thugs now that they raided the guy to make it look like he was
[01:10:18.640 --> 01:10:23.920]  a criminal, but all it did was blow up in their face, they're power mad.
[01:10:23.920 --> 01:10:30.880]  Yeah when I worked there there was an issue because I'm a former Marine, so when I got
[01:10:30.880 --> 01:10:36.360]  involved in TSA about five years after it had started, so when I worked there I would
[01:10:36.360 --> 01:10:42.520]  always, the first thing I did, once I started working I realized it was total BS, and I
[01:10:42.520 --> 01:10:47.560]  would always look around and point out security flaws, that got me in trouble several times
[01:10:47.560 --> 01:10:48.640]  and they didn't pretend to be all-
[01:10:48.640 --> 01:10:52.720]  Yeah because they don't, in fact I've seen that in the news, in fact they just had a
[01:10:52.720 --> 01:10:57.040]  former TSA boss blow the whistle, he was the boss over a whole airport, it was all over
[01:10:57.040 --> 01:11:02.240]  the news last week, we covered it here, because he pointed out all the security problems and
[01:11:02.240 --> 01:11:07.200]  they just fired him, but also now they're calling in TSA and saying, do you have a problem
[01:11:07.200 --> 01:11:10.600]  with putting your hands down people's pants, do you have a problem with the radiation from
[01:11:10.600 --> 01:11:14.960]  these scanners, and if you say yes they give you a pink slip, so they're building an army
[01:11:14.960 --> 01:11:19.720]  of idiots, anybody who's smart they're running off.
[01:11:19.720 --> 01:11:23.720]  I want people to know the kind of people that they have worked in there, for instance my
[01:11:23.720 --> 01:11:31.200]  best friend's girlfriend is stupid, she's not smart at all, okay, she has a low level
[01:11:31.200 --> 01:11:35.640]  high school education, they hire people at the ghetto who don't have any kind of brains,
[01:11:35.640 --> 01:11:41.320]  and now she's a supervisor, simply because she wears tight pants to work, and I know
[01:11:41.320 --> 01:11:47.440]  for a fact the questions that they ask, they may ask these questions for no reason whatsoever
[01:11:47.440 --> 01:11:53.480]  because the question they ask on these exams and the tests and the interviews for promotions,
[01:11:53.480 --> 01:11:58.160]  this girl couldn't have possibly answered those questions, so you have for instance
[01:11:58.160 --> 01:12:05.320]  my best friend who's a former Marine also, who took the same test, and he did her test
[01:12:05.320 --> 01:12:11.080]  for her, but she gets a supervisor position and he does it.
[01:12:11.080 --> 01:12:17.880]  Well what they're doing is they're hiring the gunish type people who will just get off
[01:12:17.880 --> 01:12:22.800]  on the petty power and follow orders, I appreciate your call, scary call, Garra in California
[01:12:22.800 --> 01:12:28.800]  thanks for holding her on the air worldwide.
[01:12:28.800 --> 01:12:35.640]  Hi there, I'm Garra, I'm a creative consultant, I'm a hardcore pro-life humanitarian warrior
[01:12:35.640 --> 01:12:36.640]  princess.
[01:12:36.640 --> 01:12:44.240]  Well, Garra, it's good to have a warrior princess on with us, that's right, at your service,
[01:12:44.240 --> 01:12:52.360]  sir, I'm at the service of God, I'm at the service of my country, and of men, why, why,
[01:12:52.360 --> 01:12:53.360]  why?
[01:12:53.360 --> 01:12:57.520]  All right, awesome, what's on your mind in 2011, good to have you here with us?
[01:12:57.520 --> 01:13:04.480]  Alex, you are so hot, and it's great to be online with you.
[01:13:04.480 --> 01:13:08.960]  You mean hot politically, well the radio show is hot because it's real, what's on your
[01:13:08.960 --> 01:13:11.160]  mind, what do you think was important in 2010?
[01:13:11.160 --> 01:13:19.560]  Oh, so really much, but you know, the most is that we've got a chance for humanity that
[01:13:19.560 --> 01:13:25.400]  in the eyes of millions, you know, is a hero, and what makes a hero is that it's someone
[01:13:25.400 --> 01:13:33.520]  that can, is able to make us all realize and articulate and decipher the deceit and the,
[01:13:33.520 --> 01:13:42.960]  and of these, these self-exposing, self-admitting, sadist psychopaths, whether they're politicians
[01:13:42.960 --> 01:13:50.600]  or they're the media, they are now, they have a smooth, fake, before them, and they have
[01:13:50.600 --> 01:13:58.680]  that boon, and they are a horror, and a curse, and an embarrassment to their children, please.
[01:13:58.680 --> 01:14:04.560]  Yes, but we also are an embarrassment when we don't rise to the challenge and defeat
[01:14:04.560 --> 01:14:09.080]  them and allow this corruption to grow and grow and grow until the society goes into
[01:14:09.080 --> 01:14:13.880]  a nightmare, and that's called tyranny, and we're now going into tyranny by any benchmark,
[01:14:13.880 --> 01:14:19.600]  by any measurement, because we've been too passive as a whole, but now the awakening
[01:14:19.600 --> 01:14:22.920]  is happening, and it's very, very exciting.
[01:14:22.920 --> 01:14:28.360]  Jera, what are your predictions going into 2011?
[01:14:28.360 --> 01:14:33.760]  My predictions are that we have victory, and our hope is really real.
[01:14:33.760 --> 01:14:43.760]  There is truth, truth always reigns, and we need to get together and do creative ideas,
[01:14:43.760 --> 01:14:50.760]  and never allow fear and doubt to come into our souls and our hearts and our minds, because
[01:14:50.760 --> 01:14:55.240]  we are on the side of the angels, and happiness is what we're good at.
[01:14:55.240 --> 01:14:57.760]  No, Jera, you're right, you're right, and we don't have a choice.
[01:14:57.760 --> 01:14:59.480]  I mean, we know where tyranny goes.
[01:14:59.480 --> 01:15:01.280]  We've got to step up and say no now.
[01:15:01.280 --> 01:15:02.280]  Great talking to you.
[01:15:02.280 --> 01:15:06.000]  I'm going to break here in a moment and come right back with Nick, Manny, Laura, Bob, Andrew,
[01:15:06.000 --> 01:15:14.960]  Tim, Henry, Garfield, coming up after the break, but I do just want to make this point.
[01:15:14.960 --> 01:15:21.400]  Folks, if we can get the general public to understand that we're losing our economy,
[01:15:21.400 --> 01:15:26.720]  we're losing our dignity, we're losing our freedom, we're losing our sovereignty, because
[01:15:26.720 --> 01:15:30.960]  we've made sports number one, or we've made partying number one, or we've made making
[01:15:30.960 --> 01:15:36.240]  money number one, we have to come together for liberty, or we'll lose it.
[01:15:36.240 --> 01:15:40.760]  We'll lose that engine of everything that we call prosperity.
[01:15:40.760 --> 01:15:46.280]  And if you simply see yourselves as leaders and start doing little things every day to
[01:15:46.280 --> 01:15:50.640]  awaken your friends, your family, your neighbors, and to take over your local towns and cities
[01:15:50.640 --> 01:15:55.000]  peacefully through the political process, there's no way we can lose.
[01:15:55.000 --> 01:16:02.600]  The truth will win, you just got to carry the ball, we'll be right back with your calls.
[01:16:02.600 --> 01:16:06.320]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:16:06.320 --> 01:16:09.480]  This is our last chance to not relive history.
[01:16:09.480 --> 01:16:13.840]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans
[01:16:13.840 --> 01:16:14.840]  at home.
[01:16:14.840 --> 01:16:19.480]  I've turned a tremendous influence on our president in Congress, and they really are
[01:16:19.480 --> 01:16:20.600]  calling the shots.
[01:16:20.600 --> 01:16:25.800]  I think it's incumbent upon all of us as American citizens to pay attention.
[01:16:25.800 --> 01:16:31.280]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel
[01:16:31.280 --> 01:16:35.920]  held bent on destroying sovereignty, and on its ashes constructing world government.
[01:16:35.920 --> 01:16:40.320]  Tim Geithner, Bernanke, they're arsonists, they're asking for more matches, and the Congress
[01:16:40.320 --> 01:16:42.360]  is saying, who do we make the checkout to?
[01:16:42.360 --> 01:16:48.320]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall
[01:16:48.320 --> 01:16:49.720]  of the Republic.
[01:16:49.720 --> 01:16:55.800]  Get your copy of Fall of the Republic on DVD at infowars.com, or watch it online right
[01:16:55.800 --> 01:17:00.920]  now in super high quality at prisonplanet.tv.
[01:17:00.920 --> 01:17:04.800]  Hello friends, this is Alex Jones, you've heard me talk about Calvin Five Star Soaps
[01:17:04.800 --> 01:17:05.800]  for years.
[01:17:05.800 --> 01:17:09.960]  This is an American-made product of the highest quality, and compares to nothing you will
[01:17:09.960 --> 01:17:11.200]  find in stores.
[01:17:11.200 --> 01:17:14.720]  You can buy factory direct, shipped via UPS right to your door.
[01:17:14.720 --> 01:17:19.680]  Check them out on the web at fivestarsoap.com, or call 800-340-7070.
[01:17:19.680 --> 01:17:25.000]  Take my word for it, once you've used pure soap, you won't buy anything else.
[01:17:25.000 --> 01:17:29.360]  Since 1947, Calvin's soap company has been showing consumers that soap can be tough on
[01:17:29.360 --> 01:17:31.400]  dirt and gentle on the environment.
[01:17:31.400 --> 01:17:34.560]  Buy American and stay clean, as well as support infowars.
[01:17:34.560 --> 01:17:39.400]  Visit fivestarsoap.com today, or call 1-800-340-7091.
[01:17:39.400 --> 01:17:41.000]  Well Marty, what do you have to say?
[01:17:41.000 --> 01:17:48.160]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback.
[01:17:48.160 --> 01:17:59.160]  Call us at 1-800-340-7091 for a free catalog, or visit our website, fivestarsoap.com.
[01:17:59.160 --> 01:18:00.600]  Thank you.
[01:18:00.600 --> 01:18:05.240]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:18:05.240 --> 01:18:09.600]  Number one, new climate legislation could easily double or triple your electric bill.
[01:18:09.600 --> 01:18:13.920]  Number two, our new energy czar wants to control how much power your electric company
[01:18:13.920 --> 01:18:15.200]  allows you to have.
[01:18:15.200 --> 01:18:16.200]  It's true.
[01:18:16.200 --> 01:18:20.920]  The government control of electricity in the name of smart grid technology is coming.
[01:18:20.920 --> 01:18:25.240]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[01:18:25.240 --> 01:18:29.240]  And now, new socialist legislation is only compounding the problem.
[01:18:29.240 --> 01:18:32.720]  Number four, dangerous weather is always a threat to local grids.
[01:18:32.720 --> 01:18:36.440]  Every year, thousands of families lose their power from weather-related onages.
[01:18:36.440 --> 01:18:41.200]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[01:18:41.200 --> 01:18:44.960]  Folks, I really believe in the solar power generators offered by Solutions from Science,
[01:18:44.960 --> 01:18:46.360]  one of my oldest sponsors.
[01:18:46.360 --> 01:18:50.600]  You can get more information at www.mysolarbackup.com.
[01:18:50.600 --> 01:18:52.240]  That's mysolarbackup.com.
[01:18:52.240 --> 01:19:00.400]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:19:00.400 --> 01:19:04.280]  Diamond Gusset is proud to announce the anthem of the Patriot Movement.
[01:19:04.280 --> 01:19:08.440]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[01:19:08.440 --> 01:19:13.200]  Diamond Gusset offers great products at great prices while keeping Americans working.
[01:19:13.200 --> 01:19:19.200]  We're looking for a factory where a man can feed his family.
[01:19:19.200 --> 01:19:28.200]  Not worried about them moving itself, closing the doors and shutting her down tomorrow.
[01:19:28.200 --> 01:19:34.200]  I'm looking for America.
[01:19:34.200 --> 01:19:39.200]  Where American and be proud, go to gusset.com forward slash America.
[01:19:39.200 --> 01:19:43.200]  Land on the free and my home of the brave.
[01:19:43.200 --> 01:19:49.200]  Seems like I just woke up one day and it was gone.
[01:19:49.200 --> 01:19:52.200]  Long gone.
[01:19:52.200 --> 01:19:55.200]  But I know in my heart it's still America.
[01:19:55.200 --> 01:20:10.200]  Go to gusset.com forward slash America today.
[01:20:25.200 --> 01:20:37.200]  Okay, I do have a bunch of economic police state military news.
[01:20:37.200 --> 01:20:41.200]  I want to smatter in here, but let's continue with your calls.
[01:20:41.200 --> 01:20:48.200]  What you think was most important in 2010, where you see things going in 2011.
[01:20:48.200 --> 01:20:53.200]  Let's go ahead and talk to Nick in Pennsylvania and Nick here on the air.
[01:20:53.200 --> 01:20:55.200]  Let's get going.
[01:20:55.200 --> 01:20:56.200]  Hey, buddy, go ahead.
[01:20:56.200 --> 01:20:57.200]  You're on air.
[01:20:57.200 --> 01:21:00.200]  First time caller and long time.
[01:21:00.200 --> 01:21:01.200]  Welcome.
[01:21:01.200 --> 01:21:03.200]  I just, I just said, thank you.
[01:21:03.200 --> 01:21:06.200]  I just had a three points to bring up this morning.
[01:21:06.200 --> 01:21:08.200]  I found it kind of odd.
[01:21:08.200 --> 01:21:14.200]  I was watching some morning news TV here in Pittsburgh and I was watching some business
[01:21:14.200 --> 01:21:16.200]  in Pittsburgh type show.
[01:21:16.200 --> 01:21:24.200]  They had a goofy host on and he actually brought on two members of the Rand Corporation and
[01:21:24.200 --> 01:21:30.200]  they're celebrating the 10 year anniversary of the Rand Corporation in Pittsburgh.
[01:21:30.200 --> 01:21:34.200]  And they have an office near the University of Pittsburgh.
[01:21:34.200 --> 01:21:40.200]  I just thought that was kind of odd because personally I popped into my mind was the average
[01:21:40.200 --> 01:21:45.200]  audience of this type of show is they have a lot of fluff news, but the average audience
[01:21:45.200 --> 01:21:48.200]  is not going to know who the Rand Corporation is.
[01:21:48.200 --> 01:21:54.200]  So I just thought that was, well, for those that don't know, it's been declassified and
[01:21:54.200 --> 01:22:00.200]  I've also had people like Alex Abaya researcher, the only person ever be allowed by Rand into
[01:22:00.200 --> 01:22:01.200]  their annals.
[01:22:01.200 --> 01:22:07.200]  And we have that hour plus special interview video interview posted at prisonplanet.tv just
[01:22:07.200 --> 01:22:09.200]  went up about a week ago with Alex Abaya.
[01:22:09.200 --> 01:22:10.200]  He's also been a guest here.
[01:22:10.200 --> 01:22:14.200]  So people can search the archives for the audio interviews, but they brought him in because
[01:22:14.200 --> 01:22:19.200]  he'd written kind of establishment books in the past, but he discovered the world government
[01:22:19.200 --> 01:22:20.200]  was real.
[01:22:20.200 --> 01:22:26.200]  They plan to build up the world government, have the military industrial complex take
[01:22:26.200 --> 01:22:28.200]  over the United States.
[01:22:28.200 --> 01:22:35.200]  And they do then want to have a limited nuclear war with China and Russia to totally destroy
[01:22:35.200 --> 01:22:40.200]  the political system of the United States to then bring in a hyper police state.
[01:22:40.200 --> 01:22:45.200]  And Rand Corporation has written the federalization of law enforcement programs that were going
[01:22:45.200 --> 01:22:48.200]  under the threat fusion centers.
[01:22:48.200 --> 01:22:55.200]  They've developed more than any other company out there, almost everything that we live
[01:22:55.200 --> 01:22:56.200]  under today.
[01:22:56.200 --> 01:23:01.200]  And it is an extremely wicked organization, very evil.
[01:23:01.200 --> 01:23:03.200]  And openly so.
[01:23:03.200 --> 01:23:10.200]  And their mascot is a mushroom cloud and they have that out front.
[01:23:10.200 --> 01:23:17.200]  They're big California, Los Angeles headquarters, a giant steel mushroom cloud.
[01:23:17.200 --> 01:23:22.200]  And we've had our cameras out there to videotape it, but you tell the average yuppie that they
[01:23:22.200 --> 01:23:23.200]  just giggle and laugh.
[01:23:23.200 --> 01:23:27.200]  They'd rather talk about, you know, the NFL or something, but this is what we're facing.
[01:23:27.200 --> 01:23:29.200]  It's what Eisenhower warned us about.
[01:23:29.200 --> 01:23:35.200]  It was the Rand Corporation type people, people tied into it with general, with LL Lemninser,
[01:23:35.200 --> 01:23:39.200]  the chairman of the Joint Chiefs of Staff that came to Eisenhower and said, we want to bomb
[01:23:39.200 --> 01:23:40.200]  US cities.
[01:23:40.200 --> 01:23:42.200]  We want to go ahead and have a nuclear war.
[01:23:42.200 --> 01:23:47.200]  We might even stage it ourselves and blame it on the Russians.
[01:23:47.200 --> 01:23:49.200]  And Eisenhower said, you're completely insane.
[01:23:49.200 --> 01:23:51.200]  And then he left office.
[01:23:51.200 --> 01:23:53.200]  Kennedy fired him when they came to Kennedy with the plan.
[01:23:53.200 --> 01:23:56.200]  And so, you know, they took care of Kennedy real well.
[01:23:56.200 --> 01:23:59.200]  But they've been planning this all along with their underground bases and the rest of it.
[01:23:59.200 --> 01:24:04.200]  And it's actually a genius plan from their perspective, because after the military industrial
[01:24:04.200 --> 01:24:09.200]  complex either nukes us and blames it on the Russians and Chinese and then wipes them out,
[01:24:09.200 --> 01:24:12.200]  then they will emerge and rule the planet.
[01:24:12.200 --> 01:24:18.200]  But again, Alex Ibea was able to get into their own documents and it's all true.
[01:24:18.200 --> 01:24:19.200]  Anything else, Nick?
[01:24:19.200 --> 01:24:20.200]  Yeah.
[01:24:20.200 --> 01:24:21.200]  Yeah.
[01:24:21.200 --> 01:24:22.200]  A couple of things.
[01:24:22.200 --> 01:24:23.200]  I'll go real quick.
[01:24:23.200 --> 01:24:31.200]  There's a parking prevention situation in Pittsburgh and the mayor is kind of spearheading that.
[01:24:31.200 --> 01:24:32.200]  Yeah.
[01:24:32.200 --> 01:24:36.200]  They're all raising hundreds of new taxes everywhere, which is impossible to ever pay
[01:24:36.200 --> 01:24:38.200]  off the fake derivatives debt.
[01:24:38.200 --> 01:24:42.200]  But they're telling everybody the increased taxes will ensure the economy when only writing
[01:24:42.200 --> 01:24:45.200]  off the trillions in derivatives will do that.
[01:24:45.200 --> 01:24:46.200]  Great.
[01:24:46.200 --> 01:24:47.200]  And G.P.
[01:24:47.200 --> 01:24:51.200]  Morgan was actually considered for garage management citywide.
[01:24:51.200 --> 01:24:55.200]  Well, for those that don't know, instead of me interrupting, tell them about the latest
[01:24:55.200 --> 01:24:57.200]  program in your city.
[01:24:57.200 --> 01:25:02.200]  I'm not really well versed on it.
[01:25:02.200 --> 01:25:08.200]  It's an ongoing thing in the Pittsburgh Post Gazette, but I don't really know what's
[01:25:08.200 --> 01:25:09.200]  going on.
[01:25:09.200 --> 01:25:11.200]  But I just, you know, once I heard G.P.
[01:25:11.200 --> 01:25:19.200]  Morgan was in the list of putting bids in to manage these city parking garages.
[01:25:19.200 --> 01:25:21.200]  I was just like, you know, dumb.
[01:25:21.200 --> 01:25:24.200]  But I want to hear about the program because I've seen similar ones.
[01:25:24.200 --> 01:25:29.200]  I didn't see it in Pittsburgh where they raised taxes and claim it's to sure up pension funds.
[01:25:29.200 --> 01:25:30.200]  Right.
[01:25:30.200 --> 01:25:31.200]  Right.
[01:25:31.200 --> 01:25:37.200]  They want to raise the parking leases, the garages, the parking spaces.
[01:25:37.200 --> 01:25:42.200]  And those go for, you know, hundreds of dollars a month.
[01:25:42.200 --> 01:25:47.200]  And, you know, they want to take that money over the next, I think it's 15 years.
[01:25:47.200 --> 01:25:48.200]  Sure.
[01:25:48.200 --> 01:25:49.200]  Yeah.
[01:25:49.200 --> 01:25:53.200]  Now it's called austerity and it's in all the IMF and World Bank plans.
[01:25:53.200 --> 01:25:58.200]  And they always tell the countries, pass all these new taxes, hand over the Greek islands,
[01:25:58.200 --> 01:26:02.200]  raise your taxes, you know, in Ireland, raise your taxes in the U.S.
[01:26:02.200 --> 01:26:06.200]  But none of that money is slated to go to actually pay down the debt.
[01:26:06.200 --> 01:26:07.200]  It's all a big fraud.
[01:26:07.200 --> 01:26:08.200]  Appreciate the call, Nick.
[01:26:08.200 --> 01:26:09.200]  Great points.
[01:26:09.200 --> 01:26:12.200]  Manny in California, thanks for holding her on the ear.
[01:26:12.200 --> 01:26:14.200]  Yeah, you're doing Alex.
[01:26:14.200 --> 01:26:15.200]  Good, sir.
[01:26:15.200 --> 01:26:16.200]  Happy New Year to you.
[01:26:16.200 --> 01:26:17.200]  God bless you.
[01:26:17.200 --> 01:26:18.200]  Yes, sir.
[01:26:18.200 --> 01:26:19.200]  God bless you, sir.
[01:26:19.200 --> 01:26:21.200]  And thank you for all the work you're doing.
[01:26:21.200 --> 01:26:25.200]  I'm a low ranger out here in the city of hypocrisy, Hollywood.
[01:26:25.200 --> 01:26:29.200]  Actually, I just want to print out, actually tell you about a couple of points.
[01:26:29.200 --> 01:26:35.200]  First one, something that developed in 2010 that didn't get a lot of attention.
[01:26:35.200 --> 01:26:38.200]  And that's this character, Nicholas Sarkozy.
[01:26:38.200 --> 01:26:39.200]  Oh, France.
[01:26:39.200 --> 01:26:40.200]  Very wicked.
[01:26:40.200 --> 01:26:41.200]  Yes.
[01:26:41.200 --> 01:26:42.200]  Yes, yes.
