[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[1:50:24.400 --> 1:50:30.200]  We saw it a couple of days ago, Lawrence Fox, the former actor who's become an activist.
[1:50:30.200 --> 1:50:31.200]  He filmed it.
[1:50:31.200 --> 1:50:38.880]  He showed how a British army veterans were being arrested for having posted memes on
[1:50:38.880 --> 1:50:47.520]  Facebook because it seems that it offended somebody, offending somebody is now a crime.
[1:50:47.520 --> 1:50:48.520]  That's crazy.
[1:50:48.520 --> 1:50:49.520]  That's absurd.
[1:50:49.520 --> 1:50:54.480]  It's completely absurd, but let me ask you to provide some context to this conversation
[1:50:54.480 --> 1:50:58.920]  though as well because what we are saying here together is rather extraordinary and
[1:50:58.920 --> 1:51:04.480]  I want the audience to be clear that you can answer for yourself, but let me ask you, are
[1:51:04.480 --> 1:51:09.680]  you seeking favor with Putin, are you trying to get residency in Russia, are you a Russian
[1:51:09.680 --> 1:51:10.680]  puppet?
[1:51:10.680 --> 1:51:11.680]  No.
[1:51:11.680 --> 1:51:12.680]  I know, I'm not.
[1:51:12.680 --> 1:51:13.680]  I love America.
[1:51:13.680 --> 1:51:14.680]  I'm a Texan.
[1:51:14.680 --> 1:51:19.320]  I'm 100 percent, let's have the Constitution and the Bill of Rights and free speech and
[1:51:19.320 --> 1:51:20.320]  all of that.
[1:51:20.320 --> 1:51:21.320]  What about you, Gonzalo?
[1:51:21.320 --> 1:51:22.320]  Yeah.
[1:51:22.320 --> 1:51:27.480]  Look, I just call them like I see them because I learned early on that it's so much easier
[1:51:27.480 --> 1:51:31.240]  to tell the truth because then you don't have to remember anything, you just say the
[1:51:31.240 --> 1:51:32.240]  truth.
[1:51:32.240 --> 1:51:38.560]  I learned my lesson when I was a kid, just one of those escapades when I was in fifth
[1:51:38.560 --> 1:51:39.560]  grade.
[1:51:39.560 --> 1:51:44.840]  I got a bad report card, I lied about it and oh God, it was like a whole nightmare and finally
[1:51:44.840 --> 1:51:48.200]  after that, that was a lesson learned and never again, just tell the truth.
[1:51:48.200 --> 1:51:52.360]  You have less to remember, you never have to worry about getting tripped up.
[1:51:52.360 --> 1:51:55.680]  These people, of course, they lie with every breath that they take.
[1:51:55.680 --> 1:51:59.000]  When they say hello, it's probably a lie.
[1:51:59.000 --> 1:52:00.680]  That's the way these people are.
[1:52:00.680 --> 1:52:07.400]  The thing is, the question becomes how long are the American people going to take this
[1:52:07.400 --> 1:52:12.400]  situation because the leadership class that we have in the West does not care about the
[1:52:12.400 --> 1:52:13.400]  people.
[1:52:13.400 --> 1:52:15.120]  In fact, they look at the people with contempt.
[1:52:15.120 --> 1:52:20.360]  They look at the people like how's to be milked and then slaughtered.
[1:52:20.360 --> 1:52:25.440]  That is just not what we want in a leadership, let alone in a democratic leadership.
[1:52:25.440 --> 1:52:29.320]  I was talking about this yesterday as a matter of fact.
[1:52:29.320 --> 1:52:32.960]  On my YouTube channel, I have a live stream show called The Roundtable.
[1:52:32.960 --> 1:52:36.640]  I try to bring on good guests and it's often a lot of fun.
[1:52:36.640 --> 1:52:41.960]  I was talking to the guest that I had last night and I was saying, and this is true,
[1:52:41.960 --> 1:52:46.200]  you see in China, the leadership, you can say that it's not democratic, that the Communist
[1:52:46.200 --> 1:52:50.920]  Party of China is a communist regime, which it is.
[1:52:50.920 --> 1:52:56.320]  You can say that Vladimir Putin is a dictator or this or that or the election that put him
[1:52:56.320 --> 1:52:58.160]  into power was not on the up and up.
[1:52:58.160 --> 1:53:04.080]  You can say whatever you want, but the thing is, see what's key is that Xi Jinping in China
[1:53:04.080 --> 1:53:12.040]  and Vladimir Putin in Russia, the people in the leadership class in China, the people
[1:53:12.040 --> 1:53:18.400]  in the Kremlin in Russia, they actually care about their own people because they come from
[1:53:18.400 --> 1:53:21.000]  there.
[1:53:21.000 --> 1:53:25.600]  They feel that they have a responsibility to the people and in some cases they are actually
[1:53:25.600 --> 1:53:30.080]  scared of their own people because they know if they screw it up, their own people will
[1:53:30.080 --> 1:53:32.080]  rise up.
[1:53:32.080 --> 1:53:37.160]  You have to understand that in China, in Russia, you can say that they're not democratic
[1:53:37.160 --> 1:53:43.160]  like in the West, but you have a leadership class that actually cares about the good opinion
[1:53:43.160 --> 1:53:48.400]  of their own people, actually cares about improving the lives of their own people.
[1:53:48.400 --> 1:53:52.560]  The Chinese Communist Party, whatever you might think of them, they have delivered to
[1:53:52.560 --> 1:53:57.440]  the Chinese people and improved their lives with infrastructure, with different programs
[1:53:57.440 --> 1:54:03.240]  to build all kinds of high-speed rails, all kinds of electrical installations and whatnot.
[1:54:03.240 --> 1:54:06.960]  The leadership class in the West does not care about the people.
[1:54:06.960 --> 1:54:11.520]  The leadership class in the West only cares about maintaining its own privilege, its
[1:54:11.520 --> 1:54:12.600]  own status.
[1:54:12.600 --> 1:54:18.000]  They only care about the opinions of the other people in their little set.
[1:54:18.000 --> 1:54:23.640]  In their little group, they all smile and nod and do all these stupid virtue signaling
[1:54:23.640 --> 1:54:24.640]  nonsense.
[1:54:24.640 --> 1:54:29.520]  But they don't care about the people, and that's the thing that drives me up the wall
[1:54:29.520 --> 1:54:36.360]  because they could care less if all the American people, all of the people of Europe die for
[1:54:36.360 --> 1:54:39.960]  some pointless war so long as they maintain their position.
[1:54:39.960 --> 1:54:41.840]  They look at people like...
[1:54:41.840 --> 1:54:47.480]  But Gonzalo, let's extend this conversation to Western Europe now.
[1:54:47.480 --> 1:54:49.280]  And I want to revisit China.
[1:54:49.280 --> 1:54:51.640]  I might disagree with you slightly on that point.
[1:54:51.640 --> 1:54:58.240]  I feel like the leaders of China are willing to sacrifice their people and they will use
[1:54:58.240 --> 1:55:05.160]  all kinds of authoritarian methods to control them and repress them to prevent the uprising.
[1:55:05.160 --> 1:55:10.640]  But I also see your point where the West cares absolutely nothing about their own people.
[1:55:10.640 --> 1:55:13.040]  I absolutely see what you're saying there.
[1:55:13.040 --> 1:55:15.040]  Maybe this is a universal thing.
[1:55:15.040 --> 1:55:17.680]  Very few governments actually care about any of their people.
[1:55:17.680 --> 1:55:21.280]  But the West in particular is on a suicide mission right now.
[1:55:21.280 --> 1:55:27.560]  So let's talk about Germany in particular and these economic sanctions against Russia.
[1:55:27.560 --> 1:55:32.620]  I'd like you to describe what you think is coming for the people of Germany this coming
[1:55:32.620 --> 1:55:39.240]  winter in terms of food, heat, fuel, industry.
[1:55:39.240 --> 1:55:42.280]  Are they going to see uprisings or will it be too cold and too many people are freezing
[1:55:42.280 --> 1:55:44.280]  to even be able to do that?
[1:55:44.280 --> 1:55:47.520]  They're not going to see any heating, they're not going to see food, and they're not going
[1:55:47.520 --> 1:55:48.520]  to see industry.
[1:55:48.520 --> 1:55:49.520]  They're screwed.
[1:55:49.520 --> 1:55:50.520]  Okay.
[1:55:50.520 --> 1:55:52.480]  Forget about it.
[1:55:52.480 --> 1:55:55.640]  Even if they were able to make nice with Russia, which will never happen because the
[1:55:55.640 --> 1:55:58.920]  Russians now no longer trust the Europeans.
[1:55:58.920 --> 1:56:03.960]  And what's key here is that because of the sanctions, say the Europeans went on this
[1:56:03.960 --> 1:56:10.000]  weird Russophobic rant where they said that everything Russia was bad, you know, some
[1:56:10.000 --> 1:56:14.520]  tennis players, you know, they get sanctioned and they can't play, you know, and they get
[1:56:14.520 --> 1:56:15.520]  insulted and all the rest of it.
[1:56:15.520 --> 1:56:16.520]  Tennis players.
[1:56:16.520 --> 1:56:20.360]  I mean, come on, whatever you might think of Putin and the special military operation,
[1:56:20.360 --> 1:56:23.720]  some random tennis player doesn't have anything to do with this, right?
[1:56:23.720 --> 1:56:30.920]  You know, all kinds of Russophobic attitudes from a continent that is supposed to be all
[1:56:30.920 --> 1:56:37.040]  about liberal values, about tolerance, about accepting people as they are and not assigning
[1:56:37.040 --> 1:56:39.000]  collective guilt.
[1:56:39.000 --> 1:56:40.520]  And that's the key issue.
[1:56:40.520 --> 1:56:45.280]  See, the Europeans showed themselves to be complete hypocrites.
[1:56:45.280 --> 1:56:47.040]  This has been shocking to the Russians.
[1:56:47.040 --> 1:56:53.200]  I keep in touch with people in Russia, both Russians as well as expats living in Russia.
[1:56:53.200 --> 1:56:57.720]  And they tell me that the intellectual classes, the intelligentsia, the upper middle class
[1:56:57.720 --> 1:57:02.280]  people, the people who travel to Europe, who care about the good opinion of Europe, who
[1:57:02.280 --> 1:57:07.480]  want to send their kid to do a little college in Europe or the United States, right?
[1:57:07.480 --> 1:57:08.880]  They're shocked.
[1:57:08.880 --> 1:57:10.200]  They can't believe it.
[1:57:10.200 --> 1:57:14.600]  And you see, Putin for the last 20 years has been telling the people, look, they really
[1:57:14.600 --> 1:57:15.920]  hate your guts.
[1:57:15.920 --> 1:57:19.000]  The Europeans and the Americans, they really do hate your guts.
[1:57:19.000 --> 1:57:23.760]  And all of a sudden, this very influential class of people in Russia, the intellectual
[1:57:23.760 --> 1:57:28.240]  classes, call it like the top 20%, you know, the managerial elite, right?
[1:57:28.240 --> 1:57:29.240]  The educated class.
[1:57:29.240 --> 1:57:31.240]  Gonzalo, I apologize again.
[1:57:31.240 --> 1:57:33.400]  We're going to go to a short break, but I understand what you're saying.
[1:57:33.400 --> 1:57:37.000]  They're finally realizing the West doesn't love them.
[1:57:37.000 --> 1:57:41.440]  So we'll be back with Gonzalo Lira stay with us as we enter the third hour of the Alex
[1:57:41.440 --> 1:57:42.440]  Jones show.
[1:57:42.440 --> 1:57:43.440]  We'll be right back.
[1:57:43.440 --> 1:57:50.800]  You say Alex Jones crazy, he's a conspiracy theory guy, he's a nutcase, he's got these
[1:57:50.800 --> 1:57:53.520]  rants and all that.
[1:57:53.520 --> 1:58:00.200]  What they miss is that this guy's ahead of the curve on so many different topics of signal,
[1:58:00.200 --> 1:58:01.200]  not noise.
[1:58:01.200 --> 1:58:09.200]  And you compare that to PBS and NPR and BBC and we'll do what Alex Jones put out there
[1:58:09.200 --> 1:58:12.760]  versus what your collective body has put out there.
[1:58:12.760 --> 1:58:16.240]  And if you're a sent in a human being and just watching it, you say, well, Alex Jones
[1:58:16.240 --> 1:58:17.240]  is the head of this.
[1:58:17.240 --> 1:58:18.240]  Not only that, he kind of explained it.
[1:58:18.240 --> 1:58:21.640]  You are one of the great thinkers of this.
[1:58:21.640 --> 1:58:22.640]  That is very rare.
[1:58:22.640 --> 1:58:27.560]  You've got to go back almost to the revolutionary generation and see that in this new book.
[1:58:27.560 --> 1:58:30.920]  I got to tell you, when Tony Lyons first approached me, I read this thing, I go, this
[1:58:30.920 --> 1:58:31.920]  is it.
[1:58:31.920 --> 1:58:32.920]  This is no beetry.
[1:58:32.920 --> 1:58:36.240]  You're not going to be flipping pages or you're going to be having a pin out and you're going
[1:58:36.240 --> 1:58:37.240]  to be underlying stuff.
[1:58:37.240 --> 1:58:40.640]  The Great Reset by Alex Jones.
[1:58:40.640 --> 1:58:46.680]  Order your copy now at Amazon or infowarstore.com.
[1:58:46.680 --> 1:58:47.680]  Infowars has been vindicated.
[1:58:47.680 --> 1:58:49.840]  We've been proven right.
[1:58:49.840 --> 1:58:52.480]  World government, the New World Order is out of the open.
[1:58:52.480 --> 1:58:58.440]  And now more than ever, the forces of Satan are trying to shut down this broadcast.
[1:58:58.440 --> 1:59:02.880]  The forces of anti-human, Godless New World Order are out of control.
[1:59:02.880 --> 1:59:07.000]  So now realize, we have pushed them out in the light, we have pushed them out in the
[1:59:07.000 --> 1:59:09.880]  open and they are so upset and they are so scared.
[1:59:09.880 --> 1:59:13.760]  So while you still can, because any day can be our last broadcast, spread the word about
[1:59:13.760 --> 1:59:18.520]  the show, share the article, share the videos, and please fund us while getting great products
[1:59:18.520 --> 1:59:21.680]  at the same time at infowarstore.com.
[1:59:21.680 --> 1:59:27.240]  Books, films, t-shirts, great supplements, vitamin real fusion, body cells and maturmeric
[1:59:27.240 --> 1:59:28.240]  formula.
[1:59:28.240 --> 1:59:34.280]  Ultra 12, a diet for so much more right now at infowarstore.com, but whatever you do,
[1:59:34.280 --> 1:59:39.400]  pray for justice and pray for freedom and pray for the children and pray for free speech
[1:59:39.400 --> 1:59:40.400]  and justice to win.
[1:59:40.400 --> 1:59:42.000]  Thank you so much for joining us.
[1:59:42.000 --> 1:59:48.120]  I'll spread the word, my friends, we're involved in an epic, historic battle.
[1:59:48.120 --> 1:59:58.960]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[1:59:58.960 --> 2:00:09.200]  All right, folks, welcome back to the Alex Jones show.
[2:00:09.200 --> 2:00:14.200]  This is the third hour of an extraordinary day and we have an extraordinary guest with
[2:00:14.200 --> 2:00:20.760]  us right now, Gonzalo Lira from Kharkov, Ukraine, and we're going to continue our discussion
[2:00:20.760 --> 2:00:25.760]  about the suicide of Western civilization, really, not just Western Europe, but all of
[2:00:25.760 --> 2:00:26.880]  Western civilization.
[2:00:26.880 --> 2:00:31.280]  I'm Mike Adams and I'm just sitting in for a short amount of time here.
[2:00:31.280 --> 2:00:33.000]  Alex is going to be back shortly.
[2:00:33.000 --> 2:00:34.000]  He's here.
[2:00:34.000 --> 2:00:35.000]  He's in the building somewhere.
[2:00:35.000 --> 2:00:36.720]  I just saw him a minute ago.
[2:00:36.720 --> 2:00:37.720]  So he's here.
[2:00:37.720 --> 2:00:38.720]  He's coming back.
[2:00:38.720 --> 2:00:43.400]  It's his show and he's always got big breaking news, but I want to say something here in
[2:00:43.400 --> 2:00:51.000]  this and then ask for Gonzalo's assessment of this, the Ukraine situation is being a
[2:00:51.000 --> 2:00:57.840]  little bit sidelined in the media because of the China-Taiwan situation and China is
[2:00:57.840 --> 2:01:00.000]  a communist regime.
[2:01:00.000 --> 2:01:07.360]  In my opinion, the CCP is a world bully, but then again, so is the Pentagon.
[2:01:07.360 --> 2:01:11.600]  So is the United States under this illegitimate regime of Joe Biden.
[2:01:11.600 --> 2:01:14.040]  So they're a bully.
[2:01:14.040 --> 2:01:18.640]  Our illegitimate people are bullies too and not real America.
[2:01:18.640 --> 2:01:24.440]  If we had real Americans, if we honor the real outcome of the election in 2020, we wouldn't
[2:01:24.440 --> 2:01:29.120]  be a bully on the world stage as much, although there's still remnants in the State Department
[2:01:29.120 --> 2:01:34.240]  that can't help themselves, but China is a big bully on the world stage.
[2:01:34.240 --> 2:01:40.240]  And I just want to say, in my opinion here on the record, I absolutely support Taiwan's
[2:01:40.240 --> 2:01:41.240]  independence.
[2:01:41.240 --> 2:01:46.480]  I used to live in Taiwan, you know, I speak a fair amount of Mandarin Chinese, I actually
[2:01:46.480 --> 2:01:54.280]  lived in Taipei, Xinilu was the street I lived on and what I witnessed during those
[2:01:54.280 --> 2:01:59.480]  two years that I lived in Taiwan, it's clearly a country that has its own president, current
[2:01:59.480 --> 2:02:04.360]  president is a woman, Tsai Ing-wen is her name, they have their own elections, they
[2:02:04.360 --> 2:02:09.560]  have their own currency, they have their own dialect, Taiwanese, they have their own economy,
[2:02:09.560 --> 2:02:13.760]  they have their own culture, and the Taiwan people really might describe them as a liberal
[2:02:13.760 --> 2:02:19.560]  democracy, they value freedom of speech, they do not want to become communists, and they
[2:02:19.560 --> 2:02:22.560]  also have their own diplomatic relations with other countries around the world, although
[2:02:22.560 --> 2:02:28.040]  China is always trying to crush those diplomatic relations and crush Taiwan as an independent
[2:02:28.040 --> 2:02:29.040]  nation.
[2:02:29.040 --> 2:02:36.160]  So, I just want to say, I believe every nation in the world has the right to its own sovereignty,
[2:02:36.160 --> 2:02:40.280]  every group of people, Taiwan is clearly an independent nation, in my view, and I lived
[2:02:40.280 --> 2:02:45.280]  there and I spoke to those people, so I support Taiwan's independence and I do not support
[2:02:45.280 --> 2:02:50.400]  one China policy, but that doesn't necessarily reflect the opinion of Info Wars or Gonzalo
[2:02:50.400 --> 2:02:53.280]  or anyone else, but that's my take on it.
[2:02:53.280 --> 2:02:59.720]  Now, Mr. Lyra, what do you think about what's happening with China and Taiwan and China threatening
[2:02:59.720 --> 2:03:03.320]  Taiwan with forced reunification, what's your take on it?
[2:03:03.320 --> 2:03:10.400]  My thinking is, if you see a dog that's sleeping, let it lie, simple as that.
[2:03:10.400 --> 2:03:14.800]  It seems to me that the United States is going out of its way to provoke China, and the reason
[2:03:14.800 --> 2:03:16.360]  is very cynical.
[2:03:16.360 --> 2:03:20.600]  The reason is because the American economy is collapsing and the Biden administration
[2:03:20.600 --> 2:03:28.640]  wants something that will cover it up, that will fill the news paper headlines with stories
[2:03:28.640 --> 2:03:34.200]  of something going on in China, they tried to do it with Ukraine, they wanted a Cinderella
[2:03:34.200 --> 2:03:39.440]  story of Ukraine bravely fighting off the Russians and the Russians suffering an ignomious
[2:03:39.440 --> 2:03:42.480]  defeat, and that scenario is just not playing out.
[2:03:42.480 --> 2:03:47.200]  On the contrary, the Russian economy, because of the sanctions, the Russian economy is getting
[2:03:47.200 --> 2:03:52.320]  stronger, not weaker, it's getting a lot stronger because they increased their revenue because
[2:03:52.320 --> 2:03:58.960]  of greater oil sales, the greater price of oil and greater price of gas.
[2:03:58.960 --> 2:04:04.960]  On the other hand, because Europe cut them off completely in so far as trade, the Russians
[2:04:04.960 --> 2:04:08.480]  are getting money from overseas, but they have nowhere to spend it.
[2:04:08.480 --> 2:04:11.040]  So what are they doing with all this cash?
[2:04:11.040 --> 2:04:17.240]  They're spending it domestically in Russia, improving their own country, and once they
[2:04:17.240 --> 2:04:21.560]  start to annex the parts of Ukraine that they have conquered, they're going to put hell
[2:04:21.560 --> 2:04:24.760]  of a lot of money into Ukraine.
[2:04:24.760 --> 2:04:27.240]  They are improving their own country.
[2:04:27.240 --> 2:04:30.120]  This has been a bonanza for the Russians.
[2:04:30.120 --> 2:04:34.200]  Insofar as China is concerned, why provoke the Chinese?
[2:04:34.200 --> 2:04:35.200]  What purpose?
[2:04:35.200 --> 2:04:42.200]  It was just to deflect, to distract people from the collapsing American economy.
[2:04:42.200 --> 2:04:43.200]  Exactly right.
[2:04:43.200 --> 2:04:48.120]  This is a Pelosi and what's going on is provoking the Chinese absolutely, and that doesn't need
[2:04:48.120 --> 2:04:49.120]  to happen.
[2:04:49.120 --> 2:04:50.120]  We're going to take a one minute break.
[2:04:50.120 --> 2:04:53.800]  We'll be right back and now we're going to get into an even bigger global picture with
[2:04:53.800 --> 2:04:54.800]  Gonzalo Lira.
[2:04:54.800 --> 2:04:55.800]  Stay with us.
[2:04:55.800 --> 2:04:56.800]  We'll be right back.
[2:04:56.800 --> 2:05:01.800]  People say Alex Jones is crazy, he's a conspiracy theory guy, he's a nutcase, he's got these
[2:05:01.800 --> 2:05:04.520]  rants and all that.
[2:05:04.520 --> 2:05:11.200]  What they miss is that this guy's ahead of the curve on so many different topics of signal,
[2:05:11.200 --> 2:05:12.200]  not noise.
[2:05:12.200 --> 2:05:18.440]  If you look at the signal and you compare that to PBS and NPR and BBC and we'll do what
[2:05:18.440 --> 2:05:24.240]  Alex Jones put out there versus what your collective body has put out there and if you're
[2:05:24.240 --> 2:05:27.640]  setting a human being and just watching it and you say, well, Alex Jones is ahead of
[2:05:27.640 --> 2:05:32.640]  this, not only that, he kind of explained it, you are one of the great thinkers of this.
[2:05:32.640 --> 2:05:33.640]  That is very rare.
[2:05:33.640 --> 2:05:37.720]  You've got to go back almost to the revolutionary generation and see that.
[2:05:37.720 --> 2:05:41.000]  In this new book, I've got to tell you, when Tony Lyons first approached me, I read this
[2:05:41.000 --> 2:05:44.720]  thing, I go, this is it, this is no Beatrix.
[2:05:44.720 --> 2:05:47.200]  You're not going to be flipping pages here, you're going to be having a pin out, you're
[2:05:47.200 --> 2:05:48.600]  going to be underlying stuff.
[2:05:48.600 --> 2:06:03.240]  The Great Reset by Alex Jones, order your copy now at Amazon or InfowarsStore.com.
[2:06:03.240 --> 2:06:10.000]  We now take you live to the Central Texas Command Center in the heart of the Resistance.
[2:06:10.000 --> 2:06:21.000]  All right, welcome to the third hour of the Alex Jones show.
[2:06:21.000 --> 2:06:23.600]  I'm Mike Adams filling in for just a little bit here.
[2:06:23.600 --> 2:06:29.680]  Alex will be back in studio shortly and I'm joined by our special guest, Gonzalo Ndira.
[2:06:29.680 --> 2:06:35.080]  And this is a very important day for you to spread the word about this show and also support
[2:06:35.080 --> 2:06:42.360]  this platform, Infowars is under extreme attack by what can only be described as a rigged
[2:06:42.360 --> 2:06:49.800]  judicial system, which is no surprise, but Alex Jones is being railroaded in just an
[2:06:49.800 --> 2:06:58.440]  obscene manner by what I would consider to be just beyond bias, but corrupt judges and
[2:06:58.440 --> 2:07:02.160]  lawyers who are involved in trying to destroy this very platform.
[2:07:02.160 --> 2:07:04.320]  Your support is desperately needed.
[2:07:04.320 --> 2:07:09.320]  In fact, your financial support through the product purchases is what's going to keep
[2:07:09.320 --> 2:07:13.280]  this platform here and keep the voices.
[2:07:13.280 --> 2:07:17.440]  For example, the voices you're hearing today of Gonzalo Ndira or myself or the other guests,
[2:07:17.440 --> 2:07:20.080]  Robert Barnes is coming up in the fourth hour.
[2:07:20.080 --> 2:07:25.440]  These voices need a place to be heard for, frankly, for the, I think, the continuation
[2:07:25.440 --> 2:07:26.640]  of human civilization.
[2:07:26.640 --> 2:07:31.520]  We have to hear out the other side from the mainstream narrative.
[2:07:31.520 --> 2:07:37.640]  So right now, today, bodies, which is the turmeric formula that combines with black
[2:07:37.640 --> 2:07:40.920]  pepper, bodies is on sale at 25% off.
[2:07:40.920 --> 2:07:46.360]  It's back in stock, which is kind of a miracle these days, given the supply chain crisis.
[2:07:46.360 --> 2:07:50.840]  And you can find that at infowarstore.com and a couple of comments.
[2:07:50.840 --> 2:07:54.600]  Now, those of you who are familiar with my work, you know that I'm a, I'm a published
[2:07:54.600 --> 2:07:55.600]  food scientist.
[2:07:55.600 --> 2:08:00.880]  I own and operate a food analytics laboratory here in Central Texas.
[2:08:00.880 --> 2:08:04.840]  And by the way, in the green room right here in the studio right now, I have a, a large
[2:08:04.840 --> 2:08:12.680]  glass jar with blended avocados, cacao and turmeric with a touch of black pepper in it.
[2:08:12.680 --> 2:08:15.200]  That's exactly what's in the body's formula.
[2:08:15.200 --> 2:08:16.320]  And I drink that every day.
[2:08:16.320 --> 2:08:20.960]  I've been doing that for more than 15 years and was a former type two diabetic myself
[2:08:20.960 --> 2:08:23.400]  or right on the borderline of that.
[2:08:23.400 --> 2:08:26.520]  Never had a problem since I got turned on to nutrition.
[2:08:26.520 --> 2:08:34.600]  And what I know about turmeric is that it, it helps support the body's natural response
[2:08:34.600 --> 2:08:38.360]  to things like inflammation, but affecting multiple systems.
[2:08:38.360 --> 2:08:43.600]  It can help support normal neurological function, normal cardiovascular function.
[2:08:43.600 --> 2:08:46.960]  And when I look around today and remember the last time I was here, I had my microscope
[2:08:46.960 --> 2:08:52.000]  and we were looking at those clots that were pulled out of the bodies of people who died
[2:08:52.000 --> 2:08:53.700]  after taking the vaccines.
[2:08:53.700 --> 2:08:58.560]  We did a little clot analysis and grossed some people out, by the way, that show with
[2:08:58.560 --> 2:08:59.560]  Dr. Jane Ruby.
[2:08:59.560 --> 2:09:05.160]  Well, I believe, and I can't yet support it scientifically, but there's more coming out.
[2:09:05.160 --> 2:09:11.840]  I believe that cardiovascular clot formation is tied to vascular inflammation.
[2:09:11.840 --> 2:09:17.120]  In fact, there's no question in my mind that that's the case, which means that we can choose.
[2:09:17.120 --> 2:09:23.320]  You can choose foods and lifestyle habits and super foods and appropriate supplements
[2:09:23.320 --> 2:09:28.560]  or spices or roots that can help your body respond in a healthy way to all of these insults
[2:09:28.560 --> 2:09:34.680]  that affect us, whether it's viral shedding or environmental toxins or stress or whatever.
[2:09:34.680 --> 2:09:39.760]  You know, junk food, maybe went out and had some fried onions and I don't know, some really
[2:09:39.760 --> 2:09:41.360]  badly burned barbecue.
[2:09:41.360 --> 2:09:45.800]  Well, guess what, hey, we all enjoy barbecue from time to time, but make sure you protect
[2:09:45.800 --> 2:09:48.040]  your body with the right supplements.
[2:09:48.040 --> 2:09:51.640]  And by doing so, you can support Infowars and keep this platform online.
[2:09:51.640 --> 2:09:57.600]  Again, infowarsstore.com, take advantage of bodies 25% off today, and also vitamin mineral
[2:09:57.600 --> 2:10:02.680]  fusion is back in stock at 40% off, and that's an outstanding combination of vitamins and
[2:10:02.680 --> 2:10:03.680]  minerals.
[2:10:03.680 --> 2:10:11.000]  And I wholeheartedly endorse these formulas, and I can personally attest to the improvement
[2:10:11.000 --> 2:10:12.280]  that you will experience.
[2:10:12.280 --> 2:10:15.520]  Give yourself 30 days on these supplements, seriously.
[2:10:15.520 --> 2:10:20.560]  Buy them, try them for 30 days, keep a log of what happens to your experience and you
[2:10:20.560 --> 2:10:22.800]  will notice a tremendous difference.
[2:10:22.800 --> 2:10:25.880]  It's nutrition, it's cause and effect.
[2:10:25.880 --> 2:10:29.640]  So speaking of cause and effect, we're going to go right back to Gonzalo Lyra, because
[2:10:29.640 --> 2:10:34.120]  I think Mr. Lyra believes, as I do, that we live in a universe of cause and effect.
[2:10:34.120 --> 2:10:39.640]  So if causes are initiated, then effects will materialize.
[2:10:39.640 --> 2:10:45.120]  And whereas the West is preoccupied with delusional fairytale thinking, such as, oh,
[2:10:45.120 --> 2:10:50.520]  men can get pregnant and we don't need natural gas, hydrocarbon molecules, we'll just imagine
[2:10:50.520 --> 2:10:54.600]  – like, why can't the people of Germany just self-identify that we're not starving
[2:10:54.600 --> 2:10:56.040]  and freezing this coming January?
[2:10:56.040 --> 2:10:58.800]  The reason is because that's not real.
[2:10:58.800 --> 2:11:00.240]  You can't just make believe, right?
[2:11:00.240 --> 2:11:03.040]  So, yes, Gonzalo, your comments on all that.
[2:11:03.040 --> 2:11:07.360]  Well, you know, just pathetically, before I jump into that, I wanted to mention something
[2:11:07.360 --> 2:11:12.240]  that is deeply, deeply troubling to me, and perhaps you've been covering it on your show
[2:11:12.240 --> 2:11:14.720]  or Alex has been covering it.
[2:11:14.720 --> 2:11:21.240]  Well, the thing is that there are more deaths and fewer births, and this trend is accelerating.
[2:11:21.240 --> 2:11:22.800]  And a lot of people are starting to notice it.
[2:11:22.800 --> 2:11:26.160]  And I think that people who are listening to your broadcasts should be paying attention
[2:11:26.160 --> 2:11:27.160]  to this.
[2:11:27.160 --> 2:11:30.360]  Frankly, if there's anything that I can leave you with is this.
[2:11:30.360 --> 2:11:34.920]  In different countries around the world, in the United Kingdom, in Italy, in Germany,
[2:11:34.920 --> 2:11:43.920]  in Taiwan, they are noticing that there is an increase of mortality month over month.
[2:11:43.920 --> 2:11:45.640]  That's a trend that's accelerating.
[2:11:45.640 --> 2:11:49.280]  And they really started noticing it at the beginning of this year, in January of this
[2:11:49.280 --> 2:11:50.280]  year.
[2:11:50.280 --> 2:11:56.400]  And at the same time, you are seeing a decrease in live births.
[2:11:56.400 --> 2:12:01.920]  And that trend is also increasing month over month, starting this January.
[2:12:01.920 --> 2:12:06.400]  You see the birth and death rates, you know, if you take a bunch of graphs of like 10 years
[2:12:06.400 --> 2:12:09.960]  and superimpose them, they're very parallel to one another.
[2:12:09.960 --> 2:12:11.360]  They don't really change.
[2:12:11.360 --> 2:12:16.040]  There are certain spikes every year that happen at the same time, like around Christmas and
[2:12:16.040 --> 2:12:17.120]  New Year's.
[2:12:17.120 --> 2:12:23.760]  More people tend to die during those two weeks because of car crashes, because of, you know,
[2:12:23.760 --> 2:12:28.000]  fights, domestic disputes and whatnot, also because some people who are very, very sick
[2:12:28.000 --> 2:12:32.600]  try to hold on to life until Christmas for sentimental reasons and all the rest of it,
[2:12:32.600 --> 2:12:34.400]  being with their families and so forth.
[2:12:34.400 --> 2:12:37.560]  But the graphs tend to be very, very much the same.
[2:12:37.560 --> 2:12:44.000]  The variations are very minor, but starting in January of this year, the number of deaths
[2:12:44.000 --> 2:12:52.800]  in every country that has had, guess what, it's been increasing month over month.
