[00:00.000 --> 00:01.000]  We've got it.
[01:49:15.000 --> 01:49:22.000]  There's a lot of people, people know where the bodies are buried on her. So she tries to threaten other people are going to say, look, you know, how far do you want?
[01:49:22.000 --> 01:49:30.000]  But it did show how desperate she was to march in. Well, let's play that clip again a couple months ago and tell the head of the DC police, you know, you're going to get it.
[01:49:30.000 --> 01:49:37.000]  You're in big trouble if you don't give me my laptop back when she just told Congress it wasn't her laptop. Here it is.
[01:49:37.000 --> 01:49:48.000]  Under my understanding, the Capitol Police is not able to confiscate members equipment when the member is not under investigation. Is their equipment supposed to be returned?
[01:49:48.000 --> 01:49:59.000]  Well, I think there are extenuating circumstances in this case. And I think I think that, you know, working through my counsel and, you know, the necessary personnel.
[01:49:59.000 --> 01:50:09.000]  If that, in fact, is the case and with the permission of through the investigation will return the equipment. But until that's accomplished, I can't turn the equipment.
[01:50:09.000 --> 01:50:14.000]  I think you're violating the rules when you when you conduct your business that way.
[01:50:14.000 --> 01:50:19.000]  I should expect that there will be consequences. I yield back.
[01:50:19.000 --> 01:50:21.000]  Thank you for your testimony.
[01:50:21.000 --> 01:50:28.000]  There will be consequences. You can bet threatening and I say DC police, that's the Capitol Police, but she's also threatened the DC police.
[01:50:28.000 --> 01:50:37.000]  She looks like a demon. I mean, people should actually study that clip and just look at the scowl that she has. She's radiating aggressive hate.
[01:50:37.000 --> 01:50:43.000]  Yeah, exactly. That shows you just how evil these high level Democrats are. Just take a look at that with the sound off.
[01:50:43.000 --> 01:50:48.000]  Show that picture to your child and say, what do you think is this person good or evil?
[01:50:48.000 --> 01:50:54.000]  We'll be right back with the latest on the mega hurricane and what Sernovich thinks the angles are.
[01:50:54.000 --> 01:51:02.000]  Heart disease is on the rise. Clogged arteries, high blood pressure and high cholesterol levels may not be fully detected by you.
[01:51:02.000 --> 01:51:12.000]  But the symptoms are there. Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:51:12.000 --> 01:51:18.000]  Here, how heart and body extract is making a difference in thousands of people's lives across America.
[01:51:18.000 --> 01:51:22.000]  My blood pressure has normalized. My diabetes has totally improved.
[01:51:22.000 --> 01:51:28.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[01:51:28.000 --> 01:51:36.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:51:36.000 --> 01:51:54.000]  Order your two month supply today by calling 866-295-5305 or order online hbextract.com. Heart and body extract 866-295-5305 or hbextract.com.
[01:52:07.000 --> 01:52:16.000]  A coin publicly traded on the open market easily converted to cash available in 60 countries and pro coin is the only cryptocurrency offering coin back rewards for consumers and merchants.
[01:52:16.000 --> 01:52:43.000]  Take action by August 31st at procoincurrency.net. That's procoincurrency.net. Deadline for 10 cent guarantee is August 31st.
[01:52:43.000 --> 01:52:53.000]  Get your new manate today. Call 888-590-775-885-970-775. Online discounts available at www.powerprepper.com.
[01:52:53.000 --> 01:53:00.000]  Fully cooked, ready to eat bacon. I'm talking thick meaty, center cut, presidential bacon. Savory and delicious.
[01:53:00.000 --> 01:53:08.000]  I buy some, I use some, I store some. Awesome. No refrigeration needed with a 10 year shelf life. NASA pack technology.
[01:53:08.000 --> 01:53:14.000]  Bacon. Fully cooked, fully hydrated, ready to eat right from the pack bacon. Or warm and serve.
[01:53:14.000 --> 01:53:23.000]  Life saving, ready to eat bacon. 10 year shelf life bacon. Ships free at fullycookedbacon.com. Fullycookedbacon.com.
[01:53:23.000 --> 01:53:31.000]  It's a no brainer. A big burky water filter is the one you need, period. You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors.
[01:53:31.000 --> 01:53:39.000]  Pesticides, bacteria, viruses and much more, right? And does it all at only 2 cents per gallon. Get the original, most trusted name in gravity water filtration.
[01:53:39.000 --> 01:53:49.000]  Big Burky. And now GCN listeners receive 5% off ceramic filter systems using code GCN. Call or click 1-877-99-BURKY or bigburkywaterfilters.com.
[01:53:49.000 --> 01:54:04.000]  That's 1-877-99-BURKY.
[01:54:20.000 --> 01:54:28.000]  We're talking about the intimidation and the bullying by globalists and leftists and just how Nazi like they truly are.
[01:54:28.000 --> 01:54:35.000]  I was just talking to Matt, one of the producers, his mom, he took photos of this weekend. He just had forgotten about it because you kind of suppressed this type of stuff.
[01:54:35.000 --> 01:54:40.000]  They were eating at Kirby Lane in North Austin and she has an infowars.com sticker on her car.
[01:54:40.000 --> 01:54:51.000]  And somebody put a sign on the car saying, Trump and Alex Jones are effing idiots. And we're going to show you photos of this next hour. They're loading it into the TV computers and things we can show it to you.
[01:54:51.000 --> 01:55:03.000]  And then his roommate at his house, girlfriend, who moved here from San Francisco, she behind his back just said, you know, I can't even talk to him and be his friend because he works there.
[01:55:03.000 --> 01:55:12.000]  This is a cult, ladies and gentlemen, and these people aren't going to stop and they've been induced to get violent, to get aggressive, to get crazy.
[01:55:12.000 --> 01:55:28.000]  As they flee Seattle and, you know, places like LA and places that are having economic problems for the average trendy, you know, as a replace with foreign labor, they come here and try to repeat it with a bunch of dogmatic bullying.
[01:55:28.000 --> 01:55:33.000]  You know, I need to plug here because that's how we fund our operation with Cernovich and then we'll get into the hurricane and more.
[01:55:33.000 --> 01:55:47.000]  But I mean, these people are getting worse and worse and worse. And finally, though, they're violence, they're arrogant violence where they thought they can just have signs that say we come in peace and then viciously attack people like Mars attacks, don't run, we are your friends.
[01:55:47.000 --> 01:55:50.000]  It's finally blowing up in their face.
[01:55:50.000 --> 01:55:56.000]  Yeah. On the other hand, though, people are very good too. So, you know, it's called.
[01:55:56.000 --> 01:56:02.000]  You know, people carry beyond their shoulders in most areas and most folks like me in Austin. It's a minority of crazy people, though.
[01:56:02.000 --> 01:56:15.000]  Yeah, exactly. And that is why support from the audience is so crucial and why going to infowarstore.com is so important because literally working here makes people a target, literally coming into the office.
[01:56:15.000 --> 01:56:22.000]  People right now are hating me on Twitter, hating on me and Twitter going, oh, you're with Alex Jones. Why would you go with Alex Jones? They're trying to control everything.
[01:56:22.000 --> 01:56:28.000]  Yeah, they're trying to divide us and try to tell and people tell Alex to every time I come on, they go, oh, you can't have him on.
[01:56:28.000 --> 01:56:32.000]  That's what they try to do is they want to ostracize us because they're a cult.
[01:56:32.000 --> 01:56:43.000]  They want to isolate us because there it's in the Facebook documents. They, on average, the most isolated, alone people and all they have is this reflected power of the globalist that they're going to control and run our lives.
[01:56:43.000 --> 01:56:57.000]  So quickly, caveman, ultimate paleo formula with the incredible concentrated organic bone broth, the chaga mushroom, and the turmeric and the bee pollen and many other superfoods is very popular, is sold out twice.
[01:56:57.000 --> 01:57:06.000]  We're not getting more in until it looks like late October, but I don't care. I want to sell it out 4.7 stars out of 1600 plus reviews.
[01:57:06.000 --> 01:57:15.000]  It is 50% off and we didn't raise the price then drop it. It's 50% off the regular retail price and it's flying off the shelves right now.
[01:57:15.000 --> 01:57:20.000]  So get yours today. That's going to run for the next week or so till it sells out in strawberry and in chocolate flavor.
[01:57:20.000 --> 01:57:28.000]  We're running out of X2. We're running out of supermail vitality at 57% off. You sign up for auto ship. It's a loss leader, an additional 10% off.
[01:57:28.000 --> 01:57:37.000]  So that'd be 67% off. That's way past loss leader. But I want you to try it and see how good it is despite the fact that if I keep selling it, it's going to sell out the next four days.
[01:57:37.000 --> 01:57:45.000]  That's why I've got to stop the supermail in the next 24 hours. So at least I have a week or so left until more comes in the next month or so.
[01:57:45.000 --> 01:58:00.000]  So infowarstore.com or triple eight two five three three one three nine and Immersed Essentials is amazing. Toiletry products SPF 30 zinc oxide of the non nanotype deep free herbal bug spray concentrated
[01:58:00.000 --> 01:58:10.000]  government mouthwash pure unscented body wash pure tea tree shampoo long lasting natural deodorant and more 25% off with an additional 25% off when you sign up for auto ship.
[01:58:10.000 --> 01:58:20.000]  That's 50% off there. Just commit to the auto ship. Get big discounts. This you can cancel anytime and then you know you're supporting us and don't forget to do it each month.
[01:58:20.000 --> 01:58:29.000]  If that is your amazing choice info wars live.com infowarstore.com or triple eight two five three three one three nine. Thank you for funding the revolution.
[01:58:29.000 --> 01:58:45.000]  By the way, storeable foods 50% off with promo code Irma and 30% off on gravity fed filters. Third hour straight ahead with Mike Cernovich, the author of IBM and the Holocaust and more live.com today.
[01:58:45.000 --> 01:58:59.000]  More than two years ago info wars first told you about our research into what has been called the iodine conspiracy. I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ and how the government knowingly started
[01:58:59.000 --> 01:59:15.000]  taking iodine out of the food and adding fluoride the bad member of the halogen family in the water. They took the good halogen out and put the deadly halogen in and when the Fukushima crisis worsened as it still is worsening today. I was there telling you how to prepare yourself and your family.
[01:59:15.000 --> 01:59:28.000]  Now in 2016 even more information has been revealed concerning the connection between iodine and the gut which many experts are now saying could be the biggest revelation ever concerning iodine.
[01:59:28.000 --> 01:59:36.000]  You can pull these studies up for yourself. This is the real deal folks and the truth is that iodine is essential in my view to any optimum health regimen.
[01:59:36.000 --> 02:00:02.000]  Stock up on Survival Shield X2 today at infowarslife.com or by calling 888-253-3139.
[02:00:02.000 --> 02:00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the info war.
[02:00:18.000 --> 02:00:36.000]  We are back live ladies and gentlemen. Mike Sernibas riding shotgun with me because he's here in town. Interviewing me for a documentary he's making with a great crew. The movie's hoaxed. Can't wait to see that. And he's going to be hosting whenever he can do it five days a week at least an hour of war room that comes on every day at 3 o'clock central.
[02:00:36.000 --> 02:00:53.000]  And this transmission ends for three hours with Owen Shroyer here in the HD studio kind of traffic copping everything. Roger Stone and so many others. Millie Weaver you name it David Knight of course is on in the mornings 8am central with real news.
[02:00:53.000 --> 02:01:09.000]  Let's get into Hurricane Irma. If Harvey blew up in their face and showed the real unity of America how are they going to try to spin this against Trump when if it really does hit Florida as a category 3 4 5 or 6 a new category. I mean this is just crazy times.
[02:01:09.000 --> 02:01:23.000]  Yeah there was actually one of these islands the prime minister islands of the you can't even inhabit the island anymore. We get which one of the sounds like Barbados has got another name. Yeah yeah yeah yeah yeah so that's how bad it is now it's completely destroying everything.
[02:01:23.000 --> 02:01:38.000]  And Trump will. It's Barbuda. Barbuda there you go yeah totally demolished uninhabitable says the governor. Yeah exactly you can't even go there anymore. They actually lost communications for hours where nobody could even send a text message or a cell or anything.
[02:01:38.000 --> 02:01:52.000]  That is how close we are to a global worldwide calamity. But the people are rising up. I mean Trump. I mean you want to talk about the debt ceiling deal which a lot of people in the traditional right wing media are criticizing him for.
[02:01:52.000 --> 02:02:05.000]  But he showed the Republicans that hey you guys for nine months have done nothing for me. They're not going to have the only veto. Exactly they're not going to use their veto power to to to log jam him and then control his agenda.
[02:02:05.000 --> 02:02:15.000]  Exactly so he said I'll deal with the Democrats now if you don't want to deal with me the Republic so all the conservative media people are freaking out but they don't see that he is now pit.
[02:02:15.000 --> 02:02:26.000]  But like he does pull it up the video through the White House window of him and junkie Schumer Schumer looks like he is in cloud nine because Trump's totally defeated him and the fact now that he's bringing him in there like on their knees wanting power again.
[02:02:26.000 --> 02:02:37.000]  Exactly which is a beautiful place team A versus team B that's always I always tell people they ought to just read Trump's books before opining on him and Trump's management style is he loves people team A team B.
[02:02:37.000 --> 02:02:48.000]  Right now he is now created the Democrats versus Republicans so Paul Ryan thought they were just going to have some stooge and then they backbid him and backstabbed him and betrayed him and everything so Trump goes fine.
[02:02:48.000 --> 02:02:56.000]  I'm not going to wait for you guys to cut a terrible deal with the Democrats. I'll go cut a better deal with the Democrats because he had to get the aid going.
[02:02:56.000 --> 02:03:05.000]  They want to lower our rating at Moody's and Senator Poors to finally crush the economy so he his first mission is to keep the economy going.
[02:03:05.000 --> 02:03:14.000]  Yeah and Schumer is happy and this sends a message to the Republicans that because Mitch McConnell he blew Trump off actually Trump had tried to have Mitch McConnell is on such a power trip.
[02:03:14.000 --> 02:03:26.000]  Yeah I'm so sick of that piece of garbage that gave us Obamacare wanted total amnesty and then Trump delivers on shutting down DACA it's a total fraud and they're backbiting him on that they are just scum.
[02:03:26.000 --> 02:03:36.000]  Yeah they literally he literally wouldn't have a meeting with him snubbed him this is 100% true the media tried to spin it but McConnell actually a couple weeks ago wouldn't even meet with Trump.
[02:03:36.000 --> 02:03:50.000]  And here's the deal everything is the midterms we're going to come back with the author of IBM and the Holocaust won major awards to break this down but this is going to tie into all the subjects we're currently facing.
[02:03:50.000 --> 02:04:06.000]  This is his newest book The Nexus Nazi Nexus America's Corporate Connections Hitler's Holocaust and the reason I cover this is the big globalist corporations pushing modern leftist agendas and consolidation and the EU and and and all of this stuff this came out of IBM.
[02:04:06.000 --> 02:04:16.000]  The Nazis got most their ideas from Thomas Watson and Margaret Sanger and this guy wrote an award winning book New York Times number one bestseller Edwin Black.
[02:04:16.000 --> 02:04:29.000]  Well that's what they do that's why when we talk about how the corporations now are trying to track us control us manipulate us the AI yeah they're like oh this is crazy like no this is literally historical this is what they always do.
[02:04:29.000 --> 02:04:33.000]  And of course the Bush family Prescott Bush and the other Bush they were the head of the banking.
[02:04:33.000 --> 02:04:37.000]  Yeah they traded with the Hitler Brown brother of the Herman and they tried to have a.
[02:04:37.000 --> 02:04:46.000]  And that was the McCormick-Dickstein committee exposed that Spedley Butler they tried to hire for the coup.
[02:04:46.000 --> 02:04:48.000]  Then they decided it would be too embarrassing to arrest all these people.
[02:04:48.000 --> 02:04:57.000]  We'll be right back stay with us.
[02:04:57.000 --> 02:05:07.000]  Great air filters great water filters great non GMO heirloom seeds great books great films great Patriot apparel to meet like minded people.
[02:05:07.000 --> 02:05:13.000]  We've got a new humongoid sale not a number of things that are on massive sale but on what's on sale out for months not been on sale for months and months we've never offered.
[02:05:13.000 --> 02:05:21.000]  Super male vitality no concentrated herbs cold pressed super male vitality 57% off it's never been the price.
[02:05:21.000 --> 02:05:29.000]  It is right now with 3596 reviews 4.6 reviews total by third party sites unprecedented and it's cold pressed.
[02:05:29.000 --> 02:05:39.000]  That's why super male is so different people say well I know these compounds work is admitted to science these are other what you sell they must be said is like there's already best selling stuff that's been certified as healthy and good forever.
[02:05:39.000 --> 02:05:47.000]  Why these aren't anything new because why do something new and you can have the oldest and best but cold pressed boo boo.
[02:05:47.000 --> 02:06:02.000]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us your mother nature to detoxify the body.
[02:06:02.000 --> 02:06:15.000]  That's why I'm introducing the shield toxic metal and chemical defense support it's made in the USA it's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[02:06:15.000 --> 02:06:27.000]  It is a classical 360 when this is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[02:06:27.000 --> 02:06:44.000]  You want yourself you want your family and you owe it to the future of this country in the world that Patriots stay as healthy and as clean and as focused as you can be because we need you the remnant of America to reignite those brushfires the next level and to be healthy and as focused as you can be.
[02:06:44.000 --> 02:06:47.000]  Thanks to your support and your prayers together we're changing the world.
[02:06:47.000 --> 02:07:16.000]  Now it's time to change our bodies with Z Shield and infowarslife.com.
[02:07:16.000 --> 02:07:21.000]  Number three we're giving you free shipping on all orders above $50.
[02:07:21.000 --> 02:07:27.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[02:07:27.000 --> 02:07:35.000]  Just go to infowarsstore.com select your favorite product or products click on auto ship and choose how often you want us to send you another order.
[02:07:35.000 --> 02:07:53.000]  As you know I coined the term 360 win and with the new auto ship feature at infowarslife.com this is a sure win 10% off on auto ship win win win at infowarslife.com free shipping on orders above $50 and all out of stock items are never out of stock when you sign up for auto ship.
[02:07:53.000 --> 02:08:06.000]  From his central Texas command center deep behind enemy lines the information war continues. It's Alex Jones and the GCN radio network.
[02:08:06.000 --> 02:08:15.000]  Mike Sernovich is in studio with us. We're not going to get political in this interview. Our guest is an award winning number one New York Times bestseller.
[02:08:15.000 --> 02:08:34.000]  He's been on many years ago. Probably been 10 years since Edwin Black's been on with us. EdwinBlack.com. He wrote IBM and the Holocaust that won so many awards it makes my head spin on how the barcodes or the numbers you see on Jews and others in death camps were put into the
[02:08:34.000 --> 02:08:49.000]  Holocaust code machine that he has on the cover to decide how long to work you or what to do to he's got a new book out Nazi Nexus America's Corporate Connections to Hitler's Holocaust Edwin Black and it ties into the bushes you know all of them.
[02:08:49.000 --> 02:09:04.000]  So he joins us to the bottom of the hour then I will get into the hurricane and other breaking news here pray for Florida you know get ready for that because there's just so much going on and of course our guest before we went on we don't have a pre interview
[02:09:04.000 --> 02:09:12.000]  people he just said listen I don't want to get political I want to just talk about real Nazis because we're hearing all about Nazis constantly in the media. Let's talk about real Nazis well absolutely.
[02:09:12.000 --> 02:09:24.000]  I mean we've got folks here that the media calls right wing extremists and they lump us in with white supremacists we have no connection to we hear a lot of Nazi this Nazi that but meanwhile a lot of the technology a lot of the
[02:09:24.000 --> 02:09:31.000]  culture a lot of the systems of the whole rat line 30 plus thousand Nazis brought here to America.
[02:09:31.000 --> 02:09:42.000]  That were here after World War two to be put in charge of intelligence operations a NASA you name it my grandfather worked for a big oil company he was a in the Army Air Corps.
[02:09:42.000 --> 02:09:51.000]  You work for a big oil company and moved into mid level management and only places to eat in some of the areas in West Texas and in New Mexico then were military bases.
[02:09:51.000 --> 02:10:02.000]  So you'd go there to get a hamburger a steak or something when he worked for all companies and there'd be a bunch of Germans in there and they were pretty arrogant and I'm not bashing German people I'm part German.
[02:10:02.000 --> 02:10:11.000]  But they'd shoot their mouth off and there'd be some fist fights he never really told me about the details but my grandmother later did when they run their mouth at even people at military bases.
[02:10:11.000 --> 02:10:16.000]  And so there were so many of these Nazis brought in they're so arrogant but you never hear about them.
[02:10:16.000 --> 02:10:22.000]  You never hear about Nazi collaborators that are still alive and well operating politically but we're not going to get into that.
[02:10:22.000 --> 02:10:30.000]  We're going to get into IBM and the Holocaust and real Nazis will probably be listed by the ADL as Nazis for this.
[02:10:30.000 --> 02:10:32.000]  But we're going to cover it here.
[02:10:32.000 --> 02:10:38.000]  So I really want to thank Edwin Black for coming over myself and Mike Cernovich good to have you with us.
[02:10:38.000 --> 02:10:46.000]  Thank you for having me. So at least we know that I'm not going to be called a Nazi by anyone.
[02:10:46.000 --> 02:10:57.000]  Let me first open up my remarks by saying that all of us should pray for the people in Texas Louisiana Florida and Georgia.
[02:10:57.000 --> 02:11:04.000]  My family is there my wife's family is there and we're all watching the winds and watching the clock.
[02:11:04.000 --> 02:11:19.000]  So let me explain why people people who study the Holocaust like I do and who are committed to human rights do not like the arbitrary and false use of the word Nazi.
[02:11:19.000 --> 02:11:28.000]  Let me explain what a Nazi is a Nazi which is of course the National Socialist Workers Party.
[02:11:28.000 --> 02:11:40.000]  A Nazi is a person who tried to organize the identification of the Jews and other enemies the expulsion from society.
[02:11:40.000 --> 02:11:47.000]  The confiscation of their assets to their ghettoization their deportation and even their extermination.
[02:11:47.000 --> 02:12:00.000]  So before you are a Nazi you've got to be committed to the types of things that German Nazis did and their affiliates across Europe which would be concentration camps
[02:12:00.000 --> 02:12:05.000]  extermination camps labor camps confiscation things of that nature.
[02:12:05.000 --> 02:12:22.000]  So people like me want a proper reference to Nazis and of course there are allies because the Nazis had many allies throughout Europe that allies in the Arab world through the mufti of Jerusalem.
[02:12:22.000 --> 02:12:42.000]  And amongst their key allies were American businesses. Now there were five major American corporations that made all the difference between the success and the level of success of the hit of the Hitler regime.
[02:12:42.000 --> 02:13:02.000]  Now there were hundreds of companies that were trading with the enemy but even when standard oil sold petroleum to Nazi Germany Germany still had access to the the the oil fields of Romania
[02:13:02.000 --> 02:13:12.000]  even when there were stores in London selling uniforms to the Hitler regime of course the Nazis knew about needle and thread.
[02:13:12.000 --> 02:13:27.000]  But what the five companies that were indispensable to the outcome to the level of destruction to the reach of the Nazis did was bestow upon the Hitler regime something they never had before.
[02:13:27.000 --> 02:13:44.000]  Now the first one of these was the Ford Motor Company. Now when I say the Ford Motor Company I don't just mean Henry Ford actually mean the Ford Motor Company which distributed the most anti-Semitic screed in the history of the United States
[02:13:44.000 --> 02:14:04.000]  the protocols of the Elders of Zion the Dearborn Independent and they did this actually from their dealerships and Henry Ford idolized Hitler and Hitler idolized Henry Ford he had a picture of him on the on his piano
[02:14:04.000 --> 02:14:23.000]  and it was Henry Ford who I had this fictitious idea that Jews control the money and and the media and the militaries who made Hitler believe that it wasn't just enough to be anti-Semitic which of course Germany was anti-Semitic
[02:14:23.000 --> 02:14:37.000]  and Hitler was a key anti-Semite. Now when he went into other territory he had to root out to Jews not just conquer the territory but root out to Jews for the so-called international Jewish conspiracy.
[02:14:37.000 --> 02:14:49.000]  And your book walks through his own letters his admissions where he was almost like a super pure Hitler's brain. I say Karl Rove was Bush's brain you're saying to a great extent Henry Ford was Hitler's brain.
[02:14:49.000 --> 02:15:12.000]  I wouldn't go that far because remember the guy we blame for the Holocaust the guy we blame for World War II was Adolf Hitler but Hitler had health and he had ideas and it was more than ideas he had material support so it gets this idea of the international Jewish conspiracy which just fortifies his anti-Semitism.
[02:15:12.000 --> 02:15:36.000]  The second come the second corporation that had a vast impact on the Hitler regime was the Carnegie Institution. It was the Carnegie Institution. I think you and I had a conversation about this 10 or 15 years ago when I brought out my book War Against the Week which was on you was on eugenics while Germany
[02:15:36.000 --> 02:16:01.000]  believed in racial superiority for generations before the 20th century. It was the Carnegie Institution that invented the medical and scientific racism that allowed the Hitler regime to medicalize his racial superiority and seek the master race.
[02:16:01.000 --> 02:16:12.000]  So that was the Carnegie was critical in the weaponization of medicine and I noticed simultaneously the Rockefellers were involved heavily at the same time here but that's a whole other subject in what we see as some of our modern medicine as well.
[02:16:12.000 --> 02:16:32.000]  Rockefeller was financing the program that sent Mengele into Auschwitz and we're going to get ahead to IBM. It was General Motors that took the Nazis off of horseback and put them into motorism.
[02:16:32.000 --> 02:16:39.000]  That's right because when they first invaded Czechoslovakia and Poland they were still mainly on horses but suddenly they had all these big Ford trucks.
[02:16:39.000 --> 02:17:05.000]  No it wasn't Ford it was General Motors. I know General Motors had factories as well right in Germany right. And these were Opel trucks because General Motors secretly operated Opel through a facade where Opel had a fake board of directors, a fake management and it all reported to Sloan and Kettering in the United States.
[02:17:05.000 --> 02:17:14.000]  And of course they ultimately burned their papers and invented all the Sloan Kettering charities and foundations.
[02:17:14.000 --> 02:17:25.000]  It's just crazy and you walk all through this. Now IBM when do they come in because that's the technocracy, that's the coding, that's the science end of the extermination.
[02:17:25.000 --> 02:17:40.000]  IBM comes in in the first minutes of the Third Reich in 1933. IBM said we are the solutions company and we will give you any solution that you want including the final solution.
[02:17:40.000 --> 02:18:01.000]  So we are talking about Watson and of course Watson was the president of IBM and he is the one they've named this little artificial intelligence system after and this game show computer.
[02:18:01.000 --> 02:18:30.000]  That's what I was about to say for you a best-selling New York Times seller historian research that has all the documents just one of the biggest brains out there. What is it like to see the computer that decides what our veterans get healthcare wise that runs the bioethics boards that were developed these systems in Germany to see something called Thomas Watson to see computers named after this guy orchestrating and running these high powered supercomputers today.
[02:18:30.000 --> 02:18:44.000]  So let me say that Thomas Watson was a convicted criminal and extortionist before he ever got to IBM and once he joined IBM, he became a war criminal and a conscious war criminal.
[02:18:44.000 --> 02:19:09.000]  So here's what happened. IBM directly from New York and through its overseas subsidiary did six things for the Third Reich that made all the difference between the level of death and destruction that would be heaped upon the Jews, Europeans and of course the American military that fought to overcome.
[02:19:09.000 --> 02:19:18.000]  Sure and I interrupted you, Edwin Black, best-selling author, historian, researcher of IBM and the Holocaust, Nazi nexus, you name it, a whole bunch of other books on eugenics from the historical record.
[02:19:18.000 --> 02:19:35.000]  We're covering this just to give people an idea of what real Nazis are, not CNN saying that if you want lower taxes, you're a rapist or you're a Nazi. This is what real Nazis do and the real Nazis in this country got away with it and I'm going to ask him his view on why that happened.
[02:19:35.000 --> 02:19:42.000]  So I interrupted. So number one, you were saying Ford, then Carnegie, then General Motors, what then IBM?
[02:19:42.000 --> 02:19:54.000]  Well, Rockefeller. So it's Ford, Carnegie, Rockefeller, General Motors and then you say, where did Hitler get the names? So that is IBM.
[02:19:54.000 --> 02:20:13.000]  So first, the identification of the Jews. Prior to IBM, there was no way to tell how many Jews actually lived in Germany and the Nazis did not define a Jew by a person who went to a synagogue.
[02:20:13.000 --> 02:20:26.000]  They believed in the Carnegie Institution definition of a Jew that is a racial Jew, a eugenic Jew, and they took that back generations. And so this was all ancestral tracing.
[02:20:26.000 --> 02:20:37.000]  And so what IBM did was they invented the racial census. They, in one column, they would put your name. They went door to door. They hired hundreds of thousands.
[02:20:37.000 --> 02:20:51.000]  Didn't they test it first on Jamaicans? That's right. The Jamaica Race Crossing Project in the 1920s was the first pilot program and IBM was working on it.
[02:20:51.000 --> 02:20:54.000]  So walk through how they did it.
[02:20:54.000 --> 02:21:08.000]  Well, they would go door to door. They hired all the census takers. They brought all the census documents into one warehouse in Berlin on Alexanderplatz.
[02:21:08.000 --> 02:21:16.000]  And in one column, they would put your religion. Are you a Jew? Are you a Catholic? Are you a Muslim? Are you a Protestant?
[02:21:16.000 --> 02:21:24.000]  In the second one, a second column, they would put your nationality, your German, your Ukrainian, your French, your Polish.
[02:21:24.000 --> 02:21:30.000]  Then in a third column, they would put your mother tongue. Do you speak Polish? Do you speak German?
[02:21:30.000 --> 02:21:34.000]  This sounds like a college entrance exam now. Why? Oh, this is scary.
[02:21:34.000 --> 02:22:01.000]  All right, let me continue. And then in the fourth one, they would put your profession. You're a teacher. You're a banker. You're a journalist. And then in another column, your city. And at the rate of 24,000 cards per hour, like that, they suddenly know we're all the Jews of Polish extraction who are engaged in the fur business in Berlin live.
[02:22:01.000 --> 02:22:12.000]  And there's big money in that. There's not just killing a group you want to blame and go after. You get to rob them. And the Nazis were obsessed with gold, with furs, with the paintings. They wanted everything.
[02:22:12.000 --> 02:22:24.000]  That was the second step. So once they identified the Jews, it wasn't just one census. It was continual censuses. And it was registrations ongoing to perfect this process.
[02:22:24.000 --> 02:22:37.000]  They even went to the Mormon genealogy archives. They went to the baptismal books of churches going back one and two and three generations to code all this stuff in.
[02:22:37.000 --> 02:22:52.000]  Once they had the Jews identified, well, the next step was exclusion. They would cross-tabulate all the names of the Jews against the Bar Association, the Medical Association, the faculty roles, the health insurance.
[02:22:52.000 --> 02:22:55.000]  All those people would be excluded.
[02:22:55.000 --> 02:23:14.000]  And so the first real computers, your book breaks this down, that really did work, the Hollerith machine IBM was being used to literally drill down and track who you're connected to, where you came from, where you were, how important you are, so they could decide in waves who to go after and how to take control of the economy.
[02:23:14.000 --> 02:23:27.000]  Right, because what Hitler needed when he came to power to destroy the Jews was a computer, but no computer existed. What existed was the IBM punch card, which many of your listeners will know what that is.
[02:23:27.000 --> 02:23:36.000]  It stored information in the holes and rows that were read and out came something new called information.
[02:23:36.000 --> 02:23:51.000]  So we have to understand that the information age that you talk about and that everyone talks about was not born in Silicon Valley, the information age was born in Berlin in 1933.
[02:23:51.000 --> 02:23:59.000]  And what is the information age? The information age is the individualization of statistics.
[02:23:59.000 --> 02:24:12.000]  In other words, first they could count and that would just yield a number. But once they had the IBM punch card, they could count not how many people were in a room, but how many were men and how many were women.
[02:24:12.000 --> 02:24:22.000]  And Sir Francis Galton in the 1850s, a eugenicist, he first envisioned that they needed machines to be able to tabulate and figure all this out.
[02:24:22.000 --> 02:24:31.000]  So it goes back even before people like Hitler or people like Thomas Watson. Is that accurate?
[02:24:31.000 --> 02:24:41.000]  But it was Watson and IBM who figured out a way to take the eugenic crusade and apply it.
[02:24:41.000 --> 02:24:47.000]  Exactly. So Galton and others envisioned it, but IBM was able to actually deliver it and Hitler executed it.
[02:24:47.000 --> 02:24:58.000]  That's right. That's why the American eugenics program failed ultimately because they couldn't afford to systematize all these index cards.
