[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:20:49.000 --> 01:20:56.000]  I have been the subject of extreme censorship, just like Alex and Paul Joseph Watson and many conservative channels,
[01:20:56.000 --> 01:21:00.000]  just like Jim Hoff, our guest for this segment. He's with thegatewaypundit.com,
[01:21:00.000 --> 01:21:05.000]  and he has been documenting the systematic censorship of conservative websites,
[01:21:05.000 --> 01:21:09.000]  many that he has listed on his website, and many that he hasn't been able to name,
[01:21:09.000 --> 01:21:17.000]  because those publishers are too freaked out, too afraid, let's say, to even allow their names to be mentioned.
[01:21:17.000 --> 01:21:22.000]  And during the break, Jim was telling me that he is freaked out about what this means for America.
[01:21:22.000 --> 01:21:30.000]  If they're silencing half the country, half the conversation, what does this mean for the future sustainability of a democracy or a republic?
[01:21:30.000 --> 01:21:34.000]  So, Jim, welcome back to the show. I appreciate you joining us today.
[01:21:34.000 --> 01:21:38.000]  And that's the question. That's the opening question for you. What does this mean for our democracy?
[01:21:38.000 --> 01:21:42.000]  Well, our republic, I like to say, if they silence half the voices.
[01:21:42.000 --> 01:21:50.000]  Yeah, I think it's pretty evident what's going to happen. And I think that the republican lawmakers better wake up,
[01:21:50.000 --> 01:21:54.000]  because if when we're gone, when if a war is gone, when natural news is gone,
[01:21:54.000 --> 01:21:58.000]  when all of these places are gone, who's going to be there to carry the message, you know?
[01:21:58.000 --> 01:22:05.000]  Who's going to be there to correct the record when the media puts up this complete bias that they throw up every day
[01:22:05.000 --> 01:22:08.000]  and hurl at the American people? There won't be any.
[01:22:08.000 --> 01:22:14.000]  And so it's unfortunate that we don't have an enlightened political party that would represent us.
[01:22:14.000 --> 01:22:20.000]  But that isn't the fact today. They're just, I don't understand what they put their attention on.
[01:22:20.000 --> 01:22:26.000]  I don't understand what they do with their time. I don't understand what their staff is doing all day.
[01:22:26.000 --> 01:22:33.000]  If they don't see what's happening with the people who are supporting them and that we're being picked off one at a time
[01:22:33.000 --> 01:22:40.000]  by these social media giants to silence us and quash our voice forever.
[01:22:40.000 --> 01:22:46.000]  Well, what would you say, though, some of the people who are defending this censorship, if you can believe that,
[01:22:46.000 --> 01:22:51.000]  it's, you know, tyrannical leftists that pretty much all leftists at this point are sort of totalitarians at heart.
[01:22:51.000 --> 01:22:53.000]  It's just starting to come out now and be expressed.
[01:22:53.000 --> 01:22:57.000]  But they say that, oh, these are private corporations. They can censor anyone they want.
[01:22:57.000 --> 01:23:00.000]  What's your response to an accusation like that?
[01:23:00.000 --> 01:23:07.000]  Yeah, I love that one line that James Woods, the actor used to, he tweeted this out a few times.
[01:23:07.000 --> 01:23:14.000]  It was scratch a liberal, find a Marxist. And of course, that's what we have today in America.
[01:23:14.000 --> 01:23:22.000]  This party on the left stands for nothing except complete control over the population and these failed socialist policies.
[01:23:22.000 --> 01:23:27.000]  And of course, there are, you know, social agitation that goes on constantly.
[01:23:27.000 --> 01:23:35.000]  I think I just think what's happening is just, you know, it's going to destroy this country.
[01:23:35.000 --> 01:23:42.000]  And, you know, another example I wanted to throw in here was today, just before I came in on the air with you,
[01:23:42.000 --> 01:23:46.000]  we get this email from Facebook. Now, they shut down our traffic.
[01:23:46.000 --> 01:23:48.000]  So this is really just rubbing salt in our wounds.
[01:23:48.000 --> 01:23:53.000]  But what they said was that this article we put up like two weeks ago that went viral.
[01:23:53.000 --> 01:24:00.000]  They're saying this was fake news and we're going to take this, you know, we're not going to let people read this and we're going to redirect them.
[01:24:00.000 --> 01:24:02.000]  They're actually, this is what they're doing.
[01:24:02.000 --> 01:24:10.000]  They're redirecting people from Gateway Pondet and say, go read this article instead by the AP, which is unbelievable.
[01:24:10.000 --> 01:24:13.000]  So they're taking our story. They're saying it's false.
[01:24:13.000 --> 01:24:19.000]  And by the way, this was a private letter we got from one of the fathers from Parkland, right?
[01:24:19.000 --> 01:24:23.000]  They have no evidence that this is fake news.
[01:24:23.000 --> 01:24:27.000]  In fact, we protected this father. We looked into his family.
[01:24:27.000 --> 01:24:29.000]  What he said was absolutely correct.
[01:24:29.000 --> 01:24:37.000]  And they're telling their audience that the AP says this is not legitimate news and that they should go read the AP article instead.
[01:24:37.000 --> 01:24:44.000]  They're literally hijacking your traffic and pushing it over to fake news associated press in this case.
[01:24:44.000 --> 01:24:48.000]  But I guess they could choose somewhere else they want to push it to like CNN.
[01:24:48.000 --> 01:24:49.000]  Absolutely.
[01:24:49.000 --> 01:24:51.000]  It's, it's so out of control.
[01:24:51.000 --> 01:24:57.000]  You know, you also mentioned during the break that there's an upcoming March, you know, the anti-gun or the gun control March.
[01:24:57.000 --> 01:25:07.000]  And you said something that really got my attention that they're recruiting and indoctrinating schoolchildren now as young as nine years old to go out and join this march.
[01:25:07.000 --> 01:25:08.000]  Is that correct?
[01:25:08.000 --> 01:25:14.000]  Right. They're, they're, they're organizing the social justice warriors of tomorrow.
[01:25:14.000 --> 01:25:20.000]  I got a letter from a parent out in New Jersey with this school district.
[01:25:20.000 --> 01:25:34.000]  They're sending home letters to the parents saying, sign here if you will allow your little darling, your little nine year old to go march in this, this anti-gun rally next week, which is on the 14th.
[01:25:34.000 --> 01:25:39.000]  And we know all the leftist radical organizations that are behind this, this march.
[01:25:39.000 --> 01:25:50.000]  And there's, so they're asking parents to allow their nine year olds to participate in this social justice warrior, you know, event that's happening across the country next week.
[01:25:50.000 --> 01:25:51.000]  It's unbelievable.
[01:25:51.000 --> 01:25:52.000]  The indoctrination.
[01:25:52.000 --> 01:25:57.000]  I mean, that, that honestly reminds me of like Hitler youth indoctrination.
[01:25:57.000 --> 01:25:58.000]  It's fascist.
[01:25:58.000 --> 01:26:00.000]  It is, it's out of control.
[01:26:00.000 --> 01:26:04.000]  And, you know, I got a bigger, just a hint of a warning there.
[01:26:04.000 --> 01:26:07.000]  And I'm saying this, not you, I don't want this to come back on you.
[01:26:07.000 --> 01:26:18.000]  But, you know, if someone wanted to pull off a false flag shooting to really try to take away the guns, if they had children at the march and then they actually carried out a shooting of those children.
[01:26:18.000 --> 01:26:22.000]  And they always use children, you know, to invoke emotion and get a reaction.
[01:26:22.000 --> 01:26:26.000]  It's like they're setting up a perfect storm for a false flag event.
[01:26:26.000 --> 01:26:27.000]  I mean, I hope it never happens.
[01:26:27.000 --> 01:26:30.000]  I'm not, I'm not predicting it as it's going to happen.
[01:26:30.000 --> 01:26:37.000]  I'm just saying if, if they wanted to, it's like a perfect situation for them to murder those children to take our guns.
[01:26:37.000 --> 01:26:38.000]  It's sick.
[01:26:38.000 --> 01:26:40.000]  I know, I know it's like, do they even do this?
[01:26:40.000 --> 01:26:41.000]  Yeah, they're sick at this point.
[01:26:41.000 --> 01:26:44.000]  They will do anything to take our liberty.
[01:26:44.000 --> 01:26:46.000]  Yeah, I wouldn't put it past them.
[01:26:46.000 --> 01:26:53.000]  I mean, we saw the reaction in Parkland where they ignored this guy on social media, even though he was using his own name.
[01:26:53.000 --> 01:26:58.000]  They lied about it then saying that they tried to look him up, which they didn't because his name was right there.
[01:26:58.000 --> 01:27:03.000]  He was also, he used his real name on Instagram too, as we reported at Gateway Puddin.
[01:27:03.000 --> 01:27:06.000]  So there was no investigation of this guy when he's throwing these threats out there.
[01:27:06.000 --> 01:27:09.000]  No investigation of the 40 calls to his house.
[01:27:09.000 --> 01:27:11.000]  They didn't link anything.
[01:27:11.000 --> 01:27:14.000]  The school did tell this kid not to bring a backpack to school.
[01:27:14.000 --> 01:27:16.000]  That's how scared they were of this nutcase.
[01:27:16.000 --> 01:27:26.000]  And, and then they tell the cops to wait outside, you know, the deputies to wait outside as children are getting shot inside.
[01:27:26.000 --> 01:27:27.000]  What the hell was that?
[01:27:27.000 --> 01:27:35.000]  And now they want to take our guns because of these missteps by the deep state and the local police community.
[01:27:35.000 --> 01:27:36.000]  It's outrageous.
[01:27:36.000 --> 01:27:37.000]  It's unreal.
[01:27:37.000 --> 01:27:40.000]  I got to say, Jim, first of all, thank you for joining us here today.
[01:27:40.000 --> 01:27:44.000]  I want to encourage everyone, you know, check your website, thegatewaypuddin.com.
[01:27:44.000 --> 01:27:46.000]  You do great work.
[01:27:46.000 --> 01:27:49.000]  I have really been tracking your website over the last six months.
[01:27:49.000 --> 01:27:55.000]  It's the first thing I check every morning because you're breaking news early and often all throughout the day.
[01:27:55.000 --> 01:28:04.000]  And between Matt Drudge and your site and InfoWars and, you know, all the other independent media sites, it is, it's a whirlwind of information.
[01:28:04.000 --> 01:28:08.000]  Is there anything else you want to leave us with as we close out this segment here?
[01:28:08.000 --> 01:28:14.000]  You know, I just, I think it's tragic what I'm witnessing today in America.
[01:28:14.000 --> 01:28:16.000]  I see how you're getting attacked.
[01:28:16.000 --> 01:28:18.000]  I see how Alex Jones getting attacked.
[01:28:18.000 --> 01:28:22.000]  Paul Joseph Watson, who is phenomenal, how he's getting attacked.
[01:28:22.000 --> 01:28:25.000]  And I just think it's tragic that this is going on in the West.
[01:28:25.000 --> 01:28:31.000]  And it's time for the people to stand up before there won't be anybody left to carry our message.
[01:28:31.000 --> 01:28:34.000]  And the attacks only make us stronger, don't they, Jim?
[01:28:34.000 --> 01:28:35.000]  I mean, we're getting stronger.
[01:28:35.000 --> 01:28:36.000]  Let's hope so.
[01:28:36.000 --> 01:28:43.000]  I mean, we are galvanized to action to protect the First Amendment, the Second Amendment, this Republic, our liberty.
[01:28:43.000 --> 01:28:44.000]  Join us.
[01:28:44.000 --> 01:28:45.000]  Stay with us here after this break.
[01:28:45.000 --> 01:28:47.000]  We'll be right back on the Alex Jones Show.
[01:28:47.000 --> 01:28:49.000]  And thank you, Jim Hoff from the Gateway Pundit.
[01:28:49.000 --> 01:28:52.000]  We'll be right back as we're talking with you.
[01:29:19.000 --> 01:29:22.000]  I was pretty surprised to see that it was not fully protective.
[01:29:22.000 --> 01:29:27.000]  Wallets by those big brand names that I like and trust don't really do what they're advertising that they do.
[01:29:27.000 --> 01:29:32.000]  Get a stronghold on your credit cards, license, and other critical data with ID Stronghold Wallets.
[01:29:32.000 --> 01:29:35.000]  Other RFID blocking wallets simply aren't the same.
[01:29:35.000 --> 01:29:37.000]  ID Stronghold just outperformed them in every aspect.
[01:29:37.000 --> 01:29:41.000]  I would definitely recommend ID Stronghold Wallets to my friends and family.
[01:29:41.000 --> 01:29:42.000]  Check the label.
[01:29:42.000 --> 01:29:45.000]  If it doesn't say it's an ID Stronghold, it's not.
[01:29:45.000 --> 01:29:47.000]  I'm very impressed with the ID Stronghold Wallet.
[01:29:47.000 --> 01:29:53.000]  Get the most trusted brand in RFID blocking wallets and protect yourself from electronic pickpocketing.
[01:29:53.000 --> 01:29:58.000]  IDStronghold.com
[01:29:58.000 --> 01:30:04.000]  Maximize your potential and take your body back with supermail vitality.
[01:30:04.000 --> 01:30:09.000]  We're breaking the conditioning and fighting back against the globalist's war on mail vitality.
[01:30:09.000 --> 01:30:16.000]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world
[01:30:16.000 --> 01:30:19.000]  and concentrated for maximum potency.
[01:30:19.000 --> 01:30:26.000]  Supermail vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[01:30:26.000 --> 01:30:30.000]  InfoWarsLife wants to bring you the highest quality products.
[01:30:30.000 --> 01:30:36.000]  Our unique combination of ingredients is designed to assist the body in regulating proper balance
[01:30:36.000 --> 01:30:40.000]  and creating superior vitality in males.
[01:30:40.000 --> 01:30:44.000]  Support your body and mind and take yourself to the next level.
[01:30:44.000 --> 01:30:47.000]  Get your vitality and energize your life.
[01:30:47.000 --> 01:30:49.000]  Take control of your body.
[01:30:49.000 --> 01:30:54.000]  Grab a bottle of supermail vitality today at InfoWarsLife.com.
[01:30:54.000 --> 01:31:22.000]  That's InfoWarsLife.com.
[01:31:22.000 --> 01:31:27.000]  Number 3. We're giving you free shipping on all orders above $50.
[01:31:27.000 --> 01:31:33.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:31:33.000 --> 01:31:37.000]  Just go to InfoWarsStore.com. Select your favorite product or products.
[01:31:37.000 --> 01:31:41.000]  Click on AutoShip and choose how often you want us to send you another order.
[01:31:41.000 --> 01:31:48.000]  As you know, I coined the term 360 win and with the new AutoShip feature at InfoWarsLife.com this is a sure win.
[01:31:48.000 --> 01:31:53.000]  10% off on AutoShip. Win, win, win at InfoWarsLife.com. Free shipping on orders above $50.
[01:31:53.000 --> 01:31:58.000]  And all out of stock items are never out of stock when you sign up for AutoShip.
[01:31:58.000 --> 01:32:03.000]  You deserve a deep restful sleep with Knockout by InfoWarsLife.
[01:32:03.000 --> 01:32:11.000]  Our organic formula is made from high quality natural ingredients such as Valerian root extract, L-Tryptophan,
[01:32:11.000 --> 01:32:19.000]  lemon balm leaf extract, and melatonin. Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:32:19.000 --> 01:32:27.000]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:32:27.000 --> 01:32:35.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:32:35.000 --> 01:32:37.000]  Wake up refreshed and take on the day.
[01:32:37.000 --> 01:32:45.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:32:45.000 --> 01:32:49.000]  Get the sleep you deserve and experience the power of Knockout.
[01:32:49.000 --> 01:33:09.000]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[01:33:19.000 --> 01:33:35.000]  We now take you live to the Central Texas Command Center and the heart of the Resistance.
[01:33:35.000 --> 01:33:41.000]  The Alex Jones Show because there is a war on for your mind.
[01:33:41.000 --> 01:33:49.000]  Mike Adams here, the health ranger filling in for Alex today. This is the tip of the spear of Liberty for America.
[01:33:49.000 --> 01:33:55.000]  We are all under attack. Our free speech is under serious assault today.
[01:33:55.000 --> 01:33:59.000]  I'm going to cover a few headlines here of what's going on just to bring you up to speed on the latest news.
[01:33:59.000 --> 01:34:27.000]  In the third hour, we're covering how the abortion industry generates garbage disposals to dump fetuses down the drains that go into the bio sludge that are then spread on crops as fertilizer to grow food for your consumption.
[01:34:27.000 --> 01:34:31.000]  You think about the food that's being fed to our school children in the public school system.
[01:34:31.000 --> 01:34:35.000]  It's actually grown in literally dead baby fertilizer.
[01:34:35.000 --> 01:34:43.000]  It's almost too sick to discuss but we have to tell the truth about this so that's coming up in the third hour here.
[01:34:43.000 --> 01:34:49.000]  Happening today, it's impossible to segue from something like that. I don't know what to say. It's just sick.
[01:34:49.000 --> 01:35:00.000]  Actually, let me just say this right now. The left is evil, pure evil. They are truly demonic in the level of evil that they are now exerting.
[01:35:00.000 --> 01:35:14.000]  They are, if you think about it, the people that they're trying to censor and shut down and bully are the people who are protecting life, people who are protecting Liberty, protecting free speech, protecting the right of self-defense, which is a divine right, by the way.
[01:35:14.000 --> 01:35:26.000]  If you look out across nature, you know, I'm a food scientist and I'm a natural health expert. All across nature, what I see is self-defense mechanisms in every animal, every plant.
[01:35:26.000 --> 01:35:40.000]  Did you know, for example, that dandelions have a self-defense mechanism? They actually emit a chemical that defends them against neighboring plants so that dandelion can grow without being invaded.
[01:35:40.000 --> 01:35:46.000]  I mean, dandelions have self-defense weapons. It's absolutely true. This is botany. This is basic science.
[01:35:46.000 --> 01:35:57.000]  And yet the left, the tyrannical deranged left, is trying to tell us that humans, obviously, hopefully a higher life form than dandelions, we don't have the right to self-defense.
[01:35:57.000 --> 01:36:07.000]  Well, we have to call 911 and wait for the same government people to show up and save us who refused to walk into that building in Parkland, Florida.
[01:36:07.000 --> 01:36:14.000]  They refused. They stood outside. They stood down while children were being shot up. These people are supposed to save us.
[01:36:14.000 --> 01:36:25.000]  We're supposed to give up our self-defense rights, a divine right reflected throughout nature, and trust a failed incompetent government system to protect us,
[01:36:25.000 --> 01:36:33.000]  even knowing that that government is most likely to be weaponized against us, especially under a Democrat regime.
[01:36:33.000 --> 01:36:43.000]  I mean, if Hillary Clinton had been president, oh my God, I honestly think, I honestly think if Hillary Clinton had won, Alice Jones would be in jail right this minute.
[01:36:43.000 --> 01:36:51.000]  I think that Infowars would have been raided at gunpoint. I think they would have arrested me or shut me down or seized my domain name, you know, natural news.
[01:36:51.000 --> 01:36:57.000]  All of this would have happened if Hillary had won. So count your blessings right now.
[01:36:57.000 --> 01:37:06.000]  Thank God that we the people took a stand and that Hillary Clinton was defeated in that election, which means we have a fighting chance.
[01:37:06.000 --> 01:37:13.000]  We have a chance, maybe one of the most epic opportunities in the history of human civilization.
[01:37:13.000 --> 01:37:21.000]  Right now, a chance to fight back the currency of that fight, frankly, is revenue.
[01:37:21.000 --> 01:37:28.000]  Definitely support the Infowars Store. The sale is going on. There's free shipping right now across the country. InfowarsStore.com.
[01:37:28.000 --> 01:37:34.000]  This is how you power liberty. This is how Infowars funds its operation predominantly.
[01:37:34.000 --> 01:37:43.000]  You know, I think CNN is out there lying and saying that Infowars was funded by a few advertisers that they're trying to now stalk and bully into pulling their ads.
[01:37:43.000 --> 01:37:53.000]  As Alex explained in the first hour, you know, some advertisers would put a few ads on the YouTube channel for Infowars and then pull them off so they could say they pulled their ads.
[01:37:53.000 --> 01:38:02.000]  And I think one advertiser was like, what, $169 that they spent or something? It's a joke. It's essentially a lie to claim that that funds this operation.
[01:38:02.000 --> 01:38:06.000]  What really funds this operation is your support, InfowarsStore.com.
[01:38:06.000 --> 01:38:17.000]  And by the way, I have a unique perspective. You know, I'm a business owner. I've got my own operation, my own publishing, my own, you know, superfood manufacturing and all that.
[01:38:17.000 --> 01:38:30.000]  I understand how hard it is to do this. I understand. I know the compliance attorney for Infowars and he is keeping this operation compliant, label compliance, you know, quality control compliance, all these things.
[01:38:30.000 --> 01:38:42.000]  It is an amazing operation, but it needs your support. The other thing is, if you think about the deep state, the factions that are waging war against free speech, they can print money.
[01:38:42.000 --> 01:38:49.000]  They can create money from nothing. They've got central banks. They've got money floating around. They've got billions of dollars in offshore accounts.
[01:38:49.000 --> 01:39:00.000]  Any time they want, they can bring, you know, another couple of million dollars in to do whatever they want, hire a mob, rent a mob, a George Soros stage fake protests.
[01:39:00.000 --> 01:39:08.000]  I mean, even the Russians, right? Even the Russians had like an anti-Trump protest in New York City that Michael Moore was part of, you know, unwittingly.
[01:39:08.000 --> 01:39:18.000]  He didn't know it was by the Russians, but all these organizations can come up with money just like that, the deep state, the globalists, the people that are trying to take away your freedom.
[01:39:18.000 --> 01:39:24.000]  They've got endless money. Well, Infowars doesn't have, you know, a printing press that they can just print money.
[01:39:24.000 --> 01:39:29.000]  There's not a central bank hiding in the back room here. They depend on you. They depend on your support.
[01:39:29.000 --> 01:39:45.000]  So InfowarsStore.com. Let me go over a couple more headlines of things that are happening right now. CNN is reporting that they're sending a reporter to go visit some hookers in Thailand, at least one hooker that claims to have dirt on Trump.
[01:39:45.000 --> 01:39:51.000]  Imagine they're surprised when they find out she's a lady boy. So that's going to be an interesting segment.
[01:39:51.000 --> 01:40:00.000]  After stalking elderly women in their front yards, they're going to go visit lady boy prostitutes in Thailand. That's CNN for you right there, the Bully News Network.
[01:40:00.000 --> 01:40:10.000]  A new study claims bacon is linked to causing cancer. The reason I'm mentioning this is because I know it's actually from the sodium nitrite in processed bacon.
[01:40:10.000 --> 01:40:20.000]  Real fresh meat does not cause cancer unless you add the chemicals to it. I wanted to get that out there on the record. Bacon itself does not cause cancer.
[01:40:20.000 --> 01:40:30.000]  It's the nitrites that are added to it. Sodium nitrite causes colorectal cancer, causes pancreatic cancer. I've done extensive reporting on this in the past.
[01:40:30.000 --> 01:40:40.000]  Also, from one of my websites, science.news, once begun, there would be severe consequences to stopping climate intervention and geoengineering.
[01:40:40.000 --> 01:40:48.000]  Do you remember just two years ago, if you mentioned geoengineering, you were called the conspiracy theorist? What? No one's changing the climate?
[01:40:48.000 --> 01:40:58.000]  No, there's no chemtrails. There's no geoengineering. Now, geoengineering is mainstream science talking about how they're going to save the planet from climate change.
[01:40:58.000 --> 01:41:08.000]  We need geoengineering. This is their argument now. We need geoengineering, but now they're warning, once we start it, we can't stop it because that might be catastrophic.
[01:41:08.000 --> 01:41:14.000]  What? What are they talking about? It's like, oh, we can't stop the chemtrails or that might destroy the planet. Really?
[01:41:14.000 --> 01:41:23.000]  These people are insane. The science that's out there is fake science in exactly the same way that most of the news you're getting from the mainstream is fake news.
[01:41:23.000 --> 01:41:28.000]  In fact, on my website, science.news, I have a whole column that is science fails.
[01:41:28.000 --> 01:41:39.000]  It's like the homepage is like, good science, and then there's fake science because I wanted to highlight the fake science because in the realm of science, they try to pull the wool over your eyes and say, oh, it's science.
[01:41:39.000 --> 01:41:47.000]  You can't argue with it, just like those Parkland school kids. You can't argue with these kids. Why? Because they were shot at? You can't argue with them?
[01:41:47.000 --> 01:41:55.000]  I don't know about you, but I've never seen a case where somebody was shot at and their IQ just automatically doubled on complex social issues.
[01:41:55.000 --> 01:42:02.000]  I mean, I'm not saying they don't have a right to speak out. They do, but being shot at does not turn you into a genius overnight.
[01:42:02.000 --> 01:42:10.000]  Frankly, it doesn't work that way. Bullets don't impart cognitive genius onto their intended targets. They do quite the opposite.
[01:42:10.000 --> 01:42:18.000]  And, you know, they're just lying with science constantly. So that's why we put that out there. We've got, oh, I don't even know if I should get started with this one.
[01:42:18.000 --> 01:42:24.000]  Yeah, we're going to go to break here soon because the next thing I've got coming up is so mind blowing, you won't even believe it.
[01:42:24.000 --> 01:42:32.000]  It's about they're saying that aliens could crash the US power grid, not illegal aliens, but little green men aliens.
[01:42:32.000 --> 01:42:38.000]  That's what they're saying. Scientists are saying the power grid could go down because of aliens from another planet.
[01:42:38.000 --> 01:42:43.000]  I'm not even making this up. Stay with me here. This is the Alex Jones show. Mike Adams filling in today.
[01:42:43.000 --> 01:43:09.000]  We'll be back after this break with that story and much more.
[01:43:13.000 --> 01:43:19.000]  To improve overall digestion and health and detoxification in the body.
[01:43:19.000 --> 01:43:31.000]  Biome defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:43:31.000 --> 01:43:38.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:43:38.000 --> 01:43:47.000]  Secure your biome defense in ultra strength or regular strength at infowarslife.com today and get started supporting your digestive system naturally.
[01:43:47.000 --> 01:43:51.000]  We've been testing this formula for years, but this is the limited first round of the public.
[01:43:51.000 --> 01:43:57.000]  So please take advantage of it today, support your own health and support the info war.
[01:43:57.000 --> 01:44:12.000]  Nourish a probiotic friendly environment in your gut with prebiotic fiber by info wars life. Help the good bacteria thrive and support overall digestive health with our specially formulated prebiotic fiber,
[01:44:12.000 --> 01:44:17.000]  a mixture of clinically studied and organic acacia fruit and flax fiber.
[01:44:17.000 --> 01:44:28.000]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients and even support your immune system.
[01:44:28.000 --> 01:44:35.000]  Info wars life's cutting edge formula only brings you the highest quality organic and clinically studied ingredients.
[01:44:35.000 --> 01:44:50.000]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[01:44:50.000 --> 01:44:56.000]  Head to infowarslife.com or call 1-888-253-3139.
[01:44:56.000 --> 01:45:06.000]  Info wars life is launching its newest product. We're really, really proud of it. It's a best source prebiotic fiber.
[01:45:06.000 --> 01:45:18.000]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body for regularity and so much more.
[01:45:18.000 --> 01:45:27.000]  And it synergistically works with our 50 billion live active culture fluorolife as well as MycoZX that targets the yeast, the mold and the funguses in the gut.
[01:45:27.000 --> 01:45:33.000]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[01:45:33.000 --> 01:45:39.000]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[01:45:39.000 --> 01:45:41.000]  And I'm doing this to introduce these products to you.
[01:45:41.000 --> 01:45:49.000]  Bodies sold out in a month. Strongest concentrated turmeric formula we can come up with. It's sold out for another month and a half.
[01:45:49.000 --> 01:45:58.000]  We sold it at 50% off till it's sold out. And I think it's going to be the same way with this fiber. Get yours today infowarslife.com.
[01:45:58.000 --> 01:46:07.000]  Over a year in the making produced by one of the top organic firms in the country that if you want proven studies and documentation,
[01:46:07.000 --> 01:46:13.000]  I'm going to speak for hours just on the files I have here of what this is proven to do, the ingredients in this.
[01:46:13.000 --> 01:46:18.000]  This is the ultimate immune system boost for this time of year, any time of the year.
[01:46:18.000 --> 01:46:21.000]  But immune wall is incredible at folks.
[01:46:21.000 --> 01:46:26.000]  Other formulas that aren't even as good are $70, $80. It's a great deal at $39.
[01:46:26.000 --> 01:46:40.000]  Immune wall, beta-glucans, olive leaf, and so much more. It is concentrated. You need to go read what is in here. The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[01:46:40.000 --> 01:46:47.000]  A citrus peel blend. I mean, this is the next level. It's now available, ladies and gentlemen, immune wall. I think it's beyond seasonal.
[01:46:47.000 --> 01:47:05.000]  You're listening to the Alex Jones show.
[01:47:18.000 --> 01:47:29.000]  Defending the Republic from enemies, foreign, and domestic. It's Alex Jones.
[01:47:29.000 --> 01:47:41.000]  You are back at the tip of the spear here fighting for your liberty, your right to speak your mind, even your right to think, your right to disagree, your right to ask questions, your right to engage in debate.
[01:47:41.000 --> 01:47:53.000]  This is Mike Adams filling in for Alex Jones today and as part of the bullying of the left that is attempting to stamp out everyone's speech who disagrees with the delusional rhetoric of the left.
[01:47:53.000 --> 01:48:01.000]  Ted Nugent is being censored as well. There are efforts underway to crush his upcoming tour in the name of political correctness.
[01:48:01.000 --> 01:48:11.000]  Yes, they're attacking music and speech and religion in America. I mean, is there anything that the left won't try to destroy on their march toward tyranny?
[01:48:11.000 --> 01:48:21.000]  The answer is there's nothing that they won't try to destroy. But Ted Nugent has a video. It's about a four minute clip here. He's going to tell you what's going on and why he's under attack as well.
[01:48:21.000 --> 01:48:24.000]  Let's listen to that and then I'll be back.
[01:48:24.000 --> 01:48:31.000]  Right now is a full force attack from truth, logic and common sense Americans.
[01:48:31.000 --> 01:48:45.000]  We're seeing right now the biggest purge online of conservative sites, veteran sites, gun sites, shooting clubs, Christian sites. I've never seen such a purge.
[01:48:45.000 --> 01:48:55.000]  I've been, I've been thrown off forever. But this year I had this great tour and all the promoters are coming up. Nugent's coming back out. Book Nugent, Book Nugent.
[01:48:55.000 --> 01:49:02.000]  I won't mention any names now in hopes that the negotiations can continue and move forward on an honest level.
[01:49:02.000 --> 01:49:09.000]  But I have been thrown out by the biggest promoters in the world because I'm on the board of the NRA.
[01:49:09.000 --> 01:49:16.000]  And I promise you, if I was recently arrested for heroin distribution, they would have not thrown me off.
[01:49:16.000 --> 01:49:17.000]  Exactly.
[01:49:17.000 --> 01:49:24.000]  But because I'm on the board of the family grassroots organization of the National Rifle Association, this stands for self defense.
[01:49:24.000 --> 01:49:31.000]  I've been thrown off tens of millions of dollars in revenue because I believe in self defense.
[01:49:31.000 --> 01:49:36.000]  Exactly. And that's the sacrifice that, I mean, you go to the Rolling Stone articles attacking you and I this week.
[01:49:36.000 --> 01:49:42.000]  They'll get one or two comments. Your side has thousands per story, so does mine at 50 times the traffic.
[01:49:42.000 --> 01:49:46.000]  So I'm saying, you're right, they have had a cardiac arrest. They're falling apart.
[01:49:46.000 --> 01:49:48.000]  But I don't want to underestimate their counter offensive.
[01:49:48.000 --> 01:49:52.000]  No, no, we don't. It doesn't mean that we are complacent by any stretch of the imagination.
[01:49:52.000 --> 01:50:02.000]  Right now is a full force attack from truth, logic and common sense Americans to continue to crush the dishonesty and the political correctness.
